,actual_cases,COVIDhub-baseline,CEID-Walk,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CEID-Walk,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CEID-Walk,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
South Dakota,2853,2689.0,2739.0,2603.0,1558.0,,2039.1,32.0,2601.4,3373.7,,2803.0,2470.0,2595.0,2992.7,487.2,2059.7,3095.0,3128.6,3332.0,,2498.5,2776.1,2793.1,2269.3,3822.2,2635.0,-164.0,-114.0,-250.0,-1295.0,,-813.9,-2821.0,-251.6,520.7,,-50.0,-383.0,-258.0,139.7,-2365.8,-793.3,242.0,275.6,479.0,,-354.5,-76.9,-59.9,-583.7,969.2,-218.0,True,False,False,,False,False,False,False,,True,False,False,True,False,False,False,False,False,,False,True,True,False,False,False
Tennessee,8704,9452.0,9498.8,9060.0,8757.0,,9308.6,6452.0,10959.5,9490.2,,9394.0,8673.0,8829.2,8434.2,6408.6,8344.2,11949.8,11186.4,10375.0,,7645.3,21871.8,7810.7,9717.1,10170.1,8706.0,748.0,794.8,356.0,53.0,,604.6,-2252.0,2255.5,786.2,,690.0,-31.0,125.2,-269.8,-2295.4,-359.8,3245.8,2482.4,1671.0,,-1058.7,13167.8,-893.3,1013.1,1466.1,2.0,False,True,True,,True,False,False,False,,True,True,True,True,False,True,False,False,False,,False,False,False,False,False,True
Texas,33114,46371.0,46591.3,32393.0,21598.0,,38437.4,18206.0,36034.0,21902.6,,36954.0,50765.0,29932.6,44479.6,20462.1,31961.3,23992.4,30756.3,47428.0,,10505.4,42328.3,44546.0,40460.5,30643.7,28138.0,13257.0,13477.3,-721.0,-11516.0,,5323.4,-14908.0,2920.0,-11211.4,,3840.0,17651.0,-3181.4,11365.6,-12651.9,-1152.7,-9121.6,-2357.7,14314.0,,-22608.6,9214.3,11432.0,7346.5,-2470.3,-4976.0,False,True,True,,True,False,True,True,,True,False,True,True,True,True,True,True,False,,False,True,True,True,True,True
Utah,6678,6695.0,6802.6,6700.0,6700.0,,7267.9,2658.0,6679.8,7979.3,,6896.0,6546.0,7237.4,6088.6,3300.5,7578.4,7294.5,7627.1,9262.0,,6710.2,8517.0,5776.8,7006.6,7715.5,7712.0,17.0,124.6,22.0,22.0,,589.9,-4020.0,1.8,1301.3,,218.0,-132.0,559.4,-589.4,-3377.5,900.4,616.5,949.1,2584.0,,32.2,1839.0,-901.2,328.6,1037.5,1034.0,False,False,False,,False,False,True,False,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
Vermont,39,29.0,28.3,27.0,33.0,,39.4,15.0,27.2,31.6,,28.0,10.0,24.3,53.4,96.6,34.8,23.1,23.7,15.0,,16.4,39.0,34.5,41.5,27.5,26.0,-10.0,-10.7,-12.0,-6.0,,0.4,-24.0,-11.8,-7.4,,-11.0,-29.0,-14.7,14.4,57.6,-4.2,-15.9,-15.3,-24.0,,-22.6,-0.0,-4.5,2.5,-11.5,-13.0,False,False,True,,True,False,False,True,,False,False,False,False,False,True,False,False,False,,False,True,True,True,False,False
Virginia,5316,5721.0,5786.4,5708.0,5662.0,,5708.0,1942.0,7060.8,5662.6,,6033.0,6337.0,6148.5,5783.1,6212.2,6338.1,5063.1,5420.7,6023.0,,3966.8,6908.6,5218.2,5746.9,5547.1,0.0,405.0,470.4,392.0,346.0,,392.0,-3374.0,1744.8,346.6,,717.0,1021.0,832.5,467.1,896.2,1022.1,-252.9,104.7,707.0,,-1349.2,1592.6,-97.8,430.9,231.1,-5316.0,False,True,True,,True,False,False,True,,False,False,False,False,False,False,True,True,False,,False,False,True,False,True,False
Washington,3589,3631.0,3617.5,3617.0,5196.0,,2713.1,5017.0,3395.9,3437.0,,3855.0,2550.0,3311.9,3675.7,4023.5,2517.0,3656.4,4010.9,4100.0,,1729.9,1508.4,3421.9,3418.6,5051.9,4062.0,42.0,28.5,28.0,1607.0,,-875.9,1428.0,-193.1,-152.0,,266.0,-1039.0,-277.1,86.7,434.5,-1072.0,67.4,421.9,511.0,,-1859.1,-2080.6,-167.1,-170.4,1462.9,473.0,True,True,False,,False,False,False,False,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
West Virginia,1314,1278.0,1233.1,1278.0,1134.0,,1359.9,1267.0,1564.9,1290.6,,1335.0,862.0,1445.4,1455.5,1583.9,1304.8,1243.0,1328.1,1477.0,,863.8,2180.6,1046.0,1233.7,1368.3,1259.0,-36.0,-80.9,-36.0,-180.0,,45.9,-47.0,250.9,-23.4,,21.0,-452.0,131.4,141.5,269.9,-9.2,-71.0,14.1,163.0,,-450.2,866.6,-268.0,-80.3,54.3,-55.0,False,False,False,,False,False,False,True,,True,False,False,False,False,True,False,True,False,,False,False,False,False,False,False
Wisconsin,17153,14083.0,14006.4,14413.0,20858.0,,15079.8,6539.0,14899.7,16647.8,,15311.0,12043.0,15805.9,15270.0,7086.2,15377.8,15414.6,16423.5,18833.0,,12260.6,8266.9,13921.1,15121.7,19188.0,15637.0,-3070.0,-3146.6,-2740.0,3705.0,,-2073.2,-10614.0,-2253.3,-505.2,,-1842.0,-5110.0,-1347.1,-1883.0,-10066.8,-1775.2,-1738.4,-729.5,1680.0,,-4892.4,-8886.1,-3231.9,-2031.3,2035.0,-1516.0,False,True,False,,True,False,True,True,,True,False,True,True,False,True,True,True,True,,False,False,False,True,True,True
Wyoming,900,684.0,667.9,668.0,616.0,,628.6,129.0,658.4,876.7,,616.0,1105.0,640.2,928.4,330.3,599.7,885.1,879.2,869.0,,637.4,183.5,632.3,524.4,1025.8,780.0,-216.0,-232.1,-232.0,-284.0,,-271.4,-771.0,-241.6,-23.3,,-284.0,205.0,-259.8,28.4,-569.7,-300.3,-14.9,-20.8,-31.0,,-262.6,-716.5,-267.7,-375.6,125.8,-120.0,False,False,False,,False,False,False,True,,False,True,False,True,False,False,True,True,True,,False,False,False,False,True,True
US,302538,309970.0,312967.8,302407.0,277486.0,325563.0,257321.6,159482.0,318003.0,299257.0,271632.0,299655.0,310586.0,292257.0,302406.5,248335.2,265450.6,246058.7,309502.3,358057.0,333681.7,,343755.0,289594.8,322012.4,303694.4,310865.0,7432.0,10429.8,-131.0,-25052.0,23025.0,-45216.4,-143056.0,15465.0,-3281.0,-30906.0,-2883.0,8048.0,-10281.0,-131.5,-54202.8,-37087.4,-56479.3,6964.3,55519.0,31143.7,,41217.0,-12943.2,19474.4,1156.4,8327.0,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,,False,False,False,True,False
