,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
20061,267,581.0,,,,,181.0,2241.2,98.8,55.0,405.0,,826.0,314.0,,,,,-86.0,1974.2,-168.2,-212.0,138.0,,559.0,,,,,True,False,True,True,True,,False
20063,80,0.0,,,,,0.0,0.1,,0.9,1.5,,0.0,-80.0,,,,,-80.0,-79.9,,-79.0,-78.5,,-80.0,,,,,False,True,,True,True,,False
20065,22,14.0,,,,,1.0,,,0.3,,,57.0,-8.0,,,,,-21.0,,,-21.7,,,35.0,,,,,False,,,False,,,False
20067,216,0.0,,,,,49.0,3.8,14.9,42.9,11.3,,0.0,-216.0,,,,,-167.0,-212.2,-201.1,-173.1,-204.7,,-216.0,,,,,True,True,True,True,True,,False
20069,59,0.0,,,,,16.0,4.1,,17.2,73.1,,0.0,-59.0,,,,,-43.0,-54.9,,-41.8,14.1,,-59.0,,,,,True,True,,True,True,,False
20071,10,0.0,,,,,0.0,,,0.1,1.2,,0.0,-10.0,,,,,-10.0,,,-9.9,-8.8,,-10.0,,,,,False,,,True,True,,False
20073,27,21.0,,,,,9.0,0.9,,6.5,47.8,,10.0,-6.0,,,,,-18.0,-26.1,,-20.5,20.8,,-17.0,,,,,False,False,,False,False,,False
20075,5,42.0,,,,,4.0,2.5,,12.4,23.3,,55.0,37.0,,,,,-1.0,-2.5,,7.4,18.3,,50.0,,,,,True,True,,True,True,,False
20077,100,77.0,,,,,16.0,1.0,,17.8,31.7,,128.0,-23.0,,,,,-84.0,-99.0,,-82.2,-68.3,,28.0,,,,,False,False,,False,False,,False
20079,147,210.0,,,,,192.0,61.8,93.5,103.1,219.2,,86.0,63.0,,,,,45.0,-85.2,-53.5,-43.9,72.2,,-61.0,,,,,True,False,True,True,False,,True
20081,84,35.0,,,,,24.0,3.4,,12.0,13.9,,106.0,-49.0,,,,,-60.0,-80.6,,-72.0,-70.1,,22.0,,,,,False,False,,False,False,,True
20083,15,0.0,,,,,3.0,0.2,,0.0,,,0.0,-15.0,,,,,-12.0,-14.8,,-15.0,,,-15.0,,,,,True,True,,False,,,False
20085,89,126.0,,,,,44.0,6.9,36.5,32.0,99.6,,211.0,37.0,,,,,-45.0,-82.1,-52.5,-57.0,10.6,,122.0,,,,,False,False,False,False,True,,False
20087,114,91.0,,,,,58.0,6.5,,29.7,31.6,,29.0,-23.0,,,,,-56.0,-107.5,,-84.3,-82.4,,-85.0,,,,,False,False,,False,False,,False
20089,4,14.0,,,,,2.0,0.4,,2.2,,,8.0,10.0,,,,,-2.0,-3.6,,-1.8,,,4.0,,,,,True,True,,True,,,True
20091,5443,4998.0,10332.2,,,,3546.0,4371.2,2538.1,457.0,3381.2,,3913.0,-445.0,4889.2,,,,-1897.0,-1071.8,-2904.9,-4986.0,-2061.8,,-1530.0,False,,,,False,False,False,False,False,,False
20093,36,49.0,,,,,9.0,4.7,,10.4,31.0,,45.0,13.0,,,,,-27.0,-31.3,,-25.6,-5.0,,9.0,,,,,False,False,,False,True,,True
20095,77,56.0,,,,,19.0,,,15.3,,,30.0,-21.0,,,,,-58.0,,,-61.7,,,-47.0,,,,,False,,,False,,,False
20097,20,7.0,,,,,7.0,0.2,,1.9,10.8,,2.0,-13.0,,,,,-13.0,-19.8,,-18.1,-9.2,,-18.0,,,,,False,False,,False,True,,False
20099,101,140.0,,,,,209.0,14.3,85.7,46.4,95.3,,50.0,39.0,,,,,108.0,-86.7,-15.3,-54.6,-5.7,,-51.0,,,,,False,False,True,False,True,,False
20101,11,7.0,,,,,0.0,0.1,,2.6,4.2,,36.0,-4.0,,,,,-11.0,-10.9,,-8.4,-6.8,,25.0,,,,,False,False,,False,False,,False
20103,745,630.0,5.7,,,,729.0,317.8,76.6,332.2,554.9,,449.0,-115.0,-739.4,,,,-16.0,-427.2,-668.4,-412.8,-190.1,,-296.0,False,,,,True,False,False,False,False,,False
20105,8,0.0,,,,,0.0,,,0.1,2.4,,0.0,-8.0,,,,,-8.0,,,-7.9,-5.6,,-8.0,,,,,False,,,True,True,,False
20107,38,105.0,,,,,39.0,7.1,,9.0,93.1,,169.0,67.0,,,,,1.0,-30.9,,-29.0,55.1,,131.0,,,,,True,True,,True,True,,False
20109,33,0.0,,,,,0.0,,,0.0,0.4,,0.0,-33.0,,,,,-33.0,,,-33.0,-32.6,,-33.0,,,,,False,,,False,True,,False
20111,450,42.0,,,,,381.0,13.2,51.3,76.4,178.5,,4.0,-408.0,,,,,-69.0,-436.8,-398.7,-373.6,-271.5,,-446.0,,,,,True,False,True,True,True,,False
20113,126,154.0,,,,,110.0,25.4,54.8,61.9,102.9,,184.0,28.0,,,,,-16.0,-100.6,-71.2,-64.1,-23.1,,58.0,,,,,True,False,False,False,True,,False
20115,44,77.0,,,,,21.0,2.7,,20.9,81.0,,220.0,33.0,,,,,-23.0,-41.3,,-23.1,37.0,,176.0,,,,,True,False,,True,False,,False
20117,25,35.0,,,,,8.0,,,0.7,25.7,,161.0,10.0,,,,,-17.0,,,-24.3,0.7,,136.0,,,,,False,,,False,True,,False
20119,88,105.0,,,,,19.0,2.8,,26.6,55.0,,64.0,17.0,,,,,-69.0,-85.2,,-61.4,-33.0,,-24.0,,,,,False,False,,False,False,,False
20121,268,133.0,,,,,172.0,14.3,168.7,1.8,111.0,,66.0,-135.0,,,,,-96.0,-253.7,-99.3,-266.2,-157.0,,-202.0,,,,,True,False,True,False,False,,False
20123,19,7.0,,,,,12.0,1.0,,5.4,,,63.0,-12.0,,,,,-7.0,-18.0,,-13.6,,,44.0,,,,,True,False,,False,,,False
20125,289,28.0,,,,,320.0,6.5,47.4,15.1,63.5,,2.0,-261.0,,,,,31.0,-282.5,-241.6,-273.9,-225.5,,-287.0,,,,,True,False,True,False,True,,False
20127,31,14.0,,,,,2.0,0.3,,0.6,,,5.0,-17.0,,,,,-29.0,-30.7,,-30.4,,,-26.0,,,,,False,False,,False,,,False
20129,11,7.0,,,,,7.0,0.2,,1.1,4.5,,80.0,-4.0,,,,,-4.0,-10.8,,-9.9,-6.5,,69.0,,,,,False,False,,False,False,,False
20131,87,7.0,,,,,18.0,3.7,,9.8,22.8,,2.0,-80.0,,,,,-69.0,-83.3,,-77.2,-64.2,,-85.0,,,,,True,False,,True,True,,False
20133,117,63.0,,,,,102.0,14.4,,9.3,88.7,,37.0,-54.0,,,,,-15.0,-102.6,,-107.7,-28.3,,-80.0,,,,,True,False,,False,True,,False
20135,86,7.0,,,,,1.0,0.2,,1.6,4.0,,11.0,-79.0,,,,,-85.0,-85.8,,-84.4,-82.0,,-75.0,,,,,False,False,,False,False,,True
20137,17,0.0,,,,,11.0,1.8,,0.3,0.0,,0.0,-17.0,,,,,-6.0,-15.2,,-16.7,-17.0,,-17.0,,,,,True,True,,True,True,,False
20139,70,49.0,,,,,28.0,2.3,,3.0,79.9,,127.0,-21.0,,,,,-42.0,-67.7,,-67.0,9.9,,57.0,,,,,False,False,,False,True,,False
20141,8,0.0,,,,,3.0,0.0,,0.9,0.7,,0.0,-8.0,,,,,-5.0,-8.0,,-7.1,-7.3,,-8.0,,,,,True,True,,True,True,,False
20143,22,21.0,,,,,10.0,2.1,,9.5,5.4,,8.0,-1.0,,,,,-12.0,-19.9,,-12.5,-16.6,,-14.0,,,,,False,False,,False,False,,False
20145,400,392.0,,,,,28.0,,,1.1,160.4,,164.0,-8.0,,,,,-372.0,,,-398.9,-239.6,,-236.0,,,,,False,,,False,False,,False
20147,83,0.0,,,,,13.0,6.3,,5.0,16.9,,0.0,-83.0,,,,,-70.0,-76.7,,-78.0,-66.1,,-83.0,,,,,True,True,,True,True,,False
20149,175,84.0,,,,,78.0,33.1,40.5,14.3,60.6,,282.0,-91.0,,,,,-97.0,-141.9,-134.5,-160.7,-114.4,,107.0,,,,,False,False,False,False,False,,False
20151,44,14.0,,,,,37.0,5.8,,6.1,11.7,,117.0,-30.0,,,,,-7.0,-38.2,,-37.9,-32.3,,73.0,,,,,True,False,,False,False,,False
20153,55,0.0,,,,,0.0,,,0.0,,,,-55.0,,,,,-55.0,,,-55.0,,,,,,,,False,,,False,,,
20155,782,1022.0,971.4,,,,424.0,1056.3,0.0,59.8,456.2,,937.0,240.0,189.4,,,,-358.0,274.3,-782.0,-722.2,-325.8,,155.0,True,,,,False,False,False,False,False,,True
20157,18,0.0,,,,,7.0,2.7,,1.5,35.6,,0.0,-18.0,,,,,-11.0,-15.3,,-16.5,17.6,,-18.0,,,,,True,True,,True,True,,False
20159,47,14.0,,,,,27.0,1.8,,2.7,,,2.0,-33.0,,,,,-20.0,-45.2,,-44.3,,,-45.0,,,,,True,False,,False,,,False
20161,1418,0.0,456.1,,,,589.0,10.6,83.9,66.8,138.4,,0.0,-1418.0,-961.9,,,,-829.0,-1407.4,-1334.1,-1351.2,-1279.6,,-1418.0,True,,,,True,True,True,True,True,,False
20163,97,7.0,,,,,8.0,0.5,,1.0,,,2.0,-90.0,,,,,-89.0,-96.5,,-96.0,,,-95.0,,,,,True,False,,False,,,False
20165,63,28.0,,,,,7.0,,,7.9,14.1,,49.0,-35.0,,,,,-56.0,,,-55.1,-48.9,,-14.0,,,,,False,,,False,False,,True
20167,93,42.0,,,,,11.0,,,32.7,,,85.0,-51.0,,,,,-82.0,,,-60.3,,,-8.0,,,,,False,,,False,,,True
20169,401,91.0,506.2,,,,424.0,19.8,75.8,68.8,156.2,,15.0,-310.0,105.2,,,,23.0,-381.2,-325.2,-332.2,-244.8,,-386.0,True,,,,True,False,False,False,True,,False
20171,54,49.0,,,,,11.0,3.7,,13.5,83.7,,62.0,-5.0,,,,,-43.0,-50.3,,-40.5,29.7,,8.0,,,,,False,False,,False,False,,False
20173,3847,6300.0,12604.6,,,,4285.0,14186.5,1613.7,3701.7,3292.1,,5828.0,2453.0,8757.6,,,,438.0,10339.5,-2233.3,-145.3,-554.9,,1981.0,False,,,,True,False,True,True,True,,True
20175,605,0.0,,,,,396.0,18.5,4.6,394.2,185.9,,3.0,-605.0,,,,,-209.0,-586.5,-600.4,-210.8,-419.1,,-602.0,,,,,True,True,True,True,True,,True
20177,1144,1477.0,1037.2,,,,1974.0,230.8,475.8,159.7,793.3,,1291.0,333.0,-106.8,,,,830.0,-913.2,-668.2,-984.3,-350.7,,147.0,True,,,,False,False,False,False,False,,True
20179,25,0.0,,,,,0.0,0.2,,0.0,1.3,,0.0,-25.0,,,,,-25.0,-24.8,,-25.0,-23.7,,-25.0,,,,,False,True,,False,True,,False
20181,27,14.0,,,,,1.0,0.6,,0.0,,,23.0,-13.0,,,,,-26.0,-26.4,,-27.0,,,-4.0,,,,,False,False,,False,,,True
20183,9,0.0,,,,,0.0,0.0,,0.0,0.0,,0.0,-9.0,,,,,-9.0,-9.0,,-9.0,-9.0,,-9.0,,,,,False,True,,False,True,,False
20185,53,28.0,,,,,7.0,0.5,,2.5,10.6,,98.0,-25.0,,,,,-46.0,-52.5,,-50.5,-42.4,,45.0,,,,,False,False,,False,False,,False
20187,52,154.0,,,,,1.0,2.0,,7.5,60.1,,41.0,102.0,,,,,-51.0,-50.0,,-44.5,8.1,,-11.0,,,,,True,True,,True,True,,True
20189,104,7.0,,,,,32.0,3.8,,1.2,4.1,,0.0,-97.0,,,,,-72.0,-100.2,,-102.8,-99.9,,-104.0,,,,,True,False,,False,False,,False
20191,110,35.0,,,,,108.0,1.0,27.1,29.5,43.4,,63.0,-75.0,,,,,-2.0,-109.0,-82.9,-80.5,-66.6,,-47.0,,,,,True,False,False,False,True,,True
20193,118,63.0,,,,,9.0,,,29.3,51.3,,64.0,-55.0,,,,,-109.0,,,-88.7,-66.7,,-54.0,,,,,False,,,False,False,,True
20195,55,7.0,,,,,4.0,0.2,,1.0,4.3,,5.0,-48.0,,,,,-51.0,-54.8,,-54.0,-50.7,,-50.0,,,,,False,False,,False,False,,False
20197,29,7.0,,,,,8.0,2.1,,3.4,4.8,,1.0,-22.0,,,,,-21.0,-26.9,,-25.6,-24.2,,-28.0,,,,,True,False,,False,False,,False
20199,19,0.0,,,,,0.0,,,0.0,,,,-19.0,,,,,-19.0,,,-19.0,,,,,,,,False,,,False,,,
20201,21,0.0,,,,,0.0,,,0.8,0.6,,0.0,-21.0,,,,,-21.0,,,-20.2,-20.4,,-21.0,,,,,False,,,True,True,,False
20203,2,0.0,,,,,0.0,,,0.0,3.4,,0.0,-2.0,,,,,-2.0,,,-2.0,1.4,,-2.0,,,,,False,,,True,True,,False
20205,51,21.0,,,,,21.0,0.7,,4.5,,,15.0,-30.0,,,,,-30.0,-50.3,,-46.5,,,-36.0,,,,,False,False,,False,,,False
20207,12,7.0,,,,,3.0,0.5,,4.7,2.2,,49.0,-5.0,,,,,-9.0,-11.5,,-7.3,-9.8,,37.0,,,,,False,False,,False,False,,False
20209,1943,3255.0,3216.6,,,,2263.0,1418.2,180.4,234.9,1558.0,,1012.0,1312.0,1273.6,,,,320.0,-524.8,-1762.6,-1708.1,-385.0,,-931.0,True,,,,True,True,False,False,True,,True
21001,109,147.0,,,,,80.0,50.5,34.4,8.6,80.8,,43.0,38.0,,,,,-29.0,-58.5,-74.6,-100.4,-28.2,,-66.0,,,,,True,False,False,False,True,,False
21003,158,56.0,,,,,133.0,4.5,24.0,43.7,43.3,,37.0,-102.0,,,,,-25.0,-153.5,-134.0,-114.3,-114.7,,-121.0,,,,,True,False,False,False,False,,False
21005,90,49.0,,,,,41.0,14.9,,20.4,81.2,,51.0,-41.0,,,,,-49.0,-75.1,,-69.6,-8.8,,-39.0,,,,,False,False,,False,True,,True
21007,21,7.0,,,,,56.0,3.3,,33.7,16.0,,20.0,-14.0,,,,,35.0,-17.7,,12.7,-5.0,,-1.0,,,,,False,False,,True,True,,True
21009,387,469.0,,,,,242.0,228.1,115.7,136.1,498.0,,289.0,82.0,,,,,-145.0,-158.9,-271.3,-250.9,111.0,,-98.0,,,,,False,False,False,False,False,,False
21011,51,28.0,,,,,35.0,4.8,,16.0,68.3,,25.0,-23.0,,,,,-16.0,-46.2,,-35.0,17.3,,-26.0,,,,,True,False,,False,True,,False
21013,190,182.0,,,,,260.0,103.8,15.7,17.4,412.4,,128.0,-8.0,,,,,70.0,-86.2,-174.3,-172.6,222.4,,-62.0,,,,,False,False,False,False,False,,False
21015,511,364.0,293.8,,,,703.0,53.6,177.7,32.2,152.6,,358.0,-147.0,-217.2,,,,192.0,-457.4,-333.3,-478.8,-358.4,,-153.0,False,,,,False,False,False,False,False,,False
21017,116,133.0,,,,,74.0,42.7,,17.7,198.1,,133.0,17.0,,,,,-42.0,-73.3,,-98.3,82.1,,17.0,,,,,False,False,,False,False,,False
21019,300,77.0,,,,,331.0,10.3,60.3,20.3,64.2,,95.0,-223.0,,,,,31.0,-289.7,-239.7,-279.7,-235.8,,-205.0,,,,,True,False,False,False,False,,True
21021,132,91.0,,,,,134.0,14.2,40.0,22.7,30.4,,96.0,-41.0,,,,,2.0,-117.8,-92.0,-109.3,-101.6,,-36.0,,,,,True,False,False,False,False,,True
21023,7,28.0,,,,,14.0,4.8,,20.1,28.5,,32.0,21.0,,,,,7.0,-2.2,,13.1,21.5,,25.0,,,,,True,True,,True,False,,False
21025,62,35.0,,,,,64.0,4.6,,2.6,27.8,,34.0,-27.0,,,,,2.0,-57.4,,-59.4,-34.2,,-28.0,,,,,True,False,,False,False,,False
21027,60,119.0,,,,,33.0,11.1,,24.7,210.9,,265.0,59.0,,,,,-27.0,-48.9,,-35.3,150.9,,205.0,,,,,True,True,,True,False,,False
21029,506,539.0,474.9,,,,287.0,426.2,248.3,65.3,674.6,,706.0,33.0,-31.1,,,,-219.0,-79.8,-257.7,-440.7,168.6,,200.0,True,,,,False,False,False,False,False,,False
21031,49,63.0,,,,,57.0,4.1,13.2,60.9,58.1,,10.0,14.0,,,,,8.0,-44.9,-35.8,11.9,9.1,,-39.0,,,,,True,False,False,True,True,,False
21033,116,21.0,,,,,68.0,6.2,,15.7,8.2,,19.0,-95.0,,,,,-48.0,-109.8,,-100.3,-107.8,,-97.0,,,,,True,False,,False,False,,False
21035,362,413.0,,,,,231.0,99.2,64.3,85.9,518.3,,514.0,51.0,,,,,-131.0,-262.8,-297.7,-276.1,156.3,,152.0,,,,,False,False,False,False,False,,False
21037,305,315.0,664.2,,,,664.0,115.6,153.5,34.0,261.3,,307.0,10.0,359.2,,,,359.0,-189.4,-151.5,-271.0,-43.7,,2.0,False,,,,False,False,False,False,False,,True
21039,34,56.0,,,,,44.0,5.5,,44.2,,,68.0,22.0,,,,,10.0,-28.5,,10.2,,,34.0,,,,,True,False,,True,,,False
21041,37,84.0,,,,,51.0,36.0,0.0,39.4,99.1,,50.0,47.0,,,,,14.0,-1.0,-37.0,2.4,62.1,,13.0,,,,,True,True,True,True,False,,True
21043,115,28.0,,,,,96.0,0.2,55.3,2.9,141.8,,26.0,-87.0,,,,,-19.0,-114.8,-59.7,-112.1,26.8,,-89.0,,,,,True,False,True,False,True,,False
21045,71,266.0,,,,,49.0,57.2,140.4,81.8,230.7,,136.0,195.0,,,,,-22.0,-13.8,69.4,10.8,159.7,,65.0,,,,,True,True,True,True,True,,True
21047,876,224.0,811.9,,,,515.0,20.8,91.6,26.4,183.5,,186.0,-652.0,-64.1,,,,-361.0,-855.2,-784.4,-849.6,-692.5,,-690.0,True,,,,True,False,False,False,False,,False
21049,173,140.0,,,,,144.0,32.7,27.8,0.0,109.3,,97.0,-33.0,,,,,-29.0,-140.3,-145.2,-173.0,-63.7,,-76.0,,,,,True,False,False,False,False,,False
21051,159,245.0,,,,,143.0,238.5,10.7,26.0,322.3,,118.0,86.0,,,,,-16.0,79.5,-148.3,-133.0,163.3,,-41.0,,,,,True,True,False,False,False,,True
21053,99,91.0,,,,,53.0,4.1,,0.0,,,119.0,-8.0,,,,,-46.0,-94.9,,-99.0,,,20.0,,,,,False,False,,False,,,False
21055,89,28.0,,,,,56.0,4.5,,15.0,29.5,,31.0,-61.0,,,,,-33.0,-84.5,,-74.0,-59.5,,-58.0,,,,,True,False,,False,True,,True
21057,44,119.0,,,,,27.0,11.1,,0.0,,,96.0,75.0,,,,,-17.0,-32.9,,-44.0,,,52.0,,,,,True,True,,True,,,True
21059,682,413.0,272.2,,,,547.0,295.6,198.0,46.4,198.9,,339.0,-269.0,-409.8,,,,-135.0,-386.4,-484.0,-635.6,-483.1,,-343.0,False,,,,True,False,False,False,False,,False
21061,26,98.0,,,,,28.0,4.4,23.0,24.6,67.6,,51.0,72.0,,,,,2.0,-21.6,-3.0,-1.4,41.6,,25.0,,,,,True,True,True,True,True,,True
21063,29,28.0,,,,,29.0,1.2,,0.0,,,104.0,-1.0,,,,,0.0,-27.8,,-29.0,,,75.0,,,,,True,False,,False,,,False
21065,164,42.0,,,,,54.0,7.7,,4.3,,,122.0,-122.0,,,,,-110.0,-156.3,,-159.7,,,-42.0,,,,,True,False,,False,,,True
21067,3620,2198.0,5220.2,,,,2073.0,1224.7,725.5,201.1,1707.9,,1855.0,-1422.0,1600.2,,,,-1547.0,-2395.3,-2894.5,-3418.9,-1912.1,,-1765.0,False,,,,False,False,False,False,False,,False
21069,24,42.0,,,,,44.0,35.9,,23.0,48.2,,33.0,18.0,,,,,20.0,11.9,,-1.0,24.2,,9.0,,,,,False,True,,True,False,,True
21071,92,175.0,,,,,177.0,74.6,46.9,83.4,290.3,,195.0,83.0,,,,,85.0,-17.4,-45.1,-8.6,198.3,,103.0,,,,,False,True,True,True,False,,False
21073,364,371.0,600.4,,,,220.0,39.8,118.0,60.0,289.9,,397.0,7.0,236.4,,,,-144.0,-324.2,-246.0,-304.0,-74.1,,33.0,False,,,,False,False,False,False,False,,False
21075,76,133.0,,,,,109.0,22.1,,37.2,176.3,,90.0,57.0,,,,,33.0,-53.9,,-38.8,100.3,,14.0,,,,,True,True,,True,False,,True
21077,21,21.0,,,,,22.0,13.7,,14.1,55.6,,6.0,0.0,,,,,1.0,-7.3,,-6.9,34.6,,-15.0,,,,,False,False,,False,False,,False
21079,92,112.0,,,,,46.0,64.4,,55.6,96.6,,101.0,20.0,,,,,-46.0,-27.6,,-36.4,4.6,,9.0,,,,,False,False,,False,True,,True
21081,59,84.0,,,,,73.0,2.0,60.0,8.9,103.0,,116.0,25.0,,,,,14.0,-57.0,1.0,-50.1,44.0,,57.0,,,,,True,False,True,False,False,,False
21083,189,154.0,,,,,360.0,10.0,193.0,38.0,83.5,,138.0,-35.0,,,,,171.0,-179.0,4.0,-151.0,-105.5,,-51.0,,,,,False,False,True,False,False,,False
21085,194,154.0,,,,,104.0,18.5,73.5,23.6,151.7,,90.0,-40.0,,,,,-90.0,-175.5,-120.5,-170.4,-42.3,,-104.0,,,,,False,False,False,False,False,,False
21087,222,182.0,,,,,22.0,9.6,,28.9,,,215.0,-40.0,,,,,-200.0,-212.4,,-193.1,,,-7.0,,,,,False,False,,False,,,True
21089,315,203.0,,,,,157.0,90.9,269.3,50.3,274.7,,298.0,-112.0,,,,,-158.0,-224.1,-45.7,-264.7,-40.3,,-17.0,,,,,False,False,True,False,True,,True
21091,42,14.0,,,,,18.0,13.2,,1.5,22.5,,15.0,-28.0,,,,,-24.0,-28.8,,-40.5,-19.5,,-27.0,,,,,True,False,,False,True,,True
21093,662,980.0,730.2,,,,406.0,201.3,356.2,62.2,685.8,,996.0,318.0,68.2,,,,-256.0,-460.7,-305.8,-599.8,23.8,,334.0,True,,,,True,False,True,False,True,,False
21095,232,154.0,,,,,197.0,161.0,60.1,203.8,356.1,,124.0,-78.0,,,,,-35.0,-71.0,-171.9,-28.2,124.1,,-108.0,,,,,True,True,False,True,False,,False
21097,66,14.0,,,,,80.0,0.5,25.9,20.5,84.9,,19.0,-52.0,,,,,14.0,-65.5,-40.1,-45.5,18.9,,-47.0,,,,,True,False,True,True,True,,True
21099,77,91.0,,,,,46.0,4.8,102.8,16.9,101.2,,136.0,14.0,,,,,-31.0,-72.2,25.8,-60.1,24.2,,59.0,,,,,False,False,False,False,False,,False
21101,540,196.0,,,,,250.0,88.5,72.9,12.8,154.8,,154.0,-344.0,,,,,-290.0,-451.5,-467.1,-527.2,-385.2,,-386.0,,,,,True,False,False,False,False,,False
21103,72,147.0,,,,,37.0,18.5,109.3,29.4,101.3,,179.0,75.0,,,,,-35.0,-53.5,37.3,-42.6,29.3,,107.0,,,,,True,True,True,True,True,,False
21105,25,112.0,,,,,34.0,14.6,,0.0,,,72.0,87.0,,,,,9.0,-10.4,,-25.0,,,47.0,,,,,True,True,,True,,,True
21107,237,126.0,,,,,267.0,27.2,54.9,29.5,147.3,,78.0,-111.0,,,,,30.0,-209.8,-182.1,-207.5,-89.7,,-159.0,,,,,True,False,False,False,True,,False
21109,230,35.0,,,,,64.0,4.5,14.8,44.9,69.6,,18.0,-195.0,,,,,-166.0,-225.5,-215.2,-185.1,-160.4,,-212.0,,,,,True,False,False,True,True,,False
21111,7202,9562.0,4105.2,,,,6190.0,4639.1,1785.3,5745.6,14545.9,,6477.0,2360.0,-3096.8,,,,-1012.0,-2562.9,-5416.7,-1456.4,7343.9,,-725.0,False,,,,True,False,False,True,False,,True
21113,280,224.0,707.0,,,,220.0,64.0,185.3,46.7,81.7,,270.0,-56.0,427.0,,,,-60.0,-216.0,-94.7,-233.3,-198.3,,-10.0,False,,,,False,False,False,False,False,,True
21115,81,231.0,,,,,91.0,28.2,,21.1,,,465.0,150.0,,,,,10.0,-52.8,,-59.9,,,384.0,,,,,True,True,,True,,,False
21117,611,735.0,945.7,,,,1283.0,171.5,300.3,111.0,442.7,,532.0,124.0,334.7,,,,672.0,-439.5,-310.7,-500.0,-168.3,,-79.0,False,,,,False,False,False,False,False,,True
21119,158,147.0,,,,,52.0,31.0,,15.7,207.9,,226.0,-11.0,,,,,-106.0,-127.0,,-142.3,49.9,,68.0,,,,,False,False,,False,False,,False
21121,267,252.0,,,,,267.0,147.6,200.8,31.3,205.6,,182.0,-15.0,,,,,0.0,-119.4,-66.2,-235.7,-61.4,,-85.0,,,,,True,False,False,False,False,,False
21123,78,77.0,,,,,25.0,12.0,,22.9,70.8,,68.0,-1.0,,,,,-53.0,-66.0,,-55.1,-7.2,,-10.0,,,,,False,False,,False,False,,False
21125,538,336.0,1031.5,,,,417.0,68.0,182.3,25.9,828.7,,329.0,-202.0,493.5,,,,-121.0,-470.0,-355.7,-512.1,290.7,,-209.0,False,,,,True,False,False,False,False,,False
21127,27,14.0,,,,,51.0,4.1,,1.6,14.8,,12.0,-13.0,,,,,24.0,-22.9,,-25.4,-12.2,,-15.0,,,,,False,False,,False,True,,False
21129,20,0.0,,,,,32.0,0.3,,1.0,1.0,,3.0,-20.0,,,,,12.0,-19.7,,-19.0,-19.0,,-17.0,,,,,True,True,,True,True,,True
21131,56,28.0,,,,,44.0,5.8,,6.3,16.8,,36.0,-28.0,,,,,-12.0,-50.2,,-49.7,-39.2,,-20.0,,,,,True,False,,False,False,,True
21133,127,35.0,,,,,101.0,34.9,,5.9,76.7,,56.0,-92.0,,,,,-26.0,-92.1,,-121.1,-50.3,,-71.0,,,,,True,False,,False,True,,True
21135,151,308.0,,,,,28.0,22.1,,89.2,202.0,,451.0,157.0,,,,,-123.0,-128.9,,-61.8,51.0,,300.0,,,,,True,True,,True,True,,False
21137,106,119.0,,,,,89.0,3.8,81.8,7.1,91.1,,84.0,13.0,,,,,-17.0,-102.2,-24.2,-98.9,-14.9,,-22.0,,,,,False,False,False,False,False,,False
21139,58,21.0,,,,,56.0,3.7,,0.0,7.3,,9.0,-37.0,,,,,-2.0,-54.3,,-58.0,-50.7,,-49.0,,,,,True,False,,False,False,,False
21141,252,189.0,,,,,160.0,27.9,46.3,108.2,84.1,,100.0,-63.0,,,,,-92.0,-224.1,-205.7,-143.8,-167.9,,-152.0,,,,,False,False,False,False,False,,False
21143,51,0.0,,,,,43.0,2.7,,1.0,13.9,,2.0,-51.0,,,,,-8.0,-48.3,,-50.0,-37.1,,-49.0,,,,,True,True,,True,True,,True
21145,378,245.0,466.2,,,,607.0,53.0,136.2,42.6,599.0,,232.0,-133.0,88.2,,,,229.0,-325.0,-241.8,-335.4,221.0,,-146.0,True,,,,False,False,False,False,False,,False
21147,146,98.0,,,,,84.0,5.3,,19.3,106.1,,107.0,-48.0,,,,,-62.0,-140.7,,-126.7,-39.9,,-39.0,,,,,False,False,,False,True,,True
21149,48,14.0,,,,,23.0,4.2,,4.0,4.9,,12.0,-34.0,,,,,-25.0,-43.8,,-44.0,-43.1,,-36.0,,,,,True,False,,False,False,,False
21151,1261,966.0,997.2,,,,416.0,189.7,254.5,74.9,1333.6,,1323.0,-295.0,-263.8,,,,-845.0,-1071.3,-1006.5,-1186.1,72.6,,62.0,True,,,,False,False,False,False,True,,True
