,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
51043,19,20.0,7.0,,,,13.0,28.8,,8.2,,,16.3,13.3,,35.0,1.0,-12.0,,,,-6.0,9.8,,-10.8,,,-2.7,-5.7,,16.0,False,,,,False,False,,False,,,False,False,,False
51045,11,0.0,0.0,,,,0.0,8.9,,0.4,,,0.0,4.3,,2.0,-11.0,-11.0,,,,-11.0,-2.1,,-10.6,,,-11.0,-6.7,,-9.0,False,,,,False,True,,True,,,False,True,,True
51047,111,230.0,262.0,,,,118.0,197.2,,32.6,45.3,,129.7,224.2,,238.0,119.0,151.0,,,,7.0,86.2,,-78.4,-65.7,,18.7,113.2,,127.0,False,,,,True,True,,True,True,,True,True,,False
51049,10,25.0,38.0,,,,9.0,47.6,,5.0,,,20.0,13.3,,22.0,15.0,28.0,,,,-1.0,37.6,,-5.0,,,10.0,3.3,,12.0,False,,,,True,False,,True,,,True,True,,True
51051,38,45.0,13.0,,,,34.0,74.2,,,,,5.5,,,64.0,7.0,-25.0,,,,-4.0,36.2,,,,,-32.5,,,26.0,False,,,,True,False,,,,,False,,,False
51053,130,115.0,150.0,,,,78.0,160.1,,27.6,68.3,,51.0,94.9,,143.0,-15.0,20.0,,,,-52.0,30.1,,-102.4,-61.7,,-79.0,-35.1,,13.0,False,,,,False,False,,False,False,,False,False,,True
51057,61,45.0,35.0,,,,18.0,51.5,,7.0,13.5,,28.0,120.1,,141.0,-16.0,-26.0,,,,-43.0,-9.5,,-54.0,-47.5,,-33.0,59.1,,80.0,False,,,,False,True,,False,False,,False,False,,False
51059,2984,3305.0,3797.0,,,,2457.0,3826.5,,1419.9,2162.5,,381.8,2457.7,,3284.0,321.0,813.0,,,,-527.0,842.5,,-1564.1,-821.5,,-2602.2,-526.3,,300.0,False,,,,False,False,,False,False,,False,False,,True
51061,207,350.0,920.0,,,,147.0,219.7,,48.6,164.4,,103.3,182.9,,481.0,143.0,713.0,,,,-60.0,12.7,,-158.4,-42.6,,-103.7,-24.1,,274.0,False,,,,True,True,,False,True,,True,True,,False
51063,66,135.0,45.0,,,,35.0,129.2,,133.8,18.2,,31.3,155.6,,177.0,69.0,-21.0,,,,-31.0,63.2,,67.8,-47.8,,-34.7,89.6,,111.0,True,,,,True,True,,True,True,,True,False,,False
51065,160,75.0,116.0,,,,31.0,88.2,,12.7,40.6,,35.7,46.8,,121.0,-85.0,-44.0,,,,-129.0,-71.8,,-147.3,-119.4,,-124.3,-113.2,,-39.0,True,,,,False,True,,False,False,,False,False,,True
51067,296,0.0,0.0,,,,131.0,148.2,,0.1,66.4,,15.4,14.2,,0.0,-296.0,-296.0,,,,-165.0,-147.8,,-295.9,-229.6,,-280.6,-281.8,,-296.0,False,,,,True,True,,True,True,,True,True,,False
51069,169,160.0,411.0,,,,133.0,152.5,,10.6,69.5,,84.2,94.5,,142.0,-9.0,242.0,,,,-36.0,-16.5,,-158.4,-99.5,,-84.8,-74.5,,-27.0,False,,,,False,False,,False,False,,False,False,,False
51071,53,30.0,41.0,,,,22.0,48.0,,2.2,,,29.9,17.2,,51.0,-23.0,-12.0,,,,-31.0,-5.0,,-50.8,,,-23.1,-35.8,,-2.0,True,,,,False,True,,False,,,False,False,,True
51073,55,70.0,134.0,,,,70.0,149.5,,23.9,77.3,,3.0,38.3,,97.0,15.0,79.0,,,,15.0,94.5,,-31.1,22.3,,-52.0,-16.7,,42.0,False,,,,False,False,,False,False,,False,False,,False
51075,60,195.0,544.0,,,,58.0,101.4,,98.3,75.9,,35.2,122.6,,338.0,135.0,484.0,,,,-2.0,41.4,,38.3,15.9,,-24.8,62.6,,278.0,False,,,,True,True,,True,True,,True,True,,False
51077,133,100.0,67.0,,,,60.0,85.8,,46.6,72.2,,13.1,82.6,,180.0,-33.0,-66.0,,,,-73.0,-47.2,,-86.4,-60.8,,-119.9,-50.4,,47.0,False,,,,False,False,,False,False,,False,False,,False
51079,31,50.0,35.0,,,,21.0,76.8,,6.2,35.0,,29.6,52.5,,26.0,19.0,4.0,,,,-10.0,45.8,,-24.8,4.0,,-1.4,21.5,,-5.0,True,,,,True,False,,False,True,,True,False,,True
51081,99,435.0,0.0,,,,104.0,138.3,,49.0,1.9,,2.5,279.7,,0.0,336.0,-99.0,,,,5.0,39.3,,-50.0,-97.1,,-96.5,180.7,,-99.0,True,,,,True,True,,True,True,,True,True,,True
51083,168,100.0,126.0,,,,208.0,195.5,,22.2,88.9,,7.6,71.6,,157.0,-68.0,-42.0,,,,40.0,27.5,,-145.8,-79.1,,-160.4,-96.4,,-11.0,True,,,,True,True,,False,False,,False,False,,True
51085,568,215.0,147.0,,,,231.0,304.8,,164.7,157.3,,151.5,316.2,,169.0,-353.0,-421.0,,,,-337.0,-263.2,,-403.3,-410.7,,-416.5,-251.8,,-399.0,False,,,,True,True,,False,False,,False,True,,False
51087,997,1295.0,2118.0,,,,1226.0,1463.1,,530.1,680.8,,1017.5,1240.5,,1346.0,298.0,1121.0,,,,229.0,466.1,,-466.9,-316.2,,20.5,243.5,,349.0,False,,,,True,False,,False,False,,True,True,,False
51089,259,470.0,499.0,,,,234.0,377.0,,201.0,165.6,,489.2,466.1,,418.0,211.0,240.0,,,,-25.0,118.0,,-58.0,-93.4,,230.2,207.1,,159.0,False,,,,True,True,,True,True,,False,True,,True
51091,2,0.0,0.0,,,,0.0,1.6,,0.1,,,0.0,0.7,,0.0,-2.0,-2.0,,,,-2.0,-0.4,,-1.9,,,-2.0,-1.3,,-2.0,False,,,,False,True,,True,,,False,True,,False
51093,230,325.0,477.0,,,,101.0,271.5,,150.6,149.2,,844.0,203.3,,348.0,95.0,247.0,,,,-129.0,41.5,,-79.4,-80.8,,614.0,-26.7,,118.0,False,,,,False,True,,True,True,,False,True,,False
51095,131,200.0,230.0,,,,183.0,226.0,,34.5,156.5,,66.0,71.3,,414.0,69.0,99.0,,,,52.0,95.0,,-96.5,25.5,,-65.0,-59.7,,283.0,False,,,,True,False,,False,True,,True,True,,False
51097,28,15.0,0.0,,,,6.0,17.2,,1.3,,,9.1,22.1,,15.0,-13.0,-28.0,,,,-22.0,-10.8,,-26.7,,,-18.9,-5.9,,-13.0,False,,,,False,True,,False,,,False,True,,False
51099,35,85.0,111.0,,,,40.0,130.7,,10.8,35.9,,16.4,113.7,,68.0,50.0,76.0,,,,5.0,95.7,,-24.2,0.9,,-18.6,78.7,,33.0,False,,,,True,False,,True,True,,True,False,,True
51101,49,35.0,25.0,,,,23.0,64.4,,3.0,87.4,,21.3,29.9,,35.0,-14.0,-24.0,,,,-26.0,15.4,,-46.0,38.4,,-27.7,-19.1,,-14.0,False,,,,False,False,,False,False,,False,False,,False
51103,92,60.0,98.0,,,,9.0,54.8,,3.2,,,47.9,49.5,,75.0,-32.0,6.0,,,,-83.0,-37.2,,-88.8,,,-44.1,-42.5,,-17.0,True,,,,False,False,,False,,,False,False,,True
51105,106,165.0,206.0,,,,98.0,146.4,,45.1,55.6,,115.5,129.6,,289.0,59.0,100.0,,,,-8.0,40.4,,-60.9,-50.4,,9.5,23.6,,183.0,False,,,,True,True,,False,True,,True,True,,False
51107,1032,1200.0,1959.0,,,,791.0,656.7,,434.4,652.3,,0.0,929.4,,1325.0,168.0,927.0,,,,-241.0,-375.3,,-597.6,-379.7,,-1032.0,-102.6,,293.0,False,,,,False,False,,False,False,,False,True,,False
51109,55,90.0,108.0,,,,59.0,146.4,,14.0,94.5,,57.9,89.2,,64.0,35.0,53.0,,,,4.0,91.4,,-41.0,39.5,,2.9,34.2,,9.0,False,,,,True,False,,False,False,,True,True,,True
51111,27,60.0,108.0,,,,26.0,69.7,,9.2,,,14.6,45.4,,55.0,33.0,81.0,,,,-1.0,42.7,,-17.8,,,-12.4,18.4,,28.0,False,,,,True,False,,True,,,True,True,,True
51113,25,25.0,53.0,,,,9.0,47.3,,4.8,,,26.7,20.9,,13.0,0.0,28.0,,,,-16.0,22.3,,-20.2,,,1.7,-4.1,,-12.0,False,,,,False,False,,False,,,False,False,,False
51115,62,0.0,0.0,,,,3.0,6.0,,0.5,,,0.9,,,0.0,-62.0,-62.0,,,,-59.0,-56.0,,-61.5,,,-61.1,,,-62.0,False,,,,True,True,,True,,,True,,,False
51117,269,140.0,103.0,,,,188.0,150.7,,32.0,76.8,,76.5,227.8,,126.0,-129.0,-166.0,,,,-81.0,-118.3,,-237.0,-192.2,,-192.5,-41.2,,-143.0,False,,,,True,True,,False,False,,False,True,,False
51119,68,5.0,1.0,,,,8.0,28.9,,2.0,,,1.2,13.8,,1.0,-63.0,-67.0,,,,-60.0,-39.1,,-66.0,,,-66.8,-54.2,,-67.0,False,,,,True,True,,False,,,False,True,,False
51121,1643,435.0,1831.0,,,,570.0,533.6,,377.8,197.6,,563.2,259.0,,868.0,-1208.0,188.0,,,,-1073.0,-1109.4,,-1265.2,-1445.4,,-1079.8,-1384.0,,-775.0,True,,,,True,True,,False,False,,True,False,,True
51125,26,15.0,7.0,,,,11.0,62.6,,4.3,,,2.7,25.4,,5.0,-11.0,-19.0,,,,-15.0,36.6,,-21.7,,,-23.3,-0.6,,-21.0,False,,,,False,False,,False,,,False,True,,False
51127,56,55.0,52.0,,,,50.0,53.2,,10.5,43.0,,19.5,57.0,,113.0,-1.0,-4.0,,,,-6.0,-2.8,,-45.5,-13.0,,-36.5,1.0,,57.0,False,,,,False,False,,False,False,,False,False,,False
51131,4,5.0,0.0,,,,23.0,21.2,,0.0,3.7,,2.2,8.5,,1.0,1.0,-4.0,,,,19.0,17.2,,-4.0,-0.3,,-1.8,4.5,,-3.0,False,,,,False,False,,False,True,,False,False,,False
51133,92,25.0,10.0,,,,10.0,42.1,,5.3,,,11.9,54.8,,62.0,-67.0,-82.0,,,,-82.0,-49.9,,-86.7,,,-80.1,-37.2,,-30.0,False,,,,False,True,,False,,,False,True,,True
51135,73,70.0,33.0,,,,68.0,39.5,,13.2,0.0,,6.9,47.4,,215.0,-3.0,-40.0,,,,-5.0,-33.5,,-59.8,-73.0,,-66.1,-25.6,,142.0,False,,,,False,False,,False,False,,False,False,,False
51137,81,80.0,68.0,,,,45.0,98.2,,26.7,56.4,,16.5,73.9,,100.0,-1.0,-13.0,,,,-36.0,17.2,,-54.3,-24.6,,-64.5,-7.1,,19.0,False,,,,False,False,,False,False,,False,False,,False
51139,47,15.0,0.0,,,,40.0,31.4,,0.2,17.5,,0.2,13.4,,4.0,-32.0,-47.0,,,,-7.0,-15.6,,-46.8,-29.5,,-46.8,-33.6,,-43.0,False,,,,True,True,,False,True,,False,False,,False
51141,60,140.0,103.0,,,,45.0,198.7,,51.3,111.1,,321.4,230.6,,113.0,80.0,43.0,,,,-15.0,138.7,,-8.7,51.1,,261.4,170.6,,53.0,True,,,,True,False,,True,True,,False,False,,True
51143,340,490.0,505.0,,,,252.0,502.4,,619.4,356.5,,228.7,574.3,,489.0,150.0,165.0,,,,-88.0,162.4,,279.4,16.5,,-111.3,234.3,,149.0,False,,,,True,False,,False,True,,True,False,,True
51145,49,45.0,30.0,,,,51.0,124.0,,13.4,87.4,,31.0,12.7,,33.0,-4.0,-19.0,,,,2.0,75.0,,-35.6,38.4,,-18.0,-36.3,,-16.0,False,,,,True,False,,False,False,,False,False,,False
51147,118,110.0,37.0,,,,129.0,118.8,,29.5,0.0,,170.4,116.3,,261.0,-8.0,-81.0,,,,11.0,0.8,,-88.5,-118.0,,52.4,-1.7,,143.0,False,,,,False,True,,False,False,,False,True,,False
51149,343,170.0,75.0,,,,139.0,197.6,,74.0,143.5,,64.7,81.6,,128.0,-173.0,-268.0,,,,-204.0,-145.4,,-269.0,-199.5,,-278.3,-261.4,,-215.0,False,,,,False,True,,False,False,,False,False,,False
51153,1945,2220.0,2162.0,,,,1164.0,1612.8,,796.5,1119.0,,822.8,2124.4,,1937.0,275.0,217.0,,,,-781.0,-332.2,,-1148.5,-826.0,,-1122.2,179.4,,-8.0,True,,,,False,False,,False,False,,False,True,,True
51155,113,130.0,522.0,,,,76.0,125.6,,52.4,79.0,,164.4,139.2,,197.0,17.0,409.0,,,,-37.0,12.6,,-60.6,-34.0,,51.4,26.2,,84.0,False,,,,False,True,,False,False,,False,False,,False
51157,13,25.0,22.0,,,,2.0,22.9,,1.3,,,13.1,30.3,,27.0,12.0,9.0,,,,-11.0,9.9,,-11.7,,,0.1,17.3,,14.0,True,,,,True,True,,True,,,True,False,,False
51159,53,25.0,0.0,,,,34.0,20.3,,4.3,0.3,,15.4,23.1,,6.0,-28.0,-53.0,,,,-19.0,-32.7,,-48.7,-52.7,,-37.6,-29.9,,-47.0,False,,,,True,False,,False,False,,False,False,,False
51161,363,190.0,480.0,,,,265.0,377.3,,79.1,164.7,,63.1,168.9,,234.0,-173.0,117.0,,,,-98.0,14.3,,-283.9,-198.3,,-299.9,-194.1,,-129.0,True,,,,True,True,,False,False,,False,False,,True
51163,41,25.0,34.0,,,,18.0,50.1,,7.5,,,4.0,39.1,,33.0,-16.0,-7.0,,,,-23.0,9.1,,-33.5,,,-37.0,-1.9,,-8.0,True,,,,False,True,,False,,,False,True,,True
51165,474,235.0,323.0,,,,248.0,193.8,,77.8,98.5,,86.8,186.5,,448.0,-239.0,-151.0,,,,-226.0,-280.2,,-396.2,-375.5,,-387.2,-287.5,,-26.0,True,,,,True,False,,False,False,,False,False,,True
51167,107,60.0,7.0,,,,95.0,170.3,,13.9,83.5,,41.5,132.6,,19.0,-47.0,-100.0,,,,-12.0,63.3,,-93.1,-23.5,,-65.5,25.6,,-88.0,False,,,,True,False,,False,True,,False,True,,False
51169,49,70.0,36.0,,,,65.0,119.3,,7.3,64.4,,14.3,97.0,,25.0,21.0,-13.0,,,,16.0,70.3,,-41.7,15.4,,-34.7,48.0,,-24.0,True,,,,True,False,,False,True,,False,False,,False
51171,55,45.0,99.0,,,,71.0,59.6,,4.3,38.1,,14.9,60.2,,44.0,-10.0,44.0,,,,16.0,4.6,,-50.7,-16.9,,-40.1,5.2,,-11.0,False,,,,False,True,,False,False,,False,True,,False
51173,269,235.0,430.0,,,,124.0,241.9,,233.6,72.4,,106.1,340.3,,206.0,-34.0,161.0,,,,-145.0,-27.1,,-35.4,-196.6,,-162.9,71.3,,-63.0,False,,,,False,True,,False,False,,False,False,,False
51175,438,80.0,0.0,,,,69.0,116.3,,19.4,72.8,,106.6,75.3,,63.0,-358.0,-438.0,,,,-369.0,-321.7,,-418.6,-365.2,,-331.4,-362.7,,-375.0,False,,,,False,True,,False,False,,True,False,,False
51177,396,450.0,464.0,,,,287.0,487.9,,123.3,337.7,,329.7,463.1,,409.0,54.0,68.0,,,,-109.0,91.9,,-272.7,-58.3,,-66.3,67.1,,13.0,False,,,,False,False,,False,False,,False,False,,True
51179,377,510.0,465.0,,,,313.0,665.7,,258.7,309.9,,421.9,495.6,,389.0,133.0,88.0,,,,-64.0,288.7,,-118.3,-67.1,,44.9,118.6,,12.0,True,,,,True,False,,True,True,,True,True,,True
51181,60,40.0,35.0,,,,6.0,20.8,,5.5,,,34.6,33.8,,46.0,-20.0,-25.0,,,,-54.0,-39.2,,-54.5,,,-25.4,-26.2,,-14.0,False,,,,False,False,,False,,,False,False,,True
51183,236,65.0,28.0,,,,69.0,51.2,,10.3,3.1,,9.6,60.3,,87.0,-171.0,-208.0,,,,-167.0,-184.8,,-225.7,-232.9,,-226.4,-175.7,,-149.0,False,,,,True,False,,False,False,,False,False,,True
51185,153,95.0,141.0,,,,129.0,236.7,,17.5,146.6,,19.9,138.5,,219.0,-58.0,-12.0,,,,-24.0,83.7,,-135.5,-6.4,,-133.1,-14.5,,66.0,True,,,,True,False,,False,True,,False,True,,False
51187,61,40.0,81.0,,,,68.0,38.2,,3.4,16.7,,46.4,20.7,,19.0,-21.0,20.0,,,,7.0,-22.8,,-57.6,-44.3,,-14.6,-40.3,,-42.0,True,,,,True,False,,False,False,,True,False,,False
51191,263,255.0,220.0,,,,232.0,453.9,,100.6,253.6,,123.5,189.8,,261.0,-8.0,-43.0,,,,-31.0,190.9,,-162.4,-9.4,,-139.5,-73.2,,-2.0,False,,,,False,False,,False,False,,False,False,,True
51193,54,20.0,0.0,,,,27.0,38.6,,0.8,17.5,,20.9,13.9,,14.0,-34.0,-54.0,,,,-27.0,-15.4,,-53.2,-36.5,,-33.1,-40.1,,-40.0,False,,,,True,True,,False,False,,True,False,,False
51195,117,210.0,94.0,,,,178.0,318.9,,30.2,116.4,,30.4,119.4,,92.0,93.0,-23.0,,,,61.0,201.9,,-86.8,-0.6,,-86.6,2.4,,-25.0,True,,,,True,False,,True,True,,True,True,,True
51197,104,85.0,99.0,,,,91.0,142.4,,57.5,65.2,,35.5,71.0,,164.0,-19.0,-5.0,,,,-13.0,38.4,,-46.5,-38.8,,-68.5,-33.0,,60.0,True,,,,True,False,,False,False,,False,False,,False
51199,110,140.0,98.0,,,,148.0,284.3,,28.5,277.0,,0.0,86.1,,177.0,30.0,-12.0,,,,38.0,174.3,,-81.5,167.0,,-110.0,-23.9,,67.0,True,,,,False,False,,False,False,,False,True,,False
51510,535,600.0,371.0,,,,607.0,631.8,,112.7,95.7,,328.4,690.4,,468.0,65.0,-164.0,,,,72.0,96.8,,-422.3,-439.3,,-206.6,155.4,,-67.0,False,,,,False,False,,False,False,,False,False,,False
51520,77,65.0,136.0,,,,79.0,146.6,,13.8,2.8,,9.3,62.8,,64.0,-12.0,59.0,,,,2.0,69.6,,-63.2,-74.2,,-67.7,-14.2,,-13.0,False,,,,True,False,,False,False,,False,False,,False
51530,17,10.0,0.0,,,,4.0,17.7,,3.8,,,0.7,16.6,,3.0,-7.0,-17.0,,,,-13.0,0.7,,-13.2,,,-16.3,-0.4,,-14.0,False,,,,False,True,,False,,,False,True,,False
51540,693,320.0,1619.0,,,,214.0,158.5,,497.6,51.6,,88.8,192.3,,590.0,-373.0,926.0,,,,-479.0,-534.5,,-195.4,-641.4,,-604.2,-500.7,,-103.0,False,,,,False,False,,True,False,,False,False,,True
51550,660,1370.0,1506.0,,,,742.0,1339.7,,1045.2,723.2,,438.8,991.0,,1232.0,710.0,846.0,,,,82.0,679.7,,385.2,63.2,,-221.2,331.0,,572.0,False,,,,True,True,,True,True,,True,True,,True
51570,51,20.0,35.0,,,,34.0,61.0,,2.2,45.5,,0.8,37.2,,7.0,-31.0,-16.0,,,,-17.0,10.0,,-48.8,-5.5,,-50.2,-13.8,,-44.0,True,,,,True,True,,False,True,,False,True,,False
51580,10,20.0,0.0,,,,2.0,13.5,,0.5,,,0.9,,,42.0,10.0,-10.0,,,,-8.0,3.5,,-9.5,,,-9.1,,,32.0,False,,,,True,True,,True,,,True,,,False
51590,345,300.0,243.0,,,,289.0,311.9,,175.2,98.1,,754.0,175.5,,187.0,-45.0,-102.0,,,,-56.0,-33.1,,-169.8,-246.9,,409.0,-169.5,,-158.0,False,,,,False,True,,False,False,,False,False,,False
51595,39,70.0,119.0,,,,33.0,31.2,,37.4,0.0,,113.8,40.2,,17.0,31.0,80.0,,,,-6.0,-7.8,,-1.6,-39.0,,74.8,1.2,,-22.0,False,,,,True,True,,True,False,,False,True,,True
51600,22,70.0,413.0,,,,28.0,99.5,,12.8,252.5,,54.5,39.0,,111.0,48.0,391.0,,,,6.0,77.5,,-9.2,230.5,,32.5,17.0,,89.0,False,,,,True,False,,True,False,,True,True,,False
51610,8,10.0,2.0,,,,17.0,10.9,,1.8,,,14.1,4.4,,7.0,2.0,-6.0,,,,9.0,2.9,,-6.2,,,6.1,-3.6,,-1.0,False,,,,False,False,,False,,,False,False,,True
51620,139,195.0,179.0,,,,42.0,81.3,,35.9,12.4,,216.2,159.0,,58.0,56.0,40.0,,,,-97.0,-57.7,,-103.1,-126.6,,77.2,20.0,,-81.0,True,,,,False,False,,False,False,,False,True,,False
51630,79,145.0,234.0,,,,134.0,107.2,,29.2,0.0,,36.3,160.4,,187.0,66.0,155.0,,,,55.0,28.2,,-49.8,-79.0,,-42.7,81.4,,108.0,False,,,,True,True,,True,False,,True,False,,False
51640,25,30.0,2.0,,,,81.0,18.5,,0.4,0.0,,1.7,20.5,,0.0,5.0,-23.0,,,,56.0,-6.5,,-24.6,-25.0,,-23.3,-4.5,,-25.0,False,,,,False,False,,False,False,,False,True,,False
51650,342,460.0,350.0,,,,404.0,715.0,,322.3,413.2,,265.3,276.2,,375.0,118.0,8.0,,,,62.0,373.0,,-19.7,71.2,,-76.7,-65.8,,33.0,True,,,,True,False,,True,True,,True,True,,True
51660,1448,580.0,3408.0,,,,311.0,182.5,,653.0,11.2,,1921.0,329.1,,656.0,-868.0,1960.0,,,,-1137.0,-1265.5,,-795.0,-1436.8,,473.0,-1118.9,,-792.0,False,,,,False,False,,True,False,,True,False,,True
51670,76,140.0,183.0,,,,77.0,88.2,,38.6,29.7,,82.2,97.4,,125.0,64.0,107.0,,,,1.0,12.2,,-37.4,-46.3,,6.2,21.4,,49.0,False,,,,True,True,,True,True,,True,True,,True
51678,77,5.0,0.0,,,,9.0,19.7,,3.0,,,5.8,9.2,,7.0,-72.0,-77.0,,,,-68.0,-57.3,,-74.0,,,-71.2,-67.8,,-70.0,False,,,,True,True,,False,,,True,True,,True
51680,540,720.0,1424.0,,,,621.0,815.1,,762.9,199.4,,397.9,922.9,,681.0,180.0,884.0,,,,81.0,275.1,,222.9,-340.6,,-142.1,382.9,,141.0,False,,,,True,False,,False,False,,True,False,,True
51683,149,215.0,179.0,,,,168.0,192.8,,32.4,2.9,,353.6,142.5,,77.0,66.0,30.0,,,,19.0,43.8,,-116.6,-146.1,,204.6,-6.5,,-72.0,True,,,,True,True,,False,False,,False,True,,False
51685,57,50.0,45.0,,,,52.0,50.8,,6.4,0.0,,38.8,25.1,,20.0,-7.0,-12.0,,,,-5.0,-6.2,,-50.6,-57.0,,-18.2,-31.9,,-37.0,False,,,,True,True,,False,False,,False,False,,False
51690,72,245.0,259.0,,,,88.0,149.1,,,2.8,,225.6,172.9,,108.0,173.0,187.0,,,,16.0,77.1,,,-69.2,,153.6,100.9,,36.0,False,,,,True,True,,,True,,True,True,,True
51700,533,810.0,1431.0,,,,707.0,896.4,,874.0,596.4,,132.8,531.3,,1002.0,277.0,898.0,,,,174.0,363.4,,341.0,63.4,,-400.2,-1.7,,469.0,False,,,,True,False,,False,True,,False,True,,False
51710,600,850.0,878.0,,,,1259.0,931.3,,461.9,653.6,,118.3,602.7,,634.0,250.0,278.0,,,,659.0,331.3,,-138.1,53.6,,-481.7,2.7,,34.0,False,,,,False,False,,True,True,,False,True,,True
51720,11,20.0,0.0,,,,29.0,6.0,,1.2,,,0.8,,,83.0,9.0,-11.0,,,,18.0,-5.0,,-9.8,,,-10.2,,,72.0,False,,,,False,True,,False,,,False,,,False
51730,143,225.0,460.0,,,,148.0,142.7,,75.2,0.2,,75.3,269.3,,131.0,82.0,317.0,,,,5.0,-0.3,,-67.8,-142.8,,-67.7,126.3,,-12.0,False,,,,True,True,,True,False,,True,False,,True
51735,16,55.0,156.0,,,,13.0,46.3,,8.5,,,19.0,66.4,,48.0,39.0,140.0,,,,-3.0,30.3,,-7.5,,,3.0,50.4,,32.0,False,,,,True,True,,True,,,True,False,,True
51740,416,565.0,616.0,,,,352.0,566.1,,230.9,361.2,,195.3,558.1,,431.0,149.0,200.0,,,,-64.0,150.1,,-185.1,-54.8,,-220.7,142.1,,15.0,False,,,,True,False,,False,True,,False,True,,True
51750,414,1135.0,1847.0,,,,112.0,118.3,,4002.8,0.4,,1700.1,608.9,,374.0,721.0,1433.0,,,,-302.0,-295.7,,3588.8,-413.6,,1286.1,194.9,,-40.0,False,,,,True,True,,False,True,,False,True,,True
51760,912,1415.0,2112.0,,,,1353.0,1008.8,,677.5,568.7,,633.7,1278.8,,1488.0,503.0,1200.0,,,,441.0,96.8,,-234.5,-343.3,,-278.3,366.8,,576.0,False,,,,True,True,,True,True,,True,True,,False
51770,703,325.0,1119.0,,,,612.0,334.5,,129.7,179.8,,43.4,271.4,,190.0,-378.0,416.0,,,,-91.0,-368.5,,-573.3,-523.2,,-659.6,-431.6,,-513.0,False,,,,True,True,,False,False,,False,False,,False
51775,80,115.0,244.0,,,,101.0,134.2,,42.0,4.7,,24.6,65.5,,108.0,35.0,164.0,,,,21.0,54.2,,-38.0,-75.3,,-55.4,-14.5,,28.0,False,,,,True,False,,False,False,,False,True,,True
51790,110,30.0,51.0,,,,35.0,62.6,,5.6,10.1,,8.8,18.4,,39.0,-80.0,-59.0,,,,-75.0,-47.4,,-104.4,-99.9,,-101.2,-91.6,,-71.0,True,,,,True,True,,False,False,,False,False,,True
51800,380,495.0,311.0,,,,358.0,521.1,,382.9,446.7,,270.0,596.0,,335.0,115.0,-69.0,,,,-22.0,141.1,,2.9,66.7,,-110.0,216.0,,-45.0,True,,,,True,False,,True,True,,True,False,,True
51810,1083,1400.0,1419.0,,,,975.0,1826.4,,1158.9,702.8,,636.4,1050.5,,1001.0,317.0,336.0,,,,-108.0,743.4,,75.9,-380.2,,-446.6,-32.5,,-82.0,False,,,,True,False,,True,False,,False,True,,True
51820,73,40.0,37.0,,,,56.0,75.7,,6.1,5.6,,29.7,22.7,,64.0,-33.0,-36.0,,,,-17.0,2.7,,-66.9,-67.4,,-43.3,-50.3,,-9.0,False,,,,True,True,,False,False,,False,False,,True
51830,39,60.0,121.0,,,,33.0,54.3,,8.1,0.0,,11.2,62.3,,60.0,21.0,82.0,,,,-6.0,15.3,,-30.9,-39.0,,-27.8,23.3,,21.0,False,,,,True,True,,False,False,,False,False,,False
51840,83,40.0,82.0,,,,90.0,30.8,,2.8,8.5,,7.4,20.7,,14.0,-43.0,-1.0,,,,7.0,-52.2,,-80.2,-74.5,,-75.6,-62.3,,-69.0,True,,,,True,False,,False,False,,False,False,,False
53001,255,420.0,556.0,,,,133.0,102.6,,143.2,135.1,,65.1,203.9,,183.0,165.0,301.0,,,,-122.0,-152.4,,-111.8,-119.9,,-189.9,-51.1,,-72.0,False,,,,True,True,,True,True,,False,True,,True
53003,75,30.0,64.0,,,,109.0,80.8,,0.1,,,14.6,70.6,,17.0,-45.0,-11.0,,,,34.0,5.8,,-74.9,,,-60.4,-4.4,,-58.0,True,,,,True,True,,False,,,False,True,,False
53005,512,815.0,1555.0,,,,783.0,312.7,,430.3,204.1,,192.9,647.6,,900.0,303.0,1043.0,,,,271.0,-199.3,,-81.7,-307.9,,-319.1,135.6,,388.0,False,,,,True,True,,True,False,,False,True,,False
