,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
48393,5,10.0,0.0,,,,0.0,0.2,,0.1,,,1.0,4.7,,27.0,5.0,-5.0,,,,-5.0,-4.8,,-4.9,,,-4.0,-0.3,,22.0,False,,,,False,True,,True,,,True,True,,False
48395,78,25.0,0.0,,,,123.0,37.5,,2.8,36.5,,0.7,55.6,,16.0,-53.0,-78.0,,,,45.0,-40.5,,-75.2,-41.5,,-77.3,-22.4,,-62.0,False,,,,True,True,,False,True,,False,True,,False
48397,370,250.0,42.0,,,,520.0,382.3,,116.1,444.7,,591.1,434.2,,74.0,-120.0,-328.0,,,,150.0,12.3,,-253.9,74.7,,221.1,64.2,,-296.0,False,,,,False,True,,False,True,,False,True,,False
48399,88,70.0,75.0,,,,24.0,107.6,,9.6,2.0,,34.3,57.4,,34.0,-18.0,-13.0,,,,-64.0,19.6,,-78.4,-86.0,,-53.7,-30.6,,-54.0,True,,,,False,False,,False,False,,False,False,,False
48401,268,1375.0,4665.0,,,,565.0,524.4,,616.7,278.3,,41.4,585.2,,1533.0,1107.0,4397.0,,,,297.0,256.4,,348.7,10.3,,-226.6,317.2,,1265.0,False,,,,True,True,,True,True,,True,True,,False
48403,10,0.0,0.0,,,,49.0,24.4,,2.5,,,15.7,26.9,,2.0,-10.0,-10.0,,,,39.0,14.4,,-7.5,,,5.7,16.9,,-8.0,False,,,,False,False,,True,,,True,False,,True
48405,19,15.0,16.0,,,,80.0,22.6,,0.8,21.9,,0.1,10.9,,4.0,-4.0,-3.0,,,,61.0,3.6,,-18.2,2.9,,-18.9,-8.1,,-15.0,True,,,,False,True,,False,True,,False,False,,False
48407,27,40.0,7.0,,,,222.0,80.4,,6.4,66.2,,15.3,59.5,,24.0,13.0,-20.0,,,,195.0,53.4,,-20.6,39.2,,-11.7,32.5,,-3.0,False,,,,False,False,,False,False,,True,False,,True
48409,244,445.0,218.0,,,,378.0,517.4,,183.8,215.2,,122.6,283.9,,141.0,201.0,-26.0,,,,134.0,273.4,,-60.2,-28.8,,-121.4,39.9,,-103.0,True,,,,True,False,,True,True,,True,True,,True
48411,31,25.0,0.0,,,,21.0,27.8,,2.1,,,20.6,32.1,,33.0,-6.0,-31.0,,,,-10.0,-3.2,,-28.9,,,-10.4,1.1,,2.0,False,,,,False,True,,False,,,False,True,,True
48413,15,10.0,0.0,,,,5.0,2.5,,,,,3.1,9.7,,56.0,-5.0,-15.0,,,,-10.0,-12.5,,,,,-11.9,-5.3,,41.0,False,,,,False,False,,,,,False,False,,False
48415,218,155.0,225.0,,,,76.0,85.1,,13.6,0.1,,198.9,286.8,,137.0,-63.0,7.0,,,,-142.0,-132.9,,-204.4,-217.9,,-19.1,68.8,,-81.0,True,,,,False,False,,False,False,,True,False,,False
48417,14,15.0,0.0,,,,0.0,5.3,,0.5,,,1.3,13.1,,35.0,1.0,-14.0,,,,-14.0,-8.7,,-13.5,,,-12.7,-0.9,,21.0,False,,,,False,False,,False,,,False,True,,False
48419,49,50.0,34.0,,,,248.0,71.8,,8.5,55.6,,21.7,64.1,,47.0,1.0,-15.0,,,,199.0,22.8,,-40.5,6.6,,-27.3,15.1,,-2.0,False,,,,False,False,,False,False,,False,False,,False
48421,13,15.0,0.0,,,,10.0,10.8,,1.2,,,4.3,12.5,,15.0,2.0,-13.0,,,,-3.0,-2.2,,-11.8,,,-8.7,-0.5,,2.0,False,,,,False,False,,False,,,False,True,,False
48423,669,1145.0,1013.0,,,,1689.0,1146.3,,942.9,547.7,,126.2,856.0,,854.0,476.0,344.0,,,,1020.0,477.3,,273.9,-121.3,,-542.8,187.0,,185.0,True,,,,False,False,,True,True,,False,True,,True
48425,31,25.0,37.0,,,,31.0,64.1,,,110.9,,17.4,111.7,,22.0,-6.0,6.0,,,,0.0,33.1,,,79.9,,-13.6,80.7,,-9.0,False,,,,True,False,,,False,,False,False,,False
48427,671,1185.0,769.0,,,,1505.0,327.0,,464.4,3.1,,37.9,1124.1,,265.0,514.0,98.0,,,,834.0,-344.0,,-206.6,-667.9,,-633.1,453.1,,-406.0,True,,,,False,True,,True,False,,False,True,,True
48429,38,0.0,15.0,,,,27.0,9.4,,29.4,0.0,,66.8,103.5,,0.0,-38.0,-23.0,,,,-11.0,-28.6,,-8.6,-38.0,,28.8,65.5,,-38.0,True,,,,True,True,,True,True,,True,False,,False
48431,3,5.0,0.0,,,,0.0,18.1,,,,,1.2,,,12.0,2.0,-3.0,,,,-3.0,15.1,,,,,-1.8,,,9.0,False,,,,False,False,,,,,True,,,False
48433,7,15.0,0.0,,,,0.0,6.8,,,,,1.2,13.8,,24.0,8.0,-7.0,,,,-7.0,-0.2,,,,,-5.8,6.8,,17.0,True,,,,True,True,,,,,True,True,,False
48435,8,0.0,0.0,,,,11.0,14.2,,,,,4.1,23.4,,3.0,-8.0,-8.0,,,,3.0,6.2,,,,,-3.9,15.4,,-5.0,False,,,,True,True,,,,,True,False,,True
48437,22,25.0,0.0,,,,11.0,22.2,,7.4,,,6.8,15.2,,26.0,3.0,-22.0,,,,-11.0,0.2,,-14.6,,,-15.2,-6.8,,4.0,False,,,,False,True,,False,,,False,False,,False
48439,10227,19325.0,,,,,9871.0,6108.7,,19716.5,8020.3,,1791.7,12292.4,,13939.0,9098.0,,,,,-356.0,-4118.3,,9489.5,-2206.7,,-8435.3,2065.4,,3712.0,,,,,True,True,,False,True,,True,True,,True
48441,231,390.0,1965.0,,,,541.0,539.8,,287.6,128.4,,716.9,178.7,,812.0,159.0,1734.0,,,,310.0,308.8,,56.6,-102.6,,485.9,-52.3,,581.0,False,,,,False,False,,True,True,,False,True,,False
48443,0,0.0,0.0,,,,0.0,1.3,,,,,0.0,0.1,,0.0,0.0,0.0,,,,0.0,1.3,,,,,0.0,0.1,,0.0,True,,,,True,False,,,,,True,False,,True
48445,70,55.0,38.0,,,,99.0,47.6,,5.4,0.0,,19.9,72.0,,19.0,-15.0,-32.0,,,,29.0,-22.4,,-64.6,-70.0,,-50.1,2.0,,-51.0,False,,,,False,False,,False,False,,False,True,,False
48447,4,0.0,0.0,,,,0.0,0.8,,,,,0.6,0.9,,0.0,-4.0,-4.0,,,,-4.0,-3.2,,,,,-3.4,-3.1,,-4.0,False,,,,False,True,,,,,True,True,,False
48449,114,290.0,153.0,,,,383.0,140.1,,11.3,12.7,,180.6,277.5,,67.0,176.0,39.0,,,,269.0,26.1,,-102.7,-101.3,,66.6,163.5,,-47.0,True,,,,False,True,,True,True,,True,True,,True
48451,612,755.0,619.0,,,,700.0,642.8,,562.9,330.2,,300.2,469.9,,430.0,143.0,7.0,,,,88.0,30.8,,-49.1,-281.8,,-311.8,-142.1,,-182.0,True,,,,True,True,,True,False,,False,True,,False
48453,3434,3785.0,1659.0,,,,4411.0,3050.1,,2315.0,1565.9,,1370.9,3260.7,,1600.0,351.0,-1775.0,,,,977.0,-383.9,,-1119.0,-1868.1,,-2063.1,-173.3,,-1834.0,False,,,,False,False,,False,False,,False,True,,False
48455,21,40.0,0.0,,,,100.0,51.2,,5.2,41.2,,43.6,27.4,,32.0,19.0,-21.0,,,,79.0,30.2,,-15.8,20.2,,22.6,6.4,,11.0,False,,,,False,False,,True,False,,False,True,,True
48457,55,0.0,41.0,,,,295.0,44.7,,0.6,132.7,,2.0,182.5,,10.0,-55.0,-14.0,,,,240.0,-10.3,,-54.4,77.7,,-53.0,127.5,,-45.0,True,,,,False,True,,True,False,,True,False,,True
48459,79,70.0,54.0,,,,227.0,207.1,,16.4,209.4,,51.9,82.6,,46.0,-9.0,-25.0,,,,148.0,128.1,,-62.6,130.4,,-27.1,3.6,,-33.0,False,,,,False,False,,False,False,,False,True,,False
48461,7,5.0,0.0,,,,5.0,3.1,,,,,0.0,2.6,,11.0,-2.0,-7.0,,,,-2.0,-3.9,,,,,-7.0,-4.4,,4.0,False,,,,False,False,,,,,False,False,,False
48463,108,200.0,159.0,,,,202.0,125.2,,54.7,0.0,,13.7,152.7,,122.0,92.0,51.0,,,,94.0,17.2,,-53.3,-108.0,,-94.3,44.7,,14.0,True,,,,False,True,,True,False,,False,True,,True
48465,320,215.0,37.0,,,,1225.0,69.4,,32.3,0.3,,8.0,135.0,,164.0,-105.0,-283.0,,,,905.0,-250.6,,-287.7,-319.7,,-312.0,-185.0,,-156.0,False,,,,False,False,,False,False,,False,False,,False
48467,79,140.0,62.0,,,,302.0,317.0,,31.2,231.0,,45.0,179.3,,68.0,61.0,-17.0,,,,223.0,238.0,,-47.8,152.0,,-34.0,100.3,,-11.0,True,,,,False,False,,True,False,,True,False,,True
48469,338,280.0,166.0,,,,932.0,431.5,,41.7,18.8,,94.9,565.4,,160.0,-58.0,-172.0,,,,594.0,93.5,,-296.3,-319.2,,-243.1,227.4,,-178.0,False,,,,False,False,,False,False,,False,False,,False
48471,992,1745.0,0.0,,,,1110.0,553.1,,685.2,15.4,,0.0,1469.7,,15.0,753.0,-992.0,,,,118.0,-438.9,,-306.8,-976.6,,-992.0,477.7,,-977.0,False,,,,True,True,,True,False,,False,True,,False
48473,216,265.0,279.0,,,,485.0,246.5,,77.4,252.7,,59.9,200.7,,273.0,49.0,63.0,,,,269.0,30.5,,-138.6,36.7,,-156.1,-15.3,,57.0,False,,,,False,True,,False,True,,False,True,,False
48475,31,20.0,0.0,,,,26.0,33.5,,3.0,23.2,,17.1,61.0,,15.0,-11.0,-31.0,,,,-5.0,2.5,,-28.0,-7.8,,-13.9,30.0,,-16.0,False,,,,True,True,,False,True,,False,False,,False
48477,82,25.0,13.0,,,,310.0,59.5,,2.2,55.4,,0.6,22.0,,26.0,-57.0,-69.0,,,,228.0,-22.5,,-79.8,-26.6,,-81.4,-60.0,,-56.0,False,,,,False,True,,False,True,,False,False,,True
48479,3267,3195.0,814.0,,,,2802.0,1726.5,,2149.9,129.0,,384.6,4913.4,,637.0,-72.0,-2453.0,,,,-465.0,-1540.5,,-1117.1,-3138.0,,-2882.4,1646.4,,-2630.0,False,,,,False,False,,False,False,,False,False,,False
48481,199,505.0,347.0,,,,342.0,279.5,,72.2,0.7,,15.9,439.3,,160.0,306.0,148.0,,,,143.0,80.5,,-126.8,-198.3,,-183.1,240.3,,-39.0,True,,,,True,True,,True,True,,True,True,,True
48483,8,10.0,0.0,,,,25.0,10.5,,1.1,,,4.4,6.1,,4.0,2.0,-8.0,,,,17.0,2.5,,-6.9,,,-3.6,-1.9,,-4.0,False,,,,False,False,,False,,,False,True,,False
48485,635,450.0,354.0,,,,1054.0,500.8,,396.7,416.3,,167.4,240.0,,343.0,-185.0,-281.0,,,,419.0,-134.2,,-238.3,-218.7,,-467.6,-395.0,,-292.0,False,,,,False,True,,False,False,,False,False,,False
48487,109,40.0,34.0,,,,59.0,92.4,,3.4,27.8,,0.0,41.5,,34.0,-69.0,-75.0,,,,-50.0,-16.6,,-105.6,-81.2,,-109.0,-67.5,,-75.0,False,,,,True,True,,False,False,,False,True,,False
48489,384,145.0,86.0,,,,193.0,91.4,,84.3,3.0,,5.4,101.2,,41.0,-239.0,-298.0,,,,-191.0,-292.6,,-299.7,-381.0,,-378.6,-282.8,,-343.0,False,,,,True,False,,False,False,,False,False,,False
48491,813,1030.0,317.0,,,,1394.0,1306.8,,558.9,867.2,,158.3,781.6,,220.0,217.0,-496.0,,,,581.0,493.8,,-254.1,54.2,,-654.7,-31.4,,-593.0,False,,,,False,False,,False,True,,False,True,,False
48493,374,75.0,91.0,,,,143.0,180.5,,16.0,150.3,,45.2,42.7,,35.0,-299.0,-283.0,,,,-231.0,-193.5,,-358.0,-223.7,,-328.8,-331.3,,-339.0,True,,,,True,True,,False,True,,False,False,,False
48495,30,25.0,0.0,,,,17.0,18.6,,10.3,,,0.7,40.0,,13.0,-5.0,-30.0,,,,-13.0,-11.4,,-19.7,,,-29.3,10.0,,-17.0,False,,,,False,False,,False,,,False,False,,False
48497,147,210.0,33.0,,,,337.0,442.6,,36.1,400.1,,48.8,209.1,,86.0,63.0,-114.0,,,,190.0,295.6,,-110.9,253.1,,-98.2,62.1,,-61.0,False,,,,False,False,,False,False,,False,True,,True
48499,142,100.0,62.0,,,,177.0,185.4,,21.5,131.0,,41.2,237.5,,46.0,-42.0,-80.0,,,,35.0,43.4,,-120.5,-11.0,,-100.8,95.5,,-96.0,False,,,,True,False,,False,True,,False,False,,False
48501,106,30.0,37.0,,,,17.0,53.6,,4.1,0.1,,0.6,76.3,,21.0,-76.0,-69.0,,,,-89.0,-52.4,,-101.9,-105.9,,-105.4,-29.7,,-85.0,True,,,,False,True,,False,False,,False,True,,False
48503,120,175.0,60.0,,,,109.0,114.6,,81.4,62.7,,4.3,130.3,,194.0,55.0,-60.0,,,,-11.0,-5.4,,-38.6,-57.3,,-115.7,10.3,,74.0,False,,,,True,True,,True,False,,False,True,,False
48505,63,185.0,152.0,,,,197.0,89.9,,118.4,2.6,,34.0,136.3,,100.0,122.0,89.0,,,,134.0,26.9,,55.4,-60.4,,-29.0,73.3,,37.0,True,,,,False,True,,True,True,,True,True,,True
48507,119,40.0,5.0,,,,41.0,61.3,,3.1,0.0,,9.0,99.2,,12.0,-79.0,-114.0,,,,-78.0,-57.7,,-115.9,-119.0,,-110.0,-19.8,,-107.0,False,,,,True,True,,False,False,,False,True,,False
49001,0,0.0,0.0,,,,9.0,4.4,,,,,0.0,,,,0.0,0.0,,,,9.0,4.4,,,,,0.0,,,,True,,,,False,False,,,,,True,,,
49003,0,0.0,0.0,,,,51.0,170.6,,,,,0.0,,,,0.0,0.0,,,,51.0,170.6,,,,,0.0,,,,True,,,,False,False,,,,,True,,,
49005,0,0.0,0.0,,,,324.0,392.2,,,,,0.0,0.0,,,0.0,0.0,,,,324.0,392.2,,,,,0.0,0.0,,,True,,,,False,False,,,,,True,True,,
49007,0,0.0,0.0,,,,24.0,97.1,,,,,0.0,0.0,,,0.0,0.0,,,,24.0,97.1,,,,,0.0,0.0,,,True,,,,False,False,,,,,True,True,,
49009,0,0.0,0.0,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,,0.0,,,,True,,,,True,True,,,,,True,,,
49011,1722,1250.0,1777.0,,,,1219.0,902.8,,1057.8,401.4,,453.2,767.4,,1649.0,-472.0,55.0,,,,-503.0,-819.2,,-664.2,-1320.6,,-1268.8,-954.6,,-73.0,True,,,,False,False,,False,False,,False,False,,True
49013,0,0.0,0.0,,,,40.0,50.8,,,,,0.0,0.0,,,0.0,0.0,,,,40.0,50.8,,,,,0.0,0.0,,,True,,,,False,False,,,,,True,True,,
49015,0,0.0,0.0,,,,4.0,6.0,,,,,0.0,0.0,,,0.0,0.0,,,,4.0,6.0,,,,,0.0,0.0,,,True,,,,False,False,,,,,True,True,,
49017,0,0.0,0.0,,,,0.0,4.6,,,,,0.0,,,,0.0,0.0,,,,0.0,4.6,,,,,0.0,,,,True,,,,True,False,,,,,True,,,
49019,0,0.0,0.0,,,,0.0,21.5,,,,,0.0,0.0,,,0.0,0.0,,,,0.0,21.5,,,,,0.0,0.0,,,True,,,,True,False,,,,,True,True,,
49021,0,0.0,0.0,,,,118.0,132.5,,,,,0.0,0.0,,,0.0,0.0,,,,118.0,132.5,,,,,0.0,0.0,,,True,,,,False,False,,,,,True,True,,
49023,0,0.0,0.0,,,,5.0,56.2,,,,,0.0,,,,0.0,0.0,,,,5.0,56.2,,,,,0.0,,,,True,,,,False,False,,,,,True,,,
49025,0,0.0,0.0,,,,13.0,13.5,,,,,0.0,0.0,,,0.0,0.0,,,,13.0,13.5,,,,,0.0,0.0,,,True,,,,False,False,,,,,True,True,,
49027,0,0.0,0.0,,,,15.0,26.8,,,,,0.0,,,,0.0,0.0,,,,15.0,26.8,,,,,0.0,,,,True,,,,False,False,,,,,True,,,
49029,0,0.0,0.0,,,,3.0,23.7,,,,,0.0,,,,0.0,0.0,,,,3.0,23.7,,,,,0.0,,,,True,,,,False,False,,,,,True,,,
49031,0,0.0,0.0,,,,0.0,0.5,,,,,0.0,,,,0.0,0.0,,,,0.0,0.5,,,,,0.0,,,,True,,,,True,False,,,,,True,,,
49033,0,0.0,0.0,,,,0.0,1.8,,,,,0.0,,,,0.0,0.0,,,,0.0,1.8,,,,,0.0,,,,True,,,,True,False,,,,,True,,,
49035,9239,5385.0,7083.0,,,,5625.0,2694.9,,5368.1,1124.7,,3090.4,4426.2,,4283.0,-3854.0,-2156.0,,,,-3614.0,-6544.1,,-3870.9,-8114.3,,-6148.6,-4812.8,,-4956.0,True,,,,True,False,,False,False,,False,False,,False
49037,43,15.0,0.0,,,,7.0,22.4,,3.5,0.0,,8.6,61.1,,6.0,-28.0,-43.0,,,,-36.0,-20.6,,-39.5,-43.0,,-34.4,18.1,,-37.0,False,,,,False,True,,False,False,,False,True,,False
49039,0,0.0,0.0,,,,80.0,90.9,,,,,0.0,,,,0.0,0.0,,,,80.0,90.9,,,,,0.0,,,,True,,,,False,False,,,,,True,,,
49041,0,0.0,0.0,,,,37.0,46.6,,,,,0.0,,,,0.0,0.0,,,,37.0,46.6,,,,,0.0,,,,True,,,,False,False,,,,,True,,,
49043,207,170.0,412.0,,,,167.0,103.5,,37.5,85.4,,73.6,91.5,,81.0,-37.0,205.0,,,,-40.0,-103.5,,-169.5,-121.6,,-133.4,-115.5,,-126.0,False,,,,False,False,,False,False,,False,False,,False
49045,243,185.0,170.0,,,,111.0,152.3,,154.5,139.0,,53.8,131.5,,169.0,-58.0,-73.0,,,,-132.0,-90.7,,-88.5,-104.0,,-189.2,-111.5,,-74.0,False,,,,False,False,,False,False,,False,False,,False
49047,0,0.0,0.0,,,,16.0,54.6,,,,,0.0,0.0,,,0.0,0.0,,,,16.0,54.6,,,,,0.0,0.0,,,True,,,,False,False,,,,,True,True,,
49049,9649,3685.0,3789.0,,,,2714.0,2189.9,,3972.4,1209.8,,2442.3,3219.7,,2648.0,-5964.0,-5860.0,,,,-6935.0,-7459.1,,-5676.6,-8439.2,,-7206.7,-6429.3,,-7001.0,True,,,,False,False,,True,False,,False,False,,False
49051,197,90.0,70.0,,,,119.0,58.7,,13.3,114.7,,41.1,151.6,,71.0,-107.0,-127.0,,,,-78.0,-138.3,,-183.7,-82.3,,-155.9,-45.4,,-126.0,False,,,,True,False,,False,True,,False,True,,False
49053,0,0.0,0.0,,,,514.0,261.8,,,,,0.0,0.0,,,0.0,0.0,,,,514.0,261.8,,,,,0.0,0.0,,,True,,,,False,False,,,,,True,True,,
49055,0,0.0,0.0,,,,0.0,2.8,,,,,0.0,,,,0.0,0.0,,,,0.0,2.8,,,,,0.0,,,,True,,,,True,False,,,,,True,,,
49057,0,0.0,0.0,,,,505.0,712.0,,,,,0.0,,,,0.0,0.0,,,,505.0,712.0,,,,,0.0,,,,True,,,,False,False,,,,,True,,,
50001,4,20.0,0.0,,,,26.0,38.6,,0.9,,,6.9,7.4,,76.0,16.0,-4.0,,,,22.0,34.6,,-3.1,,,2.9,3.4,,72.0,True,,,,False,False,,True,,,True,True,,False
50003,24,25.0,27.0,,,,1.0,73.9,,3.5,20.6,,3.1,24.5,,59.0,1.0,3.0,,,,-23.0,49.9,,-20.5,-3.4,,-20.9,0.5,,35.0,False,,,,False,False,,False,False,,False,True,,False
50005,2,15.0,23.0,,,,15.0,28.0,,1.3,,,4.5,11.1,,31.0,13.0,21.0,,,,13.0,26.0,,-0.7,,,2.5,9.1,,29.0,False,,,,False,False,,True,,,True,True,,False
50007,62,85.0,105.0,,,,88.0,208.2,,9.8,42.7,,6.8,96.2,,62.0,23.0,43.0,,,,26.0,146.2,,-52.2,-19.3,,-55.2,34.2,,0.0,False,,,,False,False,,False,True,,False,False,,True
50009,0,0.0,0.0,,,,0.0,0.8,,0.0,,,0.0,0.6,,0.0,0.0,0.0,,,,0.0,0.8,,0.0,,,0.0,0.6,,0.0,True,,,,True,False,,False,,,True,False,,True
50011,8,0.0,0.0,,,,0.0,44.3,,0.5,3.3,,3.4,12.7,,1.0,-8.0,-8.0,,,,-8.0,36.3,,-7.5,-4.7,,-4.6,4.7,,-7.0,False,,,,False,False,,True,True,,True,True,,True
50013,3,0.0,0.0,,,,0.0,4.0,,0.2,,,0.0,0.0,,0.0,-3.0,-3.0,,,,-3.0,1.0,,-2.8,,,-3.0,-3.0,,-3.0,False,,,,False,True,,True,,,False,True,,False
50015,14,0.0,0.0,,,,2.0,19.5,,0.4,,,2.4,4.1,,0.0,-14.0,-14.0,,,,-12.0,5.5,,-13.6,,,-11.6,-9.9,,-14.0,False,,,,True,True,,True,,,True,True,,False
50017,5,0.0,0.0,,,,30.0,15.3,,0.1,,,0.3,3.5,,2.0,-5.0,-5.0,,,,25.0,10.3,,-4.9,,,-4.7,-1.5,,-3.0,False,,,,False,False,,True,,,True,True,,True
50019,7,0.0,0.0,,,,0.0,4.7,,0.1,,,0.0,0.6,,0.0,-7.0,-7.0,,,,-7.0,-2.3,,-6.9,,,-7.0,-6.4,,-7.0,False,,,,False,True,,True,,,False,True,,False
50021,20,45.0,60.0,,,,33.0,139.2,,24.6,22.8,,20.4,41.3,,83.0,25.0,40.0,,,,13.0,119.2,,4.6,2.8,,0.4,21.3,,63.0,False,,,,True,False,,True,True,,True,True,,False
50023,16,10.0,0.0,,,,38.0,90.6,,0.7,,,4.2,10.0,,6.0,-6.0,-16.0,,,,22.0,74.6,,-15.3,,,-11.8,-6.0,,-10.0,False,,,,False,False,,False,,,False,False,,False
50025,4,45.0,54.0,,,,3.0,87.6,,3.8,7.8,,37.5,36.3,,149.0,41.0,50.0,,,,-1.0,83.6,,-0.2,3.8,,33.5,32.3,,145.0,False,,,,True,False,,True,True,,True,True,,False
50027,14,15.0,0.0,,,,35.0,46.0,,2.2,,,11.4,12.1,,17.0,1.0,-14.0,,,,21.0,32.0,,-11.8,,,-2.6,-1.9,,3.0,False,,,,False,False,,False,,,False,False,,False
51001,42,40.0,39.0,,,,98.0,87.8,,5.9,4.4,,9.3,16.7,,20.0,-2.0,-3.0,,,,56.0,45.8,,-36.1,-37.6,,-32.7,-25.3,,-22.0,False,,,,False,False,,False,False,,False,False,,False
51003,329,335.0,371.0,,,,326.0,336.6,,82.4,368.7,,255.3,225.0,,401.0,6.0,42.0,,,,-3.0,7.6,,-246.6,39.7,,-73.7,-104.0,,72.0,False,,,,True,False,,False,False,,False,False,,False
51005,19,15.0,1.0,,,,11.0,31.1,,2.5,,,9.9,20.2,,128.0,-4.0,-18.0,,,,-8.0,12.1,,-16.5,,,-9.1,1.2,,109.0,False,,,,False,False,,False,,,False,True,,False
51007,28,30.0,35.0,,,,21.0,48.9,,8.3,,,0.0,17.4,,18.0,2.0,7.0,,,,-7.0,20.9,,-19.7,,,-28.0,-10.6,,-10.0,False,,,,False,False,,False,,,False,False,,False
51009,141,145.0,108.0,,,,80.0,178.0,,23.6,132.6,,85.9,308.8,,91.0,4.0,-33.0,,,,-61.0,37.0,,-117.4,-8.4,,-55.1,167.8,,-50.0,False,,,,False,False,,False,False,,False,False,,False
51011,59,165.0,299.0,,,,25.0,119.7,,41.5,61.7,,162.3,227.3,,122.0,106.0,240.0,,,,-34.0,60.7,,-17.5,2.7,,103.3,168.3,,63.0,False,,,,True,True,,True,True,,True,False,,True
51013,513,780.0,844.0,,,,668.0,875.3,,285.0,287.0,,894.9,850.9,,659.0,267.0,331.0,,,,155.0,362.3,,-228.0,-226.0,,381.9,337.9,,146.0,False,,,,True,False,,True,True,,False,False,,True
51015,163,100.0,85.0,,,,158.0,280.3,,18.5,234.7,,85.5,113.3,,69.0,-63.0,-78.0,,,,-5.0,117.3,,-144.5,71.7,,-77.5,-49.7,,-94.0,False,,,,True,False,,False,False,,False,True,,False
51017,13,0.0,0.0,,,,0.0,1.2,,,,,0.0,0.4,,0.0,-13.0,-13.0,,,,-13.0,-11.8,,,,,-13.0,-12.6,,-13.0,False,,,,False,True,,,,,False,True,,False
51019,295,330.0,428.0,,,,239.0,504.6,,62.8,289.3,,264.6,268.4,,313.0,35.0,133.0,,,,-56.0,209.6,,-232.2,-5.7,,-30.4,-26.6,,18.0,False,,,,False,False,,False,True,,True,True,,True
51021,20,40.0,17.0,,,,12.0,46.3,,,,,13.9,,,27.0,20.0,-3.0,,,,-8.0,26.3,,,,,-6.1,,,7.0,True,,,,True,False,,,,,True,,,True
51023,67,100.0,174.0,,,,53.0,98.7,,19.5,47.8,,5.4,77.2,,272.0,33.0,107.0,,,,-14.0,31.7,,-47.5,-19.2,,-61.6,10.2,,205.0,False,,,,True,True,,False,True,,False,True,,False
51025,84,100.0,70.0,,,,63.0,97.2,,12.4,73.8,,51.5,113.3,,73.0,16.0,-14.0,,,,-21.0,13.2,,-71.6,-10.2,,-32.5,29.3,,-11.0,True,,,,False,True,,False,True,,False,False,,True
51027,77,20.0,27.0,,,,57.0,60.8,,4.4,,,14.9,15.6,,7.0,-57.0,-50.0,,,,-20.0,-16.2,,-72.6,,,-62.1,-61.4,,-70.0,True,,,,True,True,,False,,,False,False,,False
51029,49,50.0,35.0,,,,62.0,64.6,,13.4,0.9,,27.9,23.2,,23.0,1.0,-14.0,,,,13.0,15.6,,-35.6,-48.1,,-21.1,-25.8,,-26.0,False,,,,False,False,,False,False,,False,False,,False
51031,163,115.0,74.0,,,,139.0,282.3,,55.1,298.7,,49.9,126.8,,99.0,-48.0,-89.0,,,,-24.0,119.3,,-107.9,135.7,,-113.1,-36.2,,-64.0,False,,,,True,False,,False,False,,False,True,,False
51033,112,80.0,104.0,,,,46.0,153.1,,9.2,80.0,,46.7,98.8,,75.0,-32.0,-8.0,,,,-66.0,41.1,,-102.8,-32.0,,-65.3,-13.2,,-37.0,True,,,,False,False,,False,True,,False,True,,False
51035,116,110.0,145.0,,,,87.0,100.0,,12.7,106.9,,85.2,76.3,,113.0,-6.0,29.0,,,,-29.0,-16.0,,-103.3,-9.1,,-30.8,-39.7,,-3.0,False,,,,False,False,,False,False,,False,False,,True
51036,16,45.0,80.0,,,,10.0,24.0,,5.0,,,30.3,20.7,,49.0,29.0,64.0,,,,-6.0,8.0,,-11.0,,,14.3,4.7,,33.0,False,,,,True,True,,True,,,True,True,,False
51037,64,50.0,96.0,,,,21.0,50.4,,2.2,,,3.8,34.5,,128.0,-14.0,32.0,,,,-43.0,-13.6,,-61.8,,,-60.2,-29.5,,64.0,False,,,,False,True,,False,,,False,False,,False
51041,1119,990.0,1146.0,,,,1163.0,918.1,,316.9,527.2,,633.0,794.0,,842.0,-129.0,27.0,,,,44.0,-200.9,,-802.1,-591.8,,-486.0,-325.0,,-277.0,True,,,,True,False,,False,False,,False,False,,False
