,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,IHME-CurveFit,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-IHME-CurveFit,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-IHME-CurveFit,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
18127,1024,1200.0,688.3,,,772.0,,1137.0,176.0,-335.7,,,-252.0,,113.0,False,,,False,,True
18129,251,128.0,,,,166.5,,27.0,-123.0,,,,-84.5,,-224.0,,,,True,,False
18131,44,64.0,,,,29.0,,384.0,20.0,,,,-15.0,,340.0,,,,True,,False
18133,328,552.0,,,,462.9,,1177.0,224.0,,,,134.9,,849.0,,,,True,,False
18135,129,128.0,,,,71.4,,240.0,-1.0,,,,-57.6,,111.0,,,,False,,False
18137,125,104.0,,,,64.5,,44.0,-21.0,,,,-60.5,,-81.0,,,,False,,False
18139,88,0.0,,,,3.4,,0.0,-88.0,,,,-84.6,,-88.0,,,,True,,False
18141,3677,2816.0,1554.9,,,3105.7,,2298.0,-861.0,-2122.1,,,-571.3,,-1379.0,False,,,True,,False
18143,149,176.0,,,,161.3,,94.0,27.0,,,,12.3,,-55.0,,,,True,,False
18145,148,304.0,,,,211.3,,700.0,156.0,,,,63.3,,552.0,,,,True,,False
18147,167,168.0,,,,222.1,,87.0,1.0,,,,55.1,,-80.0,,,,False,,False
18149,110,128.0,,,,91.4,,108.0,18.0,,,,-18.6,,-2.0,,,,False,,True
18151,222,96.0,,,,80.5,,33.0,-126.0,,,,-141.5,,-189.0,,,,False,,False
18153,233,312.0,,,,137.7,,809.0,79.0,,,,-95.3,,576.0,,,,False,,False
18155,27,24.0,,,,5.2,,86.0,-3.0,,,,-21.8,,59.0,,,,False,,False
18157,1588,832.0,1091.8,,,699.5,,1019.0,-756.0,-496.2,,,-888.5,,-569.0,True,,,False,,True
18159,103,280.0,,,,261.4,,205.0,177.0,,,,158.4,,102.0,,,,True,,True
18161,41,88.0,,,,81.0,,118.0,47.0,,,,40.0,,77.0,,,,True,,False
18163,2231,1944.0,6257.8,,,1692.2,,1115.0,-287.0,4026.8,,,-538.8,,-1116.0,False,,,False,,False
18165,92,120.0,,,,54.3,,411.0,28.0,,,,-37.7,,319.0,,,,False,,False
18167,1371,1320.0,547.2,,,1594.7,,2560.0,-51.0,-823.8,,,223.7,,1189.0,False,,,False,,False
18169,119,80.0,,,,93.1,,73.0,-39.0,,,,-25.9,,-46.0,,,,True,,False
18171,22,24.0,,,,11.0,,46.0,2.0,,,,-11.0,,24.0,,,,False,,False
18173,922,728.0,641.5,,,599.2,,597.0,-194.0,-280.5,,,-322.8,,-325.0,False,,,False,,False
18175,146,256.0,,,,339.2,,556.0,110.0,,,,193.2,,410.0,,,,False,,False
18177,457,440.0,456.2,,,363.9,,399.0,-17.0,-0.8,,,-93.1,,-58.0,True,,,False,,False
18179,117,264.0,,,,425.5,,505.0,147.0,,,,308.5,,388.0,,,,False,,False
18181,142,136.0,,,,52.5,,86.0,-6.0,,,,-89.5,,-56.0,,,,False,,False
18183,158,56.0,,,,24.7,,22.0,-102.0,,,,-133.3,,-136.0,,,,False,,False
19001,51,72.0,,,,45.3,,301.0,21.0,,,,-5.7,,250.0,,,,True,,False
19003,24,0.0,,,,,,2.0,-24.0,,,,,,-22.0,,,,,,True
19005,119,40.0,,,,66.8,,60.0,-79.0,,,,-52.2,,-59.0,,,,True,,True
19007,103,64.0,,,,118.0,,107.0,-39.0,,,,15.0,,4.0,,,,True,,True
19009,80,0.0,,,,10.3,,0.0,-80.0,,,,-69.7,,-80.0,,,,True,,False
19011,210,128.0,,,,60.7,,141.0,-82.0,,,,-149.3,,-69.0,,,,False,,True
19013,1526,1048.0,621.6,,,936.3,,494.0,-478.0,-904.4,,,-589.7,,-1032.0,False,,,False,,False
19015,297,216.0,,,,184.8,,220.0,-81.0,,,,-112.2,,-77.0,,,,False,,True
19017,302,296.0,,,,1274.8,,383.0,-6.0,,,,972.8,,81.0,,,,False,,False
19019,190,152.0,,,,110.0,,130.0,-38.0,,,,-80.0,,-60.0,,,,False,,False
19021,255,64.0,,,,63.6,,0.0,-191.0,,,,-191.4,,-255.0,,,,False,,False
19023,173,80.0,,,,158.0,,29.0,-93.0,,,,-15.0,,-144.0,,,,True,,False
19025,153,16.0,,,,56.8,,3.0,-137.0,,,,-96.2,,-150.0,,,,True,,False
19027,557,96.0,,,,124.3,,24.0,-461.0,,,,-432.7,,-533.0,,,,True,,False
19029,145,224.0,,,,130.4,,429.0,79.0,,,,-14.6,,284.0,,,,True,,False
19031,149,96.0,,,,58.0,,148.0,-53.0,,,,-91.0,,-1.0,,,,False,,True
19033,518,248.0,,,,70.3,,59.0,-270.0,,,,-447.7,,-459.0,,,,False,,False
19035,212,88.0,,,,80.9,,243.0,-124.0,,,,-131.1,,31.0,,,,False,,True
19037,239,32.0,,,,35.1,,26.0,-207.0,,,,-203.9,,-213.0,,,,True,,False
19039,79,168.0,,,,131.4,,126.0,89.0,,,,52.4,,47.0,,,,True,,True
19041,186,128.0,,,,143.4,,408.0,-58.0,,,,-42.6,,222.0,,,,True,,False
19043,181,72.0,,,,19.2,,22.0,-109.0,,,,-161.8,,-159.0,,,,False,,False
19045,814,600.0,,,,268.8,,483.0,-214.0,,,,-545.2,,-331.0,,,,False,,False
19047,424,136.0,,,,83.5,,56.0,-288.0,,,,-340.5,,-368.0,,,,False,,False
19049,1048,888.0,261.7,,,741.4,,698.0,-160.0,-786.3,,,-306.6,,-350.0,False,,,False,,False
19051,89,48.0,,,,36.6,,203.0,-41.0,,,,-52.4,,114.0,,,,False,,False
19053,53,16.0,,,,12.0,,6.0,-37.0,,,,-41.0,,-47.0,,,,False,,False
19055,388,192.0,,,,177.6,,353.0,-196.0,,,,-210.4,,-35.0,,,,False,,True
19057,726,248.0,,,,163.9,,471.0,-478.0,,,,-562.1,,-255.0,,,,False,,True
19059,264,48.0,,,,144.4,,16.0,-216.0,,,,-119.6,,-248.0,,,,True,,False
19061,2031,1296.0,2432.4,,,1211.0,,737.0,-735.0,401.4,,,-820.0,,-1294.0,True,,,False,,False
19063,107,104.0,,,,286.9,,22.0,-3.0,,,,179.9,,-85.0,,,,False,,False
19065,168,40.0,,,,23.6,,15.0,-128.0,,,,-144.4,,-153.0,,,,False,,False
19067,236,296.0,,,,157.6,,425.0,60.0,,,,-78.4,,189.0,,,,False,,False
19069,122,216.0,,,,209.5,,64.0,94.0,,,,87.5,,-58.0,,,,True,,True
19071,101,56.0,,,,,,39.0,-45.0,,,,,,-62.0,,,,,,False
19073,89,24.0,,,,28.0,,156.0,-65.0,,,,-61.0,,67.0,,,,True,,False
19075,160,56.0,,,,35.5,,24.0,-104.0,,,,-124.5,,-136.0,,,,False,,False
19077,158,48.0,,,,66.7,,13.0,-110.0,,,,-91.3,,-145.0,,,,True,,False
19079,121,64.0,,,,88.3,,17.0,-57.0,,,,-32.7,,-104.0,,,,True,,False
19081,123,64.0,,,,301.2,,16.0,-59.0,,,,178.2,,-107.0,,,,False,,False
19083,151,128.0,,,,25.7,,37.0,-23.0,,,,-125.3,,-114.0,,,,False,,False
19085,205,88.0,,,,84.4,,101.0,-117.0,,,,-120.6,,-104.0,,,,False,,True
19087,716,72.0,,,,69.8,,161.0,-644.0,,,,-646.2,,-555.0,,,,False,,True
19089,147,8.0,,,,25.7,,4.0,-139.0,,,,-121.3,,-143.0,,,,True,,False
19091,135,152.0,,,,98.2,,168.0,17.0,,,,-36.8,,33.0,,,,False,,False
19093,119,0.0,,,,13.4,,0.0,-119.0,,,,-105.6,,-119.0,,,,True,,False
19095,155,56.0,,,,32.5,,38.0,-99.0,,,,-122.5,,-117.0,,,,False,,False
19097,249,136.0,,,,188.0,,65.0,-113.0,,,,-61.0,,-184.0,,,,True,,False
19099,433,184.0,,,,115.1,,109.0,-249.0,,,,-317.9,,-324.0,,,,False,,False
19101,68,56.0,,,,56.5,,85.0,-12.0,,,,-11.5,,17.0,,,,True,,False
19103,3192,1328.0,1576.4,,,872.2,,1040.0,-1864.0,-1615.6,,,-2319.8,,-2152.0,True,,,False,,False
19105,182,64.0,,,,67.0,,17.0,-118.0,,,,-115.0,,-165.0,,,,True,,False
19107,94,32.0,,,,38.6,,140.0,-62.0,,,,-55.4,,46.0,,,,True,,True
19109,225,96.0,,,,146.0,,290.0,-129.0,,,,-79.0,,65.0,,,,True,,True
19111,579,200.0,,,,89.2,,210.0,-379.0,,,,-489.8,,-369.0,,,,False,,True
19113,2024,2272.0,702.9,,,1922.5,,2174.0,248.0,-1321.1,,,-101.5,,150.0,False,,,True,,True
19115,69,8.0,,,,13.7,,0.0,-61.0,,,,-55.3,,-69.0,,,,True,,False
19117,98,168.0,,,,104.4,,302.0,70.0,,,,6.4,,204.0,,,,True,,False
19119,309,112.0,,,,238.2,,56.0,-197.0,,,,-70.8,,-253.0,,,,True,,False
19121,146,176.0,,,,97.5,,252.0,30.0,,,,-48.5,,106.0,,,,False,,False
19123,311,32.0,,,,15.4,,96.0,-279.0,,,,-295.6,,-215.0,,,,False,,True
19125,629,168.0,,,,102.4,,91.0,-461.0,,,,-526.6,,-538.0,,,,False,,False
19127,388,456.0,,,,289.2,,110.0,68.0,,,,-98.8,,-278.0,,,,False,,False
19129,132,80.0,,,,186.0,,83.0,-52.0,,,,54.0,,-49.0,,,,False,,True
19131,129,16.0,,,,47.1,,2.0,-113.0,,,,-81.9,,-127.0,,,,True,,False
19133,84,8.0,,,,37.9,,2.0,-76.0,,,,-46.1,,-82.0,,,,True,,False
19135,92,48.0,,,,45.3,,84.0,-44.0,,,,-46.7,,-8.0,,,,False,,True
19137,54,128.0,,,,,,128.0,74.0,,,,,,74.0,,,,,,False
19139,318,248.0,,,,201.3,,137.0,-70.0,,,,-116.7,,-181.0,,,,False,,False
19141,316,168.0,,,,78.5,,277.0,-148.0,,,,-237.5,,-39.0,,,,False,,True
19143,102,48.0,,,,18.8,,76.0,-54.0,,,,-83.2,,-26.0,,,,False,,True
19145,155,184.0,,,,213.7,,115.0,29.0,,,,58.7,,-40.0,,,,False,,False
19147,151,80.0,,,,56.9,,45.0,-71.0,,,,-94.1,,-106.0,,,,False,,False
19149,799,136.0,,,,83.8,,58.0,-663.0,,,,-715.2,,-741.0,,,,False,,False
19151,91,16.0,,,,75.2,,7.0,-75.0,,,,-15.8,,-84.0,,,,True,,False
19153,6227,4912.0,3432.5,,,4322.2,,3330.0,-1315.0,-2794.5,,,-1904.8,,-2897.0,False,,,False,,False
19155,1014,880.0,490.4,,,1055.4,,706.0,-134.0,-523.6,,,41.4,,-308.0,False,,,True,,False
19157,197,96.0,,,,175.0,,123.0,-101.0,,,,-22.0,,-74.0,,,,True,,True
19159,37,0.0,,,,11.6,,0.0,-37.0,,,,-25.4,,-37.0,,,,True,,False
19161,202,24.0,,,,43.4,,47.0,-178.0,,,,-158.6,,-155.0,,,,True,,True
19163,1582,1120.0,3820.1,,,570.1,,845.0,-462.0,2238.1,,,-1011.9,,-737.0,False,,,False,,False
19165,103,216.0,,,,103.7,,147.0,113.0,,,,0.7,,44.0,,,,True,,True
19167,1234,296.0,,,,160.2,,216.0,-938.0,,,,-1073.8,,-1018.0,,,,False,,False
19169,2391,472.0,740.4,,,297.6,,256.0,-1919.0,-1650.6,,,-2093.4,,-2135.0,True,,,False,,False
19171,242,112.0,,,,91.9,,53.0,-130.0,,,,-150.1,,-189.0,,,,False,,False
19173,66,40.0,,,,36.6,,15.0,-26.0,,,,-29.4,,-51.0,,,,False,,False
19175,77,56.0,,,,37.4,,110.0,-21.0,,,,-39.6,,33.0,,,,False,,False
19177,94,32.0,,,,66.0,,23.0,-62.0,,,,-28.0,,-71.0,,,,True,,False
19179,493,416.0,,,,545.9,,203.0,-77.0,,,,52.9,,-290.0,,,,True,,False
19181,438,320.0,1089.1,,,144.8,,188.0,-118.0,651.1,,,-293.2,,-250.0,False,,,False,,False
19183,217,104.0,,,,78.7,,106.0,-113.0,,,,-138.3,,-111.0,,,,False,,True
19185,83,32.0,,,,,,44.0,-51.0,,,,,,-39.0,,,,,,True
19187,805,736.0,,,,1097.8,,310.0,-69.0,,,,292.8,,-495.0,,,,False,,False
19189,261,64.0,,,,37.9,,29.0,-197.0,,,,-223.1,,-232.0,,,,False,,False
19191,258,136.0,,,,45.2,,185.0,-122.0,,,,-212.8,,-73.0,,,,False,,True
19193,2190,688.0,919.2,,,599.7,,331.0,-1502.0,-1270.8,,,-1590.3,,-1859.0,True,,,False,,False
19195,50,48.0,,,,84.7,,18.0,-2.0,,,,34.7,,-32.0,,,,False,,False
19197,155,200.0,,,,358.8,,98.0,45.0,,,,203.8,,-57.0,,,,False,,False
20001,57,8.0,,,,,,11.0,-49.0,,,,,,-46.0,,,,,,True
20003,55,16.0,,,,,,9.0,-39.0,,,,,,-46.0,,,,,,False
20005,318,24.0,,,,7.2,,27.0,-294.0,,,,-310.8,,-291.0,,,,False,,True
20007,11,0.0,,,,,,0.0,-11.0,,,,,,-11.0,,,,,,False
20009,419,200.0,,,,76.3,,277.0,-219.0,,,,-342.7,,-142.0,,,,False,,True
20011,110,64.0,,,,215.0,,33.0,-46.0,,,,105.0,,-77.0,,,,False,,False
20013,114,40.0,,,,22.6,,37.0,-74.0,,,,-91.4,,-77.0,,,,False,,False
20015,763,440.0,707.7,,,456.3,,651.0,-323.0,-55.3,,,-306.7,,-112.0,True,,,True,,True
20017,43,288.0,,,,98.1,,83.0,245.0,,,,55.1,,40.0,,,,True,,True
20019,16,0.0,,,,,,0.0,-16.0,,,,,,-16.0,,,,,,False
20021,422,360.0,,,,261.1,,365.0,-62.0,,,,-160.9,,-57.0,,,,False,,True
20023,69,8.0,,,,,,2.0,-61.0,,,,,,-67.0,,,,,,False
20025,11,8.0,,,,10.6,,4.0,-3.0,,,,-0.4,,-7.0,,,,True,,False
20027,44,24.0,,,,,,17.0,-20.0,,,,,,-27.0,,,,,,False
20029,42,24.0,,,,7.1,,11.0,-18.0,,,,-34.9,,-31.0,,,,False,,False
20031,62,16.0,,,,10.7,,8.0,-46.0,,,,-51.3,,-54.0,,,,False,,False
20033,11,16.0,,,,,,6.0,5.0,,,,,,-5.0,,,,,,False
20035,242,112.0,,,,321.6,,111.0,-130.0,,,,79.6,,-131.0,,,,True,,False
20037,766,96.0,,,,62.0,,42.0,-670.0,,,,-704.0,,-724.0,,,,False,,False
20039,23,0.0,,,,,,0.0,-23.0,,,,,,-23.0,,,,,,False
20041,182,56.0,,,,,,38.0,-126.0,,,,,,-144.0,,,,,,False
20043,77,32.0,,,,77.2,,15.0,-45.0,,,,0.2,,-62.0,,,,True,,False
20045,1707,512.0,1109.2,,,259.6,,354.0,-1195.0,-597.8,,,-1447.4,,-1353.0,True,,,False,,False
20047,47,0.0,,,,3.3,,1.0,-47.0,,,,-43.7,,-46.0,,,,True,,True
20049,6,0.0,,,,,,0.0,-6.0,,,,,,-6.0,,,,,,False
20051,951,104.0,,,,143.3,,103.0,-847.0,,,,-807.7,,-848.0,,,,True,,False
20053,42,24.0,,,,,,15.0,-18.0,,,,,,-27.0,,,,,,False
20055,548,368.0,,,,142.2,,3.0,-180.0,,,,-405.8,,-545.0,,,,False,,False
20057,899,344.0,,,,266.8,,0.0,-555.0,,,,-632.2,,-899.0,,,,False,,False
20059,240,232.0,,,,396.9,,202.0,-8.0,,,,156.9,,-38.0,,,,False,,False
20061,350,96.0,,,,26.6,,88.0,-254.0,,,,-323.4,,-262.0,,,,False,,False
20063,80,24.0,,,,,,55.0,-56.0,,,,,,-25.0,,,,,,True
20065,24,0.0,,,,,,10.0,-24.0,,,,,,-14.0,,,,,,True
20067,226,128.0,,,,67.2,,43.0,-98.0,,,,-158.8,,-183.0,,,,False,,False
20069,69,48.0,,,,80.2,,42.0,-21.0,,,,11.2,,-27.0,,,,True,,False
20071,10,8.0,,,,,,1.0,-2.0,,,,,,-9.0,,,,,,False
20073,30,8.0,,,,22.8,,29.0,-22.0,,,,-7.2,,-1.0,,,,True,,True
20075,11,0.0,,,,11.1,,3.0,-11.0,,,,0.1,,-8.0,,,,True,,True
20077,111,16.0,,,,10.5,,7.0,-95.0,,,,-100.5,,-104.0,,,,False,,False
20079,177,296.0,,,,308.3,,261.0,119.0,,,,131.3,,84.0,,,,False,,True
20081,89,0.0,,,,3.1,,2.0,-89.0,,,,-85.9,,-87.0,,,,True,,True
20083,15,0.0,,,,,,1.0,-15.0,,,,,,-14.0,,,,,,True
20085,107,16.0,,,,77.2,,18.0,-91.0,,,,-29.8,,-89.0,,,,True,,True
20087,127,136.0,,,,52.8,,224.0,9.0,,,,-74.2,,97.0,,,,False,,False
20089,6,16.0,,,,27.1,,13.0,10.0,,,,21.1,,7.0,,,,False,,True
20091,6157,5032.0,6817.0,,,2516.6,,3935.0,-1125.0,660.0,,,-3640.4,,-2222.0,True,,,False,,False
20093,43,16.0,,,,10.3,,9.0,-27.0,,,,-32.7,,-34.0,,,,False,,False
20095,86,64.0,,,,43.7,,157.0,-22.0,,,,-42.3,,71.0,,,,False,,False
20097,21,8.0,,,,12.1,,2.0,-13.0,,,,-8.9,,-19.0,,,,True,,False
20099,122,208.0,,,,184.6,,93.0,86.0,,,,62.6,,-29.0,,,,True,,True
20101,12,0.0,,,,,,0.0,-12.0,,,,,,-12.0,,,,,,False
20103,835,536.0,5.1,,,543.6,,152.0,-299.0,-829.9,,,-291.4,,-683.0,False,,,True,,False
20105,8,0.0,,,,4.1,,0.0,-8.0,,,,-3.9,,-8.0,,,,True,,False
20107,53,40.0,,,,85.4,,44.0,-13.0,,,,32.4,,-9.0,,,,False,,True
20109,33,0.0,,,,,,0.0,-33.0,,,,,,-33.0,,,,,,False
20111,487,424.0,,,,306.3,,104.0,-63.0,,,,-180.7,,-383.0,,,,False,,False
20113,148,104.0,,,,76.6,,98.0,-44.0,,,,-71.4,,-50.0,,,,False,,False
20115,55,48.0,,,,,,20.0,-7.0,,,,,,-35.0,,,,,,False
20117,31,0.0,,,,6.6,,3.0,-31.0,,,,-24.4,,-28.0,,,,True,,True
20119,103,40.0,,,,44.6,,15.0,-63.0,,,,-58.4,,-88.0,,,,True,,False
20121,287,128.0,,,,120.4,,144.0,-159.0,,,,-166.6,,-143.0,,,,False,,True
20123,20,0.0,,,,,,3.0,-20.0,,,,,,-17.0,,,,,,True
20125,308,96.0,,,,87.3,,139.0,-212.0,,,,-220.7,,-169.0,,,,False,,True
20127,34,16.0,,,,7.2,,32.0,-18.0,,,,-26.8,,-2.0,,,,False,,True
20129,12,0.0,,,,0.8,,0.0,-12.0,,,,-11.2,,-12.0,,,,True,,False
20131,88,16.0,,,,83.4,,18.0,-72.0,,,,-4.6,,-70.0,,,,True,,True
20133,126,64.0,,,,60.9,,34.0,-62.0,,,,-65.1,,-92.0,,,,False,,False
20135,95,8.0,,,,,,3.0,-87.0,,,,,,-92.0,,,,,,False
20137,17,0.0,,,,,,2.0,-17.0,,,,,,-15.0,,,,,,True
20139,77,16.0,,,,39.6,,13.0,-61.0,,,,-37.4,,-64.0,,,,True,,False
20141,8,0.0,,,,,,2.0,-8.0,,,,,,-6.0,,,,,,True
20143,25,32.0,,,,,,16.0,7.0,,,,,,-9.0,,,,,,False
20145,456,0.0,,,,13.6,,0.0,-456.0,,,,-442.4,,-456.0,,,,True,,False
20147,83,32.0,,,,,,16.0,-51.0,,,,,,-67.0,,,,,,False
20149,187,40.0,,,,55.3,,27.0,-147.0,,,,-131.7,,-160.0,,,,True,,False
20151,46,0.0,,,,9.8,,4.0,-46.0,,,,-36.2,,-42.0,,,,True,,True
20153,55,0.0,,,,,,,-55.0,,,,,,,,,,,,
20155,928,424.0,678.4,,,239.1,,389.0,-504.0,-249.6,,,-688.9,,-539.0,True,,,False,,False
20157,18,40.0,,,,54.7,,29.0,22.0,,,,36.7,,11.0,,,,False,,True
20159,49,80.0,,,,,,129.0,31.0,,,,,,80.0,,,,,,False
20161,1436,224.0,745.0,,,340.8,,145.0,-1212.0,-691.0,,,-1095.2,,-1291.0,True,,,True,,False
20163,98,16.0,,,,,,15.0,-82.0,,,,,,-83.0,,,,,,False
20165,67,8.0,,,,,,4.0,-59.0,,,,,,-63.0,,,,,,False
20167,99,24.0,,,,23.4,,32.0,-75.0,,,,-75.6,,-67.0,,,,False,,True
20169,428,256.0,1051.5,,,291.2,,169.0,-172.0,623.5,,,-136.8,,-259.0,False,,,True,,False
20171,88,152.0,,,,57.4,,99.0,64.0,,,,-30.6,,11.0,,,,True,,True
20173,4747,5280.0,14096.1,,,3401.9,,4409.0,533.0,9349.1,,,-1345.1,,-338.0,False,,,False,,True
20175,642,256.0,,,,301.7,,0.0,-386.0,,,,-340.3,,-642.0,,,,True,,False
20177,1355,960.0,2766.5,,,765.4,,645.0,-395.0,1411.5,,,-589.6,,-710.0,False,,,False,,False
20179,25,0.0,,,,1.5,,0.0,-25.0,,,,-23.5,,-25.0,,,,True,,False
20181,29,8.0,,,,,,22.0,-21.0,,,,,,-7.0,,,,,,True
20183,9,0.0,,,,,,0.0,-9.0,,,,,,-9.0,,,,,,False
20185,57,0.0,,,,,,2.0,-57.0,,,,,,-55.0,,,,,,True
20187,74,16.0,,,,14.8,,6.0,-58.0,,,,-59.2,,-68.0,,,,False,,False
20189,126,16.0,,,,13.9,,9.0,-110.0,,,,-112.1,,-117.0,,,,False,,False
20191,115,16.0,,,,68.2,,36.0,-99.0,,,,-46.8,,-79.0,,,,True,,True
20193,146,32.0,,,,115.1,,21.0,-114.0,,,,-30.9,,-125.0,,,,True,,False
20195,56,8.0,,,,,,1.0,-48.0,,,,,,-55.0,,,,,,False
20197,30,24.0,,,,11.3,,4.0,-6.0,,,,-18.7,,-26.0,,,,False,,False
20199,19,0.0,,,,,,,-19.0,,,,,,,,,,,,
20201,21,0.0,,,,,,0.0,-21.0,,,,,,-21.0,,,,,,False
20203,2,8.0,,,,,,9.0,6.0,,,,,,7.0,,,,,,False
20205,54,24.0,,,,17.7,,32.0,-30.0,,,,-36.3,,-22.0,,,,False,,True
20207,13,0.0,,,,,,0.0,-13.0,,,,,,-13.0,,,,,,False
20209,2408,3928.0,4687.0,,,3453.0,,685.0,1520.0,2279.0,,,1045.0,,-1723.0,False,,,True,,False
21001,132,16.0,,,,90.7,,4.0,-116.0,,,,-41.3,,-128.0,,,,True,,False
21003,166,72.0,,,,48.8,,59.0,-94.0,,,,-117.2,,-107.0,,,,False,,False
21005,97,72.0,,,,168.6,,23.0,-25.0,,,,71.6,,-74.0,,,,False,,False
21007,23,48.0,,,,31.6,,106.0,25.0,,,,8.6,,83.0,,,,True,,False
21009,454,304.0,,,,163.2,,94.0,-150.0,,,,-290.8,,-360.0,,,,False,,False
21011,55,24.0,,,,40.7,,13.0,-31.0,,,,-14.3,,-42.0,,,,True,,False
21013,216,336.0,,,,562.2,,93.0,120.0,,,,346.2,,-123.0,,,,False,,False
21015,563,728.0,523.9,,,635.8,,786.0,165.0,-39.1,,,72.8,,223.0,True,,,True,,False
21017,135,72.0,,,,119.1,,108.0,-63.0,,,,-15.9,,-27.0,,,,True,,True
21019,311,192.0,,,,136.5,,76.0,-119.0,,,,-174.5,,-235.0,,,,False,,False
21021,146,192.0,,,,80.3,,58.0,46.0,,,,-65.7,,-88.0,,,,False,,False
21023,12,32.0,,,,27.7,,52.0,20.0,,,,15.7,,40.0,,,,True,,False
21025,68,24.0,,,,,,11.0,-44.0,,,,,,-57.0,,,,,,False
21027,77,128.0,,,,52.8,,225.0,51.0,,,,-24.2,,148.0,,,,True,,False
21029,584,416.0,389.2,,,319.7,,428.0,-168.0,-194.8,,,-264.3,,-156.0,False,,,False,,True
21031,59,24.0,,,,44.8,,6.0,-35.0,,,,-14.2,,-53.0,,,,True,,False
21033,119,24.0,,,,6.7,,107.0,-95.0,,,,-112.3,,-12.0,,,,False,,True
21035,421,416.0,,,,452.3,,477.0,-5.0,,,,31.3,,56.0,,,,False,,False
21037,350,400.0,410.9,,,468.3,,510.0,50.0,60.9,,,118.3,,160.0,False,,,False,,False
21039,42,128.0,,,,,,94.0,86.0,,,,,,52.0,,,,,,True
21041,49,144.0,,,,490.5,,135.0,95.0,,,,441.5,,86.0,,,,False,,True
21043,119,48.0,,,,92.2,,13.0,-71.0,,,,-26.8,,-106.0,,,,True,,False
21045,109,208.0,,,,259.5,,145.0,99.0,,,,150.5,,36.0,,,,False,,True
21047,908,224.0,1404.2,,,245.8,,43.0,-684.0,496.2,,,-662.2,,-865.0,True,,,True,,False
21049,193,112.0,,,,91.3,,68.0,-81.0,,,,-101.7,,-125.0,,,,False,,False
21051,194,64.0,,,,103.2,,15.0,-130.0,,,,-90.8,,-179.0,,,,True,,False
21053,112,48.0,,,,,,21.0,-64.0,,,,,,-91.0,,,,,,False
21055,93,32.0,,,,,,54.0,-61.0,,,,,,-39.0,,,,,,True
21057,62,96.0,,,,,,70.0,34.0,,,,,,8.0,,,,,,True
21059,741,528.0,315.2,,,950.6,,334.0,-213.0,-425.8,,,209.6,,-407.0,False,,,True,,False
21061,40,80.0,,,,60.8,,179.0,40.0,,,,20.8,,139.0,,,,True,,False
21063,33,32.0,,,,20.8,,263.0,-1.0,,,,-12.2,,230.0,,,,False,,False
21065,170,72.0,,,,,,223.0,-98.0,,,,,,53.0,,,,,,True
21067,3934,2992.0,7138.4,,,2509.3,,1990.0,-942.0,3204.4,,,-1424.7,,-1944.0,False,,,False,,False
21069,30,32.0,,,,48.7,,18.0,2.0,,,,18.7,,-12.0,,,,False,,False
21071,118,104.0,,,,330.8,,102.0,-14.0,,,,212.8,,-16.0,,,,False,,False
21073,417,368.0,595.6,,,308.2,,315.0,-49.0,178.6,,,-108.8,,-102.0,False,,,False,,False
21075,96,184.0,,,,78.5,,99.0,88.0,,,,-17.5,,3.0,,,,True,,True
21077,24,0.0,,,,80.1,,6.0,-24.0,,,,56.1,,-18.0,,,,False,,True
21079,108,64.0,,,,134.4,,14.0,-44.0,,,,26.4,,-94.0,,,,True,,False
21081,71,144.0,,,,140.3,,262.0,73.0,,,,69.3,,191.0,,,,True,,False
21083,213,456.0,,,,137.1,,214.0,243.0,,,,-75.9,,1.0,,,,True,,True
21085,216,168.0,,,,59.2,,287.0,-48.0,,,,-156.8,,71.0,,,,False,,False
21087,248,8.0,,,,,,4.0,-240.0,,,,,,-244.0,,,,,,False
21089,344,176.0,,,,308.3,,127.0,-168.0,,,,-35.7,,-217.0,,,,True,,False
21091,44,40.0,,,,38.5,,47.0,-4.0,,,,-5.5,,3.0,,,,False,,True
21093,802,696.0,1881.0,,,317.2,,494.0,-106.0,1079.0,,,-484.8,,-308.0,False,,,False,,False
21095,258,264.0,,,,393.1,,96.0,6.0,,,,135.1,,-162.0,,,,False,,False
21097,68,48.0,,,,125.9,,32.0,-20.0,,,,57.9,,-36.0,,,,False,,False
21099,90,152.0,,,,178.5,,201.0,62.0,,,,88.5,,111.0,,,,False,,False
21101,568,192.0,,,,539.4,,68.0,-376.0,,,,-28.6,,-500.0,,,,True,,False
21103,94,256.0,,,,254.6,,180.0,162.0,,,,160.6,,86.0,,,,True,,True
21105,41,72.0,,,,,,30.0,31.0,,,,,,-11.0,,,,,,True
21107,255,144.0,,,,173.1,,98.0,-111.0,,,,-81.9,,-157.0,,,,True,,False
21109,235,80.0,,,,101.1,,32.0,-155.0,,,,-133.9,,-203.0,,,,True,,False
