,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
12099,6575,8910.0,5962.0,,,,39586.0,7315.7,5067.6,9622.0,,3114.0,2335.0,-613.0,,,,33011.0,740.7,-1507.4,3047.0,,-3461.0,True,,,,False,True,True,False,,False
12101,1751,1722.0,963.0,,,,3260.0,1532.9,1368.6,1588.9,,761.0,-29.0,-788.0,,,,1509.0,-218.1,-382.4,-162.1,,-990.0,False,,,,False,False,False,False,,False
12103,3089,4152.0,3620.0,,,,4621.0,3780.0,1746.5,1731.6,,2121.0,1063.0,531.0,,,,1532.0,691.0,-1342.5,-1357.4,,-968.0,True,,,,False,True,False,False,,True
12105,4196,5076.0,2865.0,,,,4335.0,4728.4,1926.0,5190.9,,2084.0,880.0,-1331.0,,,,139.0,532.4,-2270.0,994.9,,-2112.0,False,,,,True,True,False,False,,False
12107,451,642.0,350.0,,,,855.0,457.4,439.5,626.2,,285.0,191.0,-101.0,,,,404.0,6.4,-11.5,175.2,,-166.0,True,,,,False,True,True,True,,True
12109,1360,1134.0,481.0,,,,1368.0,768.5,844.4,404.5,,670.0,-226.0,-879.0,,,,8.0,-591.5,-515.6,-955.5,,-690.0,False,,,,True,False,False,False,,False
12111,1604,2358.0,1806.0,,,,1925.0,1511.4,1236.9,1814.6,,1024.0,754.0,202.0,,,,321.0,-92.6,-367.1,210.6,,-580.0,True,,,,True,True,True,True,,True
12113,1006,1470.0,1700.0,,,,1616.0,1144.0,467.0,1821.5,,407.0,464.0,694.0,,,,610.0,138.0,-539.0,815.5,,-599.0,False,,,,False,True,False,False,,False
12115,1354,1968.0,809.0,,,,1527.0,1635.5,770.4,1543.5,,1061.0,614.0,-545.0,,,,173.0,281.5,-583.6,189.5,,-293.0,True,,,,True,True,True,True,,True
12117,1467,1866.0,1381.0,,,,2208.0,1423.8,1102.9,754.6,,929.0,399.0,-86.0,,,,741.0,-43.2,-364.1,-712.4,,-538.0,True,,,,False,True,True,False,,False
12119,734,1374.0,1221.0,,,,1287.0,897.8,592.2,1232.7,,973.0,640.0,487.0,,,,553.0,163.8,-141.8,498.7,,239.0,True,,,,True,True,True,True,,True
12121,445,522.0,889.0,,,,1602.0,231.4,905.3,542.6,,0.0,77.0,444.0,,,,1157.0,-213.6,460.3,97.6,,-445.0,False,,,,False,False,False,False,,False
12123,199,324.0,351.0,,,,1635.0,149.7,605.0,421.2,,0.0,125.0,152.0,,,,1436.0,-49.3,406.0,222.2,,-199.0,False,,,,False,True,False,False,,False
12125,466,270.0,328.0,,,,769.0,49.6,103.5,255.6,,47.0,-196.0,-138.0,,,,303.0,-416.4,-362.5,-210.4,,-419.0,True,,,,False,False,False,False,,False
12127,2210,2790.0,1736.0,,,,2274.0,2666.9,1261.2,2785.1,,1340.0,580.0,-474.0,,,,64.0,456.9,-948.8,575.1,,-870.0,True,,,,True,True,False,True,,False
12129,308,504.0,726.0,,,,1505.0,156.6,261.6,491.7,,159.0,196.0,418.0,,,,1197.0,-151.4,-46.4,183.7,,-149.0,False,,,,False,True,True,True,,True
12131,442,516.0,259.0,,,,718.0,250.6,431.3,488.0,,164.0,74.0,-183.0,,,,276.0,-191.4,-10.7,46.0,,-278.0,False,,,,False,False,True,True,,False
12133,116,312.0,37.0,,,,436.0,72.4,38.3,95.7,,34.0,196.0,-79.0,,,,320.0,-43.6,-77.7,-20.3,,-82.0,True,,,,False,True,True,True,,True
13001,209,444.0,260.0,,,,334.0,75.2,216.0,773.6,,26.0,235.0,51.0,,,,125.0,-133.8,7.0,564.6,,-183.0,True,,,,True,True,True,False,,True
13003,68,174.0,107.0,,,,171.0,40.4,144.2,93.5,,13.0,106.0,39.0,,,,103.0,-27.6,76.2,25.5,,-55.0,True,,,,True,True,True,True,,True
13005,121,84.0,69.0,,,,245.0,19.0,82.9,39.8,,22.0,-37.0,-52.0,,,,124.0,-102.0,-38.1,-81.2,,-99.0,False,,,,False,False,False,False,,False
13007,15,6.0,0.0,,,,55.0,1.4,1.2,14.1,,5.0,-9.0,-15.0,,,,40.0,-13.6,-13.8,-0.9,,-10.0,False,,,,False,False,False,True,,False
13009,859,852.0,1100.0,,,,389.0,419.5,708.0,696.3,,319.0,-7.0,241.0,,,,-470.0,-439.5,-151.0,-162.7,,-540.0,False,,,,False,False,False,False,,False
13011,175,174.0,172.0,,,,136.0,55.3,182.2,132.1,,126.0,-1.0,-3.0,,,,-39.0,-119.7,7.2,-42.9,,-49.0,False,,,,False,False,False,False,,False
13013,690,996.0,1328.0,,,,592.0,728.5,388.4,961.1,,489.0,306.0,638.0,,,,-98.0,38.5,-301.6,271.1,,-201.0,False,,,,True,True,True,True,,True
13015,775,1152.0,1032.0,,,,860.0,760.2,666.7,950.2,,520.0,377.0,257.0,,,,85.0,-14.8,-108.3,175.2,,-255.0,True,,,,True,True,True,True,,True
13017,224,306.0,489.0,,,,235.0,144.8,344.5,335.6,,69.0,82.0,265.0,,,,11.0,-79.2,120.5,111.6,,-155.0,False,,,,True,True,False,False,,False
13019,102,156.0,161.0,,,,401.0,62.4,60.9,131.1,,71.0,54.0,59.0,,,,299.0,-39.6,-41.1,29.1,,-31.0,False,,,,False,True,True,True,,True
13021,1658,2994.0,3427.0,,,,1613.0,1774.8,1397.6,2945.7,,914.0,1336.0,1769.0,,,,-45.0,116.8,-260.4,1287.7,,-744.0,False,,,,True,True,True,True,,True
13023,139,204.0,229.0,,,,116.0,35.3,146.5,236.2,,47.0,65.0,90.0,,,,-23.0,-103.7,7.5,97.2,,-92.0,False,,,,True,False,True,False,,False
13025,65,108.0,87.0,,,,232.0,30.2,60.6,54.2,,66.0,43.0,22.0,,,,167.0,-34.8,-4.4,-10.8,,1.0,True,,,,False,True,True,True,,True
13027,79,144.0,69.0,,,,446.0,14.8,47.8,123.8,,43.0,65.0,-10.0,,,,367.0,-64.2,-31.2,44.8,,-36.0,True,,,,False,True,True,True,,True
13029,385,342.0,220.0,,,,215.0,175.4,41.1,165.6,,137.0,-43.0,-165.0,,,,-170.0,-209.6,-343.9,-219.4,,-248.0,False,,,,False,False,False,False,,False
13031,1446,522.0,194.0,,,,616.0,221.6,152.0,374.5,,192.0,-924.0,-1252.0,,,,-830.0,-1224.4,-1294.0,-1071.5,,-1254.0,False,,,,True,False,False,False,,False
13033,226,456.0,464.0,,,,212.0,195.8,278.4,457.5,,158.0,230.0,238.0,,,,-14.0,-30.2,52.4,231.5,,-68.0,False,,,,True,True,True,False,,True
13035,153,138.0,74.0,,,,190.0,19.4,51.1,215.3,,78.0,-15.0,-79.0,,,,37.0,-133.6,-101.9,62.3,,-75.0,False,,,,False,False,False,False,,False
13037,34,66.0,45.0,,,,127.0,12.1,41.9,51.7,,22.0,32.0,11.0,,,,93.0,-21.9,7.9,17.7,,-12.0,True,,,,False,True,True,True,,True
13039,393,504.0,418.0,,,,429.0,381.1,167.5,366.5,,238.0,111.0,25.0,,,,36.0,-11.9,-225.5,-26.5,,-155.0,True,,,,True,True,False,True,,False
13043,171,144.0,49.0,,,,110.0,62.4,38.6,194.9,,38.0,-27.0,-122.0,,,,-61.0,-108.6,-132.4,23.9,,-133.0,False,,,,False,False,False,True,,False
13045,685,948.0,937.0,,,,924.0,294.7,615.4,1006.2,,777.0,263.0,252.0,,,,239.0,-390.3,-69.6,321.2,,92.0,True,,,,True,False,True,False,,True
13047,448,474.0,426.0,,,,562.0,253.1,122.0,615.1,,303.0,26.0,-22.0,,,,114.0,-194.9,-326.0,167.1,,-145.0,True,,,,False,False,False,False,,False
13049,113,468.0,188.0,,,,346.0,144.0,41.9,470.0,,48.0,355.0,75.0,,,,233.0,31.0,-71.1,357.0,,-65.0,True,,,,True,True,True,False,,True
13051,2014,2496.0,1413.0,,,,1790.0,1847.5,1510.6,1447.2,,911.0,482.0,-601.0,,,,-224.0,-166.5,-503.4,-566.8,,-1103.0,False,,,,True,True,False,False,,False
13053,756,720.0,206.0,,,,133.0,365.4,328.9,294.5,,0.0,-36.0,-550.0,,,,-623.0,-390.6,-427.1,-461.5,,-756.0,False,,,,False,False,False,False,,False
13055,391,372.0,205.0,,,,220.0,231.7,208.6,436.2,,158.0,-19.0,-186.0,,,,-171.0,-159.3,-182.4,45.2,,-233.0,False,,,,False,False,False,False,,False
13057,1899,2280.0,1700.0,,,,1716.0,2267.6,1853.3,1908.8,,1017.0,381.0,-199.0,,,,-183.0,368.6,-45.7,9.8,,-882.0,True,,,,True,True,True,True,,False
13059,2711,1410.0,2749.0,,,,942.0,1188.0,1129.9,1149.8,,610.0,-1301.0,38.0,,,,-1769.0,-1523.0,-1581.1,-1561.2,,-2101.0,True,,,,False,False,False,False,,False
13061,16,42.0,42.0,,,,28.0,3.0,13.9,42.6,,10.0,26.0,26.0,,,,12.0,-13.0,-2.1,26.6,,-6.0,False,,,,True,True,True,False,,True
13063,1250,3180.0,3797.0,,,,2645.0,2244.3,2858.4,2441.6,,1644.0,1930.0,2547.0,,,,1395.0,994.3,1608.4,1191.6,,394.0,False,,,,True,True,True,True,,True
13065,122,312.0,275.0,,,,211.0,142.1,69.0,267.3,,36.0,190.0,153.0,,,,89.0,20.1,-53.0,145.3,,-86.0,True,,,,True,True,True,True,,True
13067,4152,5940.0,5057.0,,,,5326.0,5957.5,3242.1,3401.2,,2153.0,1788.0,905.0,,,,1174.0,1805.5,-909.9,-750.8,,-1999.0,True,,,,True,False,True,True,,False
13069,405,636.0,579.0,,,,784.0,372.8,645.6,367.9,,130.0,231.0,174.0,,,,379.0,-32.2,240.6,-37.1,,-275.0,True,,,,False,True,False,True,,False
13071,279,342.0,440.0,,,,770.0,70.0,229.9,132.8,,150.0,63.0,161.0,,,,491.0,-209.0,-49.1,-146.2,,-129.0,False,,,,False,False,True,False,,False
13073,905,2040.0,1122.0,,,,1096.0,1334.9,449.9,1355.6,,984.0,1135.0,217.0,,,,191.0,429.9,-455.1,450.6,,79.0,True,,,,True,True,True,True,,True
13075,61,132.0,73.0,,,,397.0,26.7,128.1,85.8,,55.0,71.0,12.0,,,,336.0,-34.3,67.1,24.8,,-6.0,True,,,,False,True,True,True,,True
13077,690,1332.0,860.0,,,,959.0,577.9,1115.6,883.8,,1170.0,642.0,170.0,,,,269.0,-112.1,425.6,193.8,,480.0,True,,,,True,True,True,True,,True
13079,43,90.0,114.0,,,,59.0,36.2,37.6,55.8,,96.0,47.0,71.0,,,,16.0,-6.8,-5.4,12.8,,53.0,False,,,,True,True,True,True,,False
13081,157,90.0,160.0,,,,263.0,25.6,92.0,65.9,,55.0,-67.0,3.0,,,,106.0,-131.4,-65.0,-91.1,,-102.0,True,,,,False,False,True,False,,False
13083,112,144.0,252.0,,,,151.0,81.5,52.9,104.7,,140.0,32.0,140.0,,,,39.0,-30.5,-59.1,-7.3,,28.0,False,,,,False,True,False,True,,True
13085,258,648.0,573.0,,,,153.0,551.9,101.9,552.5,,236.0,390.0,315.0,,,,-105.0,293.9,-156.1,294.5,,-22.0,True,,,,True,True,True,True,,True
13087,285,456.0,84.0,,,,450.0,134.0,67.4,518.0,,60.0,171.0,-201.0,,,,165.0,-151.0,-217.6,233.0,,-225.0,False,,,,True,True,False,False,,False
13089,3224,5604.0,5456.0,,,,6012.0,3744.6,3048.3,4690.6,,2441.0,2380.0,2232.0,,,,2788.0,520.6,-175.7,1466.6,,-783.0,True,,,,False,True,True,True,,True
13091,161,180.0,220.0,,,,225.0,139.3,147.6,75.6,,95.0,19.0,59.0,,,,64.0,-21.7,-13.4,-85.4,,-66.0,False,,,,False,False,True,False,,False
13093,76,72.0,76.0,,,,142.0,12.3,48.7,54.6,,38.0,-4.0,0.0,,,,66.0,-63.7,-27.3,-21.4,,-38.0,True,,,,False,False,False,False,,False
13095,294,498.0,380.0,,,,1094.0,104.3,284.6,567.2,,193.0,204.0,86.0,,,,800.0,-189.7,-9.4,273.2,,-101.0,True,,,,False,True,True,False,,True
13097,641,936.0,353.0,,,,1141.0,666.2,284.2,741.3,,320.0,295.0,-288.0,,,,500.0,25.2,-356.8,100.3,,-321.0,True,,,,False,True,False,True,,False
13099,112,90.0,176.0,,,,131.0,4.9,30.5,78.8,,33.0,-22.0,64.0,,,,19.0,-107.1,-81.5,-33.2,,-79.0,False,,,,True,False,False,False,,False
13101,13,24.0,0.0,,,,180.0,0.5,46.5,89.8,,0.0,11.0,-13.0,,,,167.0,-12.5,33.5,76.8,,-13.0,False,,,,False,False,False,False,,False
13103,561,756.0,1329.0,,,,294.0,578.1,434.2,645.7,,527.0,195.0,768.0,,,,-267.0,17.1,-126.8,84.7,,-34.0,False,,,,False,True,True,True,,True
13105,287,222.0,223.0,,,,158.0,45.1,101.7,253.8,,98.0,-65.0,-64.0,,,,-129.0,-241.9,-185.3,-33.2,,-189.0,True,,,,False,False,False,True,,False
13107,448,456.0,407.0,,,,215.0,187.3,77.3,222.2,,128.0,8.0,-41.0,,,,-233.0,-260.7,-370.7,-225.8,,-320.0,False,,,,False,False,False,False,,False
13109,102,120.0,71.0,,,,133.0,29.8,31.5,167.3,,38.0,18.0,-31.0,,,,31.0,-72.2,-70.5,65.3,,-64.0,False,,,,False,False,False,False,,False
13111,297,270.0,203.0,,,,178.0,38.9,97.8,375.0,,110.0,-27.0,-94.0,,,,-119.0,-258.1,-199.2,78.0,,-187.0,False,,,,False,False,False,False,,False
13113,510,846.0,534.0,,,,765.0,331.9,151.3,666.5,,497.0,336.0,24.0,,,,255.0,-178.1,-358.7,156.5,,-13.0,True,,,,True,True,False,True,,True
13115,1310,1254.0,582.0,,,,922.0,513.1,698.5,2213.5,,552.0,-56.0,-728.0,,,,-388.0,-796.9,-611.5,903.5,,-758.0,False,,,,False,False,False,False,,False
13117,1403,1458.0,1030.0,,,,1510.0,1093.4,245.2,1373.7,,812.0,55.0,-373.0,,,,107.0,-309.6,-1157.8,-29.3,,-591.0,False,,,,False,False,False,True,,False
13119,279,270.0,376.0,,,,218.0,53.9,115.0,178.9,,148.0,-9.0,97.0,,,,-61.0,-225.1,-164.0,-100.1,,-131.0,False,,,,False,False,False,False,,False
13121,4372,10530.0,14026.0,,,,7852.0,9734.7,2969.9,11678.0,,4479.0,6158.0,9654.0,,,,3480.0,5362.7,-1402.1,7306.0,,107.0,False,,,,True,True,True,False,,True
13123,140,222.0,71.0,,,,235.0,81.8,64.7,452.3,,68.0,82.0,-69.0,,,,95.0,-58.2,-75.3,312.3,,-72.0,True,,,,False,True,True,False,,True
13125,9,36.0,0.0,,,,10.0,1.3,18.4,34.5,,46.0,27.0,-9.0,,,,1.0,-7.7,9.4,25.5,,37.0,True,,,,True,True,True,True,,False
13127,658,786.0,364.0,,,,716.0,541.4,582.2,513.9,,230.0,128.0,-294.0,,,,58.0,-116.6,-75.8,-144.1,,-428.0,False,,,,True,True,True,False,,False
13129,474,642.0,312.0,,,,521.0,239.1,276.2,708.5,,213.0,168.0,-162.0,,,,47.0,-234.9,-197.8,234.5,,-261.0,True,,,,True,False,False,False,,False
13131,197,414.0,387.0,,,,359.0,260.1,378.2,743.3,,128.0,217.0,190.0,,,,162.0,63.1,181.2,546.3,,-69.0,True,,,,True,True,True,False,,True
13133,120,234.0,185.0,,,,153.0,11.0,22.4,286.8,,89.0,114.0,65.0,,,,33.0,-109.0,-97.6,166.8,,-31.0,True,,,,True,True,True,False,,True
13135,4995,9480.0,11589.0,,,,6609.0,5432.3,5801.2,5905.1,,3657.0,4485.0,6594.0,,,,1614.0,437.3,806.2,910.1,,-1338.0,False,,,,True,True,True,True,,True
13137,466,360.0,167.0,,,,363.0,89.3,252.7,591.3,,146.0,-106.0,-299.0,,,,-103.0,-376.7,-213.3,125.3,,-320.0,False,,,,True,False,False,False,,False
13139,2636,2814.0,2447.0,,,,1927.0,1912.9,1337.8,2646.3,,811.0,178.0,-189.0,,,,-709.0,-723.1,-1298.2,10.3,,-1825.0,False,,,,False,False,False,True,,False
13141,55,48.0,54.0,,,,69.0,4.8,28.9,73.4,,10.0,-7.0,-1.0,,,,14.0,-50.2,-26.1,18.4,,-45.0,True,,,,False,False,False,False,,False
13143,227,222.0,338.0,,,,202.0,117.6,180.9,274.0,,196.0,-5.0,111.0,,,,-25.0,-109.4,-46.1,47.0,,-31.0,False,,,,False,False,False,False,,False
13145,92,168.0,104.0,,,,272.0,25.1,67.1,127.4,,90.0,76.0,12.0,,,,180.0,-66.9,-24.9,35.4,,-2.0,True,,,,False,True,True,True,,True
13147,150,192.0,123.0,,,,204.0,76.4,174.5,107.1,,99.0,42.0,-27.0,,,,54.0,-73.6,24.5,-42.9,,-51.0,True,,,,False,False,True,False,,False
13149,42,36.0,19.0,,,,69.0,16.6,34.5,18.4,,21.0,-6.0,-23.0,,,,27.0,-25.4,-7.5,-23.6,,-21.0,False,,,,False,False,False,False,,False
13151,1312,2358.0,2590.0,,,,1651.0,1615.6,1941.6,1854.2,,1574.0,1046.0,1278.0,,,,339.0,303.6,629.6,542.2,,262.0,False,,,,True,True,True,True,,True
13153,772,1536.0,2274.0,,,,1100.0,1060.4,1085.2,1025.8,,994.0,764.0,1502.0,,,,328.0,288.4,313.2,253.8,,222.0,False,,,,True,True,True,True,,True
13155,130,96.0,49.0,,,,168.0,50.0,155.9,177.9,,47.0,-34.0,-81.0,,,,38.0,-80.0,25.9,47.9,,-83.0,False,,,,False,False,True,False,,False
13157,750,810.0,1278.0,,,,496.0,291.6,78.5,880.5,,498.0,60.0,528.0,,,,-254.0,-458.4,-671.5,130.5,,-252.0,False,,,,False,False,False,False,,False
13159,44,66.0,47.0,,,,77.0,1.9,88.7,160.3,,19.0,22.0,3.0,,,,33.0,-42.1,44.7,116.3,,-25.0,True,,,,False,False,False,False,,False
13161,136,384.0,200.0,,,,225.0,79.4,194.2,706.4,,59.0,248.0,64.0,,,,89.0,-56.6,58.2,570.4,,-77.0,True,,,,True,True,True,False,,True
13163,208,312.0,157.0,,,,156.0,74.7,299.8,313.0,,46.0,104.0,-51.0,,,,-52.0,-133.3,91.8,105.0,,-162.0,True,,,,True,False,True,False,,False
13165,154,132.0,70.0,,,,99.0,23.5,47.5,76.7,,45.0,-22.0,-84.0,,,,-55.0,-130.5,-106.5,-77.3,,-109.0,False,,,,False,False,False,False,,False
13167,138,138.0,84.0,,,,109.0,15.9,117.8,155.1,,53.0,0.0,-54.0,,,,-29.0,-122.1,-20.2,17.1,,-85.0,False,,,,False,False,False,False,,False
13169,203,222.0,208.0,,,,170.0,21.1,149.6,186.7,,137.0,19.0,5.0,,,,-33.0,-181.9,-53.4,-16.3,,-66.0,True,,,,False,False,False,True,,False
13171,69,114.0,49.0,,,,128.0,32.2,25.7,111.9,,49.0,45.0,-20.0,,,,59.0,-36.8,-43.3,42.9,,-20.0,True,,,,False,True,True,True,,True
13173,55,84.0,71.0,,,,289.0,21.6,47.6,106.7,,51.0,29.0,16.0,,,,234.0,-33.4,-7.4,51.7,,-4.0,True,,,,False,False,True,False,,True
13175,493,618.0,254.0,,,,514.0,315.1,356.7,707.3,,167.0,125.0,-239.0,,,,21.0,-177.9,-136.3,214.3,,-326.0,False,,,,True,False,False,False,,False
13177,114,174.0,259.0,,,,239.0,44.8,371.6,195.4,,126.0,60.0,145.0,,,,125.0,-69.2,257.6,81.4,,12.0,False,,,,False,False,False,False,,True
13179,278,384.0,134.0,,,,391.0,193.3,15.5,503.6,,138.0,106.0,-144.0,,,,113.0,-84.7,-262.5,225.6,,-140.0,False,,,,False,True,False,False,,False
13181,30,102.0,84.0,,,,37.0,26.3,0.0,78.7,,46.0,72.0,54.0,,,,7.0,-3.7,-30.0,48.7,,16.0,True,,,,True,True,True,True,,True
13183,87,156.0,194.0,,,,124.0,103.0,28.6,110.8,,175.0,69.0,107.0,,,,37.0,16.0,-58.4,23.8,,88.0,False,,,,True,True,True,True,,False
13185,637,558.0,217.0,,,,1663.0,168.7,209.8,624.7,,93.0,-79.0,-420.0,,,,1026.0,-468.3,-427.2,-12.3,,-544.0,False,,,,False,False,False,True,,False
13187,384,852.0,1770.0,,,,199.0,1021.5,113.9,796.7,,520.0,468.0,1386.0,,,,-185.0,637.5,-270.1,412.7,,136.0,False,,,,True,False,True,True,,True
13189,142,360.0,391.0,,,,166.0,48.9,64.3,237.5,,139.0,218.0,249.0,,,,24.0,-93.1,-77.7,95.5,,-3.0,False,,,,True,True,True,True,,True
13191,68,132.0,102.0,,,,66.0,76.3,64.1,180.0,,66.0,64.0,34.0,,,,-2.0,8.3,-3.9,112.0,,-2.0,True,,,,True,True,True,False,,True
13193,43,30.0,39.0,,,,132.0,3.7,0.0,34.7,,28.0,-13.0,-4.0,,,,89.0,-39.3,-43.0,-8.3,,-15.0,True,,,,False,False,False,True,,False
13195,222,306.0,235.0,,,,201.0,61.0,165.5,145.1,,129.0,84.0,13.0,,,,-21.0,-161.0,-56.5,-76.9,,-93.0,True,,,,True,False,True,True,,False
13197,30,18.0,11.0,,,,48.0,0.5,4.5,67.8,,9.0,-12.0,-19.0,,,,18.0,-29.5,-25.5,37.8,,-21.0,False,,,,False,False,False,False,,False
13199,105,132.0,127.0,,,,163.0,14.8,48.5,119.1,,73.0,27.0,22.0,,,,58.0,-90.2,-56.5,14.1,,-32.0,True,,,,False,False,False,True,,False
13201,83,204.0,63.0,,,,88.0,48.1,101.5,97.1,,43.0,121.0,-20.0,,,,5.0,-34.9,18.5,14.1,,-40.0,True,,,,True,True,True,True,,True
13205,147,132.0,63.0,,,,378.0,14.0,57.1,109.5,,41.0,-15.0,-84.0,,,,231.0,-133.0,-89.9,-37.5,,-106.0,False,,,,False,False,False,False,,False
13207,177,252.0,343.0,,,,190.0,110.1,190.0,289.1,,147.0,75.0,166.0,,,,13.0,-66.9,13.0,112.1,,-30.0,False,,,,True,True,True,False,,True
13209,123,168.0,134.0,,,,96.0,76.7,16.9,258.9,,89.0,45.0,11.0,,,,-27.0,-46.3,-106.1,135.9,,-34.0,True,,,,True,False,False,False,,True
13211,110,366.0,297.0,,,,153.0,109.3,69.0,391.5,,153.0,256.0,187.0,,,,43.0,-0.7,-41.0,281.5,,43.0,True,,,,True,True,True,False,,True
13213,169,168.0,100.0,,,,350.0,59.6,107.2,98.2,,80.0,-1.0,-69.0,,,,181.0,-109.4,-61.8,-70.8,,-89.0,False,,,,False,False,False,False,,False
13215,829,1416.0,695.0,,,,1990.0,383.2,945.9,1028.0,,490.0,587.0,-134.0,,,,1161.0,-445.8,116.9,199.0,,-339.0,True,,,,False,True,True,True,,True
13217,479,966.0,507.0,,,,798.0,526.1,338.3,947.9,,487.0,487.0,28.0,,,,319.0,47.1,-140.7,468.9,,8.0,True,,,,True,True,True,True,,True
13219,262,246.0,197.0,,,,244.0,134.4,31.8,190.8,,167.0,-16.0,-65.0,,,,-18.0,-127.6,-230.2,-71.2,,-95.0,False,,,,False,False,False,False,,False
13221,81,72.0,71.0,,,,84.0,19.3,18.9,486.4,,40.0,-9.0,-10.0,,,,3.0,-61.7,-62.1,405.4,,-41.0,False,,,,True,False,False,False,,False
13223,822,984.0,543.0,,,,1002.0,1070.4,771.0,889.0,,486.0,162.0,-279.0,,,,180.0,248.4,-51.0,67.0,,-336.0,False,,,,False,False,True,True,,False
13225,193,342.0,319.0,,,,207.0,50.1,121.5,361.7,,173.0,149.0,126.0,,,,14.0,-142.9,-71.5,168.7,,-20.0,True,,,,True,True,True,False,,True
13227,153,198.0,50.0,,,,243.0,89.7,66.3,81.0,,67.0,45.0,-103.0,,,,90.0,-63.3,-86.7,-72.0,,-86.0,False,,,,False,False,False,False,,False
13229,132,306.0,425.0,,,,356.0,26.9,103.5,139.3,,144.0,174.0,293.0,,,,224.0,-105.1,-28.5,7.3,,12.0,False,,,,False,True,True,True,,True
13231,85,126.0,124.0,,,,94.0,10.0,31.3,315.0,,64.0,41.0,39.0,,,,9.0,-75.0,-53.7,230.0,,-21.0,True,,,,True,False,False,False,,True
13233,453,732.0,496.0,,,,403.0,227.5,407.1,520.3,,235.0,279.0,43.0,,,,-50.0,-225.5,-45.9,67.3,,-218.0,True,,,,True,True,True,True,,True
13235,159,144.0,202.0,,,,76.0,16.8,34.1,241.2,,48.0,-15.0,43.0,,,,-83.0,-142.2,-124.9,82.2,,-111.0,False,,,,False,False,False,False,,False
13237,158,522.0,545.0,,,,172.0,280.2,889.7,606.7,,198.0,364.0,387.0,,,,14.0,122.2,731.7,448.7,,40.0,False,,,,True,True,False,False,,True
13239,4,6.0,0.0,,,,10.0,0.6,2.9,7.8,,2.0,2.0,-4.0,,,,6.0,-3.4,-1.1,3.8,,-2.0,False,,,,False,False,True,False,,False
13241,129,108.0,43.0,,,,93.0,55.3,65.0,76.8,,38.0,-21.0,-86.0,,,,-36.0,-73.7,-64.0,-52.2,,-91.0,False,,,,False,False,False,False,,False
13243,29,132.0,0.0,,,,76.0,11.5,4.4,146.1,,16.0,103.0,-29.0,,,,47.0,-17.5,-24.6,117.1,,-13.0,True,,,,True,True,True,False,,True
13245,1655,3774.0,3470.0,,,,2147.0,2857.4,1896.8,3357.5,,1145.0,2119.0,1815.0,,,,492.0,1202.4,241.8,1702.5,,-510.0,True,,,,True,True,True,True,,True
13247,313,768.0,483.0,,,,714.0,521.5,217.5,487.2,,357.0,455.0,170.0,,,,401.0,208.5,-95.5,174.2,,44.0,True,,,,True,True,True,True,,True
13249,16,72.0,84.0,,,,28.0,2.5,12.3,223.9,,23.0,56.0,68.0,,,,12.0,-13.5,-3.7,207.9,,7.0,False,,,,True,True,True,False,,True
13251,175,120.0,143.0,,,,89.0,16.3,73.6,53.9,,49.0,-55.0,-32.0,,,,-86.0,-158.7,-101.4,-121.1,,-126.0,True,,,,False,False,False,False,,False
13253,115,120.0,58.0,,,,182.0,9.3,19.9,134.8,,26.0,5.0,-57.0,,,,67.0,-105.7,-95.1,19.8,,-89.0,False,,,,False,False,False,False,,False
13255,267,366.0,200.0,,,,504.0,306.5,470.9,422.0,,200.0,99.0,-67.0,,,,237.0,39.5,203.9,155.0,,-67.0,True,,,,False,True,False,False,,True
13257,368,336.0,268.0,,,,206.0,203.9,354.4,175.0,,107.0,-32.0,-100.0,,,,-162.0,-164.1,-13.6,-193.0,,-261.0,False,,,,False,False,True,False,,False
13259,211,336.0,0.0,,,,110.0,90.2,50.2,137.3,,8.0,125.0,-211.0,,,,-101.0,-120.8,-160.8,-73.7,,-203.0,False,,,,True,True,False,True,,False
13261,124,228.0,258.0,,,,275.0,87.0,178.5,223.4,,118.0,104.0,134.0,,,,151.0,-37.0,54.5,99.4,,-6.0,False,,,,False,True,True,True,,True
13263,14,36.0,18.0,,,,43.0,9.7,36.5,26.4,,15.0,22.0,4.0,,,,29.0,-4.3,22.5,12.4,,1.0,True,,,,False,True,False,True,,True
13265,5,6.0,0.0,,,,7.0,0.3,8.7,,,12.0,1.0,-5.0,,,,2.0,-4.7,3.7,,,7.0,False,,,,False,False,False,,,False
