,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
20047,6,3.0,3.7,,1.0,0.0,,,,,,6.9,,,5.0,,4.7,1.2,,0.6,0.5,,7.0,2.0,,1.5,,,,,,2.0,3.5,20.0,-3.0,-2.3,,-5.0,-6.0,,,,,,0.9,,,-1.0,,-1.3,-4.8,,-5.4,-5.5,,1.0,-4.0,,-4.5,,,,,,-4.0,-2.5,14.0,True,,False,False,,,,,,True,,,True,,True,False,,False,False,,True,False,,False,,,,,,False,True,False
20049,3,0.0,0.0,,0.0,0.0,,,,,,1.1,,,2.0,,0.1,1.0,,,0.0,,0.0,1.0,,0.0,,,,,,0.0,0.2,12.5,-3.0,-3.0,,-3.0,-3.0,,,,,,-1.9,,,-1.0,,-2.9,-2.0,,,-3.0,,-3.0,-2.0,,-3.0,,,,,,-3.0,-2.8,9.5,False,,False,False,,,,,,True,,,True,,True,True,,,True,,False,True,,False,,,,,,False,True,False
20051,118,199.0,210.1,,89.0,113.0,,,,,,90.9,,,89.0,,265.9,46.4,,55.9,58.1,37.0,213.0,33.0,,22.8,,205.7,,,,193.0,159.9,,81.0,92.1,,-29.0,-5.0,,,,,,-27.1,,,-29.0,,147.9,-71.6,,-62.1,-59.9,-81.0,95.0,-85.0,,-95.2,,87.7,,,,75.0,41.9,,False,,True,True,,,,,,True,,,True,,False,True,,True,True,True,False,False,,False,,False,,,,True,True,
20053,30,6.0,6.0,,4.0,0.0,,,,,,3.5,,,9.0,,6.6,1.0,,0.3,0.1,,0.0,6.0,,2.2,,5.1,,,,5.0,4.0,,-24.0,-24.0,,-26.0,-30.0,,,,,,-26.5,,,-21.0,,-23.4,-29.0,,-29.7,-29.9,,-30.0,-24.0,,-27.8,,-24.9,,,,-25.0,-26.0,,True,,False,False,,,,,,False,,,True,,True,False,,False,False,,False,False,,False,,False,,,,False,False,
20055,126,103.0,101.4,,77.0,,,,,,,32.2,,,150.0,,136.5,6.1,,55.0,67.8,4.2,131.0,121.0,,18.5,,86.6,,,,0.0,37.5,,-23.0,-24.6,,-49.0,,,,,,,-93.8,,,24.0,,10.5,-119.9,,-71.0,-58.2,-121.8,5.0,-5.0,,-107.5,,-39.4,,,,-126.0,-88.5,,False,,False,,,,,,,False,,,False,,True,False,,False,False,False,True,True,,False,,False,,,,False,False,
20057,142,167.0,164.2,,142.0,179.0,,,,,,47.7,,,192.0,,193.2,60.9,,40.9,77.4,4.1,184.0,51.0,,27.8,,142.0,,,,0.0,68.4,52.7,25.0,22.2,,0.0,37.0,,,,,,-94.3,,,50.0,,51.2,-81.1,,-101.1,-64.6,-137.9,42.0,-91.0,,-114.2,,-0.0,,,,-142.0,-73.6,-89.3,True,,True,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,True,,,,False,False,False
20059,62,43.0,44.6,,22.0,6.0,,,,,,14.8,,,22.0,,58.0,14.5,,16.4,20.4,29.3,58.0,47.0,,14.7,,39.5,,,,62.0,33.8,,-19.0,-17.4,,-40.0,-56.0,,,,,,-47.2,,,-40.0,,-4.0,-47.5,,-45.6,-41.6,-32.7,-4.0,-15.0,,-47.3,,-22.5,,,,0.0,-28.2,,True,,False,False,,,,,,False,,,False,,True,False,,False,False,False,True,True,,False,,False,,,,True,False,
20061,24,21.0,21.9,,14.0,6.0,,,,,,23.5,,,46.0,,28.9,31.1,,6.8,13.1,0.0,27.0,39.0,,5.4,,18.7,,,,15.0,11.2,9.6,-3.0,-2.1,,-10.0,-18.0,,,,,,-0.5,,,22.0,,4.9,7.1,,-17.2,-10.9,-24.0,3.0,15.0,,-18.6,,-5.3,,,,-9.0,-12.8,-14.4,True,,False,False,,,,,,True,,,False,,False,False,,False,False,False,False,False,,False,,False,,,,False,False,False
20063,52,8.0,7.4,,4.0,0.0,,,,,,5.2,,,6.0,,15.1,3.0,,0.3,0.5,,,0.0,,3.5,,,,,,13.0,2.9,8.1,-44.0,-44.6,,-48.0,-52.0,,,,,,-46.8,,,-46.0,,-36.9,-49.0,,-51.7,-51.5,,,-52.0,,-48.5,,,,,,-39.0,-49.1,-43.9,False,,False,False,,,,,,False,,,False,,True,False,,False,False,,,False,,False,,,,,,True,False,True
20065,3,7.0,6.7,,2.0,0.0,,,,,,1.6,,,2.0,,9.3,1.0,,,0.0,,11.0,2.0,,2.0,,,,,,7.0,0.8,6.4,4.0,3.7,,-1.0,-3.0,,,,,,-1.4,,,-1.0,,6.3,-2.0,,,-3.0,,8.0,-1.0,,-1.0,,,,,,4.0,-2.2,3.4,True,,True,True,,,,,,True,,,True,,False,True,,,True,,False,True,,True,,,,,,False,True,True
20067,46,57.0,57.9,,20.0,35.0,,,,,,18.9,,,20.0,,52.6,8.1,,12.6,18.7,10.3,63.0,1.0,,12.0,,48.1,,,,34.0,19.1,,11.0,11.9,,-26.0,-11.0,,,,,,-27.1,,,-26.0,,6.6,-37.9,,-33.4,-27.3,-35.7,17.0,-45.0,,-34.0,,2.1,,,,-12.0,-26.9,,False,,False,False,,,,,,False,,,False,,True,False,,False,False,False,False,False,,False,,True,,,,False,False,
20069,0,14.0,15.3,,2.0,0.0,,,,,,12.3,,,8.0,,19.2,5.3,,0.1,1.7,0.0,,29.0,,1.1,,13.4,,,,28.0,2.7,,14.0,15.3,,2.0,0.0,,,,,,12.3,,,8.0,,19.2,5.3,,0.1,1.7,0.0,,29.0,,1.1,,13.4,,,,28.0,2.7,,False,,True,True,,,,,,True,,,True,,False,True,,True,True,True,,False,,True,,True,,,,False,True,
20071,5,1.0,1.5,,0.0,0.0,,,,,,1.7,,,6.0,,1.0,0.7,,,0.0,,0.0,1.0,,0.0,,,,,,1.0,0.4,2.6,-4.0,-3.5,,-5.0,-5.0,,,,,,-3.3,,,1.0,,-4.0,-4.3,,,-5.0,,-5.0,-4.0,,-5.0,,,,,,-4.0,-4.6,-2.4,True,,False,False,,,,,,True,,,True,,False,False,,,False,,False,False,,False,,,,,,False,False,True
20073,1,0.0,0.0,,0.0,0.0,,,,,,6.3,,,6.0,,0.1,2.1,,0.5,0.0,,0.0,0.0,,0.3,,0.7,,,,1.0,2.2,9.6,-1.0,-1.0,,-1.0,-1.0,,,,,,5.3,,,5.0,,-0.9,1.1,,-0.5,-1.0,,-1.0,-1.0,,-0.7,,-0.3,,,,0.0,1.2,8.6,False,,False,False,,,,,,False,,,False,,True,False,,True,True,,False,False,,True,,True,,,,True,False,False
20075,1,2.0,2.1,,2.0,0.0,,,,,,2.8,,,8.0,,2.6,0.2,,0.5,0.0,,,3.0,,2.8,,1.7,,,,3.0,0.0,2.3,1.0,1.1,,1.0,-1.0,,,,,,1.8,,,7.0,,1.6,-0.8,,-0.5,-1.0,,,2.0,,1.8,,0.7,,,,2.0,-1.0,1.3,False,,False,False,,,,,,False,,,False,,False,True,,True,True,,,False,,False,,True,,,,False,False,False
20077,0,1.0,5.2,,1.0,4.0,,,,,,8.7,,,11.0,,1.0,2.9,,4.4,0.0,0.0,,4.0,,0.8,,,,,,2.0,1.0,4.1,1.0,5.2,,1.0,4.0,,,,,,8.7,,,11.0,,1.0,2.9,,4.4,0.0,0.0,,4.0,,0.8,,,,,,2.0,1.0,4.1,False,,False,False,,,,,,False,,,False,,False,False,,False,True,True,,False,,True,,,,,,False,False,False
20079,19,17.0,17.0,,17.0,0.0,,,,,,21.5,,,33.0,,22.3,22.1,,4.4,11.0,26.5,21.0,16.0,,7.1,,18.3,,,,22.0,16.3,23.8,-2.0,-2.0,,-2.0,-19.0,,,,,,2.5,,,14.0,,3.3,3.1,,-14.6,-8.0,7.5,2.0,-3.0,,-11.9,,-0.7,,,,3.0,-2.7,4.8,True,,False,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,True,,,,False,False,False
20081,12,0.0,0.0,,0.0,11.0,,,,,,5.7,,,11.0,,0.3,2.2,,0.0,0.0,0.0,2.0,1.0,,1.2,,0.8,,,,2.0,5.3,6.5,-12.0,-12.0,,-12.0,-1.0,,,,,,-6.3,,,-1.0,,-11.7,-9.8,,-12.0,-12.0,-12.0,-10.0,-11.0,,-10.8,,-11.2,,,,-10.0,-6.7,-5.5,False,,False,True,,,,,,True,,,True,,True,True,,True,True,False,True,True,,True,,True,,,,True,True,True
20083,4,1.0,0.5,,0.0,0.0,,,,,,2.6,,,3.0,,1.4,0.1,,0.1,0.0,,0.0,1.0,,0.2,,,,,,1.0,1.8,6.0,-3.0,-3.5,,-4.0,-4.0,,,,,,-1.4,,,-1.0,,-2.6,-3.9,,-3.9,-4.0,,-4.0,-3.0,,-3.8,,,,,,-3.0,-2.2,2.0,False,,False,False,,,,,,True,,,True,,True,False,,False,False,,False,False,,False,,,,,,False,True,True
20085,16,6.0,5.8,,6.0,7.0,,,,,,9.1,,,9.0,,7.0,8.2,,0.3,1.4,15.2,,5.0,,1.3,,4.8,,,,6.0,6.9,21.7,-10.0,-10.2,,-10.0,-9.0,,,,,,-6.9,,,-7.0,,-9.0,-7.8,,-15.7,-14.6,-0.8,,-11.0,,-14.7,,-11.2,,,,-10.0,-9.1,5.7,False,,False,True,,,,,,True,,,True,,True,True,,False,False,True,,False,,False,,False,,,,False,True,True
20087,16,10.0,8.6,,10.0,21.0,,,,,,12.2,,,10.0,,15.2,18.9,,1.7,7.1,27.3,13.0,0.0,,2.9,,9.9,,,,12.0,14.3,25.2,-6.0,-7.4,,-6.0,5.0,,,,,,-3.8,,,-6.0,,-0.8,2.9,,-14.3,-8.9,11.3,-3.0,-16.0,,-13.1,,-6.1,,,,-4.0,-1.7,9.2,False,,False,True,,,,,,True,,,False,,True,True,,False,False,False,True,False,,False,,False,,,,True,True,False
20089,0,2.0,2.0,,2.0,0.0,,,,,,0.5,,,2.0,,2.9,0.6,,0.1,0.1,,0.0,1.0,,1.5,,,,,,5.0,1.8,4.1,2.0,2.0,,2.0,0.0,,,,,,0.5,,,2.0,,2.9,0.6,,0.1,0.1,,0.0,1.0,,1.5,,,,,,5.0,1.8,4.1,True,,False,True,,,,,,True,,,False,,False,True,,True,True,,True,True,,True,,,,,,False,True,False
20091,803,790.0,764.0,947.2,761.0,1045.0,,,,,,719.8,,,645.0,,818.5,1005.2,,760.5,746.9,899.2,888.0,851.0,,590.2,,694.2,623.0,,,823.0,735.6,240.0,-13.0,-39.0,144.2,-42.0,242.0,,,,,,-83.2,,,-158.0,,15.5,202.2,,-42.5,-56.1,96.2,85.0,48.0,,-212.8,,-108.8,-180.0,,,20.0,-67.4,-563.0,False,False,False,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,False,False,,,False,False,False
20093,7,16.0,17.8,,5.0,3.0,,,,,,2.9,,,7.0,,20.8,2.2,,1.6,0.9,,22.0,6.0,,1.7,,13.9,,,,17.0,5.8,,9.0,10.8,,-2.0,-4.0,,,,,,-4.1,,,0.0,,13.8,-4.8,,-5.4,-6.1,,15.0,-1.0,,-5.3,,6.9,,,,10.0,-1.2,,False,,True,True,,,,,,True,,,True,,False,True,,True,True,,False,True,,True,,True,,,,False,True,
20095,12,16.0,16.2,,7.0,5.0,,,,,,4.6,,,7.0,,19.8,10.5,,,6.4,,16.0,29.0,,5.5,,,,,,10.0,12.2,,4.0,4.2,,-5.0,-7.0,,,,,,-7.4,,,-5.0,,7.8,-1.5,,,-5.6,,4.0,17.0,,-6.5,,,,,,-2.0,0.2,,False,,False,False,,,,,,False,,,False,,False,True,,,False,,False,False,,False,,,,,,True,True,
20097,4,7.0,7.2,,2.0,0.0,,,,,,3.3,,,3.0,,9.0,0.7,,0.2,0.1,,0.0,3.0,,2.3,,,,,,7.0,2.7,2.9,3.0,3.2,,-2.0,-4.0,,,,,,-0.7,,,-1.0,,5.0,-3.3,,-3.8,-3.9,,-4.0,-1.0,,-1.7,,,,,,3.0,-1.3,-1.1,False,,True,False,,,,,,True,,,True,,False,False,,False,False,,False,True,,True,,,,,,False,True,True
20099,13,12.0,12.0,,11.0,7.0,,,,,,9.2,,,38.0,,17.9,14.1,,2.5,8.8,24.7,19.0,5.0,,8.1,,10.6,,,,14.0,11.2,17.1,-1.0,-1.0,,-2.0,-6.0,,,,,,-3.8,,,25.0,,4.9,1.1,,-10.5,-4.2,11.7,6.0,-8.0,,-4.9,,-2.4,,,,1.0,-1.8,4.1,False,,False,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,False,,,,False,False,False
20101,3,1.0,0.9,,1.0,0.0,,,,,,1.9,,,3.0,,1.7,0.2,,0.1,0.0,,0.0,0.0,,0.9,,,,,,2.0,1.2,6.3,-2.0,-2.1,,-2.0,-3.0,,,,,,-1.1,,,0.0,,-1.3,-2.8,,-2.9,-3.0,,-3.0,-3.0,,-2.1,,,,,,-1.0,-1.8,3.3,False,,False,False,,,,,,True,,,True,,True,False,,False,False,,False,False,,False,,,,,,True,True,False
20103,213,162.0,160.3,,113.0,,,,,,,64.5,,,138.0,,203.8,107.3,,87.6,77.1,36.2,202.0,141.0,,31.4,,140.4,,,,196.0,134.0,6.0,-51.0,-52.7,,-100.0,,,,,,,-148.5,,,-75.0,,-9.2,-105.7,,-125.4,-135.9,-176.8,-11.0,-72.0,,-181.6,,-72.6,,,,-17.0,-79.0,-207.0,False,,False,,,,,,,False,,,False,,True,False,,False,False,False,True,False,,False,,False,,,,True,False,False
20105,2,0.0,0.3,,0.0,0.0,,,,,,2.4,,,3.0,,0.1,0.7,,,0.0,,0.0,1.0,,0.3,,,,,,0.0,0.5,4.7,-2.0,-1.7,,-2.0,-2.0,,,,,,0.4,,,1.0,,-1.9,-1.3,,,-2.0,,-2.0,-1.0,,-1.7,,,,,,-2.0,-1.5,2.7,True,,False,False,,,,,,True,,,True,,True,True,,,True,,False,True,,True,,,,,,False,True,False
20107,12,5.0,5.2,,5.0,7.0,,,,,,8.0,,,10.0,,6.4,4.0,,1.2,0.7,,7.0,6.0,,2.0,,4.9,,,,3.0,2.6,6.3,-7.0,-6.8,,-7.0,-5.0,,,,,,-4.0,,,-2.0,,-5.6,-8.0,,-10.8,-11.3,,-5.0,-6.0,,-10.0,,-7.1,,,,-9.0,-9.4,-5.7,True,,False,True,,,,,,True,,,True,,True,False,,False,False,,True,True,,False,,False,,,,False,False,True
20109,21,0.0,0.0,,0.0,0.0,,,,,,2.7,,,4.0,,0.0,1.7,,,0.0,,0.0,1.0,,0.0,,,,,,0.0,0.8,,-21.0,-21.0,,-21.0,-21.0,,,,,,-18.3,,,-17.0,,-21.0,-19.3,,,-21.0,,-21.0,-20.0,,-21.0,,,,,,-21.0,-20.2,,False,,False,False,,,,,,True,,,True,,True,True,,,True,,False,True,,False,,,,,,False,True,
20111,41,39.0,40.6,,23.0,7.0,,,,,,42.3,,,72.0,,46.5,30.7,,10.6,22.7,0.0,32.0,30.0,,1.7,,34.4,,,,37.0,35.1,,-2.0,-0.4,,-18.0,-34.0,,,,,,1.3,,,31.0,,5.5,-10.3,,-30.4,-18.3,-41.0,-9.0,-11.0,,-39.3,,-6.6,,,,-4.0,-5.9,,True,,False,False,,,,,,True,,,False,,False,False,,False,False,False,False,False,,False,,False,,,,False,False,
20113,13,8.0,7.8,,8.0,8.0,,,,,,14.6,,,33.0,,10.8,13.4,,0.9,4.3,44.3,11.0,4.0,,6.2,,9.0,,,,6.0,11.2,22.3,-5.0,-5.2,,-5.0,-5.0,,,,,,1.6,,,20.0,,-2.2,0.4,,-12.1,-8.7,31.3,-2.0,-9.0,,-6.8,,-4.0,,,,-7.0,-1.8,9.3,False,,False,False,,,,,,True,,,False,,True,True,,False,False,False,True,False,,False,,True,,,,False,True,False
20115,13,4.0,4.6,,2.0,0.0,,,,,,3.8,,,8.0,,5.5,4.7,,1.1,0.1,,7.0,12.0,,0.3,,3.9,,,,9.0,2.7,4.5,-9.0,-8.4,,-11.0,-13.0,,,,,,-9.2,,,-5.0,,-7.5,-8.3,,-11.9,-12.9,,-6.0,-1.0,,-12.7,,-9.1,,,,-4.0,-10.3,-8.5,True,,False,False,,,,,,False,,,True,,True,True,,False,False,,True,True,,False,,False,,,,True,False,True
20117,13,4.0,3.8,,3.0,0.0,,,,,,3.1,,,6.0,,6.5,2.4,,,0.0,,,6.0,,1.2,,,,,,10.0,1.1,6.1,-9.0,-9.2,,-10.0,-13.0,,,,,,-9.9,,,-7.0,,-6.5,-10.6,,,-13.0,,,-7.0,,-11.8,,,,,,-3.0,-11.9,-6.9,False,,False,False,,,,,,False,,,True,,True,False,,,False,,,True,,False,,,,,,True,False,True
20119,15,19.0,19.7,,9.0,0.0,,,,,,4.0,,,8.0,,28.8,4.6,,3.0,7.9,13.8,22.0,3.0,,8.6,,15.8,,,,18.0,14.0,9.4,4.0,4.7,,-6.0,-15.0,,,,,,-11.0,,,-7.0,,13.8,-10.4,,-12.0,-7.1,-1.2,7.0,-12.0,,-6.4,,0.8,,,,3.0,-1.0,-5.6,False,,False,False,,,,,,False,,,False,,False,False,,False,False,True,False,False,,False,,True,,,,True,True,False
20121,43,43.0,39.6,,40.0,46.0,,,,,,22.9,,,35.0,,59.1,29.9,,10.1,13.2,51.4,40.0,20.0,,4.4,,49.0,,,,34.0,38.9,,0.0,-3.4,,-3.0,3.0,,,,,,-20.1,,,-8.0,,16.1,-13.1,,-32.9,-29.8,8.4,-3.0,-23.0,,-38.6,,6.0,,,,-9.0,-4.1,,False,,False,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,False,,,,False,False,
20123,2,1.0,0.0,,0.0,0.0,,,,,,4.9,,,6.0,,1.0,1.9,,0.5,0.0,,,2.0,,0.4,,,,,,0.0,1.4,4.4,-1.0,-2.0,,-2.0,-2.0,,,,,,2.9,,,4.0,,-1.0,-0.1,,-1.5,-2.0,,,0.0,,-1.6,,,,,,-2.0,-0.6,2.4,False,,False,False,,,,,,False,,,False,,True,True,,False,False,,,True,,False,,,,,,False,True,False
20125,50,49.0,48.1,,44.0,66.0,,,,,,26.2,,,45.0,,68.7,31.5,,20.0,22.2,10.8,55.0,59.0,,23.5,,44.4,,,,50.0,43.3,,-1.0,-1.9,,-6.0,16.0,,,,,,-23.8,,,-5.0,,18.7,-18.5,,-30.0,-27.8,-39.2,5.0,9.0,,-26.5,,-5.6,,,,0.0,-6.7,,False,,False,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,False,,,,True,False,
20127,8,6.0,5.9,,3.0,,,,,,,3.8,,,6.0,,8.1,2.5,,0.3,0.6,,7.0,15.0,,0.9,,,,,,5.0,5.1,5.8,-2.0,-2.1,,-5.0,,,,,,,-4.2,,,-2.0,,0.1,-5.5,,-7.7,-7.4,,-1.0,7.0,,-7.1,,,,,,-3.0,-2.9,-2.2,False,,False,,,,,,,False,,,False,,True,False,,False,False,,True,False,,False,,,,,,False,False,False
20129,6,1.0,1.4,,0.0,0.0,,,,,,0.6,,,6.0,,1.1,0.2,,0.1,0.0,,0.0,1.0,,0.5,,,,,,1.0,1.4,3.5,-5.0,-4.6,,-6.0,-6.0,,,,,,-5.4,,,0.0,,-4.9,-5.8,,-5.9,-6.0,,-6.0,-5.0,,-5.5,,,,,,-5.0,-4.6,-2.5,True,,False,False,,,,,,False,,,True,,True,False,,False,False,,False,False,,False,,,,,,False,True,True
20131,35,25.0,24.8,,12.0,12.0,,,,,,3.5,,,21.0,,36.4,6.0,,2.5,6.3,9.4,,11.0,,7.1,,22.0,,,,21.0,20.6,,-10.0,-10.2,,-23.0,-23.0,,,,,,-31.5,,,-14.0,,1.4,-29.0,,-32.5,-28.7,-25.6,,-24.0,,-27.9,,-13.0,,,,-14.0,-14.4,,False,,False,False,,,,,,False,,,False,,True,False,,False,False,False,,False,,False,,False,,,,False,False,
20133,10,12.0,12.8,,12.0,25.0,,,,,,24.1,,,29.0,,18.8,14.1,,1.1,4.7,12.3,19.0,39.0,,5.4,,11.1,,,,10.0,13.2,,2.0,2.8,,2.0,15.0,,,,,,14.1,,,19.0,,8.8,4.1,,-8.9,-5.3,2.3,9.0,29.0,,-4.6,,1.1,,,,0.0,3.2,,False,,False,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,True,,,,True,False,
20135,19,18.0,19.1,,5.0,0.0,,,,,,4.3,,,6.0,,27.2,1.7,,1.2,4.9,,22.0,31.0,,3.4,,,,,,20.0,16.0,15.2,-1.0,0.1,,-14.0,-19.0,,,,,,-14.7,,,-13.0,,8.2,-17.3,,-17.8,-14.1,,3.0,12.0,,-15.6,,,,,,1.0,-3.0,-3.8,True,,False,False,,,,,,False,,,False,,False,False,,False,False,,False,False,,False,,,,,,False,False,False
20137,9,3.0,3.0,,3.0,0.0,,,,,,2.9,,,6.0,,4.1,0.5,,0.3,0.3,,0.0,1.0,,3.1,,2.5,,,,6.0,2.4,3.8,-6.0,-6.0,,-6.0,-9.0,,,,,,-6.1,,,-3.0,,-4.9,-8.5,,-8.7,-8.7,,-9.0,-8.0,,-5.9,,-6.5,,,,-3.0,-6.6,-5.2,True,,False,False,,,,,,False,,,True,,True,False,,False,False,,False,False,,True,,False,,,,True,False,True
20139,8,14.0,14.4,,12.0,14.0,,,,,,11.7,,,7.0,,22.7,11.0,,2.8,7.2,16.4,18.0,12.0,,3.3,,12.4,,,,23.0,13.1,5.5,6.0,6.4,,4.0,6.0,,,,,,3.7,,,-1.0,,14.7,3.0,,-5.2,-0.8,8.4,10.0,4.0,,-4.7,,4.4,,,,15.0,5.1,-2.5,False,,True,False,,,,,,True,,,True,,False,True,,True,True,False,False,True,,True,,True,,,,False,True,True
20141,5,1.0,1.0,,0.0,0.0,,,,,,1.3,,,3.0,,1.5,0.4,,0.0,0.0,,0.0,4.0,,0.0,,,,,,2.0,0.0,3.0,-4.0,-4.0,,-5.0,-5.0,,,,,,-3.7,,,-2.0,,-3.5,-4.6,,-5.0,-5.0,,-5.0,-1.0,,-5.0,,,,,,-3.0,-5.0,-2.0,False,,False,False,,,,,,True,,,True,,True,False,,False,False,,False,True,,False,,,,,,True,False,True
20143,6,5.0,4.9,,4.0,0.0,,,,,,4.7,,,6.0,,5.9,2.0,,0.6,0.2,,,5.0,,2.5,,4.5,,,,7.0,2.8,,-1.0,-1.1,,-2.0,-6.0,,,,,,-1.3,,,0.0,,-0.1,-4.0,,-5.4,-5.8,,,-1.0,,-3.5,,-1.5,,,,1.0,-3.2,,False,,False,False,,,,,,False,,,True,,True,False,,False,False,,,False,,False,,False,,,,False,False,
20145,49,86.0,95.2,,15.0,15.0,,,,,,23.8,,,20.0,,110.6,4.5,,,4.7,0.0,29.0,37.0,,1.0,,,,,,0.0,26.8,13.1,37.0,46.2,,-34.0,-34.0,,,,,,-25.2,,,-29.0,,61.6,-44.5,,,-44.3,-49.0,-20.0,-12.0,,-48.0,,,,,,-49.0,-22.2,-35.9,False,,True,True,,,,,,True,,,True,,False,False,,,False,False,True,True,,False,,,,,,False,True,True
20147,15,30.0,29.8,,14.0,0.0,,,,,,4.5,,,5.0,,46.8,0.5,,6.8,13.9,14.8,,21.0,,8.6,,27.0,,,,24.0,24.7,,15.0,14.8,,-1.0,-15.0,,,,,,-10.5,,,-10.0,,31.8,-14.5,,-8.2,-1.1,-0.2,,6.0,,-6.4,,12.0,,,,9.0,9.7,,True,,True,False,,,,,,True,,,True,,False,True,,True,True,True,,True,,True,,True,,,,True,True,
20149,45,26.0,26.8,,22.0,15.0,,,,,,27.6,,,49.0,,37.2,17.0,,5.5,9.8,38.3,44.0,0.0,,10.2,,21.7,,,,49.0,19.6,13.8,-19.0,-18.2,,-23.0,-30.0,,,,,,-17.4,,,4.0,,-7.8,-28.0,,-39.5,-35.2,-6.7,-1.0,-45.0,,-34.8,,-23.3,,,,4.0,-25.4,-31.2,True,,False,False,,,,,,True,,,True,,True,False,,False,False,True,True,False,,False,,False,,,,True,False,False
20151,5,9.0,10.8,,8.0,7.0,,,,,,8.8,,,22.0,,11.6,3.5,,1.2,2.6,,7.0,10.0,,7.1,,8.2,,,,11.0,6.4,10.1,4.0,5.8,,3.0,2.0,,,,,,3.8,,,17.0,,6.6,-1.5,,-3.8,-2.4,,2.0,5.0,,2.1,,3.2,,,,6.0,1.4,5.1,False,,True,True,,,,,,True,,,False,,False,True,,True,True,,True,False,,True,,True,,,,False,True,False
20153,20,18.0,17.1,,10.0,0.0,,,,,,4.2,,,3.0,,104.9,25.6,,,2.7,,,136.0,,0.0,,,,,,21.0,1.4,,-2.0,-2.9,,-10.0,-20.0,,,,,,-15.8,,,-17.0,,84.9,5.6,,,-17.3,,,116.0,,-20.0,,,,,,1.0,-18.6,,False,,False,False,,,,,,False,,,False,,False,False,,,False,,,False,,False,,,,,,True,False,
20155,106,101.0,89.4,,89.0,10.0,,,,,,85.9,,,140.0,,132.2,64.0,,56.4,91.9,0.0,146.0,103.0,,86.5,,99.6,,,,108.0,82.9,73.0,-5.0,-16.6,,-17.0,-96.0,,,,,,-20.1,,,34.0,,26.2,-42.0,,-49.6,-14.1,-106.0,40.0,-3.0,,-19.5,,-6.4,,,,2.0,-23.1,-33.0,False,,False,False,,,,,,False,,,False,,False,False,,False,False,False,False,True,,False,,False,,,,True,False,False
