,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
08023,0,0.0,0.0,,0.0,0.0,,,,,,,,2.0,,0.0,0.4,,0.2,0.0,,0.0,1.0,,3.0,,,,,,2.2,3.5,0.0,0.0,,0.0,0.0,,,,,,,,2.0,,0.0,0.4,,0.2,0.0,,0.0,1.0,,3.0,,,,,,2.2,3.5,False,,True,True,,,,,,,,False,,False,False,,False,False,,True,False,,False,,,,,,False,False
08025,0,0.0,0.0,,0.0,0.0,,,,,,,,6.0,,0.2,0.3,,0.5,0.1,,0.0,1.0,,0.0,,,,,,1.3,6.2,0.0,0.0,,0.0,0.0,,,,,,,,6.0,,0.2,0.3,,0.5,0.1,,0.0,1.0,,0.0,,,,,,1.3,6.2,True,,True,True,,,,,,,,False,,False,False,,False,False,,True,False,,True,,,,,,False,False
08027,0,0.0,0.0,,0.0,0.0,,,,,,,,2.0,,0.0,0.1,,0.1,0.0,,0.0,1.0,,0.1,,,,,,1.5,3.9,0.0,0.0,,0.0,0.0,,,,,,,,2.0,,0.0,0.1,,0.1,0.0,,0.0,1.0,,0.1,,,,,,1.5,3.9,True,,True,True,,,,,,,,False,,False,False,,False,False,,True,False,,False,,,,,,False,False
08029,3,11.0,11.8,,9.0,7.0,,,,,,,,5.0,,9.1,17.0,,3.4,8.7,15.1,14.0,16.0,,1.6,,,,,,9.7,17.8,8.0,8.8,,6.0,4.0,,,,,,,,2.0,,6.1,14.0,,0.4,5.7,12.1,11.0,13.0,,-1.4,,,,,,6.7,14.8,False,,True,True,,,,,,,,True,,True,False,,True,True,False,False,False,,True,,,,,,True,False
08031,698,553.0,562.5,505.1,533.0,775.0,,,,,,,,448.0,,467.9,276.2,,578.1,673.5,147.4,620.0,740.0,,141.1,512.2,753.0,,,,639.2,512.4,-145.0,-135.5,-192.9,-165.0,77.0,,,,,,,,-250.0,,-230.1,-421.8,,-119.9,-24.5,-550.6,-78.0,42.0,,-556.9,-185.8,55.0,,,,-58.8,-185.6,True,False,False,True,,,,,,,,False,,False,False,,True,True,False,True,True,,False,False,True,,,,True,False
08033,0,0.0,0.0,,0.0,0.0,,,,,,,,1.0,,1.2,0.8,,,0.0,,0.0,1.0,,0.0,,,,,,1.6,3.4,0.0,0.0,,0.0,0.0,,,,,,,,1.0,,1.2,0.8,,,0.0,,0.0,1.0,,0.0,,,,,,1.6,3.4,True,,True,True,,,,,,,,False,,False,False,,,False,,True,False,,True,,,,,,False,False
08035,191,169.0,170.3,,151.0,121.0,,,,,,,,121.0,,135.6,126.4,,141.6,151.1,184.4,201.0,179.0,,44.7,160.9,177.0,,,,198.4,202.6,-22.0,-20.7,,-40.0,-70.0,,,,,,,,-70.0,,-55.4,-64.6,,-49.4,-39.9,-6.6,10.0,-12.0,,-146.3,-30.1,-14.0,,,,7.4,11.6,True,,False,False,,,,,,,,False,,False,False,,False,False,True,True,True,,False,False,True,,,,True,True
08037,20,23.0,23.5,,23.0,,,,,,,,,50.0,,33.4,13.5,,7.6,21.7,28.0,30.0,15.0,,12.7,27.1,,,,,27.6,50.8,3.0,3.5,,3.0,,,,,,,,,30.0,,13.4,-6.5,,-12.4,1.7,8.0,10.0,-5.0,,-7.3,7.1,,,,,7.6,30.8,False,,False,,,,,,,,,False,,False,False,,False,True,False,False,False,,False,False,,,,,False,False
08039,11,10.0,10.2,,9.0,2.0,,,,,,,,7.0,,26.2,14.8,,2.6,9.5,14.1,7.0,14.0,,2.2,,,,,,10.8,13.3,-1.0,-0.8,,-2.0,-9.0,,,,,,,,-4.0,,15.2,3.8,,-8.4,-1.5,3.1,-4.0,3.0,,-8.8,,,,,,-0.2,2.3,True,,False,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,,,,,,True,False
08041,203,296.0,270.7,,271.0,253.0,,,,,,,,404.0,,237.8,318.8,,247.6,271.6,142.0,312.0,190.0,,147.7,274.5,300.0,,,,297.3,270.7,93.0,67.7,,68.0,50.0,,,,,,,,201.0,,34.8,115.8,,44.6,68.6,-61.0,109.0,-13.0,,-55.3,71.5,97.0,,,,94.3,67.7,True,,True,True,,,,,,,,False,,True,False,,True,True,True,False,True,,True,True,False,,,,False,True
08043,8,1.0,1.7,,2.0,0.0,,,,,,,,25.0,,6.7,12.8,,0.0,0.9,11.5,,25.0,,0.9,,,,,,3.5,8.5,-7.0,-6.3,,-6.0,-8.0,,,,,,,,17.0,,-1.3,4.8,,-8.0,-7.1,3.5,,17.0,,-7.1,,,,,,-4.5,0.5,True,,True,False,,,,,,,,False,,True,True,,False,False,True,,False,,False,,,,,,True,True
08045,20,34.0,34.4,,33.0,0.0,,,,,,,,33.0,,35.4,17.3,,20.1,38.4,22.1,45.0,19.0,,9.6,,,,,,40.9,65.6,14.0,14.4,,13.0,-20.0,,,,,,,,13.0,,15.4,-2.7,,0.1,18.4,2.1,25.0,-1.0,,-10.4,,,,,,20.9,45.6,False,,True,False,,,,,,,,True,,False,True,,True,False,True,False,True,,True,,,,,,False,False
08047,0,0.0,0.0,,0.0,0.0,,,,,,,,2.0,,0.7,0.7,,0.1,0.0,,0.0,,,0.2,,,,,,1.3,4.3,0.0,0.0,,0.0,0.0,,,,,,,,2.0,,0.7,0.7,,0.1,0.0,,0.0,,,0.2,,,,,,1.3,4.3,True,,True,True,,,,,,,,False,,False,False,,False,False,,True,,,False,,,,,,False,False
08049,3,2.0,2.3,,2.0,0.0,,,,,,,,4.0,,15.1,4.7,,0.5,0.6,,,2.0,,0.8,,,,,,2.7,7.6,-1.0,-0.7,,-1.0,-3.0,,,,,,,,1.0,,12.1,1.7,,-2.5,-2.4,,,-1.0,,-2.1,,,,,,-0.3,4.6,True,,False,False,,,,,,,,False,,False,False,,False,False,,,False,,False,,,,,,True,False
08051,0,0.0,0.2,,0.0,0.0,,,,,,,,14.0,,0.1,3.6,,0.0,0.7,11.0,,,,0.0,,,,,,2.7,6.3,0.0,0.2,,0.0,0.0,,,,,,,,14.0,,0.1,3.6,,0.0,0.7,11.0,,,,0.0,,,,,,2.7,6.3,False,,True,True,,,,,,,,False,,False,False,,False,False,False,,,,True,,,,,,False,False
08053,0,0.0,0.0,,0.0,0.0,,,,,,,,1.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,,,1.4,3.3,0.0,0.0,,0.0,0.0,,,,,,,,1.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,,,1.4,3.3,True,,True,True,,,,,,,,False,,True,False,,False,False,,True,True,,True,,,,,,False,False
08055,10,3.0,2.7,,2.0,0.0,,,,,,,,2.0,,2.6,0.6,,0.0,0.7,,5.0,3.0,,1.1,,,,,,2.1,7.0,-7.0,-7.3,,-8.0,-10.0,,,,,,,,-8.0,,-7.4,-9.4,,-10.0,-9.3,,-5.0,-7.0,,-8.9,,,,,,-7.9,-3.0,False,,False,False,,,,,,,,False,,False,False,,False,False,,True,False,,False,,,,,,False,True
08057,0,0.0,0.0,,0.0,0.0,,,,,,,,1.0,,0.2,0.0,,,0.0,,0.0,1.0,,0.0,,,,,,1.5,4.0,0.0,0.0,,0.0,0.0,,,,,,,,1.0,,0.2,0.0,,,0.0,,0.0,1.0,,0.0,,,,,,1.5,4.0,True,,True,True,,,,,,,,False,,False,False,,,False,,True,False,,True,,,,,,False,False
08059,337,231.0,224.6,,225.0,211.0,,,,,,,,239.0,,192.7,274.0,,235.5,282.4,147.1,262.0,,,53.8,211.4,240.0,,,,267.0,287.3,-106.0,-112.4,,-112.0,-126.0,,,,,,,,-98.0,,-144.3,-63.0,,-101.5,-54.6,-189.9,-75.0,,,-283.2,-125.6,-97.0,,,,-70.0,-49.7,False,,False,False,,,,,,,,True,,False,True,,True,True,False,True,,,False,False,True,,,,True,True
08061,1,0.0,0.0,,0.0,0.0,,,,,,,,2.0,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,,,,,,1.4,1.7,-1.0,-1.0,,-1.0,-1.0,,,,,,,,1.0,,-1.0,-1.0,,,-1.0,,-1.0,-1.0,,-1.0,,,,,,0.4,0.7,False,,False,False,,,,,,,,False,,True,False,,,True,,False,False,,False,,,,,,True,True
08063,0,1.0,0.1,,1.0,0.0,,,,,,,,10.0,,1.4,3.4,,0.6,0.9,,0.0,2.0,,0.1,,,,,,2.3,5.8,1.0,0.1,,1.0,0.0,,,,,,,,10.0,,1.4,3.4,,0.6,0.9,,0.0,2.0,,0.1,,,,,,2.3,5.8,True,,False,True,,,,,,,,False,,False,False,,True,True,,True,False,,True,,,,,,False,False
08065,4,4.0,3.9,,3.0,0.0,,,,,,,,4.0,,3.6,2.8,,0.8,2.0,,4.0,3.0,,3.1,,,,,,4.1,12.4,0.0,-0.1,,-1.0,-4.0,,,,,,,,0.0,,-0.4,-1.2,,-3.2,-2.0,,0.0,-1.0,,-0.9,,,,,,0.1,8.4,False,,False,False,,,,,,,,True,,False,False,,False,False,,True,False,,False,,,,,,False,False
08067,10,2.0,1.1,,2.0,7.0,,,,,,,,14.0,,6.9,7.3,,0.1,2.3,10.1,,31.0,,0.6,,,,,,3.2,5.9,-8.0,-8.9,,-8.0,-3.0,,,,,,,,4.0,,-3.1,-2.7,,-9.9,-7.7,0.1,,21.0,,-9.4,,,,,,-6.8,-4.1,False,,False,True,,,,,,,,True,,True,True,,False,True,True,,False,,False,,,,,,True,True
08069,187,160.0,157.2,,157.0,141.0,,,,,,,,231.0,,156.0,217.3,,144.6,159.3,203.2,172.0,199.0,,180.5,145.9,146.0,,,,175.3,186.5,-27.0,-29.8,,-30.0,-46.0,,,,,,,,44.0,,-31.0,30.3,,-42.4,-27.7,16.2,-15.0,12.0,,-6.5,-41.1,-41.0,,,,-11.7,-0.5,False,,False,False,,,,,,,,False,,False,False,,False,False,True,True,True,,True,False,False,,,,True,True
08071,3,0.0,0.1,,0.0,0.0,,,,,,,,5.0,,0.4,1.5,,0.1,0.1,,0.0,8.0,,0.2,,,,,,1.2,3.8,-3.0,-2.9,,-3.0,-3.0,,,,,,,,2.0,,-2.6,-1.5,,-2.9,-2.9,,-3.0,5.0,,-2.8,,,,,,-1.8,0.8,True,,False,False,,,,,,,,True,,True,True,,True,True,,False,False,,True,,,,,,True,True
08073,3,1.0,0.9,,1.0,0.0,,,,,,,,11.0,,1.5,0.0,,0.0,0.2,,0.0,6.0,,0.1,,,,,,1.2,6.9,-2.0,-2.1,,-2.0,-3.0,,,,,,,,8.0,,-1.5,-3.0,,-3.0,-2.8,,-3.0,3.0,,-2.9,,,,,,-1.8,3.9,False,,False,False,,,,,,,,False,,True,False,,False,False,,False,False,,False,,,,,,True,False
08075,36,85.0,88.2,,60.0,36.0,,,,,,,,38.0,,69.9,24.5,,28.4,59.7,0.5,91.0,46.0,,65.3,,,,,,78.2,53.4,49.0,52.2,,24.0,0.0,,,,,,,,2.0,,33.9,-11.5,,-7.6,23.7,-35.5,55.0,10.0,,29.3,,,,,,42.2,17.4,False,,True,True,,,,,,,,True,,True,True,,True,True,True,False,True,,True,,,,,,True,True
08077,74,45.0,46.1,,46.0,48.0,,,,,,,,53.0,,39.7,73.4,,28.1,42.2,70.2,50.0,33.0,,46.3,,46.0,,,,42.7,64.0,-29.0,-27.9,,-28.0,-26.0,,,,,,,,-21.0,,-34.3,-0.6,,-45.9,-31.8,-3.8,-24.0,-41.0,,-27.7,,-28.0,,,,-31.3,-10.0,True,,True,True,,,,,,,,True,,False,True,,False,False,True,True,False,,True,,True,,,,False,True
08079,0,0.0,0.1,,0.0,0.0,,,,,,,,2.0,,0.3,0.0,,0.1,0.0,,0.0,0.0,,0.5,,,,,,1.4,3.8,0.0,0.1,,0.0,0.0,,,,,,,,2.0,,0.3,0.0,,0.1,0.0,,0.0,0.0,,0.5,,,,,,1.4,3.8,False,,True,True,,,,,,,,False,,False,False,,False,False,,True,True,,False,,,,,,False,False
08081,3,3.0,3.1,,1.0,0.0,,,,,,,,7.0,,2.5,1.6,,0.2,1.0,,0.0,3.0,,0.7,,,,,,1.9,7.0,0.0,0.1,,-2.0,-3.0,,,,,,,,4.0,,-0.5,-1.4,,-2.8,-2.0,,-3.0,0.0,,-2.3,,,,,,-1.1,4.0,False,,False,False,,,,,,,,False,,False,False,,False,False,,False,True,,False,,,,,,False,False
08083,9,2.0,2.1,,2.0,0.0,,,,,,,,10.0,,12.0,5.2,,1.1,2.1,4.7,0.0,10.0,,6.7,,,,,,1.5,6.9,-7.0,-6.9,,-7.0,-9.0,,,,,,,,1.0,,3.0,-3.8,,-7.9,-6.9,-4.3,-9.0,1.0,,-2.3,,,,,,-7.5,-2.1,True,,False,False,,,,,,,,True,,True,True,,False,True,True,False,True,,True,,,,,,False,True
08085,12,15.0,15.2,,14.0,0.0,,,,,,,,7.0,,15.8,13.8,,6.8,13.7,14.3,14.0,35.0,,24.1,,,,,,13.5,20.4,3.0,3.2,,2.0,-12.0,,,,,,,,-5.0,,3.8,1.8,,-5.2,1.7,2.3,2.0,23.0,,12.1,,,,,,1.5,8.4,False,,True,False,,,,,,,,False,,False,True,,False,True,True,True,False,,False,,,,,,True,False
08087,14,5.0,5.0,,5.0,3.0,,,,,,,,30.0,,16.9,12.1,,1.5,6.3,0.7,,17.0,,7.7,,,,,,5.9,27.6,-9.0,-9.0,,-9.0,-11.0,,,,,,,,16.0,,2.9,-1.9,,-12.5,-7.7,-13.3,,3.0,,-6.3,,,,,,-8.1,13.6,True,,False,False,,,,,,,,False,,True,True,,False,True,False,,True,,True,,,,,,True,False
08089,5,8.0,8.7,,7.0,0.0,,,,,,,,7.0,,7.7,8.3,,0.7,3.7,,,11.0,,6.5,,,,,,9.4,11.6,3.0,3.7,,2.0,-5.0,,,,,,,,2.0,,2.7,3.3,,-4.3,-1.3,,,6.0,,1.5,,,,,,4.4,6.6,False,,True,False,,,,,,,,True,,True,False,,False,True,,,False,,True,,,,,,False,False
08091,0,0.0,0.0,,0.0,0.0,,,,,,,,1.0,,0.0,0.2,,0.1,0.1,,0.0,2.0,,0.7,,,,,,2.7,3.9,0.0,0.0,,0.0,0.0,,,,,,,,1.0,,0.0,0.2,,0.1,0.1,,0.0,2.0,,0.7,,,,,,2.7,3.9,True,,True,True,,,,,,,,False,,False,False,,False,False,,True,False,,False,,,,,,False,False
08093,6,4.0,3.7,,3.0,0.0,,,,,,,,4.0,,2.8,3.8,,1.3,2.9,,,5.0,,4.0,,,,,,4.3,11.8,-2.0,-2.3,,-3.0,-6.0,,,,,,,,-2.0,,-3.2,-2.2,,-4.7,-3.1,,,-1.0,,-2.0,,,,,,-1.7,5.8,False,,False,False,,,,,,,,False,,False,False,,False,False,,,True,,False,,,,,,True,False
08095,0,15.0,16.0,,6.0,7.0,,,,,,,,6.0,,11.4,1.7,,0.2,3.1,,,7.0,,0.6,,,,,,8.4,7.3,15.0,16.0,,6.0,7.0,,,,,,,,6.0,,11.4,1.7,,0.2,3.1,,,7.0,,0.6,,,,,,8.4,7.3,False,,True,True,,,,,,,,True,,True,True,,True,True,,,True,,True,,,,,,True,True
08097,10,15.0,16.2,,10.0,7.0,,,,,,,,7.0,,23.6,2.0,,3.0,9.5,21.2,14.0,18.0,,8.7,,,,,,11.0,25.1,5.0,6.2,,0.0,-3.0,,,,,,,,-3.0,,13.6,-8.0,,-7.0,-0.5,11.2,4.0,8.0,,-1.3,,,,,,1.0,15.1,False,,True,True,,,,,,,,True,,False,False,,False,True,False,True,False,,True,,,,,,True,False
08099,1,3.0,3.3,,3.0,0.0,,,,,,,,11.0,,2.0,8.1,,1.7,2.3,,4.0,7.0,,4.0,,,,,,3.4,6.0,2.0,2.3,,2.0,-1.0,,,,,,,,10.0,,1.0,7.1,,0.7,1.3,,3.0,6.0,,3.0,,,,,,2.4,5.0,False,,False,True,,,,,,,,False,,True,False,,True,True,,False,False,,False,,,,,,False,False
08101,59,55.0,54.5,,56.0,57.0,,,,,,,,75.0,,50.2,117.1,,41.6,61.6,71.9,49.0,42.0,,57.4,,48.0,,,,63.1,62.2,-4.0,-4.5,,-3.0,-2.0,,,,,,,,16.0,,-8.8,58.1,,-17.4,2.6,12.9,-10.0,-17.0,,-1.6,,-11.0,,,,4.1,3.2,False,,True,True,,,,,,,,False,,False,False,,False,True,False,False,False,,True,,False,,,,False,True
08103,2,0.0,0.0,,0.0,0.0,,,,,,,,2.0,,0.0,0.9,,1.1,1.4,,0.0,1.0,,0.0,,,,,,1.9,4.7,-2.0,-2.0,,-2.0,-2.0,,,,,,,,0.0,,-2.0,-1.1,,-0.9,-0.6,,-2.0,-1.0,,-2.0,,,,,,-0.1,2.7,False,,False,False,,,,,,,,True,,True,True,,True,True,,False,True,,False,,,,,,True,False
08105,1,0.0,0.2,,0.0,0.0,,,,,,,,4.0,,0.3,1.9,,0.9,0.4,,0.0,6.0,,0.3,,,,,,1.2,3.6,-1.0,-0.8,,-1.0,-1.0,,,,,,,,3.0,,-0.7,0.9,,-0.1,-0.6,,-1.0,5.0,,-0.7,,,,,,0.2,2.6,True,,False,False,,,,,,,,False,,True,True,,True,True,,False,False,,True,,,,,,True,False
08107,10,5.0,5.1,,5.0,0.0,,,,,,,,5.0,,12.4,7.0,,2.0,5.4,10.1,7.0,7.0,,1.5,,,,,,5.8,17.5,-5.0,-4.9,,-5.0,-10.0,,,,,,,,-5.0,,2.4,-3.0,,-8.0,-4.6,0.1,-3.0,-3.0,,-8.5,,,,,,-4.2,7.5,True,,False,False,,,,,,,,False,,True,True,,False,True,True,True,True,,False,,,,,,True,False
08109,0,0.0,0.0,,0.0,0.0,,,,,,,,2.0,,0.0,2.2,,0.0,0.3,0.1,,1.0,,0.5,,,,,,1.3,3.7,0.0,0.0,,0.0,0.0,,,,,,,,2.0,,0.0,2.2,,0.0,0.3,0.1,,1.0,,0.5,,,,,,1.3,3.7,True,,True,True,,,,,,,,False,,False,False,,False,False,False,,False,,False,,,,,,False,False
08111,0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.4,,0.0,0.0,,0.0,0.0,,0.0,,,,,,1.5,3.6,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.4,,0.0,0.0,,0.0,0.0,,0.0,,,,,,1.5,3.6,True,,True,True,,,,,,,,True,,False,False,,False,False,,True,True,,True,,,,,,False,False
08113,2,2.0,1.8,,1.0,0.0,,,,,,,,3.0,,1.6,1.6,,0.8,0.7,,0.0,3.0,,0.0,,,,,,1.9,5.0,0.0,-0.2,,-1.0,-2.0,,,,,,,,1.0,,-0.4,-0.4,,-1.2,-1.3,,-2.0,1.0,,-2.0,,,,,,-0.1,3.0,False,,False,False,,,,,,,,False,,False,False,,False,False,,False,False,,False,,,,,,False,False
08115,3,0.0,0.0,,0.0,0.0,,,,,,,,4.0,,0.1,0.1,,,0.0,,0.0,0.0,,0.0,,,,,,1.6,4.0,-3.0,-3.0,,-3.0,-3.0,,,,,,,,1.0,,-2.9,-2.9,,,-3.0,,-3.0,-3.0,,-3.0,,,,,,-1.4,1.0,True,,False,False,,,,,,,,True,,True,True,,,True,,False,False,,False,,,,,,True,True
08117,42,47.0,49.5,,35.0,22.0,,,,,,,,15.0,,47.8,9.9,,34.9,37.8,21.6,,62.0,,84.7,,,,,,30.2,68.9,5.0,7.5,,-7.0,-20.0,,,,,,,,-27.0,,5.8,-32.1,,-7.1,-4.2,-20.4,,20.0,,42.7,,,,,,-11.8,26.9,False,,False,False,,,,,,,,False,,False,False,,False,True,False,,False,,False,,,,,,False,False
08119,4,6.0,6.2,,6.0,0.0,,,,,,,,6.0,,12.5,6.4,,1.8,3.4,13.2,7.0,7.0,,0.6,,,,,,7.0,14.5,2.0,2.2,,2.0,-4.0,,,,,,,,2.0,,8.5,2.4,,-2.2,-0.6,9.2,3.0,3.0,,-3.4,,,,,,3.0,10.5,False,,False,False,,,,,,,,False,,False,False,,False,True,False,False,False,,False,,,,,,False,False
08121,4,2.0,2.2,,2.0,0.0,,,,,,,,10.0,,2.7,1.6,,1.3,2.3,,0.0,2.0,,1.6,,,,,,1.7,8.6,-2.0,-1.8,,-2.0,-4.0,,,,,,,,6.0,,-1.3,-2.4,,-2.7,-1.7,,-4.0,-2.0,,-2.4,,,,,,-2.3,4.6,True,,False,False,,,,,,,,False,,True,False,,False,True,,False,False,,False,,,,,,False,False
08123,190,207.0,209.9,,200.0,252.0,,,,,,,,261.0,,162.7,159.6,,147.3,201.7,69.8,237.0,,,134.5,200.2,190.0,,,,208.1,226.5,17.0,19.9,,10.0,62.0,,,,,,,,71.0,,-27.3,-30.4,,-42.7,11.7,-120.2,47.0,,,-55.5,10.2,0.0,,,,18.1,36.5,False,,True,False,,,,,,,,False,,False,False,,False,True,False,False,,,False,True,True,,,,False,False
08125,29,14.0,14.6,,14.0,,,,,,,,,14.0,,11.5,3.0,,3.7,11.7,,14.0,18.0,,26.3,,,,,,17.0,22.6,-15.0,-14.4,,-15.0,,,,,,,,,-15.0,,-17.5,-26.0,,-25.3,-17.3,,-15.0,-11.0,,-2.7,,,,,,-12.0,-6.4,True,,False,,,,,,,,,False,,False,False,,False,False,,False,True,,True,,,,,,True,True
09001,299,356.0,357.1,441.1,314.0,127.0,,,,,,,,341.0,,313.8,390.3,,133.5,272.2,374.1,400.0,373.0,,42.2,334.7,213.0,,,,,446.3,57.0,58.1,142.1,15.0,-172.0,,,,,,,,42.0,,14.8,91.3,,-165.5,-26.8,75.1,101.0,74.0,,-256.8,35.7,-86.0,,,,,147.3,False,False,True,False,,,,,,,,True,,True,False,,False,True,False,False,False,,False,True,False,,,,,False
09003,286,367.0,419.1,441.5,287.0,533.0,,,,,,,,414.0,,286.8,304.2,,143.1,248.9,89.9,406.0,466.0,,31.7,356.8,225.0,,,,,157.0,81.0,133.1,155.5,1.0,247.0,,,,,,,,128.0,,0.8,18.2,,-142.9,-37.1,-196.1,120.0,180.0,,-254.3,70.8,-61.0,,,,,-129.0,False,False,True,False,,,,,,,,False,,True,True,,False,True,False,False,False,,False,True,True,,,,,False
09005,35,49.0,45.9,,41.0,70.0,,,,,,,,35.0,,54.8,52.5,,12.2,35.0,55.5,59.0,49.0,,13.6,44.5,37.0,,,,,36.0,14.0,10.9,,6.0,35.0,,,,,,,,0.0,,19.8,17.5,,-22.8,-0.0,20.5,24.0,14.0,,-21.4,9.5,2.0,,,,,1.0,True,,True,False,,,,,,,,True,,False,False,,False,True,False,False,False,,False,True,True,,,,,True
09007,24,30.0,29.5,,26.0,39.0,,,,,,,,38.0,,32.4,34.5,,7.1,23.4,24.8,30.0,42.0,,10.9,26.1,20.0,,,,,45.5,6.0,5.5,,2.0,15.0,,,,,,,,14.0,,8.4,10.5,,-16.9,-0.6,0.8,6.0,18.0,,-13.1,2.1,-4.0,,,,,21.5,True,,True,False,,,,,,,,False,,False,False,,False,True,True,False,False,,False,True,True,,,,,False
09009,176,203.0,193.6,268.4,180.0,272.0,,,,,,,,250.0,,180.2,208.1,,61.3,139.3,57.0,232.0,345.0,,28.0,195.2,119.0,,,,,117.3,27.0,17.6,92.4,4.0,96.0,,,,,,,,74.0,,4.2,32.1,,-114.7,-36.7,-119.0,56.0,169.0,,-148.0,19.2,-57.0,,,,,-58.7,True,False,True,False,,,,,,,,False,,True,False,,False,False,False,False,False,,False,True,False,,,,,False
09011,126,66.0,65.7,,63.0,70.0,,,,,,,,94.0,,62.1,121.4,,20.0,43.5,75.3,60.0,100.0,,29.2,63.4,60.0,,,,,78.7,-60.0,-60.3,,-63.0,-56.0,,,,,,,,-32.0,,-63.9,-4.6,,-106.0,-82.5,-50.7,-66.0,-26.0,,-96.8,-62.6,-66.0,,,,,-47.3,False,,False,True,,,,,,,,True,,False,True,,False,False,True,False,True,,False,False,False,,,,,True
09013,44,61.0,62.9,,52.0,88.0,,,,,,,,39.0,,69.9,29.0,,5.0,38.1,55.1,78.0,22.0,,14.9,59.3,46.0,,,,,16.7,17.0,18.9,,8.0,44.0,,,,,,,,-5.0,,25.9,-15.0,,-39.0,-5.9,11.1,34.0,-22.0,,-29.1,15.3,2.0,,,,,-27.3,False,,True,False,,,,,,,,True,,False,True,,False,True,True,False,False,,False,True,True,,,,,False
09015,59,55.0,55.9,,50.0,90.0,,,,,,,,58.0,,59.1,45.8,,13.9,35.6,42.3,69.0,43.0,,21.6,,,,,,,45.3,-4.0,-3.1,,-9.0,31.0,,,,,,,,-1.0,,0.1,-13.2,,-45.1,-23.4,-16.7,10.0,-16.0,,-37.4,,,,,,,-13.7,True,,False,False,,,,,,,,True,,True,False,,False,False,False,False,False,,False,,,,,,,False
10001,59,70.0,68.5,,70.0,86.0,,,,,,,,134.0,,81.0,82.7,,44.7,79.0,76.3,75.0,77.0,,58.8,63.6,65.0,,,76.0,95.8,72.7,11.0,9.5,,11.0,27.0,,,,,,,,75.0,,22.0,23.7,,-14.3,20.0,17.3,16.0,18.0,,-0.2,4.6,6.0,,,17.0,36.8,13.7,True,,False,False,,,,,,,,False,,False,False,,False,False,False,False,False,,True,True,True,,,False,False,False
