,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
19049,799,648.0,633.6,767.0,,,,311.0,345.9,274.1,279.7,436.7,,520.0,-151.0,-165.4,-32.0,,,,-488.0,-453.1,-524.9,-519.3,-362.3,,-279.0,False,True,,,,False,False,False,False,False,,False
19051,74,42.0,,41.0,,,,24.0,8.5,,41.4,26.9,,49.0,-32.0,,-33.0,,,,-50.0,-65.5,,-32.6,-47.1,,-25.0,,False,,,,False,False,,False,False,,True
19053,38,36.0,,,,,,18.0,3.6,,6.0,51.4,,54.0,-2.0,,,,,,-20.0,-34.4,,-32.0,13.4,,16.0,,,,,,False,False,,False,False,,False
19055,271,120.0,,235.0,,,,54.0,91.1,121.2,80.6,130.5,,144.0,-151.0,,-36.0,,,,-217.0,-179.9,-149.8,-190.4,-140.5,,-127.0,,True,,,,False,False,True,False,True,,True
19057,543,438.0,,1754.0,,,,250.0,200.0,319.2,740.3,218.0,,743.0,-105.0,,1211.0,,,,-293.0,-343.0,-223.8,197.3,-325.0,,200.0,,False,,,,False,False,False,False,False,,False
19059,209,54.0,,6.0,,,,71.0,4.7,47.9,63.2,117.3,,46.0,-155.0,,-203.0,,,,-138.0,-204.3,-161.1,-145.8,-91.7,,-163.0,,False,,,,True,False,False,True,True,,False
19061,1462,780.0,2653.9,607.0,,,,353.0,506.9,242.8,55.8,641.0,,489.0,-682.0,1191.9,-855.0,,,,-1109.0,-955.1,-1219.2,-1406.2,-821.0,,-973.0,False,False,,,,False,False,False,False,False,,False
19063,68,42.0,,52.0,,,,31.0,9.9,0.0,7.5,101.9,,10.0,-26.0,,-16.0,,,,-37.0,-58.1,-68.0,-60.5,33.9,,-58.0,,True,,,,False,False,False,False,False,,False
19065,124,102.0,,106.0,,,,75.0,30.7,62.3,21.5,49.8,,273.0,-22.0,,-18.0,,,,-49.0,-93.3,-61.7,-102.5,-74.2,,149.0,,True,,,,False,False,False,False,False,,False
19067,186,144.0,,290.0,,,,41.0,72.8,67.4,65.8,84.4,,86.0,-42.0,,104.0,,,,-145.0,-113.2,-118.6,-120.2,-101.6,,-100.0,,False,,,,False,False,False,False,False,,False
19069,89,156.0,,180.0,,,,22.0,94.8,0.0,30.6,159.9,,59.0,67.0,,91.0,,,,-67.0,5.8,-89.0,-58.4,70.9,,-30.0,,False,,,,False,True,False,True,False,,True
19071,76,18.0,,6.0,,,,13.0,5.3,,1.7,,,14.0,-58.0,,-70.0,,,,-63.0,-70.7,,-74.3,,,-62.0,,False,,,,False,False,,False,,,False
19073,62,6.0,,0.0,,,,7.0,7.0,,18.7,13.8,,4.0,-56.0,,-62.0,,,,-55.0,-55.0,,-43.3,-48.2,,-58.0,,False,,,,True,True,,True,True,,False
19075,131,60.0,,42.0,,,,24.0,12.7,,24.3,35.6,,87.0,-71.0,,-89.0,,,,-107.0,-118.3,,-106.7,-95.4,,-44.0,,False,,,,False,False,,False,False,,True
19077,99,90.0,,40.0,,,,20.0,13.7,48.8,57.1,54.3,,110.0,-9.0,,-59.0,,,,-79.0,-85.3,-50.2,-41.9,-44.7,,11.0,,False,,,,False,False,False,False,False,,False
19079,90,72.0,,67.0,,,,38.0,14.8,46.7,2.2,65.5,,53.0,-18.0,,-23.0,,,,-52.0,-75.2,-43.3,-87.8,-24.5,,-37.0,,False,,,,False,False,False,False,False,,False
19081,90,24.0,,4.0,,,,17.0,4.9,37.6,10.3,133.9,,9.0,-66.0,,-86.0,,,,-73.0,-85.1,-52.4,-79.7,43.9,,-81.0,,False,,,,False,False,True,False,True,,False
19083,108,90.0,,51.0,,,,41.0,19.4,119.9,31.2,35.0,,43.0,-18.0,,-57.0,,,,-67.0,-88.6,11.9,-76.8,-73.0,,-65.0,,False,,,,False,False,True,False,False,,False
19085,107,60.0,,77.0,,,,37.0,10.2,76.7,30.1,102.8,,49.0,-47.0,,-30.0,,,,-70.0,-96.8,-30.3,-76.9,-4.2,,-58.0,,True,,,,False,False,True,False,True,,False
19087,595,168.0,,416.0,,,,89.0,93.2,39.6,709.7,103.9,,372.0,-427.0,,-179.0,,,,-506.0,-501.8,-555.4,114.7,-491.1,,-223.0,,True,,,,False,False,False,True,False,,True
19089,132,42.0,,21.0,,,,15.0,15.0,,22.6,25.0,,152.0,-90.0,,-111.0,,,,-117.0,-117.0,,-109.4,-107.0,,20.0,,False,,,,False,False,,False,False,,True
19091,98,150.0,,240.0,,,,18.0,58.0,49.5,22.2,116.5,,102.0,52.0,,142.0,,,,-80.0,-40.0,-48.5,-75.8,18.5,,4.0,,False,,,,False,True,True,False,True,,True
19093,91,24.0,,0.0,,,,18.0,2.8,,6.8,17.6,,105.0,-67.0,,-91.0,,,,-73.0,-88.2,,-84.2,-73.4,,14.0,,False,,,,False,False,,False,False,,True
19095,112,12.0,,7.0,,,,54.0,8.1,,1.4,37.5,,4.0,-100.0,,-105.0,,,,-58.0,-103.9,,-110.6,-74.5,,-108.0,,False,,,,True,False,,False,True,,False
19097,180,108.0,,77.0,,,,38.0,22.2,127.5,43.0,155.1,,77.0,-72.0,,-103.0,,,,-142.0,-157.8,-52.5,-137.0,-24.9,,-103.0,,False,,,,False,False,True,False,True,,False
19099,343,114.0,,340.0,,,,125.0,39.8,76.2,45.6,129.9,,122.0,-229.0,,-3.0,,,,-218.0,-303.2,-266.8,-297.4,-213.1,,-221.0,,True,,,,True,False,False,False,True,,True
19101,48,48.0,,89.0,,,,69.0,12.8,,31.5,41.3,,80.0,0.0,,41.0,,,,21.0,-35.2,,-16.5,-6.7,,32.0,,False,,,,False,False,,False,False,,False
19103,2944,690.0,1343.9,291.0,,,,438.0,364.9,563.1,590.5,895.8,,333.0,-2254.0,-1600.1,-2653.0,,,,-2506.0,-2579.1,-2380.9,-2353.5,-2048.2,,-2611.0,True,False,,,,False,False,False,False,True,,False
19105,139,36.0,,5.0,,,,66.0,8.3,50.5,17.1,29.0,,17.0,-103.0,,-134.0,,,,-73.0,-130.7,-88.5,-121.9,-110.0,,-122.0,,False,,,,True,False,True,False,False,,False
19107,70,48.0,,0.0,,,,34.0,3.5,,80.2,40.9,,54.0,-22.0,,-70.0,,,,-36.0,-66.5,,10.2,-29.1,,-16.0,,False,,,,False,False,,True,False,,True
19109,168,84.0,,44.0,,,,23.0,24.5,61.5,175.2,66.8,,145.0,-84.0,,-124.0,,,,-145.0,-143.5,-106.5,7.2,-101.2,,-23.0,,False,,,,False,False,False,True,False,,True
19111,488,216.0,,738.0,,,,111.0,233.5,175.4,191.0,289.0,,484.0,-272.0,,250.0,,,,-377.0,-254.5,-312.6,-297.0,-199.0,,-4.0,,True,,,,False,True,False,False,True,,True
19113,1479,1098.0,989.6,451.0,,,,804.0,854.5,1597.9,417.5,624.4,,551.0,-381.0,-489.4,-1028.0,,,,-675.0,-624.5,118.9,-1061.5,-854.6,,-928.0,False,False,,,,False,False,True,False,False,,False
19115,55,0.0,,0.0,,,,38.0,10.7,1.3,0.6,9.4,,0.0,-55.0,,-55.0,,,,-17.0,-44.3,-53.7,-54.4,-45.6,,-55.0,,False,,,,True,True,True,True,True,,False
19117,82,72.0,,122.0,,,,36.0,8.8,,21.3,62.6,,39.0,-10.0,,40.0,,,,-46.0,-73.2,,-60.7,-19.4,,-43.0,,False,,,,False,False,,False,False,,False
19119,199,84.0,,51.0,,,,32.0,27.1,55.7,89.1,56.9,,74.0,-115.0,,-148.0,,,,-167.0,-171.9,-143.3,-109.9,-142.1,,-125.0,,False,,,,False,False,False,True,False,,False
19121,88,90.0,,138.0,,,,31.0,13.5,127.9,68.5,72.9,,57.0,2.0,,50.0,,,,-57.0,-74.5,39.9,-19.5,-15.1,,-31.0,,False,,,,False,False,False,False,False,,False
19123,267,36.0,,31.0,,,,78.0,3.0,12.1,32.1,34.7,,57.0,-231.0,,-236.0,,,,-189.0,-264.0,-254.9,-234.9,-232.3,,-210.0,,False,,,,True,False,False,False,False,,True
19125,565,174.0,,229.0,,,,127.0,168.9,159.5,92.8,111.8,,239.0,-391.0,,-336.0,,,,-438.0,-396.1,-405.5,-472.2,-453.2,,-326.0,,True,,,,False,False,False,False,False,,True
19127,290,336.0,,169.0,,,,201.0,115.6,26.0,197.6,238.4,,120.0,46.0,,-121.0,,,,-89.0,-174.4,-264.0,-92.4,-51.6,,-170.0,,False,,,,False,False,False,False,False,,False
19129,85,48.0,,42.0,,,,58.0,16.4,,18.1,126.4,,36.0,-37.0,,-43.0,,,,-27.0,-68.6,,-66.9,41.4,,-49.0,,False,,,,True,False,,False,False,,False
19131,111,30.0,,0.0,,,,16.0,27.1,,32.0,172.5,,54.0,-81.0,,-111.0,,,,-95.0,-83.9,,-79.0,61.5,,-57.0,,False,,,,False,False,,True,True,,True
19133,61,12.0,,0.0,,,,22.0,18.5,,11.6,26.6,,7.0,-49.0,,-61.0,,,,-39.0,-42.5,,-49.4,-34.4,,-54.0,,False,,,,True,True,,False,True,,False
19135,82,30.0,,14.0,,,,24.0,7.6,,39.6,24.7,,30.0,-52.0,,-68.0,,,,-58.0,-74.4,,-42.4,-57.3,,-52.0,,False,,,,False,False,,True,False,,False
19137,36,30.0,,9.0,,,,20.0,5.1,,21.4,22.5,,35.0,-6.0,,-27.0,,,,-16.0,-30.9,,-14.6,-13.5,,-1.0,,False,,,,False,False,,False,False,,True
19139,221,246.0,,201.0,,,,161.0,154.6,57.3,175.5,201.0,,156.0,25.0,,-20.0,,,,-60.0,-66.4,-163.7,-45.5,-20.0,,-65.0,,True,,,,False,False,False,False,True,,False
19141,228,60.0,,85.0,,,,42.0,13.2,68.1,32.8,76.5,,21.0,-168.0,,-143.0,,,,-186.0,-214.8,-159.9,-195.2,-151.5,,-207.0,,True,,,,False,False,True,False,True,,False
19143,73,36.0,,18.0,,,,20.0,11.5,,11.2,13.6,,93.0,-37.0,,-55.0,,,,-53.0,-61.5,,-61.8,-59.4,,20.0,,False,,,,False,False,,False,False,,True
19145,73,42.0,,26.0,,,,44.0,3.4,58.6,4.4,35.3,,18.0,-31.0,,-47.0,,,,-29.0,-69.6,-14.4,-68.6,-37.7,,-55.0,,False,,,,True,False,True,False,False,,False
19147,106,90.0,,58.0,,,,16.0,76.9,57.1,0.0,65.2,,104.0,-16.0,,-48.0,,,,-90.0,-29.1,-48.9,-106.0,-40.8,,-2.0,,False,,,,False,False,False,False,False,,True
19149,639,276.0,,272.0,,,,89.0,71.4,56.9,123.4,175.9,,265.0,-363.0,,-367.0,,,,-550.0,-567.6,-582.1,-515.6,-463.1,,-374.0,,False,,,,False,False,False,False,False,,False
19151,65,42.0,,0.0,,,,8.0,6.3,5.5,16.9,55.2,,106.0,-23.0,,-65.0,,,,-57.0,-58.7,-59.5,-48.1,-9.8,,41.0,,False,,,,False,False,False,False,True,,False
19153,4951,4188.0,1895.5,5661.0,,,,2622.0,1644.8,1034.7,2456.1,3791.0,,2791.0,-763.0,-3055.5,710.0,,,,-2329.0,-3306.2,-3916.3,-2494.9,-1160.0,,-2160.0,False,True,,,,False,False,False,False,False,,False
19155,697,612.0,656.9,286.0,,,,338.0,179.4,243.8,372.8,402.8,,340.0,-85.0,-40.1,-411.0,,,,-359.0,-517.6,-453.2,-324.2,-294.2,,-357.0,True,False,,,,False,False,False,False,False,,False
19157,135,30.0,,14.0,,,,57.0,2.9,85.8,11.1,211.8,,9.0,-105.0,,-121.0,,,,-78.0,-132.1,-49.2,-123.9,76.8,,-126.0,,False,,,,True,False,True,False,True,,False
19159,28,18.0,,0.0,,,,6.0,3.4,,4.0,23.5,,103.0,-10.0,,-28.0,,,,-22.0,-24.6,,-24.0,-4.5,,75.0,,False,,,,False,False,,False,True,,False
19161,162,24.0,,0.0,,,,19.0,16.3,,13.7,33.4,,36.0,-138.0,,-162.0,,,,-143.0,-145.7,,-148.3,-128.6,,-126.0,,False,,,,False,False,,False,True,,True
19163,1169,756.0,1444.8,1006.0,,,,590.0,591.1,334.6,522.0,382.7,,964.0,-413.0,275.8,-163.0,,,,-579.0,-577.9,-834.4,-647.0,-786.3,,-205.0,True,True,,,,False,False,False,False,False,,True
19165,75,66.0,,86.0,,,,28.0,18.1,44.6,27.9,40.2,,22.0,-9.0,,11.0,,,,-47.0,-56.9,-30.4,-47.1,-34.8,,-53.0,,False,,,,False,False,False,False,False,,False
19167,929,384.0,,464.0,,,,136.0,143.6,64.0,157.9,221.6,,417.0,-545.0,,-465.0,,,,-793.0,-785.4,-865.0,-771.1,-707.4,,-512.0,,True,,,,False,False,False,False,False,,True
19169,2062,1332.0,417.9,13517.0,,,,288.0,1877.8,360.7,651.3,688.7,,2386.0,-730.0,-1644.1,11455.0,,,,-1774.0,-184.2,-1701.3,-1410.7,-1373.3,,324.0,False,False,,,,False,True,False,False,False,,True
19171,151,78.0,,83.0,,,,55.0,7.6,35.3,51.2,75.6,,51.0,-73.0,,-68.0,,,,-96.0,-143.4,-115.7,-99.8,-75.4,,-100.0,,True,,,,False,False,False,False,False,,False
19173,26,36.0,,0.0,,,,15.0,1.4,17.5,34.7,30.7,,71.0,10.0,,-26.0,,,,-11.0,-24.6,-8.5,8.7,4.7,,45.0,,False,,,,False,False,True,True,True,,False
19175,50,60.0,,41.0,,,,30.0,21.7,,41.7,48.4,,82.0,10.0,,-9.0,,,,-20.0,-28.3,,-8.3,-1.6,,32.0,,True,,,,False,False,,True,True,,False
19177,75,36.0,,0.0,,,,18.0,6.1,,19.1,49.4,,19.0,-39.0,,-75.0,,,,-57.0,-68.9,,-55.9,-25.6,,-56.0,,False,,,,False,False,,False,True,,False
19179,386,396.0,,919.0,,,,203.0,67.3,10.6,269.0,216.0,,297.0,10.0,,533.0,,,,-183.0,-318.7,-375.4,-117.0,-170.0,,-89.0,,False,,,,False,False,False,False,False,,False
19181,353,276.0,254.4,215.0,,,,169.0,57.0,186.9,46.6,302.3,,198.0,-77.0,-98.6,-138.0,,,,-184.0,-296.0,-166.1,-306.4,-50.7,,-155.0,False,False,,,,False,False,False,False,True,,False
19183,152,60.0,,49.0,,,,69.0,2.9,43.5,42.0,49.2,,76.0,-92.0,,-103.0,,,,-83.0,-149.1,-108.5,-110.0,-102.8,,-76.0,,False,,,,True,False,False,False,False,,True
19185,76,12.0,,0.0,,,,20.0,7.0,,0.0,,,2.0,-64.0,,-76.0,,,,-56.0,-69.0,,-76.0,,,-74.0,,False,,,,True,False,,False,,,False
19187,592,474.0,,584.0,,,,170.0,121.3,97.4,381.7,727.7,,253.0,-118.0,,-8.0,,,,-422.0,-470.7,-494.6,-210.3,135.7,,-339.0,,True,,,,False,False,False,False,False,,False
19189,193,204.0,,230.0,,,,18.0,208.7,40.1,98.9,156.1,,280.0,11.0,,37.0,,,,-175.0,15.7,-152.9,-94.1,-36.9,,87.0,,False,,,,False,False,False,False,False,,False
19191,227,78.0,,110.0,,,,54.0,9.8,55.1,66.8,28.3,,74.0,-149.0,,-117.0,,,,-173.0,-217.2,-171.9,-160.2,-198.7,,-153.0,,True,,,,False,False,False,False,False,,False
19193,1644,522.0,400.3,587.0,,,,500.0,127.4,32.2,493.7,534.4,,321.0,-1122.0,-1243.7,-1057.0,,,,-1144.0,-1516.6,-1611.8,-1150.3,-1109.6,,-1323.0,False,True,,,,False,False,False,False,True,,False
19195,39,30.0,,0.0,,,,9.0,16.2,,8.2,40.6,,11.0,-9.0,,-39.0,,,,-30.0,-22.8,,-30.8,1.6,,-28.0,,False,,,,False,False,,False,True,,False
19197,103,138.0,,64.0,,,,40.0,32.2,8.3,144.4,224.1,,48.0,35.0,,-39.0,,,,-63.0,-70.8,-94.7,41.4,121.1,,-55.0,,False,,,,False,False,False,False,False,,False
20001,28,42.0,,73.0,,,,27.0,,,10.3,,,188.0,14.0,,45.0,,,,-1.0,,,-17.7,,,160.0,,False,,,,True,,,False,,,False
20003,44,6.0,,0.0,,,,20.0,3.9,,17.5,,,1.0,-38.0,,-44.0,,,,-24.0,-40.1,,-26.5,,,-43.0,,False,,,,True,False,,True,,,False
20005,248,114.0,,376.0,,,,47.0,5.1,,44.8,51.2,,148.0,-134.0,,128.0,,,,-201.0,-242.9,,-203.2,-196.8,,-100.0,,True,,,,False,False,,False,False,,True
20007,5,0.0,,0.0,,,,12.0,0.1,,0.0,1.7,,0.0,-5.0,,-5.0,,,,7.0,-4.9,,-5.0,-3.3,,-5.0,,False,,,,False,True,,False,True,,False
20009,349,60.0,,215.0,,,,119.0,15.8,88.4,35.7,436.7,,28.0,-289.0,,-134.0,,,,-230.0,-333.2,-260.6,-313.3,87.7,,-321.0,,True,,,,True,False,True,False,True,,False
20011,91,30.0,,5.0,,,,85.0,18.1,,0.0,52.4,,8.0,-61.0,,-86.0,,,,-6.0,-72.9,,-91.0,-38.6,,-83.0,,False,,,,True,False,,False,True,,False
20013,73,60.0,,101.0,,,,23.0,4.4,,14.0,30.2,,49.0,-13.0,,28.0,,,,-50.0,-68.6,,-59.0,-42.8,,-24.0,,False,,,,False,False,,False,False,,False
20015,595,468.0,306.6,800.0,,,,343.0,147.2,298.7,54.6,581.3,,395.0,-127.0,-288.4,205.0,,,,-252.0,-447.8,-296.3,-540.4,-13.7,,-200.0,False,False,,,,False,False,False,False,True,,False
20017,35,24.0,,12.0,,,,3.0,2.3,,9.2,,,1.0,-11.0,,-23.0,,,,-32.0,-32.7,,-25.8,,,-34.0,,False,,,,False,False,,False,,,False
20019,10,6.0,,0.0,,,,6.0,0.1,,0.1,3.1,,38.0,-4.0,,-10.0,,,,-4.0,-9.9,,-9.9,-6.9,,28.0,,False,,,,False,False,,False,False,,False
20021,337,234.0,,723.0,,,,174.0,96.1,136.8,119.3,310.7,,234.0,-103.0,,386.0,,,,-163.0,-240.9,-200.2,-217.7,-26.3,,-103.0,,False,,,,False,False,False,False,True,,False
20023,53,12.0,,0.0,,,,0.0,0.1,,2.2,4.3,,16.0,-41.0,,-53.0,,,,-53.0,-52.9,,-50.8,-48.7,,-37.0,,False,,,,False,False,,False,False,,True
20025,5,6.0,,0.0,,,,10.0,3.2,,5.8,4.2,,1.0,1.0,,-5.0,,,,5.0,-1.8,,0.8,-0.8,,-4.0,,False,,,,False,False,,True,True,,False
20027,29,12.0,,0.0,,,,7.0,1.5,,3.2,,,8.0,-17.0,,-29.0,,,,-22.0,-27.5,,-25.8,,,-21.0,,False,,,,False,False,,False,,,False
20029,27,54.0,,45.0,,,,16.0,3.7,,4.7,32.3,,85.0,27.0,,18.0,,,,-11.0,-23.3,,-22.3,5.3,,58.0,,True,,,,True,True,,True,True,,False
20031,48,18.0,,0.0,,,,19.0,3.7,,5.8,8.5,,35.0,-30.0,,-48.0,,,,-29.0,-44.3,,-42.2,-39.5,,-13.0,,False,,,,True,False,,False,False,,True
20033,2,24.0,,0.0,,,,6.0,0.2,,3.8,10.5,,20.0,22.0,,-2.0,,,,4.0,-1.8,,1.8,8.5,,18.0,,True,,,,True,True,,True,True,,True
20035,191,102.0,,101.0,,,,234.0,17.8,79.6,240.6,179.5,,80.0,-89.0,,-90.0,,,,43.0,-173.2,-111.4,49.6,-11.5,,-111.0,,False,,,,True,False,False,True,True,,False
20037,641,210.0,,233.0,,,,308.0,77.5,44.0,38.1,94.1,,523.0,-431.0,,-408.0,,,,-333.0,-563.5,-597.0,-602.9,-546.9,,-118.0,,True,,,,True,False,False,False,False,,True
20039,17,0.0,,0.0,,,,0.0,,,0.0,1.1,,0.0,-17.0,,-17.0,,,,-17.0,,,-17.0,-15.9,,-17.0,,False,,,,False,,,False,True,,False
20041,141,0.0,,0.0,,,,35.0,7.0,,0.0,50.7,,0.0,-141.0,,-141.0,,,,-106.0,-134.0,,-141.0,-90.3,,-141.0,,False,,,,True,True,,False,True,,False
20043,64,0.0,,0.0,,,,18.0,4.0,,10.2,17.3,,0.0,-64.0,,-64.0,,,,-46.0,-60.0,,-53.8,-46.7,,-64.0,,False,,,,True,True,,True,True,,False
20045,1372,546.0,858.5,1089.0,,,,605.0,231.0,242.9,361.2,290.1,,448.0,-826.0,-513.5,-283.0,,,,-767.0,-1141.0,-1129.1,-1010.8,-1081.9,,-924.0,True,True,,,,True,False,False,False,False,,False
20047,35,36.0,,,,,,9.0,0.6,,7.3,15.4,,81.0,1.0,,,,,,-26.0,-34.4,,-27.8,-19.6,,46.0,,,,,,False,False,,False,False,,False
20049,3,0.0,,0.0,,,,0.0,,,0.0,,,0.0,-3.0,,-3.0,,,,-3.0,,,-3.0,,,-3.0,,False,,,,False,,,False,,,False
20051,821,72.0,,17.0,,,,108.0,7.4,42.1,4.3,64.4,,46.0,-749.0,,-804.0,,,,-713.0,-813.6,-778.9,-816.7,-756.6,,-775.0,,False,,,,True,False,False,False,False,,False
20053,12,0.0,,0.0,,,,15.0,0.7,,2.1,16.0,,0.0,-12.0,,-12.0,,,,3.0,-11.3,,-9.9,4.0,,-12.0,,False,,,,True,True,,True,True,,False
20055,404,0.0,,102.0,,,,393.0,2.8,6.9,17.1,40.1,,0.0,-404.0,,-302.0,,,,-11.0,-401.2,-397.1,-386.9,-363.9,,-404.0,,True,,,,True,True,True,True,True,,False
20057,620,822.0,,167.0,,,,424.0,195.5,4.2,27.4,391.1,,0.0,202.0,,-453.0,,,,-196.0,-424.5,-615.8,-592.6,-228.9,,-620.0,,False,,,,True,False,False,False,False,,False
20059,132,264.0,,473.0,,,,118.0,120.9,166.3,64.8,327.2,,162.0,132.0,,341.0,,,,-14.0,-11.1,34.3,-67.2,195.2,,30.0,,False,,,,True,True,True,True,False,,True
20061,243,498.0,,2383.0,,,,161.0,1897.1,90.2,48.1,360.8,,808.0,255.0,,2140.0,,,,-82.0,1654.1,-152.8,-194.9,117.8,,565.0,,False,,,,True,False,True,True,True,,False
20063,28,0.0,,0.0,,,,0.0,0.1,,0.9,1.0,,0.0,-28.0,,-28.0,,,,-28.0,-27.9,,-27.1,-27.0,,-28.0,,False,,,,False,True,,True,True,,False
20065,19,12.0,,0.0,,,,1.0,,,0.3,,,51.0,-7.0,,-19.0,,,,-18.0,,,-18.7,,,32.0,,False,,,,False,,,False,,,False
20067,170,0.0,,48.0,,,,44.0,3.5,14.3,37.2,8.9,,0.0,-170.0,,-122.0,,,,-126.0,-166.5,-155.7,-132.8,-161.1,,-170.0,,True,,,,True,True,True,True,True,,False
20069,59,0.0,,,,,,14.0,4.1,,14.8,56.5,,0.0,-59.0,,,,,,-45.0,-54.9,,-44.2,-2.5,,-59.0,,,,,,True,True,,True,True,,False
20071,5,0.0,,0.0,,,,0.0,,,0.1,0.9,,0.0,-5.0,,-5.0,,,,-5.0,,,-4.9,-4.1,,-5.0,,False,,,,False,,,True,True,,False
20073,26,18.0,,0.0,,,,8.0,0.9,,5.8,38.0,,9.0,-8.0,,-26.0,,,,-18.0,-25.1,,-20.2,12.0,,-17.0,,False,,,,False,False,,False,False,,False
20075,4,36.0,,,,,,4.0,2.5,,10.8,20.4,,54.0,32.0,,,,,,0.0,-1.5,,6.8,16.4,,50.0,,,,,,True,True,,True,True,,False
20077,100,66.0,,35.0,,,,14.0,0.9,,16.0,28.9,,120.0,-34.0,,-65.0,,,,-86.0,-99.1,,-84.0,-71.1,,20.0,,False,,,,False,False,,False,False,,True
20079,128,180.0,,211.0,,,,170.0,55.4,86.9,90.4,183.1,,82.0,52.0,,83.0,,,,42.0,-72.6,-41.1,-37.6,55.1,,-46.0,,False,,,,True,False,True,True,False,,True
20081,72,30.0,,0.0,,,,22.0,3.3,,10.3,12.9,,104.0,-42.0,,-72.0,,,,-50.0,-68.7,,-61.7,-59.1,,32.0,,False,,,,False,False,,False,False,,True
20083,11,0.0,,0.0,,,,3.0,0.2,,0.0,,,0.0,-11.0,,-11.0,,,,-8.0,-10.8,,-11.0,,,-11.0,,False,,,,True,True,,False,,,False
20085,73,108.0,,75.0,,,,40.0,6.7,32.7,30.5,82.9,,193.0,35.0,,2.0,,,,-33.0,-66.3,-40.3,-42.5,9.9,,120.0,,True,,,,True,False,False,False,True,,False
20087,98,78.0,,122.0,,,,52.0,6.4,,28.8,30.1,,27.0,-20.0,,24.0,,,,-46.0,-91.6,,-69.2,-67.9,,-71.0,,False,,,,False,False,,False,False,,False
20089,4,12.0,,0.0,,,,2.0,0.4,,1.9,,,8.0,8.0,,-4.0,,,,-2.0,-3.6,,-2.1,,,4.0,,True,,,,True,True,,True,,,True
20091,4640,4284.0,8671.2,5548.0,,,,3122.0,3857.1,2388.9,415.6,3067.6,,3600.0,-356.0,4031.2,908.0,,,,-1518.0,-782.9,-2251.1,-4224.4,-1572.4,,-1040.0,False,False,,,,False,False,False,False,False,,False
20093,29,42.0,,,,,,8.0,4.6,,8.9,27.5,,42.0,13.0,,,,,,-21.0,-24.4,,-20.1,-1.5,,13.0,,,,,,False,False,,False,True,,False
20095,65,48.0,,42.0,,,,17.0,,,15.3,,,29.0,-17.0,,-23.0,,,,-48.0,,,-49.7,,,-36.0,,False,,,,False,,,False,,,False
20097,16,6.0,,0.0,,,,6.0,0.2,,1.7,8.5,,2.0,-10.0,,-16.0,,,,-10.0,-15.8,,-14.3,-7.5,,-14.0,,False,,,,False,False,,False,True,,False
20099,88,120.0,,187.0,,,,182.0,13.7,79.0,40.0,85.7,,48.0,32.0,,99.0,,,,94.0,-74.3,-9.0,-48.0,-2.3,,-40.0,,False,,,,False,False,True,False,True,,False
20101,8,6.0,,0.0,,,,0.0,0.1,,2.4,3.6,,31.0,-2.0,,-8.0,,,,-8.0,-7.9,,-5.6,-4.4,,23.0,,False,,,,False,False,,False,False,,False
20103,532,540.0,5.4,,,,,652.0,280.7,73.1,285.6,482.9,,412.0,8.0,-526.6,,,,,120.0,-251.3,-458.9,-246.4,-49.1,,-120.0,False,,,,,False,False,False,False,False,,False
20105,6,0.0,,0.0,,,,0.0,,,0.1,1.8,,0.0,-6.0,,-6.0,,,,-6.0,,,-5.9,-4.2,,-6.0,,False,,,,False,,,True,True,,False
20107,26,90.0,,101.0,,,,34.0,6.5,,7.8,79.3,,152.0,64.0,,75.0,,,,8.0,-19.5,,-18.2,53.3,,126.0,,False,,,,True,True,,True,True,,False
20109,12,0.0,,0.0,,,,0.0,,,0.0,0.3,,0.0,-12.0,,-12.0,,,,-12.0,,,-12.0,-11.7,,-12.0,,False,,,,False,,,False,True,,False
20111,409,36.0,,106.0,,,,341.0,12.9,49.4,68.3,148.0,,4.0,-373.0,,-303.0,,,,-68.0,-396.1,-359.6,-340.7,-261.0,,-405.0,,True,,,,True,False,True,True,True,,False
20113,113,132.0,,130.0,,,,98.0,24.2,50.6,53.6,92.2,,159.0,19.0,,17.0,,,,-15.0,-88.8,-62.4,-59.4,-20.8,,46.0,,True,,,,True,False,False,False,False,,False
