,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
18159,14,30.0,30.1,,16.0,0.0,,,,,,,14.0,,80.2,31.7,,6.2,18.6,36.1,17.0,10.0,,0.7,,,,,,28.0,13.0,57.2,16.0,16.1,,2.0,-14.0,,,,,,,0.0,,66.2,17.7,,-7.8,4.6,22.1,3.0,-4.0,,-13.3,,,,,,14.0,-1.0,43.2,False,,True,True,,,,,,,True,,False,False,,True,True,False,True,True,,True,,,,,,True,True,False
18161,7,10.0,9.6,,7.0,13.0,,,,,,,7.0,,9.8,10.9,,2.9,6.7,,5.0,5.0,,3.8,,,,,,9.0,6.4,38.3,3.0,2.6,,0.0,6.0,,,,,,,0.0,,2.8,3.9,,-4.1,-0.3,,-2.0,-2.0,,-3.2,,,,,,2.0,-0.6,31.3,True,,True,False,,,,,,,True,,True,False,,False,True,,True,True,,False,,,,,,True,True,False
18163,671,518.0,519.6,,519.0,1119.0,,,,,,,349.0,,385.8,470.9,,527.0,518.1,448.2,739.0,460.0,,811.5,,448.2,658.0,,,521.0,311.3,738.5,-153.0,-151.4,,-152.0,448.0,,,,,,,-322.0,,-285.2,-200.1,,-144.0,-152.9,-222.8,68.0,-211.0,,140.5,,-222.8,-13.0,,,-150.0,-359.7,67.5,True,,True,False,,,,,,,False,,False,False,,True,True,False,True,False,,True,,False,True,,,True,False,True
18165,14,20.0,19.3,,18.0,14.0,,,,,,,20.0,,76.2,30.7,,3.9,16.0,44.6,10.0,9.0,,10.1,,,,,,19.0,15.2,45.2,6.0,5.3,,4.0,0.0,,,,,,,6.0,,62.2,16.7,,-10.1,2.0,30.6,-4.0,-5.0,,-3.9,,,,,,5.0,1.2,31.2,True,,True,True,,,,,,,False,,False,False,,False,True,False,True,True,,True,,,,,,True,True,False
18167,199,338.0,349.6,,323.0,332.0,,,,,,,281.0,,368.8,452.8,,143.9,232.0,420.0,245.0,73.0,,157.4,,325.8,,,,249.0,254.9,337.4,139.0,150.6,,124.0,133.0,,,,,,,82.0,,169.8,253.8,,-55.1,33.0,221.0,46.0,-126.0,,-41.6,,126.8,,,,50.0,55.9,138.4,False,,True,True,,,,,,,True,,False,False,,True,True,False,True,True,,True,,True,,,,True,True,True
18169,24,46.0,42.4,,44.0,57.0,,,,,,,26.0,,65.7,68.8,,15.5,37.8,45.6,26.0,31.0,,62.0,,,,,,53.0,27.7,76.1,22.0,18.4,,20.0,33.0,,,,,,,2.0,,41.7,44.8,,-8.5,13.8,21.6,2.0,7.0,,38.0,,,,,,29.0,3.7,52.1,True,,True,False,,,,,,,True,,False,False,,True,True,True,True,True,,False,,,,,,False,True,False
18171,3,0.0,0.0,,0.0,0.0,,,,,,,9.0,,0.8,4.0,,0.8,0.3,,0.0,6.0,,0.0,,,,,,0.0,3.8,19.4,-3.0,-3.0,,-3.0,-3.0,,,,,,,6.0,,-2.2,1.0,,-2.2,-2.7,,-3.0,3.0,,-3.0,,,,,,-3.0,0.8,16.4,False,,False,False,,,,,,,False,,True,True,,True,True,,False,False,,False,,,,,,False,True,False
18173,393,192.0,195.8,,191.0,278.0,,,,,,,118.0,,199.2,171.6,,186.0,192.9,125.1,306.0,173.0,,233.4,,,,,,224.0,114.9,406.3,-201.0,-197.2,,-202.0,-115.0,,,,,,,-275.0,,-193.8,-221.4,,-207.0,-200.1,-267.9,-87.0,-220.0,,-159.6,,,,,,-169.0,-278.1,13.3,True,,False,True,,,,,,,False,,True,False,,False,True,False,True,False,,True,,,,,,True,False,True
18175,23,8.0,10.8,,14.0,20.0,,,,,,,39.0,,34.4,34.7,,0.8,14.3,71.4,12.0,15.0,,14.9,,,,,,6.0,13.8,12.3,-15.0,-12.2,,-9.0,-3.0,,,,,,,16.0,,11.4,11.7,,-22.2,-8.7,48.4,-11.0,-8.0,,-8.1,,,,,,-17.0,-9.2,-10.7,True,,True,True,,,,,,,False,,True,True,,False,True,False,True,True,,True,,,,,,False,True,True
18177,69,128.0,134.5,,127.0,188.0,,,,,,,80.0,,216.8,207.1,,83.7,116.5,212.1,152.0,124.0,,103.2,,,,,,166.0,78.9,146.9,59.0,65.5,,58.0,119.0,,,,,,,11.0,,147.8,138.1,,14.7,47.5,143.1,83.0,55.0,,34.2,,,,,,97.0,9.9,77.9,False,,True,False,,,,,,,True,,False,False,,True,True,False,False,True,,True,,,,,,False,True,False
18179,34,24.0,23.0,,21.0,0.0,,,,,,,32.0,,56.8,39.9,,6.8,19.6,51.4,15.0,64.0,,10.9,,,,,,16.0,20.3,50.0,-10.0,-11.0,,-13.0,-34.0,,,,,,,-2.0,,22.8,5.9,,-27.2,-14.4,17.4,-19.0,30.0,,-23.1,,,,,,-18.0,-13.7,16.0,False,,False,False,,,,,,,True,,False,True,,False,False,False,False,False,,False,,,,,,False,False,False
18181,22,6.0,9.1,,10.0,0.0,,,,,,,31.0,,80.5,28.9,,2.5,15.0,42.0,,14.0,,4.0,,,,,,13.0,14.5,45.9,-16.0,-12.9,,-12.0,-22.0,,,,,,,9.0,,58.5,6.9,,-19.5,-7.0,20.0,,-8.0,,-18.0,,,,,,-9.0,-7.5,23.9,True,,True,False,,,,,,,True,,False,True,,False,True,False,,True,,False,,,,,,True,True,False
18183,42,22.0,23.1,,22.0,34.0,,,,,,,30.0,,75.3,49.6,,3.1,17.0,41.9,13.0,9.0,,4.1,,,,,,21.0,21.8,34.9,-20.0,-18.9,,-20.0,-8.0,,,,,,,-12.0,,33.3,7.6,,-38.9,-25.0,-0.1,-29.0,-33.0,,-37.9,,,,,,-21.0,-20.2,-7.1,True,,False,True,,,,,,,True,,False,True,,False,False,True,False,False,,False,,,,,,False,False,True
19001,16,14.0,14.1,,6.0,,,,,,,,9.0,,10.0,6.1,,2.5,2.5,,13.0,25.0,,3.4,,,,,,26.0,4.3,30.3,-2.0,-1.9,,-10.0,,,,,,,,-7.0,,-6.0,-9.9,,-13.5,-13.5,,-3.0,9.0,,-12.6,,,,,,10.0,-11.7,14.3,True,,False,,,,,,,,False,,False,False,,False,False,,False,False,,False,,,,,,False,False,False
19003,7,6.0,5.1,,3.0,0.0,,,,,,,9.0,,3.5,3.0,,1.8,2.2,,,20.0,,1.7,,,,,,5.0,3.3,17.2,-1.0,-1.9,,-4.0,-7.0,,,,,,,2.0,,-3.5,-4.0,,-5.2,-4.8,,,13.0,,-5.3,,,,,,-2.0,-3.7,10.2,False,,False,False,,,,,,,False,,False,False,,False,False,,,False,,False,,,,,,False,False,False
19005,47,52.0,50.2,,35.0,57.0,,,,,,,29.0,,38.1,18.9,,13.5,34.5,26.7,,68.0,,39.2,,,,,,56.0,11.1,62.7,5.0,3.2,,-12.0,10.0,,,,,,,-18.0,,-8.9,-28.1,,-33.5,-12.5,-20.3,,21.0,,-7.8,,,,,,9.0,-35.9,15.7,True,,False,False,,,,,,,False,,False,False,,False,False,False,,False,,False,,,,,,False,False,False
19007,25,36.0,34.6,,27.0,38.0,,,,,,,21.0,,29.7,21.1,,11.4,24.1,27.7,24.0,71.0,,19.1,,,,,,43.0,11.8,32.2,11.0,9.6,,2.0,13.0,,,,,,,-4.0,,4.7,-3.9,,-13.6,-0.9,2.7,-1.0,46.0,,-5.9,,,,,,18.0,-13.2,7.2,True,,True,False,,,,,,,True,,True,True,,False,True,True,True,False,,True,,,,,,False,False,True
19009,39,6.0,5.3,,4.0,0.0,,,,,,,8.0,,4.5,5.3,,4.5,8.0,,,3.0,,4.4,,,,,,8.0,4.6,32.3,-33.0,-33.7,,-35.0,-39.0,,,,,,,-31.0,,-34.5,-33.7,,-34.5,-31.0,,,-36.0,,-34.5,,,,,,-31.0,-34.4,-6.7,False,,False,False,,,,,,,True,,False,False,,False,True,,,False,,False,,,,,,True,False,True
19011,71,38.0,38.3,,44.0,33.0,,,,,,,56.0,,89.6,32.9,,21.3,46.1,82.6,44.0,75.0,,52.0,,,,,,33.0,9.5,109.1,-33.0,-32.7,,-27.0,-38.0,,,,,,,-15.0,,18.6,-38.1,,-49.7,-24.9,11.6,-27.0,4.0,,-19.0,,,,,,-38.0,-61.5,38.1,True,,True,False,,,,,,,True,,True,False,,False,True,True,True,True,,True,,,,,,False,False,False
19013,324,346.0,370.5,,319.0,483.0,,,,,,,479.0,,377.8,266.8,,258.7,281.4,117.7,301.0,298.0,,249.8,,347.4,244.0,,,288.0,243.5,369.7,22.0,46.5,,-5.0,159.0,,,,,,,155.0,,53.8,-57.2,,-65.3,-42.6,-206.3,-23.0,-26.0,,-74.2,,23.4,-80.0,,,-36.0,-80.5,45.7,False,,True,False,,,,,,,False,,False,False,,False,False,False,False,False,,False,,False,False,,,False,False,False
19015,100,66.0,63.0,,61.0,51.0,,,,,,,56.0,,122.2,51.2,,27.2,58.7,59.1,87.0,88.0,,69.3,,,,,,87.0,39.3,200.5,-34.0,-37.0,,-39.0,-49.0,,,,,,,-44.0,,22.2,-48.8,,-72.8,-41.3,-40.9,-13.0,-12.0,,-30.7,,,,,,-13.0,-60.7,100.5,False,,False,False,,,,,,,False,,True,False,,False,False,False,True,True,,True,,,,,,True,False,False
19017,71,94.0,93.1,,88.0,160.0,,,,,,,68.0,,124.4,75.3,,47.1,77.3,148.3,113.0,104.0,,79.2,,,,,,58.0,50.0,199.4,23.0,22.1,,17.0,89.0,,,,,,,-3.0,,53.4,4.3,,-23.9,6.3,77.3,42.0,33.0,,8.2,,,,,,-13.0,-21.0,128.4,True,,True,False,,,,,,,True,,False,True,,False,True,False,False,False,,True,,,,,,True,True,False
19019,73,34.0,34.1,,32.0,15.0,,,,,,,55.0,,80.4,37.6,,10.4,28.4,52.1,31.0,23.0,,25.2,,,,,,45.0,11.8,92.4,-39.0,-38.9,,-41.0,-58.0,,,,,,,-18.0,,7.4,-35.4,,-62.6,-44.6,-20.9,-42.0,-50.0,,-47.8,,,,,,-28.0,-61.2,19.4,True,,False,False,,,,,,,True,,True,True,,False,False,True,False,False,,False,,,,,,True,False,True
19021,96,74.0,78.2,,59.0,,,,,,,,63.0,,89.3,19.3,,24.8,53.4,1.0,101.0,100.0,,80.1,,45.8,,,,0.0,9.8,172.2,-22.0,-17.8,,-37.0,,,,,,,,-33.0,,-6.7,-76.7,,-71.2,-42.6,-95.0,5.0,4.0,,-15.9,,-50.2,,,,-96.0,-86.2,76.2,True,,False,,,,,,,,False,,True,False,,False,False,False,True,True,,True,,False,,,,False,False,False
19023,31,30.0,29.4,,31.0,58.0,,,,,,,31.0,,58.7,36.4,,13.9,32.9,60.6,35.0,53.0,,16.1,,,,,,26.0,20.0,63.6,-1.0,-1.6,,0.0,27.0,,,,,,,0.0,,27.7,5.4,,-17.1,1.9,29.6,4.0,22.0,,-14.9,,,,,,-5.0,-11.0,32.6,False,,True,False,,,,,,,True,,False,False,,False,False,False,False,False,,False,,,,,,False,False,False
19025,35,22.0,21.2,,19.0,36.0,,,,,,,14.0,,22.4,21.7,,6.3,17.5,39.6,,56.0,,11.7,,,,,,21.0,11.2,75.7,-13.0,-13.8,,-16.0,1.0,,,,,,,-21.0,,-12.6,-13.3,,-28.7,-17.5,4.6,,21.0,,-23.3,,,,,,-14.0,-23.8,40.7,False,,False,True,,,,,,,False,,True,False,,False,False,True,,False,,False,,,,,,False,False,False
19027,123,108.0,80.1,,89.0,169.0,,,,,,,46.0,,169.6,47.4,,91.0,104.0,52.4,161.0,17.0,,80.4,,,,,,91.0,53.1,232.6,-15.0,-42.9,,-34.0,46.0,,,,,,,-77.0,,46.6,-75.6,,-32.0,-19.0,-70.6,38.0,-106.0,,-42.6,,,,,,-32.0,-69.9,109.6,False,,False,False,,,,,,,False,,False,False,,False,False,False,False,False,,False,,,,,,False,False,False
19029,46,8.0,9.7,,8.0,5.0,,,,,,,14.0,,51.3,23.3,,0.1,6.4,25.9,,4.0,,2.1,,,,,,4.0,10.0,17.2,-38.0,-36.3,,-38.0,-41.0,,,,,,,-32.0,,5.3,-22.7,,-45.9,-39.6,-20.1,,-42.0,,-43.9,,,,,,-42.0,-36.0,-28.8,True,,False,False,,,,,,,True,,True,True,,False,False,True,,False,,False,,,,,,False,True,True
19031,46,50.0,46.4,,44.0,72.0,,,,,,,18.0,,176.7,20.6,,19.2,39.9,44.5,43.0,9.0,,40.9,,,,,,54.0,15.9,107.5,4.0,0.4,,-2.0,26.0,,,,,,,-28.0,,130.7,-25.4,,-26.8,-6.1,-1.5,-3.0,-37.0,,-5.1,,,,,,8.0,-30.1,61.5,True,,True,False,,,,,,,False,,False,False,,False,False,True,True,False,,False,,,,,,False,False,False
19033,124,100.0,91.0,,92.0,0.0,,,,,,,154.0,,145.0,80.2,,74.2,91.7,99.0,97.0,158.0,,67.7,,,,,,88.0,54.6,122.9,-24.0,-33.0,,-32.0,-124.0,,,,,,,30.0,,21.0,-43.8,,-49.8,-32.3,-25.0,-27.0,34.0,,-56.3,,,,,,-36.0,-69.4,-1.1,False,,False,False,,,,,,,False,,True,False,,False,False,False,False,False,,False,,,,,,False,False,True
19035,90,28.0,24.8,,19.0,17.0,,,,,,,20.0,,17.0,22.0,,1.5,14.3,26.8,,28.0,,19.6,,,,,,17.0,7.1,78.8,-62.0,-65.2,,-71.0,-73.0,,,,,,,-70.0,,-73.0,-68.0,,-88.5,-75.7,-63.2,,-62.0,,-70.4,,,,,,-73.0,-82.9,-11.2,False,,False,False,,,,,,,False,,False,False,,False,False,False,,False,,False,,,,,,False,False,True
19037,65,110.0,115.9,,80.0,122.0,,,,,,,41.0,,107.1,35.3,,82.6,75.2,59.7,148.0,118.0,,67.8,,,,,,127.0,33.3,143.2,45.0,50.9,,15.0,57.0,,,,,,,-24.0,,42.1,-29.7,,17.6,10.2,-5.3,83.0,53.0,,2.8,,,,,,62.0,-31.7,78.2,False,,True,False,,,,,,,True,,True,True,,True,True,True,False,False,,True,,,,,,False,True,False
19039,16,10.0,13.7,,7.0,11.0,,,,,,,17.0,,8.6,12.2,,0.5,6.2,0.0,,29.0,,3.0,,,,,,5.0,10.9,27.8,-6.0,-2.3,,-9.0,-5.0,,,,,,,1.0,,-7.4,-3.8,,-15.5,-9.8,-16.0,,13.0,,-13.0,,,,,,-11.0,-5.1,11.8,True,,False,True,,,,,,,True,,False,True,,False,False,False,,False,,False,,,,,,False,True,False
19041,74,16.0,16.4,,16.0,,,,,,,,55.0,,38.2,22.0,,6.1,15.5,22.4,33.0,60.0,,7.6,,,,,,22.0,9.6,44.0,-58.0,-57.6,,-58.0,,,,,,,,-19.0,,-35.8,-52.0,,-67.9,-58.5,-51.6,-41.0,-14.0,,-66.4,,,,,,-52.0,-64.4,-30.0,True,,False,,,,,,,,True,,True,True,,False,False,True,True,True,,False,,,,,,True,False,True
19043,39,46.0,43.9,,28.0,31.0,,,,,,,18.0,,36.8,38.4,,18.2,27.7,13.7,39.0,59.0,,28.1,,,,,,52.0,9.8,93.7,7.0,4.9,,-11.0,-8.0,,,,,,,-21.0,,-2.2,-0.6,,-20.8,-11.3,-25.3,0.0,20.0,,-10.9,,,,,,13.0,-29.2,54.7,True,,False,False,,,,,,,False,,True,True,,False,False,False,True,False,,False,,,,,,False,False,False
19045,132,144.0,128.9,,115.0,110.0,,,,,,,104.0,,189.1,138.4,,100.5,128.7,102.0,115.0,98.0,,97.1,,,,,,102.0,124.6,167.5,12.0,-3.1,,-17.0,-22.0,,,,,,,-28.0,,57.1,6.4,,-31.5,-3.3,-30.0,-17.0,-34.0,,-34.9,,,,,,-30.0,-7.4,35.5,True,,False,False,,,,,,,False,,False,True,,False,True,False,False,False,,False,,,,,,False,True,False
19047,180,86.0,87.8,,38.0,0.0,,,,,,,40.0,,83.1,29.4,,37.3,60.6,3.0,90.0,61.0,,17.4,,,,,,0.0,22.9,132.8,-94.0,-92.2,,-142.0,-180.0,,,,,,,-140.0,,-96.9,-150.6,,-142.7,-119.4,-177.0,-90.0,-119.0,,-162.7,,,,,,-180.0,-157.1,-47.2,True,,False,False,,,,,,,False,,False,False,,False,False,False,True,False,,False,,,,,,False,False,True
19049,201,194.0,172.8,,167.0,,,,,,,,208.0,,235.9,83.9,,135.1,164.0,166.7,188.0,263.0,,135.6,,147.4,,,,193.0,33.8,485.2,-7.0,-28.2,,-34.0,,,,,,,,7.0,,34.9,-117.1,,-65.9,-37.0,-34.3,-13.0,62.0,,-65.4,,-53.6,,,,-8.0,-167.2,284.2,False,,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,,False,,,,False,False,False
19051,18,28.0,21.9,,18.0,37.0,,,,,,,18.0,,30.8,16.2,,3.4,16.8,12.7,14.0,37.0,,16.1,,,,,,30.0,10.9,25.4,10.0,3.9,,0.0,19.0,,,,,,,0.0,,12.8,-1.8,,-14.6,-1.2,-5.3,-4.0,19.0,,-1.9,,,,,,12.0,-7.1,7.4,True,,True,False,,,,,,,True,,False,True,,False,True,True,True,False,,True,,,,,,False,True,True
19053,13,12.0,10.5,,6.0,0.0,,,,,,,11.0,,7.7,16.1,,2.8,6.1,,13.0,36.0,,5.5,,,,,,9.0,5.5,22.6,-1.0,-2.5,,-7.0,-13.0,,,,,,,-2.0,,-5.3,3.1,,-10.2,-6.9,,0.0,23.0,,-7.5,,,,,,-4.0,-7.5,9.6,False,,False,False,,,,,,,False,,False,False,,False,False,,True,False,,False,,,,,,False,False,False
19055,122,48.0,43.9,,46.0,87.0,,,,,,,52.0,,110.1,44.0,,18.4,40.9,67.9,37.0,13.0,,20.1,,,,,,36.0,22.8,89.2,-74.0,-78.1,,-76.0,-35.0,,,,,,,-70.0,,-11.9,-78.0,,-103.6,-81.1,-54.1,-85.0,-109.0,,-101.9,,,,,,-86.0,-99.2,-32.8,False,,False,True,,,,,,,True,,True,False,,False,False,True,False,False,,False,,,,,,False,False,True
19057,102,114.0,136.2,,85.0,100.0,,,,,,,186.0,,169.0,125.5,,47.0,84.0,37.9,74.0,102.0,,28.8,,,,,,124.0,45.7,141.1,12.0,34.2,,-17.0,-2.0,,,,,,,84.0,,67.0,23.5,,-55.0,-18.0,-64.1,-28.0,0.0,,-73.2,,,,,,22.0,-56.3,39.1,False,,False,True,,,,,,,False,,False,False,,False,False,False,False,True,,False,,,,,,False,False,False
19059,76,20.0,39.7,,18.0,81.0,,,,,,,35.0,,44.2,25.1,,1.7,15.1,14.8,,7.0,,16.2,,,,,,11.0,9.2,33.7,-56.0,-36.3,,-58.0,5.0,,,,,,,-41.0,,-31.8,-50.9,,-74.3,-60.9,-61.2,,-69.0,,-59.8,,,,,,-65.0,-66.8,-42.3,True,,False,True,,,,,,,True,,True,True,,False,False,False,,False,,False,,,,,,False,False,True
19061,885,414.0,397.1,,339.0,540.0,,,,,,,303.0,,368.5,205.1,,335.9,333.4,235.3,565.0,464.0,,242.5,,412.4,,,,397.0,151.1,371.5,-471.0,-487.9,,-546.0,-345.0,,,,,,,-582.0,,-516.5,-679.9,,-549.1,-551.6,-649.7,-320.0,-421.0,,-642.5,,-472.6,,,,-488.0,-733.9,-513.5,False,,False,True,,,,,,,False,,False,False,,False,False,False,True,True,,False,,False,,,,False,False,False
19063,30,14.0,16.5,,9.0,0.0,,,,,,,30.0,,14.4,16.3,,3.3,8.4,0.0,,33.0,,7.3,,,,,,18.0,8.9,27.2,-16.0,-13.5,,-21.0,-30.0,,,,,,,0.0,,-15.6,-13.7,,-26.7,-21.6,-30.0,,3.0,,-22.7,,,,,,-12.0,-21.1,-2.8,True,,False,False,,,,,,,True,,True,True,,False,False,False,,True,,False,,,,,,True,False,True
19065,54,22.0,21.1,,21.0,42.0,,,,,,,39.0,,70.5,40.5,,2.4,19.5,58.0,19.0,14.0,,9.8,,,,,,22.0,8.0,39.5,-32.0,-32.9,,-33.0,-12.0,,,,,,,-15.0,,16.5,-13.5,,-51.6,-34.5,4.0,-35.0,-40.0,,-44.2,,,,,,-32.0,-46.0,-14.5,False,,False,True,,,,,,,True,,True,True,,False,False,True,False,False,,False,,,,,,False,False,True
19067,90,46.0,44.7,,40.0,41.0,,,,,,,52.0,,110.5,44.6,,22.3,34.5,30.8,41.0,78.0,,15.1,,,,,,51.0,21.4,61.7,-44.0,-45.3,,-50.0,-49.0,,,,,,,-38.0,,20.5,-45.4,,-67.7,-55.5,-59.2,-49.0,-12.0,,-74.9,,,,,,-39.0,-68.6,-28.3,False,,False,False,,,,,,,True,,True,False,,False,False,False,False,True,,False,,,,,,True,False,True
19069,27,26.0,26.9,,17.0,6.0,,,,,,,23.0,,18.9,22.8,,10.0,22.9,0.0,38.0,12.0,,15.8,,,,,,17.0,18.1,40.2,-1.0,-0.1,,-10.0,-21.0,,,,,,,-4.0,,-8.1,-4.2,,-17.0,-4.1,-27.0,11.0,-15.0,,-11.2,,,,,,-10.0,-8.9,13.2,True,,False,False,,,,,,,False,,False,False,,False,False,False,False,False,,False,,,,,,False,False,False
19071,52,10.0,9.9,,4.0,0.0,,,,,,,7.0,,4.4,8.6,,3.2,2.5,,12.0,17.0,,0.5,,,,,,16.0,5.7,12.3,-42.0,-42.1,,-48.0,-52.0,,,,,,,-45.0,,-47.6,-43.4,,-48.8,-49.5,,-40.0,-35.0,,-51.5,,,,,,-36.0,-46.3,-39.7,False,,False,False,,,,,,,False,,False,False,,False,False,,True,True,,False,,,,,,True,False,True
19073,31,12.0,11.6,,10.0,27.0,,,,,,,10.0,,16.1,12.1,,5.4,9.5,,14.0,4.0,,2.3,,,,,,12.0,6.1,45.0,-19.0,-19.4,,-21.0,-4.0,,,,,,,-21.0,,-14.9,-18.9,,-25.6,-21.5,,-17.0,-27.0,,-28.7,,,,,,-19.0,-24.9,14.0,False,,False,True,,,,,,,False,,True,True,,False,False,,True,False,,False,,,,,,False,False,True
19075,42,72.0,72.7,,49.0,64.0,,,,,,,23.0,,45.0,32.3,,48.7,48.6,49.4,102.0,61.0,,29.2,,,,,,94.0,15.6,119.0,30.0,30.7,,7.0,22.0,,,,,,,-19.0,,3.0,-9.7,,6.7,6.6,7.4,60.0,19.0,,-12.8,,,,,,52.0,-26.4,77.0,False,,True,True,,,,,,,True,,True,True,,True,True,True,False,True,,True,,,,,,False,True,False
19077,47,38.0,38.6,,20.0,0.0,,,,,,,15.0,,70.1,20.3,,13.3,24.5,28.8,35.0,41.0,,7.2,,,,,,47.0,16.6,63.4,-9.0,-8.4,,-27.0,-47.0,,,,,,,-32.0,,23.1,-26.7,,-33.7,-22.5,-18.2,-12.0,-6.0,,-39.8,,,,,,0.0,-30.4,16.4,True,,False,False,,,,,,,False,,False,False,,False,False,False,False,True,,False,,,,,,True,False,False
19079,18,26.0,7.4,,15.0,21.0,,,,,,,35.0,,116.9,17.0,,5.6,16.8,13.7,35.0,8.0,,15.1,,,,,,23.0,18.2,96.9,8.0,-10.6,,-3.0,3.0,,,,,,,17.0,,98.9,-1.0,,-12.4,-1.2,-4.3,17.0,-10.0,,-2.9,,,,,,5.0,0.2,78.9,False,,True,True,,,,,,,False,,False,True,,False,True,True,False,False,,True,,,,,,True,True,False
19081,16,10.0,16.1,,12.0,14.0,,,,,,,18.0,,43.0,12.2,,2.9,11.3,23.5,,41.0,,11.9,,,,,,7.0,11.9,26.4,-6.0,0.1,,-4.0,-2.0,,,,,,,2.0,,27.0,-3.8,,-13.1,-4.7,7.5,,25.0,,-4.1,,,,,,-9.0,-4.1,10.4,True,,True,True,,,,,,,True,,False,True,,False,True,False,,False,,True,,,,,,False,True,False
19083,41,26.0,25.7,,24.0,14.0,,,,,,,40.0,,69.0,33.8,,9.1,22.4,47.3,33.0,29.0,,22.0,,,,,,18.0,22.5,80.5,-15.0,-15.3,,-17.0,-27.0,,,,,,,-1.0,,28.0,-7.2,,-31.9,-18.6,6.3,-8.0,-12.0,,-19.0,,,,,,-23.0,-18.5,39.5,False,,False,False,,,,,,,True,,False,True,,False,False,True,True,True,,False,,,,,,False,False,False
19085,61,10.0,7.6,,10.0,9.0,,,,,,,17.0,,62.3,9.5,,3.5,12.8,39.4,,18.0,,8.3,,,,,,12.0,11.9,38.5,-51.0,-53.4,,-51.0,-52.0,,,,,,,-44.0,,1.3,-51.5,,-57.5,-48.2,-21.6,,-43.0,,-52.7,,,,,,-49.0,-49.1,-22.5,False,,False,False,,,,,,,True,,True,False,,False,True,True,,True,,False,,,,,,True,True,True
19087,284,134.0,138.1,,65.0,247.0,,,,,,,49.0,,369.9,57.7,,42.3,53.9,58.5,178.0,18.0,,22.8,,,,,,118.0,45.7,265.8,-150.0,-145.9,,-219.0,-37.0,,,,,,,-235.0,,85.9,-226.3,,-241.7,-230.1,-225.5,-106.0,-266.0,,-261.2,,,,,,-166.0,-238.3,-18.2,True,,False,True,,,,,,,False,,True,False,,False,False,False,True,False,,False,,,,,,False,False,True
19089,17,42.0,47.2,,29.0,45.0,,,,,,,27.0,,32.1,18.5,,21.8,31.1,0.2,40.0,16.0,,22.7,,,,,,45.0,9.8,88.9,25.0,30.2,,12.0,28.0,,,,,,,10.0,,15.1,1.5,,4.8,14.1,-16.8,23.0,-1.0,,5.7,,,,,,28.0,-7.2,71.9,False,,True,False,,,,,,,True,,True,True,,True,True,True,True,True,,True,,,,,,False,True,False
