,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
01105,58,10.0,10.8,,6.0,0.0,,,,,,,12.0,,15.4,11.3,,2.8,7.5,0.0,,21.0,,2.8,,,,,,,10.2,52.4,-48.0,-47.2,,-52.0,-58.0,,,,,,,-46.0,,-42.6,-46.7,,-55.2,-50.5,-58.0,,-37.0,,-55.2,,,,,,,-47.8,-5.6,True,,False,False,,,,,,,True,,True,True,,False,False,False,,True,,False,,,,,,,True,True
01107,101,40.0,46.8,,31.0,43.0,,,,,,,31.0,,76.0,36.0,,23.2,31.3,0.7,,51.0,,16.6,,,,,,,17.5,124.4,-61.0,-54.2,,-70.0,-58.0,,,,,,,-70.0,,-25.0,-65.0,,-77.8,-69.7,-100.3,,-50.0,,-84.4,,,,,,,-83.5,23.4,True,,False,True,,,,,,,False,,True,False,,False,False,False,,True,,False,,,,,,,False,True
01109,319,66.0,54.5,,55.0,56.0,,,,,,,139.0,,108.7,52.5,,28.0,60.7,0.1,65.0,104.0,,35.0,,,,,,,38.0,322.4,-253.0,-264.5,,-264.0,-263.0,,,,,,,-180.0,,-210.3,-266.5,,-291.0,-258.3,-318.9,-254.0,-215.0,,-284.0,,,,,,,-281.0,3.4,False,,False,False,,,,,,,True,,True,False,,False,False,False,False,True,,False,,,,,,,False,True
01111,145,22.0,19.9,,23.0,1.0,,,,,,,40.0,,74.5,41.2,,8.0,25.5,18.3,,38.0,,24.5,,,,,,,21.9,66.7,-123.0,-125.1,,-122.0,-144.0,,,,,,,-105.0,,-70.5,-103.8,,-137.0,-119.5,-126.7,,-107.0,,-120.5,,,,,,,-123.1,-78.3,False,,True,False,,,,,,,True,,True,True,,False,True,False,,True,,True,,,,,,,False,True
01113,186,30.0,35.7,,34.0,33.0,,,,,,,106.0,,97.5,54.0,,8.8,27.3,21.7,,65.0,,22.0,,48.1,,,,,38.7,177.5,-156.0,-150.3,,-152.0,-153.0,,,,,,,-80.0,,-88.5,-132.0,,-177.2,-158.7,-164.3,,-121.0,,-164.0,,-137.9,,,,,-147.3,-8.5,True,,True,True,,,,,,,True,,True,True,,False,False,False,,True,,False,,True,,,,,True,True
01115,528,192.0,196.2,,178.0,126.0,,,,,,,110.0,,253.5,186.0,,213.0,225.9,85.1,317.0,,,30.2,,179.0,,,,,112.8,823.4,-336.0,-331.8,,-350.0,-402.0,,,,,,,-418.0,,-274.5,-342.0,,-315.0,-302.1,-442.9,-211.0,,,-497.8,,-349.0,,,,,-415.2,295.4,True,,False,False,,,,,,,False,,True,False,,True,True,False,True,,,False,,False,,,,,False,True
01117,1402,628.0,610.8,,527.0,444.0,,,,,,,247.0,,675.9,398.1,,615.3,605.4,215.9,722.0,465.0,,114.5,,420.3,666.0,,,,440.3,1674.3,-774.0,-791.2,,-875.0,-958.0,,,,,,,-1155.0,,-726.1,-1003.9,,-786.7,-796.6,-1186.1,-680.0,-937.0,,-1287.5,,-981.7,-736.0,,,,-961.7,272.3,False,,False,False,,,,,,,False,,True,False,,False,False,False,True,False,,False,,False,True,,,,False,True
01119,34,2.0,1.1,,2.0,0.0,,,,,,,19.0,,13.0,7.1,,1.1,5.3,0.1,,8.0,,2.9,,,,,,,7.8,13.2,-32.0,-32.9,,-32.0,-34.0,,,,,,,-15.0,,-21.0,-26.9,,-32.9,-28.7,-33.9,,-26.0,,-31.1,,,,,,,-26.2,-20.8,False,,False,False,,,,,,,True,,True,True,,False,True,False,,True,,True,,,,,,,True,True
01121,815,110.0,92.4,,95.0,73.0,,,,,,,95.0,,169.8,199.3,,82.8,113.9,85.6,122.0,238.0,,49.3,,98.9,,,,,29.9,504.6,-705.0,-722.6,,-720.0,-742.0,,,,,,,-720.0,,-645.2,-615.7,,-732.2,-701.1,-729.4,-693.0,-577.0,,-765.7,,-716.1,,,,,-785.1,-310.4,False,,False,False,,,,,,,False,,True,True,,False,True,False,True,True,,False,,False,,,,,False,True
01123,208,24.0,32.8,,26.0,14.0,,,,,,,59.0,,73.4,47.9,,14.9,27.6,11.8,,49.0,,15.2,,,,,,,11.2,109.1,-184.0,-175.2,,-182.0,-194.0,,,,,,,-149.0,,-134.6,-160.1,,-193.1,-180.4,-196.2,,-159.0,,-192.8,,,,,,,-196.8,-98.9,True,,True,False,,,,,,,True,,True,True,,False,True,False,,True,,False,,,,,,,False,True
01125,3121,436.0,443.3,913.0,431.0,281.0,,,,,,,542.0,,490.3,340.0,,447.4,478.6,165.5,547.0,566.0,,439.4,,362.6,379.0,,,,337.0,1588.6,-2685.0,-2677.7,-2208.0,-2690.0,-2840.0,,,,,,,-2579.0,,-2630.7,-2781.0,,-2673.6,-2642.4,-2955.5,-2574.0,-2555.0,,-2681.6,,-2758.4,-2742.0,,,,-2784.0,-1532.4,True,True,False,False,,,,,,,True,,True,False,,True,True,False,True,True,,True,,False,False,,,,False,True
01127,309,198.0,192.8,,184.0,295.0,,,,,,,108.0,,271.9,75.9,,114.0,191.3,87.7,245.0,120.0,,197.1,,137.4,,,,,203.0,524.7,-111.0,-116.2,,-125.0,-14.0,,,,,,,-201.0,,-37.1,-233.1,,-195.0,-117.7,-221.3,-64.0,-189.0,,-111.9,,-171.6,,,,,-106.0,215.7,False,,False,True,,,,,,,False,,True,False,,False,False,False,True,False,,False,,False,,,,,True,False
01129,52,14.0,4.4,,8.0,2.0,,,,,,,26.0,,52.1,25.4,,2.6,11.2,0.0,,33.0,,2.6,,,,,,,13.1,101.6,-38.0,-47.6,,-44.0,-50.0,,,,,,,-26.0,,0.1,-26.6,,-49.4,-40.8,-52.0,,-19.0,,-49.4,,,,,,,-38.9,49.6,False,,False,False,,,,,,,True,,True,True,,False,False,False,,True,,False,,,,,,,False,False
01131,53,10.0,7.9,,8.0,10.0,,,,,,,13.0,,16.4,11.2,,1.2,5.3,0.1,,15.0,,4.5,,,,,,,7.1,46.3,-43.0,-45.1,,-45.0,-43.0,,,,,,,-40.0,,-36.6,-41.8,,-51.8,-47.7,-52.9,,-38.0,,-48.5,,,,,,,-45.9,-6.7,False,,False,False,,,,,,,True,,True,True,,False,False,False,,True,,False,,,,,,,False,True
01133,134,94.0,91.3,,85.0,119.0,,,,,,,39.0,,117.0,46.0,,64.3,79.2,42.8,129.0,71.0,,147.9,,,,,,,51.7,103.4,-40.0,-42.7,,-49.0,-15.0,,,,,,,-95.0,,-17.0,-88.0,,-69.7,-54.8,-91.2,-5.0,-63.0,,13.9,,,,,,,-82.3,-30.6,False,,False,True,,,,,,,False,,True,False,,False,False,False,True,False,,True,,,,,,,False,True
02013,1,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,0.5,,,0.0,,0.0,4.0,,0.0,,,,,,,2.0,9.2,-1.0,-1.0,,-1.0,-1.0,,,,,,,,,-1.0,-0.5,,,-1.0,,-1.0,3.0,,-1.0,,,,,,,1.0,8.2,False,,False,False,,,,,,,,,False,True,,,True,,False,False,,False,,,,,,,False,False
02016,1,2.0,0.8,,0.0,0.0,,,,,,,,,1.6,0.9,,,0.2,,0.0,10.0,,0.2,,,,,,,2.1,6.6,1.0,-0.2,,-1.0,-1.0,,,,,,,,,0.6,-0.1,,,-0.8,,-1.0,9.0,,-0.8,,,,,,,1.1,5.6,True,,False,False,,,,,,,,,True,True,,,True,,False,False,,True,,,,,,,False,False
02020,703,540.0,544.5,,518.0,1129.0,,,,,,,,,572.6,818.9,,443.4,489.7,458.7,561.0,320.0,,305.0,,398.4,518.0,,,,245.7,1175.0,-163.0,-158.5,,-185.0,426.0,,,,,,,,,-130.4,115.9,,-259.6,-213.3,-244.3,-142.0,-383.0,,-398.0,,-304.6,-185.0,,,,-457.3,472.0,True,,False,False,,,,,,,,,True,True,,False,False,False,True,False,,False,,False,False,,,,False,False
02050,28,42.0,37.4,,16.0,0.0,,,,,,,,,26.0,20.7,,1.8,11.2,,12.0,55.0,,20.6,,,,,,,17.5,78.4,14.0,9.4,,-12.0,-28.0,,,,,,,,,-2.0,-7.3,,-26.2,-16.8,,-16.0,27.0,,-7.4,,,,,,,-10.5,50.4,True,,True,False,,,,,,,,,True,True,,False,False,,False,False,,True,,,,,,,True,False
02060,0,0.0,0.2,,0.0,0.0,,,,,,,,,0.0,0.0,,0.1,0.0,,0.0,2.0,,0.0,,,,,,,2.1,7.4,0.0,0.2,,0.0,0.0,,,,,,,,,0.0,0.0,,0.1,0.0,,0.0,2.0,,0.0,,,,,,,2.1,7.4,False,,True,True,,,,,,,,,True,True,,False,True,,True,False,,True,,,,,,,False,False
02068,4,0.0,0.0,,0.0,0.0,,,,,,,,,0.5,1.3,,,0.0,,0.0,,,0.1,,,,,,,2.0,18.3,-4.0,-4.0,,-4.0,-4.0,,,,,,,,,-3.5,-2.7,,,-4.0,,-4.0,,,-3.9,,,,,,,-2.0,14.3,False,,False,False,,,,,,,,,True,True,,,True,,False,,,True,,,,,,,True,False
02070,2,2.0,1.1,,0.0,0.0,,,,,,,,,0.0,2.5,,0.0,0.0,,0.0,8.0,,0.8,,,,,,,2.1,16.4,0.0,-0.9,,-2.0,-2.0,,,,,,,,,-2.0,0.5,,-2.0,-2.0,,-2.0,6.0,,-1.2,,,,,,,0.1,14.4,False,,False,False,,,,,,,,,False,False,,False,False,,False,False,,False,,,,,,,False,False
02090,215,252.0,252.6,,252.0,,,,,,,,,,290.4,200.8,,271.4,215.6,154.4,404.0,319.0,,291.4,,,,,,,73.4,326.9,37.0,37.6,,37.0,,,,,,,,,,75.4,-14.2,,56.4,0.6,-60.6,189.0,104.0,,76.4,,,,,,,-141.6,111.9,False,,False,,,,,,,,,,False,True,,False,True,False,False,False,,False,,,,,,,False,False
02100,1,0.0,0.1,,0.0,0.0,,,,,,,,,0.1,0.1,,,0.0,,0.0,3.0,,0.0,,,,,,,2.1,13.3,-1.0,-0.9,,-1.0,-1.0,,,,,,,,,-0.9,-0.9,,,-1.0,,-1.0,2.0,,-1.0,,,,,,,1.1,12.3,True,,False,False,,,,,,,,,True,True,,,True,,False,False,,False,,,,,,,False,False
02105,0,0.0,0.0,,0.0,0.0,,,,,,,,,0.1,1.6,,,0.0,,0.0,,,0.0,,,,,,,,11.6,0.0,0.0,,0.0,0.0,,,,,,,,,0.1,1.6,,,0.0,,0.0,,,0.0,,,,,,,,11.6,True,,True,True,,,,,,,,,False,False,,,True,,True,,,True,,,,,,,,False
02110,59,86.0,85.8,,67.0,41.0,,,,,,,,,99.7,48.8,,63.4,65.9,0.5,116.0,84.0,,198.1,,,,,,,20.2,87.6,27.0,26.8,,8.0,-18.0,,,,,,,,,40.7,-10.2,,4.4,6.9,-58.5,57.0,25.0,,139.1,,,,,,,-38.8,28.6,True,,True,True,,,,,,,,,False,True,,True,True,False,False,True,,False,,,,,,,False,False
02122,21,14.0,13.1,,14.0,14.0,,,,,,,,,51.1,50.8,,1.1,9.3,66.7,,95.0,,3.5,,,,,,,13.1,69.4,-7.0,-7.9,,-7.0,-7.0,,,,,,,,,30.1,29.8,,-19.9,-11.7,45.7,,74.0,,-17.5,,,,,,,-7.9,48.4,False,,False,False,,,,,,,,,False,False,,False,False,False,,False,,False,,,,,,,False,False
02130,2,2.0,2.2,,0.0,0.0,,,,,,,,,0.0,4.2,,0.7,0.4,,0.0,,,0.0,,,,,,,3.2,11.0,0.0,0.2,,-2.0,-2.0,,,,,,,,,-2.0,2.2,,-1.3,-1.6,,-2.0,,,-2.0,,,,,,,1.2,9.0,False,,False,False,,,,,,,,,False,False,,False,False,,False,,,False,,,,,,,False,False
02150,4,4.0,3.5,,2.0,0.0,,,,,,,,,5.1,2.6,,0.2,0.3,,0.0,19.0,,2.2,,,,,,,2.5,23.4,0.0,-0.5,,-2.0,-4.0,,,,,,,,,1.1,-1.4,,-3.8,-3.7,,-4.0,15.0,,-1.8,,,,,,,-1.5,19.4,False,,False,False,,,,,,,,,False,False,,False,False,,False,False,,False,,,,,,,False,False
02158,3,2.0,1.4,,2.0,0.0,,,,,,,,,3.0,,,,0.5,,0.0,,,1.6,,,,,,,,,-1.0,-1.6,,-1.0,-3.0,,,,,,,,,-0.0,,,,-2.5,,-3.0,,,-1.4,,,,,,,,,False,,False,False,,,,,,,,,True,,,,False,,False,,,False,,,,,,,,
02164,7,0.0,0.0,,0.0,0.0,,,,,,,,,0.1,1.0,,,0.0,,0.0,2.0,,0.0,,,,,,,2.0,51.0,-7.0,-7.0,,-7.0,-7.0,,,,,,,,,-6.9,-6.0,,,-7.0,,-7.0,-5.0,,-7.0,,,,,,,-5.0,44.0,False,,False,False,,,,,,,,,True,True,,,True,,False,True,,False,,,,,,,True,False
02170,67,54.0,57.2,,57.0,32.0,,,,,,,,,89.5,180.7,,34.9,61.4,133.0,62.0,191.0,,58.1,,,,,,,37.0,194.5,-13.0,-9.8,,-10.0,-35.0,,,,,,,,,22.5,113.7,,-32.1,-5.6,66.0,-5.0,124.0,,-8.9,,,,,,,-30.0,127.5,True,,True,False,,,,,,,,,False,False,,False,True,False,True,False,,True,,,,,,,False,False
02180,16,12.0,11.5,,4.0,0.0,,,,,,,,,8.2,8.4,,0.7,4.6,,5.0,25.0,,3.9,,,,,,,2.9,24.2,-4.0,-4.5,,-12.0,-16.0,,,,,,,,,-7.8,-7.6,,-15.3,-11.4,,-11.0,9.0,,-12.1,,,,,,,-13.1,8.2,False,,False,False,,,,,,,,,False,False,,False,False,,False,False,,False,,,,,,,False,False
02185,62,24.0,23.5,,16.0,7.0,,,,,,,,,39.1,18.3,,2.0,15.9,,,37.0,,15.6,,,,,,,7.0,40.1,-38.0,-38.5,,-46.0,-55.0,,,,,,,,,-22.9,-43.7,,-60.0,-46.1,,,-25.0,,-46.4,,,,,,,-55.0,-21.9,False,,False,False,,,,,,,,,True,False,,False,False,,,True,,False,,,,,,,False,True
02188,34,6.0,5.2,,4.0,0.0,,,,,,,,,7.8,9.5,,2.4,2.9,,1.0,11.0,,3.7,,,,,,,4.7,16.0,-28.0,-28.8,,-30.0,-34.0,,,,,,,,,-26.2,-24.5,,-31.6,-31.1,,-33.0,-23.0,,-30.3,,,,,,,-29.3,-18.0,False,,False,False,,,,,,,,,True,True,,False,False,,False,True,,False,,,,,,,False,True
02195,0,0.0,0.0,,0.0,0.0,,,,,,,,,0.1,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,,10.0,0.0,0.0,,0.0,0.0,,,,,,,,,0.1,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,,10.0,False,,True,True,,,,,,,,,False,False,,False,False,,True,,,True,,,,,,,,False
02198,2,4.0,3.5,,3.0,0.0,,,,,,,,,5.3,6.5,,1.4,2.0,,1.0,,,3.4,,,,,,,,7.8,2.0,1.5,,1.0,-2.0,,,,,,,,,3.3,4.5,,-0.6,0.0,,-1.0,,,1.4,,,,,,,,5.8,True,,True,False,,,,,,,,,False,False,,True,True,,True,,,True,,,,,,,,False
02220,5,4.0,3.8,,2.0,0.0,,,,,,,,,2.8,5.6,,0.5,0.5,,0.0,19.0,,1.8,,,,,,,3.0,8.8,-1.0,-1.2,,-3.0,-5.0,,,,,,,,,-2.2,0.6,,-4.5,-4.5,,-5.0,14.0,,-3.2,,,,,,,-2.0,3.8,False,,False,False,,,,,,,,,False,True,,False,False,,False,False,,False,,,,,,,False,False
02230,0,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,,0.0,,,0.0,,,,,,,,5.6,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,,0.0,,,0.0,,,,,,,,5.6,True,,True,True,,,,,,,,,True,True,,,True,,True,,,True,,,,,,,,False
02240,5,4.0,4.5,,0.0,0.0,,,,,,,,,3.5,0.3,,0.2,0.6,,0.0,20.0,,0.7,,,,,,,2.2,32.4,-1.0,-0.5,,-5.0,-5.0,,,,,,,,,-1.5,-4.7,,-4.8,-4.4,,-5.0,15.0,,-4.3,,,,,,,-2.8,27.4,True,,False,False,,,,,,,,,False,False,,False,False,,False,False,,False,,,,,,,False,False
02261,1,0.0,0.2,,0.0,0.0,,,,,,,,,3.0,2.3,,1.4,0.5,,0.0,2.0,,5.9,,,,,,,3.8,31.4,-1.0,-0.8,,-1.0,-1.0,,,,,,,,,2.0,1.3,,0.4,-0.5,,-1.0,1.0,,4.9,,,,,,,2.8,30.4,True,,False,False,,,,,,,,,False,False,,True,True,,False,False,,False,,,,,,,False,False
02275,1,0.0,0.2,,0.0,0.0,,,,,,,,,0.7,0.5,,,0.1,,0.0,,,0.2,,,,,,,,8.6,-1.0,-0.8,,-1.0,-1.0,,,,,,,,,-0.3,-0.5,,,-0.9,,-1.0,,,-0.8,,,,,,,,7.6,True,,False,False,,,,,,,,,True,True,,,True,,False,,,True,,,,,,,,False
02282,5,2.0,1.4,,1.0,0.0,,,,,,,,,1.4,0.0,,,0.2,,0.0,,,0.8,,,,,,,2.5,10.5,-3.0,-3.6,,-4.0,-5.0,,,,,,,,,-3.6,-5.0,,,-4.8,,-5.0,,,-4.2,,,,,,,-2.5,5.5,False,,False,False,,,,,,,,,False,False,,,False,,False,,,False,,,,,,,True,False
02290,7,4.0,2.9,,3.0,0.0,,,,,,,,,4.7,1.6,,2.7,2.7,,3.0,,,0.2,,,,,,,3.6,31.0,-3.0,-4.1,,-4.0,-7.0,,,,,,,,,-2.3,-5.4,,-4.3,-4.3,,-4.0,,,-6.8,,,,,,,-3.4,24.0,False,,False,False,,,,,,,,,True,False,,False,False,,False,,,False,,,,,,,False,False
04001,145,50.0,51.5,,31.0,29.0,,,,,,,207.0,,30.6,40.9,,11.5,35.3,2.4,39.0,55.0,,9.6,,72.7,,,,,60.4,65.1,-95.0,-93.5,,-114.0,-116.0,,,,,,,62.0,,-114.4,-104.1,,-133.5,-109.7,-142.6,-106.0,-90.0,,-135.4,,-72.3,,,,,-84.6,-79.9,True,,False,False,,,,,,,True,,False,False,,False,False,False,False,True,,False,,True,,,,,True,True
04003,42,36.0,33.4,,34.0,10.0,,,,,,,97.0,,91.1,48.5,,10.7,30.9,66.6,27.0,83.0,,6.4,,36.4,,,,,21.6,160.3,-6.0,-8.6,,-8.0,-32.0,,,,,,,55.0,,49.1,6.5,,-31.3,-11.1,24.6,-15.0,41.0,,-35.6,,-5.6,,,,,-20.4,118.3,False,,False,False,,,,,,,False,,False,False,,False,False,False,False,False,,False,,True,,,,,False,False
04005,574,198.0,198.3,,198.0,122.0,,,,,,,349.0,,142.0,78.4,,343.2,331.1,12.0,438.0,287.0,,907.7,,165.3,563.0,,,,41.8,280.9,-376.0,-375.7,,-376.0,-452.0,,,,,,,-225.0,,-432.0,-495.6,,-230.8,-242.9,-562.0,-136.0,-287.0,,333.7,,-408.7,-11.0,,,,-532.2,-293.1,True,,False,False,,,,,,,True,,False,False,,True,True,False,True,True,,True,,False,True,,,,False,True
04007,139,78.0,73.4,,43.0,18.0,,,,,,,35.0,,110.3,43.0,,43.1,48.0,0.4,63.0,129.0,,12.7,,65.0,,,,,32.4,547.7,-61.0,-65.6,,-96.0,-121.0,,,,,,,-104.0,,-28.7,-96.0,,-95.9,-91.0,-138.6,-76.0,-10.0,,-126.3,,-74.0,,,,,-106.6,408.7,False,,False,False,,,,,,,False,,True,False,,False,False,False,False,True,,False,,False,,,,,False,False
04009,45,34.0,35.9,,32.0,42.0,,,,,,,59.0,,79.9,36.5,,6.1,26.2,0.0,22.0,23.0,,30.2,,,,,,,56.0,181.5,-11.0,-9.1,,-13.0,-3.0,,,,,,,14.0,,34.9,-8.5,,-38.9,-18.8,-45.0,-23.0,-22.0,,-14.8,,,,,,,11.0,136.5,True,,False,True,,,,,,,False,,False,True,,False,False,False,False,False,,False,,,,,,,False,False
04011,1,2.0,2.3,,0.0,0.0,,,,,,,8.0,,0.3,3.1,,0.0,0.3,,0.0,12.0,,1.3,,,,,,,2.4,19.5,1.0,1.3,,-1.0,-1.0,,,,,,,7.0,,-0.7,2.1,,-1.0,-0.7,,-1.0,11.0,,0.3,,,,,,,1.4,18.5,False,,False,False,,,,,,,False,,True,False,,True,True,,False,False,,True,,,,,,,False,False
04012,21,16.0,12.7,,7.0,0.0,,,,,,,15.0,,234.6,10.2,,2.5,10.4,0.0,13.0,5.0,,2.6,,,,,,,5.3,340.4,-5.0,-8.3,,-14.0,-21.0,,,,,,,-6.0,,213.6,-10.8,,-18.5,-10.6,-21.0,-8.0,-16.0,,-18.4,,,,,,,-15.7,319.4,False,,False,False,,,,,,,False,,False,False,,False,False,False,False,False,,False,,,,,,,False,False
04013,3671,2872.0,3080.2,1995.2,2648.0,3744.0,,,,,,,3754.0,,2647.9,2558.1,,2992.3,2857.4,830.0,3205.0,2995.0,,949.7,,2364.2,2548.0,,,,2135.3,6807.0,-799.0,-590.8,-1675.8,-1023.0,73.0,,,,,,,83.0,,-1023.1,-1112.9,,-678.7,-813.6,-2841.0,-466.0,-676.0,,-2721.3,,-1306.8,-1123.0,,,,-1535.7,3136.0,True,False,False,True,,,,,,,True,,False,False,,True,False,False,True,True,,False,,False,False,,,,False,False
04015,192,80.0,55.7,,83.0,129.0,,,,,,,224.0,,213.0,100.2,,24.6,84.3,108.6,74.0,140.0,,75.7,,87.8,52.0,,,,126.8,759.5,-112.0,-136.3,,-109.0,-63.0,,,,,,,32.0,,21.0,-91.8,,-167.4,-107.7,-83.4,-118.0,-52.0,,-116.3,,-104.2,-140.0,,,,-65.2,567.5,False,,True,True,,,,,,,True,,True,True,,False,True,True,False,True,,False,,True,False,,,,True,False
04017,103,66.0,56.7,,58.0,58.0,,,,,,,257.0,,92.2,62.1,,29.2,56.9,7.0,51.0,166.0,,30.7,,76.2,,,,,61.2,137.6,-37.0,-46.3,,-45.0,-45.0,,,,,,,154.0,,-10.8,-40.9,,-73.8,-46.1,-96.0,-52.0,63.0,,-72.3,,-26.8,,,,,-41.8,34.6,False,,False,False,,,,,,,False,,True,False,,False,False,False,False,False,,False,,True,,,,,False,True
04019,2972,1046.0,1072.0,911.7,895.0,494.0,,,,,,,1099.0,,1153.0,724.0,,754.7,893.3,859.3,1016.0,1782.0,,461.5,,788.0,704.0,,,,858.4,3266.4,-1926.0,-1900.0,-2060.3,-2077.0,-2478.0,,,,,,,-1873.0,,-1819.0,-2248.0,,-2217.3,-2078.7,-2112.7,-1956.0,-1190.0,,-2510.5,,-2184.0,-2268.0,,,,-2113.6,294.4,True,False,False,False,,,,,,,True,,True,False,,False,False,False,False,True,,False,,False,False,,,,False,True
04021,368,462.0,525.3,476.8,400.0,1197.0,,,,,,,402.0,,691.7,205.5,,342.9,310.7,206.2,404.0,399.0,,242.8,,404.6,335.0,,,,263.5,1752.5,94.0,157.3,108.8,32.0,829.0,,,,,,,34.0,,323.7,-162.5,,-25.1,-57.3,-161.8,36.0,31.0,,-125.2,,36.6,-33.0,,,,-104.5,1384.5,False,False,True,False,,,,,,,True,,False,False,,True,True,False,True,True,,False,,True,True,,,,False,False
04023,52,22.0,37.1,,20.0,20.0,,,,,,,75.0,,78.0,14.2,,3.7,16.5,0.9,,29.0,,9.9,,23.5,,,,,17.7,117.8,-30.0,-14.9,,-32.0,-32.0,,,,,,,23.0,,26.0,-37.8,,-48.3,-35.5,-51.1,,-23.0,,-42.1,,-28.5,,,,,-34.3,65.8,True,,False,False,,,,,,,True,,True,False,,False,False,False,,True,,False,,True,,,,,False,False
04025,110,128.0,131.9,,120.0,11.0,,,,,,,192.0,,157.2,172.9,,73.1,104.3,142.3,110.0,204.0,,137.5,,108.3,86.0,,,,80.6,803.9,18.0,21.9,,10.0,-99.0,,,,,,,82.0,,47.2,62.9,,-36.9,-5.7,32.3,0.0,94.0,,27.5,,-1.7,-24.0,,,,-29.4,693.9,False,,True,False,,,,,,,False,,False,False,,False,True,False,True,False,,False,,True,False,,,,False,False
04027,301,134.0,117.1,167.3,117.0,51.0,,,,,,,243.0,,169.3,148.3,,75.5,135.9,6.9,113.0,242.0,,50.2,,488.9,95.0,,,,188.9,965.0,-167.0,-183.9,-133.7,-184.0,-250.0,,,,,,,-58.0,,-131.7,-152.7,,-225.5,-165.1,-294.1,-188.0,-59.0,,-250.8,,187.9,-206.0,,,,-112.1,664.0,False,True,False,False,,,,,,,True,,True,True,,False,True,False,False,True,,False,,False,False,,,,True,False
05001,93,34.0,34.4,,29.0,11.0,,,,,,,49.0,,80.9,26.9,,13.5,27.0,9.1,75.0,5.0,,31.2,,,,,,,20.1,43.6,-59.0,-58.6,,-64.0,-82.0,,,,,,,-44.0,,-12.1,-66.1,,-79.5,-66.0,-83.9,-18.0,-88.0,,-61.8,,,,,,,-72.9,-49.4,True,,False,False,,,,,,,True,,True,False,,False,False,False,True,False,,False,,,,,,,False,True
05003,33,18.0,18.7,,11.0,3.0,,,,,,,29.0,,57.2,20.8,,6.5,14.7,0.1,80.0,37.0,,0.8,,,,,,,9.3,33.3,-15.0,-14.3,,-22.0,-30.0,,,,,,,-4.0,,24.2,-12.2,,-26.5,-18.3,-32.9,47.0,4.0,,-32.2,,,,,,,-23.7,0.3,True,,False,False,,,,,,,True,,False,True,,False,False,False,False,True,,False,,,,,,,False,True
