,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
13303,66,96.0,122.5,,72.0,67.0,,,,,185.0,68.4,96.9,,34.6,83.9,0.2,,34.9,193.0,,,,33.0,194.1,30.0,56.5,,6.0,1.0,,,,,119.0,2.4,30.9,,-31.4,17.9,-65.8,,-31.1,127.0,,,,-33.0,128.1,False,,True,True,,,,,False,True,False,,False,True,False,,False,False,,,,False,False
13305,172,148.0,139.0,,91.0,97.0,,,,,196.0,75.4,149.9,,57.8,88.1,0.7,,65.0,140.9,,,,52.0,311.4,-24.0,-33.0,,-81.0,-75.0,,,,,24.0,-96.6,-22.1,,-114.2,-83.9,-171.3,,-107.0,-31.1,,,,-120.0,139.4,False,,False,False,,,,,False,False,True,,False,False,False,,False,False,,,,False,False
13307,6,0.0,0.9,,0.0,0.0,,,,,21.0,4.2,1.3,,0.1,0.2,,,0.7,3.9,,,,0.0,9.5,-6.0,-5.1,,-6.0,-6.0,,,,,15.0,-1.8,-4.7,,-5.9,-5.8,,,-5.3,-2.1,,,,-6.0,3.5,True,,False,False,,,,,False,True,True,,True,True,,,True,True,,,,False,True
13309,186,56.0,55.1,,42.0,100.0,,,,,52.0,70.6,31.7,,9.5,37.8,7.5,,30.9,36.7,,,,21.0,77.2,-130.0,-130.9,,-144.0,-86.0,,,,,-134.0,-115.4,-154.3,,-176.5,-148.2,-178.5,,-155.1,-149.3,,,,-165.0,-108.8,False,,False,True,,,,,False,True,False,,False,False,False,,False,False,,,,False,True
13311,321,280.0,274.3,,243.0,446.0,,,,,122.0,281.3,173.7,,79.1,219.1,139.0,,244.6,246.6,,,,342.0,435.9,-41.0,-46.7,,-78.0,125.0,,,,,-199.0,-39.7,-147.3,,-241.9,-101.9,-182.0,,-76.4,-74.4,,,,21.0,114.9,False,,False,False,,,,,False,True,False,,False,False,False,,False,False,,,,True,False
13313,589,572.0,578.7,,478.0,948.0,,,,,843.0,212.0,289.4,,393.5,479.0,46.1,,122.0,574.8,,,,334.0,927.2,-17.0,-10.3,,-111.0,359.0,,,,,254.0,-377.0,-299.6,,-195.5,-110.0,-542.9,,-467.0,-14.2,,,,-255.0,338.2,True,,False,False,,,,,False,False,False,,False,False,False,,False,True,,,,False,False
13315,27,48.0,47.5,,40.0,40.0,,,,,77.0,28.6,29.9,,12.5,40.0,0.6,,46.4,33.8,,,,49.0,59.9,21.0,20.5,,13.0,13.0,,,,,50.0,1.6,2.9,,-14.5,13.0,-26.4,,19.4,6.8,,,,22.0,32.9,True,,True,True,,,,,False,True,True,,True,True,False,,True,True,,,,False,False
13317,46,40.0,40.1,,23.0,28.0,,,,,49.0,22.2,27.9,,9.0,33.7,0.0,,7.6,22.8,,,,21.0,66.5,-6.0,-5.9,,-23.0,-18.0,,,,,3.0,-23.8,-18.1,,-37.0,-12.3,-46.0,,-38.4,-23.2,,,,-25.0,20.5,True,,False,False,,,,,True,False,False,,False,False,False,,False,False,,,,False,False
13319,50,128.0,127.6,,62.0,69.0,,,,,44.0,79.3,55.9,,5.8,56.9,65.8,,43.5,119.1,,,,91.0,194.9,78.0,77.6,,12.0,19.0,,,,,-6.0,29.3,5.9,,-44.2,6.9,15.8,,-6.5,69.1,,,,41.0,144.9,True,,True,True,,,,,True,True,True,,True,True,True,,True,True,,,,True,False
13321,40,64.0,61.1,,50.0,48.0,,,,,126.0,51.1,48.7,,19.9,40.4,24.4,,50.4,71.4,,,,42.0,97.5,24.0,21.1,,10.0,8.0,,,,,86.0,11.1,8.7,,-20.1,0.4,-15.6,,10.4,31.4,,,,2.0,57.5,True,,True,True,,,,,False,True,True,,True,True,True,,True,False,,,,True,False
15001,375,504.0,515.7,,516.0,2184.0,,,,,,474.7,426.5,,1839.2,513.3,0.8,,1357.5,277.7,5520.0,,,2207.0,615.4,129.0,140.7,,141.0,1809.0,,,,,,99.7,51.5,,1464.2,138.3,-374.2,,982.5,-97.3,5145.0,,,1832.0,240.4,False,,False,False,,,,,,True,True,,False,False,False,,False,True,False,,,False,False
15003,3438,6416.0,6318.5,5526.7,6600.0,7229.0,,,,,,6814.9,7628.0,,9169.8,5102.6,782.6,,8442.2,24582.0,8369.0,,,6227.0,8772.9,2978.0,2880.5,2088.7,3162.0,3791.0,,,,,,3376.9,4190.0,,5731.8,1664.6,-2655.4,,5004.2,21144.0,4931.0,,,2789.0,5334.9,True,True,False,False,,,,,,False,False,,False,True,True,,False,False,False,,,True,False
15005,0,0.0,0.0,,0.0,0.0,,,,,,2.3,0.0,,,0.0,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,,,,,,2.3,0.0,,,0.0,,,0.0,,,,,,,True,,True,True,,,,,,False,True,,,True,,,True,,,,,,
15007,3,4.0,4.6,,0.0,0.0,,,,,,5.3,54.5,,0.0,0.2,,,0.8,6.9,,,,2.0,8.0,1.0,1.6,,-3.0,-3.0,,,,,,2.3,51.5,,-3.0,-2.8,,,-2.2,3.9,,,,-1.0,5.0,False,,False,False,,,,,,False,False,,False,False,,,False,False,,,,False,False
15009,58,204.0,192.8,,195.0,280.0,,,,,,196.4,529.8,,97.7,146.3,5.5,,170.1,259.5,254.0,,,217.0,342.0,146.0,134.8,,137.0,222.0,,,,,,138.4,471.8,,39.7,88.3,-52.5,,112.1,201.5,196.0,,,159.0,284.0,True,,True,False,,,,,,True,False,,True,True,True,,True,False,False,,,False,False
16001,1751,2072.0,2148.6,1963.6,1751.0,1667.0,,,,,2122.0,2307.0,3036.1,,1699.8,1498.2,1012.2,,632.5,1320.5,999.0,,,1217.0,3491.7,321.0,397.6,212.6,0.0,-84.0,,,,,371.0,556.0,1285.1,,-51.2,-252.8,-738.8,,-1118.5,-430.5,-752.0,,,-534.0,1740.7,False,True,True,True,,,,,False,False,False,,True,True,False,,False,False,False,,,False,False
16003,3,4.0,4.7,,4.0,0.0,,,,,8.0,17.2,5.0,,1.9,0.3,,,2.4,2.2,,,,5.0,5.7,1.0,1.7,,1.0,-3.0,,,,,5.0,14.2,2.0,,-1.1,-2.7,,,-0.6,-0.8,,,,2.0,2.7,False,,False,False,,,,,False,False,False,,False,False,,,True,True,,,,False,False
16005,385,224.0,257.2,,224.0,104.0,,,,,251.0,534.9,446.6,,63.4,170.3,324.8,,85.7,120.3,,,,125.0,322.4,-161.0,-127.8,,-161.0,-281.0,,,,,-134.0,149.9,61.6,,-321.6,-214.7,-60.2,,-299.4,-264.7,,,,-260.0,-62.6,True,,False,False,,,,,True,True,True,,False,False,True,,False,False,,,,False,True
16007,12,20.0,15.0,,8.0,0.0,,,,,4.0,59.0,21.1,,,1.6,,,4.3,,,,,11.0,40.1,8.0,3.0,,-4.0,-12.0,,,,,-8.0,47.0,9.1,,,-10.4,,,-7.7,,,,,-1.0,28.1,True,,True,False,,,,,False,False,False,,,False,,,True,,,,,True,False
16009,32,60.0,60.7,,41.0,73.0,,,,,21.0,298.1,51.1,,3.8,37.3,12.6,,17.5,77.6,,,,49.0,117.5,28.0,28.7,,9.0,41.0,,,,,-11.0,266.1,19.1,,-28.2,5.3,-19.4,,-14.5,45.6,,,,17.0,85.5,False,,True,False,,,,,True,False,True,,False,True,True,,True,False,,,,True,False
16011,450,200.0,210.9,,198.0,123.0,,,,,153.0,646.3,344.7,,144.3,147.2,216.9,,82.6,297.9,,,,122.0,285.6,-250.0,-239.1,,-252.0,-327.0,,,,,-297.0,196.3,-105.3,,-305.7,-302.8,-233.1,,-367.4,-152.1,,,,-328.0,-164.4,True,,False,False,,,,,False,True,True,,False,False,True,,False,True,,,,False,True
16013,62,40.0,40.4,,37.0,2.0,,,,,57.0,42.9,38.6,,12.8,37.6,7.0,,72.0,38.2,,,,35.0,48.6,-22.0,-21.6,,-25.0,-60.0,,,,,-5.0,-19.1,-23.4,,-49.2,-24.4,-55.0,,10.0,-23.8,,,,-27.0,-13.4,True,,False,False,,,,,True,True,False,,False,False,False,,True,False,,,,False,True
16015,10,16.0,17.2,,13.0,0.0,,,,,12.0,80.8,26.8,,,6.2,,,7.0,14.3,,,,8.0,19.5,6.0,7.2,,3.0,-10.0,,,,,2.0,70.8,16.8,,,-3.8,,,-3.0,4.3,,,,-2.0,9.5,False,,True,False,,,,,True,False,False,,,True,,,True,True,,,,True,False
16017,108,68.0,80.9,,52.0,22.0,,,,,77.0,174.3,112.1,,21.3,44.7,98.3,,6.8,51.3,,,,44.0,84.7,-40.0,-27.1,,-56.0,-86.0,,,,,-31.0,66.3,4.1,,-86.7,-63.3,-9.7,,-101.2,-56.7,,,,-64.0,-23.3,True,,False,False,,,,,True,False,True,,False,False,True,,False,False,,,,False,True
16019,974,856.0,861.6,,752.0,756.0,,,,,374.0,1781.7,1047.2,,423.6,698.4,760.7,,528.9,646.2,,,,557.0,1329.1,-118.0,-112.4,,-222.0,-218.0,,,,,-600.0,807.7,73.2,,-550.4,-275.6,-213.3,,-445.1,-327.8,,,,-417.0,355.1,True,,False,False,,,,,False,False,True,,False,False,False,,False,False,,,,False,False
16021,14,4.0,3.7,,4.0,0.0,,,,,20.0,10.4,15.0,,,0.2,,,0.7,13.7,,,,2.0,9.8,-10.0,-10.3,,-10.0,-14.0,,,,,6.0,-3.6,1.0,,,-13.8,,,-13.3,-0.3,,,,-12.0,-4.2,False,,False,False,,,,,True,True,True,,,False,,,False,True,,,,False,True
16023,18,24.0,24.2,,22.0,,,,,,0.0,78.1,46.4,,,1.2,,,19.6,13.4,,,,43.0,18.5,6.0,6.2,,4.0,,,,,,-18.0,60.1,28.4,,,-16.8,,,1.6,-4.6,,,,25.0,0.5,False,,True,,,,,,False,False,False,,,False,,,True,True,,,,False,True
16025,27,8.0,7.8,,2.0,0.0,,,,,0.0,20.2,8.3,,0.1,0.0,,,1.0,3.8,,,,20.0,4.0,-19.0,-19.2,,-25.0,-27.0,,,,,-27.0,-6.8,-18.7,,-26.9,-27.0,,,-26.0,-23.2,,,,-7.0,-23.0,False,,False,False,,,,,False,True,True,,False,False,,,False,False,,,,True,False
16027,1017,1564.0,1408.3,1363.0,1384.0,2132.0,,,,,1464.0,1355.4,1709.8,,1417.9,1416.8,708.1,,795.0,970.2,950.0,,,638.0,2470.8,547.0,391.3,346.0,367.0,1115.0,,,,,447.0,338.4,692.8,,400.9,399.8,-308.9,,-222.0,-46.8,-67.0,,,-379.0,1453.8,True,True,True,False,,,,,True,True,False,,True,True,True,,True,True,True,,,True,False
16029,77,16.0,10.6,,4.0,0.0,,,,,4.0,67.3,10.9,,3.1,0.2,,,0.7,20.8,,,,10.0,13.8,-61.0,-66.4,,-73.0,-77.0,,,,,-73.0,-9.7,-66.1,,-73.9,-76.8,,,-76.3,-56.2,,,,-67.0,-63.2,False,,False,False,,,,,False,True,False,,False,False,,,False,True,,,,False,False
16031,144,40.0,40.0,,38.0,16.0,,,,,90.0,108.6,59.0,,6.8,40.4,0.0,,6.7,63.3,,,,18.0,96.8,-104.0,-104.0,,-106.0,-128.0,,,,,-54.0,-35.4,-85.0,,-137.2,-103.6,-144.0,,-137.3,-80.7,,,,-126.0,-47.2,True,,False,False,,,,,True,True,True,,False,True,False,,False,True,,,,False,True
16033,12,20.0,17.9,,9.0,0.0,,,,,0.0,48.5,7.9,,,6.0,,,11.3,,,,,7.0,23.3,8.0,5.9,,-3.0,-12.0,,,,,-12.0,36.5,-4.1,,,-6.0,,,-0.7,,,,,-5.0,11.3,True,,True,False,,,,,False,False,True,,,True,,,True,,,,,True,False
16035,24,4.0,2.2,,2.0,0.0,,,,,16.0,43.1,6.5,,,0.2,,,2.9,,,,,4.0,6.4,-20.0,-21.8,,-22.0,-24.0,,,,,-8.0,19.1,-17.5,,,-23.8,,,-21.1,,,,,-20.0,-17.6,False,,False,False,,,,,True,True,True,,,False,,,False,,,,,False,True
16037,34,52.0,52.7,,18.0,2.0,,,,,1.0,120.4,10.6,,2.5,23.7,,,20.4,,,,,85.0,72.6,18.0,18.7,,-16.0,-32.0,,,,,-33.0,86.4,-23.4,,-31.5,-10.3,,,-13.6,,,,,51.0,38.6,False,,True,False,,,,,False,False,False,,False,True,,,True,,,,,False,False
16039,64,76.0,85.4,,76.0,88.0,,,,,99.0,264.2,127.0,,17.0,65.4,99.7,,32.3,53.9,,,,65.0,94.4,12.0,21.4,,12.0,24.0,,,,,35.0,200.2,63.0,,-47.0,1.4,35.7,,-31.7,-10.1,,,,1.0,30.4,False,,False,False,,,,,False,False,False,,False,True,False,,False,True,,,,True,False
16041,59,8.0,7.7,,8.0,0.0,,,,,18.0,19.8,17.0,,5.7,0.8,,,6.2,14.3,,,,6.0,7.5,-51.0,-51.3,,-51.0,-59.0,,,,,-41.0,-39.2,-42.0,,-53.3,-58.2,,,-52.8,-44.7,,,,-53.0,-51.5,False,,False,False,,,,,True,True,True,,False,False,,,False,True,,,,False,False
16043,86,56.0,61.4,,34.0,28.0,,,,,12.0,74.8,62.7,,9.5,32.8,52.1,,7.8,58.8,,,,25.0,59.1,-30.0,-24.6,,-52.0,-58.0,,,,,-74.0,-11.2,-23.3,,-76.5,-53.2,-33.9,,-78.2,-27.2,,,,-61.0,-26.9,True,,False,False,,,,,False,True,True,,False,False,False,,False,True,,,,False,True
16045,114,20.0,11.5,,14.0,3.0,,,,,80.0,149.6,51.1,,3.4,26.8,42.5,,14.3,12.1,,,,17.0,29.1,-94.0,-102.5,,-100.0,-111.0,,,,,-34.0,35.6,-62.9,,-110.6,-87.2,-71.5,,-99.7,-101.9,,,,-97.0,-84.9,False,,False,False,,,,,True,True,True,,False,True,True,,False,False,,,,False,True
16047,59,112.0,114.9,,91.0,84.0,,,,,64.0,128.4,97.6,,27.3,91.2,56.2,,307.5,136.0,,,,100.0,148.8,53.0,55.9,,32.0,25.0,,,,,5.0,69.4,38.6,,-31.7,32.2,-2.8,,248.5,77.0,,,,41.0,89.8,False,,True,True,,,,,True,False,True,,True,True,True,,False,False,,,,True,False
16049,158,4.0,4.4,,4.0,0.0,,,,,28.0,32.3,27.6,,1.8,1.2,,,1.4,8.1,,,,4.0,8.9,-154.0,-153.6,,-154.0,-158.0,,,,,-130.0,-125.7,-130.4,,-156.2,-156.8,,,-156.6,-149.9,,,,-154.0,-149.1,True,,False,False,,,,,True,True,True,,False,False,,,False,True,,,,False,True
16051,217,168.0,166.1,,135.0,136.0,,,,,60.0,507.4,187.9,,55.9,128.5,117.9,,53.1,164.5,,,,113.0,294.5,-49.0,-50.9,,-82.0,-81.0,,,,,-157.0,290.4,-29.1,,-161.1,-88.5,-99.1,,-163.9,-52.5,,,,-104.0,77.5,False,,False,False,,,,,False,False,True,,False,False,False,,False,False,,,,False,False
16053,160,144.0,140.9,,114.0,129.0,,,,,85.0,236.8,110.4,,25.4,99.7,71.4,,116.5,112.3,,,,107.0,196.8,-16.0,-19.1,,-46.0,-31.0,,,,,-75.0,76.8,-49.6,,-134.6,-60.3,-88.6,,-43.5,-47.7,,,,-53.0,36.8,False,,False,False,,,,,False,False,False,,False,False,False,,False,False,,,,False,False
16055,486,428.0,383.6,,334.0,371.0,,,,,522.0,616.8,701.7,,122.9,259.1,309.2,,143.5,363.1,105.0,,,185.0,607.2,-58.0,-102.4,,-152.0,-115.0,,,,,36.0,130.8,215.7,,-363.1,-226.9,-176.8,,-342.5,-122.9,-381.0,,,-301.0,121.2,False,,False,False,,,,,True,False,False,,False,False,False,,False,False,False,,,False,False
16057,180,228.0,228.4,,168.0,398.0,,,,,168.0,1244.2,277.0,,52.7,117.6,13.8,,20.8,212.1,,,,243.0,390.3,48.0,48.4,,-12.0,218.0,,,,,-12.0,1064.2,97.0,,-127.3,-62.4,-166.2,,-159.2,32.1,,,,63.0,210.3,False,,True,False,,,,,True,False,False,,False,False,False,,False,True,,,,False,False
16059,23,28.0,27.2,,22.0,1.0,,,,,9.0,127.7,51.4,,6.5,17.3,,,20.1,,,,,15.0,38.9,5.0,4.2,,-1.0,-22.0,,,,,-14.0,104.7,28.4,,-16.5,-5.7,,,-2.9,,,,,-8.0,15.9,True,,True,False,,,,,False,False,False,,False,False,,,True,,,,,False,False
16061,15,0.0,0.0,,0.0,0.0,,,,,1.0,13.6,22.9,,,0.0,,,0.0,,,,,,5.2,-15.0,-15.0,,-15.0,-15.0,,,,,-14.0,-1.4,7.9,,,-15.0,,,-15.0,,,,,,-9.8,True,,False,False,,,,,True,True,True,,,True,,,False,,,,,,True
16063,24,16.0,16.4,,6.0,0.0,,,,,13.0,25.9,12.3,,2.7,2.0,,,1.3,11.1,,,,8.0,13.3,-8.0,-7.6,,-18.0,-24.0,,,,,-11.0,1.9,-11.7,,-21.3,-22.0,,,-22.7,-12.9,,,,-16.0,-10.7,True,,False,False,,,,,False,True,False,,False,False,,,False,False,,,,False,False
16065,468,100.0,96.2,,96.0,105.0,,,,,110.0,273.2,221.3,,16.9,73.8,53.7,,63.7,37.9,,,,75.0,113.5,-368.0,-371.8,,-372.0,-363.0,,,,,-358.0,-194.8,-246.7,,-451.1,-394.2,-414.3,,-404.3,-430.1,,,,-393.0,-354.5,False,,False,True,,,,,True,True,True,,False,False,False,,False,False,,,,False,True
16067,133,108.0,116.4,,68.0,35.0,,,,,70.0,130.9,71.7,,11.7,77.5,0.0,,41.6,79.3,,,,55.0,170.7,-25.0,-16.6,,-65.0,-98.0,,,,,-63.0,-2.1,-61.3,,-121.3,-55.5,-133.0,,-91.4,-53.7,,,,-78.0,37.7,True,,False,False,,,,,False,True,False,,False,False,False,,False,False,,,,False,False
16069,151,228.0,233.9,,224.0,514.0,,,,,191.0,626.8,215.8,,58.7,139.2,297.4,,27.5,246.1,,,,284.0,252.2,77.0,82.9,,73.0,363.0,,,,,40.0,475.8,64.8,,-92.3,-11.8,146.4,,-123.5,95.1,,,,133.0,101.2,False,,True,False,,,,,True,False,True,,False,True,False,,False,False,,,,False,False
16071,3,12.0,11.2,,4.0,0.0,,,,,4.0,41.2,7.8,,,0.1,,,1.5,,,,,9.0,9.3,9.0,8.2,,1.0,-3.0,,,,,1.0,38.2,4.8,,,-2.9,,,-1.5,,,,,6.0,6.3,True,,True,True,,,,,True,False,True,,,True,,,True,,,,,True,True
16073,30,40.0,28.4,,30.0,6.0,,,,,113.0,136.0,48.7,,21.1,43.4,0.0,,10.6,54.7,,,,19.0,81.4,10.0,-1.6,,0.0,-24.0,,,,,83.0,106.0,18.7,,-8.9,13.4,-30.0,,-19.4,24.7,,,,-11.0,51.4,True,,True,False,,,,,False,False,False,,True,False,False,,False,False,,,,False,False
16075,219,408.0,414.4,,323.0,625.0,,,,,146.0,710.3,207.2,,359.7,323.5,91.9,,201.9,217.8,,,,287.0,485.8,189.0,195.4,,104.0,406.0,,,,,-73.0,491.3,-11.8,,140.7,104.5,-127.1,,-17.1,-1.2,,,,68.0,266.8,False,,True,False,,,,,True,False,True,,True,True,True,,True,True,,,,True,False
16077,117,92.0,92.5,,55.0,41.0,,,,,16.0,217.2,43.3,,70.2,63.3,23.5,,30.6,62.5,,,,93.0,85.0,-25.0,-24.5,,-62.0,-76.0,,,,,-101.0,100.2,-73.7,,-46.8,-53.7,-93.5,,-86.4,-54.5,,,,-24.0,-32.0,True,,False,False,,,,,False,False,False,,False,False,False,,False,False,,,,True,False
16079,19,52.0,58.7,,45.0,36.0,,,,,31.0,142.6,130.1,,,20.6,35.2,,7.4,159.0,,,,18.0,79.9,33.0,39.7,,26.0,17.0,,,,,12.0,123.6,111.1,,,1.6,16.2,,-11.6,140.0,,,,-1.0,60.9,False,,True,True,,,,,True,False,False,,,True,True,,True,False,,,,True,False
16081,41,32.0,35.9,,32.0,34.0,,,,,15.0,127.9,36.5,,2.7,29.4,23.9,,50.1,35.0,,,,28.0,57.5,-9.0,-5.1,,-9.0,-7.0,,,,,-26.0,86.9,-4.5,,-38.3,-11.6,-17.1,,9.1,-6.0,,,,-13.0,16.5,True,,False,True,,,,,False,False,True,,False,False,False,,False,True,,,,False,False
16083,560,304.0,285.7,,251.0,128.0,,,,,235.0,343.0,355.5,,195.6,268.8,205.9,,64.8,276.2,,,,147.0,423.0,-256.0,-274.3,,-309.0,-432.0,,,,,-325.0,-217.0,-204.5,,-364.4,-291.2,-354.1,,-495.2,-283.8,,,,-413.0,-137.0,False,,False,False,,,,,False,True,True,,False,False,False,,False,False,,,,False,True
16085,7,24.0,20.9,,18.0,,,,,,18.0,18.7,38.6,,9.9,16.2,,,1.9,46.8,,,,8.0,29.5,17.0,13.9,,11.0,,,,,,11.0,11.7,31.6,,2.9,9.2,,,-5.1,39.8,,,,1.0,22.5,True,,True,,,,,,True,True,False,,True,True,,,True,False,,,,True,False
16087,91,56.0,66.2,,55.0,64.0,,,,,65.0,89.9,43.7,,27.2,49.1,0.0,,29.6,97.8,,,,28.0,81.4,-35.0,-24.8,,-36.0,-27.0,,,,,-26.0,-1.1,-47.3,,-63.8,-41.9,-91.0,,-61.4,6.8,,,,-63.0,-9.6,True,,False,True,,,,,True,True,False,,False,False,False,,False,True,,,,False,True
17001,350,228.0,216.2,,170.0,69.0,,,,,517.0,157.0,381.4,,107.2,207.0,282.1,,80.1,161.7,,,,99.0,370.8,-122.0,-133.8,,-180.0,-281.0,,,,,167.0,-193.0,31.4,,-242.8,-143.0,-67.9,,-269.9,-188.3,,,,-251.0,20.8,False,,False,False,,,,,False,False,True,,False,False,True,,False,False,,,,False,True
17003,36,16.0,18.7,,12.0,0.0,,,,,21.0,19.4,15.9,,11.0,0.7,,,10.3,21.8,,,,17.0,15.0,-20.0,-17.3,,-24.0,-36.0,,,,,-15.0,-16.6,-20.1,,-25.0,-35.3,,,-25.7,-14.2,,,,-19.0,-21.0,True,,False,False,,,,,True,True,False,,False,False,,,False,True,,,,True,False
17005,191,124.0,125.9,,101.0,220.0,,,,,90.0,261.7,124.2,,72.6,136.6,53.1,,59.5,101.2,,,,103.0,741.4,-67.0,-65.1,,-90.0,29.0,,,,,-101.0,70.7,-66.8,,-118.4,-54.4,-137.9,,-131.5,-89.8,,,,-88.0,550.4,True,,False,True,,,,,False,False,True,,False,True,False,,False,False,,,,False,False
17007,258,164.0,162.3,,137.0,303.0,,,,,305.0,138.7,79.6,,37.6,134.6,99.5,,0.0,130.3,,,,188.0,188.5,-94.0,-95.7,,-121.0,45.0,,,,,47.0,-119.3,-178.4,,-220.4,-123.4,-158.5,,-258.0,-127.7,,,,-70.0,-69.5,False,,False,True,,,,,True,False,False,,False,False,False,,False,False,,,,True,True
17009,40,20.0,20.7,,7.0,0.0,,,,,85.0,27.4,10.4,,2.0,1.5,,,3.2,9.4,,,,68.0,18.7,-20.0,-19.3,,-33.0,-40.0,,,,,45.0,-12.6,-29.6,,-38.0,-38.5,,,-36.8,-30.6,,,,28.0,-21.3,True,,False,False,,,,,False,True,False,,False,False,,,False,False,,,,False,False
17011,280,180.0,165.6,,143.0,109.0,,,,,134.0,206.7,290.2,,65.4,134.4,224.5,,81.6,213.0,,,,131.0,262.9,-100.0,-114.4,,-137.0,-171.0,,,,,-146.0,-73.3,10.2,,-214.6,-145.6,-55.5,,-198.4,-67.0,,,,-149.0,-17.1,False,,False,False,,,,,False,True,True,,False,False,True,,False,True,,,,False,True
17013,34,28.0,27.6,,16.0,,,,,,18.0,125.8,25.6,,2.6,9.4,,,2.7,,,,,19.0,25.7,-6.0,-6.4,,-18.0,,,,,,-16.0,91.8,-8.4,,-31.4,-24.6,,,-31.3,,,,,-15.0,-8.3,False,,False,,,,,,False,False,False,,False,False,,,False,,,,,False,False
17015,96,84.0,94.1,,83.0,117.0,,,,,57.0,174.7,120.3,,45.1,69.5,70.7,,41.8,90.6,,,,71.0,116.7,-12.0,-1.9,,-13.0,21.0,,,,,-39.0,78.7,24.3,,-50.9,-26.5,-25.3,,-54.2,-5.4,,,,-25.0,20.7,True,,False,False,,,,,False,False,False,,False,False,False,,False,True,,,,False,False
17017,99,60.0,55.9,,59.0,86.0,,,,,70.0,35.5,83.9,,10.8,47.1,53.6,,32.9,67.4,,,,39.0,101.2,-39.0,-43.1,,-40.0,-13.0,,,,,-29.0,-63.5,-15.1,,-88.2,-51.9,-45.4,,-66.1,-31.6,,,,-60.0,2.2,False,,False,True,,,,,True,False,True,,False,False,False,,False,True,,,,False,True
17019,2277,1756.0,1665.9,,1491.0,5706.0,,,,,1001.0,1048.2,1013.6,,1561.0,1413.3,752.6,,2228.5,1259.9,5149.0,,,2562.0,1638.5,-521.0,-611.1,,-786.0,3429.0,,,,,-1276.0,-1228.8,-1263.4,,-716.0,-863.7,-1524.4,,-48.5,-1017.1,2872.0,,,285.0,-638.5,False,,False,False,,,,,False,False,False,,False,False,False,,True,False,False,,,True,False
17021,307,192.0,188.7,,149.0,336.0,,,,,140.0,178.5,151.5,,112.8,138.6,140.0,,134.6,121.0,,,,339.0,826.9,-115.0,-118.3,,-158.0,29.0,,,,,-167.0,-128.5,-155.5,,-194.2,-168.4,-167.0,,-172.4,-186.0,,,,32.0,519.9,False,,False,True,,,,,False,False,False,,False,False,False,,False,False,,,,True,False
17023,57,16.0,26.2,,28.0,37.0,,,,,55.0,105.9,69.7,,1.8,23.0,98.6,,5.7,35.1,,,,28.0,33.1,-41.0,-30.8,,-29.0,-20.0,,,,,-2.0,48.9,12.7,,-55.2,-34.0,41.6,,-51.3,-21.9,,,,-29.0,-23.9,True,,True,True,,,,,True,False,True,,False,True,False,,False,True,,,,True,True
17025,77,68.0,67.5,,63.0,129.0,,,,,49.0,285.3,69.3,,16.8,64.0,,,0.0,,,,,66.0,89.1,-9.0,-9.5,,-14.0,52.0,,,,,-28.0,208.3,-7.7,,-60.2,-13.0,,,-77.0,,,,,-11.0,12.1,False,,False,False,,,,,False,False,True,,False,False,,,False,,,,,False,False
