,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
19187,178,222.0,222.4,,191.0,118.0,,,,,,,,289.0,,220.6,43.8,,29.8,155.4,176.7,,94.0,,22.8,301.4,,,,91.0,292.5,638.1,44.0,44.4,,13.0,-60.0,,,,,,,,111.0,,42.6,-134.2,,-148.2,-22.6,-1.3,,-84.0,,-155.2,123.4,,,,-87.0,114.5,460.1,False,,True,False,,,,,,,,False,,True,False,,False,True,True,,False,,False,False,,,,False,False,False
19189,132,39.0,29.2,,27.0,32.0,,,,,,,,47.0,,5.8,45.8,,11.0,27.1,0.0,54.0,0.0,,27.9,33.7,,,,23.0,51.7,76.5,-93.0,-102.8,,-105.0,-100.0,,,,,,,,-85.0,,-126.2,-86.2,,-121.0,-104.9,-132.0,-78.0,-132.0,,-104.1,-98.3,,,,-109.0,-80.3,-55.5,False,,False,False,,,,,,,,True,,False,True,,False,False,False,True,False,,False,False,,,,False,True,True
19191,96,75.0,84.4,,72.0,59.0,,,,,,,,84.0,,174.5,68.6,,18.0,68.7,17.7,59.0,27.0,,78.8,152.7,,,,46.0,112.0,104.6,-21.0,-11.6,,-24.0,-37.0,,,,,,,,-12.0,,78.5,-27.4,,-78.0,-27.3,-78.3,-37.0,-69.0,,-17.2,56.7,,,,-50.0,16.0,8.6,True,,False,False,,,,,,,,True,,False,False,,False,False,False,False,False,,True,False,,,,False,True,True
19193,1148,618.0,616.1,,578.0,860.0,,,,,,,,520.0,,619.1,264.3,,344.6,627.2,17.7,915.0,281.0,,601.4,686.3,,,,479.0,689.8,921.3,-530.0,-531.9,,-570.0,-288.0,,,,,,,,-628.0,,-528.9,-883.7,,-803.4,-520.8,-1130.3,-233.0,-867.0,,-546.6,-461.7,,,,-669.0,-458.2,-226.7,False,,False,True,,,,,,,,False,,True,False,,False,True,False,True,False,,False,True,,,,False,True,True
19195,25,18.0,18.4,,12.0,0.0,,,,,,,,43.0,,20.9,18.3,,7.8,10.0,,26.0,4.0,,3.1,13.9,,,,22.0,22.2,71.9,-7.0,-6.6,,-13.0,-25.0,,,,,,,,18.0,,-4.1,-6.7,,-17.2,-15.0,,1.0,-21.0,,-21.9,-11.1,,,,-3.0,-2.8,46.9,True,,False,False,,,,,,,,False,,True,True,,False,False,,True,False,,False,False,,,,True,True,False
19197,55,30.0,27.5,,21.0,14.0,,,,,,,,75.0,,81.1,23.0,,3.3,20.7,1.2,129.0,4.0,,8.5,22.2,,,,13.0,50.6,68.3,-25.0,-27.5,,-34.0,-41.0,,,,,,,,20.0,,26.1,-32.0,,-51.7,-34.3,-53.8,74.0,-51.0,,-46.5,-32.8,,,,-42.0,-4.4,13.3,False,,False,False,,,,,,,,True,,False,False,,False,False,False,False,False,,False,False,,,,False,True,True
20001,10,12.0,9.2,,8.0,5.0,,,,,,,,10.0,,102.7,9.3,,,1.1,,21.0,9.0,,4.8,,,,,22.0,14.4,41.0,2.0,-0.8,,-2.0,-5.0,,,,,,,,0.0,,92.7,-0.7,,,-8.9,,11.0,-1.0,,-5.2,,,,,12.0,4.4,31.0,True,,False,False,,,,,,,,True,,False,True,,,False,,False,True,,False,,,,,False,False,False
20003,27,33.0,36.1,,16.0,31.0,,,,,,,,16.0,,48.0,10.0,,5.1,8.3,,,13.0,,9.1,,,,,82.0,33.7,94.0,6.0,9.1,,-11.0,4.0,,,,,,,,-11.0,,21.0,-17.0,,-21.9,-18.7,,,-14.0,,-17.9,,,,,55.0,6.7,67.0,False,,False,True,,,,,,,,False,,False,False,,False,False,,,False,,False,,,,,False,False,False
20005,112,0.0,31.3,,19.0,63.0,,,,,,,,79.0,,3.0,49.3,,0.0,17.1,9.6,,8.0,,44.1,15.0,,,,85.0,22.2,972.8,-112.0,-80.7,,-93.0,-49.0,,,,,,,,-33.0,,-109.0,-62.7,,-112.0,-94.9,-102.4,,-104.0,,-67.9,-97.0,,,,-27.0,-89.8,860.8,True,,True,True,,,,,,,,True,,True,True,,True,True,True,,True,,True,True,,,,True,True,False
20007,2,0.0,0.0,,0.0,0.0,,,,,,,,1.0,,0.3,0.2,,0.1,0.2,,0.0,2.0,,0.0,0.0,,,,0.0,4.0,34.7,-2.0,-2.0,,-2.0,-2.0,,,,,,,,-1.0,,-1.7,-1.8,,-1.9,-1.8,,-2.0,0.0,,-2.0,-2.0,,,,-2.0,2.0,32.7,False,,False,False,,,,,,,,True,,True,True,,True,True,,False,True,,True,False,,,,False,True,False
20009,181,132.0,122.2,,85.0,152.0,,,,,,,,80.0,,260.0,141.2,,23.3,61.6,56.9,174.0,86.0,,22.1,229.7,,,,90.0,214.8,228.9,-49.0,-58.8,,-96.0,-29.0,,,,,,,,-101.0,,79.0,-39.8,,-157.7,-119.4,-124.1,-7.0,-95.0,,-158.9,48.7,,,,-91.0,33.8,47.9,False,,False,True,,,,,,,,False,,False,True,,False,False,False,True,False,,False,True,,,,False,True,True
20011,56,36.0,38.9,,24.0,9.0,,,,,,,,42.0,,222.2,32.7,,17.3,7.8,,60.0,17.0,,6.5,27.8,,,,112.0,27.6,172.6,-20.0,-17.1,,-32.0,-47.0,,,,,,,,-14.0,,166.2,-23.3,,-38.7,-48.2,,4.0,-39.0,,-49.5,-28.2,,,,56.0,-28.4,116.6,True,,False,False,,,,,,,,True,,False,False,,False,False,,True,False,,False,False,,,,False,False,False
20013,43,15.0,10.9,,13.0,27.0,,,,,,,,32.0,,0.1,28.0,,8.6,3.1,,,3.0,,3.1,34.5,,,,33.0,19.9,130.3,-28.0,-32.1,,-30.0,-16.0,,,,,,,,-11.0,,-42.9,-15.0,,-34.4,-39.9,,,-40.0,,-39.9,-8.5,,,,-10.0,-23.1,87.3,False,,False,True,,,,,,,,True,,False,True,,False,False,,,False,,False,True,,,,True,True,False
20015,101,102.0,112.0,,111.0,31.0,,,,,,,,217.0,,239.8,301.9,,16.2,55.8,208.0,58.0,66.0,,12.5,122.9,,,,60.0,141.9,1110.9,1.0,11.0,,10.0,-70.0,,,,,,,,116.0,,138.8,200.9,,-84.8,-45.2,107.0,-43.0,-35.0,,-88.5,21.9,,,,-41.0,40.9,1009.9,False,,False,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,False,,,,False,False,False
20017,5,33.0,49.4,,4.0,0.0,,,,,,,,4.0,,0.9,6.0,,5.6,4.5,,52.0,16.0,,1.1,,,,,12.0,43.9,60.3,28.0,44.4,,-1.0,-5.0,,,,,,,,-1.0,,-4.1,1.0,,0.6,-0.5,,47.0,11.0,,-3.9,,,,,7.0,38.9,55.3,False,,True,True,,,,,,,,True,,True,True,,True,True,,False,True,,True,,,,,True,False,False
20019,4,3.0,3.3,,1.0,0.0,,,,,,,,3.0,,2.0,1.0,,0.2,0.4,,0.0,2.0,,0.4,4.1,,,,1.0,4.7,40.5,-1.0,-0.7,,-3.0,-4.0,,,,,,,,-1.0,,-2.0,-3.0,,-3.8,-3.6,,-4.0,-2.0,,-3.6,0.1,,,,-3.0,0.7,36.5,True,,False,False,,,,,,,,False,,False,False,,False,False,,False,False,,False,True,,,,False,True,False
20021,189,177.0,180.9,,110.0,161.0,,,,,,,,103.0,,358.1,93.0,,79.8,75.6,79.8,244.0,104.0,,14.0,153.4,,,,187.0,170.1,689.7,-12.0,-8.1,,-79.0,-28.0,,,,,,,,-86.0,,169.1,-96.0,,-109.2,-113.4,-109.2,55.0,-85.0,,-175.0,-35.6,,,,-2.0,-18.9,500.7,True,,False,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,False,,,,True,False,False
20023,50,6.0,6.6,,1.0,0.0,,,,,,,,3.0,,0.1,2.4,,1.3,2.4,,0.0,16.0,,1.2,6.3,,,,6.0,5.3,35.7,-44.0,-43.4,,-49.0,-50.0,,,,,,,,-47.0,,-49.9,-47.6,,-48.7,-47.6,,-50.0,-34.0,,-48.8,-43.7,,,,-44.0,-44.7,-14.3,True,,False,False,,,,,,,,False,,False,False,,False,False,,False,True,,False,True,,,,False,False,True
20025,2,0.0,0.0,,0.0,0.0,,,,,,,,3.0,,0.5,0.6,,3.5,0.0,,19.0,0.0,,0.0,0.5,,,,0.0,9.3,62.2,-2.0,-2.0,,-2.0,-2.0,,,,,,,,1.0,,-1.5,-1.4,,1.5,-2.0,,17.0,-2.0,,-2.0,-1.5,,,,-2.0,7.3,60.2,False,,False,False,,,,,,,,True,,True,True,,True,True,,False,False,,True,True,,,,False,False,False
20027,8,30.0,31.1,,7.0,22.0,,,,,,,,16.0,,4.5,15.4,,3.8,6.1,,37.0,20.0,,0.0,,,,,24.0,26.9,79.2,22.0,23.1,,-1.0,14.0,,,,,,,,8.0,,-3.5,7.4,,-4.2,-1.9,,29.0,12.0,,-8.0,,,,,16.0,18.9,71.2,False,,True,True,,,,,,,,True,,True,True,,True,True,,False,True,,True,,,,,True,True,False
20029,6,27.0,21.9,,16.0,21.0,,,,,,,,18.0,,15.9,21.3,,6.6,6.1,,,16.0,,7.8,17.6,,,,28.0,22.1,24.7,21.0,15.9,,10.0,15.0,,,,,,,,12.0,,9.9,15.3,,0.6,0.1,,,10.0,,1.8,11.6,,,,22.0,16.1,18.7,True,,True,True,,,,,,,,True,,True,True,,True,True,,,True,,True,True,,,,False,True,True
20031,25,33.0,31.5,,18.0,25.0,,,,,,,,15.0,,24.2,9.0,,6.4,13.9,,57.0,14.0,,14.2,20.5,,,,45.0,27.0,65.8,8.0,6.5,,-7.0,0.0,,,,,,,,-10.0,,-0.8,-16.0,,-18.6,-11.1,,32.0,-11.0,,-10.8,-4.5,,,,20.0,2.0,40.8,True,,True,True,,,,,,,,False,,True,False,,False,False,,False,False,,False,True,,,,False,True,False
20033,2,0.0,1.6,,0.0,0.0,,,,,,,,1.0,,0.2,0.5,,0.3,0.0,,0.0,0.0,,0.0,0.8,,,,0.0,6.5,15.6,-2.0,-0.4,,-2.0,-2.0,,,,,,,,-1.0,,-1.8,-1.5,,-1.7,-2.0,,-2.0,-2.0,,-2.0,-1.2,,,,-2.0,4.5,13.6,True,,False,False,,,,,,,,True,,True,True,,True,True,,False,False,,False,True,,,,False,False,False
20035,88,63.0,63.6,,65.0,72.0,,,,,,,,117.0,,144.8,132.6,,11.1,29.8,93.3,138.0,36.0,,18.3,61.1,,,,34.0,80.6,441.5,-25.0,-24.4,,-23.0,-16.0,,,,,,,,29.0,,56.8,44.6,,-76.9,-58.2,5.3,50.0,-52.0,,-69.7,-26.9,,,,-54.0,-7.4,353.5,True,,True,True,,,,,,,,False,,False,False,,False,False,True,False,False,,False,False,,,,False,True,False
20037,272,753.0,759.1,,402.0,2793.0,,,,,,,,290.0,,1362.2,111.6,,555.7,294.1,136.8,1232.0,476.0,,29.9,442.7,,,,618.0,476.3,1958.3,481.0,487.1,,130.0,2521.0,,,,,,,,18.0,,1090.2,-160.4,,283.7,22.1,-135.2,960.0,204.0,,-242.1,170.7,,,,346.0,204.3,1686.3,False,,True,False,,,,,,,,True,,False,True,,True,True,True,False,True,,True,True,,,,True,True,False
20039,14,3.0,3.9,,0.0,0.0,,,,,,,,0.0,,0.2,1.3,,,0.3,,0.0,2.0,,0.7,2.1,,,,2.0,4.6,26.0,-11.0,-10.1,,-14.0,-14.0,,,,,,,,-14.0,,-13.8,-12.7,,,-13.7,,-14.0,-12.0,,-13.3,-11.9,,,,-12.0,-9.4,12.0,True,,False,False,,,,,,,,False,,False,False,,,False,,False,False,,False,False,,,,False,True,False
20041,104,24.0,29.3,,24.0,24.0,,,,,,,,32.0,,179.8,50.2,,13.5,9.8,,,4.0,,15.4,31.3,,,,21.0,26.9,34.5,-80.0,-74.7,,-80.0,-80.0,,,,,,,,-72.0,,75.8,-53.8,,-90.5,-94.2,,,-100.0,,-88.6,-72.7,,,,-83.0,-77.1,-69.5,True,,False,False,,,,,,,,True,,True,True,,False,False,,,False,,False,True,,,,False,True,True
20043,32,30.0,32.3,,21.0,28.0,,,,,,,,22.0,,30.9,16.4,,8.3,9.9,,52.0,9.0,,3.8,19.8,,,,31.0,28.7,139.2,-2.0,0.3,,-11.0,-4.0,,,,,,,,-10.0,,-1.1,-15.6,,-23.7,-22.1,,20.0,-23.0,,-28.2,-12.2,,,,-1.0,-3.3,107.2,True,,False,False,,,,,,,,False,,True,False,,False,False,,False,False,,False,False,,,,True,False,False
20045,608,789.0,728.2,,690.0,468.0,,,,,,,,956.0,,1288.6,506.1,,498.1,565.2,729.8,1592.0,511.0,,782.3,368.4,,,,511.0,986.7,4103.1,181.0,120.2,,82.0,-140.0,,,,,,,,348.0,,680.6,-101.9,,-109.9,-42.8,121.8,984.0,-97.0,,174.3,-239.6,,,,-97.0,378.7,3495.1,True,,True,True,,,,,,,,False,,False,True,,True,True,True,False,True,,True,False,,,,True,False,False
20047,16,18.0,26.4,,5.0,2.0,,,,,,,,0.0,,77.4,5.3,,1.8,5.4,,,10.0,,7.2,,,,,14.0,16.4,225.6,2.0,10.4,,-11.0,-14.0,,,,,,,,-16.0,,61.4,-10.7,,-14.2,-10.6,,,-6.0,,-8.8,,,,,-2.0,0.4,209.6,False,,False,False,,,,,,,,False,,False,False,,False,False,,,False,,False,,,,,False,True,False
20049,0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.9,0.9,,,0.0,,0.0,0.0,,0.0,,,,,0.0,4.7,59.9,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.9,0.9,,,0.0,,0.0,0.0,,0.0,,,,,0.0,4.7,59.9,True,,True,True,,,,,,,,True,,False,False,,,False,,True,True,,True,,,,,True,False,False
20051,440,579.0,577.3,,324.0,1908.0,,,,,,,,190.0,,1493.1,147.3,,253.8,252.2,22.0,914.0,358.0,,309.8,343.5,,,,309.0,690.8,1289.4,139.0,137.3,,-116.0,1468.0,,,,,,,,-250.0,,1053.1,-292.7,,-186.2,-187.8,-418.0,474.0,-82.0,,-130.2,-96.5,,,,-131.0,250.8,849.4,True,,True,False,,,,,,,,False,,False,False,,False,False,False,False,True,,True,True,,,,True,False,False
20053,8,0.0,0.3,,0.0,0.0,,,,,,,,12.0,,1.5,2.3,,1.1,0.2,,,2.0,,0.5,2.1,,,,0.0,6.7,23.4,-8.0,-7.7,,-8.0,-8.0,,,,,,,,4.0,,-6.5,-5.7,,-6.9,-7.8,,,-6.0,,-7.5,-5.9,,,,-8.0,-1.3,15.4,True,,False,False,,,,,,,,True,,True,True,,True,True,,,True,,True,True,,,,False,True,False
20055,224,99.0,65.0,,61.0,78.0,,,,,,,,348.0,,154.3,93.8,,16.3,65.2,4.4,70.0,67.0,,34.7,43.5,,,,0.0,125.7,251.5,-125.0,-159.0,,-163.0,-146.0,,,,,,,,124.0,,-69.7,-130.2,,-207.7,-158.8,-219.6,-154.0,-157.0,,-189.3,-180.5,,,,-224.0,-98.3,27.5,False,,False,False,,,,,,,,True,,True,False,,False,False,False,False,False,,False,False,,,,False,True,True
20057,372,237.0,296.6,,106.0,124.0,,,,,,,,359.0,,279.8,80.2,,34.1,101.5,4.3,,142.0,,69.9,104.0,,,,0.0,240.9,795.7,-135.0,-75.4,,-266.0,-248.0,,,,,,,,-13.0,,-92.2,-291.8,,-337.9,-270.5,-367.7,,-230.0,,-302.1,-268.0,,,,-372.0,-131.1,423.7,True,,False,False,,,,,,,,True,,True,False,,False,False,False,,False,,False,False,,,,False,True,False
20059,85,33.0,35.2,,34.0,7.0,,,,,,,,85.0,,235.6,73.5,,3.8,18.7,87.8,,8.0,,11.1,66.3,,,,17.0,65.9,228.9,-52.0,-49.8,,-51.0,-78.0,,,,,,,,0.0,,150.6,-11.5,,-81.2,-66.3,2.8,,-77.0,,-73.9,-18.7,,,,-68.0,-19.1,143.9,True,,True,False,,,,,,,,True,,False,True,,False,False,True,,False,,False,True,,,,False,True,False
20061,64,96.0,88.6,,62.0,52.0,,,,,,,,198.0,,233.4,116.4,,38.1,56.6,83.6,109.0,66.0,,34.1,72.0,,,,77.0,73.6,276.5,32.0,24.6,,-2.0,-12.0,,,,,,,,134.0,,169.4,52.4,,-25.9,-7.4,19.6,45.0,2.0,,-29.9,8.0,,,,13.0,9.6,212.5,True,,True,True,,,,,,,,False,,False,False,,True,True,True,False,True,,True,True,,,,True,True,False
20063,16,21.0,21.1,,3.0,0.0,,,,,,,,0.0,,91.3,4.5,,0.5,4.1,,21.0,12.0,,2.8,14.7,,,,28.0,26.8,55.8,5.0,5.1,,-13.0,-16.0,,,,,,,,-16.0,,75.3,-11.5,,-15.5,-11.9,,5.0,-4.0,,-13.2,-1.3,,,,12.0,10.8,39.8,False,,False,False,,,,,,,,False,,False,False,,False,False,,False,True,,False,True,,,,False,False,False
20065,12,0.0,1.1,,0.0,0.0,,,,,,,,0.0,,0.4,2.0,,,0.3,,12.0,0.0,,0.4,,,,,0.0,6.0,19.0,-12.0,-10.8,,-12.0,-12.0,,,,,,,,-12.0,,-11.6,-10.0,,,-11.7,,0.0,-12.0,,-11.6,,,,,-12.0,-6.0,7.0,True,,False,False,,,,,,,,False,,True,True,,,True,,True,False,,True,,,,,False,True,True
20067,105,24.0,40.4,,20.0,35.0,,,,,,,,24.0,,47.7,31.1,,5.7,18.2,0.0,,11.0,,15.7,15.6,,,,27.0,43.4,152.0,-81.0,-64.6,,-85.0,-70.0,,,,,,,,-81.0,,-57.3,-73.9,,-99.3,-86.8,-105.0,,-94.0,,-89.3,-89.4,,,,-78.0,-61.6,47.0,True,,False,True,,,,,,,,False,,True,True,,False,False,False,,False,,False,False,,,,True,True,True
20069,19,33.0,29.6,,8.0,,,,,,,,,9.0,,1.1,16.7,,0.1,8.0,0.0,68.0,24.0,,3.9,25.9,,,,17.0,43.0,249.3,14.0,10.6,,-11.0,,,,,,,,,-10.0,,-17.9,-2.3,,-18.9,-11.0,-19.0,49.0,5.0,,-15.1,6.9,,,,-2.0,24.0,230.3,True,,True,,,,,,,,,True,,False,True,,False,True,False,False,True,,False,True,,,,True,False,False
20071,3,0.0,0.0,,0.0,0.0,,,,,,,,3.0,,0.3,0.3,,,0.0,,0.0,0.0,,0.2,0.0,,,,0.0,7.2,28.4,-3.0,-3.0,,-3.0,-3.0,,,,,,,,0.0,,-2.7,-2.7,,,-3.0,,-3.0,-3.0,,-2.8,-3.0,,,,-3.0,4.2,25.4,False,,False,False,,,,,,,,True,,True,True,,,True,,False,False,,True,False,,,,False,False,False
20073,17,21.0,22.9,,7.0,,,,,,,,,7.0,,47.1,4.9,,1.6,2.9,,21.0,6.0,,3.1,20.1,,,,58.0,15.5,95.2,4.0,5.9,,-10.0,,,,,,,,,-10.0,,30.1,-12.1,,-15.4,-14.1,,4.0,-11.0,,-13.9,3.1,,,,41.0,-1.5,78.2,False,,False,,,,,,,,,False,,False,False,,False,False,,False,False,,False,True,,,,False,True,False
20075,2,0.0,3.1,,0.0,0.0,,,,,,,,10.0,,0.1,1.3,,2.9,0.1,,17.0,2.0,,0.0,0.8,,,,0.0,4.8,12.3,-2.0,1.1,,-2.0,-2.0,,,,,,,,8.0,,-1.9,-0.7,,0.9,-1.9,,15.0,0.0,,-2.0,-1.2,,,,-2.0,2.8,10.3,True,,False,False,,,,,,,,False,,True,True,,True,True,,False,True,,False,True,,,,False,False,False
20077,4,27.0,49.4,,16.0,34.0,,,,,,,,12.0,,23.8,20.8,,0.9,19.2,0.0,,19.0,,4.8,,,,,12.0,33.2,90.6,23.0,45.4,,12.0,30.0,,,,,,,,8.0,,19.8,16.8,,-3.1,15.2,-4.0,,15.0,,0.8,,,,,8.0,29.2,86.6,False,,True,False,,,,,,,,True,,True,True,,True,True,True,,True,,True,,,,,True,False,False
20079,47,42.0,33.2,,42.0,11.0,,,,,,,,70.0,,211.0,141.8,,11.7,32.3,77.4,148.0,27.0,,13.8,58.2,,,,22.0,77.6,490.4,-5.0,-13.8,,-5.0,-36.0,,,,,,,,23.0,,164.0,94.8,,-35.3,-14.7,30.4,101.0,-20.0,,-33.2,11.2,,,,-25.0,30.6,443.4,False,,False,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,False,,,,False,False,False
20081,18,114.0,93.5,,37.0,72.0,,,,,,,,8.0,,276.7,8.8,,8.1,12.2,,,52.0,,5.4,64.5,,,,72.0,84.6,137.6,96.0,75.5,,19.0,54.0,,,,,,,,-10.0,,258.7,-9.2,,-9.9,-5.8,,,34.0,,-12.6,46.5,,,,54.0,66.6,119.6,True,,True,True,,,,,,,,True,,False,True,,True,True,,,True,,True,True,,,,True,True,False
20083,7,6.0,5.7,,0.0,0.0,,,,,,,,0.0,,22.4,0.2,,0.5,0.9,,,2.0,,1.6,,,,,7.0,4.5,90.0,-1.0,-1.3,,-7.0,-7.0,,,,,,,,-7.0,,15.4,-6.8,,-6.5,-6.1,,,-5.0,,-5.4,,,,,0.0,-2.5,83.0,False,,False,False,,,,,,,,False,,False,False,,False,False,,,False,,False,,,,,True,False,False
20085,21,36.0,33.2,,27.0,53.0,,,,,,,,37.0,,27.3,39.5,,4.3,21.4,38.2,111.0,21.0,,18.8,19.0,,,,59.0,57.3,167.8,15.0,12.2,,6.0,32.0,,,,,,,,16.0,,6.3,18.5,,-16.7,0.4,17.2,90.0,0.0,,-2.2,-2.0,,,,38.0,36.3,146.8,True,,True,False,,,,,,,,False,,True,False,,False,True,False,False,True,,True,True,,,,False,False,False
20087,60,27.0,26.0,,26.0,23.0,,,,,,,,43.0,,152.6,66.4,,1.8,15.0,75.6,,16.0,,16.6,26.7,,,,22.0,49.6,267.3,-33.0,-34.0,,-34.0,-37.0,,,,,,,,-17.0,,92.6,6.4,,-58.2,-45.0,15.6,,-44.0,,-43.4,-33.3,,,,-38.0,-10.4,207.3,False,,False,False,,,,,,,,True,,False,True,,False,False,True,,False,,False,False,,,,False,True,False
20089,3,0.0,0.2,,0.0,0.0,,,,,,,,3.0,,0.2,1.5,,0.5,0.1,,3.0,0.0,,0.1,,,,,0.0,5.2,14.1,-3.0,-2.8,,-3.0,-3.0,,,,,,,,0.0,,-2.8,-1.5,,-2.5,-2.9,,0.0,-3.0,,-3.0,,,,,-3.0,2.2,11.1,True,,False,False,,,,,,,,True,,True,True,,True,True,,True,False,,True,,,,,False,True,False
20091,2146,2037.0,1944.6,1953.1,1939.0,1495.0,,,,,,,,2017.0,,1601.5,2316.2,,2002.0,2103.3,2075.8,2009.0,1721.0,,1524.1,1379.1,1905.0,,,1764.0,2569.1,8571.2,-109.0,-201.4,-192.9,-207.0,-651.0,,,,,,,,-129.0,,-544.5,170.2,,-144.0,-42.7,-70.2,-137.0,-425.0,,-621.9,-766.9,-241.0,,,-382.0,423.1,6425.2,False,False,False,False,,,,,,,,False,,False,False,,False,True,True,False,False,,False,False,False,,,False,False,False
20093,20,15.0,17.5,,7.0,0.0,,,,,,,,6.0,,11.6,9.0,,6.4,1.5,,40.0,6.0,,6.6,13.7,,,,16.0,13.3,94.8,-5.0,-2.5,,-13.0,-20.0,,,,,,,,-14.0,,-8.4,-11.0,,-13.6,-18.5,,20.0,-14.0,,-13.4,-6.3,,,,-4.0,-6.7,74.8,True,,False,False,,,,,,,,False,,False,False,,False,False,,False,False,,False,False,,,,True,False,False
20095,41,15.0,15.0,,11.0,1.0,,,,,,,,6.0,,15.4,25.0,,,3.2,,24.0,8.0,,6.2,,,,,6.0,32.8,202.1,-26.0,-26.0,,-30.0,-40.0,,,,,,,,-35.0,,-25.6,-16.0,,,-37.8,,-17.0,-33.0,,-34.8,,,,,-35.0,-8.2,161.1,False,,False,False,,,,,,,,False,,True,True,,,False,,True,False,,False,,,,,False,True,False
20097,9,21.0,20.4,,3.0,0.0,,,,,,,,0.0,,71.8,1.5,,0.6,2.3,,,9.0,,2.6,13.7,,,,48.0,13.5,263.5,12.0,11.4,,-6.0,-9.0,,,,,,,,-9.0,,62.8,-7.5,,-8.4,-6.7,,,0.0,,-6.4,4.7,,,,39.0,4.5,254.5,True,,True,True,,,,,,,,True,,False,True,,True,True,,,True,,True,True,,,,False,True,False
20099,43,33.0,34.4,,32.0,32.0,,,,,,,,91.0,,156.3,53.3,,2.9,15.8,63.7,99.0,17.0,,16.5,28.2,,,,36.0,65.0,119.6,-10.0,-8.6,,-11.0,-11.0,,,,,,,,48.0,,113.3,10.3,,-40.1,-27.2,20.7,56.0,-26.0,,-26.5,-14.8,,,,-7.0,22.0,76.6,True,,False,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,False,,,,True,False,False
20101,6,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.3,0.2,,0.2,0.1,,0.0,0.0,,0.0,0.1,,,,0.0,4.5,57.2,-6.0,-6.0,,-6.0,-6.0,,,,,,,,-6.0,,-5.7,-5.8,,-5.8,-5.9,,-6.0,-6.0,,-6.0,-5.9,,,,-6.0,-1.5,51.2,False,,False,False,,,,,,,,False,,True,True,,True,True,,False,False,,False,True,,,,False,True,False
20103,335,198.0,182.0,,155.0,,,,,,,,,461.0,,401.7,263.4,,62.6,103.4,57.7,207.0,133.0,,50.0,157.6,,,,150.0,237.0,673.2,-137.0,-153.0,,-180.0,,,,,,,,,126.0,,66.7,-71.6,,-272.4,-231.6,-277.3,-128.0,-202.0,,-285.0,-177.4,,,,-185.0,-98.0,338.2,False,,False,,,,,,,,,True,,True,True,,False,False,False,True,False,,False,False,,,,False,True,False
