,actual_cases,COVIDhub-baseline,BPagano-RtDriven,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
20085,647,240.0,,,,,143.0,,180.5,0.0,,,192.0,-407.0,,,,,-504.0,,-466.5,-647.0,,,-455.0,,,,,False,,False,False,,,False
20087,748,168.0,,,,,178.0,,705.0,84.0,,,209.0,-580.0,,,,,-570.0,,-43.0,-664.0,,,-539.0,,,,,True,,True,False,,,True
20089,105,56.0,,,,,54.0,,164.3,,,,65.0,-49.0,,,,,-51.0,,59.3,,,,-40.0,,,,,False,,False,,,,True
20091,20938,5712.0,,,,,4200.0,,5477.9,6549.4,2163.8,,3224.0,-15226.0,,,,,-16738.0,,-15460.1,-14388.6,-18774.2,,-17714.0,,,,,False,,False,True,False,,False
20093,502,88.0,,,,,76.0,,290.5,0.0,,,35.0,-414.0,,,,,-426.0,,-211.5,-502.0,,,-467.0,,,,,False,,True,False,,,False
20095,388,96.0,,,,,81.0,,267.2,0.0,,,30.0,-292.0,,,,,-307.0,,-120.8,-388.0,,,-358.0,,,,,False,,True,False,,,False
20097,64,208.0,,,,,41.0,,138.5,,,,45.0,144.0,,,,,-23.0,,74.5,,,,-19.0,,,,,True,,True,,,,True
20099,1124,336.0,,,,,394.0,,1553.7,161.8,,,80.0,-788.0,,,,,-730.0,,429.7,-962.2,,,-1044.0,,,,,True,,True,False,,,False
20101,91,32.0,,,,,41.0,,109.0,,,,36.0,-59.0,,,,,-50.0,,18.0,,,,-55.0,,,,,True,,True,,,,True
20103,2116,768.0,,,,,977.0,,988.0,15.6,488.2,,732.0,-1348.0,,,,,-1139.0,,-1128.0,-2100.4,-1627.8,,-1384.0,,,,,True,,True,False,False,,False
20105,151,40.0,,,,,46.0,,258.3,,,,80.0,-111.0,,,,,-105.0,,107.3,,,,-71.0,,,,,True,,True,,,,True
20107,323,8.0,,,,,118.0,,166.5,4.9,,,1.0,-315.0,,,,,-205.0,,-156.5,-318.1,,,-322.0,,,,,True,,True,False,,,False
20109,186,0.0,,,,,58.0,,48.6,,,,0.0,-186.0,,,,,-128.0,,-137.4,,,,-186.0,,,,,True,,True,,,,False
20111,1880,360.0,,,,,516.0,,524.0,0.0,261.0,,164.0,-1520.0,,,,,-1364.0,,-1356.0,-1880.0,-1619.0,,-1716.0,,,,,True,,True,False,False,,False
20113,1797,416.0,,,,,360.0,,547.0,265.3,,,475.0,-1381.0,,,,,-1437.0,,-1250.0,-1531.7,,,-1322.0,,,,,False,,True,False,,,True
20115,444,104.0,,,,,133.0,,530.3,94.3,,,146.0,-340.0,,,,,-311.0,,86.3,-349.7,,,-298.0,,,,,True,,True,False,,,True
20117,711,48.0,,,,,129.0,,374.9,,,,20.0,-663.0,,,,,-582.0,,-336.1,,,,-691.0,,,,,True,,True,,,,False
20119,207,8.0,,,,,92.0,,96.4,0.0,,,7.0,-199.0,,,,,-115.0,,-110.6,-207.0,,,-200.0,,,,,True,,True,False,,,False
20121,994,280.0,,,,,387.0,,874.4,70.1,,,54.0,-714.0,,,,,-607.0,,-119.6,-923.9,,,-940.0,,,,,True,,True,False,,,False
20123,291,40.0,,,,,121.0,,54.6,,,,36.0,-251.0,,,,,-170.0,,-236.4,,,,-255.0,,,,,True,,True,,,,False
20125,1116,352.0,,,,,610.0,,2392.5,41.2,,,577.0,-764.0,,,,,-506.0,,1276.5,-1074.8,,,-539.0,,,,,True,,False,False,,,True
20127,283,56.0,,,,,71.0,,234.6,,,,56.0,-227.0,,,,,-212.0,,-48.4,,,,-227.0,,,,,True,,True,,,,False
20129,154,72.0,,,,,75.0,,402.2,,,,36.0,-82.0,,,,,-79.0,,248.2,,,,-118.0,,,,,True,,False,,,,False
20131,1000,344.0,,,,,151.0,,1243.3,41.6,,,62.0,-656.0,,,,,-849.0,,243.3,-958.4,,,-938.0,,,,,False,,True,False,,,False
20133,751,392.0,,,,,324.0,,1063.6,92.9,,,298.0,-359.0,,,,,-427.0,,312.6,-658.1,,,-453.0,,,,,False,,True,False,,,False
20135,163,328.0,,,,,72.0,,173.2,0.7,,,0.0,165.0,,,,,-91.0,,10.2,-162.3,,,-163.0,,,,,True,,True,True,,,True
20137,680,1800.0,,,,,179.0,,2339.7,136.5,,,0.0,1120.0,,,,,-501.0,,1659.7,-543.5,,,-680.0,,,,,True,,False,True,,,True
20139,569,112.0,,,,,164.0,,859.1,92.4,,,152.0,-457.0,,,,,-405.0,,290.1,-476.6,,,-417.0,,,,,True,,True,False,,,True
20141,139,0.0,,,,,76.0,,118.9,,,,5.0,-139.0,,,,,-63.0,,-20.1,,,,-134.0,,,,,True,,True,,,,True
20143,260,56.0,,,,,83.0,,309.2,0.0,,,30.0,-204.0,,,,,-177.0,,49.2,-260.0,,,-230.0,,,,,True,,True,False,,,False
20145,470,56.0,,,,,184.0,,104.5,0.0,,,9.0,-414.0,,,,,-286.0,,-365.5,-470.0,,,-461.0,,,,,True,,True,False,,,False
20147,366,256.0,,,,,127.0,,386.3,58.9,,,0.0,-110.0,,,,,-239.0,,20.3,-307.1,,,-366.0,,,,,False,,True,False,,,False
20149,532,208.0,,,,,350.0,,1192.4,247.3,,,171.0,-324.0,,,,,-182.0,,660.4,-284.7,,,-361.0,,,,,True,,False,True,,,False
20151,524,104.0,,,,,159.0,,268.4,56.5,,,111.0,-420.0,,,,,-365.0,,-255.6,-467.5,,,-413.0,,,,,True,,True,False,,,True
20153,138,120.0,,,,,57.0,,189.1,,,,22.0,-18.0,,,,,-81.0,,51.1,,,,-116.0,,,,,False,,False,,,,False
20155,4509,2784.0,,,,,1289.0,,9638.9,0.0,1294.5,,848.0,-1725.0,,,,,-3220.0,,5129.9,-4509.0,-3214.5,,-3661.0,,,,,False,,False,False,False,,False
20157,432,40.0,,,,,85.0,,379.5,,,,57.0,-392.0,,,,,-347.0,,-52.5,,,,-375.0,,,,,True,,True,,,,True
20159,549,152.0,,,,,155.0,,707.3,0.2,,,159.0,-397.0,,,,,-394.0,,158.3,-548.8,,,-390.0,,,,,True,,True,False,,,True
20161,2371,608.0,,,,,969.0,,792.5,0.0,321.2,,100.0,-1763.0,,,,,-1402.0,,-1578.5,-2371.0,-2049.8,,-2271.0,,,,,True,,True,False,False,,False
20163,301,112.0,,,,,95.0,,169.4,0.0,,,67.0,-189.0,,,,,-206.0,,-131.6,-301.0,,,-234.0,,,,,False,,True,False,,,False
20165,262,40.0,,,,,69.0,,87.0,,,,2.0,-222.0,,,,,-193.0,,-175.0,,,,-260.0,,,,,True,,True,,,,False
20167,522,128.0,,,,,146.0,,208.9,0.0,,,32.0,-394.0,,,,,-376.0,,-313.1,-522.0,,,-490.0,,,,,True,,True,False,,,False
20169,2650,920.0,,,,,812.0,,1438.6,422.2,,,603.0,-1730.0,,,,,-1838.0,,-1211.4,-2227.8,,,-2047.0,,,,,False,,True,False,,,False
20171,303,96.0,,,,,142.0,,343.1,0.0,,,24.0,-207.0,,,,,-161.0,,40.1,-303.0,,,-279.0,,,,,True,,True,False,,,False
20173,23556,6592.0,,,,,4873.0,,6703.2,3641.3,2602.3,,3558.0,-16964.0,,,,,-18683.0,,-16852.8,-19914.7,-20953.7,,-19998.0,,,,,False,,True,False,False,,False
20175,1364,912.0,,,,,1163.0,,881.4,57.4,332.2,,0.0,-452.0,,,,,-201.0,,-482.6,-1306.6,-1031.8,,-1364.0,,,,,True,,False,False,False,,False
20177,6977,1432.0,,,,,2090.0,,1737.8,900.8,636.2,,835.0,-5545.0,,,,,-4887.0,,-5239.2,-6076.2,-6340.8,,-6142.0,,,,,True,,True,False,False,,False
20179,207,336.0,,,,,66.0,,1146.2,0.0,,,10.0,129.0,,,,,-141.0,,939.2,-207.0,,,-197.0,,,,,False,,False,False,,,False
20181,340,328.0,,,,,132.0,,1250.6,0.0,,,54.0,-12.0,,,,,-208.0,,910.6,-340.0,,,-286.0,,,,,False,,False,False,,,False
20183,168,24.0,,,,,100.0,,47.7,,,,4.0,-144.0,,,,,-68.0,,-120.3,,,,-164.0,,,,,True,,True,,,,False
20185,179,96.0,,,,,58.0,,161.3,,,,89.0,-83.0,,,,,-121.0,,-17.7,,,,-90.0,,,,,False,,True,,,,False
20187,65,0.0,,,,,52.0,,44.5,,,,0.0,-65.0,,,,,-13.0,,-20.5,,,,-65.0,,,,,True,,True,,,,False
20189,249,152.0,,,,,224.0,,233.7,0.0,,,58.0,-97.0,,,,,-25.0,,-15.3,-249.0,,,-191.0,,,,,True,,True,False,,,False
20191,900,240.0,,,,,301.0,,705.2,69.2,,,514.0,-660.0,,,,,-599.0,,-194.8,-830.8,,,-386.0,,,,,True,,True,False,,,True
20193,559,424.0,,,,,214.0,,1256.5,56.7,,,0.0,-135.0,,,,,-345.0,,697.5,-502.3,,,-559.0,,,,,False,,False,False,,,False
20195,184,136.0,,,,,68.0,,85.8,,,,50.0,-48.0,,,,,-116.0,,-98.2,,,,-134.0,,,,,False,,False,,,,False
20197,286,40.0,,,,,123.0,,172.0,,,,35.0,-246.0,,,,,-163.0,,-114.0,,,,-251.0,,,,,True,,True,,,,False
20199,122,72.0,,,,,39.0,,316.3,,,,18.0,-50.0,,,,,-83.0,,194.3,,,,-104.0,,,,,False,,False,,,,False
20201,356,32.0,,,,,75.0,,223.6,,,,84.0,-324.0,,,,,-281.0,,-132.4,,,,-272.0,,,,,True,,True,,,,True
20203,145,96.0,,,,,53.0,,1135.8,,,,55.0,-49.0,,,,,-92.0,,990.8,,,,-90.0,,,,,False,,False,,,,False
20205,424,72.0,,,,,138.0,,1340.7,24.2,,,231.0,-352.0,,,,,-286.0,,916.7,-399.8,,,-193.0,,,,,True,,False,False,,,True
20207,67,8.0,,,,,53.0,,166.5,,,,1.0,-59.0,,,,,-14.0,,99.5,,,,-66.0,,,,,True,,False,,,,False
20209,5889,1856.0,,,,,2437.0,,2249.4,8.8,555.0,,1751.0,-4033.0,,,,,-3452.0,,-3639.6,-5880.2,-5334.0,,-4138.0,,,,,True,,True,False,False,,False
21001,668,376.0,,,,,387.0,,390.9,0.0,,,128.0,-292.0,,,,,-281.0,,-277.1,-668.0,,,-540.0,,,,,True,,True,False,,,False
21003,473,472.0,,,,,429.0,,567.0,128.5,,,948.0,-1.0,,,,,-44.0,,94.0,-344.5,,,475.0,,,,,False,,False,False,,,False
21005,572,160.0,,,,,200.0,,569.5,144.5,,,217.0,-412.0,,,,,-372.0,,-2.5,-427.5,,,-355.0,,,,,True,,True,False,,,True
21007,149,24.0,,,,,84.0,,171.6,,,,99.0,-125.0,,,,,-65.0,,22.6,,,,-50.0,,,,,True,,True,,,,True
21009,1284,1224.0,,,,,798.0,,1460.4,242.3,,,1195.0,-60.0,,,,,-486.0,,176.4,-1041.7,,,-89.0,,,,,False,,False,False,,,False
21011,326,88.0,,,,,144.0,,125.4,15.8,,,368.0,-238.0,,,,,-182.0,,-200.6,-310.2,,,42.0,,,,,True,,True,False,,,True
21013,973,568.0,,,,,627.0,,393.9,2.9,,,324.0,-405.0,,,,,-346.0,,-579.1,-970.1,,,-649.0,,,,,True,,False,False,,,False
21015,4683,1472.0,,,,,1730.0,,1197.9,937.9,921.5,,1535.0,-3211.0,,,,,-2953.0,,-3485.1,-3745.1,-3761.5,,-3148.0,,,,,True,,False,False,False,,True
21017,471,280.0,,,,,276.0,,710.5,117.6,,,236.0,-191.0,,,,,-195.0,,239.5,-353.4,,,-235.0,,,,,False,,False,False,,,False
21019,2077,392.0,,,,,602.0,,593.2,170.7,,,312.0,-1685.0,,,,,-1475.0,,-1483.8,-1906.3,,,-1765.0,,,,,True,,True,False,,,False
21021,1294,376.0,,,,,445.0,,776.2,169.3,,,280.0,-918.0,,,,,-849.0,,-517.8,-1124.7,,,-1014.0,,,,,True,,True,False,,,False
21023,185,144.0,,,,,87.0,,602.3,,,,314.0,-41.0,,,,,-98.0,,417.3,,,,129.0,,,,,False,,False,,,,False
21025,393,104.0,,,,,231.0,,113.6,4.5,,,129.0,-289.0,,,,,-162.0,,-279.4,-388.5,,,-264.0,,,,,True,,True,False,,,True
21027,376,120.0,,,,,218.0,,604.1,71.8,,,277.0,-256.0,,,,,-158.0,,228.1,-304.2,,,-99.0,,,,,True,,True,False,,,True
21029,2440,1192.0,,,,,993.0,,2455.9,358.0,688.6,,1646.0,-1248.0,,,,,-1447.0,,15.9,-2082.0,-1751.4,,-794.0,,,,,False,,True,False,False,,True
21031,329,112.0,,,,,202.0,,143.2,7.9,,,67.0,-217.0,,,,,-127.0,,-185.8,-321.1,,,-262.0,,,,,True,,True,False,,,False
21033,578,144.0,,,,,222.0,,265.1,0.3,,,67.0,-434.0,,,,,-356.0,,-312.9,-577.7,,,-511.0,,,,,True,,True,False,,,False
21035,1207,744.0,,,,,505.0,,574.9,392.1,,,180.0,-463.0,,,,,-702.0,,-632.1,-814.9,,,-1027.0,,,,,False,,False,False,,,False
21037,2883,832.0,,,,,1423.0,,997.5,565.1,310.8,,790.0,-2051.0,,,,,-1460.0,,-1885.5,-2317.9,-2572.2,,-2093.0,,,,,True,,True,False,False,,False
21039,173,24.0,,,,,66.0,,131.1,0.0,,,74.0,-149.0,,,,,-107.0,,-41.9,-173.0,,,-99.0,,,,,True,,True,False,,,True
21041,288,64.0,,,,,221.0,,112.8,0.0,,,167.0,-224.0,,,,,-67.0,,-175.2,-288.0,,,-121.0,,,,,True,,True,False,,,True
21043,841,328.0,,,,,346.0,,740.4,135.6,,,170.0,-513.0,,,,,-495.0,,-100.6,-705.4,,,-671.0,,,,,True,,True,False,,,False
21045,464,184.0,,,,,187.0,,202.6,1.3,,,475.0,-280.0,,,,,-277.0,,-261.4,-462.7,,,11.0,,,,,True,,True,False,,,True
21047,1938,1032.0,,,,,1342.0,,1020.1,0.6,678.2,,598.0,-906.0,,,,,-596.0,,-917.9,-1937.4,-1259.8,,-1340.0,,,,,True,,False,False,False,,False
21049,818,576.0,,,,,462.0,,669.6,113.5,,,611.0,-242.0,,,,,-356.0,,-148.4,-704.5,,,-207.0,,,,,False,,True,False,,,True
21051,849,552.0,,,,,485.0,,719.3,1.4,,,380.0,-297.0,,,,,-364.0,,-129.7,-847.6,,,-469.0,,,,,False,,True,False,,,False
21053,482,272.0,,,,,278.0,,730.0,23.4,,,34.0,-210.0,,,,,-204.0,,248.0,-458.6,,,-448.0,,,,,True,,False,False,,,False
21055,155,128.0,,,,,141.0,,202.0,0.0,,,179.0,-27.0,,,,,-14.0,,47.0,-155.0,,,24.0,,,,,True,,False,False,,,True
21057,234,112.0,,,,,115.0,,167.9,10.0,,,163.0,-122.0,,,,,-119.0,,-66.1,-224.0,,,-71.0,,,,,True,,True,False,,,True
21059,3204,1160.0,,,,,1532.0,,758.9,686.1,1244.0,,654.0,-2044.0,,,,,-1672.0,,-2445.1,-2517.9,-1960.0,,-2550.0,,,,,True,,False,False,True,,False
21061,315,192.0,,,,,139.0,,178.4,39.3,,,275.0,-123.0,,,,,-176.0,,-136.6,-275.7,,,-40.0,,,,,False,,False,False,,,True
21063,564,976.0,,,,,109.0,,314.5,44.4,,,223.0,412.0,,,,,-455.0,,-249.5,-519.6,,,-341.0,,,,,False,,True,False,,,True
21065,341,160.0,,,,,242.0,,211.7,0.0,,,88.0,-181.0,,,,,-99.0,,-129.3,-341.0,,,-253.0,,,,,True,,True,False,,,False
21067,11289,4160.0,,,,,4747.0,,3279.8,121.1,2204.2,,972.0,-7129.0,,,,,-6542.0,,-8009.2,-11167.9,-9084.8,,-10317.0,,,,,True,,False,False,False,,False
21069,413,464.0,,,,,255.0,,2072.7,37.2,,,269.0,51.0,,,,,-158.0,,1659.7,-375.8,,,-144.0,,,,,False,,False,False,,,False
21071,1308,560.0,,,,,429.0,,1673.8,125.1,,,884.0,-748.0,,,,,-879.0,,365.8,-1182.9,,,-424.0,,,,,False,,True,False,,,True
21073,1098,432.0,,,,,707.0,,423.8,6.2,,,466.0,-666.0,,,,,-391.0,,-674.2,-1091.8,,,-632.0,,,,,True,,False,False,,,True
21075,110,136.0,,,,,102.0,,125.1,0.0,,,38.0,26.0,,,,,-8.0,,15.1,-110.0,,,-72.0,,,,,True,,True,False,,,False
21077,283,104.0,,,,,124.0,,188.4,31.0,,,147.0,-179.0,,,,,-159.0,,-94.6,-252.0,,,-136.0,,,,,True,,True,False,,,True
21079,560,456.0,,,,,222.0,,1430.4,72.3,,,459.0,-104.0,,,,,-338.0,,870.4,-487.7,,,-101.0,,,,,False,,False,False,,,True
21081,864,160.0,,,,,329.0,,310.8,114.4,,,46.0,-704.0,,,,,-535.0,,-553.2,-749.6,,,-818.0,,,,,True,,True,False,,,False
21083,1468,248.0,,,,,610.0,,323.0,3.4,,,92.0,-1220.0,,,,,-858.0,,-1145.0,-1464.6,,,-1376.0,,,,,True,,True,False,,,False
21085,680,384.0,,,,,405.0,,454.8,76.7,,,1348.0,-296.0,,,,,-275.0,,-225.2,-603.3,,,668.0,,,,,True,,True,False,,,False
21087,366,192.0,,,,,162.0,,157.8,0.0,,,58.0,-174.0,,,,,-204.0,,-208.2,-366.0,,,-308.0,,,,,False,,False,False,,,False
21089,1385,392.0,,,,,515.0,,704.1,165.0,,,297.0,-993.0,,,,,-870.0,,-680.9,-1220.0,,,-1088.0,,,,,True,,True,False,,,False
21091,262,128.0,,,,,113.0,,178.7,42.0,,,97.0,-134.0,,,,,-149.0,,-83.3,-220.0,,,-165.0,,,,,False,,True,False,,,False
21093,3560,1864.0,,,,,1486.0,,1711.2,746.0,760.7,,2098.0,-1696.0,,,,,-2074.0,,-1848.8,-2814.0,-2799.3,,-1462.0,,,,,False,,False,False,False,,True
21095,767,200.0,,,,,565.0,,378.3,0.0,,,193.0,-567.0,,,,,-202.0,,-388.7,-767.0,,,-574.0,,,,,True,,True,False,,,False
21097,393,160.0,,,,,322.0,,497.3,55.7,,,130.0,-233.0,,,,,-71.0,,104.3,-337.3,,,-263.0,,,,,True,,True,False,,,False
21099,805,840.0,,,,,301.0,,2761.8,115.4,,,553.0,35.0,,,,,-504.0,,1956.8,-689.6,,,-252.0,,,,,False,,False,False,,,False
21101,1374,744.0,,,,,636.0,,976.1,0.9,736.7,,290.0,-630.0,,,,,-738.0,,-397.9,-1373.1,-637.3,,-1084.0,,,,,False,,True,False,False,,False
21103,477,224.0,,,,,201.0,,478.9,60.0,,,112.0,-253.0,,,,,-276.0,,1.9,-417.0,,,-365.0,,,,,False,,True,False,,,False
21105,116,112.0,,,,,54.0,,110.6,21.9,,,65.0,-4.0,,,,,-62.0,,-5.4,-94.1,,,-51.0,,,,,False,,False,False,,,False
21107,1388,808.0,,,,,694.0,,1224.1,253.1,,,345.0,-580.0,,,,,-694.0,,-163.9,-1134.9,,,-1043.0,,,,,False,,True,False,,,False
21109,335,208.0,,,,,203.0,,126.3,0.0,,,139.0,-127.0,,,,,-132.0,,-208.7,-335.0,,,-196.0,,,,,False,,False,False,,,False
21111,25836,15872.0,,,,,10422.0,,11676.2,7238.6,9998.2,,11730.0,-9964.0,,,,,-15414.0,,-14159.8,-18597.4,-15837.8,,-14106.0,,,,,False,,False,False,False,,False
21113,1496,784.0,,,,,679.0,,1463.5,367.9,,,0.0,-712.0,,,,,-817.0,,-32.5,-1128.1,,,-1496.0,,,,,False,,True,False,,,False
21115,737,424.0,,,,,330.0,,2458.4,27.0,,,633.0,-313.0,,,,,-407.0,,1721.4,-710.0,,,-104.0,,,,,False,,False,False,,,True
21117,5165,1616.0,,,,,2651.0,,1262.3,947.4,809.1,,1782.0,-3549.0,,,,,-2514.0,,-3902.7,-4217.6,-4355.9,,-3383.0,,,,,True,,False,False,False,,True
21119,357,304.0,,,,,140.0,,634.2,0.0,,,103.0,-53.0,,,,,-217.0,,277.2,-357.0,,,-254.0,,,,,False,,False,False,,,False
21121,794,688.0,,,,,850.0,,953.9,91.1,,,201.0,-106.0,,,,,56.0,,159.9,-702.9,,,-593.0,,,,,True,,False,False,,,False
21123,537,216.0,,,,,185.0,,772.1,55.2,,,97.0,-321.0,,,,,-352.0,,235.1,-481.8,,,-440.0,,,,,False,,True,False,,,False
21125,1857,1224.0,,,,,1232.0,,991.5,308.0,405.1,,908.0,-633.0,,,,,-625.0,,-865.5,-1549.0,-1451.9,,-949.0,,,,,True,,False,False,False,,False
21127,472,200.0,,,,,186.0,,1237.2,0.0,,,97.0,-272.0,,,,,-286.0,,765.2,-472.0,,,-375.0,,,,,False,,False,False,,,False
21129,905,608.0,,,,,107.0,,2804.4,0.0,,,291.0,-297.0,,,,,-798.0,,1899.4,-905.0,,,-614.0,,,,,False,,False,False,,,False
21131,287,88.0,,,,,160.0,,183.1,0.0,,,104.0,-199.0,,,,,-127.0,,-103.9,-287.0,,,-183.0,,,,,True,,True,False,,,True
21133,541,184.0,,,,,290.0,,523.5,0.0,,,79.0,-357.0,,,,,-251.0,,-17.5,-541.0,,,-462.0,,,,,True,,True,False,,,False
21135,413,136.0,,,,,132.0,,131.0,0.0,,,81.0,-277.0,,,,,-281.0,,-282.0,-413.0,,,-332.0,,,,,False,,False,False,,,False
21137,934,320.0,,,,,355.0,,584.5,78.2,,,453.0,-614.0,,,,,-579.0,,-349.5,-855.8,,,-481.0,,,,,True,,True,False,,,True
21139,314,48.0,,,,,102.0,,219.7,20.1,,,66.0,-266.0,,,,,-212.0,,-94.3,-293.9,,,-248.0,,,,,True,,True,False,,,True
21141,805,544.0,,,,,561.0,,629.8,163.2,,,372.0,-261.0,,,,,-244.0,,-175.2,-641.8,,,-433.0,,,,,True,,True,False,,,False
21143,174,104.0,,,,,105.0,,109.6,27.7,,,126.0,-70.0,,,,,-69.0,,-64.4,-146.3,,,-48.0,,,,,True,,True,False,,,True
21145,2879,928.0,,,,,933.0,,936.7,347.6,,,626.0,-1951.0,,,,,-1946.0,,-1942.3,-2531.4,,,-2253.0,,,,,True,,True,False,,,False
21147,621,120.0,,,,,266.0,,222.0,0.0,,,139.0,-501.0,,,,,-355.0,,-399.0,-621.0,,,-482.0,,,,,True,,True,False,,,True
21149,330,384.0,,,,,98.0,,1457.0,50.8,,,273.0,54.0,,,,,-232.0,,1127.0,-279.2,,,-57.0,,,,,False,,False,False,,,False
21151,2997,1064.0,,,,,1205.0,,895.3,0.1,871.7,,857.0,-1933.0,,,,,-1792.0,,-2101.7,-2996.9,-2125.3,,-2140.0,,,,,True,,False,False,False,,False
21153,524,200.0,,,,,158.0,,651.0,12.9,,,302.0,-324.0,,,,,-366.0,,127.0,-511.1,,,-222.0,,,,,False,,True,False,,,True
21155,1012,704.0,,,,,252.0,,1368.2,184.9,,,460.0,-308.0,,,,,-760.0,,356.2,-827.1,,,-552.0,,,,,False,,False,False,,,False
21157,880,328.0,,,,,383.0,,631.1,120.6,,,252.0,-552.0,,,,,-497.0,,-248.9,-759.4,,,-628.0,,,,,True,,True,False,,,False
21159,427,416.0,,,,,112.0,,1836.9,22.6,,,387.0,-11.0,,,,,-315.0,,1409.9,-404.4,,,-40.0,,,,,False,,False,False,,,False
21161,650,112.0,,,,,291.0,,404.6,48.0,,,358.0,-538.0,,,,,-359.0,,-245.4,-602.0,,,-292.0,,,,,True,,True,False,,,True
21163,664,448.0,,,,,280.0,,917.4,107.6,,,530.0,-216.0,,,,,-384.0,,253.4,-556.4,,,-134.0,,,,,False,,False,False,,,True
21165,97,32.0,,,,,59.0,,51.2,,,,2.0,-65.0,,,,,-38.0,,-45.8,,,,-95.0,,,,,True,,True,,,,False
21167,920,208.0,,,,,267.0,,505.0,18.9,,,336.0,-712.0,,,,,-653.0,,-415.0,-901.1,,,-584.0,,,,,True,,True,False,,,True
21169,366,200.0,,,,,117.0,,399.9,30.2,,,225.0,-166.0,,,,,-249.0,,33.9,-335.8,,,-141.0,,,,,False,,True,False,,,True
21171,611,176.0,,,,,213.0,,170.9,0.1,,,120.0,-435.0,,,,,-398.0,,-440.1,-610.9,,,-491.0,,,,,True,,False,False,,,False
21173,847,432.0,,,,,479.0,,597.5,76.4,,,441.0,-415.0,,,,,-368.0,,-249.5,-770.6,,,-406.0,,,,,True,,True,False,,,True
21175,358,144.0,,,,,237.0,,101.8,0.0,,,55.0,-214.0,,,,,-121.0,,-256.2,-358.0,,,-303.0,,,,,True,,False,False,,,False
21177,777,368.0,,,,,531.0,,449.2,7.8,,,211.0,-409.0,,,,,-246.0,,-327.8,-769.2,,,-566.0,,,,,True,,True,False,,,False
21179,1811,1288.0,,,,,534.0,,1936.2,368.1,,,1224.0,-523.0,,,,,-1277.0,,125.2,-1442.9,,,-587.0,,,,,False,,True,False,,,False
21181,125,120.0,,,,,101.0,,1051.4,4.3,,,59.0,-5.0,,,,,-24.0,,926.4,-120.7,,,-66.0,,,,,False,,False,False,,,False
21183,779,264.0,,,,,454.0,,392.2,2.3,,,115.0,-515.0,,,,,-325.0,,-386.8,-776.7,,,-664.0,,,,,True,,True,False,,,False
21185,2012,592.0,,,,,744.0,,993.0,101.1,398.8,,947.0,-1420.0,,,,,-1268.0,,-1019.0,-1910.9,-1613.2,,-1065.0,,,,,True,,True,False,False,,True
21187,231,40.0,,,,,141.0,,117.4,0.3,,,128.0,-191.0,,,,,-90.0,,-113.6,-230.7,,,-103.0,,,,,True,,True,False,,,True
21189,190,160.0,,,,,59.0,,613.9,,,,131.0,-30.0,,,,,-131.0,,423.9,,,,-59.0,,,,,False,,False,,,,False
21191,443,96.0,,,,,153.0,,142.7,43.6,,,14.0,-347.0,,,,,-290.0,,-300.3,-399.4,,,-429.0,,,,,True,,True,False,,,False
21193,938,552.0,,,,,504.0,,1050.8,88.5,,,199.0,-386.0,,,,,-434.0,,112.8,-849.5,,,-739.0,,,,,False,,True,False,,,False
21195,1718,1016.0,,,,,683.0,,1499.6,20.3,,,628.0,-702.0,,,,,-1035.0,,-218.4,-1697.7,,,-1090.0,,,,,False,,True,False,,,False
21197,499,48.0,,,,,149.0,,74.2,26.8,,,32.0,-451.0,,,,,-350.0,,-424.8,-472.2,,,-467.0,,,,,True,,True,False,,,False
21199,2254,272.0,,,,,1650.0,,436.2,191.2,,,124.0,-1982.0,,,,,-604.0,,-1817.8,-2062.8,,,-2130.0,,,,,True,,True,False,,,False
21201,111,48.0,,,,,43.0,,103.8,,,,94.0,-63.0,,,,,-68.0,,-7.2,,,,-17.0,,,,,False,,True,,,,True
21203,436,432.0,,,,,299.0,,777.0,103.8,,,279.0,-4.0,,,,,-137.0,,341.0,-332.2,,,-157.0,,,,,False,,False,False,,,False
21205,747,120.0,,,,,431.0,,334.1,312.1,,,64.0,-627.0,,,,,-316.0,,-412.9,-434.9,,,-683.0,,,,,True,,True,True,,,False
21207,648,304.0,,,,,335.0,,1048.6,64.9,,,319.0,-344.0,,,,,-313.0,,400.6,-583.1,,,-329.0,,,,,True,,False,False,,,True
21209,1177,768.0,,,,,750.0,,734.9,613.9,,,576.0,-409.0,,,,,-427.0,,-442.1,-563.1,,,-601.0,,,,,False,,False,False,,,False
