,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
17141,550,716.0,,697.9,,469.0,423.0,,,,,458.5,598.9,,,,448.0,,430.9,,389.3,542.0,,467.0,633.4,,,700.0,642.0,42.8,,,,,761.1,934.5,,,,506.9,166.0,,147.9,,-81.0,-127.0,,,,,-91.5,48.9,,,,-102.0,,-119.1,,-160.7,-8.0,,-83.0,83.4,,,150.0,92.0,-507.2,,,,,211.1,384.5,,,,-43.1,,True,,True,True,,,,,True,True,,,,True,,True,,True,True,,True,True,,,True,True,False,,,,,False,False,,,,True
17143,1966,2234.0,,2197.7,,1873.0,2178.0,,,,,1663.8,1895.8,,,,1685.0,,1781.2,,1489.4,1996.0,,1996.0,2012.3,,,2232.0,2011.0,238.6,,,,,1553.6,2503.0,1662.0,,,1967.3,268.0,,231.7,,-93.0,212.0,,,,,-302.2,-70.2,,,,-281.0,,-184.8,,-476.6,30.0,,30.0,46.3,,,266.0,45.0,-1727.4,,,,,-412.4,537.0,-304.0,,,1.3,,True,,True,True,,,,,False,True,,,,False,,True,,False,True,,True,True,,,True,True,False,,,,,False,False,False,,,True
17145,402,336.0,,337.3,,278.0,384.0,,,,,227.2,259.8,,,,278.0,,259.6,,131.9,,,255.0,282.8,,,269.0,287.0,60.8,,,,,,415.1,,,,522.7,-66.0,,-64.7,,-124.0,-18.0,,,,,-174.8,-142.2,,,,-124.0,,-142.4,,-270.1,,,-147.0,-119.2,,,-133.0,-115.0,-341.2,,,,,,13.1,,,,120.7,,True,,False,True,,,,,False,False,,,,False,,False,,False,,,False,False,,,False,False,False,,,,,,True,,,,False
17147,108,142.0,,146.3,,120.0,132.0,,,,,126.3,105.5,,,,202.0,,71.3,,74.6,,,78.0,125.9,,,97.0,126.0,13.7,,,,,,184.3,,,,92.6,34.0,,38.3,,12.0,24.0,,,,,18.3,-2.5,,,,94.0,,-36.7,,-33.4,,,-30.0,17.9,,,-11.0,18.0,-94.3,,,,,,76.3,,,,-15.4,,False,,True,True,,,,,True,True,,,,False,,False,,True,,,True,True,,,True,True,False,,,,,,False,,,,True
17149,165,172.0,,151.0,,143.0,133.0,,,,,143.1,140.9,,,,145.0,,68.1,,77.8,,,82.0,135.4,,,115.0,149.0,24.0,,,,,,202.9,,,,167.7,7.0,,-14.0,,-22.0,-32.0,,,,,-21.9,-24.1,,,,-20.0,,-96.9,,-87.2,,,-83.0,-29.6,,,-50.0,-16.0,-141.0,,,,,,37.9,,,,2.7,,False,,False,False,,,,,False,False,,,,False,,False,,False,,,False,False,,,False,False,False,,,,,,False,,,,True
17151,41,44.0,,47.4,,44.0,36.0,,,,,29.4,31.5,,,,39.0,,99.6,,19.0,,,55.0,47.2,,,65.0,40.0,6.5,,,,,,63.4,,,,70.0,3.0,,6.4,,3.0,-5.0,,,,,-11.6,-9.5,,,,-2.0,,58.6,,-22.0,,,14.0,6.2,,,24.0,-1.0,-34.5,,,,,,22.4,,,,29.0,,False,,False,False,,,,,False,False,,,,True,,False,,False,,,False,False,,,False,True,False,,,,,,False,,,,False
17153,65,98.0,,98.9,,74.0,69.0,,,,,70.6,55.6,,,,52.0,,102.0,,17.6,,,79.0,71.0,,,83.0,77.0,6.2,,,,,,99.2,,,,129.6,33.0,,33.9,,9.0,4.0,,,,,5.6,-9.4,,,,-13.0,,37.0,,-47.4,,,14.0,6.0,,,18.0,12.0,-58.8,,,,,,34.2,,,,64.6,,False,,True,True,,,,,True,True,,,,True,,False,,False,,,True,True,,,True,True,False,,,,,,False,,,,False
17155,37,38.0,,45.8,,36.0,43.0,,,,,38.8,50.4,,,,55.0,,15.3,,30.2,,,28.0,41.3,,,22.0,45.0,4.5,,,,,,61.5,,,,31.0,1.0,,8.8,,-1.0,6.0,,,,,1.8,13.4,,,,18.0,,-21.7,,-6.8,,,-9.0,4.3,,,-15.0,8.0,-32.5,,,,,,24.5,,,,-6.0,,False,,False,False,,,,,False,False,,,,False,,False,,False,,,False,False,,,False,False,False,,,,,,False,,,,False
17157,479,500.0,,498.4,,422.0,418.0,,,,,399.8,284.9,,,,406.0,,488.7,,340.3,519.5,,440.0,396.6,,,534.0,425.0,86.9,,,,,357.7,502.6,,,,655.6,21.0,,19.4,,-57.0,-61.0,,,,,-79.2,-194.1,,,,-73.0,,9.7,,-138.7,40.5,,-39.0,-82.4,,,55.0,-54.0,-392.1,,,,,-121.3,23.6,,,,176.6,,True,,False,False,,,,,False,False,,,,False,,True,,False,False,,False,False,,,False,False,False,,,,,False,False,,,,False
17159,261,314.0,,315.4,,288.0,314.0,,,,,176.1,173.4,,,,217.0,,329.8,,182.9,,,301.0,227.3,,,346.0,242.0,26.0,,,,,,374.8,,,,329.2,53.0,,54.4,,27.0,53.0,,,,,-84.9,-87.6,,,,-44.0,,68.8,,-78.1,,,40.0,-33.7,,,85.0,-19.0,-235.0,,,,,,113.8,,,,68.2,,False,,True,False,,,,,False,False,,,,True,,False,,False,,,True,True,,,False,True,False,,,,,,False,,,,False
17161,1150,1342.0,,1441.7,,994.0,705.0,,,,,1102.7,1203.4,,,,1524.0,,710.1,,932.9,1405.5,,851.0,1035.8,,,954.0,1231.0,113.2,,,,,1256.9,1723.7,1094.0,,,1302.2,192.0,,291.7,,-156.0,-445.0,,,,,-47.3,53.4,,,,374.0,,-439.9,,-217.1,255.5,,-299.0,-114.2,,,-196.0,81.0,-1036.8,,,,,106.9,573.7,-56.0,,,152.2,,False,,True,False,,,,,True,True,,,,False,,False,,False,False,,False,True,,,False,True,False,,,,,True,False,True,,,True
17163,2706,2992.0,,3084.4,,2875.0,2635.0,,,,,2611.7,3942.2,,,,2412.0,,2903.5,,2269.6,4375.0,,2978.0,2830.9,,,3318.0,2767.0,,,,,,3269.9,2869.2,3115.0,,,5704.5,286.0,,378.4,,169.0,-71.0,,,,,-94.3,1236.2,,,,-294.0,,197.5,,-436.4,1669.0,,272.0,124.9,,,612.0,61.0,,,,,,563.9,163.2,409.0,,,2998.5,,False,,True,True,,,,,True,False,,,,False,,True,,False,False,,True,True,,,False,True,,,,,,False,True,False,,,False
17165,312,208.0,,198.1,,197.0,200.0,,,,,172.1,185.6,,,,338.0,,135.8,,121.2,,,158.0,197.4,,,179.0,198.0,31.5,,,,,,292.3,,,,231.4,-104.0,,-113.9,,-115.0,-112.0,,,,,-139.9,-126.4,,,,26.0,,-176.2,,-190.8,,,-154.0,-114.6,,,-133.0,-114.0,-280.5,,,,,,-19.7,,,,-80.6,,False,,False,False,,,,,False,False,,,,True,,False,,False,,,False,False,,,False,False,False,,,,,,True,,,,True
17167,1612,1706.0,,1749.8,,1421.0,1248.0,,,,,1553.5,1899.1,,,,1945.0,,1054.6,,1100.3,1750.5,,1000.0,1744.2,,,1240.0,1546.0,176.3,,,,,1388.9,2119.5,1470.0,,,1912.6,94.0,,137.8,,-191.0,-364.0,,,,,-58.5,287.1,,,,333.0,,-557.4,,-511.7,138.5,,-612.0,132.2,,,-372.0,-66.0,-1435.7,,,,,-223.1,507.5,-142.0,,,300.6,,False,,False,False,,,,,True,False,,,,False,,False,,False,False,,False,False,,,False,True,False,,,,,False,False,False,,,False
17169,144,186.0,,181.0,,124.0,138.0,,,,,74.7,128.6,,,,72.0,,211.9,,23.3,,,93.5,103.3,,,193.0,124.0,6.6,,,,,,152.0,,,,270.2,42.0,,37.0,,-20.0,-6.0,,,,,-69.3,-15.4,,,,-72.0,,67.9,,-120.7,,,-50.5,-40.7,,,49.0,-20.0,-137.4,,,,,,8.0,,,,126.2,,True,,True,True,,,,,False,True,,,,False,,False,,False,,,False,True,,,False,True,False,,,,,,True,,,,False
17171,29,66.0,,64.0,,42.0,42.0,,,,,35.5,61.6,,,,35.0,,33.7,,43.8,,,30.0,48.3,,,64.0,57.0,4.4,,,,,,108.1,,,,56.0,37.0,,35.0,,13.0,13.0,,,,,6.5,32.6,,,,6.0,,4.7,,14.8,,,1.0,19.3,,,35.0,28.0,-24.6,,,,,,79.1,,,,27.0,,True,,True,True,,,,,True,True,,,,True,,True,,True,,,True,True,,,True,True,True,,,,,,False,,,,True
17173,167,296.0,,292.2,,273.0,170.0,,,,,230.5,234.4,,,,299.0,,269.5,,150.5,,,266.0,280.6,,,299.0,270.0,54.5,,,,,,261.3,,,,275.7,129.0,,125.2,,106.0,3.0,,,,,63.5,67.4,,,,132.0,,102.5,,-16.5,,,99.0,113.6,,,132.0,103.0,-112.5,,,,,,94.3,,,,108.7,,True,,True,True,,,,,True,True,,,,False,,True,,True,,,True,True,,,False,True,True,,,,,,True,,,,True
17175,95,112.0,,111.9,,99.0,99.0,,,,,71.3,67.4,,,,46.0,,167.2,,38.3,,,121.0,89.8,,,156.0,97.0,21.1,,,,,,133.3,,,,163.6,17.0,,16.9,,4.0,4.0,,,,,-23.7,-27.6,,,,-49.0,,72.2,,-56.7,,,26.0,-5.2,,,61.0,2.0,-73.9,,,,,,38.3,,,,68.6,,True,,True,True,,,,,False,False,,,,False,,False,,False,,,False,True,,,False,True,False,,,,,,False,,,,False
17177,388,418.0,,404.5,,300.0,282.0,,,,,348.1,355.1,,,,425.0,,216.9,,195.9,328.0,,279.0,400.7,,,292.0,395.0,50.8,,,,,365.3,480.4,,,,537.7,30.0,,16.5,,-88.0,-106.0,,,,,-39.9,-32.9,,,,37.0,,-171.1,,-192.1,-60.0,,-109.0,12.7,,,-96.0,7.0,-337.2,,,,,-22.7,92.4,,,,149.7,,True,,False,False,,,,,False,False,,,,False,,False,,False,False,,False,True,,,False,True,False,,,,,True,False,,,,False
17179,1547,1970.0,,1905.4,,1479.0,1316.0,,,,,1349.7,1189.1,,,,1465.0,,1500.5,,1307.3,1308.0,,1412.5,1699.8,,,1792.0,1784.0,175.2,,,,,1496.3,2350.3,1528.0,,,1452.4,423.0,,358.4,,-68.0,-231.0,,,,,-197.3,-357.9,,,,-82.0,,-46.5,,-239.7,-239.0,,-134.5,152.8,,,245.0,237.0,-1371.8,,,,,-50.7,803.3,-19.0,,,-94.6,,True,,True,True,,,,,True,True,,,,True,,True,,True,True,,True,True,,,True,True,False,,,,,True,False,True,,,True
17181,218,220.0,,198.4,,194.0,144.0,,,,,188.1,158.3,,,,197.0,,188.4,,127.7,,,194.0,200.3,,,224.0,186.0,18.1,,,,,,232.7,,,,376.1,2.0,,-19.6,,-24.0,-74.0,,,,,-29.9,-59.7,,,,-21.0,,-29.6,,-90.3,,,-24.0,-17.7,,,6.0,-32.0,-199.9,,,,,,14.7,,,,158.1,,False,,False,False,,,,,False,False,,,,False,,False,,False,,,False,False,,,False,False,False,,,,,,False,,,,False
17183,1247,1038.0,,988.2,,950.0,957.0,,,,,742.6,1131.0,,,,1203.0,,931.1,,545.0,891.0,,899.0,907.5,,,1013.0,937.0,98.9,,,,,982.0,1002.5,,,,1507.9,-209.0,,-258.8,,-297.0,-290.0,,,,,-504.4,-116.0,,,,-44.0,,-315.9,,-702.0,-356.0,,-348.0,-339.5,,,-234.0,-310.0,-1148.1,,,,,-265.0,-244.5,,,,260.9,,False,,False,False,,,,,False,True,,,,True,,False,,False,False,,False,False,,,False,False,False,,,,,False,False,,,,False
17185,248,312.0,,324.6,,200.0,210.0,,,,,145.9,188.5,,,,192.0,,380.7,,97.8,,,223.0,194.6,,,326.0,209.0,11.0,,,,,,333.4,,,,290.0,64.0,,76.6,,-48.0,-38.0,,,,,-102.1,-59.5,,,,-56.0,,132.7,,-150.2,,,-25.0,-53.4,,,78.0,-39.0,-237.0,,,,,,85.4,,,,42.0,,False,,True,True,,,,,False,True,,,,True,,False,,False,,,True,True,,,False,True,False,,,,,,False,,,,True
17187,202,238.0,,246.2,,181.0,168.0,,,,,173.3,187.5,,,,171.0,,175.8,,105.3,,,183.0,199.2,,,185.0,207.0,17.0,,,,,,270.8,,,,203.6,36.0,,44.2,,-21.0,-34.0,,,,,-28.7,-14.5,,,,-31.0,,-26.2,,-96.7,,,-19.0,-2.8,,,-17.0,5.0,-185.0,,,,,,68.8,,,,1.6,,False,,True,True,,,,,True,True,,,,True,,True,,False,,,True,True,,,True,True,False,,,,,,False,,,,True
17189,237,294.0,,298.4,,241.0,225.0,,,,,166.2,196.2,,,,155.0,,333.0,,60.3,,,266.0,231.9,,,345.0,235.0,39.2,,,,,,261.2,,,,506.2,57.0,,61.4,,4.0,-12.0,,,,,-70.8,-40.8,,,,-82.0,,96.0,,-176.7,,,29.0,-5.1,,,108.0,-2.0,-197.8,,,,,,24.2,,,,269.2,,False,,True,True,,,,,False,True,,,,False,,False,,False,,,True,True,,,False,True,False,,,,,,True,,,,False
17191,208,230.0,,232.2,,207.0,155.0,,,,,159.0,177.4,,,,249.0,,233.2,,88.3,,,199.0,173.6,,,201.0,189.0,28.1,,,,,,283.8,,,,325.0,22.0,,24.2,,-1.0,-53.0,,,,,-49.0,-30.6,,,,41.0,,25.2,,-119.7,,,-9.0,-34.4,,,-7.0,-19.0,-179.9,,,,,,75.8,,,,117.0,,False,,True,False,,,,,False,False,,,,False,,False,,False,,,True,False,,,True,True,False,,,,,,False,,,,False
17193,292,166.0,,177.4,,156.0,165.0,,,,,123.6,117.6,,,,177.0,,161.8,,116.2,,,124.0,138.9,,,171.0,142.0,42.2,,,,,,309.5,,,,183.8,-126.0,,-114.6,,-136.0,-127.0,,,,,-168.4,-174.4,,,,-115.0,,-130.2,,-175.8,,,-168.0,-153.1,,,-121.0,-150.0,-249.8,,,,,,17.5,,,,-108.2,,True,,False,False,,,,,False,False,,,,True,,False,,False,,,False,False,,,True,False,False,,,,,,True,,,,True
17195,436,642.0,,608.6,,480.0,415.0,,,,,460.8,417.8,,,,551.0,,339.1,,311.5,564.5,,296.0,479.8,,,451.0,577.0,49.8,,,,,462.2,628.6,,,,784.9,206.0,,172.6,,44.0,-21.0,,,,,24.8,-18.2,,,,115.0,,-96.9,,-124.5,128.5,,-140.0,43.8,,,15.0,141.0,-386.2,,,,,26.2,192.6,,,,348.9,,True,,True,True,,,,,True,True,,,,True,,True,,True,True,,True,True,,,True,True,False,,,,,True,True,,,,False
17197,6277,8178.0,,8001.9,8309.8,6803.0,8951.0,,,,,5673.5,8298.1,,6364.6,,6823.0,,5460.7,,5699.6,8256.5,,5977.0,7372.2,,,5821.0,7049.0,722.1,,,,,5782.5,8543.5,6340.0,,,6544.6,1901.0,,1724.9,2032.8,526.0,2674.0,,,,,-603.5,2021.1,,87.6,,546.0,,-816.3,,-577.4,1979.5,,-300.0,1095.2,,,-456.0,772.0,-5554.9,,,,,-494.5,2266.5,63.0,,,267.6,,True,False,True,False,,,,,True,False,,True,,True,,True,,True,False,,True,True,,,True,True,False,,,,,True,False,True,,,True
17199,743,844.0,,869.6,,702.0,593.0,,,,,634.2,692.9,,,,868.0,,744.1,,504.9,703.0,,581.0,740.5,,,774.0,760.0,106.0,,,,,623.9,889.7,,,,925.3,101.0,,126.6,,-41.0,-150.0,,,,,-108.8,-50.1,,,,125.0,,1.1,,-238.1,-40.0,,-162.0,-2.5,,,31.0,17.0,-637.0,,,,,-119.1,146.7,,,,182.3,,False,,True,False,,,,,False,True,,,,False,,True,,False,True,,False,True,,,True,True,False,,,,,False,False,,,,False
17201,2484,3190.0,,3178.8,3164.8,2676.0,3184.0,,,,,2465.1,3796.7,,,,2794.0,,2194.6,,1754.6,3351.0,,2345.0,2930.1,,,2679.0,2653.0,379.9,,,,,2406.9,3975.5,2670.0,,,2601.7,706.0,,694.8,680.8,192.0,700.0,,,,,-18.9,1312.7,,,,310.0,,-289.4,,-729.4,867.0,,-139.0,446.1,,,195.0,169.0,-2104.1,,,,,-77.1,1491.5,186.0,,,117.7,,True,True,True,True,,,,,True,False,,,,True,,True,,False,False,,True,True,,,True,True,False,,,,,True,False,True,,,True
17203,480,574.0,,604.5,,454.0,372.0,,,,,385.0,417.4,,,,374.0,,414.2,,214.7,466.0,,459.0,512.1,,,553.0,489.0,36.4,,,,,,607.8,,,,1024.9,94.0,,124.5,,-26.0,-108.0,,,,,-95.0,-62.6,,,,-106.0,,-65.8,,-265.3,-14.0,,-21.0,32.1,,,73.0,9.0,-443.6,,,,,,127.8,,,,544.9,,False,,True,False,,,,,False,True,,,,False,,True,,False,True,,True,True,,,True,True,False,,,,,,False,,,,False
18001,391,584.0,,607.8,,477.0,370.0,,,,,398.7,488.2,,,,455.0,,245.9,,180.4,543.5,,320.0,497.5,,,573.0,570.0,32.3,,,,,,701.0,,,,811.2,193.0,,216.8,,86.0,-21.0,,,,,7.7,97.2,,,,64.0,,-145.1,,-210.6,152.5,,-71.0,106.5,,,182.0,179.0,-358.7,,,,,,310.0,,,,420.2,,False,,True,True,,,,,True,True,,,,True,,True,,False,True,,True,True,,,True,True,False,,,,,,False,,,,False
18003,3999,5042.0,,4822.0,4982.9,4429.0,4443.0,,,,,4073.4,7604.3,,,,4212.0,,3433.4,,3280.0,4658.0,,4531.0,4742.8,,,5006.0,4965.0,579.6,,,,,3574.0,5896.2,4436.0,,,5841.6,1043.0,,823.0,983.9,430.0,444.0,,,,,74.4,3605.3,,,,213.0,,-565.6,,-719.0,659.0,,532.0,743.8,,,1007.0,966.0,-3419.4,,,,,-425.0,1897.2,437.0,,,1842.6,,True,True,True,True,,,,,True,False,,,,True,,True,,True,True,,True,True,,,True,True,False,,,,,True,False,True,,,False
18005,896,1194.0,,1211.2,,1113.0,973.0,,,,,915.4,1152.8,,,,871.0,,1047.5,,686.8,1160.0,,1237.0,1132.4,,,1349.0,1094.0,141.5,,,,,1403.4,1223.6,,,,1189.9,298.0,,315.2,,217.0,77.0,,,,,19.4,256.8,,,,-25.0,,151.5,,-209.2,264.0,,341.0,236.4,,,453.0,198.0,-754.5,,,,,507.4,327.6,,,,293.9,,False,,True,True,,,,,True,True,,,,True,,True,,True,True,,False,True,,,False,True,False,,,,,False,False,,,,True
18007,190,236.0,,244.5,,183.0,194.0,,,,,129.0,136.5,,,,79.0,,189.5,,49.1,,,198.0,166.1,,,215.0,182.0,25.1,,,,,,197.9,,,,321.3,46.0,,54.5,,-7.0,4.0,,,,,-61.0,-53.5,,,,-111.0,,-0.5,,-140.9,,,8.0,-23.9,,,25.0,-8.0,-164.9,,,,,,7.9,,,,131.3,,False,,True,True,,,,,False,False,,,,False,,True,,False,,,True,True,,,True,True,False,,,,,,True,,,,False
18009,126,228.0,,232.1,,182.0,165.0,,,,,137.1,169.4,,,,154.0,,269.6,,55.7,,,201.5,176.8,,,235.0,188.0,23.9,,,,,,325.5,,,,270.1,102.0,,106.1,,56.0,39.0,,,,,11.1,43.4,,,,28.0,,143.6,,-70.3,,,75.5,50.8,,,109.0,62.0,-102.1,,,,,,199.5,,,,144.1,,False,,True,True,,,,,True,True,,,,True,,False,,True,,,True,True,,,False,True,False,,,,,,False,,,,False
18011,902,710.0,,733.8,,669.0,566.0,,,,,652.2,634.7,,,,669.0,,610.9,,413.5,642.0,,826.0,890.9,,,736.0,725.0,99.3,,,,,837.7,919.5,,,,561.9,-192.0,,-168.2,,-233.0,-336.0,,,,,-249.8,-267.3,,,,-233.0,,-291.1,,-488.5,-260.0,,-76.0,-11.1,,,-166.0,-177.0,-802.7,,,,,-64.3,17.5,,,,-340.1,,True,,False,False,,,,,False,False,,,,False,,False,,False,False,,True,True,,,True,True,False,,,,,True,True,,,,False
18013,151,174.0,,169.6,,159.0,156.0,,,,,112.0,143.9,,,,130.0,,131.7,,42.6,,,177.0,171.7,,,208.0,159.0,29.8,,,,,,113.7,,,,149.8,23.0,,18.6,,8.0,5.0,,,,,-39.0,-7.1,,,,-21.0,,-19.3,,-108.4,,,26.0,20.7,,,57.0,8.0,-121.2,,,,,,-37.3,,,,-1.2,,True,,True,True,,,,,False,True,,,,True,,True,,False,,,False,True,,,False,True,False,,,,,,False,,,,True
18015,279,244.0,,248.8,,240.0,210.0,,,,,187.4,170.1,,,,196.0,,251.1,,98.5,,,229.0,256.2,,,271.0,243.0,32.3,,,,,,271.1,,,,294.9,-35.0,,-30.2,,-39.0,-69.0,,,,,-91.6,-108.9,,,,-83.0,,-27.9,,-180.5,,,-50.0,-22.8,,,-8.0,-36.0,-246.7,,,,,,-7.9,,,,15.9,,True,,False,False,,,,,False,False,,,,False,,True,,False,,,False,True,,,True,False,False,,,,,,True,,,,True
18017,539,510.0,,489.6,,489.0,0.0,,,,,544.6,247.6,,,,489.0,,542.2,,323.6,430.5,,691.0,591.0,,,610.0,503.0,50.8,,,,,449.0,485.0,,,,572.3,-29.0,,-49.4,,-50.0,-539.0,,,,,5.6,-291.4,,,,-50.0,,3.2,,-215.4,-108.5,,152.0,52.0,,,71.0,-36.0,-488.2,,,,,-90.0,-54.0,,,,33.3,,False,,False,False,,,,,True,False,,,,False,,True,,False,False,,False,False,,,False,False,False,,,,,False,False,,,,False
18019,1363,1264.0,,1237.1,,1209.0,1187.0,,,,,1095.8,943.3,,,,1365.0,,1012.3,,818.1,1118.5,,1442.0,1418.4,,,1371.0,1175.0,189.7,,,,,944.0,2017.0,,,,1728.3,-99.0,,-125.9,,-154.0,-176.0,,,,,-267.2,-419.7,,,,2.0,,-350.7,,-544.9,-244.5,,79.0,55.4,,,8.0,-188.0,-1173.3,,,,,-419.0,654.0,,,,365.3,,False,,False,False,,,,,False,False,,,,True,,False,,False,False,,True,True,,,True,False,False,,,,,False,False,,,,False
18021,237,282.0,,262.8,,282.0,319.0,,,,,288.8,249.2,,,,358.0,,226.0,,120.2,,,260.0,329.2,,,239.0,293.0,34.8,,,,,,362.6,,,,354.4,45.0,,25.8,,45.0,82.0,,,,,51.8,12.2,,,,121.0,,-11.0,,-116.8,,,23.0,92.2,,,2.0,56.0,-202.2,,,,,,125.6,,,,117.4,,True,,False,False,,,,,False,True,,,,False,,True,,False,,,True,False,,,True,False,False,,,,,,False,,,,False
18023,639,630.0,,613.5,,529.0,356.0,,,,,487.5,433.3,,,,391.0,,493.6,,255.5,451.0,,579.0,605.3,,,712.0,583.0,40.2,,,,,,604.0,,,,648.6,-9.0,,-25.5,,-110.0,-283.0,,,,,-151.5,-205.7,,,,-248.0,,-145.4,,-383.5,-188.0,,-60.0,-33.7,,,73.0,-56.0,-598.8,,,,,,-35.0,,,,9.6,,False,,False,False,,,,,False,False,,,,False,,False,,False,False,,False,False,,,False,False,False,,,,,,False,,,,False
18025,140,130.0,,130.3,,131.0,139.0,,,,,93.6,98.1,,,,109.0,,185.4,,20.9,,,184.0,139.9,,,163.0,121.0,10.3,,,,,,154.4,,,,197.7,-10.0,,-9.7,,-9.0,-1.0,,,,,-46.4,-41.9,,,,-31.0,,45.4,,-119.1,,,44.0,-0.1,,,23.0,-19.0,-129.7,,,,,,14.4,,,,57.7,,True,,True,True,,,,,False,False,,,,False,,False,,False,,,False,True,,,False,False,False,,,,,,False,,,,False
18027,262,372.0,,370.3,,379.0,392.0,,,,,334.1,320.7,,,,437.0,,361.3,,227.4,410.0,,446.5,380.6,,,282.0,376.0,68.2,,,,,,366.3,,,,622.3,110.0,,108.3,,117.0,130.0,,,,,72.1,58.7,,,,175.0,,99.3,,-34.6,148.0,,184.5,118.6,,,20.0,114.0,-193.8,,,,,,104.3,,,,360.3,,True,,False,False,,,,,True,True,,,,False,,True,,True,False,,False,False,,,True,False,False,,,,,,True,,,,False
18029,677,654.0,,632.8,,607.0,511.0,,,,,562.0,541.7,,,,521.0,,454.4,,260.8,525.5,,750.0,694.6,,,677.0,611.0,104.5,,,,,654.3,647.1,,,,627.4,-23.0,,-44.2,,-70.0,-166.0,,,,,-115.0,-135.3,,,,-156.0,,-222.6,,-416.2,-151.5,,73.0,17.6,,,0.0,-66.0,-572.5,,,,,-22.7,-29.9,,,,-49.6,,False,,False,False,,,,,False,False,,,,False,,False,,False,False,,False,True,,,True,False,False,,,,,True,False,,,,False
18031,389,340.0,,346.9,,331.0,389.0,,,,,335.3,332.6,,331.3,,326.0,,228.1,,92.5,,,426.0,414.9,,,344.0,327.0,69.0,,,,,,385.0,,,,318.7,-49.0,,-42.1,,-58.0,0.0,,,,,-53.7,-56.4,,-57.7,,-63.0,,-160.9,,-296.5,,,37.0,25.9,,,-45.0,-62.0,-320.0,,,,,,-4.0,,,,-70.3,,True,,False,True,,,,,False,False,,False,,False,,False,,False,,,True,True,,,True,False,False,,,,,,True,,,,False
