,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
19029,68,46.0,,49.7,,45.0,36.0,,,,,37.3,,49.7,,,,96.0,,29.6,25.2,,,41.0,58.3,59.8,39.0,44.0,41.2,,,,,,52.6,,,,67.1,-22.0,,-18.3,,-23.0,-32.0,,,,,-30.7,,-18.3,,,,28.0,,-38.4,-42.8,,,-27.0,-9.7,-8.2,-29.0,-24.0,-26.8,,,,,,-15.4,,,,-0.9,,True,,False,False,,,,,False,,True,,,,False,,False,False,,,False,True,True,False,False,False,,,,,,True,,,,True
19031,70,62.0,,67.5,,57.0,57.0,,,,,51.8,,47.4,,,,62.0,,51.1,33.2,,,37.0,54.5,64.7,54.0,59.0,64.1,,,,,,89.5,,,,104.8,-8.0,,-2.5,,-13.0,-13.0,,,,,-18.2,,-22.6,,,,-8.0,,-18.9,-36.8,,,-33.0,-15.5,-5.3,-16.0,-11.0,-5.9,,,,,,19.5,,,,34.8,,True,,False,False,,,,,False,,False,,,,False,,False,False,,,False,False,True,False,False,True,,,,,,False,,,,False
19033,168,194.0,,189.7,,163.0,160.0,,,,,145.1,,97.0,,,,278.0,,105.5,111.2,158.0,,84.0,167.1,178.6,135.0,168.0,151.7,,,,,162.8,295.2,,,,292.4,26.0,,21.7,,-5.0,-8.0,,,,,-22.9,,-71.0,,,,110.0,,-62.5,-56.8,-10.0,,-84.0,-0.9,10.6,-33.0,0.0,-16.3,,,,,-5.2,127.2,,,,124.4,,True,,True,True,,,,,True,,False,,,,False,,False,False,True,,False,True,True,False,True,True,,,,,True,False,,,,False
19035,63,87.0,,83.3,,86.0,85.0,,,,,48.4,,38.8,,,,92.0,,92.2,51.5,,,55.0,70.5,66.2,89.0,80.0,87.7,,,,,,89.5,,,,142.8,24.0,,20.3,,23.0,22.0,,,,,-14.6,,-24.2,,,,29.0,,29.2,-11.5,,,-8.0,7.5,3.2,26.0,17.0,24.7,,,,,,26.5,,,,79.8,,True,,True,True,,,,,True,,False,,,,False,,False,True,,,True,True,True,False,True,False,,,,,,False,,,,False
19037,33,30.0,,25.1,,32.0,47.0,,,,,34.3,,24.2,,,,55.0,,15.9,22.0,,,6.0,28.7,33.7,25.0,34.0,44.1,,,,,,44.5,,,,39.1,-3.0,,-7.9,,-1.0,14.0,,,,,1.3,,-8.8,,,,22.0,,-17.1,-11.0,,,-27.0,-4.3,0.7,-8.0,1.0,11.1,,,,,,11.5,,,,6.1,,False,,True,False,,,,,True,,False,,,,False,,False,False,,,False,False,True,False,True,False,,,,,,False,,,,False
19039,44,31.0,,31.2,,30.0,28.0,,,,,24.3,,21.0,,,,61.0,,35.5,16.3,,,26.0,27.9,32.6,30.0,28.0,46.4,,,,,,42.0,,,,38.1,-13.0,,-12.8,,-14.0,-16.0,,,,,-19.7,,-23.0,,,,17.0,,-8.5,-27.7,,,-18.0,-16.1,-11.4,-14.0,-16.0,2.4,,,,,,-2.0,,,,-5.9,,True,,False,False,,,,,False,,False,,,,False,,True,False,,,False,False,True,False,False,True,,,,,,True,,,,True
19041,88,104.0,,104.8,,99.0,112.0,,,,,63.7,,101.1,,,,134.0,,77.5,46.6,,,70.0,83.3,88.8,100.0,94.0,116.8,,,,,,151.6,,,,150.7,16.0,,16.8,,11.0,24.0,,,,,-24.3,,13.1,,,,46.0,,-10.5,-41.4,,,-18.0,-4.7,0.8,12.0,6.0,28.8,,,,,,63.6,,,,62.7,,False,,True,False,,,,,False,,True,,,,False,,True,False,,,False,True,True,True,True,False,,,,,,False,,,,False
19043,46,63.0,,59.1,,56.0,82.0,,,,,48.0,,56.8,,,,65.0,,37.9,26.0,,,38.0,52.4,56.3,41.0,58.0,55.7,,,,,,54.0,,,,65.0,17.0,,13.1,,10.0,36.0,,,,,2.0,,10.8,,,,19.0,,-8.1,-20.0,,,-8.0,6.4,10.3,-5.0,12.0,9.7,,,,,,8.0,,,,19.0,,True,,True,False,,,,,True,,True,,,,False,,True,False,,,True,True,True,True,True,True,,,,,,True,,,,False
19045,198,198.0,,218.5,,173.0,175.0,,,,,145.9,,185.6,,,,201.0,,120.5,91.7,216.5,,129.0,171.2,190.8,169.0,177.0,143.5,,,,,173.5,225.7,,,,281.9,0.0,,20.5,,-25.0,-23.0,,,,,-52.1,,-12.4,,,,3.0,,-77.5,-106.3,18.5,,-69.0,-26.8,-7.2,-29.0,-21.0,-54.5,,,,,-24.5,27.7,,,,83.9,,False,,False,False,,,,,False,,False,,,,False,,False,False,False,,False,False,False,False,False,False,,,,,False,False,,,,False
19047,91,70.0,,68.6,,70.0,71.0,,,,,68.3,,50.4,,,,147.0,,68.4,48.7,,,69.5,71.7,76.2,72.0,70.0,72.1,,,,,,86.1,,,,91.6,-21.0,,-22.4,,-21.0,-20.0,,,,,-22.7,,-40.6,,,,56.0,,-22.6,-42.3,,,-21.5,-19.3,-14.8,-19.0,-21.0,-18.9,,,,,,-4.9,,,,0.6,,False,,False,True,,,,,False,,False,,,,False,,False,False,,,False,True,True,True,False,True,,,,,,True,,,,True
19049,383,326.0,,340.6,,300.0,234.0,,,,,240.1,,224.9,,,,402.0,,221.5,232.6,385.0,,280.0,318.4,361.3,300.0,284.0,350.9,,,,,277.6,367.5,,,,564.2,-57.0,,-42.4,,-83.0,-149.0,,,,,-142.9,,-158.1,,,,19.0,,-161.5,-150.4,2.0,,-103.0,-64.6,-21.7,-83.0,-99.0,-32.1,,,,,-105.4,-15.5,,,,181.2,,True,,False,False,,,,,False,,False,,,,True,,False,False,True,,False,False,True,False,False,True,,,,,False,True,,,,False
19051,39,65.0,,65.8,,37.0,43.0,,,,,27.7,,223.3,,,,33.0,,14.9,17.3,,,17.0,41.9,47.0,71.0,48.0,24.5,,,,,,64.0,,,,55.1,26.0,,26.8,,-2.0,4.0,,,,,-11.3,,184.3,,,,-6.0,,-24.1,-21.7,,,-22.0,2.9,8.0,32.0,9.0,-14.5,,,,,,25.0,,,,16.1,,False,,True,True,,,,,True,,False,,,,True,,True,True,,,True,True,True,False,True,True,,,,,,True,,,,True
19053,20,26.0,,25.2,,23.0,21.0,,,,,12.7,,18.3,,,,49.0,,23.0,13.8,,,11.0,20.6,26.5,27.0,23.0,22.1,,,,,,30.1,,,,30.4,6.0,,5.2,,3.0,1.0,,,,,-7.3,,-1.7,,,,29.0,,3.0,-6.2,,,-9.0,0.6,6.5,7.0,3.0,2.1,,,,,,10.1,,,,10.4,,True,,True,True,,,,,False,,True,,,,False,,True,False,,,False,True,False,False,True,True,,,,,,False,,,,False
19055,40,50.0,,52.8,,46.0,15.0,,,,,53.7,,61.8,,,,69.0,,22.1,27.4,,,21.0,44.2,49.6,33.0,50.0,52.1,,,,,,68.6,,,,73.8,10.0,,12.8,,6.0,-25.0,,,,,13.7,,21.8,,,,29.0,,-17.9,-12.6,,,-19.0,4.2,9.6,-7.0,10.0,12.1,,,,,,28.6,,,,33.8,,False,,True,False,,,,,False,,False,,,,False,,False,False,,,False,True,True,True,False,False,,,,,,False,,,,False
19057,119,162.0,,157.9,,124.0,111.0,,,,,110.6,,127.9,,,,377.0,,111.6,93.0,145.0,,68.0,137.2,159.9,136.0,155.0,119.8,,,,,142.3,229.3,,,,178.2,43.0,,38.9,,5.0,-8.0,,,,,-8.4,,8.9,,,,258.0,,-7.4,-26.0,26.0,,-51.0,18.2,40.9,17.0,36.0,0.8,,,,,23.3,110.3,,,,59.2,,True,,True,True,,,,,True,,True,,,,False,,True,True,True,,False,True,True,True,True,True,,,,,True,False,,,,False
19059,74,87.0,,87.4,,75.0,50.0,,,,,60.3,,59.7,,,,131.0,,59.1,44.6,,,46.0,66.7,74.5,68.0,84.0,135.5,,,,,,100.2,,,,94.4,13.0,,13.4,,1.0,-24.0,,,,,-13.7,,-14.3,,,,57.0,,-14.9,-29.4,,,-28.0,-7.3,0.5,-6.0,10.0,61.5,,,,,,26.2,,,,20.4,,False,,True,False,,,,,False,,False,,,,False,,False,False,,,False,True,True,True,True,False,,,,,,False,,,,False
19061,293,322.0,,320.4,,297.0,286.0,,,,,292.8,,296.0,,,,455.0,,161.8,282.7,292.5,,233.0,333.9,342.4,256.0,302.0,382.2,,,,,336.8,341.7,,,,469.1,29.0,,27.4,,4.0,-7.0,,,,,-0.2,,3.0,,,,162.0,,-131.2,-10.3,-0.5,,-60.0,40.9,49.4,-37.0,9.0,89.2,,,,,43.8,48.7,,,,176.1,,True,,True,True,,,,,True,,True,,,,False,,False,True,True,,False,False,False,False,True,False,,,,,False,False,,,,False
19063,64,74.0,,80.0,,55.0,39.0,,,,,36.5,,52.9,,,,70.0,,49.1,32.3,,,65.0,57.1,61.6,76.0,53.0,40.9,,,,,,90.6,,,,116.4,10.0,,16.0,,-9.0,-25.0,,,,,-27.5,,-11.1,,,,6.0,,-14.9,-31.7,,,1.0,-6.9,-2.4,12.0,-11.0,-23.1,,,,,,26.6,,,,52.4,,False,,True,False,,,,,False,,False,,,,True,,False,False,,,True,True,True,False,False,False,,,,,,False,,,,False
19065,57,59.0,,61.8,,58.0,68.0,,,,,46.1,,74.4,,,,91.0,,33.2,30.1,,,30.0,49.7,61.4,51.0,58.0,52.0,,,,,,52.5,,,,76.5,2.0,,4.8,,1.0,11.0,,,,,-10.9,,17.4,,,,34.0,,-23.8,-26.9,,,-27.0,-7.3,4.4,-6.0,1.0,-5.0,,,,,,-4.5,,,,19.5,,False,,True,False,,,,,False,,False,,,,False,,False,False,,,False,False,False,False,True,False,,,,,,False,,,,False
19067,42,41.0,,47.4,,44.0,60.0,,,,,44.5,,29.6,,,,79.0,,28.0,42.5,,,10.0,41.8,49.7,40.0,47.0,52.5,,,,,,62.1,,,,45.7,-1.0,,5.4,,2.0,18.0,,,,,2.5,,-12.4,,,,37.0,,-14.0,0.5,,,-32.0,-0.2,7.7,-2.0,5.0,10.5,,,,,,20.1,,,,3.7,,False,,False,False,,,,,False,,False,,,,False,,False,True,,,False,True,False,False,False,False,,,,,,False,,,,False
19069,40,31.0,,29.8,,30.0,26.0,,,,,31.0,,19.7,,,,50.0,,16.3,29.7,,,9.0,29.7,29.8,26.0,29.0,36.6,,,,,,45.3,,,,54.1,-9.0,,-10.2,,-10.0,-14.0,,,,,-9.0,,-20.3,,,,10.0,,-23.7,-10.3,,,-31.0,-10.3,-10.2,-14.0,-11.0,-3.4,,,,,,5.3,,,,14.1,,False,,False,False,,,,,False,,False,,,,False,,False,False,,,False,False,False,False,False,True,,,,,,True,,,,False
19071,21,26.0,,26.4,,26.0,31.0,,,,,18.6,,18.7,,,,53.0,,28.1,15.4,,,24.0,21.1,28.4,30.0,24.0,29.4,,,,,,29.9,,,,26.5,5.0,,5.4,,5.0,10.0,,,,,-2.4,,-2.3,,,,32.0,,7.1,-5.6,,,3.0,0.1,7.4,9.0,3.0,8.4,,,,,,8.9,,,,5.5,,False,,False,False,,,,,True,,True,,,,False,,False,False,,,True,True,False,False,True,False,,,,,,False,,,,False
19073,35,31.0,,30.0,,24.0,37.0,,,,,21.1,,31.7,,,,54.0,,12.7,8.9,,,14.0,21.2,26.9,22.0,26.0,18.2,,,,,,42.1,,,,36.5,-4.0,,-5.0,,-11.0,2.0,,,,,-13.9,,-3.3,,,,19.0,,-22.3,-26.1,,,-21.0,-13.8,-8.1,-13.0,-9.0,-16.8,,,,,,7.1,,,,1.5,,False,,False,True,,,,,False,,True,,,,False,,False,False,,,False,False,False,False,False,False,,,,,,False,,,,True
19075,66,32.0,,30.6,,32.0,34.0,,,,,35.6,,34.5,,,,50.0,,8.4,16.8,,,42.0,45.8,49.9,22.0,33.0,28.8,,,,,,50.7,,,,30.3,-34.0,,-35.4,,-34.0,-32.0,,,,,-30.4,,-31.5,,,,-16.0,,-57.6,-49.2,,,-24.0,-20.2,-16.1,-44.0,-33.0,-37.2,,,,,,-15.3,,,,-35.7,,False,,False,True,,,,,True,,True,,,,True,,False,False,,,True,True,True,False,True,False,,,,,,True,,,,False
19077,39,35.0,,34.9,,33.0,27.0,,,,,28.7,,25.2,,,,63.0,,23.4,17.7,,,10.0,34.2,34.8,32.0,31.0,36.9,,,,,,41.9,,,,35.5,-4.0,,-4.1,,-6.0,-12.0,,,,,-10.3,,-13.8,,,,24.0,,-15.6,-21.3,,,-29.0,-4.8,-4.2,-7.0,-8.0,-2.1,,,,,,2.9,,,,-3.5,,False,,False,False,,,,,False,,False,,,,False,,False,False,,,False,False,False,False,False,True,,,,,,True,,,,True
19079,93,89.0,,86.5,,76.0,89.0,,,,,53.4,,54.4,,,,87.0,,47.6,42.1,,,75.0,67.2,73.2,67.0,75.0,42.7,,,,,,95.2,,,,145.4,-4.0,,-6.5,,-17.0,-4.0,,,,,-39.6,,-38.6,,,,-6.0,,-45.4,-50.9,,,-18.0,-25.8,-19.8,-26.0,-18.0,-50.3,,,,,,2.2,,,,52.4,,False,,False,False,,,,,False,,False,,,,False,,False,False,,,False,False,False,False,False,False,,,,,,True,,,,False
19081,86,72.0,,73.4,,53.0,49.0,,,,,44.5,,50.5,,,,59.0,,48.8,23.9,,,29.0,56.2,54.9,49.0,61.0,47.5,,,,,,71.7,,,,101.9,-14.0,,-12.6,,-33.0,-37.0,,,,,-41.5,,-35.5,,,,-27.0,,-37.2,-62.0,,,-57.0,-29.8,-31.1,-37.0,-25.0,-38.5,,,,,,-14.3,,,,15.9,,True,,False,False,,,,,False,,False,,,,False,,False,False,,,False,False,False,False,False,False,,,,,,False,,,,False
19083,74,59.0,,59.7,,56.0,58.0,,,,,53.2,,69.2,,,,85.0,,34.9,35.5,,,34.0,56.2,58.0,53.0,61.0,56.4,,,,,,59.4,,,,52.6,-15.0,,-14.3,,-18.0,-16.0,,,,,-20.8,,-4.8,,,,11.0,,-39.1,-38.5,,,-40.0,-17.8,-16.0,-21.0,-13.0,-17.6,,,,,,-14.6,,,,-21.4,,True,,False,False,,,,,False,,True,,,,True,,False,False,,,False,False,False,False,True,False,,,,,,True,,,,False
19085,94,75.0,,73.5,,63.0,43.0,,,,,55.6,,95.1,,,,107.0,,58.4,22.3,,,53.0,77.3,79.1,,67.0,52.8,,,,,,74.4,,,,91.6,-19.0,,-20.5,,-31.0,-51.0,,,,,-38.4,,1.1,,,,13.0,,-35.6,-71.7,,,-41.0,-16.7,-14.9,,-27.0,-41.2,,,,,,-19.6,,,,-2.4,,False,,False,False,,,,,False,,True,,,,True,,False,False,,,False,True,True,,False,False,,,,,,False,,,,True
19087,110,300.0,,295.0,,158.0,118.0,,,,,108.2,,116.5,,,,84.0,,362.1,76.5,,,134.0,181.5,182.0,314.0,197.0,136.4,,,,,,263.1,,,,191.9,190.0,,185.0,,48.0,8.0,,,,,-1.8,,6.5,,,,-26.0,,252.1,-33.5,,,24.0,71.5,72.0,204.0,87.0,26.4,,,,,,153.1,,,,81.9,,True,,True,True,,,,,True,,True,,,,True,,False,True,,,True,True,True,False,True,True,,,,,,True,,,,True
19089,44,24.0,,26.9,,23.0,24.0,,,,,25.5,,16.3,,,,42.0,,11.9,15.1,,,20.0,36.6,38.5,16.0,23.0,28.0,,,,,,36.2,,,,21.8,-20.0,,-17.1,,-21.0,-20.0,,,,,-18.5,,-27.7,,,,-2.0,,-32.1,-28.9,,,-24.0,-7.4,-5.5,-28.0,-21.0,-16.0,,,,,,-7.8,,,,-22.2,,True,,False,False,,,,,True,,False,,,,True,,False,False,,,False,True,True,False,False,True,,,,,,True,,,,False
19091,48,27.0,,15.5,,28.0,40.0,,,,,31.3,,31.3,,,,65.0,,11.8,20.7,,,16.0,30.3,31.9,22.0,29.0,38.4,,,,,,45.7,,,,17.4,-21.0,,-32.5,,-20.0,-8.0,,,,,-16.7,,-16.7,,,,17.0,,-36.2,-27.3,,,-32.0,-17.7,-16.1,-26.0,-19.0,-9.6,,,,,,-2.3,,,,-30.6,,False,,True,True,,,,,True,,True,,,,True,,False,False,,,False,True,True,False,True,True,,,,,,True,,,,False
19093,33,61.0,,66.4,,52.0,0.0,,,,,31.7,,87.0,,,,67.0,,60.9,21.2,,,54.0,52.3,52.4,75.0,51.0,34.3,,,,,,60.3,,,,46.9,28.0,,33.4,,19.0,-33.0,,,,,-1.3,,54.0,,,,34.0,,27.9,-11.8,,,21.0,19.3,19.4,42.0,18.0,1.3,,,,,,27.3,,,,13.9,,False,,True,False,,,,,True,,False,,,,False,,True,True,,,True,True,True,False,True,True,,,,,,True,,,,True
19095,47,29.0,,31.1,,32.0,51.0,,,,,39.5,,36.8,,,,53.0,,15.8,21.5,,,15.0,34.3,39.4,22.0,37.0,47.2,,,,,,60.0,,,,21.9,-18.0,,-15.9,,-15.0,4.0,,,,,-7.5,,-10.2,,,,6.0,,-31.2,-25.5,,,-32.0,-12.7,-7.6,-25.0,-10.0,0.2,,,,,,13.0,,,,-25.1,,True,,True,True,,,,,True,,True,,,,True,,False,False,,,False,True,True,False,True,True,,,,,,True,,,,False
19097,53,121.0,,125.7,,78.0,89.0,,,,,65.1,,260.5,,,,65.0,,50.4,40.4,,,49.0,102.7,102.2,139.0,95.0,70.4,,,,,,127.6,,,,172.5,68.0,,72.7,,25.0,36.0,,,,,12.1,,207.5,,,,12.0,,-2.6,-12.6,,,-4.0,49.7,49.2,86.0,42.0,17.4,,,,,,74.6,,,,119.5,,False,,True,True,,,,,True,,False,,,,True,,True,True,,,True,True,True,False,True,True,,,,,,False,,,,False
19099,179,129.0,,123.7,,118.0,87.0,,,,,100.3,,114.4,,,,174.0,,91.4,84.3,144.0,,120.0,173.0,176.8,121.0,118.0,108.9,,,,,108.3,133.0,,,,126.8,-50.0,,-55.3,,-61.0,-92.0,,,,,-78.7,,-64.6,,,,-5.0,,-87.6,-94.7,-35.0,,-59.0,-6.0,-2.2,-58.0,-61.0,-70.1,,,,,-70.7,-46.0,,,,-52.2,,False,,False,False,,,,,False,,False,,,,True,,False,False,True,,False,True,True,False,False,False,,,,,False,True,,,,False
19101,66,62.0,,58.7,,56.0,69.0,,,,,35.9,,51.0,,,,62.0,,44.8,21.1,,,41.0,54.0,57.6,43.0,51.0,57.9,,,,,,68.7,,,,60.9,-4.0,,-7.3,,-10.0,3.0,,,,,-30.1,,-15.0,,,,-4.0,,-21.2,-44.9,,,-25.0,-12.0,-8.4,-23.0,-15.0,-8.1,,,,,,2.7,,,,-5.1,,False,,False,True,,,,,False,,False,,,,False,,False,False,,,False,False,False,False,False,False,,,,,,True,,,,False
19103,284,334.0,,322.7,,306.0,310.0,,,,,308.1,,285.6,,230.4,,533.0,,200.8,291.2,417.0,,178.0,305.9,350.6,257.0,315.0,392.6,,,,,312.6,430.9,200.0,,,413.9,50.0,,38.7,,22.0,26.0,,,,,24.1,,1.6,,-53.6,,249.0,,-83.2,7.2,133.0,,-106.0,21.9,66.6,-27.0,31.0,108.6,,,,,28.6,146.9,-84.0,,,129.9,,True,,True,True,,,,,True,,True,,False,,False,,False,True,False,,False,True,False,True,True,False,,,,,True,False,False,,,False
19105,59,66.0,,92.4,,48.0,34.0,,,,,67.6,,42.7,,,,88.0,,23.1,28.2,,,17.0,69.4,59.6,45.0,64.0,45.7,,,,,112.6,76.2,,,,175.4,7.0,,33.4,,-11.0,-25.0,,,,,8.6,,-16.3,,,,29.0,,-35.9,-30.8,,,-42.0,10.4,0.6,-14.0,5.0,-13.3,,,,,53.6,17.2,,,,116.4,,False,,False,False,,,,,False,,False,,,,False,,False,False,,,False,False,True,False,True,False,,,,,False,False,,,,False
19107,36,41.0,,41.6,,40.0,73.0,,,,,32.1,,41.7,,,,38.0,,29.2,14.7,,,28.0,41.7,41.7,28.0,40.0,43.3,,,,,,42.9,,,,40.9,5.0,,5.6,,4.0,37.0,,,,,-3.9,,5.7,,,,2.0,,-6.8,-21.3,,,-8.0,5.7,5.7,-8.0,4.0,7.3,,,,,,6.9,,,,4.9,,False,,True,False,,,,,True,,False,,,,True,,False,False,,,False,False,False,False,True,False,,,,,,False,,,,True
19109,80,144.0,,142.5,,111.0,123.0,,,,,61.9,,54.1,,,,93.0,,155.6,50.0,,,54.0,104.4,98.6,122.0,116.0,93.9,,,,,,111.8,,,,194.9,64.0,,62.5,,31.0,43.0,,,,,-18.1,,-25.9,,,,13.0,,75.6,-30.0,,,-26.0,24.4,18.6,42.0,36.0,13.9,,,,,,31.8,,,,114.9,,True,,True,True,,,,,True,,True,,,,True,,False,True,,,True,True,True,True,True,True,,,,,,True,,,,False
19111,169,209.0,,223.1,,184.0,157.0,,,,,108.7,,143.2,,,,158.0,,195.4,100.6,211.5,,162.0,181.1,190.1,247.0,187.0,205.5,,,,,169.1,226.3,,,,220.7,40.0,,54.1,,15.0,-12.0,,,,,-60.3,,-25.8,,,,-11.0,,26.4,-68.4,42.5,,-7.0,12.1,21.1,78.0,18.0,36.5,,,,,0.1,57.3,,,,51.7,,False,,True,True,,,,,False,,True,,,,True,,True,False,False,,True,True,True,False,True,True,,,,,True,False,,,,False
19113,546,436.0,,422.4,,406.0,381.0,,,,,370.6,,382.1,,342.4,,1055.0,,232.8,379.4,456.0,,217.0,456.8,505.4,286.0,436.0,333.8,,,,,553.2,746.4,546.0,,,939.7,-110.0,,-123.6,,-140.0,-165.0,,,,,-175.4,,-163.9,,-203.6,,509.0,,-313.2,-166.6,-90.0,,-329.0,-89.2,-40.6,-260.0,-110.0,-212.2,,,,,7.2,200.4,0.0,,,393.7,,False,,False,False,,,,,False,,False,,False,,False,,False,False,True,,False,True,True,False,False,False,,,,,True,False,True,,,False
19115,43,45.0,,45.9,,39.0,45.0,,,,,33.4,,50.3,,,,38.0,,27.6,9.2,,,24.0,36.2,39.1,40.0,41.0,64.4,,,,,,44.2,,,,60.1,2.0,,2.9,,-4.0,2.0,,,,,-9.6,,7.3,,,,-5.0,,-15.4,-33.8,,,-19.0,-6.8,-3.9,-3.0,-2.0,21.4,,,,,,1.2,,,,17.1,,False,,False,False,,,,,False,,False,,,,False,,False,False,,,False,False,False,False,False,False,,,,,,True,,,,False
19117,79,33.0,,33.9,,32.0,31.0,,,,,21.7,,17.7,,,,59.0,,49.9,17.4,,,29.0,32.9,34.8,40.0,29.0,30.4,,,,,,43.3,,,,49.5,-46.0,,-45.1,,-47.0,-48.0,,,,,-57.3,,-61.3,,,,-20.0,,-29.1,-61.6,,,-50.0,-46.1,-44.2,-39.0,-50.0,-48.6,,,,,,-35.7,,,,-29.5,,True,,False,False,,,,,False,,False,,,,True,,True,False,,,False,False,True,True,False,False,,,,,,True,,,,True
19119,50,52.0,,62.4,,42.0,39.0,,,,,38.6,,37.2,,,,73.0,,25.7,19.9,,,8.0,40.5,43.2,,45.0,56.5,,,,,,48.5,,,,60.5,2.0,,12.4,,-8.0,-11.0,,,,,-11.4,,-12.8,,,,23.0,,-24.3,-30.1,,,-42.0,-9.5,-6.8,,-5.0,6.5,,,,,,-1.5,,,,10.5,,False,,False,False,,,,,False,,False,,,,False,,False,False,,,False,False,False,,False,False,,,,,,True,,,,False
19121,56,60.0,,53.8,,55.0,68.0,,,,,35.7,,69.6,,,,93.0,,56.9,27.8,,,53.0,51.8,58.2,75.0,52.0,54.1,,,,,,68.1,,,,59.7,4.0,,-2.2,,-1.0,12.0,,,,,-20.3,,13.6,,,,37.0,,0.9,-28.2,,,-3.0,-4.2,2.2,19.0,-4.0,-1.9,,,,,,12.1,,,,3.7,,True,,True,False,,,,,False,,False,,,,False,,True,False,,,True,False,True,False,False,True,,,,,,False,,,,True
19123,126,91.0,,87.5,,82.0,83.0,,,,,51.2,,116.7,,,,101.0,,57.3,39.7,,,37.0,72.2,81.7,91.0,81.0,104.6,,,,,,113.1,,,,113.3,-35.0,,-38.5,,-44.0,-43.0,,,,,-74.8,,-9.3,,,,-25.0,,-68.7,-86.3,,,-89.0,-53.8,-44.3,-35.0,-45.0,-21.4,,,,,,-12.9,,,,-12.7,,False,,False,False,,,,,False,,True,,,,True,,False,False,,,False,False,False,False,False,True,,,,,,True,,,,True
19125,195,132.0,,129.8,,119.0,118.0,,,,,95.3,,114.2,,,,169.0,,70.7,72.8,127.0,,150.0,120.5,131.5,105.0,116.0,108.2,,,,,137.4,165.4,,,,150.5,-63.0,,-65.2,,-76.0,-77.0,,,,,-99.7,,-80.8,,,,-26.0,,-124.3,-122.2,-68.0,,-45.0,-74.5,-63.5,-90.0,-79.0,-86.8,,,,,-57.6,-29.6,,,,-44.5,,False,,False,False,,,,,False,,False,,,,True,,False,False,False,,True,False,False,False,False,False,,,,,True,True,,,,True
