,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
48059,334,135.0,,122.0,,,,275.0,,399.2,95.4,,68.0,,,,,,-199.0,,-212.0,,,,-59.0,,65.2,-238.6,,-266.0,,,,,,,False,,,,True,,True,False,,False,,,,,
48061,3260,1970.0,,1459.0,,,,1917.0,,2018.7,3193.0,,1261.0,,,1518.5,,,-1290.0,,-1801.0,,,,-1343.0,,-1241.3,-67.0,,-1999.0,,,-1741.5,,,,False,,,,False,,True,True,,False,,,False,,
48063,181,65.0,,35.0,,,,154.0,,40.0,84.4,,18.0,,,,,,-116.0,,-146.0,,,,-27.0,,-141.0,-96.6,,-163.0,,,,,,,False,,,,True,,False,True,,False,,,,,
48065,168,15.0,,0.0,,,,209.0,,50.1,15.2,,34.0,,,,,,-153.0,,-168.0,,,,41.0,,-117.9,-152.8,,-134.0,,,,,,,False,,,,True,,True,True,,True,,,,,
48067,275,420.0,,467.0,,,,387.0,,680.0,246.3,,158.0,,,,,,145.0,,192.0,,,,112.0,,405.0,-28.7,,-117.0,,,,,,,False,,,,True,,False,True,,True,,,,,
48069,266,220.0,,1.0,,,,300.0,,486.9,54.7,,105.0,,,,,,-46.0,,-265.0,,,,34.0,,220.9,-211.3,,-161.0,,,,,,,False,,,,True,,False,False,,False,,,,,
48071,771,405.0,,278.0,,,,225.0,,458.3,341.1,,141.0,,,180.7,,,-366.0,,-493.0,,,,-546.0,,-312.7,-429.9,,-630.0,,,-590.3,,,,False,,,,False,,True,False,,False,,,False,,
48073,550,100.0,,98.0,,,,864.0,,151.3,241.3,,27.0,,,72.4,,,-450.0,,-452.0,,,,314.0,,-398.7,-308.7,,-523.0,,,-477.6,,,,False,,,,True,,True,True,,False,,,False,,
48075,360,220.0,,456.0,,,,392.0,,2673.2,198.8,,87.0,,,,,,-140.0,,96.0,,,,32.0,,2313.2,-161.2,,-273.0,,,,,,,True,,,,True,,False,False,,False,,,,,
48077,376,235.0,,199.0,,,,153.0,,151.3,115.4,,89.5,,,,,,-141.0,,-177.0,,,,-223.0,,-224.7,-260.6,,-286.5,,,,,,,False,,,,False,,False,False,,False,,,,,
48079,40,55.0,,0.0,,,,107.0,,0.8,31.8,,65.0,,,,,,15.0,,-40.0,,,,67.0,,-39.2,-8.2,,25.0,,,,,,,False,,,,False,,False,True,,False,,,,,
48081,172,40.0,,0.0,,,,67.0,,7.9,29.2,,76.0,,,,,,-132.0,,-172.0,,,,-105.0,,-164.1,-142.8,,-96.0,,,,,,,False,,,,True,,False,False,,True,,,,,
48083,111,245.0,,0.0,,,,190.0,,4366.7,208.8,,74.0,,,,,,134.0,,-111.0,,,,79.0,,4255.7,97.8,,-37.0,,,,,,,True,,,,True,,False,True,,True,,,,,
48085,17442,8105.0,,6640.0,,,,10873.0,,11071.6,13903.9,,8899.5,,,4237.3,,,-9337.0,,-10802.0,,,,-6569.0,,-6370.4,-3538.1,,-8542.5,,,-13204.7,,,,False,,,,True,,True,True,,True,,,False,,
48087,173,0.0,,0.0,,,,68.0,,0.0,3.3,,5.0,,,,,,-173.0,,-173.0,,,,-105.0,,-173.0,-169.7,,-168.0,,,,,,,False,,,,True,,False,True,,True,,,,,
48089,326,85.0,,0.0,,,,88.0,,201.3,60.8,,114.0,,,,,,-241.0,,-326.0,,,,-238.0,,-124.7,-265.2,,-212.0,,,,,,,False,,,,True,,True,False,,True,,,,,
48091,1585,330.0,,557.0,,,,1113.0,,264.7,579.6,,126.0,,,166.1,,,-1255.0,,-1028.0,,,,-472.0,,-1320.3,-1005.4,,-1459.0,,,-1418.9,,,,True,,,,True,,False,True,,False,,,False,,
48093,450,75.0,,44.0,,,,286.0,,124.2,82.2,,34.0,,,,,,-375.0,,-406.0,,,,-164.0,,-325.8,-367.8,,-416.0,,,,,,,False,,,,True,,True,True,,False,,,,,
48095,81,50.0,,0.0,,,,87.0,,690.8,10.4,,14.0,,,,,,-31.0,,-81.0,,,,6.0,,609.8,-70.6,,-67.0,,,,,,,False,,,,True,,False,False,,False,,,,,
48097,1139,170.0,,185.0,,,,571.0,,136.6,323.8,,88.0,,,,,,-969.0,,-954.0,,,,-568.0,,-1002.4,-815.2,,-1051.0,,,,,,,True,,,,True,,False,True,,False,,,,,
48099,856,560.0,,1682.0,,,,1496.0,,844.8,542.3,,395.0,,,317.4,,,-296.0,,826.0,,,,640.0,,-11.2,-313.7,,-461.0,,,-538.6,,,,False,,,,False,,True,False,,False,,,False,,
48101,52,5.0,,0.0,,,,37.0,,7.1,3.2,,10.0,,,,,,-47.0,,-52.0,,,,-15.0,,-44.9,-48.8,,-42.0,,,,,,,False,,,,True,,True,False,,True,,,,,
48103,241,70.0,,0.0,,,,208.0,,318.2,3.1,,22.0,,,,,,-171.0,,-241.0,,,,-33.0,,77.2,-237.9,,-219.0,,,,,,,False,,,,True,,True,False,,False,,,,,
48105,212,15.0,,0.0,,,,113.0,,92.7,16.4,,5.0,,,,,,-197.0,,-212.0,,,,-99.0,,-119.3,-195.6,,-207.0,,,,,,,False,,,,True,,True,True,,False,,,,,
48107,73,50.0,,3.0,,,,177.0,,32.6,45.2,,63.0,,,,,,-23.0,,-70.0,,,,104.0,,-40.4,-27.8,,-10.0,,,,,,,False,,,,False,,False,False,,True,,,,,
48109,138,45.0,,,,,,70.0,,5.9,23.4,,7.0,,,,,,-93.0,,,,,,-68.0,,-132.1,-114.6,,-131.0,,,,,,,,,,,True,,False,False,,False,,,,,
48111,48,20.0,,0.0,,,,326.0,,0.1,45.1,,112.0,,,,,,-28.0,,-48.0,,,,278.0,,-47.9,-2.9,,64.0,,,,,,,False,,,,False,,False,True,,False,,,,,
48113,54157,35565.0,,55743.0,,,,35823.0,,119088.3,38279.0,,28650.0,,,16149.6,,,-18592.0,,1586.0,,,,-18334.0,,64931.3,-15878.0,,-25507.0,,,-38007.4,,,,True,,,,True,,False,True,,False,,,False,,
48115,337,295.0,,157.0,,,,815.0,,75.1,99.4,,331.0,,,,,,-42.0,,-180.0,,,,478.0,,-261.9,-237.6,,-6.0,,,,,,,False,,,,False,,False,False,,True,,,,,
48117,724,210.0,,51.0,,,,1014.0,,443.9,214.5,,68.0,,,67.9,,,-514.0,,-673.0,,,,290.0,,-280.1,-509.5,,-656.0,,,-656.1,,,,False,,,,True,,True,True,,False,,,False,,
48119,58,15.0,,0.0,,,,47.0,,5.7,8.7,,10.0,,,,,,-43.0,,-58.0,,,,-11.0,,-52.3,-49.3,,-48.0,,,,,,,False,,,,True,,False,False,,False,,,,,
48121,14716,5745.0,,9098.0,,,,10679.0,,9374.8,8515.2,,6348.0,,,2781.2,,,-8971.0,,-5618.0,,,,-4037.0,,-5341.2,-6200.8,,-8368.0,,,-11934.8,,,,True,,,,True,,True,True,,True,,,False,,
48123,247,95.0,,0.0,,,,91.0,,143.1,128.2,,88.0,,,71.2,,,-152.0,,-247.0,,,,-156.0,,-103.9,-118.8,,-159.0,,,-175.8,,,,False,,,,False,,True,True,,False,,,False,,
48125,27,20.0,,0.0,,,,61.0,,0.9,10.6,,12.0,,,,,,-7.0,,-27.0,,,,34.0,,-26.1,-16.4,,-15.0,,,,,,,False,,,,False,,False,False,,False,,,,,
48127,212,120.0,,0.0,,,,71.0,,491.7,137.0,,14.0,,,,,,-92.0,,-212.0,,,,-141.0,,279.7,-75.0,,-198.0,,,,,,,False,,,,False,,False,True,,False,,,,,
48129,74,35.0,,0.0,,,,65.0,,1.6,1.3,,24.0,,,,,,-39.0,,-74.0,,,,-9.0,,-72.4,-72.7,,-50.0,,,,,,,False,,,,True,,False,False,,False,,,,,
48131,201,80.0,,31.0,,,,49.0,,231.1,73.4,,67.0,,,,,,-121.0,,-170.0,,,,-152.0,,30.1,-127.6,,-134.0,,,,,,,False,,,,False,,True,False,,False,,,,,
48133,297,135.0,,126.0,,,,479.0,,208.7,108.4,,58.0,,,,,,-162.0,,-171.0,,,,182.0,,-88.3,-188.6,,-239.0,,,,,,,False,,,,False,,True,False,,False,,,,,
48135,2879,4135.0,,4408.0,,,,8410.0,,1981.3,2673.5,,3843.5,,,1566.0,,,1256.0,,1529.0,,,,5531.0,,-897.7,-205.5,,964.5,,,-1313.0,,,,False,,,,False,,True,True,,True,,,False,,
48137,92,30.0,,0.0,,,,30.0,,777.1,6.2,,10.0,,,,,,-62.0,,-92.0,,,,-62.0,,685.1,-85.8,,-82.0,,,,,,,False,,,,False,,False,False,,False,,,,,
48139,4602,2425.0,,4239.0,,,,2464.0,,6467.4,2298.2,,805.0,,,1091.9,,,-2177.0,,-363.0,,,,-2138.0,,1865.4,-2303.8,,-3797.0,,,-3510.1,,,,True,,,,True,,True,False,,False,,,False,,
48141,22680,55670.0,,35793.0,,,,56438.0,,15698.6,34650.2,,39818.0,,,31567.1,,,32990.0,,13113.0,,,,33758.0,,-6981.4,11970.2,,17138.0,,,8887.1,,,,True,,,,False,,True,True,,True,,,True,,
48143,1012,390.0,,546.0,,,,866.0,,346.7,417.5,,185.0,,,244.4,,,-622.0,,-466.0,,,,-146.0,,-665.3,-594.5,,-827.0,,,-767.6,,,,True,,,,True,,False,True,,False,,,False,,
48145,282,55.0,,0.0,,,,256.0,,19.8,100.9,,24.0,,,,,,-227.0,,-282.0,,,,-26.0,,-262.2,-181.1,,-258.0,,,,,,,False,,,,True,,False,True,,False,,,,,
48147,581,310.0,,344.0,,,,499.0,,447.8,279.6,,102.0,,,,,,-271.0,,-237.0,,,,-82.0,,-133.2,-301.4,,-479.0,,,,,,,True,,,,True,,True,False,,False,,,,,
48149,480,225.0,,12.0,,,,149.0,,98.4,137.1,,126.0,,,,,,-255.0,,-468.0,,,,-331.0,,-381.6,-342.9,,-354.0,,,,,,,False,,,,False,,False,False,,False,,,,,
48151,74,50.0,,,,,,75.0,,37.3,31.2,,62.0,,,,,,-24.0,,,,,,1.0,,-36.7,-42.8,,-12.0,,,,,,,,,,,True,,False,False,,True,,,,,
48153,177,65.0,,9.0,,,,129.0,,51.3,39.1,,52.0,,,,,,-112.0,,-168.0,,,,-48.0,,-125.7,-137.9,,-125.0,,,,,,,False,,,,True,,False,False,,False,,,,,
48155,18,15.0,,0.0,,,,34.0,,342.1,4.9,,5.0,,,,,,-3.0,,-18.0,,,,16.0,,324.1,-13.1,,-13.0,,,,,,,False,,,,False,,False,False,,False,,,,,
48157,12246,3130.0,,6338.0,,,,2699.0,,1912.6,5022.4,,3050.5,,,1701.7,,,-9116.0,,-5908.0,,,,-9547.0,,-10333.4,-7223.6,,-9195.5,,,-10544.3,,,,True,,,,False,,False,True,,False,,,False,,
48159,96,30.0,,30.0,,,,110.0,,6.5,44.3,,10.0,,,,,,-66.0,,-66.0,,,,14.0,,-89.5,-51.7,,-86.0,,,,,,,False,,,,True,,False,True,,False,,,,,
48161,247,75.0,,19.0,,,,261.0,,71.4,67.5,,32.0,,,,,,-172.0,,-228.0,,,,14.0,,-175.6,-179.5,,-215.0,,,,,,,False,,,,True,,False,False,,False,,,,,
48163,533,140.0,,2.0,,,,156.0,,195.4,123.5,,23.0,,,61.7,,,-393.0,,-531.0,,,,-377.0,,-337.6,-409.5,,-510.0,,,-471.3,,,,False,,,,True,,True,False,,False,,,False,,
48165,420,530.0,,558.0,,,,1144.0,,920.2,295.7,,370.0,,,,,,110.0,,138.0,,,,724.0,,500.2,-124.3,,-50.0,,,,,,,False,,,,False,,False,False,,True,,,,,
48167,4311,2170.0,,2114.0,,,,1323.0,,3239.4,3632.6,,2588.0,,,1055.3,,,-2141.0,,-2197.0,,,,-2988.0,,-1071.6,-678.4,,-1723.0,,,-3255.7,,,,False,,,,False,,True,True,,True,,,False,,
48169,42,45.0,,22.0,,,,327.0,,15.6,39.0,,43.0,,,,,,3.0,,-20.0,,,,285.0,,-26.4,-3.0,,1.0,,,,,,,False,,,,False,,False,True,,True,,,,,
48171,715,235.0,,142.0,,,,231.0,,1220.0,215.9,,77.0,,,,,,-480.0,,-573.0,,,,-484.0,,505.0,-499.1,,-638.0,,,,,,,False,,,,False,,False,False,,False,,,,,
48173,54,20.0,,0.0,,,,40.0,,430.8,0.8,,5.0,,,,,,-34.0,,-54.0,,,,-14.0,,376.8,-53.2,,-49.0,,,,,,,False,,,,True,,False,False,,False,,,,,
48175,28,20.0,,0.0,,,,24.0,,2.8,12.5,,0.0,,,,,,-8.0,,-28.0,,,,-4.0,,-25.2,-15.5,,-28.0,,,,,,,False,,,,True,,False,False,,False,,,,,
48177,319,105.0,,34.0,,,,115.0,,41.1,181.7,,27.0,,,58.4,,,-214.0,,-285.0,,,,-204.0,,-277.9,-137.3,,-292.0,,,-260.6,,,,False,,,,True,,False,True,,False,,,False,,
48179,473,2575.0,,2438.0,,,,1653.0,,10773.4,904.8,,114.0,,,,,,2102.0,,1965.0,,,,1180.0,,10300.4,431.8,,-359.0,,,,,,,True,,,,True,,False,True,,True,,,,,
48181,2345,2240.0,,4120.0,,,,2060.0,,1349.5,2079.3,,1807.5,,,1122.6,,,-105.0,,1775.0,,,,-285.0,,-995.5,-265.7,,-537.5,,,-1222.4,,,,False,,,,False,,False,False,,False,,,False,,
48183,2036,955.0,,4924.0,,,,1798.0,,3527.7,1190.5,,493.0,,,440.6,,,-1081.0,,2888.0,,,,-238.0,,1491.7,-845.5,,-1543.0,,,-1595.4,,,,False,,,,True,,False,True,,False,,,False,,
48185,388,145.0,,110.0,,,,311.0,,119.8,299.3,,105.0,,,110.5,,,-243.0,,-278.0,,,,-77.0,,-268.2,-88.7,,-283.0,,,-277.5,,,,False,,,,True,,False,True,,False,,,False,,
48187,1787,780.0,,3063.0,,,,976.0,,1580.2,636.5,,386.0,,,414.6,,,-1007.0,,1276.0,,,,-811.0,,-206.8,-1150.5,,-1401.0,,,-1372.4,,,,False,,,,True,,True,False,,False,,,False,,
48189,1500,1870.0,,398.0,,,,1737.0,,2376.3,1071.6,,773.5,,,758.6,,,370.0,,-1102.0,,,,237.0,,876.3,-428.4,,-726.5,,,-741.4,,,,False,,,,True,,False,False,,False,,,False,,
48191,125,45.0,,0.0,,,,58.0,,41.9,31.9,,24.0,,,,,,-80.0,,-125.0,,,,-67.0,,-83.1,-93.1,,-101.0,,,,,,,False,,,,True,,False,False,,False,,,,,
48193,132,135.0,,21.0,,,,171.0,,773.9,75.1,,64.0,,,,,,3.0,,-111.0,,,,39.0,,641.9,-56.9,,-68.0,,,,,,,False,,,,False,,False,False,,False,,,,,
48195,206,25.0,,0.0,,,,180.0,,3.8,18.3,,46.0,,,,,,-181.0,,-206.0,,,,-26.0,,-202.2,-187.7,,-160.0,,,,,,,False,,,,True,,False,False,,True,,,,,
48197,122,30.0,,0.0,,,,103.0,,493.7,19.7,,29.0,,,,,,-92.0,,-122.0,,,,-19.0,,371.7,-102.3,,-93.0,,,,,,,False,,,,True,,False,False,,False,,,,,
48199,869,105.0,,116.0,,,,516.0,,82.5,270.0,,68.0,,,43.2,,,-764.0,,-753.0,,,,-353.0,,-786.5,-599.0,,-801.0,,,-825.8,,,,True,,,,True,,False,True,,False,,,False,,
48201,43650,34455.0,,58709.0,,,,26706.0,,101764.0,45303.2,,42888.0,,,19143.8,,,-9195.0,,15059.0,,,,-16944.0,,58114.0,1653.2,,-762.0,,,-24506.2,,,,False,,,,False,,False,True,,True,,,False,,
48203,639,230.0,,229.0,,,,830.0,,373.5,630.3,,57.0,,,121.6,,,-409.0,,-410.0,,,,191.0,,-265.5,-8.7,,-582.0,,,-517.4,,,,False,,,,True,,True,True,,False,,,False,,
48205,76,15.0,,0.0,,,,450.0,,1.0,22.6,,39.0,,,,,,-61.0,,-76.0,,,,374.0,,-75.0,-53.4,,-37.0,,,,,,,False,,,,False,,False,True,,True,,,,,
48207,143,10.0,,0.0,,,,140.0,,0.0,36.0,,19.0,,,,,,-133.0,,-143.0,,,,-3.0,,-143.0,-107.0,,-124.0,,,,,,,False,,,,True,,False,True,,True,,,,,
48209,2369,1425.0,,3185.0,,,,2072.0,,5226.4,2102.9,,989.5,,,673.5,,,-944.0,,816.0,,,,-297.0,,2857.4,-266.1,,-1379.5,,,-1695.5,,,,True,,,,True,,False,True,,False,,,False,,
48211,86,95.0,,0.0,,,,128.0,,30.8,44.3,,106.0,,,,,,9.0,,-86.0,,,,42.0,,-55.2,-41.7,,20.0,,,,,,,False,,,,False,,False,False,,False,,,,,
48213,1165,665.0,,937.0,,,,1153.0,,631.9,782.7,,376.0,,,308.4,,,-500.0,,-228.0,,,,-12.0,,-533.1,-382.3,,-789.0,,,-856.6,,,,True,,,,True,,False,True,,False,,,False,,
48215,10973,3635.0,,4730.0,,,,7799.0,,862.7,6525.3,,2057.0,,,2702.6,,,-7338.0,,-6243.0,,,,-3174.0,,-10110.3,-4447.7,,-8916.0,,,-8270.4,,,,True,,,,True,,False,True,,False,,,False,,
48217,866,395.0,,727.0,,,,564.0,,556.4,394.4,,330.0,,,,,,-471.0,,-139.0,,,,-302.0,,-309.6,-471.6,,-536.0,,,,,,,True,,,,True,,True,False,,False,,,,,
48219,506,795.0,,924.0,,,,1143.0,,67.7,386.8,,421.0,,,,,,289.0,,418.0,,,,637.0,,-438.3,-119.2,,-85.0,,,,,,,False,,,,False,,False,True,,True,,,,,
48221,1673,335.0,,251.0,,,,1062.0,,98.5,412.7,,205.0,,,230.1,,,-1338.0,,-1422.0,,,,-611.0,,-1574.5,-1260.3,,-1468.0,,,-1442.9,,,,False,,,,True,,False,True,,False,,,False,,
48223,694,185.0,,34.0,,,,456.0,,115.6,279.2,,105.0,,,,,,-509.0,,-660.0,,,,-238.0,,-578.4,-414.8,,-589.0,,,,,,,False,,,,True,,False,True,,False,,,,,
48225,351,60.0,,0.0,,,,236.0,,14.1,143.9,,9.0,,,,,,-291.0,,-351.0,,,,-115.0,,-336.9,-207.1,,-342.0,,,,,,,False,,,,True,,False,True,,False,,,,,
48227,1521,325.0,,557.0,,,,2787.0,,489.0,277.5,,63.0,,,268.0,,,-1196.0,,-964.0,,,,1266.0,,-1032.0,-1243.5,,-1458.0,,,-1253.0,,,,True,,,,False,,True,False,,False,,,False,,
48229,279,55.0,,0.0,,,,239.0,,18.3,28.2,,53.0,,,,,,-224.0,,-279.0,,,,-40.0,,-260.7,-250.8,,-226.0,,,,,,,False,,,,True,,False,False,,False,,,,,
48231,1069,715.0,,835.0,,,,1448.0,,563.2,1577.2,,965.0,,,402.7,,,-354.0,,-234.0,,,,379.0,,-505.8,508.2,,-104.0,,,-666.3,,,,True,,,,False,,False,False,,True,,,False,,
48233,429,315.0,,691.0,,,,1200.0,,521.3,303.4,,116.0,,,,,,-114.0,,262.0,,,,771.0,,92.3,-125.6,,-313.0,,,,,,,False,,,,False,,True,False,,False,,,,,
48235,38,5.0,,0.0,,,,50.0,,35.6,1.0,,0.0,,,,,,-33.0,,-38.0,,,,12.0,,-2.4,-37.0,,-38.0,,,,,,,False,,,,True,,True,False,,False,,,,,
48237,141,170.0,,124.0,,,,183.0,,4513.3,82.2,,34.0,,,,,,29.0,,-17.0,,,,42.0,,4372.3,-58.8,,-107.0,,,,,,,True,,,,False,,False,False,,False,,,,,
48239,273,220.0,,0.0,,,,43.0,,234.0,130.0,,177.0,,,,,,-53.0,,-273.0,,,,-230.0,,-39.0,-143.0,,-96.0,,,,,,,False,,,,False,,True,False,,False,,,,,
48241,387,25.0,,0.0,,,,413.0,,8.2,117.4,,30.0,,,,,,-362.0,,-387.0,,,,26.0,,-378.8,-269.6,,-357.0,,,,,,,False,,,,True,,False,True,,True,,,,,
48243,68,10.0,,0.0,,,,75.0,,51.7,2.6,,9.0,,,,,,-58.0,,-68.0,,,,7.0,,-16.3,-65.5,,-59.0,,,,,,,False,,,,True,,True,False,,False,,,,,
48245,3128,2255.0,,4187.0,,,,1898.0,,1369.1,3576.8,,1283.5,,,1494.1,,,-873.0,,1059.0,,,,-1230.0,,-1758.9,448.8,,-1844.5,,,-1633.9,,,,False,,,,False,,False,True,,False,,,False,,
48247,88,40.0,,0.0,,,,40.0,,58.0,28.6,,40.0,,,,,,-48.0,,-88.0,,,,-48.0,,-30.0,-59.4,,-48.0,,,,,,,False,,,,False,,True,False,,False,,,,,
48249,561,280.0,,175.0,,,,157.0,,109.6,393.1,,171.0,,,99.2,,,-281.0,,-386.0,,,,-404.0,,-451.4,-167.9,,-390.0,,,-461.8,,,,False,,,,False,,False,True,,False,,,False,,
48251,4313,1960.0,,3746.0,,,,2987.0,,788.4,1820.0,,879.0,,,1075.5,,,-2353.0,,-567.0,,,,-1326.0,,-3524.6,-2493.0,,-3434.0,,,-3237.5,,,,True,,,,True,,False,False,,False,,,False,,
48253,384,3610.0,,0.0,,,,973.0,,8054.6,857.1,,93.0,,,,,,3226.0,,-384.0,,,,589.0,,7670.6,473.1,,-291.0,,,,,,,True,,,,True,,False,True,,True,,,,,
48255,204,50.0,,0.0,,,,88.0,,56.4,75.4,,15.0,,,,,,-154.0,,-204.0,,,,-116.0,,-147.6,-128.6,,-189.0,,,,,,,False,,,,True,,True,True,,False,,,,,
48257,3295,1410.0,,2216.0,,,,1818.0,,1361.4,1876.2,,522.0,,,643.1,,,-1885.0,,-1079.0,,,,-1477.0,,-1933.6,-1418.8,,-2773.0,,,-2651.9,,,,True,,,,True,,False,True,,False,,,False,,
48259,563,270.0,,466.0,,,,272.0,,3763.3,224.5,,208.0,,,,,,-293.0,,-97.0,,,,-291.0,,3200.3,-338.5,,-355.0,,,,,,,True,,,,True,,False,False,,False,,,,,
48261,6,0.0,,0.0,,,,10.0,,0.0,0.1,,0.0,,,,,,-6.0,,-6.0,,,,4.0,,-6.0,-5.9,,-6.0,,,,,,,False,,,,True,,False,True,,False,,,,,
48263,27,35.0,,,,,,26.0,,230.9,3.5,,5.0,,,,,,8.0,,,,,,-1.0,,203.9,-23.5,,-22.0,,,,,,,,,,,True,,False,False,,False,,,,,
48265,1051,235.0,,350.0,,,,599.0,,91.9,346.2,,92.0,,,,,,-816.0,,-701.0,,,,-452.0,,-959.1,-704.8,,-959.0,,,,,,,True,,,,True,,False,True,,False,,,,,
48267,132,65.0,,31.0,,,,56.0,,0.0,21.3,,16.0,,,,,,-67.0,,-101.0,,,,-76.0,,-132.0,-110.7,,-116.0,,,,,,,False,,,,False,,False,False,,False,,,,,
48269,4,0.0,,0.0,,,,20.0,,0.0,6.6,,,,,,,,-4.0,,-4.0,,,,16.0,,-4.0,2.6,,,,,,,,,False,,,,False,,False,True,,,,,,,
48271,45,20.0,,0.0,,,,38.0,,6.1,24.5,,15.0,,,,,,-25.0,,-45.0,,,,-7.0,,-38.9,-20.5,,-30.0,,,,,,,False,,,,True,,False,True,,False,,,,,
48273,409,345.0,,7.0,,,,69.0,,2505.2,184.9,,269.0,,,182.1,,,-64.0,,-402.0,,,,-340.0,,2096.2,-224.1,,-140.0,,,-226.9,,,,False,,,,False,,False,False,,False,,,False,,
48275,53,10.0,,0.0,,,,63.0,,0.0,20.4,,9.0,,,,,,-43.0,,-53.0,,,,10.0,,-53.0,-32.6,,-44.0,,,,,,,False,,,,True,,False,True,,False,,,,,
48277,1090,1050.0,,1195.0,,,,800.0,,1340.9,858.8,,715.0,,,402.3,,,-40.0,,105.0,,,,-290.0,,250.9,-231.2,,-375.0,,,-687.7,,,,False,,,,False,,False,False,,False,,,False,,
48279,577,520.0,,501.0,,,,639.0,,26.4,305.6,,271.0,,,,,,-57.0,,-76.0,,,,62.0,,-550.6,-271.4,,-306.0,,,,,,,False,,,,False,,False,False,,False,,,,,
48281,255,55.0,,35.0,,,,355.0,,35.8,104.8,,30.0,,,,,,-200.0,,-220.0,,,,100.0,,-219.2,-150.2,,-225.0,,,,,,,False,,,,True,,False,True,,False,,,,,
48283,169,0.0,,0.0,,,,54.0,,18.2,10.8,,19.0,,,,,,-169.0,,-169.0,,,,-115.0,,-150.8,-158.2,,-150.0,,,,,,,False,,,,True,,True,True,,True,,,,,
48285,279,370.0,,140.0,,,,98.0,,241.8,151.5,,181.0,,,204.6,,,91.0,,-139.0,,,,-181.0,,-37.2,-127.5,,-98.0,,,-74.4,,,,False,,,,False,,True,False,,False,,,True,,
48287,332,45.0,,34.0,,,,118.0,,305.0,87.5,,24.0,,,,,,-287.0,,-298.0,,,,-214.0,,-27.0,-244.5,,-308.0,,,,,,,False,,,,True,,True,True,,False,,,,,
48289,203,135.0,,144.0,,,,149.0,,199.8,135.6,,59.0,,,,,,-68.0,,-59.0,,,,-54.0,,-3.2,-67.4,,-144.0,,,,,,,True,,,,True,,True,True,,False,,,,,
48291,846,215.0,,482.0,,,,657.0,,285.0,268.3,,126.0,,,149.2,,,-631.0,,-364.0,,,,-189.0,,-561.0,-577.7,,-720.0,,,-696.8,,,,True,,,,True,,True,True,,False,,,False,,
48293,310,40.0,,37.0,,,,354.0,,39.1,95.2,,29.0,,,,,,-270.0,,-273.0,,,,44.0,,-270.9,-214.8,,-281.0,,,,,,,False,,,,True,,False,True,,False,,,,,
48295,104,70.0,,0.0,,,,68.0,,8.4,14.4,,34.0,,,,,,-34.0,,-104.0,,,,-36.0,,-95.6,-89.6,,-70.0,,,,,,,False,,,,False,,False,False,,False,,,,,
48297,233,30.0,,0.0,,,,44.0,,16.2,26.1,,15.0,,,,,,-203.0,,-233.0,,,,-189.0,,-216.8,-206.9,,-218.0,,,,,,,False,,,,True,,False,False,,False,,,,,
48299,283,100.0,,122.0,,,,320.0,,121.2,198.4,,57.0,,,,,,-183.0,,-161.0,,,,37.0,,-161.8,-84.6,,-226.0,,,,,,,True,,,,True,,True,True,,False,,,,,
48301,1,0.0,,0.0,,,,14.0,,0.0,0.0,,,,,,,,-1.0,,-1.0,,,,13.0,,-1.0,-1.0,,,,,,,,,False,,,,False,,False,False,,,,,,,
48303,13695,13310.0,,10598.0,,,,14954.0,,6299.9,8695.1,,13422.0,,,4060.1,,,-385.0,,-3097.0,,,,1259.0,,-7395.1,-4999.9,,-273.0,,,-9634.9,,,,False,,,,False,,False,False,,True,,,False,,
48305,199,215.0,,0.0,,,,212.0,,103.0,55.0,,174.0,,,,,,16.0,,-199.0,,,,13.0,,-96.0,-144.0,,-25.0,,,,,,,False,,,,True,,False,False,,False,,,,,
48307,175,45.0,,93.0,,,,205.0,,18.8,41.1,,50.0,,,,,,-130.0,,-82.0,,,,30.0,,-156.2,-133.9,,-125.0,,,,,,,True,,,,True,,False,False,,True,,,,,
