,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
20095,289,255.0,,234.0,,,,105.0,,189.6,135.2,,105.0,,,,,,-34.0,,-55.0,,,,-184.0,,-99.4,-153.8,,-184.0,,,,,,,False,,,,False,,False,False,,False,,,,,
20097,33,105.0,,0.0,,,,38.0,,854.4,16.6,,45.0,,,,,,72.0,,-33.0,,,,5.0,,821.4,-16.4,,12.0,,,,,,,True,,,,True,,False,True,,True,,,,,
20099,886,770.0,,673.0,,,,559.0,,1213.8,233.7,,276.0,,,,,,-116.0,,-213.0,,,,-327.0,,327.8,-652.3,,-610.0,,,,,,,False,,,,False,,False,False,,False,,,,,
20101,64,40.0,,0.0,,,,47.0,,4.6,10.9,,29.0,,,,,,-24.0,,-64.0,,,,-17.0,,-59.4,-53.1,,-35.0,,,,,,,False,,,,True,,False,False,,False,,,,,
20103,1603,1325.0,,,,,,2147.0,,1237.1,984.6,,613.0,,,980.5,,,-278.0,,,,,,544.0,,-365.9,-618.4,,-990.0,,,-622.5,,,,,,,,False,,False,False,,False,,,False,,
20105,139,40.0,,0.0,,,,36.0,,26.0,8.9,,14.0,,,,,,-99.0,,-139.0,,,,-103.0,,-113.0,-130.1,,-125.0,,,,,,,False,,,,False,,False,False,,False,,,,,
20107,238,210.0,,215.0,,,,159.0,,53.9,39.3,,92.0,,,,,,-28.0,,-23.0,,,,-79.0,,-184.1,-198.7,,-146.0,,,,,,,True,,,,False,,False,False,,False,,,,,
20109,84,140.0,,0.0,,,,76.0,,23.0,68.6,,113.0,,,,,,56.0,,-84.0,,,,-8.0,,-61.0,-15.4,,29.0,,,,,,,False,,,,True,,False,True,,True,,,,,
20111,1345,1405.0,,2058.0,,,,1327.0,,1335.4,841.3,,604.0,,,622.3,,,60.0,,713.0,,,,-18.0,,-9.6,-503.7,,-741.0,,,-722.7,,,,False,,,,True,,True,False,,False,,,False,,
20113,1313,1000.0,,1554.0,,,,812.0,,2096.5,606.8,,637.5,,,,,,-313.0,,241.0,,,,-501.0,,783.5,-706.2,,-675.5,,,,,,,True,,,,False,,False,False,,False,,,,,
20115,274,400.0,,549.0,,,,201.0,,160.7,113.4,,171.5,,,,,,126.0,,275.0,,,,-73.0,,-113.3,-160.6,,-102.5,,,,,,,False,,,,True,,True,False,,True,,,,,
20117,523,490.0,,665.0,,,,285.0,,483.7,246.7,,170.0,,,,,,-33.0,,142.0,,,,-238.0,,-39.3,-276.3,,-353.0,,,,,,,False,,,,False,,False,False,,False,,,,,
20119,142,175.0,,0.0,,,,97.0,,527.9,31.0,,55.0,,,,,,33.0,,-142.0,,,,-45.0,,385.9,-111.0,,-87.0,,,,,,,False,,,,False,,False,False,,False,,,,,
20121,767,495.0,,735.0,,,,672.0,,273.7,358.1,,257.5,,,,,,-272.0,,-32.0,,,,-95.0,,-493.3,-408.9,,-509.5,,,,,,,True,,,,True,,False,False,,False,,,,,
20123,240,210.0,,52.0,,,,124.0,,315.2,52.7,,31.0,,,,,,-30.0,,-188.0,,,,-116.0,,75.2,-187.3,,-209.0,,,,,,,False,,,,False,,False,False,,False,,,,,
20125,920,475.0,,602.0,,,,998.0,,451.9,222.4,,281.0,,,,,,-445.0,,-318.0,,,,78.0,,-468.1,-697.6,,-639.0,,,,,,,True,,,,True,,False,False,,False,,,,,
20127,216,160.0,,102.0,,,,80.0,,370.9,39.5,,54.0,,,,,,-56.0,,-114.0,,,,-136.0,,154.9,-176.5,,-162.0,,,,,,,False,,,,False,,False,False,,False,,,,,
20129,90,180.0,,7.0,,,,145.0,,107.0,8.8,,61.0,,,,,,90.0,,-83.0,,,,55.0,,17.0,-81.2,,-29.0,,,,,,,True,,,,True,,True,True,,True,,,,,
20131,581,1020.0,,480.0,,,,294.0,,326.8,209.2,,463.0,,,,,,439.0,,-101.0,,,,-287.0,,-254.2,-371.8,,-118.0,,,,,,,True,,,,True,,True,True,,True,,,,,
20133,522,640.0,,1003.0,,,,449.0,,1252.2,322.1,,266.0,,,,,,118.0,,481.0,,,,-73.0,,730.2,-199.9,,-256.0,,,,,,,False,,,,True,,False,False,,False,,,,,
20135,113,170.0,,,,,,59.0,,68.2,26.9,,78.0,,,,,,57.0,,,,,,-54.0,,-44.8,-86.1,,-35.0,,,,,,,,,,,True,,True,False,,True,,,,,
20137,188,305.0,,119.0,,,,283.0,,16.1,92.5,,779.0,,,,,,117.0,,-69.0,,,,95.0,,-171.9,-95.5,,591.0,,,,,,,True,,,,True,,False,True,,False,,,,,
20139,423,515.0,,781.0,,,,257.0,,1707.2,161.6,,136.0,,,,,,92.0,,358.0,,,,-166.0,,1284.2,-261.4,,-287.0,,,,,,,False,,,,False,,False,False,,False,,,,,
20141,116,10.0,,0.0,,,,51.0,,0.3,17.8,,19.0,,,,,,-106.0,,-116.0,,,,-65.0,,-115.7,-98.2,,-97.0,,,,,,,False,,,,True,,False,True,,True,,,,,
20143,213,115.0,,2.0,,,,127.0,,87.1,36.6,,58.0,,,,,,-98.0,,-211.0,,,,-86.0,,-125.9,-176.4,,-155.0,,,,,,,False,,,,True,,False,False,,False,,,,,
20145,393,185.0,,0.0,,,,220.0,,165.4,60.2,,83.0,,,,,,-208.0,,-393.0,,,,-173.0,,-227.6,-332.8,,-310.0,,,,,,,False,,,,True,,False,False,,False,,,,,
20147,240,225.0,,35.0,,,,137.0,,46.6,55.2,,150.0,,,,,,-15.0,,-205.0,,,,-103.0,,-193.4,-184.8,,-90.0,,,,,,,False,,,,False,,False,False,,False,,,,,
20149,374,395.0,,518.0,,,,807.0,,293.1,221.3,,80.0,,,,,,21.0,,144.0,,,,433.0,,-80.9,-152.7,,-294.0,,,,,,,False,,,,False,,False,False,,False,,,,,
20151,272,405.0,,531.0,,,,212.0,,158.8,170.8,,252.5,,,,,,133.0,,259.0,,,,-60.0,,-113.2,-101.2,,-19.5,,,,,,,False,,,,True,,True,True,,True,,,,,
20153,89,80.0,,0.0,,,,66.0,,4.5,55.7,,68.0,,,,,,-9.0,,-89.0,,,,-23.0,,-84.5,-33.3,,-21.0,,,,,,,False,,,,False,,False,False,,False,,,,,
20155,3128,2880.0,,3226.0,,,,2808.0,,1215.0,1338.0,,209.0,,,1300.5,,,-248.0,,98.0,,,,-320.0,,-1913.0,-1790.0,,-2919.0,,,-1827.5,,,,True,,,,False,,False,False,,False,,,False,,
20157,350,220.0,,38.0,,,,134.0,,59.7,51.2,,82.0,,,,,,-130.0,,-312.0,,,,-216.0,,-290.3,-298.8,,-268.0,,,,,,,False,,,,False,,False,False,,False,,,,,
20159,439,290.0,,291.0,,,,193.0,,169.5,141.3,,109.0,,,,,,-149.0,,-148.0,,,,-246.0,,-269.5,-297.7,,-330.0,,,,,,,True,,,,False,,False,False,,False,,,,,
20161,1687,1990.0,,5020.0,,,,3013.0,,9862.3,1071.8,,741.5,,,1638.3,,,303.0,,3333.0,,,,1326.0,,8175.3,-615.2,,-945.5,,,-48.7,,,,False,,,,False,,False,False,,False,,,True,,
20163,225,140.0,,46.0,,,,92.0,,482.2,16.8,,76.0,,,,,,-85.0,,-179.0,,,,-133.0,,257.2,-208.2,,-149.0,,,,,,,False,,,,False,,False,False,,False,,,,,
20165,220,110.0,,0.0,,,,57.0,,101.8,36.6,,48.0,,,,,,-110.0,,-220.0,,,,-163.0,,-118.2,-183.4,,-172.0,,,,,,,False,,,,False,,False,False,,False,,,,,
20167,359,345.0,,276.0,,,,214.0,,294.0,185.7,,299.0,,,,,,-14.0,,-83.0,,,,-145.0,,-65.0,-173.3,,-60.0,,,,,,,False,,,,False,,False,False,,False,,,,,
20169,2115,1255.0,,1634.0,,,,2080.0,,1062.6,776.7,,789.0,,,1054.5,,,-860.0,,-481.0,,,,-35.0,,-1052.4,-1338.3,,-1326.0,,,-1060.5,,,,True,,,,True,,False,False,,False,,,False,,
20171,215,205.0,,28.0,,,,160.0,,429.9,41.3,,101.0,,,,,,-10.0,,-187.0,,,,-55.0,,214.9,-173.7,,-114.0,,,,,,,False,,,,False,,False,False,,False,,,,,
20173,15602,18330.0,,21777.0,,,,25358.0,,8780.8,13504.8,,8471.5,,,11988.1,,,2728.0,,6175.0,,,,9756.0,,-6821.2,-2097.2,,-7130.5,,,-3613.9,,,,False,,,,False,,False,True,,False,,,False,,
20175,950,630.0,,207.0,,,,1750.0,,561.4,598.0,,574.0,,,242.8,,,-320.0,,-743.0,,,,800.0,,-388.6,-352.0,,-376.0,,,-707.2,,,,False,,,,False,,False,False,,False,,,False,,
20177,5058,4685.0,,4946.0,,,,6679.0,,3993.4,3308.3,,2001.5,,,2348.1,,,-373.0,,-112.0,,,,1621.0,,-1064.6,-1749.7,,-3056.5,,,-2709.9,,,,True,,,,False,,False,False,,False,,,False,,
20179,92,180.0,,0.0,,,,60.0,,11.8,32.1,,181.5,,,,,,88.0,,-92.0,,,,-32.0,,-80.2,-59.9,,89.5,,,,,,,False,,,,True,,True,True,,False,,,,,
20181,183,255.0,,224.0,,,,306.0,,21.8,39.0,,68.0,,,,,,72.0,,41.0,,,,123.0,,-161.2,-144.0,,-115.0,,,,,,,True,,,,False,,False,False,,False,,,,,
20183,118,95.0,,33.0,,,,57.0,,9.7,53.5,,49.0,,,,,,-23.0,,-85.0,,,,-61.0,,-108.3,-64.5,,-69.0,,,,,,,False,,,,False,,False,False,,False,,,,,
20185,107,175.0,,30.0,,,,64.0,,42.5,91.0,,122.0,,,,,,68.0,,-77.0,,,,-43.0,,-64.5,-16.0,,15.0,,,,,,,False,,,,True,,True,True,,True,,,,,
20187,38,45.0,,,,,,67.0,,17.5,7.2,,37.0,,,,,,7.0,,,,,,29.0,,-20.5,-30.8,,-1.0,,,,,,,,,,,False,,False,False,,True,,,,,
20189,130,280.0,,115.0,,,,309.0,,37.0,47.5,,122.5,,,,,,150.0,,-15.0,,,,179.0,,-93.0,-82.5,,-7.5,,,,,,,True,,,,False,,True,True,,True,,,,,
20191,640,570.0,,828.0,,,,417.0,,307.3,321.1,,276.0,,,,,,-70.0,,188.0,,,,-223.0,,-332.7,-318.9,,-364.0,,,,,,,False,,,,False,,False,False,,False,,,,,
20193,325,405.0,,372.0,,,,346.0,,500.9,138.7,,157.0,,,,,,80.0,,47.0,,,,21.0,,175.9,-186.3,,-168.0,,,,,,,True,,,,True,,False,False,,False,,,,,
20195,123,120.0,,0.0,,,,54.0,,51.4,53.0,,77.0,,,,,,-3.0,,-123.0,,,,-69.0,,-71.6,-70.0,,-46.0,,,,,,,False,,,,False,,False,False,,False,,,,,
20197,164,405.0,,221.0,,,,97.0,,1755.9,46.0,,96.0,,,,,,241.0,,57.0,,,,-67.0,,1591.9,-118.0,,-68.0,,,,,,,True,,,,True,,False,True,,True,,,,,
20199,42,95.0,,5.0,,,,61.0,,3.6,26.9,,35.0,,,,,,53.0,,-37.0,,,,19.0,,-38.4,-15.1,,-7.0,,,,,,,True,,,,True,,True,True,,True,,,,,
20201,182,585.0,,343.0,,,,140.0,,660.6,208.4,,134.0,,,,,,403.0,,161.0,,,,-42.0,,478.6,26.4,,-48.0,,,,,,,True,,,,True,,False,True,,True,,,,,
20203,88,80.0,,0.0,,,,61.0,,6.8,33.8,,73.0,,,,,,-8.0,,-88.0,,,,-27.0,,-81.2,-54.2,,-15.0,,,,,,,False,,,,False,,False,False,,False,,,,,
20205,334,270.0,,281.0,,,,157.0,,984.0,98.8,,194.0,,,,,,-64.0,,-53.0,,,,-177.0,,650.0,-235.2,,-140.0,,,,,,,True,,,,False,,False,False,,False,,,,,
20207,49,25.0,,0.0,,,,57.0,,4.8,2.6,,22.0,,,,,,-24.0,,-49.0,,,,8.0,,-44.2,-46.4,,-27.0,,,,,,,False,,,,True,,False,False,,False,,,,,
20209,4415,2820.0,,3034.0,,,,4883.0,,691.5,2223.0,,1846.5,,,2157.1,,,-1595.0,,-1381.0,,,,468.0,,-3723.5,-2192.0,,-2568.5,,,-2257.9,,,,True,,,,True,,False,False,,False,,,False,,
21001,568,215.0,,156.0,,,,279.0,,268.5,122.0,,489.0,,,,,,-353.0,,-412.0,,,,-289.0,,-299.5,-446.0,,-79.0,,,,,,,False,,,,True,,True,False,,True,,,,,
21003,379,125.0,,72.0,,,,403.0,,89.6,168.9,,76.0,,,,,,-254.0,,-307.0,,,,24.0,,-289.4,-210.1,,-303.0,,,,,,,False,,,,True,,False,True,,False,,,,,
21005,443,295.0,,416.0,,,,210.0,,847.2,216.6,,232.0,,,,,,-148.0,,-27.0,,,,-233.0,,404.2,-226.4,,-211.0,,,,,,,True,,,,False,,False,False,,False,,,,,
21007,103,40.0,,102.0,,,,119.0,,70.2,26.3,,14.0,,,,,,-63.0,,-1.0,,,,16.0,,-32.8,-76.7,,-89.0,,,,,,,True,,,,True,,True,False,,False,,,,,
21009,751,665.0,,1066.0,,,,727.0,,206.8,658.5,,607.0,,,419.7,,,-86.0,,315.0,,,,-24.0,,-544.2,-92.5,,-144.0,,,-331.3,,,,False,,,,True,,False,False,,False,,,False,,
21011,244,170.0,,206.0,,,,158.0,,1123.4,91.6,,260.0,,,,,,-74.0,,-38.0,,,,-86.0,,879.4,-152.4,,16.0,,,,,,,True,,,,False,,False,False,,True,,,,,
21013,585,830.0,,1058.0,,,,462.0,,748.1,621.4,,375.0,,,,,,245.0,,473.0,,,,-123.0,,163.1,36.4,,-210.0,,,,,,,False,,,,True,,True,True,,True,,,,,
21015,3519,2970.0,,4581.0,,,,2499.0,,9208.0,3063.3,,5282.0,,,2265.4,,,-549.0,,1062.0,,,,-1020.0,,5689.0,-455.7,,1763.0,,,-1253.6,,,,False,,,,False,,False,True,,False,,,False,,
21017,348,290.0,,366.0,,,,300.0,,616.7,135.3,,330.0,,,,,,-58.0,,18.0,,,,-48.0,,268.7,-212.7,,-18.0,,,,,,,True,,,,True,,False,False,,True,,,,,
21019,1708,690.0,,770.0,,,,846.0,,689.2,568.1,,804.0,,,,,,-1018.0,,-938.0,,,,-862.0,,-1018.8,-1139.9,,-904.0,,,,,,,True,,,,True,,False,False,,True,,,,,
21021,1075,575.0,,926.0,,,,375.0,,1333.3,302.6,,634.0,,,,,,-500.0,,-149.0,,,,-700.0,,258.3,-772.4,,-441.0,,,,,,,True,,,,False,,True,False,,True,,,,,
21023,150,105.0,,107.0,,,,111.0,,1334.2,28.6,,93.0,,,,,,-45.0,,-43.0,,,,-39.0,,1184.2,-121.4,,-57.0,,,,,,,True,,,,True,,False,False,,False,,,,,
21025,290,190.0,,301.0,,,,180.0,,144.5,174.5,,148.0,,,,,,-100.0,,11.0,,,,-110.0,,-145.5,-115.5,,-142.0,,,,,,,True,,,,False,,False,False,,False,,,,,
21027,227,210.0,,399.0,,,,222.0,,134.5,231.9,,395.0,,,,,,-17.0,,172.0,,,,-5.0,,-92.5,4.9,,168.0,,,,,,,False,,,,True,,False,True,,False,,,,,
21029,1628,1445.0,,1333.0,,,,1043.0,,989.1,1199.0,,1583.0,,,852.8,,,-183.0,,-295.0,,,,-585.0,,-638.9,-429.0,,-45.0,,,-775.2,,,,False,,,,False,,False,False,,True,,,False,,
21031,250,65.0,,62.0,,,,225.0,,30.3,80.6,,53.0,,,,,,-185.0,,-188.0,,,,-25.0,,-219.7,-169.4,,-197.0,,,,,,,False,,,,True,,False,True,,False,,,,,
21033,411,255.0,,257.0,,,,310.0,,49.7,94.8,,239.0,,,,,,-156.0,,-154.0,,,,-101.0,,-361.3,-316.2,,-172.0,,,,,,,True,,,,True,,False,False,,False,,,,,
21035,810,840.0,,831.0,,,,920.0,,285.4,562.0,,612.0,,,863.9,,,30.0,,21.0,,,,110.0,,-524.6,-248.0,,-198.0,,,53.9,,,,True,,,,False,,False,False,,False,,,False,,
21037,2021,1660.0,,1344.0,,,,2076.0,,2400.2,1683.1,,2866.0,,,1033.7,,,-361.0,,-677.0,,,,55.0,,379.2,-337.9,,845.0,,,-987.3,,,,False,,,,True,,False,True,,False,,,False,,
21039,126,100.0,,54.0,,,,92.0,,31.7,42.0,,64.0,,,,,,-26.0,,-72.0,,,,-34.0,,-94.3,-84.0,,-62.0,,,,,,,False,,,,False,,False,False,,False,,,,,
21041,241,75.0,,114.0,,,,234.0,,77.6,53.7,,63.0,,,,,,-166.0,,-127.0,,,,-7.0,,-163.4,-187.3,,-178.0,,,,,,,True,,,,True,,True,False,,False,,,,,
21043,644,455.0,,530.0,,,,398.0,,698.9,320.3,,414.5,,,,,,-189.0,,-114.0,,,,-246.0,,54.9,-323.7,,-229.5,,,,,,,True,,,,False,,True,False,,False,,,,,
21045,386,225.0,,190.0,,,,143.0,,462.7,170.4,,240.0,,,,,,-161.0,,-196.0,,,,-243.0,,76.7,-215.6,,-146.0,,,,,,,False,,,,False,,True,False,,True,,,,,
21047,1319,1170.0,,1569.0,,,,1837.0,,1440.0,847.7,,977.0,,,721.0,,,-149.0,,250.0,,,,518.0,,121.0,-471.3,,-342.0,,,-598.0,,,,False,,,,False,,True,False,,False,,,False,,
21049,636,325.0,,302.0,,,,479.0,,443.4,298.1,,339.0,,,,,,-311.0,,-334.0,,,,-157.0,,-192.6,-337.9,,-297.0,,,,,,,False,,,,True,,True,False,,True,,,,,
21051,546,465.0,,455.0,,,,342.0,,147.6,439.1,,378.0,,,,,,-81.0,,-91.0,,,,-204.0,,-398.4,-106.9,,-168.0,,,,,,,False,,,,False,,False,False,,False,,,,,
21053,398,200.0,,104.0,,,,184.0,,65.9,90.4,,198.0,,,,,,-198.0,,-294.0,,,,-214.0,,-332.1,-307.6,,-200.0,,,,,,,False,,,,False,,False,False,,False,,,,,
21055,117,80.0,,33.0,,,,197.0,,54.3,38.3,,78.0,,,,,,-37.0,,-84.0,,,,80.0,,-62.7,-78.7,,-39.0,,,,,,,False,,,,False,,False,False,,False,,,,,
21057,186,95.0,,65.0,,,,90.0,,12.0,28.6,,94.0,,,,,,-91.0,,-121.0,,,,-96.0,,-174.0,-157.4,,-92.0,,,,,,,False,,,,False,,False,False,,False,,,,,
21059,2473,1685.0,,2357.0,,,,2068.0,,3312.9,1519.8,,2382.0,,,1326.1,,,-788.0,,-116.0,,,,-405.0,,839.9,-953.2,,-91.0,,,-1146.9,,,,True,,,,True,,False,False,,True,,,False,,
21061,252,180.0,,169.0,,,,127.0,,226.1,102.0,,215.0,,,,,,-72.0,,-83.0,,,,-125.0,,-25.9,-150.0,,-37.0,,,,,,,False,,,,False,,True,False,,True,,,,,
21063,252,555.0,,159.0,,,,155.0,,406.6,143.5,,505.0,,,,,,303.0,,-93.0,,,,-97.0,,154.6,-108.5,,253.0,,,,,,,True,,,,True,,True,True,,True,,,,,
21065,237,200.0,,163.0,,,,212.0,,88.5,153.5,,192.0,,,,,,-37.0,,-74.0,,,,-25.0,,-148.5,-83.5,,-45.0,,,,,,,False,,,,True,,False,False,,False,,,,,
21067,7947,6940.0,,7800.0,,,,4849.0,,6548.3,5004.9,,11268.5,,,6792.4,,,-1007.0,,-147.0,,,,-3098.0,,-1398.7,-2942.1,,3321.5,,,-1154.6,,,,True,,,,False,,False,False,,False,,,False,,
21069,347,80.0,,40.0,,,,258.0,,19.7,144.4,,36.0,,,,,,-267.0,,-307.0,,,,-89.0,,-327.3,-202.6,,-311.0,,,,,,,False,,,,True,,False,True,,False,,,,,
21071,799,1035.0,,961.0,,,,467.0,,615.3,667.0,,1284.0,,,,,,236.0,,162.0,,,,-332.0,,-183.7,-132.0,,485.0,,,,,,,True,,,,False,,True,True,,False,,,,,
21073,844,570.0,,978.0,,,,692.0,,1218.1,484.4,,769.0,,,,,,-274.0,,134.0,,,,-152.0,,374.1,-359.6,,-75.0,,,,,,,True,,,,True,,False,False,,True,,,,,
21075,81,75.0,,39.0,,,,155.0,,173.6,39.1,,20.0,,,,,,-6.0,,-42.0,,,,74.0,,92.6,-41.9,,-61.0,,,,,,,False,,,,False,,False,False,,False,,,,,
21077,250,90.0,,99.0,,,,146.0,,580.7,65.6,,116.0,,,,,,-160.0,,-151.0,,,,-104.0,,330.7,-184.4,,-134.0,,,,,,,True,,,,True,,False,False,,True,,,,,
21079,434,205.0,,126.0,,,,195.0,,86.1,174.8,,144.5,,,,,,-229.0,,-308.0,,,,-239.0,,-347.9,-259.2,,-289.5,,,,,,,False,,,,False,,False,False,,False,,,,,
21081,655,485.0,,751.0,,,,419.0,,1250.2,251.3,,1086.5,,,,,,-170.0,,96.0,,,,-236.0,,595.2,-403.7,,431.5,,,,,,,True,,,,False,,False,False,,False,,,,,
21083,1061,1055.0,,2161.0,,,,1011.0,,2594.8,737.0,,1850.5,,,651.3,,,-6.0,,1100.0,,,,-50.0,,1533.8,-324.0,,789.5,,,-409.7,,,,False,,,,False,,False,False,,False,,,False,,
21085,440,525.0,,887.0,,,,398.0,,382.0,424.0,,643.0,,,,,,85.0,,447.0,,,,-42.0,,-58.0,-16.0,,203.0,,,,,,,False,,,,True,,True,True,,False,,,,,
21087,300,145.0,,43.0,,,,147.0,,145.3,87.1,,143.0,,,,,,-155.0,,-257.0,,,,-153.0,,-154.7,-212.9,,-157.0,,,,,,,False,,,,True,,True,False,,False,,,,,
21089,1074,725.0,,1014.0,,,,738.0,,1194.0,398.8,,1028.0,,,,,,-349.0,,-60.0,,,,-336.0,,120.0,-675.2,,-46.0,,,,,,,True,,,,True,,True,False,,True,,,,,
21091,165,215.0,,198.0,,,,126.0,,510.2,95.6,,217.0,,,,,,50.0,,33.0,,,,-39.0,,345.2,-69.4,,52.0,,,,,,,True,,,,True,,False,False,,False,,,,,
21093,2356,2425.0,,3066.0,,,,1475.0,,1485.7,2004.3,,3914.0,,,2379.6,,,69.0,,710.0,,,,-881.0,,-870.3,-351.7,,1558.0,,,23.6,,,,False,,,,False,,False,False,,False,,,True,,
21095,608,310.0,,473.0,,,,392.0,,344.7,383.3,,342.0,,,,,,-298.0,,-135.0,,,,-216.0,,-263.3,-224.7,,-266.0,,,,,,,True,,,,True,,True,True,,True,,,,,
21097,310,155.0,,180.0,,,,352.0,,261.1,72.6,,135.0,,,,,,-155.0,,-130.0,,,,42.0,,-48.9,-237.4,,-175.0,,,,,,,True,,,,True,,True,False,,False,,,,,
21099,549,265.0,,236.0,,,,251.0,,110.3,233.4,,111.0,,,,,,-284.0,,-313.0,,,,-298.0,,-438.7,-315.6,,-438.0,,,,,,,False,,,,False,,False,False,,False,,,,,
21101,955,850.0,,1052.0,,,,1034.0,,922.8,529.4,,762.0,,,824.6,,,-105.0,,97.0,,,,79.0,,-32.2,-425.6,,-193.0,,,-130.4,,,,True,,,,True,,True,False,,False,,,False,,
21103,334,270.0,,350.0,,,,215.0,,161.6,158.8,,176.0,,,,,,-64.0,,16.0,,,,-119.0,,-172.4,-175.2,,-158.0,,,,,,,True,,,,False,,False,False,,False,,,,,
21105,88,0.0,,17.0,,,,71.0,,14.8,20.3,,15.0,,,,,,-88.0,,-71.0,,,,-17.0,,-73.2,-67.7,,-73.0,,,,,,,True,,,,True,,True,True,,True,,,,,
21107,971,770.0,,843.0,,,,996.0,,1435.4,581.9,,660.0,,,623.3,,,-201.0,,-128.0,,,,25.0,,464.4,-389.1,,-311.0,,,-347.7,,,,True,,,,True,,False,False,,False,,,False,,
21109,209,155.0,,146.0,,,,191.0,,24.7,117.1,,97.0,,,,,,-54.0,,-63.0,,,,-18.0,,-184.3,-91.9,,-112.0,,,,,,,False,,,,True,,False,False,,False,,,,,
21111,17727,16350.0,,26513.0,,,,11439.0,,10580.3,14408.4,,17979.5,,,13361.8,,,-1377.0,,8786.0,,,,-6288.0,,-7146.7,-3318.6,,252.5,,,-4365.2,,,,False,,,,False,,False,False,,True,,,False,,
21113,1097,855.0,,1111.0,,,,638.0,,1216.1,563.3,,855.0,,,734.7,,,-242.0,,14.0,,,,-459.0,,119.1,-533.7,,-242.0,,,-362.3,,,,True,,,,False,,True,False,,False,,,False,,
21115,443,545.0,,445.0,,,,321.0,,196.9,267.1,,531.0,,,,,,102.0,,2.0,,,,-122.0,,-246.1,-175.9,,88.0,,,,,,,True,,,,False,,False,False,,True,,,,,
21117,3747,2790.0,,3090.0,,,,3808.0,,2869.4,3257.6,,3261.0,,,1737.9,,,-957.0,,-657.0,,,,61.0,,-877.6,-489.4,,-486.0,,,-2009.1,,,,True,,,,True,,True,True,,True,,,False,,
21119,231,225.0,,215.0,,,,142.0,,234.0,139.1,,119.0,,,,,,-6.0,,-16.0,,,,-89.0,,3.0,-91.9,,-112.0,,,,,,,False,,,,False,,True,False,,False,,,,,
21121,542,210.0,,227.0,,,,550.0,,146.5,348.1,,210.0,,,,,,-332.0,,-315.0,,,,8.0,,-395.5,-193.9,,-332.0,,,,,,,True,,,,True,,False,True,,False,,,,,
21123,357,320.0,,247.0,,,,166.0,,144.4,132.2,,322.0,,,,,,-37.0,,-110.0,,,,-191.0,,-212.6,-224.8,,-35.0,,,,,,,False,,,,False,,False,False,,True,,,,,
21125,1202,970.0,,1014.0,,,,941.0,,622.2,948.5,,1593.0,,,444.7,,,-232.0,,-188.0,,,,-261.0,,-579.8,-253.5,,391.0,,,-757.3,,,,True,,,,False,,False,False,,False,,,False,,
21127,349,360.0,,530.0,,,,223.0,,2735.6,172.1,,331.0,,,,,,11.0,,181.0,,,,-126.0,,2386.6,-176.9,,-18.0,,,,,,,False,,,,False,,False,False,,False,,,,,
21129,498,1570.0,,626.0,,,,116.0,,2711.4,420.4,,301.0,,,,,,1072.0,,128.0,,,,-382.0,,2213.4,-77.6,,-197.0,,,,,,,True,,,,True,,False,True,,True,,,,,
21131,243,45.0,,45.0,,,,107.0,,5.1,38.3,,15.0,,,,,,-198.0,,-198.0,,,,-136.0,,-237.9,-204.7,,-228.0,,,,,,,False,,,,True,,False,False,,False,,,,,
21133,439,245.0,,324.0,,,,226.0,,330.6,220.8,,204.0,,,,,,-194.0,,-115.0,,,,-213.0,,-108.4,-218.2,,-235.0,,,,,,,True,,,,False,,True,False,,False,,,,,
21135,273,170.0,,145.0,,,,199.0,,142.4,121.2,,79.0,,,,,,-103.0,,-128.0,,,,-74.0,,-130.6,-151.8,,-194.0,,,,,,,False,,,,True,,False,False,,False,,,,,
21137,790,290.0,,257.0,,,,291.0,,113.8,239.2,,267.0,,,,,,-500.0,,-533.0,,,,-499.0,,-676.2,-550.8,,-523.0,,,,,,,False,,,,True,,False,False,,False,,,,,
21139,235,170.0,,97.0,,,,161.0,,447.4,64.6,,293.0,,,,,,-65.0,,-138.0,,,,-74.0,,212.4,-170.4,,58.0,,,,,,,False,,,,False,,False,False,,True,,,,,
