,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,LANL-GrowthRate,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-LANL-GrowthRate,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-LANL-GrowthRate,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
05051,2178,1188.0,,1058.0,,,,,1809.0,,1120.4,1249.0,769.6,107.0,-990.0,,-1120.0,,,,,-369.0,,-1057.6,-929.0,-1408.4,-2071.0,,False,,,,,True,,False,True,False,False
05053,437,174.0,,166.0,,,,,267.0,,190.1,154.0,,164.0,-263.0,,-271.0,,,,,-170.0,,-246.9,-283.0,,-273.0,,False,,,,,True,,True,False,,False
05055,2108,1668.0,,1882.0,,,,,927.0,,2080.5,1966.0,1136.3,558.0,-440.0,,-226.0,,,,,-1181.0,,-27.5,-142.0,-971.7,-1550.0,,True,,,,,False,,True,True,False,False
05057,434,486.0,,775.0,,,,,265.0,,560.8,377.0,,0.0,52.0,,341.0,,,,,-169.0,,126.8,-57.0,,-434.0,,False,,,,,False,,False,False,,False
05059,935,672.0,,1209.0,,,,,690.0,,612.1,775.0,485.5,0.0,-263.0,,274.0,,,,,-245.0,,-322.9,-160.0,-449.5,-935.0,,False,,,,,True,,False,True,False,False
05061,340,354.0,,311.0,,,,,176.0,,363.9,457.0,,94.0,14.0,,-29.0,,,,,-164.0,,23.9,117.0,,-246.0,,False,,,,,False,,False,False,,False
05063,885,636.0,,664.0,,,,,974.0,,530.3,395.0,563.1,449.0,-249.0,,-221.0,,,,,89.0,,-354.7,-490.0,-321.9,-436.0,,True,,,,,True,,False,False,False,False
05065,342,1050.0,,491.0,,,,,235.0,,698.0,398.5,,78.0,708.0,,149.0,,,,,-107.0,,356.0,56.5,,-264.0,,True,,,,,True,,True,True,,True
05067,1684,504.0,,384.0,,,,,431.0,,1846.6,677.0,,0.0,-1180.0,,-1300.0,,,,,-1253.0,,162.6,-1007.0,,-1684.0,,False,,,,,False,,True,True,,False
05069,1639,1416.0,,1183.0,,,,,977.0,,771.9,1465.5,1007.5,0.0,-223.0,,-456.0,,,,,-662.0,,-867.1,-173.5,-631.5,-1639.0,,False,,,,,False,,False,True,False,False
05071,522,204.0,,328.0,,,,,658.0,,146.9,182.0,165.6,89.0,-318.0,,-194.0,,,,,136.0,,-375.1,-340.0,-356.4,-433.0,,True,,,,,True,,False,False,False,False
05073,90,168.0,,51.0,,,,,66.0,,452.1,94.0,,89.0,78.0,,-39.0,,,,,-24.0,,362.1,4.0,,-1.0,,True,,,,,True,,False,True,,True
05075,448,420.0,,372.0,,,,,366.0,,520.0,358.0,,52.0,-28.0,,-76.0,,,,,-82.0,,72.0,-90.0,,-396.0,,False,,,,,False,,False,False,,False
05077,246,30.0,,0.0,,,,,156.0,,22.0,15.0,29.6,14.0,-216.0,,-246.0,,,,,-90.0,,-224.0,-231.0,-216.4,-232.0,,False,,,,,True,,False,False,False,False
05079,371,120.0,,,,,,,228.0,,59.9,7.0,186.6,22.0,-251.0,,,,,,,-143.0,,-311.1,-364.0,-184.4,-349.0,,,,,,,True,,False,False,True,False
05081,207,222.0,,145.0,,,,,156.0,,273.0,147.0,,98.0,15.0,,-62.0,,,,,-51.0,,66.0,-60.0,,-109.0,,False,,,,,False,,False,False,,False
05083,612,216.0,,47.0,,,,,502.0,,128.0,98.0,,183.0,-396.0,,-565.0,,,,,-110.0,,-484.0,-514.0,,-429.0,,False,,,,,True,,False,False,,False
05085,1543,1056.0,,938.0,,,,,1028.0,,903.7,1156.0,676.2,686.0,-487.0,,-605.0,,,,,-515.0,,-639.3,-387.0,-866.8,-857.0,,False,,,,,False,,False,True,False,False
05087,434,174.0,,222.0,,,,,262.0,,169.8,180.0,,6.0,-260.0,,-212.0,,,,,-172.0,,-264.2,-254.0,,-428.0,,True,,,,,True,,False,True,,False
05089,339,240.0,,411.0,,,,,192.0,,724.1,325.0,,336.0,-99.0,,72.0,,,,,-147.0,,385.1,-14.0,,-3.0,,True,,,,,False,,False,True,,True
05091,680,1164.0,,1045.0,,,,,505.0,,2306.5,1314.5,1015.2,0.0,484.0,,365.0,,,,,-175.0,,1626.5,634.5,335.2,-680.0,,True,,,,,True,,False,False,True,False
05093,1424,1248.0,,832.0,,,,,832.0,,1001.3,1235.0,759.1,739.0,-176.0,,-592.0,,,,,-592.0,,-422.7,-189.0,-664.9,-685.0,,False,,,,,False,,False,False,False,False
05095,155,126.0,,79.0,,,,,145.0,,204.4,68.0,,97.0,-29.0,,-76.0,,,,,-10.0,,49.4,-87.0,,-58.0,,False,,,,,True,,False,False,,False
05097,236,72.0,,4.0,,,,,134.0,,69.5,12.0,,154.0,-164.0,,-232.0,,,,,-102.0,,-166.5,-224.0,,-82.0,,False,,,,,True,,False,False,,True
05099,185,180.0,,245.0,,,,,134.0,,246.9,205.0,,72.0,-5.0,,60.0,,,,,-51.0,,61.9,20.0,,-113.0,,False,,,,,False,,False,False,,False
05101,173,132.0,,0.0,,,,,116.0,,71.2,122.0,,14.0,-41.0,,-173.0,,,,,-57.0,,-101.8,-51.0,,-159.0,,False,,,,,False,,False,False,,False
05103,742,234.0,,349.0,,,,,360.0,,199.2,128.0,,170.0,-508.0,,-393.0,,,,,-382.0,,-542.8,-614.0,,-572.0,,True,,,,,True,,False,False,,False
05105,183,150.0,,138.0,,,,,139.0,,340.0,215.0,,229.0,-33.0,,-45.0,,,,,-44.0,,157.0,32.0,,46.0,,False,,,,,False,,False,True,,False
05107,356,180.0,,11.0,,,,,319.0,,125.5,97.5,,0.0,-176.0,,-345.0,,,,,-37.0,,-230.5,-258.5,,-356.0,,False,,,,,True,,False,False,,False
05109,268,84.0,,40.0,,,,,155.0,,97.2,30.0,,75.0,-184.0,,-228.0,,,,,-113.0,,-170.8,-238.0,,-193.0,,False,,,,,True,,True,False,,False
05111,801,948.0,,189.0,,,,,517.0,,1249.7,743.0,242.4,0.0,147.0,,-612.0,,,,,-284.0,,448.7,-58.0,-558.6,-801.0,,False,,,,,False,,False,True,False,False
05113,676,366.0,,626.0,,,,,342.0,,387.2,220.0,,545.0,-310.0,,-50.0,,,,,-334.0,,-288.8,-456.0,,-131.0,,True,,,,,False,,True,False,,True
05115,1788,972.0,,996.0,,,,,1183.0,,745.5,704.0,875.3,430.0,-816.0,,-792.0,,,,,-605.0,,-1042.5,-1084.0,-912.7,-1358.0,,True,,,,,True,,False,False,False,False
05117,178,186.0,,176.0,,,,,152.0,,286.4,237.0,,79.0,8.0,,-2.0,,,,,-26.0,,108.4,59.0,,-99.0,,True,,,,,False,,False,False,,False
05119,8360,4656.0,,7553.0,,,,,4176.0,,3642.2,4744.5,4679.9,3477.0,-3704.0,,-807.0,,,,,-4184.0,,-4717.8,-3615.5,-3680.1,-4883.0,,True,,,,,False,,False,True,True,False
05121,541,378.0,,265.0,,,,,404.0,,321.6,229.0,,0.0,-163.0,,-276.0,,,,,-137.0,,-219.4,-312.0,,-541.0,,False,,,,,True,,False,False,,False
05123,694,336.0,,294.0,,,,,536.0,,165.8,367.0,186.8,0.0,-358.0,,-400.0,,,,,-158.0,,-528.2,-327.0,-507.2,-694.0,,False,,,,,True,,False,True,False,False
05125,3334,2022.0,,3737.0,,,,,1845.0,,2190.4,2854.0,1703.1,3132.0,-1312.0,,403.0,,,,,-1489.0,,-1143.6,-480.0,-1630.9,-202.0,,True,,,,,False,,True,True,False,True
05127,233,180.0,,179.0,,,,,176.0,,171.7,216.0,,75.0,-53.0,,-54.0,,,,,-57.0,,-61.3,-17.0,,-158.0,,False,,,,,False,,False,True,,False
05129,214,114.0,,11.0,,,,,141.0,,165.9,53.0,,77.0,-100.0,,-203.0,,,,,-73.0,,-48.1,-161.0,,-137.0,,False,,,,,True,,True,False,,False
05131,3097,2496.0,,5299.0,,,,,3079.0,,2080.1,3227.5,1566.2,3319.0,-601.0,,2202.0,,,,,-18.0,,-1016.9,130.5,-1530.8,222.0,,False,,,,,True,,False,True,False,True
05133,454,618.0,,13.0,,,,,279.0,,578.9,525.0,260.9,0.0,164.0,,-441.0,,,,,-175.0,,124.9,71.0,-193.1,-454.0,,False,,,,,False,,True,True,False,False
05135,535,342.0,,370.0,,,,,290.0,,288.6,460.0,,419.0,-193.0,,-165.0,,,,,-245.0,,-246.4,-75.0,,-116.0,,True,,,,,False,,False,True,,True
05137,247,42.0,,0.0,,,,,218.0,,36.5,23.0,,36.0,-205.0,,-247.0,,,,,-29.0,,-210.5,-224.0,,-211.0,,False,,,,,True,,False,False,,False
05139,776,546.0,,672.0,,,,,546.0,,571.6,323.0,286.5,536.0,-230.0,,-104.0,,,,,-230.0,,-204.4,-453.0,-489.5,-240.0,,True,,,,,False,,True,False,False,False
05141,409,180.0,,102.0,,,,,314.0,,86.3,89.0,,511.0,-229.0,,-307.0,,,,,-95.0,,-322.7,-320.0,,102.0,,False,,,,,True,,False,False,,True
05143,6847,3846.0,,6018.0,,,,,4114.0,,2627.8,4396.5,3036.6,1383.0,-3001.0,,-829.0,,,,,-2733.0,,-4219.2,-2450.5,-3810.4,-5464.0,,True,,,,,True,,False,True,False,False
05145,2090,1932.0,,4599.0,,,,,1554.0,,3002.7,1688.0,1526.1,1335.0,-158.0,,2509.0,,,,,-536.0,,912.7,-402.0,-563.9,-755.0,,False,,,,,False,,False,False,False,False
05147,144,126.0,,113.0,,,,,113.0,,271.1,54.0,,62.0,-18.0,,-31.0,,,,,-31.0,,127.1,-90.0,,-82.0,,False,,,,,False,,False,False,,False
05149,730,246.0,,40.0,,,,,407.0,,125.9,186.0,128.0,0.0,-484.0,,-690.0,,,,,-323.0,,-604.1,-544.0,-602.0,-730.0,,False,,,,,True,,False,False,False,False
06001,17532,4728.0,,8646.0,,,,,3850.0,,3575.7,4587.5,2925.9,5828.0,-12804.0,,-8886.0,,,,,-13682.0,,-13956.3,-12944.5,-14606.1,-11704.0,,True,,,,,False,,False,False,False,True
06003,41,90.0,,9.0,,,,,12.0,,603.4,17.0,,40.0,49.0,,-32.0,,,,,-29.0,,562.4,-24.0,,-1.0,,True,,,,,True,,False,True,,True
06005,1486,150.0,,376.0,,,,,93.0,,240.8,174.0,,257.0,-1336.0,,-1110.0,,,,,-1393.0,,-1245.2,-1312.0,,-1229.0,,True,,,,,False,,True,True,,True
06007,2652,564.0,,909.0,,,,,789.0,,461.9,813.5,357.9,790.0,-2088.0,,-1743.0,,,,,-1863.0,,-2190.1,-1838.5,-2294.1,-1862.0,,True,,,,,True,,False,True,False,True
06009,504,72.0,,2.0,,,,,97.0,,112.7,42.0,,241.0,-432.0,,-502.0,,,,,-407.0,,-391.3,-462.0,,-263.0,,False,,,,,True,,True,False,,True
06011,488,144.0,,128.0,,,,,56.0,,131.1,98.0,,227.0,-344.0,,-360.0,,,,,-432.0,,-356.9,-390.0,,-261.0,,False,,,,,False,,False,False,,True
06013,13928,4194.0,,6109.0,,,,,2788.0,,3169.4,5642.0,3614.2,5819.0,-9734.0,,-7819.0,,,,,-11140.0,,-10758.6,-8286.0,-10313.8,-8109.0,,True,,,,,False,,False,True,False,True
06015,440,132.0,,137.0,,,,,29.0,,176.5,58.5,,689.0,-308.0,,-303.0,,,,,-411.0,,-263.5,-381.5,,249.0,,True,,,,,False,,True,False,,True
06017,3007,594.0,,2429.0,,,,,456.0,,664.9,1016.0,444.8,1145.0,-2413.0,,-578.0,,,,,-2551.0,,-2342.1,-1991.0,-2562.2,-1862.0,,True,,,,,False,,True,True,False,True
06019,20365,5214.0,,5411.0,,,,,4123.0,,3552.9,5787.0,3490.9,4374.0,-15151.0,,-14954.0,,,,,-16242.0,,-16812.1,-14578.0,-16874.1,-15991.0,,True,,,,,False,,False,True,False,False
06021,558,186.0,,146.0,,,,,92.0,,205.3,179.0,,202.0,-372.0,,-412.0,,,,,-466.0,,-352.7,-379.0,,-356.0,,False,,,,,False,,True,False,,True
06023,782,204.0,,360.0,,,,,68.0,,208.3,115.0,,691.0,-578.0,,-422.0,,,,,-714.0,,-573.7,-667.0,,-91.0,,True,,,,,False,,True,False,,True
06025,7032,2160.0,,863.0,,,,,1726.0,,1452.8,1340.0,792.8,0.0,-4872.0,,-6169.0,,,,,-5306.0,,-5579.2,-5692.0,-6239.2,-7032.0,,False,,,,,False,,False,False,False,False
06027,244,54.0,,2.0,,,,,64.0,,257.2,28.0,,26.0,-190.0,,-242.0,,,,,-180.0,,13.2,-216.0,,-218.0,,False,,,,,True,,True,False,,False
06029,21624,4530.0,,11233.0,,,,,5215.0,,3309.3,4649.5,3436.1,6248.0,-17094.0,,-10391.0,,,,,-16409.0,,-18314.7,-16974.5,-18187.9,-15376.0,,True,,,,,True,,False,True,False,True
06031,5406,1914.0,,5713.0,,,,,883.0,,1869.5,2647.5,776.8,350.0,-3492.0,,307.0,,,,,-4523.0,,-3536.5,-2758.5,-4629.2,-5056.0,,True,,,,,False,,False,True,False,False
06033,653,156.0,,192.0,,,,,136.0,,226.9,107.0,,247.0,-497.0,,-461.0,,,,,-517.0,,-426.1,-546.0,,-406.0,,True,,,,,False,,True,False,,True
06035,3067,102.0,,0.0,,,,,146.0,,98.9,64.0,,305.0,-2965.0,,-3067.0,,,,,-2921.0,,-2968.1,-3003.0,,-2762.0,,False,,,,,True,,False,False,,True
06037,290395,74154.0,,147735.0,,,,,40112.0,,53945.0,89579.5,34981.4,87220.0,-216241.0,,-142660.0,,,,,-250283.0,,-236450.0,-200815.5,-255413.6,-203175.0,,True,,,,,False,,False,True,False,True
06039,3360,930.0,,1794.0,,,,,695.0,,786.6,926.0,574.5,913.0,-2430.0,,-1566.0,,,,,-2665.0,,-2573.4,-2434.0,-2785.5,-2447.0,,True,,,,,False,,False,False,False,False
06041,1619,606.0,,993.0,,,,,470.0,,442.5,294.0,397.6,798.0,-1013.0,,-626.0,,,,,-1149.0,,-1176.5,-1325.0,-1221.4,-821.0,,True,,,,,False,,False,False,False,True
06043,100,48.0,,65.0,,,,,43.0,,15.4,6.0,,507.0,-52.0,,-35.0,,,,,-57.0,,-84.6,-94.0,,407.0,,True,,,,,False,,False,False,,False
06045,970,306.0,,287.0,,,,,97.0,,260.5,206.0,213.9,395.0,-664.0,,-683.0,,,,,-873.0,,-709.5,-764.0,-756.1,-575.0,,False,,,,,False,,False,False,False,True
06047,6044,1848.0,,4301.0,,,,,1431.0,,1462.8,1613.0,1588.4,4923.0,-4196.0,,-1743.0,,,,,-4613.0,,-4581.2,-4431.0,-4455.6,-1121.0,,True,,,,,False,,False,False,False,True
06049,198,138.0,,13.0,,,,,42.0,,1134.1,51.0,,192.0,-60.0,,-185.0,,,,,-156.0,,936.1,-147.0,,-6.0,,False,,,,,False,,False,False,,True
06051,438,852.0,,397.0,,,,,40.0,,2724.8,389.5,,509.0,414.0,,-41.0,,,,,-398.0,,2286.8,-48.5,,71.0,,True,,,,,True,,False,True,,True
06053,10202,2586.0,,3949.0,,,,,1566.0,,2038.0,2423.5,1729.9,3130.0,-7616.0,,-6253.0,,,,,-8636.0,,-8164.0,-7778.5,-8472.1,-7072.0,,True,,,,,False,,False,False,False,True
06055,2499,966.0,,2755.0,,,,,322.0,,957.1,1782.5,440.2,1801.0,-1533.0,,256.0,,,,,-2177.0,,-1541.9,-716.5,-2058.8,-698.0,,True,,,,,False,,False,True,False,True
06057,1521,342.0,,997.0,,,,,209.0,,418.8,638.0,,785.0,-1179.0,,-524.0,,,,,-1312.0,,-1102.2,-883.0,,-736.0,,True,,,,,False,,True,True,,True
06059,59938,11166.0,,15532.0,,,,,10473.0,,8835.9,15558.0,5568.9,11760.0,-48772.0,,-44406.0,,,,,-49465.0,,-51102.1,-44380.0,-54369.1,-48178.0,,True,,,,,False,,False,True,False,True
06061,6305,2034.0,,3052.0,,,,,1186.0,,2581.7,3450.0,944.9,2381.0,-4271.0,,-3253.0,,,,,-5119.0,,-3723.3,-2855.0,-5360.1,-3924.0,,True,,,,,False,,True,True,False,True
06063,306,84.0,,50.0,,,,,53.0,,221.5,47.0,,149.0,-222.0,,-256.0,,,,,-253.0,,-84.5,-259.0,,-157.0,,False,,,,,False,,True,False,,True
06065,71684,15876.0,,23903.0,,,,,14354.0,,14885.1,16759.0,7432.6,11280.0,-55808.0,,-47781.0,,,,,-57330.0,,-56798.9,-54925.0,-64251.4,-60404.0,,True,,,,,False,,False,True,False,False
06067,26473,8070.0,,13515.0,,,,,5127.0,,6602.5,9808.0,4211.2,10692.0,-18403.0,,-12958.0,,,,,-21346.0,,-19870.5,-16665.0,-22261.8,-15781.0,,True,,,,,False,,False,True,False,True
06069,1345,270.0,,444.0,,,,,191.0,,243.8,215.0,263.9,375.0,-1075.0,,-901.0,,,,,-1154.0,,-1101.2,-1130.0,-1081.1,-970.0,,True,,,,,False,,False,False,False,True
06071,89413,19740.0,,34402.0,,,,,12840.0,,17387.6,24644.0,10747.2,20300.0,-69673.0,,-55011.0,,,,,-76573.0,,-72025.4,-64769.0,-78665.8,-69113.0,,True,,,,,False,,False,True,False,True
06073,63316,17436.0,,31920.0,,,,,10119.0,,15069.9,20664.0,8150.0,21167.0,-45880.0,,-31396.0,,,,,-53197.0,,-48246.1,-42652.0,-55166.0,-42149.0,,True,,,,,False,,False,True,False,True
06075,7455,2766.0,,4737.0,,,,,1982.0,,2384.2,4374.5,2344.9,6101.0,-4689.0,,-2718.0,,,,,-5473.0,,-5070.8,-3080.5,-5110.1,-1354.0,,True,,,,,False,,False,True,False,True
06077,13881,3174.0,,3214.0,,,,,3153.0,,2206.6,2645.5,2401.3,4369.0,-10707.0,,-10667.0,,,,,-10728.0,,-11674.4,-11235.5,-11479.7,-9512.0,,True,,,,,False,,False,False,False,True
06079,4030,1620.0,,6224.0,,,,,1089.0,,1094.9,2171.0,820.8,4937.0,-2410.0,,2194.0,,,,,-2941.0,,-2935.1,-1859.0,-3209.2,907.0,,True,,,,,False,,False,True,False,True
06081,8669,2634.0,,6898.0,,,,,1572.0,,1851.4,2890.0,1923.1,4132.0,-6035.0,,-1771.0,,,,,-7097.0,,-6817.6,-5779.0,-6745.9,-4537.0,,True,,,,,False,,False,True,False,True
06083,4250,1104.0,,1074.0,,,,,1604.0,,713.7,1522.0,818.3,1016.0,-3146.0,,-3176.0,,,,,-2646.0,,-3536.3,-2728.0,-3431.7,-3234.0,,False,,,,,True,,False,True,False,False
06085,28768,6906.0,,8496.0,,,,,4214.0,,5487.4,10020.0,4258.5,8182.0,-21862.0,,-20272.0,,,,,-24554.0,,-23280.6,-18748.0,-24509.5,-20586.0,,True,,,,,False,,False,True,False,True
06087,3766,1140.0,,3290.0,,,,,508.0,,1076.0,1879.0,1078.1,739.0,-2626.0,,-476.0,,,,,-3258.0,,-2690.0,-1887.0,-2687.9,-3027.0,,True,,,,,False,,False,True,False,False
06089,4722,2562.0,,13778.0,,,,,626.0,,5078.4,2933.0,1473.9,1260.0,-2160.0,,9056.0,,,,,-4096.0,,356.4,-1789.0,-3248.1,-3462.0,,False,,,,,False,,True,True,False,False
06091,31,6.0,,0.0,,,,,21.0,,24.7,,,163.0,-25.0,,-31.0,,,,,-10.0,,-6.3,,,132.0,,False,,,,,True,,True,,,False
06093,727,306.0,,322.0,,,,,73.0,,2167.3,201.5,,922.0,-421.0,,-405.0,,,,,-654.0,,1440.3,-525.5,,195.0,,True,,,,,False,,False,False,,True
06095,6876,2988.0,,5162.0,,,,,1174.0,,2802.3,2774.5,1816.2,3418.0,-3888.0,,-1714.0,,,,,-5702.0,,-4073.7,-4101.5,-5059.8,-3458.0,,True,,,,,False,,False,False,False,True
06097,6013,3372.0,,5540.0,,,,,1229.0,,3154.8,3253.5,2440.3,3461.0,-2641.0,,-473.0,,,,,-4784.0,,-2858.2,-2759.5,-3572.7,-2552.0,,True,,,,,False,,False,False,False,True
06099,11165,2640.0,,4159.0,,,,,2771.0,,1764.7,2787.5,1397.1,2966.0,-8525.0,,-7006.0,,,,,-8394.0,,-9400.3,-8377.5,-9767.9,-8199.0,,True,,,,,True,,False,True,False,True
06101,3457,480.0,,1379.0,,,,,311.0,,475.6,421.0,190.2,993.0,-2977.0,,-2078.0,,,,,-3146.0,,-2981.4,-3036.0,-3266.8,-2464.0,,True,,,,,False,,False,False,False,True
06103,1664,552.0,,464.0,,,,,195.0,,625.6,547.0,,384.0,-1112.0,,-1200.0,,,,,-1469.0,,-1038.4,-1117.0,,-1280.0,,False,,,,,False,,True,False,,False
06105,208,60.0,,2.0,,,,,24.0,,542.4,29.0,,276.0,-148.0,,-206.0,,,,,-184.0,,334.4,-179.0,,68.0,,False,,,,,False,,False,False,,True
06107,10025,2760.0,,4420.0,,,,,2705.0,,1840.2,2396.5,1647.3,3869.0,-7265.0,,-5605.0,,,,,-7320.0,,-8184.8,-7628.5,-8377.7,-6156.0,,True,,,,,False,,False,False,False,True
06109,1790,228.0,,586.0,,,,,136.0,,310.0,248.0,,438.0,-1562.0,,-1204.0,,,,,-1654.0,,-1480.0,-1542.0,,-1352.0,,True,,,,,False,,True,True,,True
06111,14685,3864.0,,9486.0,,,,,2756.0,,2836.7,4563.0,2411.1,7481.0,-10821.0,,-5199.0,,,,,-11929.0,,-11848.3,-10122.0,-12273.9,-7204.0,,True,,,,,False,,False,True,False,True
06113,3438,1026.0,,2003.0,,,,,529.0,,851.5,1127.0,549.0,1513.0,-2412.0,,-1435.0,,,,,-2909.0,,-2586.5,-2311.0,-2889.0,-1925.0,,True,,,,,False,,False,True,False,True
06115,1826,486.0,,900.0,,,,,270.0,,477.5,471.0,327.8,732.0,-1340.0,,-926.0,,,,,-1556.0,,-1348.5,-1355.0,-1498.2,-1094.0,,True,,,,,False,,False,False,False,True
08001,19103,16068.0,,20108.0,,,,,11921.0,,10617.7,26333.5,15639.0,5830.0,-3035.0,,1005.0,,,,,-7182.0,,-8485.3,7230.5,-3464.0,-13273.0,,True,,,,,False,,False,False,False,False
08003,489,198.0,,226.0,,,,,352.0,,199.6,272.0,,133.0,-291.0,,-263.0,,,,,-137.0,,-289.4,-217.0,,-356.0,,True,,,,,True,,True,True,,False
08005,18969,13920.0,,16199.0,,,,,12364.0,,10386.9,27965.0,11730.7,8496.0,-5049.0,,-2770.0,,,,,-6605.0,,-8582.1,8996.0,-7238.3,-10473.0,,True,,,,,False,,False,False,False,False
08007,357,30.0,,0.0,,,,,62.0,,17.5,23.0,,29.0,-327.0,,-357.0,,,,,-295.0,,-339.5,-334.0,,-328.0,,False,,,,,True,,False,False,,False
08009,124,18.0,,0.0,,,,,108.0,,48.9,23.0,,26.0,-106.0,,-124.0,,,,,-16.0,,-75.1,-101.0,,-98.0,,False,,,,,True,,True,True,,True
08011,843,36.0,,,,,,,58.0,,105.4,17.0,,34.0,-807.0,,,,,,,-785.0,,-737.6,-826.0,,-809.0,,,,,,,True,,True,False,,False
08013,6814,5304.0,,8686.0,,,,,3723.0,,3177.6,8480.5,4276.6,4426.0,-1510.0,,1872.0,,,,,-3091.0,,-3636.4,1666.5,-2537.4,-2388.0,,False,,,,,False,,False,False,False,False
08014,1331,1026.0,,598.0,,,,,1250.0,,1187.6,1976.5,736.4,641.0,-305.0,,-733.0,,,,,-81.0,,-143.4,645.5,-594.6,-690.0,,False,,,,,True,,True,False,False,False
08015,443,180.0,,112.0,,,,,292.0,,120.6,227.0,,101.0,-263.0,,-331.0,,,,,-151.0,,-322.4,-216.0,,-342.0,,False,,,,,True,,False,True,,False
08017,71,6.0,,0.0,,,,,32.0,,10.5,0.0,,23.0,-65.0,,-71.0,,,,,-39.0,,-60.5,-71.0,,-48.0,,False,,,,,True,,True,False,,True
08019,147,66.0,,150.0,,,,,85.0,,235.7,114.0,,38.0,-81.0,,3.0,,,,,-62.0,,88.7,-33.0,,-109.0,,True,,,,,True,,False,True,,False
08021,182,126.0,,42.0,,,,,85.0,,287.0,107.0,,148.0,-56.0,,-140.0,,,,,-97.0,,105.0,-75.0,,-34.0,,False,,,,,False,,False,False,,True
08023,102,54.0,,,,,,,66.0,,37.8,18.0,,70.0,-48.0,,,,,,,-36.0,,-64.2,-84.0,,-32.0,,,,,,,True,,False,False,,True
08025,1374,636.0,,207.0,,,,,160.0,,782.4,216.0,,116.0,-738.0,,-1167.0,,,,,-1214.0,,-591.6,-1158.0,,-1258.0,,False,,,,,False,,True,False,,False
08027,112,48.0,,0.0,,,,,63.0,,214.1,12.0,,83.0,-64.0,,-112.0,,,,,-49.0,,102.1,-100.0,,-29.0,,False,,,,,True,,False,False,,True
08029,969,276.0,,539.0,,,,,165.0,,185.4,305.0,,456.0,-693.0,,-430.0,,,,,-804.0,,-783.6,-664.0,,-513.0,,True,,,,,False,,False,True,,True
08031,21852,19176.0,,21213.0,,,,,14874.0,,11086.4,35462.0,16454.8,9030.0,-2676.0,,-639.0,,,,,-6978.0,,-10765.6,13610.0,-5397.2,-12822.0,,True,,,,,False,,False,False,False,False
08033,46,0.0,,0.0,,,,,22.0,,2.5,,,0.0,-46.0,,-46.0,,,,,-24.0,,-43.5,,,-46.0,,False,,,,,True,,True,,,False
08035,8930,6054.0,,8044.0,,,,,4076.0,,6147.1,12422.0,5642.4,4684.0,-2876.0,,-886.0,,,,,-4854.0,,-2782.9,3492.0,-3287.6,-4246.0,,True,,,,,False,,True,False,False,False
08037,1411,894.0,,2904.0,,,,,521.0,,538.4,1762.0,484.8,567.0,-517.0,,1493.0,,,,,-890.0,,-872.6,351.0,-926.2,-844.0,,False,,,,,False,,False,True,False,False
08039,593,300.0,,690.0,,,,,317.0,,459.6,641.0,,312.0,-293.0,,97.0,,,,,-276.0,,-133.4,48.0,,-281.0,,True,,,,,True,,True,True,,True
08041,23797,17106.0,,44465.0,,,,,14794.0,,17818.4,25988.5,10523.1,12435.0,-6691.0,,20668.0,,,,,-9003.0,,-5978.6,2191.5,-13273.9,-11362.0,,False,,,,,False,,True,True,False,False
08043,2928,1650.0,,2866.0,,,,,1194.0,,2884.3,1834.5,,868.0,-1278.0,,-62.0,,,,,-1734.0,,-43.7,-1093.5,,-2060.0,,True,,,,,False,,True,True,,False
08045,2039,918.0,,1965.0,,,,,419.0,,483.8,1293.0,551.8,664.0,-1121.0,,-74.0,,,,,-1620.0,,-1555.2,-746.0,-1487.2,-1375.0,,True,,,,,False,,False,True,False,False
08047,71,84.0,,195.0,,,,,48.0,,131.5,48.0,,157.0,13.0,,124.0,,,,,-23.0,,60.5,-23.0,,86.0,,False,,,,,False,,False,False,,False
08049,415,84.0,,42.0,,,,,168.0,,109.4,85.0,,123.0,-331.0,,-373.0,,,,,-247.0,,-305.6,-330.0,,-292.0,,False,,,,,True,,True,True,,True
08051,255,150.0,,47.0,,,,,118.0,,136.0,119.0,,273.0,-105.0,,-208.0,,,,,-137.0,,-119.0,-136.0,,18.0,,False,,,,,False,,False,False,,True
08053,11,0.0,,0.0,,,,,14.0,,14.4,,,20.0,-11.0,,-11.0,,,,,3.0,,3.4,,,9.0,,False,,,,,True,,True,,,True
