,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01125,1165,1530.0,1267.1,1364.7,1074.0,810.0,,,,,937.0,,1523.2,588.4,,816.4,1112.8,,,847.4,,1542.5,1042.0,,1103.0,,365.0,102.1,199.7,-91.0,-355.0,,,,,-228.0,,358.2,-576.6,,-348.6,-52.2,,,-317.6,,377.5,-123.0,,-62.0,,True,True,True,True,,,,,True,,True,False,,True,True,,,True,,False,True,,True,
01127,357,297.0,331.7,,250.0,408.0,,,,,252.0,,277.0,95.8,,122.8,230.1,236.0,,113.7,,200.1,,,180.0,259.3,-60.0,-25.3,,-107.0,51.0,,,,,-105.0,,-80.0,-261.2,,-234.2,-126.9,-121.0,,-243.3,,-156.9,,,-177.0,-97.7,True,,False,True,,,,,False,,False,False,,False,False,False,,False,,False,,,False,False
01129,165,69.0,79.8,,33.0,0.0,,,,,64.0,,21.4,25.4,,16.4,37.1,29.0,,18.1,,46.4,,,69.0,35.7,-96.0,-85.2,,-132.0,-165.0,,,,,-101.0,,-143.6,-139.6,,-148.6,-127.9,-136.0,,-146.9,,-118.6,,,-96.0,-129.3,True,,False,False,,,,,False,,False,False,,False,False,False,,False,,False,,,False,False
01131,30,18.0,26.4,,12.0,0.0,,,,,16.0,,10.8,8.3,,2.3,10.5,19.0,,1.1,,15.9,,,3.0,35.4,-12.0,-3.6,,-18.0,-30.0,,,,,-14.0,,-19.2,-21.7,,-27.7,-19.5,-11.0,,-28.9,,-14.1,,,-27.0,5.4,True,,False,False,,,,,False,,False,False,,False,False,True,,False,,False,,,False,True
01133,159,57.0,55.6,,53.0,105.0,,,,,92.0,,53.0,45.3,,16.6,48.0,42.0,,13.4,,42.9,,,28.0,95.8,-102.0,-103.4,,-106.0,-54.0,,,,,-67.0,,-106.0,-113.7,,-142.4,-111.0,-117.0,,-145.6,,-116.1,,,-131.0,-63.2,False,,False,True,,,,,True,,False,False,,False,False,False,,False,,False,,,False,True
02013,2,9.0,9.6,,3.0,0.0,,,,,,,2.4,6.5,,,0.0,5.0,,0.4,,,,,36.0,4.7,7.0,7.6,,1.0,-2.0,,,,,,,0.4,4.5,,,-2.0,3.0,,-1.6,,,,,34.0,2.7,False,,True,True,,,,,,,True,True,,,True,True,,True,,,,,False,True
02016,1,0.0,0.3,,0.0,0.0,,,,,,,0.0,2.7,,,0.1,0.0,,0.6,,,,,0.0,3.0,-1.0,-0.7,,-1.0,-1.0,,,,,,,-1.0,1.7,,,-0.9,-1.0,,-0.4,,,,,-1.0,2.0,True,,False,False,,,,,,,True,False,,,True,False,,True,,,,,False,False
02020,2213,1461.0,1436.0,,1331.0,1980.0,,,,,,,1351.0,981.1,,1277.8,1762.4,2548.0,,1510.6,,864.2,2201.0,,1097.0,560.3,-752.0,-777.0,,-882.0,-233.0,,,,,,,-862.0,-1231.9,,-935.2,-450.6,335.0,,-702.4,,-1348.8,-12.0,,-1116.0,-1652.7,False,,False,True,,,,,,,False,False,,False,True,True,,True,,False,True,,False,False
02050,247,33.0,39.0,,29.0,0.0,,,,,,,43.2,29.2,,4.4,28.8,,,28.2,,38.6,,,26.0,26.5,-214.0,-208.0,,-218.0,-247.0,,,,,,,-203.8,-217.8,,-242.6,-218.2,,,-218.8,,-208.4,,,-221.0,-220.5,True,,False,False,,,,,,,True,False,,False,False,,,False,,True,,,False,False
02060,0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,,0.2,0.0,0.0,,0.0,,,,,0.0,3.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,,0.2,0.0,0.0,,0.0,,,,,0.0,3.0,True,,True,True,,,,,,,False,True,,False,False,True,,True,,,,,True,False
02068,11,12.0,10.8,,5.0,0.0,,,,,,,193.9,7.8,,,0.5,7.0,,2.1,,,,,29.0,81.7,1.0,-0.2,,-6.0,-11.0,,,,,,,182.9,-3.2,,,-10.5,-4.0,,-8.9,,,,,18.0,70.7,True,,False,False,,,,,,,False,False,,,False,False,,False,,,,,False,False
02070,15,3.0,2.8,,0.0,0.0,,,,,,,2.5,5.2,,0.2,0.0,0.0,,1.4,,,,,2.0,3.0,-12.0,-12.2,,-15.0,-15.0,,,,,,,-12.5,-9.8,,-14.8,-15.0,-15.0,,-13.6,,,,,-13.0,-12.0,False,,False,False,,,,,,,False,True,,False,False,False,,False,,,,,False,False
02090,655,477.0,486.8,,475.0,633.0,,,,,,,464.5,258.9,,586.4,594.3,691.0,,838.2,,330.3,,,442.0,272.3,-178.0,-168.2,,-180.0,-22.0,,,,,,,-190.5,-396.1,,-68.6,-60.7,36.0,,183.2,,-324.7,,,-213.0,-382.7,True,,False,True,,,,,,,False,False,,True,True,True,,False,,False,,,False,False
02100,3,0.0,0.1,,0.0,0.0,,,,,,,0.1,0.6,,,0.0,0.0,,0.0,,,,,0.0,3.0,-3.0,-2.9,,-3.0,-3.0,,,,,,,-2.9,-2.4,,,-3.0,-3.0,,-3.0,,,,,-3.0,-0.0,True,,False,False,,,,,,,True,True,,,True,False,,False,,,,,False,True
02105,0,0.0,0.0,,0.0,0.0,,,,,,,0.1,2.5,,,0.0,0.0,,0.0,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,0.1,2.5,,,0.0,0.0,,0.0,,,,,,,True,,True,True,,,,,,,False,False,,,True,True,,True,,,,,,
02110,95,36.0,33.6,,35.0,42.0,,,,,,,36.4,60.7,,8.1,44.0,,,17.4,,35.4,,,25.0,72.5,-59.0,-61.4,,-60.0,-53.0,,,,,,,-58.6,-34.3,,-86.9,-51.0,,,-77.6,,-59.6,,,-70.0,-22.5,False,,False,True,,,,,,,True,True,,False,True,,,False,,False,,,False,True
02122,190,48.0,49.3,,42.0,21.0,,,,,,,51.8,52.3,,13.8,53.8,128.0,,52.6,,40.1,,,72.0,27.5,-142.0,-140.7,,-148.0,-169.0,,,,,,,-138.2,-137.7,,-176.2,-136.2,-62.0,,-137.4,,-149.9,,,-118.0,-162.5,True,,False,False,,,,,,,True,True,,False,True,True,,True,,False,,,True,False
02130,10,3.0,2.0,,2.0,0.0,,,,,,,2.8,5.8,,1.6,0.1,14.0,,1.3,,4.0,,,6.0,3.3,-7.0,-8.0,,-8.0,-10.0,,,,,,,-7.2,-4.2,,-8.4,-9.9,4.0,,-8.7,,-6.0,,,-4.0,-6.7,False,,False,False,,,,,,,False,True,,False,False,True,,False,,True,,,True,True
02150,21,18.0,20.2,,15.0,,,,,,,,22.4,10.8,,1.7,9.1,22.0,,45.3,,,,,42.0,9.4,-3.0,-0.8,,-6.0,,,,,,,,1.4,-10.2,,-19.3,-11.9,1.0,,24.3,,,,,21.0,-11.6,True,,False,,,,,,,,True,False,,False,False,True,,False,,,,,False,False
02158,151,6.0,5.3,,3.0,0.0,,,,,,,5.6,,,,0.1,0.0,,0.7,,,,,6.0,,-145.0,-145.7,,-148.0,-151.0,,,,,,,-145.4,,,,-150.9,-151.0,,-150.3,,,,,-145.0,,False,,False,False,,,,,,,False,,,,False,False,,False,,,,,False,
02164,8,0.0,0.0,,0.0,0.0,,,,,,,0.2,2.1,,,0.0,0.0,,0.0,,,,,,3.0,-8.0,-8.0,,-8.0,-8.0,,,,,,,-7.8,-5.9,,,-8.0,-8.0,,-8.0,,,,,,-5.0,False,,False,False,,,,,,,True,True,,,True,False,,False,,,,,,True
02170,336,177.0,172.1,,131.0,0.0,,,,,,,135.0,164.8,,103.6,177.3,298.0,,376.1,,127.8,,,251.0,88.1,-159.0,-163.9,,-205.0,-336.0,,,,,,,-201.0,-171.2,,-232.4,-158.7,-38.0,,40.1,,-208.2,,,-85.0,-247.9,False,,False,False,,,,,,,False,False,,False,True,True,,True,,False,,,True,False
02180,40,48.0,47.9,,24.0,0.0,,,,,,,73.9,13.1,,3.0,30.3,39.0,,12.1,,,,,51.0,30.6,8.0,7.9,,-16.0,-40.0,,,,,,,33.9,-26.9,,-37.0,-9.7,-1.0,,-27.9,,,,,11.0,-9.4,True,,False,False,,,,,,,False,False,,False,False,True,,False,,,,,False,False
02185,86,78.0,74.2,,40.0,0.0,,,,,,,122.5,28.8,,17.0,67.1,110.0,,10.6,,,,,53.0,40.2,-8.0,-11.8,,-46.0,-86.0,,,,,,,36.5,-57.2,,-69.0,-18.9,24.0,,-75.4,,,,,-33.0,-45.8,False,,False,False,,,,,,,False,False,,False,False,False,,False,,,,,False,False
02188,83,75.0,74.7,,53.0,4.0,,,,,,,102.2,15.0,,23.6,58.2,73.0,,42.2,,,,,28.0,47.6,-8.0,-8.3,,-30.0,-79.0,,,,,,,19.2,-68.0,,-59.4,-24.8,-10.0,,-40.8,,,,,-55.0,-35.4,False,,False,False,,,,,,,False,False,,False,False,False,,False,,,,,False,False
02195,3,3.0,3.0,,2.0,0.0,,,,,,,3.4,0.4,,0.1,0.0,0.0,,5.4,,,,,10.0,,0.0,-0.0,,-1.0,-3.0,,,,,,,0.4,-2.6,,-2.9,-3.0,-3.0,,2.4,,,,,7.0,,False,,False,False,,,,,,,False,False,,False,False,False,,False,,,,,False,
02198,2,0.0,0.7,,0.0,0.0,,,,,,,3.3,5.8,,1.0,0.3,5.0,,19.9,,,,,0.0,,-2.0,-1.3,,-2.0,-2.0,,,,,,,1.3,3.8,,-1.0,-1.7,3.0,,17.9,,,,,-2.0,,True,,False,False,,,,,,,True,False,,True,True,False,,False,,,,,False,
02220,2,27.0,25.9,,12.0,,,,,,,,24.4,8.3,,1.8,11.5,21.0,,4.3,,21.4,,,36.0,5.6,25.0,23.9,,10.0,,,,,,,,22.4,6.3,,-0.2,9.5,19.0,,2.3,,19.4,,,34.0,3.6,True,,True,,,,,,,,True,True,,True,True,True,,True,,True,,,False,True
02230,6,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,-6.0,-6.0,,-6.0,-6.0,,,,,,,-6.0,-6.0,,,-6.0,-6.0,,-6.0,,,,,,,False,,False,False,,,,,,,False,False,,,True,False,,False,,,,,,
02240,22,9.0,9.2,,9.0,0.0,,,,,,,9.3,2.7,,4.8,12.3,6.0,,48.8,,,,,11.0,15.3,-13.0,-12.8,,-13.0,-22.0,,,,,,,-12.7,-19.3,,-17.2,-9.7,-16.0,,26.8,,,,,-11.0,-6.7,True,,False,False,,,,,,,True,False,,False,True,False,,False,,,,,True,True
02261,27,12.0,11.7,,3.0,0.0,,,,,,,11.6,2.6,,3.1,1.0,,,0.0,,,,,27.0,6.3,-15.0,-15.3,,-24.0,-27.0,,,,,,,-15.4,-24.4,,-23.9,-26.0,,,-27.0,,,,,0.0,-20.7,False,,False,False,,,,,,,False,False,,False,False,,,False,,,,,True,False
02275,0,0.0,0.0,,0.0,0.0,,,,,,,0.0,1.0,,,0.0,0.0,,0.6,,,,,0.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,1.0,,,0.0,0.0,,0.6,,,,,0.0,,True,,True,True,,,,,,,False,False,,,False,True,,False,,,,,True,
02282,5,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,0.0,,,,,1.0,6.4,-5.0,-5.0,,-5.0,-5.0,,,,,,,-5.0,-5.0,,,-5.0,-5.0,,-5.0,,,,,-4.0,1.4,False,,False,False,,,,,,,True,False,,,True,False,,False,,,,,True,True
02290,21,9.0,8.6,,6.0,0.0,,,,,,,9.7,2.1,,4.5,1.3,20.0,,19.2,,,,,9.0,6.5,-12.0,-12.4,,-15.0,-21.0,,,,,,,-11.3,-18.9,,-16.5,-19.7,-1.0,,-1.8,,,,,-12.0,-14.5,False,,False,False,,,,,,,True,False,,False,False,True,,True,,,,,False,False
04001,282,162.0,155.7,,120.0,127.0,,,,,312.0,,161.4,65.9,,62.6,116.5,224.0,,21.0,,111.5,,,143.0,80.2,-120.0,-126.3,,-162.0,-155.0,,,,,30.0,,-120.6,-216.1,,-219.4,-165.5,-58.0,,-261.0,,-170.5,,,-139.0,-201.8,False,,False,False,,,,,True,,False,False,,False,False,True,,False,,False,,,False,False
04003,187,51.0,49.7,,45.0,16.0,,,,,195.0,,61.8,116.1,,10.1,42.4,56.0,,29.4,,43.9,,,63.0,45.5,-136.0,-137.3,,-142.0,-171.0,,,,,8.0,,-125.2,-70.9,,-176.9,-144.6,-131.0,,-157.6,,-143.1,,,-124.0,-141.5,False,,False,False,,,,,True,,True,True,,False,False,True,,False,,False,,,True,False
04005,728,669.0,685.9,,426.0,1377.0,,,,,366.0,,661.1,203.8,,391.4,483.1,1196.0,,141.2,,326.5,510.0,,654.0,328.0,-59.0,-42.1,,-302.0,649.0,,,,,-362.0,,-66.9,-524.2,,-336.6,-244.9,468.0,,-586.8,,-401.5,-218.0,,-74.0,-400.0,True,,False,False,,,,,False,,False,False,,False,False,False,,False,,False,False,,False,False
04007,397,420.0,434.5,,277.0,198.0,,,,,62.0,,418.3,87.9,,354.3,295.5,675.0,,264.4,,274.4,,,866.0,45.7,23.0,37.5,,-120.0,-199.0,,,,,-335.0,,21.3,-309.1,,-42.7,-101.5,278.0,,-132.6,,-122.6,,,469.0,-351.3,False,,False,False,,,,,False,,True,False,,False,False,False,,False,,False,,,False,False
04009,233,177.0,170.8,,113.0,42.0,,,,,48.0,,162.6,32.4,,86.6,129.7,268.0,,107.4,,131.6,,,213.0,138.1,-56.0,-62.2,,-120.0,-191.0,,,,,-185.0,,-70.4,-200.6,,-146.4,-103.3,35.0,,-125.6,,-101.4,,,-20.0,-94.9,False,,False,False,,,,,False,,False,False,,False,False,True,,False,,False,,,True,False
04011,44,0.0,0.4,,0.0,0.0,,,,,21.0,,0.8,6.5,,1.0,1.2,0.0,,1.7,,0.3,,,0.0,3.0,-44.0,-43.6,,-44.0,-44.0,,,,,-23.0,,-43.2,-37.5,,-43.0,-42.8,-44.0,,-42.3,,-43.7,,,-44.0,-41.0,True,,False,False,,,,,True,,True,True,,True,True,False,,True,,True,,,False,True
04012,63,12.0,7.4,,10.0,0.0,,,,,21.0,,40.6,20.5,,1.1,12.7,20.0,,1.6,,8.9,,,13.0,21.8,-51.0,-55.6,,-53.0,-63.0,,,,,-42.0,,-22.4,-42.5,,-61.9,-50.3,-43.0,,-61.4,,-54.1,,,-50.0,-41.2,False,,False,False,,,,,True,,True,True,,False,True,True,,False,,False,,,True,True
04013,10209,6015.0,5430.2,5242.0,5034.0,7374.0,,,,,4061.0,,4506.5,3443.1,,4646.0,5097.1,6592.0,,3159.4,,5422.9,4732.0,,4868.0,,-4194.0,-4778.8,-4967.0,-5175.0,-2835.0,,,,,-6148.0,,-5702.5,-6765.9,,-5563.0,-5111.9,-3617.0,,-7049.6,,-4786.1,-5477.0,,-5341.0,,False,False,False,True,,,,,False,,False,False,,False,False,True,,False,,False,False,,False,
04015,221,210.0,198.8,,181.0,194.0,,,,,315.0,,213.9,203.1,,80.7,190.5,238.0,,39.5,,138.9,122.0,,199.0,173.5,-11.0,-22.2,,-40.0,-27.0,,,,,94.0,,-7.1,-17.9,,-140.3,-30.5,17.0,,-181.5,,-82.1,-99.0,,-22.0,-47.5,False,,False,False,,,,,False,,True,False,,False,False,False,,False,,False,False,,False,False
04017,488,99.0,113.5,,78.0,34.0,,,,,464.0,,80.8,60.2,,27.3,92.2,109.0,,27.5,,72.4,,,85.0,129.0,-389.0,-374.5,,-410.0,-454.0,,,,,-24.0,,-407.2,-427.8,,-460.7,-395.8,-379.0,,-460.5,,-415.6,,,-403.0,-359.0,True,,False,False,,,,,True,,False,False,,False,False,True,,False,,False,,,False,True
04019,1562,1578.0,2661.5,1626.2,1236.0,389.0,,,,,885.0,,1379.1,1292.6,,1017.4,1354.4,987.0,,472.7,,1124.8,809.0,,754.0,2782.9,16.0,1099.5,64.2,-326.0,-1173.0,,,,,-677.0,,-182.9,-269.4,,-544.6,-207.6,-575.0,,-1089.3,,-437.2,-753.0,,-808.0,1220.9,False,False,False,False,,,,,False,,False,False,,False,False,False,,False,,False,False,,False,False
04021,972,537.0,586.1,550.4,437.0,835.0,,,,,345.0,,469.3,407.0,,348.7,525.5,508.0,,214.1,,402.2,334.0,,534.0,331.6,-435.0,-385.9,-421.6,-535.0,-137.0,,,,,-627.0,,-502.7,-565.0,,-623.3,-446.5,-464.0,,-757.9,,-569.8,-638.0,,-438.0,-640.4,True,True,False,True,,,,,False,,False,False,,False,False,False,,False,,False,False,,False,False
04023,95,144.0,153.3,,100.0,5.0,,,,,87.0,,119.5,31.4,,33.4,90.7,130.0,,268.1,,131.1,,,0.0,59.8,49.0,58.3,,5.0,-90.0,,,,,-8.0,,24.5,-63.6,,-61.6,-4.3,35.0,,173.1,,36.1,,,-95.0,-35.2,False,,True,False,,,,,True,,True,False,,False,True,True,,False,,True,,,False,True
04025,265,243.0,239.7,,208.0,391.0,,,,,226.0,,208.2,226.1,,151.3,210.9,444.0,,84.3,,217.7,288.0,,248.0,106.2,-22.0,-25.3,,-57.0,126.0,,,,,-39.0,,-56.8,-38.9,,-113.7,-54.1,179.0,,-180.7,,-47.3,23.0,,-17.0,-158.8,False,,False,False,,,,,False,,False,False,,False,False,False,,False,,False,False,,True,False
04027,686,408.0,410.0,416.3,318.0,332.0,,,,,174.0,,335.0,135.3,,136.1,306.1,537.0,,34.6,,663.6,304.0,,392.0,295.4,-278.0,-276.0,-269.7,-368.0,-354.0,,,,,-512.0,,-351.0,-550.7,,-549.9,-379.9,-149.0,,-651.4,,-22.4,-382.0,,-294.0,-390.6,True,True,False,False,,,,,False,,False,False,,False,False,True,,False,,True,False,,False,False
05001,201,150.0,149.6,,116.0,245.0,,,,,117.0,,178.3,52.9,,94.6,122.7,299.0,,60.2,,67.2,,,107.0,49.8,-51.0,-51.4,,-85.0,44.0,,,,,-84.0,,-22.7,-148.1,,-106.4,-78.3,98.0,,-140.8,,-133.8,,,-94.0,-151.2,False,,False,True,,,,,False,,True,False,,False,False,False,,False,,False,,,False,False
05003,80,60.0,63.8,,45.0,0.0,,,,,80.0,,52.9,27.3,,26.5,42.4,67.0,,31.4,,49.5,,,54.0,34.5,-20.0,-16.2,,-35.0,-80.0,,,,,0.0,,-27.1,-52.7,,-53.5,-37.6,-13.0,,-48.5,,-30.5,,,-26.0,-45.5,True,,False,False,,,,,True,,False,False,,False,False,True,,False,,False,,,False,False
05005,246,180.0,169.4,,169.0,153.0,,,,,184.0,,252.5,141.6,,88.3,161.4,199.0,,74.6,,205.6,,,128.0,502.1,-66.0,-76.6,,-77.0,-93.0,,,,,-62.0,,6.5,-104.4,,-157.7,-84.6,-47.0,,-171.4,,-40.4,,,-118.0,256.1,False,,False,False,,,,,True,,True,False,,False,False,True,,False,,True,,,False,False
05007,1161,1032.0,977.5,,822.0,822.0,,,,,1300.0,,927.5,276.0,,557.2,893.4,1174.0,,332.5,,678.2,629.0,,739.0,481.0,-129.0,-183.5,,-339.0,-339.0,,,,,139.0,,-233.5,-885.0,,-603.8,-267.6,13.0,,-828.5,,-482.8,-532.0,,-422.0,-680.0,False,,False,False,,,,,False,,False,False,,False,False,True,,False,,False,False,,False,False
05009,224,255.0,244.5,,210.0,207.0,,,,,294.0,,300.9,134.4,,195.4,211.2,227.0,,167.5,,206.3,,,192.0,192.9,31.0,20.5,,-14.0,-17.0,,,,,70.0,,76.9,-89.6,,-28.6,-12.8,3.0,,-56.5,,-17.7,,,-32.0,-31.1,True,,True,True,,,,,False,,False,False,,True,True,True,,False,,True,,,False,False
05011,24,9.0,7.9,,9.0,0.0,,,,,62.0,,12.3,17.4,,0.5,11.6,,,4.0,,17.1,,,4.0,2.8,-15.0,-16.1,,-15.0,-24.0,,,,,38.0,,-11.7,-6.6,,-23.5,-12.4,,,-20.0,,-6.9,,,-20.0,-21.2,False,,False,False,,,,,False,,True,True,,False,True,,,False,,True,,,False,False
05013,12,0.0,3.5,,0.0,0.0,,,,,20.0,,1.2,5.9,,,0.8,0.0,,0.8,,,,,1.0,9.7,-12.0,-8.5,,-12.0,-12.0,,,,,8.0,,-10.8,-6.1,,,-11.2,-12.0,,-11.2,,,,,-11.0,-2.3,True,,False,False,,,,,True,,True,True,,,True,False,,True,,,,,True,True
05015,238,282.0,292.4,,230.0,268.0,,,,,157.0,,310.8,79.5,,168.1,228.9,395.0,,222.7,,171.0,,,233.0,210.7,44.0,54.4,,-8.0,30.0,,,,,-81.0,,72.8,-158.5,,-69.9,-9.1,157.0,,-15.3,,-67.0,,,-5.0,-27.3,False,,True,True,,,,,False,,False,False,,False,True,False,,True,,False,,,True,True
05017,36,24.0,23.3,,22.0,0.0,,,,,74.0,,26.4,13.3,,4.1,18.6,,,5.4,,28.0,,,14.0,23.9,-12.0,-12.7,,-14.0,-36.0,,,,,38.0,,-9.6,-22.7,,-31.9,-17.4,,,-30.6,,-8.0,,,-22.0,-12.1,False,,False,False,,,,,False,,True,False,,False,False,,,False,,True,,,False,False
05019,114,117.0,117.2,,105.0,131.0,,,,,141.0,,129.6,37.1,,49.5,103.7,162.0,,56.7,,81.7,,,116.0,74.5,3.0,3.2,,-9.0,17.0,,,,,27.0,,15.6,-76.9,,-64.5,-10.3,48.0,,-57.3,,-32.3,,,2.0,-39.5,False,,False,False,,,,,False,,False,False,,False,False,False,,False,,False,,,True,False
05021,139,114.0,114.4,,112.0,125.0,,,,,91.0,,139.0,60.4,,95.8,114.3,181.0,,113.5,,109.7,,,124.0,66.6,-25.0,-24.6,,-27.0,-14.0,,,,,-48.0,,0.0,-78.6,,-43.2,-24.7,42.0,,-25.5,,-29.3,,,-15.0,-72.4,True,,False,True,,,,,False,,True,False,,False,True,False,,False,,False,,,True,False
05023,96,90.0,82.1,,78.0,102.0,,,,,180.0,,82.8,32.4,,55.7,75.1,69.0,,45.2,,63.3,,,127.0,52.3,-6.0,-13.9,,-18.0,6.0,,,,,84.0,,-13.2,-63.6,,-40.3,-20.9,-27.0,,-50.8,,-32.7,,,31.0,-43.7,False,,False,False,,,,,False,,False,False,,False,False,False,,False,,False,,,False,False
05025,36,18.0,20.7,,19.0,16.0,,,,,29.0,,20.8,14.6,,3.9,19.4,20.0,,73.8,,14.9,,,8.0,30.2,-18.0,-15.3,,-17.0,-20.0,,,,,-7.0,,-15.2,-21.4,,-32.1,-16.6,-16.0,,37.8,,-21.1,,,-28.0,-5.8,True,,True,False,,,,,True,,True,False,,False,True,True,,False,,False,,,False,True
05027,142,306.0,307.9,,260.0,451.0,,,,,105.0,,406.6,70.0,,265.6,251.7,538.0,,136.4,,187.0,,,332.0,212.4,164.0,165.9,,118.0,309.0,,,,,-37.0,,264.6,-72.0,,123.6,109.7,396.0,,-5.6,,45.0,,,190.0,70.4,False,,True,False,,,,,True,,False,True,,True,True,False,,True,,True,,,False,True
05029,47,90.0,91.5,,78.0,78.0,,,,,242.0,,78.0,37.9,,56.6,75.6,,,89.3,,55.9,,,119.0,49.7,43.0,44.5,,31.0,31.0,,,,,195.0,,31.0,-9.1,,9.6,28.6,,,42.3,,8.9,,,72.0,2.7,False,,True,True,,,,,False,,True,True,,True,True,,,True,,True,,,False,True
05031,1145,879.0,893.1,,730.0,726.0,,,,,832.0,,972.8,622.7,,551.0,880.1,1175.0,,449.2,,635.1,,,869.0,519.0,-266.0,-251.9,,-415.0,-419.0,,,,,-313.0,,-172.2,-522.3,,-594.0,-264.9,30.0,,-695.8,,-509.9,,,-276.0,-626.0,True,,False,False,,,,,False,,True,False,,False,True,True,,False,,False,,,False,False
05033,453,480.0,481.0,,410.0,511.0,,,,,481.0,,549.9,231.2,,317.4,407.8,603.0,,279.7,,328.7,,,455.0,236.8,27.0,28.0,,-43.0,58.0,,,,,28.0,,96.9,-221.8,,-135.6,-45.2,150.0,,-173.3,,-124.3,,,2.0,-216.2,False,,False,False,,,,,False,,False,False,,False,False,False,,False,,False,,,True,False
05035,331,183.0,181.9,,168.0,221.0,,,,,333.0,,202.2,149.7,,68.7,165.1,209.0,,39.7,,136.8,,,157.0,145.2,-148.0,-149.1,,-163.0,-110.0,,,,,2.0,,-128.8,-181.3,,-262.3,-165.9,-122.0,,-291.3,,-194.2,,,-174.0,-185.8,False,,False,True,,,,,True,,True,False,,False,False,True,,False,,False,,,False,False
05037,94,129.0,123.4,,116.0,103.0,,,,,148.0,,130.9,68.2,,58.2,98.4,132.0,,100.2,,145.7,,,34.0,117.1,35.0,29.4,,22.0,9.0,,,,,54.0,,36.9,-25.8,,-35.8,4.4,38.0,,6.2,,51.7,,,-60.0,23.1,True,,True,True,,,,,False,,False,True,,False,True,False,,True,,False,,,False,True
05039,12,21.0,22.0,,19.0,15.0,,,,,44.0,,20.2,13.5,,5.6,16.9,20.0,,24.6,,21.5,,,17.0,24.9,9.0,10.0,,7.0,3.0,,,,,32.0,,8.2,1.5,,-6.4,4.9,8.0,,12.6,,9.5,,,5.0,12.9,False,,True,True,,,,,False,,True,True,,True,True,True,,False,,False,,,True,False
05041,82,66.0,63.9,,63.0,17.0,,,,,66.0,,69.1,21.8,,37.0,64.3,55.0,,80.2,,40.8,,,77.0,31.3,-16.0,-18.1,,-19.0,-65.0,,,,,-16.0,,-12.9,-60.2,,-45.0,-17.7,-27.0,,-1.8,,-41.2,,,-5.0,-50.7,False,,False,False,,,,,False,,True,False,,False,False,False,,True,,False,,,True,False
05043,63,18.0,14.5,,18.0,3.0,,,,,100.0,,20.7,26.8,,4.1,21.4,,,6.4,,17.5,,,12.0,35.8,-45.0,-48.5,,-45.0,-60.0,,,,,37.0,,-42.3,-36.2,,-58.9,-41.6,,,-56.5,,-45.5,,,-51.0,-27.2,False,,False,False,,,,,True,,True,True,,False,True,,,False,,False,,,False,True
