,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
16083,1319,780.0,779.5,,574.0,1146.0,,,,,417.0,,827.4,546.7,,560.4,582.7,1403.0,,184.4,,484.6,,,612.0,250.0,-539.0,-539.5,,-745.0,-173.0,,,,,-902.0,,-491.6,-772.3,,-758.6,-736.3,84.0,,-1134.6,,-834.4,,,-707.0,-1069.0,False,,False,True,,,,,False,,True,False,,False,False,True,,False,,False,,,False,False
16085,17,21.0,20.2,,14.0,,,,,,25.0,,20.0,16.1,,9.4,6.7,43.0,,4.8,,15.8,,,20.0,8.7,4.0,3.2,,-3.0,,,,,,8.0,,3.0,-0.9,,-7.6,-10.3,26.0,,-12.2,,-1.2,,,3.0,-8.3,True,,True,,,,,,False,,True,True,,False,False,False,,False,,True,,,True,False
16087,55,81.0,71.3,,44.0,44.0,,,,,33.0,,77.6,26.6,,43.5,58.3,123.0,,18.9,,52.7,,,46.0,56.4,26.0,16.3,,-11.0,-11.0,,,,,-22.0,,22.6,-28.4,,-11.5,3.3,68.0,,-36.1,,-2.3,,,-9.0,1.4,True,,True,True,,,,,True,,True,False,,True,True,False,,False,,True,,,True,True
17001,591,405.0,404.2,,303.0,443.0,,,,,406.0,,383.9,216.7,,162.7,286.3,714.0,,36.5,,214.3,,,450.0,89.8,-186.0,-186.8,,-288.0,-148.0,,,,,-185.0,,-207.1,-374.3,,-428.3,-304.7,123.0,,-554.5,,-376.7,,,-141.0,-501.2,False,,False,True,,,,,True,,False,False,,False,False,True,,False,,False,,,True,False
17003,32,24.0,23.2,,23.0,41.0,,,,,17.0,,27.9,12.3,,8.5,24.6,40.0,,21.0,,24.6,,,28.0,20.4,-8.0,-8.8,,-9.0,9.0,,,,,-15.0,,-4.1,-19.7,,-23.5,-7.4,8.0,,-11.0,,-7.4,,,-4.0,-11.6,False,,False,False,,,,,False,,True,False,,False,True,False,,False,,True,,,True,False
17005,130,108.0,92.1,,81.0,104.0,,,,,54.0,,114.5,60.4,,38.9,78.8,84.0,,31.5,,91.3,,,95.0,85.4,-22.0,-37.9,,-49.0,-26.0,,,,,-76.0,,-15.5,-69.6,,-91.1,-51.2,-46.0,,-98.5,,-38.7,,,-35.0,-44.6,False,,False,False,,,,,False,,True,False,,False,False,False,,False,,False,,,False,False
17007,631,258.0,260.1,,220.0,299.0,,,,,199.0,,219.9,250.0,,160.3,278.1,387.0,,224.0,,215.4,,,269.0,111.0,-373.0,-370.9,,-411.0,-332.0,,,,,-432.0,,-411.1,-381.0,,-470.7,-352.9,-244.0,,-407.0,,-415.6,,,-362.0,-520.0,True,,False,True,,,,,False,,False,False,,False,True,True,,False,,False,,,True,False
17009,37,36.0,32.9,,28.0,64.0,,,,,54.0,,74.7,16.1,,3.2,19.1,31.0,,10.7,,21.9,,,38.0,25.0,-1.0,-4.1,,-9.0,27.0,,,,,17.0,,37.7,-20.9,,-33.8,-17.9,-6.0,,-26.3,,-15.1,,,1.0,-12.0,False,,False,False,,,,,False,,False,False,,False,False,False,,False,,False,,,False,False
17011,176,246.0,241.2,,200.0,286.0,,,,,139.0,,233.3,168.1,,135.7,209.6,342.0,,44.4,,212.7,,,207.0,145.4,70.0,65.2,,24.0,110.0,,,,,-37.0,,57.3,-7.9,,-40.3,33.6,166.0,,-131.6,,36.7,,,31.0,-30.6,True,,True,False,,,,,True,,True,True,,True,True,False,,False,,True,,,True,True
17013,4,21.0,16.2,,15.0,42.0,,,,,13.0,,34.2,13.8,,2.5,17.2,,,6.6,,,,,19.0,63.7,17.0,12.2,,11.0,38.0,,,,,9.0,,30.2,9.8,,-1.5,13.2,,,2.6,,,,,15.0,59.7,True,,True,False,,,,,True,,False,True,,True,True,,,True,,,,,True,False
17015,159,45.0,62.5,,49.0,63.0,,,,,77.0,,54.6,40.4,,6.2,35.7,81.0,,7.3,,50.2,,,23.0,67.7,-114.0,-96.5,,-110.0,-96.0,,,,,-82.0,,-104.4,-118.6,,-152.8,-123.3,-78.0,,-151.7,,-108.8,,,-136.0,-91.3,True,,True,True,,,,,True,,True,False,,False,False,True,,False,,True,,,False,True
17017,48,51.0,49.2,,44.0,44.0,,,,,40.0,,50.7,42.2,,16.4,44.3,144.0,,20.8,,71.9,,,31.0,43.8,3.0,1.2,,-4.0,-4.0,,,,,-8.0,,2.7,-5.8,,-31.6,-3.7,96.0,,-27.2,,23.9,,,-17.0,-4.2,True,,False,False,,,,,False,,True,False,,False,False,False,,False,,False,,,False,False
17019,1037,1098.0,1055.6,,955.0,1609.0,,,,,752.0,,955.7,1178.9,,756.3,942.0,932.0,,434.5,,1125.5,743.0,,1121.0,1044.1,61.0,18.6,,-82.0,572.0,,,,,-285.0,,-81.3,141.9,,-280.7,-95.0,-105.0,,-602.5,,88.5,-294.0,,84.0,7.1,True,,False,False,,,,,False,,False,False,,False,False,False,,False,,False,False,,False,True
17021,191,249.0,199.2,,175.0,336.0,,,,,137.0,,354.7,92.0,,136.2,169.0,360.0,,81.9,,208.5,,,212.0,176.5,58.0,8.2,,-16.0,145.0,,,,,-54.0,,163.7,-99.0,,-54.8,-22.0,169.0,,-109.1,,17.5,,,21.0,-14.5,True,,True,False,,,,,True,,False,False,,True,True,False,,False,,True,,,True,True
17023,117,54.0,52.4,,50.0,79.0,,,,,51.0,,74.4,39.1,,16.4,40.8,83.0,,161.2,,34.5,,,111.0,20.5,-63.0,-64.6,,-67.0,-38.0,,,,,-66.0,,-42.6,-77.8,,-100.6,-76.2,-34.0,,44.2,,-82.5,,,-6.0,-96.5,False,,False,True,,,,,False,,True,False,,False,False,True,,True,,False,,,True,False
17025,119,111.0,110.3,,73.0,78.0,,,,,42.0,,96.9,54.2,,51.0,83.6,36.0,,79.5,,,,,104.0,48.8,-8.0,-8.7,,-46.0,-41.0,,,,,-77.0,,-22.1,-64.8,,-68.0,-35.4,-83.0,,-39.5,,,,,-15.0,-70.2,False,,False,False,,,,,False,,False,False,,False,False,False,,False,,,,,False,False
17027,454,378.0,375.5,,340.0,373.0,,,,,137.0,,347.2,234.8,,268.5,349.7,384.0,,218.2,,374.6,,,334.0,260.6,-76.0,-78.5,,-114.0,-81.0,,,,,-317.0,,-106.8,-219.2,,-185.5,-104.3,-70.0,,-235.8,,-79.4,,,-120.0,-193.4,False,,False,False,,,,,False,,False,False,,False,False,True,,False,,False,,,False,False
17029,342,312.0,328.8,,255.0,362.0,,,,,304.0,,269.7,215.5,,103.8,250.8,260.0,,69.0,,193.2,,,282.0,184.1,-30.0,-13.2,,-87.0,20.0,,,,,-38.0,,-72.3,-126.5,,-238.2,-91.2,-82.0,,-273.0,,-148.8,,,-60.0,-157.9,True,,False,True,,,,,False,,False,False,,False,False,False,,False,,False,,,False,False
17031,25976,14271.0,13913.8,10199.2,11289.0,13841.0,,,,,10733.0,,10974.2,7509.1,,11255.9,13334.6,16912.0,,10300.3,,11940.7,16766.0,,15168.0,,-11705.0,-12062.2,-15776.8,-14687.0,-12135.0,,,,,-15243.0,,-15001.8,-18466.9,,-14720.1,-12641.4,-9064.0,,-15675.7,,-14035.3,-9210.0,,-10808.0,,False,False,False,False,,,,,False,,False,False,,False,False,True,,False,,False,True,,True,
17033,167,114.0,111.6,,93.0,115.0,,,,,71.0,,116.4,43.8,,34.3,76.4,69.0,,0.0,,108.4,,,0.0,119.1,-53.0,-55.4,,-74.0,-52.0,,,,,-96.0,,-50.6,-123.2,,-132.7,-90.6,-98.0,,-167.0,,-58.6,,,-167.0,-47.9,False,,False,True,,,,,False,,True,False,,False,False,False,,False,,False,,,False,True
17035,60,18.0,18.2,,20.0,21.0,,,,,36.0,,20.8,25.0,,2.2,18.8,72.0,,12.8,,51.5,,,19.0,31.7,-42.0,-41.8,,-40.0,-39.0,,,,,-24.0,,-39.2,-35.0,,-57.8,-41.2,12.0,,-47.2,,-8.5,,,-41.0,-28.3,True,,True,True,,,,,True,,True,True,,False,True,True,,False,,True,,,True,True
17037,610,420.0,429.1,,396.0,424.0,,,,,478.0,,372.3,496.2,,245.4,459.9,645.0,,443.2,,329.1,,,442.0,259.5,-190.0,-180.9,,-214.0,-186.0,,,,,-132.0,,-237.7,-113.8,,-364.6,-150.1,35.0,,-166.8,,-280.9,,,-168.0,-350.5,True,,False,True,,,,,True,,False,True,,False,True,True,,True,,False,,,True,False
17039,115,72.0,79.4,,58.0,84.0,,,,,58.0,,90.8,66.0,,19.0,48.9,69.0,,11.9,,84.6,,,80.0,36.9,-43.0,-35.6,,-57.0,-31.0,,,,,-57.0,,-24.2,-49.0,,-96.0,-66.1,-46.0,,-103.1,,-30.4,,,-35.0,-78.1,True,,False,True,,,,,False,,True,False,,False,False,False,,False,,True,,,True,False
17041,318,87.0,88.5,,75.0,67.0,,,,,65.0,,85.9,45.4,,76.9,105.1,137.0,,101.8,,69.8,,,98.0,59.4,-231.0,-229.5,,-243.0,-251.0,,,,,-253.0,,-232.1,-272.6,,-241.1,-212.9,-181.0,,-216.2,,-248.2,,,-220.0,-258.6,True,,False,False,,,,,False,,False,False,,False,True,True,,True,,False,,,True,False
17043,4417,2208.0,2256.9,2072.1,1889.0,1760.0,,,,,2033.0,,1948.3,2970.9,,1519.0,2102.8,2469.0,,1751.1,,1779.0,1938.0,,2355.0,1521.2,-2209.0,-2160.1,-2344.9,-2528.0,-2657.0,,,,,-2384.0,,-2468.7,-1446.1,,-2898.0,-2314.2,-1948.0,,-2665.9,,-2638.0,-2479.0,,-2062.0,-2895.8,True,False,False,False,,,,,False,,False,True,,False,False,True,,False,,False,False,,True,False
17045,35,21.0,22.2,,17.0,0.0,,,,,52.0,,26.5,37.9,,3.4,12.9,42.0,,7.0,,29.3,,,21.0,15.8,-14.0,-12.8,,-18.0,-35.0,,,,,17.0,,-8.5,2.9,,-31.6,-22.1,7.0,,-28.0,,-5.7,,,-14.0,-19.2,True,,False,False,,,,,False,,True,True,,False,False,True,,False,,True,,,False,False
17047,36,24.0,24.8,,21.0,29.0,,,,,16.0,,24.4,16.4,,3.7,20.6,,,33.0,,,,,18.0,13.7,-12.0,-11.2,,-15.0,-7.0,,,,,-20.0,,-11.6,-19.6,,-32.3,-15.4,,,-3.0,,,,,-18.0,-22.3,True,,False,True,,,,,False,,True,False,,False,False,,,True,,,,,False,False
17049,244,150.0,145.4,,127.0,94.0,,,,,139.0,,128.6,110.4,,81.9,132.9,86.0,,67.0,,174.0,,,113.0,112.4,-94.0,-98.6,,-117.0,-150.0,,,,,-105.0,,-115.4,-133.6,,-162.1,-111.1,-158.0,,-177.0,,-70.0,,,-131.0,-131.6,False,,False,False,,,,,False,,False,False,,False,False,False,,False,,True,,,False,False
17051,214,162.0,165.5,,113.0,208.0,,,,,99.0,,177.7,70.9,,64.7,111.2,137.0,,24.5,,173.0,,,97.0,96.5,-52.0,-48.5,,-101.0,-6.0,,,,,-115.0,,-36.3,-143.1,,-149.3,-102.8,-77.0,,-189.5,,-41.0,,,-117.0,-117.5,True,,False,True,,,,,False,,True,False,,False,False,False,,False,,True,,,False,False
17053,82,15.0,13.9,,18.0,28.0,,,,,52.0,,26.2,28.8,,4.4,20.6,42.0,,10.5,,17.0,,,18.0,18.6,-67.0,-68.1,,-64.0,-54.0,,,,,-30.0,,-55.8,-53.2,,-77.6,-61.4,-40.0,,-71.5,,-65.0,,,-64.0,-63.4,False,,True,True,,,,,True,,True,True,,False,True,True,,False,,True,,,True,True
17055,383,117.0,121.7,,109.0,147.0,,,,,97.0,,99.7,113.0,,74.2,125.8,90.0,,61.3,,118.6,,,98.0,122.3,-266.0,-261.3,,-274.0,-236.0,,,,,-286.0,,-283.3,-270.0,,-308.8,-257.2,-293.0,,-321.7,,-264.4,,,-285.0,-260.7,True,,False,True,,,,,False,,False,False,,False,True,False,,False,,True,,,False,True
17057,291,99.0,99.8,,96.0,144.0,,,,,120.0,,153.1,126.5,,36.3,93.9,168.0,,34.2,,92.7,,,154.0,51.8,-192.0,-191.2,,-195.0,-147.0,,,,,-171.0,,-137.9,-164.5,,-254.7,-197.1,-123.0,,-256.8,,-198.3,,,-137.0,-239.2,True,,False,True,,,,,True,,True,True,,False,False,True,,False,,False,,,True,False
17059,29,15.0,15.6,,10.0,0.0,,,,,19.0,,16.6,8.1,,4.0,7.6,22.0,,8.3,,,,,24.0,8.4,-14.0,-13.4,,-19.0,-29.0,,,,,-10.0,,-12.4,-20.9,,-25.0,-21.4,-7.0,,-20.7,,,,,-5.0,-20.6,True,,False,False,,,,,True,,True,False,,False,False,True,,False,,,,,True,False
17061,49,36.0,30.6,,33.0,39.0,,,,,67.0,,47.2,39.4,,8.0,23.4,,,2.3,,,,,33.0,56.4,-13.0,-18.4,,-16.0,-10.0,,,,,18.0,,-1.8,-9.6,,-41.0,-25.6,,,-46.7,,,,,-16.0,7.4,False,,False,True,,,,,False,,True,True,,False,False,,,False,,,,,False,True
17063,244,147.0,170.4,,139.0,133.0,,,,,172.0,,134.6,174.7,,65.2,145.5,199.0,,43.9,,151.4,,,163.0,110.2,-97.0,-73.6,,-105.0,-111.0,,,,,-72.0,,-109.4,-69.3,,-178.8,-98.5,-45.0,,-200.1,,-92.6,,,-81.0,-133.8,True,,False,False,,,,,True,,False,True,,False,False,True,,False,,True,,,True,False
17065,42,24.0,24.2,,23.0,22.0,,,,,33.0,,23.4,17.8,,6.9,20.2,24.0,,45.6,,,,,17.0,22.3,-18.0,-17.8,,-19.0,-20.0,,,,,-9.0,,-18.6,-24.2,,-35.1,-21.8,-18.0,,3.6,,,,,-25.0,-19.7,True,,False,False,,,,,True,,False,False,,False,False,False,,True,,,,,False,False
17067,74,60.0,59.8,,48.0,42.0,,,,,55.0,,79.5,60.4,,11.0,56.9,66.0,,16.2,,52.4,,,80.0,45.8,-14.0,-14.2,,-26.0,-32.0,,,,,-19.0,,5.5,-13.6,,-63.0,-17.1,-8.0,,-57.8,,-21.6,,,6.0,-28.2,False,,False,False,,,,,False,,True,True,,False,False,True,,False,,False,,,True,False
17069,13,3.0,0.4,,3.0,0.0,,,,,11.0,,3.4,6.0,,1.0,3.1,,,0.6,,,,,1.0,13.6,-10.0,-12.6,,-10.0,-13.0,,,,,-2.0,,-9.6,-7.0,,-12.0,-9.9,,,-12.4,,,,,-12.0,0.6,False,,False,False,,,,,True,,True,True,,False,True,,,False,,,,,False,True
17071,52,30.0,29.6,,19.0,6.0,,,,,27.0,,20.9,10.5,,4.0,19.2,30.0,,12.1,,,,,47.0,15.9,-22.0,-22.4,,-33.0,-46.0,,,,,-25.0,,-31.1,-41.5,,-48.0,-32.8,-22.0,,-39.9,,,,,-5.0,-36.1,False,,False,False,,,,,False,,False,False,,False,False,False,,False,,,,,True,False
17073,143,105.0,116.4,,104.0,118.0,,,,,229.0,,88.5,193.0,,53.5,119.4,102.0,,108.8,,97.4,,,99.0,72.6,-38.0,-26.6,,-39.0,-25.0,,,,,86.0,,-54.5,50.0,,-89.5,-23.6,-41.0,,-34.2,,-45.6,,,-44.0,-70.4,True,,False,True,,,,,False,,False,False,,False,True,False,,True,,False,,,False,False
17075,120,15.0,12.4,,20.0,21.0,,,,,93.0,,20.6,48.0,,6.3,30.7,,,23.9,,14.4,,,11.0,37.5,-105.0,-107.6,,-100.0,-99.0,,,,,-27.0,,-99.4,-72.0,,-113.7,-89.3,,,-96.1,,-105.6,,,-109.0,-82.5,False,,True,True,,,,,True,,True,True,,False,True,,,True,,False,,,False,True
17077,232,99.0,100.5,,95.0,26.0,,,,,271.0,,95.5,265.7,,34.5,95.3,40.0,,18.9,,125.1,,,51.0,200.1,-133.0,-131.5,,-137.0,-206.0,,,,,39.0,,-136.5,33.7,,-197.5,-136.7,-192.0,,-213.1,,-106.9,,,-181.0,-31.9,True,,False,False,,,,,True,,False,True,,False,False,False,,False,,True,,,False,True
17079,48,9.0,12.7,,10.0,0.0,,,,,31.0,,9.1,17.3,,4.6,27.9,,,3.4,,56.0,,,11.0,29.3,-39.0,-35.3,,-38.0,-48.0,,,,,-17.0,,-38.9,-30.7,,-43.4,-20.1,,,-44.6,,8.0,,,-37.0,-18.7,True,,True,False,,,,,True,,True,True,,False,True,,,False,,True,,,True,True
17081,235,177.0,177.1,,169.0,227.0,,,,,138.0,,171.5,184.0,,149.5,202.0,253.0,,261.8,,125.9,,,213.0,115.1,-58.0,-57.9,,-66.0,-8.0,,,,,-97.0,,-63.5,-51.0,,-85.5,-33.0,18.0,,26.8,,-109.1,,,-22.0,-119.9,True,,False,True,,,,,False,,False,True,,False,True,True,,True,,False,,,True,False
17083,68,36.0,33.3,,30.0,20.0,,,,,67.0,,37.1,49.2,,10.4,25.5,,,11.2,,69.2,,,16.0,42.0,-32.0,-34.7,,-38.0,-48.0,,,,,-1.0,,-30.9,-18.8,,-57.6,-42.5,,,-56.8,,1.2,,,-52.0,-26.0,False,,False,False,,,,,True,,True,True,,False,False,,,False,,True,,,False,True
17085,188,117.0,114.3,,96.0,129.0,,,,,101.0,,94.7,55.7,,64.1,102.7,200.0,,57.5,,92.5,,,129.0,35.2,-71.0,-73.7,,-92.0,-59.0,,,,,-87.0,,-93.3,-132.3,,-123.9,-85.3,12.0,,-130.5,,-95.5,,,-59.0,-152.8,False,,False,True,,,,,False,,False,False,,False,False,True,,False,,False,,,True,False
17087,165,84.0,81.3,,58.0,40.0,,,,,33.0,,59.0,36.5,,49.4,78.5,94.0,,99.4,,71.7,,,114.0,30.3,-81.0,-83.7,,-107.0,-125.0,,,,,-132.0,,-106.0,-128.5,,-115.6,-86.5,-71.0,,-65.6,,-93.3,,,-51.0,-134.7,False,,False,False,,,,,False,,False,False,,False,False,True,,True,,False,,,True,False
17089,2984,1212.0,1169.5,1179.1,1069.0,791.0,,,,,1472.0,,1070.2,1617.9,,847.9,1229.6,1205.0,,791.1,,1009.8,1078.0,,1100.0,1091.3,-1772.0,-1814.5,-1804.9,-1915.0,-2193.0,,,,,-1512.0,,-1913.8,-1366.1,,-2136.1,-1754.4,-1779.0,,-2192.9,,-1974.2,-1906.0,,-1884.0,-1892.7,False,False,False,False,,,,,True,,False,True,,False,True,False,,False,,False,False,,False,False
17091,531,312.0,309.2,,275.0,312.0,,,,,420.0,,280.7,524.4,,224.7,290.2,268.0,,246.4,,264.0,,,337.0,245.4,-219.0,-221.8,,-256.0,-219.0,,,,,-111.0,,-250.3,-6.6,,-306.3,-240.8,-263.0,,-284.6,,-267.0,,,-194.0,-285.6,False,,False,False,,,,,True,,False,True,,False,False,False,,False,,False,,,True,False
17093,534,297.0,299.9,,257.0,254.0,,,,,295.0,,270.6,501.8,,169.1,287.4,354.0,,158.4,,232.3,298.0,,305.0,186.5,-237.0,-234.1,,-277.0,-280.0,,,,,-239.0,,-263.4,-32.2,,-364.9,-246.6,-180.0,,-375.6,,-301.7,-236.0,,-229.0,-347.5,True,,False,False,,,,,False,,False,True,,False,False,True,,False,,False,True,,True,False
17095,523,303.0,305.3,,286.0,556.0,,,,,259.0,,310.2,301.5,,260.9,243.5,472.0,,364.6,,207.7,,,325.0,,-220.0,-217.7,,-237.0,33.0,,,,,-264.0,,-212.8,-221.5,,-262.1,-279.5,-51.0,,-158.4,,-315.3,,,-198.0,,True,,False,True,,,,,False,,True,False,,False,False,True,,True,,False,,,True,
17097,3017,2022.0,1975.3,1691.4,1732.0,3010.0,,,,,2408.0,,1668.0,2372.1,,1553.4,1770.3,2241.0,,661.5,,1812.8,1960.0,,2022.0,1233.8,-995.0,-1041.7,-1325.6,-1285.0,-7.0,,,,,-609.0,,-1349.0,-644.9,,-1463.6,-1246.7,-776.0,,-2355.5,,-1204.2,-1057.0,,-995.0,-1783.2,False,False,False,True,,,,,True,,False,True,,False,False,True,,False,,False,False,,False,False
17099,560,351.0,334.4,,308.0,387.0,,,,,389.0,,301.2,512.7,,204.6,343.4,390.0,,134.6,,307.3,,,318.0,212.9,-209.0,-225.6,,-252.0,-173.0,,,,,-171.0,,-258.8,-47.3,,-355.4,-216.6,-170.0,,-425.4,,-252.7,,,-242.0,-347.1,False,,False,True,,,,,True,,False,True,,False,False,True,,False,,False,,,False,False
17101,63,45.0,49.9,,32.0,18.0,,,,,71.0,,40.5,54.5,,11.4,28.8,98.0,,8.8,,,,,39.0,51.8,-18.0,-13.1,,-31.0,-45.0,,,,,8.0,,-22.5,-8.5,,-51.6,-34.2,35.0,,-54.2,,,,,-24.0,-11.2,True,,False,False,,,,,True,,False,True,,False,False,False,,False,,,,,False,True
17103,276,183.0,175.7,,168.0,262.0,,,,,193.0,,173.0,129.8,,70.3,161.1,337.0,,57.8,,137.5,,,242.0,123.0,-93.0,-100.3,,-108.0,-14.0,,,,,-83.0,,-103.0,-146.2,,-205.7,-114.9,61.0,,-218.2,,-138.5,,,-34.0,-153.0,False,,False,True,,,,,True,,False,False,,False,False,True,,False,,False,,,True,False
17105,199,117.0,127.2,,117.0,227.0,,,,,157.0,,140.5,135.2,,36.5,117.3,144.0,,114.3,,103.5,,,123.0,94.8,-82.0,-71.8,,-82.0,28.0,,,,,-42.0,,-58.5,-63.8,,-162.5,-81.7,-55.0,,-84.7,,-95.5,,,-76.0,-104.2,True,,False,True,,,,,True,,True,True,,False,True,True,,False,,False,,,True,False
17107,107,63.0,48.5,,59.0,37.0,,,,,101.0,,63.0,80.8,,19.1,63.6,39.0,,14.8,,65.8,,,41.0,119.8,-44.0,-58.5,,-48.0,-70.0,,,,,-6.0,,-44.0,-26.2,,-87.9,-43.4,-68.0,,-92.2,,-41.2,,,-66.0,12.8,False,,False,False,,,,,True,,False,True,,False,True,False,,False,,True,,,False,True
17109,232,81.0,78.8,,77.0,23.0,,,,,162.0,,64.8,165.3,,17.9,85.5,57.0,,16.2,,106.2,,,68.0,122.4,-151.0,-153.2,,-155.0,-209.0,,,,,-70.0,,-167.2,-66.7,,-214.1,-146.5,-175.0,,-215.8,,-125.8,,,-164.0,-109.6,False,,False,False,,,,,True,,False,True,,False,True,False,,False,,True,,,False,True
17111,1487,513.0,494.3,,488.0,433.0,,,,,963.0,,491.7,863.8,,340.3,634.7,584.0,,751.5,,380.8,579.0,,542.0,393.6,-974.0,-992.7,,-999.0,-1054.0,,,,,-524.0,,-995.3,-623.2,,-1146.7,-852.3,-903.0,,-735.5,,-1106.2,-908.0,,-945.0,-1093.4,False,,False,False,,,,,True,,False,True,,False,True,True,,True,,False,True,,True,False
17113,710,399.0,150.0,,399.0,519.0,,,,,522.0,,322.3,668.6,,331.6,419.3,190.0,,195.3,,603.5,185.0,,271.0,668.8,-311.0,-560.0,,-311.0,-191.0,,,,,-188.0,,-387.7,-41.4,,-378.4,-290.7,-520.0,,-514.7,,-106.5,-525.0,,-439.0,-41.2,False,,False,True,,,,,True,,False,True,,False,True,False,,False,,True,False,,False,True
17115,1248,654.0,614.0,,484.0,702.0,,,,,336.0,,605.2,1009.8,,426.0,517.3,863.0,,185.9,,519.8,,,0.0,287.0,-594.0,-634.0,,-764.0,-546.0,,,,,-912.0,,-642.8,-238.2,,-822.0,-730.7,-385.0,,-1062.0,,-728.2,,,-1248.0,-961.0,False,,False,True,,,,,False,,False,True,,False,False,True,,False,,False,,,False,False
17117,193,159.0,160.4,,138.0,213.0,,,,,142.0,,146.4,193.3,,67.7,142.1,166.0,,57.7,,139.4,,,135.0,116.6,-34.0,-32.6,,-55.0,20.0,,,,,-51.0,,-46.6,0.3,,-125.3,-50.9,-27.0,,-135.3,,-53.6,,,-58.0,-76.4,True,,False,True,,,,,False,,False,True,,False,False,True,,False,,False,,,False,False
17119,1113,915.0,936.8,,759.0,690.0,,,,,931.0,,885.9,1581.1,,625.5,755.8,737.0,,610.1,,710.9,501.0,,923.0,516.2,-198.0,-176.2,,-354.0,-423.0,,,,,-182.0,,-227.1,468.1,,-487.5,-357.2,-376.0,,-502.9,,-402.1,-612.0,,-190.0,-596.8,True,,False,False,,,,,True,,False,False,,False,False,False,,False,,False,False,,True,False
17121,367,228.0,224.8,,202.0,170.0,,,,,123.0,,204.6,187.2,,150.7,247.4,263.0,,307.5,,262.3,,,283.0,168.4,-139.0,-142.2,,-165.0,-197.0,,,,,-244.0,,-162.4,-179.8,,-216.3,-119.6,-104.0,,-59.5,,-104.7,,,-84.0,-198.6,False,,False,False,,,,,False,,False,False,,False,True,True,,True,,True,,,True,False
17123,35,45.0,49.1,,37.0,41.0,,,,,37.0,,38.7,30.4,,8.3,34.5,48.0,,5.3,,64.8,,,24.0,25.9,10.0,14.1,,2.0,6.0,,,,,2.0,,3.7,-4.6,,-26.7,-0.5,13.0,,-29.7,,29.8,,,-11.0,-9.1,False,,True,True,,,,,True,,True,True,,False,True,False,,False,,False,,,False,True
17125,127,84.0,83.4,,67.0,113.0,,,,,43.0,,116.7,50.3,,32.3,70.3,149.0,,23.6,,75.4,,,106.0,41.3,-43.0,-43.6,,-60.0,-14.0,,,,,-84.0,,-10.3,-76.7,,-94.7,-56.7,22.0,,-103.4,,-51.6,,,-21.0,-85.7,False,,False,True,,,,,False,,True,False,,False,False,True,,False,,False,,,True,False
17127,28,51.0,49.9,,47.0,85.0,,,,,48.0,,53.8,40.9,,20.9,48.4,53.0,,32.7,,44.6,,,53.0,19.7,23.0,21.9,,19.0,57.0,,,,,20.0,,25.8,12.9,,-7.1,20.4,25.0,,4.7,,16.6,,,25.0,-8.3,True,,True,False,,,,,True,,False,True,,True,True,False,,True,,True,,,False,True
17129,52,15.0,15.5,,16.0,9.0,,,,,26.0,,16.2,30.8,,5.7,28.9,42.0,,3.9,,37.0,,,9.0,26.2,-37.0,-36.5,,-36.0,-43.0,,,,,-26.0,,-35.8,-21.2,,-46.3,-23.1,-10.0,,-48.1,,-15.0,,,-43.0,-25.8,True,,True,False,,,,,True,,True,True,,False,True,True,,False,,True,,,False,True
