,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,MSRA-DeepST,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-MSRA-DeepST,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
18109,73,78.0,,77.0,,77.0,91.0,,,,,,62.1,,96.0,,65.3,88.0,,50.3,77.5,72.8,,106.0,76.0,,,,,,,93.0,26.8,5.0,,4.0,,4.0,18.0,,,,,,-10.9,,23.0,,-7.7,15.0,,-22.7,4.5,-0.2,,33.0,3.0,,,,,,,20.0,-46.2,,True,,True,False,,,,,,False,,False,,False,False,,False,True,True,,False,True,,,,,,,False,False
18111,27,15.0,,14.4,,14.0,7.0,,,,,,16.0,,17.0,,10.8,8.7,,7.4,14.5,13.1,,20.0,33.0,,,,,,,13.0,4.9,-12.0,,-12.6,,-13.0,-20.0,,,,,,-11.0,,-10.0,,-16.2,-18.3,,-19.6,-12.5,-13.9,,-7.0,6.0,,,,,,,-14.0,-22.1,,False,,False,False,,,,,,True,,True,,False,False,,False,False,False,,True,True,,,,,,,False,False
18113,102,93.0,,93.8,,85.0,105.0,,,,,,64.9,,63.0,,66.4,32.1,,62.2,87.6,65.1,,106.0,107.0,,,,,,,109.0,21.6,-9.0,,-8.2,,-17.0,3.0,,,,,,-37.1,,-39.0,,-35.6,-69.9,,-39.8,-14.4,-36.9,,4.0,5.0,,,,,,,7.0,-80.4,,True,,False,True,,,,,,False,,False,,False,False,,False,False,False,,True,True,,,,,,,True,False
18115,18,31.0,,28.0,,13.0,3.0,,,,,,11.2,,7.0,,12.7,2.3,,13.9,17.8,8.1,,28.0,36.0,,,,,,,29.0,5.5,13.0,,10.0,,-5.0,-15.0,,,,,,-6.8,,-11.0,,-5.3,-15.7,,-4.1,-0.2,-9.9,,10.0,18.0,,,,,,,11.0,-12.5,,True,,True,False,,,,,,True,,True,,True,False,,True,True,True,,True,False,,,,,,,True,True
18117,46,40.0,,36.7,,33.0,22.0,,,,,,17.7,,31.0,,49.3,15.1,,30.0,42.3,25.5,,58.0,32.0,,,,,,,68.0,10.2,-6.0,,-9.3,,-13.0,-24.0,,,,,,-28.3,,-15.0,,3.3,-30.9,,-16.0,-3.7,-20.5,,12.0,-14.0,,,,,,,22.0,-35.8,,False,,False,False,,,,,,False,,False,,True,False,,False,True,False,,False,False,,,,,,,False,False
18119,13,15.0,,14.8,,12.0,7.0,,,,,,13.4,,25.0,,8.4,8.9,,7.3,14.3,10.5,,18.0,33.0,,,,,,,24.0,5.1,2.0,,1.8,,-1.0,-6.0,,,,,,0.4,,12.0,,-4.6,-4.1,,-5.7,1.3,-2.5,,5.0,20.0,,,,,,,11.0,-7.9,,True,,True,False,,,,,,True,,False,,False,False,,False,True,False,,False,False,,,,,,,False,False
18121,39,52.0,,54.1,,45.0,64.0,,,,,,15.4,,26.0,,72.9,9.7,,32.4,45.2,25.4,,65.0,81.0,,,,,,,54.0,26.5,13.0,,15.1,,6.0,25.0,,,,,,-23.6,,-13.0,,33.9,-29.3,,-6.6,6.2,-13.6,,26.0,42.0,,,,,,,15.0,-12.5,,False,,True,False,,,,,,False,,False,,False,False,,True,True,False,,False,False,,,,,,,False,True
18123,58,25.0,,25.0,,21.0,15.0,,,,,,17.8,,25.0,,17.4,11.4,,20.6,30.6,6.1,,29.0,40.0,,,,,,,20.0,14.5,-33.0,,-33.0,,-37.0,-43.0,,,,,,-40.2,,-33.0,,-40.6,-46.6,,-37.4,-27.4,-51.9,,-29.0,-18.0,,,,,,,-38.0,-43.5,,True,,False,False,,,,,,False,,False,,False,False,,False,True,False,,True,True,,,,,,,False,False
18125,33,40.0,,41.9,,33.0,63.0,,,,,,23.2,,18.0,,53.2,11.3,,19.2,33.3,1.7,,40.0,41.0,,,,,,,39.0,26.6,7.0,,8.9,,0.0,30.0,,,,,,-9.8,,-15.0,,20.2,-21.7,,-13.8,0.3,-31.3,,7.0,8.0,,,,,,,6.0,-6.4,,False,,True,False,,,,,,False,,False,,False,False,,False,True,False,,False,False,,,,,,,True,True
18127,468,306.0,,307.7,,291.0,369.0,,,,,,286.9,,223.0,,290.6,277.3,,263.8,286.9,287.1,,398.0,240.0,,,,283.0,360.0,,330.0,112.2,-162.0,,-160.3,,-177.0,-99.0,,,,,,-181.1,,-245.0,,-177.4,-190.7,,-204.2,-181.1,-180.9,,-70.0,-228.0,,,,-185.0,-108.0,,-138.0,-355.8,,True,,False,True,,,,,,False,,False,,False,False,,False,False,False,,True,False,,,,False,True,,True,False
18129,104,104.0,,108.7,,104.0,169.0,,,,,,53.8,,26.0,,258.8,24.9,,71.2,93.5,101.9,,157.0,5.0,,,,,,,0.0,68.8,0.0,,4.7,,0.0,65.0,,,,,,-50.2,,-78.0,,154.8,-79.1,,-32.8,-10.5,-2.1,,53.0,-99.0,,,,,,,-104.0,-35.2,,False,,True,False,,,,,,False,,False,,False,False,,False,False,False,,False,False,,,,,,,False,False
18131,21,18.0,,17.4,,12.0,11.0,,,,,,15.9,,20.0,,7.6,3.6,,6.8,12.4,9.6,,18.0,31.0,,,,,,,12.0,2.5,-3.0,,-3.6,,-9.0,-10.0,,,,,,-5.1,,-1.0,,-13.4,-17.4,,-14.2,-8.6,-11.4,,-3.0,10.0,,,,,,,-9.0,-18.5,,False,,False,False,,,,,,False,,True,,False,False,,False,False,False,,False,False,,,,,,,False,False
18133,70,30.0,,39.3,,36.0,36.0,,,,,,79.7,,52.0,,37.4,39.0,,16.9,40.9,31.3,,37.0,39.0,,,,,,,31.0,28.7,-40.0,,-30.7,,-34.0,-34.0,,,,,,9.7,,-18.0,,-32.6,-31.0,,-53.1,-29.1,-38.7,,-33.0,-31.0,,,,,,,-39.0,-41.3,,True,,True,True,,,,,,True,,True,,True,True,,False,True,True,,True,True,,,,,,,True,False
18135,49,48.0,,46.4,,39.0,51.0,,,,,,25.3,,31.0,,38.6,29.4,,37.0,51.0,21.5,,61.0,77.0,,,,,,,40.0,22.3,-1.0,,-2.6,,-10.0,2.0,,,,,,-23.7,,-18.0,,-10.4,-19.6,,-12.0,2.0,-27.5,,12.0,28.0,,,,,,,-9.0,-26.7,,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,,False,False,,,,,,,False,False
18137,57,54.0,,53.6,,51.0,62.0,,,,,,26.2,,35.0,,51.5,17.0,,30.7,47.0,39.6,,65.0,29.0,,,,,,,63.0,21.3,-3.0,,-3.4,,-6.0,5.0,,,,,,-30.8,,-22.0,,-5.5,-40.0,,-26.3,-10.0,-17.4,,8.0,-28.0,,,,,,,6.0,-35.7,,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,,False,False,,,,,,,False,False
18139,33,26.0,,25.4,,18.0,7.0,,,,,,20.5,,24.0,,13.8,8.2,,17.7,26.7,13.2,,26.0,32.0,,,,,,,11.0,6.6,-7.0,,-7.6,,-15.0,-26.0,,,,,,-12.5,,-9.0,,-19.2,-24.8,,-15.3,-6.3,-19.8,,-7.0,-1.0,,,,,,,-22.0,-26.4,,False,,False,False,,,,,,False,,False,,False,False,,False,True,False,,False,True,,,,,,,False,False
18141,839,794.0,,793.3,809.5,777.0,832.0,,,,,,831.1,,495.0,,829.7,504.2,,672.1,760.5,669.1,,962.0,,,,,717.8,648.0,,875.0,434.3,-45.0,,-45.7,-29.5,-62.0,-7.0,,,,,,-7.9,,-344.0,,-9.3,-334.8,,-166.9,-78.5,-169.9,,123.0,,,,,-121.2,-191.0,,36.0,-404.7,,False,True,False,True,,,,,,True,,False,,True,False,,False,False,False,,False,,,,,False,False,,True,False
18143,34,40.0,,40.2,,37.0,51.0,,,,,,37.2,,37.0,,44.7,27.5,,14.2,33.3,25.3,,46.0,0.0,,,,,,,40.0,26.7,6.0,,6.2,,3.0,17.0,,,,,,3.2,,3.0,,10.7,-6.5,,-19.8,-0.7,-8.7,,12.0,-34.0,,,,,,,6.0,-7.3,,False,,True,False,,,,,,True,,True,,False,False,,False,True,False,,False,False,,,,,,,False,False
18145,107,46.0,,49.8,,46.0,45.0,,,,,,33.0,,65.0,,28.9,50.4,,25.8,46.1,51.4,,52.0,90.0,,,,,,,60.0,15.7,-61.0,,-57.2,,-61.0,-62.0,,,,,,-74.0,,-42.0,,-78.1,-56.6,,-81.2,-60.9,-55.6,,-55.0,-17.0,,,,,,,-47.0,-91.3,,True,,False,False,,,,,,False,,True,,False,True,,False,True,True,,True,True,,,,,,,True,False
18147,45,29.0,,27.2,,27.0,33.0,,,,,,25.7,,16.0,,38.2,20.3,,16.0,33.6,16.6,,34.0,3.0,,,,,,,20.0,27.7,-16.0,,-17.8,,-18.0,-12.0,,,,,,-19.3,,-29.0,,-6.8,-24.7,,-29.0,-11.4,-28.4,,-11.0,-42.0,,,,,,,-25.0,-17.3,,False,,False,True,,,,,,False,,False,,True,False,,False,True,False,,True,False,,,,,,,False,False
18149,60,49.0,,48.2,,43.0,59.0,,,,,,24.4,,38.0,,68.3,16.2,,28.4,43.4,21.5,,68.0,4.0,,,,,,,52.0,18.4,-11.0,,-11.8,,-17.0,-1.0,,,,,,-35.6,,-22.0,,8.3,-43.8,,-31.6,-16.6,-38.5,,8.0,-56.0,,,,,,,-8.0,-41.6,,False,,False,True,,,,,,False,,False,,True,False,,False,False,False,,True,False,,,,,,,True,False
18151,72,84.0,,83.0,,73.0,114.0,,,,,,34.7,,49.0,,109.0,35.0,,46.6,73.5,49.4,,114.0,57.0,,,,,,,117.0,26.5,12.0,,11.0,,1.0,42.0,,,,,,-37.3,,-23.0,,37.0,-37.0,,-25.4,1.5,-22.6,,42.0,-15.0,,,,,,,45.0,-45.5,,True,,True,False,,,,,,False,,False,,False,False,,False,True,False,,False,False,,,,,,,False,False
18153,48,30.0,,30.1,,28.0,0.0,,,,,,25.1,,36.0,,30.7,17.3,,12.3,28.4,3.8,,45.0,1.0,,,,,,,29.0,9.5,-18.0,,-17.9,,-20.0,-48.0,,,,,,-22.9,,-12.0,,-17.3,-30.7,,-35.7,-19.6,-44.2,,-3.0,-47.0,,,,,,,-19.0,-38.5,,True,,False,False,,,,,,False,,True,,True,False,,False,False,False,,True,False,,,,,,,False,False
18155,13,8.0,,8.0,,6.0,0.0,,,,,,13.1,,11.0,,4.2,3.1,,4.3,7.4,,,9.0,,,,,,,,5.0,2.6,-5.0,,-5.0,,-7.0,-13.0,,,,,,0.1,,-2.0,,-8.8,-9.8,,-8.7,-5.6,,,-4.0,,,,,,,,-8.0,-10.4,,True,,False,False,,,,,,True,,True,,False,False,,False,False,,,True,,,,,,,,False,False
18157,408,348.0,,341.0,,334.0,370.0,,,,,,470.8,,294.0,,334.0,306.7,,309.8,320.5,380.1,,384.0,216.0,,,,349.6,329.0,,411.0,206.8,-60.0,,-67.0,,-74.0,-38.0,,,,,,62.8,,-114.0,,-74.0,-101.3,,-98.2,-87.5,-27.9,,-24.0,-192.0,,,,-58.4,-79.0,,3.0,-201.2,,False,,False,True,,,,,,False,,False,,False,False,,False,False,True,,True,False,,,,True,False,,True,False
18159,19,9.0,,8.7,,9.0,0.0,,,,,,15.7,,19.0,,11.0,7.6,,1.7,8.2,7.8,,16.0,1.0,,,,,,,7.0,7.2,-10.0,,-10.3,,-10.0,-19.0,,,,,,-3.3,,0.0,,-8.0,-11.4,,-17.3,-10.8,-11.2,,-3.0,-18.0,,,,,,,-12.0,-11.8,,False,,False,False,,,,,,True,,True,,True,False,,False,False,False,,True,False,,,,,,,False,False
18161,15,14.0,,13.9,,8.0,0.0,,,,,,11.5,,7.0,,6.6,2.9,,10.8,14.8,5.9,,13.0,16.0,,,,,,,12.0,4.6,-1.0,,-1.1,,-7.0,-15.0,,,,,,-3.5,,-8.0,,-8.4,-12.1,,-4.2,-0.2,-9.1,,-2.0,1.0,,,,,,,-3.0,-10.4,,False,,False,False,,,,,,False,,False,,False,False,,False,True,False,,False,False,,,,,,,False,False
18163,648,617.0,,612.1,,612.0,575.0,,,,,,803.7,,271.0,,771.6,386.8,,569.9,640.4,643.3,,750.0,88.0,,,,520.6,686.0,,527.0,405.5,-31.0,,-35.9,,-36.0,-73.0,,,,,,155.7,,-377.0,,123.6,-261.2,,-78.1,-7.6,-4.7,,102.0,-560.0,,,,-127.4,38.0,,-121.0,-242.5,,False,,False,False,,,,,,False,,False,,False,False,,False,True,True,,False,False,,,,False,False,,False,False
18165,64,40.0,,38.5,,37.0,38.0,,,,,,14.6,,23.0,,38.2,10.5,,27.4,36.7,17.0,,48.0,36.0,,,,,,,51.0,7.1,-24.0,,-25.5,,-27.0,-26.0,,,,,,-49.4,,-41.0,,-25.8,-53.5,,-36.6,-27.3,-47.0,,-16.0,-28.0,,,,,,,-13.0,-56.9,,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,,True,False,,,,,,,True,False
18167,265,260.0,,261.6,,240.0,306.0,,,,,,299.1,,185.0,,229.4,144.9,,193.3,249.7,174.6,,334.0,114.0,,,,272.8,,,180.0,95.5,-5.0,,-3.4,,-25.0,41.0,,,,,,34.1,,-80.0,,-35.6,-120.1,,-71.7,-15.3,-90.4,,69.0,-151.0,,,,7.8,,,-85.0,-169.5,,True,,False,False,,,,,,False,,False,,False,False,,False,False,False,,False,False,,,,False,,,False,False
18169,66,57.0,,60.1,,44.0,68.0,,,,,,33.4,,41.0,,40.4,31.8,,44.5,56.3,30.9,,67.0,21.0,,,,,,,50.0,11.0,-9.0,,-5.9,,-22.0,2.0,,,,,,-32.6,,-25.0,,-25.6,-34.2,,-21.5,-9.7,-35.1,,1.0,-45.0,,,,,,,-16.0,-55.0,,True,,False,True,,,,,,False,,False,,False,False,,False,False,False,,True,False,,,,,,,False,False
18171,17,17.0,,17.3,,14.0,17.0,,,,,,11.6,,11.0,,21.3,2.1,,3.1,11.2,,,23.0,23.0,,,,,,,14.0,5.1,0.0,,0.3,,-3.0,0.0,,,,,,-5.4,,-6.0,,4.3,-14.9,,-13.9,-5.8,,,6.0,6.0,,,,,,,-3.0,-11.9,,False,,False,True,,,,,,False,,False,,False,False,,False,False,,,False,False,,,,,,,False,False
18173,175,152.0,,153.0,,144.0,114.0,,,,,,309.4,,87.0,,183.7,115.3,,136.8,171.2,168.6,,141.0,40.0,,,,130.9,,,143.0,133.1,-23.0,,-22.0,,-31.0,-61.0,,,,,,134.4,,-88.0,,8.7,-59.7,,-38.2,-3.8,-6.4,,-34.0,-135.0,,,,-44.1,,,-32.0,-41.9,,True,,False,False,,,,,,False,,False,,True,False,,False,True,True,,False,False,,,,False,,,False,False
18175,42,37.0,,36.4,,30.0,30.0,,,,,,20.1,,36.0,,24.7,27.7,,21.0,30.5,20.3,,45.0,69.0,,,,,,,46.0,14.1,-5.0,,-5.6,,-12.0,-12.0,,,,,,-21.9,,-6.0,,-17.3,-14.3,,-21.0,-11.5,-21.7,,3.0,27.0,,,,,,,4.0,-27.9,,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,,True,False,,,,,,,True,False
18177,226,206.0,,200.5,,172.0,411.0,,,,,,126.9,,95.0,,186.3,91.8,,167.4,172.0,106.0,,243.0,174.0,,,,,,,215.0,52.6,-20.0,,-25.5,,-54.0,185.0,,,,,,-99.1,,-131.0,,-39.7,-134.2,,-58.6,-54.0,-120.0,,17.0,-52.0,,,,,,,-11.0,-173.4,,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,,True,False,,,,,,,True,False
18179,44,75.0,,77.6,,57.0,99.0,,,,,,33.3,,39.0,,57.2,26.1,,65.4,56.0,41.3,,92.0,93.0,,,,,,,100.0,18.5,31.0,,33.6,,13.0,55.0,,,,,,-10.7,,-5.0,,13.2,-17.9,,21.4,12.0,-2.7,,48.0,49.0,,,,,,,56.0,-25.5,,False,,True,False,,,,,,True,,True,,True,True,,True,True,True,,False,False,,,,,,,False,True
18181,46,36.0,,37.8,,29.0,25.0,,,,,,31.8,,41.0,,22.1,18.7,,17.3,29.2,35.6,,40.0,16.0,,,,,,,37.0,10.4,-10.0,,-8.2,,-17.0,-21.0,,,,,,-14.2,,-5.0,,-23.9,-27.3,,-28.7,-16.8,-10.4,,-6.0,-30.0,,,,,,,-9.0,-35.6,,True,,False,False,,,,,,False,,True,,False,False,,False,False,False,,True,False,,,,,,,True,False
18183,50,61.0,,58.5,,57.0,76.0,,,,,,31.6,,44.0,,58.0,34.7,,45.3,57.0,39.7,,84.0,59.0,,,,,,,55.0,30.4,11.0,,8.5,,7.0,26.0,,,,,,-18.4,,-6.0,,8.0,-15.3,,-4.7,7.0,-10.3,,34.0,9.0,,,,,,,5.0,-19.6,,True,,True,False,,,,,,False,,True,,True,False,,True,True,True,,False,True,,,,,,,True,False
19001,33,25.0,,25.1,,21.0,21.0,,,,,,13.0,,12.0,,35.1,2.0,,12.8,20.9,14.2,,36.0,10.0,,,,,,,33.0,6.9,-8.0,,-7.9,,-12.0,-12.0,,,,,,-20.0,,-21.0,,2.1,-31.0,,-20.2,-12.1,-18.8,,3.0,-23.0,,,,,,,0.0,-26.1,,True,,False,False,,,,,,False,,False,,True,False,,False,False,False,,True,False,,,,,,,True,False
19003,13,13.0,,13.0,,9.0,7.0,,,,,,8.5,,5.0,,17.6,1.9,,4.7,10.5,,,14.0,22.0,,,,,,,8.0,6.7,0.0,,0.0,,-4.0,-6.0,,,,,,-4.5,,-8.0,,4.6,-11.2,,-8.3,-2.5,,,1.0,9.0,,,,,,,-5.0,-6.3,,False,,False,False,,,,,,False,,False,,False,False,,False,False,,,False,False,,,,,,,False,False
19005,41,24.0,,22.2,,19.0,17.0,,,,,,25.1,,26.0,,19.3,6.1,,17.3,27.1,0.0,,35.0,53.0,,,,,,,35.0,12.3,-17.0,,-18.8,,-22.0,-24.0,,,,,,-15.9,,-15.0,,-21.7,-34.9,,-23.7,-13.9,-41.0,,-6.0,12.0,,,,,,,-6.0,-28.7,,False,,False,False,,,,,,True,,True,,False,False,,False,True,False,,True,True,,,,,,,True,False
19007,27,18.0,,15.4,,18.0,21.0,,,,,,8.8,,25.0,,34.2,7.1,,5.3,18.0,16.5,,26.0,18.0,,,,,,,25.0,9.1,-9.0,,-11.6,,-9.0,-6.0,,,,,,-18.2,,-2.0,,7.2,-19.9,,-21.7,-9.0,-10.5,,-1.0,-9.0,,,,,,,-2.0,-17.9,,False,,False,True,,,,,,False,,True,,True,False,,False,False,False,,True,False,,,,,,,True,False
19009,13,13.0,,14.1,,10.0,10.0,,,,,,6.6,,8.0,,14.6,2.7,,3.5,9.7,0.0,,13.0,20.0,,,,,,,12.0,13.2,0.0,,1.1,,-3.0,-3.0,,,,,,-6.4,,-5.0,,1.6,-10.3,,-9.5,-3.3,-13.0,,0.0,7.0,,,,,,,-1.0,0.2,,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,,True,False,,,,,,,False,False
19011,78,84.0,,83.2,,83.0,85.0,,,,,,31.6,,39.0,,91.6,21.6,,60.2,66.8,80.9,,106.0,102.0,,,,,,,94.0,37.5,6.0,,5.2,,5.0,7.0,,,,,,-46.4,,-39.0,,13.6,-56.4,,-17.8,-11.2,2.9,,28.0,24.0,,,,,,,16.0,-40.5,,True,,True,False,,,,,,False,,False,,False,False,,False,False,True,,False,False,,,,,,,False,False
19013,355,260.0,,262.3,,246.0,325.0,,,,,,275.9,,307.0,,241.7,116.9,,209.9,246.4,14.4,,379.0,260.0,,,,235.6,251.0,,315.0,111.2,-95.0,,-92.7,,-109.0,-30.0,,,,,,-79.1,,-48.0,,-113.3,-238.1,,-145.1,-108.6,-340.6,,24.0,-95.0,,,,-119.4,-104.0,,-40.0,-243.8,,True,,False,True,,,,,,True,,True,,False,False,,False,False,False,,True,False,,,,False,False,,True,False
19015,44,58.0,,58.4,,52.0,50.0,,,,,,55.0,,46.0,,57.2,30.0,,34.0,52.0,59.5,,73.0,83.0,,,,,,,73.0,28.3,14.0,,14.4,,8.0,6.0,,,,,,11.0,,2.0,,13.2,-14.0,,-10.0,8.0,15.5,,29.0,39.0,,,,,,,29.0,-15.7,,False,,True,True,,,,,,True,,True,,True,False,,True,True,False,,False,False,,,,,,,False,False
19017,51,50.0,,49.3,,43.0,34.0,,,,,,40.6,,44.0,,48.7,24.5,,18.6,42.8,0.0,,67.0,38.0,,,,,,,60.0,30.1,-1.0,,-1.7,,-8.0,-17.0,,,,,,-10.4,,-7.0,,-2.3,-26.5,,-32.4,-8.2,-51.0,,16.0,-13.0,,,,,,,9.0,-20.9,,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,,False,False,,,,,,,False,False
19019,55,38.0,,37.9,,38.0,39.0,,,,,,29.0,,36.0,,45.5,17.8,,16.7,33.8,45.3,,50.0,58.0,,,,,,,51.0,27.8,-17.0,,-17.1,,-17.0,-16.0,,,,,,-26.0,,-19.0,,-9.5,-37.2,,-38.3,-21.2,-9.7,,-5.0,3.0,,,,,,,-4.0,-27.2,,False,,False,True,,,,,,False,,False,,True,False,,False,False,True,,True,True,,,,,,,True,False
19021,53,64.0,,60.4,,50.0,0.0,,,,,,81.1,,72.0,,60.2,50.4,,19.3,52.1,4.7,,81.0,58.0,,,,48.4,,,91.0,28.8,11.0,,7.4,,-3.0,-53.0,,,,,,28.1,,19.0,,7.2,-2.6,,-33.7,-0.9,-48.3,,28.0,5.0,,,,-4.6,,,38.0,-24.2,,True,,True,False,,,,,,False,,False,,True,True,,False,True,False,,False,True,,,,True,,,False,False
19023,26,20.0,,19.6,,20.0,14.0,,,,,,15.6,,21.0,,25.9,7.5,,10.2,19.9,0.0,,34.0,17.0,,,,,,,26.0,14.4,-6.0,,-6.4,,-6.0,-12.0,,,,,,-10.4,,-5.0,,-0.1,-18.4,,-15.8,-6.1,-26.0,,8.0,-9.0,,,,,,,0.0,-11.6,,False,,False,False,,,,,,False,,True,,True,False,,False,False,False,,False,False,,,,,,,True,False
19025,43,16.0,,14.8,,16.0,19.0,,,,,,10.0,,22.0,,23.6,12.0,,3.8,15.0,29.1,,26.0,17.0,,,,,,,21.0,10.6,-27.0,,-28.2,,-27.0,-24.0,,,,,,-33.0,,-21.0,,-19.4,-31.0,,-39.2,-28.0,-13.9,,-17.0,-26.0,,,,,,,-22.0,-32.4,,False,,False,True,,,,,,False,,True,,True,False,,False,False,True,,True,True,,,,,,,True,False
19027,94,121.0,,107.8,,90.0,88.0,,,,,,72.0,,67.0,,163.1,33.1,,74.7,90.5,140.1,,174.0,111.0,,,,,,,86.0,31.6,27.0,,13.8,,-4.0,-6.0,,,,,,-22.0,,-27.0,,69.1,-60.9,,-19.3,-3.5,46.1,,80.0,17.0,,,,,,,-8.0,-62.4,,True,,True,True,,,,,,True,,False,,False,False,,True,True,False,,False,True,,,,,,,True,False
19029,88,58.0,,57.2,,57.0,62.0,,,,,,22.8,,25.0,,69.6,14.9,,55.3,65.0,41.9,,81.0,51.0,,,,,,,67.0,33.3,-30.0,,-30.8,,-31.0,-26.0,,,,,,-65.2,,-63.0,,-18.4,-73.1,,-32.7,-23.0,-46.1,,-7.0,-37.0,,,,,,,-21.0,-54.7,,False,,False,True,,,,,,False,,False,,True,False,,False,True,False,,True,False,,,,,,,True,False
19031,96,48.0,,47.5,,48.0,39.0,,,,,,34.6,,20.0,,38.5,12.8,,83.2,85.9,38.1,,54.0,68.0,,,,,,,42.0,27.7,-48.0,,-48.5,,-48.0,-57.0,,,,,,-61.4,,-76.0,,-57.5,-83.2,,-12.8,-10.1,-57.9,,-42.0,-28.0,,,,,,,-54.0,-68.3,,False,,False,False,,,,,,False,,False,,False,False,,True,True,False,,True,True,,,,,,,False,False
19033,134,46.0,,44.2,,45.0,56.0,,,,,,106.0,,116.0,,51.2,22.6,,17.8,40.0,0.1,,56.0,53.0,,,,50.2,,,0.0,37.5,-88.0,,-89.8,,-89.0,-78.0,,,,,,-28.0,,-18.0,,-82.8,-111.4,,-116.2,-94.0,-133.9,,-78.0,-81.0,,,,-83.8,,,-134.0,-96.5,,False,,False,True,,,,,,True,,True,,True,False,,False,False,False,,True,True,,,,True,,,False,False
19035,36,26.0,,25.8,,26.0,33.0,,,,,,14.8,,42.0,,37.0,18.1,,17.7,29.2,0.0,,25.0,18.0,,,,,,,28.0,28.7,-10.0,,-10.2,,-10.0,-3.0,,,,,,-21.2,,6.0,,1.0,-17.9,,-18.3,-6.8,-36.0,,-11.0,-18.0,,,,,,,-8.0,-7.3,,False,,False,True,,,,,,False,,True,,True,False,,False,True,False,,False,False,,,,,,,True,True
19037,28,10.0,,11.6,,10.0,11.0,,,,,,13.3,,25.0,,13.0,10.1,,3.4,10.2,0.0,,14.0,2.0,,,,,,,11.0,15.3,-18.0,,-16.4,,-18.0,-17.0,,,,,,-14.7,,-3.0,,-15.0,-17.9,,-24.6,-17.8,-28.0,,-14.0,-26.0,,,,,,,-17.0,-12.7,,True,,False,True,,,,,,True,,True,,True,True,,False,True,False,,True,False,,,,,,,True,True
19039,42,16.0,,16.0,,16.0,7.0,,,,,,16.8,,19.0,,18.4,10.3,,9.6,22.2,16.8,,16.0,6.0,,,,,,,26.0,9.2,-26.0,,-26.0,,-26.0,-35.0,,,,,,-25.2,,-23.0,,-23.6,-31.6,,-32.4,-19.8,-25.2,,-26.0,-36.0,,,,,,,-16.0,-32.8,,False,,False,False,,,,,,True,,True,,True,False,,False,True,True,,False,False,,,,,,,True,False
