,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
16061,26,28.0,25.6,,11.0,0.0,,,,,1.8,,,3.0,,52.0,6.1,,,18.6,,37.0,2.0,,,,,,,,18.0,10.9,,2.0,-0.4,,-15.0,-26.0,,,,,-24.2,,,-23.0,,26.0,-19.9,,,-7.4,,11.0,-24.0,,,,,,,,-8.0,-15.1,,True,,False,False,,,,,False,,,False,,False,False,,,False,,False,False,,,,,,,,False,False,
16063,55,24.0,24.0,,11.0,0.0,,,,,40.9,,,7.0,,18.7,4.2,,8.1,20.1,3.2,20.0,34.0,,,,,,,,16.0,10.1,,-31.0,-31.0,,-44.0,-55.0,,,,,-14.1,,,-48.0,,-36.3,-50.8,,-46.9,-34.9,-51.8,-35.0,-21.0,,,,,,,,-39.0,-44.9,,False,,False,False,,,,,True,,,False,,False,False,,False,False,False,False,True,,,,,,,,False,False,
16065,1006,816.0,813.7,,699.0,786.0,,,,,269.6,,,335.0,,957.6,95.7,,637.5,761.3,7.0,1171.0,517.0,,,,,,,,0.0,432.1,,-190.0,-192.3,,-307.0,-220.0,,,,,-736.4,,,-671.0,,-48.4,-910.3,,-368.5,-244.7,-999.0,165.0,-489.0,,,,,,,,-1006.0,-573.9,,False,,False,False,,,,,False,,,False,,True,False,,False,False,False,True,False,,,,,,,,False,False,
16067,257,260.0,266.5,,143.0,44.0,,,,,118.1,,,91.0,,254.1,29.4,,142.4,212.6,123.1,372.0,210.0,,,,,,,,315.0,86.9,,3.0,9.5,,-114.0,-213.0,,,,,-138.9,,,-166.0,,-2.9,-227.6,,-114.6,-44.4,-133.9,115.0,-47.0,,,,,,,,58.0,-170.1,,False,,False,False,,,,,False,,,False,,True,False,,False,False,False,False,False,,,,,,,,False,False,
16069,231,114.0,116.4,,106.0,149.0,,,,,116.5,,,150.0,,131.5,65.9,,34.0,85.5,63.1,115.0,165.0,,,,,,,,130.0,58.0,,-117.0,-114.6,,-125.0,-82.0,,,,,-114.5,,,-81.0,,-99.5,-165.1,,-197.0,-145.5,-167.9,-116.0,-66.0,,,,,,,,-101.0,-173.0,,True,,False,True,,,,,True,,,True,,True,False,,False,False,False,True,True,,,,,,,,True,False,
16071,16,2.0,2.0,,2.0,0.0,,,,,7.5,,,6.0,,3.2,5.5,,,1.1,,6.0,1.0,,,,,,,,5.0,2.6,23.8,-14.0,-14.0,,-14.0,-16.0,,,,,-8.5,,,-10.0,,-12.8,-10.5,,,-14.9,,-10.0,-15.0,,,,,,,,-11.0,-13.4,7.8,False,,False,False,,,,,True,,,True,,True,True,,,False,,True,False,,,,,,,,True,True,True
16073,34,36.0,37.3,,21.0,14.0,,,,,75.3,,,20.0,,37.6,5.5,,7.3,26.3,0.0,27.0,16.0,,,,,,,,33.0,17.4,,2.0,3.3,,-13.0,-20.0,,,,,41.3,,,-14.0,,3.6,-28.5,,-26.7,-7.7,-34.0,-7.0,-18.0,,,,,,,,-1.0,-16.6,,False,,False,False,,,,,False,,,False,,False,False,,False,False,False,False,False,,,,,,,,True,False,
16075,114,120.0,119.4,,90.0,126.0,,,,,79.5,,,66.0,,122.1,34.6,,52.1,117.1,0.0,132.0,53.0,,,,,,,,114.0,89.5,,6.0,5.4,,-24.0,12.0,,,,,-34.5,,,-48.0,,8.1,-79.4,,-61.9,3.1,-114.0,18.0,-61.0,,,,,,,,0.0,-24.5,,True,,False,False,,,,,False,,,False,,False,False,,False,True,False,False,False,,,,,,,,True,False,
16077,51,48.0,52.2,,43.0,56.0,,,,,39.2,,,17.0,,54.6,18.5,,22.7,42.4,36.1,65.0,2.0,,,,,,,,80.0,43.2,,-3.0,1.2,,-8.0,5.0,,,,,-11.8,,,-34.0,,3.6,-32.5,,-28.3,-8.6,-14.9,14.0,-49.0,,,,,,,,29.0,-7.8,,True,,False,False,,,,,False,,,False,,False,False,,False,False,False,False,False,,,,,,,,False,False,
16079,39,6.0,5.1,,6.0,0.0,,,,,9.1,,,18.0,,9.0,7.5,,,5.2,2.2,6.0,4.0,,,,,,,,10.0,4.6,8.8,-33.0,-33.9,,-33.0,-39.0,,,,,-29.9,,,-21.0,,-30.0,-31.5,,,-33.8,-36.8,-33.0,-35.0,,,,,,,,-29.0,-34.4,-30.2,False,,False,False,,,,,True,,,True,,True,True,,,False,False,False,False,,,,,,,,True,False,True
16081,50,50.0,53.6,,52.0,59.0,,,,,97.9,,,34.0,,57.4,7.2,,33.3,60.9,51.7,70.0,23.0,,,,,,,,41.0,25.5,,0.0,3.6,,2.0,9.0,,,,,47.9,,,-16.0,,7.4,-42.8,,-16.7,10.9,1.7,20.0,-27.0,,,,,,,,-9.0,-24.5,,False,,False,False,,,,,False,,,False,,False,False,,False,False,False,False,False,,,,,,,,False,False,
16083,938,762.0,767.7,,642.0,940.0,,,,,483.0,,,327.0,,781.4,293.5,,706.7,708.2,390.8,1134.0,608.0,,,,541.6,,,,763.0,279.9,,-176.0,-170.3,,-296.0,2.0,,,,,-455.0,,,-611.0,,-156.6,-644.5,,-231.3,-229.8,-547.2,196.0,-330.0,,,,-396.4,,,,-175.0,-658.1,,True,,False,True,,,,,False,,,False,,True,False,,False,False,False,False,False,,,,False,,,,True,False,
16085,11,12.0,12.0,,11.0,0.0,,,,,74.6,,,15.0,,11.2,10.0,,0.1,9.4,23.2,15.0,,,,,,,,,7.0,5.2,,1.0,1.0,,0.0,-11.0,,,,,63.6,,,4.0,,0.2,-1.0,,-10.9,-1.6,12.2,4.0,,,,,,,,,-4.0,-5.8,,True,,True,False,,,,,False,,,False,,True,True,,False,False,False,False,,,,,,,,,False,False,
16087,40,30.0,36.4,,28.0,28.0,,,,,37.7,,,23.0,,26.8,17.0,,9.3,32.9,0.0,39.0,5.0,,,,,,,,30.0,33.5,,-10.0,-3.6,,-12.0,-12.0,,,,,-2.3,,,-17.0,,-13.2,-23.0,,-30.7,-7.1,-40.0,-1.0,-35.0,,,,,,,,-10.0,-6.5,,True,,False,False,,,,,True,,,False,,False,False,,False,True,False,True,False,,,,,,,,False,True,
17001,472,238.0,231.8,,211.0,166.0,,,,,106.1,,,279.0,,241.6,144.1,,187.1,234.1,242.2,280.0,468.0,,,,157.3,,,,196.0,149.4,,-234.0,-240.2,,-261.0,-306.0,,,,,-365.9,,,-193.0,,-230.4,-327.9,,-284.9,-237.9,-229.8,-192.0,-4.0,,,,-314.7,,,,-276.0,-322.6,,False,,False,False,,,,,False,,,True,,True,False,,False,False,True,True,True,,,,False,,,,False,False,
17003,20,24.0,23.9,,16.0,26.0,,,,,53.6,,,13.0,,24.7,8.1,,4.9,14.7,0.1,22.0,32.0,,,,,,,,18.0,12.8,,4.0,3.9,,-4.0,6.0,,,,,33.6,,,-7.0,,4.7,-11.9,,-15.1,-5.3,-19.9,2.0,12.0,,,,,,,,-2.0,-7.2,,True,,False,False,,,,,False,,,False,,False,False,,False,False,False,True,False,,,,,,,,True,False,
17005,106,48.0,44.6,,38.0,45.0,,,,,73.9,,,37.0,,32.5,30.5,,20.7,43.9,0.0,39.0,45.0,,,,,,,,17.0,37.0,,-58.0,-61.4,,-68.0,-61.0,,,,,-32.1,,,-69.0,,-73.5,-75.5,,-85.3,-62.1,-106.0,-67.0,-61.0,,,,,,,,-89.0,-69.0,,False,,False,False,,,,,True,,,False,,False,False,,False,False,False,False,False,,,,,,,,False,False,
17007,456,350.0,327.0,,306.0,424.0,,,,,196.9,,,186.0,,320.9,149.9,,301.7,359.3,235.3,445.0,439.0,,,,285.9,,,,343.0,196.9,,-106.0,-129.0,,-150.0,-32.0,,,,,-259.1,,,-270.0,,-135.1,-306.1,,-154.3,-96.7,-220.7,-11.0,-17.0,,,,-170.1,,,,-113.0,-259.1,,False,,False,True,,,,,False,,,False,,False,False,,False,True,False,True,True,,,,False,,,,False,False,
17009,30,14.0,12.7,,14.0,20.0,,,,,22.6,,,28.0,,14.1,7.7,,3.4,11.9,,21.0,28.0,,,,,,,,4.0,16.5,,-16.0,-17.3,,-16.0,-10.0,,,,,-7.4,,,-2.0,,-15.9,-22.3,,-26.6,-18.1,,-9.0,-2.0,,,,,,,,-26.0,-13.5,,False,,False,True,,,,,True,,,True,,True,False,,False,False,,True,True,,,,,,,,False,True,
17011,105,142.0,138.2,,131.0,165.0,,,,,89.7,,,106.0,,138.7,76.3,,53.5,130.2,138.8,168.0,12.0,,,,,,,,126.0,89.3,,37.0,33.2,,26.0,60.0,,,,,-15.3,,,1.0,,33.7,-28.7,,-51.5,25.2,33.8,63.0,-93.0,,,,,,,,21.0,-15.7,,True,,True,False,,,,,True,,,True,,True,True,,False,True,True,False,False,,,,,,,,True,True,
17013,4,0.0,0.0,,2.0,14.0,,,,,4.2,,,9.0,,0.9,6.2,,2.6,1.7,,8.0,3.0,,,,,,,,1.0,18.5,,-4.0,-4.0,,-2.0,10.0,,,,,0.2,,,5.0,,-3.1,2.2,,-1.4,-2.3,,4.0,-1.0,,,,,,,,-3.0,14.5,,False,,True,False,,,,,True,,,False,,True,True,,True,True,,False,True,,,,,,,,True,False,
17015,135,48.0,45.3,,42.0,41.0,,,,,68.0,,,56.0,,41.1,26.1,,35.7,55.3,28.8,40.0,51.0,,,,,,,,26.0,42.4,,-87.0,-89.7,,-93.0,-94.0,,,,,-67.0,,,-79.0,,-93.9,-108.9,,-99.3,-79.7,-106.2,-95.0,-84.0,,,,,,,,-109.0,-92.6,,False,,False,False,,,,,True,,,True,,False,False,,False,True,False,False,True,,,,,,,,False,False,
17017,32,32.0,31.4,,25.0,25.0,,,,,68.7,,,27.0,,25.7,21.5,,19.2,35.5,0.0,47.0,21.0,,,,,,,,20.0,20.8,,0.0,-0.6,,-7.0,-7.0,,,,,36.7,,,-5.0,,-6.3,-10.5,,-12.8,3.5,-32.0,15.0,-11.0,,,,,,,,-12.0,-11.2,,False,,False,False,,,,,False,,,False,,False,False,,False,False,False,False,False,,,,,,,,False,False,
17019,762,550.0,554.5,,529.0,511.0,,,,,411.5,,,550.0,,584.0,569.8,,560.0,675.6,0.2,441.0,56.0,,,,933.1,506.0,,,673.0,373.2,,-212.0,-207.5,,-233.0,-251.0,,,,,-350.5,,,-212.0,,-178.0,-192.2,,-202.0,-86.4,-761.8,-321.0,-706.0,,,,171.1,-256.0,,,-89.0,-388.8,,True,,False,False,,,,,False,,,False,,True,True,,True,True,False,False,False,,,,True,False,,,True,False,
17021,112,158.0,167.7,,120.0,169.0,,,,,121.3,,,98.0,,179.0,60.6,,104.5,112.8,35.3,145.0,38.0,,,,,,,,139.0,123.8,,46.0,55.7,,8.0,57.0,,,,,9.3,,,-14.0,,67.0,-51.4,,-7.5,0.8,-76.7,33.0,-74.0,,,,,,,,27.0,11.8,,False,,True,False,,,,,True,,,True,,False,False,,True,True,False,True,False,,,,,,,,True,True,
17023,78,78.0,76.1,,70.0,84.0,,,,,81.5,,,43.0,,91.4,22.1,,41.2,45.1,54.8,113.0,293.0,,,,,,,,90.0,32.2,,0.0,-1.9,,-8.0,6.0,,,,,3.5,,,-35.0,,13.4,-55.9,,-36.8,-32.9,-23.2,35.0,215.0,,,,,,,,12.0,-45.8,,False,,False,False,,,,,False,,,False,,False,False,,False,False,False,False,False,,,,,,,,False,False,
17025,64,110.0,112.9,,61.0,179.0,,,,,24.5,,,34.0,,164.4,32.5,,24.5,61.3,78.9,163.0,45.0,,,,,,,,58.0,25.3,,46.0,48.9,,-3.0,115.0,,,,,-39.5,,,-30.0,,100.4,-31.5,,-39.5,-2.7,14.9,99.0,-19.0,,,,,,,,-6.0,-38.7,,False,,True,False,,,,,True,,,True,,False,True,,True,True,True,False,True,,,,,,,,True,True,
17027,333,242.0,240.3,,213.0,237.0,,,,,180.0,,,100.0,,212.7,151.2,,178.3,216.4,240.7,248.0,164.0,,,,221.4,,,,166.0,185.9,,-91.0,-92.7,,-120.0,-96.0,,,,,-153.0,,,-233.0,,-120.3,-181.8,,-154.7,-116.6,-92.3,-85.0,-169.0,,,,-111.6,,,,-167.0,-147.1,,False,,False,False,,,,,False,,,False,,False,False,,False,False,False,True,False,,,,False,,,,False,False,
17029,265,154.0,158.1,,145.0,147.0,,,,,91.2,,,237.0,,146.7,110.7,,109.4,182.1,0.1,131.0,128.0,,,,147.1,,,,147.0,97.1,,-111.0,-106.9,,-120.0,-118.0,,,,,-173.8,,,-28.0,,-118.3,-154.3,,-155.6,-82.9,-264.9,-134.0,-137.0,,,,-117.9,,,,-118.0,-167.9,,True,,False,False,,,,,False,,,True,,False,False,,False,True,False,False,False,,,,False,,,,False,False,
17031,20303,11346.0,11537.4,10445.5,10373.0,13385.0,,,,,550.5,,,8475.0,,9266.2,4264.6,,11325.5,14065.4,2772.5,14029.0,12149.0,,,,10194.0,13560.0,,,10818.0,6397.7,,-8957.0,-8765.6,-9857.5,-9930.0,-6918.0,,,,,-19752.5,,,-11828.0,,-11036.8,-16038.4,,-8977.5,-6237.6,-17530.5,-6274.0,-8154.0,,,,-10109.0,-6743.0,,,-9485.0,-13905.3,,True,False,False,True,,,,,False,,,False,,False,False,,False,True,False,True,True,,,,False,True,,,False,False,
17033,101,132.0,132.8,,100.0,59.0,,,,,86.1,,,60.0,,134.2,27.4,,125.0,129.0,0.5,92.0,260.0,,,,,,,,0.0,94.9,,31.0,31.8,,-1.0,-42.0,,,,,-14.9,,,-41.0,,33.2,-73.6,,24.0,28.0,-100.5,-9.0,159.0,,,,,,,,-101.0,-6.1,,False,,True,False,,,,,True,,,False,,False,False,,True,True,False,True,False,,,,,,,,False,True,
17035,50,20.0,25.3,,15.0,14.0,,,,,53.9,,,29.0,,16.7,13.8,,4.6,15.4,10.1,18.0,60.0,,,,,,,,8.0,11.3,,-30.0,-24.7,,-35.0,-36.0,,,,,3.9,,,-21.0,,-33.3,-36.2,,-45.4,-34.6,-39.9,-32.0,10.0,,,,,,,,-42.0,-38.7,,True,,False,False,,,,,True,,,True,,False,False,,False,False,False,False,True,,,,,,,,False,False,
17037,458,304.0,306.4,,291.0,315.0,,,,,257.8,,,325.0,,296.4,279.0,,171.3,283.3,316.1,399.0,453.0,,,,255.8,,,,399.0,146.5,,-154.0,-151.6,,-167.0,-143.0,,,,,-200.2,,,-133.0,,-161.6,-179.0,,-286.7,-174.7,-141.9,-59.0,-5.0,,,,-202.2,,,,-59.0,-311.5,,True,,False,True,,,,,False,,,True,,False,False,,False,False,True,True,True,,,,False,,,,True,False,
17039,69,92.0,94.4,,78.0,85.0,,,,,73.2,,,40.0,,120.5,41.2,,91.1,57.7,60.7,111.0,314.0,,,,,,,,131.0,29.8,,23.0,25.4,,9.0,16.0,,,,,4.2,,,-29.0,,51.5,-27.8,,22.1,-11.3,-8.3,42.0,245.0,,,,,,,,62.0,-39.2,,False,,True,True,,,,,True,,,False,,False,False,,True,True,True,False,False,,,,,,,,False,False,
17041,287,62.0,59.4,,59.0,54.0,,,,,98.8,,,52.0,,61.9,28.7,,38.0,69.1,62.8,64.0,17.0,,,,,,,,66.0,41.7,,-225.0,-227.6,,-228.0,-233.0,,,,,-188.2,,,-235.0,,-225.1,-258.3,,-249.0,-217.9,-224.2,-223.0,-270.0,,,,,,,,-221.0,-245.3,,False,,False,False,,,,,True,,,False,,False,False,,False,True,True,True,False,,,,,,,,True,False,
17043,3390,2054.0,2042.5,2167.1,2089.0,3060.0,,,,,1240.9,,,1626.0,,1792.6,1950.1,,2029.3,2362.3,3530.9,2717.0,2636.0,,,,2239.6,2881.0,,,2115.0,841.4,,-1336.0,-1347.5,-1222.9,-1301.0,-330.0,,,,,-2149.1,,,-1764.0,,-1597.4,-1439.9,,-1360.7,-1027.7,140.9,-673.0,-754.0,,,,-1150.4,-509.0,,,-1275.0,-2548.6,,False,True,True,True,,,,,False,,,False,,False,False,,False,True,True,True,True,,,,True,True,,,True,False,
17045,26,16.0,17.5,,17.0,0.0,,,,,19.4,,,46.0,,22.5,18.8,,6.2,15.3,28.8,16.0,39.0,,,,,,,,24.0,9.8,,-10.0,-8.5,,-9.0,-26.0,,,,,-6.6,,,20.0,,-3.5,-7.2,,-19.8,-10.7,2.8,-10.0,13.0,,,,,,,,-2.0,-16.2,,True,,True,False,,,,,True,,,False,,True,True,,False,False,True,False,False,,,,,,,,True,False,
17047,27,18.0,18.5,,12.0,24.0,,,,,7.0,,,13.0,,18.1,9.9,,3.1,12.3,,19.0,13.0,,,,,,,,16.0,9.0,,-9.0,-8.5,,-15.0,-3.0,,,,,-20.0,,,-14.0,,-8.9,-17.1,,-23.9,-14.7,,-8.0,-14.0,,,,,,,,-11.0,-18.0,,True,,False,True,,,,,False,,,False,,True,False,,False,False,,True,False,,,,,,,,False,False,
17049,189,110.0,110.7,,88.0,88.0,,,,,55.5,,,116.0,,104.8,56.3,,72.2,107.0,0.1,111.0,91.0,,,,,,,,120.0,59.0,,-79.0,-78.3,,-101.0,-101.0,,,,,-133.5,,,-73.0,,-84.2,-132.7,,-116.8,-82.0,-188.9,-78.0,-98.0,,,,,,,,-69.0,-130.0,,True,,False,False,,,,,False,,,True,,False,False,,False,False,False,True,False,,,,,,,,True,False,
17051,167,94.0,89.4,,89.0,106.0,,,,,77.9,,,69.0,,93.8,53.5,,75.9,105.6,0.2,71.0,185.0,,,,,,,,71.0,89.2,,-73.0,-77.6,,-78.0,-61.0,,,,,-89.1,,,-98.0,,-73.2,-113.5,,-91.1,-61.4,-166.8,-96.0,18.0,,,,,,,,-96.0,-77.8,,False,,False,True,,,,,False,,,False,,False,False,,False,True,False,False,True,,,,,,,,False,False,
17053,71,22.0,23.9,,26.0,14.0,,,,,70.9,,,36.0,,17.6,22.6,,66.4,54.3,35.9,18.0,84.0,,,,,,,,11.0,25.4,,-49.0,-47.1,,-45.0,-57.0,,,,,-0.1,,,-35.0,,-53.4,-48.4,,-4.6,-16.7,-35.1,-53.0,13.0,,,,,,,,-60.0,-45.6,,True,,True,False,,,,,True,,,True,,False,True,,True,True,True,False,True,,,,,,,,False,True,
17055,314,138.0,139.5,,131.0,136.0,,,,,94.9,,,95.0,,132.7,68.0,,151.1,144.8,92.3,166.0,169.0,,,,,,,,138.0,84.8,,-176.0,-174.5,,-183.0,-178.0,,,,,-219.1,,,-219.0,,-181.3,-246.0,,-162.9,-169.2,-221.7,-148.0,-145.0,,,,,,,,-176.0,-229.2,,True,,False,False,,,,,False,,,False,,False,False,,True,True,False,True,True,,,,,,,,False,False,
17057,236,110.0,109.6,,110.0,141.0,,,,,39.6,,,91.0,,124.2,82.6,,124.8,137.3,102.2,167.0,90.0,,,,,,,,97.0,53.4,,-126.0,-126.4,,-126.0,-95.0,,,,,-196.4,,,-145.0,,-111.8,-153.4,,-111.2,-98.7,-133.8,-69.0,-146.0,,,,,,,,-139.0,-182.6,,False,,False,True,,,,,False,,,False,,True,False,,True,True,False,True,False,,,,,,,,False,False,
17059,20,18.0,19.0,,11.0,8.0,,,,,12.9,,,14.0,,19.0,5.9,,3.5,11.8,,15.0,29.0,,,,,,,,22.0,4.4,,-2.0,-1.0,,-9.0,-12.0,,,,,-7.1,,,-6.0,,-1.0,-14.1,,-16.5,-8.2,,-5.0,9.0,,,,,,,,2.0,-15.6,,True,,False,False,,,,,False,,,False,,True,False,,False,False,,False,False,,,,,,,,False,False,
17061,42,14.0,12.6,,13.0,15.0,,,,,59.9,,,44.0,,9.3,17.6,,6.3,18.7,11.2,21.0,2.0,,,,,,,,0.0,13.5,,-28.0,-29.4,,-29.0,-27.0,,,,,17.9,,,2.0,,-32.7,-24.4,,-35.7,-23.3,-30.8,-21.0,-40.0,,,,,,,,-42.0,-28.5,,False,,False,True,,,,,True,,,True,,False,True,,False,True,False,True,False,,,,,,,,False,False,
17063,185,118.0,128.4,,121.0,152.0,,,,,133.3,,,128.0,,125.4,93.6,,44.2,120.9,148.9,153.0,110.0,,,,,,,,156.0,74.6,,-67.0,-56.6,,-64.0,-33.0,,,,,-51.7,,,-57.0,,-59.6,-91.4,,-140.8,-64.1,-36.1,-32.0,-75.0,,,,,,,,-29.0,-110.4,,True,,True,True,,,,,True,,,True,,True,False,,False,True,True,True,False,,,,,,,,True,False,
17065,31,22.0,21.0,,16.0,15.0,,,,,45.4,,,24.0,,17.0,11.6,,4.9,13.0,,21.0,6.0,,,,,,,,15.0,8.8,,-9.0,-10.0,,-15.0,-16.0,,,,,14.4,,,-7.0,,-14.0,-19.4,,-26.1,-18.0,,-10.0,-25.0,,,,,,,,-16.0,-22.2,,False,,False,False,,,,,False,,,True,,False,False,,False,False,,False,False,,,,,,,,False,False,
17067,60,28.0,22.8,,27.0,25.0,,,,,62.6,,,49.0,,23.8,35.3,,6.6,30.4,51.5,23.0,8.0,,,,,,,,11.0,27.7,,-32.0,-37.2,,-33.0,-35.0,,,,,2.6,,,-11.0,,-36.2,-24.7,,-53.4,-29.6,-8.5,-37.0,-52.0,,,,,,,,-49.0,-32.3,,False,,False,False,,,,,True,,,True,,False,True,,False,True,True,False,False,,,,,,,,False,False,
17069,9,8.0,10.3,,7.0,0.0,,,,,5.3,,,8.0,,8.9,3.0,,3.3,6.6,,5.0,7.0,,,,,,,,10.0,7.5,30.2,-1.0,1.3,,-2.0,-9.0,,,,,-3.7,,,-1.0,,-0.1,-6.0,,-5.7,-2.4,,-4.0,-2.0,,,,,,,,1.0,-1.5,21.2,False,,False,False,,,,,False,,,False,,True,False,,False,False,,False,False,,,,,,,,False,False,False
17071,43,18.0,17.4,,17.0,2.0,,,,,27.9,,,22.0,,18.4,6.0,,4.5,16.5,,21.0,20.0,,,,,,,,20.0,10.2,,-25.0,-25.6,,-26.0,-41.0,,,,,-15.1,,,-21.0,,-24.6,-37.0,,-38.5,-26.5,,-22.0,-23.0,,,,,,,,-23.0,-32.8,,False,,False,False,,,,,True,,,True,,True,False,,False,False,,True,True,,,,,,,,True,False,
17073,95,96.0,90.6,,94.0,99.0,,,,,126.9,,,169.0,,71.6,105.6,,39.6,97.6,110.5,109.0,200.0,,,,,,,,72.0,51.6,,1.0,-4.4,,-1.0,4.0,,,,,31.9,,,74.0,,-23.4,10.6,,-55.4,2.6,15.5,14.0,105.0,,,,,,,,-23.0,-43.4,,False,,False,False,,,,,False,,,False,,False,False,,False,False,False,False,False,,,,,,,,False,False,
17075,89,62.0,62.8,,61.0,39.0,,,,,102.1,,,73.0,,49.6,33.9,,59.9,70.8,52.1,76.0,127.0,,,,,,,,69.0,31.0,,-27.0,-26.2,,-28.0,-50.0,,,,,13.1,,,-16.0,,-39.4,-55.1,,-29.1,-18.2,-36.9,-13.0,38.0,,,,,,,,-20.0,-58.0,,True,,False,False,,,,,True,,,True,,False,False,,False,True,False,True,False,,,,,,,,True,False,
17077,179,106.0,100.9,,95.0,88.0,,,,,142.8,,,179.0,,84.8,109.8,,63.8,108.2,0.0,150.0,95.0,,,,99.4,,,,102.0,59.9,,-73.0,-78.1,,-84.0,-91.0,,,,,-36.2,,,0.0,,-94.2,-69.2,,-115.2,-70.8,-179.0,-29.0,-84.0,,,,-79.6,,,,-77.0,-119.1,,False,,False,False,,,,,True,,,True,,False,True,,False,True,False,True,False,,,,False,,,,False,False,
17079,35,26.0,22.5,,22.0,0.0,,,,,60.2,,,24.0,,25.4,8.6,,7.0,22.4,2.1,18.0,72.0,,,,,,,,25.0,10.8,,-9.0,-12.5,,-13.0,-35.0,,,,,25.2,,,-11.0,,-9.6,-26.4,,-28.0,-12.6,-32.9,-17.0,37.0,,,,,,,,-10.0,-24.2,,False,,False,False,,,,,False,,,False,,False,False,,False,False,False,False,False,,,,,,,,False,False,
17081,122,226.0,220.6,,172.0,304.0,,,,,98.0,,,109.0,,198.6,113.8,,158.7,174.6,138.3,289.0,183.0,,,,,,,,165.0,62.2,,104.0,98.6,,50.0,182.0,,,,,-24.0,,,-13.0,,76.6,-8.2,,36.7,52.6,16.3,167.0,61.0,,,,,,,,43.0,-59.8,,True,,True,False,,,,,True,,,True,,True,True,,True,True,True,False,True,,,,,,,,True,True,
17083,48,40.0,40.5,,40.0,14.0,,,,,63.9,,,48.0,,40.8,35.4,,15.9,30.4,47.4,54.0,37.0,,,,,,,,11.0,18.6,87.9,-8.0,-7.5,,-8.0,-34.0,,,,,15.9,,,0.0,,-7.2,-12.6,,-32.1,-17.6,-0.6,6.0,-11.0,,,,,,,,-37.0,-29.4,39.9,True,,False,False,,,,,False,,,True,,True,False,,False,False,True,True,False,,,,,,,,False,False,False
17085,153,70.0,70.7,,75.0,79.0,,,,,78.9,,,76.0,,76.0,28.5,,113.9,122.7,89.2,111.0,208.0,,,,,,,,84.0,54.3,,-83.0,-82.3,,-78.0,-74.0,,,,,-74.1,,,-77.0,,-77.0,-124.5,,-39.1,-30.3,-63.8,-42.0,55.0,,,,,,,,-69.0,-98.7,,True,,True,True,,,,,True,,,True,,True,False,,True,True,True,True,True,,,,,,,,True,False,
