,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IowaStateLW-STEM,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IowaStateLW-STEM,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IowaStateLW-STEM,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
13267,251,232.0,,,408.0,0.1,80.2,435.7,,63.0,-19.0,,,157.0,-250.9,-170.8,184.7,,-188.0,,,False,False,False,False,,False
13269,77,312.0,,,112.0,61.0,81.9,166.3,,138.0,235.0,,,35.0,-16.0,4.9,89.3,,61.0,,,True,True,True,True,,True
13271,158,168.0,,,265.0,0.2,149.5,88.4,,57.0,10.0,,,107.0,-157.8,-8.5,-69.6,,-101.0,,,False,False,True,False,,False
13273,24,64.0,,,131.0,1.4,4.2,68.2,,49.0,40.0,,,107.0,-22.6,-19.8,44.2,,25.0,,,False,True,True,False,,True
13275,254,520.0,,,621.0,29.9,216.4,554.3,,180.0,266.0,,,367.0,-224.1,-37.6,300.3,,-74.0,,,False,True,True,False,,True
13277,451,464.0,,,655.0,4.0,136.4,260.2,,233.0,13.0,,,204.0,-447.0,-314.6,-190.8,,-218.0,,,False,False,False,False,,False
13279,417,736.0,,,405.0,337.3,239.0,460.4,,107.0,319.0,,,-12.0,-79.7,-178.0,43.4,,-310.0,,,True,True,True,True,,True
13281,231,168.0,,,43.0,58.9,21.4,257.2,,80.0,-63.0,,,-188.0,-172.1,-209.6,26.2,,-151.0,,,False,False,False,True,,False
13283,107,248.0,,,81.0,19.5,146.9,220.2,,93.0,141.0,,,-26.0,-87.5,39.9,113.2,,-14.0,,,True,True,True,True,,True
13285,435,704.0,,,889.0,70.0,390.4,296.8,,310.0,269.0,,,454.0,-365.0,-44.6,-138.2,,-125.0,,,False,False,True,True,,True
13287,56,32.0,,,75.0,0.2,5.9,127.7,,7.0,-24.0,,,19.0,-55.8,-50.1,71.7,,-49.0,,,True,False,False,False,,False
13289,53,72.0,,,75.0,35.7,2.3,276.6,,22.0,19.0,,,22.0,-17.3,-50.7,223.6,,-31.0,,,False,True,False,False,,False
13291,422,528.0,,,139.0,232.5,116.0,442.4,,272.0,106.0,,,-283.0,-189.5,-306.0,20.4,,-150.0,,,False,False,False,True,,False
13293,180,0.0,,,259.0,37.9,50.1,759.4,,8.0,-180.0,,,79.0,-142.1,-129.9,579.4,,-172.0,,,True,True,True,False,,True
13295,820,944.0,,,598.0,334.8,389.4,832.5,,728.0,124.0,,,-222.0,-485.2,-430.6,12.5,,-92.0,,,False,False,False,True,,True
13297,862,744.0,,,715.0,339.3,82.0,886.6,,297.0,-118.0,,,-147.0,-522.7,-780.0,24.6,,-565.0,,,False,False,False,True,,False
13299,395,328.0,,,450.0,5.1,91.1,153.6,,64.0,-67.0,,,55.0,-389.9,-303.9,-241.4,,-331.0,,,True,False,False,False,,False
13301,46,56.0,,,26.0,0.0,23.8,16.5,,19.0,10.0,,,-20.0,-46.0,-22.2,-29.5,,-27.0,,,False,False,False,False,,False
13303,152,192.0,,,318.0,0.2,37.0,399.8,,35.0,40.0,,,166.0,-151.8,-115.0,247.8,,-117.0,,,False,False,False,False,,False
13305,270,296.0,,,323.0,0.9,74.0,222.9,,58.0,26.0,,,53.0,-269.1,-196.0,-47.1,,-212.0,,,False,False,False,False,,False
13307,7,0.0,,,37.0,,0.7,11.4,,0.0,-7.0,,,30.0,,-6.3,4.4,,-7.0,,,False,,True,True,,False
13309,230,112.0,,,91.0,9.1,43.5,72.4,,22.0,-118.0,,,-139.0,-220.9,-186.5,-157.6,,-208.0,,,False,False,False,False,,False
13311,489,560.0,,,211.0,213.7,335.0,443.1,,549.0,71.0,,,-278.0,-275.3,-154.0,-45.9,,60.0,,,False,False,False,True,,True
13313,1363,1144.0,,,1496.0,52.2,133.4,941.4,,383.0,-219.0,,,133.0,-1310.8,-1229.6,-421.6,,-980.0,,,True,False,False,False,,False
13315,38,96.0,,,135.0,0.7,77.5,55.9,,69.0,58.0,,,97.0,-37.3,39.5,17.9,,31.0,,,False,True,True,True,,True
13317,71,80.0,,,83.0,0.0,9.1,31.8,,27.0,9.0,,,12.0,-71.0,-61.9,-39.2,,-44.0,,,False,False,False,False,,False
13319,82,256.0,,,71.0,96.0,63.7,214.6,,108.0,174.0,,,-11.0,14.0,-18.3,132.6,,26.0,,,True,True,True,True,,True
13321,115,128.0,,,224.0,33.6,83.5,131.9,,59.0,13.0,,,109.0,-81.4,-31.5,16.9,,-56.0,,,False,False,False,False,,False
15001,864,1008.0,,,,1.1,1818.0,413.4,,6776.0,144.0,,,,-862.9,954.0,-450.6,,5912.0,,,,False,False,False,,False
15003,5456,12832.0,,,,1092.5,13100.1,77088.4,,10249.0,7376.0,,,,-4363.5,7644.1,71632.4,,4793.0,,,,True,False,False,,True
15005,0,0.0,,,,,0.0,,,,0.0,,,,,0.0,,,,,,,,True,,,
15007,5,8.0,,,,,1.1,16.2,,3.0,3.0,,,,,-3.9,11.2,,-2.0,,,,,False,False,,True
15009,270,408.0,,,,9.3,202.1,597.2,,412.0,138.0,,,,-260.7,-67.9,327.2,,142.0,,,,False,True,False,,False
16001,5099,4144.0,,,3982.0,1343.2,815.6,1878.1,,1551.0,-955.0,,,-1117.0,-3755.8,-4283.4,-3220.9,,-3548.0,,,False,False,False,False,,False
16003,25,8.0,,,16.0,,4.8,4.6,,7.0,-17.0,,,-9.0,,-20.2,-20.4,,-18.0,,,True,,False,False,,False
16005,1678,448.0,,,463.0,614.7,103.9,171.9,,168.0,-1230.0,,,-1215.0,-1063.3,-1574.1,-1506.1,,-1510.0,,,True,True,False,False,,False
16007,37,40.0,,,8.0,,6.6,,,15.0,3.0,,,-29.0,,-30.4,,,-22.0,,,False,,False,,,False
16009,61,120.0,,,37.0,24.6,19.7,221.2,,74.0,59.0,,,-24.0,-36.4,-41.3,160.2,,13.0,,,True,True,True,False,,True
16011,1093,400.0,,,277.0,385.5,95.3,707.8,,165.0,-693.0,,,-816.0,-707.5,-997.7,-385.2,,-928.0,,,False,False,False,True,,False
16013,257,80.0,,,94.0,14.0,103.6,70.3,,62.0,-177.0,,,-163.0,-243.0,-153.4,-186.7,,-195.0,,,True,False,True,False,,False
16015,16,32.0,,,21.0,,9.8,23.3,,11.0,16.0,,,5.0,,-6.2,7.3,,-5.0,,,True,,True,True,,True
16017,257,136.0,,,147.0,262.1,7.4,112.3,,81.0,-121.0,,,-110.0,5.1,-249.7,-144.7,,-176.0,,,True,True,False,False,,False
16019,2529,1712.0,,,657.0,1215.4,765.6,971.6,,761.0,-817.0,,,-1872.0,-1313.6,-1763.4,-1557.4,,-1768.0,,,False,False,False,False,,False
16021,89,8.0,,,40.0,,0.7,43.7,,2.0,-81.0,,,-49.0,,-88.3,-45.3,,-87.0,,,True,,False,True,,False
16023,83,48.0,,,0.0,,33.3,19.7,,76.0,-35.0,,,-83.0,,-49.7,-63.3,,-7.0,,,False,,False,False,,True
16025,37,16.0,,,0.0,,1.0,5.1,,37.0,-21.0,,,-37.0,,-36.0,-31.9,,0.0,,,False,,False,False,,True
16027,2610,3128.0,,,2741.0,903.8,1072.8,1411.7,,745.0,518.0,,,131.0,-1706.2,-1537.2,-1198.3,,-1865.0,,,True,False,False,False,,False
16029,217,32.0,,,8.0,,0.7,50.5,,17.0,-185.0,,,-209.0,,-216.3,-166.5,,-200.0,,,False,,False,True,,False
16031,744,80.0,,,170.0,0.0,8.1,115.5,,20.0,-664.0,,,-574.0,-744.0,-735.9,-628.5,,-724.0,,,True,False,False,True,,False
16033,20,40.0,,,0.0,,17.1,,,8.0,20.0,,,-20.0,,-2.9,,,-12.0,,,False,,True,,,True
16035,112,8.0,,,32.0,,3.2,,,6.0,-104.0,,,-80.0,,-108.8,,,-106.0,,,True,,False,,,False
16037,62,104.0,,,1.0,,23.2,,,126.0,42.0,,,-61.0,,-38.8,,,64.0,,,False,,True,,,False
16039,233,152.0,,,189.0,204.7,46.7,83.3,,100.0,-81.0,,,-44.0,-28.3,-186.3,-149.7,,-133.0,,,True,True,False,False,,False
16041,281,16.0,,,31.0,,11.8,40.8,,10.0,-265.0,,,-250.0,,-269.2,-240.2,,-271.0,,,True,,False,True,,False
16043,352,112.0,,,20.0,114.5,9.2,122.5,,36.0,-240.0,,,-332.0,-237.5,-342.9,-229.5,,-316.0,,,False,True,False,True,,False
16045,206,40.0,,,150.0,71.5,17.5,18.1,,22.0,-166.0,,,-56.0,-134.5,-188.5,-187.9,,-184.0,,,True,True,False,False,,False
16047,304,224.0,,,123.0,90.2,429.6,313.8,,165.0,-80.0,,,-181.0,-213.8,125.6,9.8,,-139.0,,,False,False,False,True,,False
16049,297,8.0,,,56.0,,1.6,23.4,,5.0,-289.0,,,-241.0,,-295.4,-273.6,,-292.0,,,True,,False,True,,False
16051,578,336.0,,,100.0,195.0,64.5,347.0,,154.0,-242.0,,,-478.0,-383.0,-513.5,-231.0,,-424.0,,,False,False,False,True,,False
16053,447,288.0,,,149.0,101.8,198.6,175.6,,145.0,-159.0,,,-298.0,-345.2,-248.4,-271.4,,-302.0,,,False,False,False,False,,False
16055,1753,856.0,,,972.0,485.4,174.7,614.5,,237.0,-897.0,,,-781.0,-1267.6,-1578.3,-1138.5,,-1516.0,,,True,False,False,False,,False
16057,654,456.0,,,335.0,24.2,21.4,514.7,,448.0,-198.0,,,-319.0,-629.8,-632.6,-139.3,,-206.0,,,False,False,False,True,,False
16059,135,56.0,,,13.0,,25.4,,,18.0,-79.0,,,-122.0,,-109.6,,,-117.0,,,False,,False,,,False
16061,78,0.0,,,2.0,,0.0,,,,-78.0,,,-76.0,,-78.0,,,,,,True,,False,,,
16063,98,32.0,,,25.0,,1.5,17.3,,13.0,-66.0,,,-73.0,,-96.5,-80.7,,-85.0,,,False,,False,False,,False
16065,2166,200.0,,,202.0,111.9,98.4,43.0,,122.0,-1966.0,,,-1964.0,-2054.1,-2067.6,-2123.0,,-2044.0,,,True,False,False,False,,False
16067,596,216.0,,,123.0,0.0,52.5,123.0,,72.0,-380.0,,,-473.0,-596.0,-543.5,-473.0,,-524.0,,,False,False,False,False,,False
16069,473,456.0,,,383.0,555.6,27.6,647.1,,531.0,-17.0,,,-90.0,82.6,-445.4,174.1,,58.0,,,False,False,False,False,,False
16071,24,24.0,,,8.0,,2.2,,,16.0,0.0,,,-16.0,,-21.8,,,-8.0,,,False,,False,,,False
16073,88,80.0,,,219.0,0.0,12.1,144.2,,22.0,-8.0,,,131.0,-88.0,-76.0,56.2,,-66.0,,,False,False,False,False,,False
16075,460,816.0,,,264.0,133.7,266.2,294.1,,324.0,356.0,,,-196.0,-326.3,-193.8,-165.9,,-136.0,,,True,True,True,True,,True
16077,243,184.0,,,28.0,35.3,55.6,128.0,,127.0,-59.0,,,-215.0,-207.7,-187.4,-115.0,,-116.0,,,False,False,False,False,,False
16079,64,104.0,,,52.0,51.4,7.4,344.0,,20.0,40.0,,,-12.0,-12.6,-56.5,280.0,,-44.0,,,True,True,False,False,,False
16081,150,64.0,,,23.0,38.7,75.8,66.7,,37.0,-86.0,,,-127.0,-111.3,-74.2,-83.3,,-113.0,,,False,False,True,True,,False
16083,2140,608.0,,,422.0,314.2,70.3,449.0,,188.0,-1532.0,,,-1718.0,-1825.8,-2069.7,-1691.0,,-1952.0,,,False,False,False,False,,False
16085,31,48.0,,,34.0,,1.9,119.1,,10.0,17.0,,,3.0,,-29.1,88.1,,-21.0,,,True,,False,False,,False
16087,173,112.0,,,120.0,0.0,37.5,233.9,,33.0,-61.0,,,-53.0,-173.0,-135.5,60.9,,-140.0,,,True,False,False,True,,False
17001,1076,456.0,,,959.0,538.5,90.8,246.2,,118.0,-620.0,,,-117.0,-537.5,-985.2,-829.8,,-958.0,,,True,True,False,False,,False
17003,76,32.0,,,40.0,,14.7,57.2,,37.0,-44.0,,,-36.0,,-61.3,-18.8,,-39.0,,,True,,False,True,,True
17005,357,248.0,,,172.0,86.7,69.9,194.1,,149.0,-109.0,,,-185.0,-270.3,-287.1,-162.9,,-208.0,,,False,False,False,False,,False
17007,975,328.0,,,537.0,153.3,0.0,241.7,,310.0,-647.0,,,-438.0,-821.7,-975.0,-733.3,,-665.0,,,True,False,False,False,,False
17009,89,40.0,,,179.0,,5.4,12.7,,159.0,-49.0,,,90.0,,-83.6,-76.3,,70.0,,,False,,False,False,,False
17011,538,360.0,,,234.0,364.5,102.8,406.2,,174.0,-178.0,,,-304.0,-173.5,-435.2,-131.8,,-364.0,,,False,True,False,True,,False
17013,45,56.0,,,34.0,,2.7,,,27.0,11.0,,,-11.0,,-42.3,,,-18.0,,,False,,False,,,False
17015,273,168.0,,,104.0,111.8,44.7,211.5,,94.0,-105.0,,,-169.0,-161.2,-228.3,-61.5,,-179.0,,,False,False,False,True,,False
17017,164,120.0,,,120.0,84.5,54.9,124.2,,45.0,-44.0,,,-44.0,-79.5,-109.1,-39.8,,-119.0,,,False,False,False,True,,False
17019,3680,3512.0,,,1792.0,1379.5,2838.8,2184.7,,3618.0,-168.0,,,-1888.0,-2300.5,-841.2,-1495.3,,-62.0,,,False,False,False,False,,True
17021,581,384.0,,,262.0,264.2,229.4,175.3,,553.0,-197.0,,,-319.0,-316.8,-351.6,-405.7,,-28.0,,,False,False,False,False,,True
17023,192,32.0,,,101.0,223.7,5.9,86.6,,39.0,-160.0,,,-91.0,31.7,-186.1,-105.4,,-153.0,,,True,True,False,True,,True
17025,233,136.0,,,93.0,,0.0,,,96.0,-97.0,,,-140.0,,-233.0,,,-137.0,,,False,,False,,,False
17027,1042,936.0,,,352.0,353.6,408.6,1059.3,,346.0,-106.0,,,-690.0,-688.4,-633.4,17.3,,-696.0,,,False,False,False,True,,False
17029,959,1424.0,,,607.0,304.7,3016.9,774.9,,509.0,465.0,,,-352.0,-654.3,2057.9,-184.1,,-450.0,,,True,False,False,True,,True
17031,48693,36456.0,,,29720.0,3173.3,22634.0,33398.9,,20431.0,-12237.0,,,-18973.0,-45519.7,-26059.0,-15294.1,,-28262.0,,,False,False,False,False,,False
17033,568,224.0,,,135.0,,15.4,105.9,,317.0,-344.0,,,-433.0,,-552.6,-462.1,,-251.0,,,False,,False,False,,True
17035,148,240.0,,,67.0,84.5,122.4,301.5,,122.0,92.0,,,-81.0,-63.5,-25.6,153.5,,-26.0,,,True,True,True,False,,True
17037,1225,432.0,,,877.0,374.9,190.0,343.8,,273.0,-793.0,,,-348.0,-850.1,-1035.0,-881.2,,-952.0,,,True,False,False,False,,False
17039,215,32.0,,,86.0,,14.5,46.2,,39.0,-183.0,,,-129.0,,-200.5,-168.8,,-176.0,,,True,,False,True,,True
17041,446,208.0,,,125.0,158.7,56.9,280.8,,121.0,-238.0,,,-321.0,-287.3,-389.1,-165.2,,-325.0,,,False,False,False,True,,False
17043,8148,5696.0,,,5981.0,1197.0,3400.0,5943.8,,3685.0,-2452.0,,,-2167.0,-6951.0,-4748.0,-2204.2,,-4463.0,,,True,False,False,True,,False
17045,75,192.0,,,104.0,,32.5,188.2,,157.0,117.0,,,29.0,,-42.5,113.2,,82.0,,,True,,True,True,,True
17047,70,56.0,,,26.0,,7.7,,,57.0,-14.0,,,-44.0,,-62.3,,,-13.0,,,False,,False,,,True
17049,653,1112.0,,,339.0,176.5,396.2,1068.6,,398.0,459.0,,,-314.0,-476.5,-256.8,415.6,,-255.0,,,True,False,True,True,,True
17051,511,440.0,,,233.0,204.0,0.0,192.4,,356.0,-71.0,,,-278.0,-307.0,-511.0,-318.6,,-155.0,,,False,False,False,False,,False
17053,127,16.0,,,67.0,,20.8,47.6,,11.0,-111.0,,,-60.0,,-106.2,-79.4,,-116.0,,,True,,True,True,,False
17055,617,400.0,,,321.0,365.3,278.6,299.4,,200.0,-217.0,,,-296.0,-251.7,-338.4,-317.6,,-417.0,,,False,False,False,False,,False
17057,419,96.0,,,283.0,,40.3,173.5,,123.0,-323.0,,,-136.0,,-378.7,-245.5,,-296.0,,,True,,False,True,,True
17059,45,16.0,,,30.0,,0.7,127.7,,13.0,-29.0,,,-15.0,,-44.3,82.7,,-32.0,,,True,,False,False,,False
17061,185,80.0,,,207.0,90.3,17.3,239.7,,28.0,-105.0,,,22.0,-94.7,-167.7,54.7,,-157.0,,,True,True,False,True,,False
17063,489,368.0,,,338.0,380.9,142.8,318.6,,225.0,-121.0,,,-151.0,-108.1,-346.2,-170.4,,-264.0,,,False,True,False,False,,False
17065,73,40.0,,,71.0,,31.4,,,9.0,-33.0,,,-2.0,,-41.6,,,-64.0,,,True,,False,,,False
17067,183,152.0,,,168.0,154.1,18.0,126.9,,53.0,-31.0,,,-15.0,-28.9,-165.0,-56.1,,-130.0,,,True,True,False,False,,False
17069,36,0.0,,,19.0,,5.0,,,0.0,-36.0,,,-17.0,,-31.1,,,-36.0,,,True,,True,,,False
17071,84,128.0,,,44.0,,163.6,,,87.0,44.0,,,-40.0,,79.6,,,3.0,,,True,,False,,,True
17073,388,696.0,,,425.0,480.2,344.0,530.4,,467.0,308.0,,,37.0,92.2,-44.0,142.4,,79.0,,,True,True,True,True,,True
17075,196,88.0,,,162.0,80.6,22.1,113.3,,47.0,-108.0,,,-34.0,-115.4,-173.9,-82.7,,-149.0,,,True,False,False,True,,False
17077,615,648.0,,,843.0,375.1,39.1,642.2,,325.0,33.0,,,228.0,-239.9,-575.9,27.2,,-290.0,,,False,False,False,True,,False
17079,139,296.0,,,50.0,36.7,621.7,154.4,,182.0,157.0,,,-89.0,-102.3,482.7,15.4,,43.0,,,True,True,False,True,,True
17081,447,504.0,,,405.0,571.3,153.4,646.5,,233.0,57.0,,,-42.0,124.3,-293.6,199.5,,-214.0,,,True,False,False,False,,False
17083,195,496.0,,,213.0,117.6,85.2,768.0,,196.0,301.0,,,18.0,-77.4,-109.8,573.0,,1.0,,,True,True,True,False,,True
17085,313,112.0,,,131.0,397.7,24.8,77.7,,78.0,-201.0,,,-182.0,84.7,-288.2,-235.3,,-235.0,,,True,True,False,False,,False
17087,233,200.0,,,126.0,137.2,110.2,293.8,,150.0,-33.0,,,-107.0,-95.8,-122.8,60.8,,-83.0,,,False,False,False,False,,False
17089,5354,3176.0,,,4423.0,947.1,4437.8,2208.2,,1626.0,-2178.0,,,-931.0,-4406.9,-916.2,-3145.8,,-3728.0,,,True,False,True,False,,False
17091,1198,1208.0,,,926.0,567.4,656.8,1001.4,,808.0,10.0,,,-272.0,-630.6,-541.2,-196.6,,-390.0,,,False,False,False,False,,False
17093,992,560.0,,,761.0,474.6,243.1,482.8,,288.0,-432.0,,,-231.0,-517.4,-748.9,-509.2,,-704.0,,,True,False,False,False,,False
17095,831,208.0,,,520.0,466.2,10.1,634.7,,79.0,-623.0,,,-311.0,-364.8,-820.9,-196.3,,-752.0,,,True,True,False,True,,False
17097,6030,5176.0,,,5364.0,1333.6,3069.2,6747.8,,2814.0,-854.0,,,-666.0,-4696.4,-2960.8,717.8,,-3216.0,,,True,False,False,True,,False
17099,1159,1072.0,,,759.0,1163.5,326.9,385.8,,464.0,-87.0,,,-400.0,4.5,-832.1,-773.2,,-695.0,,,False,True,False,False,,False
17101,222,248.0,,,155.0,156.4,46.7,175.4,,241.0,26.0,,,-67.0,-65.6,-175.3,-46.6,,19.0,,,False,False,False,False,,True
17103,468,216.0,,,317.0,277.4,117.7,199.9,,215.0,-252.0,,,-151.0,-190.6,-350.3,-268.1,,-253.0,,,True,True,False,False,,False
17105,445,128.0,,,209.0,373.1,12.1,306.6,,79.0,-317.0,,,-236.0,-71.9,-432.9,-138.4,,-366.0,,,True,True,False,True,,False
17107,332,288.0,,,204.0,346.2,3.2,244.6,,96.0,-44.0,,,-128.0,14.2,-328.8,-87.4,,-236.0,,,False,True,False,False,,False
17109,547,272.0,,,422.0,64.3,64.6,118.0,,593.0,-275.0,,,-125.0,-482.7,-482.4,-429.0,,46.0,,,True,False,False,False,,True
17111,2436,1856.0,,,2102.0,1421.9,611.4,1509.9,,1418.0,-580.0,,,-334.0,-1014.1,-1824.6,-926.1,,-1018.0,,,True,False,False,False,,False
17113,2629,3760.0,,,1110.0,1903.5,1885.6,1579.6,,2972.0,1131.0,,,-1519.0,-725.5,-743.4,-1049.4,,343.0,,,False,True,True,True,,True
17115,2044,744.0,,,745.0,851.5,16.2,639.1,,513.0,-1300.0,,,-1299.0,-1192.5,-2027.8,-1404.9,,-1531.0,,,True,True,False,False,,False
17117,441,440.0,,,354.0,349.8,140.1,267.3,,245.0,-1.0,,,-87.0,-91.2,-300.9,-173.7,,-196.0,,,False,False,False,False,,False
17119,3128,3624.0,,,2324.0,1649.9,2513.1,2709.7,,1559.0,496.0,,,-804.0,-1478.1,-614.9,-418.3,,-1569.0,,,False,False,False,True,,False
17121,728,336.0,,,291.0,382.6,119.1,244.6,,260.0,-392.0,,,-437.0,-345.4,-608.9,-483.4,,-468.0,,,False,True,False,False,,False
17123,105,56.0,,,41.0,,26.4,94.0,,79.0,-49.0,,,-64.0,,-78.6,-11.0,,-26.0,,,False,,False,True,,True
17125,219,112.0,,,95.0,,0.0,117.5,,104.0,-107.0,,,-124.0,,-219.0,-101.5,,-115.0,,,False,,False,True,,False
17127,89,112.0,,,151.0,,43.7,142.7,,211.0,23.0,,,62.0,,-45.3,53.7,,122.0,,,False,,False,False,,False
17129,114,48.0,,,60.0,,5.8,25.6,,47.0,-66.0,,,-54.0,,-108.2,-88.4,,-67.0,,,True,,False,False,,False
17131,157,64.0,,,122.0,,21.2,21.8,,102.0,-93.0,,,-35.0,,-135.8,-135.2,,-55.0,,,True,,False,False,,True
17133,462,424.0,,,273.0,119.8,96.0,244.1,,278.0,-38.0,,,-189.0,-342.2,-366.0,-217.9,,-184.0,,,False,False,False,False,,False
17135,367,256.0,,,312.0,184.5,23.6,110.3,,259.0,-111.0,,,-55.0,-182.5,-343.4,-256.7,,-108.0,,,True,False,False,False,,True
17137,409,320.0,,,404.0,358.8,19.9,326.4,,73.0,-89.0,,,-5.0,-50.2,-389.1,-82.6,,-336.0,,,True,True,False,True,,False
17139,254,192.0,,,87.0,233.2,87.7,216.3,,79.0,-62.0,,,-167.0,-20.8,-166.3,-37.7,,-175.0,,,False,True,False,True,,False
17141,716,152.0,,,322.0,157.3,35.9,91.5,,59.0,-564.0,,,-394.0,-558.7,-680.1,-624.5,,-657.0,,,True,True,False,False,,False
17143,2160,1464.0,,,1957.0,986.1,577.5,1192.1,,625.0,-696.0,,,-203.0,-1173.9,-1582.5,-967.9,,-1535.0,,,True,False,False,False,,False
17145,143,256.0,,,248.0,172.3,22.0,960.6,,95.0,113.0,,,105.0,29.3,-121.0,817.6,,-48.0,,,True,True,False,False,,True
17147,170,56.0,,,73.0,,17.5,45.3,,23.0,-114.0,,,-97.0,,-152.5,-124.7,,-147.0,,,True,,False,False,,False
17149,264,160.0,,,139.0,,12.2,,,131.0,-104.0,,,-125.0,,-251.8,,,-133.0,,,False,,False,,,False
17151,24,56.0,,,16.0,,5.4,,,128.0,32.0,,,-8.0,,-18.6,,,104.0,,,True,,True,,,False
17153,114,136.0,,,59.0,24.7,188.4,48.0,,80.0,22.0,,,-55.0,-89.3,74.4,-66.0,,-34.0,,,False,False,False,False,,False
17155,74,32.0,,,17.0,,45.0,,,131.0,-42.0,,,-57.0,,-29.0,,,57.0,,,False,,True,,,False
17157,524,824.0,,,448.0,321.0,438.0,541.3,,272.0,300.0,,,-76.0,-203.0,-86.0,17.3,,-252.0,,,True,True,True,True,,True
17159,271,72.0,,,117.0,,0.7,,,35.0,-199.0,,,-154.0,,-270.3,,,-236.0,,,True,,False,,,False
17161,1796,1424.0,,,1564.0,569.0,1007.4,811.4,,1054.0,-372.0,,,-232.0,-1227.0,-788.6,-984.6,,-742.0,,,True,False,False,False,,False
17163,2651,3304.0,,,2465.0,1290.0,1902.9,2454.7,,1453.0,653.0,,,-186.0,-1361.0,-748.1,-196.3,,-1198.0,,,True,False,False,True,,False
17165,393,80.0,,,297.0,150.3,3.7,177.1,,52.0,-313.0,,,-96.0,-242.7,-389.3,-215.9,,-341.0,,,True,True,False,True,,False
17167,2152,1208.0,,,1549.0,841.2,309.6,820.3,,578.0,-944.0,,,-603.0,-1310.8,-1842.4,-1331.7,,-1574.0,,,True,False,False,False,,False
17169,73,0.0,,,69.0,,0.4,3.2,,0.0,-73.0,,,-4.0,,-72.7,-69.8,,-73.0,,,True,,True,True,,False
17171,57,72.0,,,45.0,,27.1,,,19.0,15.0,,,-12.0,,-29.9,,,-38.0,,,True,,False,,,False
17173,461,368.0,,,149.0,220.9,279.7,394.3,,296.0,-93.0,,,-312.0,-240.1,-181.3,-66.7,,-165.0,,,False,False,False,True,,False
17175,66,96.0,,,22.0,,58.9,32.2,,143.0,30.0,,,-44.0,,-7.1,-33.8,,77.0,,,False,,True,False,,False
17177,573,128.0,,,332.0,79.9,47.3,74.0,,69.0,-445.0,,,-241.0,-493.1,-525.7,-499.0,,-504.0,,,True,False,False,False,,False
17179,1549,1056.0,,,860.0,1369.2,84.9,3296.5,,514.0,-493.0,,,-689.0,-179.8,-1464.1,1747.5,,-1035.0,,,False,True,False,False,,False
17181,362,248.0,,,240.0,41.2,140.6,84.3,,74.0,-114.0,,,-122.0,-320.8,-221.4,-277.7,,-288.0,,,False,False,False,False,,False
17183,1370,336.0,,,557.0,431.3,478.0,186.3,,484.0,-1034.0,,,-813.0,-938.7,-892.0,-1183.7,,-886.0,,,True,True,True,False,,True
17185,120,96.0,,,89.0,65.5,83.4,222.1,,45.0,-24.0,,,-31.0,-54.5,-36.6,102.1,,-75.0,,,False,False,False,False,,False
17187,243,192.0,,,177.0,113.7,190.8,151.5,,167.0,-51.0,,,-66.0,-129.3,-52.2,-91.5,,-76.0,,,False,False,False,False,,False
17189,191,192.0,,,106.0,168.2,0.1,90.0,,205.0,1.0,,,-85.0,-22.8,-190.9,-101.0,,14.0,,,False,False,False,False,,False
17191,385,88.0,,,138.0,172.4,47.3,103.4,,51.0,-297.0,,,-247.0,-212.6,-337.7,-281.6,,-334.0,,,True,True,False,True,,False
17193,149,88.0,,,97.0,142.5,41.2,271.6,,44.0,-61.0,,,-52.0,-6.5,-107.8,122.6,,-105.0,,,True,True,False,False,,False
17195,886,488.0,,,477.0,281.9,492.7,375.5,,479.0,-398.0,,,-409.0,-604.1,-393.3,-510.5,,-407.0,,,False,False,True,False,,False
17197,6808,6056.0,,,4438.0,5544.2,3788.8,6284.2,,3588.0,-752.0,,,-2370.0,-1263.8,-3019.2,-523.8,,-3220.0,,,False,False,False,True,,False
17199,997,1496.0,,,907.0,332.1,1614.0,2250.1,,647.0,499.0,,,-90.0,-664.9,617.0,1253.1,,-350.0,,,True,False,False,False,,True
17201,5865,1352.0,,,2647.0,266.8,147.6,876.4,,1105.0,-4513.0,,,-3218.0,-5598.2,-5717.4,-4988.6,,-4760.0,,,True,False,False,False,,False
17203,328,272.0,,,242.0,442.6,90.0,112.7,,187.0,-56.0,,,-86.0,114.6,-238.0,-215.3,,-141.0,,,False,False,False,False,,False
18001,328,208.0,,,200.0,379.3,77.0,374.5,,165.0,-120.0,,,-128.0,51.3,-251.0,46.5,,-163.0,,,False,True,False,True,,False
