,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
13249,6,4.0,5.2,,4.0,0.0,,,,,17.0,,15.0,,2.9,5.8,,0.0,2.4,0.0,,5.0,,7.5,,,,2.0,5.4,-2.0,-0.8,,-2.0,-6.0,,,,,11.0,,9.0,,-3.1,-0.2,,-6.0,-3.6,-6.0,,-1.0,,1.5,,,,-4.0,-0.6,True,,False,False,,,,,False,,False,,False,True,,False,False,False,,True,,True,,,,False,True
13251,37,160.0,156.9,,85.0,83.0,,,,,93.5,,70.0,,140.8,60.1,,47.8,104.0,54.9,,27.0,,141.9,,,,96.0,159.8,123.0,119.9,,48.0,46.0,,,,,56.5,,33.0,,103.8,23.1,,10.8,67.0,17.9,,-10.0,,104.9,,,,59.0,122.8,True,,True,True,,,,,True,,True,,True,True,,True,True,True,,True,,True,,,,True,True
13253,45,48.0,48.5,,41.0,0.0,,,,,59.6,,61.0,,41.3,26.0,,6.5,43.6,0.0,,2.6,,84.9,,,,19.0,42.7,3.0,3.5,,-4.0,-45.0,,,,,14.6,,16.0,,-3.7,-19.0,,-38.5,-1.4,-45.0,,-42.4,,39.9,,,,-26.0,-2.3,False,,False,False,,,,,False,,False,,False,False,,False,True,False,,False,,False,,,,False,True
13255,230,216.0,220.8,,153.0,127.0,,,,,151.7,,231.0,,211.0,133.6,,92.0,153.4,59.1,,64.0,,174.9,,,,195.0,170.0,-14.0,-9.2,,-77.0,-103.0,,,,,-78.3,,1.0,,-19.0,-96.4,,-138.0,-76.6,-170.9,,-166.0,,-55.1,,,,-35.0,-60.0,True,,False,False,,,,,False,,True,,False,False,,False,False,False,,False,,False,,,,False,False
13257,209,260.0,259.3,,177.0,137.0,,,,,176.0,,151.0,,233.5,85.6,,110.8,176.6,135.5,,134.1,,209.9,,,,137.0,245.0,51.0,50.3,,-32.0,-72.0,,,,,-33.0,,-58.0,,24.5,-123.4,,-98.2,-32.4,-73.5,,-74.9,,0.9,,,,-72.0,36.0,True,,True,False,,,,,True,,False,,True,False,,False,True,False,,False,,True,,,,False,True
13259,16,236.0,233.6,,92.0,0.0,,,,,52.6,,93.0,,258.6,38.0,,74.1,113.0,25.4,,15.5,,124.0,,,,0.0,171.8,220.0,217.6,,76.0,-16.0,,,,,36.6,,77.0,,242.6,22.0,,58.1,97.0,9.4,,-0.5,,108.0,,,,-16.0,155.8,True,,True,True,,,,,True,,True,,False,True,,True,True,True,,True,,True,,,,True,True
13261,30,44.0,37.0,,36.0,48.0,,,,,35.4,,131.0,,32.1,51.0,,10.8,37.4,0.6,,31.9,,51.1,,,,27.0,45.3,14.0,7.0,,6.0,18.0,,,,,5.4,,101.0,,2.1,21.0,,-19.2,7.4,-29.4,,1.9,,21.1,,,,-3.0,15.3,True,,True,False,,,,,True,,False,,True,False,,False,True,False,,True,,False,,,,True,False
13263,9,32.0,32.9,,12.0,0.0,,,,,13.8,,31.0,,35.1,7.5,,9.1,6.5,0.0,,8.2,,18.4,,,,90.0,31.8,23.0,23.9,,3.0,-9.0,,,,,4.8,,22.0,,26.1,-1.5,,0.1,-2.5,-9.0,,-0.8,,9.4,,,,81.0,22.8,False,,True,True,,,,,True,,True,,False,True,,True,True,True,,True,,True,,,,False,True
13265,4,4.0,2.9,,4.0,0.0,,,,,17.6,,5.0,,6.0,1.2,,0.2,0.0,,,7.0,,,,,,34.0,3.3,0.0,-1.1,,0.0,-4.0,,,,,13.6,,1.0,,2.0,-2.8,,-3.8,-4.0,,,3.0,,,,,,30.0,-0.7,False,,True,False,,,,,False,,False,,False,False,,False,False,,,False,,,,,,False,False
13267,87,212.0,216.2,,139.0,0.0,,,,,144.6,,197.0,,189.5,51.5,,117.1,139.2,0.1,,56.5,,202.1,,,,170.0,118.8,125.0,129.2,,52.0,-87.0,,,,,57.6,,110.0,,102.5,-35.5,,30.1,52.2,-86.9,,-30.5,,115.1,,,,83.0,31.8,False,,True,True,,,,,True,,True,,True,True,,True,True,True,,True,,True,,,,True,True
13269,21,16.0,30.0,,19.0,33.0,,,,,45.9,,54.0,,16.6,20.1,,3.9,24.8,0.0,,19.3,,33.5,,,,42.0,58.2,-5.0,9.0,,-2.0,12.0,,,,,24.9,,33.0,,-4.4,-0.9,,-17.1,3.8,-21.0,,-1.7,,12.5,,,,21.0,37.2,False,,True,False,,,,,False,,False,,True,True,,False,True,False,,True,,False,,,,False,False
13271,119,24.0,22.9,,14.0,11.0,,,,,22.6,,82.0,,13.6,18.1,,3.0,17.6,0.0,,0.3,,18.1,,,,20.0,23.2,-95.0,-96.1,,-105.0,-108.0,,,,,-96.4,,-37.0,,-105.4,-100.9,,-116.0,-101.4,-119.0,,-118.7,,-100.9,,,,-99.0,-95.8,False,,False,False,,,,,False,,True,,False,False,,False,False,False,,False,,False,,,,False,False
13273,12,12.0,11.3,,4.0,0.0,,,,,2.4,,47.0,,3.0,10.0,,0.5,2.7,0.1,,0.2,,16.8,,,,3.0,9.9,0.0,-0.7,,-8.0,-12.0,,,,,-9.6,,35.0,,-9.0,-2.0,,-11.5,-9.3,-11.9,,-11.8,,4.8,,,,-9.0,-2.1,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,False,,False,,,,False,False
13275,104,68.0,36.1,,41.0,29.0,,,,,130.5,,188.0,,35.5,104.2,,14.3,89.8,0.3,,41.7,,88.0,,,,97.0,50.0,-36.0,-67.9,,-63.0,-75.0,,,,,26.5,,84.0,,-68.5,0.2,,-89.7,-14.2,-103.7,,-62.3,,-16.0,,,,-7.0,-54.0,False,,False,False,,,,,True,,False,,False,True,,False,True,False,,False,,True,,,,True,False
13277,171,332.0,347.8,,191.0,294.0,,,,,204.0,,177.0,,267.1,85.2,,170.5,259.6,2.0,,72.9,,183.1,,,,119.0,309.4,161.0,176.8,,20.0,123.0,,,,,33.0,,6.0,,96.1,-85.8,,-0.5,88.6,-169.0,,-98.1,,12.1,,,,-52.0,138.4,False,,True,True,,,,,True,,True,,True,True,,True,True,False,,True,,True,,,,True,True
13279,145,196.0,193.7,,131.0,55.0,,,,,241.1,,146.0,,149.5,101.4,,81.1,155.2,0.8,,61.0,,138.4,,,,3.0,134.7,51.0,48.7,,-14.0,-90.0,,,,,96.1,,1.0,,4.5,-43.6,,-63.9,10.2,-144.2,,-84.0,,-6.6,,,,-142.0,-10.3,True,,True,False,,,,,False,,True,,True,True,,False,True,False,,False,,True,,,,False,True
13281,100,128.0,123.6,,115.0,131.0,,,,,55.0,,20.0,,142.7,47.2,,53.8,114.0,125.7,,61.9,,96.0,,,,102.0,159.1,28.0,23.6,,15.0,31.0,,,,,-45.0,,-80.0,,42.7,-52.8,,-46.2,14.0,25.7,,-38.1,,-4.0,,,,2.0,59.1,True,,True,False,,,,,False,,False,,False,False,,False,True,True,,False,,True,,,,True,False
13283,49,52.0,52.6,,27.0,8.0,,,,,49.3,,24.0,,53.2,19.4,,25.0,36.9,0.0,,16.4,,42.1,,,,11.0,28.5,3.0,3.6,,-22.0,-41.0,,,,,0.3,,-25.0,,4.2,-29.6,,-24.0,-12.1,-49.0,,-32.6,,-6.9,,,,-38.0,-20.5,False,,False,False,,,,,True,,False,,False,False,,False,False,False,,False,,False,,,,False,False
13285,219,192.0,182.4,,126.0,120.0,,,,,175.4,,408.0,,145.4,114.5,,63.4,176.0,13.2,,91.7,,85.7,,,,150.0,200.0,-27.0,-36.6,,-93.0,-99.0,,,,,-43.6,,189.0,,-73.6,-104.5,,-155.6,-43.0,-205.8,,-127.3,,-133.3,,,,-69.0,-19.0,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,False,,False,,,,False,True
13287,32,36.0,35.0,,12.0,0.0,,,,,26.0,,12.0,,10.0,14.5,,10.4,32.9,0.0,,1.6,,33.2,,,,15.0,17.1,4.0,3.0,,-20.0,-32.0,,,,,-6.0,,-20.0,,-22.0,-17.5,,-21.6,0.9,-32.0,,-30.4,,1.2,,,,-17.0,-14.9,True,,False,False,,,,,False,,False,,False,False,,False,True,False,,False,,True,,,,False,False
13289,30,16.0,15.6,,12.0,0.0,,,,,23.6,,37.0,,13.4,12.8,,12.5,29.0,0.0,,4.3,,32.1,,,,20.0,10.3,-14.0,-14.4,,-18.0,-30.0,,,,,-6.4,,7.0,,-16.6,-17.2,,-17.5,-1.0,-30.0,,-25.7,,2.1,,,,-10.0,-19.7,False,,False,False,,,,,True,,True,,False,False,,False,True,False,,False,,True,,,,True,False
13291,128,388.0,403.6,,272.0,254.0,,,,,133.1,,73.0,,390.9,150.5,,269.6,255.5,257.3,,34.9,,399.1,,,,186.0,358.3,260.0,275.6,,144.0,126.0,,,,,5.1,,-55.0,,262.9,22.5,,141.6,127.5,129.3,,-93.1,,271.1,,,,58.0,230.3,False,,True,True,,,,,True,,True,,False,True,,True,True,True,,True,,False,,,,True,True
13293,48,148.0,149.1,,104.0,0.0,,,,,70.2,,118.0,,152.7,81.6,,78.4,101.5,11.1,,98.7,,113.0,,,,158.0,105.7,100.0,101.1,,56.0,-48.0,,,,,22.2,,70.0,,104.7,33.6,,30.4,53.5,-36.9,,50.7,,65.0,,,,110.0,57.7,False,,True,True,,,,,True,,True,,False,True,,True,True,True,,True,,True,,,,False,True
13295,314,404.0,414.9,,273.0,288.0,,,,,519.3,,509.0,,322.2,316.0,,115.1,248.3,126.8,,84.8,,326.6,,,,336.0,402.2,90.0,100.9,,-41.0,-26.0,,,,,205.3,,195.0,,8.2,2.0,,-198.9,-65.7,-187.2,,-229.2,,12.6,,,,22.0,88.2,False,,True,True,,,,,False,,False,,True,True,,False,True,False,,False,,True,,,,True,True
13297,508,276.0,256.8,,257.0,333.0,,,,,338.5,,320.0,,191.5,251.3,,130.3,298.6,124.0,,192.9,,273.6,,,,142.0,197.8,-232.0,-251.2,,-251.0,-175.0,,,,,-169.5,,-188.0,,-316.5,-256.7,,-377.7,-209.4,-384.0,,-315.1,,-234.4,,,,-366.0,-310.2,False,,False,True,,,,,True,,True,,False,False,,False,True,False,,False,,False,,,,False,False
13299,237,96.0,109.8,,63.0,0.0,,,,,138.4,,155.0,,56.9,66.0,,38.5,99.5,1.0,,57.9,,71.7,,,,62.0,91.8,-141.0,-127.2,,-174.0,-237.0,,,,,-98.6,,-82.0,,-180.1,-171.0,,-198.5,-137.5,-236.0,,-179.1,,-165.3,,,,-175.0,-145.2,True,,False,False,,,,,True,,True,,False,False,,False,True,False,,False,,False,,,,False,False
13301,18,56.0,54.6,,20.0,0.0,,,,,7.8,,12.0,,36.2,11.1,,15.8,49.2,0.0,,14.3,,68.4,,,,54.0,36.7,38.0,36.6,,2.0,-18.0,,,,,-10.2,,-6.0,,18.2,-6.9,,-2.2,31.2,-18.0,,-3.7,,50.4,,,,36.0,18.7,True,,True,True,,,,,True,,True,,True,True,,True,True,True,,True,,False,,,,True,True
13303,86,80.0,80.5,,53.0,0.0,,,,,97.4,,115.0,,54.2,42.6,,26.3,59.6,0.1,,13.7,,108.0,,,,63.0,35.9,-6.0,-5.5,,-33.0,-86.0,,,,,11.4,,29.0,,-31.8,-43.4,,-59.7,-26.4,-85.9,,-72.3,,22.0,,,,-23.0,-50.1,True,,False,False,,,,,False,,False,,False,False,,False,False,False,,False,,False,,,,False,False
13305,98,144.0,159.5,,98.0,28.0,,,,,158.2,,116.0,,123.4,76.8,,94.0,133.3,0.5,,0.0,,89.3,,,,72.0,83.3,46.0,61.5,,0.0,-70.0,,,,,60.2,,18.0,,25.4,-21.2,,-4.0,35.3,-97.5,,-98.0,,-8.7,,,,-26.0,-14.7,False,,True,False,,,,,False,,True,,True,True,,True,True,False,,False,,True,,,,True,True
13307,1,4.0,3.0,,3.0,0.0,,,,,1.1,,12.0,,5.0,1.0,,0.8,0.0,,,4.0,,2.6,,,,1.0,2.6,3.0,2.0,,2.0,-1.0,,,,,0.1,,11.0,,4.0,0.0,,-0.2,-1.0,,,3.0,,1.6,,,,0.0,1.6,True,,True,True,,,,,True,,False,,False,True,,True,True,,,False,,True,,,,True,True
13309,44,36.0,39.7,,29.0,127.0,,,,,79.7,,33.0,,28.4,20.7,,7.7,28.9,0.0,,47.3,,81.3,,,,13.0,93.0,-8.0,-4.3,,-15.0,83.0,,,,,35.7,,-11.0,,-15.6,-23.3,,-36.3,-15.1,-44.0,,3.3,,37.3,,,,-31.0,49.0,True,,False,False,,,,,False,,False,,False,False,,False,False,False,,True,,False,,,,False,False
13311,168,440.0,454.7,,316.0,316.0,,,,,162.7,,104.0,,601.6,157.7,,135.9,290.9,240.2,,47.4,,407.8,,,,318.0,425.1,272.0,286.7,,148.0,148.0,,,,,-5.3,,-64.0,,433.6,-10.3,,-32.1,122.9,72.2,,-120.6,,239.8,,,,150.0,257.1,False,,True,True,,,,,True,,True,,False,True,,True,True,True,,True,,True,,,,True,True
13313,774,460.0,495.0,,320.0,2644.0,,,,,423.8,,882.0,,299.7,195.7,,293.5,406.5,21.6,,207.7,,293.7,,,,229.0,312.4,-314.0,-279.0,,-454.0,1870.0,,,,,-350.2,,108.0,,-474.3,-578.3,,-480.5,-367.5,-752.4,,-566.3,,-480.3,,,,-545.0,-461.6,True,,False,False,,,,,False,,True,,False,False,,False,False,False,,False,,False,,,,False,False
13315,11,20.0,19.0,,12.0,0.0,,,,,24.7,,45.0,,11.5,16.5,,1.1,16.3,0.1,,1.2,,29.1,,,,37.0,20.5,9.0,8.0,,1.0,-11.0,,,,,13.7,,34.0,,0.5,5.5,,-9.9,5.3,-10.9,,-9.8,,18.1,,,,26.0,9.5,True,,True,False,,,,,False,,False,,True,True,,False,True,False,,False,,False,,,,False,False
13317,25,28.0,25.8,,11.0,0.0,,,,,28.3,,46.0,,16.0,18.3,,7.7,24.4,0.0,,3.5,,12.1,,,,15.0,27.4,3.0,0.8,,-14.0,-25.0,,,,,3.3,,21.0,,-9.0,-6.7,,-17.3,-0.6,-25.0,,-21.5,,-12.9,,,,-10.0,2.4,True,,False,False,,,,,False,,False,,False,False,,False,True,False,,False,,False,,,,False,True
13319,32,12.0,10.8,,12.0,0.0,,,,,47.5,,28.0,,14.4,21.6,,2.1,28.1,0.0,,21.2,,42.5,,,,38.0,26.2,-20.0,-21.2,,-20.0,-32.0,,,,,15.5,,-4.0,,-17.6,-10.4,,-29.9,-3.9,-32.0,,-10.8,,10.5,,,,6.0,-5.8,False,,False,False,,,,,True,,True,,True,True,,False,True,False,,True,,True,,,,True,True
13321,75,44.0,41.3,,26.0,0.0,,,,,31.3,,63.0,,25.5,19.6,,12.7,29.7,9.4,,15.9,,35.7,,,,39.0,29.2,-31.0,-33.7,,-49.0,-75.0,,,,,-43.7,,-12.0,,-49.5,-55.4,,-62.3,-45.3,-65.6,,-59.1,,-39.3,,,,-36.0,-45.8,False,,False,False,,,,,False,,True,,False,False,,False,False,False,,False,,False,,,,False,False
15001,477,216.0,207.6,,149.0,47.0,,,,,87.3,,,,281.7,823.9,,141.9,191.8,231.2,,45.0,,128.0,90.0,,,217.0,149.0,-261.0,-269.4,,-328.0,-430.0,,,,,-389.7,,,,-195.3,346.9,,-335.1,-285.2,-245.8,,-432.0,,-349.0,-387.0,,,-260.0,-328.0,False,,False,False,,,,,False,,,,True,False,,False,False,True,,False,,False,False,,,True,False
15003,1943,2520.0,2534.2,2182.2,2303.0,6585.0,,,,,5499.8,,,,2313.4,3594.6,,2822.0,2495.4,1146.1,,1090.4,,2221.6,1719.0,,,1483.0,1673.7,577.0,591.2,239.2,360.0,4642.0,,,,,3556.8,,,,370.4,1651.6,,879.0,552.4,-796.9,,-852.6,,278.6,-224.0,,,-460.0,-269.3,False,True,True,False,,,,,False,,,,True,False,,False,True,False,,False,,True,True,,,True,True
15005,0,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,,,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,,,0.0,,,,,,,,True,,True,True,,,,,,,,,False,True,,,True,,,True,,,,,,,
15007,2,8.0,7.9,,0.0,0.0,,,,,9.3,,,,16.4,47.9,,0.1,0.5,,,1.0,,3.6,,,,0.0,1.2,6.0,5.9,,-2.0,-2.0,,,,,7.3,,,,14.4,45.9,,-1.9,-1.5,,,-1.0,,1.6,,,,-2.0,-0.8,True,,True,True,,,,,False,,,,False,False,,True,True,,,True,,True,,,,True,True
15009,94,16.0,19.6,,16.0,1.0,,,,,53.6,,,,25.8,214.8,,2.8,27.3,126.7,,10.8,,32.4,3.0,,,24.0,27.8,-78.0,-74.4,,-78.0,-93.0,,,,,-40.4,,,,-68.2,120.8,,-91.2,-66.7,32.7,,-83.2,,-61.6,-91.0,,,-70.0,-66.2,True,,False,False,,,,,True,,,,True,False,,False,True,True,,False,,True,False,,,True,True
16001,3348,2040.0,2183.1,1396.0,1464.0,0.0,,,,,1474.1,,1720.0,,1533.2,2752.2,,1910.1,1814.3,763.3,,372.6,,1474.9,1149.0,,,1708.0,1258.7,-1308.0,-1164.9,-1952.0,-1884.0,-3348.0,,,,,-1873.9,,-1628.0,,-1814.8,-595.8,,-1437.9,-1533.7,-2584.7,,-2975.4,,-1873.1,-2199.0,,,-1640.0,-2089.3,True,False,False,False,,,,,False,,False,,False,True,,False,False,False,,False,,False,False,,,False,False
16003,22,0.0,0.2,,0.0,0.0,,,,,3.9,,12.0,,3.5,2.1,,3.3,0.1,,,2.0,,1.1,,,,27.0,2.4,-22.0,-21.8,,-22.0,-22.0,,,,,-18.1,,-10.0,,-18.5,-19.9,,-18.7,-21.9,,,-19.9,,-20.9,,,,5.0,-19.6,True,,False,False,,,,,True,,True,,True,True,,True,True,,,True,,True,,,,True,True
16005,1293,508.0,513.1,,508.0,2442.0,,,,,343.8,,524.0,,540.6,329.5,,250.1,514.2,479.5,,226.4,,597.9,,,,477.0,482.7,-785.0,-779.9,,-785.0,1149.0,,,,,-949.2,,-769.0,,-752.4,-963.5,,-1042.9,-778.8,-813.5,,-1066.6,,-695.1,,,,-816.0,-810.3,True,,False,False,,,,,False,,True,,True,False,,False,True,False,,False,,True,,,,False,False
16007,25,40.0,44.5,,13.0,0.0,,,,,18.6,,17.0,,44.3,12.1,,,5.0,,,7.8,,,,,,106.0,9.3,15.0,19.5,,-12.0,-25.0,,,,,-6.4,,-8.0,,19.3,-12.9,,,-20.0,,,-17.2,,,,,,81.0,-15.7,False,,True,False,,,,,True,,True,,False,True,,,False,,,False,,,,,,False,False
16009,29,24.0,24.0,,18.0,27.0,,,,,29.0,,9.0,,34.3,17.6,,2.2,19.5,0.9,,13.1,,28.1,,,,18.0,18.3,-5.0,-5.0,,-11.0,-2.0,,,,,-0.0,,-20.0,,5.3,-11.4,,-26.8,-9.5,-28.1,,-15.9,,-0.9,,,,-11.0,-10.7,True,,False,True,,,,,True,,False,,False,False,,False,False,False,,False,,True,,,,False,False
16011,643,712.0,702.2,,475.0,2413.0,,,,,429.1,,497.0,,1087.7,261.6,,414.6,456.8,210.8,,139.8,,452.2,,,,656.0,540.8,69.0,59.2,,-168.0,1770.0,,,,,-213.9,,-146.0,,444.7,-381.4,,-228.4,-186.2,-432.2,,-503.2,,-190.8,,,,13.0,-102.2,True,,False,False,,,,,False,,False,,False,False,,False,False,False,,False,,False,,,,True,False
16013,195,136.0,151.3,,68.0,0.0,,,,,2.1,,71.0,,74.4,42.9,,65.3,84.4,12.3,,25.8,,85.8,,,,96.0,94.1,-59.0,-43.7,,-127.0,-195.0,,,,,-192.9,,-124.0,,-120.6,-152.1,,-129.7,-110.6,-182.7,,-169.2,,-109.2,,,,-99.0,-100.9,True,,False,False,,,,,False,,False,,False,False,,False,False,False,,False,,False,,,,False,False
16015,6,16.0,14.6,,7.0,0.0,,,,,17.8,,19.0,,8.8,12.6,,,1.8,,,0.0,,,,,,9.0,9.5,10.0,8.6,,1.0,-6.0,,,,,11.8,,13.0,,2.8,6.6,,,-4.2,,,-6.0,,,,,,3.0,3.5,True,,True,True,,,,,False,,False,,True,True,,,True,,,True,,,,,,True,True
16017,149,152.0,155.7,,116.0,110.0,,,,,172.1,,29.0,,239.7,135.8,,44.9,128.7,187.7,,10.6,,65.0,,,,196.0,137.9,3.0,6.7,,-33.0,-39.0,,,,,23.1,,-120.0,,90.7,-13.2,,-104.1,-20.3,38.7,,-138.4,,-84.0,,,,47.0,-11.1,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,False,,False,,,,False,False
16019,1555,1108.0,1084.7,,951.0,1919.0,,,,,1046.9,,537.0,,1068.0,791.2,,488.3,903.4,868.8,,258.6,,921.6,,,,743.0,703.6,-447.0,-470.3,,-604.0,364.0,,,,,-508.1,,-1018.0,,-487.0,-763.8,,-1066.7,-651.6,-686.2,,-1296.4,,-633.4,,,,-812.0,-851.4,False,,False,True,,,,,False,,False,,False,False,,False,False,False,,False,,False,,,,False,False
16021,75,4.0,1.2,,2.0,0.0,,,,,13.4,,7.0,,5.9,10.3,,,1.6,,,0.8,,,,,,2.0,9.5,-71.0,-73.8,,-73.0,-75.0,,,,,-61.6,,-68.0,,-69.1,-64.7,,,-73.4,,,-74.2,,,,,,-73.0,-65.5,False,,False,False,,,,,True,,True,,True,True,,,False,,,False,,,,,,False,True
16023,65,8.0,10.0,,4.0,0.0,,,,,33.7,,13.0,,3.6,6.8,,,2.5,,,0.3,,,,,,1.0,6.5,-57.0,-55.0,,-61.0,-65.0,,,,,-31.3,,-52.0,,-61.4,-58.2,,,-62.5,,,-64.7,,,,,,-64.0,-58.5,True,,False,False,,,,,True,,True,,False,False,,,False,,,False,,,,,,False,False
16025,10,44.0,35.7,,10.0,0.0,,,,,32.3,,7.0,,130.7,7.0,,2.0,22.3,,,5.7,,,,,,5.0,22.9,34.0,25.7,,0.0,-10.0,,,,,22.3,,-3.0,,120.7,-3.0,,-8.0,12.3,,,-4.3,,,,,,-5.0,12.9,True,,True,True,,,,,True,,True,,False,True,,True,True,,,True,,,,,,True,True
16027,1593,1080.0,1205.8,805.6,835.0,1340.0,,,,,775.0,,882.0,,844.8,781.2,,835.2,941.7,311.7,,155.7,,707.4,437.0,,,698.0,679.4,-513.0,-387.2,-787.4,-758.0,-253.0,,,,,-818.0,,-711.0,,-748.2,-811.8,,-757.8,-651.3,-1281.3,,-1437.3,,-885.6,-1156.0,,,-895.0,-913.6,True,False,False,True,,,,,False,,False,,False,False,,False,False,False,,False,,False,False,,,False,False
16029,140,88.0,103.3,,61.0,8.0,,,,,100.3,,34.0,,129.2,12.1,,101.4,70.6,8.6,,10.0,,63.4,,,,48.0,45.6,-52.0,-36.7,,-79.0,-132.0,,,,,-39.7,,-106.0,,-10.8,-127.9,,-38.6,-69.4,-131.4,,-130.0,,-76.6,,,,-92.0,-94.4,True,,False,False,,,,,True,,False,,True,False,,True,False,False,,False,,False,,,,False,False
16031,600,368.0,365.0,,200.0,0.0,,,,,122.4,,440.0,,361.9,33.1,,170.1,207.5,93.5,,0.0,,216.1,,,,225.0,422.2,-232.0,-235.0,,-400.0,-600.0,,,,,-477.6,,-160.0,,-238.1,-566.9,,-429.9,-392.5,-506.5,,-600.0,,-383.9,,,,-375.0,-177.8,False,,False,False,,,,,False,,True,,False,False,,False,False,False,,False,,False,,,,False,True
16033,8,4.0,4.8,,4.0,0.0,,,,,32.7,,16.0,,7.8,2.1,,,3.4,,,3.6,,,,,,4.0,7.1,-4.0,-3.2,,-4.0,-8.0,,,,,24.7,,8.0,,-0.2,-5.9,,,-4.6,,,-4.4,,,,,,-4.0,-0.9,True,,False,False,,,,,False,,False,,True,False,,,False,,,False,,,,,,False,True
16035,88,56.0,54.0,,34.0,0.0,,,,,31.2,,21.0,,102.6,13.3,,,20.7,,,45.4,,,,,,127.0,36.0,-32.0,-34.0,,-54.0,-88.0,,,,,-56.8,,-67.0,,14.6,-74.7,,,-67.3,,,-42.6,,,,,,39.0,-52.0,False,,False,False,,,,,False,,False,,True,False,,,False,,,False,,,,,,False,False
16037,28,32.0,28.0,,14.0,0.0,,,,,23.3,,14.0,,37.7,12.0,,7.8,21.8,,,7.9,,,,,,24.0,24.3,4.0,-0.0,,-14.0,-28.0,,,,,-4.7,,-14.0,,9.7,-16.0,,-20.2,-6.2,,,-20.1,,,,,,-4.0,-3.7,True,,False,False,,,,,False,,False,,False,False,,False,False,,,False,,,,,,False,True
16039,169,96.0,83.0,,66.0,82.0,,,,,93.7,,254.0,,103.7,69.8,,29.5,65.7,0.0,,29.1,,60.6,,,,91.0,58.3,-73.0,-86.0,,-103.0,-87.0,,,,,-75.3,,85.0,,-65.3,-99.2,,-139.5,-103.3,-169.0,,-139.9,,-108.4,,,,-78.0,-110.7,False,,False,False,,,,,False,,False,,True,False,,False,False,False,,False,,False,,,,False,False
16041,222,144.0,144.0,,106.0,50.0,,,,,84.1,,78.0,,251.4,25.6,,121.7,112.3,25.7,,144.2,,74.5,,,,193.0,241.6,-78.0,-78.0,,-116.0,-172.0,,,,,-137.9,,-144.0,,29.4,-196.4,,-100.3,-109.7,-196.3,,-77.8,,-147.5,,,,-29.0,19.6,True,,False,False,,,,,False,,False,,True,False,,False,False,False,,True,,False,,,,True,True
16043,266,164.0,163.8,,123.0,40.0,,,,,62.7,,40.0,,186.8,52.9,,51.8,135.1,81.2,,144.0,,,,,,141.0,120.0,-102.0,-102.2,,-143.0,-226.0,,,,,-203.3,,-226.0,,-79.2,-213.1,,-214.2,-130.9,-184.8,,-122.0,,,,,,-125.0,-146.0,False,,False,False,,,,,False,,False,,True,False,,False,False,False,,False,,,,,,False,False
