,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
21013,625,288.0,,290.0,,251.0,135.0,,,,,398.5,351.4,,,708.0,,267.8,,321.1,,,531.0,225.1,0.1,,314.0,112.3,,,,,,,,,180.9,-337.0,,-335.0,,-374.0,-490.0,,,,,-226.5,-273.6,,,83.0,,-357.2,,-303.9,,,-94.0,-399.9,-624.9,,-311.0,-512.7,,,,,,,,,-444.1,,True,,False,False,,,,,True,True,,,True,,False,,True,,,True,False,False,,True,False,,,,,,,,,False
21015,2986,1900.0,,1984.0,,1421.0,876.0,,,,,1627.4,1457.2,,,2766.0,,1339.3,,1785.7,2022.5,,2268.5,1153.9,659.8,,1356.0,1556.0,,,,,799.7,858.0,,,893.3,-1086.0,,-1002.0,,-1565.0,-2110.0,,,,,-1358.6,-1528.8,,,-220.0,,-1646.7,,-1200.3,-963.5,,-717.5,-1832.1,-2326.2,,-1630.0,-1430.0,,,,,-2186.3,-2128.0,,,-2092.7,,True,,False,False,,,,,False,False,,,True,,False,,False,True,,True,False,False,,False,False,,,,,False,False,,,False
21017,454,284.0,,277.8,,204.0,141.0,,,,,266.3,307.8,,,449.0,,208.6,,201.5,,,316.5,180.0,41.1,,245.0,194.4,,,,,,,,,101.1,-170.0,,-176.2,,-250.0,-313.0,,,,,-187.7,-146.2,,,-5.0,,-245.4,,-252.5,,,-137.5,-274.0,-412.9,,-209.0,-259.6,,,,,,,,,-352.9,,False,,False,False,,,,,False,True,,,True,,False,,False,,,True,False,False,,False,False,,,,,,,,,False
21019,1186,584.0,,457.4,,350.0,105.0,,,,,645.2,622.0,,,822.0,,234.7,,510.8,477.0,,199.0,408.0,0.0,,597.0,88.2,,,,,1092.6,,,,295.2,-602.0,,-728.6,,-836.0,-1081.0,,,,,-540.8,-564.0,,,-364.0,,-951.3,,-675.2,-709.0,,-987.0,-778.0,-1186.0,,-589.0,-1097.8,,,,,-93.4,,,,-890.8,,False,,False,False,,,,,True,True,,,True,,False,,False,False,,False,False,False,,True,False,,,,,True,,,,False
21021,1046,1168.0,,1188.1,,626.0,567.0,,,,,572.9,993.5,,,702.0,,427.1,,566.5,607.0,,744.0,620.0,253.3,,794.0,317.5,,,,,,,,,975.1,122.0,,142.1,,-420.0,-479.0,,,,,-473.1,-52.5,,,-344.0,,-618.9,,-479.5,-439.0,,-302.0,-426.0,-792.7,,-252.0,-728.5,,,,,,,,,-70.9,,False,,False,False,,,,,False,True,,,False,,False,,False,False,,False,False,False,,False,False,,,,,,,,,True
21023,145,80.0,,109.3,,63.0,31.0,,,,,66.9,127.0,,,135.0,,47.4,,89.2,,,103.0,49.4,0.0,,74.0,43.3,,,,,,,,,87.5,-65.0,,-35.7,,-82.0,-114.0,,,,,-78.1,-18.0,,,-10.0,,-97.6,,-55.8,,,-42.0,-95.6,-145.0,,-71.0,-101.7,,,,,,,,,-57.5,,True,,False,False,,,,,False,True,,,True,,False,,True,,,True,False,False,,False,False,,,,,,,,,True
21025,237,160.0,,164.8,,135.0,53.0,,,,,143.1,182.9,,,257.0,,134.5,,126.1,,,128.0,159.8,0.9,,149.0,167.1,,,,,,,,,146.8,-77.0,,-72.2,,-102.0,-184.0,,,,,-93.9,-54.1,,,20.0,,-102.5,,-110.9,,,-109.0,-77.2,-236.1,,-88.0,-69.9,,,,,,,,,-90.2,,True,,False,False,,,,,False,True,,,True,,False,,False,,,False,False,False,,False,True,,,,,,,,,False
21027,327,240.0,,251.9,,201.0,271.0,,,,,146.8,202.5,,,631.0,,259.2,,165.0,,,220.0,158.3,37.2,,180.0,138.0,,,,,,,,,92.3,-87.0,,-75.1,,-126.0,-56.0,,,,,-180.2,-124.5,,,304.0,,-67.8,,-162.0,,,-107.0,-168.7,-289.8,,-147.0,-189.0,,,,,,,,,-234.7,,True,,False,True,,,,,False,False,,,False,,True,,False,,,False,False,False,,False,False,,,,,,,,,False
21029,1883,696.0,,685.8,,676.0,296.0,,,,,817.4,702.8,,,2162.0,,313.9,,561.2,752.0,,608.0,571.9,0.0,,767.0,810.7,,,,,617.5,,,,863.1,-1187.0,,-1197.2,,-1207.0,-1587.0,,,,,-1065.6,-1180.2,,,279.0,,-1569.1,,-1321.8,-1131.0,,-1275.0,-1311.1,-1883.0,,-1116.0,-1072.3,,,,,-1265.5,,,,-1019.9,,False,,False,False,,,,,True,True,,,True,,False,,False,True,,False,False,False,,True,True,,,,,False,,,,True
21031,313,108.0,,131.1,,112.0,46.0,,,,,183.2,131.1,,,581.0,,79.9,,144.7,,,152.0,102.0,0.0,,142.0,121.8,,,,,,,,,115.3,-205.0,,-181.9,,-201.0,-267.0,,,,,-129.8,-181.9,,,268.0,,-233.1,,-168.3,,,-161.0,-211.0,-313.0,,-171.0,-191.2,,,,,,,,,-197.7,,True,,True,False,,,,,True,True,,,False,,False,,True,,,True,False,False,,True,True,,,,,,,,,True
21033,240,132.0,,124.9,,78.0,34.0,,,,,188.9,163.0,,,335.0,,28.4,,118.0,,,52.0,57.2,0.0,,146.0,124.8,,,,,,,,,129.9,-108.0,,-115.1,,-162.0,-206.0,,,,,-51.1,-77.0,,,95.0,,-211.6,,-122.0,,,-188.0,-182.8,-240.0,,-94.0,-115.2,,,,,,,,,-110.1,,False,,False,False,,,,,True,True,,,True,,False,,False,,,False,False,False,,True,False,,,,,,,,,False
21035,748,468.0,,455.9,,384.0,342.0,,,,,497.7,478.7,,,784.0,,150.0,,327.8,288.5,,351.0,371.9,0.0,,525.0,606.1,,,,,641.2,,,,326.6,-280.0,,-292.1,,-364.0,-406.0,,,,,-250.3,-269.3,,,36.0,,-598.0,,-420.2,-459.5,,-397.0,-376.1,-748.0,,-223.0,-141.9,,,,,-106.8,,,,-421.4,,False,,False,False,,,,,True,True,,,True,,False,,False,False,,False,False,False,,True,True,,,,,True,,,,False
21037,1972,1136.0,,1127.3,,952.0,513.0,,,,,934.5,998.5,,,2025.0,,930.1,,1092.2,1378.0,,1401.0,666.3,267.7,,1010.0,464.3,,,,,1093.4,,,,756.0,-836.0,,-844.7,,-1020.0,-1459.0,,,,,-1037.5,-973.5,,,53.0,,-1041.9,,-879.8,-594.0,,-571.0,-1305.7,-1704.3,,-962.0,-1507.7,,,,,-878.6,,,,-1216.0,,False,,False,False,,,,,False,False,,,True,,False,,False,True,,True,False,False,,False,False,,,,,False,,,,False
21039,90,156.0,,161.1,,83.0,33.0,,,,,74.3,206.4,,,98.0,,51.6,,72.3,,,87.0,83.0,2.5,,98.0,44.9,,,,,,,,,101.2,66.0,,71.1,,-7.0,-57.0,,,,,-15.7,116.4,,,8.0,,-38.4,,-17.7,,,-3.0,-7.0,-87.5,,8.0,-45.1,,,,,,,,,11.2,,False,,True,True,,,,,True,False,,,True,,True,,True,,,True,True,False,,True,True,,,,,,,,,True
21041,267,4.0,,0.0,,82.0,47.0,,,,,155.9,120.7,,,322.0,,183.3,,127.0,,,212.0,67.3,0.0,,65.0,192.3,,,,,,,,,100.9,-263.0,,-267.0,,-185.0,-220.0,,,,,-111.1,-146.3,,,55.0,,-83.7,,-140.0,,,-55.0,-199.7,-267.0,,-202.0,-74.7,,,,,,,,,-166.1,,False,,True,True,,,,,True,True,,,True,,True,,True,,,True,True,False,,True,True,,,,,,,,,True
21043,419,568.0,,553.3,,417.0,401.0,,,,,418.4,421.6,,,459.0,,801.6,,422.7,,,747.0,316.5,64.0,,425.0,175.2,,,,,,,,,719.0,149.0,,134.3,,-2.0,-18.0,,,,,-0.6,2.6,,,40.0,,382.6,,3.7,,,328.0,-102.5,-355.0,,6.0,-243.8,,,,,,,,,300.0,,True,,True,True,,,,,True,True,,,True,,False,,True,,,False,True,False,,True,False,,,,,,,,,False
21045,199,120.0,,123.4,,163.0,75.0,,,,,189.6,135.0,,,336.0,,507.7,,220.6,,,365.0,140.0,21.0,,184.0,224.1,,,,,,,,,71.1,-79.0,,-75.6,,-36.0,-124.0,,,,,-9.4,-64.0,,,137.0,,308.7,,21.6,,,166.0,-59.0,-178.0,,-15.0,25.1,,,,,,,,,-127.9,,True,,True,False,,,,,True,True,,,False,,False,,True,,,False,True,False,,True,True,,,,,,,,,False
21047,1474,1308.0,,1357.2,,1035.0,1331.0,,,,,945.8,1086.4,,,2050.0,,816.4,,671.8,1002.0,,1110.5,821.0,202.6,,1200.0,1060.3,,,,,1286.8,,,,1249.6,-166.0,,-116.8,,-439.0,-143.0,,,,,-528.2,-387.6,,,576.0,,-657.6,,-802.2,-472.0,,-363.5,-653.0,-1271.4,,-274.0,-413.7,,,,,-187.2,,,,-224.4,,True,,False,True,,,,,False,False,,,False,,False,,False,False,,False,False,False,,False,False,,,,,False,,,,False
21049,673,308.0,,333.5,,296.0,104.0,,,,,320.5,355.6,,,740.0,,203.9,,337.3,392.0,,397.0,250.8,0.0,,350.0,246.2,,,,,,,,,452.5,-365.0,,-339.5,,-377.0,-569.0,,,,,-352.5,-317.4,,,67.0,,-469.1,,-335.7,-281.0,,-276.0,-422.2,-673.0,,-323.0,-426.8,,,,,,,,,-220.5,,True,,False,False,,,,,True,True,,,True,,False,,True,True,,True,False,False,,True,False,,,,,,,,,True
21051,598,732.0,,680.0,,431.0,420.0,,,,,387.3,553.1,,,477.0,,319.0,,352.8,,,513.0,385.9,0.5,,475.0,324.5,,,,,,,,,746.0,134.0,,82.0,,-167.0,-178.0,,,,,-210.7,-44.9,,,-121.0,,-279.0,,-245.2,,,-85.0,-212.1,-597.5,,-123.0,-273.5,,,,,,,,,148.0,,True,,False,False,,,,,False,True,,,True,,False,,False,,,True,False,False,,True,False,,,,,,,,,False
21053,407,256.0,,234.3,,207.0,143.0,,,,,216.2,194.1,,,367.0,,1020.7,,233.2,,,746.5,200.1,6.9,,202.0,108.9,,,,,,,,,70.3,-151.0,,-172.7,,-200.0,-264.0,,,,,-190.8,-212.9,,,-40.0,,613.7,,-173.8,,,339.5,-206.9,-400.1,,-205.0,-298.1,,,,,,,,,-336.7,,False,,False,False,,,,,False,False,,,True,,False,,False,,,False,False,False,,False,False,,,,,,,,,False
21055,160,72.0,,60.4,,56.0,24.0,,,,,77.0,101.7,,,197.0,,44.1,,57.5,,,46.0,43.0,0.0,,88.0,158.7,,,,,,,,,55.4,-88.0,,-99.6,,-104.0,-136.0,,,,,-83.0,-58.3,,,37.0,,-115.9,,-102.5,,,-114.0,-117.0,-160.0,,-72.0,-1.3,,,,,,,,,-104.6,,False,,False,False,,,,,True,True,,,True,,False,,False,,,False,False,False,,True,True,,,,,,,,,False
21057,182,52.0,,48.4,,67.0,39.0,,,,,90.3,84.1,,,238.0,,198.8,,78.3,,,206.0,73.9,0.0,,76.0,55.0,,,,,,,,,24.8,-130.0,,-133.6,,-115.0,-143.0,,,,,-91.7,-97.9,,,56.0,,16.8,,-103.7,,,24.0,-108.1,-182.0,,-106.0,-127.0,,,,,,,,,-157.2,,False,,True,False,,,,,True,True,,,True,,True,,True,,,True,True,False,,True,True,,,,,,,,,False
21059,2419,1460.0,,1679.9,,1435.0,751.0,,,,,1358.0,1281.8,,,2589.0,,1036.8,,1417.1,1855.5,,1578.0,1017.9,736.1,,1192.0,1028.3,,,,,1394.4,,,,1789.7,-959.0,,-739.1,,-984.0,-1668.0,,,,,-1061.0,-1137.2,,,170.0,,-1382.2,,-1001.9,-563.5,,-841.0,-1401.1,-1682.9,,-1227.0,-1390.7,,,,,-1024.6,,,,-629.3,,True,,False,False,,,,,False,False,,,True,,False,,False,True,,True,False,False,,False,False,,,,,False,,,,True
21061,142,76.0,,62.2,,59.0,21.0,,,,,109.0,119.1,,,473.0,,25.5,,99.1,,,56.0,66.2,0.0,,103.0,81.1,,,,,,,,,38.2,-66.0,,-79.8,,-83.0,-121.0,,,,,-33.0,-22.9,,,331.0,,-116.5,,-42.9,,,-86.0,-75.8,-142.0,,-39.0,-60.9,,,,,,,,,-103.8,,False,,False,False,,,,,True,True,,,False,,False,,True,,,False,False,False,,True,True,,,,,,,,,False
21063,137,64.0,,28.7,,38.0,10.0,,,,,128.8,90.4,,,132.0,,20.7,,42.9,,,21.0,97.4,0.0,,85.0,80.2,,,,,,,,,44.6,-73.0,,-108.3,,-99.0,-127.0,,,,,-8.2,-46.6,,,-5.0,,-116.3,,-94.1,,,-116.0,-39.6,-137.0,,-52.0,-56.8,,,,,,,,,-92.4,,False,,False,False,,,,,True,True,,,True,,False,,False,,,False,True,False,,True,True,,,,,,,,,False
21065,199,176.0,,188.8,,152.0,69.0,,,,,150.5,222.4,,,292.0,,134.0,,165.2,,,184.0,138.1,4.1,,149.0,259.8,,,,,,,,,172.3,-23.0,,-10.2,,-47.0,-130.0,,,,,-48.5,23.4,,,93.0,,-65.0,,-33.8,,,-15.0,-60.9,-194.9,,-50.0,60.8,,,,,,,,,-26.7,,True,,False,False,,,,,False,False,,,False,,False,,False,,,True,False,False,,False,False,,,,,,,,,False
21067,5764,3844.0,,3709.2,,3162.0,4788.0,,,,,4474.2,4018.2,,2378.6,6257.0,,1285.2,,2980.4,3522.5,,2949.5,2346.7,0.6,,3650.0,4329.2,,,,,3213.3,1517.0,,,4280.7,-1920.0,,-2054.8,,-2602.0,-976.0,,,,,-1289.8,-1745.8,,-3385.4,493.0,,-4478.8,,-2783.6,-2241.5,,-2814.5,-3417.3,-5763.4,,-2114.0,-1434.8,,,,,-2550.7,-4247.0,,,-1483.3,,False,,False,True,,,,,True,True,,False,True,,False,,False,False,,False,False,False,,False,True,,,,,False,False,,,True
21069,260,316.0,,351.0,,190.0,74.0,,,,,190.4,403.9,,,305.0,,198.0,,199.1,,,228.0,173.6,0.0,,218.0,82.3,,,,,,,,,337.4,56.0,,91.0,,-70.0,-186.0,,,,,-69.6,143.9,,,45.0,,-62.0,,-60.9,,,-32.0,-86.4,-260.0,,-42.0,-177.7,,,,,,,,,77.4,,False,,False,False,,,,,False,False,,,True,,False,,False,,,True,False,False,,True,False,,,,,,,,,False
21071,766,336.0,,314.8,,251.0,93.0,,,,,356.6,491.5,,,607.0,,170.3,,323.2,144.5,,217.0,252.8,0.0,,387.0,285.7,,,,,,,,,293.0,-430.0,,-451.2,,-515.0,-673.0,,,,,-409.4,-274.5,,,-159.0,,-595.7,,-442.8,-621.5,,-549.0,-513.2,-766.0,,-379.0,-480.3,,,,,,,,,-473.0,,False,,False,False,,,,,True,True,,,True,,False,,False,False,,False,False,False,,True,False,,,,,,,,,False
21073,745,480.0,,514.4,,461.0,216.0,,,,,477.0,509.4,,,1080.0,,258.8,,527.1,586.5,,503.0,367.3,0.0,,489.0,322.9,,,,,,,,,689.9,-265.0,,-230.6,,-284.0,-529.0,,,,,-268.0,-235.6,,,335.0,,-486.2,,-217.9,-158.5,,-242.0,-377.7,-745.0,,-256.0,-422.1,,,,,,,,,-55.1,,True,,False,False,,,,,False,True,,,False,,False,,True,True,,True,False,False,,True,False,,,,,,,,,True
21075,73,52.0,,55.9,,44.0,14.0,,,,,78.1,88.6,,,147.0,,15.3,,42.7,,,14.5,30.2,0.0,,62.0,73.7,,,,,,,,,44.7,-21.0,,-17.1,,-29.0,-59.0,,,,,5.1,15.6,,,74.0,,-57.7,,-30.3,,,-58.5,-42.8,-73.0,,-11.0,0.7,,,,,,,,,-28.3,,True,,False,False,,,,,True,True,,,False,,False,,False,,,False,False,False,,True,True,,,,,,,,,False
21077,139,40.0,,48.2,,42.0,26.0,,,,,100.1,132.6,,,199.0,,30.7,,96.5,,,29.5,40.0,0.0,,50.0,228.1,,,,,,,,,26.4,-99.0,,-90.8,,-97.0,-113.0,,,,,-38.9,-6.4,,,60.0,,-108.3,,-42.5,,,-109.5,-99.0,-139.0,,-89.0,89.1,,,,,,,,,-112.6,,True,,True,False,,,,,True,True,,,True,,False,,True,,,False,True,False,,True,True,,,,,,,,,False
21079,317,188.0,,197.4,,155.0,90.0,,,,,212.2,204.6,,,364.0,,103.6,,168.2,,,155.0,125.7,0.0,,205.0,159.7,,,,,,,,,161.0,-129.0,,-119.6,,-162.0,-227.0,,,,,-104.8,-112.4,,,47.0,,-213.4,,-148.8,,,-162.0,-191.3,-317.0,,-112.0,-157.3,,,,,,,,,-156.0,,True,,False,False,,,,,True,True,,,True,,False,,False,,,False,False,False,,True,False,,,,,,,,,False
21081,369,392.0,,444.9,,264.0,106.0,,,,,335.8,409.6,,,507.0,,213.3,,293.0,,,407.0,225.0,0.0,,273.0,130.4,,,,,,,,,361.7,23.0,,75.9,,-105.0,-263.0,,,,,-33.2,40.6,,,138.0,,-155.7,,-76.0,,,38.0,-144.0,-369.0,,-96.0,-238.6,,,,,,,,,-7.3,,False,,False,False,,,,,False,False,,,False,,False,,False,,,False,False,False,,False,False,,,,,,,,,True
21083,981,752.0,,801.2,,522.0,1171.0,,,,,550.5,672.9,,,854.0,,234.1,,516.0,359.0,,470.0,502.5,0.0,,712.0,143.7,,,,,735.2,,,,558.0,-229.0,,-179.8,,-459.0,190.0,,,,,-430.5,-308.1,,,-127.0,,-746.9,,-465.0,-622.0,,-511.0,-478.5,-981.0,,-269.0,-837.3,,,,,-245.8,,,,-423.0,,True,,False,True,,,,,False,False,,,True,,False,,False,False,,False,False,False,,False,False,,,,,False,,,,False
21085,401,264.0,,266.7,,258.0,126.0,,,,,278.1,324.7,,,1081.0,,155.7,,258.1,,,239.0,216.9,47.7,,295.0,342.6,,,,,,,,,354.2,-137.0,,-134.3,,-143.0,-275.0,,,,,-122.9,-76.3,,,680.0,,-245.3,,-142.9,,,-162.0,-184.1,-353.3,,-106.0,-58.4,,,,,,,,,-46.8,,True,,False,False,,,,,True,True,,,False,,False,,False,,,False,False,False,,True,True,,,,,,,,,True
21087,170,156.0,,179.0,,161.0,115.0,,,,,189.7,145.3,,,371.0,,508.9,,187.8,,,259.0,130.9,0.0,,133.0,298.1,,,,,,,,,75.3,-14.0,,9.0,,-9.0,-55.0,,,,,19.7,-24.7,,,201.0,,338.9,,17.8,,,89.0,-39.1,-170.0,,-37.0,128.1,,,,,,,,,-94.7,,True,,True,False,,,,,False,False,,,False,,False,,False,,,False,False,False,,False,False,,,,,,,,,False
21089,748,672.0,,664.4,,401.0,271.0,,,,,532.5,652.6,,,758.0,,231.2,,410.7,438.5,,371.0,341.3,0.2,,540.0,711.5,,,,,,,,,139.3,-76.0,,-83.6,,-347.0,-477.0,,,,,-215.5,-95.4,,,10.0,,-516.8,,-337.3,-309.5,,-377.0,-406.7,-747.8,,-208.0,-36.5,,,,,,,,,-608.7,,False,,False,False,,,,,False,False,,,True,,False,,False,False,,False,False,False,,False,True,,,,,,,,,False
21091,273,84.0,,78.0,,74.0,27.0,,,,,86.0,106.8,,,279.0,,61.3,,65.4,,,106.0,76.0,14.0,,82.0,35.8,,,,,,,,,93.5,-189.0,,-195.0,,-199.0,-246.0,,,,,-187.0,-166.2,,,6.0,,-211.7,,-207.6,,,-167.0,-197.0,-259.0,,-191.0,-237.2,,,,,,,,,-179.5,,False,,False,False,,,,,True,True,,,True,,False,,False,,,True,False,False,,False,False,,,,,,,,,True
21093,1936,836.0,,906.1,,664.0,240.0,,,,,1116.8,922.5,,,3281.0,,400.3,,1057.8,900.0,,699.0,535.9,0.3,,696.0,645.8,,,,,590.9,,,,891.3,-1100.0,,-1029.9,,-1272.0,-1696.0,,,,,-819.2,-1013.5,,,1345.0,,-1535.7,,-878.2,-1036.0,,-1237.0,-1400.1,-1935.7,,-1240.0,-1290.2,,,,,-1345.1,,,,-1044.7,,True,,False,False,,,,,True,True,,,False,,False,,True,True,,False,False,False,,False,False,,,,,False,,,,True
21095,602,536.0,,527.5,,404.0,372.0,,,,,441.8,554.5,,,640.0,,446.5,,411.4,,,503.0,385.9,0.0,,409.0,183.8,,,,,,,,,295.4,-66.0,,-74.5,,-198.0,-230.0,,,,,-160.2,-47.5,,,38.0,,-155.5,,-190.6,,,-99.0,-216.1,-602.0,,-193.0,-418.2,,,,,,,,,-306.6,,False,,False,False,,,,,False,True,,,True,,False,,False,,,False,False,False,,False,False,,,,,,,,,False
21097,556,212.0,,206.4,,178.0,87.0,,,,,164.8,210.3,,,482.0,,192.1,,174.1,,,305.0,142.4,5.9,,213.0,156.0,,,,,,,,,147.5,-344.0,,-349.6,,-378.0,-469.0,,,,,-391.2,-345.7,,,-74.0,,-363.9,,-381.9,,,-251.0,-413.6,-550.1,,-343.0,-400.0,,,,,,,,,-408.5,,False,,False,False,,,,,False,False,,,True,,False,,False,,,True,False,False,,True,False,,,,,,,,,False
21099,338,196.0,,66.7,,104.0,81.0,,,,,238.9,206.4,,,643.0,,53.8,,162.7,,,77.0,109.6,0.0,,191.0,141.6,,,,,,,,,91.1,-142.0,,-271.3,,-234.0,-257.0,,,,,-99.1,-131.6,,,305.0,,-284.2,,-175.3,,,-261.0,-228.4,-338.0,,-147.0,-196.4,,,,,,,,,-246.9,,False,,False,False,,,,,True,True,,,False,,False,,False,,,False,False,False,,False,False,,,,,,,,,False
21101,1019,568.0,,550.7,,519.0,378.0,,,,,620.0,476.6,,,948.0,,347.7,,480.8,570.5,,905.0,521.2,231.3,,707.0,469.2,,,,,412.6,,,,335.9,-451.0,,-468.3,,-500.0,-641.0,,,,,-399.0,-542.4,,,-71.0,,-671.3,,-538.2,-448.5,,-114.0,-497.8,-787.7,,-312.0,-549.8,,,,,-606.4,,,,-683.1,,False,,False,False,,,,,True,False,,,True,,False,,False,True,,True,False,False,,True,False,,,,,False,,,,False
21103,261,140.0,,184.2,,150.0,78.0,,,,,203.2,198.1,,,352.0,,158.6,,158.9,,,205.5,165.9,0.1,,178.0,105.5,,,,,,,,,78.6,-121.0,,-76.8,,-111.0,-183.0,,,,,-57.8,-62.9,,,91.0,,-102.4,,-102.1,,,-55.5,-95.1,-260.9,,-83.0,-155.5,,,,,,,,,-182.4,,True,,True,False,,,,,True,True,,,True,,True,,True,,,True,True,False,,True,False,,,,,,,,,False
21105,43,28.0,,40.3,,24.0,5.0,,,,,49.5,41.9,,,74.0,,10.3,,30.4,,,28.0,18.9,0.0,,45.0,32.9,,,,,,,,,21.4,-15.0,,-2.7,,-19.0,-38.0,,,,,6.5,-1.1,,,31.0,,-32.7,,-12.6,,,-15.0,-24.1,-43.0,,2.0,-10.1,,,,,,,,,-21.6,,True,,False,False,,,,,True,True,,,False,,False,,True,,,False,False,False,,True,True,,,,,,,,,False
21107,853,552.0,,531.9,,456.0,439.0,,,,,542.0,589.0,,,1008.0,,353.1,,394.4,444.5,,478.5,356.3,0.0,,575.0,468.6,,,,,567.8,,,,376.7,-301.0,,-321.1,,-397.0,-414.0,,,,,-311.0,-264.0,,,155.0,,-499.9,,-458.6,-408.5,,-374.5,-496.7,-853.0,,-278.0,-384.4,,,,,-285.2,,,,-476.3,,False,,False,False,,,,,False,True,,,True,,False,,False,False,,False,False,False,,True,False,,,,,True,,,,False
21109,260,164.0,,152.9,,143.0,52.0,,,,,223.5,213.0,,,277.0,,123.9,,88.1,,,140.0,129.9,0.0,,161.0,142.4,,,,,,,,,127.3,-96.0,,-107.1,,-117.0,-208.0,,,,,-36.5,-47.0,,,17.0,,-136.1,,-171.9,,,-120.0,-130.1,-260.0,,-99.0,-117.6,,,,,,,,,-132.7,,False,,False,False,,,,,True,True,,,True,,False,,False,,,False,False,False,,False,False,,,,,,,,,False
21111,13436,10132.0,,9912.3,9736.4,8323.0,10743.0,,,,,10284.1,9842.2,,6483.9,14638.0,,4536.2,,10946.8,10896.0,,8549.0,6305.4,1.6,,9105.0,6533.6,,,,,3870.5,5076.0,,,9748.9,-3304.0,,-3523.7,-3699.6,-5113.0,-2693.0,,,,,-3151.9,-3593.8,,-6952.1,1202.0,,-8899.8,,-2489.2,-2540.0,,-4887.0,-7130.6,-13434.4,,-4331.0,-6902.4,,,,,-9565.5,-8360.0,,,-3687.1,,False,False,False,True,,,,,True,False,,False,True,,False,,True,True,,False,False,False,,False,False,,,,,False,False,,,False
21113,876,412.0,,378.6,,382.0,84.0,,,,,535.8,550.9,,,976.0,,170.7,,486.2,528.0,,327.0,261.9,0.0,,484.0,289.1,,,,,256.6,,,,617.3,-464.0,,-497.4,,-494.0,-792.0,,,,,-340.2,-325.1,,,100.0,,-705.3,,-389.8,-348.0,,-549.0,-614.1,-876.0,,-392.0,-586.9,,,,,-619.4,,,,-258.7,,False,,False,False,,,,,True,True,,,True,,False,,True,True,,False,False,False,,True,False,,,,,False,,,,True
21115,372,288.0,,275.5,,191.0,99.0,,,,,235.7,253.2,,,371.0,,111.6,,198.6,,,242.0,146.1,0.0,,231.0,209.3,,,,,,,,,241.4,-84.0,,-96.5,,-181.0,-273.0,,,,,-136.3,-118.8,,,-1.0,,-260.4,,-173.4,,,-130.0,-225.9,-372.0,,-141.0,-162.7,,,,,,,,,-130.6,,False,,False,False,,,,,False,False,,,True,,False,,False,,,False,False,False,,False,False,,,,,,,,,False
