,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
31067,50,44.0,,38.7,,44.0,37.0,,,,,42.9,,51.5,,,111.0,22.0,35.5,,49.0,52.6,,,,43.0,40.0,69.6,,,,,,,49.1,,,,33.7,49.2,-6.0,,-11.3,,-6.0,-13.0,,,,,-7.1,,1.5,,,61.0,-28.0,-14.5,,-1.0,2.6,,,,-7.0,-10.0,19.6,,,,,,,-0.9,,,,-16.3,-0.8,,False,,False,False,,,,,False,,True,,,False,False,False,,True,True,,,,False,False,False,,,,,,,True,,,,False,True
31069,2,5.0,,5.0,,4.0,0.0,,,,,2.2,,5.4,,,7.0,3.4,2.0,,2.0,1.5,,,,4.0,4.0,4.3,,,,,,,19.4,,,,6.1,,3.0,,3.0,,2.0,-2.0,,,,,0.2,,3.4,,,5.0,1.4,0.0,,0.0,-0.5,,,,2.0,2.0,2.3,,,,,,,17.4,,,,4.1,,,True,,True,True,,,,,True,,False,,,False,True,True,,True,True,,,,True,True,True,,,,,,,False,,,,False,
31071,5,5.0,,5.2,,4.0,0.0,,,,,2.5,,3.9,,,5.0,5.1,1.1,,4.0,2.7,,,,,3.0,5.2,,,,,,,,,,,3.6,6.9,0.0,,0.2,,-1.0,-5.0,,,,,-2.5,,-1.1,,,0.0,0.1,-3.9,,-1.0,-2.3,,,,,-2.0,0.2,,,,,,,,,,,-1.4,1.9,,False,,False,False,,,,,False,,False,,,True,False,False,,False,False,,,,,False,False,,,,,,,,,,,False,False
31073,6,3.0,,2.2,,3.0,0.0,,,,,4.1,,5.2,,,14.0,2.4,4.0,,2.0,4.9,,,,5.0,3.0,4.1,,,,,,,11.4,,,,4.4,3.0,-3.0,,-3.8,,-3.0,-6.0,,,,,-1.9,,-0.8,,,8.0,-3.6,-2.0,,-4.0,-1.1,,,,-1.0,-3.0,-1.9,,,,,,,5.4,,,,-1.6,-3.0,,False,,False,False,,,,,True,,True,,,False,False,True,,False,True,,,,True,False,True,,,,,,,False,,,,True,True
31075,0,0.0,,0.0,,0.0,0.0,,,,,0.3,,0.4,,,2.0,0.0,0.2,,0.0,0.0,,,,0.0,0.0,0.4,,,,,,,,,,,0.4,,0.0,,0.0,,0.0,0.0,,,,,0.3,,0.4,,,2.0,0.0,0.2,,0.0,0.0,,,,0.0,0.0,0.4,,,,,,,,,,,0.4,,,False,,True,True,,,,,False,,False,,,False,False,False,,True,True,,,,True,True,False,,,,,,,,,,,False,
31077,6,3.0,,2.8,,3.0,0.0,,,,,3.1,,3.6,,,9.0,59.5,1.2,,4.0,0.8,,,,,3.0,3.0,,,,,,,13.5,,,,1.5,2.5,-3.0,,-3.2,,-3.0,-6.0,,,,,-2.9,,-2.4,,,3.0,53.5,-4.8,,-2.0,-5.2,,,,,-3.0,-3.0,,,,,,,7.5,,,,-4.5,-3.5,,False,,False,False,,,,,True,,True,,,False,False,False,,True,False,,,,,False,True,,,,,,,False,,,,False,False
31079,185,199.0,,212.1,,219.0,226.0,,,,,132.0,,190.1,,,264.0,294.1,148.7,,378.0,223.1,,,,249.0,180.0,265.8,,,,,,181.0,174.6,,,,222.4,216.1,14.0,,27.1,,34.0,41.0,,,,,-53.0,,5.1,,,79.0,109.1,-36.3,,193.0,38.1,,,,64.0,-5.0,80.8,,,,,,-4.0,-10.4,,,,37.4,31.1,,False,,False,False,,,,,False,,True,,,False,False,False,,False,False,,,,False,True,False,,,,,,True,True,,,,False,False
31081,34,27.0,,30.1,,30.0,19.0,,,,,19.1,,25.5,,,32.0,53.9,20.9,,32.0,32.7,,,,39.0,25.0,32.5,,,,,,,38.9,,,,19.4,43.2,-7.0,,-3.9,,-4.0,-15.0,,,,,-14.9,,-8.5,,,-2.0,19.9,-13.1,,-2.0,-1.3,,,,5.0,-9.0,-1.5,,,,,,,4.9,,,,-14.6,9.2,,True,,True,False,,,,,False,,False,,,True,False,False,,True,True,,,,True,False,True,,,,,,,True,,,,False,False
31083,10,4.0,,4.3,,4.0,0.0,,,,,3.7,,5.9,,,10.0,7.1,2.9,,2.0,5.7,,,,4.0,4.0,5.6,,,,,,,10.6,,,,4.0,5.3,-6.0,,-5.7,,-6.0,-10.0,,,,,-6.3,,-4.1,,,0.0,-2.9,-7.1,,-8.0,-4.3,,,,-6.0,-6.0,-4.4,,,,,,,0.6,,,,-6.0,-4.7,,True,,False,False,,,,,False,,True,,,True,True,False,,False,True,,,,False,False,True,,,,,,,True,,,,False,True
31085,2,1.0,,0.9,,1.0,0.0,,,,,1.0,,1.4,,,5.0,0.0,1.3,,1.0,0.2,,,,0.0,1.0,0.9,,,,,,,,,,,0.9,,-1.0,,-1.1,,-1.0,-2.0,,,,,-1.0,,-0.6,,,3.0,-2.0,-0.7,,-1.0,-1.8,,,,-2.0,-1.0,-1.1,,,,,,,,,,,-1.1,,,False,,False,False,,,,,True,,True,,,False,False,True,,False,False,,,,False,False,False,,,,,,,,,,,False,
31087,19,37.0,,36.8,,9.0,0.0,,,,,5.7,,32.0,,,9.0,5.3,23.4,,3.0,5.2,,,,32.0,19.0,9.8,,,,,,,32.2,,,,14.0,27.2,18.0,,17.8,,-10.0,-19.0,,,,,-13.3,,13.0,,,-10.0,-13.7,4.4,,-16.0,-13.8,,,,13.0,0.0,-9.2,,,,,,,13.2,,,,-5.0,8.2,,True,,True,False,,,,,True,,True,,,True,True,True,,True,True,,,,True,True,True,,,,,,,True,,,,True,True
31089,24,27.0,,27.0,,22.0,16.0,,,,,14.3,,26.2,,,30.0,8.0,18.5,,12.0,16.4,,,,25.0,22.0,23.8,,,,,,,33.9,,,,29.3,25.2,3.0,,3.0,,-2.0,-8.0,,,,,-9.7,,2.2,,,6.0,-16.0,-5.5,,-12.0,-7.6,,,,1.0,-2.0,-0.2,,,,,,,9.9,,,,5.3,1.2,,False,,True,False,,,,,False,,True,,,False,False,False,,False,False,,,,True,True,True,,,,,,,False,,,,False,True
31091,0,2.0,,2.6,,1.0,0.0,,,,,0.7,,1.4,,,3.0,4.2,0.2,,0.0,0.1,,,,1.0,1.0,1.0,,,,,,,,,,,1.4,,2.0,,2.6,,1.0,0.0,,,,,0.7,,1.4,,,3.0,4.2,0.2,,0.0,0.1,,,,1.0,1.0,1.0,,,,,,,,,,,1.4,,,False,,True,True,,,,,True,,True,,,False,False,True,,True,True,,,,True,True,True,,,,,,,,,,,True,
31093,5,11.0,,12.5,,11.0,4.0,,,,,9.8,,12.4,,,24.0,3.8,9.7,,3.0,7.6,,,,9.0,10.0,15.8,,,,,,,18.3,,,,15.5,14.5,6.0,,7.5,,6.0,-1.0,,,,,4.8,,7.4,,,19.0,-1.2,4.7,,-2.0,2.6,,,,4.0,5.0,10.8,,,,,,,13.3,,,,10.5,9.5,,False,,False,True,,,,,True,,False,,,False,True,True,,True,True,,,,True,True,False,,,,,,,False,,,,False,False
31095,18,15.0,,14.1,,14.0,3.0,,,,,11.6,,18.0,,,35.0,10.0,10.8,,6.0,11.1,,,,16.0,13.0,14.5,,,,,,,23.0,,,,15.9,18.7,-3.0,,-3.9,,-4.0,-15.0,,,,,-6.4,,0.0,,,17.0,-8.0,-7.2,,-12.0,-6.9,,,,-2.0,-5.0,-3.5,,,,,,,5.0,,,,-2.1,0.7,,False,,False,False,,,,,False,,True,,,False,False,False,,False,False,,,,True,False,False,,,,,,,False,,,,True,True
31097,16,18.0,,17.3,,17.0,17.0,,,,,15.1,,17.8,,,23.0,17.0,18.5,,4.0,14.2,,,,28.0,16.0,17.2,,,,,,,23.3,,,,28.6,22.3,2.0,,1.3,,1.0,1.0,,,,,-0.9,,1.8,,,7.0,1.0,2.5,,-12.0,-1.8,,,,12.0,0.0,1.2,,,,,,,7.3,,,,12.6,6.3,,True,,True,True,,,,,True,,True,,,False,True,False,,False,True,,,,False,True,True,,,,,,,False,,,,False,False
31099,18,13.0,,13.5,,11.0,3.0,,,,,9.8,,13.6,,,23.0,2.8,8.0,,4.0,7.7,,,,10.0,10.0,26.9,,,,,,,25.8,,,,10.1,20.1,-5.0,,-4.5,,-7.0,-15.0,,,,,-8.2,,-4.4,,,5.0,-15.2,-10.0,,-14.0,-10.3,,,,-8.0,-8.0,8.9,,,,,,,7.8,,,,-7.9,2.1,,True,,False,False,,,,,False,,True,,,False,False,False,,False,False,,,,False,False,False,,,,,,,False,,,,False,True
31101,8,13.0,,14.6,,13.0,11.0,,,,,15.2,,17.2,,,20.0,11.5,12.5,,12.0,10.8,,,,18.0,14.0,21.8,,,,,,,24.5,,,,18.6,15.8,5.0,,6.6,,5.0,3.0,,,,,7.2,,9.2,,,12.0,3.5,4.5,,4.0,2.8,,,,10.0,6.0,13.8,,,,,,,16.5,,,,10.6,7.8,,False,,False,True,,,,,False,,False,,,False,True,True,,True,True,,,,False,False,False,,,,,,,False,,,,False,False
31103,5,0.0,,0.6,,0.0,0.0,,,,,0.8,,0.7,,,4.0,0.0,0.2,,0.0,0.0,,,,0.0,0.0,0.5,,,,,,,,,,,0.5,,-5.0,,-4.4,,-5.0,-5.0,,,,,-4.2,,-4.3,,,-1.0,-5.0,-4.8,,-5.0,-5.0,,,,-5.0,-5.0,-4.5,,,,,,,,,,,-4.5,,,True,,False,False,,,,,True,,True,,,True,True,True,,False,True,,,,False,False,True,,,,,,,,,,,True,
31105,8,13.0,,10.1,,10.0,4.0,,,,,8.8,,10.3,,,12.0,3.1,5.7,,11.0,9.5,,,,9.0,9.0,8.7,,,,,,,22.0,,,,18.4,12.0,5.0,,2.1,,2.0,-4.0,,,,,0.8,,2.3,,,4.0,-4.9,-2.3,,3.0,1.5,,,,1.0,1.0,0.7,,,,,,,14.0,,,,10.4,4.0,,True,,True,True,,,,,True,,True,,,True,True,True,,True,True,,,,True,True,True,,,,,,,False,,,,False,True
31107,32,31.0,,32.1,,27.0,14.0,,,,,18.6,,27.1,,,20.0,57.7,24.5,,14.0,24.7,,,,42.0,27.0,39.8,,,,,,,28.9,,,,36.8,24.3,-1.0,,0.1,,-5.0,-18.0,,,,,-13.4,,-4.9,,,-12.0,25.7,-7.5,,-18.0,-7.3,,,,10.0,-5.0,7.8,,,,,,,-3.1,,,,4.8,-7.7,,True,,False,False,,,,,False,,False,,,False,False,False,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
31109,1148,926.0,,924.9,1094.6,878.0,701.0,,,,,617.6,,784.2,,,1274.0,781.9,885.9,,1064.5,1034.9,,,,999.0,750.0,1510.2,,,,,,761.8,758.9,856.0,,,59.8,616.6,-222.0,,-223.1,-53.4,-270.0,-447.0,,,,,-530.4,,-363.8,,,126.0,-366.1,-262.1,,-83.5,-113.1,,,,-149.0,-398.0,362.2,,,,,,-386.2,-389.1,-292.0,,,-1088.2,-531.4,,False,True,False,False,,,,,False,,False,,,True,False,False,,True,True,,,,True,False,False,,,,,,False,False,False,,,False,False
31111,90,96.0,,106.8,,101.0,101.0,,,,,76.8,,91.8,,,134.0,92.1,85.2,,72.0,104.8,,,,106.0,92.0,116.5,,,,,,100.4,106.0,,,,86.1,123.2,6.0,,16.8,,11.0,11.0,,,,,-13.2,,1.8,,,44.0,2.1,-4.8,,-18.0,14.8,,,,16.0,2.0,26.5,,,,,,10.4,16.0,,,,-3.9,33.2,,False,,False,False,,,,,False,,True,,,False,True,True,,False,False,,,,False,True,False,,,,,,False,False,,,,True,False
31113,2,2.0,,3.0,,2.0,0.0,,,,,1.7,,2.5,,,3.0,0.0,0.6,,3.0,0.3,,,,1.0,1.0,1.9,,,,,,,11.3,,,,2.0,,0.0,,1.0,,0.0,-2.0,,,,,-0.3,,0.5,,,1.0,-2.0,-1.4,,1.0,-1.7,,,,-1.0,-1.0,-0.1,,,,,,,9.3,,,,0.0,,,False,,True,False,,,,,False,,False,,,False,False,False,,False,False,,,,False,False,False,,,,,,,False,,,,False,
31115,1,0.0,,0.1,,1.0,0.0,,,,,0.5,,0.8,,,3.0,0.3,0.5,,2.0,1.3,,,,0.0,0.0,0.9,,,,,,,,,,,1.0,,-1.0,,-0.9,,0.0,-1.0,,,,,-0.5,,-0.2,,,2.0,-0.7,-0.5,,1.0,0.3,,,,-1.0,-1.0,-0.1,,,,,,,,,,,0.0,,,True,,True,False,,,,,True,,True,,,False,True,True,,False,True,,,,False,False,True,,,,,,,,,,,True,
31117,2,1.0,,1.0,,1.0,0.0,,,,,0.0,,0.8,,,3.0,7.4,0.3,,1.0,0.1,,,,1.0,1.0,2.6,,,,,,,9.7,,,,1.1,,-1.0,,-1.0,,-1.0,-2.0,,,,,-2.0,,-1.2,,,1.0,5.4,-1.7,,-1.0,-1.9,,,,-1.0,-1.0,0.6,,,,,,,7.7,,,,-0.9,,,False,,False,False,,,,,False,,False,,,False,False,False,,False,False,,,,False,False,True,,,,,,,False,,,,True,
31119,59,71.0,,70.1,,68.0,70.0,,,,,57.1,,76.9,,,135.0,56.1,75.3,,66.0,60.6,,,,71.0,63.0,123.3,,,,,,57.0,94.4,,,,54.9,95.2,12.0,,11.1,,9.0,11.0,,,,,-1.9,,17.9,,,76.0,-2.9,16.3,,7.0,1.6,,,,12.0,4.0,64.3,,,,,,-2.0,35.4,,,,-4.1,36.2,,True,,True,True,,,,,True,,False,,,False,True,False,,True,True,,,,False,True,False,,,,,,True,False,,,,True,False
31121,21,47.0,,44.5,,43.0,21.0,,,,,16.5,,31.6,,,33.0,62.0,22.2,,48.0,43.0,,,,59.0,36.0,43.9,,,,,,,54.1,,,,80.5,33.4,26.0,,23.5,,22.0,0.0,,,,,-4.5,,10.6,,,12.0,41.0,1.2,,27.0,22.0,,,,38.0,15.0,22.9,,,,,,,33.1,,,,59.5,12.4,,True,,True,True,,,,,True,,True,,,True,False,True,,False,True,,,,False,True,True,,,,,,,False,,,,False,True
31123,5,6.0,,5.2,,9.0,0.0,,,,,8.7,,9.4,,,13.0,32.1,5.7,,5.0,9.1,,,,12.0,8.0,15.8,,,,,,,13.7,,,,11.8,12.3,1.0,,0.2,,4.0,-5.0,,,,,3.7,,4.4,,,8.0,27.1,0.7,,0.0,4.1,,,,7.0,3.0,10.8,,,,,,,8.7,,,,6.8,7.3,,True,,False,False,,,,,False,,False,,,False,False,True,,True,False,,,,False,False,False,,,,,,,False,,,,False,False
31125,8,2.0,,1.8,,3.0,0.0,,,,,5.8,,5.3,,,16.0,3.1,2.2,,6.0,4.8,,,,4.0,3.0,3.7,,,,,,,11.5,,,,2.4,3.1,-6.0,,-6.2,,-5.0,-8.0,,,,,-2.2,,-2.7,,,8.0,-4.9,-5.8,,-2.0,-3.2,,,,-4.0,-5.0,-4.3,,,,,,,3.5,,,,-5.6,-4.9,,False,,True,False,,,,,True,,True,,,False,True,True,,True,True,,,,True,True,True,,,,,,,True,,,,True,True
31127,22,15.0,,17.3,,19.0,11.0,,,,,12.6,,18.3,,,34.0,34.8,16.7,,25.0,26.3,,,,23.0,15.0,22.3,,,,,,,22.2,,,,23.2,15.6,-7.0,,-4.7,,-3.0,-11.0,,,,,-9.4,,-3.7,,,12.0,12.8,-5.3,,3.0,4.3,,,,1.0,-7.0,0.3,,,,,,,0.2,,,,1.2,-6.4,,True,,True,False,,,,,False,,True,,,False,False,True,,True,True,,,,True,False,True,,,,,,,True,,,,True,True
31129,15,10.0,,12.8,,11.0,0.0,,,,,6.6,,12.3,,,17.0,75.7,5.3,,11.0,11.2,,,,12.0,9.0,12.5,,,,,,,13.3,,,,15.5,8.6,-5.0,,-2.2,,-4.0,-15.0,,,,,-8.4,,-2.7,,,2.0,60.7,-9.7,,-4.0,-3.8,,,,-3.0,-6.0,-2.5,,,,,,,-1.7,,,,0.5,-6.4,,True,,True,False,,,,,False,,True,,,True,False,False,,True,True,,,,True,False,True,,,,,,,True,,,,True,False
31131,58,52.0,,52.4,,44.0,41.0,,,,,27.4,,42.3,,,75.0,43.9,31.9,,27.0,41.9,,,,55.0,36.0,50.4,,,,,,,55.6,,,,60.5,45.3,-6.0,,-5.6,,-14.0,-17.0,,,,,-30.6,,-15.7,,,17.0,-14.1,-26.1,,-31.0,-16.1,,,,-3.0,-22.0,-7.6,,,,,,,-2.4,,,,2.5,-12.7,,True,,False,False,,,,,False,,False,,,False,False,False,,False,False,,,,True,False,False,,,,,,,True,,,,True,False
31133,7,4.0,,5.7,,6.0,0.0,,,,,5.2,,5.2,,,22.0,11.9,2.6,,5.0,5.7,,,,7.0,5.0,8.4,,,,,,,29.2,,,,7.4,,-3.0,,-1.3,,-1.0,-7.0,,,,,-1.8,,-1.8,,,15.0,4.9,-4.4,,-2.0,-1.3,,,,0.0,-2.0,1.4,,,,,,,22.2,,,,0.4,,,True,,True,False,,,,,True,,True,,,False,False,False,,True,True,,,,True,True,True,,,,,,,False,,,,True,
31135,3,9.0,,8.9,,9.0,,,,,,6.2,,9.2,,,10.0,7.4,4.0,,5.0,8.6,,,,10.0,8.0,11.6,,,,,,,22.6,,,,11.8,,6.0,,5.9,,6.0,,,,,,3.2,,6.2,,,7.0,4.4,1.0,,2.0,5.6,,,,7.0,5.0,8.6,,,,,,,19.6,,,,8.8,,,True,,False,,,,,,True,,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,,False,,,,False,
31137,25,28.0,,24.1,,28.0,28.0,,,,,19.8,,25.9,,,34.0,39.9,26.6,,27.0,25.5,,,,38.0,25.0,42.4,,,,,,,32.6,,,,36.5,24.8,3.0,,-0.9,,3.0,3.0,,,,,-5.2,,0.9,,,9.0,14.9,1.6,,2.0,0.5,,,,13.0,0.0,17.4,,,,,,,7.6,,,,11.5,-0.2,,True,,False,False,,,,,False,,True,,,False,False,True,,True,True,,,,False,True,False,,,,,,,False,,,,False,True
31139,12,13.0,,13.2,,14.0,7.0,,,,,9.9,,15.1,,,19.0,12.1,9.9,,14.0,17.1,,,,12.0,11.0,22.3,,,,,,,21.4,,,,15.0,14.5,1.0,,1.2,,2.0,-5.0,,,,,-2.1,,3.1,,,7.0,0.1,-2.1,,2.0,5.1,,,,0.0,-1.0,10.3,,,,,,,9.4,,,,3.0,2.5,,False,,False,False,,,,,False,,False,,,False,True,False,,False,False,,,,True,False,False,,,,,,,False,,,,False,False
31141,68,58.0,,50.2,,63.0,63.0,,,,,58.2,,64.5,,,125.0,75.7,61.2,,50.0,63.2,,,,65.0,50.0,151.4,,,,,,61.9,73.5,,,,66.4,92.7,-10.0,,-17.8,,-5.0,-5.0,,,,,-9.8,,-3.5,,,57.0,7.7,-6.8,,-18.0,-4.8,,,,-3.0,-18.0,83.4,,,,,,-6.1,5.5,,,,-1.6,24.7,,False,,True,True,,,,,True,,True,,,False,True,True,,False,True,,,,True,False,False,,,,,,True,True,,,,True,False
31143,3,11.0,,11.0,,9.0,0.0,,,,,7.5,,12.0,,,19.0,4.6,8.0,,6.0,8.9,,,,9.0,9.0,9.6,,,,,,,18.3,,,,13.7,17.4,8.0,,8.0,,6.0,-3.0,,,,,4.5,,9.0,,,16.0,1.6,5.0,,3.0,5.9,,,,6.0,6.0,6.6,,,,,,,15.3,,,,10.7,14.4,,True,,True,True,,,,,True,,False,,,False,True,True,,True,True,,,,True,True,True,,,,,,,False,,,,False,False
31145,36,49.0,,49.2,,45.0,35.0,,,,,24.3,,44.1,,,37.0,59.8,39.9,,45.0,41.4,,,,60.0,45.0,52.7,,,,,,,61.5,,,,60.1,44.9,13.0,,13.2,,9.0,-1.0,,,,,-11.7,,8.1,,,1.0,23.8,3.9,,9.0,5.4,,,,24.0,9.0,16.7,,,,,,,25.5,,,,24.1,8.9,,False,,True,True,,,,,True,,True,,,True,False,True,,True,True,,,,False,True,False,,,,,,,False,,,,False,True
31147,17,25.0,,23.0,,22.0,11.0,,,,,15.6,,25.2,,,39.0,14.2,15.7,,17.0,17.5,,,,29.0,20.0,23.4,,,,,,,24.3,,,,32.1,28.9,8.0,,6.0,,5.0,-6.0,,,,,-1.4,,8.2,,,22.0,-2.8,-1.3,,0.0,0.5,,,,12.0,3.0,6.4,,,,,,,7.3,,,,15.1,11.9,,True,,True,True,,,,,True,,False,,,False,True,True,,True,True,,,,False,True,True,,,,,,,True,,,,False,False
31149,1,0.0,,0.0,,1.0,0.0,,,,,1.9,,1.2,,,8.0,0.7,0.7,,1.0,0.2,,,,0.0,1.0,3.0,,,,,,,9.0,,,,1.1,,-1.0,,-1.0,,0.0,-1.0,,,,,0.9,,0.2,,,7.0,-0.3,-0.3,,0.0,-0.8,,,,-1.0,0.0,2.0,,,,,,,8.0,,,,0.1,,,False,,True,False,,,,,True,,True,,,False,True,True,,True,True,,,,False,True,False,,,,,,,False,,,,True,
31151,40,30.0,,31.4,,29.0,17.0,,,,,27.6,,31.6,,,75.0,25.8,32.8,,22.0,29.4,,,,30.0,28.0,53.0,,,,,,,35.1,,,,26.4,93.3,-10.0,,-8.6,,-11.0,-23.0,,,,,-12.4,,-8.4,,,35.0,-14.2,-7.2,,-18.0,-10.6,,,,-10.0,-12.0,13.0,,,,,,,-4.9,,,,-13.6,53.3,,True,,False,False,,,,,False,,True,,,False,False,True,,False,False,,,,False,False,False,,,,,,,True,,,,False,False
31153,628,550.0,,537.1,,550.0,495.0,,,,,441.8,,495.3,,,641.0,403.4,555.7,,603.0,593.8,,,,593.0,464.0,665.8,,,,,,475.1,445.7,675.0,,,414.5,637.3,-78.0,,-90.9,,-78.0,-133.0,,,,,-186.2,,-132.7,,,13.0,-224.6,-72.3,,-25.0,-34.2,,,,-35.0,-164.0,37.8,,,,,,-152.9,-182.3,47.0,,,-213.5,9.3,,False,,False,False,,,,,False,,False,,,True,False,True,,True,True,,,,True,False,True,,,,,,False,False,True,,,False,True
31155,72,120.0,,117.2,,104.0,142.0,,,,,50.8,,93.7,,,70.0,81.7,71.6,,86.0,107.8,,,,126.0,90.0,131.1,,,,,,,101.3,,,,124.3,104.0,48.0,,45.2,,32.0,70.0,,,,,-21.2,,21.7,,,-2.0,9.7,-0.4,,14.0,35.8,,,,54.0,18.0,59.1,,,,,,,29.3,,,,52.3,32.0,,True,,True,False,,,,,True,,True,,,True,True,True,,True,True,,,,False,True,False,,,,,,,True,,,,False,True
31157,57,23.0,,23.0,,28.0,22.0,,,,,77.2,,45.3,,,131.0,27.5,30.7,,26.0,28.9,,,,25.0,23.0,31.6,,,,,,42.2,39.8,,,,30.5,269.3,-34.0,,-34.0,,-29.0,-35.0,,,,,20.2,,-11.7,,,74.0,-29.5,-26.3,,-31.0,-28.1,,,,-32.0,-34.0,-25.4,,,,,,-14.8,-17.2,,,,-26.5,212.3,,True,,True,False,,,,,True,,True,,,False,True,True,,True,True,,,,True,False,True,,,,,,True,True,,,,True,False
31159,33,21.0,,24.5,,26.0,17.0,,,,,25.3,,30.0,,,80.0,16.2,30.0,,29.0,37.0,,,,21.0,20.0,49.0,,,,,,,31.0,,,,34.3,26.3,-12.0,,-8.5,,-7.0,-16.0,,,,,-7.7,,-3.0,,,47.0,-16.8,-3.0,,-4.0,4.0,,,,-12.0,-13.0,16.0,,,,,,,-2.0,,,,1.3,-6.7,,True,,True,False,,,,,True,,True,,,False,False,True,,True,True,,,,False,False,False,,,,,,,True,,,,True,True
31161,14,10.0,,10.3,,8.0,0.0,,,,,8.1,,11.4,,,9.0,5.2,7.0,,4.0,6.5,,,,9.0,8.0,11.6,,,,,,,17.1,,,,12.7,,-4.0,,-3.7,,-6.0,-14.0,,,,,-5.9,,-2.6,,,-5.0,-8.8,-7.0,,-10.0,-7.5,,,,-5.0,-6.0,-2.4,,,,,,,3.1,,,,-1.3,,,True,,False,False,,,,,False,,True,,,False,False,False,,False,False,,,,False,False,True,,,,,,,True,,,,True,
31163,12,4.0,,3.8,,6.0,,,,,,3.1,,6.6,,,8.0,34.6,2.6,,7.0,10.0,,,,4.0,3.0,6.6,,,,,,,17.4,,,,7.5,7.0,-8.0,,-8.2,,-6.0,,,,,,-8.9,,-5.4,,,-4.0,22.6,-9.4,,-5.0,-2.0,,,,-8.0,-9.0,-5.4,,,,,,,5.4,,,,-4.5,-5.0,,False,,True,,,,,,False,,True,,,True,False,False,,True,True,,,,False,False,True,,,,,,,True,,,,True,True
31165,4,2.0,,2.0,,1.0,0.0,,,,,0.4,,1.9,,,5.0,0.2,0.8,,1.0,0.3,,,,,1.0,0.4,,,,,,,9.5,,,,1.9,,-2.0,,-2.0,,-3.0,-4.0,,,,,-3.6,,-2.1,,,1.0,-3.8,-3.2,,-3.0,-3.7,,,,,-3.0,-3.6,,,,,,,5.5,,,,-2.1,,,False,,False,False,,,,,False,,False,,,True,False,False,,False,False,,,,,False,False,,,,,,,False,,,,False,
