,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
41053,150,182.0,,168.9,,168.0,155.0,,,,,128.3,,187.1,,,161.0,201.4,135.4,,203.0,180.3,,,,210.0,123.0,175.4,,,,,,137.5,147.5,,,,169.5,131.3,32.0,,18.9,,18.0,5.0,,,,,-21.7,,37.1,,,11.0,51.4,-14.6,,53.0,30.3,,,,60.0,-27.0,25.4,,,,,,-12.5,-2.5,,,,19.5,-18.7,,True,,True,True,,,,,True,,False,,,True,False,True,,False,True,,,,False,True,True,,,,,,True,True,,,,True,True
41055,0,0.0,,0.0,,3.0,7.0,,,,,1.6,,2.4,,,4.0,385.1,4.7,,2.0,1.9,,,,10.0,3.0,3.9,,,,,,,9.1,,,,4.8,4.8,0.0,,0.0,,3.0,7.0,,,,,1.6,,2.4,,,4.0,385.1,4.7,,2.0,1.9,,,,10.0,3.0,3.9,,,,,,,9.1,,,,4.8,4.8,,True,,False,False,,,,,False,,False,,,False,False,False,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
41057,8,8.0,,5.8,,13.0,16.0,,,,,23.2,,31.0,,,23.0,21.5,28.0,,12.0,23.7,,,,,5.0,14.7,,,,,,,19.1,,,,12.5,18.7,0.0,,-2.2,,5.0,8.0,,,,,15.2,,23.0,,,15.0,13.5,20.0,,4.0,15.7,,,,,-3.0,6.7,,,,,,,11.1,,,,4.5,10.7,,False,,False,False,,,,,False,,False,,,False,False,False,,False,False,,,,,False,False,,,,,,,False,,,,False,False
41059,267,439.0,,452.7,,350.0,493.0,,,,,288.2,,479.8,,,310.0,434.4,292.3,,351.0,381.3,,,,537.0,342.0,270.8,,,,,,345.0,347.1,,,,427.7,321.5,172.0,,185.7,,83.0,226.0,,,,,21.2,,212.8,,,43.0,167.4,25.3,,84.0,114.3,,,,270.0,75.0,3.8,,,,,,78.0,80.1,,,,160.7,54.5,,False,,True,False,,,,,True,,False,,,True,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,,True,True
41061,42,55.0,,50.9,,51.0,44.0,,,,,38.5,,65.8,,,65.0,161.6,37.7,,91.5,63.0,,,,87.0,42.0,60.7,,,,,,,79.0,,,,49.7,46.1,13.0,,8.9,,9.0,2.0,,,,,-3.5,,23.8,,,23.0,119.6,-4.3,,49.5,21.0,,,,45.0,0.0,18.7,,,,,,,37.0,,,,7.7,4.1,,True,,True,True,,,,,True,,False,,,False,False,True,,False,False,,,,False,True,False,,,,,,,False,,,,True,True
41063,3,8.0,,8.8,,8.0,,,,,,3.5,,10.1,,,14.0,36.5,7.7,,4.0,4.5,,,,11.0,8.0,8.6,,,,,,,20.9,,,,11.6,4.8,5.0,,5.8,,5.0,,,,,,0.5,,7.1,,,11.0,33.5,4.7,,1.0,1.5,,,,8.0,5.0,5.6,,,,,,,17.9,,,,8.6,1.8,,False,,False,,,,,,True,,False,,,False,False,True,,True,True,,,,False,False,False,,,,,,,False,,,,False,True
41065,54,76.0,,83.4,,67.0,73.0,,,,,55.7,,88.7,,,73.0,53.3,46.1,,65.0,67.8,,,,89.0,61.0,62.5,,,,,,,76.9,,,,61.4,67.2,22.0,,29.4,,13.0,19.0,,,,,1.7,,34.7,,,19.0,-0.7,-7.9,,11.0,13.8,,,,35.0,7.0,8.5,,,,,,,22.9,,,,7.4,13.2,,False,,True,True,,,,,True,,False,,,True,True,True,,True,True,,,,False,True,True,,,,,,,False,,,,True,True
41067,704,1186.0,,1159.5,,1019.0,1233.0,,,,,836.7,,1067.0,,1014.2,1104.0,783.9,776.5,,758.5,955.8,,,,1149.0,778.0,1100.3,,,,,,1029.7,1114.2,1024.0,,,1216.0,808.4,482.0,,455.5,,315.0,529.0,,,,,132.7,,363.0,,310.2,400.0,79.9,72.5,,54.5,251.8,,,,445.0,74.0,396.3,,,,,,325.7,410.2,320.0,,,512.0,104.4,,True,,True,False,,,,,True,,True,,True,True,True,True,,True,True,,,,True,True,True,,,,,,True,True,True,,,False,True
41069,0,3.0,,2.4,,1.0,0.0,,,,,0.8,,4.4,,,7.0,0.1,2.4,,1.0,0.4,,,,,2.0,1.0,,,,,,,10.4,,,,1.2,,3.0,,2.4,,1.0,0.0,,,,,0.8,,4.4,,,7.0,0.1,2.4,,1.0,0.4,,,,,2.0,1.0,,,,,,,10.4,,,,1.2,,,True,,True,True,,,,,True,,False,,,False,True,True,,True,True,,,,,True,True,,,,,,,False,,,,True,
41071,132,193.0,,187.9,,186.0,167.0,,,,,167.3,,226.1,,,188.0,303.4,134.4,,160.0,183.6,,,,257.0,137.0,201.6,,,,,,153.3,193.5,,,,303.6,175.2,61.0,,55.9,,54.0,35.0,,,,,35.3,,94.1,,,56.0,171.4,2.4,,28.0,51.6,,,,125.0,5.0,69.6,,,,,,21.3,61.5,,,,171.6,43.2,,True,,True,True,,,,,True,,False,,,True,False,True,,True,True,,,,False,True,False,,,,,,True,False,,,,False,True
42001,434,519.0,,520.1,,428.0,521.0,,,,,371.1,,495.1,,,443.0,413.6,332.4,,410.0,452.7,,,,567.0,410.0,414.5,,,,,,405.2,367.3,,,,535.0,387.7,85.0,,86.1,,-6.0,87.0,,,,,-62.9,,61.1,,,9.0,-20.4,-101.6,,-24.0,18.7,,,,133.0,-24.0,-19.5,,,,,,-28.8,-66.7,,,,101.0,-46.3,,False,,True,False,,,,,True,,True,,,True,True,False,,True,True,,,,False,True,True,,,,,,True,True,,,,False,True
42003,2925,3696.0,,3711.3,4898.2,3558.0,2868.0,,,,,2963.8,,3903.3,,3877.1,4635.0,4090.8,3197.4,,3154.0,3433.6,,,,4384.0,2945.0,4441.8,,,,,,3292.8,2956.9,3258.0,,,3557.7,3514.0,771.0,,786.3,1973.2,633.0,-57.0,,,,,38.8,,978.3,,952.1,1710.0,1165.8,272.4,,229.0,508.6,,,,1459.0,20.0,1516.8,,,,,,367.8,31.9,333.0,,,632.7,589.0,,False,False,True,True,,,,,True,,False,,False,False,False,True,,True,True,,,,False,True,False,,,,,,True,True,True,,,True,True
42005,190,304.0,,308.4,,285.0,279.0,,,,,220.5,,345.2,,,306.0,282.0,215.1,,279.0,267.2,,,,363.0,240.0,328.3,,,,,,247.1,194.9,,,,320.2,297.3,114.0,,118.4,,95.0,89.0,,,,,30.5,,155.2,,,116.0,92.0,25.1,,89.0,77.2,,,,173.0,50.0,138.3,,,,,,57.1,4.9,,,,130.2,107.3,,False,,True,True,,,,,True,,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,,False,True
42007,407,688.0,,704.4,,609.0,637.0,,,,,518.8,,777.9,,,726.0,642.4,517.9,,563.0,597.8,,,,801.0,515.0,599.1,,,,,,597.2,467.4,593.0,,,790.6,550.2,281.0,,297.4,,202.0,230.0,,,,,111.8,,370.9,,,319.0,235.4,110.9,,156.0,190.8,,,,394.0,108.0,192.1,,,,,,190.2,60.4,186.0,,,383.6,143.2,,False,,True,True,,,,,True,,False,,,False,True,True,,True,True,,,,False,True,True,,,,,,True,True,True,,,False,True
42009,97,194.0,,210.3,,160.0,220.0,,,,,151.0,,208.3,,,185.0,163.2,96.8,,101.0,158.3,,,,185.0,140.0,146.3,,,,,,151.4,143.4,,,,162.4,157.1,97.0,,113.3,,63.0,123.0,,,,,54.0,,111.3,,,88.0,66.2,-0.2,,4.0,61.3,,,,88.0,43.0,49.3,,,,,,54.4,46.4,,,,65.4,60.1,,False,,True,False,,,,,True,,False,,,True,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,,True,True
42011,1600,2175.0,,2195.4,2217.0,1817.0,2108.0,,,,,1499.7,,2238.4,,2185.7,1817.0,1545.5,1505.1,,1773.0,1813.1,,,,2256.0,1642.0,1724.2,,,,,,1531.8,1688.6,2025.0,,,6928.5,1622.9,575.0,,595.4,617.0,217.0,508.0,,,,,-100.3,,638.4,,585.7,217.0,-54.5,-94.9,,173.0,213.1,,,,656.0,42.0,124.2,,,,,,-68.2,88.6,425.0,,,5328.5,22.9,,False,False,True,True,,,,,True,,False,,False,True,True,True,,True,True,,,,False,True,True,,,,,,True,True,True,,,False,True
42013,402,548.0,,571.7,,469.0,581.0,,,,,430.6,,527.4,,,541.0,470.0,311.8,,430.0,489.7,,,,545.0,436.0,461.0,,,,,,456.8,374.9,,,,336.8,424.6,146.0,,169.7,,67.0,179.0,,,,,28.6,,125.4,,,139.0,68.0,-90.2,,28.0,87.7,,,,143.0,34.0,59.0,,,,,,54.8,-27.1,,,,-65.2,22.6,,False,,True,False,,,,,True,,True,,,True,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,,True,True
42015,167,222.0,,225.2,,210.0,234.0,,,,,171.5,,251.9,,,299.0,195.9,132.7,,232.0,210.5,,,,245.0,168.0,223.7,,,,,,168.5,167.3,,,,279.3,159.7,55.0,,58.2,,43.0,67.0,,,,,4.5,,84.9,,,132.0,28.9,-34.3,,65.0,43.5,,,,78.0,1.0,56.7,,,,,,1.5,0.3,,,,112.3,-7.3,,False,,True,False,,,,,True,,False,,,False,True,True,,False,True,,,,False,True,False,,,,,,True,True,,,,False,True
42017,1723,2218.0,,2210.2,2534.9,2016.0,1768.0,,,,,1792.5,,2255.9,,2314.1,2410.0,2166.1,1734.3,,1950.0,2016.4,,,,2556.0,1660.0,2502.8,,,,,,1881.7,1763.1,1842.0,,,1892.1,1843.5,495.0,,487.2,811.9,293.0,45.0,,,,,69.5,,532.9,,591.1,687.0,443.1,11.3,,227.0,293.4,,,,833.0,-63.0,779.8,,,,,,158.7,40.1,119.0,,,169.1,120.5,,True,False,True,True,,,,,True,,False,,False,False,True,True,,True,True,,,,False,True,False,,,,,,True,True,True,,,True,True
42019,599,839.0,,851.5,,797.0,768.0,,,,,592.8,,962.3,,898.3,846.0,885.5,506.4,,688.0,744.3,,,,939.0,650.0,842.5,,,,,,716.9,611.8,786.0,,,838.5,742.5,240.0,,252.5,,198.0,169.0,,,,,-6.2,,363.3,,299.3,247.0,286.5,-92.6,,89.0,145.3,,,,340.0,51.0,243.5,,,,,,117.9,12.8,187.0,,,239.5,143.5,,False,,True,True,,,,,True,,False,,False,False,False,True,,True,True,,,,False,True,False,,,,,,True,True,True,,,True,True
42021,382,512.0,,508.9,,506.0,623.0,,,,,427.1,,662.5,,,568.0,421.6,265.4,,516.0,424.0,,,,530.0,407.0,537.1,,,,,,508.6,360.4,486.0,,,1777.5,430.9,130.0,,126.9,,124.0,241.0,,,,,45.1,,280.5,,,186.0,39.6,-116.6,,134.0,42.0,,,,148.0,25.0,155.1,,,,,,126.6,-21.6,104.0,,,1395.5,48.9,,True,,True,False,,,,,True,,False,,,False,True,True,,False,True,,,,False,True,False,,,,,,True,True,True,,,False,True
42023,14,25.0,,24.5,,18.0,13.0,,,,,14.7,,24.3,,,11.0,22.9,17.1,,29.0,17.2,,,,29.0,18.0,24.0,,,,,,,21.9,,,,33.9,17.7,11.0,,10.5,,4.0,-1.0,,,,,0.7,,10.3,,,-3.0,8.9,3.1,,15.0,3.2,,,,15.0,4.0,10.0,,,,,,,7.9,,,,19.9,3.7,,True,,True,True,,,,,True,,True,,,True,True,True,,False,True,,,,False,True,True,,,,,,,True,,,,False,True
42025,293,406.0,,398.1,,391.0,414.0,,,,,255.2,,454.9,,,275.0,569.5,235.1,,408.0,354.2,,,,528.0,314.0,377.2,,,,,,316.6,244.8,,,,459.5,388.1,113.0,,105.1,,98.0,121.0,,,,,-37.8,,161.9,,,-18.0,276.5,-57.9,,115.0,61.2,,,,235.0,21.0,84.2,,,,,,23.6,-48.2,,,,166.5,95.1,,True,,True,False,,,,,True,,False,,,True,False,True,,False,True,,,,False,True,True,,,,,,True,True,,,,False,True
42027,413,460.0,,472.6,,468.0,496.0,,,,,424.9,,508.8,,,628.0,548.2,283.9,,467.5,422.9,,,,511.0,343.0,534.5,,,,,,343.7,278.2,460.0,,,530.8,429.0,47.0,,59.6,,55.0,83.0,,,,,11.9,,95.8,,,215.0,135.2,-129.1,,54.5,9.9,,,,98.0,-70.0,121.5,,,,,,-69.3,-134.8,47.0,,,117.8,16.0,,False,,False,False,,,,,True,,False,,,False,False,False,,False,True,,,,False,False,False,,,,,,False,False,False,,,False,True
42029,1201,1504.0,,1452.1,2047.6,1362.0,1279.0,,,,,1293.5,,1061.0,,1702.8,1794.0,1381.7,1314.5,,1345.0,1361.9,,,,1660.0,1141.0,1805.7,,,,,,1198.3,1211.7,813.0,,,703.7,1295.8,303.0,,251.1,846.6,161.0,78.0,,,,,92.5,,-140.0,,501.8,593.0,180.7,113.5,,144.0,160.9,,,,459.0,-60.0,604.7,,,,,,-2.7,10.7,-388.0,,,-497.3,94.8,,True,False,True,True,,,,,True,,True,,False,False,True,True,,True,True,,,,False,True,False,,,,,,True,True,False,,,False,True
42031,82,111.0,,110.1,,100.0,95.0,,,,,93.3,,124.8,,,147.0,101.0,64.6,,66.0,88.2,,,,126.0,86.0,145.8,,,,,,109.2,90.6,,,,150.5,99.3,29.0,,28.1,,18.0,13.0,,,,,11.3,,42.8,,,65.0,19.0,-17.4,,-16.0,6.2,,,,44.0,4.0,63.8,,,,,,27.2,8.6,,,,68.5,17.3,,True,,True,True,,,,,True,,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,,False,True
42033,267,333.0,,340.4,,285.0,265.0,,,,,282.5,,382.6,,,332.0,365.0,226.6,,261.0,270.8,,,,433.0,275.0,388.6,,,,,,274.4,164.5,,,,252.7,296.7,66.0,,73.4,,18.0,-2.0,,,,,15.5,,115.6,,,65.0,98.0,-40.4,,-6.0,3.8,,,,166.0,8.0,121.6,,,,,,7.4,-102.5,,,,-14.3,29.7,,False,,True,True,,,,,True,,False,,,True,False,True,,True,True,,,,False,True,False,,,,,,True,False,,,,True,True
42035,91,143.0,,144.0,,129.0,150.0,,,,,124.9,,157.1,,,168.0,110.7,92.6,,104.0,124.2,,,,154.0,112.0,163.1,,,,,,141.2,118.4,,,,114.6,133.2,52.0,,53.0,,38.0,59.0,,,,,33.9,,66.1,,,77.0,19.7,1.6,,13.0,33.2,,,,63.0,21.0,72.1,,,,,,50.2,27.4,,,,23.6,42.2,,False,,True,False,,,,,True,,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,,True,True
42037,195,374.0,,380.1,,322.0,351.0,,,,,234.7,,378.8,,,335.0,505.1,293.8,,308.0,300.8,,,,488.0,308.0,294.3,,,,,,269.2,274.6,,,,675.3,339.1,179.0,,185.1,,127.0,156.0,,,,,39.7,,183.8,,,140.0,310.1,98.8,,113.0,105.8,,,,293.0,113.0,99.3,,,,,,74.2,79.6,,,,480.3,144.1,,False,,True,True,,,,,True,,False,,,True,False,True,,True,True,,,,False,True,True,,,,,,True,True,,,,False,True
42039,178,252.0,,241.5,,230.0,284.0,,,,,227.7,,287.6,,,347.0,212.3,155.5,,153.0,192.2,,,,281.0,199.0,334.5,,,,,,193.8,177.2,,,,708.5,218.8,74.0,,63.5,,52.0,106.0,,,,,49.7,,109.6,,,169.0,34.3,-22.5,,-25.0,14.2,,,,103.0,21.0,156.5,,,,,,15.8,-0.8,,,,530.5,40.8,,True,,True,False,,,,,True,,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,,False,True
42041,564,850.0,,888.1,,728.0,786.0,,,,,683.0,,891.9,,,932.0,1045.0,531.3,,583.0,706.5,,,,985.0,692.0,751.0,,,,,,655.4,554.5,632.0,,,796.0,695.8,286.0,,324.1,,164.0,222.0,,,,,119.0,,327.9,,,368.0,481.0,-32.7,,19.0,142.5,,,,421.0,128.0,187.0,,,,,,91.4,-9.5,68.0,,,232.0,131.8,,False,,True,True,,,,,True,,False,,,False,False,True,,True,True,,,,False,True,True,,,,,,True,True,True,,,True,True
42043,817,973.0,,991.0,,878.0,906.0,,,,,813.0,,994.1,,,1070.0,1080.3,769.0,,785.0,859.7,,,,1109.0,819.0,1010.9,,,,,,772.3,854.3,878.0,,,1025.6,740.4,156.0,,174.0,,61.0,89.0,,,,,-4.0,,177.1,,,253.0,263.3,-48.0,,-32.0,42.7,,,,292.0,2.0,193.9,,,,,,-44.7,37.3,61.0,,,208.6,-76.6,,False,,True,True,,,,,True,,False,,,False,False,True,,True,True,,,,False,True,False,,,,,,True,True,True,,,False,True
42045,1454,1851.0,,1800.5,2144.1,1800.0,1414.0,,,,,1553.6,,1893.5,,2030.8,1934.0,1908.9,1402.7,,1627.5,1608.4,,,,1914.0,1431.0,2083.8,,,,,,1402.8,1784.7,1598.0,,,5330.6,1513.4,397.0,,346.5,690.1,346.0,-40.0,,,,,99.6,,439.5,,576.8,480.0,454.9,-51.3,,173.5,154.4,,,,460.0,-23.0,629.8,,,,,,-51.2,330.7,144.0,,,3876.6,59.4,,True,False,True,True,,,,,True,,False,,False,False,False,True,,True,True,,,,False,True,False,,,,,,True,True,True,,,False,True
42047,121,262.0,,256.9,,189.0,315.0,,,,,109.4,,299.3,,,116.0,87.0,137.2,,138.0,190.2,,,,279.0,189.0,145.8,,,,,,,185.4,,,,232.3,254.6,141.0,,135.9,,68.0,194.0,,,,,-11.6,,178.3,,,-5.0,-34.0,16.2,,17.0,69.2,,,,158.0,68.0,24.8,,,,,,,64.4,,,,111.3,133.6,,True,,True,False,,,,,True,,False,,,True,True,True,,True,True,,,,False,True,True,,,,,,,True,,,,True,True
42049,674,1038.0,,1094.8,,829.0,1053.0,,,,,624.1,,1097.6,,,942.0,900.5,696.5,,754.0,828.7,,,,1080.0,788.0,1070.4,,,,,,753.7,839.1,829.0,,,722.1,820.6,364.0,,420.8,,155.0,379.0,,,,,-49.9,,423.6,,,268.0,226.5,22.5,,80.0,154.7,,,,406.0,114.0,396.4,,,,,,79.7,165.1,155.0,,,48.1,146.6,,False,,True,False,,,,,True,,False,,,True,True,True,,True,True,,,,False,True,False,,,,,,True,True,True,,,True,True
42051,380,568.0,,586.1,,565.0,517.0,,,,,566.5,,694.5,,,588.0,564.8,493.0,,410.0,490.2,,,,739.0,467.0,742.0,,,,,,464.6,397.6,456.0,,,802.9,687.6,188.0,,206.1,,185.0,137.0,,,,,186.5,,314.5,,,208.0,184.8,113.0,,30.0,110.2,,,,359.0,87.0,362.0,,,,,,84.6,17.6,76.0,,,422.9,307.6,,False,,True,True,,,,,True,,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,True,True,True,,,False,False
42053,661,173.0,,178.5,,60.0,218.0,,,,,41.0,,111.0,,,31.0,129.3,71.8,,20.0,58.1,,,,147.0,59.0,62.9,,,,,,,120.4,,,,173.1,204.8,-488.0,,-482.5,,-601.0,-443.0,,,,,-620.0,,-550.0,,,-630.0,-531.7,-589.2,,-641.0,-602.9,,,,-514.0,-602.0,-598.1,,,,,,,-540.6,,,,-487.9,-456.2,,True,,False,True,,,,,False,,False,,,False,False,False,,False,False,,,,False,False,False,,,,,,,False,,,,True,True
42055,522,680.0,,659.8,,603.0,667.0,,,,,560.4,,706.9,,,698.0,1082.3,516.8,,574.0,602.7,,,,823.0,555.0,509.6,,,,,,553.8,507.9,521.0,,,809.5,541.2,158.0,,137.8,,81.0,145.0,,,,,38.4,,184.9,,,176.0,560.3,-5.2,,52.0,80.7,,,,301.0,33.0,-12.4,,,,,,31.8,-14.1,-1.0,,,287.5,19.2,,True,,True,True,,,,,True,,False,,,False,False,True,,True,True,,,,False,True,True,,,,,,True,True,True,,,False,True
42057,63,77.0,,78.0,,68.0,78.0,,,,,53.4,,89.0,,,59.0,93.0,47.4,,64.0,62.9,,,,107.0,62.0,73.8,,,,,,,53.3,,,,123.3,68.3,14.0,,15.0,,5.0,15.0,,,,,-9.6,,26.0,,,-4.0,30.0,-15.6,,1.0,-0.1,,,,44.0,-1.0,10.8,,,,,,,-9.7,,,,60.3,5.3,,False,,True,False,,,,,True,,False,,,True,False,False,,True,True,,,,False,True,True,,,,,,,True,,,,False,True
42059,133,197.0,,197.8,,158.0,152.0,,,,,130.3,,210.6,,,152.0,176.1,112.9,,161.0,161.2,,,,230.0,147.0,187.6,,,,,,142.8,141.4,,,,137.0,155.8,64.0,,64.8,,25.0,19.0,,,,,-2.7,,77.6,,,19.0,43.1,-20.1,,28.0,28.2,,,,97.0,14.0,54.6,,,,,,9.8,8.4,,,,4.0,22.8,,False,,True,True,,,,,True,,False,,,True,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,,True,True
42061,140,168.0,,168.2,,158.0,147.0,,,,,195.8,,154.8,,,194.0,184.1,141.0,,137.0,147.1,,,,203.0,134.0,228.8,,,,,,123.1,125.8,,,,242.3,139.9,28.0,,28.2,,18.0,7.0,,,,,55.8,,14.8,,,54.0,44.1,1.0,,-3.0,7.1,,,,63.0,-6.0,88.8,,,,,,-16.9,-14.2,,,,102.3,-0.1,,False,,True,True,,,,,False,,True,,,False,False,True,,True,True,,,,False,True,False,,,,,,True,True,,,,False,True
42063,179,151.0,,152.4,,148.0,136.0,,,,,185.3,,198.2,,,365.0,319.1,119.7,,145.0,163.8,,,,201.0,117.0,226.7,,,,,,132.7,125.6,,,,137.6,141.0,-28.0,,-26.6,,-31.0,-43.0,,,,,6.3,,19.2,,,186.0,140.1,-59.3,,-34.0,-15.2,,,,22.0,-62.0,47.7,,,,,,-46.3,-53.4,,,,-41.4,-38.0,,True,,False,False,,,,,True,,True,,,False,False,False,,False,True,,,,True,False,False,,,,,,False,False,,,,False,False
42065,137,137.0,,143.2,,135.0,135.0,,,,,107.1,,191.2,,,195.0,167.9,93.6,,101.0,120.0,,,,166.0,116.0,127.7,,,,,,,113.6,,,,153.1,96.3,0.0,,6.2,,-2.0,-2.0,,,,,-29.9,,54.2,,,58.0,30.9,-43.4,,-36.0,-17.0,,,,29.0,-21.0,-9.3,,,,,,,-23.4,,,,16.1,-40.7,,False,,False,False,,,,,False,,False,,,False,False,False,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
42067,74,83.0,,80.3,,74.0,62.0,,,,,78.6,,81.4,,,111.0,53.0,48.3,,52.0,74.1,,,,78.0,62.0,86.5,,,,,,,66.7,,,,128.1,71.0,9.0,,6.3,,0.0,-12.0,,,,,4.6,,7.4,,,37.0,-21.0,-25.7,,-22.0,0.1,,,,4.0,-12.0,12.5,,,,,,,-7.3,,,,54.1,-3.0,,True,,True,False,,,,,True,,True,,,False,False,False,,False,True,,,,True,False,False,,,,,,,True,,,,False,True
42069,793,890.0,,895.2,,834.0,785.0,,,,,621.4,,882.5,,973.2,965.0,835.4,691.5,,895.5,833.3,,,,1043.0,692.0,798.9,,,,,,848.7,633.7,888.0,,,1713.7,756.5,97.0,,102.2,,41.0,-8.0,,,,,-171.6,,89.5,,180.2,172.0,42.4,-101.5,,102.5,40.3,,,,250.0,-101.0,5.9,,,,,,55.7,-159.3,95.0,,,920.7,-36.5,,False,,True,True,,,,,False,,True,,False,False,True,False,,False,True,,,,False,False,True,,,,,,True,False,True,,,False,True
42071,1984,2386.0,,2389.9,2358.9,2188.0,2188.0,,,,,1712.5,,2456.2,,2719.4,2426.0,2465.4,1759.9,,2139.5,2169.6,,,,2673.0,1892.0,2179.6,,,,,,1866.7,1545.0,2332.0,,,3229.7,2058.2,402.0,,405.9,374.9,204.0,204.0,,,,,-271.5,,472.2,,735.4,442.0,481.4,-224.1,,155.5,185.6,,,,689.0,-92.0,195.6,,,,,,-117.3,-439.0,348.0,,,1245.7,74.2,,False,True,True,True,,,,,True,,False,,False,False,False,True,,True,True,,,,False,True,True,,,,,,True,False,True,,,False,True
42073,240,298.0,,304.8,,291.0,284.0,,,,,238.6,,315.5,,,389.0,352.0,195.5,,243.0,256.7,,,,342.0,238.0,346.5,,,,,,275.2,204.1,,,,334.6,237.8,58.0,,64.8,,51.0,44.0,,,,,-1.4,,75.5,,,149.0,112.0,-44.5,,3.0,16.7,,,,102.0,-2.0,106.5,,,,,,35.2,-35.9,,,,94.6,-2.2,,False,,True,True,,,,,True,,False,,,False,False,True,,True,True,,,,False,True,False,,,,,,True,True,,,,False,True
42075,626,652.0,,647.4,,647.0,569.0,,,,,529.6,,727.4,,,718.0,741.6,446.8,,629.0,649.2,,,,794.0,537.0,864.9,,,,,,521.8,476.6,662.0,,,615.8,550.8,26.0,,21.4,,21.0,-57.0,,,,,-96.4,,101.4,,,92.0,115.6,-179.2,,3.0,23.2,,,,168.0,-89.0,238.9,,,,,,-104.2,-149.4,36.0,,,-10.2,-75.2,,True,,True,False,,,,,False,,False,,,False,False,False,,True,True,,,,False,False,False,,,,,,False,False,False,,,True,False
