,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
51105,509,405.0,,406.2,,368.0,359.0,,,,,272.5,1091.2,,,373.0,316.0,186.2,,,413.0,384.9,13.2,,459.0,355.0,373.7,,,,,,,,,674.6,250.0,-104.0,,-102.8,,-141.0,-150.0,,,,,-236.5,582.2,,,-136.0,-193.0,-322.8,,,-96.0,-124.1,-495.8,,-50.0,-154.0,-135.3,,,,,,,,,165.6,-259.0,,True,,False,False,,,,,False,False,,,False,False,False,,,True,False,False,,True,False,False,,,,,,,,,False,False
51107,3670,3120.0,,3279.0,,2750.0,3420.0,,,,,2802.0,2792.4,,2673.6,3695.0,3780.0,3015.8,2917.0,,2935.5,2362.6,929.5,,3599.0,2789.0,3287.0,,,,,2278.8,2574.0,,,2682.2,2288.0,-550.0,,-391.0,,-920.0,-250.0,,,,,-868.0,-877.6,,-996.4,25.0,110.0,-654.2,-753.0,,-734.5,-1307.4,-2740.5,,-71.0,-881.0,-383.0,,,,,-1391.2,-1096.0,,,-987.8,-1382.0,,True,,False,True,,,,,False,False,,False,True,True,False,False,,False,False,False,,True,False,True,,,,,False,False,,,False,False
51109,407,387.0,,387.2,,366.0,584.0,,,,,214.1,503.2,,,321.0,456.2,350.8,349.5,,484.0,335.2,43.8,,541.0,364.0,271.4,,,,,,,,,472.7,269.0,-20.0,,-19.8,,-41.0,177.0,,,,,-192.9,96.2,,,-86.0,49.2,-56.2,-57.5,,77.0,-71.8,-363.2,,134.0,-43.0,-135.6,,,,,,,,,65.7,-138.0,,True,,False,False,,,,,False,False,,,False,False,False,False,,False,False,False,,False,False,False,,,,,,,,,False,False
51111,196,177.0,,126.4,,118.0,240.0,,,,,106.1,45.4,,,113.0,1222.6,155.1,,,43.0,103.5,0.2,,280.0,153.0,139.1,,,,,,,,,976.3,134.0,-19.0,,-69.6,,-78.0,44.0,,,,,-89.9,-150.6,,,-83.0,1026.6,-40.9,,,-153.0,-92.5,-195.8,,84.0,-43.0,-56.9,,,,,,,,,780.3,-62.0,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,,,,False,False
51113,126,72.0,,71.8,,73.0,49.0,,,,,57.0,63.3,,,104.0,90.9,81.8,,,70.0,80.7,8.4,,102.0,71.0,68.6,,,,,,,,,84.7,46.0,-54.0,,-54.2,,-53.0,-77.0,,,,,-69.0,-62.7,,,-22.0,-35.1,-44.2,,,-56.0,-45.3,-117.6,,-24.0,-55.0,-57.4,,,,,,,,,-41.3,-80.0,,False,,True,False,,,,,False,False,,,True,True,True,,,False,True,False,,True,False,False,,,,,,,,,True,False
51115,90,60.0,,69.1,,63.0,24.0,,,,,69.4,75.7,,,54.0,35.4,83.6,,,92.0,63.9,0.0,,107.0,75.0,104.1,,,,,,,,,76.9,63.0,-30.0,,-20.9,,-27.0,-66.0,,,,,-20.6,-14.3,,,-36.0,-54.6,-6.4,,,2.0,-26.1,-90.0,,17.0,-15.0,14.1,,,,,,,,,-13.1,-27.0,,True,,True,False,,,,,True,True,,,False,False,True,,,True,True,False,,True,True,True,,,,,,,,,True,True
51117,323,279.0,,278.4,,282.0,328.0,,,,,264.9,74.5,,,404.0,373.2,264.9,286.5,,223.0,247.1,0.0,,403.0,305.0,330.8,,,,,,,,,401.3,276.0,-44.0,,-44.6,,-41.0,5.0,,,,,-58.1,-248.5,,,81.0,50.2,-58.1,-36.5,,-100.0,-75.9,-323.0,,80.0,-18.0,7.8,,,,,,,,,78.3,-47.0,,False,,True,True,,,,,False,False,,,False,False,False,True,,False,False,False,,False,True,True,,,,,,,,,False,False
51119,91,75.0,,77.2,,67.0,55.0,,,,,69.5,63.3,,,51.0,61.0,77.9,,,68.0,68.8,17.7,,95.0,87.0,75.7,,,,,,,,,72.8,30.0,-16.0,,-13.8,,-24.0,-36.0,,,,,-21.5,-27.7,,,-40.0,-30.0,-13.1,,,-23.0,-22.2,-73.3,,4.0,-4.0,-15.3,,,,,,,,,-18.2,-61.0,,True,,False,False,,,,,False,False,,,False,False,True,,,False,False,False,,True,True,True,,,,,,,,,False,False
51121,763,696.0,,683.4,,633.0,400.0,,,,,749.9,1643.5,,,820.0,494.0,802.5,639.0,,675.0,597.8,0.0,,733.0,827.0,578.1,,,,,350.3,,,,802.6,820.0,-67.0,,-79.6,,-130.0,-363.0,,,,,-13.1,880.5,,,57.0,-269.0,39.5,-124.0,,-88.0,-165.2,-763.0,,-30.0,64.0,-184.9,,,,,-412.7,,,,39.6,57.0,,False,,False,False,,,,,True,False,,,True,False,True,False,,False,False,False,,True,True,False,,,,,False,,,,True,True
51125,206,123.0,,127.0,,90.0,78.0,,,,,92.1,130.6,,,85.0,76.3,153.2,,,148.0,114.3,0.4,,164.0,75.0,93.9,,,,,,,,,113.9,66.0,-83.0,,-79.0,,-116.0,-128.0,,,,,-113.9,-75.4,,,-121.0,-129.7,-52.8,,,-58.0,-91.7,-205.6,,-42.0,-131.0,-112.1,,,,,,,,,-92.1,-140.0,,True,,False,False,,,,,False,True,,,False,False,True,,,True,False,False,,True,False,False,,,,,,,,,False,False
51127,292,249.0,,260.1,,246.0,269.0,,,,,158.8,407.1,,,184.0,246.9,214.1,,,386.0,261.8,21.2,,376.0,258.0,233.1,,,,,,,,,346.0,184.0,-43.0,,-31.9,,-46.0,-23.0,,,,,-133.2,115.1,,,-108.0,-45.1,-77.9,,,94.0,-30.2,-270.8,,84.0,-34.0,-58.9,,,,,,,,,54.0,-108.0,,True,,False,True,,,,,False,False,,,False,False,False,,,False,True,False,,False,True,False,,,,,,,,,False,False
51131,132,93.0,,94.3,,90.0,99.0,,,,,100.5,28.6,,,80.0,91.8,103.5,,,72.0,74.4,0.0,,128.0,106.0,80.1,,,,,,,,,129.1,152.0,-39.0,,-37.7,,-42.0,-33.0,,,,,-31.5,-103.4,,,-52.0,-40.2,-28.5,,,-60.0,-57.6,-132.0,,-4.0,-26.0,-51.9,,,,,,,,,-2.9,20.0,,True,,False,True,,,,,True,False,,,False,False,True,,,False,False,False,,True,True,False,,,,,,,,,True,True
51133,96,129.0,,123.8,,109.0,103.0,,,,,103.9,178.3,,,70.0,80.3,122.2,,,196.0,123.0,3.6,,196.0,116.0,112.0,,,,,,,,,186.4,95.0,33.0,,27.8,,13.0,7.0,,,,,7.9,82.3,,,-26.0,-15.7,26.2,,,100.0,27.0,-92.4,,100.0,20.0,16.0,,,,,,,,,90.4,-1.0,,True,,True,True,,,,,True,False,,,True,True,True,,,False,True,False,,False,True,True,,,,,,,,,False,True
51135,398,453.0,,451.4,,266.0,255.0,,,,,270.7,308.5,,,180.0,353.9,233.5,,,227.0,258.7,0.0,,564.0,327.0,262.1,,,,,,,,,591.8,468.0,55.0,,53.4,,-132.0,-143.0,,,,,-127.3,-89.5,,,-218.0,-44.1,-164.5,,,-171.0,-139.3,-398.0,,166.0,-71.0,-135.9,,,,,,,,,193.8,70.0,,True,,False,False,,,,,False,False,,,False,True,False,,,False,False,False,,False,False,False,,,,,,,,,False,False
51137,424,348.0,,347.8,,335.0,529.0,,,,,206.7,468.6,,,314.0,403.8,346.6,330.0,,414.0,310.0,41.6,,472.0,355.0,282.6,,,,,,,,,387.2,224.0,-76.0,,-76.2,,-89.0,105.0,,,,,-217.3,44.6,,,-110.0,-20.2,-77.4,-94.0,,-10.0,-114.0,-382.4,,48.0,-69.0,-141.4,,,,,,,,,-36.8,-200.0,,False,,False,False,,,,,False,True,,,False,True,False,False,,True,False,False,,True,True,False,,,,,,,,,True,False
51139,388,297.0,,279.4,,252.0,134.0,,,,,242.3,568.7,,,255.0,113.8,252.0,,,225.0,280.3,0.0,,423.0,244.0,290.3,,,,,,,,,298.0,246.0,-91.0,,-108.6,,-136.0,-254.0,,,,,-145.7,180.7,,,-133.0,-274.2,-136.0,,,-163.0,-107.7,-388.0,,35.0,-144.0,-97.7,,,,,,,,,-90.0,-142.0,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,True,False,False,,,,,,,,,True,False
51141,180,261.0,,264.5,,207.0,250.0,,,,,167.5,331.5,,,192.0,229.4,203.0,,,184.0,223.2,15.6,,321.0,206.0,203.6,,,,,,,,,274.6,145.0,81.0,,84.5,,27.0,70.0,,,,,-12.5,151.5,,,12.0,49.4,23.0,,,4.0,43.2,-164.4,,141.0,26.0,23.6,,,,,,,,,94.6,-35.0,,False,,True,True,,,,,True,False,,,True,True,True,,,True,True,False,,False,True,True,,,,,,,,,False,True
51143,1039,693.0,,703.3,,616.0,1311.0,,,,,557.0,730.8,,,759.0,666.8,574.1,581.0,,558.0,561.0,127.8,,893.0,683.0,567.1,,,,,730.6,,,,657.9,504.0,-346.0,,-335.7,,-423.0,272.0,,,,,-482.0,-308.2,,,-280.0,-372.2,-464.9,-458.0,,-481.0,-478.0,-911.2,,-146.0,-356.0,-471.9,,,,,-308.4,,,,-381.1,-535.0,,True,,False,True,,,,,False,True,,,True,False,False,False,,False,False,False,,True,False,False,,,,,True,,,,False,False
51145,308,393.0,,368.9,,305.0,802.0,,,,,191.3,500.5,,,230.0,1168.7,295.6,,,266.5,284.4,11.5,,565.0,349.0,319.4,,,,,,,,,379.8,,85.0,,60.9,,-3.0,494.0,,,,,-116.7,192.5,,,-78.0,860.7,-12.4,,,-41.5,-23.6,-296.5,,257.0,41.0,11.4,,,,,,,,,71.8,,,True,,True,False,,,,,False,False,,,True,False,True,,,True,True,False,,False,True,True,,,,,,,,,True,
51147,423,165.0,,170.8,,172.0,93.0,,,,,202.1,121.6,,,249.0,203.0,143.6,,,303.0,243.8,0.0,,242.0,198.0,139.1,,,,,,,,,301.2,138.0,-258.0,,-252.2,,-251.0,-330.0,,,,,-220.9,-301.4,,,-174.0,-220.0,-279.4,,,-120.0,-179.2,-423.0,,-181.0,-225.0,-283.9,,,,,,,,,-121.8,-285.0,,True,,True,False,,,,,True,False,,,True,True,False,,,True,True,False,,True,True,False,,,,,,,,,True,False
51149,489,354.0,,371.9,,327.0,579.0,,,,,315.3,265.1,,,403.0,531.6,266.4,307.0,,261.0,250.0,75.2,,341.0,388.0,355.2,,,,,,,,,350.5,283.0,-135.0,,-117.1,,-162.0,90.0,,,,,-173.7,-223.9,,,-86.0,42.6,-222.6,-182.0,,-228.0,-239.0,-413.8,,-148.0,-101.0,-133.8,,,,,,,,,-138.5,-206.0,,True,,False,True,,,,,False,False,,,True,True,False,False,,False,False,False,,False,True,True,,,,,,,,,False,False
51153,6870,5658.0,,5618.2,4867.4,5175.0,6763.0,,,,,5170.2,5874.6,,7261.4,4494.0,6940.9,4797.7,5671.0,,5945.0,5090.7,1166.9,,6861.0,4667.0,4955.3,,,,,3026.1,0.0,,,5879.0,3598.0,-1212.0,,-1251.8,-2002.6,-1695.0,-107.0,,,,,-1699.8,-995.4,,391.4,-2376.0,70.9,-2072.3,-1199.0,,-925.0,-1779.3,-5703.1,,-9.0,-2203.0,-1914.7,,,,,-3843.9,-6870.0,,,-991.0,-3272.0,,False,False,False,True,,,,,False,True,,True,False,True,False,True,,True,False,False,,True,False,False,,,,,False,False,,,True,False
51155,496,654.0,,649.5,,509.0,637.0,,,,,343.0,968.0,,,376.0,781.9,358.1,552.5,,499.0,522.3,13.2,,700.0,474.0,385.7,,,,,,,,,990.1,371.0,158.0,,153.5,,13.0,141.0,,,,,-153.0,472.0,,,-120.0,285.9,-137.9,56.5,,3.0,26.3,-482.8,,204.0,-22.0,-110.3,,,,,,,,,494.1,-125.0,,True,,True,True,,,,,True,False,,,True,False,True,True,,True,True,False,,False,True,True,,,,,,,,,False,True
51157,78,51.0,,50.6,,42.0,27.0,,,,,38.9,32.0,,,39.0,70.5,45.4,,,36.0,39.4,0.0,,67.0,57.0,53.4,,,,,,,,,59.4,41.0,-27.0,,-27.4,,-36.0,-51.0,,,,,-39.1,-46.0,,,-39.0,-7.5,-32.6,,,-42.0,-38.6,-78.0,,-11.0,-21.0,-24.6,,,,,,,,,-18.6,-37.0,,False,,False,False,,,,,False,False,,,False,True,False,,,False,False,False,,True,True,True,,,,,,,,,True,False
51159,367,219.0,,227.1,,168.0,144.0,,,,,204.6,238.3,,,88.0,160.7,159.2,,,194.0,205.8,9.0,,393.0,167.0,100.5,,,,,,,,,358.5,265.0,-148.0,,-139.9,,-199.0,-223.0,,,,,-162.4,-128.7,,,-279.0,-206.3,-207.8,,,-173.0,-161.2,-358.0,,26.0,-200.0,-266.5,,,,,,,,,-8.5,-102.0,,True,,False,False,,,,,False,True,,,False,False,False,,,False,False,False,,True,False,False,,,,,,,,,True,True
51161,1196,996.0,,961.2,,858.0,815.0,,,,,747.6,2421.2,,,977.0,795.5,1062.3,874.5,,1086.0,721.5,0.1,,1162.0,858.0,820.3,,,,,923.3,,,,1418.8,843.0,-200.0,,-234.8,,-338.0,-381.0,,,,,-448.4,1225.2,,,-219.0,-400.5,-133.7,-321.5,,-110.0,-474.5,-1195.9,,-34.0,-338.0,-375.7,,,,,-272.7,,,,222.8,-353.0,,False,,False,False,,,,,False,False,,,False,False,True,False,,True,False,False,,True,False,False,,,,,False,,,,False,False
51163,329,312.0,,313.7,,309.0,363.0,,,,,161.4,763.2,,,189.0,344.1,249.3,,,357.0,336.8,3.5,,481.0,252.0,180.9,,,,,,,,,442.0,230.0,-17.0,,-15.3,,-20.0,34.0,,,,,-167.6,434.2,,,-140.0,15.1,-79.7,,,28.0,7.8,-325.5,,152.0,-77.0,-148.1,,,,,,,,,113.0,-99.0,,True,,False,False,,,,,False,False,,,False,True,False,,,False,True,False,,False,False,False,,,,,,,,,False,False
51165,1240,1236.0,,1255.9,,1103.0,1699.0,,,,,936.3,1172.8,,,903.0,1484.9,1045.5,1072.0,,1258.5,1179.1,180.2,,1563.0,989.0,1094.1,,,,,763.2,,,,1684.1,1015.0,-4.0,,15.9,,-137.0,459.0,,,,,-303.7,-67.2,,,-337.0,244.9,-194.5,-168.0,,18.5,-60.9,-1059.8,,323.0,-251.0,-145.9,,,,,-476.8,,,,444.1,-225.0,,False,,False,False,,,,,False,False,,,False,False,False,False,,False,False,False,,False,False,False,,,,,False,,,,False,False
51167,307,486.0,,515.8,,399.0,631.0,,,,,304.3,933.2,,,375.0,392.1,284.7,,,461.0,446.6,2.5,,573.0,399.0,398.8,,,,,,,,,415.3,356.0,179.0,,208.8,,92.0,324.0,,,,,-2.7,626.2,,,68.0,85.1,-22.3,,,154.0,139.6,-304.5,,266.0,92.0,91.8,,,,,,,,,108.3,49.0,,False,,True,False,,,,,True,False,,,True,True,True,,,True,True,False,,False,True,True,,,,,,,,,True,True
51169,212,246.0,,254.6,,212.0,235.0,,,,,178.4,843.0,,,341.0,161.6,132.5,,,167.0,174.9,0.0,,218.0,222.0,323.6,,,,,,,,,262.5,135.0,34.0,,42.6,,0.0,23.0,,,,,-33.6,631.0,,,129.0,-50.4,-79.5,,,-45.0,-37.1,-212.0,,6.0,10.0,111.6,,,,,,,,,50.5,-77.0,,False,,True,True,,,,,True,False,,,False,False,False,,,False,False,False,,True,True,False,,,,,,,,,False,False
51171,784,855.0,,848.5,,628.0,609.0,,,,,471.7,1402.4,,,447.0,1468.0,452.7,617.5,,746.0,791.8,33.6,,941.0,589.0,584.6,,,,,579.6,,,,829.9,590.0,71.0,,64.5,,-156.0,-175.0,,,,,-312.3,618.4,,,-337.0,684.0,-331.3,-166.5,,-38.0,7.8,-750.4,,157.0,-195.0,-199.4,,,,,-204.4,,,,45.9,-194.0,,True,,False,False,,,,,False,False,,,False,False,False,False,,True,True,False,,False,False,False,,,,,False,,,,True,False
51173,461,648.0,,612.3,,464.0,934.0,,,,,368.8,389.2,,,377.0,694.3,401.5,442.0,,597.0,424.8,16.9,,571.0,456.0,418.9,,,,,,,,,615.4,291.0,187.0,,151.3,,3.0,473.0,,,,,-92.2,-71.8,,,-84.0,233.3,-59.5,-19.0,,136.0,-36.2,-444.1,,110.0,-5.0,-42.1,,,,,,,,,154.4,-170.0,,True,,True,False,,,,,True,True,,,True,False,True,True,,True,True,False,,True,True,True,,,,,,,,,True,True
51175,475,120.0,,113.5,,159.0,214.0,,,,,201.6,46.3,,,188.0,247.2,138.2,,,280.0,197.0,0.0,,149.0,143.0,159.8,,,,,,,,,144.3,310.0,-355.0,,-361.5,,-316.0,-261.0,,,,,-273.4,-428.7,,,-287.0,-227.8,-336.8,,,-195.0,-278.0,-475.0,,-326.0,-332.0,-315.2,,,,,,,,,-330.7,-165.0,,False,,True,True,,,,,True,False,,,True,True,True,,,True,True,False,,True,True,True,,,,,,,,,True,True
51177,1650,1311.0,,1297.3,,1239.0,952.0,,,,,1113.2,1148.9,,,1133.0,1824.5,1210.1,1236.0,,1178.0,1358.4,141.6,,1848.0,1215.0,1242.6,,,,,1439.8,0.0,,,1869.8,1022.0,-339.0,,-352.7,,-411.0,-698.0,,,,,-536.8,-501.1,,,-517.0,174.5,-439.9,-414.0,,-472.0,-291.6,-1508.4,,198.0,-435.0,-407.4,,,,,-210.2,-1650.0,,,219.8,-628.0,,False,,False,False,,,,,False,False,,,False,True,False,False,,False,True,False,,True,False,False,,,,,True,False,,,True,False
51179,1782,1503.0,,1588.9,,1454.0,2070.0,,,,,1158.2,2533.9,,,1214.0,1461.1,1355.5,1356.5,,1524.0,1469.2,358.6,,2042.0,1323.0,1373.1,,,,,1709.6,1480.0,,,2342.4,1046.0,-279.0,,-193.1,,-328.0,288.0,,,,,-623.8,751.9,,,-568.0,-320.9,-426.5,-425.5,,-258.0,-312.8,-1423.4,,260.0,-459.0,-408.9,,,,,-72.4,-302.0,,,560.4,-736.0,,True,,False,False,,,,,False,False,,,False,False,False,False,,True,False,False,,True,False,False,,,,,True,False,,,False,False
51181,56,48.0,,43.7,,43.0,20.0,,,,,54.7,39.0,,,51.0,31.9,41.8,,,2.0,33.5,0.0,,45.0,54.0,56.9,,,,,,,,,54.1,23.0,-8.0,,-12.3,,-13.0,-36.0,,,,,-1.3,-17.0,,,-5.0,-24.1,-14.2,,,-54.0,-22.5,-56.0,,-11.0,-2.0,0.9,,,,,,,,,-1.9,-33.0,,False,,False,False,,,,,True,False,,,True,False,False,,,False,False,False,,False,True,True,,,,,,,,,True,False
51183,190,72.0,,53.3,,72.0,23.0,,,,,108.0,27.3,,,107.0,182.6,44.6,,,49.0,84.0,0.0,,,88.0,88.8,,,,,,,,,63.7,130.0,-118.0,,-136.7,,-118.0,-167.0,,,,,-82.0,-162.7,,,-83.0,-7.4,-145.4,,,-141.0,-106.0,-190.0,,,-102.0,-101.2,,,,,,,,,-126.3,-60.0,,False,,False,False,,,,,True,False,,,True,True,False,,,False,True,False,,,True,True,,,,,,,,,False,True
51185,424,957.0,,994.2,,841.0,1246.0,,,,,580.2,2476.3,,,471.0,855.7,545.2,832.0,,884.0,901.4,33.7,,1349.0,804.0,670.2,,,,,,,,,1441.1,632.0,533.0,,570.2,,417.0,822.0,,,,,156.2,2052.3,,,47.0,431.7,121.2,408.0,,460.0,477.4,-390.3,,925.0,380.0,246.2,,,,,,,,,1017.1,208.0,,False,,True,False,,,,,True,False,,,True,True,True,True,,True,True,True,,False,True,True,,,,,,,,,False,True
51187,390,531.0,,539.1,,415.0,1494.0,,,,,277.4,1137.6,,,418.0,1079.6,350.2,403.5,,434.0,423.6,24.7,,648.0,373.0,266.5,,,,,,,,,484.4,337.0,141.0,,149.1,,25.0,1104.0,,,,,-112.6,747.6,,,28.0,689.6,-39.8,13.5,,44.0,33.6,-365.3,,258.0,-17.0,-123.5,,,,,,,,,94.4,-53.0,,False,,True,False,,,,,True,False,,,True,False,True,True,,True,True,False,,False,True,True,,,,,,,,,True,True
51191,834,885.0,,921.0,,694.0,1449.0,,,,,566.5,905.7,,,694.0,878.9,493.4,714.0,,561.0,656.7,66.8,,893.0,634.0,758.3,,,,,858.0,,,,736.8,606.0,51.0,,87.0,,-140.0,615.0,,,,,-267.5,71.7,,,-140.0,44.9,-340.6,-120.0,,-273.0,-177.3,-767.2,,59.0,-200.0,-75.7,,,,,24.0,,,,-97.2,-228.0,,False,,False,False,,,,,False,False,,,False,True,False,False,,False,False,False,,False,False,False,,,,,True,,,,False,False
51193,224,114.0,,112.4,,101.0,38.0,,,,,157.8,220.8,,,115.0,70.3,167.1,,,95.0,101.8,0.0,,201.0,168.0,71.9,,,,,,,,,128.6,130.0,-110.0,,-111.6,,-123.0,-186.0,,,,,-66.2,-3.2,,,-109.0,-153.7,-56.9,,,-129.0,-122.2,-224.0,,-23.0,-56.0,-152.1,,,,,,,,,-95.4,-94.0,,False,,False,False,,,,,True,True,,,True,False,True,,,False,False,False,,True,True,False,,,,,,,,,True,True
51195,470,696.0,,693.5,,620.0,960.0,,,,,379.2,1493.4,,,541.0,745.7,351.3,574.0,,722.0,620.5,16.3,,668.0,571.0,617.6,,,,,,,,,1122.3,411.0,226.0,,223.5,,150.0,490.0,,,,,-90.8,1023.4,,,71.0,275.7,-118.7,104.0,,252.0,150.5,-453.7,,198.0,101.0,147.6,,,,,,,,,652.3,-59.0,,True,,True,False,,,,,True,False,,,True,False,True,True,,False,True,False,,True,True,True,,,,,,,,,False,True
51197,373,396.0,,410.2,,330.0,483.0,,,,,257.4,651.5,,,317.0,426.2,222.8,,,302.0,270.3,0.0,,378.0,309.0,357.0,,,,,,,,,482.6,289.0,23.0,,37.2,,-43.0,110.0,,,,,-115.6,278.5,,,-56.0,53.2,-150.2,,,-71.0,-102.7,-373.0,,5.0,-64.0,-16.0,,,,,,,,,109.6,-84.0,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,True,False,True,,,,,,,,,False,False
51199,760,375.0,,383.8,,398.0,340.0,,,,,358.1,377.2,,,477.0,431.3,418.3,434.5,,482.0,452.4,71.4,,450.0,414.0,439.4,,,,,,,,,397.7,312.0,-385.0,,-376.2,,-362.0,-420.0,,,,,-401.9,-382.8,,,-283.0,-328.7,-341.7,-325.5,,-278.0,-307.6,-688.6,,-310.0,-346.0,-320.6,,,,,,,,,-362.3,-448.0,,True,,True,False,,,,,False,True,,,True,True,True,True,,True,True,False,,True,True,True,,,,,,,,,True,False
51510,1649,1161.0,,1240.2,,1086.0,1381.0,,,,,1306.6,516.2,,,886.0,1176.0,1357.1,,,1442.0,1022.0,0.4,,1236.0,1247.0,962.5,,,,,741.5,1086.0,,,1109.9,,-488.0,,-408.8,,-563.0,-268.0,,,,,-342.4,-1132.8,,,-763.0,-473.0,-291.9,,,-207.0,-627.0,-1648.6,,-413.0,-402.0,-686.5,,,,,-907.5,-563.0,,,-539.1,,,True,,False,True,,,,,True,False,,,False,True,True,,,True,False,False,,True,True,False,,,,,False,False,,,False,
51520,211,273.0,,278.4,,222.0,222.0,,,,,188.6,290.1,,,220.0,216.3,137.7,,,232.0,209.1,0.1,,300.0,210.0,268.9,,,,,,,,,365.2,,62.0,,67.4,,11.0,11.0,,,,,-22.4,79.1,,,9.0,5.3,-73.3,,,21.0,-1.9,-210.9,,89.0,-1.0,57.9,,,,,,,,,154.2,,,False,,True,True,,,,,True,False,,,True,True,False,,,True,True,False,,False,True,True,,,,,,,,,False,
51530,157,153.0,,153.2,,96.0,84.0,,,,,84.3,287.4,,,62.0,204.7,46.8,,,86.0,114.2,0.0,,189.0,106.0,122.2,,,,,,,,,89.8,,-4.0,,-3.8,,-61.0,-73.0,,,,,-72.7,130.4,,,-95.0,47.7,-110.2,,,-71.0,-42.8,-157.0,,32.0,-51.0,-34.8,,,,,,,,,-67.2,,,True,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,,,,False,
51540,405,291.0,,282.6,,274.0,504.0,,,,,369.7,319.8,,,259.0,304.9,289.3,270.0,,243.0,271.3,0.0,,309.0,312.0,404.9,,,,,198.2,,,,356.1,,-114.0,,-122.4,,-131.0,99.0,,,,,-35.3,-85.2,,,-146.0,-100.1,-115.7,-135.0,,-162.0,-133.7,-405.0,,-96.0,-93.0,-0.1,,,,,-206.8,,,,-48.9,,,False,,False,True,,,,,True,True,,,False,True,False,False,,False,False,False,,True,True,True,,,,,False,,,,True,
51550,4722,1914.0,,1680.1,,1729.0,3530.0,,,,,2074.7,2149.4,,,2175.0,1504.1,1867.4,1724.0,,1662.0,1822.1,0.4,,1640.0,2111.0,1846.9,,,,,1506.0,1516.0,,,1462.4,,-2808.0,,-3041.9,,-2993.0,-1192.0,,,,,-2647.3,-2572.6,,,-2547.0,-3217.9,-2854.6,-2998.0,,-3060.0,-2899.9,-4721.6,,-3082.0,-2611.0,-2875.1,,,,,-3216.0,-3206.0,,,-3259.6,,,False,,False,True,,,,,True,True,,,True,False,False,False,,False,False,False,,False,True,False,,,,,False,False,,,False,
