,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
18099,291,294.0,,287.2,,297.0,257.0,,,,,535.7,429.7,,,402.0,500.9,232.8,283.0,,177.0,415.5,,,351.0,297.0,561.0,,,,,,210.0,293.1,,,,238.8,306.6,3.0,,-3.8,,6.0,-34.0,,,,,244.7,138.7,,,111.0,209.9,-58.2,-8.0,,-114.0,124.5,,,60.0,6.0,270.0,,,,,,-81.0,2.1,,,,-52.2,15.6,,False,,False,False,,,,,False,False,,,False,False,False,False,,False,False,,,False,False,False,,,,,,False,True,,,,False,False
18101,77,96.0,,93.2,,97.0,96.0,,,,,111.7,111.4,,,123.0,151.4,55.6,,,97.0,113.6,,,117.0,84.0,86.3,,,,,,,122.9,,,,150.8,57.1,19.0,,16.2,,20.0,19.0,,,,,34.7,34.4,,,46.0,74.4,-21.4,,,20.0,36.6,,,40.0,7.0,9.3,,,,,,,45.9,,,,73.8,-19.9,,True,,False,False,,,,,False,False,,,False,False,False,,,False,False,,,False,True,True,,,,,,,False,,,,False,False
18103,278,308.0,,292.7,,296.0,375.0,,,,,402.9,346.6,,,299.0,244.0,138.6,284.5,,308.0,335.7,,,314.0,279.0,285.4,,,,,,387.5,343.0,,,,237.3,227.6,30.0,,14.7,,18.0,97.0,,,,,124.9,68.6,,,21.0,-34.0,-139.4,6.5,,30.0,57.7,,,36.0,1.0,7.4,,,,,,109.5,65.0,,,,-40.7,-50.4,,True,,True,False,,,,,False,False,,,True,False,False,True,,False,False,,,False,True,True,,,,,,False,False,,,,False,False
18105,743,1018.0,,1040.7,,1027.0,1675.0,,,,,1135.9,1142.7,,,1160.0,675.0,558.0,829.5,,1405.0,1239.3,,,1023.0,975.0,1296.6,,,,,,896.0,854.3,856.0,,,1071.6,593.4,275.0,,297.7,,284.0,932.0,,,,,392.9,399.7,,,417.0,-68.0,-185.0,86.5,,662.0,496.3,,,280.0,232.0,553.6,,,,,,153.0,111.3,113.0,,,328.6,-149.6,,False,,False,False,,,,,False,False,,,False,True,True,True,,False,False,,,False,True,False,,,,,,True,True,True,,,False,True
18107,305,470.0,,466.5,,393.0,675.0,,,,,439.9,505.3,,,346.0,349.5,206.8,370.0,,422.0,504.0,,,552.0,390.0,338.6,,,,,,371.0,557.7,,,,593.5,281.9,165.0,,161.5,,88.0,370.0,,,,,134.9,200.3,,,41.0,44.5,-98.2,65.0,,117.0,199.0,,,247.0,85.0,33.6,,,,,,66.0,252.7,,,,288.5,-23.1,,True,,True,False,,,,,True,False,,,True,True,True,True,,True,False,,,False,True,True,,,,,,True,False,,,,False,True
18109,614,764.0,,734.6,,748.0,1009.0,,,,,754.2,774.2,,,748.0,715.3,373.5,545.0,,846.0,906.8,,,828.0,608.0,414.6,,,,,,838.4,790.2,,,,817.3,429.3,150.0,,120.6,,134.0,395.0,,,,,140.2,160.2,,,134.0,101.3,-240.5,-69.0,,232.0,292.8,,,214.0,-6.0,-199.4,,,,,,224.4,176.2,,,,203.3,-184.7,,True,,True,False,,,,,True,False,,,True,True,False,True,,False,False,,,False,True,False,,,,,,False,False,,,,False,False
18111,45,58.0,,59.9,,59.0,15.0,,,,,97.7,87.5,,,93.0,40.6,31.8,,,31.0,64.4,,,57.0,72.0,89.4,,,,,,,109.9,,,,84.5,39.8,13.0,,14.9,,14.0,-30.0,,,,,52.7,42.5,,,48.0,-4.4,-13.2,,,-14.0,19.4,,,12.0,27.0,44.4,,,,,,,64.9,,,,39.5,-5.2,,False,,False,False,,,,,False,False,,,False,True,False,,,False,False,,,True,False,False,,,,,,,False,,,,False,True
18113,339,526.0,,535.2,,461.0,727.0,,,,,602.1,523.5,,,366.0,569.0,226.7,388.0,,457.0,682.0,,,556.0,453.0,474.5,,,,,,382.3,530.6,,,,513.6,371.5,187.0,,196.2,,122.0,388.0,,,,,263.1,184.5,,,27.0,230.0,-112.3,49.0,,118.0,343.0,,,217.0,114.0,135.5,,,,,,43.3,191.6,,,,174.6,32.5,,False,,True,False,,,,,False,True,,,True,False,True,True,,True,False,,,False,True,True,,,,,,True,False,,,,True,True
18115,56,62.0,,57.9,,58.0,26.0,,,,,76.8,71.7,,,60.0,16.1,32.7,,,43.0,61.6,,,73.0,53.0,56.7,,,,,,,97.0,,,,54.8,43.6,6.0,,1.9,,2.0,-30.0,,,,,20.8,15.7,,,4.0,-39.9,-23.3,,,-13.0,5.6,,,17.0,-3.0,0.7,,,,,,,41.0,,,,-1.2,-12.4,,True,,True,False,,,,,False,False,,,True,False,False,,,False,True,,,False,True,True,,,,,,,False,,,,True,False
18117,202,238.0,,238.3,,238.0,249.0,,,,,259.8,236.8,,,260.0,348.4,137.5,,,207.0,239.6,,,276.0,197.0,159.6,,,,,,,241.5,,,,268.7,148.1,36.0,,36.3,,36.0,47.0,,,,,57.8,34.8,,,58.0,146.4,-64.5,,,5.0,37.6,,,74.0,-5.0,-42.4,,,,,,,39.5,,,,66.7,-53.9,,False,,False,False,,,,,False,True,,,False,False,False,,,True,False,,,False,True,False,,,,,,,False,,,,False,False
18119,154,288.0,,298.0,,235.0,415.0,,,,,275.3,272.0,,,209.0,227.8,126.5,,,222.0,278.4,,,277.0,213.0,164.3,,,,,,,252.0,,,,240.3,160.8,134.0,,144.0,,81.0,261.0,,,,,121.3,118.0,,,55.0,73.8,-27.5,,,68.0,124.4,,,123.0,59.0,10.3,,,,,,,98.0,,,,86.3,6.8,,False,,True,False,,,,,True,True,,,True,True,True,,,True,True,,,True,True,True,,,,,,,True,,,,True,True
18121,66,114.0,,103.4,,108.0,20.0,,,,,182.3,154.0,,,161.0,51.2,61.2,,,109.0,141.6,,,117.0,110.0,126.6,,,,,,,203.2,,,,116.0,103.7,48.0,,37.4,,42.0,-46.0,,,,,116.3,88.0,,,95.0,-14.8,-4.8,,,43.0,75.6,,,51.0,44.0,60.6,,,,,,,137.2,,,,50.0,37.7,,True,,True,True,,,,,False,False,,,False,True,True,,,True,False,,,False,True,False,,,,,,,False,,,,False,True
18123,203,220.0,,226.4,,213.0,292.0,,,,,198.8,248.7,,,204.0,249.9,102.1,,,199.0,264.0,,,277.0,178.0,134.8,,,,,,,289.1,,,,240.0,142.7,17.0,,23.4,,10.0,89.0,,,,,-4.2,45.7,,,1.0,46.9,-100.9,,,-4.0,61.0,,,74.0,-25.0,-68.2,,,,,,,86.1,,,,37.0,-60.3,,False,,True,False,,,,,True,False,,,True,False,False,,,True,False,,,False,False,False,,,,,,,False,,,,False,False
18125,129,174.0,,173.0,,149.0,162.0,,,,,190.5,157.3,,,142.0,152.5,105.1,,,127.0,164.2,,,172.0,139.0,115.5,,,,,,,178.5,,,,245.8,102.3,45.0,,44.0,,20.0,33.0,,,,,61.5,28.3,,,13.0,23.5,-23.9,,,-2.0,35.2,,,43.0,10.0,-13.5,,,,,,,49.5,,,,116.8,-26.7,,True,,True,True,,,,,False,True,,,True,True,True,,,True,True,,,True,True,True,,,,,,,False,,,,False,True
18127,1015,1374.0,,1341.3,,1264.0,1475.0,,,,,1612.9,1533.6,,,1247.0,967.6,764.6,1331.0,,1071.0,1558.9,,,1394.0,1190.0,1078.0,,,,,,1337.6,1591.1,1019.0,,,1230.4,864.7,359.0,,326.3,,249.0,460.0,,,,,597.9,518.6,,,232.0,-47.4,-250.4,316.0,,56.0,543.9,,,379.0,175.0,63.0,,,,,,322.6,576.1,4.0,,,215.4,-150.3,,True,,True,False,,,,,False,False,,,True,True,True,True,,True,False,,,False,True,True,,,,,,True,False,True,,,True,True
18129,237,378.0,,383.6,,373.0,483.0,,,,,378.3,376.8,,,253.0,637.7,177.8,,,384.0,396.0,,,442.0,310.0,261.7,,,,,,,395.0,,,,351.6,262.0,141.0,,146.6,,136.0,246.0,,,,,141.3,139.8,,,16.0,400.7,-59.2,,,147.0,159.0,,,205.0,73.0,24.7,,,,,,,158.0,,,,114.6,25.0,,False,,True,False,,,,,False,True,,,True,False,True,,,False,False,,,False,True,True,,,,,,,False,,,,True,True
18131,58,104.0,,102.6,,79.0,32.0,,,,,137.5,138.7,,,91.0,36.8,75.4,,,56.0,115.9,,,106.0,95.0,62.1,,,,,,,164.2,,,,93.4,67.8,46.0,,44.6,,21.0,-26.0,,,,,79.5,80.7,,,33.0,-21.2,17.4,,,-2.0,57.9,,,48.0,37.0,4.1,,,,,,,106.2,,,,35.4,9.8,,True,,True,True,,,,,False,False,,,True,True,True,,,True,False,,,False,True,True,,,,,,,False,,,,True,True
18133,296,334.0,,328.5,,310.0,451.0,,,,,430.4,357.1,,,347.0,219.1,209.5,289.5,,388.0,383.8,,,341.0,304.0,278.1,,,,,,266.7,387.1,,,,323.3,232.9,38.0,,32.5,,14.0,155.0,,,,,134.4,61.1,,,51.0,-76.9,-86.5,-6.5,,92.0,87.8,,,45.0,8.0,-17.9,,,,,,-29.3,91.1,,,,27.3,-63.1,,True,,True,False,,,,,False,False,,,False,False,False,True,,False,False,,,False,True,True,,,,,,True,False,,,,True,False
18135,140,252.0,,247.3,,227.0,364.0,,,,,242.2,305.7,,,267.0,175.4,61.0,,,216.0,254.8,,,260.0,216.0,212.9,,,,,,,309.9,,,,228.3,156.5,112.0,,107.3,,87.0,224.0,,,,,102.2,165.7,,,127.0,35.4,-79.0,,,76.0,114.8,,,120.0,76.0,72.9,,,,,,,169.9,,,,88.3,16.5,,True,,True,False,,,,,True,False,,,False,True,True,,,True,False,,,False,True,True,,,,,,,False,,,,True,True
18137,215,446.0,,439.9,,384.0,393.0,,,,,418.3,469.7,,,352.0,328.9,138.1,,,513.0,485.5,,,447.0,332.0,232.6,,,,,,505.0,443.9,,,,372.3,298.4,231.0,,224.9,,169.0,178.0,,,,,203.3,254.7,,,137.0,113.9,-76.9,,,298.0,270.5,,,232.0,117.0,17.6,,,,,,290.0,228.9,,,,157.3,83.4,,True,,True,True,,,,,True,False,,,True,True,True,,,False,False,,,False,True,True,,,,,,False,True,,,,True,True
18139,178,266.0,,265.0,,244.0,248.0,,,,,277.4,239.7,,,178.0,310.4,129.8,,,215.0,254.9,,,289.0,208.0,154.1,,,,,,,278.5,,,,278.9,172.7,88.0,,87.0,,66.0,70.0,,,,,99.4,61.7,,,0.0,132.4,-48.2,,,37.0,76.9,,,111.0,30.0,-23.9,,,,,,,100.5,,,,100.9,-5.3,,True,,True,True,,,,,False,True,,,True,False,True,,,True,True,,,False,True,True,,,,,,,False,,,,False,True
18141,1695,2094.0,,2005.5,1589.2,2064.0,3377.0,,,,,2881.1,2475.4,,2034.6,2370.0,1630.0,1157.3,1785.5,,2019.5,2524.4,,,2035.0,1932.0,3031.8,,,,,,2281.0,2386.9,2158.0,,,5270.0,1573.7,399.0,,310.5,-105.8,369.0,1682.0,,,,,1186.1,780.4,,339.6,675.0,-65.0,-537.7,90.5,,324.5,829.4,,,340.0,237.0,1336.8,,,,,,586.0,691.9,463.0,,,3575.0,-121.3,,True,True,True,False,,,,,False,False,,True,False,True,False,True,,True,False,,,True,True,False,,,,,,False,False,False,,,False,True
18143,195,228.0,,243.1,,222.0,266.0,,,,,289.8,260.6,,,275.0,137.9,110.5,,,201.0,252.1,,,213.0,203.0,233.5,,,,,,,355.1,,,,220.1,165.1,33.0,,48.1,,27.0,71.0,,,,,94.8,65.6,,,80.0,-57.1,-84.5,,,6.0,57.1,,,18.0,8.0,38.5,,,,,,,160.1,,,,25.1,-29.9,,False,,True,False,,,,,False,False,,,False,False,False,,,True,False,,,True,True,False,,,,,,,False,,,,True,True
18145,389,594.0,,592.3,,603.0,883.0,,,,,668.6,590.0,,,509.0,682.4,208.0,794.5,,734.0,703.3,,,649.0,473.0,546.3,,,,,,500.4,599.5,,,,631.7,349.2,205.0,,203.3,,214.0,494.0,,,,,279.6,201.0,,,120.0,293.4,-181.0,405.5,,345.0,314.3,,,260.0,84.0,157.3,,,,,,111.4,210.5,,,,242.7,-39.8,,True,,False,False,,,,,False,True,,,True,False,True,False,,False,False,,,False,True,True,,,,,,True,False,,,,False,True
18147,214,306.0,,307.8,,306.0,289.0,,,,,312.0,315.3,,,182.0,380.1,175.8,,,323.0,315.0,,,358.0,251.0,211.8,,,,,,,279.8,,,,425.3,197.4,92.0,,93.8,,92.0,75.0,,,,,98.0,101.3,,,-32.0,166.1,-38.2,,,109.0,101.0,,,144.0,37.0,-2.2,,,,,,,65.8,,,,211.3,-16.6,,False,,False,True,,,,,False,False,,,True,False,True,,,False,False,,,False,True,True,,,,,,,True,,,,False,True
18149,101,158.0,,154.9,,157.0,131.0,,,,,219.8,217.0,,,179.0,51.2,105.6,,,158.0,198.0,,,146.0,154.0,246.3,,,,,,,167.2,,,,167.6,124.9,57.0,,53.9,,56.0,30.0,,,,,118.8,116.0,,,78.0,-49.8,4.6,,,57.0,97.0,,,45.0,53.0,145.3,,,,,,,66.2,,,,66.6,23.9,,True,,True,True,,,,,False,False,,,False,True,True,,,False,False,,,True,True,False,,,,,,,False,,,,False,True
18151,214,428.0,,415.1,,346.0,377.0,,,,,439.1,436.1,,,310.0,274.7,222.3,362.0,,266.0,394.6,,,437.0,356.0,313.5,,,,,,418.4,368.5,,,,494.4,292.2,214.0,,201.1,,132.0,163.0,,,,,225.1,222.1,,,96.0,60.7,8.3,148.0,,52.0,180.6,,,223.0,142.0,99.5,,,,,,204.4,154.5,,,,280.4,78.2,,True,,True,True,,,,,False,False,,,True,True,True,True,,True,True,,,False,True,True,,,,,,True,True,,,,False,True
18153,111,228.0,,246.7,,214.0,303.0,,,,,278.3,256.4,,,222.0,181.9,112.5,,,137.0,216.1,,,235.0,188.0,195.9,,,,,,,241.2,,,,241.3,140.5,117.0,,135.7,,103.0,192.0,,,,,167.3,145.4,,,111.0,70.9,1.5,,,26.0,105.1,,,124.0,77.0,84.9,,,,,,,130.2,,,,130.3,29.5,,False,,True,False,,,,,False,False,,,True,True,True,,,True,True,,,False,True,True,,,,,,,False,,,,False,True
18155,96,104.0,,98.2,,96.0,112.0,,,,,106.4,108.5,,,124.0,71.0,53.4,,,61.0,112.9,,,126.0,85.0,59.0,,,,,,,107.9,,,,136.3,66.8,8.0,,2.2,,0.0,16.0,,,,,10.4,12.5,,,28.0,-25.0,-42.6,,,-35.0,16.9,,,30.0,-11.0,-37.0,,,,,,,11.9,,,,40.3,-29.2,,True,,True,False,,,,,False,False,,,False,False,False,,,False,False,,,False,False,False,,,,,,,False,,,,False,False
18157,1478,2360.0,,2332.9,,2127.0,4291.0,,,,,2358.7,2336.7,,,1615.0,1578.6,1161.0,1998.5,,2463.0,2582.5,,,2333.0,1861.0,2903.7,,,,,,2051.4,2611.7,1811.0,,,2665.1,1062.1,882.0,,854.9,,649.0,2813.0,,,,,880.7,858.7,,,137.0,100.6,-317.0,520.5,,985.0,1104.5,,,855.0,383.0,1425.7,,,,,,573.4,1133.7,333.0,,,1187.1,-415.9,,True,,True,False,,,,,True,True,,,True,True,True,True,,False,False,,,True,True,False,,,,,,True,False,True,,,False,True
18159,100,228.0,,233.3,,194.0,253.0,,,,,213.1,232.9,,,133.0,194.1,76.4,,,99.0,204.2,,,251.0,173.0,139.0,,,,,,,243.8,,,,385.6,139.6,128.0,,133.3,,94.0,153.0,,,,,113.1,132.9,,,33.0,94.1,-23.6,,,-1.0,104.2,,,151.0,73.0,39.0,,,,,,,143.8,,,,285.6,39.6,,False,,True,False,,,,,True,False,,,True,True,True,,,True,True,,,False,True,True,,,,,,,False,,,,False,True
18161,57,98.0,,98.5,,97.0,77.0,,,,,113.7,108.2,,,64.0,111.0,58.7,,,112.0,116.4,,,120.0,80.0,60.4,,,,,,,125.3,,,,110.5,59.3,41.0,,41.5,,40.0,20.0,,,,,56.7,51.2,,,7.0,54.0,1.7,,,55.0,59.4,,,63.0,23.0,3.4,,,,,,,68.3,,,,53.5,2.3,,False,,True,True,,,,,False,False,,,True,False,True,,,False,False,,,False,True,True,,,,,,,False,,,,False,True
18163,2039,2758.0,,2756.1,,2506.0,2143.0,,,,,2828.6,2655.8,,,1816.0,3209.7,1455.3,2390.5,,2303.0,3016.9,,,2908.0,2304.0,2068.1,,,,,,2410.5,2656.9,2683.0,,,3314.4,1817.7,719.0,,717.1,,467.0,104.0,,,,,789.6,616.8,,,-223.0,1170.7,-583.7,351.5,,264.0,977.9,,,869.0,265.0,29.1,,,,,,371.5,617.9,644.0,,,1275.4,-221.3,,True,,True,True,,,,,False,True,,,True,False,True,True,,True,False,,,False,True,True,,,,,,True,True,True,,,False,True
18165,105,198.0,,195.6,,170.0,166.0,,,,,220.5,220.1,,,159.0,189.5,107.6,,,88.0,178.8,,,207.0,163.0,131.4,,,,,,,250.4,,,,313.6,130.8,93.0,,90.6,,65.0,61.0,,,,,115.5,115.1,,,54.0,84.5,2.6,,,-17.0,73.8,,,102.0,58.0,26.4,,,,,,,145.4,,,,208.6,25.8,,True,,True,True,,,,,False,False,,,True,True,True,,,True,True,,,False,True,True,,,,,,,False,,,,False,True
18167,702,1018.0,,1017.8,,997.0,962.0,,,,,1317.7,1130.0,,,1137.0,771.6,525.3,972.5,,695.0,1121.0,,,982.0,878.0,979.5,,,,,,1290.9,1011.8,,,,917.7,698.2,316.0,,315.8,,295.0,260.0,,,,,615.7,428.0,,,435.0,69.6,-176.7,270.5,,-7.0,419.0,,,280.0,176.0,277.5,,,,,,588.9,309.8,,,,215.7,-3.8,,True,,True,True,,,,,False,False,,,False,True,True,True,,True,False,,,True,True,True,,,,,,False,True,,,,True,True
18169,266,258.0,,259.3,,254.0,280.0,,,,,348.3,305.7,,,260.0,150.1,106.4,175.0,,350.0,331.9,,,236.0,242.0,240.9,,,,,,341.7,284.0,,,,122.0,201.2,-8.0,,-6.7,,-12.0,14.0,,,,,82.3,39.7,,,-6.0,-115.9,-159.6,-91.0,,84.0,65.9,,,-30.0,-24.0,-25.1,,,,,,75.7,18.0,,,,-144.0,-64.8,,True,,False,False,,,,,False,False,,,True,False,False,False,,False,False,,,False,False,False,,,,,,False,False,,,,False,False
18171,59,132.0,,137.2,,116.0,138.0,,,,,107.7,137.0,,,66.0,248.1,55.6,,,91.0,119.5,,,163.0,102.0,84.1,,,,,,,239.9,,,,122.4,65.7,73.0,,78.2,,57.0,79.0,,,,,48.7,78.0,,,7.0,189.1,-3.4,,,32.0,60.5,,,104.0,43.0,25.1,,,,,,,180.9,,,,63.4,6.7,,False,,True,False,,,,,True,False,,,True,False,True,,,True,True,,,False,True,True,,,,,,,False,,,,True,True
18173,801,1056.0,,1045.1,,986.0,1219.0,,,,,953.9,1024.5,,,665.0,1068.2,562.5,921.5,,978.0,1151.4,,,1105.0,830.0,649.2,,,,,,911.6,1207.6,,,,918.0,665.4,255.0,,244.1,,185.0,418.0,,,,,152.9,223.5,,,-136.0,267.2,-238.5,120.5,,177.0,350.4,,,304.0,29.0,-151.8,,,,,,110.6,406.6,,,,117.0,-135.6,,True,,True,False,,,,,True,True,,,True,False,True,True,,True,False,,,False,True,True,,,,,,True,False,,,,True,True
18175,245,296.0,,306.3,,295.0,375.0,,,,,275.0,288.5,,,301.0,241.5,154.5,,,357.5,318.7,,,314.0,239.0,177.1,,,,,,,321.4,,,,281.2,135.3,51.0,,61.3,,50.0,130.0,,,,,30.0,43.5,,,56.0,-3.5,-90.5,,,112.5,73.7,,,69.0,-6.0,-67.9,,,,,,,76.4,,,,36.2,-109.7,,False,,True,False,,,,,True,True,,,False,True,False,,,False,False,,,False,True,False,,,,,,,False,,,,True,False
18177,494,632.0,,651.3,,649.0,701.0,,,,,791.6,700.6,,,759.0,468.4,353.6,680.5,,575.0,700.1,,,586.0,547.0,667.5,,,,,,706.9,626.2,,,,506.0,459.6,138.0,,157.3,,155.0,207.0,,,,,297.6,206.6,,,265.0,-25.6,-140.4,186.5,,81.0,206.1,,,92.0,53.0,173.5,,,,,,212.9,132.2,,,,12.0,-34.4,,False,,False,False,,,,,False,False,,,False,True,False,False,,True,False,,,True,True,False,,,,,,False,True,,,,True,True
18179,252,280.0,,278.3,,283.0,405.0,,,,,262.0,286.7,,,285.0,410.4,83.5,,,348.0,463.4,,,292.0,243.0,226.2,,,,,,,370.9,,,,305.2,183.4,28.0,,26.3,,31.0,153.0,,,,,10.0,34.7,,,33.0,158.4,-168.5,,,96.0,211.4,,,40.0,-9.0,-25.8,,,,,,,118.9,,,,53.2,-68.6,,True,,False,False,,,,,True,False,,,False,False,False,,,False,False,,,False,True,True,,,,,,,False,,,,False,False
18181,188,322.0,,316.0,,261.0,365.0,,,,,361.9,335.1,,,198.0,251.4,180.2,,,221.0,309.9,,,327.0,267.0,180.1,,,,,,347.7,402.9,,,,238.3,240.2,134.0,,128.0,,73.0,177.0,,,,,173.9,147.1,,,10.0,63.4,-7.8,,,33.0,121.9,,,139.0,79.0,-7.9,,,,,,159.7,214.9,,,,50.3,52.2,,True,,True,False,,,,,False,False,,,True,True,True,,,True,True,,,False,True,True,,,,,,False,False,,,,True,True
18183,364,370.0,,373.6,,326.0,508.0,,,,,387.9,371.2,,,222.0,283.9,145.5,310.0,,502.5,529.5,,,379.0,313.0,293.0,,,,,,337.0,409.4,,,,380.8,271.7,6.0,,9.6,,-38.0,144.0,,,,,23.9,7.2,,,-142.0,-80.1,-218.5,-54.0,,138.5,165.5,,,15.0,-51.0,-71.0,,,,,,-27.0,45.4,,,,16.8,-92.3,,False,,False,False,,,,,False,False,,,False,False,False,False,,False,False,,,False,False,False,,,,,,False,False,,,,False,False
19001,43,78.0,,78.4,,65.0,44.0,,,,,68.6,93.9,,,52.0,34.7,36.3,,,86.0,69.3,,,64.0,70.0,48.7,,,,,,,113.9,,,,67.9,50.3,35.0,,35.4,,22.0,1.0,,,,,25.6,50.9,,,9.0,-8.3,-6.7,,,43.0,26.3,,,21.0,27.0,5.7,,,,,,,70.9,,,,24.9,7.3,,False,,True,True,,,,,True,False,,,True,True,True,,,False,True,,,True,True,True,,,,,,,False,,,,True,True
19003,11,38.0,,36.4,,30.0,18.0,,,,,35.7,48.7,,,28.0,16.2,18.9,,,33.0,31.5,,,44.0,33.0,22.4,,,,,,,73.8,,,,39.7,14.2,27.0,,25.4,,19.0,7.0,,,,,24.7,37.7,,,17.0,5.2,7.9,,,22.0,20.5,,,33.0,22.0,11.4,,,,,,,62.8,,,,28.7,3.2,,True,,True,True,,,,,True,False,,,True,True,True,,,True,True,,,False,True,True,,,,,,,False,,,,False,True
19005,71,100.0,,93.9,,86.0,56.0,,,,,120.2,124.1,,,86.0,44.6,64.7,,,48.0,81.8,,,64.0,101.0,116.6,,,,,,,123.4,,,,105.9,67.4,29.0,,22.9,,15.0,-15.0,,,,,49.2,53.1,,,15.0,-26.4,-6.3,,,-23.0,10.8,,,-7.0,30.0,45.6,,,,,,,52.4,,,,34.9,-3.6,,True,,True,True,,,,,False,False,,,True,True,True,,,True,True,,,True,False,False,,,,,,,False,,,,False,True
19007,76,142.0,,144.3,,109.0,149.0,,,,,98.7,154.2,,,95.0,78.0,41.5,,,108.0,124.6,,,131.0,112.0,164.2,,,,,,,226.6,,,,51.5,101.3,66.0,,68.3,,33.0,73.0,,,,,22.7,78.2,,,19.0,2.0,-34.5,,,32.0,48.6,,,55.0,36.0,88.2,,,,,,,150.6,,,,-24.5,25.3,,False,,True,False,,,,,True,False,,,True,True,True,,,True,True,,,True,True,False,,,,,,,False,,,,True,True
19009,24,26.0,,26.3,,30.0,17.0,,,,,43.5,38.7,,,37.0,49.8,20.7,,,14.0,26.6,,,37.0,35.0,57.7,,,,,,,67.6,,,,45.5,29.2,2.0,,2.3,,6.0,-7.0,,,,,19.5,14.7,,,13.0,25.8,-3.3,,,-10.0,2.6,,,13.0,11.0,33.7,,,,,,,43.6,,,,21.5,5.2,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,,,False,False,False,,,,,,,False,,,,False,False
19011,83,104.0,,102.5,,105.0,83.0,,,,,134.7,157.5,,,153.0,64.9,76.9,,,65.0,100.7,,,86.0,131.0,337.9,,,,,,,194.1,,,,89.5,146.0,21.0,,19.5,,22.0,0.0,,,,,51.7,74.5,,,70.0,-18.1,-6.1,,,-18.0,17.7,,,3.0,48.0,254.9,,,,,,,111.1,,,,6.5,63.0,,True,,False,True,,,,,False,False,,,False,True,True,,,True,True,,,True,False,False,,,,,,,False,,,,True,False
