,actual_deaths,Baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-baseline,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,GT-DeepCOVID,Google_Harvard-CPF,IBF-TimeSeries,IHME-CurveFit,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,MIT_CritData-GBCF,MOBS-GLEAM_COVID,NotreDame-FRED,NotreDame-mobility,OliverWyman-Navigator,PSI-DRAFT,QJHong-Encounter,RPI_UW-Mob_Collision,RobertWalraven-ESG,STH-3PU,SteveMcConnell-CovidComplete,UA-EpiCovDA,UCLA-SuEIR,UCM_MESALab-FoGSEIR,UCSD_NEU-DeepGLEAM,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UT-Mobility,WalmartLabsML-LogForecasting,YYG-ParamSearch,epiforecasts-ensemble1,error-Baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-baseline,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-GT-DeepCOVID,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IHME-CurveFit,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-MIT_CritData-GBCF,error-MOBS-GLEAM_COVID,error-NotreDame-FRED,error-NotreDame-mobility,error-OliverWyman-Navigator,error-PSI-DRAFT,error-QJHong-Encounter,error-RPI_UW-Mob_Collision,error-RobertWalraven-ESG,error-STH-3PU,error-SteveMcConnell-CovidComplete,error-UA-EpiCovDA,error-UCLA-SuEIR,error-UCM_MESALab-FoGSEIR,error-UCSD_NEU-DeepGLEAM,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UT-Mobility,error-WalmartLabsML-LogForecasting,error-YYG-ParamSearch,error-epiforecasts-ensemble1,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-baseline,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-GT-DeepCOVID,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-MIT_CritData-GBCF,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-NotreDame-FRED,beat_baseline-NotreDame-mobility,beat_baseline-OliverWyman-Navigator,beat_baseline-PSI-DRAFT,beat_baseline-QJHong-Encounter,beat_baseline-RPI_UW-Mob_Collision,beat_baseline-RobertWalraven-ESG,beat_baseline-STH-3PU,beat_baseline-SteveMcConnell-CovidComplete,beat_baseline-UA-EpiCovDA,beat_baseline-UCLA-SuEIR,beat_baseline-UCM_MESALab-FoGSEIR,beat_baseline-UCSD_NEU-DeepGLEAM,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UT-Mobility,beat_baseline-WalmartLabsML-LogForecasting,beat_baseline-YYG-ParamSearch,beat_baseline-epiforecasts-ensemble1
Massachusetts,9587,9595.7,9611.3,9547.0,9601.1,9555.0,9607.0,11678.0,9368.4,9335.0,9563.0,9503.8,9297.9,,9562.4,9407.0,9568.7,9573.2,9562.0,9541.8,9553.5,9575.4,9467.4,9513.0,9661.0,,9465.4,9615.0,9402.0,,9533.0,9505.6,,9567.0,9762.0,9505.1,,9673.4,9651.0,10086.1,9796.2,9695.0,9931.5,9434.1,9499.7,9297.0,8.7,24.3,-40.0,14.1,-32.0,20.0,2091.0,-218.6,-252.0,-24.0,-83.2,-289.1,,-24.6,-180.0,-18.3,-13.8,-25.0,-45.2,-33.5,-11.6,-119.6,-74.0,74.0,,-121.6,28.0,-185.0,,-54.0,-81.4,,-20.0,175.0,-81.9,,86.4,64.0,499.1,209.2,108.0,344.5,-152.9,-87.3,-290.0,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,,False,False,,False,False,False,,False,False,False,False,False,False,False,False,False
Michigan,7219,7134.7,7139.7,7139.0,7149.3,7151.0,7295.0,7284.0,7222.5,7137.0,7161.2,7145.7,7069.2,,7049.0,7380.0,7222.5,7519.0,7402.2,7215.9,7033.7,7141.0,7162.8,7181.0,7077.0,7848.0,7061.9,7206.7,7215.0,,7090.9,7137.7,,7211.0,7109.0,7104.9,,7089.3,7144.0,7464.0,7925.1,7094.0,7145.5,6995.0,7141.9,7089.0,-84.3,-79.3,-80.0,-69.7,-68.0,76.0,65.0,3.5,-82.0,-57.8,-73.3,-149.8,,-170.0,161.0,3.5,300.0,183.2,-3.1,-185.3,-78.0,-56.2,-38.0,-142.0,629.0,-157.1,-12.3,-4.0,,-128.1,-81.3,,-8.0,-110.0,-114.1,,-129.7,-75.0,245.0,706.1,-125.0,-73.5,-224.0,-77.1,-130.0,True,True,True,True,True,True,True,True,True,True,False,,False,False,True,False,False,True,False,True,True,True,False,False,False,True,True,,False,True,,True,False,False,,False,True,False,False,False,True,False,True,False
Minnesota,2184,2148.4,2182.7,2191.0,2186.0,2179.0,2239.0,2140.0,2137.5,2070.0,2145.3,2144.7,2130.2,,2133.5,2251.0,2176.7,2262.4,2234.5,2154.1,2189.3,2149.9,2098.1,2197.0,2139.7,2434.0,2140.4,2191.4,2211.0,,2174.3,2097.3,,2179.0,2264.0,2188.6,,2152.0,2181.0,2241.8,2407.0,2191.0,2157.0,2039.6,2158.2,2157.0,-35.6,-1.3,7.0,2.0,-5.0,55.0,-44.0,-46.5,-114.0,-38.7,-39.3,-53.8,,-50.5,67.0,-7.3,78.4,50.5,-29.9,5.3,-34.1,-85.9,13.0,-44.3,250.0,-43.6,7.4,27.0,,-9.7,-86.7,,-5.0,80.0,4.6,,-32.0,-3.0,57.8,223.0,7.0,-27.0,-144.4,-25.8,-27.0,True,True,True,True,False,False,False,False,False,False,False,,False,False,True,False,False,True,True,True,False,True,False,False,False,True,True,,True,False,,True,False,True,,True,True,False,False,True,True,False,True,True
Mississippi,3096,3132.9,3156.2,3131.0,3180.9,3106.0,2894.0,3083.0,2980.7,3066.0,3151.9,,3042.5,,2906.1,3319.0,3105.1,2981.5,3023.0,3069.9,3084.9,3014.4,3186.5,3092.0,3171.3,,2990.7,3165.1,2945.0,,3148.8,2931.5,,3138.0,3136.0,3142.9,,3183.5,3084.0,3181.4,3126.5,3074.0,3054.0,3060.4,3048.4,2890.0,36.9,60.2,35.0,84.9,10.0,-202.0,-13.0,-115.3,-30.0,55.9,,-53.5,,-189.9,223.0,9.1,-114.5,-73.0,-26.1,-11.1,-81.6,90.5,-4.0,75.3,,-105.3,69.1,-151.0,,52.8,-164.5,,42.0,40.0,46.9,,87.5,-12.0,85.4,30.5,-22.0,-42.0,-35.6,-47.6,-206.0,False,True,False,True,False,True,False,True,False,,False,,False,False,True,False,False,True,True,False,False,True,False,,False,False,False,,False,False,,False,False,False,,False,True,False,True,True,False,True,False,False
Missouri,2407,2097.4,2082.6,2121.0,2116.1,2101.0,2389.0,2226.0,2077.5,2121.0,2081.2,2000.0,1983.7,,1929.7,2218.0,2148.8,2102.1,2162.2,2133.6,2019.4,2053.5,2195.2,2043.0,2176.0,,2330.0,2159.1,2178.0,,1938.3,1921.5,,2083.0,2157.0,2067.0,,2188.4,2066.0,2047.2,2349.0,2067.0,2022.0,1842.6,2058.8,2026.0,-309.6,-324.4,-286.0,-290.9,-306.0,-18.0,-181.0,-329.5,-286.0,-325.8,-407.0,-423.3,,-477.3,-189.0,-258.2,-304.9,-244.8,-273.4,-387.6,-353.5,-211.8,-364.0,-231.0,,-77.0,-247.9,-229.0,,-468.7,-485.5,,-324.0,-250.0,-340.0,,-218.6,-341.0,-359.8,-58.0,-340.0,-385.0,-564.4,-348.2,-381.0,False,True,True,True,True,True,False,True,False,False,False,,False,True,True,True,True,True,False,False,True,False,True,,True,True,True,,False,False,,False,True,False,,True,False,False,True,False,False,False,False,False
Montana,209,219.9,224.7,220.0,225.0,209.0,161.0,220.0,209.2,179.0,242.6,211.0,212.6,,176.8,187.0,210.0,178.9,209.3,205.1,211.9,206.5,232.6,245.0,238.0,,187.8,245.0,204.0,,,176.8,,217.0,265.0,209.1,,250.6,234.0,185.6,197.6,222.0,304.0,182.8,204.0,199.0,10.9,15.7,11.0,16.0,0.0,-48.0,11.0,0.2,-30.0,33.6,2.0,3.6,,-32.2,-22.0,1.0,-30.1,0.3,-3.9,2.9,-2.5,23.6,36.0,29.0,,-21.2,36.0,-5.0,,,-32.2,,8.0,56.0,0.1,,41.6,25.0,-23.4,-11.4,13.0,95.0,-26.2,-5.0,-10.0,False,False,False,True,False,False,True,False,False,True,True,,False,False,True,False,True,True,True,True,False,False,False,,False,False,True,,,False,,True,False,True,,False,False,False,False,False,False,False,True,True
Nebraska,519,464.9,454.8,473.0,458.5,500.0,568.0,536.0,531.4,468.0,499.2,506.4,491.4,,532.5,504.0,506.8,508.0,534.1,504.3,483.2,485.2,514.5,591.0,482.7,,503.3,499.7,499.0,,,461.7,,501.0,522.0,459.2,,495.1,498.0,497.8,526.8,500.0,500.0,470.7,483.7,470.0,-54.1,-64.2,-46.0,-60.5,-19.0,49.0,17.0,12.4,-51.0,-19.8,-12.6,-27.6,,13.5,-15.0,-12.2,-11.0,15.1,-14.7,-35.8,-33.8,-4.5,72.0,-36.3,,-15.7,-19.3,-20.0,,,-57.3,,-18.0,3.0,-59.8,,-23.9,-21.0,-21.2,7.8,-19.0,-19.0,-48.3,-35.3,-49.0,False,True,False,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,False,True,,True,True,True,,,False,,True,True,False,,True,True,True,True,True,True,True,True,True
Nevada,1659,1756.7,1761.7,1715.0,1765.1,1690.0,1655.0,1651.0,1626.9,1692.0,1773.3,1704.1,1792.1,,1641.8,1748.0,1667.9,1610.4,1687.0,1673.9,1704.3,1680.8,1846.2,1669.0,1633.0,,1671.8,1723.6,1676.0,,1726.1,1614.2,,1708.0,1723.0,1769.9,,1645.4,1690.0,1737.6,1660.5,1694.0,1653.0,1685.7,1679.1,1625.0,97.7,102.7,56.0,106.1,31.0,-4.0,-8.0,-32.1,33.0,114.3,45.1,133.1,,-17.2,89.0,8.9,-48.6,28.0,14.9,45.3,21.8,187.2,10.0,-26.0,,12.8,64.6,17.0,,67.1,-44.8,,49.0,64.0,110.9,,-13.6,31.0,78.6,1.5,35.0,-6.0,26.7,20.1,-34.0,False,True,False,True,True,True,True,True,False,True,False,,True,True,True,True,True,True,True,True,False,True,True,,True,True,True,,True,True,,True,True,False,,True,True,True,True,True,True,True,True,True
New Hampshire,455,443.7,447.5,446.0,449.3,450.0,457.0,482.0,446.7,439.0,451.2,452.0,440.6,,437.8,447.0,447.9,465.7,459.2,450.3,450.2,439.2,451.7,452.0,451.4,,456.2,449.4,440.0,,,443.9,,450.0,452.0,449.1,,463.7,447.0,481.6,482.3,449.0,442.0,445.2,448.0,,-11.3,-7.5,-9.0,-5.7,-5.0,2.0,27.0,-8.3,-16.0,-3.8,-3.0,-14.4,,-17.2,-8.0,-7.1,10.7,4.2,-4.7,-4.8,-15.8,-3.3,-3.0,-3.6,,1.2,-5.6,-15.0,,,-11.1,,-5.0,-3.0,-5.9,,8.7,-8.0,26.6,27.3,-6.0,-13.0,-9.8,-7.0,,True,True,True,True,True,False,True,False,True,True,False,,False,True,True,True,True,True,True,False,True,True,True,,True,True,False,,,True,,True,True,True,,True,True,False,False,True,False,True,True,
New Jersey,16171,16169.9,16203.4,16176.0,16249.0,16203.0,16459.0,16349.0,16249.2,16090.0,16191.7,,16041.8,,16392.2,16407.0,16178.9,16425.4,16197.0,16211.0,16155.6,16173.0,16347.5,16199.0,16090.9,,16187.9,16196.3,16096.0,,16162.8,16116.9,,16196.0,16232.0,16158.5,,16103.3,16163.0,17740.4,16803.2,16201.0,16356.0,16229.6,16156.4,16318.0,-1.1,32.4,5.0,78.0,32.0,288.0,178.0,78.2,-81.0,20.7,,-129.2,,221.2,236.0,7.9,254.4,26.0,40.0,-15.4,2.0,176.5,28.0,-80.1,,16.9,25.3,-75.0,,-8.2,-54.1,,25.0,61.0,-12.5,,-67.7,-8.0,1569.4,632.2,30.0,185.0,58.6,-14.6,147.0,False,False,False,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,,False,False,,False,False,False,,False,False,False,False,False,False,False,False,False
New Mexico,907,923.3,915.1,909.0,925.0,909.0,856.0,907.0,883.0,887.0,933.3,924.3,902.6,,904.7,983.0,903.9,887.8,927.5,897.0,908.6,901.9,1004.2,910.0,930.1,,905.4,934.1,900.0,,,870.4,,909.0,963.0,907.6,,942.4,908.0,951.6,916.7,913.0,890.0,901.5,912.2,869.0,16.3,8.1,2.0,18.0,2.0,-51.0,0.0,-24.0,-20.0,26.3,17.3,-4.4,,-2.3,76.0,-3.1,-19.2,20.5,-10.0,1.6,-5.1,97.2,3.0,23.1,,-1.6,27.1,-7.0,,,-36.6,,2.0,56.0,0.6,,35.4,1.0,44.6,9.7,6.0,-17.0,-5.5,5.2,-38.0,True,True,False,True,False,True,False,False,False,False,True,,True,False,True,False,False,True,True,True,False,True,False,,True,False,True,,,False,,True,False,True,,False,True,False,True,True,False,True,True,False
New York,33466,33269.9,33233.3,33213.0,33332.6,33283.0,33306.0,33293.0,33256.7,33088.0,33233.2,33335.1,33021.6,,33406.6,33476.0,33288.6,33737.2,33463.2,33262.6,33200.4,33223.2,33835.5,33365.0,33572.4,,33339.5,33283.2,33081.0,,33152.6,33681.6,,33204.0,33241.0,33218.9,,33584.6,33281.0,36167.4,34260.4,33270.0,33259.5,33133.0,33270.2,33057.0,-196.1,-232.7,-253.0,-133.4,-183.0,-160.0,-173.0,-209.3,-378.0,-232.8,-130.9,-444.4,,-59.4,10.0,-177.4,271.2,-2.8,-203.4,-265.6,-242.8,369.5,-101.0,106.4,,-126.5,-182.8,-385.0,,-313.4,215.6,,-262.0,-225.0,-247.1,,118.6,-185.0,2701.4,794.4,-196.0,-206.5,-333.0,-195.8,-409.0,False,False,True,True,True,True,False,False,False,True,False,,True,True,True,False,True,False,False,False,False,True,True,,True,True,False,,False,False,,False,False,False,,True,True,False,False,True,False,False,True,False
North Carolina,3765,3788.7,3813.5,3744.0,3798.8,3710.0,3657.0,3690.0,3637.9,3669.0,3740.6,3783.0,3525.5,,3709.5,3936.0,3726.3,3497.8,3780.2,3720.6,3669.7,3677.0,3697.6,3735.0,3865.3,,3578.7,3779.0,3751.0,,3706.2,3515.8,,3737.0,3719.0,3715.8,,3877.7,3680.0,3676.1,3687.9,3695.0,4016.0,3536.8,3678.8,3431.0,23.7,48.5,-21.0,33.8,-55.0,-108.0,-75.0,-127.1,-96.0,-24.4,18.0,-239.5,,-55.5,171.0,-38.7,-267.2,15.2,-44.4,-95.3,-88.0,-67.4,-30.0,100.3,,-186.3,14.0,-14.0,,-58.8,-249.2,,-28.0,-46.0,-49.2,,112.7,-85.0,-88.9,-77.1,-70.0,251.0,-228.2,-86.2,-334.0,False,True,False,False,False,False,False,False,False,True,False,,False,False,False,False,True,False,False,False,False,False,False,,False,True,True,,False,False,,False,False,False,,False,False,False,False,False,False,False,False,False
North Dakota,336,260.6,270.0,266.0,267.0,243.0,228.0,255.0,245.3,193.0,247.9,265.4,245.9,,214.6,234.0,256.1,241.1,237.8,278.8,236.3,245.8,231.5,296.0,245.9,,275.1,288.4,251.0,,,218.2,,227.0,253.0,198.1,,258.3,265.0,217.1,273.8,261.0,239.0,212.5,244.3,224.0,-75.4,-66.0,-70.0,-69.0,-93.0,-108.0,-81.0,-90.7,-143.0,-88.1,-70.6,-90.1,,-121.4,-102.0,-79.9,-94.9,-98.2,-57.2,-99.7,-90.2,-104.5,-40.0,-90.1,,-60.9,-47.6,-85.0,,,-117.8,,-109.0,-83.0,-137.9,,-77.7,-71.0,-118.9,-62.2,-75.0,-97.0,-123.5,-91.7,-112.0,True,True,True,False,False,False,False,False,False,True,False,,False,False,False,False,False,True,False,False,False,True,False,,True,True,False,,,False,,False,False,False,,False,True,False,True,True,False,False,False,False
Ohio,4997,5186.4,5259.0,5134.0,5215.1,5055.0,5107.0,5138.0,4947.1,5018.0,5011.5,4914.7,4846.6,,4954.6,5111.0,5069.1,5055.1,5217.6,5077.3,4937.3,5026.8,5153.4,4967.0,5042.8,5115.5,4615.1,5218.9,5047.0,,4965.3,4781.6,,5160.0,5123.0,5123.2,,5055.3,5008.0,5180.0,5367.2,5085.0,5043.0,4920.2,5014.6,5060.0,189.4,262.0,137.0,218.1,58.0,110.0,141.0,-49.9,21.0,14.5,-82.3,-150.4,,-42.4,114.0,72.1,58.1,220.6,80.3,-59.7,29.8,156.4,-30.0,45.8,118.5,-381.9,221.9,50.0,,-31.7,-215.4,,163.0,126.0,126.2,,58.3,11.0,183.0,370.2,88.0,46.0,-76.8,17.6,63.0,False,True,False,True,True,True,True,True,True,True,True,,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,,True,False,,True,True,True,,True,True,True,False,True,True,True,True,True
Oklahoma,1095,1063.1,1079.4,1059.0,1075.0,1121.0,1267.0,1204.0,1073.0,1122.0,1129.0,1089.7,1113.4,,1023.3,1206.0,1141.7,1133.7,1182.4,1116.1,1083.4,1066.8,1193.4,1151.0,1136.3,,1136.9,1099.3,1072.0,,,1011.6,,1120.0,1177.0,1079.5,,1148.5,1132.0,1072.7,1207.1,1096.0,1068.0,1034.3,1080.2,1035.0,-31.9,-15.6,-36.0,-20.0,26.0,172.0,109.0,-22.0,27.0,34.0,-5.3,18.4,,-71.7,111.0,46.7,38.7,87.4,21.1,-11.6,-28.2,98.4,56.0,41.3,,41.9,4.3,-23.0,,,-83.4,,25.0,82.0,-15.5,,53.5,37.0,-22.3,112.1,1.0,-27.0,-60.7,-14.8,-60.0,True,False,True,True,False,False,True,True,False,True,True,,False,False,False,False,False,True,True,True,False,False,False,,False,True,True,,,False,,True,False,True,,False,False,True,False,True,True,False,True,False
Oregon,599,574.6,567.1,571.0,569.0,588.0,544.0,586.0,578.2,583.0,620.6,571.6,609.1,,564.4,601.0,590.5,574.9,705.3,574.5,590.7,561.4,644.4,605.0,629.7,,602.0,577.2,604.0,,,561.3,,594.0,619.0,577.3,,641.6,588.0,588.7,598.2,586.0,678.0,572.6,591.3,572.0,-24.4,-31.9,-28.0,-30.0,-11.0,-55.0,-13.0,-20.8,-16.0,21.6,-27.4,10.1,,-34.6,2.0,-8.5,-24.1,106.3,-24.5,-8.3,-37.6,45.4,6.0,30.7,,3.0,-21.8,5.0,,,-37.7,,-5.0,20.0,-21.7,,42.6,-11.0,-10.3,-0.8,-13.0,79.0,-26.4,-7.7,-27.0,False,False,False,True,False,True,True,True,True,False,True,,False,True,True,True,False,False,True,False,False,True,False,,True,True,True,,,False,,True,True,True,,False,True,True,True,True,False,False,True,False
Pennsylvania,8324,8334.3,8260.4,8231.0,8276.0,8269.0,8349.0,8269.0,8181.3,8123.0,8280.1,8254.8,8078.7,,8284.1,8193.0,8245.0,8451.3,8403.8,8221.0,8150.4,8277.0,8198.8,8206.0,8340.3,,8243.8,8314.0,8165.0,,8171.3,8420.8,,8270.0,8386.0,8190.5,,8352.7,8232.0,8694.7,8877.2,8295.0,8422.5,8155.1,8215.4,8156.0,10.3,-63.6,-93.0,-48.0,-55.0,25.0,-55.0,-142.7,-201.0,-43.9,-69.2,-245.3,,-39.9,-131.0,-79.0,127.3,79.8,-103.0,-173.6,-47.0,-125.2,-118.0,16.3,,-80.2,-10.0,-159.0,,-152.7,96.8,,-54.0,62.0,-133.5,,28.7,-92.0,370.7,553.2,-29.0,98.5,-168.9,-108.6,-168.0,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,,False,True,False,,False,False,,False,False,False,,False,False,False,False,False,False,False,False,False
Rhode Island,1130,1136.6,1140.3,,1139.6,1136.0,1105.0,1158.0,1124.0,1089.0,1134.0,1137.5,1143.5,,1117.0,1117.0,1132.1,1146.7,1158.3,1139.9,1103.4,1118.9,1245.6,1104.0,1174.0,,1125.5,1151.2,1101.0,,,1097.1,,1135.0,1136.0,1125.5,,1186.3,1125.0,1188.0,1163.5,1131.0,1149.5,0.0,1127.1,1121.0,6.6,10.3,,9.6,6.0,-25.0,28.0,-6.0,-41.0,4.0,7.5,13.5,,-13.0,-13.0,2.1,16.7,28.3,9.9,-26.6,-11.1,115.6,-26.0,44.0,,-4.5,21.2,-29.0,,,-32.9,,5.0,6.0,-4.5,,56.3,-5.0,58.0,33.5,1.0,19.5,-1130.0,-2.9,-9.0,False,,False,True,False,False,True,False,True,False,False,,False,False,True,False,False,False,False,False,False,False,False,,True,False,False,,,False,,True,True,True,,False,True,False,False,True,False,False,True,False
South Carolina,3551,3584.7,3636.8,3615.0,3631.9,3616.0,3603.0,3946.0,3671.0,3607.0,3720.7,3700.6,3713.8,,3616.5,3741.0,3678.3,3510.8,3467.5,3718.2,3455.9,3501.6,3634.5,3540.0,3603.7,,3561.2,3640.0,3531.0,,3752.3,3402.4,,3702.0,3725.0,3604.5,,3616.0,3590.0,3668.9,3645.0,3637.0,3544.0,3496.5,3559.6,3399.0,33.7,85.8,64.0,80.9,65.0,52.0,395.0,120.0,56.0,169.7,149.6,162.8,,65.5,190.0,127.3,-40.2,-83.5,167.2,-95.1,-49.4,83.5,-11.0,52.7,,10.2,89.0,-20.0,,201.3,-148.6,,151.0,174.0,53.5,,65.0,39.0,117.9,94.0,86.0,-7.0,-54.5,8.6,-152.0,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,True,False,,True,False,True,,False,False,,False,False,False,,False,False,False,False,False,True,False,True,False
South Dakota,286,253.4,250.5,246.0,251.0,242.0,238.0,232.0,239.7,208.0,252.3,,244.0,,207.6,248.0,246.1,238.6,226.7,257.3,231.9,239.2,279.2,299.0,228.1,,247.7,257.9,225.0,,,239.4,,245.0,289.0,215.6,,240.5,258.0,225.8,272.9,250.0,282.0,219.3,247.6,220.0,-32.6,-35.5,-40.0,-35.0,-44.0,-48.0,-54.0,-46.3,-78.0,-33.7,,-42.0,,-78.4,-38.0,-39.9,-47.4,-59.3,-28.7,-54.1,-46.8,-6.8,13.0,-57.9,,-38.3,-28.1,-61.0,,,-46.6,,-41.0,3.0,-70.4,,-45.5,-28.0,-60.2,-13.1,-36.0,-4.0,-66.7,-38.4,-66.0,False,False,False,False,False,False,False,False,False,,False,,False,False,False,False,False,True,False,False,True,True,False,,False,True,False,,,False,,False,True,False,,False,True,False,True,False,True,False,False,False
Tennessee,2758,2618.0,2626.8,2685.0,2672.0,2668.0,2708.0,2974.0,2676.3,2577.0,2725.2,2734.1,2373.9,,2837.3,2816.0,2624.4,2484.1,2695.3,2580.1,2677.1,2625.5,2827.2,2652.0,2714.0,,2499.3,2667.6,2918.0,,2790.4,2444.6,,2721.0,2878.0,2668.7,,2726.4,2614.0,2611.3,2561.0,2649.0,2560.5,2448.1,2582.9,2550.0,-140.0,-131.2,-73.0,-86.0,-90.0,-50.0,216.0,-81.7,-181.0,-32.8,-23.9,-384.1,,79.3,58.0,-133.6,-273.9,-62.7,-177.9,-80.9,-132.5,69.2,-106.0,-44.0,,-258.7,-90.4,160.0,,32.4,-313.4,,-37.0,120.0,-89.3,,-31.6,-144.0,-146.7,-197.0,-109.0,-197.5,-309.9,-175.1,-208.0,True,True,True,True,True,False,True,False,True,True,False,,True,True,True,False,True,False,True,True,True,True,True,,False,True,False,,True,False,,True,True,True,,True,False,False,False,True,False,False,False,False
Texas,17208,17039.4,17136.7,17039.0,17208.1,16886.0,16736.0,16702.0,16355.6,16891.0,17253.6,17512.2,16296.6,,16311.5,17540.0,16837.7,16607.3,16815.8,16841.7,16744.8,16725.0,18144.7,16800.0,16635.4,,16466.0,16996.0,16654.0,,17491.3,15793.3,16448.0,17094.0,17066.0,17022.5,,16647.9,16940.0,17193.1,16817.1,16985.0,16880.5,16520.5,16659.9,15813.0,109.4,206.7,109.0,278.1,-44.0,-194.0,-228.0,-574.4,-39.0,323.6,582.2,-633.4,,-618.5,610.0,-92.3,-322.7,-114.2,-88.3,-185.2,-205.0,1214.7,-130.0,-294.6,,-464.0,66.0,-276.0,,561.3,-1136.7,-482.0,164.0,136.0,92.5,,-282.1,10.0,263.1,-112.9,55.0,-49.5,-409.5,-270.1,-1117.0,False,True,False,True,False,False,False,True,False,False,False,,False,False,True,False,False,True,False,False,False,False,False,,False,True,False,,False,False,False,False,False,True,,False,True,False,False,True,True,False,False,False
Utah,510,460.0,462.0,462.0,461.0,491.0,590.0,499.0,506.3,476.0,497.1,494.0,383.2,,477.5,503.0,496.0,464.1,516.5,475.4,508.1,476.7,496.6,448.0,467.4,,524.7,474.1,464.0,,,447.5,,482.0,513.0,476.2,,479.6,521.0,490.7,520.5,468.0,616.0,390.1,484.6,450.0,-50.0,-48.0,-48.0,-49.0,-19.0,80.0,-11.0,-3.7,-34.0,-12.9,-16.0,-126.8,,-32.5,-7.0,-14.0,-45.9,6.5,-34.6,-1.9,-33.3,-13.4,-62.0,-42.6,,14.7,-35.9,-46.0,,,-62.5,,-28.0,3.0,-33.8,,-30.4,11.0,-19.3,10.5,-42.0,106.0,-119.9,-25.4,-60.0,True,True,True,True,False,True,True,True,True,True,False,,True,True,True,True,True,True,True,True,True,False,True,,True,True,True,,,False,,True,True,True,,True,True,True,True,True,False,False,True,False
Vermont,58,58.0,58.0,58.0,58.9,59.0,59.0,58.0,58.6,59.0,60.2,59.7,59.0,,58.5,58.0,58.0,62.8,65.7,58.5,58.3,58.0,61.2,71.0,58.1,,59.6,58.0,58.0,,,58.0,,60.0,69.0,58.1,,70.5,58.0,62.5,61.7,58.0,62.0,57.9,60.6,,0.0,0.0,0.0,0.9,1.0,1.0,0.0,0.6,1.0,2.2,1.7,1.0,,0.5,0.0,0.0,4.8,7.7,0.5,0.3,0.0,3.2,13.0,0.1,,1.6,0.0,0.0,,,0.0,,2.0,11.0,0.1,,12.5,0.0,4.5,3.7,0.0,4.0,-0.1,2.6,,True,True,False,False,False,True,False,False,False,False,False,,False,True,True,False,False,False,False,False,False,False,False,,False,True,True,,,True,,False,False,False,,False,True,False,False,True,False,False,False,
