,actual_deaths,Baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-baseline,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,GT-DeepCOVID,Google_Harvard-CPF,IBF-TimeSeries,IHME-CurveFit,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,MIT_CritData-GBCF,MOBS-GLEAM_COVID,MSRA-DeepST,NotreDame-FRED,NotreDame-mobility,OliverWyman-Navigator,PSI-DRAFT,QJHong-Encounter,RPI_UW-Mob_Collision,RobertWalraven-ESG,STH-3PU,SteveMcConnell-CovidComplete,TTU-squider,UA-EpiCovDA,UCLA-SuEIR,UCM_MESALab-FoGSEIR,UCSD_NEU-DeepGLEAM,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UT-Mobility,WalmartLabsML-LogForecasting,epiforecasts-ensemble1,error-Baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-baseline,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-GT-DeepCOVID,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IHME-CurveFit,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-MIT_CritData-GBCF,error-MOBS-GLEAM_COVID,error-MSRA-DeepST,error-NotreDame-FRED,error-NotreDame-mobility,error-OliverWyman-Navigator,error-PSI-DRAFT,error-QJHong-Encounter,error-RPI_UW-Mob_Collision,error-RobertWalraven-ESG,error-STH-3PU,error-SteveMcConnell-CovidComplete,error-TTU-squider,error-UA-EpiCovDA,error-UCLA-SuEIR,error-UCM_MESALab-FoGSEIR,error-UCSD_NEU-DeepGLEAM,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UT-Mobility,error-WalmartLabsML-LogForecasting,error-epiforecasts-ensemble1,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-baseline,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-GT-DeepCOVID,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-MIT_CritData-GBCF,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-MSRA-DeepST,beat_baseline-NotreDame-FRED,beat_baseline-NotreDame-mobility,beat_baseline-OliverWyman-Navigator,beat_baseline-PSI-DRAFT,beat_baseline-QJHong-Encounter,beat_baseline-RPI_UW-Mob_Collision,beat_baseline-RobertWalraven-ESG,beat_baseline-STH-3PU,beat_baseline-SteveMcConnell-CovidComplete,beat_baseline-TTU-squider,beat_baseline-UA-EpiCovDA,beat_baseline-UCLA-SuEIR,beat_baseline-UCM_MESALab-FoGSEIR,beat_baseline-UCSD_NEU-DeepGLEAM,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UT-Mobility,beat_baseline-WalmartLabsML-LogForecasting,beat_baseline-epiforecasts-ensemble1
Maryland,4147,4107.6,4149.1,4116.7,4128.0,4118.1,4118.0,4185.0,4117.5,4068.3,4088.0,4121.9,4118.3,4138.3,,4084.8,4107.0,4117.6,4129.9,4126.8,4142.8,4109.5,4100.5,4114.9,4127.1,4128.0,4138.7,4118.6,,4116.9,4125.7,4108.0,,4094.8,4144.2,4213.0,4126.0,4545.3,4121.0,4104.9,,4146.4,4112.0,4119.6,4130.0,4152.0,4084.2,4177.0,-39.4,2.1,-30.3,-19.0,-28.9,-29.0,38.0,-29.5,-78.7,-59.0,-25.1,-28.7,-8.7,,-62.2,-40.0,-29.4,-17.1,-20.2,-4.2,-37.5,-46.5,-32.1,-19.9,-19.0,-8.3,-28.4,,-30.1,-21.3,-39.0,,-52.2,-2.8,66.0,-21.0,398.3,-26.0,-42.1,,-0.6,-35.0,-27.4,-17.0,5.0,-62.8,30.0,True,True,True,True,True,True,True,False,False,True,True,True,,False,False,True,True,True,True,True,False,True,True,True,True,True,,True,True,True,,False,True,False,True,False,True,False,,True,True,True,True,True,False,True
Massachusetts,9991,9984.0,10050.5,10001.3,9983.0,9995.0,9951.0,10026.0,9923.7,9886.9,9890.0,9979.1,9908.3,9924.5,,9947.8,9908.0,9960.6,9996.4,9943.8,9916.6,10035.6,9911.3,9975.8,9999.6,9934.0,9934.5,9929.8,,9930.8,10024.9,9777.0,,9878.7,9984.2,,9998.0,10351.5,10002.0,9932.7,,9945.9,9973.0,9958.4,10046.0,10013.0,9827.4,9899.0,-7.0,59.5,10.3,-8.0,4.0,-40.0,35.0,-67.3,-104.1,-101.0,-11.9,-82.7,-66.5,,-43.2,-83.0,-30.4,5.4,-47.2,-74.4,44.6,-79.7,-15.2,8.6,-57.0,-56.5,-61.2,,-60.2,33.9,-214.0,,-112.3,-6.8,,7.0,360.5,11.0,-58.3,,-45.1,-18.0,-32.6,55.0,22.0,-163.6,-92.0,False,False,False,True,False,False,False,False,False,False,False,False,,False,False,False,True,False,False,False,False,False,False,False,False,False,,False,False,False,,False,True,,False,False,False,False,,False,False,False,False,False,False,False
Michigan,7699,7564.7,7748.4,7581.2,7576.0,7581.9,7576.0,7728.0,7646.4,7446.9,7425.0,7550.5,7648.1,7465.2,,7514.5,7470.0,7556.2,7663.2,7510.9,7593.9,7634.3,7460.0,7588.6,7584.1,7578.0,7612.4,7563.7,7584.0,7422.2,7640.3,7610.0,,7387.8,7569.7,,7576.0,8041.4,7463.0,7530.0,,7618.0,7654.0,7533.1,7634.0,7537.0,7318.3,7527.0,-134.3,49.4,-117.8,-123.0,-117.1,-123.0,29.0,-52.6,-252.1,-274.0,-148.5,-50.9,-233.8,,-184.5,-229.0,-142.8,-35.8,-188.1,-105.1,-64.7,-239.0,-110.4,-114.9,-121.0,-86.6,-135.3,-115.0,-276.8,-58.7,-89.0,,-311.2,-129.3,,-123.0,342.4,-236.0,-169.0,,-81.0,-45.0,-165.9,-65.0,-162.0,-380.7,-172.0,True,True,True,True,True,True,True,False,False,False,True,False,,False,False,False,True,False,True,True,False,True,True,True,True,False,True,False,True,True,,False,True,,True,False,False,False,,True,True,False,True,False,False,False
Minnesota,2511,2459.7,2537.3,2446.1,2318.0,2442.0,2438.0,2436.0,2475.4,2363.7,2440.0,2428.8,2467.7,2429.1,,2428.9,2431.0,2425.0,2465.9,2451.6,2406.3,2460.5,2439.4,2492.5,2417.7,2464.0,2405.3,2461.5,2509.5,2417.1,2491.6,2400.0,,2388.1,2423.0,,2395.0,2737.6,2425.0,2430.8,,2412.8,2486.0,2421.1,2462.0,2528.0,2308.9,2467.0,-51.3,26.3,-64.9,-193.0,-69.0,-73.0,-75.0,-35.6,-147.3,-71.0,-82.2,-43.3,-81.9,,-82.1,-80.0,-86.0,-45.1,-59.4,-104.7,-50.5,-71.6,-18.5,-93.3,-47.0,-105.7,-49.5,-1.5,-93.9,-19.4,-111.0,,-122.9,-88.0,,-116.0,226.6,-86.0,-80.2,,-98.2,-25.0,-89.9,-49.0,17.0,-202.1,-44.0,True,False,False,False,False,False,True,False,False,False,True,False,,False,False,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,,False,False,,False,False,False,False,,False,True,False,True,True,False,True
Mississippi,3334,3301.0,3365.2,3318.0,3320.0,3320.9,3321.0,3356.0,3424.1,3295.3,3292.0,3312.3,3314.8,3333.6,,3283.9,3320.0,3362.5,3395.1,3344.7,3257.4,3409.0,3288.4,3303.8,3321.6,3342.0,3256.4,3353.2,,3310.2,3347.2,3251.0,,3332.7,3324.1,,3368.0,3011.4,3291.0,3324.1,,3263.3,3384.0,3353.6,3357.0,3265.5,3312.9,3283.0,-33.0,31.2,-16.0,-14.0,-13.1,-13.0,22.0,90.1,-38.7,-42.0,-21.7,-19.2,-0.4,,-50.1,-14.0,28.5,61.1,10.7,-76.6,75.0,-45.6,-30.2,-12.4,8.0,-77.6,19.2,,-23.8,13.2,-83.0,,-1.3,-9.9,,34.0,-322.6,-43.0,-9.9,,-70.7,50.0,19.6,23.0,-68.5,-21.1,-51.0,True,True,True,True,True,True,False,False,False,True,True,True,,False,True,True,False,True,False,False,False,True,True,True,False,True,,True,True,False,,True,True,,False,False,False,True,,False,False,True,True,False,True,False
Missouri,3026,2904.0,3007.7,2904.7,2921.0,2895.0,3001.0,3100.0,3105.0,2863.0,2766.0,2973.1,2877.5,2821.5,,2665.1,3064.0,2928.8,2919.8,2768.6,2802.1,3012.4,2935.0,2927.3,3049.8,2954.0,3015.4,2944.6,,2882.4,3024.7,3021.0,,2770.9,2986.0,,3001.0,2932.3,3003.0,2706.5,,3047.2,2837.0,2854.4,2988.0,3156.0,2573.8,3159.0,-134.0,-30.3,-133.3,-117.0,-143.0,-37.0,62.0,67.0,-175.0,-272.0,-64.9,-160.5,-216.5,,-372.9,26.0,-109.2,-118.2,-269.4,-235.9,-25.6,-103.0,-110.7,11.8,-84.0,-22.6,-93.4,,-155.6,-13.3,-17.0,,-267.1,-52.0,,-37.0,-105.7,-35.0,-331.5,,9.2,-201.0,-183.6,-50.0,118.0,-464.2,121.0,True,True,True,False,True,True,True,False,False,True,False,False,,False,True,True,True,False,False,True,True,True,True,True,True,True,,False,True,True,,False,True,,True,True,True,False,,True,False,False,True,True,False,True
Montana,375,298.6,341.5,297.4,304.0,299.0,298.0,292.0,330.6,262.6,288.0,296.5,304.7,312.6,,280.4,298.0,309.0,344.6,338.5,274.4,327.5,287.2,302.0,279.6,344.0,327.5,327.6,,293.9,320.4,287.0,,,292.2,,331.0,411.3,295.0,291.8,,334.6,332.0,281.6,331.0,288.5,265.1,301.0,-76.4,-33.5,-77.6,-71.0,-76.0,-77.0,-83.0,-44.4,-112.4,-87.0,-78.5,-70.3,-62.4,,-94.6,-77.0,-66.0,-30.4,-36.5,-100.6,-47.5,-87.8,-73.0,-95.4,-31.0,-47.5,-47.4,,-81.1,-54.6,-88.0,,,-82.8,,-44.0,36.3,-80.0,-83.2,,-40.4,-43.0,-93.4,-44.0,-86.5,-109.9,-74.0,True,False,True,True,False,False,True,False,False,False,True,True,,False,False,True,True,True,False,True,False,True,False,True,True,True,,False,True,False,,,False,,True,True,False,False,,True,True,False,True,False,False,True
Nebraska,652,601.9,639.4,599.4,617.0,603.0,616.0,691.0,623.3,586.3,579.0,623.7,616.7,619.7,,638.5,589.0,593.8,649.8,666.6,611.5,624.3,597.4,608.0,594.2,697.0,611.8,634.9,,594.9,622.1,601.0,,,607.7,,618.0,605.1,611.0,565.3,,619.8,618.0,587.3,615.0,616.0,573.0,618.0,-50.1,-12.6,-52.6,-35.0,-49.0,-36.0,39.0,-28.7,-65.7,-73.0,-28.3,-35.3,-32.3,,-13.5,-63.0,-58.2,-2.2,14.6,-40.5,-27.7,-54.6,-44.0,-57.8,45.0,-40.2,-17.1,,-57.1,-29.9,-51.0,,,-44.3,,-34.0,-46.9,-41.0,-86.7,,-32.2,-34.0,-64.7,-37.0,-36.0,-79.0,-34.0,True,False,True,True,True,True,True,False,False,True,True,True,,True,False,False,True,True,True,True,False,True,False,True,True,True,,False,True,False,,,True,,True,True,True,False,,True,True,False,True,True,False,True
Nevada,1777,1801.0,1840.9,1802.0,1810.0,1803.0,1816.0,1831.0,1821.7,1753.9,1778.0,1795.6,1781.8,1793.5,,1776.4,1802.0,1789.9,1823.3,1814.6,1782.4,1830.6,1796.3,1802.3,1803.2,1793.0,1835.3,1815.6,,1858.3,1824.3,1781.0,,1798.6,1792.3,,1822.0,1960.8,1816.0,1819.0,,1839.6,1817.0,1796.9,1822.0,1780.0,1790.3,1813.0,24.0,63.9,25.0,33.0,26.0,39.0,54.0,44.7,-23.1,1.0,18.6,4.8,16.5,,-0.6,25.0,12.9,46.3,37.6,5.4,53.6,19.3,25.3,26.2,16.0,58.3,38.6,,81.3,47.3,4.0,,21.6,15.3,,45.0,183.8,39.0,42.0,,62.6,40.0,19.9,45.0,3.0,13.3,36.0,False,False,False,False,False,False,False,True,True,True,True,True,,True,False,True,False,False,True,False,True,False,False,True,False,False,,False,False,True,,True,True,,False,False,False,False,,False,False,True,False,True,True,False
New Hampshire,483,484.6,491.5,488.4,490.0,488.0,490.0,479.0,509.0,475.8,493.0,492.0,489.5,482.2,,477.0,477.0,477.8,505.9,488.4,480.1,496.1,475.7,479.0,484.7,487.0,473.7,493.4,,479.9,490.3,478.0,,,503.0,,495.0,478.6,499.0,476.1,,482.7,490.0,493.3,500.0,502.0,471.5,484.0,1.6,8.5,5.4,7.0,5.0,7.0,-4.0,26.0,-7.2,10.0,9.0,6.5,-0.8,,-6.0,-6.0,-5.2,22.9,5.4,-2.9,13.1,-7.3,-4.0,1.7,4.0,-9.3,10.4,,-3.1,7.3,-5.0,,,20.0,,12.0,-4.4,16.0,-6.9,,-0.3,7.0,10.3,17.0,19.0,-11.5,1.0,False,False,False,False,False,False,False,False,False,False,False,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,,,False,,False,False,False,False,,True,False,False,False,False,False,True
New Jersey,16350,16279.7,16280.5,16271.3,16272.0,16279.3,16301.0,16544.0,16276.5,16308.7,16332.0,16310.3,16292.9,16346.4,,16206.8,16283.0,16290.7,16400.7,16292.9,16313.3,16305.7,16284.8,16299.6,16509.6,16313.0,16271.8,16301.3,,16312.1,16287.8,16216.0,,16242.5,16278.2,,16304.0,18510.2,16306.0,16262.5,,16278.6,16301.0,16611.9,16289.0,16463.0,16269.1,16488.0,-70.3,-69.5,-78.7,-78.0,-70.7,-49.0,194.0,-73.5,-41.3,-18.0,-39.7,-57.1,-3.6,,-143.2,-67.0,-59.3,50.7,-57.1,-36.7,-44.3,-65.2,-50.4,159.6,-37.0,-78.2,-48.7,,-37.9,-62.2,-134.0,,-107.5,-71.8,,-46.0,2160.2,-44.0,-87.5,,-71.4,-49.0,261.9,-61.0,113.0,-80.9,138.0,True,False,False,False,True,False,False,True,True,True,True,True,,False,True,True,True,True,True,True,True,True,False,True,False,True,,True,True,False,,False,False,,True,False,True,False,,False,True,False,True,False,False,False
New Mexico,1018,976.7,989.5,973.7,980.0,973.0,982.0,1043.0,1029.6,975.1,956.0,984.0,,994.6,,960.6,967.0,991.0,1047.0,996.9,984.0,1021.4,992.3,986.8,1000.0,991.0,974.2,998.2,,989.4,995.7,950.0,,,962.7,,1012.0,1136.0,1014.0,966.5,,982.2,1010.0,979.7,1015.0,975.0,965.7,981.0,-41.3,-28.5,-44.3,-38.0,-45.0,-36.0,25.0,11.6,-42.9,-62.0,-34.0,,-23.4,,-57.4,-51.0,-27.0,29.0,-21.1,-34.0,3.4,-25.7,-31.2,-18.0,-27.0,-43.8,-19.8,,-28.6,-22.3,-68.0,,,-55.3,,-6.0,118.0,-4.0,-51.5,,-35.8,-8.0,-38.3,-3.0,-43.0,-52.3,-37.0,True,False,True,False,True,True,True,False,False,True,,True,,False,False,True,True,True,True,True,True,True,True,True,False,True,,True,True,False,,,False,,True,False,True,False,,True,True,True,True,False,False,True
New York,33730,33474.0,33440.0,33461.4,33504.0,33466.1,33511.0,33581.0,33594.5,33564.4,33528.0,33500.0,33442.5,33508.2,,33508.2,33480.0,33533.3,33682.5,33499.9,33560.6,33588.6,33445.0,33517.0,34077.0,33592.0,33452.8,33513.9,,33511.6,33482.4,33348.0,,33485.5,33518.0,,33507.0,33797.0,33485.0,33442.5,,33454.4,33537.0,33596.7,33569.0,33538.0,33295.5,33397.0,-54.0,-88.0,-66.6,-24.0,-61.9,-17.0,53.0,66.5,36.4,0.0,-28.0,-85.5,-19.8,,-19.8,-48.0,5.3,154.5,-28.1,32.6,60.6,-83.0,-11.0,549.0,64.0,-75.2,-14.1,,-16.4,-45.6,-180.0,,-42.5,-10.0,,-21.0,269.0,-43.0,-85.5,,-73.6,9.0,68.7,41.0,10.0,-232.5,-131.0,False,False,True,False,True,True,False,True,True,True,False,True,,True,True,True,False,True,True,False,False,True,False,False,False,True,,True,True,False,,True,True,,True,False,True,False,,False,True,False,True,True,False,False
North Carolina,4378,4238.6,4435.5,4251.4,4241.0,4257.0,4255.0,4391.0,4397.5,4156.9,4136.0,4249.6,4292.6,4353.7,,4199.7,4155.0,4338.3,4258.8,4309.2,4240.3,4336.5,4216.0,4248.4,4268.4,4279.0,4359.5,4270.6,,4116.8,4316.8,4197.0,,4167.8,4254.9,,4286.0,3579.4,4224.0,4225.5,,4356.2,4279.0,4247.3,4364.0,4149.5,4149.7,4313.0,-139.4,57.5,-126.6,-137.0,-121.0,-123.0,13.0,19.5,-221.1,-242.0,-128.4,-85.4,-24.3,,-178.3,-223.0,-39.7,-119.2,-68.8,-137.7,-41.5,-162.0,-129.6,-109.6,-99.0,-18.5,-107.4,,-261.2,-61.2,-181.0,,-210.2,-123.1,,-92.0,-798.6,-154.0,-152.5,,-21.8,-99.0,-130.7,-14.0,-228.5,-228.3,-65.0,True,True,True,True,True,True,True,False,False,True,True,True,,False,False,True,True,True,True,True,False,True,True,True,True,True,,False,True,False,,False,True,,True,False,False,False,,True,True,True,True,False,False,True
North Dakota,524,528.4,569.1,531.2,529.0,525.0,534.0,470.0,604.4,497.5,456.0,547.6,566.0,526.3,,545.2,484.0,540.8,513.0,534.4,432.1,560.6,534.8,528.8,485.6,514.0,572.5,533.2,,547.5,567.1,525.0,,,516.3,,526.0,320.9,534.0,497.3,,579.2,549.0,610.2,563.0,562.0,450.7,543.0,4.4,45.1,7.2,5.0,1.0,10.0,-54.0,80.4,-26.5,-68.0,23.6,42.0,2.3,,21.2,-40.0,16.8,-11.0,10.4,-91.9,36.6,10.8,4.8,-38.4,-10.0,48.5,9.2,,23.5,43.1,1.0,,,-7.7,,2.0,-203.1,10.0,-26.7,,55.2,25.0,86.2,39.0,38.0,-73.3,19.0,False,False,False,True,False,False,False,False,False,False,False,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,True,,,False,,True,False,False,False,,False,False,False,False,False,False,False
Ohio,5301,5193.3,5174.4,5238.5,5198.0,5207.4,5287.0,5640.0,5315.1,5285.7,5246.0,5257.8,5292.6,5357.9,,5426.0,5348.0,5274.2,5556.3,5318.4,5354.7,5280.4,5236.9,5233.9,5412.9,5321.0,5369.6,5301.8,5362.0,5232.7,5273.9,5268.0,,5296.0,5178.1,,5281.0,5991.1,5229.0,5226.2,,5366.0,5380.0,5311.6,5232.0,5287.0,5257.0,5266.0,-107.7,-126.6,-62.5,-103.0,-93.6,-14.0,339.0,14.1,-15.3,-55.0,-43.2,-8.4,56.9,,125.0,47.0,-26.8,255.3,17.4,53.7,-20.6,-64.1,-67.1,111.9,20.0,68.6,0.8,61.0,-68.3,-27.1,-33.0,,-5.0,-122.9,,-20.0,690.1,-72.0,-74.8,,65.0,79.0,10.6,-69.0,-14.0,-44.0,-35.0,False,True,True,True,True,False,True,True,True,True,True,True,,False,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,,True,False,,True,False,True,True,,True,True,True,True,True,True,True
Oklahoma,1337,1306.6,1365.8,1296.2,1320.0,1296.0,1288.0,1255.0,1260.2,1217.8,1212.0,1292.6,1283.7,1288.3,,1233.9,1284.0,1280.9,1257.0,1343.4,1296.8,1287.6,1247.2,1304.3,1277.5,1341.0,1300.4,1290.0,,1214.9,1303.8,1245.0,,,1302.5,,1293.0,1835.6,1281.0,1289.4,,1308.4,1298.0,1273.5,1308.0,1311.5,1238.0,1284.0,-30.4,28.8,-40.8,-17.0,-41.0,-49.0,-82.0,-76.8,-119.2,-125.0,-44.4,-53.3,-48.7,,-103.1,-53.0,-56.1,-80.0,6.4,-40.2,-49.4,-89.8,-32.7,-59.5,4.0,-36.6,-47.0,,-122.1,-33.2,-92.0,,,-34.5,,-44.0,498.6,-56.0,-47.6,,-28.6,-39.0,-63.5,-29.0,-25.5,-99.0,-53.0,True,False,True,False,False,False,False,False,False,False,False,False,,False,False,False,False,True,False,False,False,False,False,True,False,False,,False,False,False,,,False,,False,False,False,False,,True,False,False,True,True,False,False
Oregon,689,659.0,657.2,657.7,669.0,659.0,666.0,674.0,684.2,666.1,639.0,671.8,673.7,668.8,,675.6,656.0,669.4,693.1,689.1,717.1,684.0,657.1,659.3,660.9,698.0,678.3,677.0,,667.0,666.0,656.0,,,661.0,,675.0,713.7,658.0,661.8,,684.8,672.0,664.8,667.0,651.0,650.8,665.0,-30.0,-31.8,-31.3,-20.0,-30.0,-23.0,-15.0,-4.8,-22.9,-50.0,-17.2,-15.3,-20.2,,-13.4,-33.0,-19.6,4.1,0.1,28.1,-5.0,-31.9,-29.7,-28.1,9.0,-10.7,-12.0,,-22.0,-23.0,-33.0,,,-28.0,,-14.0,24.7,-31.0,-27.2,,-4.2,-17.0,-24.2,-22.0,-38.0,-38.2,-24.0,False,False,True,False,True,True,True,True,False,True,True,True,,True,False,True,True,True,True,True,False,True,True,True,True,True,,True,True,False,,,True,,True,True,False,True,,True,True,True,True,False,False,True
Pennsylvania,8800,8715.7,8735.4,8685.5,8804.0,8678.1,8712.0,8787.0,8839.6,8635.3,8661.0,8821.6,8655.3,8658.5,,8744.8,8675.0,8742.5,8908.2,8721.7,8736.4,8803.8,8676.7,8730.4,8900.8,8711.0,8705.5,8717.9,,8849.5,8761.2,8660.0,,8677.7,8685.3,,8777.0,8391.1,8822.0,8631.8,,8712.3,8756.0,8722.7,8765.0,8766.0,8581.2,8703.0,-84.3,-64.6,-114.5,4.0,-121.9,-88.0,-13.0,39.6,-164.7,-139.0,21.6,-144.7,-141.5,,-55.2,-125.0,-57.5,108.2,-78.3,-63.6,3.8,-123.3,-69.6,100.8,-89.0,-94.5,-82.1,,49.5,-38.8,-140.0,,-122.3,-114.7,,-23.0,-408.9,22.0,-168.2,,-87.7,-44.0,-77.3,-35.0,-34.0,-218.8,-97.0,True,False,True,False,False,True,True,False,False,True,False,False,,True,False,True,False,True,True,True,False,True,False,False,False,True,,True,True,False,,False,False,,True,False,True,False,,False,True,True,True,True,False,False
Rhode Island,1201,1192.9,1239.5,1197.0,1178.0,1196.3,1190.0,1185.0,1204.2,1164.8,1169.0,1225.0,1180.6,1198.3,,1152.6,1177.0,1186.1,1212.6,1154.8,1192.2,1194.7,1174.8,1174.9,1190.9,1174.0,1158.0,1192.0,,1195.2,1195.8,1172.0,,,1182.0,,1199.0,1401.0,1207.0,1161.0,,1167.1,1203.0,1188.0,1206.0,1189.0,1138.3,1191.0,-8.1,38.5,-4.0,-23.0,-4.7,-11.0,-16.0,3.2,-36.2,-32.0,24.0,-20.4,-2.7,,-48.4,-24.0,-14.9,11.6,-46.2,-8.8,-6.3,-26.2,-26.1,-10.1,-27.0,-43.0,-9.0,,-5.8,-5.2,-29.0,,,-19.0,,-2.0,200.0,6.0,-40.0,,-33.9,2.0,-13.0,5.0,-12.0,-62.7,-10.0,False,True,False,True,False,False,True,False,False,False,False,True,,False,False,False,False,False,False,True,False,False,False,False,False,False,,True,True,False,,,False,,True,False,True,False,,False,True,False,True,False,False,False
South Carolina,3935,3832.0,3820.8,3807.5,3807.0,3809.1,3819.0,3870.0,3788.9,3732.6,3810.0,3848.7,3828.9,3830.1,,3887.4,3777.0,3828.1,3808.7,3833.7,3754.1,3847.2,3812.7,3829.6,3812.1,3824.0,3811.6,3844.4,,3779.6,3845.6,3748.0,,3852.4,3833.7,,3833.0,4574.8,3842.0,3818.2,,3819.3,3855.0,3861.4,3813.0,3791.0,3819.4,3820.0,-103.0,-114.2,-127.5,-128.0,-125.9,-116.0,-65.0,-146.1,-202.4,-125.0,-86.3,-106.1,-104.9,,-47.6,-158.0,-106.9,-126.3,-101.3,-180.9,-87.8,-122.3,-105.4,-122.9,-111.0,-123.4,-90.6,,-155.4,-89.4,-187.0,,-82.6,-101.3,,-102.0,639.8,-93.0,-116.8,,-115.7,-80.0,-73.6,-122.0,-144.0,-115.6,-115.0,False,False,False,False,False,True,False,False,False,True,False,False,,True,False,False,False,True,False,True,False,False,False,False,False,True,,False,True,False,,True,True,,True,False,True,False,,False,True,True,False,False,False,False
South Dakota,425,391.7,389.2,374.9,386.0,373.0,393.0,361.0,451.7,386.5,375.0,433.4,381.9,401.5,,425.8,346.0,399.4,439.3,414.8,336.6,415.2,394.5,393.4,370.8,427.0,391.5,409.0,,374.2,396.3,405.0,,,376.6,,405.0,334.2,430.0,367.7,,399.3,408.0,384.0,406.0,436.0,348.6,397.0,-33.3,-35.8,-50.1,-39.0,-52.0,-32.0,-64.0,26.7,-38.5,-50.0,8.4,-43.1,-23.5,,0.8,-79.0,-25.6,14.3,-10.2,-88.4,-9.8,-30.5,-31.6,-54.2,2.0,-33.5,-16.0,,-50.8,-28.7,-20.0,,,-48.4,,-20.0,-90.8,5.0,-57.3,,-25.7,-17.0,-41.0,-19.0,11.0,-76.4,-28.0,False,False,False,False,True,False,True,False,False,True,False,True,,True,False,True,True,True,False,True,True,True,False,True,False,True,,False,True,True,,,False,,True,False,True,False,,True,True,False,True,True,False,True
Tennessee,3353,3172.7,3206.5,3190.5,3190.0,3193.0,3228.0,3233.0,3414.1,3186.7,3152.0,3272.6,3204.5,3328.2,,3507.7,3174.0,3311.9,3483.7,3192.8,3130.1,3278.7,3231.0,3223.0,3172.8,3257.0,3316.5,3273.5,,3127.1,3236.2,3170.0,,3269.8,3214.4,,3307.0,3445.0,3247.0,3201.6,,3311.1,3224.0,3276.5,3243.0,3169.0,3069.3,3238.0,-180.3,-146.5,-162.5,-163.0,-160.0,-125.0,-120.0,61.1,-166.3,-201.0,-80.4,-148.5,-24.8,,154.7,-179.0,-41.1,130.7,-160.2,-222.9,-74.3,-122.0,-130.0,-180.2,-96.0,-36.5,-79.5,,-225.9,-116.8,-183.0,,-83.2,-138.6,,-46.0,92.0,-106.0,-151.4,,-41.9,-129.0,-76.5,-110.0,-184.0,-283.7,-115.0,True,True,True,True,True,True,True,True,False,True,True,True,,True,True,True,True,True,False,True,True,True,True,True,True,True,,False,True,False,,True,True,,True,True,True,True,,True,True,True,True,False,False,True
