,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,Geneva-DetGrowth,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,OliverWyman-Navigator,RobertWalraven-ESG,UCLA-SuEIR,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-Geneva-DetGrowth,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-Geneva-DetGrowth,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
12061,261,277.0,,306.0,,,,,377.0,97.2,265.7,240.8,360.0,,330.0,,,311.6,16.0,,45.0,,,,,116.0,-163.8,4.7,-20.2,99.0,,69.0,,,50.6,,False,,,,,False,False,True,False,False,,False,,,False
12063,180,48.0,,50.0,,,,,65.0,42.9,21.0,14.6,86.0,,,,,31.9,-132.0,,-130.0,,,,,-115.0,-137.1,-159.0,-165.4,-94.0,,,,,-148.1,,True,,,,,True,False,False,False,True,,,,,False
12065,22,13.0,,0.0,,,,,4.0,7.8,6.2,,19.0,,,,,12.9,-9.0,,-22.0,,,,,-18.0,-14.2,-15.8,,-3.0,,,,,-9.1,,False,,,,,False,False,False,,True,,,,,False
12067,17,5.0,,0.0,,,,,2.0,7.2,3.8,,,,,,,6.1,-12.0,,-17.0,,,,,-15.0,-9.8,-13.2,,,,,,,-10.9,,False,,,,,False,True,False,,,,,,,True
12069,700,596.0,,808.0,,,,,1109.0,353.2,718.0,522.0,830.0,,914.9,,,712.4,-104.0,,108.0,,,,,409.0,-346.8,18.0,-178.0,130.0,,214.9,,,12.4,,False,,,,,False,False,True,False,False,,False,,,True
12071,1633,2259.0,,3205.0,,,,,2218.0,796.7,2191.8,1601.0,3130.0,,2340.5,,,2657.1,626.0,,1572.0,,,,,585.0,-836.3,558.8,-32.0,1497.0,,707.5,,,1024.1,,False,,,,,True,False,True,True,False,,False,,,False
12073,608,863.0,,2022.0,,,,,387.0,138.5,1032.1,295.7,1222.0,,1111.6,,,1261.6,255.0,,1414.0,,,,,-221.0,-469.5,424.1,-312.3,614.0,,503.6,,,653.6,,False,,,,,True,False,False,False,False,,False,,,False
12075,53,34.0,,35.0,,,,,79.0,43.3,19.4,31.4,57.0,,,,,31.1,-19.0,,-18.0,,,,,26.0,-9.7,-33.6,-21.6,4.0,,,,,-21.9,,True,,,,,False,True,False,False,True,,,,,False
12077,35,17.0,,0.0,,,,,16.0,5.4,2.4,0.5,45.0,,,,,8.3,-18.0,,-35.0,,,,,-19.0,-29.6,-32.6,-34.5,10.0,,,,,-26.7,,False,,,,,False,False,False,False,True,,,,,False
12079,81,60.0,,3.0,,,,,16.0,17.8,39.1,31.9,83.0,,,,,51.5,-21.0,,-78.0,,,,,-65.0,-63.2,-41.9,-49.1,2.0,,,,,-29.5,,False,,,,,False,False,False,False,True,,,,,False
12081,1078,912.0,,735.0,,,,,1092.0,425.5,968.1,733.3,1321.0,,1548.7,,,1021.1,-166.0,,-343.0,,,,,14.0,-652.5,-109.9,-344.7,243.0,,470.7,,,-56.9,,False,,,,,True,False,True,False,False,,False,,,True
12083,535,270.0,,389.0,,,,,496.0,245.4,305.2,273.1,387.0,,598.9,,,360.5,-265.0,,-146.0,,,,,-39.0,-289.6,-229.8,-261.9,-148.0,,63.9,,,-174.5,,True,,,,,True,False,True,True,True,,True,,,True
12085,429,401.0,,448.0,,,,,468.0,374.8,238.6,367.6,564.0,,413.6,,,337.4,-28.0,,19.0,,,,,39.0,-54.2,-190.4,-61.4,135.0,,-15.4,,,-91.6,,True,,,,,False,False,False,False,False,,True,,,False
12086,16139,13167.0,,14679.0,,,,,16056.0,4925.8,12115.5,,17081.0,,17011.4,,,11042.8,-2972.0,,-1460.0,,,,,-83.0,-11213.2,-4023.5,,942.0,,872.4,,,-5096.2,,True,,,,,True,False,False,,True,,True,,,False
12087,207,133.0,,269.0,,,,,115.0,33.0,120.1,81.5,188.0,,,,,173.5,-74.0,,62.0,,,,,-92.0,-173.9,-86.9,-125.5,-19.0,,,,,-33.5,,True,,,,,False,False,False,False,True,,,,,True
12089,205,119.0,,280.0,,,,,66.0,29.6,197.6,70.1,202.0,,,,,224.6,-86.0,,75.0,,,,,-139.0,-175.4,-7.4,-134.9,-3.0,,,,,19.6,,True,,,,,False,False,True,False,True,,,,,True
12091,250,317.0,,551.0,,,,,240.0,96.0,289.8,252.5,401.0,,396.6,,,423.0,67.0,,301.0,,,,,-10.0,-154.0,39.8,2.5,151.0,,146.6,,,173.0,,False,,,,,True,False,True,True,False,,False,,,False
12093,105,80.0,,129.0,,,,,241.0,75.5,24.9,67.4,104.0,,,,,77.3,-25.0,,24.0,,,,,136.0,-29.5,-80.1,-37.6,-1.0,,,,,-27.7,,True,,,,,False,False,False,False,True,,,,,False
12095,3368,4425.0,,2489.0,,,,,6302.0,594.3,4731.1,2990.5,5767.0,,8437.4,,,4380.0,1057.0,,-879.0,,,,,2934.0,-2773.7,1363.1,-377.5,2399.0,,5069.4,,,1012.0,,True,,,,,False,False,False,True,False,,False,,,True
12097,1080,1132.0,,1601.0,,,,,1742.0,145.7,1337.8,810.7,1530.0,,2041.3,,,1411.5,52.0,,521.0,,,,,662.0,-934.3,257.8,-269.3,450.0,,961.3,,,331.5,,False,,,,,False,False,False,False,False,,False,,,False
12099,3698,3221.0,,3541.0,,,,,3954.0,2271.2,2938.2,2472.0,4781.0,,3893.9,,,2836.2,-477.0,,-157.0,,,,,256.0,-1426.8,-759.8,-1226.0,1083.0,,195.9,,,-861.8,,True,,,,,True,False,False,False,False,,True,,,False
12101,1140,978.0,,1392.0,,,,,1148.0,364.5,1010.0,803.7,1226.0,,2402.2,,,1105.6,-162.0,,252.0,,,,,8.0,-775.5,-130.0,-336.3,86.0,,1262.2,,,-34.4,,False,,,,,True,False,True,False,True,,False,,,True
12103,2480,2403.0,,2736.0,,,,,3692.0,1470.2,2570.0,1791.1,3285.0,,3734.1,,,2538.7,-77.0,,256.0,,,,,1212.0,-1009.8,90.0,-688.9,805.0,,1254.1,,,58.7,,False,,,,,False,False,False,False,False,,False,,,True
12105,2077,1724.0,,2128.0,,,,,2462.0,867.6,1724.0,1449.2,2173.0,,2663.3,,,1928.5,-353.0,,51.0,,,,,385.0,-1209.4,-353.0,-627.8,96.0,,586.3,,,-148.5,,True,,,,,False,False,False,False,True,,False,,,True
12107,179,219.0,,558.0,,,,,331.0,54.4,250.9,104.6,330.0,,205.1,,,378.3,40.0,,379.0,,,,,152.0,-124.6,71.9,-74.4,151.0,,26.1,,,199.3,,False,,,,,False,False,False,False,False,,True,,,False
12109,529,503.0,,1043.0,,,,,797.0,110.4,496.9,392.3,629.0,,724.8,,,600.0,-26.0,,514.0,,,,,268.0,-418.6,-32.1,-136.7,100.0,,195.8,,,71.0,,False,,,,,False,False,False,False,False,,False,,,False
12111,630,533.0,,762.0,,,,,569.0,466.2,478.5,514.0,731.0,,599.2,,,579.1,-97.0,,132.0,,,,,-61.0,-163.8,-151.5,-116.0,101.0,,-30.8,,,-50.9,,False,,,,,True,False,False,False,False,,True,,,True
12113,327,373.0,,869.0,,,,,211.0,75.4,313.0,230.6,616.0,,437.0,,,603.3,46.0,,542.0,,,,,-116.0,-251.6,-14.0,-96.4,289.0,,110.0,,,276.3,,False,,,,,False,False,True,False,False,,False,,,False
12115,582,718.0,,856.0,,,,,751.0,352.6,926.0,557.4,1050.0,,1145.3,,,1088.7,136.0,,274.0,,,,,169.0,-229.4,344.0,-24.6,468.0,,563.3,,,506.7,,False,,,,,False,False,False,True,False,,False,,,False
12117,878,1003.0,,985.0,,,,,2577.0,398.5,949.5,801.1,1259.0,,1730.7,,,1012.9,125.0,,107.0,,,,,1699.0,-479.5,71.5,-76.9,381.0,,852.7,,,134.9,,True,,,,,False,False,True,True,False,,False,,,False
12119,214,89.0,,190.0,,,,,273.0,17.5,69.2,18.0,130.0,,103.0,,,92.8,-125.0,,-24.0,,,,,59.0,-196.5,-144.8,-196.0,-84.0,,-111.0,,,-121.2,,True,,,,,True,False,False,False,True,,True,,,True
12121,127,204.0,,367.0,,,,,133.0,48.8,100.5,82.5,260.0,,,,,172.6,77.0,,240.0,,,,,6.0,-78.2,-26.5,-44.5,133.0,,,,,45.6,,False,,,,,True,False,True,True,False,,,,,True
12123,33,24.0,,0.0,,,,,10.0,24.0,16.2,,35.0,,,,,23.1,-9.0,,-33.0,,,,,-23.0,-9.0,-16.8,,2.0,,,,,-9.9,,False,,,,,False,False,False,,True,,,,,False
12125,27,24.0,,23.0,,,,,9.0,10.8,10.4,,36.0,,,,,27.9,-3.0,,-4.0,,,,,-18.0,-16.2,-16.6,,9.0,,,,,0.9,,False,,,,,False,False,False,,False,,,,,True
12127,1030,859.0,,1040.0,,,,,1457.0,325.3,698.1,805.3,980.0,,1186.9,,,927.5,-171.0,,10.0,,,,,427.0,-704.7,-331.9,-224.7,-50.0,,156.9,,,-102.5,,True,,,,,False,False,False,False,True,,True,,,True
12129,38,37.0,,11.0,,,,,12.0,13.4,11.3,,49.0,,,,,55.9,-1.0,,-27.0,,,,,-26.0,-24.6,-26.7,,11.0,,,,,17.9,,False,,,,,False,False,False,,False,,,,,False
12131,233,95.0,,120.0,,,,,76.0,40.9,54.5,72.4,156.0,,85.4,,,134.1,-138.0,,-113.0,,,,,-157.0,-192.1,-178.5,-160.6,-77.0,,-147.6,,,-98.9,,True,,,,,False,False,False,False,True,,False,,,True
12133,31,14.0,,17.0,,,,,36.0,25.7,2.0,9.7,,,,,,9.2,-17.0,,-14.0,,,,,5.0,-5.3,-29.0,-21.3,,,,,,-21.8,,True,,,,,True,True,False,False,,,,,,False
13001,55,38.0,,49.0,,,,,37.0,23.5,15.7,15.3,44.0,,,,,48.7,-17.0,,-6.0,,,,,-18.0,-31.5,-39.3,-39.7,-11.0,,,,,-6.3,,True,,,,,False,False,False,False,True,,,,,True
13003,32,43.0,,13.0,,,,,17.0,14.9,6.2,15.0,28.0,,,,,14.8,11.0,,-19.0,,,,,-15.0,-17.1,-25.8,-17.0,-4.0,,,,,-17.2,,False,,,,,False,False,False,False,True,,,,,False
13005,21,54.0,,56.0,,,,,54.0,19.6,24.4,20.5,64.0,,,,,82.3,33.0,,35.0,,,,,33.0,-1.4,3.4,-0.5,43.0,,,,,61.3,,False,,,,,False,True,True,True,False,,,,,False
13007,2,0.0,,0.0,,,,,5.0,1.2,1.9,,,,,,,0.0,-2.0,,-2.0,,,,,3.0,-0.8,-0.1,,,,,,,-2.0,,False,,,,,False,True,True,,,,,,,True
13009,83,88.0,,123.0,,,,,89.0,56.9,41.3,21.8,104.0,,,,,160.5,5.0,,40.0,,,,,6.0,-26.1,-41.7,-61.2,21.0,,,,,77.5,,False,,,,,False,False,False,False,False,,,,,False
13011,14,13.0,,14.0,,,,,33.0,15.0,3.4,12.0,,,,,,14.3,-1.0,,0.0,,,,,19.0,1.0,-10.6,-2.0,,,,,,0.3,,True,,,,,False,True,False,False,,,,,,True
13013,90,69.0,,80.0,,,,,140.0,62.5,5.3,51.2,,,53.2,,,15.3,-21.0,,-10.0,,,,,50.0,-27.5,-84.7,-38.8,,,-36.8,,,-74.7,,True,,,,,False,False,False,False,,,False,,,False
13015,161,106.0,,124.0,,,,,188.0,45.2,68.3,49.1,123.0,,90.5,,,167.7,-55.0,,-37.0,,,,,27.0,-115.8,-92.7,-111.9,-38.0,,-70.5,,,6.7,,True,,,,,True,False,False,False,True,,False,,,True
13017,45,34.0,,43.0,,,,,40.0,24.1,8.9,23.5,32.0,,,,,25.3,-11.0,,-2.0,,,,,-5.0,-20.9,-36.1,-21.5,-13.0,,,,,-19.7,,True,,,,,True,False,False,False,False,,,,,False
13019,40,20.0,,24.0,,,,,66.0,24.8,10.4,20.4,25.0,,,,,27.1,-20.0,,-16.0,,,,,26.0,-15.2,-29.6,-19.6,-15.0,,,,,-12.9,,True,,,,,False,True,False,True,True,,,,,True
13021,545,394.0,,858.0,,,,,270.0,156.3,454.8,139.1,545.0,,502.7,,,886.5,-151.0,,313.0,,,,,-275.0,-388.7,-90.2,-405.9,0.0,,-42.3,,,341.5,,False,,,,,False,False,True,False,True,,True,,,False
13023,18,14.0,,6.0,,,,,22.0,7.7,3.7,,17.0,,,,,22.1,-4.0,,-12.0,,,,,4.0,-10.3,-14.3,,-1.0,,,,,4.1,,False,,,,,False,False,False,,True,,,,,False
13025,27,25.0,,18.0,,,,,43.0,13.2,9.4,10.8,31.0,,,,,40.0,-2.0,,-9.0,,,,,16.0,-13.8,-17.6,-16.2,4.0,,,,,13.0,,False,,,,,False,False,False,False,False,,,,,False
13027,46,36.0,,43.0,,,,,21.0,16.6,13.4,18.4,47.0,,,,,41.3,-10.0,,-3.0,,,,,-25.0,-29.4,-32.6,-27.6,1.0,,,,,-4.7,,True,,,,,False,False,False,False,True,,,,,True
13029,80,47.0,,73.0,,,,,59.0,16.2,29.6,23.9,62.0,,,,,74.0,-33.0,,-7.0,,,,,-21.0,-63.8,-50.4,-56.1,-18.0,,,,,-6.0,,True,,,,,True,False,False,False,True,,,,,True
13031,126,211.0,,399.0,,,,,120.0,69.7,208.5,83.6,295.0,,,,,275.2,85.0,,273.0,,,,,-6.0,-56.3,82.5,-42.4,169.0,,,,,149.2,,False,,,,,True,True,True,True,False,,,,,False
13033,14,16.0,,5.0,,,,,34.0,9.7,4.9,2.0,19.0,,,,,22.0,2.0,,-9.0,,,,,20.0,-4.3,-9.1,-12.0,5.0,,,,,8.0,,False,,,,,False,False,False,False,False,,,,,False
13035,48,28.0,,13.0,,,,,37.0,12.3,6.5,3.6,,,,,,32.3,-20.0,,-35.0,,,,,-11.0,-35.6,-41.5,-44.4,,,,,,-15.7,,False,,,,,True,False,False,False,,,,,,True
13037,4,5.0,,7.0,,,,,10.0,3.5,0.8,2.0,,,,,,14.2,1.0,,3.0,,,,,6.0,-0.5,-3.2,-2.0,,,,,,10.2,,False,,,,,False,True,False,False,,,,,,False
13039,82,69.0,,101.0,,,,,45.0,29.8,62.7,34.7,105.0,,,,,130.5,-13.0,,19.0,,,,,-37.0,-52.2,-19.3,-47.3,23.0,,,,,48.5,,False,,,,,False,False,False,False,False,,,,,False
13043,30,29.0,,7.0,,,,,8.0,6.5,4.0,,45.0,,,,,55.2,-1.0,,-23.0,,,,,-22.0,-23.5,-26.0,,15.0,,,,,25.2,,False,,,,,False,False,False,,False,,,,,False
13045,211,144.0,,212.0,,,,,222.0,49.0,106.6,37.9,200.0,,176.2,,,343.6,-67.0,,1.0,,,,,11.0,-162.0,-104.4,-173.1,-11.0,,-34.8,,,132.6,,True,,,,,True,False,False,False,True,,True,,,False
13047,34,20.0,,13.0,,,,,203.0,85.0,3.6,37.1,,,9.7,,,13.7,-14.0,,-21.0,,,,,169.0,51.0,-30.4,3.1,,,-24.3,,,-20.3,,False,,,,,False,False,False,True,,,False,,,False
13049,34,22.0,,0.0,,,,,3.0,4.3,4.5,,25.0,,,,,44.0,-12.0,,-34.0,,,,,-31.0,-29.7,-29.5,,-9.0,,,,,10.0,,False,,,,,False,False,False,,True,,,,,True
13051,662,702.0,,1297.0,,,,,998.0,163.8,588.8,462.2,965.0,,847.5,,,1101.1,40.0,,635.0,,,,,336.0,-498.2,-73.2,-199.8,303.0,,185.5,,,439.1,,False,,,,,False,False,False,False,False,,False,,,False
13053,35,30.0,,36.0,,,,,56.0,22.8,6.7,1.7,,,,,,21.8,-5.0,,1.0,,,,,21.0,-12.2,-28.3,-33.3,,,,,,-13.2,,True,,,,,False,False,False,False,,,,,,False
13055,14,11.0,,14.0,,,,,20.0,10.6,4.7,,14.0,,,,,11.8,-3.0,,0.0,,,,,6.0,-3.4,-9.3,,0.0,,,,,-2.2,,True,,,,,False,False,False,,True,,,,,True
13057,300,215.0,,353.0,,,,,292.0,157.6,132.0,140.4,223.0,,251.4,,,188.2,-85.0,,53.0,,,,,-8.0,-142.4,-168.0,-159.6,-77.0,,-48.6,,,-111.8,,True,,,,,True,False,False,False,True,,True,,,False
13059,235,209.0,,505.0,,,,,277.0,51.5,199.3,111.4,285.0,,262.2,,,405.9,-26.0,,270.0,,,,,42.0,-183.5,-35.7,-123.6,50.0,,27.2,,,170.9,,False,,,,,False,False,False,False,False,,False,,,False
13061,5,0.0,,0.0,,,,,5.0,1.0,3.0,,,,,,,0.0,-5.0,,-5.0,,,,,0.0,-4.0,-2.0,,,,,,,-5.0,,False,,,,,True,True,True,,,,,,,False
13063,479,416.0,,804.0,,,,,421.0,201.7,389.5,174.8,547.0,,495.9,,,816.5,-63.0,,325.0,,,,,-58.0,-277.3,-89.5,-304.2,68.0,,16.9,,,337.5,,False,,,,,True,False,False,False,False,,True,,,False
13065,3,12.0,,0.0,,,,,9.0,9.9,0.8,7.2,,,,,,4.2,9.0,,-3.0,,,,,6.0,6.9,-2.2,4.2,,,,,,1.2,,True,,,,,True,True,True,True,,,,,,True
13067,1261,1153.0,,1430.0,,,,,1020.0,700.8,901.3,559.8,1368.0,,1471.2,,,1656.4,-108.0,,169.0,,,,,-241.0,-560.2,-359.7,-701.2,107.0,,210.2,,,395.4,,False,,,,,False,False,False,False,True,,False,,,False
13069,307,130.0,,165.0,,,,,86.0,54.0,48.2,62.0,103.0,,,,,105.4,-177.0,,-142.0,,,,,-221.0,-253.0,-258.8,-245.0,-204.0,,,,,-201.6,,True,,,,,False,False,False,False,False,,,,,False
13071,180,190.0,,342.0,,,,,195.0,65.8,114.4,100.0,230.0,,,,,216.6,10.0,,162.0,,,,,15.0,-114.2,-65.6,-80.0,50.0,,,,,36.6,,False,,,,,False,False,False,False,False,,,,,False
13073,227,192.0,,396.0,,,,,172.0,63.0,185.3,116.8,227.0,,180.4,,,288.4,-35.0,,169.0,,,,,-55.0,-164.0,-41.7,-110.2,0.0,,-46.6,,,61.4,,False,,,,,False,False,False,False,True,,False,,,False
13075,67,45.0,,67.0,,,,,43.0,24.5,30.3,29.2,58.0,,,,,68.9,-22.0,,0.0,,,,,-24.0,-42.5,-36.7,-37.8,-9.0,,,,,1.9,,True,,,,,False,False,False,False,True,,,,,True
13077,115,132.0,,236.0,,,,,175.0,113.7,73.1,85.0,157.0,,122.6,,,215.6,17.0,,121.0,,,,,60.0,-1.3,-41.9,-30.0,42.0,,7.6,,,100.6,,False,,,,,False,True,False,False,False,,True,,,False
13079,7,11.0,,0.0,,,,,8.0,5.4,3.0,,13.0,,,,,17.2,4.0,,-7.0,,,,,1.0,-1.6,-4.0,,6.0,,,,,10.2,,False,,,,,True,True,True,,False,,,,,False
13081,22,20.0,,9.0,,,,,103.0,10.0,8.4,5.0,30.0,,,,,32.8,-2.0,,-13.0,,,,,81.0,-12.0,-13.6,-17.0,8.0,,,,,10.8,,False,,,,,False,False,False,False,False,,,,,False
13083,5,11.0,,8.0,,,,,27.0,12.4,5.0,,11.0,,,,,18.7,6.0,,3.0,,,,,22.0,7.4,0.0,,6.0,,,,,13.7,,True,,,,,False,False,True,,False,,,,,False
13085,20,22.0,,8.0,,,,,31.0,10.3,6.8,7.5,22.0,,,,,22.0,2.0,,-12.0,,,,,11.0,-9.7,-13.2,-12.5,2.0,,,,,2.0,,False,,,,,False,False,False,False,False,,,,,False
13087,47,17.0,,7.0,,,,,66.0,19.6,5.2,7.9,28.0,,,,,32.0,-30.0,,-40.0,,,,,19.0,-27.4,-41.8,-39.1,-19.0,,,,,-15.0,,False,,,,,True,True,False,False,True,,,,,True
13089,1455,1285.0,,1740.0,,,,,942.0,575.6,997.4,503.6,1716.0,,1548.6,,,1639.7,-170.0,,285.0,,,,,-513.0,-879.4,-457.6,-951.4,261.0,,93.6,,,184.7,,False,,,,,False,False,False,False,False,,True,,,False
13091,25,25.0,,29.0,,,,,19.0,16.5,9.3,17.5,21.0,,,,,15.5,0.0,,4.0,,,,,-6.0,-8.5,-15.7,-7.5,-4.0,,,,,-9.5,,False,,,,,False,False,False,False,False,,,,,False
13093,9,12.0,,7.0,,,,,18.0,5.1,0.8,1.9,19.0,,,,,2.2,3.0,,-2.0,,,,,9.0,-3.9,-8.2,-7.1,10.0,,,,,-6.8,,True,,,,,False,False,False,False,False,,,,,False
13095,177,86.0,,104.0,,,,,387.0,18.4,47.7,1.4,179.0,,108.8,,,159.0,-91.0,,-73.0,,,,,210.0,-158.6,-129.3,-175.6,2.0,,-68.2,,,-18.0,,True,,,,,False,False,False,False,True,,True,,,True
13097,309,215.0,,349.0,,,,,260.0,91.5,164.0,120.3,268.0,,257.8,,,309.5,-94.0,,40.0,,,,,-49.0,-217.5,-145.0,-188.7,-41.0,,-51.2,,,0.5,,True,,,,,True,False,False,False,True,,True,,,True
13099,31,15.0,,0.0,,,,,70.0,3.1,3.1,1.0,25.0,,,,,48.5,-16.0,,-31.0,,,,,39.0,-27.9,-27.9,-30.0,-6.0,,,,,17.5,,False,,,,,False,False,False,False,True,,,,,False
13101,7,4.0,,0.0,,,,,15.0,7.6,0.2,1.2,,,,,,0.7,-3.0,,-7.0,,,,,8.0,0.6,-6.8,-5.8,,,,,,-6.3,,False,,,,,False,True,False,False,,,,,,False
13103,81,69.0,,89.0,,,,,72.0,25.3,61.9,40.3,90.0,,,,,112.4,-12.0,,8.0,,,,,-9.0,-55.7,-19.1,-40.7,9.0,,,,,31.4,,True,,,,,True,False,False,False,True,,,,,False
13105,59,16.0,,7.0,,,,,23.0,15.1,4.3,7.1,19.0,,,,,21.6,-43.0,,-52.0,,,,,-36.0,-43.9,-54.7,-51.9,-40.0,,,,,-37.4,,False,,,,,True,False,False,False,True,,,,,True
13107,70,38.0,,76.0,,,,,18.0,25.1,21.8,23.8,48.0,,,,,35.7,-32.0,,6.0,,,,,-52.0,-44.9,-48.2,-46.2,-22.0,,,,,-34.3,,True,,,,,False,False,False,False,True,,,,,False
13109,18,12.0,,6.0,,,,,5.0,8.3,1.4,,17.0,,,,,16.7,-6.0,,-12.0,,,,,-13.0,-9.7,-16.6,,-1.0,,,,,-1.3,,False,,,,,False,False,False,,True,,,,,True
13111,16,13.0,,20.0,,,,,16.0,15.3,3.3,17.0,18.0,,,,,11.2,-3.0,,4.0,,,,,0.0,-0.7,-12.7,1.0,2.0,,,,,-4.8,,False,,,,,True,True,False,True,True,,,,,False
13113,101,84.0,,148.0,,,,,113.0,42.3,57.0,43.3,108.0,,92.4,,,137.3,-17.0,,47.0,,,,,12.0,-58.7,-44.0,-57.7,7.0,,-8.6,,,36.3,,False,,,,,True,False,False,False,True,,True,,,False
13115,130,93.0,,162.0,,,,,228.0,47.9,43.7,78.3,106.0,,88.4,,,120.3,-37.0,,32.0,,,,,98.0,-82.1,-86.3,-51.7,-24.0,,-41.6,,,-9.7,,True,,,,,False,False,False,False,True,,False,,,True
13117,189,156.0,,295.0,,,,,312.0,116.5,98.9,165.5,185.0,,209.2,,,207.3,-33.0,,106.0,,,,,123.0,-72.5,-90.1,-23.5,-4.0,,20.2,,,18.3,,False,,,,,False,False,False,True,True,,True,,,True
13119,33,36.0,,26.0,,,,,54.0,20.2,15.8,23.5,38.0,,,,,43.4,3.0,,-7.0,,,,,21.0,-12.8,-17.2,-9.5,5.0,,,,,10.4,,False,,,,,False,False,False,False,False,,,,,False
13121,1921,1927.0,,2706.0,,,,,1230.0,577.8,1906.8,655.9,2427.0,,2489.7,,,3000.1,6.0,,785.0,,,,,-691.0,-1343.2,-14.2,-1265.1,506.0,,568.7,,,1079.1,,False,,,,,False,False,False,False,False,,False,,,False
13123,44,14.0,,7.0,,,,,36.0,19.1,2.6,6.0,18.0,,,,,28.7,-30.0,,-37.0,,,,,-8.0,-24.9,-41.4,-38.0,-26.0,,,,,-15.3,,False,,,,,True,True,False,False,True,,,,,True
13125,4,5.0,,0.0,,,,,2.0,5.8,0.3,,0.0,,,,,6.6,1.0,,-4.0,,,,,-2.0,1.8,-3.7,,-4.0,,,,,2.6,,False,,,,,False,False,False,,False,,,,,False
13127,411,580.0,,1023.0,,,,,367.0,128.5,363.5,171.8,1084.0,,,,,779.4,169.0,,612.0,,,,,-44.0,-282.5,-47.5,-239.2,673.0,,,,,368.4,,False,,,,,True,False,True,False,False,,,,,False
13129,83,91.0,,88.0,,,,,120.0,46.9,35.8,67.3,100.0,,81.4,,,106.8,8.0,,5.0,,,,,37.0,-36.1,-47.2,-15.7,17.0,,-1.6,,,23.8,,True,,,,,False,False,False,False,False,,True,,,False
13131,30,40.0,,42.0,,,,,107.0,25.8,23.6,24.1,48.0,,,,,54.9,10.0,,12.0,,,,,77.0,-4.2,-6.4,-5.9,18.0,,,,,24.9,,False,,,,,False,True,True,True,False,,,,,False
13133,16,4.0,,7.0,,,,,14.0,8.3,1.0,6.5,,,,,,4.4,-12.0,,-9.0,,,,,-2.0,-7.7,-15.0,-9.5,,,,,,-11.6,,True,,,,,True,True,False,True,,,,,,True
13135,1592,1878.0,,3357.0,,,,,1007.0,642.5,1504.5,1296.3,2287.0,,2146.9,,,2213.2,286.0,,1765.0,,,,,-585.0,-949.5,-87.5,-295.7,695.0,,554.9,,,621.2,,False,,,,,False,False,True,False,False,,False,,,False
13137,45,55.0,,52.0,,,,,133.0,76.6,18.7,21.8,77.0,,,,,70.0,10.0,,7.0,,,,,88.0,31.6,-26.3,-23.2,32.0,,,,,25.0,,True,,,,,False,False,False,False,False,,,,,False
13139,379,294.0,,368.0,,,,,473.0,234.5,179.9,68.5,377.0,,294.5,,,392.5,-85.0,,-11.0,,,,,94.0,-144.5,-199.1,-310.5,-2.0,,-84.5,,,13.5,,True,,,,,False,False,False,False,True,,True,,,True
13141,7,10.0,,7.0,,,,,5.0,7.8,1.5,0.8,,,,,,16.2,3.0,,0.0,,,,,-2.0,0.8,-5.5,-6.2,,,,,,9.2,,True,,,,,True,True,False,False,,,,,,False
13143,22,15.0,,15.0,,,,,30.0,15.5,5.8,,20.0,,,,,24.9,-7.0,,-7.0,,,,,8.0,-6.5,-16.2,,-2.0,,,,,2.9,,False,,,,,False,True,False,,True,,,,,True
13145,52,65.0,,75.0,,,,,100.0,62.0,28.7,49.5,81.0,,,,,68.0,13.0,,23.0,,,,,48.0,10.0,-23.3,-2.5,29.0,,,,,16.0,,False,,,,,False,True,False,True,False,,,,,False
13147,29,25.0,,24.0,,,,,18.0,15.7,5.6,,33.0,,,,,61.6,-4.0,,-5.0,,,,,-11.0,-13.3,-23.4,,4.0,,,,,32.6,,False,,,,,False,False,False,,False,,,,,False
13149,17,15.0,,9.0,,,,,10.0,6.9,4.1,,19.0,,,,,65.3,-2.0,,-8.0,,,,,-7.0,-10.1,-12.9,,2.0,,,,,48.3,,False,,,,,False,False,False,,False,,,,,False
