,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
20063,88,175.0,,0.0,,,,,58.0,,269.4,,124.0,,,0.0,87.0,,-88.0,,,,,-30.0,,181.4,,36.0,,,-88.0,,False,,,,,True,,False,,True,,,False
20065,116,65.0,,,,,,,32.0,,37.2,,25.0,,,46.0,-51.0,,,,,,,-84.0,,-78.8,,-91.0,,,-70.0,,,,,,,False,,False,,False,,,False
20067,337,305.0,,86.0,,,,,226.0,,329.7,,235.0,,,0.0,-32.0,,-251.0,,,,,-111.0,,-7.3,,-102.0,,,-337.0,,False,,,,,False,,True,,False,,,False
20069,196,0.0,,3.0,,,,,77.0,,12.3,,60.0,,,0.0,-196.0,,-193.0,,,,,-119.0,,-183.7,,-136.0,,,-196.0,,True,,,,,True,,True,,True,,,False
20071,37,85.0,,0.0,,,,,39.0,,118.3,,28.5,,,17.0,48.0,,-37.0,,,,,2.0,,81.3,,-8.5,,,-20.0,,True,,,,,True,,False,,True,,,True
20073,208,170.0,,32.0,,,,,79.0,,504.0,,81.0,,,71.0,-38.0,,-176.0,,,,,-129.0,,296.0,,-127.0,,,-137.0,,False,,,,,False,,False,,False,,,False
20075,102,0.0,,0.0,,,,,54.0,,8.8,,19.0,,,1.0,-102.0,,-102.0,,,,,-48.0,,-93.2,,-83.0,,,-101.0,,False,,,,,True,,True,,True,,,True
20077,172,135.0,,0.0,,,,,69.0,,154.5,,63.0,,,56.0,-37.0,,-172.0,,,,,-103.0,,-17.5,,-109.0,,,-116.0,,False,,,,,False,,True,,False,,,False
20079,1215,825.0,,1846.0,,,,,387.0,,3081.0,,409.0,,,420.0,-390.0,,631.0,,,,,-828.0,,1866.0,,-806.0,,,-795.0,,False,,,,,False,,False,,False,,,False
20081,133,405.0,,,,,,,80.0,,498.4,,0.0,,,45.0,272.0,,,,,,,-53.0,,365.4,,-133.0,,,-88.0,,,,,,,True,,False,,True,,,True
20083,66,235.0,,39.0,,,,,29.0,,675.3,,28.0,,,21.0,169.0,,-27.0,,,,,-37.0,,609.3,,-38.0,,,-45.0,,True,,,,,True,,False,,True,,,True
20085,449,300.0,,335.0,,,,,188.0,,296.6,,137.0,,,164.0,-149.0,,-114.0,,,,,-261.0,,-152.4,,-312.0,,,-285.0,,True,,,,,False,,False,,False,,,False
20087,540,275.0,,477.0,,,,,240.0,,711.7,,140.0,,,190.0,-265.0,,-63.0,,,,,-300.0,,171.7,,-400.0,,,-350.0,,True,,,,,False,,True,,False,,,False
20089,92,15.0,,0.0,,,,,39.0,,19.0,,10.0,,,25.0,-77.0,,-92.0,,,,,-53.0,,-73.0,,-82.0,,,-67.0,,False,,,,,True,,True,,False,,,True
20091,14305,9100.0,,8036.0,,,,,5216.0,,10519.3,,13892.0,,5361.5,6406.0,-5205.0,,-6269.0,,,,,-9089.0,,-3785.7,,-413.0,,-8943.5,-7899.0,,False,,,,,False,,True,,True,,False,False
20093,444,70.0,,0.0,,,,,69.0,,21.6,,60.0,,,15.0,-374.0,,-444.0,,,,,-375.0,,-422.4,,-384.0,,,-429.0,,False,,,,,False,,False,,False,,,False
20095,294,90.0,,58.0,,,,,63.0,,170.8,,53.0,,,24.0,-204.0,,-236.0,,,,,-231.0,,-123.2,,-241.0,,,-270.0,,False,,,,,False,,True,,False,,,False
20097,44,0.0,,0.0,,,,,29.0,,10.2,,30.0,,,0.0,-44.0,,-44.0,,,,,-15.0,,-33.8,,-14.0,,,-44.0,,False,,,,,True,,True,,True,,,False
20099,785,200.0,,260.0,,,,,373.0,,468.0,,190.0,,,103.0,-585.0,,-525.0,,,,,-412.0,,-317.0,,-595.0,,,-682.0,,True,,,,,True,,True,,False,,,False
20101,65,65.0,,3.0,,,,,28.0,,356.9,,23.0,,,25.0,0.0,,-62.0,,,,,-37.0,,291.9,,-42.0,,,-40.0,,False,,,,,False,,False,,False,,,False
20103,1517,730.0,,,,,,,1162.0,,659.1,,487.5,,575.2,521.0,-787.0,,,,,,,-355.0,,-857.9,,-1029.5,,-941.8,-996.0,,,,,,,True,,False,,False,,False,False
20105,121,0.0,,0.0,,,,,30.0,,9.3,,8.0,,,0.0,-121.0,,-121.0,,,,,-91.0,,-111.7,,-113.0,,,-121.0,,False,,,,,True,,True,,True,,,False
20107,233,140.0,,84.0,,,,,133.0,,243.5,,53.0,,,146.0,-93.0,,-149.0,,,,,-100.0,,10.5,,-180.0,,,-87.0,,False,,,,,False,,True,,False,,,True
20109,105,370.0,,0.0,,,,,53.0,,398.0,,49.0,,,24.0,265.0,,-105.0,,,,,-52.0,,293.0,,-56.0,,,-81.0,,True,,,,,True,,False,,True,,,True
20111,1470,825.0,,1520.0,,,,,695.0,,1193.5,,596.0,,404.9,238.0,-645.0,,50.0,,,,,-775.0,,-276.5,,-874.0,,-1065.1,-1232.0,,True,,,,,False,,True,,False,,False,False
20113,1275,1010.0,,2374.0,,,,,348.0,,3218.7,,332.0,,,477.0,-265.0,,1099.0,,,,,-927.0,,1943.7,,-943.0,,,-798.0,,False,,,,,False,,False,,False,,,False
20115,299,265.0,,258.0,,,,,120.0,,781.6,,82.0,,,221.0,-34.0,,-41.0,,,,,-179.0,,482.6,,-217.0,,,-78.0,,False,,,,,False,,False,,False,,,False
20117,564,180.0,,129.0,,,,,152.0,,202.2,,58.0,,,167.0,-384.0,,-435.0,,,,,-412.0,,-361.8,,-506.0,,,-397.0,,False,,,,,False,,True,,False,,,False
20119,163,40.0,,0.0,,,,,56.0,,25.1,,29.0,,,23.0,-123.0,,-163.0,,,,,-107.0,,-137.9,,-134.0,,,-140.0,,False,,,,,True,,False,,False,,,False
20121,691,210.0,,262.0,,,,,467.0,,253.7,,175.0,,,52.0,-481.0,,-429.0,,,,,-224.0,,-437.3,,-516.0,,,-639.0,,True,,,,,True,,True,,False,,,False
20123,245,35.0,,7.0,,,,,102.0,,49.9,,14.0,,,65.0,-210.0,,-238.0,,,,,-143.0,,-195.1,,-231.0,,,-180.0,,False,,,,,True,,True,,False,,,True
20125,713,0.0,,14.0,,,,,605.0,,114.0,,264.0,,,11.0,-713.0,,-699.0,,,,,-108.0,,-599.0,,-449.0,,,-702.0,,True,,,,,True,,True,,True,,,True
20127,173,100.0,,29.0,,,,,55.0,,275.1,,34.0,,,77.0,-73.0,,-144.0,,,,,-118.0,,102.1,,-139.0,,,-96.0,,False,,,,,False,,False,,False,,,False
20129,112,0.0,,0.0,,,,,68.0,,3.1,,26.0,,,0.0,-112.0,,-112.0,,,,,-44.0,,-108.9,,-86.0,,,-112.0,,False,,,,,True,,True,,True,,,False
20131,719,515.0,,452.0,,,,,209.0,,1759.3,,224.0,,,108.0,-204.0,,-267.0,,,,,-510.0,,1040.3,,-495.0,,,-611.0,,False,,,,,False,,False,,False,,,False
20133,521,375.0,,755.0,,,,,329.0,,963.7,,139.0,,,267.0,-146.0,,234.0,,,,,-192.0,,442.7,,-382.0,,,-254.0,,False,,,,,False,,False,,False,,,False
20135,134,95.0,,0.0,,,,,57.0,,9.3,,30.0,,,0.0,-39.0,,-134.0,,,,,-77.0,,-124.7,,-104.0,,,-134.0,,False,,,,,False,,False,,False,,,False
20137,230,1095.0,,243.0,,,,,181.0,,963.2,,826.0,,,498.0,865.0,,13.0,,,,,-49.0,,733.2,,596.0,,,268.0,,True,,,,,True,,True,,True,,,True
20139,454,140.0,,148.0,,,,,184.0,,341.3,,77.5,,,170.0,-314.0,,-306.0,,,,,-270.0,,-112.7,,-376.5,,,-284.0,,True,,,,,True,,True,,False,,,True
20141,76,10.0,,0.0,,,,,50.0,,29.2,,14.0,,,5.0,-66.0,,-76.0,,,,,-26.0,,-46.8,,-62.0,,,-71.0,,False,,,,,True,,True,,True,,,False
20143,194,45.0,,4.0,,,,,77.0,,74.0,,53.0,,,27.0,-149.0,,-190.0,,,,,-117.0,,-120.0,,-141.0,,,-167.0,,False,,,,,True,,True,,True,,,False
20145,389,45.0,,0.0,,,,,135.0,,51.0,,35.0,,,9.0,-344.0,,-389.0,,,,,-254.0,,-338.0,,-354.0,,,-380.0,,False,,,,,True,,True,,False,,,False
20147,255,235.0,,0.0,,,,,129.0,,298.9,,247.0,,,0.0,-20.0,,-255.0,,,,,-126.0,,43.9,,-8.0,,,-255.0,,False,,,,,False,,False,,True,,,False
20149,344,235.0,,214.0,,,,,472.0,,452.9,,112.0,,,381.0,-109.0,,-130.0,,,,,128.0,,108.9,,-232.0,,,37.0,,False,,,,,False,,True,,False,,,True
20151,315,465.0,,875.0,,,,,124.0,,3587.2,,177.0,,,115.0,150.0,,560.0,,,,,-191.0,,3272.2,,-138.0,,,-200.0,,False,,,,,False,,False,,True,,,False
20153,82,165.0,,0.0,,,,,49.0,,70.9,,73.0,,,17.0,83.0,,-82.0,,,,,-33.0,,-11.1,,-9.0,,,-65.0,,True,,,,,True,,True,,True,,,True
20155,3304,2720.0,,3237.0,,,,,1242.0,,3032.7,,2050.5,,1279.0,547.0,-584.0,,-67.0,,,,,-2062.0,,-271.3,,-1253.5,,-2025.0,-2757.0,,True,,,,,False,,True,,False,,False,False
20157,346,125.0,,3.0,,,,,88.0,,268.7,,53.0,,,71.0,-221.0,,-343.0,,,,,-258.0,,-77.3,,-293.0,,,-275.0,,False,,,,,False,,True,,False,,,False
20159,420,105.0,,138.0,,,,,119.0,,219.1,,83.0,,,40.0,-315.0,,-282.0,,,,,-301.0,,-200.9,,-337.0,,,-380.0,,True,,,,,True,,True,,False,,,False
20161,1767,915.0,,2513.0,,,,,1484.0,,712.4,,495.0,,713.2,0.0,-852.0,,746.0,,,,,-283.0,,-1054.6,,-1272.0,,-1053.8,-1767.0,,True,,,,,True,,False,,False,,False,False
20163,217,150.0,,36.0,,,,,76.0,,103.5,,66.0,,,48.0,-67.0,,-181.0,,,,,-141.0,,-113.5,,-151.0,,,-169.0,,False,,,,,False,,False,,False,,,False
20165,220,0.0,,0.0,,,,,41.0,,5.6,,0.0,,,0.0,-220.0,,-220.0,,,,,-179.0,,-214.4,,-220.0,,,-220.0,,False,,,,,True,,True,,False,,,False
20167,391,290.0,,127.0,,,,,122.0,,613.4,,142.0,,,77.0,-101.0,,-264.0,,,,,-269.0,,222.4,,-249.0,,,-314.0,,False,,,,,False,,False,,False,,,False
20169,1905,905.0,,1772.0,,,,,939.0,,1187.4,,531.0,,892.3,461.0,-1000.0,,-133.0,,,,,-966.0,,-717.6,,-1374.0,,-1012.7,-1444.0,,True,,,,,True,,True,,False,,False,False
20171,237,220.0,,19.0,,,,,103.0,,331.7,,102.0,,,43.0,-17.0,,-218.0,,,,,-134.0,,94.7,,-135.0,,,-194.0,,False,,,,,False,,False,,False,,,False
20173,16871,10675.0,,15594.0,,,,,6451.0,,16671.9,,21915.5,,4876.2,3420.0,-6196.0,,-1277.0,,,,,-10420.0,,-199.1,,5044.5,,-11994.8,-13451.0,,True,,,,,False,,True,,True,,False,False
20175,1013,700.0,,220.0,,,,,1464.0,,332.1,,493.0,,348.2,686.0,-313.0,,-793.0,,,,,451.0,,-680.9,,-520.0,,-664.8,-327.0,,False,,,,,False,,False,,False,,False,False
20177,5225,3025.0,,8765.0,,,,,3253.0,,4593.5,,5184.5,,1619.2,1987.0,-2200.0,,3540.0,,,,,-1972.0,,-631.5,,-40.5,,-3605.8,-3238.0,,False,,,,,True,,True,,True,,False,False
20179,117,115.0,,0.0,,,,,56.0,,181.6,,167.0,,,0.0,-2.0,,-117.0,,,,,-61.0,,64.6,,50.0,,,-117.0,,False,,,,,False,,False,,False,,,False
20181,209,185.0,,173.0,,,,,150.0,,330.1,,198.0,,,24.0,-24.0,,-36.0,,,,,-59.0,,121.1,,-11.0,,,-185.0,,False,,,,,False,,False,,True,,,False
20183,128,105.0,,42.0,,,,,50.0,,496.0,,24.0,,,90.0,-23.0,,-86.0,,,,,-78.0,,368.0,,-104.0,,,-38.0,,False,,,,,False,,False,,False,,,False
20185,128,105.0,,0.0,,,,,49.0,,290.5,,48.0,,,43.0,-23.0,,-128.0,,,,,-79.0,,162.5,,-80.0,,,-85.0,,False,,,,,False,,False,,False,,,False
20187,44,10.0,,0.0,,,,,34.0,,9.4,,5.0,,,2.0,-34.0,,-44.0,,,,,-10.0,,-34.6,,-39.0,,,-42.0,,False,,,,,True,,False,,False,,,False
20189,177,185.0,,119.0,,,,,179.0,,225.4,,103.0,,,30.0,8.0,,-58.0,,,,,2.0,,48.4,,-74.0,,,-147.0,,False,,,,,True,,False,,False,,,False
20191,638,365.0,,829.0,,,,,222.0,,635.2,,153.0,,,236.0,-273.0,,191.0,,,,,-416.0,,-2.8,,-485.0,,,-402.0,,True,,,,,False,,True,,False,,,False
20193,368,460.0,,322.0,,,,,233.0,,639.7,,175.0,,,0.0,92.0,,-46.0,,,,,-135.0,,271.7,,-193.0,,,-368.0,,True,,,,,False,,False,,False,,,False
20195,132,75.0,,0.0,,,,,42.0,,131.0,,58.0,,,15.0,-57.0,,-132.0,,,,,-90.0,,-1.0,,-74.0,,,-117.0,,False,,,,,False,,True,,False,,,False
20197,224,150.0,,35.0,,,,,59.0,,304.5,,36.0,,,153.0,-74.0,,-189.0,,,,,-165.0,,80.5,,-188.0,,,-71.0,,False,,,,,False,,False,,False,,,True
20199,54,95.0,,0.0,,,,,39.0,,613.0,,63.0,,,4.0,41.0,,-54.0,,,,,-15.0,,559.0,,9.0,,,-50.0,,False,,,,,True,,False,,True,,,False
20201,277,235.0,,45.0,,,,,76.0,,2061.6,,47.0,,,129.0,-42.0,,-232.0,,,,,-201.0,,1784.6,,-230.0,,,-148.0,,False,,,,,False,,False,,False,,,False
20203,97,35.0,,0.0,,,,,42.0,,29.1,,39.0,,,6.0,-62.0,,-97.0,,,,,-55.0,,-67.9,,-58.0,,,-91.0,,False,,,,,True,,False,,True,,,False
20205,305,135.0,,65.0,,,,,120.0,,163.6,,68.0,,,119.0,-170.0,,-240.0,,,,,-185.0,,-141.4,,-237.0,,,-186.0,,False,,,,,False,,True,,False,,,False
20207,46,75.0,,38.0,,,,,42.0,,94.0,,19.0,,,83.0,29.0,,-8.0,,,,,-4.0,,48.0,,-27.0,,,37.0,,True,,,,,True,,False,,True,,,False
20209,4030,1855.0,,2323.0,,,,,2667.0,,1517.0,,1711.0,,1048.6,1807.0,-2175.0,,-1707.0,,,,,-1363.0,,-2513.0,,-2319.0,,-2981.4,-2223.0,,True,,,,,True,,False,,False,,False,False
21001,426,115.0,,143.0,,,,,252.0,,95.6,,52.0,,,45.0,-311.0,,-283.0,,,,,-174.0,,-330.4,,-374.0,,,-381.0,,True,,,,,True,,False,,False,,,False
21003,296,175.0,,111.0,,,,,313.0,,233.3,,79.5,,,148.0,-121.0,,-185.0,,,,,17.0,,-62.7,,-216.5,,,-148.0,,False,,,,,True,,True,,False,,,False
21005,395,170.0,,201.0,,,,,162.0,,269.2,,204.0,,,230.0,-225.0,,-194.0,,,,,-233.0,,-125.8,,-191.0,,,-165.0,,True,,,,,False,,True,,True,,,True
21007,100,120.0,,181.0,,,,,84.0,,229.5,,127.0,,,272.0,20.0,,81.0,,,,,-16.0,,129.5,,27.0,,,172.0,,False,,,,,True,,False,,False,,,False
21009,786,870.0,,1152.0,,,,,586.0,,1567.6,,949.0,,873.8,323.0,84.0,,366.0,,,,,-200.0,,781.6,,163.0,,87.8,-463.0,,False,,,,,False,,False,,False,,False,False
21011,223,120.0,,219.0,,,,,138.0,,101.5,,144.0,,,75.0,-103.0,,-4.0,,,,,-85.0,,-121.5,,-79.0,,,-148.0,,True,,,,,True,,False,,True,,,False
21013,604,530.0,,860.0,,,,,403.0,,1513.5,,810.0,,,245.0,-74.0,,256.0,,,,,-201.0,,909.5,,206.0,,,-359.0,,False,,,,,False,,False,,False,,,False
21015,3402,1680.0,,2691.0,,,,,1814.0,,2273.8,,2862.0,,1461.6,1377.0,-1722.0,,-711.0,,,,,-1588.0,,-1128.2,,-540.0,,-1940.4,-2025.0,,True,,,,,True,,True,,True,,False,False
21017,334,195.0,,170.0,,,,,249.0,,292.1,,203.0,,,186.0,-139.0,,-164.0,,,,,-85.0,,-41.9,,-131.0,,,-148.0,,False,,,,,True,,True,,True,,,False
21019,1655,655.0,,1366.0,,,,,684.0,,1132.7,,976.5,,,286.0,-1000.0,,-289.0,,,,,-971.0,,-522.3,,-678.5,,,-1369.0,,True,,,,,True,,True,,True,,,False
21021,938,290.0,,332.0,,,,,305.0,,473.9,,292.0,,,344.0,-648.0,,-606.0,,,,,-633.0,,-464.1,,-646.0,,,-594.0,,True,,,,,True,,True,,True,,,True
21023,130,40.0,,35.0,,,,,94.0,,54.0,,27.0,,,43.0,-90.0,,-95.0,,,,,-36.0,,-76.0,,-103.0,,,-87.0,,False,,,,,True,,True,,False,,,True
21025,273,175.0,,335.0,,,,,165.0,,320.1,,214.0,,,129.0,-98.0,,62.0,,,,,-108.0,,47.1,,-59.0,,,-144.0,,True,,,,,False,,True,,True,,,False
21027,223,385.0,,1095.0,,,,,174.0,,1515.7,,485.0,,,387.0,162.0,,872.0,,,,,-49.0,,1292.7,,262.0,,,164.0,,False,,,,,True,,False,,False,,,False
21029,1677,1405.0,,1794.0,,,,,813.0,,2273.2,,1848.0,,729.0,2156.0,-272.0,,117.0,,,,,-864.0,,596.2,,171.0,,-948.0,479.0,,True,,,,,False,,False,,True,,False,False
21031,213,125.0,,34.0,,,,,174.0,,120.3,,114.0,,,125.0,-88.0,,-179.0,,,,,-39.0,,-92.7,,-99.0,,,-88.0,,False,,,,,True,,False,,False,,,False
21033,416,335.0,,298.0,,,,,213.0,,1064.2,,271.0,,,159.0,-81.0,,-118.0,,,,,-203.0,,648.2,,-145.0,,,-257.0,,False,,,,,False,,False,,False,,,False
21035,890,480.0,,467.0,,,,,670.0,,794.1,,514.0,,204.0,254.0,-410.0,,-423.0,,,,,-220.0,,-95.9,,-376.0,,-686.0,-636.0,,False,,,,,True,,True,,True,,False,False
21037,1938,1515.0,,2419.0,,,,,1547.0,,2620.2,,2856.5,,920.4,1072.0,-423.0,,481.0,,,,,-391.0,,682.2,,918.5,,-1017.6,-866.0,,False,,,,,True,,False,,False,,False,False
21039,127,90.0,,35.0,,,,,75.0,,133.6,,53.0,,,102.0,-37.0,,-92.0,,,,,-52.0,,6.6,,-74.0,,,-25.0,,False,,,,,False,,True,,False,,,True
21041,192,85.0,,99.0,,,,,185.0,,78.9,,52.0,,,66.0,-107.0,,-93.0,,,,,-7.0,,-113.1,,-140.0,,,-126.0,,True,,,,,True,,False,,False,,,False
21043,541,195.0,,238.0,,,,,341.0,,554.7,,227.0,,,147.0,-346.0,,-303.0,,,,,-200.0,,13.7,,-314.0,,,-394.0,,True,,,,,True,,True,,True,,,False
21045,308,90.0,,96.0,,,,,133.0,,81.6,,55.0,,,150.0,-218.0,,-212.0,,,,,-175.0,,-226.4,,-253.0,,,-158.0,,True,,,,,True,,False,,False,,,True
21047,1294,970.0,,1616.0,,,,,1158.0,,1211.7,,959.0,,548.3,898.0,-324.0,,322.0,,,,,-136.0,,-82.3,,-335.0,,-745.7,-396.0,,True,,,,,True,,True,,False,,False,False
21049,579,315.0,,240.0,,,,,397.0,,383.2,,294.0,,,277.0,-264.0,,-339.0,,,,,-182.0,,-195.8,,-285.0,,,-302.0,,False,,,,,True,,True,,False,,,False
21051,527,370.0,,540.0,,,,,310.0,,684.2,,338.0,,,135.0,-157.0,,13.0,,,,,-217.0,,157.2,,-189.0,,,-392.0,,True,,,,,False,,False,,False,,,False
21053,269,90.0,,85.0,,,,,168.0,,106.8,,26.0,,,3.0,-179.0,,-184.0,,,,,-101.0,,-162.2,,-243.0,,,-266.0,,False,,,,,True,,True,,False,,,False
21055,119,55.0,,13.0,,,,,134.0,,50.0,,21.0,,,34.0,-64.0,,-106.0,,,,,15.0,,-69.0,,-98.0,,,-85.0,,False,,,,,True,,False,,False,,,False
21057,144,40.0,,65.0,,,,,76.0,,71.1,,36.0,,,8.0,-104.0,,-79.0,,,,,-68.0,,-72.9,,-108.0,,,-136.0,,True,,,,,True,,True,,False,,,False
21059,2234,1175.0,,2362.0,,,,,1406.0,,1505.2,,1582.0,,1175.0,1021.0,-1059.0,,128.0,,,,,-828.0,,-728.8,,-652.0,,-1059.0,-1213.0,,True,,,,,True,,True,,True,,True,False
21061,255,95.0,,112.0,,,,,102.0,,74.0,,81.0,,,147.0,-160.0,,-143.0,,,,,-153.0,,-181.0,,-174.0,,,-108.0,,True,,,,,True,,False,,False,,,True
21063,334,230.0,,227.0,,,,,105.0,,73.6,,205.0,,,29.0,-104.0,,-107.0,,,,,-229.0,,-260.4,,-129.0,,,-305.0,,False,,,,,False,,False,,False,,,False
21065,226,135.0,,140.0,,,,,199.0,,230.4,,111.0,,,69.0,-91.0,,-86.0,,,,,-27.0,,4.4,,-115.0,,,-157.0,,True,,,,,True,,True,,False,,,False
21067,8244,5415.0,,3223.0,,,,,3867.0,,6980.2,,6807.5,,4569.1,3092.0,-2829.0,,-5021.0,,,,,-4377.0,,-1263.8,,-1436.5,,-3674.9,-5152.0,,False,,,,,False,,True,,True,,False,False
21069,299,135.0,,171.0,,,,,227.0,,233.3,,85.0,,,56.0,-164.0,,-128.0,,,,,-72.0,,-65.7,,-214.0,,,-243.0,,True,,,,,True,,True,,False,,,False
21071,889,925.0,,1512.0,,,,,425.0,,4666.5,,1872.5,,,763.0,36.0,,623.0,,,,,-464.0,,3777.5,,983.5,,,-126.0,,False,,,,,False,,False,,False,,,False
21073,804,390.0,,880.0,,,,,558.0,,465.1,,598.0,,,296.0,-414.0,,76.0,,,,,-246.0,,-338.9,,-206.0,,,-508.0,,True,,,,,True,,True,,True,,,False
21075,82,30.0,,25.0,,,,,98.0,,35.4,,8.0,,,11.0,-52.0,,-57.0,,,,,16.0,,-46.6,,-74.0,,,-71.0,,False,,,,,True,,True,,False,,,False
21077,239,50.0,,75.0,,,,,123.0,,57.4,,41.0,,,111.0,-189.0,,-164.0,,,,,-116.0,,-181.6,,-198.0,,,-128.0,,True,,,,,True,,True,,False,,,True
21079,408,75.0,,113.0,,,,,182.0,,291.8,,32.0,,,22.0,-333.0,,-295.0,,,,,-226.0,,-116.2,,-376.0,,,-386.0,,True,,,,,True,,True,,False,,,False
21081,628,310.0,,584.0,,,,,356.0,,503.1,,571.0,,,420.0,-318.0,,-44.0,,,,,-272.0,,-124.9,,-57.0,,,-208.0,,True,,,,,True,,True,,True,,,True
21083,1124,675.0,,2830.0,,,,,737.0,,805.7,,1075.0,,,540.0,-449.0,,1706.0,,,,,-387.0,,-318.3,,-49.0,,,-584.0,,False,,,,,True,,True,,True,,,False
21085,458,425.0,,1317.0,,,,,304.0,,859.3,,449.0,,,853.0,-33.0,,859.0,,,,,-154.0,,401.3,,-9.0,,,395.0,,False,,,,,False,,False,,True,,,False
21087,225,115.0,,0.0,,,,,123.0,,76.5,,82.0,,,36.0,-110.0,,-225.0,,,,,-102.0,,-148.5,,-143.0,,,-189.0,,False,,,,,True,,False,,False,,,False
21089,1068,485.0,,802.0,,,,,589.0,,837.2,,459.0,,,378.0,-583.0,,-266.0,,,,,-479.0,,-230.8,,-609.0,,,-690.0,,True,,,,,True,,True,,False,,,False
21091,180,95.0,,149.0,,,,,89.0,,190.1,,90.0,,,39.0,-85.0,,-31.0,,,,,-91.0,,10.1,,-90.0,,,-141.0,,True,,,,,False,,True,,False,,,False
21093,2476,1825.0,,1497.0,,,,,1128.0,,3079.4,,2942.0,,1493.9,946.0,-651.0,,-979.0,,,,,-1348.0,,603.4,,466.0,,-982.1,-1530.0,,False,,,,,False,,True,,True,,False,False
21095,490,295.0,,444.0,,,,,352.0,,468.6,,220.5,,,217.0,-195.0,,-46.0,,,,,-138.0,,-21.4,,-269.5,,,-273.0,,True,,,,,True,,True,,False,,,False
21097,278,125.0,,127.0,,,,,295.0,,203.9,,123.0,,,127.0,-153.0,,-151.0,,,,,17.0,,-74.1,,-155.0,,,-151.0,,True,,,,,True,,True,,False,,,True
21099,548,460.0,,590.0,,,,,216.0,,1016.7,,477.0,,,211.0,-88.0,,42.0,,,,,-332.0,,468.7,,-71.0,,,-337.0,,True,,,,,False,,False,,True,,,False
21101,943,750.0,,1164.0,,,,,682.0,,915.5,,706.0,,797.0,509.0,-193.0,,221.0,,,,,-261.0,,-27.5,,-237.0,,-146.0,-434.0,,False,,,,,False,,True,,False,,True,False
21103,313,175.0,,399.0,,,,,184.0,,406.4,,213.0,,,52.0,-138.0,,86.0,,,,,-129.0,,93.4,,-100.0,,,-261.0,,True,,,,,True,,True,,True,,,False
21105,83,30.0,,31.0,,,,,53.0,,32.4,,23.0,,,7.0,-53.0,,-52.0,,,,,-30.0,,-50.6,,-60.0,,,-76.0,,True,,,,,True,,True,,False,,,False
21107,934,780.0,,726.0,,,,,691.0,,865.4,,703.0,,838.2,787.0,-154.0,,-208.0,,,,,-243.0,,-68.6,,-231.0,,-95.8,-147.0,,False,,,,,False,,True,,False,,True,True
21109,189,195.0,,142.0,,,,,177.0,,358.2,,258.0,,,86.0,6.0,,-47.0,,,,,-12.0,,169.2,,69.0,,,-103.0,,False,,,,,False,,False,,False,,,False
21111,18118,11845.0,,12925.0,,,,,8373.0,,14882.4,,11587.5,,6505.7,6528.0,-6273.0,,-5193.0,,,,,-9745.0,,-3235.6,,-6530.5,,-11612.3,-11590.0,,True,,,,,False,,True,,False,,False,False
21113,1105,530.0,,381.0,,,,,556.0,,837.2,,396.0,,498.5,0.0,-575.0,,-724.0,,,,,-549.0,,-267.8,,-709.0,,-606.5,-1105.0,,False,,,,,True,,True,,False,,False,False
21115,495,520.0,,720.0,,,,,304.0,,2374.8,,406.0,,,489.0,25.0,,225.0,,,,,-191.0,,1879.8,,-89.0,,,-6.0,,False,,,,,False,,False,,False,,,True
21117,3515,2325.0,,2403.0,,,,,2770.0,,3779.7,,4687.5,,1453.9,1650.0,-1190.0,,-1112.0,,,,,-745.0,,264.7,,1172.5,,-2061.1,-1865.0,,True,,,,,True,,True,,True,,False,False
21119,239,165.0,,177.0,,,,,129.0,,304.5,,156.0,,,55.0,-74.0,,-62.0,,,,,-110.0,,65.5,,-83.0,,,-184.0,,True,,,,,False,,True,,False,,,False
21121,510,400.0,,284.0,,,,,532.0,,588.5,,382.0,,,266.0,-110.0,,-226.0,,,,,22.0,,78.5,,-128.0,,,-244.0,,False,,,,,True,,True,,False,,,False
21123,337,200.0,,233.0,,,,,137.0,,535.0,,169.0,,,71.0,-137.0,,-104.0,,,,,-200.0,,198.0,,-168.0,,,-266.0,,True,,,,,False,,False,,False,,,False
