,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
21125,1188,1230.0,,2111.0,,,,,863.0,,2166.4,,1585.5,,1442.8,1142.0,42.0,,923.0,,,,,-325.0,,978.4,,397.5,,254.8,-46.0,,False,,,,,False,,False,,False,,False,False
21127,357,105.0,,89.0,,,,,186.0,,168.9,,58.0,,,122.0,-252.0,,-268.0,,,,,-171.0,,-188.1,,-299.0,,,-235.0,,False,,,,,True,,True,,False,,,True
21129,792,90.0,,97.0,,,,,90.0,,61.0,,5.0,,,15.0,-702.0,,-695.0,,,,,-702.0,,-731.0,,-787.0,,,-777.0,,True,,,,,False,,False,,False,,,False
21131,220,105.0,,75.0,,,,,100.0,,225.3,,67.0,,,104.0,-115.0,,-145.0,,,,,-120.0,,5.3,,-153.0,,,-116.0,,False,,,,,False,,True,,False,,,False
21133,334,180.0,,152.0,,,,,222.0,,314.8,,116.0,,,232.0,-154.0,,-182.0,,,,,-112.0,,-19.2,,-218.0,,,-102.0,,False,,,,,True,,True,,False,,,True
21135,259,270.0,,97.0,,,,,161.0,,540.7,,521.0,,,175.0,11.0,,-162.0,,,,,-98.0,,281.7,,262.0,,,-84.0,,False,,,,,False,,False,,False,,,False
21137,672,225.0,,290.0,,,,,270.0,,558.2,,233.0,,,121.0,-447.0,,-382.0,,,,,-402.0,,-113.8,,-439.0,,,-551.0,,True,,,,,True,,True,,True,,,False
21139,235,170.0,,78.0,,,,,109.0,,198.0,,94.0,,,273.0,-65.0,,-157.0,,,,,-126.0,,-37.0,,-141.0,,,38.0,,False,,,,,False,,True,,False,,,True
21141,529,275.0,,457.0,,,,,423.0,,417.5,,197.0,,,121.0,-254.0,,-72.0,,,,,-106.0,,-111.5,,-332.0,,,-408.0,,True,,,,,True,,True,,False,,,False
21143,119,60.0,,68.0,,,,,88.0,,132.5,,51.0,,,93.0,-59.0,,-51.0,,,,,-31.0,,13.5,,-68.0,,,-26.0,,True,,,,,True,,True,,False,,,True
21145,2174,1320.0,,1791.0,,,,,1159.0,,2687.9,,1985.0,,1031.2,1042.0,-854.0,,-383.0,,,,,-1015.0,,513.9,,-189.0,,-1142.8,-1132.0,,True,,,,,False,,True,,True,,False,False
21147,338,115.0,,76.0,,,,,156.0,,121.8,,41.0,,,121.0,-223.0,,-262.0,,,,,-182.0,,-216.2,,-297.0,,,-217.0,,False,,,,,True,,True,,False,,,True
21149,219,150.0,,210.0,,,,,95.0,,244.6,,102.0,,,41.0,-69.0,,-9.0,,,,,-124.0,,25.6,,-117.0,,,-178.0,,True,,,,,False,,True,,False,,,False
21151,2194,960.0,,1337.0,,,,,1033.0,,978.1,,963.5,,723.8,743.0,-1234.0,,-857.0,,,,,-1161.0,,-1215.9,,-1230.5,,-1470.2,-1451.0,,True,,,,,True,,True,,True,,False,False
21153,385,330.0,,498.0,,,,,144.0,,1150.8,,444.0,,,349.0,-55.0,,113.0,,,,,-241.0,,765.8,,59.0,,,-36.0,,False,,,,,False,,False,,False,,,True
21155,716,380.0,,477.0,,,,,198.0,,933.4,,356.0,,,140.0,-336.0,,-239.0,,,,,-518.0,,217.4,,-360.0,,,-576.0,,True,,,,,False,,True,,False,,,False
21157,608,375.0,,629.0,,,,,481.0,,783.3,,549.0,,,232.0,-233.0,,21.0,,,,,-127.0,,175.3,,-59.0,,,-376.0,,True,,,,,True,,True,,True,,,False
21159,279,185.0,,177.0,,,,,102.0,,459.1,,174.0,,,109.0,-94.0,,-102.0,,,,,-177.0,,180.1,,-105.0,,,-170.0,,False,,,,,False,,False,,False,,,False
21161,519,165.0,,366.0,,,,,287.0,,407.2,,252.0,,,248.0,-354.0,,-153.0,,,,,-232.0,,-111.8,,-267.0,,,-271.0,,True,,,,,True,,True,,True,,,True
21163,438,245.0,,239.0,,,,,246.0,,469.8,,183.0,,,222.0,-193.0,,-199.0,,,,,-192.0,,31.8,,-255.0,,,-216.0,,False,,,,,True,,True,,False,,,False
21165,44,70.0,,66.0,,,,,49.0,,108.8,,49.0,,,41.0,26.0,,22.0,,,,,5.0,,64.8,,5.0,,,-3.0,,True,,,,,True,,False,,True,,,True
21167,522,280.0,,457.0,,,,,203.0,,456.3,,239.0,,,339.0,-242.0,,-65.0,,,,,-319.0,,-65.7,,-283.0,,,-183.0,,True,,,,,False,,True,,False,,,True
21169,250,230.0,,266.0,,,,,88.0,,275.8,,292.5,,,188.0,-20.0,,16.0,,,,,-162.0,,25.8,,42.5,,,-62.0,,True,,,,,False,,False,,False,,,False
21171,375,535.0,,485.0,,,,,157.0,,1419.5,,958.5,,,112.0,160.0,,110.0,,,,,-218.0,,1044.5,,583.5,,,-263.0,,True,,,,,False,,False,,False,,,False
21173,516,520.0,,577.0,,,,,452.0,,1760.2,,770.0,,,206.0,4.0,,61.0,,,,,-64.0,,1244.2,,254.0,,,-310.0,,False,,,,,False,,False,,False,,,False
21175,237,120.0,,170.0,,,,,161.0,,302.1,,209.5,,,73.0,-117.0,,-67.0,,,,,-76.0,,65.1,,-27.5,,,-164.0,,True,,,,,True,,True,,True,,,False
21177,578,225.0,,209.0,,,,,470.0,,251.9,,131.0,,,172.0,-353.0,,-369.0,,,,,-108.0,,-326.1,,-447.0,,,-406.0,,False,,,,,True,,True,,False,,,False
21179,1204,1110.0,,868.0,,,,,460.0,,2416.4,,1787.0,,954.7,478.0,-94.0,,-336.0,,,,,-744.0,,1212.4,,583.0,,-249.3,-726.0,,False,,,,,False,,False,,False,,False,False
21181,76,45.0,,22.0,,,,,102.0,,65.2,,27.0,,,21.0,-31.0,,-54.0,,,,,26.0,,-10.8,,-49.0,,,-55.0,,False,,,,,True,,True,,False,,,False
21183,628,180.0,,192.0,,,,,345.0,,284.5,,214.0,,,138.0,-448.0,,-436.0,,,,,-283.0,,-343.5,,-414.0,,,-490.0,,True,,,,,True,,True,,True,,,False
21185,1458,635.0,,1234.0,,,,,616.0,,711.9,,1072.0,,575.4,914.0,-823.0,,-224.0,,,,,-842.0,,-746.1,,-386.0,,-882.6,-544.0,,True,,,,,False,,True,,True,,False,True
21187,170,40.0,,54.0,,,,,117.0,,35.6,,29.0,,,63.0,-130.0,,-116.0,,,,,-53.0,,-134.4,,-141.0,,,-107.0,,True,,,,,True,,False,,False,,,True
21189,157,35.0,,31.0,,,,,43.0,,52.1,,13.0,,,16.0,-122.0,,-126.0,,,,,-114.0,,-104.9,,-144.0,,,-141.0,,False,,,,,True,,True,,False,,,False
21191,344,120.0,,241.0,,,,,176.0,,181.7,,173.5,,,217.0,-224.0,,-103.0,,,,,-168.0,,-162.3,,-170.5,,,-127.0,,True,,,,,True,,True,,True,,,True
21193,667,410.0,,410.0,,,,,400.0,,578.7,,387.0,,,67.0,-257.0,,-257.0,,,,,-267.0,,-88.3,,-280.0,,,-600.0,,False,,,,,False,,True,,False,,,False
21195,1086,680.0,,540.0,,,,,668.0,,1495.8,,1838.5,,861.2,293.0,-406.0,,-546.0,,,,,-418.0,,409.8,,752.5,,-224.8,-793.0,,False,,,,,False,,False,,False,,True,False
21197,379,245.0,,419.0,,,,,137.0,,362.1,,236.0,,,386.0,-134.0,,40.0,,,,,-242.0,,-16.9,,-143.0,,,7.0,,True,,,,,False,,True,,False,,,True
21199,1412,275.0,,346.0,,,,,875.0,,385.5,,177.0,,174.8,410.0,-1137.0,,-1066.0,,,,,-537.0,,-1026.5,,-1235.0,,-1237.2,-1002.0,,True,,,,,True,,True,,False,,False,True
21201,67,55.0,,,,,,,41.0,,162.6,,88.0,,,15.0,-12.0,,,,,,,-26.0,,95.6,,21.0,,,-52.0,,,,,,,False,,False,,False,,,False
21203,290,185.0,,149.0,,,,,217.0,,266.1,,86.0,,,89.0,-105.0,,-141.0,,,,,-73.0,,-23.9,,-204.0,,,-201.0,,False,,,,,True,,True,,False,,,False
21205,553,410.0,,882.0,,,,,368.0,,721.7,,527.0,,,279.0,-143.0,,329.0,,,,,-185.0,,168.7,,-26.0,,,-274.0,,False,,,,,False,,False,,True,,,False
21207,358,90.0,,51.0,,,,,223.0,,132.7,,18.0,,,37.0,-268.0,,-307.0,,,,,-135.0,,-225.3,,-340.0,,,-321.0,,False,,,,,True,,True,,False,,,False
21209,805,455.0,,326.0,,,,,671.0,,558.6,,500.0,,251.7,254.0,-350.0,,-479.0,,,,,-134.0,,-246.4,,-305.0,,-553.3,-551.0,,False,,,,,True,,True,,True,,False,False
21211,948,505.0,,255.0,,,,,483.0,,605.8,,542.0,,510.7,265.0,-443.0,,-693.0,,,,,-465.0,,-342.2,,-406.0,,-437.3,-683.0,,False,,,,,False,,True,,True,,True,False
21213,550,220.0,,265.0,,,,,228.0,,351.7,,342.0,,,257.0,-330.0,,-285.0,,,,,-322.0,,-198.3,,-208.0,,,-293.0,,True,,,,,True,,True,,True,,,True
21215,449,260.0,,462.0,,,,,130.0,,603.2,,376.0,,,118.0,-189.0,,13.0,,,,,-319.0,,154.2,,-73.0,,,-331.0,,True,,,,,False,,True,,True,,,False
21217,739,290.0,,206.0,,,,,329.0,,447.5,,311.0,,,215.0,-449.0,,-533.0,,,,,-410.0,,-291.5,,-428.0,,,-524.0,,False,,,,,True,,True,,True,,,False
21219,208,70.0,,93.0,,,,,145.0,,96.2,,27.0,,,48.0,-138.0,,-115.0,,,,,-63.0,,-111.8,,-181.0,,,-160.0,,True,,,,,True,,True,,False,,,False
21221,226,95.0,,95.0,,,,,197.0,,163.9,,73.0,,,74.0,-131.0,,-131.0,,,,,-29.0,,-62.1,,-153.0,,,-152.0,,False,,,,,True,,True,,False,,,False
21223,188,95.0,,203.0,,,,,94.0,,287.8,,93.0,,,92.0,-93.0,,15.0,,,,,-94.0,,99.8,,-95.0,,,-96.0,,True,,,,,False,,False,,False,,,False
21225,268,110.0,,47.0,,,,,186.0,,108.6,,55.0,,,66.0,-158.0,,-221.0,,,,,-82.0,,-159.4,,-213.0,,,-202.0,,False,,,,,True,,False,,False,,,False
21227,2708,1970.0,,3131.0,,,,,1644.0,,1789.1,,2813.0,,1160.9,852.0,-738.0,,423.0,,,,,-1064.0,,-918.9,,105.0,,-1547.1,-1856.0,,True,,,,,False,,False,,True,,False,False
21229,427,245.0,,416.0,,,,,114.0,,407.3,,322.0,,,212.0,-182.0,,-11.0,,,,,-313.0,,-19.7,,-105.0,,,-215.0,,True,,,,,False,,True,,True,,,False
21231,431,190.0,,153.0,,,,,231.0,,184.2,,118.0,,,186.0,-241.0,,-278.0,,,,,-200.0,,-246.8,,-313.0,,,-245.0,,False,,,,,True,,False,,False,,,False
21233,248,245.0,,248.0,,,,,154.0,,324.9,,189.0,,,220.0,-3.0,,0.0,,,,,-94.0,,76.9,,-59.0,,,-28.0,,True,,,,,False,,False,,False,,,False
21235,1080,510.0,,680.0,,,,,588.0,,1027.6,,383.0,,,356.0,-570.0,,-400.0,,,,,-492.0,,-52.4,,-697.0,,,-724.0,,True,,,,,True,,True,,False,,,False
21237,132,170.0,,197.0,,,,,65.0,,555.6,,182.5,,,148.0,38.0,,65.0,,,,,-67.0,,423.6,,50.5,,,16.0,,False,,,,,False,,False,,False,,,True
21239,570,290.0,,575.0,,,,,192.0,,713.2,,322.0,,,283.0,-280.0,,5.0,,,,,-378.0,,143.2,,-248.0,,,-287.0,,True,,,,,False,,True,,True,,,False
22001,1126,805.0,,2792.0,,,,,275.0,,820.4,,495.0,,408.6,187.0,-321.0,,1666.0,,,,,-851.0,,-305.6,,-631.0,,-717.4,-939.0,,False,,,,,False,,True,,False,,False,False
22003,330,145.0,,41.0,,,,,111.0,,131.6,,42.0,,110.9,0.0,-185.0,,-289.0,,,,,-219.0,,-198.4,,-288.0,,-219.1,-330.0,,False,,,,,False,,False,,False,,False,False
22005,2200,965.0,,948.0,,,,,462.0,,949.0,,790.5,,576.2,490.0,-1235.0,,-1252.0,,,,,-1738.0,,-1251.0,,-1409.5,,-1623.8,-1710.0,,False,,,,,False,,False,,False,,False,False
22007,306,130.0,,112.0,,,,,70.0,,118.4,,105.5,,,314.0,-176.0,,-194.0,,,,,-236.0,,-187.6,,-200.5,,,8.0,,False,,,,,False,,False,,False,,,True
22009,552,155.0,,144.0,,,,,204.0,,222.7,,172.0,,114.7,38.0,-397.0,,-408.0,,,,,-348.0,,-329.3,,-380.0,,-437.3,-514.0,,False,,,,,True,,True,,True,,False,False
22011,458,150.0,,153.0,,,,,182.0,,199.4,,130.0,,66.5,203.0,-308.0,,-305.0,,,,,-276.0,,-258.6,,-328.0,,-391.5,-255.0,,True,,,,,True,,True,,False,,False,True
22013,354,140.0,,65.0,,,,,54.0,,134.8,,89.0,,,72.0,-214.0,,-289.0,,,,,-300.0,,-219.2,,-265.0,,,-282.0,,False,,,,,False,,False,,False,,,False
22015,2665,1165.0,,1089.0,,,,,673.0,,1226.1,,968.0,,1106.1,562.0,-1500.0,,-1576.0,,,,,-1992.0,,-1438.9,,-1697.0,,-1558.9,-2103.0,,False,,,,,False,,True,,False,,False,False
22017,4391,2085.0,,3386.0,,,,,1100.0,,1812.1,,1812.0,,1942.2,978.0,-2306.0,,-1005.0,,,,,-3291.0,,-2578.9,,-2579.0,,-2448.8,-3413.0,,True,,,,,False,,False,,False,,False,False
22019,3034,910.0,,840.0,,,,,731.0,,695.9,,644.0,,437.2,551.0,-2124.0,,-2194.0,,,,,-2303.0,,-2338.1,,-2390.0,,-2596.8,-2483.0,,False,,,,,False,,False,,False,,False,False
22021,354,165.0,,0.0,,,,,45.0,,169.6,,90.0,,,73.0,-189.0,,-354.0,,,,,-309.0,,-184.4,,-264.0,,,-281.0,,False,,,,,False,,True,,False,,,False
22023,91,30.0,,0.0,,,,,25.0,,63.2,,55.0,,,13.0,-61.0,,-91.0,,,,,-66.0,,-27.8,,-36.0,,,-78.0,,False,,,,,False,,True,,True,,,False
22025,250,0.0,,0.0,,,,,39.0,,18.8,,21.0,,,0.0,-250.0,,-250.0,,,,,-211.0,,-231.2,,-229.0,,,-250.0,,False,,,,,True,,True,,True,,,False
22027,220,90.0,,36.0,,,,,78.0,,87.4,,49.0,,,315.0,-130.0,,-184.0,,,,,-142.0,,-132.6,,-171.0,,,95.0,,False,,,,,False,,False,,False,,,True
22029,529,130.0,,131.0,,,,,83.0,,194.6,,77.0,,,99.0,-399.0,,-398.0,,,,,-446.0,,-334.4,,-452.0,,,-430.0,,True,,,,,False,,True,,False,,,False
22031,401,170.0,,256.0,,,,,102.0,,241.0,,129.0,,111.2,101.0,-231.0,,-145.0,,,,,-299.0,,-160.0,,-272.0,,-289.8,-300.0,,True,,,,,False,,True,,False,,False,False
22033,5435,2120.0,,7411.0,,,,,1694.0,,1630.5,,1831.5,,978.7,1727.0,-3315.0,,1976.0,,,,,-3741.0,,-3804.5,,-3603.5,,-4456.3,-3708.0,,True,,,,,False,,False,,False,,False,False
22035,292,55.0,,0.0,,,,,45.0,,33.4,,31.0,,,0.0,-237.0,,-292.0,,,,,-247.0,,-258.6,,-261.0,,,-292.0,,False,,,,,False,,False,,False,,,False
22037,473,70.0,,0.0,,,,,92.0,,125.1,,28.0,,86.5,0.0,-403.0,,-473.0,,,,,-381.0,,-347.9,,-445.0,,-386.5,-473.0,,False,,,,,True,,True,,False,,True,False
22039,788,175.0,,56.0,,,,,191.0,,152.1,,71.0,,113.4,343.0,-613.0,,-732.0,,,,,-597.0,,-635.9,,-717.0,,-674.6,-445.0,,False,,,,,True,,False,,False,,False,True
22041,457,225.0,,35.0,,,,,87.0,,221.2,,144.0,,90.0,0.0,-232.0,,-422.0,,,,,-370.0,,-235.8,,-313.0,,-367.0,-457.0,,False,,,,,False,,False,,False,,False,False
22043,608,50.0,,28.0,,,,,86.0,,51.1,,22.0,,,2.0,-558.0,,-580.0,,,,,-522.0,,-556.9,,-586.0,,,-606.0,,False,,,,,True,,True,,False,,,False
22045,995,185.0,,303.0,,,,,205.0,,238.9,,94.0,,124.0,164.0,-810.0,,-692.0,,,,,-790.0,,-756.1,,-901.0,,-871.0,-831.0,,True,,,,,True,,True,,False,,False,False
22047,770,200.0,,261.0,,,,,108.0,,230.3,,136.0,,87.7,140.0,-570.0,,-509.0,,,,,-662.0,,-539.7,,-634.0,,-682.3,-630.0,,True,,,,,False,,True,,False,,False,False
22049,349,170.0,,74.0,,,,,72.0,,128.3,,71.0,,,13.0,-179.0,,-275.0,,,,,-277.0,,-220.7,,-278.0,,,-336.0,,False,,,,,False,,False,,False,,,False
22051,7200,1460.0,,2716.0,,,,,998.0,,1067.5,,1412.0,,1087.6,914.0,-5740.0,,-4484.0,,,,,-6202.0,,-6132.5,,-5788.0,,-6112.4,-6286.0,,True,,,,,False,,False,,False,,False,False
22053,591,145.0,,190.0,,,,,135.0,,91.8,,136.0,,92.9,118.0,-446.0,,-401.0,,,,,-456.0,,-499.2,,-455.0,,-498.1,-473.0,,True,,,,,False,,False,,False,,False,False
22055,4189,830.0,,1865.0,,,,,987.0,,640.5,,691.0,,476.8,644.0,-3359.0,,-2324.0,,,,,-3202.0,,-3548.5,,-3498.0,,-3712.2,-3545.0,,True,,,,,True,,False,,False,,False,False
22057,1369,235.0,,260.0,,,,,260.0,,255.4,,136.0,,216.1,158.0,-1134.0,,-1109.0,,,,,-1109.0,,-1113.6,,-1233.0,,-1152.9,-1211.0,,True,,,,,True,,True,,False,,False,False
22059,482,110.0,,55.0,,,,,84.0,,127.9,,65.0,,,51.0,-372.0,,-427.0,,,,,-398.0,,-354.1,,-417.0,,,-431.0,,False,,,,,False,,True,,False,,,False
22061,1142,285.0,,297.0,,,,,251.0,,374.8,,115.0,,461.4,121.0,-857.0,,-845.0,,,,,-891.0,,-767.2,,-1027.0,,-680.6,-1021.0,,True,,,,,False,,True,,False,,True,False
22063,2762,625.0,,1055.0,,,,,530.0,,432.1,,370.5,,405.6,663.0,-2137.0,,-1707.0,,,,,-2232.0,,-2329.9,,-2391.5,,-2356.4,-2099.0,,True,,,,,False,,False,,False,,False,True
22065,245,60.0,,12.0,,,,,51.0,,47.4,,21.0,,,177.0,-185.0,,-233.0,,,,,-194.0,,-197.6,,-224.0,,,-68.0,,False,,,,,False,,False,,False,,,True
22067,760,100.0,,70.0,,,,,130.0,,170.5,,93.0,,,101.0,-660.0,,-690.0,,,,,-630.0,,-589.5,,-667.0,,,-659.0,,False,,,,,True,,True,,False,,,True
22069,844,345.0,,388.0,,,,,183.0,,372.9,,294.0,,435.2,289.0,-499.0,,-456.0,,,,,-661.0,,-471.1,,-550.0,,-408.8,-555.0,,True,,,,,False,,True,,False,,True,False
22071,3948,915.0,,1610.0,,,,,899.0,,685.3,,903.0,,748.1,595.0,-3033.0,,-2338.0,,,,,-3049.0,,-3262.7,,-3045.0,,-3199.9,-3353.0,,True,,,,,False,,False,,False,,False,False
22073,4129,1075.0,,1415.0,,,,,948.0,,857.1,,986.0,,793.9,936.0,-3054.0,,-2714.0,,,,,-3181.0,,-3271.9,,-3143.0,,-3335.1,-3193.0,,True,,,,,False,,False,,False,,False,False
22075,503,75.0,,0.0,,,,,24.0,,154.4,,16.0,,,57.0,-428.0,,-503.0,,,,,-479.0,,-348.6,,-487.0,,,-446.0,,False,,,,,False,,True,,False,,,False
22077,474,75.0,,1.0,,,,,100.0,,117.6,,71.0,,55.2,55.0,-399.0,,-473.0,,,,,-374.0,,-356.4,,-403.0,,-418.8,-419.0,,False,,,,,True,,True,,False,,False,False
22079,2137,620.0,,643.0,,,,,692.0,,534.9,,487.0,,583.8,388.0,-1517.0,,-1494.0,,,,,-1445.0,,-1602.1,,-1650.0,,-1553.2,-1749.0,,True,,,,,True,,False,,False,,False,False
22081,137,150.0,,0.0,,,,,45.0,,121.1,,103.0,,,15.0,13.0,,-137.0,,,,,-92.0,,-15.9,,-34.0,,,-122.0,,False,,,,,False,,False,,False,,,False
22083,577,230.0,,256.0,,,,,94.0,,189.0,,137.0,,,101.0,-347.0,,-321.0,,,,,-483.0,,-388.0,,-440.0,,,-476.0,,True,,,,,False,,False,,False,,,False
22085,708,240.0,,251.0,,,,,122.0,,277.1,,230.0,,181.3,0.0,-468.0,,-457.0,,,,,-586.0,,-430.9,,-478.0,,-526.7,-708.0,,True,,,,,False,,True,,False,,False,False
22087,444,75.0,,50.0,,,,,113.0,,141.7,,81.0,,70.7,24.0,-369.0,,-394.0,,,,,-331.0,,-302.3,,-363.0,,-373.3,-420.0,,False,,,,,True,,True,,True,,False,False
22089,972,145.0,,152.0,,,,,148.0,,230.7,,97.0,,92.1,88.0,-827.0,,-820.0,,,,,-824.0,,-741.3,,-875.0,,-879.9,-884.0,,True,,,,,True,,True,,False,,False,False
22091,161,35.0,,0.0,,,,,45.0,,50.1,,35.0,,,20.0,-126.0,,-161.0,,,,,-116.0,,-110.9,,-126.0,,,-141.0,,False,,,,,True,,True,,False,,,False
22093,267,40.0,,0.0,,,,,65.0,,100.6,,29.0,,,16.0,-227.0,,-267.0,,,,,-202.0,,-166.4,,-238.0,,,-251.0,,False,,,,,True,,True,,False,,,False
22095,504,180.0,,109.0,,,,,128.0,,174.6,,268.0,,96.1,121.0,-324.0,,-395.0,,,,,-376.0,,-329.4,,-236.0,,-407.9,-383.0,,False,,,,,False,,False,,True,,False,False
22097,1848,585.0,,669.0,,,,,488.0,,498.7,,359.0,,293.3,349.0,-1263.0,,-1179.0,,,,,-1360.0,,-1349.3,,-1489.0,,-1554.7,-1499.0,,True,,,,,False,,False,,False,,False,False
22099,846,290.0,,532.0,,,,,190.0,,285.3,,140.0,,141.8,295.0,-556.0,,-314.0,,,,,-656.0,,-560.7,,-706.0,,-704.2,-551.0,,True,,,,,False,,False,,False,,False,True
22101,510,140.0,,127.0,,,,,142.0,,154.6,,132.0,,99.3,180.0,-370.0,,-383.0,,,,,-368.0,,-355.4,,-378.0,,-410.7,-330.0,,False,,,,,True,,True,,False,,False,True
22103,4093,880.0,,1923.0,,,,,753.0,,612.2,,882.5,,944.1,703.0,-3213.0,,-2170.0,,,,,-3340.0,,-3480.8,,-3210.5,,-3148.9,-3390.0,,True,,,,,False,,False,,True,,True,False
22105,2601,345.0,,411.0,,,,,539.0,,336.8,,288.0,,201.8,136.0,-2256.0,,-2190.0,,,,,-2062.0,,-2264.2,,-2313.0,,-2399.2,-2465.0,,True,,,,,True,,False,,False,,False,False
22107,50,5.0,,0.0,,,,,21.0,,16.5,,14.0,,,8.0,-45.0,,-50.0,,,,,-29.0,,-33.5,,-36.0,,,-42.0,,False,,,,,True,,True,,True,,,True
22109,1077,210.0,,159.0,,,,,276.0,,190.3,,83.0,,154.8,227.0,-867.0,,-918.0,,,,,-801.0,,-886.7,,-994.0,,-922.2,-850.0,,False,,,,,True,,False,,False,,False,True
22111,392,145.0,,69.0,,,,,150.0,,177.4,,142.0,,72.8,49.0,-247.0,,-323.0,,,,,-242.0,,-214.6,,-250.0,,-319.2,-343.0,,False,,,,,True,,True,,False,,False,False
22113,749,155.0,,96.0,,,,,185.0,,180.2,,88.0,,74.5,160.0,-594.0,,-653.0,,,,,-564.0,,-568.8,,-661.0,,-674.5,-589.0,,False,,,,,True,,True,,False,,False,True
22115,530,85.0,,70.0,,,,,238.0,,136.6,,42.0,,52.3,55.0,-445.0,,-460.0,,,,,-292.0,,-393.4,,-488.0,,-477.7,-475.0,,False,,,,,True,,True,,False,,False,False
22117,763,125.0,,112.0,,,,,233.0,,155.0,,83.0,,78.2,176.0,-638.0,,-651.0,,,,,-530.0,,-608.0,,-680.0,,-684.8,-587.0,,False,,,,,True,,True,,False,,False,True
22119,750,280.0,,233.0,,,,,251.0,,323.6,,196.0,,288.7,166.0,-470.0,,-517.0,,,,,-499.0,,-426.4,,-554.0,,-461.3,-584.0,,False,,,,,False,,True,,False,,True,False
22121,537,240.0,,390.0,,,,,87.0,,164.2,,81.0,,,320.0,-297.0,,-147.0,,,,,-450.0,,-372.8,,-456.0,,,-217.0,,True,,,,,False,,False,,False,,,True
22123,372,70.0,,1.0,,,,,66.0,,56.4,,21.0,,,64.0,-302.0,,-371.0,,,,,-306.0,,-315.6,,-351.0,,,-308.0,,False,,,,,False,,False,,False,,,False
22125,138,0.0,,3.0,,,,,55.0,,59.6,,66.0,,,1.0,-138.0,,-135.0,,,,,-83.0,,-78.4,,-72.0,,,-137.0,,True,,,,,True,,True,,True,,,True
22127,383,100.0,,28.0,,,,,79.0,,75.0,,87.0,,,38.0,-283.0,,-355.0,,,,,-304.0,,-308.0,,-296.0,,,-345.0,,False,,,,,False,,False,,False,,,False
23001,959,390.0,,2083.0,,,,,578.0,,207.5,,437.0,,,1710.0,-569.0,,1124.0,,,,,-381.0,,-751.5,,-522.0,,,751.0,,False,,,,,True,,False,,True,,,False
23003,194,45.0,,2.0,,,,,36.0,,69.6,,26.0,,,36.0,-149.0,,-192.0,,,,,-158.0,,-124.4,,-168.0,,,-158.0,,False,,,,,False,,True,,False,,,False
23005,1875,1490.0,,5030.0,,,,,1055.0,,1232.9,,2287.5,,783.5,4357.0,-385.0,,3155.0,,,,,-820.0,,-642.1,,412.5,,-1091.5,2482.0,,False,,,,,False,,False,,False,,False,False
23007,208,210.0,,409.0,,,,,235.0,,716.0,,171.0,,,976.0,2.0,,201.0,,,,,27.0,,508.0,,-37.0,,,768.0,,False,,,,,False,,False,,False,,,False
23009,289,105.0,,337.0,,,,,827.0,,127.6,,159.0,,,277.0,-184.0,,48.0,,,,,538.0,,-161.4,,-130.0,,,-12.0,,True,,,,,False,,True,,True,,,True
23011,756,460.0,,2304.0,,,,,305.0,,783.9,,856.0,,,1154.0,-296.0,,1548.0,,,,,-451.0,,27.9,,100.0,,,398.0,,False,,,,,False,,True,,True,,,False
23013,106,205.0,,959.0,,,,,83.0,,1199.7,,369.0,,,463.0,99.0,,853.0,,,,,-23.0,,1093.7,,263.0,,,357.0,,False,,,,,True,,False,,False,,,False
23015,112,60.0,,273.0,,,,,57.0,,167.1,,22.0,,,154.0,-52.0,,161.0,,,,,-55.0,,55.1,,-90.0,,,42.0,,False,,,,,False,,False,,False,,,True
23017,415,65.0,,164.0,,,,,293.0,,153.7,,63.0,,,285.0,-350.0,,-251.0,,,,,-122.0,,-261.3,,-352.0,,,-130.0,,True,,,,,True,,True,,False,,,True
23019,889,260.0,,1485.0,,,,,248.0,,217.2,,267.0,,,978.0,-629.0,,596.0,,,,,-641.0,,-671.8,,-622.0,,,89.0,,True,,,,,False,,False,,True,,,True
23021,52,35.0,,0.0,,,,,35.0,,17.8,,6.0,,,729.0,-17.0,,-52.0,,,,,-17.0,,-34.2,,-46.0,,,677.0,,False,,,,,False,,False,,False,,,False
