,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
20187,2,7.0,,7.2,,6.0,,,,,,6.1,,5.1,,,,10.0,,6.7,,1.1,,,6.0,4.4,,,8.0,9.0,1.7,,,,,,11.2,,,,5.9,5.0,,5.2,,4.0,,,,,,4.1,,3.1,,,,8.0,,4.7,,-0.9,,,4.0,2.4,,,6.0,7.0,-0.3,,,,,,9.2,,,,3.9,,False,,True,,,,,,True,,True,,,,False,,True,,True,,,True,True,,,False,False,True,,,,,,False,,,,True
20189,16,31.0,,29.5,,25.0,25.0,,,,,15.3,,21.3,,,,58.0,,16.4,,8.2,,,35.0,20.2,,,22.0,32.0,5.7,,,,,,48.2,,,,24.5,15.0,,13.5,,9.0,9.0,,,,,-0.7,,5.3,,,,42.0,,0.4,,-7.8,,,19.0,4.2,,,6.0,16.0,-10.3,,,,,,32.2,,,,8.5,,True,,True,True,,,,,True,,True,,,,False,,True,,True,,,False,True,,,True,False,True,,,,,,False,,,,True
20191,146,140.0,,138.7,,113.0,113.0,,,,,45.1,,80.5,,,,110.0,,147.6,,61.5,,,90.0,84.2,,,153.0,132.0,21.2,,,,,,136.1,,,,122.6,-6.0,,-7.3,,-33.0,-33.0,,,,,-100.9,,-65.5,,,,-36.0,,1.6,,-84.5,,,-56.0,-61.8,,,7.0,-14.0,-124.8,,,,,,-9.9,,,,-23.4,,False,,False,False,,,,,False,,False,,,,False,,True,,False,,,False,False,,,False,False,False,,,,,,False,,,,False
20193,67,79.0,,80.1,,62.0,54.0,,,,,30.5,,54.5,,,,62.0,,65.7,,25.9,,,23.0,37.0,,,56.0,67.0,8.0,,,,,,100.3,,,,121.8,12.0,,13.1,,-5.0,-13.0,,,,,-36.5,,-12.5,,,,-5.0,,-1.3,,-41.1,,,-44.0,-30.0,,,-11.0,0.0,-59.0,,,,,,33.3,,,,54.8,,False,,True,False,,,,,False,,False,,,,True,,True,,False,,,False,False,,,True,True,False,,,,,,False,,,,False
20195,22,24.0,,25.0,,21.0,,,,,,13.8,,16.6,,,,23.0,,17.9,,11.2,,,21.0,14.2,,,16.0,22.0,3.7,,,,,,25.3,,,,21.5,2.0,,3.0,,-1.0,,,,,,-8.2,,-5.4,,,,1.0,,-4.1,,-10.8,,,-1.0,-7.8,,,-6.0,0.0,-18.3,,,,,,3.3,,,,-0.5,,False,,True,,,,,,False,,False,,,,True,,False,,False,,,True,False,,,False,True,False,,,,,,False,,,,True
20197,18,31.0,,33.6,,31.0,23.0,,,,,15.0,,23.3,,,,36.0,,11.7,,5.9,,,35.0,18.6,,,26.0,33.0,3.2,,,,,,43.5,,,,39.2,13.0,,15.6,,13.0,5.0,,,,,-3.0,,5.3,,,,18.0,,-6.3,,-12.1,,,17.0,0.6,,,8.0,15.0,-14.8,,,,,,25.5,,,,21.2,,False,,False,True,,,,,True,,True,,,,False,,True,,True,,,False,True,,,True,False,False,,,,,,False,,,,False
20199,8,6.0,,4.6,,5.0,0.0,,,,,7.6,,11.3,,,,18.0,,0.9,,3.9,,,10.0,3.0,,,4.0,6.0,0.8,,,,,,14.1,,,,8.7,-2.0,,-3.4,,-3.0,-8.0,,,,,-0.4,,3.3,,,,10.0,,-7.1,,-4.1,,,2.0,-5.0,,,-4.0,-2.0,-7.2,,,,,,6.1,,,,0.7,,False,,False,False,,,,,True,,False,,,,False,,False,,False,,,False,False,,,False,False,False,,,,,,False,,,,True
20201,20,28.0,,24.9,,28.0,38.0,,,,,13.4,,29.0,,,,38.0,,17.4,,22.8,,,44.0,19.7,,,29.0,32.0,6.8,,,,,,28.9,,,,31.7,8.0,,4.9,,8.0,18.0,,,,,-6.6,,9.0,,,,18.0,,-2.6,,2.8,,,24.0,-0.3,,,9.0,12.0,-13.2,,,,,,8.9,,,,11.7,,True,,False,False,,,,,True,,False,,,,False,,True,,True,,,False,True,,,False,False,False,,,,,,False,,,,False
20203,9,18.0,,18.5,,15.0,0.0,,,,,10.8,,13.4,,,,12.0,,15.3,,10.1,,,16.0,11.3,,,15.0,16.0,2.6,,,,,,17.9,,,,22.4,9.0,,9.5,,6.0,-9.0,,,,,1.8,,4.4,,,,3.0,,6.3,,1.1,,,7.0,2.3,,,6.0,7.0,-6.4,,,,,,8.9,,,,13.4,,False,,True,False,,,,,True,,True,,,,True,,True,,True,,,True,True,,,True,True,True,,,,,,True,,,,False
20205,84,83.0,,77.0,,66.0,84.0,,,,,26.3,,47.8,,,,46.0,,120.1,,35.8,,,40.0,45.6,,,84.0,66.0,6.8,,,,,,82.7,,,,98.0,-1.0,,-7.0,,-18.0,0.0,,,,,-57.7,,-36.2,,,,-38.0,,36.1,,-48.2,,,-44.0,-38.4,,,0.0,-18.0,-77.2,,,,,,-1.3,,,,14.0,,False,,False,True,,,,,False,,False,,,,False,,False,,False,,,False,False,,,True,False,False,,,,,,False,,,,False
20207,9,13.0,,13.4,,13.0,0.0,,,,,5.7,,10.8,,,,13.0,,15.6,,0.7,,,6.0,7.8,,,9.0,13.0,1.3,,,,,,23.1,,,,14.7,4.0,,4.4,,4.0,-9.0,,,,,-3.3,,1.8,,,,4.0,,6.6,,-8.3,,,-3.0,-1.2,,,0.0,4.0,-7.7,,,,,,14.1,,,,5.7,,False,,False,False,,,,,True,,True,,,,False,,False,,False,,,True,True,,,True,False,False,,,,,,False,,,,False
20209,1060,684.0,,671.7,,604.0,656.0,,,,,450.7,,745.4,,542.0,,771.0,,751.0,,565.9,577.0,,542.0,469.1,,,840.0,748.0,231.9,,,,,598.9,824.0,494.0,,,1060.8,-376.0,,-388.3,,-456.0,-404.0,,,,,-609.3,,-314.6,,-518.0,,-289.0,,-309.0,,-494.1,-483.0,,-518.0,-590.9,,,-220.0,-312.0,-828.1,,,,,-461.1,-236.0,-566.0,,,0.8,,False,,False,False,,,,,False,,True,,False,,True,,True,,False,False,,False,False,,,True,True,False,,,,,False,True,False,,,True
21001,158,62.0,,56.7,,63.0,62.0,,,,,65.6,,53.6,,,,95.0,,63.0,,20.2,,,69.0,69.9,,,70.0,74.0,9.4,,,,,,62.6,,,,72.1,-96.0,,-101.3,,-95.0,-96.0,,,,,-92.4,,-104.4,,,,-63.0,,-95.0,,-137.8,,,-89.0,-88.1,,,-88.0,-84.0,-148.6,,,,,,-95.4,,,,-85.9,,False,,True,False,,,,,True,,False,,,,True,,True,,False,,,True,True,,,True,True,False,,,,,,True,,,,True
21003,99,75.0,,74.1,,75.0,67.0,,,,,45.4,,81.0,,,,135.0,,101.9,,36.2,,,98.0,82.1,,,93.0,81.0,14.6,,,,,,108.8,,,,60.7,-24.0,,-24.9,,-24.0,-32.0,,,,,-53.6,,-18.0,,,,36.0,,2.9,,-62.8,,,-1.0,-16.9,,,-6.0,-18.0,-84.4,,,,,,9.8,,,,-38.3,,False,,False,False,,,,,False,,True,,,,False,,True,,False,,,True,True,,,True,True,False,,,,,,True,,,,False
21005,117,86.0,,88.1,,86.0,80.0,,,,,44.6,,63.7,,,,97.0,,98.4,,29.9,,,74.0,74.2,,,94.0,86.0,11.4,,,,,,150.9,,,,111.8,-31.0,,-28.9,,-31.0,-37.0,,,,,-72.4,,-53.3,,,,-20.0,,-18.6,,-87.1,,,-43.0,-42.8,,,-23.0,-31.0,-105.6,,,,,,33.9,,,,-5.2,,True,,False,False,,,,,False,,False,,,,True,,True,,False,,,False,False,,,True,False,False,,,,,,False,,,,True
21007,24,33.0,,34.3,,33.0,27.0,,,,,15.6,,27.6,,,,38.0,,51.3,,7.9,,,27.0,28.9,,,34.0,34.0,3.2,,,,,,35.6,,,,40.9,9.0,,10.3,,9.0,3.0,,,,,-8.4,,3.6,,,,14.0,,27.3,,-16.1,,,3.0,4.9,,,10.0,10.0,-20.8,,,,,,11.6,,,,16.9,,False,,False,True,,,,,True,,True,,,,False,,False,,False,,,True,True,,,False,False,False,,,,,,False,,,,False
21009,146,189.0,,188.9,,184.0,183.0,,,,,96.5,,172.7,,,,240.0,,197.7,,96.8,176.0,,177.0,183.5,,,187.0,206.0,47.3,,,,,,201.1,,,,184.0,43.0,,42.9,,38.0,37.0,,,,,-49.5,,26.7,,,,94.0,,51.7,,-49.2,30.0,,31.0,37.5,,,41.0,60.0,-98.7,,,,,,55.1,,,,38.0,,True,,True,True,,,,,False,,True,,,,False,,False,,False,True,,True,True,,,True,False,False,,,,,,False,,,,True
21011,27,91.0,,95.4,,64.0,64.0,,,,,28.7,,100.8,,,,58.0,,71.3,,21.2,,,48.0,57.7,,,92.0,76.0,5.0,,,,,,93.1,,,,94.1,64.0,,68.4,,37.0,37.0,,,,,1.7,,73.8,,,,31.0,,44.3,,-5.8,,,21.0,30.7,,,65.0,49.0,-22.0,,,,,,66.1,,,,67.1,,False,,True,True,,,,,True,,False,,,,True,,True,,True,,,True,True,,,False,True,True,,,,,,False,,,,False
21013,135,126.0,,124.0,,124.0,113.0,,,,,73.3,,124.7,,,,153.0,,116.8,,78.6,,,103.0,124.0,,,126.0,132.0,12.2,,,,,,132.6,,,,134.2,-9.0,,-11.0,,-11.0,-22.0,,,,,-61.7,,-10.3,,,,18.0,,-18.2,,-56.4,,,-32.0,-11.0,,,-9.0,-3.0,-122.8,,,,,,-2.4,,,,-0.8,,False,,False,False,,,,,False,,False,,,,False,,False,,False,,,False,False,,,False,True,False,,,,,,True,,,,True
21015,686,820.0,,818.4,,807.0,804.0,,,,,465.9,,1308.5,,,,781.0,,784.2,,453.6,820.5,,868.0,810.3,,,973.0,767.0,91.6,,,,,817.9,1091.9,908.0,,,1255.6,134.0,,132.4,,121.0,118.0,,,,,-220.1,,622.5,,,,95.0,,98.2,,-232.4,134.5,,182.0,124.3,,,287.0,81.0,-594.4,,,,,131.9,405.9,222.0,,,569.6,,True,,True,True,,,,,False,,False,,,,True,,True,,False,False,,False,True,,,False,True,False,,,,,True,False,False,,,False
21017,86,84.0,,80.7,,81.0,75.0,,,,,44.7,,90.3,,,,104.0,,71.6,,26.0,,,67.0,81.0,,,97.0,86.0,7.2,,,,,,137.3,,,,97.4,-2.0,,-5.3,,-5.0,-11.0,,,,,-41.3,,4.3,,,,18.0,,-14.4,,-60.0,,,-19.0,-5.0,,,11.0,0.0,-78.8,,,,,,51.3,,,,11.4,,False,,False,False,,,,,False,,False,,,,False,,False,,False,,,False,False,,,False,True,False,,,,,,False,,,,False
21019,498,310.0,,267.6,,310.0,314.0,,,,,174.5,,310.4,,,,212.0,,372.1,,125.0,314.5,,487.0,338.8,,,348.0,281.0,49.3,,,,,,554.5,,,,461.2,-188.0,,-230.4,,-188.0,-184.0,,,,,-323.5,,-187.6,,,,-286.0,,-125.9,,-373.0,-183.5,,-11.0,-159.2,,,-150.0,-217.0,-448.7,,,,,,56.5,,,,-36.8,,False,,False,True,,,,,False,,True,,,,False,,True,,False,True,,True,True,,,True,False,False,,,,,,True,,,,True
21021,284,268.0,,277.3,,232.0,233.0,,,,,121.0,,190.2,,,,147.0,,339.2,,77.2,217.5,,290.0,219.7,,,276.0,248.0,18.1,,,,,,312.2,,,,211.1,-16.0,,-6.7,,-52.0,-51.0,,,,,-163.0,,-93.8,,,,-137.0,,55.2,,-206.8,-66.5,,6.0,-64.3,,,-8.0,-36.0,-265.9,,,,,,28.2,,,,-72.9,,True,,False,False,,,,,False,,False,,,,False,,False,,False,False,,True,False,,,True,False,False,,,,,,False,,,,False
21023,20,46.0,,46.1,,41.0,36.0,,,,,17.8,,30.4,,,,37.0,,77.7,,5.8,,,41.0,37.2,,,51.0,43.0,3.3,,,,,,50.9,,,,66.7,26.0,,26.1,,21.0,16.0,,,,,-2.2,,10.4,,,,17.0,,57.7,,-14.2,,,21.0,17.2,,,31.0,23.0,-16.7,,,,,,30.9,,,,46.7,,False,,True,True,,,,,True,,True,,,,True,,False,,True,,,True,True,,,False,True,True,,,,,,False,,,,False
21025,63,47.0,,44.8,,48.0,48.0,,,,,28.1,,43.5,,,,55.0,,25.2,,30.8,,,112.0,76.4,,,51.0,53.0,7.7,,,,,,46.1,,,,58.8,-16.0,,-18.2,,-15.0,-15.0,,,,,-34.9,,-19.5,,,,-8.0,,-37.8,,-32.2,,,49.0,13.4,,,-12.0,-10.0,-55.3,,,,,,-16.9,,,,-4.2,,False,,True,True,,,,,False,,False,,,,True,,False,,False,,,False,True,,,True,True,False,,,,,,False,,,,True
21027,47,35.0,,30.2,,30.0,21.0,,,,,24.5,,43.2,,,,75.0,,12.3,,20.8,,,12.0,32.8,,,31.0,52.0,7.2,,,,,,47.5,,,,48.4,-12.0,,-16.8,,-17.0,-26.0,,,,,-22.5,,-3.8,,,,28.0,,-34.7,,-26.2,,,-35.0,-14.2,,,-16.0,5.0,-39.8,,,,,,0.5,,,,1.4,,False,,False,False,,,,,False,,True,,,,False,,False,,False,,,False,False,,,False,True,False,,,,,,True,,,,True
21029,359,377.0,,388.3,,363.0,363.0,,,,,206.8,,344.7,,,,386.0,,387.5,,212.4,334.5,,328.0,361.9,,,379.0,368.0,38.8,,,,,345.7,592.1,,,,479.5,18.0,,29.3,,4.0,4.0,,,,,-152.2,,-14.3,,,,27.0,,28.5,,-146.6,-24.5,,-31.0,2.9,,,20.0,9.0,-320.2,,,,,-13.3,233.1,,,,120.5,,False,,True,True,,,,,False,,True,,,,False,,False,,False,False,,False,True,,,False,True,False,,,,,True,False,,,,False
21031,54,46.0,,49.4,,49.0,44.0,,,,,33.3,,55.0,,,,69.0,,89.1,,19.3,,,66.0,54.1,,,75.0,53.0,10.6,,,,,,54.4,,,,47.4,-8.0,,-4.6,,-5.0,-10.0,,,,,-20.7,,1.0,,,,15.0,,35.1,,-34.7,,,12.0,0.1,,,21.0,-1.0,-43.4,,,,,,0.4,,,,-6.6,,True,,True,False,,,,,False,,True,,,,False,,False,,False,,,False,True,,,False,True,False,,,,,,True,,,,True
21033,118,112.0,,112.8,,103.0,74.0,,,,,60.8,,112.3,,,,87.0,,103.7,,20.8,,,103.0,122.0,,,120.0,97.0,11.0,,,,,,122.4,,,,119.3,-6.0,,-5.2,,-15.0,-44.0,,,,,-57.2,,-5.7,,,,-31.0,,-14.3,,-97.2,,,-15.0,4.0,,,2.0,-21.0,-107.0,,,,,,4.4,,,,1.3,,True,,False,False,,,,,False,,True,,,,False,,False,,False,,,False,True,,,True,False,False,,,,,,True,,,,True
21035,141,190.0,,195.5,,186.0,204.0,,,,,109.1,,214.8,,,,244.0,,179.1,,87.5,165.5,,173.0,182.2,,,215.0,195.0,22.5,,,,,,202.9,,,,257.2,49.0,,54.5,,45.0,63.0,,,,,-31.9,,73.8,,,,103.0,,38.1,,-53.5,24.5,,32.0,41.2,,,74.0,54.0,-118.5,,,,,,61.9,,,,116.2,,False,,True,False,,,,,True,,False,,,,False,,True,,False,True,,True,True,,,False,False,False,,,,,,False,,,,False
21037,390,466.0,,452.0,,443.0,430.0,,,,,281.7,,490.5,,,,586.0,,369.5,,239.3,482.5,,443.0,450.2,,,474.0,460.0,72.6,,,,,485.0,564.6,,,,369.4,76.0,,62.0,,53.0,40.0,,,,,-108.3,,100.5,,,,196.0,,-20.5,,-150.7,92.5,,53.0,60.2,,,84.0,70.0,-317.4,,,,,95.0,174.6,,,,-20.6,,True,,True,True,,,,,False,,False,,,,False,,True,,False,False,,True,True,,,False,True,False,,,,,False,False,,,,True
21039,30,22.0,,22.4,,22.0,14.0,,,,,15.6,,23.0,,,,33.0,,18.5,,10.7,,,24.0,22.0,,,22.0,23.0,3.5,,,,,,25.7,,,,21.4,-8.0,,-7.6,,-8.0,-16.0,,,,,-14.4,,-7.0,,,,3.0,,-11.5,,-19.3,,,-6.0,-8.0,,,-8.0,-7.0,-26.5,,,,,,-4.3,,,,-8.6,,True,,False,False,,,,,False,,True,,,,True,,False,,False,,,True,True,,,False,True,False,,,,,,True,,,,False
21041,58,40.0,,41.6,,42.0,41.0,,,,,26.2,,48.0,,,,76.0,,46.6,,18.8,,,43.5,40.5,,,52.0,46.0,8.0,,,,,,91.8,,,,46.5,-18.0,,-16.4,,-16.0,-17.0,,,,,-31.8,,-10.0,,,,18.0,,-11.4,,-39.2,,,-14.5,-17.5,,,-6.0,-12.0,-50.0,,,,,,33.8,,,,-11.5,,True,,True,True,,,,,False,,True,,,,False,,True,,False,,,True,True,,,True,True,False,,,,,,False,,,,True
21043,118,114.0,,114.9,,115.0,132.0,,,,,53.4,,86.9,,,,115.0,,158.1,,56.6,,,34.0,94.1,,,143.0,119.0,12.0,,,,,,96.3,,,,156.7,-4.0,,-3.1,,-3.0,14.0,,,,,-64.6,,-31.1,,,,-3.0,,40.1,,-61.4,,,-84.0,-23.9,,,25.0,1.0,-106.0,,,,,,-21.7,,,,38.7,,True,,True,False,,,,,False,,False,,,,True,,False,,False,,,False,False,,,False,True,False,,,,,,False,,,,False
21045,104,42.0,,42.6,,43.0,50.0,,,,,45.5,,38.9,,,,66.0,,33.0,,38.4,,,59.0,52.9,,,46.0,55.0,13.4,,,,,,40.6,,,,38.1,-62.0,,-61.4,,-61.0,-54.0,,,,,-58.5,,-65.1,,,,-38.0,,-71.0,,-65.6,,,-45.0,-51.1,,,-58.0,-49.0,-90.6,,,,,,-63.4,,,,-65.9,,True,,True,True,,,,,True,,False,,,,True,,False,,False,,,True,True,,,True,True,False,,,,,,False,,,,False
21047,262,300.0,,300.1,,300.0,313.0,,,,,166.4,,307.7,,,,416.0,,331.3,,165.1,288.0,,265.0,240.6,,,324.0,301.0,47.6,,,,,308.3,318.6,,,,340.1,38.0,,38.1,,38.0,51.0,,,,,-95.6,,45.7,,,,154.0,,69.3,,-96.9,26.0,,3.0,-21.4,,,62.0,39.0,-214.4,,,,,46.3,56.6,,,,78.1,,False,,False,False,,,,,False,,False,,,,False,,False,,False,True,,True,True,,,False,False,False,,,,,False,False,,,,False
21049,132,166.0,,164.5,,165.0,178.0,,,,,79.3,,164.6,,,,168.0,,240.1,,82.5,136.0,,185.0,150.5,,,189.0,164.0,16.7,,,,,,272.3,,,,210.4,34.0,,32.5,,33.0,46.0,,,,,-52.7,,32.6,,,,36.0,,108.1,,-49.5,4.0,,53.0,18.5,,,57.0,32.0,-115.3,,,,,,140.3,,,,78.4,,True,,True,False,,,,,False,,True,,,,False,,False,,False,True,,False,True,,,False,True,False,,,,,,False,,,,False
21051,77,177.0,,161.2,,108.0,93.0,,,,,57.9,,109.9,,,,108.0,,231.2,,70.9,,,81.5,105.1,,,154.0,152.0,14.4,,,,,,144.4,,,,142.2,100.0,,84.2,,31.0,16.0,,,,,-19.1,,32.9,,,,31.0,,154.2,,-6.1,,,4.5,28.1,,,77.0,75.0,-62.6,,,,,,67.4,,,,65.2,,True,,True,True,,,,,True,,True,,,,True,,False,,True,,,True,True,,,True,True,True,,,,,,True,,,,True
21053,92,55.0,,58.1,,53.0,32.0,,,,,37.7,,50.9,,,,79.0,,50.5,,18.1,,,63.0,47.2,,,64.0,53.0,9.8,,,,,,57.4,,,,71.3,-37.0,,-33.9,,-39.0,-60.0,,,,,-54.3,,-41.1,,,,-13.0,,-41.5,,-73.9,,,-29.0,-44.8,,,-28.0,-39.0,-82.2,,,,,,-34.6,,,,-20.7,,True,,False,False,,,,,False,,False,,,,True,,False,,False,,,True,False,,,True,False,False,,,,,,True,,,,True
21055,39,21.0,,21.5,,21.0,21.0,,,,,13.8,,18.8,,,,49.0,,18.6,,11.4,,,10.0,16.4,,,26.0,30.0,3.3,,,,,,45.2,,,,25.6,-18.0,,-17.5,,-18.0,-18.0,,,,,-25.2,,-20.2,,,,10.0,,-20.4,,-27.6,,,-29.0,-22.6,,,-13.0,-9.0,-35.7,,,,,,6.2,,,,-13.4,,True,,False,False,,,,,False,,False,,,,True,,False,,False,,,False,False,,,True,True,False,,,,,,True,,,,True
21057,59,26.0,,23.0,,25.0,14.0,,,,,15.1,,22.2,,,,39.0,,24.6,,8.1,,,29.0,22.4,,,27.0,27.0,2.0,,,,,,34.0,,,,24.9,-33.0,,-36.0,,-34.0,-45.0,,,,,-43.9,,-36.8,,,,-20.0,,-34.4,,-50.9,,,-30.0,-36.6,,,-32.0,-32.0,-57.0,,,,,,-25.0,,,,-34.1,,False,,False,False,,,,,False,,False,,,,True,,False,,False,,,True,False,,,True,True,False,,,,,,True,,,,False
21059,473,746.0,,722.8,,651.0,832.0,,,,,293.5,,643.6,,,,563.0,,835.5,,372.2,554.0,,706.0,597.2,,,730.0,651.0,46.0,,,,,659.4,710.1,,,,1046.4,273.0,,249.8,,178.0,359.0,,,,,-179.5,,170.6,,,,90.0,,362.5,,-100.8,81.0,,233.0,124.2,,,257.0,178.0,-427.0,,,,,186.4,237.1,,,,573.4,,True,,True,False,,,,,True,,True,,,,True,,False,,True,True,,True,True,,,True,True,False,,,,,True,True,,,,False
21061,41,63.0,,68.9,,57.0,54.0,,,,,29.0,,65.7,,,,53.0,,37.7,,13.9,,,62.0,64.4,,,59.0,57.0,7.1,,,,,,67.0,,,,79.3,22.0,,27.9,,16.0,13.0,,,,,-12.0,,24.7,,,,12.0,,-3.3,,-27.1,,,21.0,23.4,,,18.0,16.0,-33.9,,,,,,26.0,,,,38.3,,False,,True,True,,,,,True,,False,,,,True,,True,,False,,,True,False,,,True,True,False,,,,,,False,,,,False
21063,55,69.0,,74.9,,40.0,34.0,,,,,46.9,,42.2,,,,44.0,,39.7,,18.5,,,25.0,39.9,,,51.0,57.0,4.5,,,,,,46.6,,,,67.2,14.0,,19.9,,-15.0,-21.0,,,,,-8.1,,-12.8,,,,-11.0,,-15.3,,-36.5,,,-30.0,-15.1,,,-4.0,2.0,-50.5,,,,,,-8.4,,,,12.2,,False,,False,False,,,,,True,,True,,,,True,,False,,False,,,False,False,,,True,True,False,,,,,,True,,,,True
21065,53,34.0,,36.6,,39.0,49.0,,,,,29.7,,39.2,,,,73.0,,32.6,,32.0,,,45.0,40.7,,,48.0,38.0,10.9,,,,,,52.8,,,,52.5,-19.0,,-16.4,,-14.0,-4.0,,,,,-23.3,,-13.8,,,,20.0,,-20.4,,-21.0,,,-8.0,-12.3,,,-5.0,-15.0,-42.1,,,,,,-0.2,,,,-0.5,,True,,True,True,,,,,False,,True,,,,False,,False,,False,,,True,True,,,True,True,False,,,,,,True,,,,True
21067,1638,1978.0,,1969.1,2019.5,1971.0,2186.0,,,,,1268.2,,2640.1,,2079.2,,1493.0,,2122.4,,1079.0,1937.5,,1972.0,1869.6,,,2234.0,1891.0,217.0,,,,,1827.9,2430.3,3364.0,,,1784.9,340.0,,331.1,381.5,333.0,548.0,,,,,-369.8,,1002.1,,441.2,,-145.0,,484.4,,-559.0,299.5,,334.0,231.6,,,596.0,253.0,-1421.0,,,,,189.9,792.3,1726.0,,,146.9,,True,False,True,False,,,,,False,,False,,False,,True,,False,,False,True,,True,True,,,False,True,False,,,,,True,False,False,,,True
21069,117,62.0,,59.4,,62.0,75.0,,,,,33.0,,70.3,,,,73.0,,69.8,,40.2,,,53.0,56.3,,,73.0,65.0,7.3,,,,,,82.2,,,,85.8,-55.0,,-57.6,,-55.0,-42.0,,,,,-84.0,,-46.7,,,,-44.0,,-47.2,,-76.8,,,-64.0,-60.7,,,-44.0,-52.0,-109.7,,,,,,-34.8,,,,-31.2,,False,,False,True,,,,,False,,True,,,,True,,True,,False,,,False,False,,,True,True,False,,,,,,True,,,,True
21071,165,147.0,,137.5,,137.0,136.0,,,,,92.8,,112.6,,,,136.0,,129.9,,66.4,181.5,,119.0,140.8,,,153.0,165.0,32.3,,,,,,127.3,,,,197.7,-18.0,,-27.5,,-28.0,-29.0,,,,,-72.2,,-52.4,,,,-29.0,,-35.1,,-98.6,16.5,,-46.0,-24.2,,,-12.0,0.0,-132.7,,,,,,-37.7,,,,32.7,,False,,False,False,,,,,False,,False,,,,False,,False,,False,True,,False,False,,,True,True,False,,,,,,False,,,,False
21073,192,199.0,,195.8,,200.0,200.0,,,,,122.8,,204.8,,,,237.0,,230.3,,133.8,181.0,,259.0,242.9,,,234.0,200.0,24.8,,,,,,270.4,,,,216.4,7.0,,3.8,,8.0,8.0,,,,,-69.2,,12.8,,,,45.0,,38.3,,-58.2,-11.0,,67.0,50.9,,,42.0,8.0,-167.2,,,,,,78.4,,,,24.4,,True,,False,False,,,,,False,,False,,,,False,,False,,False,False,,False,False,,,False,False,False,,,,,,False,,,,False
