,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
16067,380,584.0,,615.1,,578.0,319.0,,,,275.9,,1032.0,,565.9,,252.8,,,598.0,694.0,,,,,,301.7,,,,,435.3,204.0,,235.1,,198.0,-61.0,,,,-104.1,,652.0,,185.9,,-127.2,,,218.0,314.0,,,,,,-78.3,,,,,55.3,,False,,True,True,,,,True,,False,,True,,True,,,False,False,,,,,,True,,,,,True
16069,1047,1476.0,,1528.6,,1367.0,1485.0,,,,423.1,,988.0,,1223.2,,555.5,2276.0,,1373.0,1226.6,,,,,,951.2,,,,,2346.4,429.0,,481.6,,320.0,438.0,,,,-623.9,,-59.0,,176.2,,-491.5,1229.0,,326.0,179.6,,,,,,-95.8,,,,,1299.4,,False,,True,False,,,,False,,True,,True,,False,False,,True,True,,,,,,True,,,,,False
16071,128,44.0,,41.8,,41.0,1.0,,,,31.0,,84.0,,34.8,,36.3,,,35.0,58.2,,,,,,,,,,,46.7,-84.0,,-86.2,,-87.0,-127.0,,,,-97.0,,-44.0,,-93.2,,-91.7,,,-93.0,-69.8,,,,,,,,,,,-81.3,,False,,False,False,,,,False,,True,,False,,False,,,False,True,,,,,,,,,,,True
16073,309,224.0,,215.6,,209.0,44.0,,,,107.4,,87.0,,209.4,,65.8,,,301.0,238.0,,,,,,,,,,,253.8,-85.0,,-93.4,,-100.0,-265.0,,,,-201.6,,-222.0,,-99.6,,-243.2,,,-8.0,-71.0,,,,,,,,,,,-55.2,,False,,False,False,,,,False,,False,,False,,False,,,True,True,,,,,,,,,,,True
16075,483,464.0,,462.0,,431.0,396.0,,,,232.9,,318.0,,234.1,,184.2,,,557.0,469.4,,,,,,269.0,,,,,526.0,-19.0,,-21.0,,-52.0,-87.0,,,,-250.1,,-165.0,,-248.9,,-298.8,,,74.0,-13.6,,,,,,-214.0,,,,,43.0,,False,,False,False,,,,False,,False,,False,,False,,,False,True,,,,,,False,,,,,False
16077,95,68.0,,73.6,,62.0,45.0,,,,53.4,,212.0,,10.7,,45.9,,,48.0,95.6,,,,,,,,,,,78.9,-27.0,,-21.4,,-33.0,-50.0,,,,-41.6,,117.0,,-84.3,,-49.1,,,-47.0,0.6,,,,,,,,,,,-16.1,,True,,False,False,,,,False,,False,,False,,False,,,False,True,,,,,,,,,,,True
16079,271,244.0,,243.2,,239.0,54.0,,,,67.9,,296.0,,741.6,,378.2,,,216.0,211.0,,,,,,,,,,,461.5,-27.0,,-27.8,,-32.0,-217.0,,,,-203.1,,25.0,,470.6,,107.2,,,-55.0,-60.0,,,,,,,,,,,190.5,,False,,False,False,,,,False,,True,,False,,False,,,False,False,,,,,,,,,,,False
16081,193,300.0,,298.7,,306.0,348.0,,,,103.2,,132.0,,844.7,,52.7,,,375.0,305.2,,,,,,,,,,,485.5,107.0,,105.7,,113.0,155.0,,,,-89.8,,-61.0,,651.7,,-140.3,,,182.0,112.2,,,,,,,,,,,292.5,,True,,False,False,,,,True,,True,,False,,False,,,False,False,,,,,,,,,,,False
16083,1662,2688.0,,2570.8,,2697.0,2222.0,,,,5178.5,,2864.0,,2581.6,,1566.0,3889.0,,3195.5,2970.3,,,,,,2193.2,,,,,4005.2,1026.0,,908.8,,1035.0,560.0,,,,3516.5,,1202.0,,919.6,,-96.0,2227.0,,1533.5,1308.3,,,,,,531.2,,,,,2343.2,,True,,False,True,,,,False,,False,,True,,True,False,,False,False,,,,,,True,,,,,False
16085,127,104.0,,91.7,,104.0,0.0,,,,38.4,,167.0,,156.6,,94.2,,,60.0,141.5,,,,,,,,,,,298.8,-23.0,,-35.3,,-23.0,-127.0,,,,-88.6,,40.0,,29.6,,-32.8,,,-67.0,14.5,,,,,,,,,,,171.8,,False,,False,False,,,,False,,False,,False,,False,,,False,True,,,,,,,,,,,False
16087,264,252.0,,249.4,,250.0,62.0,,,,99.9,,126.0,,119.8,,97.9,,,419.0,299.8,,,,,,,,,,,375.0,-12.0,,-14.6,,-14.0,-202.0,,,,-164.1,,-138.0,,-144.2,,-166.1,,,155.0,35.8,,,,,,,,,,,111.0,,False,,False,False,,,,False,,False,,False,,False,,,False,False,,,,,,,,,,,False
17001,1953,2896.0,,2882.8,,2942.0,2821.0,,,,5547.6,,1791.0,,4226.7,,1519.0,5020.0,,4690.0,3142.6,,,,,,2354.5,,,,,4709.6,943.0,,929.8,,989.0,868.0,,,,3594.6,,-162.0,,2273.7,,-434.0,3067.0,,2737.0,1189.6,,,,,,401.5,,,,,2756.6,,True,,False,True,,,,False,,True,,False,,True,False,,False,False,,,,,,True,,,,,False
17003,95,124.0,,129.0,,116.0,96.0,,,,52.2,,78.0,,142.5,,36.7,,,99.0,147.5,,,,,,,,,,,137.4,29.0,,34.0,,21.0,1.0,,,,-42.8,,-17.0,,47.5,,-58.3,,,4.0,52.5,,,,,,,,,,,42.4,,False,,True,True,,,,False,,True,,False,,False,,,True,False,,,,,,,,,,,False
17005,492,636.0,,600.9,,597.0,592.0,,,,209.9,,468.0,,2789.8,,178.3,,,693.0,544.2,,,,,,,,,,,1325.6,144.0,,108.9,,105.0,100.0,,,,-282.1,,-24.0,,2297.8,,-313.7,,,201.0,52.2,,,,,,,,,,,833.6,,True,,True,True,,,,False,,True,,False,,False,,,False,True,,,,,,,,,,,False
17007,1465,2012.0,,2018.8,,2005.0,1004.0,,,,3705.8,,1815.0,,2177.4,,1370.7,3224.0,,2655.0,1990.6,,,,,,1655.7,,,,,2826.6,547.0,,553.8,,540.0,-461.0,,,,2240.8,,350.0,,712.4,,-94.3,1759.0,,1190.0,525.6,,,,,,190.7,,,,,1361.6,,False,,True,True,,,,False,,True,,False,,True,False,,False,True,,,,,,True,,,,,False
17009,165,172.0,,165.8,,187.0,186.0,,,,242.6,,233.0,,388.9,,32.6,,,301.0,154.5,,,,,,,,,,,241.3,7.0,,0.8,,22.0,21.0,,,,77.6,,68.0,,223.9,,-132.4,,,136.0,-10.5,,,,,,,,,,,76.3,,True,,False,False,,,,False,,False,,False,,False,,,False,False,,,,,,,,,,,False
17011,885,1452.0,,1459.3,,1457.0,1876.0,,,,443.8,,1037.0,,4643.7,,486.4,2415.0,,2487.5,1206.8,,,,,,913.6,,,,,2026.9,567.0,,574.3,,572.0,991.0,,,,-441.2,,152.0,,3758.7,,-398.6,1530.0,,1602.5,321.8,,,,,,28.6,,,,,1141.9,,False,,False,False,,,,True,,True,,False,,True,False,,False,True,,,,,,True,,,,,False
17013,178,160.0,,167.5,,146.0,98.0,,,,78.7,,76.0,,326.2,,80.9,,,248.0,136.1,,,,,,,,,,,213.1,-18.0,,-10.5,,-32.0,-80.0,,,,-99.3,,-102.0,,148.2,,-97.1,,,70.0,-41.9,,,,,,,,,,,35.1,,True,,False,False,,,,False,,False,,False,,False,,,False,False,,,,,,,,,,,False
17015,345,804.0,,830.3,,745.0,576.0,,,,250.5,,535.0,,694.4,,199.7,,,1106.0,780.7,,,,,,,,,,,1554.7,459.0,,485.3,,400.0,231.0,,,,-94.5,,190.0,,349.4,,-145.3,,,761.0,435.7,,,,,,,,,,,1209.7,,False,,True,True,,,,True,,True,,True,,True,,,False,True,,,,,,,,,,,False
17017,596,572.0,,576.1,,475.0,113.0,,,,187.5,,279.0,,5095.4,,208.2,,,771.0,437.8,,,,,,,,,,,650.1,-24.0,,-19.9,,-121.0,-483.0,,,,-408.5,,-317.0,,4499.4,,-387.8,,,175.0,-158.2,,,,,,,,,,,54.1,,True,,False,False,,,,False,,False,,False,,False,,,False,False,,,,,,,,,,,False
17019,3478,4420.0,,4465.3,,4567.0,3082.0,,,,8219.1,,4624.0,,6027.8,,4578.4,6598.0,,4612.0,4876.8,,,,,,2173.6,6315.0,,,,8059.8,942.0,,987.3,,1089.0,-396.0,,,,4741.1,,1146.0,,2549.8,,1100.4,3120.0,,1134.0,1398.8,,,,,,-1304.4,2837.0,,,,4581.8,,False,,False,True,,,,False,,False,,False,,False,False,,False,False,,,,,,False,False,,,,False
17021,776,1300.0,,1264.7,,1364.0,2019.0,,,,390.1,,1122.0,,3483.1,,341.3,2308.5,,2555.0,1382.5,,,,,,730.3,,,,,2228.2,524.0,,488.7,,588.0,1243.0,,,,-385.9,,346.0,,2707.1,,-434.7,1532.5,,1779.0,606.5,,,,,,-45.7,,,,,1452.2,,True,,False,False,,,,True,,True,,False,,True,False,,False,False,,,,,,True,,,,,False
17023,376,464.0,,458.4,,464.0,628.0,,,,149.6,,386.0,,4069.6,,188.2,,,464.0,398.3,,,,,,,,,,,1862.4,88.0,,82.4,,88.0,252.0,,,,-226.4,,10.0,,3693.6,,-187.8,,,88.0,22.3,,,,,,,,,,,1486.4,,True,,False,False,,,,False,,True,,False,,False,,,False,True,,,,,,,,,,,False
17025,515,552.0,,580.4,,588.0,598.0,,,,231.8,,328.0,,1792.4,,332.0,,,1108.0,603.4,,,,,,,,,,,629.9,37.0,,65.4,,73.0,83.0,,,,-283.2,,-187.0,,1277.4,,-183.0,,,593.0,88.4,,,,,,,,,,,114.9,,False,,False,False,,,,False,,False,,False,,False,,,False,False,,,,,,,,,,,False
17027,1366,1480.0,,1526.2,,1440.0,744.0,,,,2881.9,,1002.0,,2666.7,,635.9,2028.5,,1453.0,1430.0,,,,,,821.5,,,,,2685.3,114.0,,160.2,,74.0,-622.0,,,,1515.9,,-364.0,,1300.7,,-730.1,662.5,,87.0,64.0,,,,,,-544.5,,,,,1319.3,,False,,True,False,,,,False,,False,,False,,False,False,,True,True,,,,,,False,,,,,False
17029,968,1312.0,,1321.0,,1398.0,1768.0,,,,3739.3,,1768.0,,1282.6,,906.8,2004.0,,1929.0,1561.8,,,,,,621.8,,,,,1394.7,344.0,,353.0,,430.0,800.0,,,,2771.3,,800.0,,314.6,,-61.2,1036.0,,961.0,593.8,,,,,,-346.2,,,,,426.7,,False,,False,False,,,,False,,False,,True,,True,False,,False,False,,,,,,False,,,,,False
17031,103069,125872.0,,127569.5,231415.8,135357.0,94320.0,,,,63724.6,,105668.0,,208702.6,,90069.4,199270.0,,211343.0,156596.1,,,,,,60667.9,138407.0,,,,234657.9,22803.0,,24500.5,128346.8,32288.0,-8749.0,,,,-39344.4,,2599.0,,105633.6,,-12999.6,96201.0,,108274.0,53527.1,,,,,,-42401.1,35338.0,,,,131588.9,,False,False,False,True,,,,False,,True,,False,,True,False,,False,False,,,,,,False,False,,,,False
17033,509,384.0,,355.8,,367.0,240.0,,,,168.9,,519.0,,1172.7,,75.8,,,245.0,360.3,,,,,,,,,,,511.2,-125.0,,-153.2,,-142.0,-269.0,,,,-340.1,,10.0,,663.7,,-433.2,,,-264.0,-148.7,,,,,,,,,,,2.2,,False,,False,False,,,,False,,True,,False,,False,,,False,False,,,,,,,,,,,True
17035,304,268.0,,248.6,,262.0,447.0,,,,106.2,,255.0,,989.0,,137.8,,,285.0,242.4,,,,,,,,,,,380.0,-36.0,,-55.4,,-42.0,143.0,,,,-197.8,,-49.0,,685.0,,-166.2,,,-19.0,-61.6,,,,,,,,,,,76.0,,False,,False,False,,,,False,,False,,False,,False,,,True,False,,,,,,,,,,,False
17037,1902,2704.0,,2731.3,,2838.0,2808.0,,,,5765.2,,2923.0,,3390.7,,2090.8,4138.0,,4437.5,3012.3,,,,,,2601.1,,,,,5770.2,802.0,,829.3,,936.0,906.0,,,,3863.2,,1021.0,,1488.7,,188.8,2236.0,,2535.5,1110.3,,,,,,699.1,,,,,3868.2,,False,,False,False,,,,False,,False,,False,,True,False,,False,False,,,,,,True,,,,,False
17039,261,312.0,,304.5,,310.0,491.0,,,,109.5,,483.0,,1828.9,,229.1,,,256.0,264.4,,,,,,,,,,,845.8,51.0,,43.5,,49.0,230.0,,,,-151.5,,222.0,,1567.9,,-31.9,,,-5.0,3.4,,,,,,,,,,,584.8,,True,,True,False,,,,False,,False,,False,,True,,,True,True,,,,,,,,,,,False
17041,491,520.0,,527.0,,510.0,517.0,,,,250.6,,561.0,,134.8,,210.6,,,358.0,513.9,,,,,,,,,,,536.8,29.0,,36.0,,19.0,26.0,,,,-240.4,,70.0,,-356.2,,-280.4,,,-133.0,22.9,,,,,,,,,,,45.8,,False,,True,True,,,,False,,False,,False,,False,,,False,True,,,,,,,,,,,False
17043,19473,20264.0,,20325.7,36329.9,21221.0,14840.0,,,,30853.4,,19479.0,,30558.9,,20609.2,34773.5,,31942.5,24511.3,,,,,,16065.5,21333.0,,,,41231.3,791.0,,852.7,16856.9,1748.0,-4633.0,,,,11380.4,,6.0,,11085.9,,1136.2,15300.5,,12469.5,5038.3,,,,,,-3407.5,1860.0,,,,21758.3,,False,False,False,False,,,,False,,True,,False,,False,False,,False,False,,,,,,False,False,,,,False
17045,516,340.0,,452.9,,441.0,978.0,,,,145.0,,461.0,,4490.4,,392.9,,,1449.5,357.6,,,,,,,,,,,222.8,-176.0,,-63.1,,-75.0,462.0,,,,-371.0,,-55.0,,3974.4,,-123.1,,,933.5,-158.4,,,,,,,,,,,-293.2,,True,,True,False,,,,False,,True,,False,,True,,,False,True,,,,,,,,,,,False
17047,149,84.0,,87.9,,84.0,77.0,,,,49.5,,84.0,,236.1,,69.2,,,67.0,96.4,,,,,,,,,,,91.9,-65.0,,-61.1,,-65.0,-72.0,,,,-99.5,,-65.0,,87.1,,-79.8,,,-82.0,-52.6,,,,,,,,,,,-57.1,,True,,False,False,,,,False,,False,,False,,False,,,False,True,,,,,,,,,,,True
17049,1387,1312.0,,1287.3,,1286.0,1135.0,,,,527.6,,1038.0,,2924.2,,480.1,2529.5,,2581.0,1646.8,,,,,,639.2,,,,,1487.8,-75.0,,-99.7,,-101.0,-252.0,,,,-859.4,,-349.0,,1537.2,,-906.9,1142.5,,1194.0,259.8,,,,,,-747.8,,,,,100.8,,False,,False,False,,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False
17051,1102,868.0,,836.6,,841.0,354.0,,,,290.6,,765.0,,4492.9,,241.4,,,1357.0,847.4,,,,,,,,,,,953.6,-234.0,,-265.4,,-261.0,-748.0,,,,-811.4,,-337.0,,3390.9,,-860.6,,,255.0,-254.6,,,,,,,,,,,-148.4,,False,,False,False,,,,False,,False,,False,,False,,,False,False,,,,,,,,,,,True
17053,486,508.0,,479.4,,479.0,717.0,,,,160.3,,395.0,,4314.1,,112.1,,,639.0,382.9,,,,,,,,,,,308.0,22.0,,-6.6,,-7.0,231.0,,,,-325.7,,-91.0,,3828.1,,-373.9,,,153.0,-103.1,,,,,,,,,,,-178.0,,True,,True,False,,,,False,,False,,False,,False,,,False,False,,,,,,,,,,,False
17055,995,1248.0,,1259.3,,1250.0,880.0,,,,1735.1,,839.0,,2001.5,,566.6,1586.5,,2284.5,1374.3,,,,,,1018.4,,,,,1305.1,253.0,,264.3,,255.0,-115.0,,,,740.1,,-156.0,,1006.5,,-428.4,591.5,,1289.5,379.3,,,,,,23.4,,,,,310.1,,False,,False,True,,,,False,,True,,False,,False,False,,False,False,,,,,,True,,,,,False
17057,855,732.0,,732.9,,768.0,696.0,,,,891.1,,977.0,,541.0,,390.9,1983.5,,814.0,918.6,,,,,,,,,,,990.8,-123.0,,-122.1,,-87.0,-159.0,,,,36.1,,122.0,,-314.0,,-464.1,1128.5,,-41.0,63.6,,,,,,,,,,,135.8,,True,,True,False,,,,True,,True,,False,,False,False,,True,True,,,,,,,,,,,False
17059,81,116.0,,116.1,,95.0,37.0,,,,38.0,,58.0,,54.6,,63.4,,,123.0,97.1,,,,,,,,,,,186.6,35.0,,35.1,,14.0,-44.0,,,,-43.0,,-23.0,,-26.4,,-17.6,,,42.0,16.1,,,,,,,,,,,105.6,,False,,True,False,,,,False,,True,,True,,True,,,False,True,,,,,,,,,,,False
17061,388,464.0,,427.7,,467.0,782.0,,,,164.3,,389.0,,2511.4,,251.1,,,708.5,452.1,,,,,,,,,,,568.7,76.0,,39.7,,79.0,394.0,,,,-223.7,,1.0,,2123.4,,-136.9,,,320.5,64.1,,,,,,,,,,,180.7,,True,,False,False,,,,False,,True,,False,,False,,,False,True,,,,,,,,,,,False
17063,1435,1896.0,,1806.4,,2077.0,2331.0,,,,2681.6,,1440.0,,4645.5,,1108.0,4795.5,,4884.0,2409.2,,,,,,1278.3,,,,,2088.5,461.0,,371.4,,642.0,896.0,,,,1246.6,,5.0,,3210.5,,-327.0,3360.5,,3449.0,974.2,,,,,,-156.7,,,,,653.5,,True,,False,False,,,,False,,True,,False,,True,False,,False,False,,,,,,True,,,,,False
17065,183,384.0,,408.2,,405.0,477.0,,,,135.3,,169.0,,1989.8,,189.1,,,636.0,381.7,,,,,,,,,,,570.7,201.0,,225.2,,222.0,294.0,,,,-47.7,,-14.0,,1806.8,,6.1,,,453.0,198.7,,,,,,,,,,,387.7,,False,,False,False,,,,True,,True,,False,,True,,,False,True,,,,,,,,,,,False
17067,410,832.0,,845.3,,832.0,618.0,,,,225.4,,408.0,,2832.4,,218.7,,,1807.5,837.4,,,,,,,,,,,2095.9,422.0,,435.3,,422.0,208.0,,,,-184.6,,-2.0,,2422.4,,-191.3,,,1397.5,427.4,,,,,,,,,,,1685.9,,False,,False,True,,,,True,,True,,False,,True,,,False,False,,,,,,,,,,,False
17069,86,84.0,,76.9,,81.0,67.0,,,,40.3,,42.0,,227.0,,34.4,,,174.0,91.1,,,,,,,,,,,111.5,-2.0,,-9.1,,-5.0,-19.0,,,,-45.7,,-44.0,,141.0,,-51.6,,,88.0,5.1,,,,,,,,,,,25.5,,False,,False,False,,,,False,,False,,False,,False,,,False,False,,,,,,,,,,,False
17071,143,168.0,,162.4,,184.0,113.0,,,,79.5,,197.0,,233.1,,38.6,,,241.0,228.9,,,,,,,,,,,311.8,25.0,,19.4,,41.0,-30.0,,,,-63.5,,54.0,,90.1,,-104.4,,,98.0,85.9,,,,,,,,,,,168.8,,True,,False,False,,,,False,,False,,False,,False,,,False,False,,,,,,,,,,,False
17073,1519,1684.0,,1536.0,,1704.0,3250.0,,,,489.4,,1617.0,,19446.0,,925.2,3684.5,,4397.5,1835.8,,,,,,604.8,,,,,1242.7,165.0,,17.0,,185.0,1731.0,,,,-1029.6,,98.0,,17927.0,,-593.8,2165.5,,2878.5,316.8,,,,,,-914.2,,,,,-276.3,,True,,False,False,,,,False,,True,,False,,False,False,,False,False,,,,,,False,,,,,False
17075,888,1368.0,,1290.0,,1442.0,2065.0,,,,409.3,,689.0,,7000.8,,544.9,,,3910.0,1419.2,,,,,,,,,,,3810.1,480.0,,402.0,,554.0,1177.0,,,,-478.7,,-199.0,,6112.8,,-343.1,,,3022.0,531.2,,,,,,,,,,,2922.1,,True,,False,False,,,,True,,True,,False,,True,,,False,False,,,,,,,,,,,False
17077,1053,1180.0,,1135.8,,1235.0,1998.0,,,,2250.2,,1015.0,,5033.3,,1031.2,1324.0,,1589.0,1264.4,,,,,,627.0,,,,,1979.4,127.0,,82.8,,182.0,945.0,,,,1197.2,,-38.0,,3980.3,,-21.8,271.0,,536.0,211.4,,,,,,-426.0,,,,,926.4,,True,,False,False,,,,False,,True,,False,,True,False,,False,False,,,,,,False,,,,,False
17079,306,268.0,,306.7,,268.0,82.0,,,,112.5,,228.0,,1417.7,,66.8,,,448.0,285.1,,,,,,,,,,,159.6,-38.0,,0.7,,-38.0,-224.0,,,,-193.5,,-78.0,,1111.7,,-239.2,,,142.0,-20.9,,,,,,,,,,,-146.4,,True,,False,False,,,,False,,False,,False,,False,,,False,True,,,,,,,,,,,False
17081,943,912.0,,951.5,,1008.0,1642.0,,,,338.5,,989.0,,1957.0,,563.0,1188.5,,1608.0,955.9,,,,,,901.7,,,,,1767.4,-31.0,,8.5,,65.0,699.0,,,,-604.5,,46.0,,1014.0,,-380.0,245.5,,665.0,12.9,,,,,,-41.3,,,,,824.4,,True,,False,False,,,,False,,False,,False,,False,False,,False,True,,,,,,False,,,,,False
17083,712,704.0,,682.9,,704.0,1290.0,,,,233.6,,507.0,,6202.3,,327.9,,,1433.0,601.5,,,,,,,,,,,1611.5,-8.0,,-29.1,,-8.0,578.0,,,,-478.4,,-205.0,,5490.3,,-384.1,,,721.0,-110.5,,,,,,,,,,,899.5,,False,,False,False,,,,False,,False,,False,,False,,,False,False,,,,,,,,,,,False
17085,379,728.0,,729.5,,700.0,657.0,,,,173.8,,731.0,,2546.5,,287.1,,,588.0,639.6,,,,,,,,,,,799.3,349.0,,350.5,,321.0,278.0,,,,-205.2,,352.0,,2167.5,,-91.9,,,209.0,260.6,,,,,,,,,,,420.3,,False,,True,True,,,,True,,False,,False,,True,,,True,True,,,,,,,,,,,False
17087,306,312.0,,313.3,,298.0,235.0,,,,598.5,,227.0,,705.4,,121.5,,,286.0,329.2,,,,,,,,,,,259.0,6.0,,7.3,,-8.0,-71.0,,,,292.5,,-79.0,,399.4,,-184.5,,,-20.0,23.2,,,,,,,,,,,-47.0,,False,,False,False,,,,False,,False,,False,,False,,,False,False,,,,,,,,,,,False
17089,11220,13992.0,,14715.1,25919.2,16369.0,16633.0,,,,20384.0,,13632.0,,23691.3,,13462.9,25959.5,,22050.5,16488.6,,,,,,11222.9,18995.0,,,,19521.9,2772.0,,3495.1,14699.2,5149.0,5413.0,,,,9164.0,,2412.0,,12471.3,,2242.9,14739.5,,10830.5,5268.6,,,,,,2.9,7775.0,,,,8301.9,,False,False,False,False,,,,False,,True,,False,,True,False,,False,False,,,,,,True,False,,,,False
17091,3524,5844.0,,5944.8,,6722.0,7352.0,,,,8151.3,,3097.0,,14040.2,,3429.1,11401.5,,16601.0,8216.6,,,,,,2931.2,,,,,10317.6,2320.0,,2420.8,,3198.0,3828.0,,,,4627.3,,-427.0,,10516.2,,-94.9,7877.5,,13077.0,4692.6,,,,,,-592.8,,,,,6793.6,,False,,False,False,,,,False,,True,,False,,True,False,,False,False,,,,,,True,,,,,False
17093,2613,3576.0,,3691.8,,3991.0,3564.0,,,,5921.6,,2920.0,,9446.2,,3473.3,7047.0,,8760.0,4456.4,,,,,,2788.6,7255.0,,,,4594.6,963.0,,1078.8,,1378.0,951.0,,,,3308.6,,307.0,,6833.2,,860.3,4434.0,,6147.0,1843.4,,,,,,175.6,4642.0,,,,1981.6,,False,,False,True,,,,False,,True,,False,,True,False,,False,False,,,,,,True,False,,,,False
17095,1309,1412.0,,1362.2,,1559.0,1555.0,,,,2257.7,,1725.0,,1799.4,,990.3,2196.5,,1498.0,1578.8,,,,,,1460.0,,,,,2572.1,103.0,,53.2,,250.0,246.0,,,,948.7,,416.0,,490.4,,-318.7,887.5,,189.0,269.8,,,,,,151.0,,,,,1263.1,,True,,False,False,,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False
17097,12696,17092.0,,16749.7,32886.3,23641.0,23417.0,,,,21137.9,,19541.0,,33305.1,,19127.8,29680.5,,31890.0,22861.8,,,,,,7914.7,27094.0,,,,38990.0,4396.0,,4053.7,20190.3,10945.0,10721.0,,,,8441.9,,6845.0,,20609.1,,6431.8,16984.5,,19194.0,10165.8,,,,,,-4781.3,14398.0,,,,26294.0,,True,False,False,False,,,,False,,False,,False,,False,False,,False,False,,,,,,False,False,,,,False
17099,2805,4276.0,,4309.8,,4596.0,5008.0,,,,8177.4,,3159.0,,10800.2,,3098.2,8173.5,,8887.0,4928.3,,,,,,2795.2,,,,,8802.7,1471.0,,1504.8,,1791.0,2203.0,,,,5372.4,,354.0,,7995.2,,293.2,5368.5,,6082.0,2123.3,,,,,,-9.8,,,,,5997.7,,False,,False,False,,,,False,,True,,False,,True,False,,False,False,,,,,,True,,,,,False
17101,837,560.0,,545.0,,560.0,1002.0,,,,163.6,,439.0,,3234.3,,391.0,,,1045.0,447.3,,,,,,,,,,,1949.0,-277.0,,-292.0,,-277.0,165.0,,,,-673.4,,-398.0,,2397.3,,-446.0,,,208.0,-389.7,,,,,,,,,,,1112.0,,False,,False,True,,,,False,,False,,False,,False,,,True,False,,,,,,,,,,,False
17103,945,1124.0,,1079.3,,1156.0,1164.0,,,,324.9,,1396.0,,926.1,,464.2,2427.0,,1429.0,1108.0,,,,,,1210.6,,,,,2355.8,179.0,,134.3,,211.0,219.0,,,,-620.1,,451.0,,-18.9,,-480.8,1482.0,,484.0,163.0,,,,,,265.6,,,,,1410.8,,True,,False,False,,,,False,,False,,True,,False,False,,False,True,,,,,,False,,,,,False
17105,1151,2048.0,,2109.5,,2119.0,2710.0,,,,587.5,,1087.0,,11374.5,,733.4,6822.5,,4546.5,2131.4,,,,,,1611.3,,,,,4227.9,897.0,,958.5,,968.0,1559.0,,,,-563.5,,-64.0,,10223.5,,-417.6,5671.5,,3395.5,980.4,,,,,,460.3,,,,,3076.9,,False,,False,False,,,,True,,True,,False,,True,False,,False,False,,,,,,True,,,,,False
17107,1219,1156.0,,1143.3,,1210.0,1854.0,,,,330.7,,822.0,,3801.4,,552.4,,,2526.0,1218.4,,,,,,,,,,,1800.3,-63.0,,-75.7,,-9.0,635.0,,,,-888.3,,-397.0,,2582.4,,-666.6,,,1307.0,-0.6,,,,,,,,,,,581.3,,False,,True,False,,,,False,,False,,False,,False,,,False,True,,,,,,,,,,,False
