,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UCSB-ACTS,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UCSB-ACTS,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UCSB-ACTS,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
New Mexico,38918,48807.0,62718.8,48513.1,56450.0,58036.0,,44029.2,50010.0,82686.4,63827.4,,59715.0,47486.2,55507.4,80434.0,33943.4,74101.7,79419.5,67299.6,67020.2,56456.0,67496.0,,88968.9,181330.5,,52559.7,53872.5,94572.6,44357.8,56042.0,53399.8,9889.0,23800.8,9595.1,17532.0,19118.0,,5111.2,11092.0,43768.4,24909.4,,20797.0,8568.2,16589.4,41516.0,-4974.6,35183.7,40501.5,28381.6,28102.2,17538.0,28578.0,,50050.9,142412.5,,13641.7,14954.5,55654.6,5439.8,17124.0,14481.8,False,True,False,False,,True,False,False,False,,False,True,False,False,True,False,False,False,False,False,False,,False,False,,False,False,False,True,False,False
New York,176548,102816.0,156375.1,104132.0,134603.0,110252.0,,124678.3,215969.0,202282.2,143268.6,,98029.0,133981.7,255257.1,155584.0,163779.5,207804.3,128942.0,138393.9,155327.3,153042.0,147274.0,,102643.5,114794.9,,151063.2,172008.7,241657.1,126281.0,84017.0,110603.3,-73732.0,-20172.9,-72416.0,-41945.0,-66296.0,,-51869.7,39421.0,25734.2,-33279.4,,-78519.0,-42566.3,78709.1,-20964.0,-12768.5,31256.3,-47606.0,-38154.1,-21220.7,-23506.0,-29274.0,,-73904.5,-61753.1,,-25484.8,-4539.3,65109.1,-50267.0,-92531.0,-65944.7,True,True,True,True,,True,True,True,True,,False,True,False,True,True,True,True,True,True,True,True,,False,True,,True,True,True,True,False,True
North Carolina,97515,69429.0,115256.1,69292.5,77084.0,79019.0,,65771.7,67850.0,106135.3,72014.8,,77179.0,73838.2,63204.8,104719.0,67933.4,95314.9,81712.0,96505.9,94728.9,93640.0,102104.0,,102740.3,64647.3,,62871.7,90281.7,66010.8,95257.3,85533.0,71515.4,-28086.0,17741.1,-28222.5,-20431.0,-18496.0,,-31743.3,-29665.0,8620.3,-25500.2,,-20336.0,-23676.8,-34310.2,7204.0,-29581.6,-2200.1,-15803.0,-1009.1,-2786.1,-3875.0,4589.0,,5225.3,-32867.7,,-34643.3,-7233.3,-31504.2,-2257.7,-11982.0,-25999.6,True,False,True,True,,False,False,True,True,,True,True,False,True,False,True,True,True,True,True,True,,True,False,,False,True,False,True,True,True
North Dakota,16050,26004.0,21745.6,25392.9,25189.0,16411.0,,25097.0,25009.0,32135.4,31496.9,,34510.0,36574.0,16997.5,32700.0,11078.1,25563.0,22556.0,26227.1,30726.3,27609.0,32834.0,,25370.2,22110.1,,21548.8,54244.3,23373.8,13864.8,28818.0,24038.7,9954.0,5695.6,9342.9,9139.0,361.0,,9047.0,8959.0,16085.4,15446.9,,18460.0,20524.0,947.5,16650.0,-4971.9,9513.0,6506.0,10177.1,14676.3,11559.0,16784.0,,9320.2,6060.1,,5498.8,38194.3,7323.8,-2185.2,12768.0,7988.7,True,True,True,True,,True,True,False,False,,False,False,True,False,True,True,True,False,False,False,False,,True,True,,True,False,True,True,False,True
Ohio,210175,159129.0,206079.2,160148.0,192670.0,157317.0,,151960.7,298863.0,253092.0,237854.0,,197182.0,208995.7,267462.8,207512.0,149141.8,300398.7,168400.0,173324.5,212829.9,219100.0,225143.0,,197907.5,283156.4,,202725.5,269943.4,189116.4,141394.9,171241.0,209845.4,-51046.0,-4095.8,-50027.0,-17505.0,-52858.0,,-58214.3,88688.0,42917.0,27679.0,,-12993.0,-1179.3,57287.8,-2663.0,-61033.2,90223.7,-41775.0,-36850.5,2654.9,8925.0,14968.0,,-12267.5,72981.4,,-7449.5,59768.4,-21058.6,-68780.1,-38934.0,-329.6,True,True,True,False,,False,False,True,True,,True,True,False,True,False,False,True,True,True,True,True,,True,False,,True,False,True,False,True,True
Oklahoma,62412,62157.0,121823.6,64481.0,70975.0,65938.0,,57269.1,71504.0,71683.9,77683.0,,68118.0,80352.8,94412.4,89436.0,33369.9,111007.0,69966.5,70527.6,86890.2,87106.0,84985.0,,97373.5,29344.9,,59982.4,72315.7,65372.9,63332.7,72627.0,65116.3,-255.0,59411.6,2069.0,8563.0,3526.0,,-5142.9,9092.0,9271.9,15271.0,,5706.0,17940.8,32000.4,27024.0,-29042.1,48595.0,7554.5,8115.6,24478.2,24694.0,22573.0,,34961.5,-33067.1,,-2429.6,9903.7,2960.9,920.7,10215.0,2704.3,False,False,False,False,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,False,False,False
Oregon,29171,22950.0,43888.9,22856.5,31305.0,26391.0,,21604.6,44406.0,32956.0,32522.9,,25524.0,32112.9,26863.0,35629.0,28693.5,45693.8,34683.0,34889.7,36152.0,35790.0,35022.0,,39213.0,14659.2,,27048.0,32452.1,36792.9,40954.1,26035.0,25161.4,-6221.0,14717.9,-6314.5,2134.0,-2780.0,,-7566.4,15235.0,3785.0,3351.9,,-3647.0,2941.9,-2308.0,6458.0,-477.5,16522.8,5512.0,5718.7,6981.0,6619.0,5851.0,,10042.0,-14511.8,,-2123.0,3281.1,7621.9,11783.1,-3136.0,-4009.6,False,False,True,True,,False,False,True,True,,True,True,True,False,True,False,True,True,False,False,True,,False,False,,True,True,False,False,True,True
Pennsylvania,178342,128298.0,244815.9,129242.6,164841.0,145151.0,,125986.2,210026.0,211842.7,182244.8,,150710.0,153059.0,313264.3,196191.0,151328.8,234693.7,245458.5,155541.5,184276.4,164955.0,184863.0,,168843.4,110989.1,,113821.4,163634.8,264980.2,140922.8,194786.0,167236.3,-50044.0,66473.9,-49099.4,-13501.0,-33191.0,,-52355.8,31684.0,33500.7,3902.8,,-27632.0,-25283.0,134922.3,17849.0,-27013.2,56351.7,67116.5,-22800.5,5934.4,-13387.0,6521.0,,-9498.6,-67352.9,,-64520.6,-14707.2,86638.2,-37419.2,16444.0,-11105.7,False,True,True,True,,False,True,True,True,,True,True,False,True,True,False,False,True,True,True,True,,True,False,,False,True,False,True,True,True
Rhode Island,22817,19416.0,27022.9,19493.1,21649.0,20455.0,,18915.4,27314.0,170376.8,21968.3,,19305.0,25390.7,28939.1,28608.0,11292.4,30927.8,21385.0,20839.6,28181.5,16785.0,21745.0,,16435.7,28631.2,,22800.2,28295.7,34619.1,8246.0,21203.0,20221.5,-3401.0,4205.9,-3323.9,-1168.0,-2362.0,,-3901.6,4497.0,147559.8,-848.7,,-3512.0,2573.7,6122.1,5791.0,-11524.6,8110.8,-1432.0,-1977.4,5364.5,-6032.0,-1072.0,,-6381.3,5814.2,,-16.8,5478.7,11802.1,-14571.0,-1614.0,-2595.5,False,True,True,True,,False,False,False,True,,False,True,False,False,False,False,True,True,False,False,True,,False,False,,True,False,False,False,True,True
South Carolina,43780,33012.0,67181.2,32934.5,38327.0,40331.0,,30618.0,52299.0,44557.8,35597.6,,39761.0,42902.7,35597.2,47704.0,23111.0,54739.4,38108.0,35011.7,43818.9,48312.0,47569.0,,51964.9,19848.2,,30542.7,47866.7,31013.7,32722.0,43489.0,32295.0,-10768.0,23401.2,-10845.5,-5453.0,-3449.0,,-13162.0,8519.0,777.8,-8182.4,,-4019.0,-877.3,-8182.8,3924.0,-20669.0,10959.4,-5672.0,-8768.3,38.9,4532.0,3789.0,,8184.9,-23931.8,,-13237.3,4086.7,-12766.3,-11058.0,-291.0,-11485.0,False,False,True,True,,False,True,True,True,,True,True,True,True,False,False,True,True,True,True,True,,True,False,,False,True,False,False,True,False
South Dakota,18193,24096.0,30293.9,24856.6,25010.0,16406.0,,23893.7,23962.0,29048.4,29734.9,,31594.0,34505.0,21290.4,30999.0,9803.7,25245.0,15250.5,20398.5,26913.3,25713.0,28590.0,,23279.1,22353.6,,13045.8,54532.4,28973.9,9471.3,29385.0,26282.1,5903.0,12100.9,6663.6,6817.0,-1787.0,,5700.7,5769.0,10855.4,11541.9,,13401.0,16312.0,3097.4,12806.0,-8389.3,7052.0,-2942.5,2205.5,8720.3,7520.0,10397.0,,5086.1,4160.6,,-5147.2,36339.4,10780.9,-8721.7,11192.0,8089.1,False,False,False,True,,True,True,False,False,,False,False,True,False,False,False,True,True,False,False,False,,True,True,,True,False,False,False,False,False
Tennessee,107066,92301.0,162962.5,91270.3,94041.0,86638.0,,94496.3,118348.0,135844.7,108372.7,,87325.0,110788.4,143984.4,130648.0,59275.4,112124.0,92423.0,82377.7,118038.1,117030.0,124695.0,,81704.1,68535.7,,93727.4,138243.9,80474.0,65697.7,93251.0,98038.1,-14765.0,55896.5,-15795.7,-13025.0,-20428.0,,-12569.7,11282.0,28778.7,1306.7,,-19741.0,3722.4,36918.4,23582.0,-47790.6,5058.0,-14643.0,-24688.3,10972.1,9964.0,17629.0,,-25361.9,-38530.3,,-13338.6,31177.9,-26592.0,-41368.3,-13815.0,-9027.9,False,False,True,False,,True,True,False,True,,False,True,False,False,False,True,True,False,True,True,False,,False,False,,True,False,False,False,True,True
Texas,281303,229719.0,288301.7,236490.9,268956.0,247054.0,,214573.0,186043.0,391881.1,283727.8,,263154.0,289148.8,409128.4,341299.0,208705.8,313312.8,315252.5,274829.5,246401.8,313559.0,290748.0,,354818.9,195643.4,,233613.4,382051.8,201360.7,184283.8,247228.0,259559.6,-51584.0,6998.7,-44812.1,-12347.0,-34249.0,,-66730.0,-95260.0,110578.1,2424.8,,-18149.0,7845.8,127825.4,59996.0,-72597.2,32009.8,33949.5,-6473.5,-34901.2,32256.0,9445.0,,73515.9,-85659.6,,-47689.6,100748.8,-79942.3,-97019.2,-34075.0,-21743.4,True,True,True,True,,False,False,False,True,,True,True,False,False,False,True,True,True,True,True,True,,False,False,,True,False,False,False,True,True
Utah,57842,68514.0,80477.3,68972.0,80942.0,44241.0,,62249.0,90755.0,91692.2,70069.1,,99438.0,94703.3,68967.6,89219.0,45610.8,115140.9,80411.5,75264.8,90743.1,92801.0,91703.0,,88510.1,55292.8,,84611.3,112384.5,90597.3,42677.6,75068.0,44352.8,10672.0,22635.3,11130.0,23100.0,-13601.0,,4407.0,32913.0,33850.2,12227.1,,41596.0,36861.3,11125.6,31377.0,-12231.2,57298.9,22569.5,17422.8,32901.1,34959.0,33861.0,,30668.1,-2549.2,,26769.3,54542.5,32755.3,-15164.4,17226.0,-13489.2,False,False,False,False,,True,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,,False,True,,False,False,False,False,False,False
Vermont,2080,2109.0,9665.7,2215.1,2998.0,3885.0,,0.0,15620.0,2609.5,2227.4,,2847.0,1850.3,14014.6,3724.0,1613.0,6862.7,5132.5,2619.6,4182.6,2875.0,4273.0,,3374.2,2443.4,,2000.2,2027.7,6686.2,3371.0,3510.0,3426.6,29.0,7585.7,135.1,918.0,1805.0,,-2080.0,13540.0,529.5,147.4,,767.0,-229.7,11934.6,1644.0,-467.0,4782.7,3052.5,539.6,2102.6,795.0,2193.0,,1294.2,363.4,,-79.8,-52.3,4606.2,1291.0,1430.0,1346.6,False,False,False,False,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,False,False,False
Virginia,62936,44640.0,99156.8,43977.4,52564.0,61794.0,,39473.6,34471.0,55454.3,49162.1,,44384.0,46713.1,55948.5,70995.0,46919.1,58361.4,53381.0,54088.5,64384.8,61271.0,60910.0,,69626.7,12041.7,,55323.8,46658.3,50069.3,60507.4,53163.0,42579.2,-18296.0,36220.8,-18958.6,-10372.0,-1142.0,,-23462.4,-28465.0,-7481.7,-13773.9,,-18552.0,-16222.9,-6987.5,8059.0,-16016.9,-4574.6,-9555.0,-8847.5,1448.8,-1665.0,-2026.0,,6690.7,-50894.3,,-7612.2,-16277.7,-12866.7,-2428.6,-9773.0,-20356.8,False,False,True,True,,False,False,True,True,,False,True,True,True,True,True,True,True,True,True,True,,True,False,,True,True,True,True,True,False
Washington,60788,40587.0,60847.3,39857.0,46879.0,35706.0,,62085.8,86431.0,57945.4,57698.8,,42908.0,53979.5,111141.5,53604.0,50904.3,74209.2,27625.0,32521.5,53376.3,59983.0,60641.0,,39728.4,45139.2,,43180.7,68288.6,46746.2,18245.0,46879.0,56546.0,-20201.0,59.3,-20931.0,-13909.0,-25082.0,,1297.8,25643.0,-2842.6,-3089.2,,-17880.0,-6808.5,50353.5,-7184.0,-9883.7,13421.2,-33163.0,-28266.5,-7411.7,-805.0,-147.0,,-21059.6,-15648.8,,-17607.3,7500.6,-14041.8,-42543.0,-13909.0,-4242.0,True,False,True,False,,True,False,True,True,,True,True,False,True,True,True,False,False,True,True,True,,False,True,,True,True,True,False,True,True
West Virginia,22553,20418.0,21924.4,20407.8,24176.0,26721.0,,17636.9,24963.0,21537.9,27637.1,,22994.0,23960.4,46742.5,31331.0,14488.1,36494.9,33372.5,24323.0,28652.9,28369.0,31053.0,,27050.4,36335.3,,21716.2,23239.8,42992.2,21720.1,32263.0,23959.9,-2135.0,-628.6,-2145.2,1623.0,4168.0,,-4916.1,2410.0,-1015.1,5084.1,,441.0,1407.4,24189.5,8778.0,-8064.9,13941.9,10819.5,1770.0,6099.9,5816.0,8500.0,,4497.4,13782.3,,-836.8,686.8,20439.2,-832.9,9710.0,1406.9,True,False,True,False,,False,False,True,False,,True,True,False,False,False,False,False,True,False,False,False,,False,False,,True,True,False,True,False,True
Wisconsin,93772,145845.0,368127.9,144868.4,145942.0,127925.0,,138270.8,102497.0,213015.2,187105.4,,169419.0,209362.1,139202.2,196590.0,77014.3,200756.8,119008.0,121005.7,157531.3,170634.0,190362.0,,153246.1,136917.5,,134509.7,246082.4,154294.7,71309.4,136689.0,159963.9,52073.0,274355.9,51096.4,52170.0,34153.0,,44498.8,8725.0,119243.2,93333.4,,75647.0,115590.1,45430.2,102818.0,-16757.7,106984.8,25236.0,27233.7,63759.3,76862.0,96590.0,,59474.1,43145.5,,40737.7,152310.4,60522.7,-22462.6,42917.0,66191.9,False,True,False,True,,True,True,False,False,,False,False,True,False,True,False,True,True,False,False,False,,False,True,,True,False,False,True,True,False
Wyoming,11497,16587.0,26856.5,16271.5,20865.0,15086.0,,15284.7,23935.0,21191.3,20323.5,,19285.0,23600.9,28300.7,23209.0,7039.3,29619.7,21259.5,17633.8,23042.9,21041.0,22073.0,,11320.7,20985.6,,17418.9,26700.4,21500.2,7847.6,21729.0,21244.1,5090.0,15359.5,4774.5,9368.0,3589.0,,3787.7,12438.0,9694.3,8826.5,,7788.0,12103.9,16803.7,11712.0,-4457.7,18122.7,9762.5,6136.8,11545.9,9544.0,10576.0,,-176.3,9488.6,,5921.9,15203.4,10003.2,-3649.4,10232.0,9747.1,False,True,False,True,,True,False,False,False,,False,False,False,False,True,False,False,False,False,False,False,,True,False,,False,False,False,True,False,False
US,4018763,3553560.0,4992787.5,3563934.9,4323024.0,3691512.0,5692093.0,3791944.1,5521899.0,5956317.6,,3799446.0,3997965.0,4519671.8,5726980.9,5009300.0,3070779.7,5742243.1,3778360.5,3879542.7,4574147.6,4691766.0,6191630.0,4498123.3,5199805.2,3307763.4,3897431.0,4455912.5,,5076869.2,2938771.3,4144712.0,4044335.8,-465203.0,974024.5,-454828.1,304261.0,-327251.0,1673330.0,-226818.9,1503136.0,1937554.6,,-219317.0,-20798.0,500908.8,1708217.9,990537.0,-947983.3,1723480.1,-240402.5,-139220.3,555384.6,673003.0,2172867.0,479360.3,1181042.2,-710999.6,-121332.0,437149.5,,1058106.2,-1079991.7,125949.0,25572.8,False,True,True,True,False,True,False,False,,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,,False,False,True,True
