,actual_cases,COVIDhub-baseline,BPagano-RtDriven,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,MITCovAlliance-SIR,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
19103,4701,1320.0,,,,,1572.0,,1097.0,0.4,838.0,0.0,-3381.0,,,,,-3129.0,,-3604.0,-4700.6,-3863.0,-4701.0,,,,,True,,False,False,False,False
19105,2068,360.0,,,,,312.0,,617.4,248.5,,313.0,-1708.0,,,,,-1756.0,,-1450.6,-1819.5,,-1755.0,,,,,False,,True,False,,False
19107,581,40.0,,,,,126.0,,79.2,26.1,,36.0,-541.0,,,,,-455.0,,-501.8,-554.9,,-545.0,,,,,True,,True,False,,False
19109,946,336.0,,,,,314.0,,1007.2,379.3,,295.0,-610.0,,,,,-632.0,,61.2,-566.7,,-651.0,,,,,False,,True,True,,False
19111,1672,784.0,,,,,413.0,,836.4,5.8,,530.0,-888.0,,,,,-1259.0,,-835.6,-1666.2,,-1142.0,,,,,False,,True,False,,False
19113,10452,2624.0,,,,,2734.0,,1661.9,2384.3,1352.3,1841.0,-7828.0,,,,,-7718.0,,-8790.1,-8067.7,-9099.7,-8611.0,,,,,True,,False,False,False,False
19115,471,208.0,,,,,88.0,,160.3,87.0,,102.0,-263.0,,,,,-383.0,,-310.7,-384.0,,-369.0,,,,,False,,False,False,,False
19117,212,112.0,,,,,179.0,,117.4,0.0,,205.0,-100.0,,,,,-33.0,,-94.6,-212.0,,-7.0,,,,,True,,True,False,,True
19119,633,264.0,,,,,294.0,,472.3,0.0,,15.0,-369.0,,,,,-339.0,,-160.7,-633.0,,-618.0,,,,,True,,True,False,,False
19121,491,296.0,,,,,173.0,,768.7,169.9,,253.0,-195.0,,,,,-318.0,,277.7,-321.1,,-238.0,,,,,False,,False,False,,False
19123,856,728.0,,,,,303.0,,1150.8,270.8,,495.0,-128.0,,,,,-553.0,,294.8,-585.2,,-361.0,,,,,False,,False,False,,False
19125,1386,440.0,,,,,447.0,,598.2,20.5,,374.0,-946.0,,,,,-939.0,,-787.8,-1365.5,,-1012.0,,,,,True,,True,False,,False
19127,1831,408.0,,,,,582.0,,253.5,84.3,325.2,230.0,-1423.0,,,,,-1249.0,,-1577.5,-1746.7,-1505.8,-1601.0,,,,,True,,False,False,False,False
19129,859,368.0,,,,,230.0,,1879.6,251.8,,620.0,-491.0,,,,,-629.0,,1020.6,-607.2,,-239.0,,,,,False,,False,False,,True
19131,674,136.0,,,,,113.0,,53.0,0.0,,1.0,-538.0,,,,,-561.0,,-621.0,-674.0,,-673.0,,,,,False,,False,False,,False
19133,276,248.0,,,,,178.0,,350.6,112.5,,156.0,-28.0,,,,,-98.0,,74.6,-163.5,,-120.0,,,,,False,,False,False,,False
19135,261,320.0,,,,,128.0,,727.6,59.7,,183.0,59.0,,,,,-133.0,,466.6,-201.3,,-78.0,,,,,False,,False,False,,False
19137,452,144.0,,,,,122.0,,524.9,96.1,,205.0,-308.0,,,,,-330.0,,72.9,-355.9,,-247.0,,,,,False,,True,False,,True
19139,1966,824.0,,,,,423.0,,546.8,347.8,385.0,754.0,-1142.0,,,,,-1543.0,,-1419.2,-1618.2,-1581.0,-1212.0,,,,,False,,False,False,False,False
19141,887,440.0,,,,,499.0,,734.7,0.1,,304.0,-447.0,,,,,-388.0,,-152.3,-886.9,,-583.0,,,,,True,,True,False,,False
19143,345,272.0,,,,,174.0,,423.6,60.3,,88.0,-73.0,,,,,-171.0,,78.6,-284.7,,-257.0,,,,,False,,False,False,,False
19145,931,416.0,,,,,231.0,,1008.8,193.0,,258.0,-515.0,,,,,-700.0,,77.8,-738.0,,-673.0,,,,,False,,True,False,,False
19147,453,200.0,,,,,215.0,,231.4,0.0,,42.0,-253.0,,,,,-238.0,,-221.6,-453.0,,-411.0,,,,,True,,True,False,,False
19149,1578,1224.0,,,,,760.0,,1157.3,716.4,474.6,26.0,-354.0,,,,,-818.0,,-420.7,-861.6,-1103.4,-1552.0,,,,,False,,False,False,False,False
19151,436,88.0,,,,,98.0,,100.3,0.0,,45.0,-348.0,,,,,-338.0,,-335.7,-436.0,,-391.0,,,,,True,,True,False,,False
19153,19490,6144.0,,,,,5057.0,,4356.4,113.1,5179.9,5451.0,-13346.0,,,,,-14433.0,,-15133.6,-19376.9,-14310.1,-14039.0,,,,,False,,False,False,False,False
19155,4466,2560.0,,,,,1510.0,,3474.2,1355.1,1209.5,1435.0,-1906.0,,,,,-2956.0,,-991.8,-3110.9,-3256.5,-3031.0,,,,,False,,True,False,False,False
19157,682,256.0,,,,,228.0,,455.4,0.0,,146.0,-426.0,,,,,-454.0,,-226.6,-682.0,,-536.0,,,,,False,,True,False,,False
19159,227,120.0,,,,,57.0,,429.5,,,111.0,-107.0,,,,,-170.0,,202.5,,,-116.0,,,,,False,,False,,,False
19161,606,248.0,,,,,229.0,,364.0,0.0,,230.0,-358.0,,,,,-377.0,,-242.0,-606.0,,-376.0,,,,,False,,True,False,,False
19163,8834,3552.0,,,,,2214.0,,3412.4,1805.9,1260.6,0.0,-5282.0,,,,,-6620.0,,-5421.6,-7028.1,-7573.4,-8834.0,,,,,False,,False,False,False,False
19165,514,256.0,,,,,205.0,,316.9,198.3,,172.0,-258.0,,,,,-309.0,,-197.1,-315.7,,-342.0,,,,,False,,True,False,,False
19167,1779,1656.0,,,,,1343.0,,2112.1,1270.1,781.0,1247.0,-123.0,,,,,-436.0,,333.1,-508.9,-998.0,-532.0,,,,,False,,False,False,False,False
19169,3554,984.0,,,,,1108.0,,817.1,0.0,808.4,373.0,-2570.0,,,,,-2446.0,,-2736.9,-3554.0,-2745.6,-3181.0,,,,,True,,False,False,False,False
19171,733,336.0,,,,,169.0,,434.0,49.0,,79.0,-397.0,,,,,-564.0,,-299.0,-684.0,,-654.0,,,,,False,,True,False,,False
19173,279,176.0,,,,,85.0,,505.3,73.5,,61.0,-103.0,,,,,-194.0,,226.3,-205.5,,-218.0,,,,,False,,False,False,,False
19175,731,248.0,,,,,202.0,,880.9,85.7,,0.0,-483.0,,,,,-529.0,,149.9,-645.3,,-731.0,,,,,False,,True,False,,False
19177,268,88.0,,,,,95.0,,116.3,0.0,,92.0,-180.0,,,,,-173.0,,-151.7,-268.0,,-176.0,,,,,True,,True,False,,True
19179,1369,408.0,,,,,626.0,,322.3,1.2,274.4,198.0,-961.0,,,,,-743.0,,-1046.7,-1367.8,-1094.6,-1171.0,,,,,True,,False,False,False,False
19181,2112,744.0,,,,,566.0,,705.0,816.8,520.7,1165.0,-1368.0,,,,,-1546.0,,-1407.0,-1295.2,-1591.3,-947.0,,,,,False,,False,True,False,True
19183,1016,368.0,,,,,216.0,,464.1,309.9,,210.0,-648.0,,,,,-800.0,,-551.9,-706.1,,-806.0,,,,,False,,True,False,,False
19185,223,80.0,,,,,95.0,,169.7,37.5,,80.0,-143.0,,,,,-128.0,,-53.3,-185.5,,-143.0,,,,,True,,True,False,,False
19187,2372,912.0,,,,,699.0,,1619.0,2.4,385.8,269.0,-1460.0,,,,,-1673.0,,-753.0,-2369.6,-1986.2,-2103.0,,,,,False,,True,False,False,False
19189,605,432.0,,,,,141.0,,253.5,269.5,,134.0,-173.0,,,,,-464.0,,-351.5,-335.5,,-471.0,,,,,False,,False,False,,False
19191,769,344.0,,,,,253.0,,438.9,0.0,,451.0,-425.0,,,,,-516.0,,-330.1,-769.0,,-318.0,,,,,False,,True,False,,True
19193,4651,3232.0,,,,,2807.0,,2860.7,84.1,991.6,0.0,-1419.0,,,,,-1844.0,,-1790.3,-4566.9,-3659.4,-4651.0,,,,,False,,False,False,False,False
19195,295,72.0,,,,,80.0,,36.3,0.0,,93.0,-223.0,,,,,-215.0,,-258.7,-295.0,,-202.0,,,,,True,,False,False,,True
19197,721,208.0,,,,,175.0,,348.6,22.4,,322.0,-513.0,,,,,-546.0,,-372.4,-698.6,,-399.0,,,,,False,,True,False,,True
20001,374,56.0,,,,,138.0,,769.9,2.3,,4.0,-318.0,,,,,-236.0,,395.9,-371.7,,-370.0,,,,,True,,False,False,,False
20003,320,224.0,,,,,126.0,,193.4,69.6,,134.0,-96.0,,,,,-194.0,,-126.6,-250.4,,-186.0,,,,,False,,False,False,,False
20005,580,480.0,,,,,227.0,,977.6,188.0,,156.0,-100.0,,,,,-353.0,,397.6,-392.0,,-424.0,,,,,False,,False,False,,False
20007,198,64.0,,,,,61.0,,2164.0,,,112.0,-134.0,,,,,-137.0,,1966.0,,,-86.0,,,,,False,,False,,,True
20009,1224,552.0,,,,,496.0,,1007.4,346.4,,668.0,-672.0,,,,,-728.0,,-216.6,-877.6,,-556.0,,,,,False,,True,False,,True
20011,455,416.0,,,,,265.0,,1338.6,148.3,,94.0,-39.0,,,,,-190.0,,883.6,-306.7,,-361.0,,,,,False,,False,False,,False
20013,711,216.0,,,,,131.0,,627.4,35.8,,60.0,-495.0,,,,,-580.0,,-83.6,-675.2,,-651.0,,,,,False,,True,False,,False
20015,2919,680.0,,,,,620.0,,1795.6,441.1,,366.0,-2239.0,,,,,-2299.0,,-1123.4,-2477.9,,-2553.0,,,,,False,,True,False,,False
20017,96,24.0,,,,,39.0,,8.2,,,5.0,-72.0,,,,,-57.0,,-87.8,,,-91.0,,,,,True,,False,,,False
20019,91,0.0,,,,,52.0,,58.4,,,0.0,-91.0,,,,,-39.0,,-32.6,,,-91.0,,,,,True,,True,,,False
20021,788,344.0,,,,,500.0,,210.9,0.1,,109.0,-444.0,,,,,-288.0,,-577.1,-787.9,,-679.0,,,,,True,,False,False,,False
20023,137,104.0,,,,,75.0,,184.3,,,40.0,-33.0,,,,,-62.0,,47.3,,,-97.0,,,,,False,,False,,,False
20025,106,32.0,,,,,75.0,,36.7,,,22.0,-74.0,,,,,-31.0,,-69.3,,,-84.0,,,,,True,,True,,,False
20027,447,104.0,,,,,148.0,,9.4,,,245.0,-343.0,,,,,-299.0,,-437.6,,,-202.0,,,,,True,,False,,,True
20029,639,104.0,,,,,217.0,,348.8,,,208.0,-535.0,,,,,-422.0,,-290.2,,,-431.0,,,,,True,,True,,,True
20031,240,0.0,,,,,85.0,,49.8,32.5,,38.0,-240.0,,,,,-155.0,,-190.2,-207.5,,-202.0,,,,,True,,True,True,,True
20033,105,8.0,,,,,74.0,,58.0,,,23.0,-97.0,,,,,-31.0,,-47.0,,,-82.0,,,,,True,,True,,,True
20035,1527,368.0,,,,,342.0,,476.5,273.1,,628.0,-1159.0,,,,,-1185.0,,-1050.5,-1253.9,,-899.0,,,,,False,,True,False,,True
20037,1489,760.0,,,,,690.0,,85.5,0.1,380.8,509.0,-729.0,,,,,-799.0,,-1403.5,-1488.9,-1108.2,-980.0,,,,,False,,False,False,False,False
20039,168,56.0,,,,,58.0,,485.5,,,66.0,-112.0,,,,,-110.0,,317.5,,,-102.0,,,,,True,,False,,,True
20041,662,168.0,,,,,235.0,,347.8,55.5,,262.0,-494.0,,,,,-427.0,,-314.2,-606.5,,-400.0,,,,,True,,True,False,,True
20043,414,96.0,,,,,84.0,,82.3,47.8,,40.0,-318.0,,,,,-330.0,,-331.7,-366.2,,-374.0,,,,,False,,False,False,,False
20045,2820,928.0,,,,,1307.0,,1311.3,0.0,525.6,650.0,-1892.0,,,,,-1513.0,,-1508.7,-2820.0,-2294.4,-2170.0,,,,,True,,True,False,False,False
20047,157,32.0,,,,,45.0,,50.0,,,12.0,-125.0,,,,,-112.0,,-107.0,,,-145.0,,,,,True,,True,,,False
20049,58,0.0,,,,,35.0,,1232.9,,,61.0,-58.0,,,,,-23.0,,1174.9,,,3.0,,,,,True,,False,,,True
20051,1568,760.0,,,,,771.0,,897.2,0.0,759.9,678.0,-808.0,,,,,-797.0,,-670.8,-1568.0,-808.1,-890.0,,,,,True,,True,False,False,False
20053,752,144.0,,,,,108.0,,2776.1,0.0,,136.0,-608.0,,,,,-644.0,,2024.1,-752.0,,-616.0,,,,,False,,False,False,,False
20055,2592,1232.0,,,,,1050.0,,1264.7,93.8,235.0,0.0,-1360.0,,,,,-1542.0,,-1327.3,-2498.2,-2357.0,-2592.0,,,,,False,,True,False,False,False
20057,1654,1000.0,,,,,1084.0,,795.4,109.4,268.3,0.0,-654.0,,,,,-570.0,,-858.6,-1544.6,-1385.7,-1654.0,,,,,True,,False,False,False,False
20059,879,360.0,,,,,288.0,,568.4,0.0,,228.0,-519.0,,,,,-591.0,,-310.6,-879.0,,-651.0,,,,,False,,True,False,,False
20061,853,152.0,,,,,430.0,,232.8,0.0,,254.0,-701.0,,,,,-423.0,,-620.2,-853.0,,-599.0,,,,,True,,True,False,,True
20063,166,144.0,,,,,54.0,,649.5,0.0,,10.0,-22.0,,,,,-112.0,,483.5,-166.0,,-156.0,,,,,False,,False,False,,False
20065,133,88.0,,,,,38.0,,321.2,,,27.0,-45.0,,,,,-95.0,,188.2,,,-106.0,,,,,False,,False,,,False
20067,476,392.0,,,,,145.0,,325.9,223.6,,22.0,-84.0,,,,,-331.0,,-150.1,-252.4,,-454.0,,,,,False,,False,False,,False
20069,267,264.0,,,,,128.0,,235.4,191.6,,83.0,-3.0,,,,,-139.0,,-31.6,-75.4,,-184.0,,,,,False,,False,False,,False
20071,64,0.0,,,,,47.0,,535.6,,,32.0,-64.0,,,,,-17.0,,471.6,,,-32.0,,,,,True,,False,,,True
20073,279,104.0,,,,,84.0,,337.3,,,79.0,-175.0,,,,,-195.0,,58.3,,,-200.0,,,,,False,,True,,,False
20075,119,32.0,,,,,77.0,,23.7,,,58.0,-87.0,,,,,-42.0,,-95.3,,,-61.0,,,,,True,,False,,,True
20077,230,104.0,,,,,97.0,,44.1,0.0,,130.0,-126.0,,,,,-133.0,,-185.9,-230.0,,-100.0,,,,,False,,False,False,,True
20079,1680,512.0,,,,,362.0,,1037.3,188.1,,482.0,-1168.0,,,,,-1318.0,,-642.7,-1491.9,,-1198.0,,,,,False,,True,False,,False
20081,162,0.0,,,,,110.0,,10.8,0.0,,0.0,-162.0,,,,,-52.0,,-151.2,-162.0,,-162.0,,,,,True,,True,False,,False
20083,120,0.0,,,,,37.0,,15.9,,,0.0,-120.0,,,,,-83.0,,-104.1,,,-120.0,,,,,True,,True,,,False
20085,567,136.0,,,,,124.0,,148.1,21.5,,159.0,-431.0,,,,,-443.0,,-418.9,-545.5,,-408.0,,,,,False,,True,False,,True
20087,658,208.0,,,,,151.0,,296.2,88.3,,126.0,-450.0,,,,,-507.0,,-361.8,-569.7,,-532.0,,,,,False,,True,False,,False
20089,103,16.0,,,,,62.0,,33.3,,,90.0,-87.0,,,,,-41.0,,-69.7,,,-13.0,,,,,True,,True,,,True
20091,18753,5968.0,,,,,4645.0,,5397.7,6511.0,2808.9,4891.0,-12785.0,,,,,-14108.0,,-13355.3,-12242.0,-15944.1,-13862.0,,,,,False,,False,True,False,False
20093,494,168.0,,,,,77.0,,151.5,135.8,,57.0,-326.0,,,,,-417.0,,-342.5,-358.2,,-437.0,,,,,False,,False,False,,False
20095,354,56.0,,,,,89.0,,120.4,0.0,,56.0,-298.0,,,,,-265.0,,-233.6,-354.0,,-298.0,,,,,True,,True,False,,False
20097,77,48.0,,,,,37.0,,99.6,,,66.0,-29.0,,,,,-40.0,,22.6,,,-11.0,,,,,False,,True,,,True
20099,916,448.0,,,,,337.0,,669.8,187.5,,393.0,-468.0,,,,,-579.0,,-246.2,-728.5,,-523.0,,,,,False,,True,False,,False
20101,88,16.0,,,,,54.0,,16.3,,,38.0,-72.0,,,,,-34.0,,-71.7,,,-50.0,,,,,True,,True,,,True
20103,1860,720.0,,,,,948.0,,710.5,22.6,437.0,627.0,-1140.0,,,,,-912.0,,-1149.5,-1837.4,-1423.0,-1233.0,,,,,True,,False,False,False,False
20105,129,0.0,,,,,49.0,,39.8,,,3.0,-129.0,,,,,-80.0,,-89.2,,,-126.0,,,,,True,,True,,,True
20107,282,160.0,,,,,110.0,,248.0,54.4,,236.0,-122.0,,,,,-172.0,,-34.0,-227.6,,-46.0,,,,,False,,True,False,,True
20109,190,136.0,,,,,60.0,,1340.2,,,31.0,-54.0,,,,,-130.0,,1150.2,,,-159.0,,,,,False,,False,,,False
20111,1769,416.0,,,,,462.0,,361.1,0.1,367.7,200.0,-1353.0,,,,,-1307.0,,-1407.9,-1768.9,-1401.3,-1569.0,,,,,True,,False,False,False,False
20113,1611,144.0,,,,,379.0,,415.6,342.8,,64.0,-1467.0,,,,,-1232.0,,-1195.4,-1268.2,,-1547.0,,,,,True,,True,True,,False
20115,404,72.0,,,,,132.0,,197.2,123.7,,75.0,-332.0,,,,,-272.0,,-206.8,-280.3,,-329.0,,,,,True,,True,True,,True
20117,662,88.0,,,,,129.0,,1749.9,,,119.0,-574.0,,,,,-533.0,,1087.9,,,-543.0,,,,,True,,False,,,True
20119,196,56.0,,,,,73.0,,69.5,0.0,,25.0,-140.0,,,,,-123.0,,-126.5,-196.0,,-171.0,,,,,True,,True,False,,False
20121,844,328.0,,,,,389.0,,601.9,85.3,,100.0,-516.0,,,,,-455.0,,-242.1,-758.7,,-744.0,,,,,True,,True,False,,False
20123,259,8.0,,,,,136.0,,80.0,,,140.0,-251.0,,,,,-123.0,,-179.0,,,-119.0,,,,,True,,True,,,True
20125,868,576.0,,,,,482.0,,912.0,65.5,,576.0,-292.0,,,,,-386.0,,44.0,-802.5,,-292.0,,,,,False,,True,False,,False
20127,212,32.0,,,,,66.0,,64.3,,,57.0,-180.0,,,,,-146.0,,-147.7,,,-155.0,,,,,True,,True,,,True
20129,147,16.0,,,,,60.0,,582.6,,,30.0,-131.0,,,,,-87.0,,435.6,,,-117.0,,,,,True,,False,,,True
20131,977,368.0,,,,,147.0,,1650.0,33.1,,85.0,-609.0,,,,,-830.0,,673.0,-943.9,,-892.0,,,,,False,,False,False,,False
20133,671,152.0,,,,,292.0,,187.0,0.1,,292.0,-519.0,,,,,-379.0,,-484.0,-670.9,,-379.0,,,,,True,,True,False,,True
20135,177,48.0,,,,,51.0,,41.4,0.0,,0.0,-129.0,,,,,-126.0,,-135.6,-177.0,,-177.0,,,,,True,,False,False,,False
20137,880,840.0,,,,,134.0,,2785.8,85.6,,66.0,-40.0,,,,,-746.0,,1905.8,-794.4,,-814.0,,,,,False,,False,False,,False
20139,512,168.0,,,,,134.0,,313.9,114.3,,458.0,-344.0,,,,,-378.0,,-198.1,-397.7,,-54.0,,,,,False,,True,False,,True
20141,99,48.0,,,,,71.0,,598.6,,,93.0,-51.0,,,,,-28.0,,499.6,,,-6.0,,,,,True,,False,,,True
20143,225,104.0,,,,,88.0,,1576.2,0.0,,104.0,-121.0,,,,,-137.0,,1351.2,-225.0,,-121.0,,,,,False,,False,False,,False
20145,436,72.0,,,,,141.0,,68.4,0.0,,0.0,-364.0,,,,,-295.0,,-367.6,-436.0,,-436.0,,,,,True,,False,False,,False
20147,367,72.0,,,,,123.0,,165.4,0.0,,9.0,-295.0,,,,,-244.0,,-201.6,-367.0,,-358.0,,,,,True,,True,False,,False
20149,449,344.0,,,,,319.0,,129.2,246.8,,340.0,-105.0,,,,,-130.0,,-319.8,-202.2,,-109.0,,,,,False,,False,False,,False
20151,499,112.0,,,,,165.0,,228.2,86.6,,170.0,-387.0,,,,,-334.0,,-270.8,-412.4,,-329.0,,,,,True,,True,False,,True
20153,179,104.0,,,,,47.0,,728.2,,,22.0,-75.0,,,,,-132.0,,549.2,,,-157.0,,,,,False,,False,,,False
20155,4457,2064.0,,,,,1153.0,,5390.1,0.0,725.6,631.0,-2393.0,,,,,-3304.0,,933.1,-4457.0,-3731.4,-3826.0,,,,,False,,True,False,False,False
20157,390,128.0,,,,,73.0,,193.2,,,96.0,-262.0,,,,,-317.0,,-196.8,,,-294.0,,,,,False,,True,,,False
20159,491,144.0,,,,,161.0,,246.7,0.0,,147.0,-347.0,,,,,-330.0,,-244.3,-491.0,,-344.0,,,,,True,,True,False,,True
20161,2129,720.0,,,,,1003.0,,546.8,0.0,324.8,121.0,-1409.0,,,,,-1126.0,,-1582.2,-2129.0,-1804.2,-2008.0,,,,,True,,False,False,False,False
20163,279,24.0,,,,,98.0,,107.2,0.0,,38.0,-255.0,,,,,-181.0,,-171.8,-279.0,,-241.0,,,,,True,,True,False,,True
20165,244,232.0,,,,,60.0,,139.6,,,60.0,-12.0,,,,,-184.0,,-104.4,,,-184.0,,,,,False,,False,,,False
20167,501,152.0,,,,,134.0,,554.0,67.8,,139.0,-349.0,,,,,-367.0,,53.0,-433.2,,-362.0,,,,,False,,True,False,,False
20169,2304,568.0,,,,,755.0,,943.6,11.3,,257.0,-1736.0,,,,,-1549.0,,-1360.4,-2292.7,,-2047.0,,,,,True,,True,False,,False
20171,348,248.0,,,,,122.0,,322.8,68.9,,61.0,-100.0,,,,,-226.0,,-25.2,-279.1,,-287.0,,,,,False,,True,False,,False
20173,22132,5200.0,,,,,4158.0,,3659.2,159.6,2303.0,3269.0,-16932.0,,,,,-17974.0,,-18472.8,-21972.4,-19829.0,-18863.0,,,,,False,,False,False,False,False
20175,1376,808.0,,,,,905.0,,378.7,43.6,328.6,0.0,-568.0,,,,,-471.0,,-997.3,-1332.4,-1047.4,-1376.0,,,,,True,,False,False,False,False
20177,6388,1672.0,,,,,1901.0,,1539.1,1035.5,836.2,1504.0,-4716.0,,,,,-4487.0,,-4848.9,-5352.5,-5551.8,-4884.0,,,,,True,,False,False,False,False
20179,238,360.0,,,,,48.0,,1175.4,64.1,,35.0,122.0,,,,,-190.0,,937.4,-173.9,,-203.0,,,,,False,,False,False,,False
20181,373,168.0,,,,,106.0,,2986.5,41.7,,144.0,-205.0,,,,,-267.0,,2613.5,-331.3,,-229.0,,,,,False,,False,False,,False
20183,162,48.0,,,,,89.0,,766.8,,,53.0,-114.0,,,,,-73.0,,604.8,,,-109.0,,,,,True,,False,,,True
20185,173,16.0,,,,,62.0,,42.8,,,3.0,-157.0,,,,,-111.0,,-130.2,,,-170.0,,,,,True,,True,,,False
20187,74,0.0,,,,,41.0,,4.9,,,0.0,-74.0,,,,,-33.0,,-69.1,,,-74.0,,,,,True,,True,,,False
20189,280,104.0,,,,,163.0,,137.0,0.0,,48.0,-176.0,,,,,-117.0,,-143.0,-280.0,,-232.0,,,,,True,,True,False,,False
20191,818,112.0,,,,,294.0,,201.9,104.8,,396.0,-706.0,,,,,-524.0,,-616.1,-713.2,,-422.0,,,,,True,,True,False,,True
20193,563,432.0,,,,,202.0,,615.1,47.7,,0.0,-131.0,,,,,-361.0,,52.1,-515.3,,-563.0,,,,,False,,True,False,,False
20195,186,56.0,,,,,51.0,,53.9,,,51.0,-130.0,,,,,-135.0,,-132.1,,,-135.0,,,,,False,,False,,,False
20197,270,32.0,,,,,67.0,,40.7,,,189.0,-238.0,,,,,-203.0,,-229.3,,,-81.0,,,,,True,,True,,,True
20199,124,64.0,,,,,42.0,,45.2,,,38.0,-60.0,,,,,-82.0,,-78.8,,,-86.0,,,,,False,,False,,,False
20201,338,16.0,,,,,89.0,,58.2,,,10.0,-322.0,,,,,-249.0,,-279.8,,,-328.0,,,,,True,,True,,,False
20203,151,72.0,,,,,45.0,,50.6,,,76.0,-79.0,,,,,-106.0,,-100.4,,,-75.0,,,,,False,,False,,,True
20205,350,200.0,,,,,114.0,,192.5,42.1,,236.0,-150.0,,,,,-236.0,,-157.5,-307.9,,-114.0,,,,,False,,False,False,,True
20207,65,16.0,,,,,51.0,,116.0,,,2.0,-49.0,,,,,-14.0,,51.0,,,-63.0,,,,,True,,False,,,False
20209,5239,2872.0,,,,,2408.0,,1714.2,15.5,1067.3,1483.0,-2367.0,,,,,-2831.0,,-3524.8,-5223.5,-4171.7,-3756.0,,,,,False,,False,False,False,False
21001,528,480.0,,,,,325.0,,741.2,94.0,,313.0,-48.0,,,,,-203.0,,213.2,-434.0,,-215.0,,,,,False,,False,False,,False
21003,424,280.0,,,,,303.0,,319.6,1.0,,85.0,-144.0,,,,,-121.0,,-104.4,-423.0,,-339.0,,,,,True,,True,False,,False
21005,485,248.0,,,,,142.0,,264.8,192.4,,178.0,-237.0,,,,,-343.0,,-220.2,-292.6,,-307.0,,,,,False,,True,False,,False
21007,137,48.0,,,,,76.0,,7.3,,,43.0,-89.0,,,,,-61.0,,-129.7,,,-94.0,,,,,True,,False,,,False
21009,1339,752.0,,,,,578.0,,323.7,205.8,,699.0,-587.0,,,,,-761.0,,-1015.3,-1133.2,,-640.0,,,,,False,,False,False,,False
21011,282,72.0,,,,,137.0,,42.0,17.7,,228.0,-210.0,,,,,-145.0,,-240.0,-264.3,,-54.0,,,,,True,,False,False,,True
21013,897,320.0,,,,,438.0,,251.6,0.3,,226.0,-577.0,,,,,-459.0,,-645.4,-896.7,,-671.0,,,,,True,,False,False,,False
21015,4156,1008.0,,,,,1178.0,,851.1,861.6,633.8,1639.0,-3148.0,,,,,-2978.0,,-3304.9,-3294.4,-3522.2,-2517.0,,,,,True,,False,False,False,True
21017,434,272.0,,,,,224.0,,445.1,119.3,,291.0,-162.0,,,,,-210.0,,11.1,-314.7,,-143.0,,,,,False,,True,False,,True
21019,1935,288.0,,,,,450.0,,349.9,265.8,,95.0,-1647.0,,,,,-1485.0,,-1585.1,-1669.2,,-1840.0,,,,,True,,True,False,,False
21021,1089,416.0,,,,,356.0,,594.0,117.5,,904.0,-673.0,,,,,-733.0,,-495.0,-971.5,,-185.0,,,,,False,,True,False,,True
21023,163,64.0,,,,,82.0,,34.2,,,413.0,-99.0,,,,,-81.0,,-128.8,,,250.0,,,,,True,,False,,,False
21025,351,64.0,,,,,148.0,,45.9,1.6,,55.0,-287.0,,,,,-203.0,,-305.1,-349.4,,-296.0,,,,,True,,False,False,,False
21027,345,184.0,,,,,162.0,,183.4,93.3,,113.0,-161.0,,,,,-183.0,,-161.6,-251.7,,-232.0,,,,,False,,False,False,,False
21029,2349,1176.0,,,,,713.0,,1250.0,330.8,796.8,3960.0,-1173.0,,,,,-1636.0,,-1099.0,-2018.2,-1552.2,1611.0,,,,,False,,True,False,False,False
21031,293,168.0,,,,,156.0,,104.3,13.6,,30.0,-125.0,,,,,-137.0,,-188.7,-279.4,,-263.0,,,,,False,,False,False,,False
21033,550,352.0,,,,,171.0,,395.7,71.1,,339.0,-198.0,,,,,-379.0,,-154.3,-478.9,,-211.0,,,,,False,,True,False,,False
21035,1212,720.0,,,,,516.0,,1300.1,315.7,,369.0,-492.0,,,,,-696.0,,88.1,-896.3,,-843.0,,,,,False,,True,False,,False
21037,2572,744.0,,,,,1032.0,,591.8,668.1,,1204.0,-1828.0,,,,,-1540.0,,-1980.2,-1903.9,,-1368.0,,,,,True,,False,False,,True
21039,156,96.0,,,,,70.0,,32.0,,,93.0,-60.0,,,,,-86.0,,-124.0,,,-63.0,,,,,False,,False,,,False
21041,232,16.0,,,,,145.0,,35.5,0.0,,186.0,-216.0,,,,,-87.0,,-196.5,-232.0,,-46.0,,,,,True,,True,False,,True
21043,687,256.0,,,,,305.0,,726.6,152.8,,118.0,-431.0,,,,,-382.0,,39.6,-534.2,,-569.0,,,,,True,,True,False,,False
