,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
18095,4222,2190.0,,3527.0,,,,,2167.0,,2803.7,1862.5,2470.0,2145.0,1546.0,-2032.0,,-695.0,,,,,-2055.0,,-1418.3,-2359.5,-1752.0,-2077.0,-2676.0,,True,,,,,False,,True,False,True,False,False
18097,29723,10584.0,,12735.0,,,,,11502.0,,6588.4,13861.9,16229.5,6317.4,7215.0,-19139.0,,-16988.0,,,,,-18221.0,,-23134.6,-15861.1,-13493.5,-23405.6,-22508.0,,True,,,,,True,,False,True,True,False,False
18099,2320,1050.0,,1236.0,,,,,1013.0,,1763.1,382.4,1473.5,533.0,719.0,-1270.0,,-1084.0,,,,,-1307.0,,-556.9,-1937.6,-846.5,-1787.0,-1601.0,,True,,,,,False,,True,False,True,False,False
18101,261,72.0,,3.0,,,,,129.0,,69.6,38.3,49.0,,63.0,-189.0,,-258.0,,,,,-132.0,,-191.4,-222.7,-212.0,,-198.0,,False,,,,,True,,False,False,False,,False
18103,1491,684.0,,2578.0,,,,,808.0,,1426.8,401.6,1243.0,,447.0,-807.0,,1087.0,,,,,-683.0,,-64.2,-1089.4,-248.0,,-1044.0,,False,,,,,True,,True,False,True,,False
18105,3323,1440.0,,2883.0,,,,,1672.0,,1251.7,1286.3,1175.0,1318.3,750.0,-1883.0,,-440.0,,,,,-1651.0,,-2071.3,-2036.7,-2148.0,-2004.7,-2573.0,,True,,,,,True,,False,False,False,False,False
18107,1435,690.0,,2844.0,,,,,502.0,,856.1,341.8,1201.5,,634.0,-745.0,,1409.0,,,,,-933.0,,-578.9,-1093.2,-233.5,,-801.0,,False,,,,,False,,True,False,True,,False
18109,2232,594.0,,747.0,,,,,965.0,,708.2,664.0,541.0,,487.0,-1638.0,,-1485.0,,,,,-1267.0,,-1523.8,-1568.0,-1691.0,,-1745.0,,True,,,,,True,,True,True,False,,False
18111,447,192.0,,156.0,,,,,203.0,,213.8,88.2,394.0,,206.0,-255.0,,-291.0,,,,,-244.0,,-233.2,-358.8,-53.0,,-241.0,,False,,,,,True,,True,False,True,,True
18113,2017,918.0,,1342.0,,,,,867.0,,1177.8,555.5,1191.0,614.2,795.0,-1099.0,,-675.0,,,,,-1150.0,,-839.2,-1461.5,-826.0,-1402.8,-1222.0,,True,,,,,False,,True,False,True,False,False
18115,142,102.0,,78.0,,,,,60.0,,115.7,22.7,144.5,,47.0,-40.0,,-64.0,,,,,-82.0,,-26.3,-119.3,2.5,,-95.0,,False,,,,,False,,True,False,True,,False
18117,478,204.0,,367.0,,,,,304.0,,371.0,171.1,165.0,,132.0,-274.0,,-111.0,,,,,-174.0,,-107.0,-306.9,-313.0,,-346.0,,True,,,,,True,,True,False,False,,False
18119,751,138.0,,205.0,,,,,239.0,,218.8,80.4,235.0,,292.0,-613.0,,-546.0,,,,,-512.0,,-532.2,-670.6,-516.0,,-459.0,,True,,,,,True,,True,False,True,,True
18121,702,192.0,,220.0,,,,,236.0,,546.8,65.2,132.0,,118.0,-510.0,,-482.0,,,,,-466.0,,-155.2,-636.8,-570.0,,-584.0,,True,,,,,True,,True,False,False,,False
18123,532,780.0,,2146.0,,,,,252.0,,2653.7,133.9,1477.0,,480.0,248.0,,1614.0,,,,,-280.0,,2121.7,-398.1,945.0,,-52.0,,False,,,,,False,,False,False,False,,True
18125,321,234.0,,225.0,,,,,171.0,,406.8,43.6,260.0,,95.0,-87.0,,-96.0,,,,,-150.0,,85.8,-277.4,-61.0,,-226.0,,False,,,,,False,,True,False,True,,False
18127,6659,3612.0,,4084.0,,,,,2720.0,,8203.9,2799.9,6240.5,1969.7,3891.0,-3047.0,,-2575.0,,,,,-3939.0,,1544.9,-3859.1,-418.5,-4689.3,-2768.0,,True,,,,,False,,True,False,True,False,True
18129,709,492.0,,335.0,,,,,299.0,,923.3,152.4,344.0,,18.0,-217.0,,-374.0,,,,,-410.0,,214.3,-556.6,-365.0,,-691.0,,False,,,,,False,,True,False,False,,False
18131,439,204.0,,221.0,,,,,225.0,,634.8,47.3,282.0,,175.0,-235.0,,-218.0,,,,,-214.0,,195.8,-391.7,-157.0,,-264.0,,True,,,,,True,,True,False,True,,False
18133,1013,414.0,,657.0,,,,,498.0,,648.6,210.5,879.0,,272.0,-599.0,,-356.0,,,,,-515.0,,-364.4,-802.5,-134.0,,-741.0,,True,,,,,True,,True,False,True,,False
18135,1135,774.0,,1315.0,,,,,451.0,,1478.2,197.7,907.0,,716.0,-361.0,,180.0,,,,,-684.0,,343.2,-937.3,-228.0,,-419.0,,True,,,,,False,,True,False,True,,False
18137,1442,516.0,,801.0,,,,,417.0,,916.5,153.6,740.0,,625.0,-926.0,,-641.0,,,,,-1025.0,,-525.5,-1288.4,-702.0,,-817.0,,True,,,,,False,,True,False,True,,True
18139,517,420.0,,1155.0,,,,,255.0,,1290.9,89.4,562.5,,353.0,-97.0,,638.0,,,,,-262.0,,773.9,-427.6,45.5,,-164.0,,False,,,,,False,,False,False,True,,False
18141,10954,6420.0,,9123.0,,,,,5192.0,,6272.6,3269.2,8642.5,4370.2,9810.0,-4534.0,,-1831.0,,,,,-5762.0,,-4681.4,-7684.8,-2311.5,-6583.8,-1144.0,,True,,,,,False,,False,False,True,False,True
18143,983,420.0,,476.0,,,,,360.0,,548.0,234.6,353.5,,448.0,-563.0,,-507.0,,,,,-623.0,,-435.0,-748.4,-629.5,,-535.0,,True,,,,,False,,True,False,False,,True
18145,1702,810.0,,2590.0,,,,,732.0,,1772.3,501.6,1561.0,,455.0,-892.0,,888.0,,,,,-970.0,,70.3,-1200.4,-141.0,,-1247.0,,True,,,,,False,,True,False,True,,False
18147,654,330.0,,269.0,,,,,175.0,,666.7,155.2,275.0,,100.0,-324.0,,-385.0,,,,,-479.0,,12.7,-498.8,-379.0,,-554.0,,False,,,,,False,,True,False,False,,False
18149,770,462.0,,642.0,,,,,531.0,,1100.0,201.8,711.0,,316.0,-308.0,,-128.0,,,,,-239.0,,330.0,-568.2,-59.0,,-454.0,,True,,,,,True,,False,False,True,,False
18151,1277,570.0,,657.0,,,,,716.0,,744.8,263.7,621.0,,403.0,-707.0,,-620.0,,,,,-561.0,,-532.2,-1013.3,-656.0,,-874.0,,True,,,,,True,,True,False,True,,False
18153,888,258.0,,37.0,,,,,340.0,,402.2,122.4,341.0,,136.0,-630.0,,-851.0,,,,,-548.0,,-485.8,-765.6,-547.0,,-752.0,,False,,,,,True,,True,False,True,,False
18155,269,78.0,,127.0,,,,,125.0,,150.0,27.1,118.0,,55.0,-191.0,,-142.0,,,,,-144.0,,-119.0,-241.9,-151.0,,-214.0,,True,,,,,True,,True,False,True,,False
18157,7726,3510.0,,5496.0,,,,,2638.0,,4779.3,2607.6,4767.0,3360.2,4473.0,-4216.0,,-2230.0,,,,,-5088.0,,-2946.7,-5118.4,-2959.0,-4365.8,-3253.0,,True,,,,,False,,True,False,True,False,True
18159,526,126.0,,38.0,,,,,234.0,,176.2,60.9,191.0,,130.0,-400.0,,-488.0,,,,,-292.0,,-349.8,-465.1,-335.0,,-396.0,,False,,,,,True,,True,False,True,,True
18161,236,114.0,,172.0,,,,,78.0,,243.9,13.9,161.0,,127.0,-122.0,,-64.0,,,,,-158.0,,7.9,-222.1,-75.0,,-109.0,,True,,,,,False,,True,False,True,,True
18163,5840,3474.0,,3420.0,,,,,2781.0,,4591.2,1889.8,3126.5,5158.7,2600.0,-2366.0,,-2420.0,,,,,-3059.0,,-1248.8,-3950.2,-2713.5,-681.3,-3240.0,,False,,,,,False,,True,False,False,True,False
18165,630,240.0,,486.0,,,,,246.0,,1442.0,55.0,308.0,,87.0,-390.0,,-144.0,,,,,-384.0,,812.0,-575.0,-322.0,,-543.0,,True,,,,,True,,False,False,True,,False
18167,4733,2070.0,,2417.0,,,,,1742.0,,2782.7,728.6,2122.0,1283.1,1249.0,-2663.0,,-2316.0,,,,,-2991.0,,-1950.3,-4004.4,-2611.0,-3449.9,-3484.0,,True,,,,,False,,True,False,True,False,False
18169,1701,696.0,,1275.0,,,,,543.0,,1318.7,250.2,1530.0,,730.0,-1005.0,,-426.0,,,,,-1158.0,,-382.3,-1450.8,-171.0,,-971.0,,True,,,,,False,,True,False,True,,True
18171,255,156.0,,185.0,,,,,107.0,,616.7,11.0,253.0,,83.0,-99.0,,-70.0,,,,,-148.0,,361.7,-244.0,-2.0,,-172.0,,True,,,,,False,,False,False,True,,False
18173,2021,1062.0,,990.0,,,,,861.0,,1469.2,427.6,1269.0,1038.6,1343.0,-959.0,,-1031.0,,,,,-1160.0,,-551.8,-1593.4,-752.0,-982.4,-678.0,,False,,,,,False,,True,False,True,False,True
18175,663,252.0,,440.0,,,,,364.0,,346.2,151.5,316.0,,164.0,-411.0,,-223.0,,,,,-299.0,,-316.8,-511.5,-347.0,,-499.0,,True,,,,,True,,True,False,True,,False
18177,2602,2136.0,,3092.0,,,,,1185.0,,4356.6,817.3,3308.5,1683.4,1413.0,-466.0,,490.0,,,,,-1417.0,,1754.6,-1784.7,706.5,-918.6,-1189.0,,False,,,,,False,,False,False,False,False,False
18179,1114,606.0,,925.0,,,,,579.0,,850.2,223.9,679.0,,508.0,-508.0,,-189.0,,,,,-535.0,,-263.8,-890.1,-435.0,,-606.0,,True,,,,,False,,True,False,True,,False
18181,1122,522.0,,1281.0,,,,,413.0,,652.5,289.3,880.5,,408.0,-600.0,,159.0,,,,,-709.0,,-469.5,-832.7,-241.5,,-714.0,,True,,,,,False,,True,False,True,,False
18183,1431,498.0,,580.0,,,,,620.0,,812.1,259.5,589.0,,485.0,-933.0,,-851.0,,,,,-811.0,,-618.9,-1171.5,-842.0,,-946.0,,True,,,,,True,,True,False,True,,False
19001,289,390.0,,387.0,,,,,104.0,,927.5,15.2,388.0,,111.0,101.0,,98.0,,,,,-185.0,,638.5,-273.8,99.0,,-178.0,,True,,,,,False,,False,False,True,,False
19003,125,42.0,,31.0,,,,,48.0,,202.7,10.4,8.0,,16.0,-83.0,,-94.0,,,,,-77.0,,77.7,-114.6,-117.0,,-109.0,,False,,,,,True,,True,False,False,,False
19005,575,408.0,,543.0,,,,,336.0,,499.6,36.6,607.5,,162.0,-167.0,,-32.0,,,,,-239.0,,-75.4,-538.4,32.5,,-413.0,,True,,,,,False,,True,False,True,,False
19007,599,300.0,,251.0,,,,,263.0,,216.8,69.2,426.0,,217.0,-299.0,,-348.0,,,,,-336.0,,-382.2,-529.8,-173.0,,-382.0,,False,,,,,False,,False,False,True,,False
19009,136,300.0,,122.0,,,,,86.0,,214.6,14.8,162.0,,83.0,164.0,,-14.0,,,,,-50.0,,78.6,-121.2,26.0,,-53.0,,True,,,,,True,,True,True,True,,True
19011,1155,804.0,,968.0,,,,,467.0,,1224.6,201.2,1632.5,,146.0,-351.0,,-187.0,,,,,-688.0,,69.6,-953.8,477.5,,-1009.0,,True,,,,,False,,True,False,False,,False
19013,5475,4902.0,,6810.0,,,,,2816.0,,3999.7,1364.0,7954.5,1939.0,1081.0,-573.0,,1335.0,,,,,-2659.0,,-1475.3,-4111.0,2479.5,-3536.0,-4394.0,,False,,,,,False,,False,False,False,False,False
19015,839,420.0,,323.0,,,,,545.0,,400.0,227.6,508.0,,304.0,-419.0,,-516.0,,,,,-294.0,,-439.0,-611.4,-331.0,,-535.0,,False,,,,,True,,False,False,True,,False
19017,1356,636.0,,821.0,,,,,468.0,,671.7,184.5,1105.0,,198.0,-720.0,,-535.0,,,,,-888.0,,-684.3,-1171.5,-251.0,,-1158.0,,True,,,,,False,,True,False,True,,False
19019,783,552.0,,593.0,,,,,449.0,,870.2,123.7,914.0,,224.0,-231.0,,-190.0,,,,,-334.0,,87.2,-659.3,131.0,,-559.0,,True,,,,,False,,True,False,True,,False
19021,1006,624.0,,0.0,,,,,652.0,,315.3,331.1,603.0,218.1,988.0,-382.0,,-1006.0,,,,,-354.0,,-690.7,-675.0,-403.0,-787.9,-18.0,,False,,,,,True,,False,False,False,False,True
19023,723,372.0,,471.0,,,,,230.0,,522.4,47.7,482.0,,212.0,-351.0,,-252.0,,,,,-493.0,,-200.6,-675.3,-241.0,,-511.0,,True,,,,,False,,True,False,True,,False
19025,784,270.0,,238.0,,,,,208.0,,482.7,69.3,361.0,,84.0,-514.0,,-546.0,,,,,-576.0,,-301.3,-714.7,-423.0,,-700.0,,False,,,,,False,,True,False,True,,False
19027,902,774.0,,272.0,,,,,555.0,,1112.9,161.6,572.0,469.1,21.0,-128.0,,-630.0,,,,,-347.0,,210.9,-740.4,-330.0,-432.9,-881.0,,False,,,,,False,,False,False,False,False,False
19029,445,552.0,,635.0,,,,,220.0,,1054.0,95.9,761.0,,165.0,107.0,,190.0,,,,,-225.0,,609.0,-349.1,316.0,,-280.0,,False,,,,,False,,False,False,False,,False
19031,703,540.0,,688.0,,,,,294.0,,1444.6,99.3,993.0,,219.0,-163.0,,-15.0,,,,,-409.0,,741.6,-603.7,290.0,,-484.0,,True,,,,,False,,False,False,False,,False
19033,2389,1410.0,,1114.0,,,,,1096.0,,1586.4,139.0,2141.0,581.8,14.0,-979.0,,-1275.0,,,,,-1293.0,,-802.6,-2250.0,-248.0,-1807.2,-2375.0,,False,,,,,False,,True,False,True,False,False
19035,639,300.0,,161.0,,,,,338.0,,280.0,124.0,243.0,,102.0,-339.0,,-478.0,,,,,-301.0,,-359.0,-515.0,-396.0,,-537.0,,False,,,,,True,,False,False,False,,False
19037,570,258.0,,125.0,,,,,249.0,,330.1,58.1,345.0,,126.0,-312.0,,-445.0,,,,,-321.0,,-239.9,-511.9,-225.0,,-444.0,,False,,,,,False,,True,False,True,,False
19039,178,138.0,,105.0,,,,,160.0,,288.8,76.4,120.0,,30.0,-40.0,,-73.0,,,,,-18.0,,110.8,-101.6,-58.0,,-148.0,,False,,,,,True,,False,False,False,,False
19041,806,396.0,,338.0,,,,,685.0,,451.2,128.5,406.0,,148.0,-410.0,,-468.0,,,,,-121.0,,-354.8,-677.5,-400.0,,-658.0,,False,,,,,True,,True,False,True,,False
19043,704,846.0,,990.0,,,,,386.0,,1770.1,95.0,1308.5,,282.0,142.0,,286.0,,,,,-318.0,,1066.1,-609.0,604.5,,-422.0,,False,,,,,False,,False,False,False,,False
19045,2119,954.0,,880.0,,,,,1099.0,,1057.8,244.0,1475.0,426.2,1069.0,-1165.0,,-1239.0,,,,,-1020.0,,-1061.2,-1875.0,-644.0,-1692.8,-1050.0,,False,,,,,True,,True,False,True,False,True
19047,516,288.0,,271.0,,,,,485.0,,256.9,157.8,276.0,117.6,15.0,-228.0,,-245.0,,,,,-31.0,,-259.1,-358.2,-240.0,-398.4,-501.0,,False,,,,,True,,False,False,False,False,False
19049,3389,1710.0,,3206.0,,,,,1358.0,,1115.1,478.3,2246.0,858.4,961.0,-1679.0,,-183.0,,,,,-2031.0,,-2273.9,-2910.7,-1143.0,-2530.6,-2428.0,,True,,,,,False,,False,False,True,False,False
19051,368,168.0,,75.0,,,,,129.0,,260.1,49.4,314.0,,164.0,-200.0,,-293.0,,,,,-239.0,,-107.9,-318.6,-54.0,,-204.0,,False,,,,,False,,True,False,True,,False
19053,201,138.0,,130.0,,,,,109.0,,247.0,48.7,237.0,,5.0,-63.0,,-71.0,,,,,-92.0,,46.0,-152.3,36.0,,-196.0,,False,,,,,False,,True,False,True,,False
19055,674,630.0,,373.0,,,,,448.0,,1141.6,175.9,755.0,,204.0,-44.0,,-301.0,,,,,-226.0,,467.6,-498.1,81.0,,-470.0,,False,,,,,False,,False,False,False,,False
19057,1650,1434.0,,1406.0,,,,,1397.0,,1973.1,296.6,2569.0,824.2,423.0,-216.0,,-244.0,,,,,-253.0,,323.1,-1353.4,919.0,-825.8,-1227.0,,False,,,,,False,,False,False,False,False,False
19059,731,648.0,,343.0,,,,,561.0,,612.7,193.7,927.0,,138.0,-83.0,,-388.0,,,,,-170.0,,-118.3,-537.3,196.0,,-593.0,,False,,,,,False,,False,False,False,,False
19061,4181,3900.0,,4374.0,,,,,2495.0,,4230.5,1039.2,4378.0,1657.9,616.0,-281.0,,193.0,,,,,-1686.0,,49.5,-3141.8,197.0,-2523.1,-3565.0,,True,,,,,False,,True,False,True,False,False
19063,409,246.0,,240.0,,,,,264.0,,239.7,116.2,273.0,,59.0,-163.0,,-169.0,,,,,-145.0,,-169.3,-292.8,-136.0,,-350.0,,False,,,,,True,,False,False,True,,False
19065,745,426.0,,379.0,,,,,523.0,,503.0,107.6,468.0,,318.0,-319.0,,-366.0,,,,,-222.0,,-242.0,-637.4,-277.0,,-427.0,,False,,,,,True,,True,False,True,,False
19067,710,300.0,,148.0,,,,,330.0,,277.2,110.6,376.0,,208.0,-410.0,,-562.0,,,,,-380.0,,-432.8,-599.4,-334.0,,-502.0,,False,,,,,True,,False,False,True,,False
19069,400,156.0,,55.0,,,,,177.0,,97.0,57.9,192.0,,390.0,-244.0,,-345.0,,,,,-223.0,,-303.0,-342.1,-208.0,,-10.0,,False,,,,,True,,False,False,True,,True
19071,202,132.0,,124.0,,,,,84.0,,280.9,39.4,126.0,,5.0,-70.0,,-78.0,,,,,-118.0,,78.9,-162.6,-76.0,,-197.0,,False,,,,,False,,False,False,False,,False
19073,373,144.0,,94.0,,,,,123.0,,75.9,22.7,55.0,,95.0,-229.0,,-279.0,,,,,-250.0,,-297.1,-350.3,-318.0,,-278.0,,False,,,,,False,,False,False,False,,False
19075,566,390.0,,202.0,,,,,190.0,,465.1,77.0,543.0,,186.0,-176.0,,-364.0,,,,,-376.0,,-100.9,-489.0,-23.0,,-380.0,,False,,,,,False,,True,False,True,,False
19077,415,258.0,,205.0,,,,,158.0,,372.1,81.0,127.0,,97.0,-157.0,,-210.0,,,,,-257.0,,-42.9,-334.0,-288.0,,-318.0,,False,,,,,False,,True,False,False,,False
19079,798,210.0,,275.0,,,,,300.0,,216.5,110.7,154.0,,96.0,-588.0,,-523.0,,,,,-498.0,,-581.5,-687.3,-644.0,,-702.0,,True,,,,,True,,True,False,False,,False
19081,608,558.0,,400.0,,,,,168.0,,587.4,54.9,702.0,,135.0,-50.0,,-208.0,,,,,-440.0,,-20.6,-553.1,94.0,,-473.0,,False,,,,,False,,True,False,False,,False
19083,776,408.0,,440.0,,,,,311.0,,451.6,152.9,601.0,,14.0,-368.0,,-336.0,,,,,-465.0,,-324.4,-623.0,-175.0,,-762.0,,True,,,,,False,,True,False,True,,False
19085,501,510.0,,431.0,,,,,265.0,,816.1,31.6,376.0,,231.0,9.0,,-70.0,,,,,-236.0,,315.1,-469.4,-125.0,,-270.0,,False,,,,,False,,False,False,False,,False
19087,1119,720.0,,368.0,,,,,365.0,,708.8,130.8,981.0,571.2,12.0,-399.0,,-751.0,,,,,-754.0,,-410.2,-988.2,-138.0,-547.8,-1107.0,,False,,,,,False,,False,False,True,False,False
19089,328,144.0,,20.0,,,,,181.0,,190.2,32.6,158.0,,66.0,-184.0,,-308.0,,,,,-147.0,,-137.8,-295.4,-170.0,,-262.0,,False,,,,,True,,True,False,True,,False
19091,464,432.0,,584.0,,,,,220.0,,447.6,59.4,491.0,,99.0,-32.0,,120.0,,,,,-244.0,,-16.4,-404.6,27.0,,-365.0,,False,,,,,False,,True,False,True,,False
19093,386,342.0,,6.0,,,,,170.0,,232.6,31.1,372.0,,102.0,-44.0,,-380.0,,,,,-216.0,,-153.4,-354.9,-14.0,,-284.0,,False,,,,,False,,False,False,True,,False
19095,578,474.0,,318.0,,,,,257.0,,455.9,80.9,493.0,,277.0,-104.0,,-260.0,,,,,-321.0,,-122.1,-497.1,-85.0,,-301.0,,False,,,,,False,,False,False,True,,False
19097,914,912.0,,985.0,,,,,441.0,,1632.7,119.6,1187.0,,63.0,-2.0,,71.0,,,,,-473.0,,718.7,-794.4,273.0,,-851.0,,False,,,,,False,,False,False,False,,False
19099,1218,1170.0,,1928.0,,,,,655.0,,924.2,418.7,1840.5,634.9,551.0,-48.0,,710.0,,,,,-563.0,,-293.8,-799.3,622.5,-583.1,-667.0,,False,,,,,False,,False,False,False,False,False
19101,568,240.0,,331.0,,,,,289.0,,708.5,107.3,381.0,,127.0,-328.0,,-237.0,,,,,-279.0,,140.5,-460.7,-187.0,,-441.0,,True,,,,,True,,True,False,True,,False
19103,4127,2280.0,,6259.0,,,,,1990.0,,1530.7,751.5,3487.0,1690.7,81.0,-1847.0,,2132.0,,,,,-2137.0,,-2596.3,-3375.5,-640.0,-2436.3,-4046.0,,False,,,,,False,,False,False,True,False,False
19105,1902,768.0,,648.0,,,,,518.0,,563.8,149.3,1117.5,,403.0,-1134.0,,-1254.0,,,,,-1384.0,,-1338.2,-1752.7,-784.5,,-1499.0,,False,,,,,False,,False,False,True,,False
19107,510,282.0,,274.0,,,,,198.0,,297.4,25.4,448.0,,166.0,-228.0,,-236.0,,,,,-312.0,,-212.6,-484.6,-62.0,,-344.0,,False,,,,,False,,True,False,True,,False
19109,847,300.0,,214.0,,,,,351.0,,453.5,101.8,355.5,,202.0,-547.0,,-633.0,,,,,-496.0,,-393.5,-745.2,-491.5,,-645.0,,False,,,,,True,,True,False,True,,False
19111,1469,744.0,,874.0,,,,,556.0,,686.3,224.9,898.0,,394.0,-725.0,,-595.0,,,,,-913.0,,-782.7,-1244.1,-571.0,,-1075.0,,True,,,,,False,,False,False,True,,False
19113,8936,6450.0,,17000.0,,,,,3738.0,,5671.9,2228.0,10747.0,2784.1,3711.0,-2486.0,,8064.0,,,,,-5198.0,,-3264.1,-6708.0,1811.0,-6151.9,-5225.0,,False,,,,,False,,False,False,True,False,False
19115,402,240.0,,36.0,,,,,151.0,,222.4,57.4,355.0,,59.0,-162.0,,-366.0,,,,,-251.0,,-179.6,-344.6,-47.0,,-343.0,,False,,,,,False,,False,False,True,,False
19117,174,108.0,,67.0,,,,,214.0,,147.3,70.5,195.5,,72.0,-66.0,,-107.0,,,,,40.0,,-26.7,-103.5,21.5,,-102.0,,False,,,,,True,,True,False,True,,False
19119,546,300.0,,163.0,,,,,353.0,,290.6,73.4,285.0,,8.0,-246.0,,-383.0,,,,,-193.0,,-255.4,-472.6,-261.0,,-538.0,,False,,,,,True,,False,False,False,,False
19121,439,192.0,,157.0,,,,,220.0,,261.3,106.1,136.0,,216.0,-247.0,,-282.0,,,,,-219.0,,-177.7,-332.9,-303.0,,-223.0,,False,,,,,True,,True,False,False,,True
19123,685,552.0,,551.0,,,,,420.0,,849.4,156.8,640.0,,224.0,-133.0,,-134.0,,,,,-265.0,,164.4,-528.2,-45.0,,-461.0,,False,,,,,False,,False,False,True,,False
19125,1180,816.0,,1057.0,,,,,597.0,,934.0,312.8,1206.0,,452.0,-364.0,,-123.0,,,,,-583.0,,-246.0,-867.2,26.0,,-728.0,,True,,,,,False,,True,False,True,,False
19127,1537,1278.0,,1926.0,,,,,897.0,,874.5,282.2,2003.5,506.1,115.0,-259.0,,389.0,,,,,-640.0,,-662.5,-1254.8,466.5,-1030.9,-1422.0,,False,,,,,False,,False,False,False,False,False
19129,732,396.0,,434.0,,,,,233.0,,960.1,76.6,622.0,,510.0,-336.0,,-298.0,,,,,-499.0,,228.1,-655.4,-110.0,,-222.0,,True,,,,,False,,True,False,True,,True
19131,591,246.0,,155.0,,,,,160.0,,758.4,53.7,511.0,,14.0,-345.0,,-436.0,,,,,-431.0,,167.4,-537.3,-80.0,,-577.0,,False,,,,,False,,True,False,True,,False
19133,236,144.0,,92.0,,,,,193.0,,99.7,32.8,100.0,,102.0,-92.0,,-144.0,,,,,-43.0,,-136.3,-203.2,-136.0,,-134.0,,False,,,,,True,,False,False,False,,False
19135,219,120.0,,44.0,,,,,137.0,,98.9,21.8,81.0,,42.0,-99.0,,-175.0,,,,,-82.0,,-120.1,-197.2,-138.0,,-177.0,,False,,,,,True,,False,False,False,,False
19137,397,222.0,,278.0,,,,,126.0,,344.4,32.9,312.0,,175.0,-175.0,,-119.0,,,,,-271.0,,-52.6,-364.1,-85.0,,-222.0,,True,,,,,False,,True,False,True,,False
19139,1703,978.0,,1083.0,,,,,684.0,,1185.0,313.6,1423.5,408.1,475.0,-725.0,,-620.0,,,,,-1019.0,,-518.0,-1389.4,-279.5,-1294.9,-1228.0,,True,,,,,False,,True,False,True,False,False
19141,638,1044.0,,392.0,,,,,537.0,,1292.4,140.4,1175.5,,1051.0,406.0,,-246.0,,,,,-101.0,,654.4,-497.6,537.5,,413.0,,True,,,,,True,,False,False,False,,False
19143,273,264.0,,93.0,,,,,168.0,,377.2,45.6,262.0,,33.0,-9.0,,-180.0,,,,,-105.0,,104.2,-227.4,-11.0,,-240.0,,False,,,,,False,,False,False,False,,False
19145,837,258.0,,237.0,,,,,232.0,,638.1,71.5,312.5,,125.0,-579.0,,-600.0,,,,,-605.0,,-198.9,-765.5,-524.5,,-712.0,,False,,,,,False,,True,False,True,,False
19147,391,210.0,,134.0,,,,,237.0,,234.9,75.7,229.0,,17.0,-181.0,,-257.0,,,,,-154.0,,-156.1,-315.3,-162.0,,-374.0,,False,,,,,True,,True,False,True,,False
19149,1269,1140.0,,433.0,,,,,857.0,,867.2,294.2,999.0,481.4,17.0,-129.0,,-836.0,,,,,-412.0,,-401.8,-974.8,-270.0,-787.6,-1252.0,,False,,,,,False,,False,False,False,False,False
19151,379,228.0,,0.0,,,,,104.0,,194.7,48.5,387.0,,81.0,-151.0,,-379.0,,,,,-275.0,,-184.3,-330.5,8.0,,-298.0,,False,,,,,False,,False,False,True,,False
19153,16969,9642.0,,17975.0,,,,,9235.0,,6924.3,4459.5,15186.5,4208.8,4689.0,-7327.0,,1006.0,,,,,-7734.0,,-10044.7,-12509.5,-1782.5,-12760.2,-12280.0,,True,,,,,False,,False,False,True,False,False
19155,3883,1848.0,,1606.0,,,,,1528.0,,2133.7,1022.5,1995.0,1457.2,784.0,-2035.0,,-2277.0,,,,,-2355.0,,-1749.3,-2860.5,-1888.0,-2425.8,-3099.0,,False,,,,,False,,True,False,True,False,False
19157,588,336.0,,243.0,,,,,306.0,,306.9,126.4,495.0,,290.0,-252.0,,-345.0,,,,,-282.0,,-281.1,-461.6,-93.0,,-298.0,,False,,,,,False,,False,False,True,,False
19159,203,90.0,,42.0,,,,,60.0,,74.2,23.1,108.0,,62.0,-113.0,,-161.0,,,,,-143.0,,-128.8,-179.9,-95.0,,-141.0,,False,,,,,False,,False,False,True,,False
19161,539,222.0,,122.0,,,,,247.0,,243.3,122.4,239.0,,224.0,-317.0,,-417.0,,,,,-292.0,,-295.7,-416.6,-300.0,,-315.0,,False,,,,,True,,True,False,True,,True
