,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
13295,518,344.0,,323.5,,350.0,347.0,,,,,262.9,264.2,,,714.0,,358.0,,306.3,,453.0,336.5,,482.0,458.0,,,,,322.7,592.7,,,,,404.6,-174.0,,-194.5,,-168.0,-171.0,,,,,-255.1,-253.8,,,196.0,,-160.0,,-211.7,,-65.0,-181.5,,-36.0,-60.0,,,,,-195.3,74.7,,,,,-113.4,,False,,True,True,,,,,False,False,,,False,,True,,False,,True,False,,True,True,,,,,False,True,,,,,True
13297,696,392.0,,363.7,,380.0,583.0,,,,,291.1,304.8,,,508.0,,249.1,,281.7,,479.0,368.9,,603.0,493.0,,,,,386.4,516.5,,,,,479.7,-304.0,,-332.3,,-316.0,-113.0,,,,,-404.9,-391.2,,,-188.0,,-446.9,,-414.3,,-217.0,-327.1,,-93.0,-203.0,,,,,-309.6,-179.5,,,,,-216.3,,False,,False,True,,,,,False,False,,,True,,False,,False,,True,False,,True,True,,,,,False,True,,,,,True
13299,153,88.0,,51.2,,77.0,111.0,,,,,133.1,126.8,,,152.0,,29.8,,96.4,,36.0,71.1,,101.0,133.0,,,,,184.0,283.5,,,,,118.3,-65.0,,-101.8,,-76.0,-42.0,,,,,-19.9,-26.2,,,-1.0,,-123.2,,-56.6,,-117.0,-81.9,,-52.0,-20.0,,,,,31.0,130.5,,,,,-34.7,,False,,False,True,,,,,True,True,,,True,,False,,True,,False,False,,True,True,,,,,True,False,,,,,True
13301,27,4.0,,2.0,,5.0,4.0,,,,,13.4,8.2,,,30.0,,6.3,,1.6,,4.0,10.2,,,18.0,,,,,,1.9,,,,,4.5,-23.0,,-25.0,,-22.0,-23.0,,,,,-13.6,-18.8,,,3.0,,-20.7,,-25.4,,-23.0,-16.8,,,-9.0,,,,,,-25.1,,,,,-22.5,,False,,True,False,,,,,True,True,,,True,,True,,False,,False,True,,,True,,,,,,False,,,,,True
13303,110,88.0,,120.8,,88.0,100.0,,,,,73.6,62.5,,,119.0,,24.2,,65.2,,75.0,70.7,,89.0,111.0,,,,,,96.6,,,,,146.3,-22.0,,10.8,,-22.0,-10.0,,,,,-36.4,-47.5,,,9.0,,-85.8,,-44.8,,-35.0,-39.3,,-21.0,1.0,,,,,,-13.4,,,,,36.3,,True,,False,True,,,,,False,False,,,True,,False,,False,,False,False,,True,True,,,,,,True,,,,,False
13305,121,220.0,,254.1,,124.0,222.0,,,,,117.6,121.5,,,109.0,,102.6,,111.8,,69.5,121.1,,173.0,239.0,,,,,,207.6,,,,,299.5,99.0,,133.1,,3.0,101.0,,,,,-3.4,0.5,,,-12.0,,-18.4,,-9.2,,-51.5,0.1,,52.0,118.0,,,,,,86.6,,,,,178.5,,False,,True,False,,,,,True,True,,,True,,True,,True,,True,True,,True,False,,,,,,True,,,,,False
13307,4,0.0,,0.0,,1.0,0.0,,,,,4.1,2.1,,,35.0,,1.2,,0.2,,3.0,0.9,,2.0,8.0,,,,,,2.8,,,,,3.2,-4.0,,-4.0,,-3.0,-4.0,,,,,0.1,-1.9,,,31.0,,-2.8,,-3.8,,-1.0,-3.1,,-2.0,4.0,,,,,,-1.2,,,,,-0.8,,False,,True,False,,,,,True,True,,,False,,True,,True,,True,True,,True,False,,,,,,True,,,,,True
13309,9,6.0,,10.4,,6.0,0.0,,,,,23.7,13.0,,,39.0,,4.1,,4.6,,6.0,7.2,,3.0,24.0,,,,,,2.1,,,,,14.8,-3.0,,1.4,,-3.0,-9.0,,,,,14.7,4.0,,,30.0,,-4.9,,-4.4,,-3.0,-1.8,,-6.0,15.0,,,,,,-6.9,,,,,5.8,,True,,False,False,,,,,False,False,,,False,,False,,False,,False,True,,False,False,,,,,,False,,,,,False
13311,287,148.0,,129.7,,163.0,160.0,,,,,114.6,99.0,,,173.0,,463.1,,117.6,,293.5,146.2,,290.0,168.0,,,,,,111.8,,,,,172.1,-139.0,,-157.3,,-124.0,-127.0,,,,,-172.4,-188.0,,,-114.0,,176.1,,-169.4,,6.5,-140.8,,3.0,-119.0,,,,,,-175.2,,,,,-114.9,,False,,True,True,,,,,False,False,,,True,,False,,False,,True,False,,True,True,,,,,,False,,,,,True
13313,1596,1114.0,,1055.5,,936.0,1000.0,,,,,699.7,882.9,,,991.0,,741.3,,718.8,,916.0,816.8,,1349.0,1303.0,,,,,872.0,1166.0,,,,,1483.0,-482.0,,-540.5,,-660.0,-596.0,,,,,-896.3,-713.1,,,-605.0,,-854.7,,-877.2,,-680.0,-779.2,,-247.0,-293.0,,,,,-724.0,-430.0,,,,,-113.0,,False,,False,False,,,,,False,False,,,False,,False,,False,,False,False,,True,True,,,,,False,True,,,,,True
13315,67,32.0,,24.1,,32.0,19.0,,,,,32.4,23.2,,,47.0,,38.9,,5.1,,44.0,31.8,,42.0,41.0,,,,,,25.2,,,,,29.4,-35.0,,-42.9,,-35.0,-48.0,,,,,-34.6,-43.8,,,-20.0,,-28.1,,-61.9,,-23.0,-35.2,,-25.0,-26.0,,,,,,-41.8,,,,,-37.6,,False,,False,False,,,,,True,False,,,True,,True,,False,,True,False,,True,True,,,,,,False,,,,,False
13317,79,36.0,,31.6,,37.0,45.0,,,,,40.6,34.5,,,55.0,,6.2,,19.9,,41.0,38.1,,32.0,52.0,,,,,,45.1,,,,,39.7,-43.0,,-47.4,,-42.0,-34.0,,,,,-38.4,-44.5,,,-24.0,,-72.8,,-59.1,,-38.0,-40.9,,-47.0,-27.0,,,,,,-33.9,,,,,-39.3,,False,,True,True,,,,,True,False,,,True,,False,,False,,True,True,,False,True,,,,,,True,,,,,True
13319,67,24.0,,24.9,,25.0,27.0,,,,,27.0,16.9,,,43.0,,6.9,,9.4,,28.0,24.4,,16.0,35.0,,,,,,22.5,,,,,19.2,-43.0,,-42.1,,-42.0,-40.0,,,,,-40.0,-50.1,,,-24.0,,-60.1,,-57.6,,-39.0,-42.6,,-51.0,-32.0,,,,,,-44.5,,,,,-47.8,,True,,True,True,,,,,True,False,,,True,,False,,False,,True,True,,False,True,,,,,,False,,,,,False
13321,143,56.0,,40.6,,45.0,51.0,,,,,45.8,46.5,,,105.0,,20.8,,20.0,,44.0,47.6,,83.0,79.0,,,,,,58.6,,,,,37.4,-87.0,,-102.4,,-98.0,-92.0,,,,,-97.2,-96.5,,,-38.0,,-122.2,,-123.0,,-99.0,-95.4,,-60.0,-64.0,,,,,,-84.4,,,,,-105.6,,False,,False,False,,,,,False,False,,,True,,False,,False,,False,False,,True,True,,,,,,True,,,,,False
15001,121,132.0,,134.9,,115.0,124.0,,,,,179.4,141.5,,,,,66.4,,269.8,,83.0,129.2,,129.0,199.0,,,,,,131.5,99.0,,,,113.6,11.0,,13.9,,-6.0,3.0,,,,,58.4,20.5,,,,,-54.6,,148.8,,-38.0,8.2,,8.0,78.0,,,,,,10.5,-22.0,,,,-7.4,,False,,True,True,,,,,False,False,,,,,False,,False,,False,True,,True,False,,,,,,True,False,,,,True
15003,1007,1060.0,,1045.5,1733.9,1044.0,1095.0,,,,,1369.9,1330.8,,,,,785.4,,1397.9,,999.0,1009.6,,1169.0,1202.0,,,,,793.2,1271.0,1031.0,,,,1090.8,53.0,,38.5,726.9,37.0,88.0,,,,,362.9,323.8,,,,,-221.6,,390.9,,-8.0,2.6,,162.0,195.0,,,,,-213.8,264.0,24.0,,,,83.8,,True,False,True,False,,,,,False,False,,,,,False,,False,,True,True,,False,False,,,,,False,False,True,,,,False
15005,0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,0.1,,0.0,,,0.0,,0.0,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,,,,,,0.1,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,False,,True,True,,,,,,,,,,,False,,True,,,False,,True,,,,,,,,,,,,
15007,19,40.0,,39.1,,38.0,100.0,,,,,21.2,19.2,,,,,51.1,,19.1,,26.0,32.2,,58.0,76.0,,,,,,66.5,,,,,53.5,21.0,,20.1,,19.0,81.0,,,,,2.2,0.2,,,,,32.1,,0.1,,7.0,13.2,,39.0,57.0,,,,,,47.5,,,,,34.5,,True,,True,False,,,,,True,True,,,,,False,,True,,True,True,,False,False,,,,,,False,,,,,False
15009,207,146.0,,150.8,,150.0,299.0,,,,,127.1,104.3,,,,,165.5,,224.1,,212.0,147.0,,212.0,184.0,,,,,,142.5,143.0,,,,85.1,-61.0,,-56.2,,-57.0,92.0,,,,,-79.9,-102.7,,,,,-41.5,,17.1,,5.0,-60.0,,5.0,-23.0,,,,,,-64.5,-64.0,,,,-121.9,,True,,True,False,,,,,False,False,,,,,True,,True,,True,True,,True,True,,,,,,False,False,,,,False
16001,5939,3574.0,,3557.4,4067.4,3601.0,3114.0,,,,,2952.8,5490.5,,,4374.0,,2277.8,,2612.9,,3786.0,3684.4,,3894.0,4886.0,,,,,4443.0,4595.4,2388.0,,,,3788.0,-2365.0,,-2381.6,-1871.6,-2338.0,-2825.0,,,,,-2986.2,-448.5,,,-1565.0,,-3661.2,,-3326.1,,-2153.0,-2254.6,,-2045.0,-1053.0,,,,,-1496.0,-1343.6,-3551.0,,,,-2151.0,,False,True,True,False,,,,,False,True,,,True,,False,,False,,True,True,,True,True,,,,,True,True,False,,,,True
16003,31,28.0,,27.0,,18.0,0.0,,,,,15.8,19.1,,,25.0,,13.5,,4.7,,16.0,24.2,,17.0,32.0,,,,,,38.5,,,,,17.8,-3.0,,-4.0,,-13.0,-31.0,,,,,-15.2,-11.9,,,-6.0,,-17.5,,-26.3,,-15.0,-6.8,,-14.0,1.0,,,,,,7.5,,,,,-13.2,,False,,False,False,,,,,False,False,,,False,,False,,False,,False,False,,False,True,,,,,,False,,,,,False
16005,1130,1076.0,,1092.7,,1044.0,1412.0,,,,,610.3,1315.5,,,1285.0,,1238.5,,506.5,,902.0,815.6,,1495.0,1128.0,,,,,1016.2,1047.4,,,,,1023.0,-54.0,,-37.3,,-86.0,282.0,,,,,-519.7,185.5,,,155.0,,108.5,,-623.5,,-228.0,-314.4,,365.0,-2.0,,,,,-113.8,-82.6,,,,,-107.0,,True,,False,False,,,,,False,False,,,False,,False,,False,,False,False,,False,True,,,,,False,False,,,,,False
16007,42,42.0,,38.4,,38.0,20.0,,,,,27.8,32.2,,,64.0,,35.8,,40.1,,42.0,41.0,,52.0,56.0,,,,,,54.0,,,,,38.7,0.0,,-3.6,,-4.0,-22.0,,,,,-14.2,-9.8,,,22.0,,-6.2,,-1.9,,0.0,-1.0,,10.0,14.0,,,,,,12.0,,,,,-3.3,,False,,False,False,,,,,False,False,,,False,,False,,False,,True,False,,False,False,,,,,,False,,,,,False
16009,51,36.0,,35.2,,36.0,56.0,,,,,27.4,25.1,,,116.0,,109.6,,32.6,,25.0,32.4,,75.0,63.0,,,,,,60.5,,,,,47.7,-15.0,,-15.8,,-15.0,5.0,,,,,-23.6,-25.9,,,65.0,,58.6,,-18.4,,-26.0,-18.6,,24.0,12.0,,,,,,9.5,,,,,-3.3,,False,,False,True,,,,,False,False,,,False,,False,,False,,False,False,,False,True,,,,,,True,,,,,True
16011,524,566.0,,565.6,,574.0,671.0,,,,,360.8,493.9,,,743.0,,573.8,,376.3,,753.0,443.2,,783.0,613.0,,,,,,478.7,,,,,700.5,42.0,,41.6,,50.0,147.0,,,,,-163.2,-30.1,,,219.0,,49.8,,-147.7,,229.0,-80.8,,259.0,89.0,,,,,,-45.3,,,,,176.5,,True,,False,False,,,,,False,True,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False
16013,194,166.0,,167.2,,178.0,217.0,,,,,171.5,102.3,,,174.0,,183.4,,40.0,,226.0,152.8,,188.0,175.0,,,,,,131.8,,,,,236.7,-28.0,,-26.8,,-16.0,23.0,,,,,-22.5,-91.7,,,-20.0,,-10.6,,-154.0,,32.0,-41.2,,-6.0,-19.0,,,,,,-62.2,,,,,42.7,,True,,True,True,,,,,True,False,,,True,,True,,False,,False,False,,True,True,,,,,,False,,,,,False
16015,62,24.0,,24.7,,24.0,0.0,,,,,17.3,20.0,,,44.0,,12.3,,42.5,,22.0,31.3,,28.0,54.0,,,,,,35.4,,,,,25.6,-38.0,,-37.3,,-38.0,-62.0,,,,,-44.7,-42.0,,,-18.0,,-49.7,,-19.5,,-40.0,-30.7,,-34.0,-8.0,,,,,,-26.6,,,,,-36.4,,True,,False,False,,,,,False,False,,,True,,False,,True,,False,True,,True,True,,,,,,True,,,,,True
16017,414,254.0,,258.4,,254.0,285.0,,,,,107.3,160.9,,,335.0,,147.2,,216.9,,234.0,209.2,,334.0,307.0,,,,,,180.3,,,,,333.2,-160.0,,-155.6,,-160.0,-129.0,,,,,-306.7,-253.1,,,-79.0,,-266.8,,-197.1,,-180.0,-204.8,,-80.0,-107.0,,,,,,-233.7,,,,,-80.8,,True,,False,True,,,,,False,False,,,True,,False,,False,,False,False,,True,True,,,,,,False,,,,,True
16019,1770,1406.0,,1421.4,,1396.0,1594.0,,,,,1012.4,1804.6,,,1783.0,,1421.1,,760.1,,1039.0,1030.2,,1090.0,1526.0,,,,,985.9,1246.9,,,,,2164.8,-364.0,,-348.6,,-374.0,-176.0,,,,,-757.6,34.6,,,13.0,,-348.9,,-1009.9,,-731.0,-739.8,,-680.0,-244.0,,,,,-784.1,-523.1,,,,,394.8,,True,,False,True,,,,,False,True,,,True,,True,,False,,False,False,,False,True,,,,,False,False,,,,,False
16021,79,48.0,,49.2,,48.0,43.0,,,,,37.1,56.9,,,75.0,,16.2,,38.0,,3.0,49.1,,46.0,81.0,,,,,,68.4,,,,,70.9,-31.0,,-29.8,,-31.0,-36.0,,,,,-41.9,-22.1,,,-4.0,,-62.8,,-41.0,,-76.0,-29.9,,-33.0,2.0,,,,,,-10.6,,,,,-8.1,,True,,False,False,,,,,False,True,,,True,,False,,False,,False,True,,False,True,,,,,,True,,,,,True
16023,21,12.0,,11.9,,9.0,0.0,,,,,12.6,16.5,,,28.0,,11.1,,7.9,,9.0,6.7,,11.0,18.0,,,,,,26.7,,,,,8.7,-9.0,,-9.1,,-12.0,-21.0,,,,,-8.4,-4.5,,,7.0,,-9.9,,-13.1,,-12.0,-14.3,,-10.0,-3.0,,,,,,5.7,,,,,-12.3,,False,,False,False,,,,,True,True,,,True,,False,,False,,False,False,,False,True,,,,,,True,,,,,False
16025,5,0.0,,1.4,,1.0,0.0,,,,,6.1,5.0,,,16.0,,2.1,,1.6,,5.0,1.2,,1.0,2.0,,,,,,,,,,,1.0,-5.0,,-3.6,,-4.0,-5.0,,,,,1.1,-0.0,,,11.0,,-2.9,,-3.4,,0.0,-3.8,,-4.0,-3.0,,,,,,,,,,,-4.0,,True,,True,False,,,,,True,True,,,False,,True,,True,,True,True,,True,True,,,,,,,,,,,True
16027,2792,3012.0,,2987.2,3114.5,2893.0,2942.0,,,,,1802.1,2556.0,,,2377.0,,2580.8,,1895.2,,3867.0,2717.2,,3801.0,3190.0,,,,,2822.4,2445.2,2032.0,,,,4330.8,220.0,,195.2,322.5,101.0,150.0,,,,,-989.9,-236.0,,,-415.0,,-211.2,,-896.8,,1075.0,-74.8,,1009.0,398.0,,,,,30.4,-346.8,-760.0,,,,1538.8,,True,False,True,True,,,,,False,False,,,False,,True,,False,,False,True,,False,False,,,,,True,False,False,,,,False
16029,33,54.0,,57.2,,43.0,42.0,,,,,53.5,55.2,,,84.0,,38.6,,24.0,,23.0,42.2,,48.0,66.0,,,,,,74.7,,,,,49.4,21.0,,24.2,,10.0,9.0,,,,,20.5,22.2,,,51.0,,5.6,,-9.0,,-10.0,9.2,,15.0,33.0,,,,,,41.7,,,,,16.4,,False,,True,True,,,,,True,False,,,False,,True,,True,,True,True,,True,False,,,,,,False,,,,,True
16031,210,316.0,,301.6,,217.0,58.0,,,,,231.6,246.1,,,361.0,,197.8,,137.9,,135.0,206.1,,272.0,324.0,,,,,,329.0,,,,,326.1,106.0,,91.6,,7.0,-152.0,,,,,21.6,36.1,,,151.0,,-12.2,,-72.1,,-75.0,-3.9,,62.0,114.0,,,,,,119.0,,,,,116.1,,True,,True,False,,,,,True,True,,,False,,True,,True,,True,True,,True,False,,,,,,False,,,,,False
16033,4,0.0,,0.0,,0.0,0.0,,,,,4.0,5.1,,,28.0,,0.5,,0.7,,2.0,0.4,,2.0,3.0,,,,,,9.3,,,,,2.8,-4.0,,-4.0,,-4.0,-4.0,,,,,0.0,1.1,,,24.0,,-3.5,,-3.3,,-2.0,-3.6,,-2.0,-1.0,,,,,,5.3,,,,,-1.2,,False,,False,False,,,,,True,True,,,False,,True,,True,,True,True,,True,True,,,,,,False,,,,,True
16035,202,338.0,,337.9,,300.0,311.0,,,,,58.1,108.0,,,132.0,,834.7,,196.6,,179.0,138.8,,342.0,215.0,,,,,,202.3,,,,,333.7,136.0,,135.9,,98.0,109.0,,,,,-143.9,-94.0,,,-70.0,,632.7,,-5.4,,-23.0,-63.2,,140.0,13.0,,,,,,0.3,,,,,131.7,,True,,True,True,,,,,False,True,,,True,,False,,True,,True,True,,False,True,,,,,,True,,,,,True
16037,34,26.0,,29.4,,26.0,0.0,,,,,17.0,9.4,,,28.0,,23.5,,11.4,,31.0,24.4,,26.0,35.0,,,,,,28.6,,,,,23.8,-8.0,,-4.6,,-8.0,-34.0,,,,,-17.0,-24.6,,,-6.0,,-10.5,,-22.6,,-3.0,-9.6,,-8.0,1.0,,,,,,-5.4,,,,,-10.2,,True,,False,False,,,,,False,False,,,True,,False,,False,,True,False,,False,True,,,,,,True,,,,,False
16039,193,160.0,,154.4,,154.0,166.0,,,,,90.1,105.9,,,259.0,,126.1,,71.4,,141.0,134.3,,158.0,186.0,,,,,,184.7,,,,,221.1,-33.0,,-38.6,,-39.0,-27.0,,,,,-102.9,-87.1,,,66.0,,-66.9,,-121.6,,-52.0,-58.7,,-35.0,-7.0,,,,,,-8.3,,,,,28.1,,False,,False,True,,,,,False,False,,,False,,False,,False,,False,False,,False,True,,,,,,True,,,,,True
16041,131,184.0,,182.4,,182.0,219.0,,,,,93.0,133.9,,,171.0,,310.5,,110.9,,243.0,125.6,,277.0,176.0,,,,,,174.6,,,,,173.6,53.0,,51.4,,51.0,88.0,,,,,-38.0,2.9,,,40.0,,179.5,,-20.1,,112.0,-5.4,,146.0,45.0,,,,,,43.6,,,,,42.6,,True,,True,False,,,,,True,True,,,True,,False,,True,,False,True,,False,True,,,,,,True,,,,,True
16043,123,108.0,,107.2,,108.0,31.0,,,,,91.2,57.9,,,183.0,,48.7,,37.9,,117.0,101.0,,59.0,134.0,,,,,,93.2,,,,,119.5,-15.0,,-15.8,,-15.0,-92.0,,,,,-31.8,-65.1,,,60.0,,-74.3,,-85.1,,-6.0,-22.0,,-64.0,11.0,,,,,,-29.8,,,,,-3.5,,False,,False,False,,,,,False,False,,,False,,False,,False,,True,False,,False,True,,,,,,False,,,,,True
16045,294,418.0,,415.1,,418.0,489.0,,,,,180.6,227.8,,,223.0,,592.7,,165.4,,865.0,323.6,,507.0,372.0,,,,,,284.7,,,,,595.1,124.0,,121.1,,124.0,195.0,,,,,-113.4,-66.2,,,-71.0,,298.7,,-128.6,,571.0,29.6,,213.0,78.0,,,,,,-9.3,,,,,301.1,,True,,False,False,,,,,True,True,,,True,,False,,False,,False,True,,False,True,,,,,,True,,,,,False
16047,130,100.0,,88.7,,87.0,58.0,,,,,96.2,88.7,,,160.0,,44.1,,54.7,,65.0,92.1,,77.0,143.0,,,,,,77.5,,,,,144.4,-30.0,,-41.3,,-43.0,-72.0,,,,,-33.8,-41.3,,,30.0,,-85.9,,-75.3,,-65.0,-37.9,,-53.0,13.0,,,,,,-52.5,,,,,14.4,,False,,False,False,,,,,False,False,,,False,,False,,False,,False,False,,False,True,,,,,,False,,,,,True
16049,146,136.0,,129.0,,137.0,14.0,,,,,86.5,73.6,,,237.0,,434.7,,102.8,,137.0,112.2,,209.0,185.0,,,,,,86.2,,,,,190.3,-10.0,,-17.0,,-9.0,-132.0,,,,,-59.5,-72.4,,,91.0,,288.7,,-43.2,,-9.0,-33.8,,63.0,39.0,,,,,,-59.8,,,,,44.3,,False,,True,False,,,,,False,False,,,False,,False,,False,,True,False,,False,False,,,,,,False,,,,,False
16051,364,204.0,,192.6,,204.0,165.0,,,,,201.1,124.9,,,428.0,,232.4,,106.8,,289.0,198.8,,139.0,290.0,,,,,,219.5,,,,,222.2,-160.0,,-171.4,,-160.0,-199.0,,,,,-162.9,-239.1,,,64.0,,-131.6,,-257.2,,-75.0,-165.2,,-225.0,-74.0,,,,,,-144.5,,,,,-141.8,,False,,False,False,,,,,False,False,,,True,,True,,False,,True,False,,False,True,,,,,,True,,,,,True
16053,207,222.0,,215.4,,179.0,69.0,,,,,203.0,204.3,,,326.0,,115.7,,129.1,,140.0,195.1,,175.0,239.0,,,,,,183.9,,,,,183.5,15.0,,8.4,,-28.0,-138.0,,,,,-4.0,-2.7,,,119.0,,-91.3,,-77.9,,-67.0,-11.9,,-32.0,32.0,,,,,,-23.1,,,,,-23.5,,True,,False,False,,,,,True,True,,,False,,False,,False,,False,True,,False,False,,,,,,False,,,,,False
16055,2545,1494.0,,1489.3,,1401.0,1419.0,,,,,730.5,1484.3,,,1986.0,,1386.7,,1046.3,,1786.0,1274.1,,1740.0,1644.0,,,,,1303.5,1388.0,897.0,,,,1612.7,-1051.0,,-1055.7,,-1144.0,-1126.0,,,,,-1814.5,-1060.7,,,-559.0,,-1158.3,,-1498.7,,-759.0,-1270.9,,-805.0,-901.0,,,,,-1241.5,-1157.0,-1648.0,,,,-932.3,,False,,False,False,,,,,False,False,,,True,,False,,False,,True,False,,True,True,,,,,False,False,False,,,,True
16057,274,224.0,,257.8,,239.0,232.0,,,,,145.1,305.0,,,429.0,,235.3,,174.4,,306.0,204.9,,211.0,303.0,,,,,,184.8,,,,,347.1,-50.0,,-16.2,,-35.0,-42.0,,,,,-128.9,31.0,,,155.0,,-38.7,,-99.6,,32.0,-69.1,,-63.0,29.0,,,,,,-89.2,,,,,73.1,,True,,True,True,,,,,False,True,,,False,,True,,False,,True,False,,False,True,,,,,,False,,,,,False
16059,25,26.0,,26.4,,23.0,,,,,,43.1,28.0,,,91.0,,12.8,,21.4,,0.0,24.4,,12.0,51.0,,,,,,35.5,,,,,30.0,1.0,,1.4,,-2.0,,,,,,18.1,3.0,,,66.0,,-12.2,,-3.6,,-25.0,-0.6,,-13.0,26.0,,,,,,10.5,,,,,5.0,,False,,False,,,,,,False,False,,,False,,False,,False,,False,True,,False,False,,,,,,False,,,,,False
16061,100,38.0,,39.9,,39.0,51.0,,,,,25.1,18.6,,,56.0,,38.8,,33.0,,33.0,28.7,,32.0,48.0,,,,,,35.5,,,,,51.4,-62.0,,-60.1,,-61.0,-49.0,,,,,-74.9,-81.4,,,-44.0,,-61.2,,-67.0,,-67.0,-71.3,,-68.0,-52.0,,,,,,-64.5,,,,,-48.6,,True,,True,True,,,,,False,False,,,True,,True,,False,,False,False,,False,True,,,,,,False,,,,,True
16063,51,36.0,,33.7,,32.0,14.0,,,,,43.9,42.5,,,48.0,,24.2,,4.2,,13.0,33.3,,31.0,54.0,,,,,,39.5,,,,,58.4,-15.0,,-17.3,,-19.0,-37.0,,,,,-7.1,-8.5,,,-3.0,,-26.8,,-46.8,,-38.0,-17.7,,-20.0,3.0,,,,,,-11.5,,,,,7.4,,False,,False,False,,,,,True,True,,,True,,False,,False,,False,False,,False,True,,,,,,True,,,,,True
16065,811,718.0,,721.4,,639.0,456.0,,,,,630.4,842.3,,,644.0,,722.3,,244.7,,612.5,609.8,,569.0,683.0,,,,,569.7,620.8,,,,,676.5,-93.0,,-89.6,,-172.0,-355.0,,,,,-180.6,31.3,,,-167.0,,-88.7,,-566.3,,-198.5,-201.2,,-242.0,-128.0,,,,,-241.3,-190.2,,,,,-134.5,,True,,False,False,,,,,False,True,,,False,,True,,False,,False,False,,False,False,,,,,False,False,,,,,False
16067,130,218.0,,209.0,,209.0,252.0,,,,,162.1,163.4,,,315.0,,148.6,,130.0,,52.0,152.3,,188.0,252.0,,,,,,279.4,,,,,272.2,88.0,,79.0,,79.0,122.0,,,,,32.1,33.4,,,185.0,,18.6,,-0.0,,-78.0,22.3,,58.0,122.0,,,,,,149.4,,,,,142.2,,True,,True,False,,,,,True,True,,,False,,True,,True,,True,True,,True,False,,,,,,False,,,,,False
16069,434,476.0,,480.8,,379.0,435.0,,,,,232.7,260.5,,,560.0,,352.2,,203.0,,203.0,325.0,,429.0,535.0,,,,,,467.6,,,,,450.8,42.0,,46.8,,-55.0,1.0,,,,,-201.3,-173.5,,,126.0,,-81.8,,-231.0,,-231.0,-109.0,,-5.0,101.0,,,,,,33.6,,,,,16.8,,False,,False,True,,,,,False,False,,,False,,False,,False,,False,False,,True,False,,,,,,True,,,,,True
