,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
19135,81,147.0,,153.8,,148.0,25.0,,,,,224.2,,219.0,,97.6,,41.1,,234.0,186.3,,170.0,178.0,,,,,,,,,,115.7,66.0,,72.8,,67.0,-56.0,,,,,143.2,,138.0,,16.6,,-39.9,,153.0,105.3,,89.0,97.0,,,,,,,,,,34.7,,False,,False,True,,,,,False,,False,,True,,True,,False,False,,False,False,,,,,,,,,,True
19137,194,195.0,,191.7,,245.0,269.0,,,,,263.4,,270.0,,270.4,,75.2,,388.0,236.8,,227.0,244.0,,,,,,,,,,242.7,1.0,,-2.3,,51.0,75.0,,,,,69.4,,76.0,,76.4,,-118.8,,194.0,42.8,,33.0,50.0,,,,,,,,,,48.7,,False,,False,False,,,,,False,,False,,False,,False,,False,False,,False,False,,,,,,,,,,False
19139,655,1110.0,,1144.6,,1012.0,991.0,,,,,1478.6,,928.0,,856.9,,678.7,,1534.0,1091.9,,1317.0,1373.0,,,,,843.5,,,,,1080.7,455.0,,489.6,,357.0,336.0,,,,,823.6,,273.0,,201.9,,23.7,,879.0,436.9,,662.0,718.0,,,,,188.5,,,,,425.7,,False,,True,True,,,,,False,,True,,True,,True,,False,True,,False,False,,,,,True,,,,,True
19141,271,273.0,,249.0,,229.0,116.0,,,,,454.9,,553.0,,69.9,,168.6,,173.0,240.1,,145.0,356.0,,,,,223.6,,,,,250.3,2.0,,-22.0,,-42.0,-155.0,,,,,183.9,,282.0,,-201.1,,-102.4,,-98.0,-30.9,,-126.0,85.0,,,,,-47.4,,,,,-20.7,,False,,False,False,,,,,False,,False,,False,,False,,False,False,,False,False,,,,,False,,,,,False
19143,103,150.0,,161.4,,152.0,73.0,,,,,214.7,,187.0,,127.8,,33.6,,159.0,187.2,,211.0,191.0,,,,,,,,,,185.9,47.0,,58.4,,49.0,-30.0,,,,,111.7,,84.0,,24.8,,-69.4,,56.0,84.2,,108.0,88.0,,,,,,,,,,82.9,,False,,False,True,,,,,False,,False,,True,,False,,False,False,,False,False,,,,,,,,,,False
19145,202,336.0,,285.0,,337.0,283.0,,,,,575.2,,414.0,,420.7,,115.3,,148.0,399.6,,507.0,479.0,,,,,,,,,,469.1,134.0,,83.0,,135.0,81.0,,,,,373.2,,212.0,,218.7,,-86.7,,-54.0,197.6,,305.0,277.0,,,,,,,,,,267.1,,True,,False,True,,,,,False,,False,,False,,True,,True,False,,False,False,,,,,,,,,,False
19147,140,270.0,,280.2,,280.0,207.0,,,,,342.7,,380.0,,544.8,,150.4,,355.0,239.6,,414.0,309.0,,,,,,,,,,350.3,130.0,,140.2,,140.0,67.0,,,,,202.7,,240.0,,404.8,,10.4,,215.0,99.6,,274.0,169.0,,,,,,,,,,210.3,,False,,False,True,,,,,False,,False,,False,,True,,False,True,,False,False,,,,,,,,,,False
19149,531,645.0,,648.5,,506.0,288.0,,,,,879.5,,824.0,,367.7,,420.2,,447.0,545.3,,674.0,786.0,,,,,419.2,,,,,680.1,114.0,,117.5,,-25.0,-243.0,,,,,348.5,,293.0,,-163.3,,-110.8,,-84.0,14.3,,143.0,255.0,,,,,-111.8,,,,,149.1,,False,,True,False,,,,,False,,False,,False,,True,,True,True,,False,False,,,,,True,,,,,False
19151,131,198.0,,211.5,,168.0,134.0,,,,,259.1,,211.0,,77.1,,84.2,,122.0,191.3,,210.0,246.0,,,,,,,,,,204.5,67.0,,80.5,,37.0,3.0,,,,,128.1,,80.0,,-53.9,,-46.8,,-9.0,60.3,,79.0,115.0,,,,,,,,,,73.5,,False,,True,True,,,,,False,,False,,True,,True,,True,True,,False,False,,,,,,,,,,False
19153,6538,10149.0,,10371.7,14539.5,10149.0,5346.0,,,,,9387.5,,12196.0,,9210.3,,8283.8,,8493.0,10304.0,,14588.0,11861.0,,,,,6279.6,11770.0,,,,13932.1,3611.0,,3833.7,8001.5,3611.0,-1192.0,,,,,2849.5,,5658.0,,2672.3,,1745.8,,1955.0,3766.0,,8050.0,5323.0,,,,,-258.4,5232.0,,,,7394.1,,False,False,False,True,,,,,True,,False,,True,,True,,True,False,,False,False,,,,,True,False,,,,False
19155,1725,3057.0,,3064.9,,2942.0,3548.0,,,,,3452.3,,2453.0,,5411.1,,1275.1,,3045.5,2494.7,,3688.0,3114.0,,,,,2387.3,,,,,3574.7,1332.0,,1339.9,,1217.0,1823.0,,,,,1727.3,,728.0,,3686.1,,-449.9,,1320.5,769.7,,1963.0,1389.0,,,,,662.3,,,,,1849.7,,False,,True,False,,,,,False,,True,,False,,True,,True,True,,False,False,,,,,True,,,,,False
19157,197,288.0,,249.0,,277.0,448.0,,,,,509.7,,465.0,,137.8,,139.0,,259.0,352.2,,369.0,402.0,,,,,,,,,,209.7,91.0,,52.0,,80.0,251.0,,,,,312.7,,268.0,,-59.2,,-58.0,,62.0,155.2,,172.0,205.0,,,,,,,,,,12.7,,True,,True,False,,,,,False,,False,,True,,True,,True,False,,False,False,,,,,,,,,,True
19159,132,111.0,,104.1,,106.0,47.0,,,,,120.2,,190.0,,76.4,,24.4,,107.0,115.5,,127.0,114.0,,,,,,,,,,105.3,-21.0,,-27.9,,-26.0,-85.0,,,,,-11.8,,58.0,,-55.6,,-107.6,,-25.0,-16.5,,-5.0,-18.0,,,,,,,,,,-26.7,,False,,False,False,,,,,True,,False,,False,,False,,False,True,,True,True,,,,,,,,,,False
19161,210,306.0,,288.8,,278.0,145.0,,,,,355.5,,356.0,,139.8,,153.8,,234.0,277.9,,375.0,362.0,,,,,,,,,,312.9,96.0,,78.8,,68.0,-65.0,,,,,145.5,,146.0,,-70.2,,-56.2,,24.0,67.9,,165.0,152.0,,,,,,,,,,102.9,,True,,True,True,,,,,False,,False,,True,,True,,True,True,,False,False,,,,,,,,,,False
19163,2732,4902.0,,4797.3,,4012.0,3008.0,,,,,6630.8,,3806.0,,3910.6,,3593.0,,3282.5,4703.3,,7755.0,5699.0,,,,,2102.8,6350.0,,,,6345.5,2170.0,,2065.3,,1280.0,276.0,,,,,3898.8,,1074.0,,1178.6,,861.0,,550.5,1971.3,,5023.0,2967.0,,,,,-629.2,3618.0,,,,3613.5,,True,,True,True,,,,,False,,True,,True,,True,,True,True,,False,False,,,,,True,False,,,,False
19165,142,258.0,,265.2,,256.0,94.0,,,,,341.9,,405.0,,129.7,,124.1,,262.0,246.8,,294.0,325.0,,,,,,,,,,370.1,116.0,,123.2,,114.0,-48.0,,,,,199.9,,263.0,,-12.3,,-17.9,,120.0,104.8,,152.0,183.0,,,,,,,,,,228.1,,False,,True,True,,,,,False,,False,,True,,True,,False,True,,False,False,,,,,,,,,,False
19167,573,855.0,,879.8,,788.0,469.0,,,,,1152.0,,1279.0,,410.1,,326.2,,857.0,794.4,,1006.0,1037.0,,,,,599.2,,,,,809.9,282.0,,306.8,,215.0,-104.0,,,,,579.0,,706.0,,-162.9,,-246.8,,284.0,221.4,,433.0,464.0,,,,,26.2,,,,,236.9,,False,,True,True,,,,,False,,False,,True,,True,,False,True,,False,False,,,,,True,,,,,True
19169,1066,2472.0,,2516.7,,2330.0,2241.0,,,,,3088.4,,2363.0,,1501.7,,1577.2,,2570.0,2686.1,,3551.0,2690.0,,,,,1415.8,,,,,2544.2,1406.0,,1450.7,,1264.0,1175.0,,,,,2022.4,,1297.0,,435.7,,511.2,,1504.0,1620.1,,2485.0,1624.0,,,,,349.8,,,,,1478.2,,False,,True,True,,,,,False,,True,,True,,True,,False,False,,False,False,,,,,True,,,,,False
19171,178,360.0,,341.2,,317.0,180.0,,,,,509.7,,413.0,,162.0,,179.8,,291.0,351.7,,366.0,449.0,,,,,297.9,,,,,357.8,182.0,,163.2,,139.0,2.0,,,,,331.7,,235.0,,-16.0,,1.8,,113.0,173.7,,188.0,271.0,,,,,119.9,,,,,179.8,,True,,True,True,,,,,False,,False,,True,,True,,True,True,,False,False,,,,,True,,,,,True
19173,84,117.0,,106.6,,112.0,61.0,,,,,186.3,,139.0,,85.8,,26.1,,139.0,128.2,,126.0,155.0,,,,,,,,,,139.9,33.0,,22.6,,28.0,-23.0,,,,,102.3,,55.0,,1.8,,-57.9,,55.0,44.2,,42.0,71.0,,,,,,,,,,55.9,,True,,True,True,,,,,False,,False,,True,,False,,False,False,,False,False,,,,,,,,,,False
19175,262,390.0,,429.1,,385.0,391.0,,,,,530.8,,378.0,,644.2,,183.8,,209.0,385.1,,605.0,472.0,,,,,,,,,,457.7,128.0,,167.1,,123.0,129.0,,,,,268.8,,116.0,,382.2,,-78.2,,-53.0,123.1,,343.0,210.0,,,,,,,,,,195.7,,False,,True,False,,,,,False,,True,,False,,True,,True,True,,False,False,,,,,,,,,,False
19177,94,117.0,,110.9,,129.0,138.0,,,,,169.4,,130.0,,72.8,,26.1,,129.0,134.4,,136.0,149.0,,,,,,,,,,148.2,23.0,,16.9,,35.0,44.0,,,,,75.4,,36.0,,-21.2,,-67.9,,35.0,40.4,,42.0,55.0,,,,,,,,,,54.2,,True,,False,False,,,,,False,,False,,True,,False,,False,False,,False,False,,,,,,,,,,False
19179,464,813.0,,817.3,,724.0,965.0,,,,,1083.6,,1056.0,,572.2,,567.1,,549.0,777.2,,878.0,968.0,,,,,467.4,,,,,647.3,349.0,,353.3,,260.0,501.0,,,,,619.6,,592.0,,108.2,,103.1,,85.0,313.2,,414.0,504.0,,,,,3.4,,,,,183.3,,False,,True,False,,,,,False,,False,,True,,True,,True,True,,False,False,,,,,True,,,,,True
19181,756,1116.0,,1036.3,,1105.0,1228.0,,,,,1594.8,,1147.0,,1141.1,,823.2,,867.0,1148.9,,1650.0,1341.0,,,,,635.4,,,,,1387.6,360.0,,280.3,,349.0,472.0,,,,,838.8,,391.0,,385.1,,67.2,,111.0,392.9,,894.0,585.0,,,,,-120.6,,,,,631.6,,True,,True,False,,,,,False,,False,,False,,True,,True,False,,False,False,,,,,True,,,,,False
19183,366,537.0,,508.0,,489.0,552.0,,,,,696.2,,451.0,,517.1,,170.7,,471.0,515.4,,777.0,640.0,,,,,341.1,,,,,492.4,171.0,,142.0,,123.0,186.0,,,,,330.2,,85.0,,151.1,,-195.3,,105.0,149.4,,411.0,274.0,,,,,-24.9,,,,,126.4,,True,,True,False,,,,,False,,True,,True,,False,,True,True,,False,False,,,,,True,,,,,True
19185,54,63.0,,64.9,,50.0,36.0,,,,,130.3,,121.0,,11.8,,45.3,,38.0,73.9,,54.0,97.0,,,,,,,,,,58.7,9.0,,10.9,,-4.0,-18.0,,,,,76.3,,67.0,,-42.2,,-8.7,,-16.0,19.9,,0.0,43.0,,,,,,,,,,4.7,,False,,True,False,,,,,False,,False,,False,,True,,False,False,,True,False,,,,,,,,,,True
19187,759,1203.0,,1180.7,,1142.0,721.0,,,,,1468.3,,1370.0,,950.9,,694.4,,1586.0,1096.3,,1435.0,1398.0,,,,,,,,,,1159.2,444.0,,421.7,,383.0,-38.0,,,,,709.3,,611.0,,191.9,,-64.6,,827.0,337.3,,676.0,639.0,,,,,,,,,,400.2,,True,,True,True,,,,,False,,False,,True,,True,,False,True,,False,False,,,,,,,,,,True
19189,158,330.0,,324.8,,324.0,159.0,,,,,430.2,,364.0,,432.0,,132.3,,315.0,338.9,,415.0,382.0,,,,,,,,,,310.6,172.0,,166.8,,166.0,1.0,,,,,272.2,,206.0,,274.0,,-25.7,,157.0,180.9,,257.0,224.0,,,,,,,,,,152.6,,True,,True,True,,,,,False,,False,,False,,True,,True,False,,False,False,,,,,,,,,,True
19191,311,450.0,,445.5,,445.0,447.0,,,,,610.3,,531.0,,402.6,,138.9,,553.0,396.1,,642.0,521.0,,,,,,,,,,425.7,139.0,,134.5,,134.0,136.0,,,,,299.3,,220.0,,91.6,,-172.1,,242.0,85.1,,331.0,210.0,,,,,,,,,,114.7,,True,,True,True,,,,,False,,False,,True,,False,,False,True,,False,False,,,,,,,,,,True
19193,1580,2064.0,,2127.5,,1876.0,1905.0,,,,,2733.0,,3383.0,,1020.9,,1634.3,,1369.0,1997.9,,2331.0,2640.0,,,,,1617.4,,,,,2001.3,484.0,,547.5,,296.0,325.0,,,,,1153.0,,1803.0,,-559.1,,54.3,,-211.0,417.9,,751.0,1060.0,,,,,37.4,,,,,421.3,,False,,True,True,,,,,False,,False,,False,,True,,True,True,,False,False,,,,,True,,,,,True
19195,91,213.0,,205.0,,208.0,194.0,,,,,269.9,,215.0,,230.9,,92.5,,243.0,200.3,,298.0,227.0,,,,,,,,,,159.7,122.0,,114.0,,117.0,103.0,,,,,178.9,,124.0,,139.9,,1.5,,152.0,109.3,,207.0,136.0,,,,,,,,,,68.7,,True,,True,True,,,,,False,,False,,False,,True,,False,True,,False,False,,,,,,,,,,True
19197,267,348.0,,355.1,,338.0,224.0,,,,,416.1,,461.0,,306.8,,177.8,,362.0,317.2,,426.0,379.0,,,,,,,,,,315.8,81.0,,88.1,,71.0,-43.0,,,,,149.1,,194.0,,39.8,,-89.2,,95.0,50.2,,159.0,112.0,,,,,,,,,,48.8,,False,,True,True,,,,,False,,False,,True,,False,,False,True,,False,False,,,,,,,,,,True
20001,180,174.0,,175.8,,174.0,305.0,,,,,216.3,,215.0,,278.0,,129.7,,104.0,125.1,,223.0,241.0,,,,,,,,,,271.5,-6.0,,-4.2,,-6.0,125.0,,,,,36.3,,35.0,,98.0,,-50.3,,-76.0,-54.9,,43.0,61.0,,,,,,,,,,91.5,,True,,False,False,,,,,False,,False,,False,,False,,False,False,,False,False,,,,,,,,,,False
20003,100,105.0,,105.6,,100.0,102.0,,,,,162.4,,221.0,,41.2,,55.6,,108.0,66.5,,91.0,142.0,,,,,,,,,,91.4,5.0,,5.6,,0.0,2.0,,,,,62.4,,121.0,,-58.8,,-44.4,,8.0,-33.5,,-9.0,42.0,,,,,,,,,,-8.6,,False,,True,True,,,,,False,,False,,False,,False,,False,False,,False,False,,,,,,,,,,False
20005,263,207.0,,228.3,,198.0,237.0,,,,,362.1,,395.0,,181.4,,102.5,,174.0,163.6,,367.0,282.0,,,,,,,,,,172.4,-56.0,,-34.7,,-65.0,-26.0,,,,,99.1,,132.0,,-81.6,,-160.5,,-89.0,-99.4,,104.0,19.0,,,,,,,,,,-90.6,,True,,False,True,,,,,False,,False,,False,,False,,False,False,,False,True,,,,,,,,,,False
20007,62,72.0,,78.8,,55.0,0.0,,,,,107.9,,61.0,,30.9,,43.7,,74.0,52.9,,76.0,101.0,,,,,,,,,,74.1,10.0,,16.8,,-7.0,-62.0,,,,,45.9,,-1.0,,-31.1,,-18.3,,12.0,-9.1,,14.0,39.0,,,,,,,,,,12.1,,False,,True,False,,,,,False,,True,,False,,False,,False,True,,False,False,,,,,,,,,,False
20009,445,750.0,,727.5,,670.0,834.0,,,,,864.6,,598.0,,1223.9,,339.4,,184.0,613.2,,1061.0,893.0,,,,,678.1,,,,,534.3,305.0,,282.5,,225.0,389.0,,,,,419.6,,153.0,,778.9,,-105.6,,-261.0,168.2,,616.0,448.0,,,,,233.1,,,,,89.3,,True,,True,False,,,,,False,,True,,False,,True,,True,True,,False,False,,,,,True,,,,,True
20011,259,243.0,,264.1,,216.0,145.0,,,,,283.4,,283.0,,1156.9,,94.1,,98.0,159.4,,318.0,266.0,,,,,,,,,,220.7,-16.0,,5.1,,-43.0,-114.0,,,,,24.4,,24.0,,897.9,,-164.9,,-161.0,-99.6,,59.0,7.0,,,,,,,,,,-38.3,,True,,False,False,,,,,False,,False,,False,,False,,False,False,,False,True,,,,,,,,,,False
20013,295,468.0,,467.0,,405.0,405.0,,,,,434.4,,274.0,,1085.6,,162.6,,217.0,301.8,,547.0,475.0,,,,,,,,,,492.4,173.0,,172.0,,110.0,110.0,,,,,139.4,,-21.0,,790.6,,-132.4,,-78.0,6.8,,252.0,180.0,,,,,,,,,,197.4,,True,,True,True,,,,,True,,True,,False,,True,,True,True,,False,False,,,,,,,,,,False
20015,1423,1395.0,,1328.5,,1220.0,1729.0,,,,,2111.8,,1142.0,,2812.3,,722.7,,777.0,944.4,,2080.0,1650.0,,,,,726.8,,,,,1449.7,-28.0,,-94.5,,-203.0,306.0,,,,,688.8,,-281.0,,1389.3,,-700.3,,-646.0,-478.6,,657.0,227.0,,,,,-696.2,,,,,26.7,,False,,False,False,,,,,False,,False,,False,,False,,False,False,,False,False,,,,,False,,,,,True
20017,42,63.0,,63.8,,42.0,0.0,,,,,50.8,,127.0,,77.3,,14.2,,22.0,40.2,,50.0,67.0,,,,,,,,,,36.1,21.0,,21.8,,0.0,-42.0,,,,,8.8,,85.0,,35.3,,-27.8,,-20.0,-1.8,,8.0,25.0,,,,,,,,,,-5.9,,False,,True,False,,,,,True,,False,,False,,False,,True,True,,True,False,,,,,,,,,,True
20019,52,66.0,,67.2,,66.0,0.0,,,,,64.7,,151.0,,1342.6,,11.1,,19.0,40.7,,86.0,70.0,,,,,,,,,,218.8,14.0,,15.2,,14.0,-52.0,,,,,12.7,,99.0,,1290.6,,-40.9,,-33.0,-11.3,,34.0,18.0,,,,,,,,,,166.8,,False,,False,False,,,,,True,,False,,False,,False,,False,True,,False,False,,,,,,,,,,False
20021,386,285.0,,293.5,,291.0,318.0,,,,,436.7,,459.0,,639.2,,109.9,,134.0,242.1,,507.0,386.0,,,,,,,,,,286.1,-101.0,,-92.5,,-95.0,-68.0,,,,,50.7,,73.0,,253.2,,-276.1,,-252.0,-143.9,,121.0,0.0,,,,,,,,,,-99.9,,True,,True,True,,,,,True,,True,,False,,False,,False,False,,False,True,,,,,,,,,,True
20023,32,69.0,,70.8,,68.0,0.0,,,,,82.2,,119.0,,102.3,,27.6,,56.0,51.0,,101.0,78.0,,,,,,,,,,73.1,37.0,,38.8,,36.0,-32.0,,,,,50.2,,87.0,,70.3,,-4.4,,24.0,19.0,,69.0,46.0,,,,,,,,,,41.1,,False,,True,True,,,,,False,,False,,False,,True,,True,True,,False,False,,,,,,,,,,False
20025,67,36.0,,33.5,,35.0,0.0,,,,,40.8,,97.0,,64.9,,0.8,,20.0,29.1,,37.0,42.0,,,,,,,,,,36.2,-31.0,,-33.5,,-32.0,-67.0,,,,,-26.2,,30.0,,-2.1,,-66.2,,-47.0,-37.9,,-30.0,-25.0,,,,,,,,,,-30.8,,False,,False,False,,,,,True,,True,,True,,False,,False,False,,True,True,,,,,,,,,,True
20027,113,384.0,,381.9,,331.0,453.0,,,,,328.3,,268.0,,856.5,,71.6,,221.0,232.5,,390.0,399.0,,,,,,,,,,331.7,271.0,,268.9,,218.0,340.0,,,,,215.3,,155.0,,743.5,,-41.4,,108.0,119.5,,277.0,286.0,,,,,,,,,,218.7,,True,,True,False,,,,,True,,True,,False,,True,,True,True,,False,False,,,,,,,,,,True
20029,240,318.0,,310.3,,285.0,446.0,,,,,330.0,,289.0,,240.7,,76.7,,211.0,197.3,,357.0,360.0,,,,,,,,,,304.9,78.0,,70.3,,45.0,206.0,,,,,90.0,,49.0,,0.7,,-163.3,,-29.0,-42.7,,117.0,120.0,,,,,,,,,,64.9,,True,,True,False,,,,,False,,True,,True,,False,,True,True,,False,False,,,,,,,,,,True
20031,110,90.0,,85.2,,72.0,55.0,,,,,131.5,,174.0,,32.4,,10.7,,68.0,74.8,,141.0,129.0,,,,,,,,,,81.7,-20.0,,-24.8,,-38.0,-55.0,,,,,21.5,,64.0,,-77.6,,-99.3,,-42.0,-35.2,,31.0,19.0,,,,,,,,,,-28.3,,False,,False,False,,,,,False,,False,,False,,False,,False,False,,False,True,,,,,,,,,,False
20033,80,45.0,,42.8,,42.0,0.0,,,,,46.5,,71.0,,898.9,,7.2,,11.0,29.0,,,46.0,,,,,,,,,,158.8,-35.0,,-37.2,,-38.0,-80.0,,,,,-33.5,,-9.0,,818.9,,-72.8,,-69.0,-51.0,,,-34.0,,,,,,,,,,78.8,,False,,False,False,,,,,True,,True,,False,,False,,False,False,,,True,,,,,,,,,,False
20035,742,834.0,,850.3,,828.0,1128.0,,,,,936.2,,615.0,,2747.0,,740.6,,410.0,561.7,,1206.0,1003.0,,,,,,,,,,1372.1,92.0,,108.3,,86.0,386.0,,,,,194.2,,-127.0,,2005.0,,-1.4,,-332.0,-180.3,,464.0,261.0,,,,,,,,,,630.1,,False,,True,False,,,,,False,,False,,False,,True,,False,False,,False,False,,,,,,,,,,False
20037,712,663.0,,661.3,,657.0,909.0,,,,,890.3,,704.0,,728.1,,433.8,,411.5,472.1,,1002.0,906.0,,,,,,,,,,501.8,-49.0,,-50.7,,-55.0,197.0,,,,,178.3,,-8.0,,16.1,,-278.2,,-300.5,-239.9,,290.0,194.0,,,,,,,,,,-210.2,,False,,False,False,,,,,False,,True,,True,,False,,False,False,,False,False,,,,,,,,,,False
20039,30,27.0,,30.4,,25.0,0.0,,,,,48.2,,142.0,,4.8,,18.8,,61.0,13.0,,39.0,41.0,,,,,,,,,,48.2,-3.0,,0.4,,-5.0,-30.0,,,,,18.2,,112.0,,-25.2,,-11.2,,31.0,-17.0,,9.0,11.0,,,,,,,,,,18.2,,True,,False,False,,,,,False,,False,,False,,False,,False,False,,False,False,,,,,,,,,,False
20041,284,225.0,,244.5,,218.0,364.0,,,,,349.0,,437.0,,212.4,,162.6,,6.0,171.2,,278.0,365.0,,,,,,,,,,216.3,-59.0,,-39.5,,-66.0,80.0,,,,,65.0,,153.0,,-71.6,,-121.4,,-278.0,-112.8,,-6.0,81.0,,,,,,,,,,-67.7,,True,,False,False,,,,,False,,False,,False,,False,,False,False,,True,False,,,,,,,,,,False
20043,196,207.0,,223.0,,180.0,180.0,,,,,239.1,,161.0,,383.2,,52.5,,111.0,143.2,,296.0,245.0,,,,,,,,,,231.9,11.0,,27.0,,-16.0,-16.0,,,,,43.1,,-35.0,,187.2,,-143.5,,-85.0,-52.8,,100.0,49.0,,,,,,,,,,35.9,,False,,False,False,,,,,False,,False,,False,,False,,False,False,,False,False,,,,,,,,,,False
20045,1286,1506.0,,1502.4,,1515.0,1272.0,,,,,1883.6,,1927.0,,1912.4,,945.3,,1595.0,1516.7,,2252.0,1753.0,,,,,936.0,,,,,1767.0,220.0,,216.4,,229.0,-14.0,,,,,597.6,,641.0,,626.4,,-340.7,,309.0,230.7,,966.0,467.0,,,,,-350.0,,,,,481.0,,True,,False,True,,,,,False,,False,,False,,False,,False,False,,False,False,,,,,False,,,,,False
20047,61,123.0,,120.2,,99.0,0.0,,,,,107.0,,99.0,,770.9,,10.0,,48.0,73.5,,142.0,117.0,,,,,,,,,,226.9,62.0,,59.2,,38.0,-61.0,,,,,46.0,,38.0,,709.9,,-51.0,,-13.0,12.5,,81.0,56.0,,,,,,,,,,165.9,,True,,True,True,,,,,True,,True,,False,,True,,True,True,,False,True,,,,,,,,,,False
20049,29,39.0,,41.1,,32.0,0.0,,,,,41.0,,81.0,,29.8,,22.1,,14.0,30.3,,41.0,47.0,,,,,,,,,,49.6,10.0,,12.1,,3.0,-29.0,,,,,12.0,,52.0,,0.8,,-6.9,,-15.0,1.3,,12.0,18.0,,,,,,,,,,20.6,,False,,True,False,,,,,False,,False,,True,,True,,False,True,,False,False,,,,,,,,,,False
20051,716,927.0,,932.3,,867.0,927.0,,,,,1038.8,,792.0,,1042.2,,481.6,,5.0,625.8,,1247.0,1011.0,,,,,,,,,,841.4,211.0,,216.3,,151.0,211.0,,,,,322.8,,76.0,,326.2,,-234.4,,-711.0,-90.2,,531.0,295.0,,,,,,,,,,125.4,,False,,True,False,,,,,False,,True,,False,,False,,False,True,,False,False,,,,,,,,,,True
20053,355,183.0,,197.9,,130.0,110.0,,,,,199.8,,145.0,,111.8,,56.2,,192.0,77.5,,154.0,191.0,,,,,,,,,,126.6,-172.0,,-157.1,,-225.0,-245.0,,,,,-155.2,,-210.0,,-243.2,,-298.8,,-163.0,-277.5,,-201.0,-164.0,,,,,,,,,,-228.4,,True,,False,False,,,,,True,,False,,False,,False,,True,False,,False,True,,,,,,,,,,False
20055,746,1617.0,,1601.8,,1349.0,1094.0,,,,,1451.2,,1210.0,,1356.4,,821.8,,1999.0,1366.6,,1919.0,1729.0,,,,,1067.9,,,,,1439.5,871.0,,855.8,,603.0,348.0,,,,,705.2,,464.0,,610.4,,75.8,,1253.0,620.6,,1173.0,983.0,,,,,321.9,,,,,693.5,,True,,True,True,,,,,True,,True,,True,,True,,False,True,,False,False,,,,,True,,,,,True
20057,473,879.0,,775.9,,742.0,844.0,,,,,1001.6,,986.0,,474.4,,557.4,,632.0,629.6,,1143.0,1016.0,,,,,735.0,,,,,785.4,406.0,,302.9,,269.0,371.0,,,,,528.6,,513.0,,1.4,,84.4,,159.0,156.6,,670.0,543.0,,,,,262.0,,,,,312.4,,True,,True,True,,,,,False,,False,,True,,True,,True,True,,False,False,,,,,True,,,,,True
20059,416,369.0,,385.0,,361.0,569.0,,,,,484.0,,529.0,,301.8,,229.5,,236.5,234.3,,504.0,505.0,,,,,,,,,,396.0,-47.0,,-31.0,,-55.0,153.0,,,,,68.0,,113.0,,-114.2,,-186.5,,-179.5,-181.7,,88.0,89.0,,,,,,,,,,-20.0,,True,,False,False,,,,,False,,False,,False,,False,,False,False,,False,False,,,,,,,,,,True
