,actual_deaths,Baseline,Auquan-SEIR,CEID-Walk,CMU-TimeSeries,COVIDhub-baseline,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,GT-DeepCOVID,GT_CHHS-COVID19,IHME-CurveFit,JCB-PRM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MOBS-GLEAM_COVID,NotreDame-FRED,NotreDame-mobility,OliverWyman-Navigator,PSI-DRAFT,QJHong-Encounter,RPI_UW-Mob_Collision,RobertWalraven-ESG,STH-3PU,UA-EpiCovDA,UCLA-SuEIR,UCM_MESALab-FoGSEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,YYG-ParamSearch,epiforecasts-ensemble1,error-Baseline,error-Auquan-SEIR,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-baseline,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-GT-DeepCOVID,error-GT_CHHS-COVID19,error-IHME-CurveFit,error-JCB-PRM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MOBS-GLEAM_COVID,error-NotreDame-FRED,error-NotreDame-mobility,error-OliverWyman-Navigator,error-PSI-DRAFT,error-QJHong-Encounter,error-RPI_UW-Mob_Collision,error-RobertWalraven-ESG,error-STH-3PU,error-UA-EpiCovDA,error-UCLA-SuEIR,error-UCM_MESALab-FoGSEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-YYG-ParamSearch,error-epiforecasts-ensemble1,beat_baseline-Auquan-SEIR,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-baseline,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-GT-DeepCOVID,beat_baseline-GT_CHHS-COVID19,beat_baseline-IHME-CurveFit,beat_baseline-JCB-PRM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-NotreDame-FRED,beat_baseline-NotreDame-mobility,beat_baseline-OliverWyman-Navigator,beat_baseline-PSI-DRAFT,beat_baseline-QJHong-Encounter,beat_baseline-RPI_UW-Mob_Collision,beat_baseline-RobertWalraven-ESG,beat_baseline-STH-3PU,beat_baseline-UA-EpiCovDA,beat_baseline-UCLA-SuEIR,beat_baseline-UCM_MESALab-FoGSEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-YYG-ParamSearch,beat_baseline-epiforecasts-ensemble1
New Mexico,743,742.6,761.0,746.0,744.0,741.0,746.0,720.0,,746.0,778.8,727.7,,775.6,767.8,793.1,769.5,723.5,735.8,726.4,,756.5,727.4,777.0,,,749.7,,750.0,726.8,,735.0,747.9,789.7,747.0,752.7,,-0.4,18.0,3.0,1.0,-2.0,3.0,-23.0,,3.0,35.8,-15.3,,32.6,24.8,50.1,26.5,-19.5,-7.2,-16.6,,13.5,-15.6,34.0,,,6.7,,7.0,-16.2,,-8.0,4.9,46.7,4.0,9.7,,False,False,False,False,False,False,,False,False,False,,False,False,False,False,False,False,False,,False,False,False,,,False,,False,False,,False,False,False,False,False,
New York,32839,32892.9,34117.0,32916.1,32939.0,32943.6,32900.0,33008.0,,32789.0,32880.0,32998.4,,32898.9,32973.6,32665.9,32984.1,32956.9,32861.4,32911.0,,32484.4,32903.5,32798.0,,32896.4,33322.6,,32855.0,32885.8,,32897.0,33157.5,33433.5,32868.0,32901.3,32938.0,34.9,1259.0,58.1,81.0,85.6,42.0,150.0,,-69.0,22.0,140.4,,40.9,115.6,-192.1,126.1,98.9,3.4,53.0,,-373.6,45.5,-60.0,,38.4,464.6,,-3.0,27.8,,39.0,299.5,575.5,10.0,43.3,80.0,False,False,False,False,False,False,,False,True,False,,False,False,False,False,False,True,False,,False,False,False,,False,False,,True,True,,False,False,False,True,False,False
North Carolina,2521,2580.1,2667.0,2599.5,2618.0,2594.0,2588.0,2595.0,,2469.0,2750.7,,,2485.4,2547.6,2849.0,2655.9,2464.6,2525.9,2418.2,,2362.2,2561.1,2750.0,,2683.9,2606.3,,2591.0,2581.1,,2455.0,2486.6,2571.3,2518.0,2530.3,2407.0,59.1,146.0,78.5,97.0,73.0,67.0,74.0,,-52.0,229.7,,,-35.6,26.6,328.0,134.9,-56.4,4.9,-102.8,,-158.8,40.1,229.0,,162.9,85.3,,70.0,60.1,,-66.0,-34.4,50.3,-3.0,9.3,-114.0,False,False,False,False,False,False,,True,False,,,True,True,False,False,True,True,False,,False,True,False,,False,False,,False,False,,False,True,True,True,True,False
North Dakota,135,125.0,138.0,130.1,127.0,130.0,128.0,121.0,,120.0,131.3,131.1,,120.1,131.2,151.5,139.4,122.9,122.0,120.5,,124.3,132.2,128.0,,,127.2,,120.0,129.3,,127.0,122.4,135.0,131.0,126.3,,-10.0,3.0,-4.9,-8.0,-5.0,-7.0,-14.0,,-15.0,-3.7,-3.9,,-14.9,-3.8,16.5,4.4,-12.1,-13.0,-14.5,,-10.7,-2.8,-7.0,,,-7.8,,-15.0,-5.7,,-8.0,-12.6,0.0,-4.0,-8.7,,True,True,True,True,True,False,,False,True,True,,False,True,False,True,False,False,False,,False,True,True,,,True,,False,True,,True,False,True,True,True,
Ohio,3975,3929.0,4021.0,3975.9,4041.0,3974.1,3976.0,3940.0,,4011.0,4081.5,4050.4,,4146.8,4109.8,4197.5,4159.3,3902.5,3965.6,3857.1,3893.0,3892.3,3939.5,4145.0,,4137.8,4259.1,,4018.0,3890.4,,3942.0,3922.2,4279.3,3984.0,3974.5,3848.0,-46.0,46.0,0.9,66.0,-0.9,1.0,-35.0,,36.0,106.5,75.4,,171.8,134.8,222.5,184.3,-72.5,-9.4,-117.9,-82.0,-82.7,-35.5,170.0,,162.8,284.1,,43.0,-84.6,,-33.0,-52.8,304.3,9.0,-0.5,-127.0,False,True,False,True,True,True,,True,False,False,,False,False,False,False,False,True,False,False,False,True,False,,False,False,,True,False,,True,False,False,True,True,False
Oklahoma,725,701.4,757.0,708.5,731.0,711.0,709.0,744.0,,690.0,781.2,697.3,,777.0,745.4,861.0,751.3,667.1,691.7,721.6,,694.6,704.8,801.0,,719.0,828.3,,690.0,694.5,,685.0,646.6,775.2,717.0,702.9,660.0,-23.6,32.0,-16.5,6.0,-14.0,-16.0,19.0,,-35.0,56.2,-27.7,,52.0,20.4,136.0,26.3,-57.9,-33.3,-3.4,,-30.4,-20.2,76.0,,-6.0,103.3,,-35.0,-30.5,,-40.0,-78.4,50.2,-8.0,-22.1,-65.0,False,True,True,True,True,True,,False,False,False,,False,True,False,False,False,False,True,,False,True,False,,True,False,,False,False,,False,False,False,True,True,False
Oregon,417,411.7,432.0,414.3,409.0,415.0,417.0,397.0,,406.0,444.8,420.8,,456.3,432.9,515.7,425.5,405.8,404.5,409.0,,438.2,413.6,447.0,,,398.4,,432.0,395.5,,410.0,408.3,426.5,413.0,423.6,,-5.3,15.0,-2.7,-8.0,-2.0,0.0,-20.0,,-11.0,27.8,3.8,,39.3,15.9,98.7,8.5,-11.2,-12.5,-8.0,,21.2,-3.4,30.0,,,-18.6,,15.0,-21.5,,-7.0,-8.7,9.5,-4.0,6.6,,False,True,False,True,True,False,,False,False,True,,False,False,False,False,False,False,False,,False,True,False,,,False,,False,False,,False,False,False,True,False,
Pennsylvania,7555,7474.4,7717.0,7498.0,7511.0,7493.7,7494.0,7511.0,,7401.0,7501.4,7552.6,,7493.5,7544.1,7639.8,7506.9,7426.4,7457.2,7430.6,,7426.0,7441.1,7637.0,,7531.5,7902.1,,7479.0,7488.7,,7472.0,7619.2,7996.5,7496.0,7500.6,7372.0,-80.6,162.0,-57.0,-44.0,-61.3,-61.0,-44.0,,-154.0,-53.6,-2.4,,-61.5,-10.9,84.8,-48.1,-128.6,-97.8,-124.4,,-129.0,-113.9,82.0,,-23.5,347.1,,-76.0,-66.3,,-83.0,64.2,441.5,-59.0,-54.4,-183.0,False,True,True,True,True,True,,False,True,True,,True,True,False,True,False,False,False,,False,False,False,,True,False,,True,True,,False,True,False,True,True,False
Rhode Island,1038,1027.0,1079.0,1027.0,1028.0,1028.3,1030.0,1041.0,,1022.0,1027.4,1031.3,,1024.3,1036.4,1000.5,1042.9,1029.7,1020.5,1038.4,,1021.1,1029.5,1020.0,,1019.1,1019.0,,1027.0,1033.4,,1024.0,1041.1,1062.2,1022.0,1032.5,,0.0,52.0,0.0,1.0,1.3,3.0,14.0,,-5.0,0.4,4.3,,-2.7,9.4,-26.5,15.9,2.7,-6.5,11.4,,-5.9,2.5,-7.0,,-7.9,-8.0,,0.0,6.4,,-3.0,14.1,35.2,-5.0,5.5,,False,False,False,False,False,False,,False,False,False,,False,False,False,False,False,False,False,,False,False,False,,False,False,,True,False,,False,False,False,False,False,
South Carolina,2493,2502.7,2619.0,2493.8,2554.0,2518.8,2494.0,2398.0,,2441.0,3025.4,,,2681.0,2647.0,2533.4,2643.1,2375.1,2423.5,2446.8,,2817.8,2454.3,2313.0,,2972.0,2281.2,,2629.0,2415.7,,2388.0,2699.0,2439.0,2472.0,2528.5,2290.0,9.7,126.0,0.8,61.0,25.8,1.0,-95.0,,-52.0,532.4,,,188.0,154.0,40.4,150.1,-117.9,-69.5,-46.2,,324.8,-38.7,-180.0,,479.0,-211.8,,136.0,-77.3,,-105.0,206.0,-54.0,-21.0,35.5,-203.0,False,True,False,False,True,False,,False,False,,,False,False,False,False,False,False,False,,False,False,False,,False,False,,False,False,,False,False,False,False,False,False
South Dakota,160,166.4,179.0,169.9,169.0,170.0,167.0,146.0,,156.0,188.1,167.2,,153.3,167.5,171.9,169.2,167.4,160.3,162.7,,164.1,172.6,163.0,,,374.7,,171.0,166.1,,167.0,165.7,160.4,175.0,162.9,,6.4,19.0,9.9,9.0,10.0,7.0,-14.0,,-4.0,28.1,7.2,,-6.7,7.5,11.9,9.2,7.4,0.3,2.7,,4.1,12.6,3.0,,,214.7,,11.0,6.1,,7.0,5.7,0.4,15.0,2.9,,False,False,False,False,False,False,,True,False,False,,False,False,False,False,False,True,True,,True,False,True,,,False,,False,True,,False,True,True,False,True,
Tennessee,1563,1501.6,1657.0,1511.1,1540.0,1511.0,1486.0,1649.0,,1457.0,1651.1,1421.4,,1405.9,1523.9,1679.9,1571.9,1457.8,1475.3,1515.3,,1407.9,1463.0,1524.0,,1479.5,1471.2,,1494.0,1521.8,,1444.0,1470.6,1492.7,1468.0,1469.9,1338.0,-61.4,94.0,-51.9,-23.0,-52.0,-77.0,86.0,,-106.0,88.1,-141.6,,-157.1,-39.1,116.9,8.9,-105.2,-87.7,-47.7,,-155.1,-100.0,-39.0,,-83.5,-91.8,,-69.0,-41.2,,-119.0,-92.4,-70.3,-95.0,-93.1,-225.0,False,True,True,True,False,False,,False,False,False,,False,True,False,True,False,False,True,,False,False,True,,False,False,,False,True,,False,False,False,False,False,False
Texas,11919,12083.9,11711.0,12079.2,12012.0,12022.9,11779.0,11125.0,,11031.0,14957.9,,,10264.4,11571.1,10562.2,11705.9,12091.7,11974.7,11802.7,,12980.7,11766.3,11659.5,,13371.0,12605.7,11795.0,12119.0,11198.0,,11304.0,14415.5,11153.5,11581.0,11803.6,10655.0,530.9,158.0,526.2,459.0,469.9,226.0,-428.0,,-522.0,3404.9,,,-1288.6,18.1,-990.8,152.9,538.7,421.7,249.7,,1427.7,213.3,106.5,,1818.0,1052.7,242.0,566.0,-355.0,,-249.0,2862.5,-399.5,28.0,250.6,-898.0,True,True,True,True,True,True,,True,False,,,False,True,False,True,False,True,True,,False,True,True,,False,False,True,False,True,,True,False,True,True,True,False
Utah,385,382.4,490.0,382.3,394.0,385.0,386.0,387.0,,383.0,443.5,380.4,,392.7,394.0,470.5,410.5,379.9,375.7,387.3,,437.8,376.9,391.0,,,479.3,,380.0,374.2,,377.0,403.1,375.7,382.0,396.8,,-2.6,105.0,-2.7,9.0,0.0,1.0,2.0,,-2.0,58.5,-4.6,,7.7,9.0,85.5,25.5,-5.1,-9.3,2.3,,52.8,-8.1,6.0,,,94.3,,-5.0,-10.8,,-8.0,18.1,-9.3,-3.0,11.8,,False,False,False,True,True,True,,True,False,False,,False,False,False,False,False,False,True,,False,False,False,,,False,,False,False,,False,False,False,False,False,
Vermont,58,59.9,62.0,59.9,59.0,60.0,59.0,58.0,,59.0,59.1,59.4,,57.8,59.2,62.2,59.1,58.9,58.1,59.3,,60.0,60.9,59.0,,,60.3,,58.0,59.6,,59.0,,61.0,58.0,59.6,,1.9,4.0,1.9,1.0,2.0,1.0,0.0,,1.0,1.1,1.4,,-0.2,1.2,4.2,1.1,0.9,0.1,1.3,,2.0,2.9,1.0,,,2.3,,0.0,1.6,,1.0,,3.0,0.0,1.6,,False,False,True,False,True,True,,True,True,True,,True,True,False,True,True,True,True,,False,False,True,,,False,,True,True,,True,,False,True,True,
Virginia,2443,2526.6,2671.0,2541.3,2603.0,2536.0,2539.0,2570.0,,2443.0,2528.6,2508.8,,2616.0,2603.8,2669.7,2581.6,2498.8,2568.2,2582.7,,2436.0,2554.4,2464.0,,2619.0,2617.3,,2618.0,2476.6,,2535.0,2484.3,2644.2,2547.0,2593.4,2449.0,83.6,228.0,98.3,160.0,93.0,96.0,127.0,,0.0,85.6,65.8,,173.0,160.8,226.7,138.6,55.8,125.2,139.7,,-7.0,111.4,21.0,,176.0,174.3,,175.0,33.6,,92.0,41.3,201.2,104.0,150.4,6.0,False,False,False,False,False,False,,True,False,True,,False,False,False,False,True,False,False,,True,False,True,,False,False,,False,True,,False,True,False,False,False,True
Washington,1845,1858.9,1905.0,1889.5,1884.0,1880.0,1847.0,1801.0,,1856.0,1855.3,1811.6,,1807.3,1875.2,1911.4,1898.1,1810.7,1849.0,1843.2,,1899.5,1826.0,1982.0,,1849.0,2139.3,,1872.0,1845.6,,1830.0,1768.9,1956.9,1872.0,1868.4,1811.0,47.9,94.0,78.5,73.0,69.0,36.0,-10.0,,45.0,44.3,0.6,,-3.7,64.2,100.4,87.1,-0.3,38.0,32.2,,88.5,15.0,171.0,,38.0,328.3,,61.0,34.6,,19.0,-42.1,145.9,61.0,57.4,0.0,False,False,False,False,True,True,,True,True,True,,True,False,False,False,True,True,True,,False,True,False,,True,False,,False,True,,True,True,False,False,False,True
West Virginia,177,179.9,170.0,159.0,154.0,161.0,160.0,137.0,,155.0,183.0,155.8,,144.9,156.9,182.1,157.5,151.6,163.2,154.3,,138.6,168.0,160.0,,,140.7,,172.0,156.8,,183.0,164.9,169.8,155.0,173.0,,2.9,-7.0,-18.0,-23.0,-16.0,-17.0,-40.0,,-22.0,6.0,-21.2,,-32.1,-20.1,5.1,-19.5,-25.4,-13.8,-22.7,,-38.4,-9.0,-17.0,,,-36.3,,-5.0,-20.2,,6.0,-12.1,-7.2,-22.0,-4.0,,False,False,False,False,False,False,,False,False,False,,False,False,False,False,False,False,False,,False,False,False,,,False,,False,False,,False,False,False,False,False,
Wisconsin,1131,1090.9,1210.0,1093.8,1114.0,1094.0,1107.0,1152.0,,1093.0,1116.1,1120.0,,1112.9,1135.8,1251.6,1156.1,1076.1,1092.7,1055.9,1124.0,1089.9,1089.7,1280.0,,1133.0,1089.9,,1104.0,1076.1,,1086.0,1064.8,1184.0,1097.0,1112.7,,10.9,130.0,13.8,34.0,14.0,27.0,72.0,,13.0,36.1,40.0,,32.9,55.8,171.6,76.1,-3.9,12.7,-24.1,44.0,9.9,9.7,200.0,,53.0,9.9,,24.0,-3.9,,6.0,-15.2,104.0,17.0,32.7,,False,False,False,False,False,False,,False,False,False,,False,False,False,False,True,False,False,False,True,True,False,,False,True,,False,True,,True,False,False,False,False,
Wyoming,37,31.7,38.0,32.6,31.0,32.0,32.0,28.0,,33.0,33.7,31.5,,26.6,30.6,44.4,36.6,29.8,28.2,29.9,,35.0,31.0,30.0,,,28.6,,32.0,32.3,,30.0,,33.7,28.0,30.5,,-5.3,1.0,-4.4,-6.0,-5.0,-5.0,-9.0,,-4.0,-3.3,-5.5,,-10.4,-6.4,7.4,-0.4,-7.2,-8.8,-7.1,,-2.0,-6.0,-7.0,,,-8.4,,-5.0,-4.7,,-7.0,,-3.3,-9.0,-6.5,,True,True,False,True,True,False,,True,True,False,,False,False,False,True,False,False,False,,True,False,False,,,False,,True,True,,False,,True,False,False,
US,176706,176630.7,176731.0,176433.6,,176950.8,175639.0,175194.0,174723.0,173572.0,184939.4,177304.8,,175335.9,178135.1,177218.1,179899.8,173018.0,177344.7,175249.4,,174848.2,175797.5,176563.0,177172.5,180116.7,182397.1,176779.0,176651.0,175282.1,170651.0,175098.0,172859.4,180954.5,176558.0,176793.2,170664.0,367.7,468.0,170.6,,687.8,-624.0,-1069.0,-1540.0,-2691.0,8676.4,1041.8,,-927.1,1872.1,955.1,3636.8,-3245.0,1081.7,-1013.6,,-1414.8,-465.5,300.0,909.5,3853.7,6134.1,516.0,388.0,-980.9,-5612.0,-1165.0,-3403.6,4691.5,295.0,530.2,-5599.0,False,True,,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
