,actual_deaths,Baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-baseline,COVIDhub-ensemble,CU-select,Caltech-CS156,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,GT-DeepCOVID,Google_Harvard-CPF,IBF-TimeSeries,IHME-CurveFit,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_CritData-GBCF,MOBS-GLEAM_COVID,MSRA-DeepST,Microsoft-DeepSTIA,NotreDame-FRED,NotreDame-mobility,OliverWyman-Navigator,PSI-DRAFT,QJHong-Encounter,RPI_UW-Mob_Collision,RobertWalraven-ESG,SteveMcConnell-CovidComplete,TTU-squider,UA-EpiCovDA,UCLA-SuEIR,UCM_MESALab-FoGSEIR,UCSB-ACTS,UCSD_NEU-DeepGLEAM,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UT-Mobility,Wadhwani_AI-BayesOpt,WalmartLabsML-LogForecasting,epiforecasts-ensemble1,error-Baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-baseline,error-COVIDhub-ensemble,error-CU-select,error-Caltech-CS156,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-GT-DeepCOVID,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IHME-CurveFit,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_CritData-GBCF,error-MOBS-GLEAM_COVID,error-MSRA-DeepST,error-Microsoft-DeepSTIA,error-NotreDame-FRED,error-NotreDame-mobility,error-OliverWyman-Navigator,error-PSI-DRAFT,error-QJHong-Encounter,error-RPI_UW-Mob_Collision,error-RobertWalraven-ESG,error-SteveMcConnell-CovidComplete,error-TTU-squider,error-UA-EpiCovDA,error-UCLA-SuEIR,error-UCM_MESALab-FoGSEIR,error-UCSB-ACTS,error-UCSD_NEU-DeepGLEAM,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UT-Mobility,error-Wadhwani_AI-BayesOpt,error-WalmartLabsML-LogForecasting,error-epiforecasts-ensemble1,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-baseline,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Caltech-CS156,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-GT-DeepCOVID,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_CritData-GBCF,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-MSRA-DeepST,beat_baseline-Microsoft-DeepSTIA,beat_baseline-NotreDame-FRED,beat_baseline-NotreDame-mobility,beat_baseline-OliverWyman-Navigator,beat_baseline-PSI-DRAFT,beat_baseline-QJHong-Encounter,beat_baseline-RPI_UW-Mob_Collision,beat_baseline-RobertWalraven-ESG,beat_baseline-SteveMcConnell-CovidComplete,beat_baseline-TTU-squider,beat_baseline-UA-EpiCovDA,beat_baseline-UCLA-SuEIR,beat_baseline-UCM_MESALab-FoGSEIR,beat_baseline-UCSB-ACTS,beat_baseline-UCSD_NEU-DeepGLEAM,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UT-Mobility,beat_baseline-Wadhwani_AI-BayesOpt,beat_baseline-WalmartLabsML-LogForecasting,beat_baseline-epiforecasts-ensemble1
New York,37286,36092.3,36481.5,35984.7,36518.0,36069.6,36498.0,36493.0,36709.6,36088.0,36314.9,36770.0,35988.0,36613.4,36377.7,,36294.7,36232.0,36250.4,36770.8,36555.0,36597.6,36914.0,37016.0,36804.2,36580.0,36234.2,36616.8,36596.4,,35802.4,36503.6,34806.5,,35637.5,36158.3,38256.0,36889.7,36953.0,36308.3,,35733.2,36264.4,37006.0,,36545.0,37567.0,35693.9,34943.3,36999.0,-1154.7,-765.5,-1262.3,-729.0,-1177.4,-749.0,-754.0,-537.4,-1159.0,-932.1,-477.0,-1259.0,-633.6,-869.3,,-952.3,-1015.0,-996.6,-476.2,-692.0,-649.4,-333.0,-231.0,-442.8,-667.0,-1012.8,-630.2,-650.6,,-1444.6,-743.4,-2440.5,,-1609.5,-1088.7,1009.0,-357.3,-294.0,-938.7,,-1513.8,-982.6,-241.0,,-702.0,320.0,-1553.1,-2303.7,-248.0,True,False,True,False,True,True,True,False,True,True,False,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,,False,True,False,,False,True,True,True,True,True,,False,True,True,,True,True,False,False,True
North Carolina,6526,6408.7,6654.8,6454.3,6602.0,6406.8,6536.0,6537.0,6432.7,6317.0,6152.8,6426.0,6570.1,6534.6,6440.6,,6821.1,6295.0,6598.3,6656.0,6469.0,6585.6,6679.6,6764.0,6686.1,6542.0,6818.2,6573.4,6562.9,,6076.0,6672.4,6260.0,,6168.4,6877.8,6557.0,6872.3,6638.0,6457.8,,6529.4,6853.1,6684.0,,6721.0,6305.5,6192.0,5936.7,6518.0,-117.3,128.8,-71.7,76.0,-119.2,10.0,11.0,-93.3,-209.0,-373.2,-100.0,44.1,8.6,-85.4,,295.1,-231.0,72.3,130.0,-57.0,59.6,153.6,238.0,160.1,16.0,292.2,47.4,36.9,,-450.0,146.4,-266.0,,-357.6,351.8,31.0,346.3,112.0,-68.2,,3.4,327.1,158.0,,195.0,-220.5,-334.0,-589.3,-8.0,False,True,True,False,True,True,True,False,False,True,True,True,True,,False,False,True,False,True,True,False,False,False,True,False,True,True,,False,False,False,,False,False,True,False,True,True,,True,False,False,,False,False,False,False,True
North Dakota,1264,1284.7,1200.6,1292.9,1328.0,1289.0,1241.0,1140.0,1210.5,1047.0,1267.1,1168.0,1311.7,1251.6,1177.5,,1316.7,1286.0,1276.3,1241.5,1316.0,1107.3,1206.4,1161.0,1225.3,1287.0,1249.8,1284.3,1281.1,,1209.4,1264.5,1207.0,,,1365.4,1226.0,1192.4,1173.0,1070.1,,1358.1,1277.5,1197.0,,1187.0,1168.0,1242.6,1150.7,1273.0,20.7,-63.4,28.9,64.0,25.0,-23.0,-124.0,-53.5,-217.0,3.1,-96.0,47.7,-12.4,-86.5,,52.7,22.0,12.3,-22.5,52.0,-156.7,-57.6,-103.0,-38.7,23.0,-14.2,20.3,17.1,,-54.6,0.5,-57.0,,,101.4,-38.0,-71.6,-91.0,-193.9,,94.1,13.5,-67.0,,-77.0,-96.0,-21.4,-113.3,9.0,False,False,False,False,False,False,False,False,True,False,False,True,False,,False,False,True,False,False,False,False,False,False,False,True,True,True,,False,True,False,,,False,False,False,False,False,,False,True,False,,False,False,False,False,True
Ohio,12625,8559.0,9474.0,8736.4,9050.0,8650.1,8780.0,8786.0,8829.5,7921.0,8579.5,8918.0,8534.7,8735.6,8386.8,,8224.6,8650.0,9026.9,8563.1,9498.0,8932.7,8795.0,9164.5,8964.2,9056.0,9153.8,9256.0,9243.2,9676.0,8077.0,9010.1,8391.0,,9162.7,8813.1,8806.0,9426.8,8348.0,8836.2,,8734.4,9205.2,8702.0,8944.8,8777.0,8646.0,9317.4,7371.2,8715.0,-2033.0,-1118.0,-1855.6,-1542.0,-1941.9,-1812.0,-1806.0,-1762.5,-2671.0,-2012.5,-1674.0,-2057.3,-1856.4,-2205.2,,-2367.4,-1942.0,-1565.1,-2028.9,-1094.0,-1659.3,-1797.0,-1427.5,-1627.8,-1536.0,-1438.2,-1336.0,-1348.8,-916.0,-2515.0,-1581.9,-2201.0,,-1429.3,-1778.9,-1786.0,-1165.2,-2244.0,-1755.8,,-1857.6,-1386.8,-1890.0,-1647.2,-1815.0,-1946.0,-1274.6,-3220.8,-1877.0,True,True,True,True,True,True,True,False,True,True,False,True,False,,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,,True,True,True,True,False,True,,True,True,True,True,True,True,True,False,True
Oklahoma,2357,2353.1,2546.9,2364.0,2493.0,2345.0,2373.0,2345.0,2458.0,2078.0,2241.8,2610.0,2343.2,2390.5,2311.9,,2421.1,2386.0,2372.8,2237.0,2403.0,2357.4,2345.4,2262.0,2476.7,2590.0,2404.1,2387.4,2398.9,,2194.6,2447.3,2316.0,,,2416.4,2356.0,2200.3,2430.0,2451.2,,2533.5,2436.2,2422.0,,2427.0,2250.0,2274.7,2062.1,2390.0,-3.9,189.9,7.0,136.0,-12.0,16.0,-12.0,101.0,-279.0,-115.2,253.0,-13.8,33.5,-45.1,,64.1,29.0,15.8,-120.0,46.0,0.4,-11.6,-95.0,119.7,233.0,47.1,30.4,41.9,,-162.4,90.3,-41.0,,,59.4,-1.0,-156.7,73.0,94.2,,176.5,79.2,65.0,,70.0,-107.0,-82.3,-294.9,33.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,,,False,True,False,False,False,,False,False,False,,False,False,False,False,False
Oregon,1422,1398.7,1682.3,1413.9,1532.0,1420.0,1430.0,1351.0,1471.7,1307.0,1264.9,1402.0,1266.9,1494.4,1359.9,,1453.4,1418.0,1505.5,1429.2,1508.0,1450.7,1576.3,1679.0,1478.7,1463.0,1515.3,1432.1,1456.6,,1082.2,1431.1,1365.0,,,1462.3,1508.0,1261.2,1437.0,1463.8,,1338.9,1543.4,1404.0,,1454.0,1518.0,1417.3,1125.2,1354.0,-23.3,260.3,-8.1,110.0,-2.0,8.0,-71.0,49.7,-115.0,-157.1,-20.0,-155.1,72.4,-62.1,,31.4,-4.0,83.5,7.2,86.0,28.7,154.3,257.0,56.7,41.0,93.3,10.1,34.6,,-339.8,9.1,-57.0,,,40.3,86.0,-160.8,15.0,41.8,,-83.1,121.4,-18.0,,32.0,96.0,-4.7,-296.8,-68.0,False,True,False,True,True,False,False,False,False,True,False,False,False,,False,True,False,True,False,False,False,False,False,False,False,True,False,,False,True,False,,,False,False,False,True,False,,False,False,True,,False,False,True,False,False
Pennsylvania,14858,13992.1,15155.8,13911.7,14369.0,14062.6,14261.0,13776.0,14124.4,13144.0,13881.8,14680.0,13606.7,14533.7,14150.0,,14710.5,14166.0,14395.0,14576.7,13821.0,13572.7,15599.9,15975.0,14446.9,13770.0,14793.9,14414.6,14464.8,,13879.2,14180.4,12610.0,,15348.2,16095.1,14956.0,14403.9,14800.0,14260.8,,13226.7,14894.9,14220.0,14204.3,14262.0,15360.5,13469.6,11694.3,14515.0,-865.9,297.8,-946.3,-489.0,-795.4,-597.0,-1082.0,-733.6,-1714.0,-976.2,-178.0,-1251.3,-324.3,-708.0,,-147.5,-692.0,-463.0,-281.3,-1037.0,-1285.3,741.9,1117.0,-411.1,-1088.0,-64.1,-443.4,-393.2,,-978.8,-677.6,-2248.0,,490.2,1237.1,98.0,-454.1,-58.0,-597.2,,-1631.3,36.9,-638.0,-653.7,-596.0,502.5,-1388.4,-3163.7,-343.0,True,False,True,True,True,False,True,False,False,True,False,True,True,,True,True,True,True,False,False,True,False,True,False,True,True,True,,False,True,False,,True,False,True,True,True,True,,False,True,True,True,True,True,False,False,True
Rhode Island,1856,1604.4,1677.3,1615.1,1645.0,1614.0,1626.0,1585.0,1499.4,1572.0,1596.1,1612.0,1781.7,1628.3,1672.8,,1594.8,1579.0,1632.1,1765.7,1668.0,1521.1,1719.5,1639.0,1622.3,1602.0,1660.9,1703.8,1700.7,,1719.2,1622.3,1565.0,,,1618.7,1607.0,1745.4,1538.0,1600.6,,1637.7,1688.3,1692.0,,1584.0,1551.0,1614.2,1390.8,1670.0,-167.6,-94.7,-156.9,-127.0,-158.0,-146.0,-187.0,-272.6,-200.0,-175.9,-160.0,9.7,-143.7,-99.2,,-177.2,-193.0,-139.9,-6.3,-104.0,-250.9,-52.5,-133.0,-149.7,-170.0,-111.1,-68.2,-71.3,,-52.8,-149.7,-207.0,,,-153.3,-165.0,-26.6,-234.0,-171.4,,-134.3,-83.7,-80.0,,-188.0,-221.0,-157.8,-381.2,-102.0,True,True,True,True,True,False,False,False,False,True,True,True,True,,False,False,True,True,True,False,True,True,True,False,True,True,True,,True,True,False,,,True,True,True,False,False,,True,True,True,,False,False,True,False,True
South Carolina,5124,5174.6,5180.4,5081.1,5106.0,5029.7,5081.0,5014.0,5038.0,4729.0,4794.5,5048.0,5029.0,5277.4,5016.3,,5512.0,4937.0,5072.6,5069.9,5082.0,4996.5,5130.8,5056.0,5271.1,5036.0,4996.3,5156.7,5164.7,,4808.0,5172.3,6075.0,,5123.7,5336.3,5132.0,5639.3,5136.0,5151.6,,4941.3,5022.4,5334.0,,5154.0,5141.5,4908.1,4800.4,5102.0,50.6,56.4,-42.9,-18.0,-94.3,-43.0,-110.0,-86.0,-395.0,-329.5,-76.0,-95.0,153.4,-107.7,,388.0,-187.0,-51.4,-54.1,-42.0,-127.5,6.8,-68.0,147.1,-88.0,-127.7,32.7,40.7,,-316.0,48.3,951.0,,-0.3,212.3,8.0,515.3,12.0,27.6,,-182.7,-101.6,210.0,,30.0,17.5,-215.9,-323.6,-22.0,False,True,True,False,True,False,False,False,False,False,False,False,False,,False,False,False,False,True,False,True,False,False,False,False,True,True,,False,True,False,,True,False,True,False,True,True,,False,False,False,,True,True,False,False,True
South Dakota,1446,1587.1,1567.8,1518.3,1634.0,1538.0,1492.0,1236.0,1385.5,1252.0,1467.1,1491.0,1644.4,1601.2,1479.4,,1694.1,1679.0,1655.7,1493.5,1574.0,1218.0,1476.8,1387.0,1460.7,1479.0,1570.9,1529.3,1554.2,,1412.2,1472.2,1432.0,,,1764.0,1438.0,1064.7,1457.0,1412.5,,1711.2,1585.3,1450.0,,1491.0,1789.0,1676.3,1322.8,1551.0,141.1,121.8,72.3,188.0,92.0,46.0,-210.0,-60.5,-194.0,21.1,45.0,198.4,155.2,33.4,,248.1,233.0,209.7,47.5,128.0,-228.0,30.8,-59.0,14.7,33.0,124.9,83.3,108.2,,-33.8,26.2,-14.0,,,318.0,-8.0,-381.3,11.0,-33.5,,265.2,139.3,4.0,,45.0,343.0,230.3,-123.2,105.0,True,True,False,True,True,False,True,False,True,True,False,False,True,,False,False,False,True,True,False,True,True,True,True,True,True,True,,True,True,True,,,False,True,False,True,True,,False,True,True,,True,False,False,True,True
Tennessee,6443,6054.4,5870.5,5994.2,6225.0,5996.9,6057.0,5947.0,6066.0,5707.0,6220.0,6276.0,5897.6,6053.8,6066.1,,6731.4,6063.0,6347.0,6406.3,6080.0,5722.7,6409.5,6231.5,6110.2,6007.0,6205.7,6123.2,6116.7,,5692.3,6217.8,6015.0,,6177.5,6432.8,6230.0,5947.5,5940.0,6058.2,,6045.0,6221.6,6057.0,,5933.0,5672.0,6019.4,5325.1,6056.0,-388.6,-572.5,-448.8,-218.0,-446.1,-386.0,-496.0,-377.0,-736.0,-223.0,-167.0,-545.4,-389.2,-376.9,,288.4,-380.0,-96.0,-36.7,-363.0,-720.3,-33.5,-211.5,-332.8,-436.0,-237.3,-319.8,-326.3,,-750.7,-225.2,-428.0,,-265.5,-10.2,-213.0,-495.5,-503.0,-384.8,,-398.0,-221.4,-386.0,,-510.0,-771.0,-423.6,-1117.9,-387.0,False,False,True,False,True,False,True,False,True,True,False,False,True,,True,True,True,True,True,False,True,True,True,False,True,True,True,,False,True,False,,True,True,True,False,False,True,,False,True,True,,False,False,False,False,True
Texas,27075,26834.1,27046.1,26723.4,27469.0,26854.9,26763.0,26071.0,26691.3,24441.0,26461.3,26653.0,26071.3,27455.7,26513.3,,27344.3,27066.0,27782.9,27972.9,25894.0,25574.3,27562.3,26950.0,27301.5,26446.0,27501.4,26773.3,26819.4,,24762.8,24837.7,26235.0,,27845.4,28160.5,27664.0,27270.9,26507.0,26837.1,,26279.0,27563.1,27014.0,,27204.0,26380.5,26069.2,24536.5,26530.0,55.1,267.1,-55.6,690.0,75.9,-16.0,-708.0,-87.7,-2338.0,-317.7,-126.0,-707.7,676.7,-265.7,,565.3,287.0,1003.9,1193.9,-885.0,-1204.7,783.3,171.0,522.5,-333.0,722.4,-5.7,40.4,,-2016.2,-1941.3,-544.0,,1066.4,1381.5,885.0,491.9,-272.0,58.1,,-500.0,784.1,235.0,,425.0,-398.5,-709.8,-2242.5,-249.0,False,False,False,False,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,True,True,,False,False,False,,False,False,False,False,False,False,,False,False,False,,False,False,False,False,False
Utah,1212,1141.9,1303.9,1167.7,1270.0,1167.0,1193.0,1196.0,1287.9,1053.0,1302.2,1176.0,1161.9,1194.7,875.0,,1283.6,1205.0,1285.0,1173.5,1275.0,1027.6,1204.5,1137.0,1267.4,1278.0,1265.6,1237.7,1231.0,,1513.6,1172.6,1277.5,,,1122.4,1193.0,1083.4,1165.0,1145.6,,1444.9,1293.9,1183.0,,1125.0,1098.0,1226.8,767.0,1182.0,-70.1,91.9,-44.3,58.0,-45.0,-19.0,-16.0,75.9,-159.0,90.2,-36.0,-50.1,-17.3,-337.0,,71.6,-7.0,73.0,-38.5,63.0,-184.4,-7.5,-75.0,55.4,66.0,53.6,25.7,19.0,,301.6,-39.4,65.5,,,-89.6,-19.0,-128.6,-47.0,-66.4,,232.9,81.9,-29.0,,-87.0,-114.0,14.8,-445.0,-30.0,False,True,True,True,True,True,False,False,False,True,True,True,False,,False,True,False,True,True,False,True,False,True,True,True,True,True,,False,True,True,,,False,True,False,True,True,,False,False,True,,False,False,True,False,True
Vermont,121,113.3,150.8,116.5,118.0,115.0,113.0,88.0,106.3,99.0,91.7,113.0,93.7,111.3,110.5,,82.8,81.5,115.9,108.4,111.0,119.2,131.8,93.0,103.9,131.0,112.1,113.1,117.2,,94.8,114.3,90.5,,,135.3,123.0,85.1,104.0,118.3,,100.1,141.9,103.0,,111.0,194.0,122.9,81.2,102.0,-7.7,29.8,-4.5,-3.0,-6.0,-8.0,-33.0,-14.7,-22.0,-29.3,-8.0,-27.3,-9.7,-10.5,,-38.2,-39.5,-5.1,-12.6,-10.0,-1.8,10.8,-28.0,-17.1,10.0,-8.9,-7.9,-3.8,,-26.2,-6.7,-30.5,,,14.3,2.0,-35.9,-17.0,-2.7,,-20.9,20.9,-18.0,,-10.0,73.0,1.9,-39.8,-19.0,False,True,True,True,False,False,False,False,False,False,False,False,False,,False,False,True,False,False,True,False,False,False,False,False,False,True,,False,True,False,,,False,True,False,False,True,,False,False,False,,False,False,True,False,False
Virginia,4840,4605.7,4597.9,4619.3,4739.0,4625.8,4723.0,4662.0,4693.1,4637.0,4678.0,4561.0,4668.2,4732.6,4694.4,,5635.4,4760.0,4818.8,4850.4,4761.0,4828.7,4854.7,4850.0,4819.9,4872.0,4747.1,4793.1,4776.2,,4598.7,4803.3,4723.0,,4618.0,5192.5,4759.0,5134.9,4650.0,4615.0,,4797.2,4774.2,4834.0,,4640.0,4581.5,4666.9,4413.5,4827.0,-234.3,-242.1,-220.7,-101.0,-214.2,-117.0,-178.0,-146.9,-203.0,-162.0,-279.0,-171.8,-107.4,-145.6,,795.4,-80.0,-21.2,10.4,-79.0,-11.3,14.7,10.0,-20.1,32.0,-92.9,-46.9,-63.8,,-241.3,-36.7,-117.0,,-222.0,352.5,-81.0,294.9,-190.0,-225.0,,-42.8,-65.8,-6.0,,-200.0,-258.5,-173.1,-426.5,-13.0,False,True,True,True,True,True,True,True,True,False,True,True,True,,False,True,True,True,True,True,True,True,True,True,True,True,True,,False,True,True,,True,False,True,False,True,True,,True,True,True,,True,False,True,False,True
Washington,3184,3559.3,4123.4,3584.4,3739.0,3591.1,3538.0,3381.0,3493.0,3257.0,3389.2,3869.0,3278.3,3611.8,3416.2,,3244.6,3586.0,3515.6,3537.9,3589.0,3549.9,3533.9,3263.0,3483.8,3545.0,3640.7,3583.1,3613.4,,3242.6,3514.2,3565.0,,3291.5,3737.4,3615.0,4158.3,3503.0,3746.5,,3458.7,3649.1,3498.0,,3550.0,3346.0,,3071.7,3345.0,333.3,897.4,358.4,513.0,365.1,312.0,155.0,267.0,31.0,163.2,643.0,52.3,385.8,190.2,,18.6,360.0,289.6,311.9,363.0,323.9,307.9,37.0,257.8,319.0,414.7,357.1,387.4,,16.6,288.2,339.0,,65.5,511.4,389.0,932.3,277.0,520.5,,232.7,423.1,272.0,,324.0,120.0,,-154.3,119.0,False,False,False,False,True,True,True,True,True,False,True,False,True,,True,False,True,True,False,True,True,True,True,True,False,False,False,,True,True,False,,True,False,False,False,True,False,,True,False,True,,True,True,,True,True
West Virginia,1253,1149.4,1149.6,1143.1,1226.0,1162.0,1178.0,1064.0,1176.7,875.0,1261.0,1265.0,1228.6,1251.5,1183.8,,1309.4,1114.0,1242.0,1230.1,1128.0,1151.6,1323.6,1105.0,1168.8,1223.0,1297.9,1178.8,1172.6,,926.1,1206.1,1053.0,,,1255.5,1225.0,1220.5,1176.0,1244.0,,1135.6,1328.0,1188.0,,1156.0,1081.0,1058.4,944.4,1163.0,-103.6,-103.4,-109.9,-27.0,-91.0,-75.0,-189.0,-76.3,-378.0,8.0,12.0,-24.4,-1.5,-69.2,,56.4,-139.0,-11.0,-22.9,-125.0,-101.4,70.6,-148.0,-84.2,-30.0,44.9,-74.2,-80.4,,-326.9,-46.9,-200.0,,,2.5,-28.0,-32.5,-77.0,-9.0,,-117.4,75.0,-65.0,,-97.0,-172.0,-194.6,-308.6,-90.0,True,False,True,True,True,False,True,False,True,True,True,True,True,,True,False,True,True,False,True,True,False,True,True,True,True,True,,False,True,False,,,True,True,True,True,True,,False,True,True,,True,False,False,False,True
Wisconsin,5029,5280.6,5474.4,5281.8,5533.0,5343.8,5096.0,4733.0,5041.0,4230.0,4456.1,4414.0,4818.7,4954.6,4690.8,,5387.8,5240.0,5139.5,4527.6,5193.0,4809.7,4920.9,5431.5,5279.4,5208.0,5457.3,5360.4,5440.1,4699.0,5024.7,5425.2,5112.0,,4793.0,5745.2,5096.0,4072.3,4848.0,5387.9,,5353.1,5478.9,4783.0,4903.1,4935.0,7745.5,5069.0,4458.8,4587.0,251.6,445.4,252.8,504.0,314.8,67.0,-296.0,12.0,-799.0,-572.9,-615.0,-210.3,-74.4,-338.2,,358.8,211.0,110.5,-501.4,164.0,-219.3,-108.1,402.5,250.4,179.0,428.3,331.4,411.1,-330.0,-4.3,396.2,83.0,,-236.0,716.2,67.0,-956.7,-181.0,358.9,,324.1,449.9,-246.0,-125.9,-94.0,2716.5,40.0,-570.2,-442.0,False,False,False,False,True,False,True,False,False,False,True,True,False,,False,True,True,False,True,True,True,False,True,True,False,False,False,False,True,False,True,,True,False,True,False,True,False,,False,False,True,True,True,False,True,False,False
Wyoming,373,411.7,445.5,419.2,397.0,419.0,400.0,346.0,384.3,296.0,415.5,385.0,433.3,431.2,367.0,,544.7,411.0,379.3,378.2,448.0,341.9,372.9,371.0,356.1,429.0,469.9,450.1,450.3,,415.1,420.0,431.0,,,391.5,350.0,348.5,397.0,331.5,,445.9,496.9,364.0,,358.0,363.5,417.9,310.2,422.0,38.7,72.5,46.2,24.0,46.0,27.0,-27.0,11.3,-77.0,42.5,12.0,60.3,58.2,-6.0,,171.7,38.0,6.3,5.2,75.0,-31.1,-0.1,-2.0,-16.9,56.0,96.9,77.1,77.3,,42.1,47.0,58.0,,,18.5,-23.0,-24.5,24.0,-41.5,,72.9,123.9,-9.0,,-15.0,-9.5,44.9,-62.8,49.0,False,False,True,False,True,True,True,False,False,True,False,False,True,,False,True,True,True,False,True,True,True,True,False,False,False,False,,False,False,False,,,True,True,True,True,False,,False,False,True,,True,True,False,False,False
US,337631,326373.3,338831.5,326836.1,,326607.1,329066.0,321621.0,327391.8,328704.0,317547.9,323651.0,323907.2,330273.2,,334227.0,331295.1,327398.0,332472.2,327803.9,329644.0,316183.7,333602.0,332822.5,336092.0,328125.0,333085.3,331488.4,332115.0,,315636.4,330117.3,325628.5,329131.2,333338.8,362015.1,333583.0,325302.3,324085.0,329000.2,340762.0,,334843.6,332056.0,325249.8,327924.0,332771.0,,296471.8,332110.0,-8006.7,4451.5,-7543.9,,-7772.9,-5314.0,-12759.0,-6988.2,-5676.0,-16832.1,-10729.0,-10472.8,-4106.8,,-153.0,-3084.9,-6982.0,-1907.8,-6576.1,-4736.0,-18196.3,-778.0,-1557.5,1712.0,-6255.0,-1294.7,-2891.6,-2265.0,,-18743.6,-4262.7,-8751.5,-5248.8,-1041.2,27635.1,-797.0,-9077.7,-10295.0,-5379.8,6382.0,,463.6,-2324.0,-9130.2,-6456.0,-1609.0,,-37908.2,-2270.0,True,True,,True,True,False,True,True,False,False,False,True,,True,True,True,True,True,True,False,True,True,True,True,True,True,True,,False,True,False,True,True,False,True,False,False,True,True,,True,True,False,True,True,,False,True
