,actual_deaths,Baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-baseline,COVIDhub-ensemble,CU-select,Caltech-CS156,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,GT-DeepCOVID,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_CritData-GBCF,MOBS-GLEAM_COVID,MSRA-DeepST,NotreDame-mobility,OliverWyman-Navigator,PSI-DRAFT,QJHong-Encounter,RPI_UW-Mob_Collision,RobertWalraven-ESG,SteveMcConnell-CovidComplete,TTU-squider,UA-EpiCovDA,UCLA-SuEIR,UCM_MESALab-FoGSEIR,UCSB-ACTS,UCSD_NEU-DeepGLEAM,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UT-Mobility,WalmartLabsML-LogForecasting,epiforecasts-ensemble1,error-Baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-baseline,error-COVIDhub-ensemble,error-CU-select,error-Caltech-CS156,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-GT-DeepCOVID,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_CritData-GBCF,error-MOBS-GLEAM_COVID,error-MSRA-DeepST,error-NotreDame-mobility,error-OliverWyman-Navigator,error-PSI-DRAFT,error-QJHong-Encounter,error-RPI_UW-Mob_Collision,error-RobertWalraven-ESG,error-SteveMcConnell-CovidComplete,error-TTU-squider,error-UA-EpiCovDA,error-UCLA-SuEIR,error-UCM_MESALab-FoGSEIR,error-UCSB-ACTS,error-UCSD_NEU-DeepGLEAM,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UT-Mobility,error-WalmartLabsML-LogForecasting,error-epiforecasts-ensemble1,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-baseline,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Caltech-CS156,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-GT-DeepCOVID,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_CritData-GBCF,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-MSRA-DeepST,beat_baseline-NotreDame-mobility,beat_baseline-OliverWyman-Navigator,beat_baseline-PSI-DRAFT,beat_baseline-QJHong-Encounter,beat_baseline-RPI_UW-Mob_Collision,beat_baseline-RobertWalraven-ESG,beat_baseline-SteveMcConnell-CovidComplete,beat_baseline-TTU-squider,beat_baseline-UA-EpiCovDA,beat_baseline-UCLA-SuEIR,beat_baseline-UCM_MESALab-FoGSEIR,beat_baseline-UCSB-ACTS,beat_baseline-UCSD_NEU-DeepGLEAM,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UT-Mobility,beat_baseline-WalmartLabsML-LogForecasting,beat_baseline-epiforecasts-ensemble1
North Carolina,6526,6034.6,6673.3,5999.6,6435.0,6075.1,6374.0,6340.0,6239.9,6462.0,6495.3,6422.0,6128.7,6547.1,6495.3,,6291.0,6431.1,6281.7,6608.0,6558.7,6569.4,6089.0,6128.5,6468.0,6187.5,6294.1,5565.7,6750.9,6603.0,,6074.0,7899.9,6174.0,6594.1,6493.0,5982.7,,6629.5,6198.1,6438.0,,6800.9,6409.0,5882.5,5709.4,6142.0,-491.4,147.3,-526.4,-91.0,-450.9,-152.0,-186.0,-286.1,-64.0,-30.7,-104.0,-397.3,21.1,-30.7,,-235.0,-94.9,-244.3,82.0,32.7,43.4,-437.0,-397.5,-58.0,-338.5,-231.9,-960.3,224.9,77.0,,-452.0,1373.9,-352.0,68.1,-33.0,-543.3,,103.5,-327.9,-88.0,,274.9,-117.0,-643.5,-816.6,-384.0,True,False,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,False,True,True,,True,False,True,True,True,False,,True,True,True,,True,True,False,False,True
North Dakota,1264,1234.6,1176.9,1227.3,1301.0,1245.0,1227.0,1151.0,1234.2,1089.0,1575.7,1207.0,1228.5,1262.6,1255.4,,1303.0,1416.3,1170.8,1408.0,1071.3,1261.5,1028.0,1170.8,1471.0,1267.0,1301.6,1100.8,1551.7,1339.0,,,1494.6,1076.0,1192.4,1103.0,1114.8,,1615.4,1290.2,1171.0,,1281.2,1233.0,1127.0,1099.7,1210.0,-29.4,-87.1,-36.7,37.0,-19.0,-37.0,-113.0,-29.8,-175.0,311.7,-57.0,-35.5,-1.4,-8.6,,39.0,152.3,-93.2,144.0,-192.7,-2.5,-236.0,-93.2,207.0,3.0,37.6,-163.2,287.7,75.0,,,230.6,-188.0,-71.6,-161.0,-149.2,,351.4,26.2,-93.0,,17.2,-31.0,-137.0,-164.3,-54.0,False,False,False,True,False,False,False,False,False,False,False,True,True,,False,False,False,False,False,True,False,False,False,True,False,False,False,False,,,False,False,False,False,False,,False,True,False,,True,False,False,False,False
Ohio,8476,7953.4,9512.0,7967.4,8981.0,7954.0,8596.0,9167.0,8606.1,8656.0,9575.0,8596.0,7549.2,7877.1,8904.4,,8529.0,8588.1,8105.3,8689.0,9200.3,9550.5,8177.0,8145.8,9208.0,8702.7,8700.8,7248.4,8670.6,7262.0,,8026.5,8125.2,9443.0,13140.5,8044.0,8022.8,,8466.3,8822.4,8602.0,7238.5,13986.8,8928.0,8761.0,6853.6,9330.0,-522.6,1036.0,-508.6,505.0,-522.0,120.0,691.0,130.1,180.0,1099.0,120.0,-926.8,-598.9,428.4,,53.0,112.1,-370.7,213.0,724.3,1074.5,-299.0,-330.2,732.0,226.7,224.8,-1227.6,194.6,-1214.0,,-449.5,-350.8,967.0,4664.5,-432.0,-453.2,,-9.7,346.4,126.0,-1237.5,5510.8,452.0,285.0,-1622.4,854.0,False,True,True,True,True,False,True,True,False,True,False,False,True,,True,True,True,True,False,False,True,True,False,True,True,False,True,False,,True,True,False,False,True,True,,True,True,True,False,False,True,True,False,False
Oklahoma,2357,2129.4,2563.4,2062.0,2288.0,2089.0,2350.0,2419.0,2429.7,2574.0,2738.3,2657.0,2109.0,2305.2,2393.6,,2296.0,2389.4,2355.5,2602.0,2403.9,2364.4,2050.0,2259.8,2671.0,2193.2,2325.6,1976.9,2513.3,2054.0,,,2623.0,2454.0,2056.4,2184.0,2174.1,,2651.7,2220.4,2372.0,,2827.7,2530.0,2093.5,1922.0,2116.0,-227.6,206.4,-295.0,-69.0,-268.0,-7.0,62.0,72.7,217.0,381.3,300.0,-248.0,-51.8,36.6,,-61.0,32.4,-1.5,245.0,46.9,7.4,-307.0,-97.2,314.0,-163.8,-31.4,-380.1,156.3,-303.0,,,266.0,97.0,-300.6,-173.0,-182.9,,294.7,-136.6,15.0,,470.7,173.0,-263.5,-435.0,-241.0,True,False,True,False,True,True,True,True,False,False,False,True,True,,True,True,True,False,True,True,False,True,False,True,True,False,True,False,,,False,True,False,True,True,,False,True,True,,False,True,False,False,False
Oregon,1422,1232.9,1583.6,1211.5,1242.0,1204.0,1305.0,1180.0,1328.2,1344.0,1416.1,1359.0,1081.0,1307.1,1360.2,,1207.0,1304.8,1305.0,1317.0,1483.3,1462.8,1304.0,1280.8,1416.0,1382.5,1294.1,987.5,1335.4,1148.0,,,1651.5,1460.0,1210.7,1361.0,1246.1,,1273.2,1408.8,1357.0,,1509.3,1328.0,1189.5,996.5,1343.0,-189.1,161.6,-210.5,-180.0,-218.0,-117.0,-242.0,-93.8,-78.0,-5.9,-63.0,-341.0,-114.9,-61.8,,-215.0,-117.2,-117.0,-105.0,61.3,40.8,-118.0,-141.2,-6.0,-39.5,-127.9,-434.5,-86.6,-274.0,,,229.5,38.0,-211.3,-61.0,-175.9,,-148.8,-13.2,-65.0,,87.3,-94.0,-232.5,-425.5,-79.0,True,False,True,False,True,False,True,True,True,True,False,True,True,,False,True,True,True,True,True,True,True,True,True,True,False,True,False,,,False,True,False,True,True,,True,True,True,,True,True,False,False,True
Pennsylvania,14858,12152.3,13894.9,12113.3,12838.0,12070.4,13221.0,12616.0,12962.1,15518.0,14693.9,14269.0,12026.4,12787.2,14295.3,,13068.0,13531.4,14355.9,12666.0,13214.5,14969.0,12938.0,12680.8,12996.0,13461.7,12988.0,13747.5,13331.8,11596.5,,14339.1,14805.9,14332.0,13278.6,12290.0,11577.9,,12512.5,13524.0,13120.0,11867.5,19517.5,14042.0,14720.0,10751.1,12531.0,-2705.7,-963.1,-2744.7,-2020.0,-2787.6,-1637.0,-2242.0,-1895.9,660.0,-164.1,-589.0,-2831.6,-2070.8,-562.7,,-1790.0,-1326.6,-502.1,-2192.0,-1643.5,111.0,-1920.0,-2177.2,-1862.0,-1396.3,-1870.0,-1110.5,-1526.2,-3261.5,,-518.9,-52.1,-526.0,-1579.4,-2568.0,-3280.1,,-2345.5,-1334.0,-1738.0,-2990.5,4659.5,-816.0,-138.0,-4106.9,-2327.0,True,False,True,False,True,True,True,True,True,True,False,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,False,,True,True,True,True,True,False,,True,True,True,False,False,True,True,False,True
Rhode Island,1704,1546.6,1628.2,1553.1,1577.0,1554.0,1616.0,1586.0,1462.2,1495.0,1670.1,1606.0,1646.9,1636.3,1663.2,,1505.5,1645.1,1639.6,1637.0,1505.0,1720.2,1705.0,1517.5,1550.0,1630.0,1634.8,1746.7,1597.9,1444.0,,,1432.5,1525.0,2279.7,1603.0,1536.6,,1653.4,1658.0,1681.0,,2210.1,1554.0,1503.5,1346.1,1451.0,-157.4,-75.8,-150.9,-127.0,-150.0,-88.0,-118.0,-241.8,-209.0,-33.9,-98.0,-57.1,-67.7,-40.8,,-198.5,-58.9,-64.4,-67.0,-199.0,16.2,1.0,-186.5,-154.0,-74.0,-69.2,42.7,-106.1,-260.0,,,-271.5,-179.0,575.7,-101.0,-167.4,,-50.6,-46.0,-23.0,,506.1,-150.0,-200.5,-357.9,-253.0,True,True,True,True,True,True,False,False,True,True,True,True,True,,False,True,True,True,False,True,True,False,True,True,True,True,True,False,,,False,False,False,True,False,,True,True,True,,False,True,False,False,False
South Carolina,5124,4623.0,4743.8,4609.3,4871.0,4634.6,4852.0,4766.0,4815.2,4868.0,4984.2,5036.0,4759.3,4710.0,5000.6,,4914.0,4801.3,4973.4,4921.0,4933.2,5050.0,4715.0,4748.6,5048.0,4919.9,4851.1,4662.9,5230.2,4918.0,,5587.3,6683.7,4826.0,5230.9,4853.0,4822.1,,5073.8,4933.5,4852.0,,5244.7,4864.0,4567.0,4639.1,4661.0,-501.0,-380.2,-514.7,-253.0,-489.4,-272.0,-358.0,-308.8,-256.0,-139.8,-88.0,-364.7,-414.0,-123.4,,-210.0,-322.7,-150.6,-203.0,-190.8,-74.0,-409.0,-375.4,-76.0,-204.1,-272.9,-461.1,106.2,-206.0,,463.3,1559.7,-298.0,106.9,-271.0,-301.9,,-50.2,-190.5,-272.0,,120.7,-260.0,-557.0,-484.9,-463.0,True,False,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,False,True,True,True,True,,True,True,True,,True,True,False,True,True
South Dakota,1446,1421.3,1620.7,1603.6,1621.0,1602.0,1549.0,1158.0,1376.1,1269.0,1598.0,1456.0,1381.2,,1525.6,,1672.0,1722.4,1266.7,1669.0,1096.4,1463.6,1179.0,1289.6,1529.0,1768.3,1532.7,1384.1,1729.5,1500.0,,,2578.7,1571.0,936.7,1467.0,1296.6,,1866.1,1785.6,1358.0,,1338.6,1583.0,1909.0,1178.1,1642.0,-24.7,174.7,157.6,175.0,156.0,103.0,-288.0,-69.9,-177.0,152.0,10.0,-64.8,,79.6,,226.0,276.4,-179.3,223.0,-349.6,17.6,-267.0,-156.4,83.0,322.3,86.7,-61.9,283.5,54.0,,,1132.7,125.0,-509.3,21.0,-149.4,,420.1,339.6,-88.0,,-107.4,137.0,463.0,-267.9,196.0,False,False,False,False,False,False,False,False,False,True,False,,False,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,False,False,False,True,False,,False,False,False,,False,False,False,False,False
Tennessee,6443,5664.9,6185.2,5839.8,5949.0,5860.7,6075.0,5383.0,5825.9,6188.0,7066.6,6320.0,5385.7,5982.4,6178.6,,6082.0,6612.3,6107.5,6184.0,5578.5,6566.1,5864.0,5734.8,5982.0,6280.5,5947.1,4798.1,6518.1,7107.0,,6654.1,6029.0,6193.0,5361.8,5831.0,5916.2,,6390.8,6278.2,5748.0,,5690.0,6428.0,5478.5,5022.3,5736.0,-778.1,-257.8,-603.2,-494.0,-582.3,-368.0,-1060.0,-617.1,-255.0,623.6,-123.0,-1057.3,-460.6,-264.4,,-361.0,169.3,-335.5,-259.0,-864.5,123.1,-579.0,-708.2,-461.0,-162.5,-495.9,-1644.9,75.1,664.0,,211.1,-414.0,-250.0,-1081.2,-612.0,-526.8,,-52.2,-164.8,-695.0,,-753.0,-15.0,-964.5,-1420.7,-707.0,True,True,True,True,True,False,True,True,True,True,False,True,True,,True,True,True,True,False,True,True,True,True,True,True,False,True,True,,True,True,True,False,True,True,,True,True,True,,True,True,False,False,True
Texas,26916,25044.4,26535.1,25401.6,26208.0,25326.7,25579.0,24123.0,25359.9,26733.0,28277.2,24495.0,24015.2,26779.1,26600.8,,27025.0,26723.6,27756.1,26499.0,24824.9,26860.7,25236.0,25363.1,26210.0,25056.4,25767.1,24544.4,28612.8,23751.0,,27824.3,30638.2,26431.0,25442.9,24306.0,24640.7,,26301.4,25078.9,25228.0,,27266.3,26106.0,25079.0,23490.5,25251.0,-1772.6,-281.9,-1415.4,-609.0,-1490.3,-1238.0,-2694.0,-1457.1,-84.0,1460.2,-2322.0,-2801.8,-37.9,-216.2,,208.0,-93.4,939.1,-318.0,-1992.1,43.7,-1581.0,-1453.9,-607.0,-1760.6,-1049.9,-2272.6,1795.8,-3066.0,,1007.3,3821.2,-386.0,-1374.1,-2511.0,-2176.3,,-515.6,-1738.1,-1589.0,,449.3,-711.0,-1738.0,-3326.5,-1566.0,True,True,True,True,True,False,True,True,True,False,False,True,True,,True,True,True,True,False,True,True,True,True,True,True,False,False,False,,True,False,True,True,False,False,,True,True,True,,True,True,True,False,True
Utah,1212,1157.3,1391.5,1165.3,1376.0,1167.0,1196.0,1086.0,1337.8,1213.0,1599.3,1185.0,1089.3,1201.7,955.9,,1346.0,1334.0,1121.3,1294.0,1114.5,1188.2,1085.0,1233.9,1455.0,1275.0,1320.3,1142.1,1317.3,1307.0,,,1562.4,1231.0,1043.9,1168.0,1119.8,,1638.7,1302.3,1144.0,,1310.8,1254.0,1007.5,726.2,1074.0,-54.7,179.5,-46.7,164.0,-45.0,-16.0,-126.0,125.8,1.0,387.3,-27.0,-122.7,-10.3,-256.1,,134.0,122.0,-90.7,82.0,-97.5,-23.8,-127.0,21.9,243.0,63.0,108.3,-69.9,105.3,95.0,,,350.4,19.0,-168.1,-44.0,-92.2,,426.7,90.3,-68.0,,98.8,42.0,-204.5,-485.8,-138.0,False,True,False,True,True,False,False,True,False,True,False,True,False,,False,False,False,False,False,True,False,True,False,False,False,False,False,False,,,False,True,False,True,False,,False,False,False,,False,True,False,False,False
Vermont,121,82.4,113.3,84.8,90.0,83.0,91.0,69.0,98.2,113.0,57.9,115.0,75.8,88.1,99.9,,82.0,81.5,99.2,106.0,116.3,83.1,75.0,70.7,128.0,78.4,100.9,86.0,82.7,67.0,,,90.0,91.0,75.2,101.0,71.8,,92.5,109.3,78.0,,144.7,94.0,175.5,68.6,,-38.6,-7.7,-36.2,-31.0,-38.0,-30.0,-52.0,-22.8,-8.0,-63.1,-6.0,-45.2,-32.9,-21.1,,-39.0,-39.5,-21.8,-15.0,-4.7,-37.9,-46.0,-50.3,7.0,-42.6,-20.1,-35.0,-38.3,-54.0,,,-31.0,-30.0,-45.8,-20.0,-49.2,,-28.5,-11.7,-43.0,,23.7,-27.0,54.5,-52.4,,True,True,True,True,True,False,True,True,False,True,False,True,True,,False,False,True,True,True,True,False,False,True,False,True,True,True,False,,,True,True,False,True,False,,True,True,False,,True,True,False,False,
Virginia,4840,4520.9,5105.7,4550.1,4813.0,4517.1,4696.0,4632.0,4698.6,5151.0,4694.8,4470.0,4514.0,4633.0,4789.5,,4698.0,4795.8,4960.1,4938.0,4913.2,4921.3,4890.0,4755.9,4823.0,4546.5,4784.8,4552.2,4957.5,4539.0,,4890.4,4792.3,4534.0,4138.7,4650.0,4480.2,,4804.5,4567.7,4800.0,,5348.2,4836.0,4398.0,4326.4,4484.0,-319.1,265.7,-289.9,-27.0,-322.9,-144.0,-208.0,-141.4,311.0,-145.2,-370.0,-326.0,-207.0,-50.5,,-142.0,-44.2,120.1,98.0,73.2,81.3,50.0,-84.1,-17.0,-293.5,-55.2,-287.8,117.5,-301.0,,50.4,-47.7,-306.0,-701.3,-190.0,-359.8,,-35.5,-272.3,-40.0,,508.2,-4.0,-442.0,-513.6,-356.0,True,True,True,False,True,True,True,True,True,False,False,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,False,True,False,,True,True,True,,False,True,False,False,False
Washington,3184,3027.0,3384.1,3028.9,3260.0,3039.2,3305.0,3507.0,3307.7,3646.0,4025.3,3851.0,2975.5,3317.2,3443.9,,3279.0,3379.9,3521.8,3348.0,3683.6,3878.2,3232.5,3149.9,3441.0,3281.3,3284.6,3340.4,3305.2,2922.0,,3231.6,2900.3,3878.0,3851.1,3261.0,3206.8,,3366.0,3276.7,3419.0,,4345.8,3181.0,2925.5,2863.4,3136.0,-129.0,228.1,-127.1,104.0,-116.8,149.0,351.0,151.7,490.0,869.3,695.0,-180.5,161.2,287.9,,123.0,223.9,365.8,192.0,527.6,722.2,76.5,-6.1,285.0,125.3,128.6,184.4,149.2,-234.0,,75.6,-255.7,722.0,695.1,105.0,50.8,,210.0,120.7,263.0,,1189.8,25.0,-230.5,-292.6,-20.0,False,True,True,True,False,False,False,False,False,False,False,False,False,,True,False,False,False,False,False,True,True,False,True,True,False,False,False,,True,False,False,False,True,True,,False,True,False,,False,True,False,False,True
West Virginia,1253,987.4,1051.2,959.9,1093.0,958.0,1123.0,933.0,1097.1,1250.0,1598.9,1278.0,990.4,1088.6,1301.9,,1159.0,1280.8,1335.2,1165.0,1133.3,1393.6,1129.0,1019.9,1289.0,1167.9,1112.0,914.8,1283.3,1028.0,,,1548.1,1258.0,1762.5,1072.0,1006.0,,1276.6,1193.1,1002.0,,1246.7,1123.0,1086.0,839.1,1065.0,-265.6,-201.8,-293.1,-160.0,-295.0,-130.0,-320.0,-155.9,-3.0,345.9,25.0,-262.6,-164.4,48.9,,-94.0,27.8,82.2,-88.0,-119.7,140.6,-124.0,-233.1,36.0,-85.1,-141.0,-338.2,30.3,-225.0,,,295.1,5.0,509.5,-181.0,-247.0,,23.6,-59.9,-251.0,,-6.3,-130.0,-167.0,-413.9,-188.0,True,False,True,False,True,False,True,True,False,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,False,True,True,,,False,True,False,True,True,,True,True,True,,True,True,True,False,True
Wisconsin,5029,4786.9,5511.0,4846.5,5143.0,4747.8,4841.0,4395.0,4919.9,4372.0,4790.0,4292.0,4338.1,4855.0,4835.7,,5105.0,5339.4,4360.4,5250.0,4703.8,4491.8,5192.0,4746.2,5508.0,4877.6,5321.1,5177.9,5752.2,4663.0,,4693.8,8773.9,5095.0,4580.3,4711.0,4498.6,,5974.5,4879.2,4236.0,4390.8,5730.2,4872.0,5204.5,4024.0,4357.0,-242.1,482.0,-182.5,114.0,-281.2,-188.0,-634.0,-109.1,-657.0,-239.0,-737.0,-690.9,-174.0,-193.3,,76.0,310.4,-668.6,221.0,-325.2,-537.2,163.0,-282.8,479.0,-151.4,292.1,148.9,723.2,-366.0,,-335.2,3744.9,66.0,-448.7,-318.0,-530.4,,945.5,-149.8,-793.0,-638.2,701.2,-157.0,175.5,-1005.0,-672.0,False,True,True,False,True,False,True,False,True,False,False,True,True,,True,False,False,True,False,False,True,False,False,True,False,True,False,False,,False,False,True,False,False,False,,False,True,False,False,False,True,True,False,False
Wyoming,373,365.4,377.4,367.7,402.0,371.0,399.0,343.0,385.1,394.0,604.2,384.0,328.9,437.8,437.4,,416.0,320.6,447.0,481.0,349.8,371.9,341.0,297.4,491.0,446.5,438.0,417.3,465.0,399.0,,,352.5,533.0,380.8,438.0,309.8,,517.8,472.6,340.0,,385.0,419.0,491.0,274.3,384.0,-7.6,4.4,-5.3,29.0,-2.0,26.0,-30.0,12.1,21.0,231.2,11.0,-44.1,64.8,64.4,,43.0,-52.4,74.0,108.0,-23.2,-1.1,-32.0,-75.6,118.0,73.5,65.0,44.3,92.0,26.0,,,-20.5,160.0,7.8,65.0,-63.2,,144.8,99.6,-33.0,,12.0,46.0,118.0,-98.7,11.0,True,True,False,True,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,,False,False,False,,False,False,False,False,False
US,331909,305471.4,326461.6,308234.6,,306448.5,317064.0,307303.0,316835.4,320289.0,345730.6,321281.0,300535.3,319645.1,,317006.0,315308.0,327919.4,320279.4,322789.0,313075.7,329315.7,303859.5,312308.2,329908.0,321279.9,319523.6,305057.7,329181.9,303908.5,330015.7,327928.9,287597.2,335313.0,338981.3,308924.0,302711.8,298153.0,,322677.0,316894.0,309527.2,395328.7,322111.0,313016.5,283637.5,307065.0,-26298.6,-5308.4,-23535.4,,-25321.5,-14706.0,-24467.0,-14934.6,-11481.0,13960.6,-10489.0,-31234.7,-12124.9,,-14764.0,-16462.0,-3850.6,-11490.6,-8981.0,-18694.3,-2454.3,-27910.5,-19461.8,-1862.0,-10490.1,-12246.4,-26712.3,-2588.1,-27861.5,-1754.3,-3841.1,-44172.8,3543.0,7211.3,-22846.0,-29058.2,-33617.0,,-9093.0,-14876.0,-22242.8,63558.7,-9659.0,-18753.5,-48132.5,-24705.0,True,True,,True,True,True,True,True,True,True,False,True,,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,True,False,True,True,True,False,False,,True,True,True,False,True,True,False,True
