,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
New Hampshire,5939,7332.0,3302.6,7339.7,5919.0,13501.0,7894.0,,6696.0,3623.0,,7435.7,,5290.9,8061.0,2476.9,7719.0,7234.3,5234.5,4381.0,4521.5,5392.0,4596.2,9729.0,4065.4,7325.0,5782.0,,5678.9,7191.0,6233.9,,7028.0,6367.0,6002.6,,1393.0,-2636.4,1400.7,-20.0,7562.0,1955.0,,757.0,-2316.0,,1496.7,,-648.1,2122.0,-3462.1,1780.0,1295.3,-704.5,-1558.0,-1417.5,-547.0,-1342.8,3790.0,-1873.6,1386.0,-157.0,,-260.1,1252.0,294.9,,1089.0,428.0,63.6,,False,False,True,False,False,,True,False,,False,,True,False,False,False,True,True,False,False,True,True,False,False,True,True,,True,True,True,,True,True,True,
New Jersey,66271,77952.0,39225.4,80028.7,59931.0,89522.0,73165.0,,53219.8,62033.0,,40194.1,,56621.4,71288.0,28621.8,77150.0,69014.9,29797.0,51846.8,46708.5,52641.1,57933.7,61164.0,54128.2,65143.0,48767.0,,53765.3,78968.0,43359.0,,97279.7,71017.0,62294.8,,11681.0,-27045.6,13757.7,-6340.0,23251.0,6894.0,,-13051.2,-4238.0,,-26076.9,,-9649.6,5017.0,-37649.2,10879.0,2743.9,-36474.0,-14424.2,-19562.5,-13629.9,-8337.3,-5107.0,-12142.8,-1128.0,-17504.0,,-12505.7,12697.0,-22912.0,,31008.7,4746.0,-3976.2,,False,False,True,False,True,,False,True,,False,,True,True,False,True,True,False,False,False,False,True,True,False,True,False,,False,False,False,,False,True,True,
New Mexico,6453,9225.0,5529.2,8880.6,6339.0,14947.0,5671.0,,7714.2,7895.0,,6506.0,,6073.5,10931.0,4814.9,9038.0,8713.2,6421.0,5216.1,4991.0,6642.3,6271.9,5651.7,5819.5,7082.0,6027.0,,5575.5,8542.0,4314.8,,11736.0,7516.0,5973.3,,2772.0,-923.8,2427.6,-114.0,8494.0,-782.0,,1261.2,1442.0,,53.0,,-379.5,4478.0,-1638.1,2585.0,2260.2,-32.0,-1236.9,-1462.0,189.3,-181.1,-801.3,-633.5,629.0,-426.0,,-877.5,2089.0,-2138.2,,5283.0,1063.0,-479.7,,True,True,True,False,True,,True,True,,True,,True,False,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,,False,True,True,
New York,155453,183717.0,89030.1,184576.3,133779.0,206599.0,150595.0,,120304.5,114340.0,,103797.1,,134073.2,168383.0,100374.0,164483.0,190184.7,69545.0,116717.7,118319.5,134695.7,139624.6,122335.8,124671.7,158138.0,123301.0,,152322.7,221031.0,180988.3,,126890.9,140857.0,157634.0,,28264.0,-66422.9,29123.3,-21674.0,51146.0,-4858.0,,-35148.5,-41113.0,,-51655.9,,-21379.8,12930.0,-55079.0,9030.0,34731.7,-85908.0,-38735.3,-37133.5,-20757.3,-15828.4,-33117.2,-30781.3,2685.0,-32152.0,,-3130.3,65578.0,25535.3,,-28562.1,-14596.0,2181.0,,False,False,True,False,True,,False,False,,False,,True,True,False,True,False,False,False,False,True,True,False,False,True,False,,True,False,True,,False,True,True,
North Carolina,53452,81609.0,58582.7,80408.4,65050.0,114680.0,58670.0,,74166.3,47301.0,,69010.2,,63116.1,107332.0,108779.6,65787.0,76962.1,33762.5,61980.3,48555.0,58542.0,50180.9,77785.5,65891.4,83151.0,59005.0,,60673.3,62147.0,87510.6,,89689.3,67153.0,75043.4,,28157.0,5130.7,26956.4,11598.0,61228.0,5218.0,,20714.3,-6151.0,,15558.2,,9664.1,53880.0,55327.6,12335.0,23510.1,-19689.5,8528.3,-4897.0,5090.0,-3271.1,24333.5,12439.4,29699.0,5553.0,,7221.3,8695.0,34058.6,,36237.3,13701.0,21591.4,,True,True,True,False,True,,True,True,,True,,True,False,False,True,True,True,True,True,True,True,True,True,False,True,,True,True,False,,False,True,True,
North Dakota,1806,1335.0,512.1,1331.2,979.0,6090.0,589.0,,1078.0,360.0,,974.9,,987.0,2025.0,343.6,1105.0,2694.4,649.5,637.9,626.0,1072.7,1188.1,729.2,1060.9,968.0,4086.0,,991.2,1157.0,531.2,,,971.0,913.1,,-471.0,-1293.9,-474.8,-827.0,4284.0,-1217.0,,-728.0,-1446.0,,-831.1,,-819.0,219.0,-1462.4,-701.0,888.4,-1156.5,-1168.1,-1180.0,-733.3,-617.9,-1076.8,-745.1,-838.0,2280.0,,-814.8,-649.0,-1274.8,,,-835.0,-892.9,,False,False,False,False,False,,False,False,,False,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,,,False,False,
Ohio,40195,58386.0,109783.9,55182.5,46625.0,100055.0,41446.0,,49352.7,40716.0,,70817.8,,37552.2,62358.0,36638.2,53357.0,55582.7,19885.0,42883.0,32044.5,46033.9,41588.0,75319.0,35962.1,47543.0,58204.0,,29132.5,57096.0,23369.9,,58002.9,45828.0,30822.5,,18191.0,69588.9,14987.5,6430.0,59860.0,1251.0,,9157.7,521.0,,30622.8,,-2642.8,22163.0,-3556.8,13162.0,15387.7,-20310.0,2688.0,-8150.5,5838.9,1393.0,35124.0,-4232.9,7348.0,18009.0,,-11062.5,16901.0,-16825.1,,17807.9,5633.0,-9372.5,,False,True,True,False,True,,True,True,,False,,True,False,True,True,True,False,True,True,True,True,False,True,True,True,,True,True,True,,True,True,True,
Oklahoma,16260,31488.0,23491.8,33013.6,26964.0,51372.0,23836.0,,28234.5,29190.0,,17301.5,,23550.9,37348.0,29339.0,27475.0,28873.4,23354.0,24347.9,17192.0,20601.8,27566.6,30973.2,22066.3,29474.0,38006.0,,26751.9,32817.0,21368.4,,51136.7,25402.0,27785.6,,15228.0,7231.8,16753.6,10704.0,35112.0,7576.0,,11974.5,12930.0,,1041.5,,7290.9,21088.0,13079.0,11215.0,12613.4,7094.0,8087.9,932.0,4341.8,11306.6,14713.2,5806.3,13214.0,21746.0,,10491.9,16557.0,5108.4,,34876.7,9142.0,11525.6,,True,False,True,False,True,,True,True,,True,,True,False,True,True,True,True,True,True,True,True,True,True,True,False,,True,False,True,,False,True,True,
Oregon,7045,9879.0,5891.3,9896.8,8598.0,29350.0,7675.0,,9600.8,8859.0,,14438.4,,7284.0,11693.0,10766.0,9372.0,10682.4,8193.5,9101.5,6642.0,6963.5,3825.8,11425.4,8405.8,10280.0,16004.0,,6667.2,8880.0,14743.4,,8251.8,7589.0,7706.6,,2834.0,-1153.7,2851.8,1553.0,22305.0,630.0,,2555.8,1814.0,,7393.4,,239.0,4648.0,3721.0,2327.0,3637.4,1148.5,2056.5,-403.0,-81.5,-3219.2,4380.4,1360.8,3235.0,8959.0,,-377.8,1835.0,7698.4,,1206.8,544.0,661.6,,True,False,True,False,True,,True,True,,False,,True,False,False,True,False,True,True,True,True,False,False,True,False,False,,True,True,False,,True,True,True,
Pennsylvania,54467,76314.0,37762.0,76844.6,58789.0,108314.0,78511.0,,61643.8,24178.0,,43369.6,,51951.6,93622.0,43494.6,74304.0,81484.5,27564.5,57851.9,46761.5,51338.5,34032.8,61403.3,54198.1,61323.0,52669.0,,58491.9,73666.0,67239.6,,61216.5,67496.0,50183.8,,21847.0,-16705.0,22377.6,4322.0,53847.0,24044.0,,7176.8,-30289.0,,-11097.4,,-2515.4,39155.0,-10972.4,19837.0,27017.5,-26902.5,3384.9,-7705.5,-3128.5,-20434.2,6936.3,-268.9,6856.0,-1798.0,,4024.9,19199.0,12772.6,,6749.5,13029.0,-4283.2,,True,False,True,False,False,,True,False,,True,,True,False,True,True,False,False,True,True,True,True,True,True,True,True,,True,True,True,,True,True,True,
Rhode Island,7300,8790.0,5025.2,9001.8,6025.0,21626.0,6050.0,,6597.2,5425.0,,1386.0,,5931.2,9718.0,2967.7,8509.0,9440.8,5355.0,7556.2,4595.5,5790.2,5931.5,7971.1,6112.4,7374.0,5778.0,,4899.6,10340.0,3485.9,,9990.8,5376.0,5325.7,,1490.0,-2274.8,1701.8,-1275.0,14326.0,-1250.0,,-702.8,-1875.0,,-5914.0,,-1368.8,2418.0,-4332.3,1209.0,2140.8,-1945.0,256.2,-2704.5,-1509.8,-1368.5,671.1,-1187.6,74.0,-1522.0,,-2400.4,3040.0,-3814.1,,2690.8,-1924.0,-1974.3,,False,False,True,False,True,,True,False,,False,,True,False,False,True,False,False,True,False,False,True,True,True,True,False,,False,False,False,,False,False,False,
South Carolina,41317,60477.0,36940.0,60985.0,50258.0,71865.0,52220.0,,49740.9,38180.0,,57205.9,,60261.4,58149.0,41131.8,57650.0,41941.4,25296.0,47309.7,52330.0,54262.6,43288.8,48034.5,50455.0,58210.0,42699.0,,45511.3,58850.0,63824.4,,55461.9,51464.0,57369.8,,19160.0,-4377.0,19668.0,8941.0,30548.0,10903.0,,8423.9,-3137.0,,15888.9,,18944.4,16832.0,-185.2,16333.0,624.4,-16021.0,5992.7,11013.0,12945.6,1971.8,6717.5,9138.0,16893.0,1382.0,,4194.3,17533.0,22507.4,,14144.9,10147.0,16052.8,,True,False,True,False,True,,True,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,False,,True,True,True,
South Dakota,3173,3219.0,1181.6,3417.5,2393.0,8603.0,1135.0,,2522.3,2277.0,,2548.4,,2431.4,3236.0,1752.1,4234.0,3444.8,2111.0,1587.4,1960.0,2621.2,699.8,1510.7,2141.3,2456.0,6306.0,,1190.9,3183.0,272.4,,,3421.0,2354.9,,46.0,-1991.4,244.5,-780.0,5430.0,-2038.0,,-650.7,-896.0,,-624.6,,-741.6,63.0,-1420.9,1061.0,271.8,-1062.0,-1585.6,-1213.0,-551.8,-2473.2,-1662.3,-1031.7,-717.0,3133.0,,-1982.1,10.0,-2900.6,,,248.0,-818.1,,False,False,False,False,False,,False,False,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,False,,,False,False,
Tennessee,26135,41574.0,31945.8,42482.3,33920.0,69100.0,36783.0,,35698.3,11705.0,,22141.4,,28519.8,53056.0,27121.4,38417.0,38418.2,13651.5,25038.3,20648.0,30614.5,31871.0,43580.7,25110.1,36557.0,40660.0,,28888.0,36207.0,34643.2,,51461.5,38428.0,46209.5,,15439.0,5810.8,16347.3,7785.0,42965.0,10648.0,,9563.3,-14430.0,,-3993.6,,2384.8,26921.0,986.4,12282.0,12283.2,-12483.5,-1096.7,-5487.0,4479.5,5736.0,17445.7,-1024.9,10422.0,14525.0,,2753.0,10072.0,8508.2,,25326.5,12293.0,20074.5,,True,False,True,False,True,,True,True,,True,,True,False,True,True,True,True,True,True,True,True,False,True,True,True,,True,True,True,,False,True,False,
Texas,128636,221664.0,191155.1,222830.6,194677.0,340653.0,152458.0,,184030.0,294228.0,,203018.2,,141377.6,244250.0,299394.3,153102.0,254993.0,101296.5,150046.6,112526.0,146209.9,291588.4,269966.4,193785.7,217447.0,167236.0,,190443.5,238882.0,186559.7,,258318.2,143097.0,230481.5,,93028.0,62519.1,94194.6,66041.0,212017.0,23822.0,,55394.0,165592.0,,74382.2,,12741.6,115614.0,170758.3,24466.0,126357.0,-27339.5,21410.6,-16110.0,17573.9,162952.4,141330.4,65149.7,88811.0,38600.0,,61807.5,110246.0,57923.7,,129682.2,14461.0,101845.5,,True,False,True,False,True,,True,False,,True,,True,False,False,True,False,True,True,True,True,False,False,True,True,True,,True,False,True,,False,True,False,
Utah,13854,20652.0,7674.9,19332.5,14919.0,31611.0,10668.0,,17307.7,14813.0,,16386.8,,13648.4,22793.0,9089.8,17811.0,16360.0,14618.5,12486.5,10550.5,15240.2,16754.5,20672.7,13078.4,16636.0,15672.0,,16014.8,19153.0,8590.3,,,16668.0,11914.9,,6798.0,-6179.1,5478.5,1065.0,17757.0,-3186.0,,3453.7,959.0,,2532.8,,-205.6,8939.0,-4764.2,3957.0,2506.0,764.5,-1367.5,-3303.5,1386.2,2900.5,6818.7,-775.6,2782.0,1818.0,,2160.8,5299.0,-5263.7,,,2814.0,-1939.1,,True,True,True,False,True,,True,True,,True,,True,False,True,True,True,True,True,True,True,True,False,True,True,True,,True,True,True,,,True,True,
Vermont,2403,2385.0,1454.4,2392.9,2386.0,5680.0,2804.0,,2198.9,5145.0,,2886.3,,2217.7,2704.0,4830.0,2255.0,2629.5,2329.0,2766.4,2239.0,1998.9,2177.9,2391.2,2287.8,3260.0,2850.0,,2432.5,2404.0,3084.3,,2492.2,2672.0,2518.2,,-18.0,-948.6,-10.1,-17.0,3277.0,401.0,,-204.1,2742.0,,483.3,,-185.3,301.0,2427.0,-148.0,226.5,-74.0,363.4,-164.0,-404.1,-225.1,-11.8,-115.2,857.0,447.0,,29.5,1.0,681.3,,89.2,269.0,115.2,,False,True,True,False,False,,False,False,,False,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,False,True,False,,False,False,False,
Virginia,37113,63744.0,34348.4,66290.3,49321.0,85971.0,67618.0,,57065.3,40630.0,,61779.1,,44787.9,66790.0,30068.7,63992.0,59929.9,43295.5,43781.0,44865.0,49739.5,43454.5,65057.8,49859.0,68191.0,44927.0,,40978.2,62058.0,75407.7,,37483.9,44595.0,64003.8,,26631.0,-2764.6,29177.3,12208.0,48858.0,30505.0,,19952.3,3517.0,,24666.1,,7674.9,29677.0,-7044.3,26879.0,22816.9,6182.5,6668.0,7752.0,12626.5,6341.5,27944.8,12746.0,31078.0,7814.0,,3865.2,24945.0,38294.7,,370.9,7482.0,26890.8,,True,False,True,False,False,,True,True,,True,,True,False,True,False,True,True,True,True,True,True,False,True,False,True,,True,True,False,,True,True,False,
Washington,16485,23703.0,17749.0,23177.1,20346.0,58883.0,20461.0,,21658.0,25789.0,,21028.8,,17849.0,28282.0,20025.7,22637.0,30994.3,17975.5,16096.2,13311.0,13674.4,7360.4,29955.5,19046.7,22107.0,31918.0,,19854.4,24425.0,35031.5,,29039.8,13618.0,19916.7,,7218.0,1264.0,6692.1,3861.0,42398.0,3976.0,,5173.0,9304.0,,4543.8,,1364.0,11797.0,3540.7,6152.0,14509.3,1490.5,-388.8,-3174.0,-2810.6,-9124.6,13470.5,2561.7,5622.0,15433.0,,3369.4,7940.0,18546.5,,12554.8,-2867.0,3431.7,,True,True,True,False,True,,True,False,,True,,True,False,True,True,False,True,True,True,True,False,False,True,True,False,,True,False,False,,False,True,True,
West Virginia,6008,9276.0,5397.1,9277.9,6733.0,15943.0,7354.0,,7958.2,6327.0,,7361.8,,6143.8,8774.0,5549.6,8914.0,8992.8,6273.0,5533.0,4740.5,6137.6,5604.6,7874.2,5385.8,7978.0,9542.0,,6899.5,8071.0,7974.3,,3101.1,6491.0,5944.4,,3268.0,-610.9,3269.9,725.0,9935.0,1346.0,,1950.2,319.0,,1353.8,,135.8,2766.0,-458.4,2906.0,2984.8,265.0,-475.0,-1267.5,129.6,-403.4,1866.2,-622.2,1970.0,3534.0,,891.5,2063.0,1966.3,,-2906.9,483.0,-63.6,,True,False,True,False,True,,True,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,False,,True,True,True,,True,True,True,
Wisconsin,14624,19905.0,10953.5,19665.4,14620.0,45547.0,16271.0,,17980.3,14327.0,,15932.2,,12965.8,20696.0,11869.9,17421.0,35983.5,6278.0,11462.1,9666.5,15190.5,5061.3,17384.6,12666.9,17069.0,26648.0,,12942.5,20132.0,7039.0,,12797.3,15177.0,12897.9,,5281.0,-3670.5,5041.4,-4.0,30923.0,1647.0,,3356.3,-297.0,,1308.2,,-1658.2,6072.0,-2754.1,2797.0,21359.5,-8346.0,-3161.9,-4957.5,566.5,-9562.7,2760.6,-1957.1,2445.0,12024.0,,-1681.5,5508.0,-7585.0,,-1826.7,553.0,-1726.1,,True,True,True,False,True,,True,True,,True,,True,False,True,True,False,False,True,True,True,False,True,True,True,False,,True,False,False,,True,True,True,
Wyoming,1678,1404.0,1038.1,1439.8,1210.0,5531.0,913.0,,1179.3,4992.0,,1777.8,,858.7,2450.0,2005.0,1225.0,2055.6,716.5,1543.1,454.0,1003.7,183.9,1759.3,960.8,1429.0,3396.0,,823.4,,2121.0,,2067.8,722.0,1209.5,,-274.0,-639.9,-238.2,-468.0,3853.0,-765.0,,-498.7,3314.0,,99.8,,-819.3,772.0,327.0,-453.0,377.6,-961.5,-134.9,-1224.0,-674.3,-1494.1,81.3,-717.2,-249.0,1718.0,,-854.6,,443.0,,389.8,-956.0,-468.5,,False,True,False,False,False,,False,False,,True,,False,False,False,False,False,False,True,False,False,False,True,False,True,False,,False,,False,,False,False,False,
US,1378735,1972671.0,1420766.8,1990802.0,1487022.0,2424305.0,1505608.0,1641128.0,1350144.7,1387826.0,1509019.0,,2120138.0,1227583.5,2008976.0,1425663.2,1722263.0,2196581.5,,1281159.3,994163.5,1330135.6,1658483.4,2016757.7,1351180.2,1739870.0,1059579.0,1729488.8,1165346.7,1550160.0,1803548.9,1578420.0,1175796.6,1516356.0,1504365.9,1661732.6,593936.0,42031.8,612067.0,108287.0,1045570.0,126873.0,262393.0,-28590.3,9091.0,130284.0,,741403.0,-151151.5,630241.0,46928.2,343528.0,817846.5,,-97575.7,-384571.5,-48599.4,279748.4,638022.7,-27554.8,361135.0,-319156.0,350753.8,-213388.3,171425.0,424813.9,199685.0,-202938.4,137621.0,125630.9,282997.6,True,False,True,False,True,True,True,True,True,,False,True,False,True,True,False,,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
