,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,FDANIHASU-Sweight,IBF-TimeSeries,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-FDANIHASU-Sweight,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-FDANIHASU-Sweight,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
18181,249,450.0,164.0,,,,,,379.0,69.0,360.2,213.0,,555.3,,,201.0,-85.0,,,,,,130.0,-180.0,111.2,-36.0,,306.3,,,True,,,,,,True,True,True,True,,False,,
18183,439,900.0,535.0,,,,,,536.0,192.5,526.7,780.0,,512.3,,,461.0,96.0,,,,,,97.0,-246.5,87.7,341.0,,73.3,,,True,,,,,,True,True,True,True,,True,,
19001,120,60.0,24.0,,,,,,86.0,12.8,75.6,16.0,,,,,-60.0,-96.0,,,,,,-34.0,-107.2,-44.4,-104.0,,,,,False,,,,,,True,False,True,False,,,,
19003,20,24.0,6.0,,,,,,46.0,2.9,29.2,2.0,,,,,4.0,-14.0,,,,,,26.0,-17.1,9.2,-18.0,,,,,False,,,,,,False,False,False,False,,,,
19005,139,246.0,42.0,,,,,,192.0,32.9,112.6,144.0,,,,,107.0,-97.0,,,,,,53.0,-106.1,-26.4,5.0,,,,,True,,,,,,True,True,True,True,,,,
19007,109,168.0,91.0,,,,,,171.0,29.4,168.7,134.0,,,,,59.0,-18.0,,,,,,62.0,-79.6,59.7,25.0,,,,,True,,,,,,False,False,False,True,,,,
19009,57,66.0,10.0,,,,,,70.0,4.3,37.8,25.0,,,,,9.0,-47.0,,,,,,13.0,-52.7,-19.2,-32.0,,,,,False,,,,,,False,False,False,False,,,,
19011,281,270.0,168.0,,,,,,297.0,31.8,209.2,253.0,,454.0,,,-11.0,-113.0,,,,,,16.0,-249.2,-71.8,-28.0,,173.0,,,False,,,,,,False,False,False,False,,False,,
19013,894,2568.0,4100.0,,,,,,1645.0,471.7,1416.3,2240.5,,1732.2,1528.0,,1674.0,3206.0,,,,,,751.0,-422.3,522.3,1346.5,,838.2,634.0,,False,,,,,,True,True,True,True,,True,True,
19015,216,390.0,64.0,,,,,,285.0,48.5,303.5,280.0,,410.0,,,174.0,-152.0,,,,,,69.0,-167.5,87.5,64.0,,194.0,,,True,,,,,,True,True,True,True,,False,,
19017,208,468.0,517.0,,,,,,296.0,103.6,316.9,306.5,,642.2,,,260.0,309.0,,,,,,88.0,-104.4,108.9,98.5,,434.2,,,False,,,,,,True,True,True,True,,False,,
19019,158,240.0,93.0,,,,,,253.0,48.1,203.0,219.0,,,,,82.0,-65.0,,,,,,95.0,-109.9,45.0,61.0,,,,,True,,,,,,False,False,True,True,,,,
19021,171,282.0,390.0,,,,,,206.0,27.7,238.1,119.0,,238.8,,,111.0,219.0,,,,,,35.0,-143.3,67.1,-52.0,,67.8,,,False,,,,,,True,False,True,True,,True,,
19023,84,270.0,100.0,,,,,,144.0,36.4,180.3,207.5,,,,,186.0,16.0,,,,,,60.0,-47.6,96.3,123.5,,,,,True,,,,,,True,True,True,True,,,,
19025,62,84.0,5.0,,,,,,91.0,8.3,87.3,73.0,,,,,22.0,-57.0,,,,,,29.0,-53.7,25.3,11.0,,,,,False,,,,,,False,False,False,True,,,,
19027,88,312.0,52.0,,,,,,244.0,28.8,273.0,187.0,,,,,224.0,-36.0,,,,,,156.0,-59.2,185.0,99.0,,,,,True,,,,,,True,True,True,True,,,,
19029,148,138.0,26.0,,,,,,149.0,24.1,112.9,136.0,,,,,-10.0,-122.0,,,,,,1.0,-123.9,-35.1,-12.0,,,,,False,,,,,,True,False,False,False,,,,
19031,174,246.0,141.0,,,,,,178.0,123.9,188.9,221.0,,,,,72.0,-33.0,,,,,,4.0,-50.1,14.9,47.0,,,,,True,,,,,,True,True,True,True,,,,
19033,288,576.0,509.0,,,,,,579.0,124.2,541.9,583.0,,624.7,,,288.0,221.0,,,,,,291.0,-163.8,253.9,295.0,,336.7,,,True,,,,,,False,True,True,False,,False,,
19035,62,114.0,38.0,,,,,,107.0,18.1,138.6,39.0,,,,,52.0,-24.0,,,,,,45.0,-43.9,76.6,-23.0,,,,,True,,,,,,True,True,False,True,,,,
19037,62,192.0,154.0,,,,,,146.0,17.7,101.6,125.0,,,,,130.0,92.0,,,,,,84.0,-44.3,39.6,63.0,,,,,True,,,,,,True,True,True,True,,,,
19039,141,174.0,36.0,,,,,,130.0,42.8,173.9,137.0,,,,,33.0,-105.0,,,,,,-11.0,-98.2,32.9,-4.0,,,,,False,,,,,,True,False,True,True,,,,
19041,124,360.0,514.0,,,,,,163.0,43.0,181.3,425.5,,,,,236.0,390.0,,,,,,39.0,-81.0,57.3,301.5,,,,,False,,,,,,True,True,True,False,,,,
19043,65,186.0,41.0,,,,,,191.0,14.3,185.9,89.0,,,,,121.0,-24.0,,,,,,126.0,-50.7,120.9,24.0,,,,,True,,,,,,False,True,True,True,,,,
19045,449,564.0,377.0,,,,,,446.0,77.7,542.2,363.0,,929.7,,,115.0,-72.0,,,,,,-3.0,-371.3,93.2,-86.0,,480.7,,,True,,,,,,True,False,True,True,,False,,
19047,200,372.0,221.0,,,,,,200.0,25.8,239.4,316.5,,169.5,,,172.0,21.0,,,,,,0.0,-174.2,39.4,116.5,,-30.5,,,True,,,,,,True,False,True,True,,True,,
19049,1148,1596.0,544.0,,,,,,957.0,246.0,1209.3,1109.0,,1209.4,,,448.0,-604.0,,,,,,-191.0,-902.0,61.3,-39.0,,61.4,,,False,,,,,,True,False,True,True,,True,,
19051,65,84.0,12.0,,,,,,110.0,6.4,79.8,56.0,,,,,19.0,-53.0,,,,,,45.0,-58.6,14.8,-9.0,,,,,False,,,,,,False,False,True,True,,,,
19053,75,108.0,21.0,,,,,,100.0,19.7,73.0,72.0,,,,,33.0,-54.0,,,,,,25.0,-55.3,-2.0,-3.0,,,,,False,,,,,,True,False,True,True,,,,
19055,102,228.0,225.0,,,,,,198.0,43.9,138.0,258.0,,,,,126.0,123.0,,,,,,96.0,-58.1,36.0,156.0,,,,,True,,,,,,True,True,True,False,,,,
19057,336,858.0,1709.0,,,,,,748.0,76.4,572.4,410.5,,619.9,,,522.0,1373.0,,,,,,412.0,-259.6,236.4,74.5,,283.9,,,False,,,,,,True,True,True,True,,True,,
19059,159,246.0,108.0,,,,,,171.0,23.3,190.3,114.0,,,,,87.0,-51.0,,,,,,12.0,-135.7,31.3,-45.0,,,,,True,,,,,,True,False,True,True,,,,
19061,835,1890.0,1115.0,,,,,,1124.0,173.8,999.5,1453.0,,1010.6,,,1055.0,280.0,,,,,,289.0,-661.2,164.5,618.0,,175.6,,,True,,,,,,True,True,True,True,,True,,
19063,45,60.0,21.0,,,,,,95.0,6.9,107.5,23.0,,,,,15.0,-24.0,,,,,,50.0,-38.1,62.5,-22.0,,,,,False,,,,,,False,False,False,False,,,,
19065,134,384.0,248.0,,,,,,248.0,109.0,267.7,295.0,,,,,250.0,114.0,,,,,,114.0,-25.0,133.7,161.0,,,,,True,,,,,,True,True,True,True,,,,
19067,67,210.0,104.0,,,,,,177.0,38.0,140.2,183.0,,,,,143.0,37.0,,,,,,110.0,-29.0,73.2,116.0,,,,,True,,,,,,True,True,True,True,,,,
19069,64,126.0,35.0,,,,,,116.0,24.3,127.7,86.0,,,,,62.0,-29.0,,,,,,52.0,-39.7,63.7,22.0,,,,,True,,,,,,True,True,False,True,,,,
19071,37,126.0,13.0,,,,,,82.0,50.0,54.1,66.0,,,,,89.0,-24.0,,,,,,45.0,13.0,17.1,29.0,,,,,True,,,,,,True,True,True,True,,,,
19073,34,54.0,5.0,,,,,,83.0,32.9,59.8,42.0,,,,,20.0,-29.0,,,,,,49.0,-1.1,25.8,8.0,,,,,False,,,,,,False,True,False,True,,,,
19075,99,150.0,79.0,,,,,,144.0,26.9,155.1,94.0,,,,,51.0,-20.0,,,,,,45.0,-72.1,56.1,-5.0,,,,,True,,,,,,True,False,False,True,,,,
19077,54,120.0,21.0,,,,,,105.0,12.3,94.0,81.0,,,,,66.0,-33.0,,,,,,51.0,-41.7,40.0,27.0,,,,,True,,,,,,True,True,True,True,,,,
19079,118,264.0,85.0,,,,,,154.0,56.2,175.4,223.0,,,,,146.0,-33.0,,,,,,36.0,-61.8,57.4,105.0,,,,,True,,,,,,True,True,True,True,,,,
19081,68,162.0,27.0,,,,,,114.0,21.7,97.4,138.0,,,,,94.0,-41.0,,,,,,46.0,-46.3,29.4,70.0,,,,,True,,,,,,True,True,True,True,,,,
19083,134,180.0,36.0,,,,,,183.0,19.2,130.5,149.0,,,,,46.0,-98.0,,,,,,49.0,-114.8,-3.5,15.0,,,,,False,,,,,,False,False,True,True,,,,
19085,99,222.0,61.0,,,,,,136.0,34.7,146.9,180.0,,,,,123.0,-38.0,,,,,,37.0,-64.3,47.9,81.0,,,,,True,,,,,,True,True,True,True,,,,
19087,131,246.0,187.0,,,,,,192.0,28.2,198.7,173.0,,320.8,,,115.0,56.0,,,,,,61.0,-102.8,67.7,42.0,,189.8,,,True,,,,,,True,True,True,True,,False,,
19089,142,180.0,36.0,,,,,,115.0,36.4,115.7,106.0,,,,,38.0,-106.0,,,,,,-27.0,-105.6,-26.3,-36.0,,,,,False,,,,,,True,False,True,True,,,,
19091,71,144.0,32.0,,,,,,109.0,16.0,83.4,104.0,,,,,73.0,-39.0,,,,,,38.0,-55.0,12.4,33.0,,,,,True,,,,,,True,True,True,True,,,,
19093,63,126.0,,,,,,,79.0,14.4,61.3,96.0,,,,,63.0,,,,,,,16.0,-48.6,-1.7,33.0,,,,,,,,,,,True,True,True,True,,,,
19095,130,294.0,465.0,,,,,,175.0,59.0,149.9,228.0,,,,,164.0,335.0,,,,,,45.0,-71.0,19.9,98.0,,,,,False,,,,,,True,True,True,True,,,,
19097,154,246.0,164.0,,,,,,158.0,42.9,183.0,160.0,,,,,92.0,10.0,,,,,,4.0,-111.1,29.0,6.0,,,,,True,,,,,,True,False,True,True,,,,
19099,561,720.0,613.0,,,,,,406.0,174.1,604.3,711.5,,400.4,,,159.0,52.0,,,,,,-155.0,-386.9,43.3,150.5,,-160.6,,,True,,,,,,True,False,True,True,,False,,
19101,68,156.0,32.0,,,,,,176.0,16.7,151.4,65.0,,,,,88.0,-36.0,,,,,,108.0,-51.3,83.4,-3.0,,,,,True,,,,,,False,True,True,True,,,,
19103,885,1584.0,1035.0,,,,,,1534.0,365.5,1386.3,1213.0,,1062.9,764.0,,699.0,150.0,,,,,,649.0,-519.5,501.3,328.0,,177.9,-121.0,,True,,,,,,True,True,True,True,,True,True,
19105,106,300.0,,,,,,,227.0,23.2,178.5,235.0,,767.1,,,194.0,,,,,,,121.0,-82.8,72.5,129.0,,661.1,,,,,,,,,True,True,True,True,,False,,
19107,67,120.0,16.0,,,,,,123.0,12.7,65.0,54.0,,,,,53.0,-51.0,,,,,,56.0,-54.3,-2.0,-13.0,,,,,True,,,,,,False,False,True,True,,,,
19109,203,480.0,140.0,,,,,,150.0,78.1,225.2,435.0,,,,,277.0,-63.0,,,,,,-53.0,-124.9,22.2,232.0,,,,,True,,,,,,True,True,True,True,,,,
19111,305,636.0,553.0,,,,,,358.0,74.9,460.5,602.0,,474.5,,,331.0,248.0,,,,,,53.0,-230.1,155.5,297.0,,169.5,,,True,,,,,,True,True,True,True,,True,,
19113,1476,2184.0,3248.0,,,,,,2574.0,344.1,2184.1,1837.0,,3603.4,1278.0,,708.0,1772.0,,,,,,1098.0,-1131.9,708.1,361.0,,2127.4,-198.0,,False,,,,,,False,False,False,True,,False,True,
19115,65,126.0,23.0,,,,,,112.0,11.7,103.7,55.0,,,,,61.0,-42.0,,,,,,47.0,-53.3,38.7,-10.0,,,,,True,,,,,,True,True,True,True,,,,
19117,56,120.0,11.0,,,,,,139.0,4.4,88.3,40.0,,,,,64.0,-45.0,,,,,,83.0,-51.6,32.3,-16.0,,,,,True,,,,,,False,True,True,True,,,,
19119,82,234.0,115.0,,,,,,97.0,24.3,138.6,178.0,,,,,152.0,33.0,,,,,,15.0,-57.7,56.6,96.0,,,,,True,,,,,,True,True,True,True,,,,
19121,196,300.0,60.0,,,,,,190.0,72.2,258.4,250.0,,,,,104.0,-136.0,,,,,,-6.0,-123.8,62.4,54.0,,,,,False,,,,,,True,False,True,True,,,,
19123,181,414.0,313.0,,,,,,279.0,58.6,256.9,338.0,,,,,233.0,132.0,,,,,,98.0,-122.4,75.9,157.0,,,,,True,,,,,,True,True,True,True,,,,
19125,326,432.0,246.0,,,,,,444.0,77.4,357.6,326.5,,356.5,,,106.0,-80.0,,,,,,118.0,-248.6,31.6,0.5,,30.5,,,True,,,,,,False,False,True,True,,True,,
19127,345,312.0,49.0,,,,,,555.0,29.7,389.3,172.0,,476.5,,,-33.0,-296.0,,,,,,210.0,-315.3,44.3,-173.0,,131.5,,,False,,,,,,False,False,False,False,,False,,
19129,100,150.0,30.0,,,,,,231.0,17.4,122.8,118.0,,,,,50.0,-70.0,,,,,,131.0,-82.6,22.8,18.0,,,,,False,,,,,,False,False,True,True,,,,
19131,42,72.0,22.0,,,,,,135.0,21.2,117.4,9.0,,,,,30.0,-20.0,,,,,,93.0,-20.8,75.4,-33.0,,,,,True,,,,,,False,True,False,False,,,,
19133,97,222.0,237.0,,,,,,73.0,40.3,128.0,308.0,,,,,125.0,140.0,,,,,,-24.0,-56.7,31.0,211.0,,,,,False,,,,,,True,True,True,False,,,,
19135,78,102.0,6.0,,,,,,116.0,11.9,124.8,17.0,,,,,24.0,-72.0,,,,,,38.0,-66.1,46.8,-61.0,,,,,False,,,,,,False,False,False,False,,,,
19137,86,258.0,71.0,,,,,,114.0,46.3,116.8,212.0,,,,,172.0,-15.0,,,,,,28.0,-39.7,30.8,126.0,,,,,True,,,,,,True,True,True,True,,,,
19139,305,582.0,464.0,,,,,,421.0,133.1,411.1,408.0,,811.1,,,277.0,159.0,,,,,,116.0,-171.9,106.1,103.0,,506.1,,,True,,,,,,True,True,True,True,,False,,
19141,128,144.0,25.0,,,,,,120.0,16.0,149.1,82.0,,,,,16.0,-103.0,,,,,,-8.0,-112.0,21.1,-46.0,,,,,False,,,,,,True,False,False,False,,,,
19143,36,78.0,4.0,,,,,,62.0,8.7,38.7,30.0,,,,,42.0,-32.0,,,,,,26.0,-27.3,2.7,-6.0,,,,,True,,,,,,True,True,True,True,,,,
19145,317,162.0,0.0,,,,,,182.0,13.4,133.8,152.0,,,,,-155.0,-317.0,,,,,,-135.0,-303.6,-183.2,-165.0,,,,,False,,,,,,True,False,False,False,,,,
19147,100,96.0,22.0,,,,,,92.0,10.9,87.1,71.0,,,,,-4.0,-78.0,,,,,,-8.0,-89.1,-12.9,-29.0,,,,,False,,,,,,False,False,False,False,,,,
19149,162,240.0,31.0,,,,,,176.0,21.4,239.5,178.0,,284.0,,,78.0,-131.0,,,,,,14.0,-140.6,77.5,16.0,,122.0,,,False,,,,,,True,False,True,True,,False,,
19151,28,54.0,12.0,,,,,,56.0,1.9,60.8,14.0,,,,,26.0,-16.0,,,,,,28.0,-26.1,32.8,-14.0,,,,,True,,,,,,False,False,False,True,,,,
19153,5329,8550.0,14857.0,,,,,,6082.0,1504.0,6493.8,6839.5,,6353.8,4591.0,,3221.0,9528.0,,,,,,753.0,-3825.0,1164.8,1510.5,,1024.8,-738.0,,False,,,,,,True,False,True,True,,True,True,
19155,751,1272.0,1148.0,,,,,,1062.0,159.3,979.0,999.0,,417.9,,,521.0,397.0,,,,,,311.0,-591.7,228.0,248.0,,-333.1,,,True,,,,,,True,False,True,True,,True,,
19157,131,156.0,40.0,,,,,,211.0,34.6,168.5,103.0,,,,,25.0,-91.0,,,,,,80.0,-96.4,37.5,-28.0,,,,,False,,,,,,False,False,False,False,,,,
19159,58,132.0,14.0,,,,,,80.0,17.6,61.2,87.0,,,,,74.0,-44.0,,,,,,22.0,-40.4,3.2,29.0,,,,,True,,,,,,True,True,True,True,,,,
19161,70,108.0,16.0,,,,,,100.0,12.7,88.8,59.0,,,,,38.0,-54.0,,,,,,30.0,-57.3,18.8,-11.0,,,,,False,,,,,,True,False,True,True,,,,
19163,1330,2892.0,6402.0,,,,,,1583.0,345.8,1835.9,2327.5,,3947.9,2282.0,,1562.0,5072.0,,,,,,253.0,-984.2,505.9,997.5,,2617.9,952.0,,False,,,,,,True,True,True,True,,False,True,
19165,125,246.0,3.0,,,,,,130.0,25.3,125.7,206.0,,,,,121.0,-122.0,,,,,,5.0,-99.7,0.7,81.0,,,,,False,,,,,,True,True,True,True,,,,
19167,207,378.0,208.0,,,,,,295.0,31.4,380.2,227.0,,267.6,,,171.0,1.0,,,,,,88.0,-175.6,173.2,20.0,,60.6,,,True,,,,,,True,False,False,True,,True,,
19169,856,960.0,197.0,,,,,,979.0,176.4,1222.1,690.5,,920.5,,,104.0,-659.0,,,,,,123.0,-679.6,366.1,-165.5,,64.5,,,False,,,,,,False,False,False,False,,True,,
19171,129,270.0,69.0,,,,,,168.0,37.5,204.3,204.0,,,,,141.0,-60.0,,,,,,39.0,-91.5,75.3,75.0,,,,,True,,,,,,True,True,True,True,,,,
19173,44,48.0,9.0,,,,,,81.0,2.5,52.1,34.0,,,,,4.0,-35.0,,,,,,37.0,-41.5,8.1,-10.0,,,,,False,,,,,,False,False,False,False,,,,
19175,84,174.0,20.0,,,,,,178.0,15.7,85.4,172.0,,,,,90.0,-64.0,,,,,,94.0,-68.3,1.4,88.0,,,,,True,,,,,,False,True,True,True,,,,
19177,40,48.0,7.0,,,,,,102.0,10.7,61.6,39.0,,,,,8.0,-33.0,,,,,,62.0,-29.3,21.6,-1.0,,,,,False,,,,,,False,False,False,True,,,,
19179,560,540.0,165.0,,,,,,519.0,139.2,467.9,518.0,,447.8,,,-20.0,-395.0,,,,,,-41.0,-420.8,-92.1,-42.0,,-112.2,,,False,,,,,,False,False,False,False,,False,,
19181,571,1230.0,708.0,,,,,,633.0,299.1,811.1,1174.0,,505.7,,,659.0,137.0,,,,,,62.0,-271.9,240.1,603.0,,-65.3,,,True,,,,,,True,True,True,True,,True,,
19183,170,522.0,327.0,,,,,,234.0,48.3,310.5,432.0,,511.4,,,352.0,157.0,,,,,,64.0,-121.7,140.5,262.0,,341.4,,,True,,,,,,True,True,True,True,,True,,
19185,53,30.0,0.0,,,,,,91.0,0.6,44.6,1.0,,,,,-23.0,-53.0,,,,,,38.0,-52.4,-8.4,-52.0,,,,,False,,,,,,False,False,True,False,,,,
19187,238,276.0,69.0,,,,,,388.0,55.8,350.8,225.0,,,,,38.0,-169.0,,,,,,150.0,-182.2,112.8,-13.0,,,,,False,,,,,,False,False,False,True,,,,
19189,88,210.0,14.0,,,,,,106.0,33.4,126.7,153.0,,,,,122.0,-74.0,,,,,,18.0,-54.6,38.7,65.0,,,,,True,,,,,,True,True,True,True,,,,
19191,228,360.0,379.0,,,,,,244.0,127.6,246.1,304.0,,,,,132.0,151.0,,,,,,16.0,-100.4,18.1,76.0,,,,,False,,,,,,True,True,True,True,,,,
19193,736,996.0,651.0,,,,,,925.0,112.9,1004.3,748.5,,1123.7,,,260.0,-85.0,,,,,,189.0,-623.1,268.3,12.5,,387.7,,,True,,,,,,True,False,False,True,,False,,
19195,49,120.0,32.0,,,,,,72.0,29.0,97.8,68.0,,,,,71.0,-17.0,,,,,,23.0,-20.0,48.8,19.0,,,,,True,,,,,,True,True,True,True,,,,
19197,80,234.0,26.0,,,,,,136.0,39.7,174.9,200.0,,,,,154.0,-54.0,,,,,,56.0,-40.3,94.9,120.0,,,,,True,,,,,,True,True,True,True,,,,
20001,262,330.0,116.0,,,,,,309.0,183.2,183.8,390.0,,,,,68.0,-146.0,,,,,,47.0,-78.8,-78.2,128.0,,,,,False,,,,,,True,False,False,False,,,,
20003,77,216.0,52.0,,,,,,261.0,56.1,127.0,304.0,,,,,139.0,-25.0,,,,,,184.0,-20.9,50.0,227.0,,,,,True,,,,,,False,True,True,False,,,,
20005,135,276.0,134.0,,,,,,320.0,56.7,185.1,285.0,,,,,141.0,-1.0,,,,,,185.0,-78.3,50.1,150.0,,,,,True,,,,,,False,True,True,False,,,,
20007,18,102.0,20.0,,,,,,80.0,23.4,39.4,109.0,,,,,84.0,2.0,,,,,,62.0,5.4,21.4,91.0,,,,,True,,,,,,True,True,True,False,,,,
20009,110,366.0,185.0,,,,,,415.0,96.1,270.4,486.0,,532.3,,,256.0,75.0,,,,,,305.0,-13.9,160.4,376.0,,422.3,,,True,,,,,,False,True,True,False,,False,,
20011,104,198.0,48.0,,,,,,418.0,121.2,176.3,431.0,,,,,94.0,-56.0,,,,,,314.0,17.2,72.3,327.0,,,,,True,,,,,,False,True,True,False,,,,
20013,58,114.0,27.0,,,,,,201.0,22.7,102.1,224.0,,,,,56.0,-31.0,,,,,,143.0,-35.3,44.1,166.0,,,,,True,,,,,,False,True,True,False,,,,
20015,651,1464.0,311.0,,,,,,1524.0,574.0,1079.5,2193.0,,1535.3,,,813.0,-340.0,,,,,,873.0,-77.0,428.5,1542.0,,884.3,,,True,,,,,,False,True,True,False,,False,,
20017,21,48.0,,,,,,,69.0,9.1,14.7,24.0,,,,,27.0,,,,,,,48.0,-11.9,-6.3,3.0,,,,,,,,,,,False,True,True,True,,,,
20019,35,48.0,8.0,,,,,,103.0,4.9,25.9,100.0,,,,,13.0,-27.0,,,,,,68.0,-30.1,-9.1,65.0,,,,,False,,,,,,False,False,True,False,,,,
20021,266,426.0,95.0,,,,,,681.0,98.6,346.7,657.0,,,,,160.0,-171.0,,,,,,415.0,-167.4,80.7,391.0,,,,,False,,,,,,False,False,True,False,,,,
20023,21,36.0,,,,,,,51.0,3.8,29.8,89.0,,,,,15.0,,,,,,,30.0,-17.2,8.8,68.0,,,,,,,,,,,False,False,True,False,,,,
20025,21,54.0,,,,,,,37.0,29.3,19.3,48.0,,,,,33.0,,,,,,,16.0,8.3,-1.7,27.0,,,,,,,,,,,True,True,True,True,,,,
20027,62,108.0,31.0,,,,,,179.0,76.2,83.6,211.0,,,,,46.0,-31.0,,,,,,117.0,14.2,21.6,149.0,,,,,True,,,,,,False,True,True,False,,,,
20029,30,132.0,15.0,,,,,,174.0,135.2,84.8,155.0,,,,,102.0,-15.0,,,,,,144.0,105.2,54.8,125.0,,,,,True,,,,,,False,False,True,False,,,,
20031,108,174.0,24.0,,,,,,214.0,50.3,80.7,175.0,,,,,66.0,-84.0,,,,,,106.0,-57.7,-27.3,67.0,,,,,False,,,,,,False,True,True,False,,,,
20033,8,0.0,0.0,,,,,,29.0,12.2,3.4,12.0,,,,,-8.0,-8.0,,,,,,21.0,4.2,-4.6,4.0,,,,,False,,,,,,False,True,True,True,,,,
20035,575,942.0,231.0,,,,,,941.0,320.9,551.9,1196.0,,,,,367.0,-344.0,,,,,,366.0,-254.1,-23.1,621.0,,,,,True,,,,,,True,True,True,False,,,,
20037,481,774.0,160.0,,,,,,1034.0,184.7,553.7,1139.5,,,,,293.0,-321.0,,,,,,553.0,-296.3,72.7,658.5,,,,,False,,,,,,False,False,True,False,,,,
20039,11,42.0,,,,,,,49.0,20.8,18.3,23.0,,,,,31.0,,,,,,,38.0,9.8,7.3,12.0,,,,,,,,,,,False,True,True,True,,,,
20041,147,462.0,250.0,,,,,,404.0,167.0,264.7,571.0,,,,,315.0,103.0,,,,,,257.0,20.0,117.7,424.0,,,,,True,,,,,,True,True,True,False,,,,
20043,88,126.0,32.0,,,,,,137.0,34.5,92.9,242.0,,,,,38.0,-56.0,,,,,,49.0,-53.5,4.9,154.0,,,,,False,,,,,,False,False,True,False,,,,
20045,861,2088.0,1877.0,,,,,,2407.0,491.9,1351.5,2028.5,,3634.8,,,1227.0,1016.0,,,,,,1546.0,-369.1,490.5,1167.5,,2773.8,,,True,,,,,,False,True,True,True,,False,,
20047,21,6.0,0.0,,,,,,43.0,5.1,10.0,18.0,,,,,-15.0,-21.0,,,,,,22.0,-15.9,-11.0,-3.0,,,,,False,,,,,,False,False,True,True,,,,
20049,22,36.0,0.0,,,,,,67.0,9.0,15.4,71.0,,,,,14.0,-22.0,,,,,,45.0,-13.0,-6.6,49.0,,,,,False,,,,,,False,True,True,False,,,,
20051,267,390.0,414.0,,,,,,358.0,104.7,257.0,405.0,,,,,123.0,147.0,,,,,,91.0,-162.3,-10.0,138.0,,,,,False,,,,,,True,False,True,False,,,,
20053,60,108.0,9.0,,,,,,109.0,28.5,73.6,184.0,,,,,48.0,-51.0,,,,,,49.0,-31.5,13.6,124.0,,,,,False,,,,,,False,True,True,False,,,,
20055,156,354.0,164.0,,,,,,676.0,120.4,422.4,297.0,,194.5,,,198.0,8.0,,,,,,520.0,-35.6,266.4,141.0,,38.5,,,True,,,,,,False,True,False,True,,True,,
20057,168,258.0,57.0,,,,,,638.0,46.7,430.0,490.0,,232.9,,,90.0,-111.0,,,,,,470.0,-121.3,262.0,322.0,,64.9,,,False,,,,,,False,False,False,False,,True,,
20059,268,696.0,206.0,,,,,,653.0,71.6,338.4,791.5,,678.6,,,428.0,-62.0,,,,,,385.0,-196.4,70.4,523.5,,410.6,,,True,,,,,,True,True,True,False,,True,,
20061,471,906.0,198.0,,,,,,776.0,1151.5,678.9,1054.0,,570.5,,,435.0,-273.0,,,,,,305.0,680.5,207.9,583.0,,99.5,,,True,,,,,,True,False,True,False,,True,,
20063,26,18.0,0.0,,,,,,35.0,48.6,17.0,35.0,,,,,-8.0,-26.0,,,,,,9.0,22.6,-9.0,9.0,,,,,False,,,,,,False,False,False,False,,,,
20065,13,72.0,,,,,,,26.0,41.0,28.4,47.0,,,,,59.0,,,,,,,13.0,28.0,15.4,34.0,,,,,,,,,,,True,True,True,True,,,,
20067,29,36.0,0.0,,,,,,187.0,13.4,31.5,53.0,,,,,7.0,-29.0,,,,,,158.0,-15.6,2.5,24.0,,,,,False,,,,,,False,False,True,False,,,,
20069,15,66.0,5.0,,,,,,76.0,25.9,39.7,61.0,,,,,51.0,-10.0,,,,,,61.0,10.9,24.7,46.0,,,,,True,,,,,,False,True,True,True,,,,
20071,1,18.0,0.0,,,,,,30.0,6.6,7.6,12.0,,,,,17.0,-1.0,,,,,,29.0,5.6,6.6,11.0,,,,,True,,,,,,False,True,True,True,,,,
20073,35,132.0,18.0,,,,,,192.0,214.6,55.6,134.0,,,,,97.0,-17.0,,,,,,157.0,179.6,20.6,99.0,,,,,True,,,,,,False,False,True,False,,,,
20075,4,12.0,0.0,,,,,,62.0,0.5,11.4,23.0,,,,,8.0,-4.0,,,,,,58.0,-3.5,7.4,19.0,,,,,True,,,,,,False,True,True,False,,,,
20077,47,270.0,0.0,,,,,,113.0,590.8,121.2,182.0,,,,,223.0,-47.0,,,,,,66.0,543.8,74.2,135.0,,,,,True,,,,,,True,False,True,True,,,,
