,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UpstateSU-GRU
16019,860,532.0,,523.3,,496.0,744.0,439.0,,,,,507.3,,352.2,,,545.0,137.0,,515.7,335.0,,211.0,344.2,,,,909.0,1197.0,,,,,,587.6,,,,591.5,-328.0,,-336.7,,-364.0,-116.0,-421.0,,,,,-352.7,,-507.8,,,-315.0,-723.0,,-344.3,-525.0,,-649.0,-515.8,,,,49.0,337.0,,,,,,-272.4,,,,-268.5,,False,,False,True,False,,,,,False,,False,,,True,False,,False,False,,False,False,,,,True,False,,,,,,True,,,,True
16021,68,104.0,,73.4,,66.0,62.0,61.0,,,,,44.6,,164.8,,,106.0,18.4,,57.9,,,46.0,66.0,,,,94.0,64.5,,,,,,,,,,108.2,36.0,,5.4,,-2.0,-6.0,-7.0,,,,,-23.4,,96.8,,,38.0,-49.6,,-10.1,,,-22.0,-2.0,,,,26.0,-3.5,,,,,,,,,,40.2,,True,,True,True,True,,,,,True,,False,,,False,False,,True,,,True,True,,,,True,True,,,,,,,,,,False
16023,15,4.0,,3.7,,4.0,11.0,0.0,,,,,11.0,,9.1,,,8.0,2.8,,6.7,,,15.0,1.0,,,,15.0,36.7,,,,,,,,,,,-11.0,,-11.3,,-11.0,-4.0,-15.0,,,,,-4.0,,-5.9,,,-7.0,-12.2,,-8.3,,,0.0,-14.0,,,,0.0,21.7,,,,,,,,,,,,False,,False,True,False,,,,,True,,True,,,True,False,,True,,,True,False,,,,True,False,,,,,,,,,,
16025,3,8.0,,7.6,,4.0,11.0,0.0,,,,,3.4,,4.1,,,4.0,101.1,,8.7,,,7.0,2.1,,,,5.0,23.7,,,,,,,,,,,5.0,,4.6,,1.0,8.0,-3.0,,,,,0.4,,1.1,,,1.0,98.1,,5.7,,,4.0,-0.9,,,,2.0,20.7,,,,,,,,,,,,True,,True,False,True,,,,,True,,True,,,True,False,,False,,,True,True,,,,True,False,,,,,,,,,,
16027,820,1252.0,,1148.7,2603.1,1114.0,1667.0,1407.0,,,,,1114.4,,756.7,,,1124.0,366.5,,1400.5,867.5,,728.0,843.0,,,,1479.0,1501.8,,,,,,2596.9,352.0,,,1459.6,432.0,,328.7,1783.1,294.0,847.0,587.0,,,,,294.4,,-63.3,,,304.0,-453.5,,580.5,47.5,,-92.0,23.0,,,,659.0,681.8,,,,,,1776.9,-468.0,,,639.6,,True,False,True,False,False,,,,,True,,True,,,True,False,,False,True,,True,True,,,,False,False,,,,,,False,False,,,False
16029,16,16.0,,14.8,,16.0,34.0,9.0,,,,,30.2,,20.4,,,28.0,2.9,,31.5,,,2.0,12.5,,,,40.0,107.2,,,,,,,,,,114.6,0.0,,-1.2,,0.0,18.0,-7.0,,,,,14.2,,4.4,,,12.0,-13.1,,15.5,,,-14.0,-3.5,,,,24.0,91.2,,,,,,,,,,98.6,,False,,True,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,,,,,,,,,,False
16031,71,136.0,,129.5,,114.0,176.0,109.0,,,,,117.0,,47.9,,,120.0,41.5,,128.7,,,40.0,88.9,,,,181.0,173.2,,,,,,51.7,,,,133.2,65.0,,58.5,,43.0,105.0,38.0,,,,,46.0,,-23.1,,,49.0,-29.5,,57.7,,,-31.0,17.9,,,,110.0,102.2,,,,,,-19.3,,,,62.2,,True,,True,False,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,False,False,,,,,,True,,,,True
16033,1,0.0,,0.0,,0.0,7.0,0.0,,,,,2.0,,1.4,,,12.0,183.6,,0.3,,,0.0,0.0,,,,6.0,4.5,,,,,,,,,,,-1.0,,-1.0,,-1.0,6.0,-1.0,,,,,1.0,,0.4,,,11.0,182.6,,-0.7,,,-1.0,-1.0,,,,5.0,3.5,,,,,,,,,,,,False,,False,False,False,,,,,False,,True,,,False,False,,True,,,False,True,,,,False,False,,,,,,,,,,
16035,23,32.0,,68.5,,34.0,34.0,55.0,,,,,39.1,,26.7,,,73.0,30.2,,48.2,,,0.0,32.9,,,,66.0,66.0,,,,,,,,,,,9.0,,45.5,,11.0,11.0,32.0,,,,,16.1,,3.7,,,50.0,7.2,,25.2,,,-23.0,9.9,,,,43.0,43.0,,,,,,,,,,,,False,,False,False,False,,,,,False,,True,,,False,True,,False,,,False,False,,,,False,False,,,,,,,,,,
16037,7,0.0,,0.0,,4.0,10.0,0.0,,,,,11.5,,13.3,,,5.0,0.3,,4.8,,,16.0,0.9,,,,20.0,20.9,,,,,,,,,,9.8,-7.0,,-7.0,,-3.0,3.0,-7.0,,,,,4.5,,6.3,,,-2.0,-6.7,,-2.2,,,9.0,-6.1,,,,13.0,13.9,,,,,,,,,,2.8,,True,,True,True,False,,,,,True,,True,,,True,True,,True,,,False,True,,,,False,False,,,,,,,,,,True
16039,80,140.0,,135.6,,80.0,98.0,69.0,,,,,70.7,,164.9,,,76.0,32.8,,81.2,,,50.0,76.3,,,,189.0,140.0,,,,,,,,,,131.2,60.0,,55.6,,0.0,18.0,-11.0,,,,,-9.3,,84.9,,,-4.0,-47.2,,1.2,,,-30.0,-3.7,,,,109.0,60.0,,,,,,,,,,51.2,,True,,True,True,True,,,,,True,,False,,,True,True,,True,,,True,True,,,,False,False,,,,,,,,,,True
16041,49,68.0,,73.9,,47.0,47.0,29.0,,,,,41.0,,63.1,,,59.0,37.7,,39.2,,,41.0,45.1,,,,60.0,72.4,,,,,,,,,,,19.0,,24.9,,-2.0,-2.0,-20.0,,,,,-8.0,,14.1,,,10.0,-11.3,,-9.8,,,-8.0,-3.9,,,,11.0,23.4,,,,,,,,,,,,False,,True,True,False,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,False,,,,,,,,,,
16043,70,60.0,,62.7,,52.0,54.0,27.0,,,,,43.2,,53.2,,,73.0,13.9,,42.0,,,35.0,40.3,,,,92.0,75.4,,,,,,,,,,94.2,-10.0,,-7.3,,-18.0,-16.0,-43.0,,,,,-26.8,,-16.8,,,3.0,-56.1,,-28.0,,,-35.0,-29.7,,,,22.0,5.4,,,,,,,,,,24.2,,True,,False,False,False,,,,,False,,False,,,True,False,,False,,,False,False,,,,False,True,,,,,,,,,,False
16045,37,88.0,,84.8,,79.0,78.0,67.0,,,,,70.0,,98.2,,,78.0,79.9,,79.3,,,44.0,68.9,,,,126.0,131.4,,,,,,,,,,109.0,51.0,,47.8,,42.0,41.0,30.0,,,,,33.0,,61.2,,,41.0,42.9,,42.3,,,7.0,31.9,,,,89.0,94.4,,,,,,,,,,72.0,,True,,True,True,True,,,,,True,,False,,,True,True,,True,,,True,True,,,,False,False,,,,,,,,,,False
16047,27,28.0,,28.5,,29.0,42.0,13.0,,,,,43.1,,40.0,,,47.0,22.4,,46.7,,,2.0,24.8,,,,113.0,79.9,,,,,,,,,,61.3,1.0,,1.5,,2.0,15.0,-14.0,,,,,16.1,,13.0,,,20.0,-4.6,,19.7,,,-25.0,-2.2,,,,86.0,52.9,,,,,,,,,,34.3,,False,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,,,,,,,,,,False
16049,15,24.0,,31.8,,27.0,39.0,5.0,,,,,44.0,,59.6,,,86.0,11.0,,30.6,,,9.0,20.5,,,,78.0,130.9,,,,,,,,,,66.0,9.0,,16.8,,12.0,24.0,-10.0,,,,,29.0,,44.6,,,71.0,-4.0,,15.6,,,-6.0,5.5,,,,63.0,115.9,,,,,,,,,,51.0,,False,,False,False,False,,,,,False,,False,,,False,True,,False,,,True,True,,,,False,False,,,,,,,,,,False
16051,193,184.0,,178.8,,138.0,145.0,110.0,,,,,104.3,,135.7,,,158.0,56.4,,84.7,,,93.0,123.0,,,,270.0,242.0,,,,,,,,,,165.7,-9.0,,-14.2,,-55.0,-48.0,-83.0,,,,,-88.7,,-57.3,,,-35.0,-136.6,,-108.3,,,-100.0,-70.0,,,,77.0,49.0,,,,,,,,,,-27.3,,False,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,,,,,,,,,,False
16053,58,136.0,,120.4,,113.0,116.0,117.0,,,,,104.9,,68.7,,,108.0,24.0,,92.0,,,48.0,76.1,,,,164.0,202.1,,,,,,139.9,,,,195.6,78.0,,62.4,,55.0,58.0,59.0,,,,,46.9,,10.7,,,50.0,-34.0,,34.0,,,-10.0,18.1,,,,106.0,144.1,,,,,,81.9,,,,137.6,,True,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,False,False,,,,,,False,,,,False
16055,769,1164.0,,1039.1,,1003.0,1302.0,1195.0,,,,,859.1,,813.0,,,1330.0,645.0,,1218.6,869.0,,375.0,805.5,,,,1153.0,1460.5,,,,,,2302.2,320.0,,,1266.9,395.0,,270.1,,234.0,533.0,426.0,,,,,90.1,,44.0,,,561.0,-124.0,,449.6,100.0,,-394.0,36.5,,,,384.0,691.5,,,,,,1533.2,-449.0,,,497.9,,True,,True,False,False,,,,,True,,True,,,False,True,,False,True,,True,True,,,,True,False,,,,,,False,False,,,False
16057,243,220.0,,226.1,,200.0,169.0,204.0,,,,,139.9,,140.9,,,238.0,131.2,,177.4,133.5,,103.0,139.6,,,,219.0,285.1,,,,,,,,,,241.2,-23.0,,-16.9,,-43.0,-74.0,-39.0,,,,,-103.1,,-102.1,,,-5.0,-111.8,,-65.6,-109.5,,-140.0,-103.4,,,,-24.0,42.1,,,,,,,,,,-1.8,,True,,False,False,False,,,,,False,,False,,,True,False,,False,False,,False,False,,,,False,False,,,,,,,,,,True
16059,19,28.0,,27.7,,17.0,28.0,,,,,,17.2,,35.9,,,26.0,0.7,,8.0,,,12.0,11.0,,,,52.0,21.2,,,,,,,,,,103.0,9.0,,8.7,,-2.0,9.0,,,,,,-1.8,,16.9,,,7.0,-18.3,,-11.0,,,-7.0,-8.0,,,,33.0,2.2,,,,,,,,,,84.0,,True,,True,False,,,,,,True,,False,,,True,False,,False,,,True,True,,,,False,True,,,,,,,,,,False
16061,7,20.0,,19.3,,19.0,17.0,0.0,,,,,15.9,,12.8,,,33.0,19.2,,11.1,,,23.0,10.0,,,,25.0,19.2,,,,,,,,,,15.2,13.0,,12.3,,12.0,10.0,-7.0,,,,,8.9,,5.8,,,26.0,12.2,,4.1,,,16.0,3.0,,,,18.0,12.2,,,,,,,,,,8.2,,True,,True,True,True,,,,,True,,True,,,False,True,,True,,,False,True,,,,False,True,,,,,,,,,,True
16063,7,12.0,,13.7,,15.0,23.0,0.0,,,,,19.7,,14.5,,,26.0,98.7,,15.7,,,0.0,11.0,,,,36.0,30.5,,,,,,,,,,70.8,5.0,,6.7,,8.0,16.0,-7.0,,,,,12.7,,7.5,,,19.0,91.7,,8.7,,,-7.0,4.0,,,,29.0,23.5,,,,,,,,,,63.8,,False,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,True,,,,False,False,,,,,,,,,,False
16065,442,544.0,,540.4,,360.0,414.0,261.0,,,,,274.5,,181.3,,,151.0,62.8,,331.2,240.5,,593.0,354.5,,,,465.0,767.1,,,,,,275.1,,,,641.1,102.0,,98.4,,-82.0,-28.0,-181.0,,,,,-167.5,,-260.7,,,-291.0,-379.2,,-110.8,-201.5,,151.0,-87.5,,,,23.0,325.1,,,,,,-166.9,,,,199.1,,True,,True,True,False,,,,,False,,False,,,False,False,,False,False,,False,True,,,,True,False,,,,,,False,,,,False
16067,41,72.0,,64.5,,68.0,91.0,0.0,,,,,109.8,,44.7,,,106.0,33.4,,103.5,,,27.0,51.5,,,,159.0,134.1,,,,,,45.1,,,,107.7,31.0,,23.5,,27.0,50.0,-41.0,,,,,68.8,,3.7,,,65.0,-7.6,,62.5,,,-14.0,10.5,,,,118.0,93.1,,,,,,4.1,,,,66.7,,True,,True,False,False,,,,,False,,True,,,False,True,,False,,,True,True,,,,False,False,,,,,,True,,,,False
16069,61,84.0,,91.5,,88.0,121.0,74.0,,,,,139.2,,127.7,,,263.0,74.2,,102.0,65.5,,46.0,70.1,,,,177.0,247.6,,,,,,169.5,,,,249.5,23.0,,30.5,,27.0,60.0,13.0,,,,,78.2,,66.7,,,202.0,13.2,,41.0,4.5,,-15.0,9.1,,,,116.0,186.6,,,,,,108.5,,,,188.5,,False,,False,False,True,,,,,False,,False,,,False,True,,False,True,,True,True,,,,False,False,,,,,,False,,,,False
16071,17,8.0,,7.3,,9.0,13.0,0.0,,,,,17.2,,19.7,,,12.0,43.7,,18.6,,,0.0,9.5,,,,25.0,36.4,,,,,,,,,,,-9.0,,-9.7,,-8.0,-4.0,-17.0,,,,,0.2,,2.7,,,-5.0,26.7,,1.6,,,-17.0,-7.5,,,,8.0,19.4,,,,,,,,,,,,False,,True,True,False,,,,,True,,True,,,True,False,,True,,,False,True,,,,True,False,,,,,,,,,,
16073,39,40.0,,38.6,,35.0,35.0,0.0,,,,,35.5,,69.8,,,64.0,7.8,,28.4,,,0.0,25.6,,,,74.0,52.2,,,,,,,,,,49.3,1.0,,-0.4,,-4.0,-4.0,-39.0,,,,,-3.5,,30.8,,,25.0,-31.2,,-10.6,,,-39.0,-13.4,,,,35.0,13.2,,,,,,,,,,10.3,,True,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,,,,,,,,,,False
16075,40,112.0,,96.0,,99.0,132.0,67.0,,,,,100.8,,83.8,,,115.0,28.0,,111.4,,,46.0,76.2,,,,154.0,197.2,,,,,,151.4,,,,123.4,72.0,,56.0,,59.0,92.0,27.0,,,,,60.8,,43.8,,,75.0,-12.0,,71.4,,,6.0,36.2,,,,114.0,157.2,,,,,,111.4,,,,83.4,,True,,True,False,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,False,False,,,,,,False,,,,False
16077,18,40.0,,44.6,,38.0,41.0,28.0,,,,,33.4,,25.7,,,30.0,112.8,,30.2,,,24.0,30.6,,,,62.0,68.9,,,,,,,,,,75.0,22.0,,26.6,,20.0,23.0,10.0,,,,,15.4,,7.7,,,12.0,94.8,,12.2,,,6.0,12.6,,,,44.0,50.9,,,,,,,,,,57.0,,False,,True,False,True,,,,,True,,True,,,True,False,,True,,,True,True,,,,False,False,,,,,,,,,,False
16079,35,52.0,,49.9,,46.0,47.0,31.0,,,,,47.7,,65.5,,,80.0,46.8,,54.4,,,6.0,39.8,,,,83.0,76.9,,,,,,,,,,,17.0,,14.9,,11.0,12.0,-4.0,,,,,12.7,,30.5,,,45.0,11.8,,19.4,,,-29.0,4.8,,,,48.0,41.9,,,,,,,,,,,,True,,True,True,True,,,,,True,,False,,,False,True,,False,,,False,True,,,,False,False,,,,,,,,,,
16081,65,160.0,,147.4,,123.0,102.0,181.0,,,,,62.4,,60.0,,,60.0,183.8,,96.4,,,65.0,106.2,,,,132.0,120.4,,,,,,,,,,161.5,95.0,,82.4,,58.0,37.0,116.0,,,,,-2.6,,-5.0,,,-5.0,118.8,,31.4,,,0.0,41.2,,,,67.0,55.4,,,,,,,,,,96.5,,True,,True,True,False,,,,,True,,True,,,True,False,,True,,,True,True,,,,True,True,,,,,,,,,,False
16083,212,268.0,,340.2,,236.0,284.0,193.0,,,,,411.8,,163.2,,,533.0,129.9,,396.6,197.5,,107.0,192.2,,,,587.0,182.5,,,,,,293.5,,,,377.1,56.0,,128.2,,24.0,72.0,-19.0,,,,,199.8,,-48.8,,,321.0,-82.1,,184.6,-14.5,,-105.0,-19.8,,,,375.0,-29.5,,,,,,81.5,,,,165.1,,False,,True,False,True,,,,,False,,True,,,False,False,,False,True,,False,True,,,,False,True,,,,,,False,,,,False
16085,31,220.0,,208.9,,90.0,106.0,0.0,,,,,55.3,,89.8,,,49.0,63.5,,98.0,,,115.0,123.3,,,,135.0,54.4,,,,,,,,,,127.8,189.0,,177.9,,59.0,75.0,-31.0,,,,,24.3,,58.8,,,18.0,32.5,,67.0,,,84.0,92.3,,,,104.0,23.4,,,,,,,,,,96.8,,True,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,,,,,,,,,,True
16087,15,32.0,,26.8,,39.0,44.0,21.0,,,,,48.9,,19.9,,,46.0,50.5,,49.8,,,4.0,31.9,,,,69.0,84.5,,,,,,,,,,70.9,17.0,,11.8,,24.0,29.0,6.0,,,,,33.9,,4.9,,,31.0,35.5,,34.8,,,-11.0,16.9,,,,54.0,69.5,,,,,,,,,,55.9,,True,,False,False,True,,,,,False,,True,,,False,False,,False,,,True,True,,,,False,False,,,,,,,,,,False
17001,230,428.0,,449.9,,375.0,483.0,179.0,,,,,415.4,,164.2,,,564.0,149.8,,568.2,262.5,,167.5,331.1,,,,449.0,994.3,,,,,,892.0,,,,494.7,198.0,,219.9,,145.0,253.0,-51.0,,,,,185.4,,-65.8,,,334.0,-80.2,,338.2,32.5,,-62.5,101.1,,,,219.0,764.3,,,,,,662.0,,,,264.7,,False,,True,False,True,,,,,True,,True,,,False,True,,False,True,,True,True,,,,False,False,,,,,,False,,,,False
17003,27,52.0,,59.9,,39.0,40.0,28.0,,,,,30.0,,28.8,,,54.0,10.5,,39.2,,,4.0,30.4,,,,49.0,71.6,,,,,,,,,,66.9,25.0,,32.9,,12.0,13.0,1.0,,,,,3.0,,1.8,,,27.0,-16.5,,12.2,,,-23.0,3.4,,,,22.0,44.6,,,,,,,,,,39.9,,False,,True,True,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,True,False,,,,,,,,,,False
17005,90,84.0,,77.3,,77.0,82.0,50.0,,,,,105.3,,64.5,,,121.0,24.3,,125.0,,,36.0,73.2,,,,91.0,167.6,,,,,,,,,,106.2,-6.0,,-12.7,,-13.0,-8.0,-40.0,,,,,15.3,,-25.5,,,31.0,-65.7,,35.0,,,-54.0,-16.8,,,,1.0,77.6,,,,,,,,,,16.2,,False,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,True,False,,,,,,,,,,False
17007,158,292.0,,276.8,,251.0,306.0,120.0,,,,,273.6,,118.6,,,368.0,59.2,,419.1,162.0,,150.0,226.4,,,,349.0,368.2,,,,,,628.2,,,,403.9,134.0,,118.8,,93.0,148.0,-38.0,,,,,115.6,,-39.4,,,210.0,-98.8,,261.1,4.0,,-8.0,68.4,,,,191.0,210.2,,,,,,470.2,,,,245.9,,True,,True,False,True,,,,,True,,True,,,False,True,,False,True,,True,True,,,,False,False,,,,,,False,,,,False
17009,20,24.0,,6.8,,26.0,34.0,39.0,,,,,45.2,,21.4,,,63.0,7.3,,49.5,,,5.0,21.3,,,,39.0,84.3,,,,,,,,,,61.7,4.0,,-13.2,,6.0,14.0,19.0,,,,,25.2,,1.4,,,43.0,-12.7,,29.5,,,-15.0,1.3,,,,19.0,64.3,,,,,,,,,,41.7,,False,,False,False,False,,,,,False,,True,,,False,False,,False,,,False,True,,,,False,False,,,,,,,,,,False
17011,157,240.0,,249.6,,191.0,189.0,130.0,,,,,170.2,,151.4,,,233.0,171.4,,224.1,72.5,,161.0,186.8,,,,243.0,247.1,,,,,,142.5,,,,192.4,83.0,,92.6,,34.0,32.0,-27.0,,,,,13.2,,-5.6,,,76.0,14.4,,67.1,-84.5,,4.0,29.8,,,,86.0,90.1,,,,,,-14.5,,,,35.4,,False,,True,True,True,,,,,True,,True,,,True,True,,True,False,,True,True,,,,False,False,,,,,,True,,,,True
17013,20,36.0,,30.5,,27.0,27.0,0.0,,,,,23.7,,21.9,,,47.0,1.5,,20.5,,,10.0,32.0,,,,38.0,30.1,,,,,,,,,,39.9,16.0,,10.5,,7.0,7.0,-20.0,,,,,3.7,,1.9,,,27.0,-18.5,,0.5,,,-10.0,12.0,,,,18.0,10.1,,,,,,,,,,19.9,,True,,True,True,False,,,,,True,,True,,,False,False,,True,,,True,True,,,,False,True,,,,,,,,,,False
17015,59,80.0,,85.6,,74.0,67.0,74.0,,,,,77.7,,26.5,,,110.0,87.7,,127.7,,,44.0,64.8,,,,63.0,84.3,,,,,,,,,,108.7,21.0,,26.6,,15.0,8.0,15.0,,,,,18.7,,-32.5,,,51.0,28.7,,68.7,,,-15.0,5.8,,,,4.0,25.3,,,,,,,,,,49.7,,False,,True,True,True,,,,,True,,False,,,False,False,,False,,,True,True,,,,True,False,,,,,,,,,,False
17017,48,72.0,,62.8,,63.0,71.0,31.0,,,,,98.4,,31.1,,,106.0,38.7,,95.0,,,25.0,56.1,,,,81.0,80.1,,,,,,,,,,154.9,24.0,,14.8,,15.0,23.0,-17.0,,,,,50.4,,-16.9,,,58.0,-9.3,,47.0,,,-23.0,8.1,,,,33.0,32.1,,,,,,,,,,106.9,,True,,True,True,True,,,,,False,,True,,,False,True,,False,,,True,True,,,,False,False,,,,,,,,,,False
17019,1466,2012.0,,1918.5,,1748.0,1682.0,2659.0,,,,,1093.8,,1089.1,,,1268.0,798.3,,1810.4,1160.0,,2046.0,1911.9,,,,1542.0,3148.8,,,,,,1791.9,1850.0,,,1545.6,546.0,,452.5,,282.0,216.0,1193.0,,,,,-372.2,,-376.9,,,-198.0,-667.7,,344.4,-306.0,,580.0,445.9,,,,76.0,1682.8,,,,,,325.9,384.0,,,79.6,,True,,True,True,False,,,,,True,,True,,,True,False,,True,True,,False,True,,,,True,False,,,,,,True,True,,,True
17021,145,284.0,,277.7,,225.0,251.0,119.0,,,,,195.0,,261.4,,,252.0,52.2,,219.1,131.5,,264.0,222.2,,,,245.0,475.2,,,,,,144.7,,,,222.4,139.0,,132.7,,80.0,106.0,-26.0,,,,,50.0,,116.4,,,107.0,-92.8,,74.1,-13.5,,119.0,77.2,,,,100.0,330.2,,,,,,-0.3,,,,77.4,,True,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,False,,,,,,True,,,,True
17023,70,116.0,,122.4,,113.0,119.0,113.0,,,,,111.8,,86.8,,,120.0,65.1,,132.8,,,62.0,101.6,,,,139.0,224.3,,,,,,,,,,225.4,46.0,,52.4,,43.0,49.0,43.0,,,,,41.8,,16.8,,,50.0,-4.9,,62.8,,,-8.0,31.6,,,,69.0,154.3,,,,,,,,,,155.4,,False,,True,False,True,,,,,True,,True,,,False,True,,False,,,True,True,,,,False,False,,,,,,,,,,False
17025,39,104.0,,122.6,,88.0,77.0,91.0,,,,,63.9,,60.8,,,91.0,108.7,,64.7,,,58.0,80.9,,,,64.0,135.2,,,,,,,,,,100.6,65.0,,83.6,,49.0,38.0,52.0,,,,,24.9,,21.8,,,52.0,69.7,,25.7,,,19.0,41.9,,,,25.0,96.2,,,,,,,,,,61.6,,False,,True,True,True,,,,,True,,True,,,True,False,,True,,,True,True,,,,True,False,,,,,,,,,,True
17027,133,576.0,,572.3,,355.0,398.0,319.0,,,,,340.2,,175.7,,,290.0,109.5,,354.8,315.0,,299.0,386.8,,,,477.0,773.1,,,,,,286.1,,,,501.6,443.0,,439.3,,222.0,265.0,186.0,,,,,207.2,,42.7,,,157.0,-23.5,,221.8,182.0,,166.0,253.8,,,,344.0,640.1,,,,,,153.1,,,,368.6,,True,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,False,,,,,,True,,,,True
17029,276,368.0,,369.5,,330.0,338.0,323.0,,,,,282.3,,236.0,,,400.0,180.0,,380.5,171.5,,354.0,301.2,,,,348.0,724.1,,,,,,184.7,,,,310.0,92.0,,93.5,,54.0,62.0,47.0,,,,,6.3,,-40.0,,,124.0,-96.0,,104.5,-104.5,,78.0,25.2,,,,72.0,448.1,,,,,,-91.3,,,,34.0,,False,,True,True,True,,,,,True,,True,,,False,False,,False,False,,True,True,,,,True,False,,,,,,True,,,,True
17031,18758,27992.0,,28027.3,34510.0,21021.0,23048.0,35074.0,,,,,17949.7,,21644.4,,16117.3,29466.0,10209.8,,31448.8,17737.0,,15563.0,21561.4,,,,21634.0,41054.6,,,,,,40402.2,13863.0,,,19747.0,9234.0,,9269.3,15752.0,2263.0,4290.0,16316.0,,,,,-808.3,,2886.4,,-2640.7,10708.0,-8548.2,,12690.8,-1021.0,,-3195.0,2803.4,,,,2876.0,22296.6,,,,,,21644.2,-4895.0,,,989.0,,False,False,True,True,False,,,,,True,,True,,True,False,True,,False,True,,True,True,,,,True,False,,,,,,False,True,,,True
17033,70,216.0,,236.4,,146.0,165.0,44.0,,,,,131.0,,138.8,,,131.0,121.9,,128.5,,,149.0,148.2,,,,204.0,259.6,,,,,,,,,,189.9,146.0,,166.4,,76.0,95.0,-26.0,,,,,61.0,,68.8,,,61.0,51.9,,58.5,,,79.0,78.2,,,,134.0,189.6,,,,,,,,,,119.9,,False,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,False,,,,,,,,,,True
