,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IUPUI-HkPrMobiDyR,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IUPUI-HkPrMobiDyR,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IUPUI-HkPrMobiDyR,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
45081,90,130.0,,119.6,,93.0,72.0,0.0,,,,,44.3,,87.8,,,90.0,146.0,106.7,,83.4,,,82.0,75.7,,,,101.0,100.0,,,,,,,91.2,,,,139.7,93.1,40.0,,29.6,,3.0,-18.0,-90.0,,,,,-45.7,,-2.2,,,0.0,56.0,16.7,,-6.6,,,-8.0,-14.3,,,,11.0,10.0,,,,,,,1.2,,,,49.7,3.1,,True,,True,True,False,,,,,False,,True,,,True,False,True,,True,,,True,True,,,,True,True,,,,,,,True,,,,False,True
45083,1746,2472.0,,2147.7,1965.0,1932.0,1685.0,2355.0,,,,,1053.2,,1738.5,,2101.0,1978.1,1836.0,1188.1,,1665.1,2182.0,,1478.5,1919.2,,,,1993.0,1848.0,,,,,,2368.6,1777.3,2033.0,,,2540.9,1812.3,726.0,,401.7,219.0,186.0,-61.0,609.0,,,,,-692.8,,-7.5,,355.0,232.1,90.0,-557.9,,-80.9,436.0,,-267.5,173.2,,,,247.0,102.0,,,,,,622.6,31.3,287.0,,,794.9,66.3,,True,True,True,True,True,,,,,True,,True,,True,True,True,True,,True,True,,True,True,,,,True,True,,,,,,True,True,True,,,False,True
45085,413,794.0,,829.7,,525.0,404.0,629.0,,,,,278.3,,655.0,,,540.8,668.0,396.1,,533.9,646.0,,356.0,442.8,,,,589.0,542.0,,,,,,658.3,516.4,,,,802.4,505.9,381.0,,416.7,,112.0,-9.0,216.0,,,,,-134.7,,242.0,,,127.8,255.0,-16.9,,120.9,233.0,,-57.0,29.8,,,,176.0,129.0,,,,,,245.3,103.4,,,,389.4,92.9,,False,,True,True,True,,,,,True,,True,,,True,True,True,,True,True,,True,True,,,,True,True,,,,,,True,True,,,,False,True
45087,151,212.0,,210.9,,135.0,125.0,116.0,,,,,66.5,,203.8,,,186.8,158.0,41.6,,130.4,,,110.0,148.5,,,,159.0,146.0,,,,,,185.6,139.9,,,,226.3,134.7,61.0,,59.9,,-16.0,-26.0,-35.0,,,,,-84.5,,52.8,,,35.8,7.0,-109.4,,-20.6,,,-41.0,-2.5,,,,8.0,-5.0,,,,,,34.6,-11.1,,,,75.3,-16.3,,True,,True,True,True,,,,,False,,True,,,True,True,False,,True,,,True,True,,,,True,True,,,,,,True,True,,,,False,True
45089,118,346.0,,301.9,,166.0,149.0,160.0,,,,,102.0,,131.7,,,195.9,126.0,141.3,,160.9,231.5,,115.0,161.5,,,,357.0,219.0,,,,,,247.1,203.9,,,,319.6,255.3,228.0,,183.9,,48.0,31.0,42.0,,,,,-16.0,,13.7,,,77.9,8.0,23.3,,42.9,113.5,,-3.0,43.5,,,,239.0,101.0,,,,,,129.1,85.9,,,,201.6,137.3,,True,,True,True,True,,,,,True,,True,,,True,True,True,,True,True,,True,True,,,,False,True,,,,,,True,True,,,,True,True
45091,1626,2286.0,,2273.1,,1650.0,1630.0,2136.0,,,,,749.5,,1978.8,,2278.9,1788.4,1583.0,1518.6,,1223.5,1562.0,,1622.0,1987.1,,,,1973.0,1502.0,,,,,,1851.2,1480.6,2042.0,,,2365.4,1581.4,660.0,,647.1,,24.0,4.0,510.0,,,,,-876.5,,352.8,,652.9,162.4,-43.0,-107.4,,-402.5,-64.0,,-4.0,361.1,,,,347.0,-124.0,,,,,,225.2,-145.4,416.0,,,739.4,-44.6,,True,,True,True,True,,,,,False,,True,,True,True,True,True,,True,True,,True,True,,,,True,True,,,,,,True,True,True,,,False,True
46003,3,0.0,,0.2,,1.0,4.0,0.0,,,,,4.5,,0.1,,,1.9,6.0,0.4,,3.9,,,6.0,0.3,,,,1.0,8.0,,,,,,,2.2,,,,0.7,7.2,-3.0,,-2.8,,-2.0,1.0,-3.0,,,,,1.5,,-2.9,,,-1.1,3.0,-2.6,,0.9,,,3.0,-2.7,,,,-2.0,5.0,,,,,,,-0.8,,,,-2.3,4.2,,True,,True,True,False,,,,,True,,True,,,True,False,True,,True,,,False,True,,,,True,False,,,,,,,True,,,,True,False
46005,100,68.0,,66.6,,54.0,46.0,,,,,,28.5,,22.6,,,53.1,24.0,59.5,,55.0,,,49.0,47.4,,,,91.0,77.0,,,,,,45.1,74.8,,,,79.2,73.2,-32.0,,-33.4,,-46.0,-54.0,,,,,,-71.5,,-77.4,,,-46.9,-76.0,-40.5,,-45.0,,,-51.0,-52.6,,,,-9.0,-23.0,,,,,,-54.9,-25.2,,,,-20.8,-26.8,,False,,False,False,,,,,,False,,False,,,False,False,False,,False,,,False,False,,,,True,True,,,,,,False,True,,,,True,True
46007,1,2.0,,0.9,,4.0,3.0,0.0,,,,,4.1,,5.8,,,3.4,11.0,7.7,,3.5,,,4.0,0.8,,,,,8.0,,,,,,,2.2,,,,2.4,,1.0,,-0.1,,3.0,2.0,-1.0,,,,,3.1,,4.8,,,2.4,10.0,6.7,,2.5,,,3.0,-0.2,,,,,7.0,,,,,,,1.2,,,,1.4,,,True,,False,False,False,,,,,False,,False,,,False,False,False,,False,,,False,True,,,,,False,,,,,,,False,,,,False,
46009,5,0.0,,0.3,,4.0,11.0,0.0,,,,,9.7,,0.1,,,2.0,24.0,1.6,,11.7,,,4.0,5.7,,,,,17.0,,,,,,,5.1,,,,0.5,123.8,-5.0,,-4.7,,-1.0,6.0,-5.0,,,,,4.7,,-4.9,,,-3.0,19.0,-3.4,,6.7,,,-1.0,0.7,,,,,12.0,,,,,,,0.1,,,,-4.5,118.8,,True,,True,False,False,,,,,True,,True,,,True,False,True,,False,,,True,True,,,,,False,,,,,,,True,,,,True,False
46011,57,52.0,,51.5,,58.0,59.0,43.0,,,,,56.8,,41.2,,,52.1,40.0,69.4,,84.4,66.0,,58.0,54.5,,,,48.0,107.0,,,,,,59.0,45.8,,,,46.8,74.4,-5.0,,-5.5,,1.0,2.0,-14.0,,,,,-0.2,,-15.8,,,-4.9,-17.0,12.4,,27.4,9.0,,1.0,-2.5,,,,-9.0,50.0,,,,,,2.0,-11.2,,,,-10.2,17.4,,False,,True,True,False,,,,,True,,False,,,True,False,False,,False,False,,True,True,,,,False,False,,,,,,True,False,,,,False,False
46013,83,58.0,,53.0,,54.0,49.0,36.0,,,,,70.9,,29.7,,,39.7,63.0,20.9,,123.9,83.0,,14.0,32.1,,,,33.0,138.0,,,,,,66.0,121.4,,,,55.3,86.2,-25.0,,-30.0,,-29.0,-34.0,-47.0,,,,,-12.1,,-53.3,,,-43.3,-20.0,-62.1,,40.9,0.0,,-69.0,-50.9,,,,-50.0,55.0,,,,,,-17.0,38.4,,,,-27.7,3.2,,False,,False,False,False,,,,,True,,False,,,False,True,False,,False,True,,False,False,,,,False,False,,,,,,True,False,,,,False,True
46015,7,2.0,,2.4,,7.0,7.0,0.0,,,,,7.6,,1.3,,,6.6,18.0,53.3,,9.0,,,7.0,4.4,,,,,21.0,,,,,,,8.8,,,,2.9,15.4,-5.0,,-4.6,,0.0,0.0,-7.0,,,,,0.6,,-5.7,,,-0.4,11.0,46.3,,2.0,,,0.0,-2.6,,,,,14.0,,,,,,,1.8,,,,-4.1,8.4,,True,,True,True,False,,,,,True,,False,,,True,False,False,,True,,,True,True,,,,,False,,,,,,,True,,,,True,False
46017,0,0.0,,0.2,,2.0,2.0,0.0,,,,,3.7,,0.0,,,2.3,4.0,0.3,,2.1,,,2.0,0.1,,,,1.0,5.0,,,,,,,0.0,,,,1.7,5.4,0.0,,0.2,,2.0,2.0,0.0,,,,,3.7,,0.0,,,2.3,4.0,0.3,,2.1,,,2.0,0.1,,,,1.0,5.0,,,,,,,0.0,,,,1.7,5.4,,False,,False,False,True,,,,,False,,False,,,False,False,False,,False,,,False,False,,,,False,False,,,,,,,True,,,,False,False
46019,12,14.0,,15.0,,10.0,11.0,0.0,,,,,12.6,,16.4,,,11.1,10.0,3.2,,12.1,,,4.0,8.8,,,,11.0,36.0,,,,,,,30.8,,,,11.1,30.8,2.0,,3.0,,-2.0,-1.0,-12.0,,,,,0.6,,4.4,,,-0.9,-2.0,-8.8,,0.1,,,-8.0,-3.2,,,,-1.0,24.0,,,,,,,18.8,,,,-0.9,18.8,,False,,False,True,False,,,,,True,,False,,,True,False,False,,True,,,False,False,,,,True,False,,,,,,,False,,,,True,False
46021,2,0.0,,0.8,,2.0,2.0,0.0,,,,,1.5,,0.5,,,0.7,2.0,4.3,,2.1,,,5.0,0.2,,,,,5.0,,,,,,,0.7,,,,1.9,,-2.0,,-1.2,,0.0,0.0,-2.0,,,,,-0.5,,-1.5,,,-1.3,0.0,2.3,,0.1,,,3.0,-1.8,,,,,3.0,,,,,,,-1.3,,,,-0.1,,,True,,True,True,False,,,,,True,,True,,,True,True,False,,True,,,False,True,,,,,False,,,,,,,True,,,,True,
46023,43,36.0,,35.9,,30.0,25.0,0.0,,,,,17.6,,20.2,,,31.2,38.0,13.7,,22.0,,,30.0,23.8,,,,47.0,40.0,,,,,,,25.5,,,,37.7,37.9,-7.0,,-7.1,,-13.0,-18.0,-43.0,,,,,-25.4,,-22.8,,,-11.8,-5.0,-29.3,,-21.0,,,-13.0,-19.2,,,,4.0,-3.0,,,,,,,-17.5,,,,-5.3,-5.1,,False,,False,False,False,,,,,False,,False,,,False,True,False,,False,,,False,False,,,,True,True,,,,,,,False,,,,True,True
46025,12,6.0,,6.2,,4.0,4.0,0.0,,,,,5.3,,1.4,,,5.2,4.0,3.7,,8.4,,,0.0,4.2,,,,8.0,17.0,,,,,,,6.0,,,,10.7,14.0,-6.0,,-5.8,,-8.0,-8.0,-12.0,,,,,-6.7,,-10.6,,,-6.8,-8.0,-8.3,,-3.6,,,-12.0,-7.8,,,,-4.0,5.0,,,,,,,-6.0,,,,-1.3,2.0,,True,,False,False,False,,,,,False,,False,,,False,False,False,,True,,,False,False,,,,True,True,,,,,,,False,,,,True,True
46027,30,16.0,,14.3,,15.0,18.0,0.0,,,,,21.9,,7.7,,,18.1,46.0,11.5,,21.2,,,15.0,14.3,,,,18.0,25.0,,,,,,,21.7,,,,11.4,34.8,-14.0,,-15.7,,-15.0,-12.0,-30.0,,,,,-8.1,,-22.3,,,-11.9,16.0,-18.5,,-8.8,,,-15.0,-15.7,,,,-12.0,-5.0,,,,,,,-8.3,,,,-18.6,4.8,,False,,False,True,False,,,,,True,,False,,,True,False,False,,True,,,False,False,,,,True,True,,,,,,,True,,,,False,True
46029,101,120.0,,128.5,,94.0,83.0,3.0,,,,,58.0,,39.1,,,81.8,32.0,130.3,,80.0,,,102.0,81.6,,,,154.0,161.0,,,,,,69.3,122.4,,,,148.3,96.5,19.0,,27.5,,-7.0,-18.0,-98.0,,,,,-43.0,,-61.9,,,-19.2,-69.0,29.3,,-21.0,,,1.0,-19.4,,,,53.0,60.0,,,,,,-31.7,21.4,,,,47.3,-4.5,,False,,True,True,False,,,,,False,,False,,,False,False,False,,False,,,True,False,,,,False,False,,,,,,False,False,,,,False,True
46031,6,8.0,,7.0,,5.0,4.0,0.0,,,,,4.1,,18.1,,,9.0,5.0,1.4,,3.4,,,4.0,2.5,,,,,14.0,,,,,,,5.9,,,,5.0,19.8,2.0,,1.0,,-1.0,-2.0,-6.0,,,,,-1.9,,12.1,,,3.0,-1.0,-4.6,,-2.6,,,-2.0,-3.5,,,,,8.0,,,,,,,-0.1,,,,-1.0,13.8,,True,,True,False,False,,,,,True,,False,,,False,True,False,,False,,,False,False,,,,,False,,,,,,,True,,,,True,False
46033,18,14.0,,14.1,,12.0,10.0,0.0,,,,,10.5,,17.1,,,11.9,14.0,12.1,,7.6,,,3.0,10.0,,,,12.0,29.0,,,,,,,10.9,,,,13.0,,-4.0,,-3.9,,-6.0,-8.0,-18.0,,,,,-7.5,,-0.9,,,-6.1,-4.0,-5.9,,-10.4,,,-15.0,-8.0,,,,-6.0,11.0,,,,,,,-7.1,,,,-5.0,,,True,,False,False,False,,,,,False,,True,,,False,False,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,False,
46035,31,24.0,,24.6,,20.0,28.0,1.0,,,,,32.0,,15.2,,,25.2,47.0,5.0,,46.7,,,6.0,20.7,,,,24.0,64.0,,,,,,,117.5,,,,19.9,62.1,-7.0,,-6.4,,-11.0,-3.0,-30.0,,,,,1.0,,-15.8,,,-5.8,16.0,-26.0,,15.7,,,-25.0,-10.3,,,,-7.0,33.0,,,,,,,86.5,,,,-11.1,31.1,,True,,False,True,False,,,,,True,,False,,,True,False,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,False,False
46037,16,28.0,,30.2,,17.0,16.0,1.0,,,,,11.0,,9.2,,,20.3,6.0,20.2,,13.6,,,14.0,17.0,,,,30.0,29.0,,,,,,,22.3,,,,29.0,18.5,12.0,,14.2,,1.0,0.0,-15.0,,,,,-5.0,,-6.8,,,4.3,-10.0,4.2,,-2.4,,,-2.0,1.0,,,,14.0,13.0,,,,,,,6.3,,,,13.0,2.5,,False,,True,True,False,,,,,True,,True,,,True,True,True,,True,,,True,True,,,,False,False,,,,,,,True,,,,False,True
46039,4,12.0,,13.0,,8.0,6.0,0.0,,,,,6.8,,0.7,,,6.2,4.0,15.5,,5.1,,,8.0,2.4,,,,10.0,17.0,,,,,,,7.9,,,,12.4,7.7,8.0,,9.0,,4.0,2.0,-4.0,,,,,2.8,,-3.3,,,2.2,0.0,11.5,,1.1,,,4.0,-1.6,,,,6.0,13.0,,,,,,,3.9,,,,8.4,3.7,,False,,True,True,True,,,,,True,,True,,,True,True,False,,True,,,True,True,,,,True,False,,,,,,,True,,,,False,True
46041,21,18.0,,18.0,,13.0,14.0,,,,,,16.8,,14.1,,,16.2,6.0,0.7,,12.4,12.0,,14.0,9.0,,,,9.0,21.0,,,,,,,11.2,,,,14.7,26.2,-3.0,,-3.0,,-8.0,-7.0,,,,,,-4.2,,-6.9,,,-4.8,-15.0,-20.3,,-8.6,-9.0,,-7.0,-12.0,,,,-12.0,0.0,,,,,,,-9.8,,,,-6.3,5.2,,False,,False,False,,,,,,False,,False,,,False,False,False,,False,False,,False,False,,,,False,True,,,,,,,False,,,,False,False
46043,12,8.0,,8.0,,8.0,7.0,0.0,,,,,5.5,,0.5,,,9.7,10.0,2.3,,4.2,,,9.0,4.8,,,,6.0,13.0,,,,,,,6.1,,,,7.8,7.3,-4.0,,-4.0,,-4.0,-5.0,-12.0,,,,,-6.5,,-11.5,,,-2.3,-2.0,-9.7,,-7.8,,,-3.0,-7.2,,,,-6.0,1.0,,,,,,,-5.9,,,,-4.2,-4.7,,False,,False,False,False,,,,,False,,False,,,True,True,False,,False,,,True,False,,,,False,True,,,,,,,False,,,,False,False
46045,8,8.0,,8.4,,6.0,5.0,0.0,,,,,8.2,,0.7,,,4.2,5.0,6.9,,7.7,,,1.0,3.3,,,,9.0,17.0,,,,,,,4.3,,,,11.0,,0.0,,0.4,,-2.0,-3.0,-8.0,,,,,0.2,,-7.3,,,-3.8,-3.0,-1.1,,-0.3,,,-7.0,-4.7,,,,1.0,9.0,,,,,,,-3.7,,,,3.0,,,False,,False,False,False,,,,,False,,False,,,False,False,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,False,
46047,22,8.0,,7.5,,4.0,6.0,0.0,,,,,8.3,,6.3,,,9.6,22.0,1.5,,10.8,,,1.0,4.0,,,,6.0,18.0,,,,,,,40.9,,,,0.9,13.1,-14.0,,-14.5,,-18.0,-16.0,-22.0,,,,,-13.7,,-15.7,,,-12.4,0.0,-20.5,,-11.2,,,-21.0,-18.0,,,,-16.0,-4.0,,,,,,,18.9,,,,-21.1,-8.9,,False,,False,False,False,,,,,True,,False,,,True,True,False,,True,,,False,False,,,,False,True,,,,,,,False,,,,False,True
46049,7,6.0,,5.2,,5.0,4.0,0.0,,,,,5.0,,0.2,,,6.5,4.0,5.4,,4.2,,,1.0,3.2,,,,9.0,10.0,,,,,,,7.5,,,,6.2,7.5,-1.0,,-1.8,,-2.0,-3.0,-7.0,,,,,-2.0,,-6.8,,,-0.5,-3.0,-1.6,,-2.8,,,-6.0,-3.8,,,,2.0,3.0,,,,,,,0.5,,,,-0.8,0.5,,False,,False,False,False,,,,,False,,False,,,True,False,False,,False,,,False,False,,,,False,False,,,,,,,True,,,,True,True
46051,30,16.0,,17.4,,15.0,15.0,0.0,,,,,13.2,,12.8,,,16.7,8.0,8.2,,19.0,,,8.0,15.9,,,,20.0,29.0,,,,,,,37.2,,,,20.9,22.6,-14.0,,-12.6,,-15.0,-15.0,-30.0,,,,,-16.8,,-17.2,,,-13.3,-22.0,-21.8,,-11.0,,,-22.0,-14.1,,,,-10.0,-1.0,,,,,,,7.2,,,,-9.1,-7.4,,True,,False,False,False,,,,,False,,False,,,True,False,False,,True,,,False,False,,,,True,True,,,,,,,True,,,,True,True
46053,17,16.0,,15.9,,13.0,11.0,,,,,,6.4,,2.7,,,15.9,18.0,13.5,,10.8,,,8.0,13.6,,,,16.0,19.0,,,,,,,10.3,,,,11.8,,-1.0,,-1.1,,-4.0,-6.0,,,,,,-10.6,,-14.3,,,-1.1,1.0,-3.5,,-6.2,,,-9.0,-3.4,,,,-1.0,2.0,,,,,,,-6.7,,,,-5.2,,,False,,False,False,,,,,,False,,False,,,False,False,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,False,
46055,10,2.0,,1.7,,2.0,2.0,0.0,,,,,2.6,,0.2,,,0.9,2.0,2.7,,1.2,,,2.0,0.5,,,,2.0,5.0,,,,,,,1.9,,,,2.5,,-8.0,,-8.3,,-8.0,-8.0,-10.0,,,,,-7.4,,-9.8,,,-9.2,-8.0,-7.3,,-8.8,,,-8.0,-9.5,,,,-8.0,-5.0,,,,,,,-8.1,,,,-7.5,,,False,,False,False,False,,,,,True,,False,,,False,False,True,,False,,,False,False,,,,False,True,,,,,,,False,,,,True,
46057,28,24.0,,23.2,,15.0,14.0,0.0,,,,,9.6,,6.6,,,21.5,6.0,19.7,,11.1,,,11.0,14.8,,,,20.0,33.0,,,,,,,32.0,,,,25.5,34.4,-4.0,,-4.8,,-13.0,-14.0,-28.0,,,,,-18.4,,-21.4,,,-6.5,-22.0,-8.3,,-16.9,,,-17.0,-13.2,,,,-8.0,5.0,,,,,,,4.0,,,,-2.5,6.4,,False,,False,False,False,,,,,False,,False,,,False,False,False,,False,,,False,False,,,,False,False,,,,,,,True,,,,True,False
46059,14,2.0,,1.3,,5.0,5.0,0.0,,,,,3.0,,0.6,,,8.8,6.0,4.8,,3.7,,,6.0,5.5,,,,,10.0,,,,,,,3.0,,,,4.2,7.4,-12.0,,-12.7,,-9.0,-9.0,-14.0,,,,,-11.0,,-13.4,,,-5.2,-8.0,-9.2,,-10.3,,,-8.0,-8.5,,,,,-4.0,,,,,,,-11.0,,,,-9.8,-6.6,,False,,True,True,False,,,,,True,,False,,,True,True,True,,True,,,True,True,,,,,True,,,,,,,True,,,,True,True
46061,12,10.0,,9.3,,8.0,8.0,0.0,,,,,4.9,,12.1,,,9.6,7.0,11.9,,8.0,,,6.0,7.5,,,,12.0,18.0,,,,,,,14.2,,,,12.8,,-2.0,,-2.7,,-4.0,-4.0,-12.0,,,,,-7.1,,0.1,,,-2.4,-5.0,-0.1,,-4.0,,,-6.0,-4.5,,,,0.0,6.0,,,,,,,2.2,,,,0.8,,,False,,False,False,False,,,,,False,,True,,,False,False,True,,False,,,False,False,,,,True,False,,,,,,,False,,,,True,
46063,0,0.0,,0.1,,0.0,0.0,0.0,,,,,0.6,,0.3,,,0.8,2.0,0.1,,0.4,,,0.0,0.0,,,,0.0,3.0,,,,,,,0.4,,,,2.0,,0.0,,0.1,,0.0,0.0,0.0,,,,,0.6,,0.3,,,0.8,2.0,0.1,,0.4,,,0.0,0.0,,,,0.0,3.0,,,,,,,0.4,,,,2.0,,,False,,True,True,True,,,,,False,,False,,,False,False,False,,False,,,True,False,,,,True,False,,,,,,,False,,,,False,
46065,42,66.0,,68.0,,56.0,64.0,7.0,,,,,31.9,,54.9,,,66.5,37.0,22.4,,48.8,,,128.0,56.8,,,,85.0,65.0,,,,,,56.4,126.1,,,,61.8,62.3,24.0,,26.0,,14.0,22.0,-35.0,,,,,-10.1,,12.9,,,24.5,-5.0,-19.6,,6.8,,,86.0,14.8,,,,43.0,23.0,,,,,,14.4,84.1,,,,19.8,20.3,,False,,True,True,False,,,,,True,,True,,,False,True,True,,True,,,False,True,,,,False,True,,,,,,True,False,,,,True,True
46067,7,18.0,,19.7,,13.0,10.0,0.0,,,,,9.7,,2.6,,,12.8,24.0,8.4,,11.0,,,5.0,9.6,,,,16.0,29.0,,,,,,,12.6,,,,17.5,29.2,11.0,,12.7,,6.0,3.0,-7.0,,,,,2.7,,-4.4,,,5.8,17.0,1.4,,4.0,,,-2.0,2.6,,,,9.0,22.0,,,,,,,5.6,,,,10.5,22.2,,False,,True,True,True,,,,,True,,True,,,True,False,True,,True,,,True,True,,,,True,False,,,,,,,True,,,,True,False
46069,3,0.0,,0.1,,1.0,0.0,0.0,,,,,1.0,,0.1,,,0.6,4.0,1.2,,0.3,,,0.0,0.3,,,,1.0,4.0,,,,,,,2.8,,,,2.0,4.8,-3.0,,-2.9,,-2.0,-3.0,-3.0,,,,,-2.0,,-2.9,,,-2.4,1.0,-1.8,,-2.7,,,-3.0,-2.7,,,,-2.0,1.0,,,,,,,-0.2,,,,-1.0,1.8,,True,,True,False,False,,,,,True,,True,,,True,True,True,,True,,,False,True,,,,True,True,,,,,,,True,,,,True,True
46071,4,2.0,,0.0,,2.0,4.0,0.0,,,,,2.7,,1.3,,,2.7,6.0,149.1,,3.2,,,2.0,1.5,,,,6.0,10.0,,,,,,,2.6,,,,2.8,,-2.0,,-4.0,,-2.0,0.0,-4.0,,,,,-1.3,,-2.7,,,-1.3,2.0,145.1,,-0.8,,,-2.0,-2.5,,,,2.0,6.0,,,,,,,-1.4,,,,-1.2,,,False,,False,True,False,,,,,True,,False,,,True,False,False,,True,,,False,False,,,,False,False,,,,,,,True,,,,True,
46073,6,0.0,,0.2,,0.0,2.0,0.0,,,,,2.2,,0.0,,,1.9,4.0,0.0,,2.4,,,0.0,0.3,,,,0.0,5.0,,,,,,,1.3,,,,2.0,,-6.0,,-5.8,,-6.0,-4.0,-6.0,,,,,-3.8,,-6.0,,,-4.1,-2.0,-6.0,,-3.6,,,-6.0,-5.7,,,,-6.0,-1.0,,,,,,,-4.7,,,,-4.0,,,True,,False,True,False,,,,,True,,True,,,True,True,True,,True,,,False,True,,,,False,True,,,,,,,True,,,,True,
46075,2,4.0,,4.5,,2.0,2.0,0.0,,,,,1.0,,0.3,,,4.0,2.0,0.4,,1.7,,,5.0,1.2,,,,2.0,4.0,,,,,,,2.4,,,,3.7,,2.0,,2.5,,0.0,0.0,-2.0,,,,,-1.0,,-1.7,,,2.0,0.0,-1.6,,-0.3,,,3.0,-0.8,,,,0.0,2.0,,,,,,,0.4,,,,1.7,,,False,,True,True,False,,,,,True,,True,,,False,True,True,,True,,,False,True,,,,True,False,,,,,,,True,,,,True,
46077,13,22.0,,24.2,,12.0,12.0,0.0,,,,,9.0,,14.1,,,17.3,6.0,13.8,,13.9,,,10.0,12.7,,,,19.0,25.0,,,,,,,15.0,,,,20.4,28.3,9.0,,11.2,,-1.0,-1.0,-13.0,,,,,-4.0,,1.1,,,4.3,-7.0,0.8,,0.9,,,-3.0,-0.3,,,,6.0,12.0,,,,,,,2.0,,,,7.4,15.3,,False,,True,True,False,,,,,True,,True,,,True,True,True,,True,,,True,True,,,,True,False,,,,,,,True,,,,True,False
46079,36,20.0,,19.8,,18.0,19.0,9.0,,,,,17.7,,27.8,,,21.5,18.0,14.4,,25.6,,,10.0,19.6,,,,21.0,45.0,,,,,,,24.7,,,,17.1,41.0,-16.0,,-16.2,,-18.0,-17.0,-27.0,,,,,-18.3,,-8.2,,,-14.5,-18.0,-21.6,,-10.4,,,-26.0,-16.4,,,,-15.0,9.0,,,,,,,-11.3,,,,-18.9,5.0,,False,,False,False,False,,,,,False,,True,,,True,False,False,,True,,,False,False,,,,True,True,,,,,,,True,,,,False,True
