,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IUPUI-HkPrMobiDyR,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IUPUI-HkPrMobiDyR,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IUPUI-HkPrMobiDyR,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
17017,28,24.0,,22.8,,20.0,25.0,2.0,,,,,23.4,,5.3,,,58.3,33.0,1.8,,36.9,,,5.0,22.1,,,,9.0,19.0,,,,,,,73.1,,,,15.5,40.4,-4.0,,-5.2,,-8.0,-3.0,-26.0,,,,,-4.6,,-22.7,,,30.3,5.0,-26.2,,8.9,,,-23.0,-5.9,,,,-19.0,-9.0,,,,,,,45.1,,,,-12.5,12.4,,False,,False,True,False,,,,,False,,False,,,False,False,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,False,False
17019,466,860.0,,825.9,,727.0,637.0,730.0,,,,,341.0,,543.5,,,1217.7,397.0,874.8,,821.5,804.0,,925.5,682.9,,,,809.0,753.0,,,,,,765.3,540.8,718.0,,,867.0,724.1,394.0,,359.9,,261.0,171.0,264.0,,,,,-125.0,,77.5,,,751.7,-69.0,408.8,,355.5,338.0,,459.5,216.9,,,,343.0,287.0,,,,,,299.3,74.8,252.0,,,401.0,258.1,,True,,True,True,True,,,,,True,,True,,,False,True,False,,True,True,,False,True,,,,True,True,,,,,,True,True,True,,,False,True
17021,63,58.0,,55.4,,56.0,60.0,37.0,,,,,52.1,,32.3,,,107.7,72.0,49.6,,82.5,73.0,,45.0,56.3,,,,33.0,70.0,,,,,,203.0,131.8,,,,51.0,82.9,-5.0,,-7.6,,-7.0,-3.0,-26.0,,,,,-10.9,,-30.7,,,44.7,9.0,-13.4,,19.5,10.0,,-18.0,-6.7,,,,-30.0,7.0,,,,,,140.0,68.8,,,,-12.0,19.9,,False,,False,True,False,,,,,False,,False,,,False,False,False,,False,False,,False,False,,,,False,False,,,,,,False,False,,,,False,False
17023,24,40.0,,36.1,,30.0,29.0,22.0,,,,,26.6,,21.0,,,81.7,30.0,11.7,,43.4,,,18.0,28.3,,,,25.0,46.0,,,,,,,39.4,,,,34.7,56.4,16.0,,12.1,,6.0,5.0,-2.0,,,,,2.6,,-3.0,,,57.7,6.0,-12.3,,19.4,,,-6.0,4.3,,,,1.0,22.0,,,,,,,15.4,,,,10.7,32.4,,True,,True,True,True,,,,,True,,True,,,False,True,True,,False,,,True,True,,,,True,False,,,,,,,True,,,,True,False
17025,16,24.0,,22.4,,16.0,18.0,4.0,,,,,17.0,,6.6,,,35.0,25.0,3.7,,25.9,,,7.0,12.7,,,,11.0,13.0,,,,,,,85.1,,,,21.2,44.4,8.0,,6.4,,0.0,2.0,-12.0,,,,,1.0,,-9.4,,,19.0,9.0,-12.3,,9.9,,,-9.0,-3.3,,,,-5.0,-3.0,,,,,,,69.1,,,,5.2,28.4,,True,,True,True,False,,,,,True,,False,,,False,False,False,,False,,,False,True,,,,True,True,,,,,,,False,,,,True,False
17027,42,46.0,,47.6,,45.0,57.0,37.0,,,,,93.3,,24.7,,,89.8,70.0,21.7,,172.4,73.5,,16.0,39.8,,,,23.0,117.0,,,,,,103.3,60.6,,,,37.2,125.2,4.0,,5.6,,3.0,15.0,-5.0,,,,,51.3,,-17.3,,,47.8,28.0,-20.3,,130.4,31.5,,-26.0,-2.2,,,,-19.0,75.0,,,,,,61.3,18.6,,,,-4.8,83.2,,False,,True,False,False,,,,,False,,False,,,False,False,False,,False,False,,False,True,,,,False,False,,,,,,False,False,,,,False,False
17029,131,118.0,,119.0,,109.0,102.0,127.0,,,,,77.4,,45.2,,,209.2,122.0,88.0,,148.3,141.0,,91.0,108.1,,,,93.0,114.0,,,,,,133.1,109.9,,,,114.1,113.5,-13.0,,-12.0,,-22.0,-29.0,-4.0,,,,,-53.6,,-85.8,,,78.2,-9.0,-43.0,,17.3,10.0,,-40.0,-22.9,,,,-38.0,-17.0,,,,,,2.1,-21.1,,,,-16.9,-17.5,,True,,False,False,True,,,,,False,,False,,,False,True,False,,False,True,,False,False,,,,False,False,,,,,,True,False,,,,False,False
17031,9119,8076.0,,7662.2,6407.6,6408.0,6205.0,5613.0,,,,,4849.1,,7579.4,,6246.3,12136.5,11658.0,5037.8,,10390.0,8990.0,,4794.5,6662.7,,,,5278.0,6083.0,,,,,,12814.6,6197.0,5282.0,,,7810.1,7049.7,-1043.0,,-1456.8,-2711.4,-2711.0,-2914.0,-3506.0,,,,,-4269.9,,-1539.6,,-2872.7,3017.5,2539.0,-4081.2,,1271.0,-129.0,,-4324.5,-2456.3,,,,-3841.0,-3036.0,,,,,,3695.6,-2922.0,-3837.0,,,-1308.9,-2069.3,,False,False,False,False,False,,,,,False,,False,,False,False,False,False,,False,True,,False,False,,,,False,False,,,,,,False,False,False,,,False,False
17033,20,40.0,,37.2,,35.0,29.0,40.0,,,,,32.7,,9.7,,,61.4,33.0,16.5,,68.3,,,12.0,24.8,,,,21.0,56.0,,,,,,,50.2,,,,37.3,56.7,20.0,,17.2,,15.0,9.0,20.0,,,,,12.7,,-10.3,,,41.4,13.0,-3.5,,48.3,,,-8.0,4.8,,,,1.0,36.0,,,,,,,30.2,,,,17.3,36.7,,True,,True,True,False,,,,,True,,True,,,False,True,True,,False,,,True,True,,,,True,False,,,,,,,False,,,,True,False
17035,24,26.0,,31.6,,23.0,20.0,14.0,,,,,18.4,,28.0,,,46.9,19.0,61.7,,31.9,,,10.0,20.5,,,,49.0,30.0,,,,,,,17.7,,,,27.1,33.6,2.0,,7.6,,-1.0,-4.0,-10.0,,,,,-5.6,,4.0,,,22.9,-5.0,37.7,,7.9,,,-14.0,-3.5,,,,25.0,6.0,,,,,,,-6.3,,,,3.1,9.6,,False,,True,False,False,,,,,False,,False,,,False,False,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,False,False
17037,220,178.0,,189.7,,168.0,134.0,185.0,,,,,110.2,,151.2,,,278.9,359.0,68.5,,206.7,303.0,,92.0,124.0,,,,118.0,145.0,,,,,,110.1,169.2,,,,198.8,175.0,-42.0,,-30.3,,-52.0,-86.0,-35.0,,,,,-109.8,,-68.8,,,58.9,139.0,-151.5,,-13.3,83.0,,-128.0,-96.0,,,,-102.0,-75.0,,,,,,-109.9,-50.8,,,,-21.2,-45.0,,True,,False,False,True,,,,,False,,False,,,False,False,False,,True,False,,False,False,,,,False,False,,,,,,False,False,,,,True,False
17039,15,24.0,,5.6,,26.0,24.0,1.0,,,,,21.2,,16.5,,,39.6,35.0,136.6,,34.8,,,12.0,21.9,,,,26.0,32.0,,,,,,,64.9,,,,25.9,36.2,9.0,,-9.4,,11.0,9.0,-14.0,,,,,6.2,,1.5,,,24.6,20.0,121.6,,19.8,,,-3.0,6.9,,,,11.0,17.0,,,,,,,49.9,,,,10.9,21.2,,False,,False,False,False,,,,,True,,True,,,False,False,False,,False,,,True,True,,,,False,False,,,,,,,False,,,,False,False
17041,91,236.0,,235.5,,151.0,160.0,94.0,,,,,45.8,,141.2,,,389.1,41.0,132.6,,121.8,,,397.0,156.0,,,,305.0,156.0,,,,,,209.5,159.1,,,,208.9,159.4,145.0,,144.5,,60.0,69.0,3.0,,,,,-45.2,,50.2,,,298.1,-50.0,41.6,,30.8,,,306.0,65.0,,,,214.0,65.0,,,,,,118.5,68.1,,,,117.9,68.4,,True,,True,True,True,,,,,True,,True,,,False,True,True,,True,,,False,True,,,,False,True,,,,,,True,True,,,,True,True
17043,2095,1918.0,,1815.3,1661.5,1661.0,1525.0,1698.0,,,,,1117.8,,1261.0,,1624.5,2679.9,2355.0,1246.0,,2295.7,2199.5,,1347.0,1596.1,,,,1429.0,1828.0,,,,,,1221.7,1606.6,1496.0,,,1903.1,1945.6,-177.0,,-279.7,-433.5,-434.0,-570.0,-397.0,,,,,-977.2,,-834.0,,-470.5,584.9,260.0,-849.0,,200.7,104.5,,-748.0,-498.9,,,,-666.0,-267.0,,,,,,-873.3,-488.4,-599.0,,,-191.9,-149.4,,False,False,False,False,False,,,,,False,,False,,False,False,False,False,,False,True,,False,False,,,,False,False,,,,,,False,False,False,,,False,True
17045,22,18.0,,5.9,,8.0,14.0,0.0,,,,,17.2,,17.0,,,31.2,37.0,1.8,,27.6,,,1.0,11.5,,,,6.0,30.0,,,,,,,24.4,,,,1.5,54.3,-4.0,,-16.1,,-14.0,-8.0,-22.0,,,,,-4.8,,-5.0,,,9.2,15.0,-20.2,,5.6,,,-21.0,-10.5,,,,-16.0,8.0,,,,,,,2.4,,,,-20.5,32.3,,False,,False,False,False,,,,,False,,False,,,False,False,False,,False,,,False,False,,,,False,False,,,,,,,True,,,,False,False
17047,6,18.0,,18.4,,11.0,8.0,0.0,,,,,9.3,,11.7,,,26.8,12.0,2.6,,11.1,,,4.0,8.0,,,,7.0,15.0,,,,,,,17.0,,,,15.3,20.0,12.0,,12.4,,5.0,2.0,-6.0,,,,,3.3,,5.7,,,20.8,6.0,-3.4,,5.1,,,-2.0,2.0,,,,1.0,9.0,,,,,,,11.0,,,,9.3,14.0,,False,,True,True,True,,,,,True,,True,,,False,True,True,,True,,,True,True,,,,True,True,,,,,,,True,,,,True,False
17049,29,44.0,,56.1,,49.0,40.0,2.0,,,,,54.9,,17.5,,,56.2,73.0,16.4,,83.1,65.5,,8.0,28.3,,,,30.0,74.0,,,,,,,58.3,,,,42.5,63.2,15.0,,27.1,,20.0,11.0,-27.0,,,,,25.9,,-11.5,,,27.2,44.0,-12.6,,54.1,36.5,,-21.0,-0.7,,,,1.0,45.0,,,,,,,29.3,,,,13.5,34.2,,False,,False,True,False,,,,,False,,True,,,False,False,True,,False,False,,False,True,,,,True,False,,,,,,,False,,,,True,False
17051,13,22.0,,20.3,,17.0,24.0,2.0,,,,,34.1,,15.2,,,39.5,47.0,1.6,,55.1,,,1.0,16.7,,,,10.0,49.0,,,,,,64.7,32.8,,,,8.4,49.9,9.0,,7.3,,4.0,11.0,-11.0,,,,,21.1,,2.2,,,26.5,34.0,-11.4,,42.1,,,-12.0,3.7,,,,-3.0,36.0,,,,,,51.7,19.8,,,,-4.6,36.9,,True,,True,False,False,,,,,False,,True,,,False,False,False,,False,,,False,True,,,,True,False,,,,,,False,False,,,,True,False
17053,53,78.0,,78.0,,49.0,51.0,12.0,,,,,26.3,,46.3,,,126.5,28.0,23.6,,55.0,,,78.0,53.2,,,,85.0,49.0,,,,,,,72.0,,,,74.5,68.4,25.0,,25.0,,-4.0,-2.0,-41.0,,,,,-26.7,,-6.7,,,73.5,-25.0,-29.4,,2.0,,,25.0,0.2,,,,32.0,-4.0,,,,,,,19.0,,,,21.5,15.4,,True,,True,True,False,,,,,False,,True,,,False,False,False,,True,,,False,True,,,,False,True,,,,,,,True,,,,True,True
17055,47,52.0,,45.1,,45.0,46.0,32.0,,,,,68.4,,39.7,,,66.1,88.0,45.4,,90.2,93.0,,17.0,34.0,,,,34.0,82.0,,,,,,,69.3,,,,7.3,67.8,5.0,,-1.9,,-2.0,-1.0,-15.0,,,,,21.4,,-7.3,,,19.1,41.0,-1.6,,43.2,46.0,,-30.0,-13.0,,,,-13.0,35.0,,,,,,,22.3,,,,-39.7,20.8,,True,,True,True,False,,,,,False,,False,,,False,False,True,,False,False,,False,False,,,,False,False,,,,,,,False,,,,False,False
17057,78,66.0,,66.3,,60.0,52.0,54.0,,,,,39.7,,69.3,,,110.0,126.0,25.8,,81.9,83.0,,40.0,52.2,,,,55.0,72.0,,,,,,,65.6,,,,53.2,64.0,-12.0,,-11.7,,-18.0,-26.0,-24.0,,,,,-38.3,,-8.7,,,32.0,48.0,-52.2,,3.9,5.0,,-38.0,-25.8,,,,-23.0,-6.0,,,,,,,-12.4,,,,-24.8,-14.0,,True,,False,False,False,,,,,False,,True,,,False,False,False,,True,True,,False,False,,,,False,True,,,,,,,False,,,,False,False
17059,6,14.0,,15.6,,8.0,7.0,0.0,,,,,9.6,,3.7,,,12.4,16.0,10.1,,11.0,,,1.0,6.5,,,,6.0,9.0,,,,,,,11.8,,,,2.4,13.5,8.0,,9.6,,2.0,1.0,-6.0,,,,,3.6,,-2.3,,,6.4,10.0,4.1,,5.0,,,-5.0,0.5,,,,0.0,3.0,,,,,,,5.8,,,,-3.6,7.5,,False,,True,True,True,,,,,True,,True,,,True,False,True,,True,,,True,True,,,,True,True,,,,,,,True,,,,True,True
17061,11,28.0,,31.1,,27.0,16.0,21.0,,,,,18.7,,9.9,,,33.7,47.0,9.8,,35.4,,,2.0,14.4,,,,16.0,27.0,,,,,,,26.4,,,,30.2,64.6,17.0,,20.1,,16.0,5.0,10.0,,,,,7.7,,-1.1,,,22.7,36.0,-1.2,,24.4,,,-9.0,3.4,,,,5.0,16.0,,,,,,,15.4,,,,19.2,53.6,,False,,True,True,True,,,,,True,,True,,,False,False,True,,False,,,True,True,,,,True,True,,,,,,,True,,,,False,False
17063,179,214.0,,205.2,,169.0,156.0,155.0,,,,,85.0,,105.5,,,336.8,127.0,136.5,,187.9,183.0,,165.0,172.4,,,,179.0,172.0,,,,,,160.5,217.9,,,,214.0,196.9,35.0,,26.2,,-10.0,-23.0,-24.0,,,,,-94.0,,-73.5,,,157.8,-52.0,-42.5,,8.9,4.0,,-14.0,-6.6,,,,0.0,-7.0,,,,,,-18.5,38.9,,,,35.0,17.9,,True,,True,True,True,,,,,False,,False,,,False,False,False,,True,True,,True,True,,,,True,True,,,,,,True,False,,,,True,True
17065,14,20.0,,17.4,,18.0,14.0,2.0,,,,,13.2,,7.1,,,26.8,19.0,18.2,,19.3,,,7.0,12.4,,,,11.0,17.0,,,,,,,40.4,,,,20.9,31.9,6.0,,3.4,,4.0,0.0,-12.0,,,,,-0.8,,-6.9,,,12.8,5.0,4.2,,5.3,,,-7.0,-1.6,,,,-3.0,3.0,,,,,,,26.4,,,,6.9,17.9,,True,,True,True,False,,,,,True,,False,,,False,True,True,,True,,,False,True,,,,True,True,,,,,,,False,,,,False,False
17067,26,42.0,,46.6,,30.0,30.0,21.0,,,,,24.0,,22.8,,,68.2,69.0,20.4,,55.3,,,25.0,30.0,,,,40.0,62.0,,,,,,,39.5,,,,30.3,55.8,16.0,,20.6,,4.0,4.0,-5.0,,,,,-2.0,,-3.2,,,42.2,43.0,-5.6,,29.3,,,-1.0,4.0,,,,14.0,36.0,,,,,,,13.5,,,,4.3,29.8,,False,,True,True,True,,,,,True,,True,,,False,False,True,,False,,,True,True,,,,True,False,,,,,,,True,,,,True,False
17069,4,10.0,,8.8,,8.0,5.0,0.0,,,,,8.2,,4.3,,,9.6,19.0,20.8,,7.7,,,0.0,4.9,,,,7.0,9.0,,,,,,,14.0,,,,8.5,12.2,6.0,,4.8,,4.0,1.0,-4.0,,,,,4.2,,0.3,,,5.6,15.0,16.8,,3.7,,,-4.0,0.9,,,,3.0,5.0,,,,,,,10.0,,,,4.5,8.2,,True,,True,True,True,,,,,True,,True,,,True,False,False,,True,,,True,True,,,,True,True,,,,,,,False,,,,True,False
17071,13,4.0,,1.8,,3.0,5.0,0.0,,,,,6.3,,9.7,,,11.4,38.0,1.4,,12.1,,,1.0,3.2,,,,2.0,15.0,,,,,,,4.6,,,,2.8,15.2,-9.0,,-11.2,,-10.0,-8.0,-13.0,,,,,-6.7,,-3.3,,,-1.6,25.0,-11.6,,-0.9,,,-12.0,-9.8,,,,-11.0,2.0,,,,,,,-8.4,,,,-10.2,2.2,,False,,False,True,False,,,,,True,,True,,,True,False,False,,True,,,False,False,,,,False,True,,,,,,,True,,,,False,True
17073,63,54.0,,57.4,,51.0,56.0,31.0,,,,,52.7,,27.8,,,76.9,225.0,35.6,,133.5,92.0,,36.0,45.1,,,,37.0,103.0,,,,,,117.6,78.5,,,,16.1,98.8,-9.0,,-5.6,,-12.0,-7.0,-32.0,,,,,-10.3,,-35.2,,,13.9,162.0,-27.4,,70.5,29.0,,-27.0,-17.9,,,,-26.0,40.0,,,,,,54.6,15.5,,,,-46.9,35.8,,True,,False,True,False,,,,,False,,False,,,False,False,False,,False,False,,False,False,,,,False,False,,,,,,False,False,,,,False,False
17075,27,28.0,,26.9,,30.0,34.0,29.0,,,,,39.0,,17.8,,,53.2,49.0,49.1,,75.5,,,16.0,27.4,,,,24.0,44.0,,,,,,99.9,38.8,,,,22.1,59.1,1.0,,-0.1,,3.0,7.0,2.0,,,,,12.0,,-9.2,,,26.2,22.0,22.1,,48.5,,,-11.0,0.4,,,,-3.0,17.0,,,,,,72.9,11.8,,,,-4.9,32.1,,True,,False,False,False,,,,,False,,False,,,False,False,False,,False,,,False,True,,,,False,False,,,,,,False,False,,,,False,False
17077,63,38.0,,21.8,,51.0,64.0,43.0,,,,,85.1,,35.8,,,90.4,137.0,32.0,,158.3,102.5,,33.0,57.3,,,,22.0,93.0,,,,,,28.1,40.7,,,,3.4,86.9,-25.0,,-41.2,,-12.0,1.0,-20.0,,,,,22.1,,-27.2,,,27.4,74.0,-31.0,,95.3,39.5,,-30.0,-5.7,,,,-41.0,30.0,,,,,,-34.9,-22.3,,,,-59.6,23.9,,False,,True,True,True,,,,,True,,False,,,False,False,False,,False,False,,False,True,,,,False,False,,,,,,False,True,,,,False,True
17079,12,14.0,,16.0,,10.0,11.0,0.0,,,,,17.3,,6.0,,,20.0,19.0,1.4,,20.2,,,0.0,5.7,,,,6.0,12.0,,,,,,,29.3,,,,10.0,25.0,2.0,,4.0,,-2.0,-1.0,-12.0,,,,,5.3,,-6.0,,,8.0,7.0,-10.6,,8.2,,,-12.0,-6.3,,,,-6.0,0.0,,,,,,,17.3,,,,-2.0,13.0,,False,,False,True,False,,,,,False,,False,,,False,False,False,,False,,,False,False,,,,False,True,,,,,,,False,,,,False,False
17081,56,108.0,,91.3,,85.0,64.0,48.0,,,,,86.7,,158.0,,,176.8,83.0,16.9,,155.2,105.0,,19.0,57.6,,,,76.0,103.0,,,,,,132.4,70.0,,,,96.0,122.0,52.0,,35.3,,29.0,8.0,-8.0,,,,,30.7,,102.0,,,120.8,27.0,-39.1,,99.2,49.0,,-37.0,1.6,,,,20.0,47.0,,,,,,76.4,14.0,,,,40.0,66.0,,True,,True,True,True,,,,,True,,False,,,False,True,True,,False,True,,True,True,,,,True,True,,,,,,False,True,,,,True,False
17083,27,52.0,,51.0,,39.0,38.0,39.0,,,,,39.3,,22.9,,,79.0,52.0,25.6,,86.7,,,23.0,33.1,,,,37.0,74.0,,,,,,49.7,42.0,,,,18.8,66.3,25.0,,24.0,,12.0,11.0,12.0,,,,,12.3,,-4.1,,,52.0,25.0,-1.4,,59.7,,,-4.0,6.1,,,,10.0,47.0,,,,,,22.7,15.0,,,,-8.2,39.3,,True,,True,True,True,,,,,True,,True,,,False,False,True,,False,,,True,True,,,,True,False,,,,,,True,True,,,,True,False
17085,22,24.0,,23.8,,14.0,20.0,13.0,,,,,19.7,,13.6,,,36.4,84.0,6.1,,40.3,,,3.0,14.4,,,,11.0,9.0,,,,,,,70.6,,,,22.5,38.8,2.0,,1.8,,-8.0,-2.0,-9.0,,,,,-2.3,,-8.4,,,14.4,62.0,-15.9,,18.3,,,-19.0,-7.6,,,,-11.0,-13.0,,,,,,,48.6,,,,0.5,16.8,,True,,False,False,False,,,,,False,,False,,,False,False,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,True,False
17087,17,6.0,,2.2,,9.0,12.0,19.0,,,,,24.7,,3.2,,,14.8,27.0,3.9,,29.4,,,0.0,7.1,,,,,23.0,,,,,,,13.6,,,,2.9,34.7,-11.0,,-14.8,,-8.0,-5.0,2.0,,,,,7.7,,-13.8,,,-2.2,10.0,-13.1,,12.4,,,-17.0,-9.9,,,,,6.0,,,,,,,-3.4,,,,-14.1,17.7,,False,,True,True,True,,,,,True,,False,,,True,True,False,,False,,,False,True,,,,,True,,,,,,,True,,,,False,False
17089,1130,1072.0,,1081.6,935.8,867.0,867.0,867.0,,,,,640.2,,611.5,,776.4,1527.9,1686.0,418.0,,1562.6,1480.5,,658.0,885.4,,,,706.0,1020.0,,,,,,1141.8,997.4,717.0,,,661.6,1021.1,-58.0,,-48.4,-194.2,-263.0,-263.0,-263.0,,,,,-489.8,,-518.5,,-353.6,397.9,556.0,-712.0,,432.6,350.5,,-472.0,-244.6,,,,-424.0,-110.0,,,,,,11.8,-132.6,-413.0,,,-468.4,-108.9,,True,False,False,False,False,,,,,False,,False,,False,False,False,False,,False,False,,False,False,,,,False,False,,,,,,True,False,False,,,False,False
17091,268,296.0,,304.4,,245.0,243.0,205.0,,,,,139.9,,210.2,,,479.8,219.0,135.6,,358.0,246.0,,268.0,259.6,,,,307.0,251.0,,,,,,460.0,342.1,,,,292.4,304.7,28.0,,36.4,,-23.0,-25.0,-63.0,,,,,-128.1,,-57.8,,,211.8,-49.0,-132.4,,90.0,-22.0,,0.0,-8.4,,,,39.0,-17.0,,,,,,192.0,74.1,,,,24.4,36.7,,False,,True,True,False,,,,,False,,False,,,False,False,False,,False,True,,True,True,,,,False,True,,,,,,False,False,,,,True,False
17093,307,278.0,,282.7,,209.0,219.0,172.0,,,,,163.2,,195.0,,,395.4,327.0,153.8,,450.8,361.0,,169.0,219.3,,,,172.0,265.0,,,,,,251.4,330.3,169.0,,,155.7,280.7,-29.0,,-24.3,,-98.0,-88.0,-135.0,,,,,-143.8,,-112.0,,,88.4,20.0,-153.2,,143.8,54.0,,-138.0,-87.7,,,,-135.0,-42.0,,,,,,-55.6,23.3,-138.0,,,-151.3,-26.3,,True,,False,False,False,,,,,False,,False,,,False,True,False,,False,False,,False,False,,,,False,False,,,,,,False,True,False,,,False,True
17095,34,120.0,,133.6,,103.0,73.0,32.0,,,,,75.5,,58.0,,,183.1,209.0,119.2,,135.2,112.5,,13.0,68.8,,,,113.0,125.0,,,,,,245.9,92.1,,,,106.9,109.3,86.0,,99.6,,69.0,39.0,-2.0,,,,,41.5,,24.0,,,149.1,175.0,85.2,,101.2,78.5,,-21.0,34.8,,,,79.0,91.0,,,,,,211.9,58.1,,,,72.9,75.3,,False,,True,True,True,,,,,True,,True,,,False,False,True,,False,True,,True,True,,,,True,False,,,,,,False,True,,,,True,True
17097,1494,1410.0,,1405.4,1232.3,1189.0,1154.0,1005.0,,,,,882.4,,1035.3,,1097.5,2030.7,1946.0,776.4,,2228.3,1802.5,,953.0,1188.6,,,,969.0,1468.0,,,,,,1319.8,1189.1,946.0,,,1204.6,1291.4,-84.0,,-88.6,-261.7,-305.0,-340.0,-489.0,,,,,-611.6,,-458.7,,-396.5,536.7,452.0,-717.6,,734.3,308.5,,-541.0,-305.4,,,,-525.0,-26.0,,,,,,-174.2,-304.9,-548.0,,,-289.4,-202.6,,False,False,False,False,False,,,,,False,,False,,False,False,False,False,,False,False,,False,False,,,,False,True,,,,,,False,False,False,,,False,False
17099,309,300.0,,308.3,,261.0,272.0,254.0,,,,,173.3,,155.3,,,493.6,303.0,143.6,,433.1,289.5,,209.0,300.1,,,,209.0,351.0,,,,,,305.1,349.6,,,,206.4,,-9.0,,-0.7,,-48.0,-37.0,-55.0,,,,,-135.7,,-153.7,,,184.6,-6.0,-165.4,,124.1,-19.5,,-100.0,-8.9,,,,-100.0,42.0,,,,,,-3.9,40.6,,,,-102.6,,,True,,False,False,False,,,,,False,,False,,,False,True,False,,False,False,,False,True,,,,False,False,,,,,,True,False,,,,False,
17101,41,38.0,,47.7,,20.0,25.0,2.0,,,,,28.4,,22.5,,,66.7,30.0,3.0,,24.1,,,7.0,19.6,,,,13.0,18.0,,,,,,,34.1,,,,19.3,55.8,-3.0,,6.7,,-21.0,-16.0,-39.0,,,,,-12.6,,-18.5,,,25.7,-11.0,-38.0,,-16.9,,,-34.0,-21.4,,,,-28.0,-23.0,,,,,,,-6.9,,,,-21.7,14.8,,False,,False,False,False,,,,,False,,False,,,False,False,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,False,False
17103,83,34.0,,36.6,,35.0,40.0,38.0,,,,,47.4,,25.7,,,63.1,133.0,26.0,,56.8,60.5,,13.0,31.3,,,,19.0,43.0,,,,,,70.4,44.2,,,,4.0,67.0,-49.0,,-46.4,,-48.0,-43.0,-45.0,,,,,-35.6,,-57.3,,,-19.9,50.0,-57.0,,-26.2,-22.5,,-70.0,-51.7,,,,-64.0,-40.0,,,,,,-12.6,-38.8,,,,-79.0,-16.0,,True,,True,True,True,,,,,True,,False,,,True,False,False,,True,True,,False,False,,,,False,True,,,,,,True,True,,,,False,True
