,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
45015,301,476.0,,486.1,,377.0,341.0,326.0,,,,,213.8,,,538.3,,,868.0,339.2,,255.2,302.0,,306.0,388.3,,,,375.0,379.0,,,,,,,441.4,384.0,,,426.0,346.7,175.0,,185.1,,76.0,40.0,25.0,,,,,-87.2,,,237.3,,,567.0,38.2,,-45.8,1.0,,5.0,87.3,,,,74.0,78.0,,,,,,,140.4,83.0,,,125.0,45.7,,False,,True,True,True,,,,,True,,,False,,,False,True,,True,True,,True,True,,,,True,True,,,,,,,True,True,,,True,True
45017,13,11.0,,11.7,,12.0,11.0,7.0,,,,,11.9,,,20.7,,,121.0,16.3,,12.8,,,4.0,9.6,,,,9.0,12.0,,,,,,,11.7,,,,4.3,14.0,-2.0,,-1.3,,-1.0,-2.0,-6.0,,,,,-1.1,,,7.7,,,108.0,3.3,,-0.2,,,-9.0,-3.4,,,,-4.0,-1.0,,,,,,,-1.3,,,,-8.7,1.0,,True,,True,False,False,,,,,True,,,False,,,False,False,,True,,,False,False,,,,False,True,,,,,,,True,,,,False,True
45019,660,819.0,,814.8,696.7,695.0,711.0,659.0,,,,,496.6,,,535.4,,641.4,1124.0,861.6,,579.7,746.0,,608.0,752.4,,,,609.0,666.0,,,,,,,908.0,652.0,,,695.3,1053.4,159.0,,154.8,36.7,35.0,51.0,-1.0,,,,,-163.4,,,-124.6,,-18.6,464.0,201.6,,-80.3,86.0,,-52.0,92.4,,,,-51.0,6.0,,,,,,,248.0,-8.0,,,35.3,393.4,,True,True,True,True,True,,,,,False,,,True,,True,False,False,,True,True,,True,True,,,,True,True,,,,,,,False,True,,,True,False
45021,80,149.0,,156.6,,128.0,86.0,152.0,,,,,71.2,,,117.3,,,169.0,129.7,,91.3,144.5,,62.0,90.2,,,,135.0,116.0,,,,,,,120.4,,,,127.0,129.0,69.0,,76.6,,48.0,6.0,72.0,,,,,-8.8,,,37.3,,,89.0,49.7,,11.3,64.5,,-18.0,10.2,,,,55.0,36.0,,,,,,,40.4,,,,47.0,49.0,,False,,True,True,False,,,,,True,,,True,,,False,True,,True,True,,True,True,,,,True,True,,,,,,,True,,,,True,True
45023,69,126.0,,125.7,,95.0,72.0,110.0,,,,,43.1,,,37.9,,,134.0,157.7,,52.6,69.0,,73.0,73.8,,,,120.0,91.0,,,,,,,109.8,,,,123.4,91.1,57.0,,56.7,,26.0,3.0,41.0,,,,,-25.9,,,-31.1,,,65.0,88.7,,-16.4,0.0,,4.0,4.8,,,,51.0,22.0,,,,,,,40.8,,,,54.4,22.1,,True,,True,True,True,,,,,True,,,True,,,False,False,,True,True,,True,True,,,,True,True,,,,,,,True,,,,True,True
45025,62,135.0,,133.4,,114.0,95.0,121.0,,,,,61.1,,,101.5,,,657.0,163.9,,74.9,101.0,,80.0,89.5,,,,112.0,110.0,,,,,,,112.5,,,,119.1,103.0,73.0,,71.4,,52.0,33.0,59.0,,,,,-0.9,,,39.5,,,595.0,101.9,,12.9,39.0,,18.0,27.5,,,,50.0,48.0,,,,,,,50.5,,,,57.1,41.0,,True,,True,True,True,,,,,True,,,True,,,False,False,,True,True,,True,True,,,,True,True,,,,,,,True,,,,True,True
45027,66,101.0,,99.7,,83.0,65.0,90.0,,,,,41.2,,,139.4,,,212.0,97.0,,54.0,72.5,,66.0,63.0,,,,88.0,78.0,,,,,,,76.0,,,,95.9,72.9,35.0,,33.7,,17.0,-1.0,24.0,,,,,-24.8,,,73.4,,,146.0,31.0,,-12.0,6.5,,0.0,-3.0,,,,22.0,12.0,,,,,,,10.0,,,,29.9,6.9,,True,,True,True,True,,,,,True,,,False,,,False,True,,True,True,,True,True,,,,True,True,,,,,,,True,,,,True,True
45029,39,79.0,,79.9,,57.0,50.0,48.0,,,,,38.4,,,122.3,,,156.0,58.0,,49.3,56.0,,33.0,55.3,,,,69.0,59.0,,,,,,,57.4,,,,71.0,66.0,40.0,,40.9,,18.0,11.0,9.0,,,,,-0.6,,,83.3,,,117.0,19.0,,10.3,17.0,,-6.0,16.3,,,,30.0,20.0,,,,,,,18.4,,,,32.0,27.0,,False,,True,True,True,,,,,True,,,False,,,False,True,,True,True,,True,True,,,,True,True,,,,,,,True,,,,True,True
45031,98,102.0,,92.4,,88.0,107.0,78.0,,,,,95.1,,,134.3,,,1061.0,83.7,,97.3,94.0,,51.0,92.4,,,,71.0,78.0,,,,,,,106.2,,,,69.9,159.3,4.0,,-5.6,,-10.0,9.0,-20.0,,,,,-2.9,,,36.3,,,963.0,-14.3,,-0.7,-4.0,,-47.0,-5.6,,,,-27.0,-20.0,,,,,,,8.2,,,,-28.1,61.3,,False,,False,False,False,,,,,True,,,False,,,False,False,,True,False,,False,False,,,,False,False,,,,,,,False,,,,False,False
45033,74,77.0,,76.6,,58.0,53.0,31.0,,,,,48.0,,,262.5,,,424.0,59.3,,47.5,55.0,,22.0,56.1,,,,56.0,56.0,,,,,,,52.1,,,,42.0,62.6,3.0,,2.6,,-16.0,-21.0,-43.0,,,,,-26.0,,,188.5,,,350.0,-14.7,,-26.5,-19.0,,-52.0,-17.9,,,,-18.0,-18.0,,,,,,,-21.9,,,,-32.0,-11.4,,True,,False,False,False,,,,,False,,,False,,,False,False,,False,False,,False,False,,,,False,False,,,,,,,False,,,,False,False
45035,360,441.0,,447.6,,349.0,356.0,362.0,,,,,202.1,,,242.4,,,902.0,349.2,,261.7,393.5,,315.0,419.6,,,,320.0,323.0,,,,,,,401.5,320.0,,,333.7,367.7,81.0,,87.6,,-11.0,-4.0,2.0,,,,,-157.9,,,-117.6,,,542.0,-10.8,,-98.3,33.5,,-45.0,59.6,,,,-40.0,-37.0,,,,,,,41.5,-40.0,,,-26.3,7.7,,False,,True,True,True,,,,,False,,,False,,,False,True,,False,True,,True,True,,,,True,True,,,,,,,True,True,,,True,True
45037,81,106.0,,107.6,,85.0,77.0,127.0,,,,,42.9,,,47.8,,,105.0,165.3,,50.7,,,85.0,80.2,,,,94.0,80.0,,,,,,,69.0,,,,104.3,70.5,25.0,,26.6,,4.0,-4.0,46.0,,,,,-38.1,,,-33.2,,,24.0,84.3,,-30.3,,,4.0,-0.8,,,,13.0,-1.0,,,,,,,-12.0,,,,23.3,-10.5,,False,,True,True,False,,,,,False,,,False,,,True,False,,False,,,True,True,,,,True,True,,,,,,,True,,,,True,True
45039,36,40.0,,42.1,,34.0,31.0,32.0,,,,,24.4,,,12.9,,,92.0,46.1,,22.1,,,26.0,31.7,,,,30.0,33.0,,,,,,,39.9,,,,48.2,34.8,4.0,,6.1,,-2.0,-5.0,-4.0,,,,,-11.6,,,-23.1,,,56.0,10.1,,-13.9,,,-10.0,-4.3,,,,-6.0,-3.0,,,,,,,3.9,,,,12.2,-1.2,,False,,True,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,True,,,,,,,True,,,,False,True
45041,172,234.0,,216.3,,189.0,203.0,169.0,,,,,187.8,,,184.3,,,1663.0,190.1,,181.3,175.0,,103.0,189.1,,,,172.0,172.0,,,,,,,282.0,163.0,,,159.4,248.7,62.0,,44.3,,17.0,31.0,-3.0,,,,,15.8,,,12.3,,,1491.0,18.1,,9.3,3.0,,-69.0,17.1,,,,0.0,0.0,,,,,,,110.0,-9.0,,,-12.6,76.7,,True,,True,True,True,,,,,True,,,True,,,False,True,,True,True,,False,True,,,,True,True,,,,,,,False,True,,,True,False
45043,74,131.0,,138.8,,100.0,101.0,77.0,,,,,76.9,,,303.2,,,125.0,81.7,,75.3,81.0,,66.0,132.2,,,,111.0,96.0,,,,,,,129.2,,,,136.8,103.1,57.0,,64.8,,26.0,27.0,3.0,,,,,2.9,,,229.2,,,51.0,7.7,,1.3,7.0,,-8.0,58.2,,,,37.0,22.0,,,,,,,55.2,,,,62.8,29.1,,False,,True,True,True,,,,,True,,,False,,,True,True,,True,True,,True,False,,,,True,True,,,,,,,True,,,,False,True
45045,1320,1395.0,,1412.5,1124.5,1124.0,991.0,1171.0,,,,,754.3,,,923.6,,1014.3,1383.0,1205.5,,907.4,1103.0,,763.5,1136.5,,,,1015.0,1059.0,,,,,,,1301.5,1020.0,,,937.0,1231.6,75.0,,92.5,-195.5,-196.0,-329.0,-149.0,,,,,-565.7,,,-396.4,,-305.7,63.0,-114.5,,-412.6,-217.0,,-556.5,-183.5,,,,-305.0,-261.0,,,,,,,-18.5,-300.0,,,-383.0,-88.4,,False,False,False,False,False,,,,,False,,,False,,False,True,False,,False,False,,False,False,,,,False,False,,,,,,,True,False,,,False,False
45047,161,157.0,,146.2,,121.0,137.0,157.0,,,,,78.3,,,158.1,,,222.0,102.5,,102.8,144.0,,118.0,174.6,,,,105.0,121.0,,,,,,,151.7,,,,95.0,121.0,-4.0,,-14.8,,-40.0,-24.0,-4.0,,,,,-82.7,,,-2.9,,,61.0,-58.5,,-58.2,-17.0,,-43.0,13.6,,,,-56.0,-40.0,,,,,,,-9.3,,,,-66.0,-40.0,,False,,False,False,False,,,,,False,,,True,,,False,False,,False,False,,False,False,,,,False,False,,,,,,,False,,,,False,False
45049,41,44.0,,42.2,,30.0,29.0,18.0,,,,,18.8,,,68.5,,,107.0,27.1,,20.9,,,20.0,35.0,,,,34.0,31.0,,,,,,,44.1,,,,41.4,30.7,3.0,,1.2,,-11.0,-12.0,-23.0,,,,,-22.2,,,27.5,,,66.0,-13.9,,-20.1,,,-21.0,-6.0,,,,-7.0,-10.0,,,,,,,3.1,,,,0.4,-10.3,,True,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,True,False
45051,696,917.0,,978.7,765.0,803.0,769.0,730.0,,,,,539.1,,,773.7,,,1676.0,1047.5,,582.1,844.0,,663.0,847.9,,,,819.0,697.0,,,,,,,773.9,684.0,,,899.5,840.1,221.0,,282.7,69.0,107.0,73.0,34.0,,,,,-156.9,,,77.7,,,980.0,351.5,,-113.9,148.0,,-33.0,151.9,,,,123.0,1.0,,,,,,,77.9,-12.0,,,203.5,144.1,,False,True,True,True,True,,,,,True,,,True,,,False,False,,True,True,,True,True,,,,True,True,,,,,,,True,True,,,True,True
45053,27,31.0,,35.1,,30.0,30.0,21.0,,,,,24.5,,,35.2,,,63.0,18.2,,28.3,,,20.0,34.2,,,,18.0,29.0,,,,,,,38.4,,,,17.6,38.9,4.0,,8.1,,3.0,3.0,-6.0,,,,,-2.5,,,8.2,,,36.0,-8.8,,1.3,,,-7.0,7.2,,,,-9.0,2.0,,,,,,,11.4,,,,-9.4,11.9,,False,,True,True,False,,,,,True,,,False,,,False,False,,True,,,False,False,,,,False,True,,,,,,,False,,,,False,False
45055,88,240.0,,243.0,,195.0,150.0,251.0,,,,,95.7,,,66.6,,192.7,669.0,335.7,,71.6,177.5,,138.0,140.7,,,,208.0,190.0,,,,,,,190.5,,,,230.7,190.7,152.0,,155.0,,107.0,62.0,163.0,,,,,7.7,,,-21.4,,104.7,581.0,247.7,,-16.4,89.5,,50.0,52.7,,,,120.0,102.0,,,,,,,102.5,,,,142.7,102.7,,False,,True,True,False,,,,,True,,,True,,True,False,False,,True,True,,True,True,,,,True,True,,,,,,,True,,,,True,True
45057,168,308.0,,302.2,,269.0,232.0,284.0,,,,,124.9,,,125.7,,,742.0,473.9,,142.5,236.5,,228.0,244.2,,,,293.0,248.0,,,,,,,262.5,,,,334.0,253.4,140.0,,134.2,,101.0,64.0,116.0,,,,,-43.1,,,-42.3,,,574.0,305.9,,-25.5,68.5,,60.0,76.2,,,,125.0,80.0,,,,,,,94.5,,,,166.0,85.4,,True,,True,True,True,,,,,True,,,True,,,False,False,,True,True,,True,True,,,,True,True,,,,,,,True,,,,False,True
45059,113,110.0,,111.7,,87.0,89.0,80.0,,,,,68.0,,,81.3,,,176.0,82.9,,92.1,108.5,,69.0,97.1,,,,73.0,86.0,,,,,,,91.0,,,,86.9,116.2,-3.0,,-1.3,,-26.0,-24.0,-33.0,,,,,-45.0,,,-31.7,,,63.0,-30.1,,-20.9,-4.5,,-44.0,-15.9,,,,-40.0,-27.0,,,,,,,-22.0,,,,-26.1,3.2,,True,,False,False,False,,,,,False,,,False,,,False,False,,False,False,,False,False,,,,False,False,,,,,,,False,,,,False,False
45061,17,18.0,,19.6,,16.0,18.0,12.0,,,,,19.2,,,12.4,,,139.0,14.9,,19.0,,,8.0,15.7,,,,10.0,18.0,,,,,,,32.5,,,,15.8,20.3,1.0,,2.6,,-1.0,1.0,-5.0,,,,,2.2,,,-4.6,,,122.0,-2.1,,2.0,,,-9.0,-1.3,,,,-7.0,1.0,,,,,,,15.5,,,,-1.2,3.3,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,False,False
45063,524,990.0,,991.4,755.9,823.0,760.0,916.0,,,,,446.5,,,503.5,,910.0,2878.0,1809.3,,490.4,793.0,,814.0,704.7,,,,920.0,803.0,,,,,,,874.1,609.0,,,1025.2,810.0,466.0,,467.4,231.9,299.0,236.0,392.0,,,,,-77.5,,,-20.5,,386.0,2354.0,1285.3,,-33.6,269.0,,290.0,180.7,,,,396.0,279.0,,,,,,,350.1,85.0,,,501.2,286.0,,False,True,True,True,True,,,,,True,,,True,,True,False,False,,True,True,,True,True,,,,True,True,,,,,,,True,True,,,False,True
45065,23,24.0,,24.1,,18.0,18.0,18.0,,,,,12.0,,,32.5,,,12.0,12.5,,16.9,,,14.0,22.2,,,,17.0,19.0,,,,,,,26.9,,,,21.8,21.3,1.0,,1.1,,-5.0,-5.0,-5.0,,,,,-11.0,,,9.5,,,-11.0,-10.5,,-6.1,,,-9.0,-0.8,,,,-6.0,-4.0,,,,,,,3.9,,,,-1.2,-1.7,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,True,,,,False,False,,,,,,,False,,,,False,False
45067,34,45.0,,48.4,,40.0,42.0,39.0,,,,,37.8,,,34.8,,,223.0,35.9,,40.4,32.5,,25.0,41.9,,,,29.0,39.0,,,,,,,52.6,,,,37.7,55.0,11.0,,14.4,,6.0,8.0,5.0,,,,,3.8,,,0.8,,,189.0,1.9,,6.4,-1.5,,-9.0,7.9,,,,-5.0,5.0,,,,,,,18.6,,,,3.7,21.0,,False,,True,True,True,,,,,True,,,True,,,False,True,,True,True,,True,True,,,,True,True,,,,,,,False,,,,True,False
45069,48,48.0,,44.9,,45.0,40.0,63.0,,,,,35.0,,,23.1,,,415.0,58.7,,33.7,,,18.0,37.0,,,,45.0,39.0,,,,,,,48.8,,,,45.0,45.2,0.0,,-3.1,,-3.0,-8.0,15.0,,,,,-13.0,,,-24.9,,,367.0,10.7,,-14.3,,,-30.0,-11.0,,,,-3.0,-9.0,,,,,,,0.8,,,,-3.0,-2.8,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,False,False
45071,51,142.0,,145.1,,124.0,93.0,153.0,,,,,52.3,,,112.3,,,170.0,240.7,,59.9,97.5,,102.0,91.4,,,,142.0,109.0,,,,,,,120.8,,,,137.6,107.2,91.0,,94.1,,73.0,42.0,102.0,,,,,1.3,,,61.3,,,119.0,189.7,,8.9,46.5,,51.0,40.4,,,,91.0,58.0,,,,,,,69.8,,,,86.6,56.2,,False,,True,True,False,,,,,True,,,True,,,False,False,,True,True,,True,True,,,,False,True,,,,,,,True,,,,True,True
45073,155,139.0,,139.8,,130.0,123.0,126.0,,,,,90.5,,,128.5,,,170.0,154.1,,94.8,149.0,,100.0,142.8,,,,109.0,107.0,,,,,,,114.8,,,,88.5,134.6,-16.0,,-15.2,,-25.0,-32.0,-29.0,,,,,-64.5,,,-26.5,,,15.0,-0.9,,-60.2,-6.0,,-55.0,-12.2,,,,-46.0,-48.0,,,,,,,-40.2,,,,-66.5,-20.4,,True,,False,False,False,,,,,False,,,False,,,True,True,,False,True,,False,True,,,,False,False,,,,,,,False,,,,False,False
45075,148,237.0,,237.7,,190.0,172.0,152.0,,,,,105.1,,,221.5,,,662.0,198.6,,120.4,167.0,,126.0,201.7,,,,188.0,189.0,,,,,,,206.8,,,,162.0,201.0,89.0,,89.7,,42.0,24.0,4.0,,,,,-42.9,,,73.5,,,514.0,50.6,,-27.6,19.0,,-22.0,53.7,,,,40.0,41.0,,,,,,,58.8,,,,14.0,53.0,,False,,True,True,True,,,,,True,,,True,,,False,True,,True,True,,True,True,,,,True,True,,,,,,,True,,,,True,True
45077,285,323.0,,321.3,,279.0,234.0,301.0,,,,,174.6,,,201.3,,,311.0,554.0,,183.5,182.5,,179.0,264.2,,,,315.0,244.0,,,,,,,293.1,,,,209.8,293.8,38.0,,36.3,,-6.0,-51.0,16.0,,,,,-110.4,,,-83.7,,,26.0,269.0,,-101.5,-102.5,,-106.0,-20.8,,,,30.0,-41.0,,,,,,,8.1,,,,-75.2,8.8,,True,,True,False,True,,,,,False,,,False,,,True,False,,False,False,,False,True,,,,True,False,,,,,,,True,,,,False,True
45079,668,1166.0,,1177.4,932.2,932.0,918.0,1100.0,,,,,602.3,,,791.0,,1115.2,4504.0,1763.5,,584.4,844.5,,809.0,916.1,,,,1084.0,864.0,,,,,,,1169.9,868.0,,,1223.1,916.1,498.0,,509.4,264.2,264.0,250.0,432.0,,,,,-65.7,,,123.0,,447.2,3836.0,1095.5,,-83.6,176.5,,141.0,248.1,,,,416.0,196.0,,,,,,,501.9,200.0,,,555.1,248.1,,False,True,True,True,True,,,,,True,,,True,,True,False,False,,True,True,,True,True,,,,True,True,,,,,,,False,True,,,False,True
45081,35,55.0,,55.9,,47.0,42.0,45.0,,,,,20.6,,,62.3,,,96.0,54.0,,30.9,,,47.0,46.7,,,,45.0,43.0,,,,,,,46.2,,,,52.1,34.7,20.0,,20.9,,12.0,7.0,10.0,,,,,-14.4,,,27.3,,,61.0,19.0,,-4.1,,,12.0,11.7,,,,10.0,8.0,,,,,,,11.2,,,,17.1,-0.3,,False,,True,True,True,,,,,True,,,False,,,False,True,,True,,,True,True,,,,True,True,,,,,,,True,,,,True,True
45083,701,1045.0,,1114.5,825.2,825.0,630.0,949.0,,,,,463.3,,,534.9,,701.8,968.0,859.4,,578.0,928.0,,521.5,695.6,,,,876.0,830.0,,,,,,,889.4,670.0,,,899.8,768.0,344.0,,413.5,124.2,124.0,-71.0,248.0,,,,,-237.7,,,-166.1,,0.8,267.0,158.4,,-123.0,227.0,,-179.5,-5.4,,,,175.0,129.0,,,,,,,188.4,-31.0,,,198.8,67.0,,False,True,True,True,True,,,,,True,,,True,,True,True,True,,True,True,,True,True,,,,True,True,,,,,,,True,True,,,True,True
45085,162,251.0,,279.1,,228.0,194.0,236.0,,,,,126.9,,,239.7,,,1254.0,331.7,,156.1,188.5,,139.0,204.2,,,,230.0,221.0,,,,,,,261.4,,,,249.2,214.3,89.0,,117.1,,66.0,32.0,74.0,,,,,-35.1,,,77.7,,,1092.0,169.7,,-5.9,26.5,,-23.0,42.2,,,,68.0,59.0,,,,,,,99.4,,,,87.2,52.3,,False,,True,True,True,,,,,True,,,True,,,False,False,,True,True,,True,True,,,,True,True,,,,,,,False,,,,True,True
45087,76,75.0,,63.8,,59.0,43.0,95.0,,,,,30.7,,,38.4,,,85.0,151.7,,38.9,,,33.0,47.2,,,,75.0,59.0,,,,,,,60.6,,,,88.4,57.7,-1.0,,-12.2,,-17.0,-33.0,19.0,,,,,-45.3,,,-37.6,,,9.0,75.7,,-37.1,,,-43.0,-28.8,,,,-1.0,-17.0,,,,,,,-15.4,,,,12.4,-18.3,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,False,False
45089,34,84.0,,83.9,,78.0,54.0,112.0,,,,,45.2,,,99.3,,,91.0,188.3,,53.1,74.5,,33.0,62.9,,,,81.0,74.0,,,,,,,74.3,,,,88.0,66.7,50.0,,49.9,,44.0,20.0,78.0,,,,,11.2,,,65.3,,,57.0,154.3,,19.1,40.5,,-1.0,28.9,,,,47.0,40.0,,,,,,,40.3,,,,54.0,32.7,,True,,True,True,False,,,,,True,,,False,,,False,False,,True,True,,True,True,,,,True,True,,,,,,,True,,,,False,True
45091,477,1149.0,,1149.5,,891.0,717.0,880.0,,,,,373.4,,,536.7,,1098.8,1280.0,1426.8,,462.5,785.0,,666.5,837.9,,,,1165.0,853.0,,,,,,,1027.9,902.0,,,1179.9,836.6,672.0,,672.5,,414.0,240.0,403.0,,,,,-103.6,,,59.7,,621.8,803.0,949.8,,-14.5,308.0,,189.5,360.9,,,,688.0,376.0,,,,,,,550.9,425.0,,,702.9,359.6,,False,,True,True,True,,,,,True,,,True,,True,False,False,,True,True,,True,True,,,,False,True,,,,,,,True,True,,,False,True
46003,2,1.0,,0.7,,1.0,2.0,0.0,,,,,1.8,,,0.0,,,4.0,0.0,,0.7,,,2.0,0.2,,,,1.0,2.0,,,,,,,1.1,,,,0.7,3.9,-1.0,,-1.3,,-1.0,0.0,-2.0,,,,,-0.2,,,-2.0,,,2.0,-2.0,,-1.3,,,0.0,-1.8,,,,-1.0,0.0,,,,,,,-0.9,,,,-1.3,1.9,,False,,False,True,False,,,,,True,,,False,,,False,False,,False,,,True,False,,,,False,True,,,,,,,True,,,,False,False
46005,61,39.0,,40.2,,40.0,32.0,70.0,,,,,12.2,,,16.0,,,16.0,45.5,,8.6,,,40.0,34.3,,,,47.0,38.0,,,,,,,36.5,,,,41.3,39.8,-22.0,,-20.8,,-21.0,-29.0,9.0,,,,,-48.8,,,-45.0,,,-45.0,-15.5,,-52.4,,,-21.0,-26.7,,,,-14.0,-23.0,,,,,,,-24.5,,,,-19.7,-21.2,,True,,True,False,True,,,,,False,,,False,,,False,True,,False,,,True,False,,,,True,False,,,,,,,False,,,,True,True
46007,0,1.0,,1.2,,1.0,1.0,0.0,,,,,1.6,,,0.0,,,9.0,0.3,,0.8,,,1.0,0.1,,,,1.0,3.0,,,,,,,0.8,,,,1.7,,1.0,,1.2,,1.0,1.0,0.0,,,,,1.6,,,0.0,,,9.0,0.3,,0.8,,,1.0,0.1,,,,1.0,3.0,,,,,,,0.8,,,,1.7,,,False,,False,False,True,,,,,False,,,True,,,False,True,,True,,,False,True,,,,False,False,,,,,,,True,,,,False,
46009,3,2.0,,1.5,,1.0,5.0,0.0,,,,,3.7,,,0.0,,,45.0,0.0,,1.9,,,1.0,1.1,,,,1.0,6.0,,,,,,,3.9,,,,1.5,30.7,-1.0,,-1.5,,-2.0,2.0,-3.0,,,,,0.7,,,-3.0,,,42.0,-3.0,,-1.1,,,-2.0,-1.9,,,,-2.0,3.0,,,,,,,0.9,,,,-1.5,27.7,,False,,False,False,False,,,,,True,,,False,,,False,False,,False,,,False,False,,,,False,False,,,,,,,True,,,,False,False
46011,33,24.0,,23.5,,24.0,25.0,24.0,,,,,23.8,,,9.3,,,47.0,14.4,,25.6,20.0,,16.0,26.7,,,,15.0,36.0,,,,,,,20.0,,,,23.3,33.8,-9.0,,-9.5,,-9.0,-8.0,-9.0,,,,,-9.2,,,-23.7,,,14.0,-18.6,,-7.4,-13.0,,-17.0,-6.3,,,,-18.0,3.0,,,,,,,-13.0,,,,-9.7,0.8,,False,,False,True,False,,,,,False,,,False,,,False,False,,True,False,,False,True,,,,False,True,,,,,,,False,,,,False,True
46013,41,42.0,,41.9,,30.0,29.0,19.0,,,,,27.7,,,45.7,,,47.0,13.5,,34.1,28.0,,16.0,28.8,,,,34.0,53.0,,,,,,,44.8,,,,27.6,53.5,1.0,,0.9,,-11.0,-12.0,-22.0,,,,,-13.3,,,4.7,,,6.0,-27.5,,-6.9,-13.0,,-25.0,-12.2,,,,-7.0,12.0,,,,,,,3.8,,,,-13.4,12.5,,True,,False,False,False,,,,,False,,,False,,,False,False,,False,False,,False,False,,,,False,False,,,,,,,False,,,,False,False
