,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
08071,15,10.0,,7.8,,11.0,11.0,7.0,,,,,8.0,,,7.5,,,18.0,18.1,,10.0,,,10.0,10.8,,,,10.0,17.0,,,,,,,13.7,,,,10.1,19.8,-5.0,,-7.2,,-4.0,-4.0,-8.0,,,,,-7.0,,,-7.5,,,3.0,3.1,,-5.0,,,-5.0,-4.2,,,,-5.0,2.0,,,,,,,-1.3,,,,-4.9,4.8,,False,,True,True,False,,,,,False,,,False,,,True,True,,False,,,False,True,,,,False,True,,,,,,,True,,,,True,True
08073,2,1.0,,0.1,,5.0,8.0,0.0,,,,,7.6,,,0.2,,,5.0,39.6,,8.9,,,12.0,1.7,,,,,6.0,,,,,,,1.3,,,,17.4,17.7,-1.0,,-1.9,,3.0,6.0,-2.0,,,,,5.6,,,-1.8,,,3.0,37.6,,6.9,,,10.0,-0.3,,,,,4.0,,,,,,,-0.7,,,,15.4,15.7,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,True,,,,,False,,,,,,,True,,,,False,False
08075,42,9.0,,9.3,,9.0,10.0,0.0,,,,,18.4,,,11.4,,,22.0,7.2,,25.3,,,1.0,7.4,,,,11.0,13.0,,,,,,,12.5,,,,12.2,19.7,-33.0,,-32.7,,-33.0,-32.0,-42.0,,,,,-23.6,,,-30.6,,,-20.0,-34.8,,-16.7,,,-41.0,-34.6,,,,-31.0,-29.0,,,,,,,-29.5,,,,-29.8,-22.3,,True,,False,True,False,,,,,True,,,True,,,True,False,,True,,,False,False,,,,True,True,,,,,,,True,,,,True,True
08077,198,207.0,,195.5,,152.0,148.0,152.0,,,,,101.5,,,320.0,,,138.0,100.3,,177.5,154.5,,114.5,184.0,,,,182.0,212.0,,,,,,,230.5,180.0,,,179.0,185.1,9.0,,-2.5,,-46.0,-50.0,-46.0,,,,,-96.5,,,122.0,,,-60.0,-97.7,,-20.5,-43.5,,-83.5,-14.0,,,,-16.0,14.0,,,,,,,32.5,-18.0,,,-19.0,-12.9,,True,,False,False,False,,,,,False,,,False,,,False,False,,False,False,,False,False,,,,False,False,,,,,,,False,False,,,False,False
08079,8,0.0,,0.0,,0.0,0.0,0.0,,,,,0.3,,,0.2,,,0.0,0.0,,0.3,,,0.0,0.0,,,,0.0,0.0,,,,,,,0.5,,,,0.7,,-8.0,,-8.0,,-8.0,-8.0,-8.0,,,,,-7.7,,,-7.8,,,-8.0,-8.0,,-7.7,,,-8.0,-8.0,,,,-8.0,-8.0,,,,,,,-7.5,,,,-7.3,,,False,,False,False,False,,,,,True,,,True,,,False,True,,True,,,False,True,,,,False,False,,,,,,,True,,,,True,
08081,13,12.0,,12.6,,9.0,8.0,5.0,,,,,4.0,,,11.8,,,16.0,4.8,,8.3,,,7.0,9.0,,,,8.0,13.0,,,,,,,22.0,,,,11.7,11.7,-1.0,,-0.4,,-4.0,-5.0,-8.0,,,,,-9.0,,,-1.2,,,3.0,-8.2,,-4.7,,,-6.0,-4.0,,,,-5.0,0.0,,,,,,,9.0,,,,-1.3,-1.3,,True,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,True,,,,,,,False,,,,False,False
08083,12,26.0,,24.7,,18.0,18.0,2.0,,,,,12.7,,,20.9,,,27.0,12.7,,18.1,,,16.0,17.5,,,,25.0,29.0,,,,,,,29.9,,,,23.6,26.7,14.0,,12.7,,6.0,6.0,-10.0,,,,,0.7,,,8.9,,,15.0,0.7,,6.1,,,4.0,5.5,,,,13.0,17.0,,,,,,,17.9,,,,11.6,14.7,,True,,True,True,True,,,,,True,,,True,,,False,True,,True,,,True,True,,,,True,False,,,,,,,False,,,,True,False
08085,38,51.0,,47.0,,31.0,34.0,23.0,,,,,23.9,,,57.9,,,38.0,26.4,,44.4,31.0,,26.0,41.1,,,,40.0,60.0,,,,,,,41.8,,,,30.2,49.6,13.0,,9.0,,-7.0,-4.0,-15.0,,,,,-14.1,,,19.9,,,0.0,-11.6,,6.4,-7.0,,-12.0,3.1,,,,2.0,22.0,,,,,,,3.8,,,,-7.8,11.6,,True,,True,True,False,,,,,False,,,False,,,True,True,,True,True,,True,True,,,,True,False,,,,,,,True,,,,True,True
08087,29,10.0,,9.5,,9.0,10.0,7.0,,,,,16.0,,,4.4,,,37.0,6.2,,13.9,,,2.0,8.8,,,,8.0,18.0,,,,,,,17.6,,,,6.4,18.2,-19.0,,-19.5,,-20.0,-19.0,-22.0,,,,,-13.0,,,-24.6,,,8.0,-22.8,,-15.1,,,-27.0,-20.2,,,,-21.0,-11.0,,,,,,,-11.4,,,,-22.6,-10.8,,False,,False,False,False,,,,,True,,,False,,,True,False,,True,,,False,False,,,,False,True,,,,,,,True,,,,False,True
08089,11,21.0,,20.2,,23.0,20.0,21.0,,,,,10.1,,,21.2,,,32.0,67.4,,15.2,,,23.0,19.2,,,,31.0,25.0,,,,,,,18.9,,,,26.1,24.8,10.0,,9.2,,12.0,9.0,10.0,,,,,-0.9,,,10.2,,,21.0,56.4,,4.2,,,12.0,8.2,,,,20.0,14.0,,,,,,,7.9,,,,15.1,13.8,,True,,False,True,False,,,,,True,,,False,,,False,False,,True,,,False,True,,,,False,False,,,,,,,True,,,,False,False
08091,6,13.0,,13.7,,6.0,6.0,0.0,,,,,2.7,,,13.1,,,3.0,7.0,,4.4,,,3.0,6.2,,,,9.0,10.0,,,,,,,13.3,,,,12.1,17.5,7.0,,7.7,,0.0,0.0,-6.0,,,,,-3.3,,,7.1,,,-3.0,1.0,,-1.6,,,-3.0,0.2,,,,3.0,4.0,,,,,,,7.3,,,,6.1,11.5,,False,,True,True,True,,,,,True,,,False,,,True,True,,True,,,True,True,,,,True,True,,,,,,,False,,,,True,False
08093,14,11.0,,11.5,,9.0,9.0,7.0,,,,,4.6,,,16.1,,,12.0,8.4,,9.1,,,8.0,10.4,,,,9.0,17.0,,,,,,,10.1,,,,13.6,8.7,-3.0,,-2.5,,-5.0,-5.0,-7.0,,,,,-9.4,,,2.1,,,-2.0,-5.6,,-4.9,,,-6.0,-3.6,,,,-5.0,3.0,,,,,,,-3.9,,,,-0.4,-5.3,,True,,False,False,False,,,,,False,,,True,,,True,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,True,False
08095,3,4.0,,4.5,,3.0,2.0,0.0,,,,,1.6,,,0.0,,,9.0,10.6,,1.9,,,3.0,1.1,,,,3.0,5.0,,,,,,,3.9,,,,2.8,4.2,1.0,,1.5,,0.0,-1.0,-3.0,,,,,-1.4,,,-3.0,,,6.0,7.6,,-1.1,,,0.0,-1.9,,,,0.0,2.0,,,,,,,0.9,,,,-0.2,1.2,,False,,True,False,False,,,,,False,,,False,,,False,False,,False,,,True,False,,,,True,False,,,,,,,True,,,,True,False
08097,87,58.0,,57.0,,42.0,40.0,7.0,,,,,15.1,,,0.0,,,13.0,31.2,,17.4,,,42.0,46.9,,,,48.0,43.0,,,,,,,55.1,,,,44.5,55.5,-29.0,,-30.0,,-45.0,-47.0,-80.0,,,,,-71.9,,,-87.0,,,-74.0,-55.8,,-69.6,,,-45.0,-40.1,,,,-39.0,-44.0,,,,,,,-31.9,,,,-42.5,-31.5,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,False,False
08099,3,2.0,,1.4,,2.0,3.0,0.0,,,,,5.7,,,0.9,,,16.0,0.8,,6.6,,,0.0,1.5,,,,2.0,8.0,,,,,,,6.2,,,,2.9,7.5,-1.0,,-1.6,,-1.0,0.0,-3.0,,,,,2.7,,,-2.1,,,13.0,-2.2,,3.6,,,-3.0,-1.5,,,,-1.0,5.0,,,,,,,3.2,,,,-0.1,4.5,,False,,False,True,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,True,False
08101,182,121.0,,109.7,,93.0,91.0,145.0,,,,,73.2,,,135.2,,67.7,245.0,68.3,,153.6,57.5,,58.0,104.5,,,,97.0,137.0,,,,,,,121.8,97.0,,,72.3,132.9,-61.0,,-72.3,,-89.0,-91.0,-37.0,,,,,-108.8,,,-46.8,,-114.3,63.0,-113.7,,-28.4,-124.5,,-124.0,-77.5,,,,-85.0,-45.0,,,,,,,-60.2,-85.0,,,-109.7,-49.1,,False,,False,False,True,,,,,False,,,True,,False,False,False,,True,False,,False,False,,,,False,True,,,,,,,True,False,,,False,True
08103,17,13.0,,13.8,,12.0,10.0,,,,,,3.8,,,0.0,,,6.0,28.8,,7.5,,,9.0,12.0,,,,13.0,13.0,,,,,,,12.9,,,,16.9,11.7,-4.0,,-3.2,,-5.0,-7.0,,,,,,-13.2,,,-17.0,,,-11.0,11.8,,-9.5,,,-8.0,-5.0,,,,-4.0,-4.0,,,,,,,-4.1,,,,-0.1,-5.3,,True,,False,False,,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,True,False
08105,23,21.0,,18.7,,14.0,11.0,,,,,,6.0,,,49.7,,,8.0,20.6,,10.3,,,11.0,10.4,,,,20.0,20.0,,,,,,,22.9,,,,16.8,18.5,-2.0,,-4.3,,-9.0,-12.0,,,,,,-17.0,,,26.7,,,-15.0,-2.4,,-12.7,,,-12.0,-12.6,,,,-3.0,-3.0,,,,,,,-0.1,,,,-6.2,-4.5,,False,,False,False,,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,,,,,,,True,,,,False,False
08107,50,57.0,,57.9,,34.0,33.0,34.0,,,,,18.5,,,70.8,,,33.0,24.0,,30.4,,,23.0,41.6,,,,43.0,54.0,,,,,,,48.1,,,,56.7,53.5,7.0,,7.9,,-16.0,-17.0,-16.0,,,,,-31.5,,,20.8,,,-17.0,-26.0,,-19.6,,,-27.0,-8.4,,,,-7.0,4.0,,,,,,,-1.9,,,,6.7,3.5,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,True,,,,,,,True,,,,True,True
08109,7,7.0,,6.2,,6.0,3.0,,,,,,2.0,,,7.5,,,5.0,13.6,,4.3,,,2.0,3.1,,,,7.0,9.0,,,,,,,7.3,,,,6.8,11.2,0.0,,-0.8,,-1.0,-4.0,,,,,,-5.0,,,0.5,,,-2.0,6.6,,-2.7,,,-5.0,-3.9,,,,0.0,2.0,,,,,,,0.3,,,,-0.2,4.2,,False,,False,False,,,,,,False,,,False,,,False,False,,False,,,False,False,,,,True,False,,,,,,,False,,,,False,False
08111,1,1.0,,0.7,,1.0,1.0,0.0,,,,,0.2,,,0.0,,,0.0,66.2,,0.1,,,1.0,0.1,,,,0.0,1.0,,,,,,,2.0,,,,0.8,,0.0,,-0.3,,0.0,0.0,-1.0,,,,,-0.8,,,-1.0,,,-1.0,65.2,,-0.9,,,0.0,-0.9,,,,-1.0,0.0,,,,,,,1.0,,,,-0.2,,,False,,True,True,False,,,,,False,,,False,,,False,False,,False,,,True,False,,,,False,True,,,,,,,False,,,,False,
08113,12,16.0,,17.2,,12.0,11.0,20.0,,,,,8.9,,,6.9,,,7.0,2.6,,14.7,,,4.0,13.9,,,,12.0,13.0,,,,,,,13.5,,,,9.2,27.3,4.0,,5.2,,0.0,-1.0,8.0,,,,,-3.1,,,-5.1,,,-5.0,-9.4,,2.7,,,-8.0,1.9,,,,0.0,1.0,,,,,,,1.5,,,,-2.8,15.3,,False,,True,True,False,,,,,True,,,False,,,False,False,,True,,,False,True,,,,True,True,,,,,,,True,,,,True,False
08115,0,0.0,,0.3,,1.0,1.0,0.0,,,,,1.0,,,0.4,,,5.0,0.9,,1.2,,,1.0,0.1,,,,1.0,1.0,,,,,,,0.8,,,,0.8,,0.0,,0.3,,1.0,1.0,0.0,,,,,1.0,,,0.4,,,5.0,0.9,,1.2,,,1.0,0.1,,,,1.0,1.0,,,,,,,0.8,,,,0.8,,,False,,False,False,True,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,False,
08117,54,71.0,,75.8,,49.0,45.0,41.0,,,,,30.1,,,46.8,,,29.0,45.4,,39.3,58.0,,39.0,52.9,,,,50.0,62.0,,,,,,,68.0,,,,78.9,62.9,17.0,,21.8,,-5.0,-9.0,-13.0,,,,,-23.9,,,-7.2,,,-25.0,-8.6,,-14.7,4.0,,-15.0,-1.1,,,,-4.0,8.0,,,,,,,14.0,,,,24.9,8.9,,False,,True,True,True,,,,,False,,,True,,,False,True,,True,True,,True,True,,,,True,True,,,,,,,True,,,,False,True
08119,20,25.0,,25.6,,19.0,14.0,16.0,,,,,8.9,,,14.3,,,19.0,35.0,,11.1,,,11.0,16.7,,,,25.0,31.0,,,,,,,23.5,,,,24.8,23.1,5.0,,5.6,,-1.0,-6.0,-4.0,,,,,-11.1,,,-5.7,,,-1.0,15.0,,-8.9,,,-9.0,-3.3,,,,5.0,11.0,,,,,,,3.5,,,,4.8,3.1,,False,,True,False,True,,,,,False,,,False,,,True,False,,False,,,False,True,,,,False,False,,,,,,,True,,,,True,True
08121,18,3.0,,3.8,,3.0,3.0,0.0,,,,,1.5,,,6.4,,,6.0,131.5,,2.0,,,1.0,2.2,,,,6.0,6.0,,,,,,,3.5,,,,2.7,6.2,-15.0,,-14.2,,-15.0,-15.0,-18.0,,,,,-16.5,,,-11.6,,,-12.0,113.5,,-16.0,,,-17.0,-15.8,,,,-12.0,-12.0,,,,,,,-14.5,,,,-15.3,-11.8,,True,,False,False,False,,,,,False,,,True,,,True,False,,False,,,False,False,,,,True,True,,,,,,,True,,,,False,True
08123,516,449.0,,448.0,,411.0,354.0,425.0,,,,,194.7,,,355.7,,424.8,431.0,398.2,,280.6,401.0,,360.0,413.9,,,,423.0,420.0,,,,,,,389.2,396.0,,,434.3,388.4,-67.0,,-68.0,,-105.0,-162.0,-91.0,,,,,-321.3,,,-160.3,,-91.2,-85.0,-117.8,,-235.4,-115.0,,-156.0,-102.1,,,,-93.0,-96.0,,,,,,,-126.8,-120.0,,,-81.7,-127.6,,False,,False,False,False,,,,,False,,,False,,False,False,False,,False,False,,False,False,,,,False,False,,,,,,,False,False,,,False,False
08125,16,9.0,,9.9,,8.0,7.0,,,,,,5.3,,,6.6,,,13.0,3.3,,6.1,,,4.0,8.4,,,,6.0,11.0,,,,,,,9.1,,,,6.3,9.3,-7.0,,-6.1,,-8.0,-9.0,,,,,,-10.7,,,-9.4,,,-3.0,-12.7,,-9.9,,,-12.0,-7.6,,,,-10.0,-5.0,,,,,,,-6.9,,,,-9.7,-6.7,,True,,False,False,,,,,,False,,,False,,,True,False,,False,,,False,False,,,,False,True,,,,,,,True,,,,False,True
09001,1540,2062.0,,2104.5,1886.3,1624.0,1512.0,2466.0,,,,,1180.0,,,67.8,,2146.3,3228.0,1829.6,,1048.5,1346.5,,1385.0,1562.6,,,,1609.0,1415.0,,,,,,,1845.4,892.0,,,1624.3,1478.7,522.0,,564.5,346.3,84.0,-28.0,926.0,,,,,-360.0,,,-1472.2,,606.3,1688.0,289.6,,-491.5,-193.5,,-155.0,22.6,,,,69.0,-125.0,,,,,,,305.4,-648.0,,,84.3,-61.3,,False,True,True,True,False,,,,,True,,,False,,False,False,True,,True,True,,True,True,,,,True,True,,,,,,,True,False,,,True,True
09003,1038,1455.0,,1530.2,1287.7,1102.0,951.0,2443.0,,,,,882.8,,,216.6,,1064.9,2414.0,1003.8,,876.8,903.5,,564.5,1056.0,,,,957.0,1083.0,,,,,,,1281.5,416.0,,,871.0,1152.5,417.0,,492.2,249.7,64.0,-87.0,1405.0,,,,,-155.2,,,-821.4,,26.9,1376.0,-34.2,,-161.2,-134.5,,-473.5,18.0,,,,-81.0,45.0,,,,,,,243.5,-622.0,,,-167.0,114.5,,False,True,True,True,False,,,,,True,,,False,,True,False,True,,True,True,,False,True,,,,True,True,,,,,,,True,False,,,True,True
09005,190,268.0,,257.4,,206.0,184.0,303.0,,,,,150.2,,,61.2,,221.8,297.0,202.8,,153.9,176.0,,168.0,181.3,,,,188.0,217.0,,,,,,,249.9,164.0,,,162.0,226.4,78.0,,67.4,,16.0,-6.0,113.0,,,,,-39.8,,,-128.8,,31.8,107.0,12.8,,-36.1,-14.0,,-22.0,-8.7,,,,-2.0,27.0,,,,,,,59.9,-26.0,,,-28.0,36.4,,True,,True,True,False,,,,,True,,,False,,True,False,True,,True,True,,True,True,,,,True,True,,,,,,,True,True,,,True,True
09007,208,273.0,,282.5,,207.0,208.0,349.0,,,,,143.6,,,32.2,,226.6,442.0,210.6,,134.3,162.5,,223.0,198.6,,,,201.0,195.0,,,,,,,256.4,107.0,,,181.9,226.0,65.0,,74.5,,-1.0,0.0,141.0,,,,,-64.4,,,-175.8,,18.6,234.0,2.6,,-73.7,-45.5,,15.0,-9.4,,,,-7.0,-13.0,,,,,,,48.4,-101.0,,,-26.1,18.0,,False,,True,True,False,,,,,True,,,False,,True,False,True,,False,True,,True,True,,,,True,True,,,,,,,True,False,,,True,True
09009,1753,1961.0,,1987.3,1781.3,1533.0,1495.0,3153.0,,,,,1055.0,,,33.5,,1748.1,3846.0,1478.1,,1181.5,1246.5,,1474.5,1533.2,,,,1430.0,1348.0,,,,,,,1832.0,756.0,,,1578.9,1377.8,208.0,,234.3,28.3,-220.0,-258.0,1400.0,,,,,-698.0,,,-1719.5,,-4.9,2093.0,-274.9,,-571.5,-506.5,,-278.5,-219.8,,,,-323.0,-405.0,,,,,,,79.0,-997.0,,,-174.1,-375.2,,False,True,False,False,False,,,,,False,,,False,,True,False,False,,False,False,,False,False,,,,False,False,,,,,,,True,False,,,True,False
09011,322,488.0,,494.4,,351.0,306.0,797.0,,,,,295.0,,,102.6,,,492.0,337.4,,345.6,309.5,,185.0,346.0,,,,307.0,396.0,,,,,,,476.1,113.0,,,340.0,399.4,166.0,,172.4,,29.0,-16.0,475.0,,,,,-27.0,,,-219.4,,,170.0,15.4,,23.6,-12.5,,-137.0,24.0,,,,-15.0,74.0,,,,,,,154.1,-209.0,,,18.0,77.4,,False,,True,True,False,,,,,True,,,False,,,False,True,,True,True,,True,True,,,,True,True,,,,,,,True,False,,,True,True
09013,185,175.0,,170.8,,133.0,114.0,223.0,,,,,104.1,,,57.7,,136.1,222.0,117.7,,121.4,116.0,,86.0,115.4,,,,108.0,170.0,,,,,,,160.2,64.0,,,36.5,145.4,-10.0,,-14.2,,-52.0,-71.0,38.0,,,,,-80.9,,,-127.3,,-48.9,37.0,-67.3,,-63.6,-69.0,,-99.0,-69.6,,,,-77.0,-15.0,,,,,,,-24.8,-121.0,,,-148.5,-39.6,,False,,False,False,False,,,,,False,,,False,,False,False,False,,False,False,,False,False,,,,False,False,,,,,,,False,False,,,False,False
09015,139,127.0,,123.7,,101.0,89.0,133.0,,,,,113.3,,,35.1,,,170.0,85.8,,112.5,90.5,,40.0,89.8,,,,72.0,101.0,,,,,,,99.9,,,,77.0,132.7,-12.0,,-15.3,,-38.0,-50.0,-6.0,,,,,-25.7,,,-103.9,,,31.0,-53.2,,-26.5,-48.5,,-99.0,-49.2,,,,-67.0,-38.0,,,,,,,-39.1,,,,-62.0,-6.3,,False,,False,False,True,,,,,False,,,False,,,False,False,,False,False,,False,False,,,,False,False,,,,,,,False,,,,False,True
10001,250,313.0,,331.7,,261.0,243.0,356.0,,,,,179.0,,,354.8,,252.1,244.0,320.2,,203.6,259.0,,198.0,281.2,,,,280.0,301.0,,,,,,,281.4,282.0,,,258.0,262.8,63.0,,81.7,,11.0,-7.0,106.0,,,,,-71.0,,,104.8,,2.1,-6.0,70.2,,-46.4,9.0,,-52.0,31.2,,,,30.0,51.0,,,,,,,31.4,32.0,,,8.0,12.8,,False,,True,True,False,,,,,False,,,False,,True,True,False,,True,True,,True,True,,,,True,True,,,,,,,True,True,,,True,True
10003,1145,1257.0,,1294.7,827.4,981.0,1226.0,1296.0,,,,,612.4,,,1587.1,,1195.6,726.0,929.3,,573.5,882.0,,1557.0,1308.0,,,,1154.0,1015.0,,,,,,,1272.2,,,,976.6,967.0,112.0,,149.7,-317.6,-164.0,81.0,151.0,,,,,-532.6,,,442.1,,50.6,-419.0,-215.7,,-571.5,-263.0,,412.0,163.0,,,,9.0,-130.0,,,,,,,127.2,,,,-168.4,-178.0,,False,False,False,True,False,,,,,False,,,False,,True,False,False,,False,False,,False,False,,,,True,False,,,,,,,False,,,,False,False
10005,226,411.0,,417.1,,332.0,297.0,383.0,,,,,289.6,,,386.5,,267.9,330.0,224.5,,274.4,302.5,,187.0,334.1,,,,310.0,344.0,,,,,,,370.5,345.0,,,343.2,329.5,185.0,,191.1,,106.0,71.0,157.0,,,,,63.6,,,160.5,,41.9,104.0,-1.5,,48.4,76.5,,-39.0,108.1,,,,84.0,118.0,,,,,,,144.5,119.0,,,117.2,103.5,,False,,True,True,True,,,,,True,,,True,,True,True,True,,True,True,,True,True,,,,True,True,,,,,,,True,True,,,True,True
12001,269,217.0,,212.2,,203.0,212.0,179.0,,,,,209.2,,,192.8,,170.8,386.0,236.1,,245.6,236.0,,131.0,217.7,,,,148.0,232.0,,,,,,,222.3,160.0,,,186.2,271.2,-52.0,,-56.8,,-66.0,-57.0,-90.0,,,,,-59.8,,,-76.2,,-98.2,117.0,-32.9,,-23.4,-33.0,,-138.0,-51.3,,,,-121.0,-37.0,,,,,,,-46.7,-109.0,,,-82.8,2.2,,False,,False,False,False,,,,,False,,,False,,False,False,True,,True,True,,False,True,,,,False,True,,,,,,,True,False,,,False,True
12003,20,32.0,,34.2,,29.0,33.0,23.0,,,,,36.7,,,3.8,,,41.0,24.1,,29.7,,,21.0,29.4,,,,19.0,33.0,,,,,,,28.0,,,,23.2,53.1,12.0,,14.2,,9.0,13.0,3.0,,,,,16.7,,,-16.2,,,21.0,4.1,,9.7,,,1.0,9.4,,,,-1.0,13.0,,,,,,,8.0,,,,3.2,33.1,,False,,True,False,True,,,,,False,,,False,,,False,True,,True,,,True,True,,,,True,False,,,,,,,True,,,,True,False
12005,373,424.0,,408.3,,305.0,260.0,373.0,,,,,212.7,,,195.8,,,489.0,305.2,,296.3,306.0,,160.0,302.2,,,,342.0,369.0,,,,,,,466.6,240.0,,,432.3,330.7,51.0,,35.3,,-68.0,-113.0,0.0,,,,,-160.3,,,-177.2,,,116.0,-67.8,,-76.7,-67.0,,-213.0,-70.8,,,,-31.0,-4.0,,,,,,,93.6,-133.0,,,59.3,-42.3,,True,,False,False,True,,,,,False,,,False,,,False,False,,False,False,,False,False,,,,True,True,,,,,,,False,False,,,False,True
12007,17,39.0,,41.8,,32.0,28.0,26.0,,,,,29.6,,,16.8,,,32.0,23.0,,25.9,,,19.0,25.7,,,,30.0,39.0,,,,,,,34.2,,,,39.2,41.2,22.0,,24.8,,15.0,11.0,9.0,,,,,12.6,,,-0.2,,,15.0,6.0,,8.9,,,2.0,8.7,,,,13.0,22.0,,,,,,,17.2,,,,22.2,24.2,,False,,True,True,True,,,,,True,,,True,,,True,True,,True,,,True,True,,,,True,False,,,,,,,True,,,,False,False
12009,763,1030.0,,1044.7,867.0,852.0,744.0,1009.0,,,,,375.0,,,941.7,,,836.0,905.5,,662.4,731.5,,712.5,888.6,,,,891.0,965.0,,,,,,,1032.1,788.0,,,881.9,827.9,267.0,,281.7,104.0,89.0,-19.0,246.0,,,,,-388.0,,,178.7,,,73.0,142.5,,-100.6,-31.5,,-50.5,125.6,,,,128.0,202.0,,,,,,,269.1,25.0,,,118.9,64.9,,False,True,True,True,True,,,,,False,,,True,,,True,True,,True,True,,True,True,,,,True,True,,,,,,,False,True,,,True,True
12011,4759,5111.0,,5140.5,4179.9,4488.0,4223.0,5009.0,,,,,1891.5,,,3444.3,,5145.7,5042.0,5777.5,,2868.6,3770.5,,3989.0,5228.6,,,,4627.0,4295.0,,,,,,,4831.3,4058.0,,,4750.6,4038.3,352.0,,381.5,-579.1,-271.0,-536.0,250.0,,,,,-2867.5,,,-1314.7,,386.7,283.0,1018.5,,-1890.4,-988.5,,-770.0,469.6,,,,-132.0,-464.0,,,,,,,72.3,-701.0,,,-8.4,-720.7,,False,False,True,False,True,,,,,False,,,False,,False,True,False,,False,False,,False,False,,,,True,False,,,,,,,True,False,,,True,False
