,actual_deaths,Baseline,AIpert-pwllnod,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-baseline,COVIDhub-ensemble,CU-select,Caltech-CS156,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,GT-DeepCOVID,Google_Harvard-CPF,IBF-TimeSeries,IHME-CurveFit,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_CritData-GBCF,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,PSI-DRAFT,QJHong-Encounter,RPI_UW-Mob_Collision,RobertWalraven-ESG,SteveMcConnell-CovidComplete,TTU-squider,UA-EpiCovDA,UCLA-SuEIR,UCM_MESALab-FoGSEIR,UCSB-ACTS,UCSD_NEU-DeepGLEAM,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,epiforecasts-ensemble1,error-Baseline,error-AIpert-pwllnod,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-baseline,error-COVIDhub-ensemble,error-CU-select,error-Caltech-CS156,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-GT-DeepCOVID,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IHME-CurveFit,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_CritData-GBCF,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-PSI-DRAFT,error-QJHong-Encounter,error-RPI_UW-Mob_Collision,error-RobertWalraven-ESG,error-SteveMcConnell-CovidComplete,error-TTU-squider,error-UA-EpiCovDA,error-UCLA-SuEIR,error-UCM_MESALab-FoGSEIR,error-UCSB-ACTS,error-UCSD_NEU-DeepGLEAM,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-epiforecasts-ensemble1,beat_baseline-AIpert-pwllnod,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-baseline,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Caltech-CS156,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-GT-DeepCOVID,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_CritData-GBCF,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-PSI-DRAFT,beat_baseline-QJHong-Encounter,beat_baseline-RPI_UW-Mob_Collision,beat_baseline-RobertWalraven-ESG,beat_baseline-SteveMcConnell-CovidComplete,beat_baseline-TTU-squider,beat_baseline-UA-EpiCovDA,beat_baseline-UCLA-SuEIR,beat_baseline-UCM_MESALab-FoGSEIR,beat_baseline-UCSB-ACTS,beat_baseline-UCSD_NEU-DeepGLEAM,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-epiforecasts-ensemble1
Massachusetts,13074,12839.9,12745.3,12956.9,12723.4,12810.0,12716.0,12855.0,12681.0,12848.6,12883.0,12895.3,12924.0,12860.3,12733.0,12881.4,,13359.8,13075.0,12942.0,12729.3,12881.0,13116.4,13232.9,12661.0,12835.8,12787.0,13035.9,13012.6,12718.7,12580.0,,12536.8,12724.2,12868.0,14168.3,12855.0,12615.3,,12726.4,12968.9,12884.0,12680.9,12819.0,12979.0,-234.1,-328.7,-117.1,-350.6,-264.0,-358.0,-219.0,-393.0,-225.4,-191.0,-178.7,-150.0,-213.7,-341.0,-192.6,,285.8,1.0,-132.0,-344.7,-193.0,42.4,158.9,-413.0,-238.2,-287.0,-38.1,-61.4,-355.3,-494.0,,-537.2,-349.8,-206.0,1094.3,-219.0,-458.7,,-347.6,-105.1,-190.0,-393.1,-255.0,-95.0,False,True,False,False,False,True,False,True,True,True,True,True,False,True,,False,True,True,False,True,True,True,False,False,False,True,True,False,False,,False,False,True,False,True,False,,False,True,True,False,False,True
Michigan,14145,13834.0,14117.2,13755.9,13909.3,14163.0,13921.9,13894.0,13671.0,13804.7,13592.0,13970.2,13715.0,14449.4,13984.8,13931.0,,14511.3,14413.0,14377.8,12794.1,14052.0,13631.5,13914.3,13964.0,13453.6,13677.0,14022.2,13858.0,13759.4,14066.5,,13654.4,13562.1,13439.0,12855.0,13244.0,13814.7,,13680.6,14111.3,13627.0,14103.2,13823.0,13839.0,-311.0,-27.8,-389.1,-235.7,18.0,-223.1,-251.0,-474.0,-340.3,-553.0,-174.8,-430.0,304.4,-160.2,-214.0,,366.3,268.0,232.8,-1350.9,-93.0,-513.5,-230.7,-181.0,-691.4,-468.0,-122.8,-287.0,-385.6,-78.5,,-490.6,-582.9,-706.0,-1290.0,-901.0,-330.3,,-464.4,-33.7,-518.0,-41.8,-322.0,-306.0,True,False,True,True,True,True,False,False,False,True,False,True,True,True,,False,True,True,False,True,False,True,True,False,False,True,True,False,True,,False,False,False,False,False,False,,False,True,False,True,False,True
Minnesota,5731,5757.6,5870.4,5821.4,5838.7,5890.0,5820.0,5786.0,5769.0,5711.8,5608.0,5726.7,5857.0,5957.9,5751.4,5660.2,,6070.4,6005.0,5803.6,5150.2,5975.0,5742.6,5653.9,5819.0,5601.6,5701.0,5829.8,5890.0,5734.5,5830.0,,5999.5,5684.5,5552.0,4894.5,5542.0,5639.7,,5680.3,5767.9,5607.0,5925.6,5604.0,5785.0,26.6,139.4,90.4,107.7,159.0,89.0,55.0,38.0,-19.2,-123.0,-4.3,126.0,226.9,20.4,-70.8,,339.4,274.0,72.6,-580.8,244.0,11.6,-77.1,88.0,-129.4,-30.0,98.8,159.0,3.5,99.0,,268.5,-46.5,-179.0,-836.5,-189.0,-91.3,,-50.7,36.9,-124.0,194.6,-127.0,54.0,False,False,False,False,False,False,False,True,False,True,False,False,True,False,,False,False,False,False,False,True,False,False,False,False,False,False,True,False,,False,False,False,False,False,False,,False,False,False,False,False,False
Mississippi,5146,4971.9,4938.1,5034.7,4918.9,4972.0,4915.0,5025.0,5072.0,5038.4,5094.0,5082.6,5054.0,4950.4,4915.2,5038.9,,5358.2,5191.0,5110.2,5034.0,5047.0,4940.7,5104.9,5509.0,4909.2,4966.0,5025.1,5075.7,5043.9,4967.0,,4899.7,4839.3,5033.0,5140.6,4860.0,4894.0,,4948.1,4944.6,4966.0,4876.6,4877.0,5077.5,-174.1,-207.9,-111.3,-227.1,-174.0,-231.0,-121.0,-74.0,-107.6,-52.0,-63.4,-92.0,-195.6,-230.8,-107.1,,212.2,45.0,-35.8,-112.0,-99.0,-205.3,-41.1,363.0,-236.8,-180.0,-120.9,-70.3,-102.1,-179.0,,-246.3,-306.7,-113.0,-5.4,-286.0,-252.0,,-197.9,-201.4,-180.0,-269.4,-269.0,-68.5,False,True,False,True,False,True,True,True,True,True,True,False,False,True,,False,True,True,True,True,False,True,False,False,False,True,True,True,False,,False,False,True,True,False,False,,False,False,False,False,False,True
Missouri,6173,6204.6,5831.3,6589.7,6314.7,6393.0,6314.0,6226.0,6252.0,6063.2,6335.0,6113.6,6187.0,6236.3,6146.6,6399.2,,6245.0,6625.0,6296.8,5379.4,6322.0,5882.2,6228.6,7003.0,6019.4,6111.0,6314.2,6204.5,6302.9,6240.0,,6009.2,6070.2,6192.0,5978.6,5887.0,5756.9,,5974.9,6308.9,6000.0,6279.8,6222.0,5001.2,61.6,-311.7,446.7,171.7,250.0,171.0,83.0,109.0,-79.8,192.0,-29.4,44.0,93.3,3.6,256.2,,102.0,482.0,153.8,-763.6,179.0,-260.8,85.6,860.0,-123.6,-32.0,171.2,61.5,159.9,97.0,,-133.8,-72.8,49.0,-164.4,-256.0,-386.1,,-168.1,165.9,-143.0,136.8,79.0,-1141.8,False,False,False,False,False,False,False,False,False,True,True,False,True,False,,False,False,False,False,False,False,False,False,False,True,False,True,False,False,,False,False,True,False,False,False,,False,False,False,False,False,False
Montana,1054,1033.6,1034.7,1036.9,1023.5,1058.0,1029.0,1009.0,955.0,1007.5,995.0,970.2,973.0,974.4,1047.3,984.0,,1039.8,1091.0,982.5,985.8,1047.0,1087.8,1005.3,1026.0,987.8,998.0,1021.9,1040.7,992.1,1022.0,,,986.9,996.0,999.8,982.0,1093.6,,978.6,940.7,1005.0,1035.3,1013.0,1028.0,-20.4,-19.3,-17.1,-30.5,4.0,-25.0,-45.0,-99.0,-46.5,-59.0,-83.8,-81.0,-79.6,-6.7,-70.0,,-14.2,37.0,-71.5,-68.2,-7.0,33.8,-48.7,-28.0,-66.2,-56.0,-32.1,-13.3,-61.9,-32.0,,,-67.1,-58.0,-54.2,-72.0,39.6,,-75.4,-113.3,-49.0,-18.7,-41.0,-26.0,True,True,False,True,False,False,False,False,False,False,False,False,True,False,,True,False,False,False,True,False,False,False,False,False,False,True,False,False,,,False,False,False,False,False,,False,False,False,True,False,False
Nebraska,1737,1694.6,1802.4,1653.7,1721.7,1765.0,1727.0,1733.0,1783.0,1716.0,1738.0,1878.7,1807.0,1829.6,1699.3,1748.6,,2060.8,1903.0,1763.7,1654.5,1764.0,1828.3,1738.1,1761.0,1663.9,1757.0,1744.3,1771.8,1678.6,1708.0,,,1599.3,1721.0,1606.5,1643.0,1677.9,,1751.2,1662.6,1689.0,1797.3,1661.0,1762.9,-42.4,65.4,-83.3,-15.3,28.0,-10.0,-4.0,46.0,-21.0,1.0,141.7,70.0,92.6,-37.7,11.6,,323.8,166.0,26.7,-82.5,27.0,91.3,1.1,24.0,-73.1,20.0,7.3,34.8,-58.4,-29.0,,,-137.7,-16.0,-130.5,-94.0,-59.1,,14.2,-74.4,-48.0,60.3,-76.0,25.9,False,False,True,True,True,True,False,True,True,False,False,False,True,True,,False,False,True,False,True,False,True,True,False,True,True,True,False,True,,,False,True,False,False,False,,True,False,False,False,False,True
Nevada,3450,3267.6,3179.5,3396.7,3330.5,3384.0,3328.0,3359.0,3307.0,3353.7,3370.0,3425.8,3276.0,3274.5,3345.4,3418.0,,3628.9,3508.0,3526.4,3063.7,3466.0,3317.8,3384.8,3546.0,3244.4,3308.0,3384.5,3434.2,3442.2,3391.0,,3305.8,3256.3,3344.0,3613.0,3233.0,3268.2,,3387.6,3300.5,3294.0,3309.9,3417.0,3292.5,-182.4,-270.5,-53.3,-119.5,-66.0,-122.0,-91.0,-143.0,-96.3,-80.0,-24.2,-174.0,-175.5,-104.6,-32.0,,178.9,58.0,76.4,-386.3,16.0,-132.2,-65.2,96.0,-205.6,-142.0,-65.5,-15.8,-7.8,-59.0,,-144.2,-193.7,-106.0,163.0,-217.0,-181.8,,-62.4,-149.5,-156.0,-140.1,-33.0,-157.5,False,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,False,True,True,True,True,False,True,True,True,True,True,,True,False,True,True,False,True,,True,True,True,True,True,True
New Hampshire,862,804.6,866.4,852.1,800.0,807.0,803.0,808.0,749.0,822.1,820.0,841.0,793.0,802.0,806.7,806.4,,819.5,860.0,852.8,770.9,830.0,931.7,812.1,806.0,778.5,813.0,807.6,844.1,810.6,817.5,,,817.4,801.0,1042.4,789.0,785.8,,819.0,728.7,804.0,790.8,816.0,828.0,-57.4,4.4,-9.9,-62.0,-55.0,-59.0,-54.0,-113.0,-39.9,-42.0,-21.0,-69.0,-60.0,-55.3,-55.6,,-42.5,-2.0,-9.2,-91.1,-32.0,69.7,-49.9,-56.0,-83.5,-49.0,-54.4,-17.9,-51.4,-44.5,,,-44.6,-61.0,180.4,-73.0,-76.2,,-43.0,-133.3,-58.0,-71.2,-46.0,-34.0,True,True,False,True,False,True,False,True,True,True,False,False,True,True,,True,True,True,False,True,False,True,True,False,True,True,True,True,True,,,True,False,False,False,False,,True,False,False,False,True,True
New Jersey,19854,19439.7,19462.4,19664.6,19505.7,19543.0,19493.0,19530.0,19530.0,19476.6,19426.0,19489.2,19141.0,19881.6,19661.4,19579.3,,20046.7,19757.0,19710.4,19002.9,19504.0,19714.3,19581.2,19768.0,19340.3,19512.0,19641.0,19554.8,19565.3,19461.5,,19167.6,19390.7,19597.0,19488.6,19211.0,19485.7,,19368.4,19599.9,19223.0,19124.1,19517.0,19564.8,-414.3,-391.6,-189.4,-348.3,-311.0,-361.0,-324.0,-324.0,-377.4,-428.0,-364.8,-713.0,27.6,-192.6,-274.7,,192.7,-97.0,-143.6,-851.1,-350.0,-139.7,-272.8,-86.0,-513.7,-342.0,-213.0,-299.2,-288.7,-392.5,,-686.4,-463.3,-257.0,-365.4,-643.0,-368.3,,-485.6,-254.1,-631.0,-729.9,-337.0,-289.2,True,True,True,True,True,True,True,True,False,True,False,True,True,True,,True,True,True,False,True,True,True,True,False,True,True,True,True,True,,False,False,True,True,False,True,,False,True,False,False,True,True
New Mexico,2732,2671.0,2573.3,2697.9,2646.0,2642.0,2638.0,2641.0,2689.0,2622.3,2604.0,2610.3,2611.0,2681.4,2605.0,2719.8,,2885.2,2772.0,2679.4,2410.8,2667.0,2583.6,2643.3,2623.0,2600.3,2604.0,2681.3,2711.3,2612.2,2775.0,,,2628.6,2641.0,2722.7,2623.0,2515.8,,2600.9,2598.4,2649.0,2651.1,2629.0,2687.9,-61.0,-158.7,-34.1,-86.0,-90.0,-94.0,-91.0,-43.0,-109.7,-128.0,-121.7,-121.0,-50.6,-127.0,-12.2,,153.2,40.0,-52.6,-321.2,-65.0,-148.4,-88.7,-109.0,-131.7,-128.0,-50.7,-20.7,-119.8,43.0,,,-103.4,-91.0,-9.3,-109.0,-216.2,,-131.1,-133.6,-83.0,-80.9,-103.0,-44.1,False,True,False,False,False,False,True,False,False,False,False,True,False,True,,False,True,True,False,False,False,False,False,False,False,True,True,False,True,,,False,False,True,False,False,,False,False,False,False,False,True
New York,39471,39231.0,38757.4,40389.4,39227.0,39203.0,39222.7,39227.0,38783.0,39306.8,38942.0,38816.4,38825.0,38900.4,39153.2,39428.2,,39368.2,39405.0,39500.9,38539.3,39383.0,39970.0,39401.8,39872.0,39235.9,39306.0,39222.7,39365.5,39386.7,38242.0,,38261.9,39453.7,39788.0,39447.2,39033.0,39439.5,,38975.5,39220.2,39002.0,39722.5,39339.0,39097.5,-240.0,-713.6,918.4,-244.0,-268.0,-248.3,-244.0,-688.0,-164.2,-529.0,-654.6,-646.0,-570.6,-317.8,-42.8,,-102.8,-66.0,29.9,-931.7,-88.0,499.0,-69.2,401.0,-235.1,-165.0,-248.3,-105.5,-84.3,-1229.0,,-1209.1,-17.3,317.0,-23.8,-438.0,-31.5,,-495.5,-250.8,-469.0,251.5,-132.0,-373.5,False,False,False,False,False,False,False,True,False,False,False,False,False,True,,True,True,True,False,True,False,True,False,True,True,False,True,True,False,,False,True,False,True,False,True,,False,False,False,False,True,False
North Carolina,7425,7152.6,7163.4,7367.2,7194.9,7182.0,7210.2,7240.0,7019.0,7359.4,7273.0,7113.3,7383.0,7049.3,7368.5,7454.6,,7267.1,7443.0,7307.4,7219.3,7403.0,7832.4,7457.1,7442.0,7141.2,7346.0,7256.7,7389.2,7359.7,7225.0,,7028.6,7107.1,7394.0,7786.1,7107.0,7090.4,,7238.2,7239.6,7344.0,7196.9,7110.0,7341.4,-272.4,-261.6,-57.8,-230.1,-243.0,-214.8,-185.0,-406.0,-65.6,-152.0,-311.7,-42.0,-375.7,-56.5,29.6,,-157.9,18.0,-117.6,-205.7,-22.0,407.4,32.1,17.0,-283.8,-79.0,-168.3,-35.8,-65.3,-200.0,,-396.4,-317.9,-31.0,361.1,-318.0,-334.6,,-186.8,-185.4,-81.0,-228.1,-315.0,-83.6,True,True,True,True,True,True,False,True,True,False,True,False,True,True,,True,True,True,True,True,False,True,True,False,True,True,True,True,True,,False,False,True,False,False,False,,True,True,True,True,False,True
North Dakota,1360,1331.0,1354.6,1299.9,1318.1,1344.0,1330.0,1340.0,1291.0,1332.0,1352.0,1380.8,1333.0,1348.6,1350.2,1322.0,,1589.6,1462.0,1360.8,1261.6,1384.0,1379.7,1357.5,1312.0,1306.0,1328.0,1374.2,1391.3,1331.9,1392.5,,,1296.0,1325.0,1202.5,1311.0,1305.1,,1335.2,1294.4,1331.0,1418.5,1320.0,1383.9,-29.0,-5.4,-60.1,-41.9,-16.0,-30.0,-20.0,-69.0,-28.0,-8.0,20.8,-27.0,-11.4,-9.8,-38.0,,229.6,102.0,0.8,-98.4,24.0,19.7,-2.5,-48.0,-54.0,-32.0,14.2,31.3,-28.1,32.5,,,-64.0,-35.0,-157.5,-49.0,-54.9,,-24.8,-65.6,-29.0,58.5,-40.0,23.9,True,False,False,True,False,True,False,True,True,True,True,True,True,False,,False,False,True,False,True,True,True,False,False,False,True,False,True,False,,,False,False,False,False,False,,True,False,False,False,False,True
Ohio,14681,9367.0,9134.2,9512.7,9389.6,9604.0,9366.0,9451.0,9220.0,9518.9,9440.0,9733.7,9769.0,9904.0,9272.1,9452.2,,9856.6,10009.0,9745.2,9043.1,9609.0,10299.4,9532.1,9654.0,9330.2,9554.0,9562.9,9782.7,9203.0,9802.0,,9334.8,9249.4,9139.0,10899.1,9096.0,9284.5,,9629.9,9516.6,9442.0,9462.5,9378.0,9428.6,-1025.0,-1257.8,-879.3,-1002.4,-788.0,-1026.0,-941.0,-1172.0,-873.1,-952.0,-658.3,-623.0,-488.0,-1119.9,-939.8,,-535.4,-383.0,-646.8,-1348.9,-783.0,-92.6,-859.9,-738.0,-1061.8,-838.0,-829.1,-609.3,-1189.0,-590.0,,-1057.2,-1142.6,-1253.0,507.1,-1296.0,-1107.5,,-762.1,-875.4,-950.0,-929.5,-1014.0,-963.4,False,True,True,True,False,True,False,True,True,True,True,True,False,True,,True,True,True,False,True,True,True,True,False,True,True,True,False,True,,False,False,False,True,False,False,,True,True,True,True,True,True
Oklahoma,2738,2663.4,2640.7,2739.6,2700.8,2736.0,2693.0,2705.0,2573.0,2773.3,2721.0,2613.7,2747.0,2540.4,2653.4,2681.3,,2781.7,2833.0,2736.5,2776.3,2779.0,2922.3,2688.1,2687.0,2651.5,2758.0,2672.3,2752.0,2709.0,2734.0,,,2633.2,2671.0,2638.7,2577.0,2719.5,,2742.6,2593.4,2657.0,2682.7,2718.0,2658.6,-74.6,-97.3,1.6,-37.2,-2.0,-45.0,-33.0,-165.0,35.3,-17.0,-124.3,9.0,-197.6,-84.6,-56.7,,43.7,95.0,-1.5,38.3,41.0,184.3,-49.9,-51.0,-86.5,20.0,-65.7,14.0,-29.0,-4.0,,,-104.8,-67.0,-99.3,-161.0,-18.5,,4.6,-144.6,-81.0,-55.3,-20.0,-79.4,False,True,True,True,True,True,False,True,True,False,True,False,False,True,,True,False,True,True,True,False,True,True,False,True,True,True,True,True,,,False,True,False,False,True,,True,False,False,True,True,False
Oregon,1603,1586.7,1469.0,1660.3,1551.0,1675.0,1586.0,1667.0,1679.0,1684.4,1604.0,1781.4,1697.0,1598.3,1612.0,1746.7,,1814.4,1876.0,1690.3,1561.8,1697.0,1828.3,1677.0,1667.0,1589.1,1635.0,1616.7,1691.1,1780.0,1769.0,,,1557.5,1684.0,1764.5,1599.0,1598.1,,1715.9,1534.5,1615.0,1668.4,1619.0,1627.3,-16.3,-134.0,57.3,-52.0,72.0,-17.0,64.0,76.0,81.4,1.0,178.4,94.0,-4.7,9.0,143.7,,211.4,273.0,87.3,-41.2,94.0,225.3,74.0,64.0,-13.9,32.0,13.7,88.1,177.0,166.0,,,-45.5,81.0,161.5,-4.0,-4.9,,112.9,-68.5,12.0,65.4,16.0,24.3,False,False,False,False,False,False,False,False,True,False,False,True,True,False,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,,,False,False,False,True,True,,False,False,True,False,True,False
Pennsylvania,17626,17076.9,17439.7,17718.4,17057.3,17387.0,17066.0,17439.0,17509.0,17235.0,17038.0,18136.9,18346.0,17688.6,17295.4,17374.8,,18644.9,18266.0,18426.5,16129.8,17453.0,17486.3,17748.9,17793.0,16862.8,17387.0,17717.3,17435.4,17854.3,16852.5,,16932.1,16749.4,17125.0,17618.1,16451.0,16474.6,,16840.2,17795.5,16959.0,17511.1,17246.0,17104.3,-549.1,-186.3,92.4,-568.7,-239.0,-560.0,-187.0,-117.0,-391.0,-588.0,510.9,720.0,62.6,-330.6,-251.2,,1018.9,640.0,800.5,-1496.2,-173.0,-139.7,122.9,167.0,-763.2,-239.0,91.3,-190.6,228.3,-773.5,,-693.9,-876.6,-501.0,-7.9,-1175.0,-1151.4,,-785.8,169.5,-667.0,-114.9,-380.0,-521.7,True,True,False,True,False,True,True,True,False,True,False,True,True,True,,False,False,False,False,True,True,True,True,False,True,True,True,True,False,,False,False,True,True,False,False,,False,True,False,True,True,True
Rhode Island,2062,1850.7,1887.0,1877.6,1838.1,1843.0,1862.0,1873.0,1827.0,1789.4,1826.0,1941.6,1852.0,2579.6,1898.3,1955.0,,2051.4,1992.0,1927.6,1761.3,1909.0,1799.1,1870.8,1941.0,1808.8,1921.0,1909.9,1909.1,1943.7,1851.0,,,1871.6,1786.0,1939.7,1732.0,1759.0,,1905.0,1827.6,1841.0,1887.8,1865.0,1859.0,-46.3,-10.0,-19.4,-58.9,-54.0,-35.0,-24.0,-70.0,-107.6,-71.0,44.6,-45.0,682.6,1.3,58.0,,154.4,95.0,30.6,-135.7,12.0,-97.9,-26.2,44.0,-88.2,24.0,12.9,12.1,46.7,-46.0,,,-25.4,-111.0,42.7,-165.0,-138.0,,8.0,-69.4,-56.0,-9.2,-32.0,-38.0,True,True,False,False,True,True,False,False,False,True,True,False,True,False,,False,False,True,False,True,False,True,True,False,True,True,True,False,True,,,True,False,True,False,False,,True,False,False,True,True,True
South Carolina,5758,5563.6,5697.5,5673.4,5585.9,5522.0,5582.0,5630.0,5589.0,5671.4,5668.0,5546.7,5575.0,5409.6,5513.6,5679.6,,5650.8,5678.0,5620.3,5691.5,5684.0,5710.8,5720.6,5683.5,5580.6,5577.0,5614.0,5666.7,5653.9,5401.0,,5534.2,5538.5,5709.0,6564.9,5638.0,5567.1,,5500.9,5544.4,5690.0,5563.0,5637.0,5721.0,-194.4,-60.5,-84.6,-172.1,-236.0,-176.0,-128.0,-169.0,-86.6,-90.0,-211.3,-183.0,-348.4,-244.4,-78.4,,-107.2,-80.0,-137.7,-66.5,-74.0,-47.2,-37.4,-74.5,-177.4,-181.0,-144.0,-91.3,-104.1,-357.0,,-223.8,-219.5,-49.0,806.9,-120.0,-190.9,,-257.1,-213.6,-68.0,-195.0,-121.0,-37.0,True,True,True,False,True,True,True,True,True,False,True,False,False,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,False,,False,False,True,False,True,True,,False,False,True,False,True,True
South Dakota,1570,1603.9,1601.6,1581.0,1635.2,1640.0,1638.0,1604.0,1504.0,1568.6,1604.0,1641.2,1656.0,1600.9,1611.3,1571.0,,1650.7,1636.0,1684.0,1454.8,1641.0,1559.2,1604.4,1559.0,1521.3,1556.0,1633.9,1622.8,1576.3,1609.0,,,1567.6,1599.0,1496.6,1557.0,1601.6,,1565.5,1554.8,1607.0,1675.4,1601.0,1627.8,33.9,31.6,11.0,65.2,70.0,68.0,34.0,-66.0,-1.4,34.0,71.2,86.0,30.9,41.3,1.0,,80.7,66.0,114.0,-115.2,71.0,-10.8,34.4,-11.0,-48.7,-14.0,63.9,52.8,6.3,39.0,,,-2.4,29.0,-73.4,-13.0,31.6,,-4.5,-15.2,37.0,105.4,31.0,57.8,True,True,False,False,False,False,False,True,False,False,False,True,False,True,,False,False,False,False,False,True,False,True,False,True,False,False,True,False,,,True,True,False,True,True,,True,True,False,False,True,False
Tennessee,7704,7331.0,7461.0,7791.0,7445.4,7540.0,7409.1,7608.0,7620.0,7549.9,8179.0,7721.8,7967.0,7183.0,7495.1,7868.8,,8743.6,8147.0,7806.1,8375.2,7736.0,7415.8,7600.3,9463.5,7395.6,7563.0,7466.3,7676.4,7780.8,7505.0,,7416.0,7100.0,7767.0,7730.9,7096.0,7360.0,,7524.8,7420.8,7514.0,7342.3,8060.0,7757.1,-373.0,-243.0,87.0,-258.6,-164.0,-294.9,-96.0,-84.0,-154.1,475.0,17.8,263.0,-521.0,-208.9,164.8,,1039.6,443.0,102.1,671.2,32.0,-288.2,-103.7,1759.5,-308.4,-141.0,-237.7,-27.6,76.8,-199.0,,-288.0,-604.0,63.0,26.9,-608.0,-344.0,,-179.2,-283.2,-190.0,-361.7,356.0,53.1,True,True,True,True,True,True,True,True,False,True,True,False,True,True,,False,False,True,False,True,True,True,False,True,True,True,True,True,True,,True,False,True,True,False,True,,True,True,True,True,True,True
Texas,30313,29081.3,30469.2,30183.4,29365.1,29646.0,29319.2,29740.0,30290.0,29469.4,30596.0,29150.6,29140.0,29153.5,29702.1,29633.5,,30410.5,30262.0,29980.2,29743.3,29676.0,30037.0,30141.8,30884.5,29207.7,29152.0,29807.5,29582.0,30091.4,29462.5,,29352.7,28717.0,29833.0,30080.0,28293.0,28889.7,,29355.1,29814.4,29304.0,28645.6,29990.0,28993.9,-1067.7,320.2,34.4,-783.9,-503.0,-829.8,-409.0,141.0,-679.6,447.0,-998.4,-1009.0,-995.5,-446.9,-515.5,,261.5,113.0,-168.8,-405.7,-473.0,-112.0,-7.2,735.5,-941.3,-997.0,-341.5,-567.0,-57.6,-686.5,,-796.3,-1432.0,-316.0,-69.0,-1856.0,-1259.3,,-793.9,-334.6,-845.0,-1503.4,-159.0,-1155.1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,False,True,True,False,False,,True,True,True,False,True,False
Utah,1390,1323.6,1274.6,1516.8,1335.5,1380.0,1340.0,1378.0,1413.0,1396.7,1385.0,1433.6,1338.0,1317.1,1345.2,1389.2,,1533.8,1482.0,1401.0,1366.3,1427.0,1078.7,1379.1,1382.0,1362.8,1345.0,1421.2,1426.8,1424.9,1446.0,,,1309.7,1360.0,1251.4,1294.0,1321.1,,1465.0,1341.0,1340.0,1342.6,1372.0,1354.2,-66.4,-115.4,126.8,-54.5,-10.0,-50.0,-12.0,23.0,6.7,-5.0,43.6,-52.0,-72.9,-44.8,-0.8,,143.8,92.0,11.0,-23.7,37.0,-311.3,-10.9,-8.0,-27.2,-45.0,31.2,36.8,34.9,56.0,,,-80.3,-30.0,-138.6,-96.0,-68.9,,75.0,-49.0,-50.0,-47.4,-18.0,-35.8,False,False,True,True,True,True,True,True,True,True,True,False,True,True,,False,False,True,True,True,False,True,True,True,True,True,True,True,True,,,False,True,False,False,False,,False,True,True,True,True,True
