,actual_deaths,Baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-baseline,COVIDhub-ensemble,CU-select,Caltech-CS156,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,GT-DeepCOVID,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_CritData-GBCF,MOBS-GLEAM_COVID,MSRA-DeepST,NotreDame-mobility,OliverWyman-Navigator,PSI-DRAFT,QJHong-Encounter,RPI_UW-Mob_Collision,RobertWalraven-ESG,SteveMcConnell-CovidComplete,TTU-squider,UA-EpiCovDA,UCLA-SuEIR,UCM_MESALab-FoGSEIR,UCSB-ACTS,UCSD_NEU-DeepGLEAM,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UT-Mobility,WalmartLabsML-LogForecasting,epiforecasts-ensemble1,error-Baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-baseline,error-COVIDhub-ensemble,error-CU-select,error-Caltech-CS156,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-GT-DeepCOVID,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_CritData-GBCF,error-MOBS-GLEAM_COVID,error-MSRA-DeepST,error-NotreDame-mobility,error-OliverWyman-Navigator,error-PSI-DRAFT,error-QJHong-Encounter,error-RPI_UW-Mob_Collision,error-RobertWalraven-ESG,error-SteveMcConnell-CovidComplete,error-TTU-squider,error-UA-EpiCovDA,error-UCLA-SuEIR,error-UCM_MESALab-FoGSEIR,error-UCSB-ACTS,error-UCSD_NEU-DeepGLEAM,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UT-Mobility,error-WalmartLabsML-LogForecasting,error-epiforecasts-ensemble1,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-baseline,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Caltech-CS156,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-GT-DeepCOVID,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_CritData-GBCF,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-MSRA-DeepST,beat_baseline-NotreDame-mobility,beat_baseline-OliverWyman-Navigator,beat_baseline-PSI-DRAFT,beat_baseline-QJHong-Encounter,beat_baseline-RPI_UW-Mob_Collision,beat_baseline-RobertWalraven-ESG,beat_baseline-SteveMcConnell-CovidComplete,beat_baseline-TTU-squider,beat_baseline-UA-EpiCovDA,beat_baseline-UCLA-SuEIR,beat_baseline-UCM_MESALab-FoGSEIR,beat_baseline-UCSB-ACTS,beat_baseline-UCSD_NEU-DeepGLEAM,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UT-Mobility,beat_baseline-WalmartLabsML-LogForecasting,beat_baseline-epiforecasts-ensemble1
North Carolina,6184,5828.6,6234.0,5826.7,6040.0,5860.9,6029.0,6007.0,5970.1,5981.0,6183.8,6094.0,5926.0,6185.5,6144.0,,6025.0,6071.6,5992.0,6165.0,6190.3,6153.7,5883.0,5888.2,6125.0,5932.7,6035.2,5499.9,6320.4,6185.0,,5859.1,7232.3,5942.0,6268.7,6105.0,5796.5,,6269.9,5938.8,6083.0,,6341.9,6062.0,5752.0,5607.2,5917.0,-355.4,50.0,-357.3,-144.0,-323.1,-155.0,-177.0,-213.9,-203.0,-0.2,-90.0,-258.0,1.5,-40.0,,-159.0,-112.4,-192.0,-19.0,6.3,-30.3,-301.0,-295.8,-59.0,-251.3,-148.8,-684.1,136.4,1.0,,-324.9,1048.3,-242.0,84.7,-79.0,-387.5,,85.9,-245.2,-101.0,,157.9,-122.0,-432.0,-576.8,-267.0,True,False,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,False,True,True,,True,False,True,True,True,False,,True,True,True,,True,True,False,False,True
North Dakota,1231,1154.6,1131.7,1155.1,1196.0,1164.0,1158.0,1113.0,1160.1,1049.0,1437.3,1158.0,1157.3,1177.7,1165.0,,1202.0,1280.6,1138.3,1270.0,1040.6,1199.4,1015.0,1114.9,1297.0,1191.5,1211.0,1043.5,1390.9,1241.0,,,1364.1,1065.0,1149.6,1046.0,1106.9,,1418.7,1207.8,1128.0,,1237.4,1164.0,1093.0,1063.5,1144.0,-76.4,-99.3,-75.9,-35.0,-67.0,-73.0,-118.0,-70.9,-182.0,206.3,-73.0,-73.7,-53.3,-66.0,,-29.0,49.6,-92.7,39.0,-190.4,-31.6,-216.0,-116.1,66.0,-39.5,-20.0,-187.5,159.9,10.0,,,133.1,-166.0,-81.4,-185.0,-124.1,,187.7,-23.2,-103.0,,6.4,-67.0,-138.0,-167.5,-87.0,False,True,True,True,True,False,True,False,False,True,True,True,True,,True,True,False,True,False,True,False,False,True,True,True,False,False,True,,,False,False,False,False,False,,False,True,False,,True,True,False,False,False
Ohio,8031,7550.4,8557.5,7575.3,8019.0,7559.8,7939.0,8433.0,7955.5,7804.0,8699.7,7884.0,7296.5,7537.0,8073.5,,7994.0,7884.6,7640.5,7956.0,8451.7,8424.0,7713.0,7673.2,8351.0,7952.4,8120.9,6959.0,7991.9,7026.0,,7517.9,7725.9,8563.0,11217.3,7530.0,7511.6,,7938.5,8040.1,7960.0,7031.9,12009.6,8197.0,8019.0,6750.9,8424.0,-480.6,526.5,-455.7,-12.0,-471.2,-92.0,402.0,-75.5,-227.0,668.7,-147.0,-734.5,-494.0,42.5,,-37.0,-146.4,-390.5,-75.0,420.7,393.0,-318.0,-357.8,320.0,-78.6,89.9,-1072.0,-39.1,-1005.0,,-513.1,-305.1,532.0,3186.3,-501.0,-519.4,,-92.5,9.1,-71.0,-999.1,3978.6,166.0,-12.0,-1280.1,393.0,False,True,True,True,True,True,True,True,False,True,False,False,True,,True,True,True,True,True,True,True,True,True,True,True,False,True,False,,False,True,False,False,False,False,,True,True,True,False,False,True,True,False,True
Oklahoma,2189,2027.4,2304.6,1975.2,2068.0,1996.0,2173.0,2225.0,2227.7,2224.0,2476.8,2354.0,2032.2,2136.9,2182.8,,2145.0,2182.6,2167.6,2302.0,2221.1,2165.6,1979.0,2122.1,2423.0,2065.5,2178.4,1908.0,2275.6,1978.0,,,2421.1,2280.0,1983.2,2057.0,2034.1,,2409.4,2084.8,2185.0,,2553.6,2291.0,2013.0,1881.0,2021.0,-161.6,115.6,-213.8,-121.0,-193.0,-16.0,36.0,38.7,35.0,287.8,165.0,-156.8,-52.1,-6.2,,-44.0,-6.4,-21.4,113.0,32.1,-23.4,-210.0,-66.9,234.0,-123.5,-10.6,-281.0,86.6,-211.0,,,232.1,91.0,-205.8,-132.0,-154.9,,220.4,-104.2,-4.0,,364.6,102.0,-176.0,-308.0,-168.0,True,False,True,False,True,True,True,True,False,False,True,True,True,,True,True,True,True,True,True,False,True,False,True,True,False,True,False,,,False,True,False,True,True,,False,True,True,,False,True,False,False,False
Oregon,1340,1147.9,1353.8,1131.7,1129.0,1127.0,1194.0,1095.0,1202.0,1164.0,1242.2,1213.0,1041.8,1178.2,1217.9,,1134.0,1173.1,1198.2,1190.0,1312.6,1262.1,1194.0,1171.8,1250.0,1226.3,1189.6,987.5,1206.4,1077.0,,,1454.5,1310.0,1128.4,1214.0,1150.5,,1173.8,1245.0,1220.0,,1297.6,1196.0,1112.0,975.9,1204.0,-192.1,13.8,-208.3,-211.0,-213.0,-146.0,-245.0,-138.0,-176.0,-97.8,-127.0,-298.2,-161.8,-122.1,,-206.0,-166.9,-141.8,-150.0,-27.4,-77.9,-146.0,-168.2,-90.0,-113.7,-150.4,-352.5,-133.6,-263.0,,,114.5,-30.0,-211.6,-126.0,-189.5,,-166.2,-95.0,-120.0,,-42.4,-144.0,-228.0,-364.1,-136.0,True,False,False,False,True,False,True,True,True,True,False,True,True,,False,True,True,True,True,True,True,True,True,True,True,False,True,False,,,True,True,False,True,True,,True,True,True,,True,True,False,False,True
Pennsylvania,13754,11671.3,12838.5,11647.8,12043.0,11611.1,12339.0,11975.0,12165.7,13408.0,13496.8,12909.0,11641.6,12132.6,13000.8,,12368.0,12488.0,13178.0,11949.0,12362.6,13248.0,12239.0,12016.6,12267.0,12389.4,12272.6,12568.9,12469.8,11225.0,,12998.0,13869.8,13292.0,12385.0,11809.0,11293.3,,11935.4,12434.8,12308.0,11477.8,17202.7,12959.0,13165.0,10647.3,11928.0,-2082.7,-915.5,-2106.2,-1711.0,-2142.9,-1415.0,-1779.0,-1588.3,-346.0,-257.2,-845.0,-2112.4,-1621.4,-753.2,,-1386.0,-1266.0,-576.0,-1805.0,-1391.4,-506.0,-1515.0,-1737.4,-1487.0,-1364.6,-1481.4,-1185.1,-1284.2,-2529.0,,-756.0,115.8,-462.0,-1369.0,-1945.0,-2460.7,,-1818.6,-1319.2,-1446.0,-2276.2,3448.7,-795.0,-589.0,-3106.7,-1826.0,True,False,True,False,True,True,True,True,True,True,False,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,False,,True,True,True,True,True,False,,True,True,True,False,False,True,True,False,True
Rhode Island,1625,1494.6,1556.1,1503.1,1501.0,1502.1,1537.0,1522.0,1432.2,1439.0,1584.8,1532.0,1568.5,1562.4,1570.3,,1474.5,1550.8,1584.4,1548.0,1445.1,1595.0,1598.0,1468.4,1497.0,1539.9,1560.9,1619.3,1529.2,1423.0,,,1407.1,1487.0,2081.3,1526.0,1493.2,,1568.7,1559.7,1572.0,,2031.5,1511.0,1461.0,1335.1,1428.0,-130.4,-68.9,-121.9,-124.0,-122.9,-88.0,-103.0,-192.8,-186.0,-40.2,-93.0,-56.5,-62.6,-54.7,,-150.5,-74.2,-40.6,-77.0,-179.9,-30.0,-27.0,-156.6,-128.0,-85.1,-64.1,-5.7,-95.8,-202.0,,,-217.9,-138.0,456.3,-99.0,-131.8,,-56.3,-65.3,-53.0,,406.5,-114.0,-164.0,-289.9,-197.0,True,True,True,True,True,True,False,False,True,True,True,True,True,,False,True,True,True,False,True,True,False,True,True,True,True,True,False,,,False,False,False,True,False,,True,True,True,,False,True,False,False,False
South Carolina,4895,4553.0,4649.3,4538.0,4720.0,4561.9,4723.0,4672.0,4693.6,4700.0,4828.6,4828.0,4665.8,4641.0,4820.0,,4787.0,4670.7,4843.3,4748.0,4769.3,4833.7,4620.0,4644.2,4849.0,4775.5,4728.3,4590.9,4983.2,4770.0,,5161.9,6133.3,4736.0,5088.8,4667.0,4704.5,,4886.7,4784.6,4720.0,,5047.1,4733.0,4528.0,4575.0,4591.0,-342.0,-245.7,-357.0,-175.0,-333.1,-172.0,-223.0,-201.4,-195.0,-66.4,-67.0,-229.2,-254.0,-75.0,,-108.0,-224.3,-51.7,-147.0,-125.7,-61.3,-275.0,-250.8,-46.0,-119.5,-166.7,-304.1,88.2,-125.0,,266.9,1238.3,-159.0,193.8,-228.0,-190.5,,-8.3,-110.4,-175.0,,152.1,-162.0,-367.0,-320.0,-304.0,True,False,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,False,True,True,True,True,,True,True,True,,True,True,False,True,True
South Dakota,1350,1297.3,1479.1,1437.4,1428.0,1437.0,1394.0,1118.0,1274.2,1182.0,1450.4,1326.0,1272.7,,1366.7,,1479.0,1520.3,1221.5,1472.0,1061.4,1353.9,1126.5,1205.3,1351.0,1553.3,1378.6,1285.0,1551.5,1392.0,,,2217.7,1440.0,899.7,1306.0,1248.4,,1588.4,1565.6,1264.0,,1268.2,1437.0,1645.5,1124.9,1462.0,-52.7,129.1,87.4,78.0,87.0,44.0,-232.0,-75.8,-168.0,100.4,-24.0,-77.3,,16.7,,129.0,170.3,-128.5,122.0,-288.6,3.9,-223.5,-144.7,1.0,203.3,28.6,-65.0,201.5,42.0,,,867.7,90.0,-450.3,-44.0,-101.6,,238.4,215.6,-86.0,,-81.8,87.0,295.5,-225.1,112.0,False,False,False,False,True,False,False,False,False,True,False,,True,,False,False,False,False,False,True,False,False,True,False,True,False,False,True,,,False,False,False,True,False,,False,False,False,,False,False,False,False,False
Tennessee,5960,5376.9,5776.9,5539.0,5599.0,5530.8,5623.0,5194.0,5499.4,5656.0,6442.2,5819.0,5207.7,5607.6,5720.3,,5692.0,6011.8,5874.2,5708.0,5301.1,5964.7,5534.0,5432.3,5622.0,5798.7,5590.3,4740.9,5966.4,6313.5,,6020.5,5700.3,5834.0,5097.4,5478.0,5546.9,,5910.9,5794.8,5464.0,,5423.7,5970.0,5276.0,4905.1,5442.0,-583.1,-183.1,-421.0,-361.0,-429.2,-337.0,-766.0,-460.6,-304.0,482.2,-141.0,-752.3,-352.4,-239.7,,-268.0,51.8,-85.8,-252.0,-658.9,4.7,-426.0,-527.7,-338.0,-161.3,-369.7,-1219.1,6.4,353.5,,60.5,-259.7,-126.0,-862.6,-482.0,-413.1,,-49.1,-165.2,-496.0,,-536.3,10.0,-684.0,-1054.9,-518.0,True,True,True,True,True,False,True,True,True,True,False,True,True,,True,True,True,True,False,True,True,True,True,True,True,False,True,True,,True,True,True,False,True,True,,True,True,True,,True,True,False,False,True
Texas,25714,24214.4,25357.1,24483.2,24948.0,24442.7,24648.0,23560.0,24486.8,25040.0,26749.0,23825.0,23569.6,25497.8,25258.0,,25730.0,25339.6,25781.2,25176.0,23967.7,25551.8,24431.0,24451.8,25068.0,24327.0,24751.6,23852.7,26616.1,23294.0,,25905.5,28563.3,25409.0,24403.1,23622.0,23991.4,,25132.6,24341.6,24474.0,,26206.6,25094.0,24308.5,23118.4,24222.0,-1400.6,-257.9,-1131.8,-667.0,-1172.3,-967.0,-2055.0,-1128.2,-575.0,1134.0,-1790.0,-2045.4,-117.2,-357.0,,115.0,-275.4,166.2,-439.0,-1647.3,-63.2,-1184.0,-1163.2,-547.0,-1288.0,-863.4,-1762.3,1001.1,-2321.0,,290.5,2948.3,-206.0,-1211.9,-1993.0,-1623.6,,-482.4,-1273.4,-1141.0,,591.6,-521.0,-1306.5,-2496.6,-1393.0,True,True,True,True,True,False,True,True,True,False,False,True,True,,True,True,True,True,False,True,True,True,True,True,True,False,True,False,,True,False,True,True,False,False,,True,True,True,,True,True,True,False,True
Utah,1148,1082.3,1285.2,1089.1,1101.0,1091.0,1112.0,1036.0,1211.9,1098.0,1404.7,1105.0,1037.8,1107.1,866.3,,1219.0,1190.6,1065.3,1164.0,997.1,1118.2,1036.0,1135.5,1285.0,1152.1,1205.9,1119.5,1198.8,1173.0,,,1399.1,1157.0,993.5,1063.0,1061.5,,1445.2,1171.6,1082.0,,1233.6,1168.0,987.0,710.7,1025.0,-65.7,137.2,-58.9,-47.0,-57.0,-36.0,-112.0,63.9,-50.0,256.7,-43.0,-110.2,-40.9,-281.7,,71.0,42.6,-82.7,16.0,-150.9,-29.8,-112.0,-12.5,137.0,4.1,57.9,-28.5,50.8,25.0,,,251.1,9.0,-154.5,-85.0,-86.5,,297.2,23.6,-66.0,,85.6,20.0,-161.0,-437.3,-123.0,False,True,True,True,True,False,True,True,False,True,False,True,False,,False,True,False,True,False,True,False,True,False,True,True,True,True,True,,,False,True,False,False,False,,False,True,False,,False,True,False,False,False
Vermont,108,78.4,98.2,80.1,83.0,79.0,83.0,69.0,89.1,95.0,57.9,92.0,73.6,80.8,88.1,,78.0,76.9,87.4,93.0,103.9,79.9,73.0,69.6,107.0,74.8,92.4,81.1,78.2,67.0,,,87.8,86.0,70.9,83.0,70.4,,84.7,96.7,75.0,,129.5,89.0,123.0,68.2,,-29.6,-9.8,-27.9,-25.0,-29.0,-25.0,-39.0,-18.9,-13.0,-50.1,-16.0,-34.4,-27.2,-19.9,,-30.0,-31.1,-20.6,-15.0,-4.1,-28.1,-35.0,-38.4,-1.0,-33.2,-15.6,-26.9,-29.8,-41.0,,,-20.2,-22.0,-37.1,-25.0,-37.6,,-23.3,-11.3,-33.0,,21.5,-19.0,15.0,-39.8,,True,True,True,True,True,False,True,True,False,True,False,True,True,,False,False,True,True,True,True,False,False,True,False,True,True,False,False,,,True,True,False,True,False,,True,True,False,,True,True,True,False,
Virginia,4643,4400.9,4761.8,4420.2,4542.0,4401.7,4536.0,4450.0,4528.6,4704.0,4521.2,4366.0,4402.2,4454.9,4584.9,,4551.0,4560.7,4671.1,4655.0,4659.1,4646.1,4646.0,4549.0,4602.0,4420.8,4597.3,4399.5,4702.7,4408.0,,4637.9,4582.0,4406.0,4083.2,4464.0,4365.9,,4618.1,4435.8,4590.0,,5002.3,4600.0,4320.0,4265.9,4384.0,-242.1,118.8,-222.8,-101.0,-241.3,-107.0,-193.0,-114.4,61.0,-121.8,-277.0,-240.8,-188.1,-58.1,,-92.0,-82.3,28.1,12.0,16.1,3.1,3.0,-94.0,-41.0,-222.2,-45.7,-243.5,59.7,-235.0,,-5.1,-61.0,-237.0,-559.8,-179.0,-277.1,,-24.9,-207.2,-53.0,,359.3,-43.0,-323.0,-377.1,-259.0,True,True,True,True,True,True,True,True,True,False,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,False,True,True,,True,True,True,False,True,False,,True,True,True,,False,True,False,False,False
Washington,3104,2943.0,3170.4,2942.0,3010.0,2955.2,3145.0,3293.0,3136.2,3263.0,3565.7,3452.0,2912.9,3156.6,3205.7,,3153.0,3162.2,3315.2,3132.0,3391.0,3461.7,3098.0,3019.3,3224.0,3107.4,3144.7,3169.7,3107.0,2870.0,,3094.0,2856.8,3561.0,3574.3,3083.0,3057.6,,3197.1,3103.9,3200.0,,3892.2,3033.0,2893.0,2826.0,3036.0,-133.0,94.4,-134.0,-66.0,-120.8,69.0,217.0,60.2,187.0,489.7,376.0,-163.1,80.6,129.7,,77.0,86.2,239.2,56.0,315.0,385.7,22.0,-56.7,148.0,31.4,68.7,93.7,31.0,-206.0,,18.0,-219.2,485.0,498.3,7.0,-18.4,,121.1,27.9,124.0,,816.2,-43.0,-183.0,-250.0,-40.0,True,False,True,True,True,False,True,False,False,False,False,True,True,,True,True,False,True,False,False,True,True,False,True,True,True,True,False,,True,False,False,False,True,True,,True,True,True,,False,True,False,False,True
West Virginia,1122,920.4,968.0,903.8,983.0,898.0,1013.0,886.0,995.5,1061.0,1398.5,1097.0,935.1,975.7,1111.8,,1051.0,1101.6,1146.0,1026.0,1029.5,1163.2,1022.0,940.2,1128.0,1027.0,1013.1,872.1,1121.4,955.0,,,1345.6,1152.0,1395.7,981.0,915.1,,1109.1,1044.9,939.0,,1108.1,1020.0,989.0,815.0,976.0,-201.6,-154.0,-218.2,-139.0,-224.0,-109.0,-236.0,-126.5,-61.0,276.5,-25.0,-186.9,-146.3,-10.2,,-71.0,-20.4,24.0,-96.0,-92.5,41.2,-100.0,-181.8,6.0,-95.0,-108.9,-249.9,-0.6,-167.0,,,223.6,30.0,273.7,-141.0,-206.9,,-12.9,-77.1,-183.0,,-13.9,-102.0,-133.0,-307.0,-146.0,True,False,True,False,True,False,True,True,False,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,False,True,True,,,False,True,False,True,False,,True,True,True,,True,True,True,False,True
Wisconsin,4722,4449.9,4999.7,4488.3,4698.0,4426.7,4487.0,4232.0,4564.2,4105.0,4426.8,4144.0,4151.2,4489.0,4483.7,,4702.0,4816.5,4182.0,4733.0,4423.3,4321.3,4728.0,4433.1,4908.0,4517.9,4843.8,4716.0,5151.2,4364.0,,4402.5,7567.0,4821.0,4366.6,4290.0,4251.7,,5326.8,4516.7,4120.0,4186.7,5405.6,4608.0,4657.0,3903.4,4104.0,-272.1,277.7,-233.7,-24.0,-295.3,-235.0,-490.0,-157.8,-617.0,-295.2,-578.0,-570.8,-233.0,-238.3,,-20.0,94.5,-540.0,11.0,-298.7,-400.7,6.0,-288.9,186.0,-204.1,121.8,-6.0,429.2,-358.0,,-319.5,2845.0,99.0,-355.4,-432.0,-470.3,,604.8,-205.3,-602.0,-535.3,683.6,-114.0,-65.0,-818.6,-618.0,False,True,True,False,True,False,True,False,False,False,False,True,True,,True,True,False,True,False,False,True,False,True,True,True,True,False,False,,False,False,True,False,False,False,,False,True,False,False,False,True,True,False,False
Wyoming,351,326.4,342.2,330.0,346.0,332.0,351.0,323.0,340.8,340.0,510.6,344.0,301.4,367.4,368.6,,368.0,288.1,388.9,400.0,318.8,341.5,308.5,276.2,411.0,379.0,382.9,351.6,394.3,351.0,,,324.8,466.0,339.1,337.0,284.2,,430.7,397.4,310.0,,364.5,379.0,412.0,262.5,341.0,-24.6,-8.8,-21.0,-5.0,-19.0,0.0,-28.0,-10.2,-11.0,159.6,-7.0,-49.6,16.4,17.6,,17.0,-62.9,37.9,49.0,-32.2,-9.5,-42.5,-74.8,60.0,28.0,31.9,0.6,43.3,0.0,,,-26.2,115.0,-11.9,-14.0,-66.8,,79.7,46.4,-41.0,,13.5,28.0,61.0,-88.5,-10.0,True,True,True,True,True,False,True,True,False,True,False,True,True,,True,False,False,False,False,True,False,False,False,False,False,True,False,True,,,False,False,True,True,False,,False,False,False,,True,False,False,False,True
US,316159,295464.4,310469.9,297267.1,,296354.9,303516.0,297115.0,303148.0,308733.0,323931.6,305539.0,293015.5,305667.4,,305018.0,303184.0,309258.2,305354.7,305882.0,299580.7,310857.7,295210.0,300407.5,311376.0,305113.3,305984.6,294706.9,311515.5,293825.5,312112.7,309341.0,283429.0,319724.0,318764.5,296700.0,293806.5,290985.0,,306105.8,303849.0,299306.7,365433.5,307928.0,299665.5,279773.6,296726.0,-20555.6,-5550.1,-18752.9,,-19665.1,-12504.0,-18905.0,-12872.0,-7287.0,7911.6,-10481.0,-23004.5,-10352.6,,-11002.0,-12836.0,-6761.8,-10665.3,-10138.0,-16439.3,-5162.3,-20810.0,-15612.5,-4644.0,-10906.7,-10035.4,-21313.1,-4504.5,-22194.5,-3907.3,-6679.0,-32591.0,3704.0,2744.5,-19320.0,-22213.5,-25035.0,,-9914.2,-12171.0,-16713.3,49413.5,-8092.0,-16354.5,-36246.4,-19294.0,True,True,,True,True,True,True,True,True,True,False,True,,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,True,False,True,True,True,False,False,,True,True,True,False,True,True,False,True
