,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
51127,183,312.0,,,,60.0,,573.2,112.5,,,553.0,129.0,,,,-123.0,,390.2,-70.5,,,370.0,,,,True,,False,True,,,False
51131,47,24.0,,,,114.0,,24.6,4.2,,,122.0,-23.0,,,,67.0,,-22.4,-42.8,,,75.0,,,,False,,True,False,,,False
51133,103,112.0,,,,28.0,,91.1,0.0,,,32.0,9.0,,,,-75.0,,-11.9,-103.0,,,-71.0,,,,False,,False,False,,,False
51135,283,240.0,,,,107.0,,192.3,29.7,,,283.0,-43.0,,,,-176.0,,-90.7,-253.3,,,0.0,,,,False,,False,False,,,True
51137,294,72.0,,,,78.0,,155.4,183.8,,,135.0,-222.0,,,,-216.0,,-138.6,-110.2,,,-159.0,,,,True,,True,True,,,True
51139,194,168.0,,,,82.0,,183.2,41.9,,,88.0,-26.0,,,,-112.0,,-10.8,-152.1,,,-106.0,,,,False,,True,False,,,False
51141,214,80.0,,,,100.0,,149.9,38.2,,,300.0,-134.0,,,,-114.0,,-64.1,-175.8,,,86.0,,,,True,,True,False,,,True
51143,745,632.0,,,,417.0,,628.7,159.4,489.3,,763.0,-113.0,,,,-328.0,,-116.3,-585.6,-255.7,,18.0,,,,False,,False,False,False,,True
51145,260,160.0,,,,73.0,,180.7,181.7,,,116.0,-100.0,,,,-187.0,,-79.3,-78.3,,,-144.0,,,,False,,True,True,,,False
51147,237,440.0,,,,177.0,,362.5,0.0,,,420.0,203.0,,,,-60.0,,125.5,-237.0,,,183.0,,,,True,,True,False,,,True
51149,611,264.0,,,,153.0,,341.5,0.0,,,346.0,-347.0,,,,-458.0,,-269.5,-611.0,,,-265.0,,,,False,,True,False,,,True
51153,6082,3296.0,,,,1131.0,,2101.8,608.6,2726.5,,2597.0,-2786.0,,,,-4951.0,,-3980.2,-5473.4,-3355.5,,-3485.0,,,,False,,False,False,False,,False
51155,547,64.0,,,,174.0,,140.4,237.2,,,137.0,-483.0,,,,-373.0,,-406.6,-309.8,,,-410.0,,,,True,,True,True,,,True
51157,45,16.0,,,,4.0,,21.9,,,,27.0,-29.0,,,,-41.0,,-23.1,,,,-18.0,,,,False,,True,,,,True
51159,174,8.0,,,,35.0,,45.7,0.3,,,1.0,-166.0,,,,-139.0,,-128.3,-173.7,,,-173.0,,,,True,,True,False,,,False
51161,2097,1096.0,,,,368.0,,1113.9,561.4,,,839.0,-1001.0,,,,-1729.0,,-983.1,-1535.6,,,-1258.0,,,,False,,True,False,,,False
51163,185,128.0,,,,52.0,,183.1,58.3,,,72.0,-57.0,,,,-133.0,,-1.9,-126.7,,,-113.0,,,,False,,True,False,,,False
51165,861,720.0,,,,378.0,,738.5,504.1,624.6,,801.0,-141.0,,,,-483.0,,-122.5,-356.9,-236.4,,-60.0,,,,False,,True,False,False,,True
51167,571,456.0,,,,210.0,,555.7,72.3,,,422.0,-115.0,,,,-361.0,,-15.3,-498.7,,,-149.0,,,,False,,True,False,,,False
51169,627,176.0,,,,144.0,,232.0,149.2,,,191.0,-451.0,,,,-483.0,,-395.0,-477.8,,,-436.0,,,,False,,True,False,,,True
51171,643,328.0,,,,109.0,,313.5,35.4,,,818.0,-315.0,,,,-534.0,,-329.5,-607.6,,,175.0,,,,False,,False,False,,,True
51173,568,296.0,,,,241.0,,304.5,8.3,,,52.0,-272.0,,,,-327.0,,-263.5,-559.7,,,-516.0,,,,False,,True,False,,,False
51175,194,256.0,,,,91.0,,217.5,0.0,,,54.0,62.0,,,,-103.0,,23.5,-194.0,,,-140.0,,,,False,,True,False,,,False
51177,1090,584.0,,,,329.0,,416.5,475.4,385.3,,801.0,-506.0,,,,-761.0,,-673.5,-614.6,-704.7,,-289.0,,,,False,,False,False,False,,True
51179,1398,640.0,,,,309.0,,499.0,594.2,462.5,,923.0,-758.0,,,,-1089.0,,-899.0,-803.8,-935.5,,-475.0,,,,False,,False,False,False,,True
51181,52,64.0,,,,17.0,,48.0,0.0,,,0.0,12.0,,,,-35.0,,-4.0,-52.0,,,-52.0,,,,False,,True,False,,,False
51183,59,488.0,,,,49.0,,489.8,79.0,,,33.0,429.0,,,,-10.0,,430.8,20.0,,,-26.0,,,,True,,False,True,,,True
51185,786,248.0,,,,263.0,,315.5,222.2,,,120.0,-538.0,,,,-523.0,,-470.5,-563.8,,,-666.0,,,,True,,True,False,,,False
51187,461,240.0,,,,102.0,,267.5,95.3,,,136.0,-221.0,,,,-359.0,,-193.5,-365.7,,,-325.0,,,,False,,True,False,,,False
51191,1252,752.0,,,,517.0,,875.9,221.9,,,782.0,-500.0,,,,-735.0,,-376.1,-1030.1,,,-470.0,,,,False,,True,False,,,True
51193,199,72.0,,,,40.0,,40.3,47.7,,,77.0,-127.0,,,,-159.0,,-158.7,-151.3,,,-122.0,,,,False,,False,False,,,True
51195,849,264.0,,,,362.0,,290.2,121.4,,,208.0,-585.0,,,,-487.0,,-558.8,-727.6,,,-641.0,,,,True,,True,False,,,False
51197,493,144.0,,,,191.0,,231.7,104.3,,,228.0,-349.0,,,,-302.0,,-261.3,-388.7,,,-265.0,,,,True,,True,False,,,True
51199,391,184.0,,,,262.0,,222.7,190.1,,,441.0,-207.0,,,,-129.0,,-168.3,-200.9,,,50.0,,,,True,,True,True,,,True
51510,1593,928.0,,,,338.0,,964.9,14.0,638.9,,695.0,-665.0,,,,-1255.0,,-628.1,-1579.0,-954.1,,-898.0,,,,False,,True,False,False,,False
51520,382,160.0,,,,166.0,,171.6,4.5,,,0.0,-222.0,,,,-216.0,,-210.4,-377.5,,,-382.0,,,,True,,True,False,,,False
51530,205,144.0,,,,17.0,,97.3,0.0,,,45.0,-61.0,,,,-188.0,,-107.7,-205.0,,,-160.0,,,,False,,False,False,,,False
51540,455,896.0,,,,264.0,,1095.1,301.9,712.9,,815.0,441.0,,,,-191.0,,640.1,-153.1,257.9,,360.0,,,,True,,False,True,True,,True
51550,2326,1328.0,,,,1123.0,,983.4,720.5,770.0,,1836.0,-998.0,,,,-1203.0,,-1342.6,-1605.5,-1556.0,,-490.0,,,,False,,False,False,False,,True
51570,182,56.0,,,,65.0,,158.4,54.4,,,20.0,-126.0,,,,-117.0,,-23.6,-127.6,,,-162.0,,,,True,,True,False,,,False
51580,152,0.0,,,,11.0,,0.9,,,,5.0,-152.0,,,,-141.0,,-151.1,,,,-147.0,,,,True,,True,,,,True
51590,670,824.0,,,,442.0,,786.0,369.3,,,466.0,154.0,,,,-228.0,,116.0,-300.7,,,-204.0,,,,False,,True,False,,,False
51595,75,56.0,,,,43.0,,33.4,0.0,,,14.0,-19.0,,,,-32.0,,-41.6,-75.0,,,-61.0,,,,False,,False,False,,,False
51600,85,48.0,,,,16.0,,239.5,151.4,,,343.0,-37.0,,,,-69.0,,154.5,66.4,,,258.0,,,,False,,False,False,,,False
51610,50,16.0,,,,10.0,,31.9,,,,37.0,-34.0,,,,-40.0,,-18.1,,,,-13.0,,,,False,,True,,,,True
51620,105,160.0,,,,53.0,,97.3,0.0,,,6.0,55.0,,,,-52.0,,-7.7,-105.0,,,-99.0,,,,True,,True,False,,,False
51630,183,128.0,,,,136.0,,201.6,0.0,,,51.0,-55.0,,,,-47.0,,18.6,-183.0,,,-132.0,,,,True,,True,False,,,False
51640,176,16.0,,,,106.0,,9.3,0.0,,,0.0,-160.0,,,,-70.0,,-166.7,-176.0,,,-176.0,,,,True,,False,False,,,False
51650,951,648.0,,,,687.0,,600.0,555.1,307.7,,368.0,-303.0,,,,-264.0,,-351.0,-395.9,-643.3,,-583.0,,,,True,,False,False,False,,False
51660,745,1056.0,,,,343.0,,812.8,0.0,614.7,,929.0,311.0,,,,-402.0,,67.8,-745.0,-130.3,,184.0,,,,False,,True,False,True,,True
51670,209,216.0,,,,98.0,,336.8,71.8,,,346.0,7.0,,,,-111.0,,127.8,-137.2,,,137.0,,,,False,,False,False,,,False
51678,213,424.0,,,,16.0,,616.8,0.0,,,0.0,211.0,,,,-197.0,,403.8,-213.0,,,-213.0,,,,True,,False,False,,,False
51680,1262,1216.0,,,,693.0,,1126.2,936.9,761.7,,21.0,-46.0,,,,-569.0,,-135.8,-325.1,-500.3,,-1241.0,,,,False,,False,False,False,,False
51683,402,352.0,,,,125.0,,422.6,2.5,244.5,,219.0,-50.0,,,,-277.0,,20.6,-399.5,-157.5,,-183.0,,,,False,,True,False,False,,False
51685,129,88.0,,,,40.0,,64.8,0.0,,,164.0,-41.0,,,,-89.0,,-64.2,-129.0,,,35.0,,,,False,,False,False,,,True
51690,330,248.0,,,,94.0,,204.6,0.0,,,161.0,-82.0,,,,-236.0,,-125.4,-330.0,,,-169.0,,,,False,,False,False,,,False
51700,1295,776.0,,,,821.0,,738.4,560.8,416.6,,1980.0,-519.0,,,,-474.0,,-556.6,-734.2,-878.4,,685.0,,,,True,,False,False,False,,False
51710,1741,888.0,,,,1432.0,,779.1,252.2,522.5,,549.0,-853.0,,,,-309.0,,-961.9,-1488.8,-1218.5,,-1192.0,,,,True,,False,False,False,,False
51720,57,16.0,,,,45.0,,17.2,,,,40.0,-41.0,,,,-12.0,,-39.8,,,,-17.0,,,,True,,True,,,,True
51730,352,352.0,,,,108.0,,303.9,0.0,,,428.0,0.0,,,,-244.0,,-48.1,-352.0,,,76.0,,,,False,,False,False,,,False
51735,80,40.0,,,,67.0,,29.0,,,,340.0,-40.0,,,,-13.0,,-51.0,,,,260.0,,,,True,,False,,,,False
51740,634,400.0,,,,539.0,,416.7,0.2,360.5,,189.0,-234.0,,,,-95.0,,-217.3,-633.8,-273.5,,-445.0,,,,True,,True,False,False,,False
51750,456,168.0,,,,158.0,,96.7,0.0,,,76.0,-288.0,,,,-298.0,,-359.3,-456.0,,,-380.0,,,,False,,False,False,,,False
51760,2056,1288.0,,,,940.0,,1066.3,10.9,1164.9,,2007.0,-768.0,,,,-1116.0,,-989.7,-2045.1,-891.1,,-49.0,,,,False,,False,False,False,,True
51770,2185,1800.0,,,,668.0,,1758.1,912.3,835.7,,1035.0,-385.0,,,,-1517.0,,-426.9,-1272.7,-1349.3,,-1150.0,,,,False,,False,False,False,,False
51775,573,544.0,,,,166.0,,632.9,1.2,,,496.0,-29.0,,,,-407.0,,59.9,-571.8,,,-77.0,,,,False,,False,False,,,False
51790,752,304.0,,,,80.0,,427.9,2.3,,,436.0,-448.0,,,,-672.0,,-324.1,-749.7,,,-316.0,,,,False,,True,False,,,True
51800,678,1520.0,,,,486.0,,1027.8,518.3,830.3,,702.0,842.0,,,,-192.0,,349.8,-159.7,152.3,,24.0,,,,True,,True,True,True,,True
51810,4296,1864.0,,,,2100.0,,1232.8,1278.9,1017.9,,837.0,-2432.0,,,,-2196.0,,-3063.2,-3017.1,-3278.1,,-3459.0,,,,True,,False,False,False,,False
51820,390,320.0,,,,78.0,,444.0,13.3,,,368.0,-70.0,,,,-312.0,,54.0,-376.7,,,-22.0,,,,False,,True,False,,,True
51830,97,128.0,,,,46.0,,118.6,0.0,,,221.0,31.0,,,,-51.0,,21.6,-97.0,,,124.0,,,,False,,True,False,,,False
51840,619,88.0,,,,103.0,,210.9,22.0,,,48.0,-531.0,,,,-516.0,,-408.1,-597.0,,,-571.0,,,,True,,True,False,,,False
53001,499,96.0,,,,76.0,,64.1,0.1,,,15.0,-403.0,,,,-423.0,,-434.9,-498.9,,,-484.0,,,,False,,False,False,,,False
53003,587,160.0,,,,147.0,,291.8,172.8,,,63.0,-427.0,,,,-440.0,,-295.2,-414.2,,,-524.0,,,,False,,True,True,,,False
53005,3936,1128.0,,,,790.0,,780.1,159.2,528.6,,2032.0,-2808.0,,,,-3146.0,,-3155.9,-3776.8,-3407.4,,-1904.0,,,,False,,False,False,False,,True
53007,1592,272.0,,,,108.0,,244.9,0.4,163.2,,846.0,-1320.0,,,,-1484.0,,-1347.1,-1591.6,-1428.8,,-746.0,,,,False,,False,False,False,,True
53009,276,48.0,,,,41.0,,104.8,86.9,,,22.0,-228.0,,,,-235.0,,-171.2,-189.1,,,-254.0,,,,False,,True,True,,,False
53011,6004,1904.0,,,,861.0,,1751.2,2408.5,873.6,,640.0,-4100.0,,,,-5143.0,,-4252.8,-3595.5,-5130.4,,-5364.0,,,,False,,False,True,False,,False
53013,46,0.0,,,,3.0,,3.9,,,,0.0,-46.0,,,,-43.0,,-42.1,,,,-46.0,,,,True,,True,,,,False
53015,840,192.0,,,,116.0,,205.7,155.4,,,58.0,-648.0,,,,-724.0,,-634.3,-684.6,,,-782.0,,,,False,,True,False,,,False
53017,695,72.0,,,,23.0,,126.3,0.0,80.5,,44.0,-623.0,,,,-672.0,,-568.7,-695.0,-614.5,,-651.0,,,,False,,True,False,True,,False
53019,97,0.0,,,,44.0,,1.0,,,,0.0,-97.0,,,,-53.0,,-96.0,,,,-97.0,,,,True,,True,,,,False
53021,2350,816.0,,,,459.0,,595.2,0.3,415.2,,513.0,-1534.0,,,,-1891.0,,-1754.8,-2349.7,-1934.8,,-1837.0,,,,False,,False,False,False,,False
53023,57,0.0,,,,2.0,,6.2,,,,0.0,-57.0,,,,-55.0,,-50.8,,,,-57.0,,,,True,,True,,,,False
53025,1461,704.0,,,,246.0,,549.5,1.0,291.8,,826.0,-757.0,,,,-1215.0,,-911.5,-1460.0,-1169.2,,-635.0,,,,False,,False,False,False,,True
53027,657,248.0,,,,138.0,,317.1,343.6,,,140.0,-409.0,,,,-519.0,,-339.9,-313.4,,,-517.0,,,,False,,True,True,,,False
53029,374,96.0,,,,0.0,,135.6,153.2,,,176.0,-278.0,,,,-374.0,,-238.4,-220.8,,,-198.0,,,,False,,True,True,,,True
53031,96,32.0,,,,0.0,,98.6,,,,517.0,-64.0,,,,-96.0,,2.6,,,,421.0,,,,False,,True,,,,False
53033,23678,7112.0,,,,1910.0,,5638.2,955.9,4552.0,,12427.0,-16566.0,,,,-21768.0,,-18039.8,-22722.1,-19126.0,,-11251.0,,,,False,,False,False,False,,True
53035,1399,752.0,,,,53.0,,774.2,624.6,329.0,,1658.0,-647.0,,,,-1346.0,,-624.8,-774.4,-1070.0,,259.0,,,,False,,True,False,False,,True
53037,672,320.0,,,,12.0,,291.4,155.1,,,344.0,-352.0,,,,-660.0,,-380.6,-516.9,,,-328.0,,,,False,,False,False,,,True
53039,106,24.0,,,,7.0,,31.1,32.9,,,42.0,-82.0,,,,-99.0,,-74.9,-73.1,,,-64.0,,,,False,,True,True,,,True
53041,884,328.0,,,,119.0,,419.2,288.9,,,198.0,-556.0,,,,-765.0,,-464.8,-595.1,,,-686.0,,,,False,,True,False,,,False
53043,128,24.0,,,,27.0,,70.8,,,,110.0,-104.0,,,,-101.0,,-57.2,,,,-18.0,,,,True,,True,,,,True
53045,559,240.0,,,,0.0,,261.0,198.3,,,346.0,-319.0,,,,-559.0,,-298.0,-360.7,,,-213.0,,,,False,,True,False,,,True
53047,276,96.0,,,,29.0,,148.4,0.0,50.8,,39.0,-180.0,,,,-247.0,,-127.6,-276.0,-225.2,,-237.0,,,,False,,True,False,False,,False
53049,172,56.0,,,,0.0,,118.3,,,,14.0,-116.0,,,,-172.0,,-53.7,,,,-158.0,,,,False,,True,,,,False
53051,196,216.0,,,,159.0,,430.7,148.8,,,284.0,20.0,,,,-37.0,,234.7,-47.2,,,88.0,,,,False,,False,False,,,False
53053,9896,3208.0,,,,1013.0,,2403.4,861.1,1238.5,,3773.0,-6688.0,,,,-8883.0,,-7492.6,-9034.9,-8657.5,,-6123.0,,,,False,,False,False,False,,True
53055,34,0.0,,,,0.0,,2.2,,,,0.0,-34.0,,,,-34.0,,-31.8,,,,-34.0,,,,False,,True,,,,False
53057,1168,288.0,,,,120.0,,281.9,152.0,138.2,,452.0,-880.0,,,,-1048.0,,-886.1,-1016.0,-1029.8,,-716.0,,,,False,,False,False,False,,True
53059,52,0.0,,,,0.0,,10.9,,,,0.0,-52.0,,,,-52.0,,-41.1,,,,-52.0,,,,False,,True,,,,False
53061,8402,2496.0,,,,458.0,,1807.3,743.6,1269.4,,3482.0,-5906.0,,,,-7944.0,,-6594.7,-7658.4,-7132.6,,-4920.0,,,,False,,False,False,False,,True
53063,10765,4608.0,,,,3804.0,,3622.3,1913.6,1648.1,,2779.0,-6157.0,,,,-6961.0,,-7142.7,-8851.4,-9116.9,,-7986.0,,,,False,,False,False,False,,False
53065,646,160.0,,,,352.0,,300.8,134.6,,,182.0,-486.0,,,,-294.0,,-345.2,-511.4,,,-464.0,,,,True,,True,False,,,True
53067,2058,752.0,,,,155.0,,846.8,1059.2,262.1,,1622.0,-1306.0,,,,-1903.0,,-1211.2,-998.8,-1795.9,,-436.0,,,,False,,True,True,False,,True
53069,29,0.0,,,,0.0,,3.9,,,,94.0,-29.0,,,,-29.0,,-25.1,,,,65.0,,,,False,,True,,,,False
53071,1491,144.0,,,,276.0,,201.2,137.2,,,58.0,-1347.0,,,,-1215.0,,-1289.8,-1353.8,,,-1433.0,,,,True,,True,False,,,False
53073,1171,512.0,,,,174.0,,483.6,389.6,258.8,,576.0,-659.0,,,,-997.0,,-687.4,-781.4,-912.2,,-595.0,,,,False,,False,False,False,,True
53075,923,1080.0,,,,564.0,,798.2,0.0,2325.6,,397.0,157.0,,,,-359.0,,-124.8,-923.0,1402.6,,-526.0,,,,False,,True,False,False,,False
53077,3029,616.0,,,,750.0,,480.9,9.5,344.7,,451.0,-2413.0,,,,-2279.0,,-2548.1,-3019.5,-2684.3,,-2578.0,,,,True,,False,False,False,,False
54001,364,312.0,,,,43.0,,1231.6,43.1,,,197.0,-52.0,,,,-321.0,,867.6,-320.9,,,-167.0,,,,False,,False,False,,,False
54003,2545,936.0,,,,291.0,,1103.2,784.1,444.5,,1156.0,-1609.0,,,,-2254.0,,-1441.8,-1760.9,-2100.5,,-1389.0,,,,False,,True,False,False,,True
54005,442,136.0,,,,56.0,,271.3,59.6,,,87.0,-306.0,,,,-386.0,,-170.7,-382.4,,,-355.0,,,,False,,True,False,,,False
54007,123,40.0,,,,47.0,,50.8,,,,285.0,-83.0,,,,-76.0,,-72.2,,,,162.0,,,,True,,True,,,,False
54009,643,136.0,,,,57.0,,200.4,97.9,,,514.0,-507.0,,,,-586.0,,-442.6,-545.1,,,-129.0,,,,False,,True,False,,,True
54011,2287,832.0,,,,524.0,,924.3,538.4,,,670.0,-1455.0,,,,-1763.0,,-1362.7,-1748.6,,,-1617.0,,,,False,,True,False,,,False
54013,60,24.0,,,,33.0,,23.0,,,,194.0,-36.0,,,,-27.0,,-37.0,,,,134.0,,,,True,,False,,,,False
54015,103,88.0,,,,31.0,,149.9,,,,246.0,-15.0,,,,-72.0,,46.9,,,,143.0,,,,False,,False,,,,False
54017,89,136.0,,,,29.0,,180.8,,,,82.0,47.0,,,,-60.0,,91.8,,,,-7.0,,,,False,,False,,,,True
54019,554,288.0,,,,147.0,,291.9,157.1,,,184.0,-266.0,,,,-407.0,,-262.1,-396.9,,,-370.0,,,,False,,True,False,,,False
54021,167,16.0,,,,29.0,,10.6,,,,0.0,-151.0,,,,-138.0,,-156.4,,,,-167.0,,,,True,,False,,,,False
54023,294,72.0,,,,33.0,,40.9,39.3,,,99.0,-222.0,,,,-261.0,,-253.1,-254.7,,,-195.0,,,,False,,False,False,,,True
54025,485,80.0,,,,98.0,,178.2,108.3,,,412.0,-405.0,,,,-387.0,,-306.8,-376.7,,,-73.0,,,,True,,True,True,,,True
54027,306,48.0,,,,52.0,,128.7,68.6,,,64.0,-258.0,,,,-254.0,,-177.3,-237.4,,,-242.0,,,,True,,True,True,,,True
54029,740,128.0,,,,57.0,,201.9,150.2,,,630.0,-612.0,,,,-683.0,,-538.1,-589.8,,,-110.0,,,,False,,True,True,,,True
54031,280,32.0,,,,39.0,,33.3,,,,45.0,-248.0,,,,-241.0,,-246.7,,,,-235.0,,,,True,,True,,,,True
54033,1113,584.0,,,,171.0,,989.1,538.4,,,685.0,-529.0,,,,-942.0,,-123.9,-574.6,,,-428.0,,,,False,,True,False,,,True
54035,453,200.0,,,,66.0,,314.4,135.2,,,249.0,-253.0,,,,-387.0,,-138.6,-317.8,,,-204.0,,,,False,,True,False,,,True
54037,1064,216.0,,,,86.0,,279.4,481.5,,,528.0,-848.0,,,,-978.0,,-784.6,-582.5,,,-536.0,,,,False,,True,True,,,True
54039,3027,1904.0,,,,668.0,,1773.2,1013.8,1270.3,,1079.0,-1123.0,,,,-2359.0,,-1253.8,-2013.2,-1756.7,,-1948.0,,,,False,,False,False,False,,False
54041,222,64.0,,,,52.0,,191.8,,,,553.0,-158.0,,,,-170.0,,-30.2,,,,331.0,,,,False,,True,,,,False
54043,264,96.0,,,,49.0,,204.9,90.9,,,51.0,-168.0,,,,-215.0,,-59.1,-173.1,,,-213.0,,,,False,,True,False,,,False
54045,440,424.0,,,,103.0,,481.2,7.6,,,457.0,-16.0,,,,-337.0,,41.2,-432.4,,,17.0,,,,False,,False,False,,,False
54047,576,40.0,,,,55.0,,16.8,,,,43.0,-536.0,,,,-521.0,,-559.2,,,,-533.0,,,,True,,False,,,,True
54049,713,168.0,,,,124.0,,257.0,473.5,,,89.0,-545.0,,,,-589.0,,-456.0,-239.5,,,-624.0,,,,False,,True,True,,,False
54051,1267,136.0,,,,92.0,,180.2,130.5,,,75.0,-1131.0,,,,-1175.0,,-1086.8,-1136.5,,,-1192.0,,,,False,,True,False,,,False
54053,443,64.0,,,,78.0,,157.7,144.3,,,253.0,-379.0,,,,-365.0,,-285.3,-298.7,,,-190.0,,,,True,,True,True,,,True
54055,1009,160.0,,,,291.0,,183.5,174.3,,,57.0,-849.0,,,,-718.0,,-825.5,-834.7,,,-952.0,,,,True,,True,True,,,False
54057,1335,48.0,,,,67.0,,125.3,86.1,,,86.0,-1287.0,,,,-1268.0,,-1209.7,-1248.9,,,-1249.0,,,,True,,True,True,,,True
54059,595,312.0,,,,78.0,,239.8,19.0,,,0.0,-283.0,,,,-517.0,,-355.2,-576.0,,,-595.0,,,,False,,False,False,,,False
54061,1419,504.0,,,,590.0,,405.3,513.4,242.5,,203.0,-915.0,,,,-829.0,,-1013.7,-905.6,-1176.5,,-1216.0,,,,True,,False,True,False,,False
54063,246,128.0,,,,39.0,,104.2,30.2,,,333.0,-118.0,,,,-207.0,,-141.8,-215.8,,,87.0,,,,False,,False,False,,,True
54065,265,96.0,,,,39.0,,306.9,,,,330.0,-169.0,,,,-226.0,,41.9,,,,65.0,,,,False,,True,,,,True
54067,264,144.0,,,,73.0,,303.7,138.4,,,134.0,-120.0,,,,-191.0,,39.7,-125.6,,,-130.0,,,,False,,True,False,,,False
54069,1355,232.0,,,,136.0,,289.4,327.4,,,800.0,-1123.0,,,,-1219.0,,-1065.6,-1027.6,,,-555.0,,,,False,,True,True,,,True
54071,69,24.0,,,,28.0,,16.1,,,,110.0,-45.0,,,,-41.0,,-52.9,,,,41.0,,,,True,,False,,,,True
54073,100,16.0,,,,25.0,,18.5,,,,18.0,-84.0,,,,-75.0,,-81.5,,,,-82.0,,,,True,,True,,,,True
54075,207,8.0,,,,27.0,,1.7,,,,124.0,-199.0,,,,-180.0,,-205.3,,,,-83.0,,,,True,,False,,,,True
54077,623,72.0,,,,74.0,,141.0,50.4,,,146.0,-551.0,,,,-549.0,,-482.0,-572.6,,,-477.0,,,,True,,True,False,,,True
54079,1490,592.0,,,,146.0,,628.9,409.1,,,340.0,-898.0,,,,-1344.0,,-861.1,-1080.9,,,-1150.0,,,,False,,True,False,,,False
54081,1155,432.0,,,,332.0,,467.4,336.8,,,221.0,-723.0,,,,-823.0,,-687.6,-818.2,,,-934.0,,,,False,,True,False,,,False
54083,467,352.0,,,,86.0,,430.5,43.1,,,491.0,-115.0,,,,-381.0,,-36.5,-423.9,,,24.0,,,,False,,True,False,,,True
54085,183,40.0,,,,30.0,,51.1,,,,238.0,-143.0,,,,-153.0,,-131.9,,,,55.0,,,,False,,True,,,,True
54087,146,72.0,,,,48.0,,100.2,,,,102.0,-74.0,,,,-98.0,,-45.8,,,,-44.0,,,,False,,True,,,,True
54089,232,24.0,,,,45.0,,32.2,,,,26.0,-208.0,,,,-187.0,,-199.8,,,,-206.0,,,,True,,True,,,,True
54091,247,8.0,,,,61.0,,15.9,103.5,,,175.0,-239.0,,,,-186.0,,-231.1,-143.5,,,-72.0,,,,True,,True,True,,,True
54093,131,56.0,,,,23.0,,48.5,,,,5.0,-75.0,,,,-108.0,,-82.5,,,,-126.0,,,,False,,False,,,,False
54095,148,24.0,,,,33.0,,32.9,,,,275.0,-124.0,,,,-115.0,,-115.1,,,,127.0,,,,True,,True,,,,False
54097,386,520.0,,,,75.0,,3620.1,63.4,,,541.0,134.0,,,,-311.0,,3234.1,-322.6,,,155.0,,,,False,,False,False,,,False
54099,710,144.0,,,,124.0,,169.5,235.7,,,51.0,-566.0,,,,-586.0,,-540.5,-474.3,,,-659.0,,,,False,,True,True,,,False
54101,65,8.0,,,,25.0,,16.4,,,,11.0,-57.0,,,,-40.0,,-48.6,,,,-54.0,,,,True,,True,,,,True
54103,397,24.0,,,,39.0,,26.9,,,,14.0,-373.0,,,,-358.0,,-370.1,,,,-383.0,,,,True,,True,,,,False
54105,111,64.0,,,,23.0,,71.3,,,,220.0,-47.0,,,,-88.0,,-39.7,,,,109.0,,,,False,,True,,,,False
54107,2565,208.0,,,,342.0,,237.5,385.8,,,229.0,-2357.0,,,,-2223.0,,-2327.5,-2179.2,,,-2336.0,,,,True,,True,True,,,True
54109,704,56.0,,,,45.0,,66.9,54.7,,,89.0,-648.0,,,,-659.0,,-637.1,-649.3,,,-615.0,,,,False,,True,False,,,True
55001,903,168.0,,,,363.0,,184.5,95.4,,,71.0,-735.0,,,,-540.0,,-718.5,-807.6,,,-832.0,,,,True,,True,False,,,False
55003,614,304.0,,,,220.0,,388.8,0.6,,,196.0,-310.0,,,,-394.0,,-225.2,-613.4,,,-418.0,,,,False,,True,False,,,False
55005,3277,656.0,,,,765.0,,462.1,400.9,,,692.0,-2621.0,,,,-2512.0,,-2814.9,-2876.1,,,-2585.0,,,,True,,False,False,,,True
55007,606,176.0,,,,83.0,,79.7,55.7,,,63.0,-430.0,,,,-523.0,,-526.3,-550.3,,,-543.0,,,,False,,False,False,,,False
55009,12666,10488.0,,,,14577.0,,6803.0,3085.3,10119.4,,2210.0,-2178.0,,,,1911.0,,-5863.0,-9580.7,-2546.6,,-10456.0,,,,True,,False,False,False,,False
55011,701,144.0,,,,153.0,,100.3,68.1,,,122.0,-557.0,,,,-548.0,,-600.7,-632.9,,,-579.0,,,,True,,False,False,,,False
55013,673,200.0,,,,190.0,,160.4,115.5,,,60.0,-473.0,,,,-483.0,,-512.6,-557.5,,,-613.0,,,,False,,False,False,,,False
55015,2606,2728.0,,,,1514.0,,2822.0,801.9,2095.8,,1293.0,122.0,,,,-1092.0,,216.0,-1804.1,-510.2,,-1313.0,,,,False,,False,False,False,,False
