,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UCSB-ACTS,UChicagoCHATTOPADHYAY-UnIT,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UCSB-ACTS,error-UChicagoCHATTOPADHYAY-UnIT,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UCSB-ACTS,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
Nevada,33895,25454.0,34860.3,25315.7,29774.0,27256.0,,24823.6,37883.0,38801.8,31135.2,,26819.0,27522.0,28778.9,37662.2,33671.0,24357.6,34360.4,35385.5,29508.0,37993.6,33792.0,30896.0,,33165.4,3321.6,,21399.3,36583.4,27142.5,28697.3,27598.2,32832.0,26679.8,-8441.0,965.3,-8579.3,-4121.0,-6639.0,,-9071.4,3988.0,4906.8,-2759.8,,-7076.0,-6373.0,-5116.1,3767.2,-224.0,-9537.4,465.4,1490.5,-4387.0,4098.6,-103.0,-2999.0,,-729.6,-30573.4,,-12495.7,2688.4,-6752.5,-5197.7,-6296.8,-1063.0,-7215.2,True,False,True,True,,False,True,True,True,,True,True,True,True,True,False,True,True,True,True,True,True,,True,False,,False,True,True,True,True,True,True
New Hampshire,6823,5988.0,10203.8,5922.7,6950.0,7133.0,,5764.0,11795.0,6057.1,7205.9,,6115.0,8106.0,6357.8,12473.5,8181.0,8427.2,12526.7,10124.0,6697.6,9112.7,7361.0,8836.0,,,7808.1,,6595.8,5540.6,6377.1,10976.5,6664.0,7900.0,5604.2,-835.0,3380.8,-900.3,127.0,310.0,,-1059.0,4972.0,-765.9,382.9,,-708.0,1283.0,-465.2,5650.5,1358.0,1604.2,5703.7,3301.0,-125.4,2289.7,538.0,2013.0,,,985.1,,-227.2,-1282.4,-445.9,4153.5,-159.0,1077.0,-1218.8,False,False,True,True,,False,False,True,True,,True,False,True,False,False,False,False,False,True,False,True,False,,,False,,True,False,True,False,True,False,False
New Jersey,59947,54606.0,73834.6,54549.9,67842.0,65978.0,,61032.2,90283.0,83460.3,67686.2,,41945.0,53644.0,61167.2,87480.5,72789.0,59053.5,86361.3,79366.0,60254.0,73984.3,66015.0,66157.0,,67538.2,47824.1,,70940.6,75359.3,59466.2,92050.1,53595.5,51786.0,71760.8,-5341.0,13887.6,-5397.1,7895.0,6031.0,,1085.2,30336.0,23513.3,7739.2,,-18002.0,-6303.0,1220.2,27533.5,12842.0,-893.5,26414.3,19419.0,307.0,14037.3,6068.0,6210.0,,7591.2,-12122.9,,10993.6,15412.3,-480.8,32103.1,-6351.5,-8161.0,11813.8,False,False,False,False,,True,False,False,False,,False,False,True,False,False,True,False,False,True,False,False,False,,False,False,,False,False,True,False,False,False,False
New Mexico,27416,32538.0,39903.4,32111.9,35788.0,36758.0,,28274.2,32871.0,46084.2,39470.1,,34519.0,40320.0,29602.5,33062.4,49194.0,21888.0,42877.6,47343.5,42184.6,41707.4,35870.0,42303.0,,55982.7,100483.8,,34793.2,33745.0,31322.8,50669.6,33628.1,35756.0,32738.2,5122.0,12487.4,4695.9,8372.0,9342.0,,858.2,5455.0,18668.2,12054.1,,7103.0,12904.0,2186.5,5646.4,21778.0,-5528.0,15461.6,19927.5,14768.6,14291.4,8454.0,14887.0,,28566.7,73067.8,,7377.2,6329.0,3906.8,23253.6,6212.1,8340.0,5322.2,False,True,False,False,,True,False,False,False,,False,False,True,False,False,False,False,False,False,False,False,False,,False,False,,False,False,True,False,False,False,False
New York,107003,68544.0,99925.2,69092.5,83611.0,73255.0,,77328.4,121723.0,109389.2,88390.4,,46161.0,67725.0,82689.6,133304.1,92776.0,94323.5,117339.4,83345.0,88477.2,98892.1,93982.0,91372.0,,72505.8,70911.5,,90652.2,106775.0,80772.5,131364.9,84345.6,57940.0,73896.2,-38459.0,-7077.8,-37910.5,-23392.0,-33748.0,,-29674.6,14720.0,2386.2,-18612.6,,-60842.0,-39278.0,-24313.4,26301.1,-14227.0,-12679.5,10336.4,-23658.0,-18525.8,-8110.9,-13021.0,-15631.0,,-34497.2,-36091.5,,-16350.8,-228.0,-26230.5,24361.9,-22657.4,-49063.0,-33106.8,True,True,True,True,,True,True,True,True,,False,False,True,True,True,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,False,True
North Carolina,56291,46286.0,68962.0,46291.9,49379.0,50480.0,,43687.8,44972.0,63371.0,47275.1,,49212.0,51186.0,46132.9,40486.2,63683.0,42049.1,58570.7,53340.5,60579.7,63567.2,57860.0,62361.0,,65383.0,42517.2,,43966.4,59219.8,55998.5,44047.1,63469.4,53855.0,46668.3,-10005.0,12671.0,-9999.1,-6912.0,-5811.0,,-12603.2,-11319.0,7080.0,-9015.9,,-7079.0,-5105.0,-10158.1,-15804.8,7392.0,-14241.9,2279.7,-2950.5,4288.7,7276.2,1569.0,6070.0,,9092.0,-13773.8,,-12324.6,2928.8,-292.5,-12243.9,7178.4,-2436.0,-9622.7,False,True,True,True,,False,False,True,True,,True,True,False,False,True,False,True,True,True,True,True,True,,True,False,,False,True,True,False,True,True,True
North Dakota,10964,17336.0,15589.4,16947.3,17171.0,11754.0,,17361.0,18064.0,20075.5,20801.8,,18975.0,22642.0,23100.6,12260.5,20619.0,7570.1,17516.0,14901.0,17209.0,20023.3,19118.0,20563.0,,17674.7,16077.9,,15427.1,34538.2,16635.9,15814.0,11665.6,19425.0,15855.0,6372.0,4625.4,5983.3,6207.0,790.0,,6397.0,7100.0,9111.5,9837.8,,8011.0,11678.0,12136.6,1296.5,9655.0,-3393.9,6552.0,3937.0,6245.0,9059.3,8154.0,9599.0,,6710.7,5113.9,,4463.1,23574.2,5671.9,4850.0,701.6,8461.0,4891.0,True,True,True,True,,False,False,False,False,,False,False,False,True,False,True,False,True,True,False,False,False,,False,True,,True,False,True,True,True,False,True
Ohio,124146,106086.0,130992.7,106018.5,124788.0,106405.0,,101609.3,176677.0,143719.2,142275.7,,118210.0,130342.0,130286.3,156195.1,130072.0,94352.7,172274.3,111854.0,112582.2,131059.9,136591.0,138737.0,,130818.2,165645.5,,123966.7,165934.3,117952.0,121257.0,104737.3,114799.0,135856.9,-18060.0,6846.7,-18127.5,642.0,-17741.0,,-22536.7,52531.0,19573.2,18129.7,,-5936.0,6196.0,6140.3,32049.1,5926.0,-29793.3,48128.3,-12292.0,-11563.8,6913.9,12445.0,14591.0,,6672.2,41499.5,,-179.3,41788.3,-6194.0,-2889.0,-19408.7,-9347.0,11710.9,True,False,True,True,,False,False,False,False,,True,True,True,False,True,False,False,True,True,True,True,True,,True,False,,True,False,True,True,False,True,True
Oklahoma,42321,41438.0,71619.6,42671.0,45011.0,43199.0,,38259.7,45539.0,43637.5,49071.2,,40171.0,44638.0,50091.3,57028.2,54941.0,21604.9,64035.7,46120.0,44428.7,54892.3,53769.0,52470.0,,63668.6,20082.4,,39995.6,46344.0,46058.8,42875.8,46173.8,46473.0,41087.4,-883.0,29298.6,350.0,2690.0,878.0,,-4061.3,3218.0,1316.5,6750.2,,-2150.0,2317.0,7770.3,14707.2,12620.0,-20716.1,21714.7,3799.0,2107.7,12571.3,11448.0,10149.0,,21347.6,-22238.6,,-2325.4,4023.0,3737.8,554.8,3852.8,4152.0,-1233.6,False,True,False,True,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,True,False,False,False
Oregon,19575,15300.0,26048.3,15267.0,19284.0,16952.0,,14296.3,26023.0,19685.6,20088.3,,16731.0,17487.0,19410.4,16348.8,21217.0,16967.5,25873.2,22085.5,21494.5,23467.2,21538.0,21499.0,,23917.7,9437.8,,17058.2,20431.2,21573.9,21754.8,26099.4,16914.0,16250.1,-4275.0,6473.3,-4308.0,-291.0,-2623.0,,-5278.7,6448.0,110.6,513.3,,-2844.0,-2088.0,-164.6,-3226.2,1642.0,-2607.5,6298.2,2510.5,1919.5,3892.2,1963.0,1924.0,,4342.7,-10137.2,,-2516.8,856.2,1998.9,2179.8,6524.4,-2661.0,-3324.9,False,False,True,True,,False,False,True,True,,True,True,True,True,True,True,False,True,True,True,True,True,,False,False,,True,True,True,True,False,True,True
Pennsylvania,108647,85532.0,149004.8,85768.0,104053.0,96789.0,,82207.0,122390.0,118184.5,108633.4,,87686.0,100212.0,96674.0,166538.2,118185.0,92753.8,132898.8,147255.0,99127.1,115759.3,102916.0,113749.0,,109987.4,69928.0,,78272.9,102846.6,90623.5,145727.5,96659.9,115497.0,105043.7,-23115.0,40357.8,-22879.0,-4594.0,-11858.0,,-26440.0,13743.0,9537.5,-13.6,,-20961.0,-8435.0,-11973.0,57891.2,9538.0,-15893.2,24251.8,38608.0,-9519.9,7112.3,-5731.0,5102.0,,1340.4,-38719.0,,-30374.1,-5800.4,-18023.5,37080.5,-11987.1,6850.0,-3603.3,False,True,True,True,,False,True,True,True,,True,True,True,False,True,True,False,False,True,True,True,True,,True,False,,False,True,True,False,True,True,True
Rhode Island,14136,12944.0,17253.4,12984.4,13986.0,13149.0,,12412.8,17662.0,116446.0,13154.2,,10251.0,13315.0,15635.6,17702.4,18133.0,6989.0,18276.4,13863.5,13317.9,18272.2,10944.0,13488.0,,11294.8,17934.4,,14664.1,17799.0,12454.9,19770.1,6221.1,13540.0,12673.4,-1192.0,3117.4,-1151.6,-150.0,-987.0,,-1723.2,3526.0,102310.0,-981.8,,-3885.0,-821.0,1499.6,3566.4,3997.0,-7147.0,4140.4,-272.5,-818.1,4136.2,-3192.0,-648.0,,-2841.2,3798.4,,528.1,3663.0,-1681.1,5634.1,-7914.9,-596.0,-1462.6,False,True,True,True,,False,False,False,True,,False,True,False,False,False,False,False,True,True,False,False,True,,False,False,,True,False,False,False,False,True,False
South Carolina,24217,22008.0,39715.3,21913.1,24527.0,25824.0,,20634.8,31661.0,26653.1,23548.8,,22900.0,26892.0,26419.5,22443.5,29088.0,14462.8,32491.0,24308.5,22487.5,29191.5,29485.0,28686.0,,32559.1,13557.5,,21384.1,30746.0,30964.9,21085.3,22755.5,26962.0,21241.7,-2209.0,15498.3,-2303.9,310.0,1607.0,,-3582.2,7444.0,2436.1,-668.2,,-1317.0,2675.0,2202.5,-1773.5,4871.0,-9754.2,8274.0,91.5,-1729.5,4974.5,5268.0,4469.0,,8342.1,-10659.5,,-2832.9,6529.0,6747.9,-3131.7,-1461.5,2745.0,-2975.3,False,False,True,True,,False,False,False,True,,True,False,True,True,False,False,False,True,True,False,False,False,,False,False,,False,False,False,False,True,False,False
South Dakota,13090,16064.0,20919.2,16324.8,16478.0,11794.0,,16627.4,17192.0,17882.1,19234.1,,17918.0,20928.0,21793.7,14738.7,18909.0,6758.6,17253.5,10356.0,13782.8,18022.5,17901.0,18107.0,,16203.7,15937.3,,9345.3,34647.1,17358.2,18950.0,8060.5,19410.0,16605.3,2974.0,7829.2,3234.8,3388.0,-1296.0,,3537.4,4102.0,4792.1,6144.1,,4828.0,7838.0,8703.7,1648.7,5819.0,-6331.4,4163.5,-2734.0,692.8,4932.5,4811.0,5017.0,,3113.7,2847.3,,-3744.7,21557.1,4268.2,5860.0,-5029.5,6320.0,3515.3,False,False,False,True,,False,False,False,False,,False,False,False,True,False,False,False,True,True,False,False,False,,False,True,,False,False,False,False,False,False,False
Tennessee,61635,61534.0,100541.1,60935.8,62004.0,58572.0,,62459.0,75800.0,80276.7,67960.8,,60997.0,57309.0,69064.6,87447.3,79915.0,37983.7,70065.4,59654.0,54446.1,73425.1,73637.0,77106.0,,56153.4,45659.7,,62045.6,87166.3,65385.8,54441.5,48983.1,61864.0,64024.2,-101.0,38906.1,-699.2,369.0,-3063.0,,824.0,14165.0,18641.7,6325.8,,-638.0,-4326.0,7429.6,25812.3,18280.0,-23651.3,8430.4,-1981.0,-7188.9,11790.1,12002.0,15471.0,,-5481.6,-15975.3,,410.6,25531.3,3750.8,-7193.5,-12651.9,229.0,2389.2,False,False,False,False,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,False,False,False,False
Texas,181918,153146.0,187147.5,157467.8,172143.0,161337.0,,144602.5,124741.0,225552.9,179351.5,,155972.0,174829.0,180253.0,221861.7,206309.0,128107.1,192884.7,200561.5,175320.6,145223.3,195183.0,180988.0,,238029.0,127691.0,,158306.5,242077.1,202538.0,139114.2,134421.8,161949.0,162746.5,-28772.0,5229.5,-24450.2,-9775.0,-20581.0,,-37315.5,-57177.0,43634.9,-2566.5,,-25946.0,-7089.0,-1665.0,39943.7,24391.0,-53810.9,10966.7,18643.5,-6597.4,-36694.7,13265.0,-930.0,,56111.0,-54227.0,,-23611.5,60159.1,20620.0,-42803.8,-47496.2,-19969.0,-19171.5,True,True,True,True,,False,False,False,True,,True,True,True,False,True,False,True,True,True,False,True,True,,False,False,,True,False,True,False,False,True,True
Utah,38865,45676.0,50631.0,46011.8,51457.0,30612.0,,42529.4,58232.0,53918.5,43448.3,,49253.0,65550.0,58318.3,45024.0,55514.0,29694.6,69063.7,51835.5,49039.3,57018.1,58175.0,57227.0,,59025.5,37101.4,,52776.4,70613.6,37762.2,56565.7,32723.0,50256.0,28046.2,6811.0,11766.0,7146.8,12592.0,-8253.0,,3664.4,19367.0,15053.5,4583.3,,10388.0,26685.0,19453.3,6159.0,16649.0,-9170.4,30198.7,12970.5,10174.3,18153.1,19310.0,18362.0,,20160.5,-1763.6,,13911.4,31748.6,-1102.8,17700.7,-6142.0,11391.0,-10818.8,False,False,False,False,,True,False,False,True,,False,False,False,True,False,False,False,False,False,False,False,False,,False,True,,False,False,True,False,True,False,False
Vermont,1348,1406.0,4832.8,1468.9,1841.0,2332.0,,0.0,6165.0,1512.3,1404.7,,930.0,1877.0,1260.0,5889.6,2232.0,1025.2,3333.6,3033.0,1633.6,2794.0,1811.0,2400.0,,2216.9,1407.4,,1376.0,1253.5,2119.6,3275.4,1909.3,2024.0,1859.6,58.0,3484.8,120.9,493.0,984.0,,-1348.0,4817.0,164.3,56.7,,-418.0,529.0,-88.0,4541.6,884.0,-322.8,1985.6,1685.0,285.6,1446.0,463.0,1052.0,,868.9,59.4,,28.0,-94.5,771.6,1927.4,561.3,676.0,511.6,False,False,False,False,,False,False,False,True,,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,True,False,False,False,False,False,False
Virginia,35494,29760.0,57028.5,28990.3,33159.0,38006.0,,26297.4,23701.0,33271.2,31827.5,,29852.0,30400.0,29120.2,32835.5,43754.0,28644.5,35668.1,33976.0,34389.8,43556.6,37173.0,38044.0,,42821.9,8285.5,,35376.2,30735.0,43170.0,31894.3,38686.8,33225.0,27067.0,-5734.0,21534.5,-6503.7,-2335.0,2512.0,,-9196.6,-11793.0,-2222.8,-3666.5,,-5642.0,-5094.0,-6373.8,-2658.5,8260.0,-6849.5,174.1,-1518.0,-1104.2,8062.6,1679.0,2550.0,,7327.9,-27208.5,,-117.8,-4759.0,7676.0,-3599.7,3192.8,-2269.0,-8427.0,False,False,True,True,,False,False,True,True,,True,True,False,True,False,False,True,True,True,False,True,True,,False,False,,True,True,False,True,True,True,False
Washington,35152,27058.0,37785.9,26480.7,30399.0,24657.0,,35990.1,49429.0,33007.5,34622.8,,27351.0,29604.0,33700.1,58952.9,33256.0,30698.5,42927.8,17593.5,21335.0,34782.9,36322.0,37692.0,,27286.1,28162.0,,28267.3,42076.9,36000.4,30366.0,13462.0,30399.0,33531.6,-8094.0,2633.9,-8671.3,-4753.0,-10495.0,,838.1,14277.0,-2144.5,-529.2,,-7801.0,-5548.0,-1451.9,23800.9,-1896.0,-4453.5,7775.8,-17558.5,-13817.0,-369.1,1170.0,2540.0,,-7865.9,-6990.0,,-6884.7,6924.9,848.4,-4786.0,-21690.0,-4753.0,-1620.4,True,False,True,False,,True,False,True,True,,True,True,True,False,True,True,True,False,False,True,True,True,,True,True,,True,True,True,True,False,True,True
West Virginia,13974,13612.0,14321.4,13711.4,15152.0,17238.0,,11916.2,15420.0,13135.1,16960.9,,14530.0,15355.0,14936.7,29165.1,18891.0,9388.7,20825.0,20324.0,15152.6,18480.3,17625.0,18632.0,,17995.2,20891.3,,14268.4,14706.8,16968.6,23399.6,14965.6,19053.0,15109.0,-362.0,347.4,-262.6,1178.0,3264.0,,-2057.8,1446.0,-838.9,2986.9,,556.0,1381.0,962.7,15191.1,4917.0,-4585.3,6851.0,6350.0,1178.6,4506.3,3651.0,4658.0,,4021.2,6917.3,,294.4,732.8,2994.6,9425.6,991.6,5079.0,1135.0,True,True,False,False,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,True,False,False,False,False,False,False
Wisconsin,65699,97230.0,218425.1,96904.7,97327.0,88587.0,,93194.0,74518.0,125838.2,118398.8,,120244.0,113102.0,128925.3,91842.9,121817.0,51787.2,127072.5,78910.0,82122.5,98399.2,112377.0,118803.0,,103193.2,95092.2,,92182.2,157860.7,90920.9,101574.7,58548.9,94820.0,105555.1,31531.0,152726.1,31205.7,31628.0,22888.0,,27495.0,8819.0,60139.2,52699.8,,54545.0,47403.0,63226.3,26143.9,56118.0,-13911.8,61373.5,13211.0,16423.5,32700.2,46678.0,53104.0,,37494.2,29393.2,,26483.2,92161.7,25221.9,35875.7,-7150.1,29121.0,39856.1,False,True,False,True,,True,True,False,False,,False,False,False,True,False,True,False,True,True,False,False,False,,False,True,,True,False,True,False,True,True,False
Wyoming,8531,11058.0,17054.9,10825.7,13481.0,10006.0,,10462.8,15760.0,12705.5,12444.6,,12488.0,12903.0,14712.6,16952.6,14434.0,4823.4,17640.1,13875.5,11363.5,14529.1,13710.0,13689.0,,8356.9,13605.7,,11454.7,16700.7,11826.2,13546.7,6532.6,13527.0,14699.3,2527.0,8523.9,2294.7,4950.0,1475.0,,1931.8,7229.0,4174.5,3913.6,,3957.0,4372.0,6181.6,8421.6,5903.0,-3707.6,9109.1,5344.5,2832.5,5998.1,5179.0,5158.0,,-174.1,5074.7,,2923.7,8169.7,3295.2,5015.7,-1998.4,4996.0,6168.3,False,True,False,True,,True,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,,False,False,False,False,True,False,False
US,2494281,2369040.0,3176131.5,2372482.7,2726197.0,2441600.0,3397881.0,2445921.5,3385892.0,3448685.1,,2575013.0,2481212.0,2694495.0,2809406.5,3339513.5,3069740.0,1913463.6,3391377.8,2537981.0,2538151.2,2857955.9,2944290.0,3491174.0,2822796.3,3292168.3,2087372.2,2549212.0,2749704.5,,2639170.2,3086146.6,2120182.2,2657267.0,2591924.4,-125241.0,681850.5,-121798.3,231916.0,-52681.0,903600.0,-48359.5,891611.0,954404.1,,80732.0,-13069.0,200214.0,315125.5,845232.5,575459.0,-580817.4,897096.8,43700.0,43870.2,363674.9,450009.0,996893.0,328515.3,797887.3,-406908.8,54931.0,255423.5,,144889.2,591865.6,-374098.8,162986.0,97643.4,False,True,False,True,False,True,False,False,,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,,False,False,False,False,True
