,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
17181,472,130.0,,186.0,,,,,224.0,,323.6,135.7,,126.0,,,84.0,-342.0,,-286.0,,,,,-248.0,,-148.4,-336.3,,-346.0,,,-388.0,,True,,,,,True,,True,True,,False,,,False
17183,2440,980.0,,1767.0,,,,,1351.0,,1590.2,559.1,,899.0,,841.6,81.0,-1460.0,,-673.0,,,,,-1089.0,,-849.8,-1880.9,,-1541.0,,-1598.4,-2359.0,,True,,,,,True,,True,False,,False,,False,False
17185,433,180.0,,258.0,,,,,187.0,,194.2,49.2,,255.0,,,159.0,-253.0,,-175.0,,,,,-246.0,,-238.8,-383.8,,-178.0,,,-274.0,,True,,,,,True,,True,False,,True,,,False
17187,622,340.0,,757.0,,,,,269.0,,405.2,164.4,,342.0,,,239.0,-282.0,,135.0,,,,,-353.0,,-216.8,-457.6,,-280.0,,,-383.0,,True,,,,,False,,True,False,,True,,,False
17189,485,190.0,,176.0,,,,,137.0,,369.9,42.3,,188.0,,,201.0,-295.0,,-309.0,,,,,-348.0,,-115.1,-442.7,,-297.0,,,-284.0,,False,,,,,False,,True,False,,False,,,True
17191,470,255.0,,249.0,,,,,278.0,,374.7,79.8,,335.0,,,136.0,-215.0,,-221.0,,,,,-192.0,,-95.3,-390.2,,-135.0,,,-334.0,,False,,,,,True,,True,False,,True,,,False
17193,398,125.0,,226.0,,,,,177.0,,265.3,97.4,,198.0,,,144.0,-273.0,,-172.0,,,,,-221.0,,-132.7,-300.6,,-200.0,,,-254.0,,True,,,,,True,,True,False,,True,,,True
17195,2296,1520.0,,2763.0,,,,,1267.0,,4955.8,725.3,,3433.5,,1491.9,2358.0,-776.0,,467.0,,,,,-1029.0,,2659.8,-1570.7,,1137.5,,-804.1,62.0,,True,,,,,False,,False,False,,False,,False,True
17197,22022,8835.0,,16005.0,,,,,8133.0,,7412.4,9105.4,,19482.0,,4928.7,7557.0,-13187.0,,-6017.0,,,,,-13889.0,,-14609.6,-12916.6,,-2540.0,,-17093.3,-14465.0,,True,,,,,False,,False,True,,True,,False,False
17199,1939,795.0,,1227.0,,,,,1042.0,,983.1,562.3,,1254.0,,443.4,700.0,-1144.0,,-712.0,,,,,-897.0,,-955.9,-1376.7,,-685.0,,-1495.6,-1239.0,,True,,,,,True,,True,False,,True,,False,False
17201,8850,5160.0,,4832.0,,,,,6328.0,,8825.0,3664.2,,7181.0,,4681.2,3901.0,-3690.0,,-4018.0,,,,,-2522.0,,-25.0,-5185.8,,-1669.0,,-4168.8,-4949.0,,False,,,,,True,,True,False,,True,,False,False
17203,1265,635.0,,1524.0,,,,,527.0,,1277.6,227.7,,1364.5,,,58.0,-630.0,,259.0,,,,,-738.0,,12.6,-1037.3,,99.5,,,-1207.0,,True,,,,,False,,True,False,,True,,,False
18001,1354,830.0,,1034.0,,,,,653.0,,2069.0,171.2,,1184.0,,,681.0,-524.0,,-320.0,,,,,-701.0,,715.0,-1182.8,,-170.0,,,-673.0,,True,,,,,False,,False,False,,True,,,False
18003,12038,5320.0,,7360.0,,,,,5528.0,,5521.8,3655.6,,7948.0,,3313.2,3814.0,-6718.0,,-4678.0,,,,,-6510.0,,-6516.2,-8382.4,,-4090.0,,-8724.8,-8224.0,,True,,,,,True,,True,False,,True,,False,False
18005,2435,590.0,,762.0,,,,,924.0,,604.3,725.1,,924.0,,616.8,852.0,-1845.0,,-1673.0,,,,,-1511.0,,-1830.7,-1709.9,,-1511.0,,-1818.2,-1583.0,,True,,,,,True,,True,True,,True,,True,True
18007,370,55.0,,63.0,,,,,80.0,,65.1,33.2,,105.0,,,64.0,-315.0,,-307.0,,,,,-290.0,,-304.9,-336.8,,-265.0,,,-306.0,,True,,,,,True,,True,False,,True,,,True
18009,402,260.0,,331.0,,,,,206.0,,759.7,78.3,,250.0,,,114.0,-142.0,,-71.0,,,,,-196.0,,357.7,-323.7,,-152.0,,,-288.0,,True,,,,,False,,False,False,,False,,,False
18011,1537,685.0,,1017.0,,,,,814.0,,824.0,602.4,,1071.0,,550.2,798.0,-852.0,,-520.0,,,,,-723.0,,-713.0,-934.6,,-466.0,,-986.8,-739.0,,True,,,,,True,,True,False,,True,,False,True
18013,292,65.0,,97.0,,,,,117.0,,179.2,53.7,,62.0,,,27.0,-227.0,,-195.0,,,,,-175.0,,-112.8,-238.3,,-230.0,,,-265.0,,True,,,,,True,,True,False,,False,,,False
18015,472,235.0,,314.0,,,,,256.0,,299.3,107.9,,447.0,,,237.0,-237.0,,-158.0,,,,,-216.0,,-172.7,-364.1,,-25.0,,,-235.0,,True,,,,,True,,True,False,,True,,,True
18017,925,620.0,,0.0,,,,,699.0,,452.7,339.9,,659.0,,381.0,10.0,-305.0,,-925.0,,,,,-226.0,,-472.3,-585.1,,-266.0,,-544.0,-915.0,,False,,,,,True,,False,False,,True,,False,False
18019,2724,1315.0,,1270.0,,,,,1383.0,,1407.4,918.8,,1447.5,,720.2,1187.0,-1409.0,,-1454.0,,,,,-1341.0,,-1316.6,-1805.2,,-1276.5,,-2003.8,-1537.0,,False,,,,,True,,True,False,,True,,False,False
18021,905,445.0,,629.0,,,,,358.0,,250.2,203.3,,581.0,,,389.0,-460.0,,-276.0,,,,,-547.0,,-654.8,-701.7,,-324.0,,,-516.0,,True,,,,,False,,False,False,,True,,,False
18023,1147,735.0,,1065.0,,,,,430.0,,1007.1,302.2,,1436.0,,,378.0,-412.0,,-82.0,,,,,-717.0,,-139.9,-844.8,,289.0,,,-769.0,,True,,,,,False,,True,False,,True,,,False
18025,203,80.0,,88.0,,,,,90.0,,86.4,25.2,,97.0,,,53.0,-123.0,,-115.0,,,,,-113.0,,-116.6,-177.8,,-106.0,,,-150.0,,True,,,,,True,,True,False,,True,,,False
18027,842,455.0,,642.0,,,,,480.0,,563.4,239.9,,729.0,,,270.0,-387.0,,-200.0,,,,,-362.0,,-278.6,-602.1,,-113.0,,,-572.0,,True,,,,,True,,True,False,,True,,,False
18029,1535,640.0,,562.0,,,,,520.0,,1041.8,430.5,,737.0,,,422.0,-895.0,,-973.0,,,,,-1015.0,,-493.2,-1104.5,,-798.0,,,-1113.0,,False,,,,,False,,True,False,,True,,,False
18031,925,420.0,,345.0,,,,,338.0,,322.0,127.1,,691.0,,,452.0,-505.0,,-580.0,,,,,-587.0,,-603.0,-797.9,,-234.0,,,-473.0,,False,,,,,False,,False,False,,True,,,True
18033,1318,735.0,,1465.0,,,,,707.0,,818.0,327.1,,994.0,,,613.0,-583.0,,147.0,,,,,-611.0,,-500.0,-990.9,,-324.0,,,-705.0,,True,,,,,False,,True,False,,True,,,False
18035,2392,1705.0,,2228.0,,,,,1793.0,,2131.5,1155.2,,1467.5,,1053.4,837.0,-687.0,,-164.0,,,,,-599.0,,-260.5,-1236.8,,-924.5,,-1338.6,-1555.0,,True,,,,,True,,True,False,,False,,False,False
18037,1290,970.0,,1173.0,,,,,492.0,,1127.6,377.3,,870.0,,497.5,437.0,-320.0,,-117.0,,,,,-798.0,,-162.4,-912.7,,-420.0,,-792.5,-853.0,,True,,,,,False,,True,False,,False,,False,False
18039,9101,5525.0,,6557.0,,,,,3891.0,,6069.3,2850.5,,7258.5,,4421.5,2139.0,-3576.0,,-2544.0,,,,,-5210.0,,-3031.7,-6250.5,,-1842.5,,-4679.5,-6962.0,,True,,,,,False,,True,False,,True,,False,False
18041,784,875.0,,1708.0,,,,,390.0,,3267.3,159.9,,1721.0,,,225.0,91.0,,924.0,,,,,-394.0,,2483.3,-624.1,,937.0,,,-559.0,,False,,,,,False,,False,False,,False,,,False
18043,1724,855.0,,938.0,,,,,812.0,,842.3,479.6,,1125.0,,646.7,914.0,-869.0,,-786.0,,,,,-912.0,,-881.7,-1244.4,,-599.0,,-1077.3,-810.0,,True,,,,,False,,False,False,,True,,False,True
18045,665,330.0,,341.0,,,,,206.0,,842.3,94.2,,344.0,,,282.0,-335.0,,-324.0,,,,,-459.0,,177.3,-570.8,,-321.0,,,-383.0,,True,,,,,False,,True,False,,True,,,False
18047,436,130.0,,33.0,,,,,250.0,,182.6,87.9,,207.0,,,85.0,-306.0,,-403.0,,,,,-186.0,,-253.4,-348.1,,-229.0,,,-351.0,,False,,,,,True,,True,False,,True,,,False
18049,590,290.0,,499.0,,,,,348.0,,709.4,143.1,,436.0,,,199.0,-300.0,,-91.0,,,,,-242.0,,119.4,-446.9,,-154.0,,,-391.0,,True,,,,,True,,True,False,,True,,,False
18051,1328,470.0,,351.0,,,,,402.0,,948.0,189.0,,478.0,,,106.0,-858.0,,-977.0,,,,,-926.0,,-380.0,-1139.0,,-850.0,,,-1222.0,,False,,,,,False,,True,False,,True,,,False
18053,1976,865.0,,1297.0,,,,,1005.0,,1185.4,513.1,,1323.0,,499.6,573.0,-1111.0,,-679.0,,,,,-971.0,,-790.6,-1462.9,,-653.0,,-1476.4,-1403.0,,True,,,,,True,,True,False,,True,,False,False
18055,671,315.0,,525.0,,,,,429.0,,574.5,243.7,,615.5,,,253.0,-356.0,,-146.0,,,,,-242.0,,-96.5,-427.3,,-55.5,,,-418.0,,True,,,,,True,,True,False,,True,,,False
18057,9336,3295.0,,5611.0,,,,,2793.0,,2943.7,3410.6,,5668.0,,1684.3,7169.0,-6041.0,,-3725.0,,,,,-6543.0,,-6392.3,-5925.4,,-3668.0,,-7651.7,-2167.0,,True,,,,,False,,False,True,,True,,False,True
18059,2042,650.0,,813.0,,,,,824.0,,746.5,519.3,,878.5,,345.1,849.0,-1392.0,,-1229.0,,,,,-1218.0,,-1295.5,-1522.7,,-1163.5,,-1696.9,-1193.0,,True,,,,,True,,True,False,,True,,False,True
18061,875,485.0,,217.0,,,,,397.0,,591.0,238.4,,646.0,,,569.0,-390.0,,-658.0,,,,,-478.0,,-284.0,-636.6,,-229.0,,,-306.0,,False,,,,,False,,True,False,,True,,,True
18063,4071,1590.0,,2229.0,,,,,1616.0,,1226.5,1252.4,,2355.0,,1091.0,1248.0,-2481.0,,-1842.0,,,,,-2455.0,,-2844.5,-2818.6,,-1716.0,,-2980.0,-2823.0,,True,,,,,True,,False,False,,True,,False,False
18065,1462,870.0,,689.0,,,,,845.0,,923.5,476.1,,1176.0,,430.1,710.0,-592.0,,-773.0,,,,,-617.0,,-538.5,-985.9,,-286.0,,-1031.9,-752.0,,False,,,,,False,,True,False,,True,,False,False
18067,2623,700.0,,1110.0,,,,,1246.0,,700.9,379.2,,1033.0,,491.9,530.0,-1923.0,,-1513.0,,,,,-1377.0,,-1922.1,-2243.8,,-1590.0,,-2131.1,-2093.0,,True,,,,,True,,True,False,,True,,False,False
18069,1100,535.0,,950.0,,,,,608.0,,1248.5,279.9,,930.0,,,543.0,-565.0,,-150.0,,,,,-492.0,,148.5,-820.1,,-170.0,,,-557.0,,True,,,,,True,,True,False,,True,,,True
18071,1487,610.0,,481.0,,,,,569.0,,983.5,468.9,,552.5,,523.9,362.0,-877.0,,-1006.0,,,,,-918.0,,-503.5,-1018.1,,-934.5,,-963.1,-1125.0,,False,,,,,False,,True,False,,False,,False,False
18073,1000,775.0,,1275.0,,,,,420.0,,2318.1,198.8,,1548.0,,,417.0,-225.0,,275.0,,,,,-580.0,,1318.1,-801.2,,548.0,,,-583.0,,False,,,,,False,,False,False,,False,,,False
18075,800,440.0,,666.0,,,,,349.0,,737.4,115.6,,654.0,,,279.0,-360.0,,-134.0,,,,,-451.0,,-62.6,-684.4,,-146.0,,,-521.0,,True,,,,,False,,True,False,,True,,,False
18077,1025,475.0,,834.0,,,,,346.0,,710.6,223.3,,237.0,,,1053.0,-550.0,,-191.0,,,,,-679.0,,-314.4,-801.7,,-788.0,,,28.0,,True,,,,,False,,True,False,,False,,,True
18079,710,270.0,,424.0,,,,,315.0,,266.1,129.6,,394.0,,,900.0,-440.0,,-286.0,,,,,-395.0,,-443.9,-580.4,,-316.0,,,190.0,,True,,,,,True,,False,False,,True,,,True
18081,4563,1785.0,,2808.0,,,,,1814.0,,1267.0,1455.0,,1901.5,,1781.8,1885.0,-2778.0,,-1755.0,,,,,-2749.0,,-3296.0,-3108.0,,-2661.5,,-2781.2,-2678.0,,True,,,,,True,,False,False,,True,,False,True
18083,1281,725.0,,1072.0,,,,,582.0,,1383.0,223.7,,1309.5,,,378.0,-556.0,,-209.0,,,,,-699.0,,102.0,-1057.3,,28.5,,,-903.0,,True,,,,,False,,True,False,,True,,,False
18085,2967,1820.0,,2276.0,,,,,1329.0,,3561.7,1025.2,,2778.0,,1243.3,941.0,-1147.0,,-691.0,,,,,-1638.0,,594.7,-1941.8,,-189.0,,-1723.7,-2026.0,,True,,,,,False,,True,False,,True,,False,False
18087,785,265.0,,288.0,,,,,873.0,,284.9,257.0,,273.0,,,216.0,-520.0,,-497.0,,,,,88.0,,-500.1,-528.0,,-512.0,,,-569.0,,True,,,,,True,,True,False,,True,,,False
18089,15812,8515.0,,11280.0,,,,,6128.0,,9307.6,7656.4,,14129.0,,4374.0,5042.0,-7297.0,,-4532.0,,,,,-9684.0,,-6504.4,-8155.6,,-1683.0,,-11438.0,-10770.0,,True,,,,,False,,True,False,,True,,False,False
18091,2862,1395.0,,1368.0,,,,,1882.0,,1752.3,1057.3,,1503.0,,1632.4,865.0,-1467.0,,-1494.0,,,,,-980.0,,-1109.7,-1804.7,,-1359.0,,-1229.6,-1997.0,,False,,,,,True,,True,False,,True,,True,False
18093,1056,750.0,,600.0,,,,,572.0,,2595.9,469.2,,919.0,,,271.0,-306.0,,-456.0,,,,,-484.0,,1539.9,-586.8,,-137.0,,,-785.0,,False,,,,,False,,False,False,,True,,,False
18095,3275,1825.0,,2882.0,,,,,1802.0,,2209.2,1568.8,,2039.5,,1786.0,1439.0,-1450.0,,-393.0,,,,,-1473.0,,-1065.8,-1706.2,,-1235.5,,-1489.0,-1836.0,,True,,,,,False,,True,False,,True,,False,False
18097,23432,8820.0,,10499.0,,,,,9672.0,,5683.1,11195.4,,13225.5,,5669.0,6661.0,-14612.0,,-12933.0,,,,,-13760.0,,-17748.9,-12236.6,,-10206.5,,-17763.0,-16771.0,,True,,,,,True,,False,True,,True,,False,False
18099,1963,875.0,,1027.0,,,,,851.0,,1400.0,320.9,,1227.0,,477.0,677.0,-1088.0,,-936.0,,,,,-1112.0,,-563.0,-1642.1,,-736.0,,-1486.0,-1286.0,,True,,,,,False,,True,False,,True,,False,False
18101,210,60.0,,2.0,,,,,109.0,,55.3,32.7,,40.0,,,54.0,-150.0,,-208.0,,,,,-101.0,,-154.7,-177.3,,-170.0,,,-156.0,,False,,,,,True,,False,False,,False,,,False
18103,1250,570.0,,2071.0,,,,,668.0,,1081.8,337.3,,1043.0,,,423.0,-680.0,,821.0,,,,,-582.0,,-168.2,-912.7,,-207.0,,,-827.0,,False,,,,,True,,True,False,,True,,,False
18105,2694,1200.0,,2333.0,,,,,1405.0,,1039.3,1095.4,,950.0,,1127.9,714.0,-1494.0,,-361.0,,,,,-1289.0,,-1654.7,-1598.6,,-1744.0,,-1566.1,-1980.0,,True,,,,,True,,False,False,,False,,False,False
18107,1126,575.0,,2245.0,,,,,421.0,,667.2,272.4,,1012.5,,,588.0,-551.0,,1119.0,,,,,-705.0,,-458.8,-853.6,,-113.5,,,-538.0,,False,,,,,False,,True,False,,True,,,True
18109,1663,495.0,,613.0,,,,,802.0,,562.8,559.1,,445.0,,,429.0,-1168.0,,-1050.0,,,,,-861.0,,-1100.2,-1103.9,,-1218.0,,,-1234.0,,True,,,,,True,,True,True,,False,,,False
18111,395,160.0,,115.0,,,,,170.0,,164.6,74.0,,326.0,,,191.0,-235.0,,-280.0,,,,,-225.0,,-230.4,-321.0,,-69.0,,,-204.0,,False,,,,,True,,True,False,,True,,,True
18113,1696,765.0,,1106.0,,,,,724.0,,940.4,449.3,,996.0,,535.4,706.0,-931.0,,-590.0,,,,,-972.0,,-755.6,-1246.7,,-700.0,,-1160.6,-990.0,,True,,,,,False,,True,False,,True,,False,False
18115,112,85.0,,64.0,,,,,50.0,,90.7,19.3,,117.5,,,44.0,-27.0,,-48.0,,,,,-62.0,,-21.3,-92.7,,5.5,,,-68.0,,False,,,,,False,,True,False,,True,,,False
18117,366,170.0,,302.0,,,,,255.0,,289.4,145.0,,133.0,,,119.0,-196.0,,-64.0,,,,,-111.0,,-76.6,-221.0,,-233.0,,,-247.0,,True,,,,,True,,True,False,,False,,,False
18119,546,115.0,,166.0,,,,,199.0,,168.9,65.6,,196.0,,,226.0,-431.0,,-380.0,,,,,-347.0,,-377.1,-480.4,,-350.0,,,-320.0,,True,,,,,True,,True,False,,True,,,True
18121,487,160.0,,185.0,,,,,196.0,,410.6,55.6,,109.0,,,107.0,-327.0,,-302.0,,,,,-291.0,,-76.4,-431.4,,-378.0,,,-380.0,,True,,,,,True,,True,False,,False,,,False
18123,460,650.0,,1777.0,,,,,214.0,,1969.3,110.7,,1218.0,,,471.0,190.0,,1317.0,,,,,-246.0,,1509.3,-349.3,,758.0,,,11.0,,False,,,,,False,,False,False,,False,,,True
18125,250,195.0,,191.0,,,,,141.0,,323.4,38.3,,217.0,,,92.0,-55.0,,-59.0,,,,,-109.0,,73.4,-211.7,,-33.0,,,-158.0,,False,,,,,False,,False,False,,True,,,False
18127,5788,3010.0,,3403.0,,,,,2270.0,,6206.9,2348.2,,5222.0,,1775.4,3287.0,-2778.0,,-2385.0,,,,,-3518.0,,418.9,-3439.8,,-566.0,,-4012.6,-2501.0,,True,,,,,False,,True,False,,True,,False,True
18129,563,410.0,,288.0,,,,,253.0,,721.8,134.0,,277.0,,,18.0,-153.0,,-275.0,,,,,-310.0,,158.8,-429.0,,-286.0,,,-545.0,,False,,,,,False,,False,False,,False,,,False
18131,341,170.0,,185.0,,,,,187.0,,462.9,40.0,,239.0,,,156.0,-171.0,,-156.0,,,,,-154.0,,121.9,-301.0,,-102.0,,,-185.0,,True,,,,,True,,True,False,,True,,,False
18133,734,345.0,,539.0,,,,,416.0,,513.2,173.9,,750.5,,,252.0,-389.0,,-195.0,,,,,-318.0,,-220.8,-560.1,,16.5,,,-482.0,,True,,,,,True,,True,False,,True,,,False
18135,971,645.0,,1078.0,,,,,375.0,,1103.8,171.8,,744.0,,,664.0,-326.0,,107.0,,,,,-596.0,,132.8,-799.2,,-227.0,,,-307.0,,True,,,,,False,,True,False,,True,,,True
18137,1214,430.0,,655.0,,,,,349.0,,698.0,129.8,,610.0,,,543.0,-784.0,,-559.0,,,,,-865.0,,-516.0,-1084.2,,-604.0,,,-671.0,,True,,,,,False,,True,False,,True,,,True
18139,398,350.0,,932.0,,,,,215.0,,945.9,77.2,,472.5,,,321.0,-48.0,,534.0,,,,,-183.0,,547.9,-320.8,,74.5,,,-77.0,,False,,,,,False,,False,False,,False,,,False
18141,9251,5350.0,,7500.0,,,,,4353.0,,5130.1,2771.8,,7074.0,,3840.4,7736.0,-3901.0,,-1751.0,,,,,-4898.0,,-4120.9,-6479.2,,-2177.0,,-5410.6,-1515.0,,True,,,,,False,,False,False,,True,,False,True
18143,766,350.0,,392.0,,,,,303.0,,434.9,200.6,,286.0,,,394.0,-416.0,,-374.0,,,,,-463.0,,-331.1,-565.4,,-480.0,,,-372.0,,True,,,,,False,,True,False,,False,,,True
18145,1295,675.0,,2103.0,,,,,609.0,,1366.1,405.2,,1314.0,,,429.0,-620.0,,808.0,,,,,-686.0,,71.1,-889.8,,19.0,,,-866.0,,False,,,,,False,,True,False,,True,,,False
18147,544,275.0,,222.0,,,,,146.0,,512.9,131.6,,226.0,,,98.0,-269.0,,-322.0,,,,,-398.0,,-31.1,-412.4,,-318.0,,,-446.0,,False,,,,,False,,True,False,,False,,,False
18149,603,385.0,,529.0,,,,,441.0,,835.0,168.2,,592.0,,,302.0,-218.0,,-74.0,,,,,-162.0,,232.0,-434.8,,-11.0,,,-301.0,,True,,,,,True,,False,False,,True,,,False
18151,1028,475.0,,537.0,,,,,595.0,,583.8,229.4,,517.0,,,375.0,-553.0,,-491.0,,,,,-433.0,,-444.2,-798.5,,-511.0,,,-653.0,,True,,,,,True,,True,False,,True,,,False
18153,681,215.0,,30.0,,,,,286.0,,318.1,105.8,,283.0,,,127.0,-466.0,,-651.0,,,,,-395.0,,-362.9,-575.2,,-398.0,,,-554.0,,False,,,,,True,,True,False,,True,,,False
18155,193,65.0,,103.0,,,,,104.0,,114.6,22.4,,97.0,,,48.0,-128.0,,-90.0,,,,,-89.0,,-78.4,-170.6,,-96.0,,,-145.0,,True,,,,,True,,True,False,,True,,,False
18157,6264,2925.0,,4423.0,,,,,2208.0,,3763.8,2221.1,,3916.0,,2854.7,3634.0,-3339.0,,-1841.0,,,,,-4056.0,,-2500.2,-4042.9,,-2348.0,,-3409.3,-2630.0,,True,,,,,False,,True,False,,True,,False,True
18159,404,105.0,,31.0,,,,,195.0,,135.0,53.8,,159.0,,,111.0,-299.0,,-373.0,,,,,-209.0,,-269.0,-350.2,,-245.0,,,-293.0,,False,,,,,True,,True,False,,True,,,True
18161,188,95.0,,138.0,,,,,65.0,,185.0,12.3,,134.0,,,103.0,-93.0,,-50.0,,,,,-123.0,,-3.0,-175.7,,-54.0,,,-85.0,,True,,,,,False,,True,False,,True,,,True
18163,4840,2895.0,,2844.0,,,,,2350.0,,3713.1,1582.5,,2605.5,,4135.3,2351.0,-1945.0,,-1996.0,,,,,-2490.0,,-1126.9,-3257.5,,-2234.5,,-704.7,-2489.0,,False,,,,,False,,True,False,,False,,True,False
18165,515,200.0,,401.0,,,,,206.0,,1037.0,47.8,,260.0,,,84.0,-315.0,,-114.0,,,,,-309.0,,522.0,-467.2,,-255.0,,,-431.0,,True,,,,,True,,False,False,,True,,,False
18167,3970,1725.0,,1987.0,,,,,1461.0,,2238.5,616.0,,1757.0,,1136.0,1170.0,-2245.0,,-1983.0,,,,,-2509.0,,-1731.5,-3354.0,,-2213.0,,-2834.0,-2800.0,,True,,,,,False,,True,False,,True,,False,False
18169,1501,580.0,,1042.0,,,,,448.0,,998.3,208.9,,1300.0,,,652.0,-921.0,,-459.0,,,,,-1053.0,,-502.7,-1292.1,,-201.0,,,-849.0,,True,,,,,False,,True,False,,True,,,True
18171,196,130.0,,154.0,,,,,89.0,,441.8,9.2,,190.0,,,77.0,-66.0,,-42.0,,,,,-107.0,,245.8,-186.8,,-6.0,,,-119.0,,True,,,,,False,,False,False,,True,,,False
18173,1632,885.0,,821.0,,,,,723.0,,1188.7,364.8,,1044.0,,895.5,1121.0,-747.0,,-811.0,,,,,-909.0,,-443.3,-1267.2,,-588.0,,-736.5,-511.0,,False,,,,,False,,True,False,,True,,True,True
18175,514,210.0,,358.0,,,,,303.0,,266.8,126.9,,262.0,,,146.0,-304.0,,-156.0,,,,,-211.0,,-247.2,-387.1,,-252.0,,,-368.0,,True,,,,,True,,True,False,,True,,,False
18177,2082,1780.0,,2537.0,,,,,990.0,,3272.3,703.0,,2752.5,,1435.8,1315.0,-302.0,,455.0,,,,,-1092.0,,1190.3,-1379.0,,670.5,,-646.2,-767.0,,False,,,,,False,,False,False,,False,,False,False
18179,977,505.0,,760.0,,,,,475.0,,658.0,192.4,,557.0,,,480.0,-472.0,,-217.0,,,,,-502.0,,-319.0,-784.6,,-420.0,,,-497.0,,True,,,,,False,,True,False,,True,,,False
18181,907,435.0,,1049.0,,,,,348.0,,515.1,246.3,,742.5,,,375.0,-472.0,,142.0,,,,,-559.0,,-391.9,-660.7,,-164.5,,,-532.0,,True,,,,,False,,True,False,,True,,,False
18183,1154,415.0,,477.0,,,,,519.0,,621.8,221.1,,481.0,,,444.0,-739.0,,-677.0,,,,,-635.0,,-532.2,-932.9,,-673.0,,,-710.0,,True,,,,,True,,True,False,,True,,,True
19001,259,325.0,,318.0,,,,,86.0,,713.3,13.3,,315.0,,,110.0,66.0,,59.0,,,,,-173.0,,454.3,-245.7,,56.0,,,-149.0,,True,,,,,False,,False,False,,True,,,False
19003,107,35.0,,26.0,,,,,39.0,,153.5,9.2,,7.0,,,16.0,-72.0,,-81.0,,,,,-68.0,,46.5,-97.8,,-100.0,,,-91.0,,False,,,,,True,,True,False,,False,,,False
19005,494,340.0,,443.0,,,,,282.0,,395.3,30.6,,498.5,,,158.0,-154.0,,-51.0,,,,,-212.0,,-98.7,-463.4,,4.5,,,-336.0,,True,,,,,False,,True,False,,True,,,False
19007,566,250.0,,205.0,,,,,220.0,,170.3,59.5,,349.0,,,208.0,-316.0,,-361.0,,,,,-346.0,,-395.7,-506.5,,-217.0,,,-358.0,,False,,,,,False,,False,False,,True,,,False
19009,121,250.0,,100.0,,,,,71.0,,169.8,12.6,,129.0,,,82.0,129.0,,-21.0,,,,,-50.0,,48.8,-108.4,,8.0,,,-39.0,,True,,,,,True,,True,True,,True,,,True
19011,1075,670.0,,797.0,,,,,389.0,,944.6,169.9,,1360.5,,,146.0,-405.0,,-278.0,,,,,-686.0,,-130.4,-905.1,,285.5,,,-929.0,,True,,,,,False,,True,False,,True,,,False
19013,5076,4085.0,,5578.0,,,,,2360.0,,3307.4,1098.1,,6570.5,,1798.2,1079.0,-991.0,,502.0,,,,,-2716.0,,-1768.6,-3977.9,,1494.5,,-3277.8,-3997.0,,True,,,,,False,,False,False,,False,,False,False
19015,717,350.0,,268.0,,,,,455.0,,320.7,189.6,,413.0,,,288.0,-367.0,,-449.0,,,,,-262.0,,-396.3,-527.4,,-304.0,,,-429.0,,False,,,,,True,,False,False,,True,,,False
19017,1285,530.0,,671.0,,,,,389.0,,533.9,150.9,,903.0,,,197.0,-755.0,,-614.0,,,,,-896.0,,-751.1,-1134.1,,-382.0,,,-1088.0,,True,,,,,False,,True,False,,True,,,False
19019,723,460.0,,489.0,,,,,377.0,,664.9,101.2,,753.0,,,221.0,-263.0,,-234.0,,,,,-346.0,,-58.1,-621.8,,30.0,,,-502.0,,True,,,,,False,,True,False,,True,,,False
19021,858,520.0,,0.0,,,,,554.0,,266.6,280.1,,475.0,,204.1,759.0,-338.0,,-858.0,,,,,-304.0,,-591.4,-577.9,,-383.0,,-653.9,-99.0,,False,,,,,True,,False,False,,False,,False,True
19023,668,310.0,,384.0,,,,,192.0,,410.1,40.3,,401.0,,,205.0,-358.0,,-284.0,,,,,-476.0,,-257.9,-627.7,,-267.0,,,-463.0,,True,,,,,False,,True,False,,True,,,False
19025,759,225.0,,197.0,,,,,174.0,,380.9,59.9,,298.0,,,83.0,-534.0,,-562.0,,,,,-585.0,,-378.1,-699.1,,-461.0,,,-676.0,,False,,,,,False,,True,False,,True,,,False
