,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
48315,47,10.0,,0.0,,,,,69.0,,27.5,15.6,,21.0,,,6.0,-37.0,,-47.0,,,,,22.0,,-19.5,-31.4,,-26.0,,,-41.0,,False,,,,,True,,True,True,,True,,,False
48317,316,20.0,,0.0,,,,,21.0,,55.7,9.9,,14.0,,,16.0,-296.0,,-316.0,,,,,-295.0,,-260.3,-306.1,,-302.0,,,-300.0,,False,,,,,True,,True,False,,False,,,False
48319,86,15.0,,0.0,,,,,10.0,,11.8,1.9,,5.0,,,63.0,-71.0,,-86.0,,,,,-76.0,,-74.2,-84.1,,-81.0,,,-23.0,,False,,,,,False,,False,False,,False,,,True
48321,303,135.0,,68.0,,,,,70.0,,193.9,35.5,,104.5,,67.6,347.0,-168.0,,-235.0,,,,,-233.0,,-109.1,-267.5,,-198.5,,-235.4,44.0,,False,,,,,False,,True,False,,False,,False,True
48323,833,550.0,,,,,,,655.0,,615.9,110.7,,483.0,,349.5,336.0,-283.0,,,,,,,-178.0,,-217.1,-722.3,,-350.0,,-483.5,-497.0,,,,,,,True,,True,False,,False,,False,False
48325,865,100.0,,0.0,,,,,143.0,,203.8,128.1,,87.0,,118.0,112.0,-765.0,,-865.0,,,,,-722.0,,-661.2,-736.9,,-778.0,,-747.0,-753.0,,False,,,,,True,,True,True,,False,,True,True
48327,57,75.0,,8.0,,,,,5.0,,679.2,8.0,,65.0,,,29.0,18.0,,-49.0,,,,,-52.0,,622.2,-49.0,,8.0,,,-28.0,,False,,,,,False,,False,False,,True,,,False
48329,2569,2805.0,,2459.0,,,,,5661.0,,4806.0,1039.3,,4739.0,,979.7,2038.0,236.0,,-110.0,,,,,3092.0,,2237.0,-1529.7,,2170.0,,-1589.3,-531.0,,True,,,,,False,,False,False,,False,,False,False
48331,430,25.0,,11.0,,,,,184.0,,164.4,49.4,,49.0,,,9.0,-405.0,,-419.0,,,,,-246.0,,-265.6,-380.6,,-381.0,,,-421.0,,False,,,,,True,,True,True,,True,,,False
48333,111,25.0,,0.0,,,,,20.0,,33.5,18.5,,19.0,,,21.0,-86.0,,-111.0,,,,,-91.0,,-77.5,-92.5,,-92.0,,,-90.0,,False,,,,,False,,True,False,,False,,,False
48335,178,115.0,,79.0,,,,,66.0,,737.3,53.1,,127.0,,,56.0,-63.0,,-99.0,,,,,-112.0,,559.3,-124.9,,-51.0,,,-122.0,,False,,,,,False,,False,False,,True,,,False
48337,604,145.0,,258.0,,,,,226.0,,557.8,43.4,,205.0,,,107.0,-459.0,,-346.0,,,,,-378.0,,-46.2,-560.6,,-399.0,,,-497.0,,True,,,,,True,,True,False,,True,,,False
48339,4766,3000.0,,2112.0,,,,,3929.0,,3808.1,3131.6,,5112.5,,1215.2,1404.0,-1766.0,,-2654.0,,,,,-837.0,,-957.9,-1634.4,,346.5,,-3550.8,-3362.0,,False,,,,,True,,True,True,,True,,False,False
48341,576,155.0,,273.0,,,,,748.0,,376.5,84.7,,302.5,,78.4,4.0,-421.0,,-303.0,,,,,172.0,,-199.5,-491.3,,-273.5,,-497.6,-572.0,,True,,,,,True,,True,False,,True,,False,False
48343,167,85.0,,66.0,,,,,70.0,,284.0,40.8,,146.0,,,97.0,-82.0,,-101.0,,,,,-97.0,,117.0,-126.2,,-21.0,,,-70.0,,False,,,,,False,,False,False,,True,,,True
48345,31,0.0,,0.0,,,,,12.0,,59.8,1.4,,5.0,,,0.0,-31.0,,-31.0,,,,,-19.0,,28.8,-29.6,,-26.0,,,-31.0,,False,,,,,True,,True,True,,True,,,False
48347,621,195.0,,165.0,,,,,574.0,,275.7,235.6,,237.0,,92.8,89.0,-426.0,,-456.0,,,,,-47.0,,-345.3,-385.4,,-384.0,,-528.2,-532.0,,False,,,,,True,,True,True,,True,,False,False
48349,1370,275.0,,268.0,,,,,573.0,,213.2,212.6,,223.0,,141.7,314.0,-1095.0,,-1102.0,,,,,-797.0,,-1156.8,-1157.4,,-1147.0,,-1228.3,-1056.0,,False,,,,,True,,False,False,,False,,False,True
48351,132,5.0,,0.0,,,,,80.0,,4.8,10.8,,5.0,,,8.0,-127.0,,-132.0,,,,,-52.0,,-127.2,-121.2,,-127.0,,,-124.0,,False,,,,,True,,False,True,,False,,,True
48353,420,180.0,,383.0,,,,,121.0,,484.3,84.7,,252.0,,,91.0,-240.0,,-37.0,,,,,-299.0,,64.3,-335.3,,-168.0,,,-329.0,,True,,,,,False,,True,False,,True,,,False
48355,3875,880.0,,815.0,,,,,1041.0,,736.3,955.3,,1106.0,,566.9,923.0,-2995.0,,-3060.0,,,,,-2834.0,,-3138.7,-2919.7,,-2769.0,,-3308.1,-2952.0,,False,,,,,True,,False,True,,True,,False,True
48357,441,180.0,,172.0,,,,,261.0,,199.5,16.3,,148.0,,,67.0,-261.0,,-269.0,,,,,-180.0,,-241.5,-424.7,,-293.0,,,-374.0,,False,,,,,True,,True,False,,False,,,False
48359,50,0.0,,0.0,,,,,10.0,,25.5,0.5,,10.0,,,0.0,-50.0,,-50.0,,,,,-40.0,,-24.5,-49.5,,-40.0,,,-50.0,,False,,,,,True,,True,True,,True,,,False
48361,1464,535.0,,1899.0,,,,,481.0,,436.2,317.5,,266.0,,247.6,584.0,-929.0,,435.0,,,,,-983.0,,-1027.8,-1146.5,,-1198.0,,-1216.4,-880.0,,True,,,,,False,,False,False,,False,,False,True
48363,594,225.0,,488.0,,,,,252.0,,438.8,85.5,,257.0,,,183.0,-369.0,,-106.0,,,,,-342.0,,-155.2,-508.5,,-337.0,,,-411.0,,True,,,,,True,,True,False,,True,,,False
48365,262,100.0,,128.0,,,,,173.0,,236.5,62.4,,92.0,,,72.0,-162.0,,-134.0,,,,,-89.0,,-25.5,-199.6,,-170.0,,,-190.0,,True,,,,,True,,True,False,,False,,,False
48367,2925,640.0,,804.0,,,,,1091.0,,1315.5,619.5,,966.0,,258.1,460.0,-2285.0,,-2121.0,,,,,-1834.0,,-1609.5,-2305.5,,-1959.0,,-2666.9,-2465.0,,True,,,,,True,,True,False,,True,,False,False
48369,392,45.0,,0.0,,,,,227.0,,172.0,57.2,,43.0,,,7.0,-347.0,,-392.0,,,,,-165.0,,-220.0,-334.8,,-349.0,,,-385.0,,False,,,,,True,,True,True,,False,,,False
48371,478,225.0,,0.0,,,,,436.0,,815.8,67.0,,241.0,,,172.0,-253.0,,-478.0,,,,,-42.0,,337.8,-411.0,,-237.0,,,-306.0,,False,,,,,True,,False,False,,True,,,False
48373,782,30.0,,4.0,,,,,401.0,,124.8,101.0,,56.0,,,8.0,-752.0,,-778.0,,,,,-381.0,,-657.2,-681.0,,-726.0,,,-774.0,,False,,,,,True,,True,True,,True,,,False
48375,5275,2775.0,,2591.0,,,,,5279.0,,3016.0,1051.6,,5690.0,,1393.9,1680.0,-2500.0,,-2684.0,,,,,4.0,,-2259.0,-4223.4,,415.0,,-3881.1,-3595.0,,False,,,,,True,,True,False,,True,,False,False
48377,323,230.0,,,,,,,18.0,,55.4,19.3,,33.0,,,184.0,-93.0,,,,,,,-305.0,,-267.6,-303.7,,-290.0,,,-139.0,,,,,,,False,,False,False,,False,,,False
48379,278,55.0,,53.0,,,,,64.0,,277.1,37.1,,60.0,,,65.0,-223.0,,-225.0,,,,,-214.0,,-0.9,-240.9,,-218.0,,,-213.0,,False,,,,,True,,True,False,,True,,,True
48381,6377,3000.0,,3139.0,,,,,3280.0,,5704.6,1097.4,,6982.0,,1193.9,1235.0,-3377.0,,-3238.0,,,,,-3097.0,,-672.4,-5279.6,,605.0,,-5183.1,-5142.0,,True,,,,,True,,True,False,,True,,False,False
48383,237,25.0,,0.0,,,,,10.0,,44.1,10.2,,14.0,,,44.0,-212.0,,-237.0,,,,,-227.0,,-192.9,-226.8,,-223.0,,,-193.0,,False,,,,,False,,True,False,,False,,,True
48385,23,15.0,,0.0,,,,,7.0,,22.6,16.8,,9.0,,,5.0,-8.0,,-23.0,,,,,-16.0,,-0.4,-6.2,,-14.0,,,-18.0,,False,,,,,False,,True,True,,False,,,False
48387,121,30.0,,21.0,,,,,90.0,,57.0,31.3,,33.0,,,9.0,-91.0,,-100.0,,,,,-31.0,,-64.0,-89.7,,-88.0,,,-112.0,,False,,,,,True,,True,True,,True,,,False
48389,1026,155.0,,41.0,,,,,295.0,,280.0,105.3,,222.0,,,170.0,-871.0,,-985.0,,,,,-731.0,,-746.0,-920.7,,-804.0,,,-856.0,,False,,,,,True,,True,False,,True,,,True
48391,70,30.0,,0.0,,,,,25.0,,26.0,11.2,,14.0,,,100.0,-40.0,,-70.0,,,,,-45.0,,-44.0,-58.8,,-56.0,,,30.0,,False,,,,,False,,False,False,,False,,,True
48393,17,5.0,,0.0,,,,,5.0,,5.1,0.0,,5.0,,,33.0,-12.0,,-17.0,,,,,-12.0,,-11.9,-17.0,,-12.0,,,16.0,,False,,,,,False,,True,False,,False,,,False
48395,227,90.0,,119.0,,,,,107.0,,265.9,55.4,,32.0,,,24.0,-137.0,,-108.0,,,,,-120.0,,38.9,-171.6,,-195.0,,,-203.0,,True,,,,,True,,True,False,,False,,,False
48397,2285,460.0,,491.0,,,,,724.0,,809.9,530.5,,604.5,,251.3,348.0,-1825.0,,-1794.0,,,,,-1561.0,,-1475.1,-1754.5,,-1680.5,,-2033.7,-1937.0,,True,,,,,True,,True,True,,True,,False,False
48399,293,35.0,,7.0,,,,,60.0,,81.4,29.0,,36.0,,,24.0,-258.0,,-286.0,,,,,-233.0,,-211.6,-264.0,,-257.0,,,-269.0,,False,,,,,True,,True,False,,True,,,False
48401,924,250.0,,106.0,,,,,513.0,,347.8,206.2,,385.0,,,383.0,-674.0,,-818.0,,,,,-411.0,,-576.2,-717.8,,-539.0,,,-541.0,,False,,,,,True,,True,False,,True,,,True
48403,151,50.0,,35.0,,,,,37.0,,64.2,31.2,,22.0,,,90.0,-101.0,,-116.0,,,,,-114.0,,-86.8,-119.8,,-129.0,,,-61.0,,False,,,,,False,,True,False,,False,,,True
48405,156,35.0,,0.0,,,,,46.0,,31.7,16.3,,14.0,,,41.0,-121.0,,-156.0,,,,,-110.0,,-124.3,-139.7,,-142.0,,,-115.0,,False,,,,,True,,False,False,,False,,,True
48407,137,30.0,,0.0,,,,,141.0,,149.4,51.4,,13.0,,,32.0,-107.0,,-137.0,,,,,4.0,,12.4,-85.6,,-124.0,,,-105.0,,False,,,,,True,,True,True,,False,,,True
48409,393,100.0,,73.0,,,,,145.0,,200.7,178.3,,112.0,,54.1,98.0,-293.0,,-320.0,,,,,-248.0,,-192.3,-214.7,,-281.0,,-338.9,-295.0,,False,,,,,True,,True,True,,True,,False,False
48411,103,625.0,,66.0,,,,,35.0,,36.5,36.6,,47.0,,,124.0,522.0,,-37.0,,,,,-68.0,,-66.5,-66.4,,-56.0,,,21.0,,True,,,,,True,,True,True,,True,,,True
48413,144,0.0,,0.0,,,,,5.0,,6.8,2.6,,0.0,,,0.0,-144.0,,-144.0,,,,,-139.0,,-137.2,-141.4,,-144.0,,,-144.0,,False,,,,,True,,True,True,,False,,,False
48415,549,330.0,,494.0,,,,,278.0,,649.8,55.6,,433.0,,163.4,0.0,-219.0,,-55.0,,,,,-271.0,,100.8,-493.4,,-116.0,,-385.6,-549.0,,True,,,,,False,,True,False,,True,,False,False
48417,77,5.0,,0.0,,,,,10.0,,34.0,5.9,,14.0,,,3.0,-72.0,,-77.0,,,,,-67.0,,-43.0,-71.1,,-63.0,,,-74.0,,False,,,,,True,,True,True,,True,,,False
48419,350,60.0,,61.0,,,,,170.0,,168.7,97.6,,28.0,,,74.0,-290.0,,-289.0,,,,,-180.0,,-181.3,-252.4,,-322.0,,,-276.0,,True,,,,,True,,True,True,,False,,,True
48421,22,5.0,,0.0,,,,,45.0,,26.9,3.0,,14.0,,,2.0,-17.0,,-22.0,,,,,23.0,,4.9,-19.0,,-8.0,,,-20.0,,False,,,,,False,,True,False,,True,,,False
48423,5732,1580.0,,3336.0,,,,,2034.0,,1721.0,755.5,,1486.0,,739.6,0.0,-4152.0,,-2396.0,,,,,-3698.0,,-4011.0,-4976.5,,-4246.0,,-4992.4,-5732.0,,True,,,,,True,,True,False,,False,,False,False
48425,370,20.0,,0.0,,,,,48.0,,150.1,50.9,,19.0,,,16.0,-350.0,,-370.0,,,,,-322.0,,-219.9,-319.1,,-351.0,,,-354.0,,False,,,,,True,,True,True,,False,,,False
48427,1140,245.0,,31.0,,,,,1015.0,,333.8,39.4,,97.0,,252.0,413.0,-895.0,,-1109.0,,,,,-125.0,,-806.2,-1100.6,,-1043.0,,-888.0,-727.0,,False,,,,,True,,True,False,,False,,True,True
48429,313,30.0,,0.0,,,,,86.0,,66.6,29.3,,34.0,,,17.0,-283.0,,-313.0,,,,,-227.0,,-246.4,-283.7,,-279.0,,,-296.0,,False,,,,,True,,True,False,,True,,,False
48431,59,40.0,,,,,,,0.0,,127.2,11.6,,15.0,,,34.0,-19.0,,,,,,,-59.0,,68.2,-47.4,,-44.0,,,-25.0,,,,,,,False,,False,False,,False,,,False
48433,29,10.0,,0.0,,,,,5.0,,5.9,2.7,,5.0,,,13.0,-19.0,,-29.0,,,,,-24.0,,-23.1,-26.3,,-24.0,,,-16.0,,False,,,,,False,,False,False,,False,,,True
48435,201,30.0,,0.0,,,,,11.0,,95.7,29.8,,29.0,,,0.0,-171.0,,-201.0,,,,,-190.0,,-105.3,-171.2,,-172.0,,,-201.0,,False,,,,,False,,True,False,,False,,,False
48437,364,75.0,,0.0,,,,,156.0,,131.5,26.0,,80.0,,,57.0,-289.0,,-364.0,,,,,-208.0,,-232.5,-338.0,,-284.0,,,-307.0,,False,,,,,True,,True,False,,True,,,False
48439,40996,21670.0,,24302.0,,,,,18959.0,,23793.8,13816.6,,24729.0,,7884.3,16626.0,-19326.0,,-16694.0,,,,,-22037.0,,-17202.2,-27179.4,,-16267.0,,-33111.7,-24370.0,,True,,,,,False,,True,False,,True,,False,False
48441,6431,1745.0,,3726.0,,,,,1455.0,,3274.2,1091.4,,3065.5,,749.5,2899.0,-4686.0,,-2705.0,,,,,-4976.0,,-3156.8,-5339.6,,-3365.5,,-5681.5,-3532.0,,True,,,,,False,,True,False,,True,,False,True
48443,31,0.0,,0.0,,,,,0.0,,4.6,2.4,,,,,0.0,-31.0,,-31.0,,,,,-31.0,,-26.4,-28.6,,,,,-31.0,,False,,,,,False,,True,True,,,,,False
48445,413,665.0,,731.0,,,,,401.0,,438.1,20.3,,987.0,,,105.0,252.0,,318.0,,,,,-12.0,,25.1,-392.7,,574.0,,,-308.0,,False,,,,,True,,True,False,,False,,,False
48447,24,10.0,,0.0,,,,,9.0,,17.7,5.4,,10.0,,,7.0,-14.0,,-24.0,,,,,-15.0,,-6.3,-18.6,,-14.0,,,-17.0,,False,,,,,False,,True,False,,False,,,False
48449,592,250.0,,160.0,,,,,316.0,,117.4,159.2,,218.0,,171.5,132.0,-342.0,,-432.0,,,,,-276.0,,-474.6,-432.8,,-374.0,,-420.5,-460.0,,False,,,,,True,,False,False,,False,,False,False
48451,4763,1910.0,,2336.0,,,,,1600.0,,2129.6,406.5,,2803.5,,802.9,45.0,-2853.0,,-2427.0,,,,,-3163.0,,-2633.4,-4356.5,,-1959.5,,-3960.1,-4718.0,,True,,,,,False,,True,False,,True,,False,False
48453,7782,3250.0,,4280.0,,,,,5047.0,,2539.8,3007.1,,2857.5,,1631.0,2437.0,-4532.0,,-3502.0,,,,,-2735.0,,-5242.2,-4774.9,,-4924.5,,-6151.0,-5345.0,,True,,,,,True,,False,False,,False,,False,False
48455,71,10.0,,0.0,,,,,66.0,,136.0,22.1,,10.0,,,4.0,-61.0,,-71.0,,,,,-5.0,,65.0,-48.9,,-61.0,,,-67.0,,False,,,,,True,,False,True,,False,,,False
48457,317,65.0,,35.0,,,,,188.0,,179.5,75.6,,51.0,,,66.0,-252.0,,-282.0,,,,,-129.0,,-137.5,-241.4,,-266.0,,,-251.0,,False,,,,,True,,True,True,,False,,,True
48459,713,150.0,,231.0,,,,,297.0,,327.0,141.0,,250.5,,,136.0,-563.0,,-482.0,,,,,-416.0,,-386.0,-572.0,,-462.5,,,-577.0,,True,,,,,True,,True,False,,True,,,False
48461,180,5.0,,0.0,,,,,5.0,,16.8,6.2,,5.0,,,125.0,-175.0,,-180.0,,,,,-175.0,,-163.2,-173.8,,-175.0,,,-55.0,,False,,,,,False,,True,True,,False,,,True
48463,404,65.0,,35.0,,,,,101.0,,169.6,77.3,,70.0,,,126.0,-339.0,,-369.0,,,,,-303.0,,-234.4,-326.7,,-334.0,,,-278.0,,False,,,,,True,,True,True,,True,,,True
48465,675,680.0,,1392.0,,,,,905.0,,557.6,72.9,,483.5,,306.1,265.0,5.0,,717.0,,,,,230.0,,-117.4,-602.1,,-191.5,,-368.9,-410.0,,False,,,,,False,,False,False,,False,,False,False
48467,1186,255.0,,538.0,,,,,461.0,,318.0,194.4,,225.0,,,379.0,-931.0,,-648.0,,,,,-725.0,,-868.0,-991.6,,-961.0,,,-807.0,,True,,,,,True,,True,False,,False,,,True
48469,894,270.0,,349.0,,,,,314.0,,293.3,249.4,,332.5,,96.9,201.0,-624.0,,-545.0,,,,,-580.0,,-600.7,-644.6,,-561.5,,-797.1,-693.0,,True,,,,,True,,True,False,,True,,False,False
48471,1042,20.0,,248.0,,,,,802.0,,429.7,179.2,,75.0,,67.9,92.0,-1022.0,,-794.0,,,,,-240.0,,-612.3,-862.8,,-967.0,,-974.1,-950.0,,True,,,,,True,,True,True,,True,,True,True
48473,370,245.0,,281.0,,,,,262.0,,337.3,171.1,,105.0,,,573.0,-125.0,,-89.0,,,,,-108.0,,-32.7,-198.9,,-265.0,,,203.0,,True,,,,,True,,True,False,,False,,,False
48475,485,85.0,,35.0,,,,,103.0,,165.6,90.0,,85.0,,,150.0,-400.0,,-450.0,,,,,-382.0,,-319.4,-395.0,,-400.0,,,-335.0,,False,,,,,True,,True,True,,False,,,True
48477,442,125.0,,131.0,,,,,209.0,,168.8,63.0,,79.0,,,136.0,-317.0,,-311.0,,,,,-233.0,,-273.2,-379.0,,-363.0,,,-306.0,,True,,,,,True,,True,False,,False,,,True
48479,5318,2010.0,,2700.0,,,,,1158.0,,1103.2,1253.1,,1670.5,,985.0,1465.0,-3308.0,,-2618.0,,,,,-4160.0,,-4214.8,-4064.9,,-3647.5,,-4333.0,-3853.0,,True,,,,,False,,False,False,,False,,False,False
48481,462,230.0,,121.0,,,,,110.0,,235.6,57.0,,141.0,,160.4,635.0,-232.0,,-341.0,,,,,-352.0,,-226.4,-405.0,,-321.0,,-301.6,173.0,,False,,,,,False,,True,False,,False,,False,True
48483,205,70.0,,37.0,,,,,75.0,,428.1,8.0,,35.0,,,57.0,-135.0,,-168.0,,,,,-130.0,,223.1,-197.0,,-170.0,,,-148.0,,False,,,,,True,,False,False,,False,,,False
48485,3765,2575.0,,1932.0,,,,,1401.0,,7320.6,561.9,,2805.0,,757.9,1333.0,-1190.0,,-1833.0,,,,,-2364.0,,3555.6,-3203.1,,-960.0,,-3007.1,-2432.0,,False,,,,,False,,False,False,,True,,False,False
48487,589,240.0,,261.0,,,,,190.0,,660.8,42.5,,419.0,,,0.0,-349.0,,-328.0,,,,,-399.0,,71.8,-546.5,,-170.0,,,-589.0,,True,,,,,False,,True,False,,True,,,False
48489,201,125.0,,0.0,,,,,170.0,,146.2,24.7,,112.0,,108.4,32.0,-76.0,,-201.0,,,,,-31.0,,-54.8,-176.3,,-89.0,,-92.6,-169.0,,False,,,,,True,,True,False,,False,,False,False
48491,5875,1265.0,,1571.0,,,,,2431.0,,1285.2,1564.1,,1807.0,,684.2,965.0,-4610.0,,-4304.0,,,,,-3444.0,,-4589.8,-4310.9,,-4068.0,,-5190.8,-4910.0,,True,,,,,True,,True,True,,True,,False,False
48493,480,65.0,,37.0,,,,,105.0,,231.4,199.2,,155.0,,,41.0,-415.0,,-443.0,,,,,-375.0,,-248.6,-280.8,,-325.0,,,-439.0,,False,,,,,True,,True,True,,True,,,False
48495,286,65.0,,0.0,,,,,57.0,,100.9,27.9,,53.0,,,9.0,-221.0,,-286.0,,,,,-229.0,,-185.1,-258.1,,-233.0,,,-277.0,,False,,,,,False,,True,False,,False,,,False
48497,1708,285.0,,545.0,,,,,570.0,,538.4,369.1,,339.0,,,240.0,-1423.0,,-1163.0,,,,,-1138.0,,-1169.6,-1338.9,,-1369.0,,,-1468.0,,True,,,,,True,,True,True,,True,,,False
48499,919,190.0,,207.0,,,,,295.0,,255.9,172.1,,183.5,,,89.0,-729.0,,-712.0,,,,,-624.0,,-663.1,-746.9,,-735.5,,,-830.0,,True,,,,,True,,True,False,,False,,,False
48501,295,245.0,,74.0,,,,,115.0,,59.2,24.8,,108.0,,,171.0,-50.0,,-221.0,,,,,-180.0,,-235.8,-270.2,,-187.0,,,-124.0,,False,,,,,False,,False,False,,False,,,False
48503,477,425.0,,534.0,,,,,192.0,,954.4,72.0,,668.5,,,202.0,-52.0,,57.0,,,,,-285.0,,477.4,-405.0,,191.5,,,-275.0,,False,,,,,False,,False,False,,False,,,False
48505,288,65.0,,35.0,,,,,135.0,,50.4,16.2,,21.0,,,210.0,-223.0,,-253.0,,,,,-153.0,,-237.6,-271.8,,-267.0,,,-78.0,,False,,,,,True,,False,False,,False,,,True
48507,273,50.0,,72.0,,,,,57.0,,68.9,29.6,,40.0,,,12.0,-223.0,,-201.0,,,,,-216.0,,-204.1,-243.4,,-233.0,,,-261.0,,True,,,,,True,,True,False,,False,,,False
49001,0,0.0,,0.0,,,,,34.0,,2.7,20.8,,,,,,0.0,,0.0,,,,,34.0,,2.7,20.8,,,,,,,True,,,,,False,,False,False,,,,,
49003,0,0.0,,0.0,,,,,972.0,,111.3,182.6,,,,,,0.0,,0.0,,,,,972.0,,111.3,182.6,,,,,,,True,,,,,False,,False,False,,,,,
49005,0,0.0,,40.0,,,,,1713.0,,109.4,1020.6,,,,,,0.0,,40.0,,,,,1713.0,,109.4,1020.6,,,,,,,False,,,,,False,,False,False,,,,,
49007,0,0.0,,0.0,,,,,299.0,,132.9,100.2,,,,,,0.0,,0.0,,,,,299.0,,132.9,100.2,,,,,,,True,,,,,False,,False,False,,,,,
49009,0,0.0,,0.0,,,,,6.0,,4.3,3.6,,,,,,0.0,,0.0,,,,,6.0,,4.3,3.6,,,,,,,True,,,,,False,,False,False,,,,,
49011,9284,4780.0,,5536.0,,,,,7527.0,,4295.3,2160.8,,5406.0,,2876.0,1421.0,-4504.0,,-3748.0,,,,,-1757.0,,-4988.7,-7123.2,,-3878.0,,-6408.0,-7863.0,,True,,,,,True,,False,False,,True,,False,False
49013,0,0.0,,0.0,,,,,234.0,,143.0,34.8,,,,,,0.0,,0.0,,,,,234.0,,143.0,34.8,,,,,,,True,,,,,False,,False,False,,,,,
49015,0,0.0,,0.0,,,,,38.0,,3.5,16.5,,,,,,0.0,,0.0,,,,,38.0,,3.5,16.5,,,,,,,True,,,,,False,,False,False,,,,,
49017,0,0.0,,0.0,,,,,4.0,,2.8,6.3,,,,,,0.0,,0.0,,,,,4.0,,2.8,6.3,,,,,,,True,,,,,False,,False,False,,,,,
49019,0,0.0,,0.0,,,,,37.0,,26.1,15.8,,,,,,0.0,,0.0,,,,,37.0,,26.1,15.8,,,,,,,True,,,,,False,,False,False,,,,,
49021,0,0.0,,0.0,,,,,148.0,,90.5,155.0,,,,,,0.0,,0.0,,,,,148.0,,90.5,155.0,,,,,,,True,,,,,False,,False,False,,,,,
49023,0,0.0,,0.0,,,,,99.0,,35.3,29.7,,,,,,0.0,,0.0,,,,,99.0,,35.3,29.7,,,,,,,True,,,,,False,,False,False,,,,,
49025,0,0.0,,0.0,,,,,19.0,,10.3,28.3,,,,,,0.0,,0.0,,,,,19.0,,10.3,28.3,,,,,,,True,,,,,False,,False,False,,,,,
49027,0,0.0,,0.0,,,,,66.0,,3.6,38.7,,,,,,0.0,,0.0,,,,,66.0,,3.6,38.7,,,,,,,True,,,,,False,,False,False,,,,,
49029,0,0.0,,0.0,,,,,82.0,,77.6,32.4,,,,,,0.0,,0.0,,,,,82.0,,77.6,32.4,,,,,,,True,,,,,False,,False,False,,,,,
49031,0,0.0,,0.0,,,,,0.0,,0.2,0.5,,,,,,0.0,,0.0,,,,,0.0,,0.2,0.5,,,,,,,True,,,,,True,,False,False,,,,,
49033,0,0.0,,0.0,,,,,15.0,,5.8,1.7,,,,,,0.0,,0.0,,,,,15.0,,5.8,1.7,,,,,,,True,,,,,False,,False,False,,,,,
49035,37252,23910.0,,28198.0,,,,,24594.0,,15782.2,12953.2,,27115.0,,11040.2,12308.0,-13342.0,,-9054.0,,,,,-12658.0,,-21469.8,-24298.8,,-10137.0,,-26211.8,-24944.0,,True,,,,,True,,False,False,,True,,False,False
49037,296,210.0,,0.0,,,,,84.0,,178.9,57.0,,318.0,,,64.0,-86.0,,-296.0,,,,,-212.0,,-117.1,-239.0,,22.0,,,-232.0,,False,,,,,False,,False,False,,True,,,False
49039,0,0.0,,0.0,,,,,544.0,,138.0,147.8,,,,,,0.0,,0.0,,,,,544.0,,138.0,147.8,,,,,,,True,,,,,False,,False,False,,,,,
49041,0,0.0,,0.0,,,,,446.0,,3.2,50.8,,,,,,0.0,,0.0,,,,,446.0,,3.2,50.8,,,,,,,True,,,,,False,,False,False,,,,,
49043,911,870.0,,1167.0,,,,,311.0,,785.5,244.3,,1349.5,,470.0,600.0,-41.0,,256.0,,,,,-600.0,,-125.5,-666.7,,438.5,,-441.0,-311.0,,False,,,,,False,,False,False,,False,,False,False
49045,1669,1150.0,,1459.0,,,,,970.0,,886.8,537.9,,1411.0,,608.0,1071.0,-519.0,,-210.0,,,,,-699.0,,-782.2,-1131.1,,-258.0,,-1061.0,-598.0,,True,,,,,False,,False,False,,True,,False,False
49047,0,0.0,,0.0,,,,,199.0,,106.6,83.6,,,,,,0.0,,0.0,,,,,199.0,,106.6,83.6,,,,,,,True,,,,,False,,False,False,,,,,
49049,22816,13530.0,,15116.0,,,,,15072.0,,9524.2,8888.3,,14350.5,,15202.6,5466.0,-9286.0,,-7700.0,,,,,-7744.0,,-13291.8,-13927.7,,-8465.5,,-7613.4,-17350.0,,True,,,,,True,,False,False,,True,,True,False
49051,1251,720.0,,814.0,,,,,492.0,,842.3,190.6,,890.0,,455.1,482.0,-531.0,,-437.0,,,,,-759.0,,-408.7,-1060.4,,-361.0,,-795.9,-769.0,,True,,,,,False,,True,False,,True,,False,False
