,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
13139,924,483.0,,523.4,,483.0,531.0,,,,,363.9,,475.6,,,637.0,,401.7,,348.8,,520.0,444.1,,620.0,586.0,,,,,444.7,579.8,391.0,,,,520.1,-441.0,,-400.6,,-441.0,-393.0,,,,,-560.1,,-448.4,,,-287.0,,-522.3,,-575.2,,-404.0,-479.9,,-304.0,-338.0,,,,,-479.3,-344.2,-533.0,,,,-403.9,,True,,False,True,,,,,False,,False,,,True,,False,,False,,True,False,,True,True,,,,,False,True,False,,,,True
13141,46,25.0,,25.2,,25.0,28.0,,,,,13.1,,8.8,,,25.0,,71.3,,10.7,,22.0,18.0,,36.0,27.0,,,,,,19.5,,,,,27.5,-21.0,,-20.8,,-21.0,-18.0,,,,,-32.9,,-37.2,,,-21.0,,25.3,,-35.3,,-24.0,-28.0,,-10.0,-19.0,,,,,,-26.5,,,,,-18.5,,True,,False,True,,,,,False,,False,,,False,,False,,False,,False,False,,True,True,,,,,,False,,,,,True
13143,80,80.0,,63.2,,69.0,130.0,,,,,57.3,,70.7,,,120.0,,43.4,,34.3,,39.0,68.8,,95.0,92.0,,,,,,81.9,,,,,73.0,0.0,,-16.8,,-11.0,50.0,,,,,-22.7,,-9.3,,,40.0,,-36.6,,-45.7,,-41.0,-11.2,,15.0,12.0,,,,,,1.9,,,,,-7.0,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False
13145,53,40.0,,46.5,,35.0,30.0,,,,,27.5,,24.2,,,85.0,,20.0,,24.2,,35.0,30.7,,47.0,49.0,,,,,,17.0,,,,,42.2,-13.0,,-6.5,,-18.0,-23.0,,,,,-25.5,,-28.8,,,32.0,,-33.0,,-28.8,,-18.0,-22.3,,-6.0,-4.0,,,,,,-36.0,,,,,-10.8,,True,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,True,True,,,,,,False,,,,,True
13147,114,55.0,,52.3,,52.0,69.0,,,,,35.3,,52.2,,,93.0,,36.9,,29.7,,49.0,51.8,,74.0,62.0,,,,,,59.0,,,,,62.3,-59.0,,-61.7,,-62.0,-45.0,,,,,-78.7,,-61.8,,,-21.0,,-77.1,,-84.3,,-65.0,-62.2,,-40.0,-52.0,,,,,,-55.0,,,,,-51.7,,False,,False,True,,,,,False,,False,,,True,,False,,False,,False,False,,True,True,,,,,,True,,,,,True
13149,46,32.0,,31.0,,25.0,20.0,,,,,17.6,,36.9,,,44.0,,7.9,,6.2,,18.0,25.2,,35.0,32.0,,,,,,30.2,,,,,47.0,-14.0,,-15.0,,-21.0,-26.0,,,,,-28.4,,-9.1,,,-2.0,,-38.1,,-39.8,,-28.0,-20.8,,-11.0,-14.0,,,,,,-15.8,,,,,1.0,,False,,False,False,,,,,False,,True,,,True,,False,,False,,False,False,,True,False,,,,,,False,,,,,True
13151,748,463.0,,568.0,,450.0,461.0,,,,,292.6,,449.3,,,510.0,,356.9,,334.7,,450.0,397.1,,688.0,497.0,,,,,404.7,505.7,364.0,,,,638.7,-285.0,,-180.0,,-298.0,-287.0,,,,,-455.4,,-298.7,,,-238.0,,-391.1,,-413.3,,-298.0,-350.9,,-60.0,-251.0,,,,,-343.3,-242.3,-384.0,,,,-109.3,,True,,False,False,,,,,False,,False,,,True,,False,,False,,False,False,,True,True,,,,,False,True,False,,,,True
13153,392,207.0,,178.4,,189.0,235.0,,,,,151.6,,159.8,,,366.0,,156.5,,180.3,,189.0,212.1,,287.0,272.0,,,,,198.0,387.4,162.0,,,,369.5,-185.0,,-213.6,,-203.0,-157.0,,,,,-240.4,,-232.2,,,-26.0,,-235.5,,-211.7,,-203.0,-179.9,,-105.0,-120.0,,,,,-194.0,-4.6,-230.0,,,,-22.5,,False,,False,True,,,,,False,,False,,,True,,False,,False,,False,True,,True,True,,,,,False,True,False,,,,True
13155,24,20.0,,21.6,,20.0,14.0,,,,,12.9,,14.1,,,23.0,,21.8,,7.4,,20.0,14.0,,25.0,23.0,,,,,,29.7,,,,,19.2,-4.0,,-2.4,,-4.0,-10.0,,,,,-11.1,,-9.9,,,-1.0,,-2.2,,-16.6,,-4.0,-10.0,,1.0,-1.0,,,,,,5.7,,,,,-4.8,,True,,False,False,,,,,False,,False,,,True,,True,,False,,False,False,,True,True,,,,,,False,,,,,False
13157,363,197.0,,193.4,,187.0,205.0,,,,,131.5,,204.9,,,206.0,,125.1,,129.6,,209.0,173.9,,261.0,224.0,,,,,184.2,197.7,,,,,180.5,-166.0,,-169.6,,-176.0,-158.0,,,,,-231.5,,-158.1,,,-157.0,,-237.9,,-233.4,,-154.0,-189.1,,-102.0,-139.0,,,,,-178.8,-165.3,,,,,-182.5,,False,,False,True,,,,,False,,True,,,True,,False,,False,,True,False,,True,True,,,,,False,True,,,,,False
13159,68,34.0,,49.6,,34.0,24.0,,,,,22.9,,27.0,,,41.0,,25.4,,6.5,,48.0,34.6,,50.0,37.0,,,,,,32.2,,,,,18.2,-34.0,,-18.4,,-34.0,-44.0,,,,,-45.1,,-41.0,,,-27.0,,-42.6,,-61.5,,-20.0,-33.4,,-18.0,-31.0,,,,,,-35.8,,,,,-49.8,,True,,False,False,,,,,False,,False,,,True,,False,,False,,True,True,,True,True,,,,,,False,,,,,False
13161,32,19.0,,23.2,,17.0,0.0,,,,,21.4,,14.7,,,33.0,,4.6,,9.0,,2.0,16.9,,24.0,28.0,,,,,,37.1,,,,,19.0,-13.0,,-8.8,,-15.0,-32.0,,,,,-10.6,,-17.3,,,1.0,,-27.4,,-23.0,,-30.0,-15.1,,-8.0,-4.0,,,,,,5.1,,,,,-13.0,,True,,False,False,,,,,True,,False,,,True,,False,,False,,False,False,,True,True,,,,,,True,,,,,True
13163,50,18.0,,16.9,,22.0,22.0,,,,,23.4,,22.2,,,43.0,,9.0,,13.1,,33.0,21.8,,22.0,29.0,,,,,,21.6,,,,,28.7,-32.0,,-33.1,,-28.0,-28.0,,,,,-26.6,,-27.8,,,-7.0,,-41.0,,-36.9,,-17.0,-28.2,,-28.0,-21.0,,,,,,-28.4,,,,,-21.3,,False,,True,True,,,,,True,,True,,,True,,False,,False,,True,True,,True,True,,,,,,True,,,,,True
13165,4,1.0,,1.6,,2.0,0.0,,,,,9.3,,4.1,,,27.0,,0.7,,3.0,,7.0,3.5,,,8.0,,,,,,6.1,,,,,1.9,-3.0,,-2.4,,-2.0,-4.0,,,,,5.3,,0.1,,,23.0,,-3.3,,-1.0,,3.0,-0.5,,,4.0,,,,,,2.1,,,,,-2.1,,True,,True,False,,,,,False,,True,,,False,,False,,True,,False,True,,,False,,,,,,True,,,,,True
13167,9,7.0,,4.5,,6.0,11.0,,,,,11.7,,8.9,,,32.0,,3.7,,2.7,,1.0,6.0,,10.0,14.0,,,,,,11.4,,,,,9.3,-2.0,,-4.5,,-3.0,2.0,,,,,2.7,,-0.1,,,23.0,,-5.3,,-6.3,,-8.0,-3.0,,1.0,5.0,,,,,,2.4,,,,,0.3,,False,,False,False,,,,,False,,True,,,False,,False,,False,,False,False,,True,False,,,,,,False,,,,,True
13169,47,26.0,,29.2,,27.0,30.0,,,,,23.5,,18.1,,,79.0,,26.5,,21.5,,21.0,25.3,,35.0,40.0,,,,,,34.1,,,,,39.4,-21.0,,-17.8,,-20.0,-17.0,,,,,-23.5,,-28.9,,,32.0,,-20.5,,-25.5,,-26.0,-21.7,,-12.0,-7.0,,,,,,-12.9,,,,,-7.6,,True,,True,True,,,,,False,,False,,,False,,True,,False,,False,False,,True,True,,,,,,True,,,,,True
13171,60,55.0,,54.8,,55.0,77.0,,,,,29.7,,41.4,,,66.0,,62.9,,22.0,,41.0,40.7,,79.0,57.0,,,,,,59.9,,,,,78.5,-5.0,,-5.2,,-5.0,17.0,,,,,-30.3,,-18.6,,,6.0,,2.9,,-38.0,,-19.0,-19.3,,19.0,-3.0,,,,,,-0.1,,,,,18.5,,False,,False,False,,,,,False,,False,,,False,,True,,False,,False,False,,False,True,,,,,,True,,,,,False
13173,15,13.0,,14.6,,10.0,9.0,,,,,10.6,,10.3,,,13.0,,2.1,,2.3,,6.0,9.7,,7.0,20.0,,,,,,21.7,,,,,13.3,-2.0,,-0.4,,-5.0,-6.0,,,,,-4.4,,-4.7,,,-2.0,,-12.9,,-12.7,,-9.0,-5.3,,-8.0,5.0,,,,,,6.7,,,,,-1.7,,True,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,True
13175,139,78.0,,61.2,,54.0,46.0,,,,,61.2,,86.0,,,125.0,,16.6,,33.4,,25.0,67.7,,97.0,90.0,,,,,79.0,82.2,,,,,148.6,-61.0,,-77.8,,-85.0,-93.0,,,,,-77.8,,-53.0,,,-14.0,,-122.4,,-105.6,,-114.0,-71.3,,-42.0,-49.0,,,,,-60.0,-56.8,,,,,9.6,,False,,False,False,,,,,False,,True,,,True,,False,,False,,False,False,,True,True,,,,,True,True,,,,,True
13177,94,42.0,,31.3,,42.0,66.0,,,,,30.6,,27.7,,,80.0,,43.3,,12.5,,35.0,31.6,,60.0,64.0,,,,,,110.2,,,,,49.1,-52.0,,-62.7,,-52.0,-28.0,,,,,-63.4,,-66.3,,,-14.0,,-50.7,,-81.5,,-59.0,-62.4,,-34.0,-30.0,,,,,,16.2,,,,,-44.9,,False,,False,True,,,,,False,,False,,,True,,True,,False,,False,False,,True,True,,,,,,True,,,,,True
13179,60,53.0,,55.8,,53.0,58.0,,,,,41.9,,46.5,,,90.0,,42.4,,63.9,,51.0,49.5,,70.0,77.0,,,,,,142.9,,,,,73.4,-7.0,,-4.2,,-7.0,-2.0,,,,,-18.1,,-13.5,,,30.0,,-17.6,,3.9,,-9.0,-10.5,,10.0,17.0,,,,,,82.9,,,,,13.4,,True,,False,True,,,,,False,,False,,,False,,False,,True,,False,False,,False,False,,,,,,False,,,,,False
13181,14,17.0,,17.2,,17.0,14.0,,,,,10.9,,7.1,,,22.0,,18.5,,4.9,,15.0,11.9,,20.0,18.0,,,,,,15.5,,,,,23.1,3.0,,3.2,,3.0,0.0,,,,,-3.1,,-6.9,,,8.0,,4.5,,-9.1,,1.0,-2.1,,6.0,4.0,,,,,,1.5,,,,,9.1,,False,,False,True,,,,,False,,False,,,False,,False,,False,,True,True,,False,False,,,,,,True,,,,,False
13183,19,11.0,,14.3,,11.0,7.0,,,,,9.7,,9.7,,,17.0,,10.9,,10.1,,8.0,12.8,,9.0,23.0,,,,,,17.7,,,,,11.7,-8.0,,-4.7,,-8.0,-12.0,,,,,-9.3,,-9.3,,,-2.0,,-8.1,,-8.9,,-11.0,-6.2,,-10.0,4.0,,,,,,-1.3,,,,,-7.3,,True,,False,False,,,,,False,,False,,,True,,False,,False,,False,True,,False,True,,,,,,True,,,,,True
13185,402,290.0,,286.3,,258.0,408.0,,,,,193.9,,254.9,,,265.0,,183.0,,201.2,,227.5,250.4,,376.0,341.0,,,,,320.1,296.0,,,,,374.0,-112.0,,-115.7,,-144.0,6.0,,,,,-208.1,,-147.1,,,-137.0,,-219.0,,-200.8,,-174.5,-151.6,,-26.0,-61.0,,,,,-81.9,-106.0,,,,,-28.0,,False,,False,True,,,,,False,,False,,,False,,False,,False,,False,False,,True,True,,,,,True,True,,,,,True
13187,87,46.0,,43.3,,51.0,63.0,,,,,40.7,,34.9,,,107.0,,50.9,,39.9,,45.0,54.3,,65.0,63.0,,,,,,39.0,,,,,55.9,-41.0,,-43.7,,-36.0,-24.0,,,,,-46.3,,-52.1,,,20.0,,-36.1,,-47.1,,-42.0,-32.7,,-22.0,-24.0,,,,,,-48.0,,,,,-31.1,,False,,True,True,,,,,False,,False,,,True,,True,,False,,False,True,,True,True,,,,,,False,,,,,True
13189,48,20.0,,14.6,,20.0,38.0,,,,,21.6,,17.7,,,69.0,,14.5,,16.3,,9.0,21.3,,23.0,29.0,,,,,,31.2,,,,,23.3,-28.0,,-33.4,,-28.0,-10.0,,,,,-26.4,,-30.3,,,21.0,,-33.5,,-31.7,,-39.0,-26.7,,-25.0,-19.0,,,,,,-16.8,,,,,-24.7,,False,,False,True,,,,,True,,False,,,True,,False,,False,,False,True,,True,True,,,,,,True,,,,,True
13191,15,21.0,,21.7,,15.0,25.0,,,,,10.7,,18.8,,,12.0,,9.2,,10.8,,9.0,14.5,,26.0,18.0,,,,,,21.6,,,,,18.6,6.0,,6.7,,0.0,10.0,,,,,-4.3,,3.8,,,-3.0,,-5.8,,-4.2,,-6.0,-0.5,,11.0,3.0,,,,,,6.6,,,,,3.6,,False,,True,False,,,,,True,,True,,,True,,True,,True,,False,True,,False,True,,,,,,False,,,,,True
13193,25,12.0,,8.1,,9.0,9.0,,,,,11.1,,9.2,,,41.0,,6.7,,5.8,,6.0,9.7,,10.0,18.0,,,,,,19.1,,,,,9.8,-13.0,,-16.9,,-16.0,-16.0,,,,,-13.9,,-15.8,,,16.0,,-18.3,,-19.2,,-19.0,-15.3,,-15.0,-7.0,,,,,,-5.9,,,,,-15.2,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,True,,,,,,True,,,,,False
13195,131,72.0,,84.5,,72.0,82.0,,,,,42.7,,54.4,,,96.0,,66.8,,42.2,,61.0,51.2,,104.0,83.0,,,,,,53.8,,,,,112.2,-59.0,,-46.5,,-59.0,-49.0,,,,,-88.3,,-76.6,,,-35.0,,-64.2,,-88.8,,-70.0,-79.8,,-27.0,-48.0,,,,,,-77.2,,,,,-18.8,,True,,False,True,,,,,False,,False,,,True,,False,,False,,False,False,,True,True,,,,,,False,,,,,True
13197,8,7.0,,7.9,,5.0,5.0,,,,,5.6,,4.2,,,24.0,,1.0,,3.4,,5.0,3.2,,4.0,10.0,,,,,,7.7,,,,,8.7,-1.0,,-0.1,,-3.0,-3.0,,,,,-2.4,,-3.8,,,16.0,,-7.0,,-4.6,,-3.0,-4.8,,-4.0,2.0,,,,,,-0.3,,,,,0.7,,True,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,True,,,,,True
13199,39,23.0,,18.7,,19.0,19.0,,,,,20.1,,22.1,,,64.0,,9.7,,16.4,,19.0,23.3,,36.0,30.0,,,,,,19.3,,,,,0.2,-16.0,,-20.3,,-20.0,-20.0,,,,,-18.9,,-16.9,,,25.0,,-29.3,,-22.6,,-20.0,-15.7,,-3.0,-9.0,,,,,,-19.7,,,,,-38.8,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,True,,True,True,,,,,,False,,,,,False
13201,18,4.0,,3.5,,4.0,7.0,,,,,10.1,,9.8,,,20.0,,0.3,,2.8,,5.0,9.4,,4.0,9.0,,,,,,5.0,,,,,3.2,-14.0,,-14.5,,-14.0,-11.0,,,,,-7.9,,-8.2,,,2.0,,-17.7,,-15.2,,-13.0,-8.6,,-14.0,-9.0,,,,,,-12.9,,,,,-14.8,,False,,False,True,,,,,True,,True,,,True,,False,,False,,True,True,,False,True,,,,,,True,,,,,False
13205,47,25.0,,28.1,,16.0,16.0,,,,,21.9,,15.7,,,62.0,,9.5,,10.7,,7.0,15.5,,28.0,34.0,,,,,,35.5,,,,,24.4,-22.0,,-18.9,,-31.0,-31.0,,,,,-25.1,,-31.3,,,15.0,,-37.5,,-36.3,,-40.0,-31.5,,-19.0,-13.0,,,,,,-11.5,,,,,-22.6,,True,,False,False,,,,,False,,False,,,True,,False,,False,,False,False,,True,True,,,,,,True,,,,,False
13207,77,40.0,,18.1,,40.0,50.0,,,,,36.7,,38.6,,,80.0,,32.0,,26.6,,53.0,44.4,,60.0,42.0,,,,,,35.5,,,,,25.0,-37.0,,-58.9,,-37.0,-27.0,,,,,-40.3,,-38.4,,,3.0,,-45.0,,-50.4,,-24.0,-32.6,,-17.0,-35.0,,,,,,-41.5,,,,,-52.0,,False,,False,True,,,,,False,,False,,,True,,False,,False,,True,True,,True,True,,,,,,False,,,,,False
13209,13,7.0,,7.6,,7.0,7.0,,,,,9.9,,9.0,,,18.0,,2.7,,5.8,,2.0,6.3,,6.0,14.0,,,,,,7.2,,,,,9.9,-6.0,,-5.4,,-6.0,-6.0,,,,,-3.1,,-4.0,,,5.0,,-10.3,,-7.2,,-11.0,-6.7,,-7.0,1.0,,,,,,-5.8,,,,,-3.1,,True,,False,False,,,,,True,,True,,,True,,False,,False,,False,False,,False,True,,,,,,True,,,,,True
13211,46,31.0,,1.8,,19.0,28.0,,,,,22.5,,30.0,,,58.0,,12.9,,10.4,,15.0,28.2,,39.0,40.0,,,,,,31.5,,,,,19.3,-15.0,,-44.2,,-27.0,-18.0,,,,,-23.5,,-16.0,,,12.0,,-33.1,,-35.6,,-31.0,-17.8,,-7.0,-6.0,,,,,,-14.5,,,,,-26.7,,False,,False,False,,,,,False,,False,,,True,,False,,False,,False,False,,True,True,,,,,,True,,,,,False
13213,213,222.0,,220.0,,220.0,229.0,,,,,102.6,,153.6,,,179.0,,291.3,,150.8,,133.0,173.1,,306.0,228.0,,,,,,209.1,,,,,350.0,9.0,,7.0,,7.0,16.0,,,,,-110.4,,-59.4,,,-34.0,,78.3,,-62.2,,-80.0,-39.9,,93.0,15.0,,,,,,-3.9,,,,,137.0,,True,,True,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,True,,,,,False
13215,319,194.0,,140.8,,176.0,187.0,,,,,170.1,,195.7,,,555.0,,114.0,,207.3,,181.0,176.5,,236.0,277.0,,,,,188.1,384.5,125.0,,,,315.7,-125.0,,-178.2,,-143.0,-132.0,,,,,-148.9,,-123.3,,,236.0,,-205.0,,-111.7,,-138.0,-142.5,,-83.0,-42.0,,,,,-130.9,65.5,-194.0,,,,-3.3,,False,,False,False,,,,,False,,True,,,False,,False,,True,,False,False,,True,True,,,,,False,True,False,,,,True
13217,325,186.0,,167.6,,177.0,203.0,,,,,121.7,,153.0,,,252.0,,143.0,,102.9,,219.0,163.4,,253.0,209.0,,,,,171.5,221.2,,,,,283.6,-139.0,,-157.4,,-148.0,-122.0,,,,,-203.3,,-172.0,,,-73.0,,-182.0,,-222.1,,-106.0,-161.6,,-72.0,-116.0,,,,,-153.5,-103.8,,,,,-41.4,,False,,False,True,,,,,False,,False,,,True,,False,,False,,True,False,,True,True,,,,,False,True,,,,,True
13219,119,60.0,,53.5,,60.0,70.0,,,,,53.5,,60.1,,,110.0,,25.0,,39.0,,66.0,69.0,,88.0,84.0,,,,,,79.2,,,,,29.2,-59.0,,-65.5,,-59.0,-49.0,,,,,-65.5,,-58.9,,,-9.0,,-94.0,,-80.0,,-53.0,-50.0,,-31.0,-35.0,,,,,,-39.8,,,,,-89.8,,False,,False,True,,,,,False,,True,,,True,,False,,False,,True,True,,True,True,,,,,,True,,,,,False
13221,37,32.0,,32.3,,29.0,22.0,,,,,18.5,,23.3,,,46.0,,28.9,,14.3,,20.0,23.3,,40.0,33.0,,,,,,23.3,,,,,43.6,-5.0,,-4.7,,-8.0,-15.0,,,,,-18.5,,-13.7,,,9.0,,-8.1,,-22.7,,-17.0,-13.7,,3.0,-4.0,,,,,,-13.7,,,,,6.6,,True,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,True,True,,,,,,False,,,,,False
13223,558,310.0,,392.0,,319.0,319.0,,,,,199.9,,251.4,,,494.0,,504.6,,204.5,,351.5,250.0,,411.0,405.0,,,,,297.4,378.4,300.0,,,,833.7,-248.0,,-166.0,,-239.0,-239.0,,,,,-358.1,,-306.6,,,-64.0,,-53.4,,-353.5,,-206.5,-308.0,,-147.0,-153.0,,,,,-260.6,-179.6,-258.0,,,,275.7,,True,,True,True,,,,,False,,False,,,True,,True,,False,,True,False,,True,True,,,,,False,True,False,,,,False
13225,82,54.0,,59.3,,54.0,61.0,,,,,35.0,,32.9,,,68.0,,29.6,,28.8,,40.0,42.0,,55.0,53.0,,,,,,74.6,,,,,56.7,-28.0,,-22.7,,-28.0,-21.0,,,,,-47.0,,-49.1,,,-14.0,,-52.4,,-53.2,,-42.0,-40.0,,-27.0,-29.0,,,,,,-7.4,,,,,-25.3,,True,,False,True,,,,,False,,False,,,True,,False,,False,,False,False,,True,False,,,,,,True,,,,,True
13227,106,62.0,,69.3,,62.0,71.0,,,,,41.7,,57.0,,,113.0,,37.0,,37.7,,61.0,57.6,,65.0,76.0,,,,,,69.5,,,,,92.6,-44.0,,-36.7,,-44.0,-35.0,,,,,-64.3,,-49.0,,,7.0,,-69.0,,-68.3,,-45.0,-48.4,,-41.0,-30.0,,,,,,-36.5,,,,,-13.4,,True,,False,True,,,,,False,,False,,,True,,False,,False,,False,False,,True,True,,,,,,True,,,,,True
13229,44,15.0,,0.0,,15.0,20.0,,,,,24.0,,25.5,,,40.0,,2.4,,9.2,,6.0,16.1,,16.0,27.0,,,,,,30.1,,,,,39.0,-29.0,,-44.0,,-29.0,-24.0,,,,,-20.0,,-18.5,,,-4.0,,-41.6,,-34.8,,-38.0,-27.9,,-28.0,-17.0,,,,,,-13.9,,,,,-5.0,,False,,False,True,,,,,True,,True,,,True,,False,,False,,False,True,,True,True,,,,,,True,,,,,True
13231,67,39.0,,40.7,,39.0,52.0,,,,,28.3,,42.9,,,63.0,,29.5,,14.5,,32.0,34.0,,71.0,52.0,,,,,,47.5,,,,,60.3,-28.0,,-26.3,,-28.0,-15.0,,,,,-38.7,,-24.1,,,-4.0,,-37.5,,-52.5,,-35.0,-33.0,,4.0,-15.0,,,,,,-19.5,,,,,-6.7,,True,,False,True,,,,,False,,True,,,True,,False,,False,,False,False,,True,True,,,,,,True,,,,,True
13233,143,142.0,,165.8,,143.0,170.0,,,,,90.2,,84.5,,,187.0,,144.0,,52.7,,108.0,90.3,,192.0,152.0,,,,,115.9,155.7,,,,,169.8,-1.0,,22.8,,0.0,27.0,,,,,-52.8,,-58.5,,,44.0,,1.0,,-90.3,,-35.0,-52.7,,49.0,9.0,,,,,-27.1,12.7,,,,,26.8,,False,,True,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,False,False,,,,,False
13235,19,13.0,,18.6,,12.0,7.0,,,,,14.2,,12.7,,,30.0,,4.0,,3.3,,12.0,10.9,,11.0,19.0,,,,,,17.0,,,,,14.1,-6.0,,-0.4,,-7.0,-12.0,,,,,-4.8,,-6.3,,,11.0,,-15.0,,-15.7,,-7.0,-8.1,,-8.0,0.0,,,,,,-2.0,,,,,-4.9,,True,,False,False,,,,,True,,False,,,False,,False,,False,,False,False,,False,True,,,,,,True,,,,,True
13237,53,23.0,,22.7,,20.0,28.0,,,,,24.9,,25.2,,,63.0,,8.9,,18.6,,5.0,20.1,,26.0,33.0,,,,,,18.7,,,,,18.3,-30.0,,-30.3,,-33.0,-25.0,,,,,-28.1,,-27.8,,,10.0,,-44.1,,-34.4,,-48.0,-32.9,,-27.0,-20.0,,,,,,-34.3,,,,,-34.7,,False,,False,True,,,,,True,,True,,,True,,False,,False,,False,False,,True,True,,,,,,False,,,,,False
13239,5,3.0,,2.7,,2.0,0.0,,,,,2.8,,1.8,,,8.0,,0.8,,0.0,,3.0,1.6,,2.0,3.0,,,,,,2.2,,,,,2.5,-2.0,,-2.3,,-3.0,-5.0,,,,,-2.2,,-3.2,,,3.0,,-4.2,,-5.0,,-2.0,-3.4,,-3.0,-2.0,,,,,,-2.8,,,,,-2.5,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False
13241,73,42.0,,42.1,,42.0,51.0,,,,,23.7,,25.0,,,45.0,,40.6,,24.6,,52.0,33.4,,56.0,38.0,,,,,,49.8,,,,,37.7,-31.0,,-30.9,,-31.0,-22.0,,,,,-49.3,,-48.0,,,-28.0,,-32.4,,-48.4,,-21.0,-39.6,,-17.0,-35.0,,,,,,-23.2,,,,,-35.3,,True,,False,True,,,,,False,,False,,,True,,False,,False,,True,False,,True,False,,,,,,True,,,,,False
13243,3,3.0,,1.5,,2.0,0.0,,,,,7.9,,2.4,,,21.0,,3.1,,1.3,,2.0,0.9,,2.0,7.0,,,,,,5.5,,,,,4.1,0.0,,-1.5,,-1.0,-3.0,,,,,4.9,,-0.6,,,18.0,,0.1,,-1.7,,-1.0,-2.1,,-1.0,4.0,,,,,,2.5,,,,,1.1,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False
