,actual_cases,COVIDhub-baseline,BPagano-RtDriven,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
19013,6248,1820.0,,,,,,1911.0,,1536.5,1400.0,47.4,1065.1,1471.0,-4428.0,,,,,,-4337.0,,-4711.5,-4848.0,-6200.6,-5182.9,-4777.0,,,,,,True,,False,False,False,False,False
19015,831,406.0,,,,,,317.0,,520.0,86.4,319.6,,385.0,-425.0,,,,,,-514.0,,-311.0,-744.6,-511.4,,-446.0,,,,,,False,,True,False,False,,False
19017,1442,350.0,,,,,,278.0,,390.1,43.9,0.0,,293.0,-1092.0,,,,,,-1164.0,,-1051.9,-1398.1,-1442.0,,-1149.0,,,,,,False,,True,False,False,,False
19019,870,266.0,,,,,,262.0,,462.1,39.6,205.2,,260.0,-604.0,,,,,,-608.0,,-407.9,-830.4,-664.8,,-610.0,,,,,,False,,True,False,False,,False
19021,1015,448.0,,,,,,404.0,,338.3,44.1,24.6,95.3,643.0,-567.0,,,,,,-611.0,,-676.7,-970.9,-990.4,-919.7,-372.0,,,,,,False,,False,False,False,False,True
19023,756,140.0,,,,,,138.0,,251.1,77.5,0.0,,144.0,-616.0,,,,,,-618.0,,-504.9,-678.5,-756.0,,-612.0,,,,,,False,,True,False,False,,True
19025,847,112.0,,,,,,135.0,,261.3,26.4,132.3,,66.0,-735.0,,,,,,-712.0,,-585.7,-820.6,-714.7,,-781.0,,,,,,True,,True,False,True,,False
19027,1053,847.0,,,,,,426.0,,1667.2,516.7,663.9,,152.0,-206.0,,,,,,-627.0,,614.2,-536.3,-389.1,,-901.0,,,,,,False,,False,False,False,,False
19029,578,406.0,,,,,,166.0,,883.2,161.7,168.5,,331.0,-172.0,,,,,,-412.0,,305.2,-416.3,-409.5,,-247.0,,,,,,False,,False,False,False,,False
19031,827,336.0,,,,,,138.0,,361.7,180.8,194.3,,334.0,-491.0,,,,,,-689.0,,-465.3,-646.2,-632.7,,-493.0,,,,,,False,,True,False,False,,False
19033,2564,322.0,,,,,,761.0,,409.8,95.9,0.7,434.7,0.0,-2242.0,,,,,,-1803.0,,-2154.2,-2468.1,-2563.3,-2129.3,-2564.0,,,,,,True,,True,False,False,True,False
19035,638,182.0,,,,,,274.0,,350.6,52.1,0.0,,85.0,-456.0,,,,,,-364.0,,-287.4,-585.9,-638.0,,-553.0,,,,,,True,,True,False,False,,False
19037,611,70.0,,,,,,146.0,,96.9,12.4,0.0,,28.0,-541.0,,,,,,-465.0,,-514.1,-598.6,-611.0,,-583.0,,,,,,True,,True,False,False,,False
19039,212,112.0,,,,,,121.0,,126.1,16.7,117.8,,161.0,-100.0,,,,,,-91.0,,-85.9,-195.3,-94.2,,-51.0,,,,,,True,,True,False,True,,True
19041,815,371.0,,,,,,558.0,,670.5,86.4,339.7,,221.0,-444.0,,,,,,-257.0,,-144.5,-728.6,-475.3,,-594.0,,,,,,True,,True,False,False,,False
19043,840,259.0,,,,,,189.0,,300.0,47.3,114.5,,144.0,-581.0,,,,,,-651.0,,-540.0,-792.7,-725.5,,-696.0,,,,,,False,,True,False,False,,False
19045,2195,581.0,,,,,,599.0,,580.9,258.3,0.6,308.2,612.0,-1614.0,,,,,,-1596.0,,-1614.1,-1936.7,-2194.4,-1886.8,-1583.0,,,,,,True,,False,False,False,False,True
19047,544,539.0,,,,,,333.0,,546.6,88.1,12.9,173.6,0.0,-5.0,,,,,,-211.0,,2.6,-455.9,-531.1,-370.4,-544.0,,,,,,False,,True,False,False,False,False
19049,3488,1316.0,,,,,,733.0,,1273.9,646.6,490.7,919.7,1210.0,-2172.0,,,,,,-2755.0,,-2214.1,-2841.4,-2997.3,-2568.3,-2278.0,,,,,,False,,False,False,False,False,False
19051,347,63.0,,,,,,95.0,,98.8,3.3,34.8,,110.0,-284.0,,,,,,-252.0,,-248.2,-343.7,-312.2,,-237.0,,,,,,True,,True,False,False,,True
19053,226,140.0,,,,,,92.0,,997.2,35.8,0.0,,36.0,-86.0,,,,,,-134.0,,771.2,-190.2,-226.0,,-190.0,,,,,,False,,False,False,False,,False
19055,823,742.0,,,,,,243.0,,1023.1,512.8,294.1,,314.0,-81.0,,,,,,-580.0,,200.1,-310.2,-528.9,,-509.0,,,,,,False,,False,False,False,,False
19057,1891,1344.0,,,,,,953.0,,1550.8,439.6,862.7,,794.0,-547.0,,,,,,-938.0,,-340.2,-1451.4,-1028.3,,-1097.0,,,,,,False,,True,False,False,,False
19059,800,329.0,,,,,,431.0,,436.5,75.1,2.5,,151.0,-471.0,,,,,,-369.0,,-363.5,-724.9,-797.5,,-649.0,,,,,,True,,True,False,False,,False
19061,5017,3486.0,,,,,,1530.0,,4072.9,2762.8,2434.7,1260.1,1221.0,-1531.0,,,,,,-3487.0,,-944.1,-2254.2,-2582.3,-3756.9,-3796.0,,,,,,False,,True,False,False,False,False
19063,410,308.0,,,,,,220.0,,516.8,161.2,160.8,,94.0,-102.0,,,,,,-190.0,,106.8,-248.8,-249.2,,-316.0,,,,,,False,,False,False,False,,False
19065,794,322.0,,,,,,290.0,,645.6,80.4,154.9,,387.0,-472.0,,,,,,-504.0,,-148.4,-713.6,-639.1,,-407.0,,,,,,False,,True,False,False,,True
19067,738,161.0,,,,,,206.0,,163.2,38.7,0.0,,84.0,-577.0,,,,,,-532.0,,-574.8,-699.3,-738.0,,-654.0,,,,,,True,,True,False,False,,False
19069,407,42.0,,,,,,109.0,,37.3,9.0,0.0,,40.0,-365.0,,,,,,-298.0,,-369.7,-398.0,-407.0,,-367.0,,,,,,True,,False,False,False,,False
19071,217,98.0,,,,,,69.0,,160.8,17.1,0.0,,0.0,-119.0,,,,,,-148.0,,-56.2,-199.9,-217.0,,-217.0,,,,,,False,,True,False,False,,False
19073,380,133.0,,,,,,95.0,,256.0,70.8,0.0,,71.0,-247.0,,,,,,-285.0,,-124.0,-309.2,-380.0,,-309.0,,,,,,False,,True,False,False,,False
19075,623,168.0,,,,,,110.0,,124.2,44.3,0.0,,123.0,-455.0,,,,,,-513.0,,-498.8,-578.7,-623.0,,-500.0,,,,,,False,,False,False,False,,False
19077,447,224.0,,,,,,113.0,,511.1,34.4,217.1,,93.0,-223.0,,,,,,-334.0,,64.1,-412.6,-229.9,,-354.0,,,,,,False,,True,False,False,,False
19079,781,329.0,,,,,,178.0,,712.5,28.7,214.6,,278.0,-452.0,,,,,,-603.0,,-68.5,-752.3,-566.4,,-503.0,,,,,,False,,True,False,False,,False
19081,671,189.0,,,,,,111.0,,393.1,57.7,127.2,,126.0,-482.0,,,,,,-560.0,,-277.9,-613.3,-543.8,,-545.0,,,,,,False,,True,False,False,,False
19083,836,483.0,,,,,,186.0,,579.3,164.5,224.0,,81.0,-353.0,,,,,,-650.0,,-256.7,-671.5,-612.0,,-755.0,,,,,,False,,True,False,False,,False
19085,606,812.0,,,,,,227.0,,3822.1,445.3,279.2,,748.0,206.0,,,,,,-379.0,,3216.1,-160.7,-326.8,,142.0,,,,,,False,,False,True,False,,True
19087,1019,448.0,,,,,,219.0,,557.1,85.3,0.8,,65.0,-571.0,,,,,,-800.0,,-461.9,-933.7,-1018.2,,-954.0,,,,,,False,,True,False,False,,False
19089,353,203.0,,,,,,109.0,,162.7,57.7,0.1,,210.0,-150.0,,,,,,-244.0,,-190.3,-295.3,-352.9,,-143.0,,,,,,False,,False,False,False,,True
19091,551,238.0,,,,,,157.0,,872.3,59.9,136.6,,182.0,-313.0,,,,,,-394.0,,321.3,-491.1,-414.4,,-369.0,,,,,,False,,False,False,False,,False
19093,394,147.0,,,,,,146.0,,187.8,8.3,0.0,,57.0,-247.0,,,,,,-248.0,,-206.2,-385.7,-394.0,,-337.0,,,,,,False,,True,False,False,,False
19095,656,427.0,,,,,,144.0,,1839.4,75.4,208.5,,267.0,-229.0,,,,,,-512.0,,1183.4,-580.6,-447.5,,-389.0,,,,,,False,,False,False,False,,False
19097,1023,511.0,,,,,,221.0,,567.2,256.5,268.0,,177.0,-512.0,,,,,,-802.0,,-455.8,-766.5,-755.0,,-846.0,,,,,,False,,True,False,False,,False
19099,1351,392.0,,,,,,388.0,,442.7,124.9,0.4,,231.0,-959.0,,,,,,-963.0,,-908.3,-1226.1,-1350.6,,-1120.0,,,,,,False,,True,False,False,,False
19101,593,133.0,,,,,,171.0,,314.2,19.8,99.6,,128.0,-460.0,,,,,,-422.0,,-278.8,-573.2,-493.4,,-465.0,,,,,,True,,True,False,False,,False
19103,4367,1155.0,,,,,,1392.0,,978.9,683.7,0.3,775.3,0.0,-3212.0,,,,,,-2975.0,,-3388.1,-3683.3,-4366.7,-3591.7,-4367.0,,,,,,True,,False,False,False,False,False
19105,2001,315.0,,,,,,276.0,,509.7,117.1,237.3,,292.0,-1686.0,,,,,,-1725.0,,-1491.3,-1883.9,-1763.7,,-1709.0,,,,,,False,,True,False,False,,False
19107,540,35.0,,,,,,111.0,,67.2,1.7,24.5,,33.0,-505.0,,,,,,-429.0,,-472.8,-538.3,-515.5,,-507.0,,,,,,True,,True,False,False,,False
19109,802,294.0,,,,,,276.0,,829.9,74.1,364.9,,279.0,-508.0,,,,,,-526.0,,27.9,-727.9,-437.1,,-523.0,,,,,,False,,True,False,True,,False
19111,1463,686.0,,,,,,363.0,,707.8,372.0,5.1,,507.0,-777.0,,,,,,-1100.0,,-755.2,-1091.0,-1457.9,,-956.0,,,,,,False,,True,False,False,,False
19113,10016,2296.0,,,,,,2401.0,,1502.7,2502.7,2241.6,1257.1,1708.0,-7720.0,,,,,,-7615.0,,-8513.3,-7513.3,-7774.4,-8758.9,-8308.0,,,,,,True,,False,True,False,False,False
19115,426,182.0,,,,,,80.0,,142.2,27.7,79.9,,100.0,-244.0,,,,,,-346.0,,-283.8,-398.3,-346.1,,-326.0,,,,,,False,,False,False,False,,False
19117,179,98.0,,,,,,155.0,,103.3,5.8,0.0,,191.0,-81.0,,,,,,-24.0,,-75.7,-173.2,-179.0,,12.0,,,,,,True,,True,False,False,,True
19119,581,231.0,,,,,,260.0,,402.8,80.4,0.0,,15.0,-350.0,,,,,,-321.0,,-178.2,-500.6,-581.0,,-566.0,,,,,,True,,True,False,False,,False
19121,431,259.0,,,,,,152.0,,630.3,39.5,162.9,,239.0,-172.0,,,,,,-279.0,,199.3,-391.5,-268.1,,-192.0,,,,,,False,,False,False,False,,False
19123,765,637.0,,,,,,267.0,,971.3,134.8,257.3,,487.0,-128.0,,,,,,-498.0,,206.3,-630.2,-507.7,,-278.0,,,,,,False,,False,False,False,,False
19125,1254,385.0,,,,,,394.0,,511.6,135.3,19.4,,352.0,-869.0,,,,,,-860.0,,-742.4,-1118.7,-1234.6,,-902.0,,,,,,True,,True,False,False,,False
19127,1732,357.0,,,,,,516.0,,223.1,73.5,80.4,292.4,223.0,-1375.0,,,,,,-1216.0,,-1508.9,-1658.5,-1651.6,-1439.6,-1509.0,,,,,,True,,False,False,False,False,False
19129,800,322.0,,,,,,200.0,,1506.7,126.7,243.5,,540.0,-478.0,,,,,,-600.0,,706.7,-673.3,-556.5,,-260.0,,,,,,False,,False,False,False,,True
19131,632,119.0,,,,,,100.0,,46.9,81.0,0.0,,1.0,-513.0,,,,,,-532.0,,-585.1,-551.0,-632.0,,-631.0,,,,,,False,,False,False,False,,False
19133,245,217.0,,,,,,155.0,,293.8,68.3,107.0,,151.0,-28.0,,,,,,-90.0,,48.8,-176.7,-138.0,,-94.0,,,,,,False,,False,False,False,,False
19135,237,280.0,,,,,,113.0,,621.3,35.3,57.7,,182.0,43.0,,,,,,-124.0,,384.3,-201.7,-179.3,,-55.0,,,,,,False,,False,False,False,,False
19137,388,126.0,,,,,,106.0,,413.0,16.6,91.5,,193.0,-262.0,,,,,,-282.0,,25.0,-371.4,-296.5,,-195.0,,,,,,False,,True,False,False,,True
19139,1817,721.0,,,,,,376.0,,477.1,471.7,322.1,357.3,725.0,-1096.0,,,,,,-1441.0,,-1339.9,-1345.3,-1494.9,-1459.7,-1092.0,,,,,,False,,False,False,False,False,True
19141,819,385.0,,,,,,437.0,,625.1,232.9,0.1,,280.0,-434.0,,,,,,-382.0,,-193.9,-586.1,-818.9,,-539.0,,,,,,True,,True,False,False,,False
19143,312,238.0,,,,,,153.0,,368.5,57.0,57.8,,87.0,-74.0,,,,,,-159.0,,56.5,-255.0,-254.2,,-225.0,,,,,,False,,True,False,False,,False
19145,864,364.0,,,,,,204.0,,816.3,75.6,187.2,,250.0,-500.0,,,,,,-660.0,,-47.7,-788.4,-676.8,,-614.0,,,,,,False,,True,False,False,,False
19147,410,175.0,,,,,,191.0,,197.0,88.6,0.0,,42.0,-235.0,,,,,,-219.0,,-213.0,-321.4,-410.0,,-368.0,,,,,,True,,True,False,False,,False
19149,1444,1071.0,,,,,,672.0,,1021.9,243.1,672.7,441.7,26.0,-373.0,,,,,,-772.0,,-422.1,-1200.9,-771.3,-1002.3,-1418.0,,,,,,False,,False,False,False,False,False
19151,407,77.0,,,,,,85.0,,84.7,19.6,0.0,,43.0,-330.0,,,,,,-322.0,,-322.3,-387.4,-407.0,,-364.0,,,,,,True,,True,False,False,,False
19153,17858,5376.0,,,,,,4486.0,,3919.1,1800.2,111.5,4644.6,5176.0,-12482.0,,,,,,-13372.0,,-13938.9,-16057.8,-17746.5,-13213.4,-12682.0,,,,,,False,,False,False,False,False,False
19155,4087,2240.0,,,,,,1334.0,,2942.3,535.4,1275.1,1111.2,1400.0,-1847.0,,,,,,-2753.0,,-1144.7,-3551.6,-2811.9,-2975.8,-2687.0,,,,,,False,,True,False,False,False,False
19157,633,224.0,,,,,,200.0,,380.9,104.1,0.0,,139.0,-409.0,,,,,,-433.0,,-252.1,-528.9,-633.0,,-494.0,,,,,,False,,True,False,False,,False
19159,177,105.0,,,,,,50.0,,355.5,67.9,,,106.0,-72.0,,,,,,-127.0,,178.5,-109.1,,,-71.0,,,,,,False,,False,False,,,True
19161,563,217.0,,,,,,201.0,,306.0,50.1,0.0,,210.0,-346.0,,,,,,-362.0,,-257.0,-512.9,-563.0,,-353.0,,,,,,False,,True,False,False,,False
19163,8116,3108.0,,,,,,1946.0,,2953.7,2908.7,1701.3,1191.3,0.0,-5008.0,,,,,,-6170.0,,-5162.3,-5207.3,-6414.7,-6924.7,-8116.0,,,,,,False,,False,False,False,False,False
19165,481,224.0,,,,,,179.0,,270.7,115.7,184.6,,166.0,-257.0,,,,,,-302.0,,-210.3,-365.3,-296.4,,-315.0,,,,,,False,,True,False,False,,False
19167,1607,1449.0,,,,,,1189.0,,1862.5,488.0,1212.4,716.6,1164.0,-158.0,,,,,,-418.0,,255.5,-1119.0,-394.6,-890.4,-443.0,,,,,,False,,False,False,False,False,False
19169,3291,861.0,,,,,,984.0,,727.6,507.7,0.0,729.2,369.0,-2430.0,,,,,,-2307.0,,-2563.4,-2783.3,-3291.0,-2561.8,-2922.0,,,,,,True,,False,False,False,False,False
19171,694,294.0,,,,,,151.0,,376.8,50.0,47.3,,79.0,-400.0,,,,,,-543.0,,-317.2,-644.0,-646.7,,-615.0,,,,,,False,,True,False,False,,False
19173,266,154.0,,,,,,75.0,,410.6,17.2,70.6,,60.0,-112.0,,,,,,-191.0,,144.6,-248.8,-195.4,,-206.0,,,,,,False,,False,False,False,,False
19175,678,217.0,,,,,,176.0,,704.7,56.2,82.2,,0.0,-461.0,,,,,,-502.0,,26.7,-621.8,-595.8,,-678.0,,,,,,False,,True,False,False,,False
19177,234,77.0,,,,,,84.0,,97.9,26.1,0.0,,86.0,-157.0,,,,,,-150.0,,-136.1,-207.9,-234.0,,-148.0,,,,,,True,,True,False,False,,True
19179,1247,357.0,,,,,,550.0,,282.9,36.7,1.1,248.0,190.0,-890.0,,,,,,-697.0,,-964.1,-1210.3,-1245.9,-999.0,-1057.0,,,,,,True,,False,False,False,False,False
19181,1920,651.0,,,,,,499.0,,614.6,148.8,756.9,470.2,1091.0,-1269.0,,,,,,-1421.0,,-1305.4,-1771.2,-1163.1,-1449.8,-829.0,,,,,,False,,False,False,True,False,True
19183,930,322.0,,,,,,190.0,,395.7,65.6,292.0,,200.0,-608.0,,,,,,-740.0,,-534.3,-864.4,-638.0,,-730.0,,,,,,False,,True,False,False,,False
19185,199,70.0,,,,,,83.0,,141.4,2.1,35.2,,74.0,-129.0,,,,,,-116.0,,-57.6,-196.9,-163.8,,-125.0,,,,,,True,,True,False,False,,True
19187,2164,798.0,,,,,,618.0,,1387.5,85.2,2.2,357.7,268.0,-1366.0,,,,,,-1546.0,,-776.5,-2078.8,-2161.8,-1806.3,-1896.0,,,,,,False,,True,False,False,False,False
19189,561,378.0,,,,,,123.0,,223.2,158.6,252.5,,132.0,-183.0,,,,,,-438.0,,-337.8,-402.4,-308.5,,-429.0,,,,,,False,,False,False,False,,False
19191,684,301.0,,,,,,223.0,,370.9,56.2,0.0,,427.0,-383.0,,,,,,-461.0,,-313.1,-627.8,-684.0,,-257.0,,,,,,False,,True,False,False,,True
19193,4212,2828.0,,,,,,2483.0,,2551.3,858.0,79.7,938.8,0.0,-1384.0,,,,,,-1729.0,,-1660.7,-3354.0,-4132.3,-3273.2,-4212.0,,,,,,False,,False,False,False,False,False
19195,272,63.0,,,,,,72.0,,31.7,7.0,0.0,,81.0,-209.0,,,,,,-200.0,,-240.3,-265.0,-272.0,,-191.0,,,,,,True,,False,False,False,,True
19197,661,182.0,,,,,,157.0,,302.3,14.3,20.8,,286.0,-479.0,,,,,,-504.0,,-358.7,-646.7,-640.2,,-375.0,,,,,,False,,True,False,False,,True
20001,329,49.0,,,,,,121.0,,562.8,,2.0,,4.0,-280.0,,,,,,-208.0,,233.8,,-327.0,,-325.0,,,,,,True,,True,,False,,False
20003,294,196.0,,,,,,112.0,,173.0,0.8,67.3,,131.0,-98.0,,,,,,-182.0,,-121.0,-293.2,-226.7,,-163.0,,,,,,False,,False,False,False,,False
20005,473,420.0,,,,,,205.0,,840.9,14.1,177.9,,155.0,-53.0,,,,,,-268.0,,367.9,-458.9,-295.1,,-318.0,,,,,,False,,False,False,False,,False
20007,171,56.0,,,,,,54.0,,2075.3,0.5,,,108.0,-115.0,,,,,,-117.0,,1904.3,-170.5,,,-63.0,,,,,,False,,False,False,,,True
20009,1106,483.0,,,,,,446.0,,841.9,18.6,328.8,,639.0,-623.0,,,,,,-660.0,,-264.1,-1087.4,-777.2,,-467.0,,,,,,False,,True,False,False,,True
20011,374,364.0,,,,,,234.0,,1104.8,13.1,142.3,,93.0,-10.0,,,,,,-140.0,,730.8,-360.9,-231.7,,-281.0,,,,,,False,,False,False,False,,False
20013,632,189.0,,,,,,116.0,,500.7,5.6,34.0,,60.0,-443.0,,,,,,-516.0,,-131.3,-626.4,-598.0,,-572.0,,,,,,False,,True,False,False,,False
20015,2438,595.0,,,,,,547.0,,1453.0,37.1,418.7,,349.0,-1843.0,,,,,,-1891.0,,-985.0,-2400.9,-2019.3,,-2089.0,,,,,,False,,True,False,False,,False
20017,79,21.0,,,,,,35.0,,6.3,2.8,,,5.0,-58.0,,,,,,-44.0,,-72.7,-76.2,,,-74.0,,,,,,True,,False,False,,,False
20019,78,0.0,,,,,,46.0,,44.6,0.3,,,0.0,-78.0,,,,,,-32.0,,-33.4,-77.7,,,-78.0,,,,,,True,,True,True,,,False
20021,619,301.0,,,,,,444.0,,177.3,39.8,0.1,,106.0,-318.0,,,,,,-175.0,,-441.7,-579.2,-618.9,,-513.0,,,,,,True,,False,False,False,,False
20023,129,91.0,,,,,,67.0,,157.0,4.0,,,40.0,-38.0,,,,,,-62.0,,28.0,-125.0,,,-89.0,,,,,,False,,True,False,,,False
20025,87,28.0,,,,,,67.0,,32.0,2.3,,,21.0,-59.0,,,,,,-20.0,,-55.0,-84.7,,,-66.0,,,,,,True,,True,False,,,False
20027,402,91.0,,,,,,131.0,,7.0,5.1,,,239.0,-311.0,,,,,,-271.0,,-395.0,-396.9,,,-163.0,,,,,,True,,False,False,,,True
20029,581,91.0,,,,,,192.0,,282.9,7.2,,,201.0,-490.0,,,,,,-389.0,,-298.1,-573.8,,,-380.0,,,,,,True,,True,False,,,True
20031,186,0.0,,,,,,76.0,,42.9,0.0,30.6,,35.0,-186.0,,,,,,-110.0,,-143.1,-186.0,-155.4,,-151.0,,,,,,True,,True,True,True,,True
20033,71,7.0,,,,,,65.0,,45.7,0.4,,,21.0,-64.0,,,,,,-6.0,,-25.3,-70.6,,,-50.0,,,,,,True,,True,False,,,True
20035,1301,322.0,,,,,,309.0,,403.0,94.1,256.1,,587.0,-979.0,,,,,,-992.0,,-898.0,-1206.9,-1044.9,,-714.0,,,,,,False,,True,False,False,,True
20037,1275,665.0,,,,,,616.0,,67.4,0.0,0.1,350.2,498.0,-610.0,,,,,,-659.0,,-1207.6,-1275.0,-1274.9,-924.8,-777.0,,,,,,False,,False,False,False,False,False
20039,153,49.0,,,,,,51.0,,394.3,,,,65.0,-104.0,,,,,,-102.0,,241.3,,,,-88.0,,,,,,True,,False,,,,True
20041,537,147.0,,,,,,209.0,,288.1,18.4,53.3,,245.0,-390.0,,,,,,-328.0,,-248.9,-518.6,-483.7,,-292.0,,,,,,True,,True,False,False,,True
20043,374,84.0,,,,,,75.0,,59.8,0.0,45.5,,39.0,-290.0,,,,,,-299.0,,-314.2,-374.0,-328.5,,-335.0,,,,,,False,,False,False,False,,False
20045,2421,812.0,,,,,,1169.0,,1140.4,132.7,0.0,488.3,621.0,-1609.0,,,,,,-1252.0,,-1280.6,-2288.3,-2421.0,-1932.7,-1800.0,,,,,,True,,True,False,False,False,False
20047,135,28.0,,,,,,40.0,,43.3,2.2,,,12.0,-107.0,,,,,,-95.0,,-91.7,-132.8,,,-123.0,,,,,,True,,True,False,,,False
20049,50,0.0,,,,,,31.0,,1232.9,,,,60.0,-50.0,,,,,,-19.0,,1182.9,,,,10.0,,,,,,True,,False,,,,True
20051,1353,665.0,,,,,,695.0,,780.2,168.3,0.0,675.5,648.0,-688.0,,,,,,-658.0,,-572.8,-1184.7,-1353.0,-677.5,-705.0,,,,,,True,,True,False,False,True,False
20053,638,126.0,,,,,,95.0,,2683.4,9.0,0.0,,136.0,-512.0,,,,,,-543.0,,2045.4,-629.0,-638.0,,-502.0,,,,,,False,,False,False,False,,True
20055,2362,1078.0,,,,,,966.0,,1131.6,262.4,88.0,233.7,0.0,-1284.0,,,,,,-1396.0,,-1230.4,-2099.6,-2274.0,-2128.3,-2362.0,,,,,,False,,True,False,False,False,False
20057,1507,875.0,,,,,,1000.0,,724.0,71.1,95.4,257.0,0.0,-632.0,,,,,,-507.0,,-783.0,-1435.9,-1411.6,-1250.0,-1507.0,,,,,,True,,False,False,False,False,False
20059,694,315.0,,,,,,257.0,,480.3,48.9,0.0,,215.0,-379.0,,,,,,-437.0,,-213.7,-645.1,-694.0,,-479.0,,,,,,False,,True,False,False,,False
20061,622,133.0,,,,,,382.0,,195.2,27.3,0.0,,228.0,-489.0,,,,,,-240.0,,-426.8,-594.7,-622.0,,-394.0,,,,,,True,,True,False,False,,True
20063,161,126.0,,,,,,49.0,,572.7,4.8,0.0,,10.0,-35.0,,,,,,-112.0,,411.7,-156.2,-161.0,,-151.0,,,,,,False,,False,False,False,,False
20065,122,77.0,,,,,,34.0,,273.2,,,,26.0,-45.0,,,,,,-88.0,,151.2,,,,-96.0,,,,,,False,,False,,,,False
20067,429,343.0,,,,,,131.0,,288.3,93.0,213.6,,22.0,-86.0,,,,,,-298.0,,-140.7,-336.0,-215.4,,-407.0,,,,,,False,,False,False,False,,False
20069,267,231.0,,,,,,113.0,,213.9,0.1,184.6,,82.0,-36.0,,,,,,-154.0,,-53.1,-266.9,-82.4,,-185.0,,,,,,False,,False,False,False,,False
20071,64,0.0,,,,,,41.0,,524.8,,,,32.0,-64.0,,,,,,-23.0,,460.8,,,,-32.0,,,,,,True,,False,,,,True
20073,182,91.0,,,,,,75.0,,267.3,2.5,,,76.0,-91.0,,,,,,-107.0,,85.3,-179.5,,,-106.0,,,,,,False,,True,False,,,False
20075,112,28.0,,,,,,68.0,,20.4,1.7,,,57.0,-84.0,,,,,,-44.0,,-91.6,-110.3,,,-55.0,,,,,,True,,False,False,,,True
20077,216,91.0,,,,,,86.0,,38.7,0.4,0.0,,130.0,-125.0,,,,,,-130.0,,-177.3,-215.6,-216.0,,-86.0,,,,,,False,,False,False,False,,True
20079,1494,448.0,,,,,,320.0,,867.2,31.5,176.2,,456.0,-1046.0,,,,,,-1174.0,,-626.8,-1462.5,-1317.8,,-1038.0,,,,,,False,,True,False,False,,True
20081,138,0.0,,,,,,98.0,,8.7,1.1,0.0,,0.0,-138.0,,,,,,-40.0,,-129.3,-136.9,-138.0,,-138.0,,,,,,True,,True,True,False,,False
20083,114,0.0,,,,,,33.0,,12.8,0.5,,,0.0,-114.0,,,,,,-81.0,,-101.2,-113.5,,,-114.0,,,,,,True,,True,True,,,False
20085,476,119.0,,,,,,112.0,,127.6,8.9,20.8,,151.0,-357.0,,,,,,-364.0,,-348.4,-467.1,-455.2,,-325.0,,,,,,False,,True,False,False,,True
20087,552,182.0,,,,,,134.0,,244.7,10.2,83.8,,118.0,-370.0,,,,,,-418.0,,-307.3,-541.8,-468.2,,-434.0,,,,,,False,,True,False,False,,False
20089,77,14.0,,,,,,55.0,,27.0,0.4,,,87.0,-63.0,,,,,,-22.0,,-50.0,-76.6,,,10.0,,,,,,True,,True,False,,,True
20091,15862,5222.0,,,,,,4163.0,,4741.6,3612.5,6085.8,2618.2,4600.0,-10640.0,,,,,,-11699.0,,-11120.4,-12249.5,-9776.2,-13243.8,-11262.0,,,,,,False,,False,False,True,False,False
20093,465,147.0,,,,,,70.0,,132.3,9.3,131.6,,57.0,-318.0,,,,,,-395.0,,-332.7,-455.7,-333.4,,-408.0,,,,,,False,,False,False,False,,False
20095,299,49.0,,,,,,78.0,,101.4,,0.0,,55.0,-250.0,,,,,,-221.0,,-197.6,,-299.0,,-244.0,,,,,,True,,True,,False,,True
20097,68,42.0,,,,,,32.0,,88.7,1.2,,,66.0,-26.0,,,,,,-36.0,,20.7,-66.8,,,-2.0,,,,,,False,,True,False,,,True
20099,669,392.0,,,,,,297.0,,564.1,120.3,177.2,,385.0,-277.0,,,,,,-372.0,,-104.9,-548.7,-491.8,,-284.0,,,,,,False,,True,False,False,,False
20101,67,14.0,,,,,,48.0,,13.7,0.3,,,36.0,-53.0,,,,,,-19.0,,-53.3,-66.7,,,-31.0,,,,,,True,,False,False,,,True
20103,1514,630.0,,,,,,847.0,,623.0,204.6,21.4,395.4,599.0,-884.0,,,,,,-667.0,,-891.0,-1309.4,-1492.6,-1118.6,-915.0,,,,,,True,,False,False,False,False,False
20105,92,0.0,,,,,,43.0,,30.0,,,,3.0,-92.0,,,,,,-49.0,,-62.0,,,,-89.0,,,,,,True,,True,,,,True
