,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
20061,592,168.0,,205.0,,,,,392.0,,359.1,89.3,14.2,0.0,,,130.0,-424.0,,-387.0,,,,,-200.0,,-232.9,-502.7,-577.8,-592.0,,,-462.0,,True,,,,,True,,True,False,False,False,,,False
20063,147,84.0,,0.0,,,,,56.0,,177.0,11.3,1.2,0.0,,,0.0,-63.0,,-147.0,,,,,-91.0,,30.0,-135.7,-145.8,-147.0,,,-147.0,,False,,,,,False,,True,False,False,False,,,False
20065,122,0.0,,0.0,,,,,34.0,,33.6,2.1,,,,,0.0,-122.0,,-122.0,,,,,-88.0,,-88.4,-119.9,,,,,-122.0,,False,,,,,True,,True,True,,,,,False
20067,397,192.0,,129.0,,,,,168.0,,317.6,36.6,85.5,0.0,,,5.0,-205.0,,-268.0,,,,,-229.0,,-79.4,-360.4,-311.5,-397.0,,,-392.0,,False,,,,,False,,True,False,False,False,,,False
20069,251,96.0,,39.0,,,,,85.0,,205.4,27.0,0.0,0.0,,,14.0,-155.0,,-212.0,,,,,-166.0,,-45.6,-224.0,-251.0,-251.0,,,-237.0,,False,,,,,False,,True,False,False,False,,,False
20071,55,72.0,,0.0,,,,,39.0,,62.6,2.0,,,,,22.0,17.0,,-55.0,,,,,-16.0,,7.6,-53.0,,,,,-33.0,,False,,,,,True,,True,False,,,,,False
20073,168,84.0,,2.0,,,,,72.0,,193.9,15.2,6.1,,,,96.0,-84.0,,-166.0,,,,,-96.0,,25.9,-152.8,-161.9,,,,-72.0,,False,,,,,False,,True,False,False,,,,True
20075,101,54.0,,,,,,,54.0,,217.4,2.5,4.1,,,,52.0,-47.0,,,,,,,-47.0,,116.4,-98.5,-96.9,,,,-49.0,,,,,,,False,,False,False,False,,,,False
20077,200,96.0,,0.0,,,,,71.0,,193.5,6.8,3.4,0.0,,,92.0,-104.0,,-200.0,,,,,-129.0,,-6.5,-193.2,-196.6,-200.0,,,-108.0,,False,,,,,False,,True,False,False,False,,,False
20079,1443,312.0,,766.0,,,,,294.0,,697.5,113.1,56.8,151.3,,,127.0,-1131.0,,-677.0,,,,,-1149.0,,-745.5,-1329.9,-1386.2,-1291.7,,,-1316.0,,True,,,,,False,,True,False,False,False,,,False
20081,135,0.0,,0.0,,,,,77.0,,44.1,9.6,0.8,0.0,,,0.0,-135.0,,-135.0,,,,,-58.0,,-90.9,-125.4,-134.2,-135.0,,,-135.0,,False,,,,,True,,True,True,True,False,,,False
20083,112,18.0,,0.0,,,,,34.0,,63.2,1.7,1.2,,,,40.0,-94.0,,-112.0,,,,,-78.0,,-48.8,-110.3,-110.8,,,,-72.0,,False,,,,,True,,True,False,False,,,,True
20085,447,180.0,,117.0,,,,,112.0,,123.6,33.7,57.1,0.0,,,179.0,-267.0,,-330.0,,,,,-335.0,,-323.4,-413.3,-389.9,-447.0,,,-268.0,,False,,,,,False,,False,False,False,False,,,False
20087,531,126.0,,121.0,,,,,136.0,,451.3,63.7,9.6,74.8,,,177.0,-405.0,,-410.0,,,,,-395.0,,-79.7,-467.3,-521.4,-456.2,,,-354.0,,False,,,,,True,,True,False,False,False,,,True
20089,70,42.0,,0.0,,,,,41.0,,112.8,4.3,1.0,,,,59.0,-28.0,,-70.0,,,,,-29.0,,42.8,-65.7,-69.0,,,,-11.0,,False,,,,,False,,False,False,False,,,,True
20091,15124,4284.0,,3529.0,,,,,3267.0,,4123.5,3056.6,3530.3,5572.9,1899.5,,2855.0,-10840.0,,-11595.0,,,,,-11857.0,,-11000.5,-12067.4,-11593.7,-9551.1,-13224.5,,-12269.0,,False,,,,,False,,False,False,False,True,False,,False
20093,452,66.0,,0.0,,,,,60.0,,193.8,13.6,6.3,0.0,,,34.0,-386.0,,-452.0,,,,,-392.0,,-258.2,-438.4,-445.7,-452.0,,,-418.0,,False,,,,,False,,True,False,False,False,,,False
20095,287,72.0,,37.0,,,,,63.0,,169.2,31.8,,0.0,,,29.0,-215.0,,-250.0,,,,,-224.0,,-117.8,-255.2,,-287.0,,,-258.0,,False,,,,,False,,True,False,,False,,,False
20097,45,156.0,,0.0,,,,,32.0,,106.2,4.7,4.5,,,,45.0,111.0,,-45.0,,,,,-13.0,,61.2,-40.3,-40.5,,,,0.0,,True,,,,,True,,True,True,True,,,,True
20099,622,252.0,,317.0,,,,,299.0,,969.2,58.4,46.4,147.7,,,78.0,-370.0,,-305.0,,,,,-323.0,,347.2,-563.6,-575.6,-474.3,,,-544.0,,True,,,,,True,,True,False,False,False,,,False
20101,63,24.0,,0.0,,,,,31.0,,73.6,1.4,0.8,,,,34.0,-39.0,,-63.0,,,,,-32.0,,10.6,-61.6,-62.2,,,,-29.0,,False,,,,,True,,True,False,False,,,,True
20103,1419,576.0,,,,,,,757.0,,727.0,535.7,137.4,14.0,392.6,,654.0,-843.0,,,,,,,-662.0,,-692.0,-883.3,-1281.6,-1405.0,-1026.4,,-765.0,,,,,,,True,,True,False,False,False,False,,True
20105,88,30.0,,0.0,,,,,35.0,,158.3,2.2,,,,,70.0,-58.0,,-88.0,,,,,-53.0,,70.3,-85.8,,,,,-18.0,,False,,,,,True,,False,False,,,,,True
20107,222,6.0,,17.0,,,,,90.0,,99.1,15.2,0.0,4.1,,,1.0,-216.0,,-205.0,,,,,-132.0,,-122.9,-206.8,-222.0,-217.9,,,-221.0,,True,,,,,True,,True,True,False,False,,,False
20109,168,0.0,,0.0,,,,,45.0,,29.9,14.5,,,,,0.0,-168.0,,-168.0,,,,,-123.0,,-138.1,-153.5,,,,,-168.0,,False,,,,,True,,True,True,,,,,False
20111,1524,270.0,,292.0,,,,,410.0,,372.3,154.9,41.6,0.0,212.3,,155.0,-1254.0,,-1232.0,,,,,-1114.0,,-1151.7,-1369.1,-1482.4,-1524.0,-1311.7,,-1369.0,,True,,,,,True,,True,False,False,False,False,,False
20113,1289,312.0,,378.0,,,,,276.0,,364.1,49.9,77.3,231.9,,,410.0,-977.0,,-911.0,,,,,-1013.0,,-924.9,-1239.1,-1211.7,-1057.1,,,-879.0,,True,,,,,False,,True,False,False,False,,,True
20115,303,78.0,,45.0,,,,,104.0,,319.4,20.7,0.4,82.5,,,118.0,-225.0,,-258.0,,,,,-199.0,,16.4,-282.3,-302.6,-220.5,,,-185.0,,False,,,,,True,,True,False,False,True,,,True
20117,416,36.0,,42.0,,,,,100.0,,212.1,18.8,,,,,18.0,-380.0,,-374.0,,,,,-316.0,,-203.9,-397.2,,,,,-398.0,,True,,,,,True,,True,False,,,,,False
20119,166,6.0,,0.0,,,,,73.0,,63.7,14.0,0.0,0.0,,,7.0,-160.0,,-166.0,,,,,-93.0,,-102.3,-152.0,-166.0,-166.0,,,-159.0,,False,,,,,True,,True,True,False,False,,,True
20121,623,210.0,,171.0,,,,,300.0,,586.7,95.6,51.7,66.5,,,53.0,-413.0,,-452.0,,,,,-323.0,,-36.3,-527.4,-571.3,-556.5,,,-570.0,,False,,,,,True,,True,False,False,False,,,False
20123,215,30.0,,0.0,,,,,90.0,,35.2,9.4,3.5,,,,28.0,-185.0,,-215.0,,,,,-125.0,,-179.8,-205.6,-211.5,,,,-187.0,,False,,,,,True,,True,False,False,,,,False
20125,603,264.0,,284.0,,,,,468.0,,1530.0,123.8,5.9,33.9,,,548.0,-339.0,,-319.0,,,,,-135.0,,927.0,-479.2,-597.1,-569.1,,,-55.0,,True,,,,,True,,False,False,False,False,,,True
20127,164,42.0,,5.0,,,,,53.0,,149.9,10.4,2.5,,,,46.0,-122.0,,-159.0,,,,,-111.0,,-14.1,-153.6,-161.5,,,,-118.0,,False,,,,,True,,True,False,False,,,,True
20129,140,54.0,,0.0,,,,,57.0,,259.7,2.9,1.9,,,,34.0,-86.0,,-140.0,,,,,-83.0,,119.7,-137.1,-138.1,,,,-106.0,,False,,,,,True,,False,False,False,,,,False
20131,869,258.0,,292.0,,,,,118.0,,831.0,43.6,0.1,37.3,,,61.0,-611.0,,-577.0,,,,,-751.0,,-38.0,-825.4,-868.9,-831.7,,,-808.0,,True,,,,,False,,True,False,False,False,,,False
20133,524,294.0,,284.0,,,,,247.0,,710.4,52.5,106.2,80.2,,,279.0,-230.0,,-240.0,,,,,-277.0,,186.4,-471.5,-417.8,-443.8,,,-245.0,,False,,,,,False,,True,False,False,False,,,False
20135,142,246.0,,0.0,,,,,56.0,,139.4,10.5,9.4,0.6,,,0.0,104.0,,-142.0,,,,,-86.0,,-2.6,-131.5,-132.6,-141.4,,,-142.0,,False,,,,,True,,True,False,False,False,,,False
20137,645,1350.0,,485.0,,,,,141.0,,2328.9,3.1,209.3,127.9,,,0.0,705.0,,-160.0,,,,,-504.0,,1683.9,-641.9,-435.7,-517.1,,,-645.0,,True,,,,,True,,False,True,True,True,,,True
20139,419,84.0,,98.0,,,,,125.0,,521.9,35.9,4.1,80.9,,,127.0,-335.0,,-321.0,,,,,-294.0,,102.9,-383.1,-414.9,-338.1,,,-292.0,,True,,,,,True,,True,False,False,False,,,True
20141,80,0.0,,0.0,,,,,59.0,,66.7,4.6,0.6,,,,5.0,-80.0,,-80.0,,,,,-21.0,,-13.3,-75.4,-79.4,,,,-75.0,,False,,,,,True,,True,True,True,,,,True
20143,168,42.0,,41.0,,,,,66.0,,196.6,15.3,1.5,0.0,,,28.0,-126.0,,-127.0,,,,,-102.0,,28.6,-152.7,-166.5,-168.0,,,-140.0,,False,,,,,True,,True,False,False,False,,,False
20145,324,42.0,,0.0,,,,,151.0,,75.7,21.2,,0.0,,,9.0,-282.0,,-324.0,,,,,-173.0,,-248.3,-302.8,,-324.0,,,-315.0,,False,,,,,True,,True,False,,False,,,False
20147,301,192.0,,0.0,,,,,98.0,,282.6,1.2,39.5,54.2,,,0.0,-109.0,,-301.0,,,,,-203.0,,-18.4,-299.8,-261.5,-246.8,,,-301.0,,False,,,,,False,,True,False,False,False,,,False
20149,349,156.0,,182.0,,,,,274.0,,730.7,97.6,8.1,218.9,,,156.0,-193.0,,-167.0,,,,,-75.0,,381.7,-251.4,-340.9,-130.1,,,-193.0,,True,,,,,True,,False,False,False,True,,,False
20151,431,78.0,,42.0,,,,,125.0,,162.8,17.8,32.2,51.0,,,96.0,-353.0,,-389.0,,,,,-306.0,,-268.2,-413.2,-398.8,-380.0,,,-335.0,,False,,,,,True,,True,False,False,False,,,True
20153,143,90.0,,0.0,,,,,43.0,,128.1,42.7,,,,,22.0,-53.0,,-143.0,,,,,-100.0,,-14.9,-100.3,,,,,-121.0,,False,,,,,False,,True,False,,,,,False
20155,3512,2088.0,,2856.0,,,,,1015.0,,6451.0,364.8,797.8,0.0,1111.9,,843.0,-1424.0,,-656.0,,,,,-2497.0,,2939.0,-3147.2,-2714.2,-3512.0,-2400.1,,-2669.0,,True,,,,,False,,False,False,False,False,False,,False
20157,335,30.0,,0.0,,,,,65.0,,224.7,10.0,9.7,,,,53.0,-305.0,,-335.0,,,,,-270.0,,-110.3,-325.0,-325.3,,,,-282.0,,False,,,,,True,,True,False,False,,,,True
20159,395,114.0,,134.0,,,,,121.0,,402.1,22.8,7.0,0.1,,,146.0,-281.0,,-261.0,,,,,-274.0,,7.1,-372.2,-388.0,-394.9,,,-249.0,,True,,,,,True,,True,False,False,False,,,True
20161,1782,456.0,,560.0,,,,,761.0,,583.1,141.2,163.0,0.0,284.2,,99.0,-1326.0,,-1222.0,,,,,-1021.0,,-1198.9,-1640.8,-1619.0,-1782.0,-1497.8,,-1683.0,,True,,,,,True,,True,False,False,False,False,,False
20163,251,84.0,,31.0,,,,,74.0,,118.4,9.2,0.6,0.0,,,64.0,-167.0,,-220.0,,,,,-177.0,,-132.6,-241.8,-250.4,-251.0,,,-187.0,,False,,,,,False,,True,False,False,False,,,False
20165,225,30.0,,0.0,,,,,54.0,,59.9,11.6,,,,,2.0,-195.0,,-225.0,,,,,-171.0,,-165.1,-213.4,,,,,-223.0,,False,,,,,True,,True,False,,,,,False
20167,436,96.0,,38.0,,,,,116.0,,141.0,30.9,,0.0,,,31.0,-340.0,,-398.0,,,,,-320.0,,-295.0,-405.1,,-436.0,,,-405.0,,False,,,,,True,,True,False,,False,,,False
20169,1718,690.0,,953.0,,,,,637.0,,996.6,284.3,300.6,375.8,,,566.0,-1028.0,,-765.0,,,,,-1081.0,,-721.4,-1433.7,-1417.4,-1342.2,,,-1152.0,,True,,,,,False,,True,False,False,False,,,False
20171,306,72.0,,38.0,,,,,113.0,,229.1,20.5,6.0,0.0,,,24.0,-234.0,,-268.0,,,,,-193.0,,-76.9,-285.5,-300.0,-306.0,,,-282.0,,False,,,,,True,,True,False,False,False,,,False
20173,18214,4944.0,,5615.0,,,,,3802.0,,4924.4,3038.2,5012.2,3142.6,2262.2,,3386.0,-13270.0,,-12599.0,,,,,-14412.0,,-13289.6,-15175.8,-13201.8,-15071.4,-15951.8,,-14828.0,,True,,,,,False,,False,False,True,False,False,,False
20175,1048,684.0,,382.0,,,,,919.0,,676.1,262.7,205.1,49.0,287.4,,0.0,-364.0,,-666.0,,,,,-129.0,,-371.9,-785.3,-842.9,-999.0,-760.6,,-1048.0,,False,,,,,True,,False,False,False,False,False,,False
20177,5152,1074.0,,819.0,,,,,1614.0,,1265.7,647.6,135.1,790.6,536.8,,746.0,-4078.0,,-4333.0,,,,,-3538.0,,-3886.3,-4504.4,-5016.9,-4361.4,-4615.2,,-4406.0,,False,,,,,True,,True,False,False,False,False,,False
20179,177,252.0,,0.0,,,,,50.0,,1115.6,3.8,16.5,0.0,,,10.0,75.0,,-177.0,,,,,-127.0,,938.6,-173.2,-160.5,-177.0,,,-167.0,,False,,,,,False,,False,False,False,False,,,False
20181,292,246.0,,148.0,,,,,105.0,,875.1,12.9,11.2,0.0,,,53.0,-46.0,,-144.0,,,,,-187.0,,583.1,-279.1,-280.8,-292.0,,,-239.0,,False,,,,,False,,False,False,False,False,,,False
20183,139,18.0,,0.0,,,,,73.0,,29.6,7.1,1.0,,,,4.0,-121.0,,-139.0,,,,,-66.0,,-109.4,-131.9,-138.0,,,,-135.0,,False,,,,,True,,True,False,False,,,,False
20185,148,72.0,,0.0,,,,,45.0,,104.0,15.3,14.6,,,,85.0,-76.0,,-148.0,,,,,-103.0,,-44.0,-132.7,-133.4,,,,-63.0,,False,,,,,False,,True,False,False,,,,True
20187,60,0.0,,0.0,,,,,39.0,,27.7,2.7,2.3,,,,0.0,-60.0,,-60.0,,,,,-21.0,,-32.3,-57.3,-57.7,,,,-60.0,,False,,,,,True,,True,True,True,,,,False
20189,241,114.0,,43.0,,,,,175.0,,164.4,20.2,13.6,0.0,,,58.0,-127.0,,-198.0,,,,,-66.0,,-76.6,-220.8,-227.4,-241.0,,,-183.0,,False,,,,,True,,True,False,False,False,,,False
20191,638,180.0,,191.0,,,,,229.0,,445.8,63.1,26.7,61.9,,,443.0,-458.0,,-447.0,,,,,-409.0,,-192.2,-574.9,-611.3,-576.1,,,-195.0,,True,,,,,True,,True,False,False,False,,,True
20193,437,318.0,,262.0,,,,,171.0,,883.7,16.6,,51.2,,,0.0,-119.0,,-175.0,,,,,-266.0,,446.7,-420.4,,-385.8,,,-437.0,,False,,,,,False,,False,False,,False,,,False
20195,147,102.0,,0.0,,,,,53.0,,56.4,7.3,7.3,,,,50.0,-45.0,,-147.0,,,,,-94.0,,-90.6,-139.7,-139.7,,,,-97.0,,False,,,,,False,,False,False,False,,,,False
20197,247,30.0,,0.0,,,,,93.0,,108.3,12.1,5.5,,,,29.0,-217.0,,-247.0,,,,,-154.0,,-138.7,-234.9,-241.5,,,,-218.0,,False,,,,,True,,True,False,False,,,,False
20199,107,54.0,,0.0,,,,,29.0,,221.4,3.1,,,,,18.0,-53.0,,-107.0,,,,,-78.0,,114.4,-103.9,,,,,-89.0,,False,,,,,False,,False,False,,,,,False
20201,314,24.0,,0.0,,,,,55.0,,130.6,12.0,,,,,61.0,-290.0,,-314.0,,,,,-259.0,,-183.4,-302.0,,,,,-253.0,,False,,,,,True,,True,False,,,,,True
20203,129,72.0,,2.0,,,,,42.0,,1130.0,2.0,,,,,55.0,-57.0,,-127.0,,,,,-87.0,,1001.0,-127.0,,,,,-74.0,,False,,,,,False,,False,False,,,,,False
20205,257,54.0,,10.0,,,,,107.0,,742.3,25.0,0.3,19.4,,,224.0,-203.0,,-247.0,,,,,-150.0,,485.3,-232.0,-256.7,-237.6,,,-33.0,,False,,,,,True,,False,False,False,False,,,True
20207,49,6.0,,0.0,,,,,41.0,,105.0,1.9,1.5,,,,1.0,-43.0,,-49.0,,,,,-8.0,,56.0,-47.1,-47.5,,,,-48.0,,False,,,,,True,,False,False,False,,,,False
20209,3880,1392.0,,729.0,,,,,1896.0,,1719.8,756.3,425.8,8.4,516.1,,1498.0,-2488.0,,-3151.0,,,,,-1984.0,,-2160.2,-3123.7,-3454.2,-3871.6,-3363.9,,-2382.0,,False,,,,,True,,True,False,False,False,False,,True
21001,323,282.0,,289.0,,,,,307.0,,282.1,74.9,197.1,0.0,,,118.0,-41.0,,-34.0,,,,,-16.0,,-40.9,-248.1,-125.9,-323.0,,,-205.0,,True,,,,,True,,True,False,False,False,,,False
21003,266,354.0,,325.0,,,,,331.0,,412.8,197.6,121.1,110.9,,,614.0,88.0,,59.0,,,,,65.0,,146.8,-68.4,-144.9,-155.1,,,348.0,,True,,,,,True,,False,True,False,False,,,False
21005,348,120.0,,144.0,,,,,156.0,,369.8,113.7,26.6,127.5,,,170.0,-228.0,,-204.0,,,,,-192.0,,21.8,-234.3,-321.4,-220.5,,,-178.0,,True,,,,,True,,True,False,False,True,,,True
21007,110,18.0,,30.0,,,,,64.0,,110.4,15.5,11.1,,,,69.0,-92.0,,-80.0,,,,,-46.0,,0.4,-94.5,-98.9,,,,-41.0,,True,,,,,True,,True,False,False,,,,True
21009,1040,918.0,,2034.0,,,,,627.0,,1046.9,301.1,606.3,220.1,,,1144.0,-122.0,,994.0,,,,,-413.0,,6.9,-738.9,-433.7,-819.9,,,104.0,,False,,,,,False,,True,False,False,False,,,True
21011,244,66.0,,68.0,,,,,111.0,,82.4,39.6,18.7,14.0,,,272.0,-178.0,,-176.0,,,,,-133.0,,-161.6,-204.4,-225.3,-230.0,,,28.0,,True,,,,,True,,True,False,False,False,,,True
21013,691,426.0,,444.0,,,,,482.0,,303.4,169.4,235.0,2.7,,,310.0,-265.0,,-247.0,,,,,-209.0,,-387.6,-521.6,-456.0,-688.3,,,-381.0,,True,,,,,True,,False,False,False,False,,,False
21015,3286,1104.0,,1990.0,,,,,1335.0,,909.6,849.0,413.6,807.8,746.3,,1176.0,-2182.0,,-1296.0,,,,,-1951.0,,-2376.4,-2436.9,-2872.4,-2478.2,-2539.7,,-2110.0,,True,,,,,True,,False,False,False,False,False,,True
21017,313,210.0,,238.0,,,,,217.0,,466.9,70.7,104.2,106.7,,,194.0,-103.0,,-75.0,,,,,-96.0,,153.9,-242.3,-208.8,-206.3,,,-119.0,,True,,,,,True,,False,False,False,False,,,False
21019,1388,294.0,,337.0,,,,,466.0,,423.4,156.6,91.5,150.7,,,291.0,-1094.0,,-1051.0,,,,,-922.0,,-964.6,-1231.5,-1296.5,-1237.3,,,-1097.0,,True,,,,,True,,True,False,False,False,,,False
21021,758,282.0,,336.0,,,,,345.0,,520.1,77.7,63.7,137.0,,,236.0,-476.0,,-422.0,,,,,-413.0,,-237.9,-680.3,-694.3,-621.0,,,-522.0,,True,,,,,True,,True,False,False,False,,,False
21023,124,108.0,,197.0,,,,,67.0,,363.0,7.2,12.0,,,,273.0,-16.0,,73.0,,,,,-57.0,,239.0,-116.8,-112.0,,,,149.0,,False,,,,,False,,False,False,False,,,,False
21025,275,78.0,,42.0,,,,,176.0,,77.8,49.4,24.0,4.0,,,91.0,-197.0,,-233.0,,,,,-99.0,,-197.2,-225.6,-251.0,-271.0,,,-184.0,,False,,,,,True,,False,False,False,False,,,True
21027,283,90.0,,128.0,,,,,170.0,,388.7,71.2,7.2,61.9,,,203.0,-193.0,,-155.0,,,,,-113.0,,105.7,-211.8,-275.8,-221.1,,,-80.0,,True,,,,,True,,True,False,False,False,,,True
21029,1841,894.0,,681.0,,,,,772.0,,1678.1,506.2,715.6,324.2,569.1,,1181.0,-947.0,,-1160.0,,,,,-1069.0,,-162.9,-1334.8,-1125.4,-1516.8,-1271.9,,-660.0,,False,,,,,False,,True,False,False,False,False,,True
21031,224,84.0,,39.0,,,,,159.0,,108.8,56.2,14.0,6.6,,,59.0,-140.0,,-185.0,,,,,-65.0,,-115.2,-167.8,-210.0,-217.4,,,-165.0,,False,,,,,True,,True,False,False,False,,,False
21033,414,108.0,,128.0,,,,,174.0,,178.5,30.0,16.0,0.2,,,62.0,-306.0,,-286.0,,,,,-240.0,,-235.5,-384.0,-398.0,-413.8,,,-352.0,,True,,,,,True,,True,False,False,False,,,False
21035,978,558.0,,334.0,,,,,394.0,,419.9,203.0,263.7,339.0,,,165.0,-420.0,,-644.0,,,,,-584.0,,-558.1,-775.0,-714.3,-639.0,,,-813.0,,False,,,,,False,,False,False,False,False,,,False
21037,2078,624.0,,782.0,,,,,1090.0,,713.8,416.9,696.3,493.6,271.8,,607.0,-1454.0,,-1296.0,,,,,-988.0,,-1364.2,-1661.1,-1381.7,-1584.4,-1806.2,,-1471.0,,True,,,,,True,,True,False,True,False,False,,False
21039,123,18.0,,27.0,,,,,51.0,,90.0,18.9,0.3,0.0,,,62.0,-105.0,,-96.0,,,,,-72.0,,-33.0,-104.2,-122.7,-123.0,,,-61.0,,True,,,,,True,,True,True,False,False,,,True
21041,166,48.0,,0.0,,,,,170.0,,78.8,17.2,15.5,0.0,,,107.0,-118.0,,-166.0,,,,,4.0,,-87.2,-148.8,-150.5,-166.0,,,-59.0,,False,,,,,True,,True,False,False,False,,,True
21043,528,246.0,,236.0,,,,,269.0,,492.4,152.3,47.4,122.4,,,144.0,-282.0,,-292.0,,,,,-259.0,,-35.6,-375.7,-480.6,-405.6,,,-384.0,,False,,,,,True,,True,False,False,False,,,False
21045,234,138.0,,194.0,,,,,146.0,,149.1,45.4,14.6,1.2,,,399.0,-96.0,,-40.0,,,,,-88.0,,-84.9,-188.6,-219.4,-232.8,,,165.0,,True,,,,,True,,True,False,False,False,,,False
21047,1413,774.0,,704.0,,,,,1034.0,,773.0,422.0,202.1,0.5,560.1,,528.0,-639.0,,-709.0,,,,,-379.0,,-640.0,-991.0,-1210.9,-1412.5,-852.9,,-885.0,,False,,,,,True,,False,False,False,False,False,,False
21049,563,432.0,,636.0,,,,,359.0,,454.7,136.6,160.8,100.1,,,468.0,-131.0,,73.0,,,,,-204.0,,-108.3,-426.4,-402.2,-462.9,,,-95.0,,True,,,,,False,,True,False,False,False,,,True
21051,660,414.0,,498.0,,,,,375.0,,497.8,150.6,391.9,1.2,,,350.0,-246.0,,-162.0,,,,,-285.0,,-162.2,-509.4,-268.1,-658.8,,,-310.0,,True,,,,,False,,True,False,False,False,,,False
21053,221,204.0,,257.0,,,,,217.0,,482.0,52.3,31.9,22.1,,,34.0,-17.0,,36.0,,,,,-4.0,,261.0,-168.7,-189.1,-198.9,,,-187.0,,False,,,,,True,,False,False,False,False,,,False
21055,102,96.0,,31.0,,,,,108.0,,140.2,24.9,8.4,0.0,,,152.0,-6.0,,-71.0,,,,,6.0,,38.2,-77.1,-93.6,-102.0,,,50.0,,False,,,,,False,,False,False,False,False,,,False
21057,114,84.0,,34.0,,,,,88.0,,116.0,12.7,6.2,8.5,,,148.0,-30.0,,-80.0,,,,,-26.0,,2.0,-101.3,-107.8,-105.5,,,34.0,,False,,,,,True,,True,False,False,False,,,False
21059,2155,870.0,,1295.0,,,,,1184.0,,576.8,748.5,658.7,614.3,944.6,,543.0,-1285.0,,-860.0,,,,,-971.0,,-1578.2,-1406.5,-1496.3,-1540.7,-1210.4,,-1612.0,,True,,,,,True,,False,False,False,False,True,,False
21061,241,144.0,,220.0,,,,,108.0,,127.8,41.5,39.2,33.4,,,216.0,-97.0,,-21.0,,,,,-133.0,,-113.2,-199.5,-201.8,-207.6,,,-25.0,,True,,,,,False,,False,False,False,False,,,True
21063,480,732.0,,868.0,,,,,84.0,,248.5,33.5,1499.5,36.9,,,217.0,252.0,,388.0,,,,,-396.0,,-231.5,-446.5,1019.5,-443.1,,,-263.0,,False,,,,,False,,True,False,False,False,,,False
21065,237,120.0,,55.0,,,,,189.0,,150.9,116.9,28.6,0.0,,,77.0,-117.0,,-182.0,,,,,-48.0,,-86.1,-120.1,-208.4,-237.0,,,-160.0,,False,,,,,True,,True,False,False,False,,,False
21067,8560,3120.0,,2869.0,,,,,3760.0,,2588.7,2555.7,1638.8,103.6,1919.0,,942.0,-5440.0,,-5691.0,,,,,-4800.0,,-5971.3,-6004.3,-6921.2,-8456.4,-6641.0,,-7618.0,,False,,,,,True,,False,False,False,False,False,,False
21069,232,348.0,,727.0,,,,,198.0,,1263.3,53.1,270.6,32.1,,,263.0,116.0,,495.0,,,,,-34.0,,1031.3,-178.9,38.6,-199.9,,,31.0,,False,,,,,True,,False,False,True,False,,,True
21071,1026,420.0,,924.0,,,,,329.0,,1012.1,151.2,165.1,108.0,,,699.0,-606.0,,-102.0,,,,,-697.0,,-13.9,-874.8,-860.9,-918.0,,,-327.0,,True,,,,,False,,True,False,False,False,,,True
21073,752,324.0,,193.0,,,,,547.0,,305.1,140.2,63.7,5.6,,,341.0,-428.0,,-559.0,,,,,-205.0,,-446.9,-611.8,-688.3,-746.4,,,-411.0,,False,,,,,True,,False,False,False,False,,,True
21075,84,102.0,,115.0,,,,,79.0,,96.3,42.2,28.3,0.0,,,36.0,18.0,,31.0,,,,,-5.0,,12.3,-41.8,-55.7,-84.0,,,-48.0,,False,,,,,True,,True,False,False,False,,,False
21077,170,78.0,,125.0,,,,,95.0,,133.3,31.6,8.2,24.6,,,110.0,-92.0,,-45.0,,,,,-75.0,,-36.7,-138.4,-161.8,-145.4,,,-60.0,,True,,,,,True,,True,False,False,False,,,True
21079,395,342.0,,526.0,,,,,175.0,,927.0,97.7,342.6,66.6,,,409.0,-53.0,,131.0,,,,,-220.0,,532.0,-297.3,-52.4,-328.4,,,14.0,,False,,,,,False,,False,False,True,False,,,True
21081,604,120.0,,130.0,,,,,253.0,,207.1,60.2,47.8,96.7,,,40.0,-484.0,,-474.0,,,,,-351.0,,-396.9,-543.8,-556.2,-507.3,,,-564.0,,True,,,,,True,,True,False,False,False,,,False
