,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
16085,91,78.0,,68.1,,78.0,0.0,,,,32.4,,125.0,,107.4,,68.4,,,44.0,101.8,,103.0,,,,,,,,,,89.4,-13.0,,-22.9,,-13.0,-91.0,,,,-58.6,,34.0,,16.4,,-22.6,,,-47.0,10.8,,12.0,,,,,,,,,,-1.6,,False,,False,False,,,,False,,False,,False,,False,,,False,True,,True,,,,,,,,,,True
16087,215,189.0,,188.7,,189.0,45.0,,,,85.2,,99.0,,96.8,,70.9,,,322.0,222.7,,292.0,,,,,,,,,,285.0,-26.0,,-26.3,,-26.0,-170.0,,,,-129.8,,-116.0,,-118.2,,-144.1,,,107.0,7.7,,77.0,,,,,,,,,,70.0,,False,,False,False,,,,False,,False,,False,,False,,,False,True,,False,,,,,,,,,,False
17001,1581,2172.0,,2168.3,,2218.0,2235.0,,,,3536.9,,1390.0,,3013.6,,1124.4,3283.0,,3530.0,2319.4,,2546.0,,,,,1841.3,,,,,3143.6,591.0,,587.3,,637.0,654.0,,,,1955.9,,-191.0,,1432.6,,-456.6,1702.0,,1949.0,738.4,,965.0,,,,,260.3,,,,,1562.6,,True,,False,False,,,,False,,True,,False,,True,False,,False,False,,False,,,,,True,,,,,False
17003,62,93.0,,96.1,,85.0,75.0,,,,44.4,,61.0,,100.8,,27.5,,,77.0,108.5,,138.0,,,,,,,,,,85.1,31.0,,34.1,,23.0,13.0,,,,-17.6,,-1.0,,38.8,,-34.5,,,15.0,46.5,,76.0,,,,,,,,,,23.1,,False,,True,True,,,,True,,True,,False,,False,,,True,False,,False,,,,,,,,,,True
17005,381,477.0,,461.6,,453.0,451.0,,,,178.0,,356.0,,1738.2,,139.2,,,498.0,399.8,,522.0,,,,,,,,,,1029.8,96.0,,80.6,,72.0,70.0,,,,-203.0,,-25.0,,1357.2,,-241.8,,,117.0,18.8,,141.0,,,,,,,,,,648.8,,True,,True,True,,,,False,,True,,False,,False,,,False,True,,False,,,,,,,,,,False
17007,1163,1509.0,,1509.8,,1496.0,789.0,,,,2432.4,,1395.0,,1594.3,,979.4,2137.5,,1986.0,1458.4,,1794.0,,,,,1296.6,,,,,1682.1,346.0,,346.8,,333.0,-374.0,,,,1269.4,,232.0,,431.3,,-183.6,974.5,,823.0,295.4,,631.0,,,,,133.6,,,,,519.1,,False,,True,False,,,,False,,True,,False,,True,False,,False,True,,False,,,,,True,,,,,False
17009,133,129.0,,124.9,,140.0,139.0,,,,177.2,,178.0,,253.2,,25.3,,,231.0,113.9,,184.0,,,,,,,,,,193.5,-4.0,,-8.1,,7.0,6.0,,,,44.2,,45.0,,120.2,,-107.7,,,98.0,-19.1,,51.0,,,,,,,,,,60.5,,False,,False,False,,,,False,,False,,False,,False,,,False,False,,False,,,,,,,,,,False
17011,707,1089.0,,1094.1,,1094.0,1412.0,,,,371.2,,795.0,,2958.3,,353.3,1545.0,,1903.5,883.0,,1248.0,,,,,747.2,,,,,1672.3,382.0,,387.1,,387.0,705.0,,,,-335.8,,88.0,,2251.3,,-353.7,838.0,,1196.5,176.0,,541.0,,,,,40.2,,,,,965.3,,False,,False,False,,,,True,,True,,False,,True,False,,False,True,,False,,,,,True,,,,,False
17013,130,120.0,,123.1,,110.0,80.0,,,,67.6,,59.0,,211.5,,63.9,,,224.0,97.8,,140.0,,,,,,,,,,177.1,-10.0,,-6.9,,-20.0,-50.0,,,,-62.4,,-71.0,,81.5,,-66.1,,,94.0,-32.2,,10.0,,,,,,,,,,47.1,,True,,False,False,,,,False,,False,,False,,False,,,False,False,,False,,,,,,,,,,False
17015,270,603.0,,624.0,,572.0,460.0,,,,214.6,,408.0,,525.9,,153.0,,,817.0,572.9,,731.0,,,,,,,,,,1382.1,333.0,,354.0,,302.0,190.0,,,,-55.4,,138.0,,255.9,,-117.0,,,547.0,302.9,,461.0,,,,,,,,,,1112.1,,False,,True,True,,,,True,,True,,True,,True,,,False,True,,False,,,,,,,,,,False
17017,402,429.0,,439.9,,339.0,85.0,,,,161.9,,218.0,,4230.5,,154.2,,,531.0,320.6,,430.0,,,,,,,,,,379.6,27.0,,37.9,,-63.0,-317.0,,,,-240.1,,-184.0,,3828.5,,-247.8,,,129.0,-81.4,,28.0,,,,,,,,,,-22.4,,False,,False,False,,,,False,,False,,False,,False,,,False,False,,False,,,,,,,,,,True
17019,2748,3315.0,,3347.4,,3414.0,2498.0,,,,5619.6,,3560.0,,4280.9,,3195.4,4462.5,,3423.0,3561.9,,4792.0,,,,,1886.5,4611.0,,,,4402.3,567.0,,599.4,,666.0,-250.0,,,,2871.6,,812.0,,1532.9,,447.4,1714.5,,675.0,813.9,,2044.0,,,,,-861.5,1863.0,,,,1654.3,,False,,False,True,,,,False,,False,,False,,True,False,,False,False,,False,,,,,False,False,,,,False
17021,562,975.0,,944.9,,994.0,1562.0,,,,322.8,,855.0,,2262.1,,252.9,1471.0,,2016.0,1012.4,,950.0,,,,,618.4,,,,,1723.2,413.0,,382.9,,432.0,1000.0,,,,-239.2,,293.0,,1700.1,,-309.1,909.0,,1454.0,450.4,,388.0,,,,,56.4,,,,,1161.2,,True,,False,False,,,,True,,True,,False,,True,False,,False,False,,True,,,,,True,,,,,False
17023,270,348.0,,335.2,,341.0,488.0,,,,123.7,,297.0,,2628.1,,144.8,,,339.0,299.1,,584.0,,,,,,,,,,729.4,78.0,,65.2,,71.0,218.0,,,,-146.3,,27.0,,2358.1,,-125.2,,,69.0,29.1,,314.0,,,,,,,,,,459.4,,True,,True,False,,,,False,,True,,False,,False,,,True,True,,False,,,,,,,,,,False
17025,427,414.0,,434.1,,442.0,449.0,,,,201.0,,252.0,,1106.5,,253.3,,,843.0,446.0,,535.0,,,,,,,,,,511.3,-13.0,,7.1,,15.0,22.0,,,,-226.0,,-175.0,,679.5,,-173.7,,,416.0,19.0,,108.0,,,,,,,,,,84.3,,True,,False,False,,,,False,,False,,False,,False,,,False,False,,False,,,,,,,,,,False
17027,1072,1110.0,,1137.1,,1070.0,595.0,,,,1917.0,,782.0,,1807.2,,490.8,1380.0,,1054.0,1066.2,,1144.0,,,,,706.7,,,,,1846.9,38.0,,65.1,,-2.0,-477.0,,,,845.0,,-290.0,,735.2,,-581.2,308.0,,-18.0,-5.8,,72.0,,,,,-365.3,,,,,774.9,,False,,True,False,,,,False,,False,,False,,False,False,,True,True,,False,,,,,False,,,,,False
17029,734,984.0,,993.1,,1070.0,1376.0,,,,2388.2,,1359.0,,962.5,,650.2,1367.0,,1484.0,1139.2,,1449.0,,,,,550.0,,,,,1276.6,250.0,,259.1,,336.0,642.0,,,,1654.2,,625.0,,228.5,,-83.8,633.0,,750.0,405.2,,715.0,,,,,-184.0,,,,,542.6,,False,,False,False,,,,False,,False,,True,,True,False,,False,False,,False,,,,,True,,,,,False
17031,79421,94404.0,,95735.0,172903.6,102390.0,76983.0,,,,51954.8,,81098.0,,142654.9,,64155.5,127422.0,,160234.5,113622.5,,132192.0,,,,,53343.2,102390.0,,,,201690.6,14983.0,,16314.0,93482.6,22969.0,-2438.0,,,,-27466.2,,1677.0,,63233.9,,-15265.5,48001.0,,80813.5,34201.5,,52771.0,,,,,-26077.8,22969.0,,,,122269.6,,False,False,False,True,,,,False,,True,,False,,False,False,,False,False,,False,,,,,False,False,,,,False
17033,388,288.0,,265.1,,275.0,170.0,,,,142.2,,399.0,,694.8,,52.8,,,168.0,268.3,,393.0,,,,,,,,,,381.0,-100.0,,-122.9,,-113.0,-218.0,,,,-245.8,,11.0,,306.8,,-335.2,,,-220.0,-119.7,,5.0,,,,,,,,,,-7.0,,False,,False,False,,,,False,,True,,False,,False,,,False,False,,True,,,,,,,,,,True
17035,236,201.0,,187.2,,201.0,340.0,,,,88.6,,199.0,,616.0,,104.3,,,208.0,181.6,,240.0,,,,,,,,,,336.3,-35.0,,-48.8,,-35.0,104.0,,,,-147.4,,-37.0,,380.0,,-131.7,,,-28.0,-54.4,,4.0,,,,,,,,,,100.3,,False,,False,False,,,,False,,False,,False,,False,,,True,False,,True,,,,,,,,,,False
17037,1526,2028.0,,2051.3,,2154.0,2155.0,,,,3641.6,,2239.0,,2415.9,,1541.6,2744.0,,3368.5,2182.8,,2841.0,,,,,1946.1,,,,,4551.6,502.0,,525.3,,628.0,629.0,,,,2115.6,,713.0,,889.9,,15.6,1218.0,,1842.5,656.8,,1315.0,,,,,420.1,,,,,3025.6,,False,,False,False,,,,False,,False,,False,,True,False,,False,False,,False,,,,,True,,,,,False
17039,186,234.0,,230.4,,232.0,379.0,,,,89.4,,366.0,,1086.8,,169.9,,,184.0,195.1,,366.0,,,,,,,,,,325.3,48.0,,44.4,,46.0,193.0,,,,-96.6,,180.0,,900.8,,-16.1,,,-2.0,9.1,,180.0,,,,,,,,,,139.3,,True,,True,False,,,,False,,False,,False,,True,,,True,True,,False,,,,,,,,,,False
17041,388,390.0,,394.2,,385.0,411.0,,,,203.2,,436.0,,110.7,,160.3,,,264.0,382.7,,299.0,,,,,,,,,,323.0,2.0,,6.2,,-3.0,23.0,,,,-184.8,,48.0,,-277.3,,-227.7,,,-124.0,-5.3,,-89.0,,,,,,,,,,-65.0,,False,,False,False,,,,False,,False,,False,,False,,,False,False,,False,,,,,,,,,,False
17043,15369,15198.0,,15224.3,26686.8,15641.0,12010.0,,,,22411.3,,14895.0,,21100.8,,14664.3,22316.5,,24796.0,17670.9,,21763.0,,,,,12410.0,15753.0,,,,21510.7,-171.0,,-144.7,11317.8,272.0,-3359.0,,,,7042.3,,-474.0,,5731.8,,-704.7,6947.5,,9427.0,2301.9,,6394.0,,,,,-2959.0,384.0,,,,6141.7,,True,False,False,False,,,,False,,False,,False,,False,False,,False,False,,False,,,,,False,False,,,,False
17045,375,255.0,,332.6,,333.0,755.0,,,,119.1,,353.0,,3012.7,,326.1,,,1092.5,265.6,,,,,,,,,,,,192.4,-120.0,,-42.4,,-42.0,380.0,,,,-255.9,,-22.0,,2637.7,,-48.9,,,717.5,-109.4,,,,,,,,,,,,-182.6,,True,,True,False,,,,False,,True,,False,,True,,,False,True,,,,,,,,,,,,False
17047,102,63.0,,63.0,,63.0,56.0,,,,40.2,,65.0,,147.0,,49.9,,,50.0,70.7,,104.0,,,,,,,,,,73.7,-39.0,,-39.0,,-39.0,-46.0,,,,-61.8,,-37.0,,45.0,,-52.1,,,-52.0,-31.3,,2.0,,,,,,,,,,-28.3,,True,,False,False,,,,False,,True,,False,,False,,,False,True,,True,,,,,,,,,,True
17049,1126,984.0,,947.5,,958.0,889.0,,,,437.0,,803.0,,1969.5,,368.6,1645.0,,1927.0,1207.8,,1586.0,,,,,549.7,,,,,1221.9,-142.0,,-178.5,,-168.0,-237.0,,,,-689.0,,-323.0,,843.5,,-757.4,519.0,,801.0,81.8,,460.0,,,,,-576.3,,,,,95.9,,False,,False,False,,,,False,,False,,False,,False,False,,False,True,,False,,,,,False,,,,,True
17051,848,651.0,,628.1,,624.0,272.0,,,,239.9,,589.0,,2930.1,,183.9,,,1009.0,626.8,,937.0,,,,,,,,,,665.3,-197.0,,-219.9,,-224.0,-576.0,,,,-608.1,,-259.0,,2082.1,,-664.1,,,161.0,-221.2,,89.0,,,,,,,,,,-182.7,,False,,False,False,,,,False,,False,,False,,False,,,True,False,,True,,,,,,,,,,True
17053,350,381.0,,359.9,,360.0,557.0,,,,135.8,,305.0,,3079.6,,89.2,,,462.0,284.2,,480.0,,,,,,,,,,281.4,31.0,,9.9,,10.0,207.0,,,,-214.2,,-45.0,,2729.6,,-260.8,,,112.0,-65.8,,130.0,,,,,,,,,,-68.6,,True,,True,False,,,,False,,False,,False,,False,,,False,False,,False,,,,,,,,,,False
17055,704,936.0,,928.5,,919.0,677.0,,,,1197.9,,649.0,,1337.7,,404.7,1067.0,,1751.5,1009.1,,1196.0,,,,,789.4,,,,,920.9,232.0,,224.5,,215.0,-27.0,,,,493.9,,-55.0,,633.7,,-299.3,363.0,,1047.5,305.1,,492.0,,,,,85.4,,,,,216.9,,True,,True,True,,,,False,,True,,False,,False,False,,False,False,,False,,,,,True,,,,,True
17057,673,549.0,,550.5,,575.0,540.0,,,,637.0,,744.0,,407.4,,297.6,1173.0,,611.0,678.2,,766.0,,,,,,,,,,719.4,-124.0,,-122.5,,-98.0,-133.0,,,,-36.0,,71.0,,-265.6,,-375.4,500.0,,-62.0,5.2,,93.0,,,,,,,,,,46.4,,True,,True,False,,,,True,,True,,False,,False,False,,True,True,,True,,,,,,,,,,True
17059,57,87.0,,88.5,,69.0,27.0,,,,32.6,,44.0,,41.5,,46.4,,,87.0,70.6,,,,,,,,,,,,129.2,30.0,,31.5,,12.0,-30.0,,,,-24.4,,-13.0,,-15.5,,-10.6,,,30.0,13.6,,,,,,,,,,,,72.2,,False,,True,False,,,,True,,True,,True,,True,,,False,True,,,,,,,,,,,,False
17061,322,348.0,,312.7,,351.0,608.0,,,,138.3,,293.0,,1608.6,,191.4,,,521.5,331.8,,552.0,,,,,,,,,,491.7,26.0,,-9.3,,29.0,286.0,,,,-183.7,,-29.0,,1286.6,,-130.6,,,199.5,9.8,,230.0,,,,,,,,,,169.7,,True,,False,False,,,,False,,False,,False,,False,,,False,True,,False,,,,,,,,,,False
17063,1134,1422.0,,1363.1,,1603.0,1832.0,,,,1803.7,,1104.0,,3010.7,,832.4,2819.5,,3710.0,1756.2,,2086.0,,,,,1020.9,,,,,1698.6,288.0,,229.1,,469.0,698.0,,,,669.7,,-30.0,,1876.7,,-301.6,1685.5,,2576.0,622.2,,952.0,,,,,-113.1,,,,,564.6,,True,,False,False,,,,False,,True,,False,,False,False,,False,False,,False,,,,,True,,,,,False
17065,151,288.0,,300.2,,297.0,369.0,,,,119.6,,131.0,,1250.0,,146.5,,,472.0,281.6,,347.0,,,,,,,,,,400.1,137.0,,149.2,,146.0,218.0,,,,-31.4,,-20.0,,1099.0,,-4.5,,,321.0,130.6,,196.0,,,,,,,,,,249.1,,False,,False,False,,,,True,,True,,False,,True,,,False,True,,False,,,,,,,,,,False
17067,318,624.0,,640.3,,624.0,477.0,,,,193.1,,312.0,,1811.3,,174.7,,,1432.0,612.4,,865.0,,,,,,,,,,1631.4,306.0,,322.3,,306.0,159.0,,,,-124.9,,-6.0,,1493.3,,-143.3,,,1114.0,294.4,,547.0,,,,,,,,,,1313.4,,False,,False,True,,,,True,,True,,False,,True,,,False,True,,False,,,,,,,,,,False
17069,75,63.0,,58.5,,60.0,48.0,,,,34.6,,32.0,,131.7,,27.2,,,142.0,66.2,,88.0,,,,,,,,,,73.7,-12.0,,-16.5,,-15.0,-27.0,,,,-40.4,,-43.0,,56.7,,-47.8,,,67.0,-8.8,,13.0,,,,,,,,,,-1.3,,False,,False,False,,,,False,,False,,False,,False,,,False,True,,False,,,,,,,,,,True
17071,103,126.0,,123.5,,142.0,85.0,,,,66.3,,150.0,,159.0,,30.2,,,188.0,172.2,,226.0,,,,,,,,,,289.0,23.0,,20.5,,39.0,-18.0,,,,-36.7,,47.0,,56.0,,-72.8,,,85.0,69.2,,123.0,,,,,,,,,,186.0,,True,,False,True,,,,False,,False,,False,,False,,,False,False,,False,,,,,,,,,,False
17073,1231,1263.0,,1195.3,,1283.0,2724.0,,,,409.7,,1231.0,,14941.8,,683.5,2272.0,,3357.5,1345.3,,2078.0,,,,,567.7,,,,,1071.7,32.0,,-35.7,,52.0,1493.0,,,,-821.3,,0.0,,13710.8,,-547.5,1041.0,,2126.5,114.3,,847.0,,,,,-663.3,,,,,-159.3,,False,,False,False,,,,False,,True,,False,,False,False,,False,False,,False,,,,,False,,,,,False
17075,720,1026.0,,961.8,,1057.0,1620.0,,,,349.5,,533.0,,4734.5,,429.5,,,2988.0,1034.3,,1228.0,,,,,,,,,,3160.2,306.0,,241.8,,337.0,900.0,,,,-370.5,,-187.0,,4014.5,,-290.5,,,2268.0,314.3,,508.0,,,,,,,,,,2440.2,,True,,False,False,,,,False,,True,,False,,True,,,False,False,,False,,,,,,,,,,False
17077,813,885.0,,850.2,,895.0,1444.0,,,,1457.6,,783.0,,3026.0,,717.7,906.0,,1212.0,924.4,,1204.0,,,,,541.6,,,,,1375.0,72.0,,37.2,,82.0,631.0,,,,644.6,,-30.0,,2213.0,,-95.3,93.0,,399.0,111.4,,391.0,,,,,-271.4,,,,,562.0,,True,,False,False,,,,False,,True,,False,,False,False,,False,False,,False,,,,,False,,,,,False
17079,242,201.0,,213.1,,201.0,55.0,,,,93.7,,175.0,,866.5,,50.6,,,338.0,212.4,,411.0,,,,,,,,,,97.1,-41.0,,-28.9,,-41.0,-187.0,,,,-148.3,,-67.0,,624.5,,-191.4,,,96.0,-29.6,,169.0,,,,,,,,,,-144.9,,True,,False,False,,,,False,,False,,False,,False,,,False,True,,False,,,,,,,,,,False
17081,690,684.0,,714.2,,749.0,1237.0,,,,278.3,,761.0,,1275.0,,396.3,819.0,,1243.0,696.8,,979.0,,,,,708.4,,,,,965.9,-6.0,,24.2,,59.0,547.0,,,,-411.7,,71.0,,585.0,,-293.7,129.0,,553.0,6.8,,289.0,,,,,18.4,,,,,275.9,,False,,False,False,,,,False,,False,,False,,False,False,,False,False,,False,,,,,False,,,,,False
17083,531,528.0,,503.9,,528.0,1009.0,,,,197.9,,386.0,,4138.7,,251.9,,,1108.5,442.0,,752.0,,,,,,,,,,1611.5,-3.0,,-27.1,,-3.0,478.0,,,,-333.1,,-145.0,,3607.7,,-279.1,,,577.5,-89.0,,221.0,,,,,,,,,,1080.5,,False,,False,False,,,,False,,False,,False,,False,,,False,False,,False,,,,,,,,,,False
17085,308,546.0,,549.8,,536.0,505.0,,,,142.7,,561.0,,1646.1,,207.7,,,434.0,475.7,,682.0,,,,,,,,,,671.8,238.0,,241.8,,228.0,197.0,,,,-165.3,,253.0,,1338.1,,-100.3,,,126.0,167.7,,374.0,,,,,,,,,,363.8,,False,,True,True,,,,True,,False,,False,,True,,,True,True,,False,,,,,,,,,,False
17087,241,234.0,,231.9,,224.0,184.0,,,,449.2,,178.0,,464.5,,91.5,,,212.0,243.4,,288.0,,,,,,,,,,216.6,-7.0,,-9.1,,-17.0,-57.0,,,,208.2,,-63.0,,223.5,,-149.5,,,-29.0,2.4,,47.0,,,,,,,,,,-24.4,,False,,False,False,,,,False,,False,,False,,False,,,False,True,,False,,,,,,,,,,False
17089,8847,10494.0,,11083.4,19533.8,12727.0,12991.0,,,,14887.4,,10442.0,,16304.1,,9772.6,16575.5,,16944.0,11915.7,,14656.0,,,,,8639.9,13654.0,,,,16674.2,1647.0,,2236.4,10686.8,3880.0,4144.0,,,,6040.4,,1595.0,,7457.1,,925.6,7728.5,,8097.0,3068.7,,5809.0,,,,,-207.1,4807.0,,,,7827.2,,False,False,False,False,,,,False,,True,,False,,True,False,,False,False,,False,,,,,True,False,,,,False
17091,3054,4383.0,,4433.1,,5197.0,5827.0,,,,5470.9,,2375.0,,9292.1,,2548.8,6949.0,,12683.5,5891.6,,6103.0,,,,,2567.6,,,,,8573.8,1329.0,,1379.1,,2143.0,2773.0,,,,2416.9,,-679.0,,6238.1,,-505.2,3895.0,,9629.5,2837.6,,3049.0,,,,,-486.4,,,,,5519.8,,False,,False,False,,,,False,,True,,False,,True,False,,False,False,,False,,,,,True,,,,,False
17093,2143,2682.0,,2750.0,,2907.0,2822.0,,,,3831.1,,2232.0,,6105.7,,2485.9,4433.0,,6547.0,3231.2,,3759.0,,,,,2137.0,4803.0,,,,3068.0,539.0,,607.0,,764.0,679.0,,,,1688.1,,89.0,,3962.7,,342.9,2290.0,,4404.0,1088.2,,1616.0,,,,,-6.0,2660.0,,,,925.0,,False,,False,False,,,,False,,True,,False,,True,False,,False,False,,False,,,,,True,False,,,,False
17095,1007,1059.0,,1022.6,,1159.0,1172.0,,,,1541.1,,1325.0,,1269.9,,746.0,1460.5,,1094.0,1165.4,,1453.0,,,,,1076.1,,,,,1953.0,52.0,,15.6,,152.0,165.0,,,,534.1,,318.0,,262.9,,-261.0,453.5,,87.0,158.4,,446.0,,,,,69.1,,,,,946.0,,True,,False,False,,,,False,,False,,False,,False,False,,False,False,,False,,,,,False,,,,,False
17097,9896,12819.0,,12431.8,24920.2,17184.0,17864.0,,,,15559.5,,14949.0,,22115.9,,13433.1,18584.0,,23848.5,16404.3,,17801.0,,,,,7017.0,18522.0,,,,17341.5,2923.0,,2535.8,15024.2,7288.0,7968.0,,,,5663.5,,5053.0,,12219.9,,3537.1,8688.0,,13952.5,6508.3,,7905.0,,,,,-2879.0,8626.0,,,,7445.5,,True,False,False,False,,,,False,,False,,False,,False,False,,False,False,,False,,,,,True,False,,,,False
17099,2169,3207.0,,3225.3,,3512.0,4079.0,,,,5178.9,,2419.0,,6941.4,,2286.8,5219.5,,6724.0,3579.0,,4329.0,,,,,2514.0,,,,,3387.8,1038.0,,1056.3,,1343.0,1910.0,,,,3009.9,,250.0,,4772.4,,117.8,3050.5,,4555.0,1410.0,,2160.0,,,,,345.0,,,,,1218.8,,False,,False,False,,,,False,,True,,False,,True,False,,False,False,,False,,,,,True,,,,,False
17101,655,420.0,,408.2,,420.0,754.0,,,,136.9,,333.0,,1954.5,,284.2,,,843.0,328.5,,515.0,,,,,,,,,,1206.4,-235.0,,-246.8,,-235.0,99.0,,,,-518.1,,-322.0,,1299.5,,-370.8,,,188.0,-326.5,,-140.0,,,,,,,,,,551.4,,False,,False,True,,,,False,,False,,False,,False,,,True,False,,True,,,,,,,,,,False
17103,804,843.0,,809.6,,871.0,921.0,,,,268.5,,1064.0,,690.6,,343.9,1513.5,,1072.0,822.9,,1146.0,,,,,883.1,,,,,1862.5,39.0,,5.6,,67.0,117.0,,,,-535.5,,260.0,,-113.4,,-460.1,709.5,,268.0,18.9,,342.0,,,,,79.1,,,,,1058.5,,True,,False,False,,,,False,,False,,False,,False,False,,False,True,,False,,,,,False,,,,,False
17105,899,1536.0,,1583.2,,1593.0,2144.0,,,,500.7,,837.0,,8291.3,,569.5,3688.0,,3454.0,1552.8,,1871.0,,,,,1250.8,,,,,3808.8,637.0,,684.2,,694.0,1245.0,,,,-398.3,,-62.0,,7392.3,,-329.5,2789.0,,2555.0,653.8,,972.0,,,,,351.8,,,,,2909.8,,False,,False,False,,,,True,,True,,False,,True,False,,False,False,,False,,,,,True,,,,,False
17107,829,867.0,,853.9,,879.0,1461.0,,,,281.0,,627.0,,2365.4,,415.9,,,1949.0,887.5,,1120.0,,,,,,,,,,1378.0,38.0,,24.9,,50.0,632.0,,,,-548.0,,-202.0,,1536.4,,-413.1,,,1120.0,58.5,,291.0,,,,,,,,,,549.0,,True,,False,False,,,,False,,False,,False,,False,,,False,False,,False,,,,,,,,,,False
17109,422,738.0,,708.3,,781.0,1032.0,,,,276.4,,556.0,,1536.3,,379.5,912.0,,1370.5,801.9,,1148.0,,,,,445.1,,,,,1385.4,316.0,,286.3,,359.0,610.0,,,,-145.6,,134.0,,1114.3,,-42.5,490.0,,948.5,379.9,,726.0,,,,,23.1,,,,,963.4,,True,,False,False,,,,True,,True,,False,,True,False,,False,False,,False,,,,,True,,,,,False
17111,4280,6522.0,,6717.2,,6903.0,7223.0,,,,8538.1,,5857.0,,16721.0,,5721.5,10014.5,,12844.0,6667.0,,9043.0,,,,,4782.4,7987.0,,,,14711.9,2242.0,,2437.2,,2623.0,2943.0,,,,4258.1,,1577.0,,12441.0,,1441.5,5734.5,,8564.0,2387.0,,4763.0,,,,,502.4,3707.0,,,,10431.9,,False,,False,False,,,,False,,True,,False,,True,False,,False,False,,False,,,,,True,False,,,,False
17113,2783,3360.0,,3178.9,,3508.0,3987.0,,,,5602.4,,3079.0,,20464.8,,2169.2,4968.0,,5554.5,2785.8,,4542.0,,,,,1944.3,5134.0,,,,5223.1,577.0,,395.9,,725.0,1204.0,,,,2819.4,,296.0,,17681.8,,-613.8,2185.0,,2771.5,2.8,,1759.0,,,,,-838.7,2351.0,,,,2440.1,,True,,False,False,,,,False,,True,,False,,False,False,,False,True,,False,,,,,False,False,,,,False
17115,1861,2283.0,,2276.7,,2276.0,2240.0,,,,5570.4,,2276.0,,1758.0,,1540.0,3562.5,,2477.0,2234.7,,2282.0,,,,,2237.7,,,,,3632.2,422.0,,415.7,,415.0,379.0,,,,3709.4,,415.0,,-103.0,,-321.0,1701.5,,616.0,373.7,,421.0,,,,,376.7,,,,,1771.2,,True,,True,True,,,,False,,True,,True,,True,False,,False,True,,True,,,,,True,,,,,False
17117,1037,1212.0,,1205.0,,1222.0,2011.0,,,,393.3,,855.0,,10182.0,,608.7,1664.5,,2134.5,1172.6,,1524.0,,,,,731.4,,,,,2282.5,175.0,,168.0,,185.0,974.0,,,,-643.7,,-182.0,,9145.0,,-428.3,627.5,,1097.5,135.6,,487.0,,,,,-305.6,,,,,1245.5,,True,,False,False,,,,False,,False,,False,,False,False,,False,True,,False,,,,,False,,,,,False
