,actual_deaths,Baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-baseline,COVIDhub-ensemble,CU-select,Caltech-CS156,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,GT-DeepCOVID,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_CritData-GBCF,MOBS-GLEAM_COVID,MSRA-DeepST,NotreDame-FRED,NotreDame-mobility,OliverWyman-Navigator,PSI-DRAFT,QJHong-Encounter,RPI_UW-Mob_Collision,RobertWalraven-ESG,STH-3PU,SteveMcConnell-CovidComplete,TTU-squider,UA-EpiCovDA,UCLA-SuEIR,UCM_MESALab-FoGSEIR,UCSB-ACTS,UCSD_NEU-DeepGLEAM,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,USC-SI_kJalpha_RF,UT-Mobility,WalmartLabsML-LogForecasting,epiforecasts-ensemble1,error-Baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-baseline,error-COVIDhub-ensemble,error-CU-select,error-Caltech-CS156,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-GT-DeepCOVID,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_CritData-GBCF,error-MOBS-GLEAM_COVID,error-MSRA-DeepST,error-NotreDame-FRED,error-NotreDame-mobility,error-OliverWyman-Navigator,error-PSI-DRAFT,error-QJHong-Encounter,error-RPI_UW-Mob_Collision,error-RobertWalraven-ESG,error-STH-3PU,error-SteveMcConnell-CovidComplete,error-TTU-squider,error-UA-EpiCovDA,error-UCLA-SuEIR,error-UCM_MESALab-FoGSEIR,error-UCSB-ACTS,error-UCSD_NEU-DeepGLEAM,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-USC-SI_kJalpha_RF,error-UT-Mobility,error-WalmartLabsML-LogForecasting,error-epiforecasts-ensemble1,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-baseline,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Caltech-CS156,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-GT-DeepCOVID,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_CritData-GBCF,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-MSRA-DeepST,beat_baseline-NotreDame-FRED,beat_baseline-NotreDame-mobility,beat_baseline-OliverWyman-Navigator,beat_baseline-PSI-DRAFT,beat_baseline-QJHong-Encounter,beat_baseline-RPI_UW-Mob_Collision,beat_baseline-RobertWalraven-ESG,beat_baseline-STH-3PU,beat_baseline-SteveMcConnell-CovidComplete,beat_baseline-TTU-squider,beat_baseline-UA-EpiCovDA,beat_baseline-UCLA-SuEIR,beat_baseline-UCM_MESALab-FoGSEIR,beat_baseline-UCSB-ACTS,beat_baseline-UCSD_NEU-DeepGLEAM,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-USC-SI_kJalpha_RF,beat_baseline-UT-Mobility,beat_baseline-WalmartLabsML-LogForecasting,beat_baseline-epiforecasts-ensemble1
New York,34296,33857.9,33704.9,33773.9,33931.0,33824.9,33838.0,34017.0,33922.1,33724.0,33892.7,34014.0,33743.1,33670.7,33763.6,,33863.0,33777.6,34026.9,33881.0,33877.7,33852.5,33876.5,33765.0,33932.1,33946.0,33856.7,33851.7,,33776.1,33857.0,33670.0,,33648.2,33604.4,,33848.0,34794.1,33856.0,33615.7,,33729.2,33880.5,33984.0,33922.3,33862.0,33774.8,33840.0,34517.6,33698.0,-221.1,-374.1,-305.1,-148.0,-254.1,-241.0,-62.0,-156.9,-355.0,-186.3,-65.0,-335.9,-408.3,-315.4,,-216.0,-301.4,-52.1,-198.0,-201.3,-226.5,-202.5,-314.0,-146.9,-133.0,-222.3,-227.3,,-302.9,-222.0,-409.0,,-430.8,-474.6,,-231.0,715.1,-223.0,-463.3,,-349.8,-198.5,-95.0,-156.7,-217.0,-304.2,-239.0,438.6,-381.0,False,False,True,False,False,True,True,False,True,True,False,False,False,,True,False,True,True,True,False,True,False,True,True,False,False,,False,False,False,,False,False,,False,False,False,False,,False,True,True,True,True,False,False,False,False
North Carolina,5005,5028.7,5380.0,5094.3,4908.0,5080.6,5050.0,5238.0,5005.9,5113.0,5105.7,4846.0,4926.4,5038.4,5045.2,,4981.0,5128.7,4860.3,5157.0,4787.5,4941.5,5226.1,5313.0,5088.1,5000.0,5283.8,5060.5,,4734.3,5205.6,4978.0,,4960.3,4658.6,,5153.0,4682.0,5125.0,5023.2,,5240.1,5291.6,5030.0,4947.0,5163.0,5006.9,5023.0,4735.2,5010.0,23.7,375.0,89.3,-97.0,75.6,45.0,233.0,0.9,108.0,100.7,-159.0,-78.6,33.4,40.2,,-24.0,123.7,-144.7,152.0,-217.5,-63.5,221.1,308.0,83.1,-5.0,278.8,55.5,,-270.7,200.6,-27.0,,-44.7,-346.4,,148.0,-323.0,120.0,18.2,,235.1,286.6,25.0,-58.0,158.0,1.9,18.0,-269.8,5.0,False,False,False,False,False,False,True,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,False,,False,False,,False,False,False,True,,False,False,False,False,False,True,True,False,True
North Dakota,840,745.3,669.6,760.9,748.0,752.0,765.0,664.0,777.6,862.0,893.7,678.0,797.1,817.2,879.8,,746.0,868.0,750.1,758.0,563.8,785.0,873.7,754.0,817.2,729.0,783.9,774.1,,874.2,843.7,704.0,,,559.6,,777.0,700.9,754.0,685.0,,835.2,798.5,817.0,765.7,816.0,754.6,721.5,631.3,745.0,-94.7,-170.4,-79.1,-92.0,-88.0,-75.0,-176.0,-62.4,22.0,53.7,-162.0,-42.9,-22.8,39.8,,-94.0,28.0,-89.9,-82.0,-276.2,-55.0,33.7,-86.0,-22.8,-111.0,-56.1,-65.9,,34.2,3.7,-136.0,,,-280.4,,-63.0,-139.1,-86.0,-155.0,,-4.8,-41.5,-23.0,-74.3,-24.0,-85.4,-118.5,-208.7,-95.0,False,True,True,True,True,False,True,True,True,False,True,True,True,,True,True,True,True,False,True,True,True,True,False,True,True,,True,True,False,,,False,,True,False,True,False,,True,True,True,True,True,True,False,False,False
Ohio,5984,5580.1,6673.4,5636.4,5849.0,5586.2,5752.0,6538.0,5801.4,5851.0,5721.2,5729.0,5546.8,5782.8,6007.6,,5884.0,5595.9,5858.0,5788.0,5787.9,5597.5,5917.5,5836.0,5859.7,5846.0,5725.6,5873.5,6580.0,5546.7,5746.3,5690.0,,5670.9,5705.2,,5733.0,5775.4,5807.0,5542.1,,5833.8,5729.7,6020.0,5701.3,5737.0,5609.7,5609.0,5565.5,5797.0,-403.9,689.4,-347.6,-135.0,-397.8,-232.0,554.0,-182.6,-133.0,-262.8,-255.0,-437.2,-201.2,23.6,,-100.0,-388.1,-126.0,-196.0,-196.1,-386.5,-66.5,-148.0,-124.3,-138.0,-258.4,-110.5,596.0,-437.3,-237.7,-294.0,,-313.1,-278.8,,-251.0,-208.6,-177.0,-441.9,,-150.2,-254.3,36.0,-282.7,-247.0,-374.3,-375.0,-418.5,-187.0,False,True,True,True,True,False,True,True,True,True,False,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,,True,True,,True,True,True,False,,True,True,True,True,True,True,True,False,True
Oklahoma,1624,1619.3,1693.1,1619.4,1658.0,1612.9,1612.0,1453.0,1625.3,1621.0,1606.1,1590.0,1568.2,1551.3,1619.2,,1631.0,1582.9,1505.7,1687.0,1509.7,1598.5,1619.6,1700.0,1631.0,1673.0,1631.0,1621.8,,1532.3,1682.1,1606.0,,,1425.9,,1613.0,1565.4,1606.0,1584.2,,1682.0,1644.3,1564.0,1604.8,1613.0,1603.3,1637.5,1471.4,1593.0,-4.7,69.1,-4.6,34.0,-11.1,-12.0,-171.0,1.3,-3.0,-17.9,-34.0,-55.8,-72.7,-4.8,,7.0,-41.1,-118.3,63.0,-114.3,-25.5,-4.4,76.0,7.0,49.0,7.0,-2.2,,-91.7,58.1,-18.0,,,-198.1,,-11.0,-58.6,-18.0,-39.8,,58.0,20.3,-60.0,-19.2,-11.0,-20.7,13.5,-152.6,-31.0,False,True,False,False,False,False,True,True,False,False,False,False,False,,False,False,False,False,False,False,True,False,False,False,False,True,,False,False,False,,,False,,False,False,False,False,,False,False,False,False,False,False,False,False,False
Oregon,819,799.6,814.5,798.0,777.0,797.0,797.0,813.0,803.8,789.0,799.8,761.0,775.8,794.9,793.3,,783.0,779.8,775.2,822.0,826.3,788.5,816.0,884.0,793.6,830.0,800.0,798.9,,724.0,803.3,771.0,,,734.3,,812.0,835.9,804.0,762.5,,824.7,814.0,818.0,777.1,827.0,797.7,791.0,745.2,824.0,-19.4,-4.5,-21.0,-42.0,-22.0,-22.0,-6.0,-15.2,-30.0,-19.2,-58.0,-43.2,-24.1,-25.7,,-36.0,-39.2,-43.8,3.0,7.3,-30.5,-3.0,65.0,-25.4,11.0,-19.0,-20.1,,-95.0,-15.7,-48.0,,,-84.7,,-7.0,16.9,-15.0,-56.5,,5.7,-5.0,-1.0,-41.9,8.0,-21.3,-28.0,-73.8,5.0,True,False,False,False,False,True,True,False,True,False,False,False,False,,False,False,False,True,True,False,True,False,False,True,True,False,,False,True,False,,,False,,True,True,True,False,,True,True,True,False,True,False,False,False,True
Pennsylvania,9775,9248.7,9539.4,9342.8,9334.0,9292.2,9447.0,9741.0,9436.4,9721.0,9630.1,9333.0,9278.6,9502.2,9651.3,,9390.0,9526.2,9519.4,9357.0,9247.3,9312.0,9650.7,9423.0,9390.0,9313.0,9480.6,9420.7,,9588.0,9444.7,9298.0,,9322.2,9126.4,,9454.0,9251.1,9484.0,9170.1,,9453.2,9492.1,9472.0,9337.9,9500.0,9362.9,9278.0,9066.1,9250.0,-526.3,-235.6,-432.2,-441.0,-482.8,-328.0,-34.0,-338.6,-54.0,-144.9,-442.0,-496.4,-272.8,-123.7,,-385.0,-248.8,-255.6,-418.0,-527.7,-463.0,-124.3,-352.0,-385.0,-462.0,-294.4,-354.3,,-187.0,-330.3,-477.0,,-452.8,-648.6,,-321.0,-523.9,-291.0,-604.9,,-321.8,-282.9,-303.0,-437.1,-275.0,-412.1,-497.0,-708.9,-525.0,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,False,True,True,True,True,True,True,True,,True,True,True,,True,False,,True,True,True,False,,True,True,True,True,True,True,True,False,True
Rhode Island,1294,1269.6,1306.5,1273.5,1270.0,1274.5,1304.0,1318.0,1245.1,1416.0,1404.6,1305.0,1346.4,1289.7,1290.4,,1284.0,1325.2,1340.1,1259.0,1260.9,1264.0,1359.2,1345.0,1271.5,1255.0,1280.5,1318.3,,1319.3,1289.5,1260.0,,,1226.4,,1316.0,1447.5,1344.0,1251.0,,1302.9,1295.3,1330.0,1279.3,1306.0,1279.4,1277.0,1198.2,1274.0,-24.4,12.5,-20.5,-24.0,-19.5,10.0,24.0,-48.9,122.0,110.6,11.0,52.4,-4.3,-3.6,,-10.0,31.2,46.1,-35.0,-33.1,-30.0,65.2,51.0,-22.5,-39.0,-13.5,24.3,,25.3,-4.5,-34.0,,,-67.6,,22.0,153.5,50.0,-43.0,,8.9,1.3,36.0,-14.7,12.0,-14.6,-17.0,-95.8,-20.0,True,True,True,True,True,True,False,False,False,True,False,True,True,,True,False,False,False,False,False,False,False,True,False,True,True,,False,True,False,,,False,,True,False,False,False,,True,True,False,True,True,True,True,False,True
South Carolina,4274,4318.9,4785.6,4342.7,4283.0,4361.2,4333.0,4337.0,4296.2,4631.0,4326.4,4169.0,4212.9,4315.3,4328.0,,4337.0,4232.6,4283.2,4362.0,4093.2,4304.5,4323.0,4610.0,4316.1,4239.0,4326.7,4298.8,,4143.7,4367.0,4173.0,,4334.4,4439.0,,4377.0,4465.5,4417.0,4296.0,,4569.6,4343.7,4313.0,4384.2,4404.0,4280.5,4302.5,4181.9,4343.0,44.9,511.6,68.7,9.0,87.2,59.0,63.0,22.2,357.0,52.4,-105.0,-61.1,41.3,54.0,,63.0,-41.4,9.2,88.0,-180.8,30.5,49.0,336.0,42.1,-35.0,52.7,24.8,,-130.3,93.0,-101.0,,60.4,165.0,,103.0,191.5,143.0,22.0,,295.6,69.7,39.0,110.2,130.0,6.5,28.5,-92.1,69.0,False,False,True,False,False,False,True,False,False,False,False,True,False,,False,True,True,False,False,True,False,False,True,True,False,True,,False,False,False,,False,False,,False,False,False,True,,False,False,True,False,False,True,True,False,False
South Dakota,777,614.1,661.3,600.1,626.0,602.0,660.0,589.0,621.0,705.0,681.5,613.0,665.6,630.4,702.0,,600.0,658.6,643.5,658.0,453.3,600.5,696.0,670.0,680.8,655.0,679.0,656.3,,695.1,682.9,693.0,,,580.9,,675.0,567.1,697.0,549.3,,639.9,693.8,703.0,677.4,683.0,622.6,853.0,495.5,624.0,-162.9,-115.7,-176.9,-151.0,-175.0,-117.0,-188.0,-156.0,-72.0,-95.5,-164.0,-111.4,-146.6,-75.0,,-177.0,-118.4,-133.5,-119.0,-323.7,-176.5,-81.0,-107.0,-96.2,-122.0,-98.0,-120.7,,-81.9,-94.1,-84.0,,,-196.1,,-102.0,-209.9,-80.0,-227.7,,-137.1,-83.2,-74.0,-99.6,-94.0,-154.4,76.0,-281.5,-153.0,True,False,True,False,True,False,True,True,True,False,True,True,True,,False,True,True,True,False,False,True,True,True,True,True,True,,True,True,True,,,False,,True,False,True,False,,True,True,True,True,True,True,True,False,True
Tennessee,4211,3987.3,4262.8,4074.1,4091.0,4112.2,4076.0,4094.0,3993.8,4466.0,4253.8,3817.0,3947.3,3986.4,4294.5,,3907.0,4207.4,3950.6,4122.0,3722.7,4055.5,4269.2,4013.0,3987.9,3941.0,4289.2,4040.6,,3727.2,4114.5,3991.0,,4076.4,4642.7,,4277.0,3029.6,3731.0,4151.1,,4034.2,4310.1,4226.0,4004.0,4184.0,3994.0,3943.0,3627.8,4099.0,-223.7,51.8,-136.9,-120.0,-98.8,-135.0,-117.0,-217.2,255.0,42.8,-394.0,-263.7,-224.6,83.5,,-304.0,-3.6,-260.4,-89.0,-488.3,-155.5,58.2,-198.0,-223.1,-270.0,78.2,-170.4,,-483.8,-96.5,-220.0,,-134.6,431.7,,66.0,-1181.4,-480.0,-59.9,,-176.8,99.1,15.0,-207.0,-27.0,-217.0,-268.0,-583.2,-112.0,True,True,True,True,True,True,True,False,True,False,False,False,True,,False,True,False,True,False,True,True,True,True,False,True,True,,False,True,True,,True,False,,True,False,False,True,,True,True,True,True,True,True,False,False,True
Texas,20903,20064.9,19955.8,20060.9,20078.0,20113.6,20206.0,21248.0,19974.2,20953.0,20123.4,19527.0,19645.2,20705.0,21219.3,,20190.0,20271.7,20320.2,20147.0,19484.4,19048.0,20601.9,20221.0,20170.6,19738.0,20639.8,20140.8,,20142.0,20452.6,21138.0,,20521.9,19163.9,24370.0,20489.0,20310.9,20172.0,20197.4,,19670.9,20631.1,20319.0,20344.9,20767.0,19820.0,19766.5,19623.6,19796.0,-839.1,-948.2,-843.1,-826.0,-790.4,-698.0,344.0,-929.8,49.0,-780.6,-1377.0,-1258.8,-199.0,315.3,,-714.0,-632.3,-583.8,-757.0,-1419.6,-1856.0,-302.1,-683.0,-733.4,-1166.0,-264.2,-763.2,,-762.0,-451.4,234.0,,-382.1,-1740.1,3466.0,-415.0,-593.1,-732.0,-706.6,,-1233.1,-272.9,-585.0,-559.1,-137.0,-1084.0,-1137.5,-1280.4,-1108.0,False,False,True,True,True,True,False,True,True,False,False,True,True,,True,True,True,True,False,False,True,True,True,False,True,True,,True,True,True,,True,False,False,True,True,True,True,,False,True,True,True,True,False,False,False,False
Utah,787,734.0,709.5,714.8,821.0,712.0,740.0,741.0,766.8,673.0,858.1,676.0,756.6,715.1,586.5,,743.0,742.0,556.5,562.0,683.5,714.0,731.7,698.0,854.1,731.0,755.7,770.3,,740.4,750.1,747.0,,,640.7,,739.0,752.2,752.0,724.3,,748.6,769.7,765.0,674.6,734.0,712.0,719.0,514.3,719.0,-53.0,-77.5,-72.2,34.0,-75.0,-47.0,-46.0,-20.2,-114.0,71.1,-111.0,-30.4,-71.9,-200.5,,-44.0,-45.0,-230.5,-225.0,-103.5,-73.0,-55.3,-89.0,67.1,-56.0,-31.3,-16.7,,-46.6,-36.9,-40.0,,,-146.3,,-48.0,-34.8,-35.0,-62.7,,-38.4,-17.3,-22.0,-112.4,-53.0,-75.0,-68.0,-272.7,-68.0,False,False,True,False,True,True,True,False,False,False,True,False,False,,True,True,False,False,False,False,False,False,False,False,True,True,,True,True,True,,,False,,True,True,True,False,,True,True,True,False,False,False,False,False,False
Vermont,63,58.0,58.1,58.0,60.0,58.0,59.0,59.0,59.4,58.0,58.4,60.0,60.0,,60.4,,58.0,58.0,58.7,62.0,65.3,58.0,59.7,58.0,58.0,80.0,58.0,74.5,,60.7,58.0,58.0,,,58.0,,61.0,59.2,67.0,58.3,,58.2,73.1,60.0,59.6,58.0,58.7,59.0,57.9,,-5.0,-4.9,-5.0,-3.0,-5.0,-4.0,-4.0,-3.6,-5.0,-4.6,-3.0,-3.0,,-2.6,,-5.0,-5.0,-4.3,-1.0,2.3,-5.0,-3.3,-5.0,-5.0,17.0,-5.0,11.5,,-2.3,-5.0,-5.0,,,-5.0,,-2.0,-3.8,4.0,-4.7,,-4.8,10.1,-3.0,-3.4,-5.0,-4.3,-4.0,-5.1,,True,False,True,False,True,True,True,False,True,True,True,,True,,False,False,True,True,True,False,True,False,False,False,True,False,,True,False,False,,,False,,True,True,True,True,,True,False,True,True,False,True,True,False,
Virginia,3938,3872.1,4464.0,3910.9,3993.0,3882.1,3963.0,4258.0,3930.2,3999.0,3914.2,3782.0,3858.0,3969.6,3973.7,,4045.0,3898.6,4009.7,4041.0,3955.8,3942.5,4018.3,3962.0,3952.1,4062.0,3934.0,3987.9,,3864.7,3947.3,4058.0,,4172.1,3984.7,,3947.0,3820.1,4003.0,3796.3,,4260.5,3942.1,4020.0,3976.0,4034.0,3950.1,3829.0,3865.3,3951.0,-65.9,526.0,-27.1,55.0,-55.9,25.0,320.0,-7.8,61.0,-23.8,-156.0,-80.0,31.6,35.7,,107.0,-39.4,71.7,103.0,17.8,4.5,80.3,24.0,14.1,124.0,-4.0,49.9,,-73.3,9.3,120.0,,234.1,46.7,,9.0,-117.9,65.0,-141.7,,322.5,4.1,82.0,38.0,96.0,12.1,-109.0,-72.7,13.0,False,True,True,True,True,False,True,True,True,False,False,True,True,,False,True,False,False,True,True,False,True,True,False,True,True,,False,True,False,,False,True,,True,False,True,False,,False,True,False,True,False,True,False,False,True
Washington,2619,2566.0,2609.8,2573.6,2561.0,2576.1,2579.0,2653.0,2580.0,2593.0,2567.2,2492.0,2495.2,2539.7,2585.3,,2601.0,2615.3,2556.1,2565.0,2553.4,2555.5,2596.8,2607.0,2524.6,2573.0,2675.7,2573.4,,2491.4,2619.9,2624.0,,2574.9,2555.6,,2611.0,2635.4,2577.0,2590.6,,2573.1,2670.0,2579.0,2546.4,2574.0,2583.7,2536.0,2472.7,2609.0,-53.0,-9.2,-45.4,-58.0,-42.9,-40.0,34.0,-39.0,-26.0,-51.8,-127.0,-123.8,-79.3,-33.7,,-18.0,-3.7,-62.9,-54.0,-65.6,-63.5,-22.2,-12.0,-94.4,-46.0,56.7,-45.6,,-127.6,0.9,5.0,,-44.1,-63.4,,-8.0,16.4,-42.0,-28.4,,-45.9,51.0,-40.0,-72.6,-45.0,-35.3,-83.0,-146.3,-10.0,True,True,False,True,True,True,True,True,True,False,False,False,True,,True,True,False,False,False,False,True,True,False,True,False,True,,False,True,True,,True,False,,True,True,True,True,,True,True,True,False,True,True,False,False,True
West Virginia,658,560.0,605.1,560.6,541.0,564.0,563.0,593.0,575.3,604.0,520.9,561.0,518.9,546.1,542.5,,562.0,554.0,560.4,592.0,540.6,538.0,577.5,595.0,563.0,599.0,565.0,,,535.5,602.5,526.0,,,467.8,,589.0,649.1,584.0,567.2,,525.8,580.2,566.0,540.8,608.0,558.0,542.0,504.3,565.0,-98.0,-52.9,-97.4,-117.0,-94.0,-95.0,-65.0,-82.7,-54.0,-137.1,-97.0,-139.1,-111.9,-115.5,,-96.0,-104.0,-97.6,-66.0,-117.4,-120.0,-80.5,-63.0,-95.0,-59.0,-93.0,,,-122.5,-55.5,-132.0,,,-190.2,,-69.0,-8.9,-74.0,-90.8,,-132.2,-77.8,-92.0,-117.2,-50.0,-100.0,-116.0,-153.7,-93.0,True,True,False,True,True,True,True,True,False,True,False,False,False,,True,False,True,True,False,False,True,True,True,True,True,,,False,True,False,,,False,,True,True,True,True,,False,True,True,False,True,False,False,False,True
Wisconsin,3143,2815.6,3103.4,2822.3,2965.0,2814.1,2887.0,2825.0,2804.3,3140.0,2829.4,2451.0,2949.0,,2926.3,,2631.0,2910.7,2684.2,2917.0,2453.3,2865.5,3082.9,3408.0,2989.3,2711.0,3100.1,,2446.5,2471.4,3054.1,2855.0,,2440.1,2377.3,,3074.0,2857.4,2776.0,2752.1,,2962.1,3128.7,2658.0,3585.0,3055.0,2700.7,3059.0,2226.4,2935.0,-11.4,276.4,-4.7,138.0,-12.9,60.0,-2.0,-22.7,313.0,2.4,-376.0,122.0,,99.3,,-196.0,83.7,-142.8,90.0,-373.7,38.5,255.9,581.0,162.3,-116.0,273.1,,-380.5,-355.6,227.1,28.0,,-386.9,-449.7,,247.0,30.4,-51.0,-74.9,,135.1,301.7,-169.0,758.0,228.0,-126.3,232.0,-600.6,108.0,False,True,False,False,False,True,False,False,True,False,False,,False,,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,False,False,,False,False,False,False,,False,False,False,False,False,False,False,False,False
Wyoming,176,141.3,203.5,144.1,141.0,144.0,144.0,149.0,168.3,190.0,138.3,116.0,115.2,135.0,157.2,,145.0,147.5,142.7,136.0,110.7,115.5,158.8,111.0,119.3,171.0,179.0,,,109.1,139.2,144.0,,,170.7,,171.0,167.7,154.0,104.0,,147.3,193.7,135.0,99.0,164.0,138.2,128.0,87.1,140.0,-34.7,27.5,-31.9,-35.0,-32.0,-32.0,-27.0,-7.7,14.0,-37.7,-60.0,-60.8,-41.0,-18.8,,-31.0,-28.5,-33.3,-40.0,-65.3,-60.5,-17.2,-65.0,-56.7,-5.0,3.0,,,-66.9,-36.8,-32.0,,,-5.3,,-5.0,-8.3,-22.0,-72.0,,-28.7,17.7,-41.0,-77.0,-12.0,-37.8,-48.0,-88.9,-36.0,True,True,False,True,True,True,True,True,False,False,False,False,True,,True,True,True,False,False,False,True,False,False,True,True,,,False,False,True,,,True,,True,True,True,False,,True,True,False,False,True,False,False,False,False
US,255947,247457.9,252898.9,247601.1,,247514.2,250120.0,254331.0,248918.0,250265.0,254135.7,246346.0,245997.3,249517.0,,254572.0,247730.0,251689.3,250120.3,247534.0,242645.8,,254941.2,250638.5,252473.8,247731.0,249900.8,250085.1,,245968.2,250811.6,248332.0,252139.5,248718.8,250854.2,246978.0,253531.0,250322.9,251837.0,246900.5,250319.0,,250484.8,253142.0,249018.2,253324.5,247611.5,247838.5,241806.9,250325.0,-7949.1,-2508.1,-7805.9,,-7892.8,-5287.0,-1076.0,-6489.0,-5142.0,-1271.3,-9061.0,-9409.7,-5890.0,,-835.0,-7677.0,-3717.7,-5286.7,-7873.0,-12761.2,,-465.8,-4768.5,-2933.2,-7676.0,-5506.2,-5321.9,,-9438.8,-4595.4,-7075.0,-3267.5,-6688.2,-4552.8,-8429.0,-1876.0,-5084.1,-3570.0,-8506.5,-5088.0,,-4922.2,-2265.0,-6388.8,-2082.5,-7795.5,-7568.5,-13600.1,-5082.0,True,True,,True,True,True,True,True,True,False,False,True,,True,True,True,True,True,False,,True,True,True,True,True,True,,False,True,True,True,True,True,False,True,True,True,False,True,,True,True,True,True,True,True,False,True
