,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
18161,10,10.0,10.3,,5.0,12.0,,,,,,2.0,8.1,,3.1,6.0,,,0.5,,10.0,,,,7.0,7.1,0.0,0.3,,-5.0,2.0,,,,,,-8.0,-1.9,,-6.9,-4.0,,,-9.5,,-0.0,,,,-3.0,-2.9,False,,False,False,,,,,,False,False,,False,False,,,False,,False,,,,False,False
18163,211,168.0,164.0,,145.0,137.0,,,,,,161.0,287.0,,116.6,132.4,150.0,,148.4,,162.4,116.0,,,176.0,187.3,-43.0,-47.0,,-66.0,-74.0,,,,,,-50.0,76.0,,-94.4,-78.6,-61.0,,-62.6,,-48.6,-95.0,,,-35.0,-23.7,False,,False,False,,,,,,False,False,,False,False,False,,False,,False,False,,,True,True
18165,18,11.0,11.8,,11.0,12.0,,,,,,11.0,15.5,,5.0,13.7,9.0,,12.1,,8.4,,,,12.0,7.0,-7.0,-6.2,,-7.0,-6.0,,,,,,-7.0,-2.5,,-13.0,-4.3,-9.0,,-5.9,,-9.6,,,,-6.0,-11.0,True,,False,True,,,,,,False,True,,False,True,False,,True,,False,,,,True,False
18167,209,202.0,200.6,,177.0,182.0,,,,,,92.0,273.2,,160.6,171.8,,,196.4,,200.6,,,,232.0,156.9,-7.0,-8.4,,-32.0,-27.0,,,,,,-117.0,64.2,,-48.4,-37.2,,,-12.6,,-8.4,,,,23.0,-52.1,False,,False,False,,,,,,False,False,,False,False,,,False,,False,,,,False,False
18169,8,12.0,11.6,,10.0,14.0,,,,,,17.0,32.2,,3.0,8.2,12.0,,0.0,,13.2,,,,12.0,8.6,4.0,3.6,,2.0,6.0,,,,,,9.0,24.2,,-5.0,0.2,4.0,,-8.0,,5.2,,,,4.0,0.6,True,,True,False,,,,,,False,False,,False,True,False,,False,,False,,,,False,True
18171,4,9.0,9.1,,4.0,0.0,,,,,,5.0,3.4,,0.6,4.5,6.0,,4.3,,8.8,,,,7.0,4.9,5.0,5.1,,0.0,-4.0,,,,,,1.0,-0.6,,-3.4,0.5,2.0,,0.3,,4.8,,,,3.0,0.9,False,,True,True,,,,,,True,True,,True,True,True,,True,,True,,,,True,True
18173,68,61.0,65.4,,44.0,53.0,,,,,,45.0,80.2,,32.4,42.7,54.0,,25.1,,56.4,,,,53.0,54.0,-7.0,-2.6,,-24.0,-15.0,,,,,,-23.0,12.2,,-35.6,-25.3,-14.0,,-42.9,,-11.6,,,,-15.0,-14.0,True,,False,False,,,,,,False,False,,False,False,False,,False,,False,,,,False,False
18175,35,20.0,17.8,,17.0,20.0,,,,,,11.0,32.1,,17.1,23.3,22.0,,14.2,,29.6,,,,23.0,14.2,-15.0,-17.2,,-18.0,-15.0,,,,,,-24.0,-2.9,,-17.9,-11.7,-13.0,,-20.8,,-5.4,,,,-12.0,-20.8,False,,False,False,,,,,,False,True,,False,True,True,,False,,True,,,,True,False
18177,66,39.0,38.5,,37.0,33.0,,,,,,38.0,80.8,,32.7,44.4,39.0,,35.2,,34.7,,,,51.0,35.5,-27.0,-27.5,,-29.0,-33.0,,,,,,-28.0,14.8,,-33.3,-21.6,-27.0,,-30.8,,-31.3,,,,-15.0,-30.5,False,,False,False,,,,,,False,True,,False,True,False,,False,,False,,,,True,False
18179,18,9.0,9.0,,8.0,5.0,,,,,,15.0,24.7,,3.2,8.2,7.0,,5.5,,10.4,,,,12.0,13.0,-9.0,-9.0,,-10.0,-13.0,,,,,,-3.0,6.7,,-14.8,-9.8,-11.0,,-12.5,,-7.6,,,,-6.0,-5.0,True,,False,False,,,,,,True,True,,False,False,False,,False,,True,,,,True,True
18181,24,26.0,26.3,,21.0,27.0,,,,,,20.0,33.8,,6.9,17.7,19.0,,21.1,,25.5,,,,18.0,28.9,2.0,2.3,,-3.0,3.0,,,,,,-4.0,9.8,,-17.1,-6.3,-5.0,,-2.9,,1.5,,,,-6.0,4.9,False,,False,False,,,,,,False,False,,False,False,False,,False,,True,,,,False,False
18183,23,21.0,21.4,,16.0,19.0,,,,,,19.0,23.5,,8.4,13.1,16.0,,12.4,,19.4,,,,17.0,13.8,-2.0,-1.6,,-7.0,-4.0,,,,,,-4.0,0.5,,-14.6,-9.9,-7.0,,-10.6,,-3.6,,,,-6.0,-9.2,True,,False,False,,,,,,False,True,,False,False,False,,False,,False,,,,False,False
19001,7,6.0,6.3,,3.0,0.0,,,,,,4.0,3.1,,1.1,2.9,5.0,,2.8,,6.2,,,,4.0,5.4,-1.0,-0.7,,-4.0,-7.0,,,,,,-3.0,-3.9,,-5.9,-4.1,-2.0,,-4.2,,-0.8,,,,-3.0,-1.6,True,,False,False,,,,,,False,False,,False,False,False,,False,,True,,,,False,False
19003,0,3.0,4.2,,0.0,0.0,,,,,,2.0,1.5,,0.3,0.2,4.0,,0.8,,,,,,3.0,3.1,3.0,4.2,,0.0,0.0,,,,,,2.0,1.5,,0.3,0.2,4.0,,0.8,,,,,,3.0,3.1,False,,True,True,,,,,,True,True,,True,True,False,,True,,,,,,False,False
19005,8,3.0,3.0,,3.0,0.0,,,,,,9.0,6.6,,1.5,3.7,6.0,,6.4,,3.0,,,,4.0,3.2,-5.0,-5.0,,-5.0,-8.0,,,,,,1.0,-1.4,,-6.5,-4.3,-2.0,,-1.6,,-5.0,,,,-4.0,-4.8,False,,False,False,,,,,,True,True,,False,True,True,,True,,False,,,,True,True
19007,17,11.0,10.5,,7.0,7.0,,,,,,6.0,12.3,,3.0,6.8,7.0,,10.4,,11.4,,,,12.0,6.8,-6.0,-6.5,,-10.0,-10.0,,,,,,-11.0,-4.7,,-14.0,-10.2,-10.0,,-6.6,,-5.6,,,,-5.0,-10.2,False,,False,False,,,,,,False,True,,False,False,False,,False,,True,,,,True,False
19009,7,4.0,3.2,,2.0,0.0,,,,,,3.0,2.5,,1.7,2.2,7.0,,1.7,,3.7,,,,4.0,3.4,-3.0,-3.8,,-5.0,-7.0,,,,,,-4.0,-4.5,,-5.3,-4.8,0.0,,-5.3,,-3.3,,,,-3.0,-3.6,False,,False,False,,,,,,False,False,,False,False,True,,False,,False,,,,False,False
19011,18,11.0,10.5,,10.0,11.0,,,,,,22.0,24.0,,1.3,6.5,11.0,,4.8,,11.1,,,,16.0,11.2,-7.0,-7.5,,-8.0,-7.0,,,,,,4.0,6.0,,-16.7,-11.5,-7.0,,-13.2,,-6.9,,,,-2.0,-6.8,False,,False,False,,,,,,True,True,,False,False,False,,False,,True,,,,True,True
19013,256,217.0,215.0,,189.0,291.0,,,,,,147.0,178.7,,172.9,188.9,205.0,,142.6,,194.7,241.0,,,234.0,154.5,-39.0,-41.0,,-67.0,35.0,,,,,,-109.0,-77.3,,-83.1,-67.1,-51.0,,-113.4,,-61.3,-15.0,,,-22.0,-101.5,False,,False,True,,,,,,False,False,,False,False,False,,False,,False,True,,,True,False
19015,31,23.0,20.7,,22.0,28.0,,,,,,23.0,29.0,,11.2,22.8,20.0,,24.6,,21.5,,,,29.0,22.0,-8.0,-10.3,,-9.0,-3.0,,,,,,-8.0,-2.0,,-19.8,-8.2,-11.0,,-6.4,,-9.5,,,,-2.0,-9.0,False,,False,True,,,,,,False,True,,False,False,False,,True,,False,,,,True,False
19017,29,21.0,24.1,,18.0,18.0,,,,,,27.0,35.9,,7.6,16.8,20.0,,13.2,,20.5,,,,21.0,21.2,-8.0,-4.9,,-11.0,-11.0,,,,,,-2.0,6.9,,-21.4,-12.2,-9.0,,-15.8,,-8.5,,,,-8.0,-7.8,True,,False,False,,,,,,True,True,,False,False,False,,False,,False,,,,False,True
19019,10,17.0,17.6,,15.0,21.0,,,,,,16.0,26.5,,5.5,14.0,13.0,,11.7,,17.8,,,,21.0,17.1,7.0,7.6,,5.0,11.0,,,,,,6.0,16.5,,-4.5,4.0,3.0,,1.7,,7.8,,,,11.0,7.1,False,,True,False,,,,,,True,False,,True,True,True,,True,,False,,,,False,False
19021,11,12.0,10.8,,9.0,,,,,,,31.0,6.6,,2.4,9.3,,,7.6,,9.4,,,,0.0,10.2,1.0,-0.2,,-2.0,,,,,,,20.0,-4.4,,-8.6,-1.7,,,-3.4,,-1.6,,,,-11.0,-0.8,True,,False,,,,,,,False,False,,False,False,,,False,,False,,,,False,True
19023,38,21.0,20.3,,19.0,18.0,,,,,,15.0,18.2,,17.6,21.3,22.0,,41.6,,19.5,,,,25.0,16.1,-17.0,-17.7,,-19.0,-20.0,,,,,,-23.0,-19.8,,-20.4,-16.7,-16.0,,3.6,,-18.5,,,,-13.0,-21.9,False,,False,False,,,,,,False,False,,False,True,True,,True,,False,,,,True,False
19025,18,8.0,7.6,,6.0,14.0,,,,,,6.0,7.5,,1.4,7.6,5.0,,6.2,,6.8,,,,9.0,5.2,-10.0,-10.4,,-12.0,-4.0,,,,,,-12.0,-10.5,,-16.6,-10.4,-13.0,,-11.8,,-11.2,,,,-9.0,-12.8,False,,False,True,,,,,,False,False,,False,False,False,,False,,False,,,,True,False
19027,78,71.0,69.7,,54.0,71.0,,,,,,17.0,28.4,,68.6,45.8,79.0,,19.1,,61.8,,,,85.0,47.8,-7.0,-8.3,,-24.0,-7.0,,,,,,-61.0,-49.6,,-9.4,-32.2,1.0,,-58.9,,-16.2,,,,7.0,-30.2,False,,False,False,,,,,,False,False,,False,False,True,,False,,False,,,,False,False
19029,8,11.0,11.2,,9.0,20.0,,,,,,8.0,19.8,,3.6,8.5,12.0,,8.1,,10.6,,,,10.0,13.8,3.0,3.2,,1.0,12.0,,,,,,0.0,11.8,,-4.4,0.5,4.0,,0.1,,2.6,,,,2.0,5.8,False,,True,False,,,,,,True,False,,False,True,False,,True,,True,,,,True,False
19031,7,7.0,6.2,,7.0,7.0,,,,,,11.0,11.2,,4.1,7.8,8.0,,15.6,,7.5,,,,7.0,5.7,0.0,-0.8,,0.0,0.0,,,,,,4.0,4.2,,-2.9,0.8,1.0,,8.6,,0.5,,,,0.0,-1.3,False,,True,True,,,,,,False,False,,False,False,False,,False,,False,,,,True,False
19033,107,31.0,21.8,,32.0,59.0,,,,,,64.0,44.4,,18.4,49.1,34.0,,37.7,,25.9,,,,29.0,39.3,-76.0,-85.2,,-75.0,-48.0,,,,,,-43.0,-62.6,,-88.6,-57.9,-73.0,,-69.3,,-81.1,,,,-78.0,-67.7,False,,True,True,,,,,,True,True,,False,True,True,,True,,False,,,,False,True
19035,10,14.0,14.3,,7.0,7.0,,,,,,8.0,8.3,,4.3,6.6,12.0,,3.3,,12.3,,,,17.0,8.2,4.0,4.3,,-3.0,-3.0,,,,,,-2.0,-1.7,,-5.7,-3.4,2.0,,-6.7,,2.3,,,,7.0,-1.8,False,,True,True,,,,,,True,True,,False,True,True,,False,,True,,,,False,True
19037,21,20.0,19.9,,12.0,26.0,,,,,,12.0,14.8,,3.4,11.5,18.0,,12.7,,17.5,,,,24.0,19.2,-1.0,-1.1,,-9.0,5.0,,,,,,-9.0,-6.2,,-17.6,-9.5,-3.0,,-8.3,,-3.5,,,,3.0,-1.8,False,,False,False,,,,,,False,False,,False,False,False,,False,,False,,,,False,False
19039,21,4.0,3.0,,5.0,8.0,,,,,,8.0,7.3,,1.4,6.0,,,10.4,,4.2,,,,4.0,7.8,-17.0,-18.0,,-16.0,-13.0,,,,,,-13.0,-13.7,,-19.6,-15.0,,,-10.6,,-16.8,,,,-17.0,-13.2,False,,True,True,,,,,,True,True,,False,True,,,True,,True,,,,False,True
19041,7,17.0,15.8,,12.0,24.0,,,,,,12.0,15.7,,3.6,12.2,11.0,,10.8,,13.7,,,,15.0,11.5,10.0,8.8,,5.0,17.0,,,,,,5.0,8.7,,-3.4,5.2,4.0,,3.8,,6.7,,,,8.0,4.5,True,,True,False,,,,,,True,True,,True,True,True,,True,,True,,,,True,True
19043,27,34.0,34.4,,21.0,30.0,,,,,,11.0,26.1,,19.7,21.6,31.0,,9.5,,29.2,,,,38.0,18.2,7.0,7.4,,-6.0,3.0,,,,,,-16.0,-0.9,,-7.3,-5.4,4.0,,-17.5,,2.2,,,,11.0,-8.8,False,,True,True,,,,,,False,True,,False,True,True,,False,,True,,,,False,False
19045,158,174.0,175.0,,135.0,202.0,,,,,,30.0,115.9,,134.9,110.0,124.0,,134.3,,196.0,,,,186.0,147.9,16.0,17.0,,-23.0,44.0,,,,,,-128.0,-42.1,,-23.1,-48.0,-34.0,,-23.7,,38.0,,,,28.0,-10.1,False,,False,False,,,,,,False,False,,False,False,False,,False,,False,,,,False,True
19047,46,29.0,30.0,,24.0,24.0,,,,,,23.0,11.6,,19.5,33.3,37.0,,37.5,,23.6,,,,11.0,15.0,-17.0,-16.0,,-22.0,-22.0,,,,,,-23.0,-34.4,,-26.5,-12.7,-9.0,,-8.5,,-22.4,,,,-35.0,-31.0,True,,False,False,,,,,,False,False,,False,True,True,,True,,False,,,,False,False
19049,259,114.0,113.4,,108.0,120.0,,,,,,87.0,60.9,,107.6,116.4,127.0,,108.7,,106.8,,,,138.0,94.3,-145.0,-145.6,,-151.0,-139.0,,,,,,-172.0,-198.1,,-151.4,-142.6,-132.0,,-150.3,,-152.2,,,,-121.0,-164.7,False,,False,True,,,,,,False,False,,False,True,True,,False,,False,,,,True,False
19051,5,14.0,14.2,,10.0,12.0,,,,,,5.0,7.6,,3.5,8.0,,,11.7,,12.1,,,,13.0,8.5,9.0,9.2,,5.0,7.0,,,,,,0.0,2.6,,-1.5,3.0,,,6.7,,7.1,,,,8.0,3.5,False,,True,True,,,,,,True,True,,True,True,,,True,,True,,,,True,True
19053,11,3.0,2.8,,2.0,0.0,,,,,,3.0,4.6,,1.8,2.3,,,2.1,,3.2,,,,3.0,2.2,-8.0,-8.2,,-9.0,-11.0,,,,,,-8.0,-6.4,,-9.2,-8.7,,,-8.9,,-7.8,,,,-8.0,-8.8,False,,False,False,,,,,,False,True,,False,False,,,False,,True,,,,False,False
19055,47,31.0,31.8,,17.0,38.0,,,,,,11.0,28.4,,10.8,18.2,23.0,,16.1,,30.5,,,,30.0,22.1,-16.0,-15.2,,-30.0,-9.0,,,,,,-36.0,-18.6,,-36.2,-28.8,-24.0,,-30.9,,-16.5,,,,-17.0,-24.9,True,,False,True,,,,,,False,False,,False,False,False,,False,,False,,,,False,False
19057,138,173.0,170.3,,158.0,287.0,,,,,,54.0,69.2,,162.0,121.1,,,160.4,,156.5,,,,185.0,124.6,35.0,32.3,,20.0,149.0,,,,,,-84.0,-68.8,,24.0,-16.9,,,22.4,,18.5,,,,47.0,-13.4,True,,True,False,,,,,,False,False,,True,True,,,True,,True,,,,False,True
19059,19,11.0,10.1,,9.0,7.0,,,,,,17.0,10.6,,4.7,10.3,13.0,,6.9,,10.6,,,,13.0,10.6,-8.0,-8.9,,-10.0,-12.0,,,,,,-2.0,-8.4,,-14.3,-8.7,-6.0,,-12.1,,-8.4,,,,-6.0,-8.4,False,,False,False,,,,,,True,False,,False,False,True,,False,,False,,,,True,False
19061,117,104.0,103.2,,89.0,90.0,,,,,,80.0,144.4,,67.0,85.6,98.0,,88.5,,107.6,,,,111.0,110.1,-13.0,-13.8,,-28.0,-27.0,,,,,,-37.0,27.4,,-50.0,-31.4,-19.0,,-28.5,,-9.4,,,,-6.0,-6.9,False,,False,False,,,,,,False,False,,False,False,False,,False,,True,,,,True,True
19063,8,14.0,11.2,,8.0,8.0,,,,,,10.0,12.3,,3.6,5.8,12.0,,2.5,,15.8,,,,15.0,10.7,6.0,3.2,,0.0,0.0,,,,,,2.0,4.3,,-4.4,-2.2,4.0,,-5.5,,7.8,,,,7.0,2.7,True,,True,True,,,,,,True,True,,True,True,True,,True,,False,,,,False,True
19065,15,23.0,23.1,,15.0,27.0,,,,,,16.0,22.0,,9.2,14.9,18.0,,13.8,,22.1,,,,26.0,15.3,8.0,8.1,,0.0,12.0,,,,,,1.0,7.0,,-5.8,-0.1,3.0,,-1.2,,7.1,,,,11.0,0.3,False,,True,False,,,,,,True,True,,True,True,True,,True,,True,,,,False,True
19067,30,6.0,6.3,,9.0,25.0,,,,,,19.0,18.5,,2.1,14.2,6.0,,8.3,,5.5,,,,6.0,10.0,-24.0,-23.7,,-21.0,-5.0,,,,,,-11.0,-11.5,,-27.9,-15.8,-24.0,,-21.7,,-24.5,,,,-24.0,-20.0,True,,True,True,,,,,,True,True,,False,True,False,,True,,False,,,,False,True
19069,21,9.0,7.8,,12.0,23.0,,,,,,14.0,16.9,,3.2,10.5,,,13.3,,11.4,,,,11.0,15.1,-12.0,-13.2,,-9.0,2.0,,,,,,-7.0,-4.1,,-17.8,-10.5,,,-7.7,,-9.6,,,,-10.0,-5.9,False,,True,True,,,,,,True,True,,False,True,,,True,,True,,,,True,True
19071,5,9.0,9.7,,4.0,4.0,,,,,,5.0,7.1,,2.6,5.5,7.0,,2.5,,,,,,9.0,5.8,4.0,4.7,,-1.0,-1.0,,,,,,0.0,2.1,,-2.4,0.5,2.0,,-2.5,,,,,,4.0,0.8,False,,True,True,,,,,,True,True,,True,True,True,,True,,,,,,False,True
19073,10,4.0,3.9,,2.0,0.0,,,,,,4.0,3.1,,1.4,0.6,5.0,,3.0,,3.3,,,,5.0,1.9,-6.0,-6.1,,-8.0,-10.0,,,,,,-6.0,-6.9,,-8.6,-9.4,-5.0,,-7.0,,-6.7,,,,-5.0,-8.1,False,,False,False,,,,,,False,False,,False,False,True,,False,,False,,,,True,False
19075,16,21.0,21.3,,17.0,17.0,,,,,,13.0,17.2,,11.9,16.4,20.0,,18.2,,18.9,,,,25.0,12.6,5.0,5.3,,1.0,1.0,,,,,,-3.0,1.2,,-4.1,0.4,4.0,,2.2,,2.9,,,,9.0,-3.4,False,,True,True,,,,,,True,True,,True,True,True,,True,,True,,,,False,True
19077,13,11.0,11.4,,7.0,7.0,,,,,,7.0,14.7,,2.7,7.2,11.0,,9.1,,9.2,,,,14.0,11.2,-2.0,-1.6,,-6.0,-6.0,,,,,,-6.0,1.7,,-10.3,-5.8,-2.0,,-3.9,,-3.8,,,,1.0,-1.8,True,,False,False,,,,,,False,True,,False,False,False,,False,,False,,,,True,True
19079,33,0.0,0.0,,4.0,10.0,,,,,,16.0,3.0,,1.1,6.7,,,14.7,,0.0,,,,0.0,8.1,-33.0,-33.0,,-29.0,-23.0,,,,,,-17.0,-30.0,,-31.9,-26.3,,,-18.3,,-33.0,,,,-33.0,-24.9,False,,True,True,,,,,,True,True,,True,True,,,True,,False,,,,False,True
19081,17,6.0,5.9,,5.0,5.0,,,,,,11.0,8.6,,1.9,6.8,6.0,,0.0,,10.0,,,,7.0,6.2,-11.0,-11.1,,-12.0,-12.0,,,,,,-6.0,-8.4,,-15.1,-10.2,-11.0,,-17.0,,-7.0,,,,-10.0,-10.8,False,,False,False,,,,,,True,True,,False,True,False,,False,,True,,,,True,True
19083,17,17.0,16.9,,14.0,11.0,,,,,,20.0,22.4,,12.6,16.1,20.0,,11.2,,16.4,,,,20.0,18.0,0.0,-0.1,,-3.0,-6.0,,,,,,3.0,5.4,,-4.4,-0.9,3.0,,-5.8,,-0.6,,,,3.0,1.0,False,,False,False,,,,,,False,False,,False,False,False,,False,,False,,,,False,False
19085,12,19.0,18.8,,11.0,14.0,,,,,,10.0,12.5,,9.7,11.5,18.0,,8.0,,20.6,,,,18.0,15.8,7.0,6.8,,-1.0,2.0,,,,,,-2.0,0.5,,-2.3,-0.5,6.0,,-4.0,,8.6,,,,6.0,3.8,True,,True,True,,,,,,True,True,,True,True,True,,True,,False,,,,True,True
19087,74,54.0,54.7,,24.0,73.0,,,,,,18.0,24.3,,20.2,28.0,37.0,,13.5,,48.6,,,,53.0,32.9,-20.0,-19.3,,-50.0,-1.0,,,,,,-56.0,-49.7,,-53.8,-46.0,-37.0,,-60.5,,-25.4,,,,-21.0,-41.1,True,,False,True,,,,,,False,False,,False,False,False,,False,,False,,,,False,False
19089,46,27.0,27.4,,20.0,30.0,,,,,,8.0,8.9,,7.1,15.9,21.0,,32.7,,25.1,,,,30.0,17.5,-19.0,-18.6,,-26.0,-16.0,,,,,,-38.0,-37.1,,-38.9,-30.1,-25.0,,-13.3,,-20.9,,,,-16.0,-28.5,True,,False,True,,,,,,False,False,,False,False,False,,True,,False,,,,True,False
19091,56,0.0,0.0,,3.0,10.0,,,,,,8.0,4.1,,2.6,8.3,,,4.2,,0.0,,,,0.0,6.0,-56.0,-56.0,,-53.0,-46.0,,,,,,-48.0,-51.9,,-53.4,-47.7,,,-51.8,,-56.0,,,,-56.0,-50.0,False,,True,True,,,,,,True,True,,True,True,,,True,,False,,,,False,True
19093,5,3.0,2.9,,1.0,0.0,,,,,,5.0,2.6,,0.8,0.9,,,1.1,,2.5,,,,2.0,2.1,-2.0,-2.1,,-4.0,-5.0,,,,,,0.0,-2.4,,-4.2,-4.1,,,-3.9,,-2.5,,,,-3.0,-2.9,False,,False,False,,,,,,True,False,,False,False,,,False,,False,,,,False,False
19095,5,9.0,8.2,,4.0,4.0,,,,,,13.0,9.0,,2.1,4.3,,,1.8,,10.1,,,,12.0,4.9,4.0,3.2,,-1.0,-1.0,,,,,,8.0,4.0,,-2.9,-0.7,,,-3.2,,5.1,,,,7.0,-0.1,True,,True,True,,,,,,False,True,,True,True,,,True,,False,,,,False,True
19097,21,11.0,10.0,,9.0,7.0,,,,,,8.0,22.4,,3.0,8.2,11.0,,8.9,,11.5,,,,12.0,13.4,-10.0,-11.0,,-12.0,-14.0,,,,,,-13.0,1.4,,-18.0,-12.8,-10.0,,-12.1,,-9.5,,,,-9.0,-7.6,False,,False,False,,,,,,False,True,,False,False,False,,False,,True,,,,True,True
19099,57,25.0,25.8,,23.0,32.0,,,,,,32.0,32.2,,12.2,21.9,25.0,,12.8,,24.4,,,,30.0,19.7,-32.0,-31.2,,-34.0,-25.0,,,,,,-25.0,-24.8,,-44.8,-35.1,-32.0,,-44.2,,-32.6,,,,-27.0,-37.3,True,,False,True,,,,,,True,True,,False,False,False,,False,,False,,,,True,False
19101,14,12.0,12.0,,9.0,13.0,,,,,,14.0,12.9,,3.8,6.7,10.0,,4.7,,10.6,,,,14.0,6.2,-2.0,-2.0,,-5.0,-1.0,,,,,,0.0,-1.1,,-10.2,-7.3,-4.0,,-9.3,,-3.4,,,,0.0,-7.8,False,,False,True,,,,,,True,True,,False,False,False,,False,,False,,,,True,False
19103,1190,272.0,268.5,,294.0,416.0,,,,,,130.0,181.5,,395.3,355.3,330.0,,232.8,,295.3,371.0,,,304.0,180.5,-918.0,-921.5,,-896.0,-774.0,,,,,,-1060.0,-1008.5,,-794.7,-834.7,-860.0,,-957.2,,-894.7,-819.0,,,-886.0,-1009.5,False,,True,True,,,,,,False,False,,True,True,True,,False,,True,True,,,True,False
19105,18,14.0,13.3,,12.0,7.0,,,,,,13.0,21.2,,10.2,15.3,16.0,,8.8,,13.1,,,,14.0,13.6,-4.0,-4.7,,-6.0,-11.0,,,,,,-5.0,3.2,,-7.8,-2.7,-2.0,,-9.2,,-4.9,,,,-4.0,-4.4,False,,False,False,,,,,,False,True,,False,True,True,,False,,False,,,,False,False
19107,14,4.0,4.3,,3.0,0.0,,,,,,7.0,7.3,,1.1,1.8,5.0,,3.3,,3.9,,,,4.0,3.2,-10.0,-9.7,,-11.0,-14.0,,,,,,-7.0,-6.7,,-12.9,-12.2,-9.0,,-10.7,,-10.1,,,,-10.0,-10.8,True,,False,False,,,,,,True,True,,False,False,True,,False,,False,,,,False,False
19109,9,7.0,6.9,,7.0,7.0,,,,,,12.0,13.1,,1.8,6.7,6.0,,9.8,,6.6,,,,6.0,7.7,-2.0,-2.1,,-2.0,-2.0,,,,,,3.0,4.1,,-7.2,-2.3,-3.0,,0.8,,-2.4,,,,-3.0,-1.3,False,,False,False,,,,,,False,False,,False,False,False,,True,,False,,,,False,True
19111,148,96.0,95.2,,93.0,140.0,,,,,,25.0,49.8,,116.8,79.5,,,126.1,,92.1,,,,108.0,51.1,-52.0,-52.8,,-55.0,-8.0,,,,,,-123.0,-98.2,,-31.2,-68.5,,,-21.9,,-55.9,,,,-40.0,-96.9,False,,False,True,,,,,,False,False,,True,False,,,True,,False,,,,True,False
19113,223,198.0,205.8,,183.0,183.0,,,,,,187.0,313.0,,168.1,158.7,186.0,,179.1,,230.5,158.0,,,202.0,171.1,-25.0,-17.2,,-40.0,-40.0,,,,,,-36.0,90.0,,-54.9,-64.3,-37.0,,-43.9,,7.5,-65.0,,,-21.0,-51.9,True,,False,False,,,,,,False,False,,False,False,False,,False,,True,False,,,True,False
19115,15,3.0,2.9,,3.0,0.0,,,,,,11.0,3.8,,1.3,3.1,,,5.7,,3.4,,,,4.0,3.0,-12.0,-12.1,,-12.0,-15.0,,,,,,-4.0,-11.2,,-13.7,-11.9,,,-9.3,,-11.6,,,,-11.0,-12.0,False,,False,False,,,,,,True,True,,False,True,,,True,,True,,,,True,True
19117,14,4.0,1.3,,4.0,8.0,,,,,,5.0,10.1,,3.7,3.7,,,3.7,,5.2,,,,3.0,3.3,-10.0,-12.7,,-10.0,-6.0,,,,,,-9.0,-3.9,,-10.3,-10.3,,,-10.3,,-8.8,,,,-11.0,-10.7,False,,False,True,,,,,,True,True,,False,False,,,False,,True,,,,False,False
19119,11,9.0,8.9,,7.0,7.0,,,,,,8.0,13.5,,1.6,6.4,,,9.0,,7.6,,,,10.0,13.2,-2.0,-2.1,,-4.0,-4.0,,,,,,-3.0,2.5,,-9.4,-4.6,,,-2.0,,-3.4,,,,-1.0,2.2,False,,False,False,,,,,,False,False,,False,False,,,True,,False,,,,True,False
19121,18,13.0,13.5,,12.0,14.0,,,,,,9.0,20.9,,9.7,16.7,16.0,,15.2,,11.4,,,,13.0,17.1,-5.0,-4.5,,-6.0,-4.0,,,,,,-9.0,2.9,,-8.3,-1.3,-2.0,,-2.8,,-6.6,,,,-5.0,-0.9,True,,False,True,,,,,,False,True,,False,True,True,,True,,False,,,,False,True
